sequence,v115@UhA8EeB8BeB8BeC8JeOEJvhGXgBdmB5mBiiBcoBcsB?zpB,v115@UhA8EeB8BeB8BeC8Jex/IvhGXhBdnBunBcoBikBzpB?0rB,v115@UhA8EeB8BeB8BeC8JeNEJvhGUhBRiBSoBXlB2sB0rB?zpB,v115@UhA8EeB8BeB8BeC8JeNEJvhGUgBRhBCjBmmBXoBzpB?0rB,v115@UhA8EeB8BeB8BeC8Je0/IvhGdmBRiBcoB/pBqrBTnB?OqB,v115@UhA8EeB8BeB8BeC8JeT/IvhGNlBamBRiBcoBWsB0pB?XsB,v115@UhA8EeB8BeB8BeC8JeXAJvhGdmBRiBcoB2pBSsBzrB?0pB,v115@UhA8EeB8BeB8BeC8JeT/IvhGNlBRhBCjBmmBXoB0pB?0rB,v115@UhA8EeB8BeB8BeC8JeT/IvhGNlBRhBunBcoB/rBasB?0pB
ZSJOTZLI,X,X,X,O,X,X,X,X,X
ZSJOITLZ,X,X,X,O,X,X,X,X,X
ZSJOITZL,X,X,X,O,X,X,X,X,X
ZSJOILTZ,X,X,X,O,X,X,X,X,X
ZSJOILZT,X,X,X,X,X,X,X,X,X
ZSJOIZTL,X,X,X,X,X,X,X,X,X
ZSJOIZLT,X,X,X,X,X,X,X,X,X
ZSJOLTIZ,X,X,X,O,X,X,X,X,X
ZSJOLTZI,X,X,X,O,X,X,X,X,X
ZSJOLITZ,X,X,X,O,X,X,X,X,X
ZSJOLIZT,X,X,X,X,X,X,X,X,X
ZSJOLZTI,X,X,X,X,X,X,X,X,X
ZSJOLZIT,X,X,X,X,X,X,X,X,X
ZSJOZTIL,X,X,X,X,X,X,X,X,X
ZSJOZTLI,X,X,X,X,X,X,X,X,X
ZSJOZITL,X,X,X,X,X,X,X,X,X
ZSJOZILT,X,X,X,X,X,X,X,X,X
ZSJOZLTI,X,X,X,X,X,X,X,X,X
ZSJOZLIT,X,X,X,X,X,X,X,X,X
ZSZTILJO,X,X,X,X,X,X,X,X,X
ZSZTILOJ,X,X,X,X,X,X,X,O,X
ZSZTIJLO,X,O,X,X,X,X,X,X,X
ZSZTIJOL,X,O,X,X,X,X,X,X,O
ZSZTIOLJ,X,X,X,X,X,X,X,O,X
ZSZTIOJL,X,X,X,X,X,X,X,X,O
ZSZTLIJO,X,O,X,X,X,X,X,X,O
ZSZTLIOJ,X,X,X,X,X,X,X,O,O
ZSZTLJIO,X,O,O,X,X,X,X,O,O
ZSZTLJOI,X,O,O,X,X,X,X,O,O
ZSZTLOIJ,X,X,X,X,O,X,X,O,O
ZSZTLOJI,X,X,X,X,O,X,X,O,O
ZSZTJILO,X,O,O,X,X,X,X,O,X
ZSZTJIOL,X,O,X,X,X,X,X,O,O
ZSZTJLIO,X,O,O,X,X,X,X,O,O
ZSZTJLOI,X,O,O,X,X,X,X,O,O
ZSZTJOIL,X,O,X,X,X,X,X,O,O
ZSZTJOLI,X,O,X,X,X,X,X,O,O
ZSZTOILJ,X,X,X,X,X,X,X,O,X
ZSZTOIJL,X,O,X,X,X,X,X,X,O
ZSZTOLIJ,X,O,X,X,X,X,X,O,O
ZSZTOLJI,X,O,X,X,X,X,X,O,O
ZSZTOJIL,X,O,X,X,X,X,X,O,O
ZSZTOJLI,X,O,X,X,X,X,X,O,O
ZSZITLJO,X,X,X,X,X,X,X,X,X
ZSZITLOJ,X,X,X,X,X,X,X,X,X
ZSZITJLO,X,O,X,X,X,X,X,X,X
ZSZITJOL,X,O,X,X,X,X,X,X,O
ZSZITOLJ,X,X,X,X,X,X,X,X,X
ZSZITOJL,X,X,X,X,X,X,X,X,O
ZSZILTJO,X,X,X,X,X,X,X,X,X
ZSZILTOJ,X,X,X,X,X,X,X,X,X
ZSZILJTO,X,X,X,X,X,X,X,X,X
ZSZILJOT,X,X,X,X,X,X,X,X,X
ZSZILOTJ,X,X,X,X,X,X,X,X,X
ZSZILOJT,X,X,X,X,X,X,X,X,X
ZSZIJTLO,X,X,X,X,X,X,X,X,X
ZSZIJTOL,X,X,X,X,X,X,X,X,O
ZSZIJLTO,X,X,X,X,X,X,X,X,X
ZSZIJLOT,X,X,X,X,X,X,X,X,X
ZSZIJOTL,X,X,X,X,X,X,X,X,X
ZSZIJOLT,X,X,X,X,X,X,X,X,X
ZSZIOTLJ,X,X,X,X,X,X,X,X,X
ZSZIOTJL,X,X,X,X,X,X,X,X,X
ZSZIOLTJ,X,X,X,X,X,X,X,X,X
ZSZIOLJT,X,X,X,X,X,X,X,X,X
ZSZIOJTL,X,X,X,X,X,X,X,X,X
ZSZIOJLT,X,X,X,X,X,X,X,X,X
ZSZLTIJO,X,O,X,X,X,X,X,X,O
ZSZLTIOJ,X,X,X,X,X,X,X,O,O
ZSZLTJIO,X,O,O,X,X,X,X,O,O
ZSZLTJOI,X,O,O,X,X,X,X,O,O
ZSZLTOIJ,X,X,X,X,O,X,X,O,O
ZSZLTOJI,X,X,X,X,O,X,X,O,O
ZSZLITJO,X,O,X,X,X,X,X,X,O
ZSZLITOJ,X,X,X,X,X,X,X,X,O
ZSZLIJTO,X,X,X,X,X,X,X,X,O
ZSZLIJOT,X,X,X,X,X,X,X,X,X
ZSZLIOTJ,X,X,X,X,X,X,X,X,X
ZSZLIOJT,X,X,X,X,X,X,X,X,X
ZSZLJTIO,X,X,O,X,X,X,X,O,O
ZSZLJTOI,X,X,O,X,X,X,X,O,O
ZSZLJITO,X,X,O,X,X,X,X,O,O
ZSZLJIOT,X,X,X,X,X,X,X,X,X
ZSZLJOTI,X,X,X,X,X,X,X,O,O
ZSZLJOIT,X,X,X,X,X,X,X,X,X
ZSZLOTIJ,X,X,X,X,O,X,X,O,O
ZSZLOTJI,X,X,X,X,O,X,X,O,O
ZSZLOITJ,X,X,X,X,O,X,X,X,X
ZSZLOIJT,X,X,X,X,X,X,X,X,X
ZSZLOJTI,X,X,X,X,X,X,X,O,O
ZSZLOJIT,X,X,X,X,X,X,X,X,X
ZSZJTILO,X,X,O,X,X,X,X,O,X
ZSZJTIOL,X,X,X,X,X,X,X,O,O
ZSZJTLIO,X,X,O,X,X,X,X,O,O
ZSZJTLOI,X,X,O,X,X,X,X,O,O
ZSZJTOIL,X,X,X,X,X,X,X,O,O
ZSZJTOLI,X,X,X,X,X,X,X,O,O
ZSZJITLO,X,X,O,X,X,X,X,O,X
ZSZJITOL,X,X,X,X,X,X,X,O,O
ZSZJILTO,X,X,O,X,X,X,X,O,X
ZSZJILOT,X,X,X,X,X,X,X,X,X
ZSZJIOTL,X,X,X,X,X,X,X,X,X
ZSZJIOLT,X,X,X,X,X,X,X,X,X
ZSZJLTIO,X,X,O,X,X,X,X,O,O
ZSZJLTOI,X,X,O,X,X,X,X,O,O
ZSZJLITO,X,X,O,X,X,X,X,O,O
ZSZJLIOT,X,X,X,X,X,X,X,X,X
ZSZJLOTI,X,X,X,X,X,X,X,O,O
ZSZJLOIT,X,X,X,X,X,X,X,X,X
ZSZJOTIL,X,X,X,X,X,X,X,O,O
ZSZJOTLI,X,X,X,X,X,X,X,O,O
ZSZJOITL,X,X,X,X,X,X,X,X,X
ZSZJOILT,X,X,X,X,X,X,X,X,X
ZSZJOLTI,X,X,X,X,X,X,X,O,O
ZSZJOLIT,X,X,X,X,X,X,X,X,X
ZSZOTILJ,X,X,X,X,X,X,X,O,X
ZSZOTIJL,X,O,X,X,X,X,X,X,O
ZSZOTLIJ,X,O,X,X,X,X,X,O,O
ZSZOTLJI,X,O,X,X,X,X,X,O,O
ZSZOTJIL,X,O,X,X,X,X,X,O,O
ZSZOTJLI,X,O,X,X,X,X,X,O,O
ZSZOITLJ,X,X,X,X,X,X,X,X,X
ZSZOITJL,X,O,X,X,X,X,X,X,X
ZSZOILTJ,X,X,X,X,X,X,X,X,X
ZSZOILJT,X,X,X,X,X,X,X,X,X
ZSZOIJTL,X,X,X,X,X,X,X,X,X
ZSZOIJLT,X,X,X,X,X,X,X,X,X
ZSZOLTIJ,X,O,X,X,O,X,X,O,O
ZSZOLTJI,X,O,X,X,O,X,X,O,O
ZSZOLITJ,X,O,X,X,O,X,X,X,X
ZSZOLIJT,X,X,X,X,X,X,X,X,X
ZSZOLJTI,X,X,X,X,X,X,X,O,O
ZSZOLJIT,X,X,X,X,X,X,X,X,X
ZSZOJTIL,X,X,X,X,X,X,X,O,O
ZSZOJTLI,X,X,X,X,X,X,X,O,O
ZSZOJITL,X,X,X,X,X,X,X,X,X
ZSZOJILT,X,X,X,X,X,X,X,X,X
ZSZOJLTI,X,X,X,X,X,X,X,O,O
ZSZOJLIT,X,X,X,X,X,X,X,X,X
ZSOTILJZ,X,X,X,X,X,X,X,X,X
ZSOTILZJ,X,X,X,X,X,X,X,O,X
ZSOTIJLZ,X,X,X,X,X,X,X,X,X
ZSOTIJZL,X,X,X,X,X,X,X,X,X
ZSOTIZLJ,X,X,X,X,X,X,X,X,X
ZSOTIZJL,X,O,X,X,X,X,X,X,O
ZSOTLIJZ,X,X,X,X,X,X,X,X,X
ZSOTLIZJ,X,O,X,X,X,X,X,O,O
ZSOTLJIZ,X,X,X,O,X,X,X,X,X
ZSOTLJZI,X,X,X,O,X,X,X,X,X
ZSOTLZIJ,X,O,X,O,X,X,X,O,O
ZSOTLZJI,X,O,X,O,X,X,X,O,O
ZSOTJILZ,X,X,X,O,X,X,X,X,X
ZSOTJIZL,X,X,X,O,X,X,X,X,X
ZSOTJLIZ,X,X,X,O,X,X,X,X,X
ZSOTJLZI,X,X,X,O,X,X,X,X,X
ZSOTJZIL,X,X,X,O,X,X,X,X,X
ZSOTJZLI,X,X,X,O,X,X,X,X,X
ZSOTZILJ,X,X,X,O,X,X,X,O,X
ZSOTZIJL,X,O,X,X,X,X,X,X,O
ZSOTZLIJ,X,O,X,O,X,X,X,O,O
ZSOTZLJI,X,O,X,O,X,X,X,O,O
ZSOTZJIL,X,O,X,O,X,X,X,O,O
ZSOTZJLI,X,O,X,O,X,X,X,O,O
ZSOITLJZ,X,X,X,X,X,X,X,X,X
ZSOITLZJ,X,X,X,X,X,X,X,X,X
ZSOITJLZ,X,X,X,X,X,X,X,X,X
ZSOITJZL,X,X,X,X,X,X,X,X,X
ZSOITZLJ,X,X,X,X,X,X,X,X,X
ZSOITZJL,X,O,X,X,X,X,X,X,X
ZSOILTJZ,X,X,X,X,X,X,X,X,X
ZSOILTZJ,X,X,X,X,X,X,X,X,X
ZSOILJTZ,X,X,X,X,X,X,X,X,X
ZSOILJZT,X,X,X,X,X,X,X,X,X
ZSOILZTJ,X,X,X,X,X,X,X,X,X
ZSOILZJT,X,X,X,X,X,X,X,X,X
ZSOIJTLZ,X,X,X,X,X,X,X,X,X
ZSOIJTZL,X,X,X,X,X,X,X,X,X
ZSOIJLTZ,X,X,X,X,X,X,X,X,X
ZSOIJLZT,X,X,X,X,X,X,X,X,X
ZSOIJZTL,X,X,X,X,X,X,X,X,X
ZSOIJZLT,X,X,X,X,X,X,X,X,X
ZSOIZTLJ,X,X,X,X,X,X,X,X,X
ZSOIZTJL,X,O,X,X,X,X,X,X,X
ZSOIZLTJ,X,X,X,X,X,X,X,X,X
ZSOIZLJT,X,X,X,X,X,X,X,X,X
ZSOIZJTL,X,X,X,X,X,X,X,X,X
ZSOIZJLT,X,X,X,X,X,X,X,X,X
ZSOLTIJZ,X,X,X,X,X,X,X,X,X
ZSOLTIZJ,X,O,X,X,O,X,X,O,O
ZSOLTJIZ,X,X,X,O,X,X,X,X,X
ZSOLTJZI,X,X,X,O,X,X,X,X,X
ZSOLTZIJ,X,O,X,O,O,X,X,O,O
ZSOLTZJI,X,O,X,O,O,X,X,O,O
ZSOLITJZ,X,X,X,X,X,X,X,X,X
ZSOLITZJ,X,O,X,X,O,X,X,X,X
ZSOLIJTZ,X,X,X,X,X,X,X,X,X
ZSOLIJZT,X,X,X,X,X,X,X,X,X
ZSOLIZTJ,X,O,X,X,O,X,X,X,X
ZSOLIZJT,X,X,X,X,X,X,X,X,X
ZSOLJTIZ,X,X,X,O,X,X,X,X,X
ZSOLJTZI,X,X,X,O,X,X,X,X,X
ZSOLJITZ,X,X,X,O,X,X,X,X,X
ZSOLJIZT,X,X,X,X,X,X,X,X,X
ZSOLJZTI,X,X,X,X,X,X,X,X,X
ZSOLJZIT,X,X,X,X,X,X,X,X,X
ZSOLZTIJ,X,O,X,X,O,X,X,O,O
ZSOLZTJI,X,O,X,X,O,X,X,O,O
ZSOLZITJ,X,O,X,X,O,X,X,X,X
ZSOLZIJT,X,X,X,X,X,X,X,X,X
ZSOLZJTI,X,X,X,X,X,X,X,O,O
ZSOLZJIT,X,X,X,X,X,X,X,X,X
ZSOJTILZ,X,X,X,O,X,X,X,X,X
ZSOJTIZL,X,X,X,O,X,X,X,X,X
ZSOJTLIZ,X,X,X,O,X,X,X,X,X
ZSOJTLZI,X,X,X,O,X,X,X,X,X
ZSOJTZIL,X,X,X,O,X,X,X,X,X
ZSOJTZLI,X,X,X,O,X,X,X,X,X
ZSOJITLZ,X,X,X,O,X,X,X,X,X
ZSOJITZL,X,X,X,O,X,X,X,X,X
ZSOJILTZ,X,X,X,O,X,X,X,X,X
ZSOJILZT,X,X,X,X,X,X,X,X,X
ZSOJIZTL,X,X,X,X,X,X,X,X,X
ZSOJIZLT,X,X,X,X,X,X,X,X,X
ZSOJLTIZ,X,X,X,O,X,X,X,X,X
ZSOJLTZI,X,X,X,O,X,X,X,X,X
ZSOJLITZ,X,X,X,O,X,X,X,X,X
ZSOJLIZT,X,X,X,X,X,X,X,X,X
ZSOJLZTI,X,X,X,X,X,X,X,X,X
ZSOJLZIT,X,X,X,X,X,X,X,X,X
ZSOJZTIL,X,X,X,X,X,X,X,X,X
ZSOJZTLI,X,X,X,X,X,X,X,X,X
ZSOJZITL,X,X,X,X,X,X,X,X,X
ZSOJZILT,X,X,X,X,X,X,X,X,X
ZSOJZLTI,X,X,X,X,X,X,X,X,X
ZSOJZLIT,X,X,X,X,X,X,X,X,X
ZSOZTILJ,X,X,X,X,X,X,X,O,X
ZSOZTIJL,X,O,X,X,X,X,X,X,O
ZSOZTLIJ,X,O,X,X,X,X,X,O,O
ZSOZTLJI,X,O,X,X,X,X,X,O,O
ZSOZTJIL,X,O,X,X,X,X,X,O,O
ZSOZTJLI,X,O,X,X,X,X,X,O,O
ZSOZITLJ,X,X,X,X,X,X,X,X,X
ZSOZITJL,X,O,X,X,X,X,X,X,X
ZSOZILTJ,X,X,X,X,X,X,X,X,X
ZSOZILJT,X,X,X,X,X,X,X,X,X
ZSOZIJTL,X,X,X,X,X,X,X,X,X
ZSOZIJLT,X,X,X,X,X,X,X,X,X
ZSOZLTIJ,X,O,X,X,O,X,X,O,O
ZSOZLTJI,X,O,X,X,O,X,X,O,O
ZSOZLITJ,X,O,X,X,O,X,X,X,X
ZSOZLIJT,X,X,X,X,X,X,X,X,X
ZSOZLJTI,X,X,X,X,X,X,X,O,O
ZSOZLJIT,X,X,X,X,X,X,X,X,X
ZSOZJTIL,X,X,X,X,X,X,X,O,O
ZSOZJTLI,X,X,X,X,X,X,X,O,O
ZSOZJITL,X,X,X,X,X,X,X,X,X
ZSOZJILT,X,X,X,X,X,X,X,X,X
ZSOZJLTI,X,X,X,X,X,X,X,O,O
ZSOZJLIT,X,X,X,X,X,X,X,X,X
ZZTILJSO,O,X,X,X,X,X,X,X,X
ZZTILJOS,X,X,X,X,X,X,X,X,X
ZZTILSJO,O,X,X,X,X,X,X,X,X
ZZTILSOJ,X,X,X,X,X,X,X,X,X
ZZTILOJS,O,X,X,X,X,O,X,X,X
ZZTILOSJ,O,X,X,X,X,X,X,X,X
ZZTIJLSO,O,X,X,X,X,X,X,X,X
ZZTIJLOS,X,X,X,X,X,O,X,X,X
ZZTIJSLO,O,X,X,X,X,X,X,O,X
ZZTIJSOL,X,X,X,X,X,X,X,O,X
ZZTIJOLS,X,X,X,X,X,O,X,X,X
ZZTIJOSL,X,X,X,X,X,X,X,O,O
ZZTISLJO,O,X,X,X,X,X,X,X,X
ZZTISLOJ,X,X,X,X,X,X,X,O,X
ZZTISJLO,O,X,X,X,X,X,X,X,X
ZZTISJOL,X,X,X,X,X,X,X,X,X
ZZTISOLJ,X,X,X,X,X,X,X,O,X
ZZTISOJL,X,X,X,X,X,X,X,X,X
ZZTIOLJS,O,X,X,X,X,O,X,X,X
ZZTIOLSJ,O,X,X,X,X,X,X,X,X
ZZTIOJLS,O,X,X,X,X,O,X,X,X
ZZTIOJSL,O,X,X,X,X,X,X,O,O
ZZTIOSLJ,O,X,X,X,X,X,X,O,X
ZZTIOSJL,O,X,X,X,X,X,X,X,X
ZZTLIJSO,O,O,X,X,X,X,X,X,X
ZZTLIJOS,X,X,X,X,X,X,X,X,X
ZZTLISJO,O,O,X,X,X,X,X,X,X
ZZTLISOJ,X,X,X,X,X,X,X,X,X
ZZTLIOJS,O,X,X,X,X,O,X,X,X
ZZTLIOSJ,O,X,X,X,X,X,X,X,X
ZZTLJISO,O,O,O,X,X,X,X,X,X
ZZTLJIOS,X,X,X,X,X,O,X,X,X
ZZTLJSIO,O,O,O,X,X,O,X,X,X
ZZTLJSOI,X,O,O,X,X,O,X,X,X
ZZTLJOIS,X,X,X,X,X,O,X,X,X
ZZTLJOSI,X,X,X,X,X,O,X,X,X
ZZTLSIJO,O,O,X,X,X,X,X,X,X
ZZTLSIOJ,X,X,X,X,X,X,X,X,X
ZZTLSJIO,O,O,O,X,X,X,X,X,X
ZZTLSJOI,X,O,O,X,X,X,X,X,X
ZZTLSOIJ,X,X,X,X,X,X,X,X,X
ZZTLSOJI,X,X,X,X,X,X,X,X,X
ZZTLOIJS,O,X,X,X,X,O,X,X,X
ZZTLOISJ,O,X,X,X,X,X,X,X,X
ZZTLOJIS,O,X,X,X,X,O,X,X,X
ZZTLOJSI,O,X,X,X,X,O,X,X,X
ZZTLOSIJ,O,X,X,X,X,X,X,X,X
ZZTLOSJI,O,X,X,X,X,X,X,X,X
ZZTJILSO,O,X,O,X,X,X,X,X,X
ZZTJILOS,X,X,X,X,X,O,X,X,X
ZZTJISLO,O,X,O,X,X,X,X,O,X
ZZTJISOL,X,X,X,X,X,X,X,O,X
ZZTJIOLS,X,X,X,X,X,O,X,X,X
ZZTJIOSL,X,X,X,X,X,X,X,O,O
ZZTJLISO,O,O,O,X,X,X,X,X,X
ZZTJLIOS,X,X,X,X,X,O,X,X,X
ZZTJLSIO,O,O,O,X,X,O,X,X,X
ZZTJLSOI,X,O,O,X,X,O,X,X,X
ZZTJLOIS,X,X,X,X,X,O,X,X,X
ZZTJLOSI,X,X,X,X,X,O,X,X,X
ZZTJSILO,O,O,O,X,X,X,X,O,X
ZZTJSIOL,X,O,X,X,X,X,X,O,O
ZZTJSLIO,O,O,O,X,X,X,X,O,O
ZZTJSLOI,X,O,O,X,X,X,X,O,O
ZZTJSOIL,X,O,X,X,X,X,X,O,O
ZZTJSOLI,X,O,X,X,X,X,X,O,O
ZZTJOILS,X,X,X,X,X,O,X,X,X
ZZTJOISL,X,X,X,X,X,X,X,O,O
ZZTJOLIS,X,O,X,X,X,O,X,X,X
ZZTJOLSI,X,O,X,X,X,O,X,X,X
ZZTJOSIL,X,O,X,X,X,X,X,O,O
ZZTJOSLI,X,O,X,X,X,X,X,O,O
ZZTSILJO,O,X,X,X,X,X,X,X,X
ZZTSILOJ,X,X,X,X,X,X,X,O,X
ZZTSIJLO,O,O,X,X,X,X,X,X,X
ZZTSIJOL,X,O,X,X,X,X,X,X,O
ZZTSIOLJ,X,X,X,X,X,X,X,O,X
ZZTSIOJL,X,X,X,X,X,X,X,X,O
ZZTSLIJO,O,O,X,X,X,X,X,X,O
ZZTSLIOJ,X,X,X,X,X,X,X,O,O
ZZTSLJIO,O,O,O,X,X,X,X,O,O
ZZTSLJOI,X,O,O,X,X,X,X,O,O
ZZTSLOIJ,X,X,X,X,X,X,X,O,O
ZZTSLOJI,X,X,X,X,X,X,X,O,O
ZZTSJILO,O,O,O,X,X,X,X,O,X
ZZTSJIOL,X,O,X,X,X,X,X,O,O
ZZTSJLIO,O,O,O,X,X,X,X,O,O
ZZTSJLOI,X,O,O,X,X,X,X,O,O
ZZTSJOIL,X,O,X,X,X,X,X,O,O
ZZTSJOLI,X,O,X,X,X,X,X,O,O
ZZTSOILJ,X,X,X,X,X,X,X,O,X
ZZTSOIJL,X,O,X,X,X,X,X,X,O
ZZTSOLIJ,X,O,X,X,X,X,X,O,O
ZZTSOLJI,X,O,X,X,X,X,X,O,O
ZZTSOJIL,X,O,X,X,X,X,X,O,O
ZZTSOJLI,X,O,X,X,X,X,X,O,O
ZZTOILJS,O,X,X,X,X,O,X,X,X
ZZTOILSJ,O,X,X,X,X,X,X,X,X
ZZTOIJLS,O,X,X,X,X,O,X,X,X
ZZTOIJSL,O,X,X,X,X,X,X,O,O
ZZTOISLJ,O,X,X,X,X,X,X,O,X
ZZTOISJL,O,X,X,X,X,X,X,X,X
ZZTOLIJS,O,O,X,X,X,O,X,X,X
ZZTOLISJ,O,O,X,X,X,X,X,X,X
ZZTOLJIS,O,O,X,X,X,O,X,X,X
ZZTOLJSI,O,O,X,X,X,O,X,X,X
ZZTOLSIJ,O,O,X,X,X,X,X,X,X
ZZTOLSJI,O,O,X,X,X,X,X,X,X
ZZTOJILS,O,X,X,X,X,O,X,X,X
ZZTOJISL,O,X,X,X,X,X,X,O,O
ZZTOJLIS,O,O,X,X,X,O,X,X,X
ZZTOJLSI,O,O,X,X,X,O,X,X,X
ZZTOJSIL,O,O,X,X,X,X,X,O,O
ZZTOJSLI,O,O,X,X,X,X,X,O,O
ZZTOSILJ,O,X,X,X,X,X,X,O,X
ZZTOSIJL,O,O,X,X,X,X,X,X,O
ZZTOSLIJ,O,O,X,X,X,X,X,O,O
ZZTOSLJI,O,O,X,X,X,X,X,O,O
ZZTOSJIL,O,O,X,X,X,X,X,O,O
ZZTOSJLI,O,O,X,X,X,X,X,O,O
ZZITLJSO,O,X,X,X,X,X,X,X,X
ZZITLJOS,X,X,X,X,X,X,X,X,X
ZZITLSJO,O,X,X,X,X,X,X,X,X
ZZITLSOJ,X,X,X,X,X,X,X,X,X
ZZITLOJS,O,X,X,X,X,O,X,X,X
ZZITLOSJ,O,X,X,X,X,X,X,X,X
ZZITJLSO,O,X,X,X,X,X,X,X,X
ZZITJLOS,X,X,X,X,X,O,X,X,X
ZZITJSLO,O,X,X,X,X,X,X,X,X
ZZITJSOL,X,X,X,X,X,X,X,X,X
ZZITJOLS,X,X,X,X,X,O,X,X,X
ZZITJOSL,X,X,X,X,X,X,X,X,X
ZZITSLJO,O,X,X,X,X,X,X,X,X
ZZITSLOJ,X,X,X,X,X,X,X,X,X
ZZITSJLO,O,X,X,X,X,X,X,X,X
ZZITSJOL,X,X,X,X,X,X,X,X,X
ZZITSOLJ,X,X,X,X,X,X,X,X,X
ZZITSOJL,X,X,X,X,X,X,X,X,X
ZZITOLJS,O,X,X,X,X,O,X,X,X
ZZITOLSJ,O,X,X,X,X,X,X,X,X
ZZITOJLS,O,X,X,X,X,O,X,X,X
ZZITOJSL,O,X,X,X,X,X,X,X,X
ZZITOSLJ,O,X,X,X,X,X,X,X,X
ZZITOSJL,O,X,X,X,X,X,X,X,X
ZZILTJSO,O,X,X,X,X,X,X,X,X
ZZILTJOS,X,X,X,X,X,X,X,X,X
ZZILTSJO,O,X,X,X,X,X,X,X,X
ZZILTSOJ,X,X,X,X,X,X,X,X,X
ZZILTOJS,O,X,X,X,X,O,X,X,X
ZZILTOSJ,O,X,X,X,X,X,X,X,X
ZZILJTSO,O,X,X,X,X,X,X,X,X
ZZILJTOS,X,X,X,X,X,X,X,X,X
ZZILJSTO,X,X,X,X,X,X,X,X,X
ZZILJSOT,X,X,X,X,X,X,X,X,X
ZZILJOTS,X,X,X,X,X,X,X,X,X
ZZILJOST,X,X,X,X,X,X,X,X,X
ZZILSTJO,X,X,X,X,X,X,X,X,X
ZZILSTOJ,X,X,X,X,X,X,X,X,X
ZZILSJTO,X,X,X,X,X,X,X,X,X
ZZILSJOT,X,X,X,X,X,X,X,X,X
ZZILSOTJ,X,X,X,X,X,X,X,X,X
ZZILSOJT,X,X,X,X,X,X,X,X,X
ZZILOTJS,O,X,X,X,X,X,X,X,X
ZZILOTSJ,O,X,X,X,X,X,X,X,X
ZZILOJTS,O,X,X,X,X,X,X,X,X
ZZILOJST,X,X,X,X,X,X,X,X,X
ZZILOSTJ,X,X,X,X,X,X,X,X,X
ZZILOSJT,X,X,X,X,X,X,X,X,X
ZZIJTLSO,O,X,X,X,X,X,X,X,X
ZZIJTLOS,X,X,X,X,X,O,X,X,X
ZZIJTSLO,O,X,X,X,X,X,X,X,X
ZZIJTSOL,X,X,X,X,X,X,X,X,X
ZZIJTOLS,X,X,X,X,X,O,X,X,X
ZZIJTOSL,X,X,X,X,X,X,X,X,X
ZZIJLTSO,O,X,X,X,X,X,X,X,X
ZZIJLTOS,X,X,X,X,X,O,X,X,X
ZZIJLSTO,X,X,X,X,X,X,X,X,X
ZZIJLSOT,X,X,X,X,X,X,X,X,X
ZZIJLOTS,X,X,X,X,X,X,X,X,X
ZZIJLOST,X,X,X,X,X,X,X,X,X
ZZIJSTLO,X,X,X,X,X,X,X,X,X
ZZIJSTOL,X,X,X,X,X,X,X,X,X
ZZIJSLTO,X,X,X,X,X,X,X,X,X
ZZIJSLOT,X,X,X,X,X,X,X,X,X
ZZIJSOTL,X,X,X,X,X,X,X,X,X
ZZIJSOLT,X,X,X,X,X,X,X,X,X
ZZIJOTLS,X,X,X,X,X,O,X,X,X
ZZIJOTSL,X,X,X,X,X,X,X,X,X
ZZIJOLTS,X,X,X,X,X,X,X,X,X
ZZIJOLST,X,X,X,X,X,X,X,X,X
ZZIJOSTL,X,X,X,X,X,X,X,X,X
ZZIJOSLT,X,X,X,X,X,X,X,X,X
ZZISTLJO,X,X,X,X,X,X,X,X,X
ZZISTLOJ,X,X,X,X,X,X,X,X,X
ZZISTJLO,X,X,X,X,X,X,X,X,X
ZZISTJOL,X,X,X,X,X,X,X,X,X
ZZISTOLJ,X,X,X,X,X,X,X,X,X
ZZISTOJL,X,X,X,X,X,X,X,X,X
ZZISLTJO,X,X,X,X,X,X,X,X,X
ZZISLTOJ,X,X,X,X,X,X,X,X,X
ZZISLJTO,X,X,X,X,X,X,X,X,X
ZZISLJOT,X,X,X,X,X,X,X,X,X
ZZISLOTJ,X,X,X,X,X,X,X,X,X
ZZISLOJT,X,X,X,X,X,X,X,X,X
ZZISJTLO,X,X,X,X,X,X,X,X,X
ZZISJTOL,X,X,X,X,X,X,X,X,X
ZZISJLTO,X,X,X,X,X,X,X,X,X
ZZISJLOT,X,X,X,X,X,X,X,X,X
ZZISJOTL,X,X,X,X,X,X,X,X,X
ZZISJOLT,X,X,X,X,X,X,X,X,X
ZZISOTLJ,X,X,X,X,X,X,X,X,X
ZZISOTJL,X,X,X,X,X,X,X,X,X
ZZISOLTJ,X,X,X,X,X,X,X,X,X
ZZISOLJT,X,X,X,X,X,X,X,X,X
ZZISOJTL,X,X,X,X,X,X,X,X,X
ZZISOJLT,X,X,X,X,X,X,X,X,X
ZZIOTLJS,O,X,X,X,X,O,X,X,X
ZZIOTLSJ,O,X,X,X,X,X,X,X,X
ZZIOTJLS,O,X,X,X,X,O,X,X,X
ZZIOTJSL,O,X,X,X,X,X,X,X,X
ZZIOTSLJ,O,X,X,X,X,X,X,X,X
ZZIOTSJL,O,X,X,X,X,X,X,X,X
ZZIOLTJS,O,X,X,X,X,X,X,X,X
ZZIOLTSJ,O,X,X,X,X,X,X,X,X
ZZIOLJTS,O,X,X,X,X,X,X,X,X
ZZIOLJST,X,X,X,X,X,X,X,X,X
ZZIOLSTJ,X,X,X,X,X,X,X,X,X
