sequence,v115@ThB8AeA8DeI8KeOEJvhF8kBfmBlhBaoB5oBTsB,v115@ThB8AeA8DeI8KeKEJvhFzfBfmB0hBmiB5oB1xB,v115@ThB8AeA8DeI8Kex/IvhFlhBcnBTkBmlB6tBXtB,v115@ThB8AeA8DeI8Kem/IvhFRhBcnBTkBFmBXoB6tB,v115@ThB8AeA8DeI8Kem/IvhFfmB0hBliB5oBTpByxB,v115@ThB8AeA8DeI8KeKEJvhFzfBfmBlhBcnBeoB5oB
ZSTLJIO,O,O,X,X,O,O
ZSTLJOI,O,O,O,X,O,O
ZSTLOIJ,O,O,X,O,O,O
ZSTLOJI,O,O,X,O,O,O
ZSTJILO,O,O,X,X,O,O
ZSTJIOL,O,O,X,O,O,O
ZSTJLIO,O,O,X,X,O,O
ZSTJLOI,O,O,O,X,O,O
ZSTJOIL,O,O,O,O,O,O
ZSTJOLI,O,O,O,O,O,O
ZSTOILJ,O,O,X,O,O,X
ZSTOIJL,O,O,X,O,O,X
ZSTOLIJ,O,O,X,O,O,O
ZSTOLJI,O,O,X,O,O,O
ZSTOJIL,O,O,X,O,O,O
ZSTOJLI,O,O,X,O,O,O
ZSITLJO,O,O,X,X,O,O
ZSITLOJ,O,O,X,O,O,O
ZSITJLO,O,O,X,X,O,O
ZSITJOL,O,O,X,O,O,O
ZSITOLJ,O,O,X,O,O,X
ZSITOJL,O,O,X,O,O,X
ZSILTJO,O,O,X,X,O,O
ZSILTOJ,O,O,X,X,O,O
ZSILJTO,O,O,X,X,O,O
ZSILJOT,O,O,X,X,O,O
ZSILOTJ,O,O,X,X,O,O
ZSILOJT,O,O,X,X,O,O
ZSIJTLO,O,O,X,X,O,O
ZSIJTOL,O,O,X,X,O,O
ZSIJLTO,O,O,X,X,O,O
ZSIJLOT,O,O,X,X,O,O
ZSIJOTL,O,X,X,X,O,O
ZSIJOLT,O,X,X,X,O,O
ZSIOTLJ,O,O,X,O,O,X
ZSIOTJL,O,O,X,O,O,X
ZSIOLTJ,O,O,X,X,O,X
ZSIOLJT,O,O,X,X,O,X
ZSIOJTL,O,X,X,O,O,X
ZSIOJLT,O,X,X,X,O,X
ZSLTIJO,O,O,X,X,O,O
ZSLTIOJ,O,O,X,O,O,O
ZSLTJIO,O,O,X,X,O,O
ZSLTJOI,O,O,O,X,O,O
ZSLTOIJ,O,O,X,O,O,O
ZSLTOJI,O,O,X,O,O,O
ZSLITJO,O,O,X,X,O,O
ZSLITOJ,O,O,X,X,O,O
ZSLIJTO,O,O,X,X,O,O
ZSLIJOT,O,O,X,X,O,O
ZSLIOTJ,O,O,X,X,O,O
ZSLIOJT,O,O,X,X,O,O
ZSLJTIO,O,O,X,X,O,O
ZSLJTOI,O,O,O,X,O,O
ZSLJITO,O,O,X,X,O,O
ZSLJIOT,O,O,X,X,O,O
ZSLJOTI,O,O,O,X,O,O
ZSLJOIT,O,O,O,X,O,O
ZSLOTIJ,O,O,X,O,O,O
ZSLOTJI,O,O,X,O,O,O
ZSLOITJ,O,O,X,X,O,O
ZSLOIJT,O,O,O,X,O,O
ZSLOJTI,O,O,O,O,O,O
ZSLOJIT,O,O,O,X,O,O
ZSJTILO,O,O,X,X,O,O
ZSJTIOL,O,O,X,O,O,O
ZSJTLIO,O,O,X,X,O,O
ZSJTLOI,O,O,O,X,O,O
ZSJTOIL,O,O,O,O,O,O
ZSJTOLI,O,O,O,O,O,O
ZSJITLO,O,O,X,X,O,O
ZSJITOL,O,O,X,X,O,O
ZSJILTO,O,O,X,X,O,O
ZSJILOT,O,O,X,X,O,O
ZSJIOTL,O,X,X,X,O,O
ZSJIOLT,O,X,X,X,O,O
ZSJLTIO,O,O,X,X,O,O
ZSJLTOI,O,O,O,X,O,O
ZSJLITO,O,O,X,X,O,O
ZSJLIOT,O,O,X,X,O,O
ZSJLOTI,O,O,O,X,O,O
ZSJLOIT,O,O,O,X,O,O
ZSJOTIL,O,X,O,O,O,O
ZSJOTLI,O,X,O,O,O,O
ZSJOITL,O,X,O,O,O,O
ZSJOILT,O,X,O,X,O,O
ZSJOLTI,O,X,O,O,O,O
ZSJOLIT,O,X,O,X,O,O
ZSOTILJ,O,O,X,O,O,X
ZSOTIJL,O,O,X,O,O,X
ZSOTLIJ,O,O,X,O,O,O
ZSOTLJI,O,O,X,O,O,O
ZSOTJIL,O,O,X,O,O,O
ZSOTJLI,O,O,X,O,O,O
ZSOITLJ,O,O,X,O,O,X
ZSOITJL,O,O,X,O,O,X
ZSOILTJ,O,O,X,X,O,X
ZSOILJT,O,O,O,X,O,X
ZSOIJTL,O,X,O,O,O,X
ZSOIJLT,O,X,O,X,O,X
ZSOLTIJ,O,O,X,O,O,O
ZSOLTJI,O,O,X,O,O,O
ZSOLITJ,O,O,X,X,O,O
ZSOLIJT,O,O,O,X,O,O
ZSOLJTI,O,O,O,O,O,O
ZSOLJIT,O,O,O,X,O,O
ZSOJTIL,O,X,O,O,O,O
ZSOJTLI,O,X,O,O,O,O
ZSOJITL,O,X,O,O,O,O
ZSOJILT,O,X,O,X,O,O
ZSOJLTI,O,X,O,O,O,O
ZSOJLIT,O,X,O,X,O,O
ZOTILJS,O,X,O,O,X,X
ZOTILSJ,O,X,X,O,X,X
ZOTIJLS,O,X,O,O,X,X
ZOTIJSL,O,X,O,O,X,X
ZOTISLJ,O,X,X,O,X,X
ZOTISJL,O,X,X,O,X,X
ZOTLIJS,O,X,O,O,X,X
ZOTLISJ,O,X,X,O,X,X
ZOTLJIS,O,X,O,O,X,X
ZOTLJSI,O,X,O,O,X,X
ZOTLSIJ,O,X,X,O,X,X
ZOTLSJI,O,X,X,O,X,X
ZOTJILS,O,X,O,O,X,X
ZOTJISL,O,X,O,O,X,X
ZOTJLIS,O,X,O,O,X,X
ZOTJLSI,O,X,O,O,X,X
ZOTJSIL,O,X,O,O,X,X
ZOTJSLI,O,X,O,O,X,X
ZOTSILJ,O,X,X,O,X,X
ZOTSIJL,O,X,X,O,X,X
ZOTSLIJ,O,X,X,O,X,X
ZOTSLJI,O,X,X,O,X,X
ZOTSJIL,O,X,X,O,X,X
ZOTSJLI,O,X,X,O,X,X
ZOITLJS,O,X,O,O,X,X
ZOITLSJ,O,X,X,O,X,X
ZOITJLS,O,X,O,O,X,X
ZOITJSL,O,X,O,O,X,X
ZOITSLJ,O,X,X,O,X,X
ZOITSJL,O,X,X,O,X,X
ZOILTJS,O,X,O,X,O,X
ZOILTSJ,O,X,X,X,O,X
ZOILJTS,O,X,O,X,O,X
ZOILJST,O,X,O,X,O,X
ZOILSTJ,O,X,X,X,O,X
ZOILSJT,O,X,O,X,O,X
ZOIJTLS,O,X,O,O,X,X
ZOIJTSL,O,X,O,O,X,X
ZOIJLTS,O,X,O,X,O,X
ZOIJLST,O,X,O,X,O,X
ZOIJSTL,O,X,O,O,O,X
ZOIJSLT,O,X,O,X,O,X
ZOISTLJ,O,X,X,O,O,X
ZOISTJL,O,X,X,O,O,X
ZOISLTJ,O,X,X,X,O,X
ZOISLJT,O,X,O,X,O,X
ZOISJTL,O,X,O,O,O,X
ZOISJLT,O,X,O,X,O,X
ZOLTIJS,O,X,O,O,O,X
ZOLTISJ,O,X,X,O,O,X
ZOLTJIS,O,X,O,O,O,O
ZOLTJSI,O,X,O,O,O,O
ZOLTSIJ,O,X,X,O,O,O
ZOLTSJI,O,X,X,O,O,O
ZOLITJS,O,X,O,X,O,X
ZOLITSJ,O,X,X,X,O,X
ZOLIJTS,O,X,O,X,O,O
ZOLIJST,O,X,O,X,O,O
ZOLISTJ,O,X,X,X,O,O
ZOLISJT,O,X,O,X,O,O
ZOLJTIS,O,X,O,O,O,O
ZOLJTSI,O,X,O,O,O,O
ZOLJITS,O,X,O,X,O,O
ZOLJIST,O,X,O,X,O,O
ZOLJSTI,O,X,O,O,O,O
ZOLJSIT,O,X,O,X,O,O
ZOLSTIJ,O,X,X,O,O,O
ZOLSTJI,O,X,X,O,O,O
ZOLSITJ,O,X,X,X,O,O
ZOLSIJT,O,X,O,X,O,O
ZOLSJTI,O,X,O,O,O,O
ZOLSJIT,O,X,O,X,O,O
ZOJTILS,O,X,O,O,X,X
ZOJTISL,O,X,O,O,X,X
ZOJTLIS,O,X,O,O,X,X
ZOJTLSI,O,X,O,O,X,X
ZOJTSIL,O,X,O,O,X,X
ZOJTSLI,O,X,O,O,X,X
ZOJITLS,O,X,O,O,X,X
ZOJITSL,O,X,O,O,X,X
ZOJILTS,O,X,O,X,O,O
ZOJILST,O,X,O,X,O,O
ZOJISTL,O,X,O,O,O,O
ZOJISLT,O,X,O,X,O,O
ZOJLTIS,O,X,O,O,O,O
ZOJLTSI,O,X,O,O,O,O
ZOJLITS,O,X,O,X,O,O
ZOJLIST,O,X,O,X,O,O
ZOJLSTI,O,X,O,O,O,O
ZOJLSIT,O,X,O,X,O,O
ZOJSTIL,O,X,O,O,O,O
ZOJSTLI,O,X,O,O,O,O
ZOJSITL,O,X,O,O,O,O
ZOJSILT,O,X,O,X,O,O
ZOJSLTI,O,X,O,O,O,O
ZOJSLIT,O,X,O,X,O,O
ZOSTILJ,O,X,X,O,O,X
ZOSTIJL,O,X,X,O,O,X
ZOSTLIJ,O,X,X,O,O,O
ZOSTLJI,O,X,X,O,O,O
ZOSTJIL,O,X,X,O,O,O
ZOSTJLI,O,X,X,O,O,O
ZOSITLJ,O,X,X,O,O,X
ZOSITJL,O,X,X,O,O,X
ZOSILTJ,O,X,X,X,O,X
ZOSILJT,O,X,O,X,O,X
ZOSIJTL,O,X,O,O,O,X
ZOSIJLT,O,X,O,X,O,X
ZOSLTIJ,O,X,X,O,O,O
ZOSLTJI,O,X,X,O,O,O
ZOSLITJ,O,X,X,X,O,O
ZOSLIJT,O,X,O,X,O,O
ZOSLJTI,O,X,O,O,O,O
ZOSLJIT,O,X,O,X,O,O
ZOSJTIL,O,X,O,O,O,O
ZOSJTLI,O,X,O,O,O,O
ZOSJITL,O,X,O,O,O,O
ZOSJILT,O,X,O,X,O,O
ZOSJLTI,O,X,O,O,O,O
ZOSJLIT,O,X,O,X,O,O
OTILJSZ,X,O,O,X,O,X
OTILJZS,X,O,O,O,O,X
OTILSJZ,O,O,X,X,O,X
OTILSZJ,O,O,X,X,O,X
OTILZJS,O,O,O,O,O,X
OTILZSJ,O,O,X,O,O,X
OTIJLSZ,X,O,O,X,O,X
OTIJLZS,X,O,O,O,O,X
OTIJSLZ,X,O,O,X,O,X
OTIJSZL,X,O,O,O,O,X
OTIJZLS,X,X,O,O,X,X
OTIJZSL,X,X,O,O,X,X
OTISLJZ,O,O,X,X,O,X
OTISLZJ,O,O,X,X,O,X
OTISJLZ,O,O,X,X,O,X
OTISJZL,O,O,X,O,O,X
OTISZLJ,O,O,X,O,O,X
OTISZJL,O,O,X,O,O,X
OTIZLJS,O,X,O,O,X,X
OTIZLSJ,O,X,X,O,X,X
OTIZJLS,O,X,O,O,X,X
OTIZJSL,O,X,O,O,X,X
OTIZSLJ,O,X,X,O,X,X
OTIZSJL,O,X,X,O,X,X
OTLIJSZ,X,O,O,X,O,X
OTLIJZS,X,O,O,O,O,X
OTLISJZ,O,O,X,X,O,X
OTLISZJ,O,O,X,X,O,X
OTLIZJS,O,O,O,O,O,X
OTLIZSJ,O,O,X,O,O,X
OTLJISZ,X,O,O,X,O,X
OTLJIZS,X,O,O,O,O,X
OTLJSIZ,X,O,O,X,O,X
OTLJSZI,X,O,O,O,O,X
OTLJZIS,X,O,O,O,O,X
OTLJZSI,X,O,O,O,O,X
OTLSIJZ,O,O,X,X,O,X
OTLSIZJ,O,O,X,X,O,X
OTLSJIZ,O,O,X,X,O,X
OTLSJZI,O,O,X,O,O,X
OTLSZIJ,O,O,X,O,O,X
OTLSZJI,O,O,X,O,O,X
OTLZIJS,O,O,O,O,O,X
OTLZISJ,O,O,X,O,O,X
OTLZJIS,O,O,O,O,O,X
OTLZJSI,O,O,O,O,O,X
OTLZSIJ,O,O,X,O,O,X
OTLZSJI,O,O,X,O,O,X
OTJILSZ,X,O,O,X,O,X
OTJILZS,X,O,O,O,O,X
OTJISLZ,X,O,O,X,O,X
OTJISZL,X,O,O,O,O,X
OTJIZLS,X,X,O,O,X,X
OTJIZSL,X,X,O,O,X,X
OTJLISZ,X,O,O,X,O,X
OTJLIZS,X,O,O,O,O,X
OTJLSIZ,X,O,O,X,O,X
OTJLSZI,X,O,O,O,O,X
OTJLZIS,X,O,O,O,O,X
OTJLZSI,X,O,O,O,O,X
OTJSILZ,X,O,O,X,O,X
OTJSIZL,X,O,O,O,O,X
OTJSLIZ,X,O,O,X,O,X
OTJSLZI,X,O,O,O,O,X
OTJSZIL,X,O,O,O,O,X
OTJSZLI,X,O,O,O,O,X
OTJZILS,X,X,O,O,X,X
OTJZISL,X,X,O,O,X,X
OTJZLIS,X,X,O,O,X,X
OTJZLSI,X,X,O,O,X,X
OTJZSIL,X,X,O,O,X,X
OTJZSLI,X,X,O,O,X,X
OTSILJZ,O,O,X,X,O,X
OTSILZJ,O,O,X,X,O,X
OTSIJLZ,O,O,X,X,O,X
OTSIJZL,O,O,X,O,O,X
OTSIZLJ,O,O,X,O,O,X
OTSIZJL,O,O,X,O,O,X
OTSLIJZ,O,O,X,X,O,X
OTSLIZJ,O,O,X,X,O,X
OTSLJIZ,O,O,X,X,O,X
OTSLJZI,O,O,X,O,O,X
OTSLZIJ,O,O,X,O,O,X
OTSLZJI,O,O,X,O,O,X
OTSJILZ,O,O,X,X,O,X
OTSJIZL,O,O,X,O,O,X
OTSJLIZ,O,O,X,X,O,X
OTSJLZI,O,O,X,O,O,X
OTSJZIL,O,O,X,O,O,X
OTSJZLI,O,O,X,O,O,X
OTSZILJ,O,O,X,O,O,X
OTSZIJL,O,O,X,O,O,X
OTSZLIJ,O,O,X,O,O,X
OTSZLJI,O,O,X,O,O,X
OTSZJIL,O,O,X,O,O,X
OTSZJLI,O,O,X,O,O,X
OTZILJS,O,X,O,O,X,X
OTZILSJ,O,X,X,O,X,X
OTZIJLS,O,X,O,O,X,X
OTZIJSL,O,X,O,O,X,X
OTZISLJ,O,X,X,O,X,X
OTZISJL,O,X,X,O,X,X
OTZLIJS,O,X,O,O,X,X
OTZLISJ,O,X,X,O,X,X
OTZLJIS,O,X,O,O,X,X
OTZLJSI,O,X,O,O,X,X
OTZLSIJ,O,X,X,O,X,X
OTZLSJI,O,X,X,O,X,X
OTZJILS,O,X,O,O,X,X
OTZJISL,O,X,O,O,X,X
OTZJLIS,O,X,O,O,X,X
OTZJLSI,O,X,O,O,X,X
OTZJSIL,O,X,O,O,X,X
OTZJSLI,O,X,O,O,X,X
OTZSILJ,O,X,X,O,X,X
OTZSIJL,O,X,X,O,X,X
OTZSLIJ,O,X,X,O,X,X
OTZSLJI,O,X,X,O,X,X
OTZSJIL,O,X,X,O,X,X
OTZSJLI,O,X,X,O,X,X
OITLJSZ,X,O,O,X,O,X
OITLJZS,X,O,O,O,O,X
OITLSJZ,O,O,X,X,O,X
OITLSZJ,O,O,X,X,O,X
OITLZJS,O,O,O,O,O,X
OITLZSJ,O,O,X,O,O,X
OITJLSZ,X,O,O,X,O,X
OITJLZS,X,O,O,O,O,X
OITJSLZ,X,O,O,X,O,X
OITJSZL,X,O,O,O,O,X
OITJZLS,X,X,O,O,X,X
OITJZSL,X,X,O,O,X,X
OITSLJZ,O,O,X,X,O,X
OITSLZJ,O,O,X,X,O,X
OITSJLZ,O,O,X,X,O,X
OITSJZL,O,O,X,O,O,X
OITSZLJ,O,O,X,O,O,X
OITSZJL,O,O,X,O,O,X
OITZLJS,O,X,O,O,X,X
OITZLSJ,O,X,X,O,X,X
OITZJLS,O,X,O,O,X,X
OITZJSL,O,X,O,O,X,X
OITZSLJ,O,X,X,O,X,X
OITZSJL,O,X,X,O,X,X
OILTJSZ,X,O,O,X,O,O
OILTJZS,X,O,O,X,O,O
OILTSJZ,O,O,X,X,O,O
OILTSZJ,O,O,X,X,O,X
OILTZJS,O,O,O,X,O,X
OILTZSJ,O,O,X,X,O,X
OILJTSZ,X,O,O,X,O,O
OILJTZS,X,O,O,X,O,O
OILJSTZ,O,O,O,X,O,O
OILJSZT,O,O,O,X,O,O
OILJZTS,O,X,O,X,O,O
OILJZST,O,X,O,X,O,O
OILSTJZ,O,O,X,X,O,O
OILSTZJ,O,O,X,X,O,X
OILSJTZ,O,O,O,X,O,O
OILSJZT,O,O,O,X,O,O
OILSZTJ,O,O,X,X,O,X
OILSZJT,O,O,O,X,O,O
OILZTJS,O,O,O,X,O,X
OILZTSJ,O,O,X,X,O,X
OILZJTS,O,X,O,X,O,O
OILZJST,O,X,O,X,O,O
OILZSTJ,O,O,X,X,O,X
OILZSJT,O,O,O,X,O,O
OIJTLSZ,X,X,O,X,O,X
OIJTLZS,X,X,O,O,O,X
OIJTSLZ,X,X,O,X,O,X
OIJTSZL,X,X,O,O,O,X
OIJTZLS,X,X,O,O,X,X
OIJTZSL,X,X,O,O,X,X
OIJLTSZ,X,X,O,X,O,O
OIJLTZS,X,X,O,X,O,O
OIJLSTZ,O,X,O,X,O,O
OIJLSZT,O,X,O,X,O,O
OIJLZTS,O,X,O,X,O,O
OIJLZST,O,X,O,X,O,O
OIJSTLZ,O,X,O,X,O,X
OIJSTZL,O,X,O,O,O,X
OIJSLTZ,O,X,O,X,O,O
OIJSLZT,O,X,O,X,O,O
OIJSZTL,O,X,O,O,O,O
OIJSZLT,O,X,O,X,O,O
OIJZTLS,O,X,O,O,X,X
OIJZTSL,O,X,O,O,X,X
OIJZLTS,O,X,O,X,O,O
OIJZLST,O,X,O,X,O,O
OIJZSTL,O,X,O,O,O,O
OIJZSLT,O,X,O,X,O,O
OISTLJZ,O,O,X,X,O,X
OISTLZJ,O,O,X,X,O,X
OISTJLZ,O,O,X,X,O,X
OISTJZL,O,O,X,O,O,X
OISTZLJ,O,O,X,O,O,X
OISTZJL,O,O,X,O,O,X
OISLTJZ,O,O,X,X,O,O
OISLTZJ,O,O,X,X,O,X
OISLJTZ,O,O,O,X,O,O
OISLJZT,O,O,O,X,O,O
OISLZTJ,O,O,X,X,O,X
OISLZJT,O,O,O,X,O,O
OISJTLZ,O,X,O,X,O,X
OISJTZL,O,X,O,O,O,X
OISJLTZ,O,X,O,X,O,O
OISJLZT,O,X,O,X,O,O
OISJZTL,O,X,O,O,O,O
OISJZLT,O,X,O,X,O,O
OISZTLJ,O,O,X,O,O,X
OISZTJL,O,O,X,O,O,X
OISZLTJ,O,O,X,X,O,X
OISZLJT,O,O,O,X,O,X
OISZJTL,O,X,O,O,O,X
OISZJLT,O,X,O,X,O,X
OIZTLJS,O,X,O,O,X,X
OIZTLSJ,O,X,X,O,X,X
OIZTJLS,O,X,O,O,X,X
OIZTJSL,O,X,O,O,X,X
OIZTSLJ,O,X,X,O,X,X
OIZTSJL,O,X,X,O,X,X
OIZLTJS,O,X,O,X,O,X
OIZLTSJ,O,X,X,X,O,X
OIZLJTS,O,X,O,X,O,X
OIZLJST,O,X,O,X,O,X
OIZLSTJ,O,X,X,X,O,X
OIZLSJT,O,X,O,X,O,X
OIZJTLS,O,X,O,O,X,X
OIZJTSL,O,X,O,O,X,X
OIZJLTS,O,X,O,X,O,X
OIZJLST,O,X,O,X,O,X
OIZJSTL,O,X,O,O,O,X
OIZJSLT,O,X,O,X,O,X
OIZSTLJ,O,X,X,O,O,X
OIZSTJL,O,X,X,O,O,X
OIZSLTJ,O,X,X,X,O,X
OIZSLJT,O,X,O,X,O,X
OIZSJTL,O,X,O,O,O,X
OIZSJLT,O,X,O,X,O,X
OLTIJSZ,X,O,O,X,O,O
OLTIJZS,X,O,O,O,O,O
OLTISJZ,O,O,X,X,O,O
OLTISZJ,O,O,X,X,O,X
OLTIZJS,O,O,O,O,O,X
OLTIZSJ,O,O,X,O,O,X
OLTJISZ,X,O,O,X,O,O
OLTJIZS,X,O,O,O,O,O
OLTJSIZ,X,O,O,X,O,O
OLTJSZI,X,O,O,O,O,O
OLTJZIS,X,O,O,O,O,O
OLTJZSI,X,O,O,O,O,O
OLTSIJZ,O,O,X,X,O,O
OLTSIZJ,O,O,X,X,O,O
OLTSJIZ,O,O,X,X,O,O
OLTSJZI,O,O,X,O,O,O
OLTSZIJ,O,O,X,O,O,O
OLTSZJI,O,O,X,O,O,O
OLTZIJS,O,O,O,O,O,X
OLTZISJ,O,O,X,O,O,X
OLTZJIS,O,O,O,O,O,O
OLTZJSI,O,O,O,O,O,O
OLTZSIJ,O,O,X,O,O,O
OLTZSJI,O,O,X,O,O,O
OLITJSZ,X,O,O,X,O,O
OLITJZS,X,O,O,X,O,O
OLITSJZ,O,O,X,X,O,O
OLITSZJ,O,O,X,X,O,X
OLITZJS,O,O,O,X,O,X
OLITZSJ,O,O,X,X,O,X
OLIJTSZ,X,O,O,X,O,O
OLIJTZS,X,O,O,X,O,O
OLIJSTZ,O,O,O,X,O,O
OLIJSZT,O,O,O,X,O,O
OLIJZTS,O,X,O,X,O,O
OLIJZST,O,X,O,X,O,O
OLISTJZ,O,O,X,X,O,O
OLISTZJ,O,O,X,X,O,O
OLISJTZ,O,O,O,X,O,O
OLISJZT,O,O,O,X,O,O
OLISZTJ,O,O,X,X,O,O
OLISZJT,O,O,O,X,O,O
OLIZTJS,O,O,O,X,O,X
OLIZTSJ,O,O,X,X,O,X
OLIZJTS,O,X,O,X,O,O
OLIZJST,O,X,O,X,O,O
OLIZSTJ,O,O,X,X,O,O
OLIZSJT,O,O,O,X,O,O
OLJTISZ,X,O,O,X,O,O
OLJTIZS,X,O,O,O,O,O
OLJTSIZ,X,O,O,X,O,O
OLJTSZI,X,O,O,O,O,O
OLJTZIS,X,O,O,O,O,O
OLJTZSI,X,O,O,O,O,O
OLJITSZ,X,O,O,X,O,O
OLJITZS,X,O,O,X,O,O
OLJISTZ,O,O,O,X,O,O
OLJISZT,O,O,O,X,O,O
OLJIZTS,O,X,O,X,O,O
OLJIZST,O,X,O,X,O,O
OLJSTIZ,O,O,O,X,O,O
OLJSTZI,O,O,O,O,O,O
OLJSITZ,O,O,O,X,O,O
OLJSIZT,O,O,O,X,O,O
OLJSZTI,O,O,O,O,O,O
OLJSZIT,O,O,O,X,O,O
OLJZTIS,O,X,O,O,O,O
OLJZTSI,O,X,O,O,O,O
OLJZITS,O,X,O,X,O,O
OLJZIST,O,X,O,X,O,O
OLJZSTI,O,X,O,O,O,O
OLJZSIT,O,X,O,X,O,O
OLSTIJZ,O,O,X,X,O,O
OLSTIZJ,O,O,X,X,O,O
OLSTJIZ,O,O,X,X,O,O
OLSTJZI,O,O,X,O,O,O
OLSTZIJ,O,O,X,O,O,O
OLSTZJI,O,O,X,O,O,O
OLSITJZ,O,O,X,X,O,O
OLSITZJ,O,O,X,X,O,O
OLSIJTZ,O,O,O,X,O,O
OLSIJZT,O,O,O,X,O,O
OLSIZTJ,O,O,X,X,O,O
OLSIZJT,O,O,O,X,O,O
OLSJTIZ,O,O,O,X,O,O
OLSJTZI,O,O,O,O,O,O
OLSJITZ,O,O,O,X,O,O
OLSJIZT,O,O,O,X,O,O
OLSJZTI,O,O,O,O,O,O
OLSJZIT,O,O,O,X,O,O
OLSZTIJ,O,O,X,O,O,O
OLSZTJI,O,O,X,O,O,O
OLSZITJ,O,O,X,X,O,O
OLSZIJT,O,O,O,X,O,O
OLSZJTI,O,O,O,O,O,O
OLSZJIT,O,O,O,X,O,O
OLZTIJS,O,O,O,O,O,X
OLZTISJ,O,O,X,O,O,X
OLZTJIS,O,O,O,O,O,O
OLZTJSI,O,O,O,O,O,O
OLZTSIJ,O,O,X,O,O,O
OLZTSJI,O,O,X,O,O,O
OLZITJS,O,O,O,X,O,X
OLZITSJ,O,O,X,X,O,X
OLZIJTS,O,X,O,X,O,O
OLZIJST,O,X,O,X,O,O
OLZISTJ,O,O,X,X,O,O
OLZISJT,O,O,O,X,O,O
OLZJTIS,O,X,O,O,O,O
OLZJTSI,O,X,O,O,O,O
OLZJITS,O,X,O,X,O,O
OLZJIST,O,X,O,X,O,O
OLZJSTI,O,X,O,O,O,O
OLZJSIT,O,X,O,X,O,O
OLZSTIJ,O,O,X,O,O,O
OLZSTJI,O,O,X,O,O,O
OLZSITJ,O,O,X,X,O,O
OLZSIJT,O,O,O,X,O,O
OLZSJTI,O,O,O,O,O,O
OLZSJIT,O,O,O,X,O,O
OJTILSZ,X,X,O,X,O,X
OJTILZS,X,X,O,O,O,X
OJTISLZ,X,X,O,X,O,X
OJTISZL,X,X,O,O,O,X
OJTIZLS,X,X,O,O,X,X
OJTIZSL,X,X,O,O,X,X
OJTLISZ,X,X,O,X,O,X
OJTLIZS,X,X,O,O,O,X
OJTLSIZ,X,X,O,X,O,X
OJTLSZI,X,X,O,O,O,X
OJTLZIS,X,X,O,O,O,X
OJTLZSI,X,X,O,O,O,X
OJTSILZ,X,X,O,X,O,X
OJTSIZL,X,X,O,O,O,X
OJTSLIZ,X,X,O,X,O,X
OJTSLZI,X,X,O,O,O,X
OJTSZIL,X,X,O,O,O,X
OJTSZLI,X,X,O,O,O,X
OJTZILS,X,X,O,O,X,X
OJTZISL,X,X,O,O,X,X
OJTZLIS,X,X,O,O,X,X
OJTZLSI,X,X,O,O,X,X
OJTZSIL,X,X,O,O,X,X
OJTZSLI,X,X,O,O,X,X
OJITLSZ,X,X,O,X,O,X
OJITLZS,X,X,O,O,O,X
OJITSLZ,X,X,O,X,O,X
OJITSZL,X,X,O,O,O,X
OJITZLS,X,X,O,O,X,X
OJITZSL,X,X,O,O,X,X
OJILTSZ,X,X,O,X,O,O
OJILTZS,X,X,O,X,O,O
OJILSTZ,O,X,O,X,O,O
OJILSZT,O,X,O,X,O,O
OJILZTS,O,X,O,X,O,O
OJILZST,O,X,O,X,O,O
OJISTLZ,O,X,O,X,O,X
OJISTZL,O,X,O,O,O,X
OJISLTZ,O,X,O,X,O,O
OJISLZT,O,X,O,X,O,O
OJISZTL,O,X,O,O,O,O
OJISZLT,O,X,O,X,O,O
OJIZTLS,O,X,O,O,X,X
OJIZTSL,O,X,O,O,X,X
OJIZLTS,O,X,O,X,O,O
OJIZLST,O,X,O,X,O,O
OJIZSTL,O,X,O,O,O,O
OJIZSLT,O,X,O,X,O,O
OJLTISZ,X,X,O,X,O,O
OJLTIZS,X,X,O,O,O,O
OJLTSIZ,X,X,O,X,O,O
OJLTSZI,X,X,O,O,O,O
OJLTZIS,X,X,O,O,O,O
OJLTZSI,X,X,O,O,O,O
OJLITSZ,X,X,O,X,O,O
OJLITZS,X,X,O,X,O,O
OJLISTZ,O,X,O,X,O,O
OJLISZT,O,X,O,X,O,O
OJLIZTS,O,X,O,X,O,O
OJLIZST,O,X,O,X,O,O
OJLSTIZ,O,X,O,X,O,O
OJLSTZI,O,X,O,O,O,O
OJLSITZ,O,X,O,X,O,O
OJLSIZT,O,X,O,X,O,O
OJLSZTI,O,X,O,O,O,O
OJLSZIT,O,X,O,X,O,O
OJLZTIS,O,X,O,O,O,O
OJLZTSI,O,X,O,O,O,O
OJLZITS,O,X,O,X,O,O
OJLZIST,O,X,O,X,O,O
OJLZSTI,O,X,O,O,O,O
OJLZSIT,O,X,O,X,O,O
OJSTILZ,O,X,O,X,O,X
OJSTIZL,O,X,O,O,O,X
OJSTLIZ,O,X,O,X,O,X
OJSTLZI,O,X,O,O,O,X
OJSTZIL,O,X,O,O,O,X
OJSTZLI,O,X,O,O,O,X
OJSITLZ,O,X,O,X,O,X
OJSITZL,O,X,O,O,O,X
OJSILTZ,O,X,O,X,O,O
OJSILZT,O,X,O,X,O,O
OJSIZTL,O,X,O,O,O,O
OJSIZLT,O,X,O,X,O,O
OJSLTIZ,O,X,O,X,O,O
OJSLTZI,O,X,O,O,O,O
OJSLITZ,O,X,O,X,O,O
