sequence,v115@zgD8FeA8IeB8EeA8BeB8DeH8BeD8JeX8IvhFxdBUgB?FiBTjB6rBmqB,v115@zgD8FeA8IeB8EeA8BeB8DeH8BeD8Jex9IvhFUgBFhB?XiBTjB6rBmqB,v115@zgD8FeA8IeB8EeA8BeB8DeH8BeD8JeX8IvhFxdBUgB?FiBTjByqB+rB,v115@zgD8FeA8IeB8EeA8BeB8DeH8BeD8Jex8IvhF6jBFgB?0hBmiB3lBTrB,v115@zgD8FeA8IeB8EeA8BeB8DeH8BeD8JeeCJvhFfjB6jB?UgBFhBxqBTrB,v115@zgD8FeA8IeB8EeA8BeB8DeH8BeD8JeX8IvhFxdBalB?FiBTjBGmBUrB,v115@zgD8FeA8IeB8EeA8BeB8DeH8BeD8JeT8IvhFeiBfjB?6jBFgBxqBUrB,v115@zgD8FeA8IeB8EeA8BeB8DeH8BeD8Jem8IvhFCeBUgB?FhBTjBxqB3rB
SJOZLTI,O,O,O,O,O,X,O,X
SJOZLIT,O,O,O,O,O,X,O,X
SZTILJO,X,X,X,O,O,O,O,X
SZTILOJ,O,X,O,O,X,O,O,X
SZTIJLO,X,X,X,O,O,O,O,X
SZTIJOL,O,X,O,X,O,O,O,X
SZTIOLJ,O,O,O,X,X,O,O,X
SZTIOJL,O,O,O,X,X,O,O,X
SZTLIJO,X,X,X,O,O,O,O,X
SZTLIOJ,O,X,O,O,X,O,O,X
SZTLJIO,X,X,X,X,O,X,O,X
SZTLJOI,X,X,X,X,O,X,O,O
SZTLOIJ,O,O,O,X,X,O,X,X
SZTLOJI,X,O,X,X,X,X,X,X
SZTJILO,X,X,X,O,O,O,O,X
SZTJIOL,O,O,O,X,O,O,O,X
SZTJLIO,X,X,X,O,O,O,O,X
SZTJLOI,X,O,X,X,O,O,O,O
SZTJOIL,O,O,O,X,X,O,X,X
SZTJOLI,X,O,X,X,O,O,O,O
SZTOILJ,O,O,O,X,X,O,X,X
SZTOIJL,O,O,O,X,X,O,X,X
SZTOLIJ,O,O,O,X,X,O,X,X
SZTOLJI,X,O,X,X,X,X,X,O
SZTOJIL,O,O,O,X,X,O,X,X
SZTOJLI,X,O,X,X,X,O,X,O
SZITLJO,X,X,X,O,O,X,O,O
SZITLOJ,O,X,O,O,X,X,O,O
SZITJLO,X,X,X,O,O,X,O,O
SZITJOL,O,X,O,X,O,X,O,O
SZITOLJ,O,O,O,X,X,X,O,O
SZITOJL,O,O,O,X,X,X,O,O
SZILTJO,X,X,X,O,O,X,O,O
SZILTOJ,X,X,X,O,X,X,O,O
SZILJTO,X,X,X,O,O,X,O,O
SZILJOT,X,X,X,O,O,X,O,O
SZILOTJ,X,X,X,O,X,X,X,O
SZILOJT,X,X,X,O,O,X,O,O
SZIJTLO,X,X,X,O,O,X,O,O
SZIJTOL,X,O,X,X,O,X,O,O
SZIJLTO,X,X,X,O,O,X,O,O
SZIJLOT,X,X,X,O,O,X,O,O
SZIJOTL,X,O,X,X,O,X,O,O
SZIJOLT,X,O,X,O,O,X,O,O
SZIOTLJ,O,O,O,X,X,X,X,O
SZIOTJL,O,O,O,X,X,X,X,O
SZIOLTJ,O,O,O,O,X,X,X,O
SZIOLJT,O,O,O,O,O,X,O,O
SZIOJTL,O,O,O,X,O,X,O,O
SZIOJLT,O,O,O,O,O,X,O,O
SZLTIJO,O,X,X,O,O,X,O,X
SZLTIOJ,O,X,O,O,X,X,O,X
SZLTJIO,O,X,X,X,O,X,O,X
SZLTJOI,O,X,X,X,O,X,O,O
SZLTOIJ,O,O,O,X,X,X,X,X
SZLTOJI,O,O,X,X,X,X,X,X
SZLITJO,O,X,X,O,O,X,O,O
SZLITOJ,O,X,X,O,X,X,O,O
SZLIJTO,X,X,X,O,O,X,O,O
SZLIJOT,X,X,X,O,O,X,O,O
SZLIOTJ,O,X,O,O,X,X,X,O
SZLIOJT,O,X,O,O,O,X,O,O
SZLJTIO,O,X,O,O,O,X,O,X
SZLJTOI,O,O,O,X,O,X,O,X
SZLJITO,X,X,O,O,O,X,O,X
SZLJIOT,X,X,O,O,O,X,O,X
SZLJOTI,O,O,O,X,O,X,O,X
SZLJOIT,O,O,O,O,O,X,O,X
SZLOTIJ,O,O,O,X,X,X,X,X
SZLOTJI,O,O,X,X,X,X,X,X
SZLOITJ,O,O,O,O,X,X,X,X
SZLOIJT,O,O,O,O,O,X,X,X
SZLOJTI,O,O,O,X,O,X,X,X
SZLOJIT,O,O,O,X,O,X,X,X
SZJTILO,O,X,O,O,O,O,O,X
SZJTIOL,O,O,O,X,O,O,O,X
SZJTLIO,O,X,O,O,O,O,O,X
SZJTLOI,O,O,O,X,O,O,O,X
SZJTOIL,O,O,O,X,X,O,X,X
SZJTOLI,O,O,O,X,O,O,O,X
SZJITLO,O,X,O,O,O,O,O,X
SZJITOL,O,O,O,X,O,O,O,X
SZJILTO,X,X,X,O,O,X,O,X
SZJILOT,X,X,X,O,O,X,O,X
SZJIOTL,O,O,O,X,O,O,O,X
SZJIOLT,O,O,O,O,O,O,O,X
SZJLTIO,O,X,O,O,O,O,O,X
SZJLTOI,O,O,O,X,O,O,O,X
SZJLITO,O,X,X,O,O,X,O,X
SZJLIOT,O,X,X,O,O,X,O,X
SZJLOTI,O,O,O,X,O,O,O,X
SZJLOIT,O,O,O,O,O,O,O,X
SZJOTIL,O,O,O,X,X,O,X,X
SZJOTLI,O,O,O,X,O,O,X,X
SZJOITL,O,O,O,X,O,O,X,X
SZJOILT,O,O,O,O,O,O,X,X
SZJOLTI,O,O,O,X,O,O,O,X
SZJOLIT,O,O,O,O,O,O,O,X
SZOTILJ,O,O,O,X,X,O,X,X
SZOTIJL,O,O,O,X,X,O,X,X
SZOTLIJ,O,O,O,X,X,O,X,X
SZOTLJI,X,O,X,X,X,X,X,O
SZOTJIL,O,O,O,X,X,O,X,X
SZOTJLI,X,O,X,X,X,O,X,O
SZOITLJ,O,O,O,X,X,O,X,O
SZOITJL,O,O,O,X,X,O,X,O
SZOILTJ,O,O,O,O,X,X,X,O
SZOILJT,O,O,O,O,O,X,X,O
SZOIJTL,O,O,O,X,O,O,X,O
SZOIJLT,O,O,O,O,O,O,X,O
SZOLTIJ,O,O,O,X,X,X,X,X
SZOLTJI,O,O,X,X,X,X,X,O
SZOLITJ,O,O,O,O,X,X,X,O
SZOLIJT,O,O,O,O,O,X,X,O
SZOLJTI,O,O,O,X,O,X,X,X
SZOLJIT,O,O,O,X,O,X,X,X
SZOJTIL,O,O,O,X,X,O,X,X
SZOJTLI,O,O,O,X,O,O,X,X
SZOJITL,O,O,O,X,O,O,X,X
SZOJILT,O,O,O,O,O,O,X,X
SZOJLTI,O,O,O,X,O,O,X,X
SZOJLIT,O,O,O,O,O,O,X,X
SOTILJZ,O,X,O,X,X,O,O,X
SOTILZJ,O,X,O,X,X,O,O,X
SOTIJLZ,O,X,O,X,X,O,O,X
SOTIJZL,O,O,O,X,X,X,O,X
SOTIZLJ,O,O,O,X,X,O,O,X
SOTIZJL,O,O,O,X,X,O,O,X
SOTLIJZ,O,X,O,X,X,O,O,X
SOTLIZJ,O,X,O,X,X,O,O,X
SOTLJIZ,O,X,X,O,X,O,O,X
SOTLJZI,X,X,X,O,X,X,O,X
SOTLZIJ,O,X,X,O,X,O,X,X
SOTLZJI,X,X,X,X,X,O,X,X
SOTJILZ,O,X,O,O,X,O,O,X
SOTJIZL,O,O,O,X,X,X,O,X
SOTJLIZ,O,X,O,O,X,X,O,X
SOTJLZI,X,X,O,O,X,X,O,X
SOTJZIL,O,O,O,O,X,X,X,X
SOTJZLI,O,O,X,O,X,X,O,X
SOTZILJ,O,O,O,O,X,O,X,X
SOTZIJL,O,O,O,O,X,O,X,X
SOTZLIJ,O,O,O,O,X,O,X,X
SOTZLJI,X,O,X,X,X,X,X,X
SOTZJIL,O,O,O,O,X,O,X,X
SOTZJLI,X,O,X,O,X,O,X,X
SOITLJZ,O,X,O,X,X,O,O,O
SOITLZJ,O,X,O,X,X,O,O,O
SOITJLZ,O,X,O,X,X,O,O,O
SOITJZL,O,O,O,X,X,X,O,O
SOITZLJ,O,O,O,X,X,O,O,O
SOITZJL,O,O,O,X,X,O,O,O
SOILTJZ,O,X,O,X,X,O,O,O
SOILTZJ,O,X,O,X,X,O,O,O
SOILJTZ,O,X,O,O,X,X,O,O
SOILJZT,O,O,O,O,O,X,O,O
SOILZTJ,O,O,O,O,X,O,X,O
SOILZJT,O,O,O,O,O,O,O,O
SOIJTLZ,O,X,O,O,X,X,O,O
SOIJTZL,O,O,O,X,X,X,O,O
SOIJLTZ,O,X,O,O,X,X,O,O
SOIJLZT,O,O,O,O,O,X,O,O
SOIJZTL,O,O,O,O,O,X,O,O
SOIJZLT,O,O,O,O,O,X,O,O
SOIZTLJ,O,O,O,O,X,O,X,O
SOIZTJL,O,O,O,O,X,O,X,O
SOIZLTJ,O,O,O,O,X,X,X,O
SOIZLJT,O,O,O,O,O,X,O,O
SOIZJTL,O,O,O,O,O,O,O,O
SOIZJLT,O,O,O,O,O,O,O,O
SOLTIJZ,O,X,O,X,X,O,O,X
SOLTIZJ,O,X,O,X,X,O,O,X
SOLTJIZ,O,X,X,O,X,O,O,X
SOLTJZI,X,X,X,O,X,X,O,X
SOLTZIJ,O,X,X,O,X,O,X,X
SOLTZJI,X,X,X,X,X,O,X,X
SOLITJZ,O,X,O,X,X,O,O,O
SOLITZJ,O,X,O,X,X,O,O,O
SOLIJTZ,O,X,O,O,X,X,O,O
SOLIJZT,O,O,O,O,O,X,O,O
SOLIZTJ,O,O,O,O,X,O,X,O
SOLIZJT,O,O,O,O,O,O,O,O
SOLJTIZ,O,X,O,O,X,X,O,X
SOLJTZI,X,X,O,O,X,X,O,X
SOLJITZ,O,X,O,O,X,X,O,X
SOLJIZT,O,O,O,O,O,X,O,X
SOLJZTI,X,O,O,O,O,X,O,X
SOLJZIT,X,O,O,O,O,X,O,X
SOLZTIJ,O,O,X,O,X,O,X,X
SOLZTJI,X,O,X,X,X,O,X,O
SOLZITJ,O,O,O,O,X,O,X,O
SOLZIJT,O,O,O,O,O,O,X,O
SOLZJTI,X,O,X,O,O,O,X,X
SOLZJIT,X,O,X,O,O,O,X,X
SOJTILZ,O,X,O,O,X,X,O,X
SOJTIZL,O,O,O,X,X,X,O,X
SOJTLIZ,O,X,O,O,X,X,O,X
SOJTLZI,X,X,O,O,X,X,O,X
SOJTZIL,O,O,O,O,X,X,X,X
SOJTZLI,O,O,X,O,X,X,O,X
SOJITLZ,O,X,O,O,X,X,O,X
SOJITZL,O,O,O,X,X,X,O,X
SOJILTZ,O,X,O,O,X,X,O,X
SOJILZT,O,O,O,O,O,X,O,X
SOJIZTL,O,O,O,O,O,X,O,X
SOJIZLT,O,O,O,O,O,X,O,X
SOJLTIZ,O,X,O,O,X,X,O,X
SOJLTZI,O,X,O,O,X,X,O,X
SOJLITZ,O,X,O,O,X,X,O,X
SOJLIZT,O,O,O,O,O,X,O,X
SOJLZTI,O,O,O,O,O,X,O,X
SOJLZIT,O,O,O,O,O,X,O,X
SOJZTIL,O,O,O,O,X,X,X,X
SOJZTLI,O,O,O,O,O,X,X,X
SOJZITL,O,O,O,O,O,X,X,X
SOJZILT,O,O,O,O,O,X,X,X
SOJZLTI,O,O,O,O,O,X,O,X
SOJZLIT,O,O,O,O,O,X,O,X
SOZTILJ,O,O,O,O,X,O,X,X
SOZTIJL,O,O,O,O,X,O,X,X
SOZTLIJ,O,O,O,O,X,O,X,X
SOZTLJI,X,O,X,X,X,X,X,O
SOZTJIL,O,O,O,O,X,O,X,X
SOZTJLI,X,O,X,O,X,O,X,O
SOZITLJ,O,O,O,O,X,O,X,O
SOZITJL,O,O,O,O,X,O,X,O
SOZILTJ,O,O,O,O,X,X,X,O
SOZILJT,O,O,O,O,O,X,X,O
SOZIJTL,O,O,O,O,O,O,X,O
SOZIJLT,O,O,O,O,O,O,X,O
SOZLTIJ,O,O,O,O,X,X,X,X
SOZLTJI,O,O,X,X,X,X,X,O
SOZLITJ,O,O,O,O,X,X,X,O
SOZLIJT,O,O,O,O,O,X,X,O
SOZLJTI,O,O,O,O,O,X,X,X
SOZLJIT,O,O,O,O,O,X,X,X
SOZJTIL,O,O,O,O,X,O,X,X
SOZJTLI,O,O,O,O,O,O,X,X
SOZJITL,O,O,O,O,O,O,X,X
SOZJILT,O,O,O,O,O,O,X,X
SOZJLTI,O,O,O,O,O,O,X,X
SOZJLIT,O,O,O,O,O,O,X,X
ZTILJSO,X,X,X,O,O,O,O,O
ZTILJOS,X,X,X,O,X,X,O,O
ZTILSJO,O,X,X,O,X,O,O,O
ZTILSOJ,O,X,O,O,X,O,O,O
ZTILOJS,X,X,X,O,X,X,O,O
ZTILOSJ,X,X,X,X,X,O,X,O
ZTIJLSO,O,X,O,O,O,O,O,O
ZTIJLOS,X,X,X,O,X,X,O,O
ZTIJSLO,O,X,O,O,O,O,O,O
ZTIJSOL,O,X,O,X,O,O,O,O
ZTIJOLS,X,X,X,O,X,O,O,O
ZTIJOSL,O,X,X,X,O,O,O,O
ZTISLJO,O,X,X,O,O,O,O,O
ZTISLOJ,O,X,O,X,X,O,O,O
ZTISJLO,O,X,O,O,O,O,O,O
ZTISJOL,O,X,O,X,O,O,O,O
ZTISOLJ,O,O,O,X,X,O,O,O
ZTISOJL,O,O,O,X,X,O,O,O
ZTIOLJS,X,X,X,O,X,O,O,O
ZTIOLSJ,O,X,O,X,X,O,X,O
ZTIOJLS,X,X,X,O,X,O,O,O
ZTIOJSL,O,X,O,X,O,O,O,O
ZTIOSLJ,O,O,O,X,X,O,O,O
ZTIOSJL,O,O,O,X,X,O,O,O
ZTLIJSO,O,X,X,O,X,O,X,O
ZTLIJOS,X,X,X,O,X,X,X,O
ZTLISJO,O,X,X,O,X,O,X,O
ZTLISOJ,O,X,O,O,X,O,X,O
ZTLIOJS,O,X,X,O,X,O,X,O
ZTLIOSJ,O,X,X,X,X,O,X,X
ZTLJISO,O,X,O,O,X,O,X,X
ZTLJIOS,X,X,O,O,X,X,X,O
ZTLJSIO,O,X,O,O,O,O,X,X
ZTLJSOI,O,X,O,O,O,O,X,O
ZTLJOIS,O,X,O,O,X,O,X,O
ZTLJOSI,O,X,O,O,X,O,X,O
ZTLSIJO,O,X,X,O,X,O,X,X
ZTLSIOJ,O,X,O,O,X,O,X,X
ZTLSJIO,O,X,X,O,X,O,X,X
ZTLSJOI,O,X,X,O,X,O,X,O
ZTLSOIJ,O,O,O,O,X,O,X,X
ZTLSOJI,O,O,X,X,X,O,X,X
ZTLOIJS,O,X,O,O,X,O,X,O
ZTLOISJ,O,X,O,O,X,O,X,X
ZTLOJIS,O,X,O,O,X,O,X,O
ZTLOJSI,O,X,O,O,X,O,X,O
ZTLOSIJ,O,O,O,O,X,O,X,X
ZTLOSJI,O,O,X,X,X,O,X,O
ZTJILSO,O,X,O,O,O,O,O,X
ZTJILOS,X,X,X,O,X,X,O,O
ZTJISLO,O,X,O,O,O,O,O,X
ZTJISOL,O,O,O,X,O,O,O,X
ZTJIOLS,O,X,O,O,X,O,O,O
ZTJIOSL,O,O,O,X,O,O,O,X
ZTJLISO,O,X,O,O,X,O,X,X
ZTJLIOS,O,X,X,O,X,X,X,O
ZTJLSIO,O,X,O,O,O,O,X,X
ZTJLSOI,O,O,O,O,O,O,X,O
ZTJLOIS,O,X,O,O,X,O,X,O
ZTJLOSI,O,O,O,O,X,O,X,O
ZTJSILO,O,X,O,O,O,O,O,X
ZTJSIOL,O,O,O,O,O,O,O,X
ZTJSLIO,O,X,O,O,O,O,O,X
ZTJSLOI,O,O,O,O,O,O,O,O
ZTJSOIL,O,O,O,O,X,O,X,X
ZTJSOLI,O,O,O,O,O,O,O,O
ZTJOILS,O,X,O,O,X,O,X,O
ZTJOISL,O,O,O,O,X,O,X,X
ZTJOLIS,O,X,O,O,X,O,X,O
ZTJOLSI,O,O,O,O,X,O,X,O
ZTJOSIL,O,O,O,O,X,O,X,X
ZTJOSLI,O,O,O,O,O,O,O,O
ZTSILJO,O,X,X,O,O,O,O,X
ZTSILOJ,O,X,O,O,X,O,O,X
ZTSIJLO,O,X,O,O,O,O,O,X
ZTSIJOL,O,X,O,O,O,O,O,X
ZTSIOLJ,O,O,O,O,X,O,O,X
ZTSIOJL,O,O,O,O,X,O,O,X
ZTSLIJO,X,X,X,O,O,O,O,X
ZTSLIOJ,O,X,O,O,X,O,O,X
ZTSLJIO,X,X,X,O,O,X,O,X
ZTSLJOI,X,X,X,O,O,X,O,O
ZTSLOIJ,O,O,O,O,X,O,X,X
ZTSLOJI,X,O,X,X,X,X,X,X
ZTSJILO,X,X,X,O,O,O,O,X
ZTSJIOL,O,O,O,O,O,O,O,X
ZTSJLIO,X,X,X,O,O,O,O,X
ZTSJLOI,X,O,X,O,O,O,O,O
ZTSJOIL,O,O,O,O,X,O,X,X
ZTSJOLI,X,O,X,O,O,O,O,O
ZTSOILJ,O,O,O,O,X,O,X,X
ZTSOIJL,O,O,O,O,X,O,X,X
ZTSOLIJ,O,O,O,O,X,O,X,X
ZTSOLJI,X,O,X,X,X,X,X,O
ZTSOJIL,O,O,O,O,X,O,X,X
ZTSOJLI,X,O,X,O,X,O,X,O
ZTOILJS,O,X,O,O,X,O,X,O
ZTOILSJ,O,X,O,O,X,O,X,O
ZTOIJLS,O,X,O,O,X,O,X,O
ZTOIJSL,O,O,O,O,X,O,X,O
ZTOISLJ,O,O,O,O,X,O,X,O
ZTOISJL,O,O,O,O,X,O,X,O
ZTOLIJS,O,X,O,O,X,O,X,O
ZTOLISJ,O,X,O,O,X,O,X,O
ZTOLJIS,O,X,O,O,X,O,X,O
ZTOLJSI,O,X,O,O,X,O,X,O
ZTOLSIJ,O,O,O,O,X,O,X,X
ZTOLSJI,O,O,X,X,X,O,X,O
ZTOJILS,O,X,O,O,X,O,X,O
ZTOJISL,O,O,O,O,X,O,X,X
ZTOJLIS,O,X,O,O,X,O,X,O
ZTOJLSI,O,O,O,O,X,O,X,O
ZTOJSIL,O,O,O,O,X,O,X,X
ZTOJSLI,O,O,O,O,O,O,X,O
ZTOSILJ,O,O,O,O,X,O,X,X
ZTOSIJL,O,O,O,O,X,O,X,X
ZTOSLIJ,O,O,O,O,X,O,X,X
ZTOSLJI,X,O,X,X,X,X,X,O
ZTOSJIL,O,O,O,O,X,O,X,X
ZTOSJLI,X,O,X,O,X,O,X,O
ZITLJSO,X,X,X,O,O,O,O,O
ZITLJOS,X,X,X,O,X,X,O,O
ZITLSJO,X,X,X,O,X,O,O,O
ZITLSOJ,O,X,O,O,X,O,O,O
ZITLOJS,X,X,X,O,X,X,O,O
ZITLOSJ,X,X,X,X,X,X,X,O
ZITJLSO,X,X,X,O,O,O,O,O
ZITJLOS,X,X,X,O,X,X,O,O
ZITJSLO,X,X,X,X,O,O,O,O
ZITJSOL,O,X,O,X,O,O,O,O
ZITJOLS,X,X,X,X,X,O,O,O
ZITJOSL,X,X,X,X,O,O,O,O
ZITSLJO,X,X,X,X,O,O,O,O
ZITSLOJ,O,X,O,X,X,O,O,O
ZITSJLO,X,X,X,X,O,O,O,O
ZITSJOL,O,X,O,X,O,O,O,O
ZITSOLJ,O,O,O,X,X,O,O,O
ZITSOJL,O,O,O,X,X,O,O,O
ZITOLJS,X,X,X,X,X,O,O,O
ZITOLSJ,O,X,O,X,X,O,X,O
ZITOJLS,X,X,X,X,X,O,O,O
ZITOJSL,O,X,O,X,O,O,O,O
ZITOSLJ,O,O,O,X,X,O,O,O
ZITOSJL,O,O,O,X,X,O,O,O
ZILTJSO,O,X,X,O,O,X,X,O
ZILTJOS,X,X,X,O,X,X,X,O
ZILTSJO,O,X,X,O,X,X,X,O
ZILTSOJ,O,X,X,O,X,X,X,O
ZILTOJS,O,X,X,O,X,X,X,O
ZILTOSJ,O,X,X,X,X,X,X,O
ZILJTSO,X,X,O,O,O,X,X,O
ZILJTOS,X,X,O,O,X,X,X,O
ZILJSTO,X,X,O,O,O,X,O,O
ZILJSOT,X,X,O,O,O,X,O,O
ZILJOTS,X,X,O,O,X,X,X,X
ZILJOST,X,X,O,O,X,X,O,X
ZILSTJO,O,X,X,O,O,X,O,O
ZILSTOJ,O,X,X,O,X,X,X,O
ZILSJTO,X,X,X,O,O,X,O,O
ZILSJOT,X,X,X,O,O,X,O,O
ZILSOTJ,O,X,O,O,X,X,X,O
ZILSOJT,O,X,O,O,O,X,O,O
ZILOTJS,O,X,O,O,X,X,X,O
ZILOTSJ,O,X,O,X,X,X,X,O
ZILOJTS,O,X,O,O,X,X,X,O
ZILOJST,O,X,O,O,X,X,O,O
ZILOSTJ,O,X,O,O,X,X,X,O
ZILOSJT,O,X,O,O,X,X,X,O
ZIJTLSO,O,X,O,O,O,O,O,O
ZIJTLOS,X,X,X,O,X,X,O,O
ZIJTSLO,O,X,O,X,O,O,O,O
ZIJTSOL,O,O,O,X,O,O,O,O
ZIJTOLS,O,X,O,X,X,O,O,O
ZIJTOSL,O,O,O,X,O,O,O,O
ZIJLTSO,O,X,X,O,O,X,X,O
ZIJLTOS,O,X,X,O,X,X,X,O
ZIJLSTO,O,X,X,O,O,X,O,O
ZIJLSOT,O,X,X,O,O,X,O,O
ZIJLOTS,O,X,X,O,X,X,X,X
ZIJLOST,O,X,X,O,X,X,O,X
ZIJSTLO,O,X,O,X,O,O,O,O
ZIJSTOL,O,O,O,X,O,O,O,O
ZIJSLTO,X,X,X,O,O,X,O,O
ZIJSLOT,X,X,X,O,O,X,O,O
ZIJSOTL,O,O,O,X,O,O,O,O
ZIJSOLT,O,O,O,X,O,O,O,O
ZIJOTLS,O,X,O,X,X,O,X,O
ZIJOTSL,O,O,O,X,O,O,O,O
ZIJOLTS,O,X,O,O,X,O,X,O
ZIJOLST,O,O,O,O,X,O,O,O
ZIJOSTL,O,O,O,X,O,O,O,O
ZIJOSLT,O,O,O,X,O,O,O,O
ZISTLJO,X,X,X,X,O,X,O,O
ZISTLOJ,O,X,O,X,X,X,O,O
ZISTJLO,X,X,X,X,O,X,O,O
ZISTJOL,O,X,O,X,O,X,O,O
ZISTOLJ,O,O,O,X,X,X,O,O
ZISTOJL,O,O,O,X,X,X,O,O
ZISLTJO,X,X,X,O,O,X,O,O
ZISLTOJ,X,X,X,O,X,X,O,O
ZISLJTO,X,X,X,O,O,X,O,O
ZISLJOT,X,X,X,O,O,X,O,O
ZISLOTJ,X,X,X,O,X,X,X,O
ZISLOJT,X,X,X,O,O,X,O,O
ZISJTLO,X,X,X,X,O,X,O,O
ZISJTOL,X,O,X,X,O,X,O,O
ZISJLTO,X,X,X,O,O,X,O,O
ZISJLOT,X,X,X,O,O,X,O,O
ZISJOTL,X,O,X,X,O,X,O,O
ZISJOLT,X,O,X,X,O,X,O,O
ZISOTLJ,O,O,O,X,X,X,X,O
ZISOTJL,O,O,O,X,X,X,X,O
ZISOLTJ,O,O,O,X,X,X,X,O
ZISOLJT,O,O,O,X,O,X,O,O
ZISOJTL,O,O,O,X,O,X,O,O
ZISOJLT,O,O,O,X,O,X,O,O
ZIOTLJS,O,X,O,X,X,O,X,O
ZIOTLSJ,O,X,O,X,X,O,X,O
ZIOTJLS,O,X,O,X,X,O,X,O
ZIOTJSL,O,O,O,X,O,O,O,O
ZIOTSLJ,O,O,O,X,X,O,X,O
ZIOTSJL,O,O,O,X,X,O,X,O
ZIOLTJS,O,X,O,O,X,O,X,O
ZIOLTSJ,O,X,O,X,X,O,X,O
ZIOLJTS,O,X,O,O,X,O,X,O
ZIOLJST,O,O,O,O,X,O,O,O
ZIOLSTJ,O,O,O,O,X,X,X,O
ZIOLSJT,O,O,O,O,X,X,X,O
ZIOJTLS,O,X,O,X,X,O,X,O
ZIOJTSL,O,O,O,X,O,O,O,O
ZIOJLTS,O,X,O,O,X,O,X,O
ZIOJLST,O,O,O,O,X,O,O,O
ZIOJSTL,O,O,O,X,O,O,O,O
ZIOJSLT,O,O,O,X,O,O,O,O
ZIOSTLJ,O,O,O,X,X,O,X,O
ZIOSTJL,O,O,O,X,X,O,X,O
ZIOSLTJ,O,O,O,X,X,X,X,O
ZIOSLJT,O,O,O,X,O,X,O,O
ZIOSJTL,O,O,O,X,O,O,O,O
ZIOSJLT,O,O,O,X,O,O,O,O
ZLTIJSO,O,X,X,O,X,O,X,O
ZLTIJOS,X,X,X,O,X,X,X,O
ZLTISJO,O,X,X,O,X,O,X,O
ZLTISOJ,O,X,O,O,X,O,X,O
ZLTIOJS,O,X,X,O,X,O,X,O
ZLTIOSJ,O,X,X,X,X,O,X,X
ZLTJISO,O,X,O,O,X,O,X,X
ZLTJIOS,X,X,O,O,X,O,X,O
ZLTJSIO,O,X,O,O,O,O,X,X
ZLTJSOI,O,X,O,O,O,O,X,O
ZLTJOIS,O,X,O,O,X,O,X,O
ZLTJOSI,O,X,O,O,X,O,X,O
ZLTSIJO,O,X,X,O,X,O,X,X
ZLTSIOJ,O,X,O,O,X,O,X,X
ZLTSJIO,O,X,X,O,X,O,X,X
ZLTSJOI,O,X,X,O,X,O,X,O
ZLTSOIJ,O,O,O,O,X,O,X,X
ZLTSOJI,O,O,X,X,X,O,X,X
ZLTOIJS,O,X,O,O,X,O,X,O
ZLTOISJ,O,X,O,O,X,O,X,X
ZLTOJIS,O,X,O,O,X,O,X,O
ZLTOJSI,O,X,O,O,X,O,X,O
ZLTOSIJ,O,O,O,O,X,O,X,X
ZLTOSJI,O,O,X,X,X,O,X,O
ZLITJSO,O,X,X,O,O,O,X,O
ZLITJOS,X,X,X,O,X,X,X,O
ZLITSJO,O,X,X,O,X,O,X,O
ZLITSOJ,O,X,X,O,X,O,X,O
ZLITOJS,O,X,X,O,X,O,X,O
ZLITOSJ,O,X,X,X,X,O,X,O
ZLIJTSO,X,X,O,O,O,O,X,O
ZLIJTOS,X,X,O,O,X,O,X,O
ZLIJSTO,X,X,O,O,O,O,X,O
ZLIJSOT,X,X,O,O,O,O,X,O
ZLIJOTS,X,X,O,O,X,O,X,X
ZLIJOST,X,X,O,O,X,O,X,X
ZLISTJO,O,X,X,O,O,X,X,O
ZLISTOJ,O,X,X,O,X,X,X,O
ZLISJTO,X,X,X,O,O,X,X,O
ZLISJOT,X,X,X,O,O,X,X,O
ZLISOTJ,O,X,O,O,X,X,X,O
ZLISOJT,O,X,O,O,O,X,X,O
ZLIOTJS,O,X,O,O,X,O,X,O
ZLIOTSJ,O,X,O,X,X,O,X,O
ZLIOJTS,O,X,O,O,X,O,X,O
ZLIOJST,O,X,O,O,X,O,X,O
ZLIOSTJ,O,X,O,O,X,O,X,O
ZLIOSJT,O,X,O,O,X,O,X,O
ZLJTISO,O,X,O,O,X,O,X,X
ZLJTIOS,O,X,O,O,X,O,X,O
ZLJTSIO,O,X,O,O,O,O,X,X
ZLJTSOI,O,O,O,O,O,O,X,O
ZLJTOIS,O,X,O,O,X,O,X,O
ZLJTOSI,O,O,O,O,X,O,X,O
ZLJITSO,O,X,O,O,O,O,X,O
ZLJITOS,O,X,O,O,X,O,X,O
ZLJISTO,O,X,O,O,O,O,X,O
ZLJISOT,O,X,O,O,O,O,X,O
ZLJIOTS,O,X,O,O,X,O,X,X
ZLJIOST,O,X,O,O,X,O,X,X
ZLJSTIO,O,X,O,O,O,O,X,X
ZLJSTOI,O,O,O,X,O,O,X,X
ZLJSITO,O,X,O,O,O,O,X,X
ZLJSIOT,O,X,O,O,O,O,X,X
ZLJSOTI,O,O,O,X,O,O,X,X
ZLJSOIT,O,O,O,O,O,O,X,X
ZLJOTIS,O,X,O,O,X,O,X,X
ZLJOTSI,O,O,O,O,X,O,X,X
ZLJOITS,O,X,O,O,X,O,X,X
ZLJOIST,O,O,O,O,X,O,X,X
ZLJOSTI,O,O,O,O,X,O,X,X
