sequence,v115@8gA8IeB8DeC8AeB8DeG8AeG8Jei6IvhFUcBRdBzfBf?mBmiBFqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8Je//IvhFRbBUdBajBT?gBOmBFqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8Jei6IvhFUcBRdBFgBm?iBfqBzqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8Jex6IvhFVhBUdBajBm?fBfqBzqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8JeT6IvhFibBRdBFhBm?iBfqB0qB,v115@8gA8IeB8DeC8AeB8DeG8AeG8JeT6IvhFlbBRdB8kBX?hBmiBiqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8JeT6IvhFxbBViBajBm?gBfqB0qB,v115@8gA8IeB8DeC8AeB8DeG8AeG8JeT6IvhFRdB8kBmiB3?lBFmBiqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8JeT6IvhFUdBajBxgBf?qBmqBlqB
TZIOLSJ,X,O,O,O,X,X,O,X,O
TZIOJLS,X,X,X,O,X,O,X,X,X
TZIOJSL,X,X,X,X,X,O,X,X,X
TZIOSLJ,X,O,O,O,O,X,X,X,X
TZIOSJL,X,O,O,O,O,X,X,X,X
TZLIJSO,O,X,O,O,X,O,X,X,X
TZLIJOS,X,X,O,O,X,O,X,X,X
TZLISJO,O,O,O,O,O,X,X,X,X
TZLISOJ,O,O,O,O,O,X,O,X,X
TZLIOJS,X,X,O,O,O,O,X,X,X
TZLIOSJ,X,O,O,O,X,X,O,X,O
TZLJISO,O,O,O,O,O,O,X,X,X
TZLJIOS,O,O,O,O,O,O,X,X,X
TZLJSIO,O,O,X,O,O,O,X,X,X
TZLJSOI,O,O,X,O,O,O,X,X,X
TZLJOIS,O,O,X,O,O,O,X,X,X
TZLJOSI,O,O,X,O,X,O,X,X,X
TZLSIJO,O,O,X,O,O,O,O,X,X
TZLSIOJ,O,O,X,O,O,O,O,X,O
TZLSJIO,O,O,X,O,O,O,O,X,O
TZLSJOI,O,O,X,O,O,O,O,X,O
TZLSOIJ,O,O,X,O,O,O,O,X,O
TZLSOJI,O,O,X,O,O,O,O,X,O
TZLOIJS,X,X,X,O,O,O,X,X,X
TZLOISJ,X,O,X,O,X,X,O,X,O
TZLOJIS,O,O,X,O,O,O,X,X,X
TZLOJSI,O,O,X,O,X,O,X,X,X
TZLOSIJ,O,O,X,O,X,O,O,X,O
TZLOSJI,O,O,X,O,X,O,O,X,O
TZJILSO,O,O,O,O,O,O,X,X,X
TZJILOS,O,O,O,O,O,O,X,X,X
TZJISLO,O,O,O,X,O,O,X,O,X
TZJISOL,O,O,O,X,O,O,X,O,X
TZJIOLS,O,O,O,X,O,O,X,X,X
TZJIOSL,O,O,O,X,O,O,X,O,X
TZJLISO,O,O,O,O,O,O,X,X,X
TZJLIOS,O,O,O,O,O,O,X,X,X
TZJLSIO,O,O,X,O,O,O,X,X,X
TZJLSOI,O,O,X,O,O,O,X,X,X
TZJLOIS,O,O,X,O,O,O,X,X,X
TZJLOSI,O,O,X,O,X,O,X,X,X
TZJSILO,O,O,O,O,O,O,X,O,X
TZJSIOL,O,O,O,O,O,O,X,O,X
TZJSLIO,O,O,O,O,O,O,X,O,X
TZJSLOI,O,O,O,O,O,O,X,O,X
TZJSOIL,O,O,O,O,O,O,X,O,X
TZJSOLI,O,O,O,O,O,O,X,O,X
TZJOILS,O,O,O,O,O,O,X,X,X
TZJOISL,O,O,O,X,O,O,X,O,X
TZJOLIS,O,O,O,O,O,O,X,X,X
TZJOLSI,O,O,X,O,X,O,X,X,X
TZJOSIL,O,O,O,O,O,O,X,O,X
TZJOSLI,O,O,O,O,O,O,X,O,X
TZSILJO,O,O,O,O,O,X,O,X,X
TZSILOJ,O,O,O,O,O,O,O,X,O
TZSIJLO,O,O,O,O,O,O,O,X,X
TZSIJOL,O,X,O,O,O,O,O,X,X
TZSIOLJ,O,O,O,O,O,O,O,X,O
TZSIOJL,O,O,X,X,O,O,O,X,X
TZSLIJO,O,O,O,O,O,X,O,X,X
TZSLIOJ,O,O,O,O,O,O,O,X,O
TZSLJIO,O,O,O,O,O,O,O,X,O
TZSLJOI,O,O,O,O,O,O,O,X,O
TZSLOIJ,O,O,O,O,O,O,O,X,O
TZSLOJI,O,O,O,O,O,O,O,X,O
TZSJILO,O,O,O,O,O,O,O,O,O
TZSJIOL,O,O,O,O,O,O,O,O,O
TZSJLIO,O,O,O,O,O,O,O,O,O
TZSJLOI,O,O,O,O,O,O,O,O,O
TZSJOIL,O,O,O,O,O,O,O,O,O
TZSJOLI,O,O,O,O,O,O,O,O,O
TZSOILJ,O,O,O,O,O,O,O,X,O
TZSOIJL,O,O,X,O,O,O,O,X,X
TZSOLIJ,O,O,O,O,O,O,O,X,O
TZSOLJI,O,O,O,O,O,O,O,X,O
TZSOJIL,O,O,O,O,O,O,O,O,O
TZSOJLI,O,O,O,O,O,O,O,O,O
TZOILJS,X,X,O,O,O,X,X,X,X
TZOILSJ,X,O,O,O,X,X,O,X,O
TZOIJLS,X,X,X,O,X,O,X,X,X
TZOIJSL,X,X,X,X,X,O,X,X,X
TZOISLJ,X,O,O,O,O,X,X,X,X
TZOISJL,X,O,O,O,O,X,X,X,X
TZOLIJS,X,X,O,O,O,O,X,X,X
TZOLISJ,X,O,O,O,X,X,O,X,O
TZOLJIS,O,O,O,O,O,O,X,X,X
TZOLJSI,O,O,X,O,X,O,X,X,X
TZOLSIJ,O,O,X,O,X,O,O,X,O
TZOLSJI,O,O,X,O,X,O,O,X,O
TZOJILS,O,O,O,O,O,O,X,X,X
TZOJISL,O,O,O,X,O,O,X,O,X
TZOJLIS,O,O,O,O,O,O,X,X,X
TZOJLSI,O,O,X,O,X,O,X,X,X
TZOJSIL,O,O,O,O,O,O,X,O,X
TZOJSLI,O,O,O,O,O,O,X,O,X
TZOSILJ,O,O,O,O,O,O,O,X,O
TZOSIJL,O,O,O,O,O,O,O,X,X
TZOSLIJ,O,O,O,O,O,O,O,X,O
TZOSLJI,O,O,O,O,O,O,O,X,O
TZOSJIL,O,O,O,O,O,O,O,O,O
TZOSJLI,O,O,O,O,O,O,O,O,O
TOILJSZ,O,O,X,X,O,X,O,X,X
TOILJZS,O,O,X,O,O,X,X,X,X
TOILSJZ,O,O,X,O,O,X,O,X,X
TOILSZJ,O,O,X,O,X,X,O,X,X
TOILZJS,X,X,X,O,O,X,X,X,X
TOILZSJ,X,O,X,O,X,X,O,X,O
TOIJLSZ,O,O,X,X,O,X,O,X,X
TOIJLZS,O,O,X,O,O,X,X,X,X
TOIJSLZ,O,O,X,X,O,X,X,X,X
TOIJSZL,O,O,X,X,X,X,X,X,X
TOIJZLS,O,O,X,O,O,X,X,X,X
TOIJZSL,O,O,X,X,X,X,X,X,X
TOISLJZ,O,O,X,O,O,X,O,X,X
TOISLZJ,O,O,X,O,O,X,O,X,X
TOISJLZ,O,O,X,O,O,X,O,X,X
TOISJZL,O,O,X,O,X,X,X,X,X
TOISZLJ,O,O,X,O,O,X,O,X,X
TOISZJL,O,O,X,O,X,X,O,X,X
TOIZLJS,X,X,X,O,O,X,X,X,X
TOIZLSJ,X,O,X,O,X,X,O,X,O
TOIZJLS,X,X,X,O,X,X,X,X,X
TOIZJSL,X,X,X,X,X,X,X,X,X
TOIZSLJ,X,O,X,O,O,X,X,X,X
TOIZSJL,X,O,X,O,O,X,X,X,X
TOLIJSZ,O,O,X,X,O,X,O,X,X
TOLIJZS,O,O,X,O,O,X,X,X,X
TOLISJZ,O,O,X,O,O,X,O,X,X
TOLISZJ,O,O,X,O,X,X,O,X,X
TOLIZJS,X,X,X,O,O,X,X,X,X
TOLIZSJ,X,O,X,O,X,X,O,X,O
TOLJISZ,O,O,X,X,O,X,O,X,X
TOLJIZS,O,O,O,O,O,X,X,X,X
TOLJSIZ,O,O,X,O,O,X,O,X,X
TOLJSZI,O,O,X,O,X,X,O,X,X
TOLJZIS,O,O,O,O,O,X,X,X,X
TOLJZSI,O,O,X,O,X,X,X,X,X
TOLSIJZ,O,O,X,O,O,X,O,X,X
TOLSIZJ,O,O,X,O,X,X,O,X,O
TOLSJIZ,O,O,X,O,O,X,O,X,O
TOLSJZI,O,O,X,O,X,X,O,X,O
TOLSZIJ,O,O,X,O,X,X,O,X,O
TOLSZJI,O,O,X,O,X,X,O,X,O
TOLZIJS,X,X,O,O,O,X,X,X,X
TOLZISJ,X,O,O,O,X,X,O,X,O
TOLZJIS,O,O,O,O,O,X,X,X,X
TOLZJSI,O,O,X,O,X,X,X,X,X
TOLZSIJ,O,O,X,O,X,X,O,X,O
TOLZSJI,O,O,X,O,X,X,O,X,O
TOJILSZ,O,O,X,X,O,X,O,X,X
TOJILZS,O,O,O,O,O,X,X,X,X
TOJISLZ,O,O,O,X,O,X,X,X,X
TOJISZL,O,O,O,X,O,O,X,X,X
TOJIZLS,O,O,O,O,O,O,X,X,X
TOJIZSL,O,O,O,X,O,O,X,O,X
TOJLISZ,O,O,X,X,O,X,O,X,X
TOJLIZS,O,O,O,O,O,X,X,X,X
TOJLSIZ,O,O,X,O,O,X,O,X,X
TOJLSZI,O,O,X,O,X,X,O,X,X
TOJLZIS,O,O,O,O,O,X,X,X,X
TOJLZSI,O,O,X,O,X,X,X,X,X
TOJSILZ,O,O,O,O,O,X,O,X,X
TOJSIZL,O,O,O,O,O,O,X,X,X
TOJSLIZ,O,O,O,O,O,X,O,X,X
TOJSLZI,O,O,O,O,O,X,O,X,X
TOJSZIL,O,O,O,O,O,O,O,X,X
TOJSZLI,O,O,O,O,O,O,O,X,X
TOJZILS,O,O,O,O,O,O,X,X,X
TOJZISL,O,O,O,X,O,O,X,O,X
TOJZLIS,O,O,O,O,O,O,X,X,X
TOJZLSI,O,O,X,O,X,O,X,X,X
TOJZSIL,O,O,O,O,O,O,X,O,X
TOJZSLI,O,O,O,O,O,O,X,O,X
TOSILJZ,O,O,O,O,O,X,O,X,X
TOSILZJ,O,O,O,O,O,X,O,X,O
TOSIJLZ,O,O,O,O,O,X,O,X,X
TOSIJZL,O,O,O,O,O,X,X,X,X
TOSIZLJ,O,O,O,O,O,O,O,X,O
TOSIZJL,O,O,O,O,X,O,O,X,X
TOSLIJZ,O,O,O,O,O,X,O,X,X
TOSLIZJ,O,O,O,O,O,X,O,X,O
TOSLJIZ,O,O,O,O,O,X,O,X,O
TOSLJZI,O,O,O,O,O,X,O,X,O
TOSLZIJ,O,O,O,O,O,X,O,X,O
TOSLZJI,O,O,O,O,O,X,O,X,O
TOSJILZ,O,O,O,O,O,X,O,X,O
TOSJIZL,O,O,O,O,O,O,X,X,O
TOSJLIZ,O,O,O,O,O,X,O,X,O
TOSJLZI,O,O,O,O,O,X,O,X,O
TOSJZIL,O,O,O,O,O,O,O,X,O
TOSJZLI,O,O,O,O,O,O,O,X,O
TOSZILJ,O,O,O,O,O,O,O,X,O
TOSZIJL,O,O,O,O,O,O,O,X,X
TOSZLIJ,O,O,O,O,O,O,O,X,O
TOSZLJI,O,O,O,O,O,O,O,X,O
TOSZJIL,O,O,O,O,O,O,O,X,O
TOSZJLI,O,O,O,O,O,O,O,X,O
TOZILJS,X,X,O,O,O,X,X,X,X
TOZILSJ,X,O,O,O,X,X,O,X,O
TOZIJLS,X,X,X,O,X,O,X,X,X
TOZIJSL,X,X,X,X,X,O,X,X,X
TOZISLJ,X,O,O,O,O,X,X,X,X
TOZISJL,X,O,O,O,O,X,X,X,X
TOZLIJS,X,X,O,O,O,O,X,X,X
TOZLISJ,X,O,O,O,X,X,O,X,O
TOZLJIS,O,O,O,O,O,O,X,X,X
TOZLJSI,O,O,X,O,X,O,X,X,X
TOZLSIJ,O,O,X,O,X,O,O,X,O
TOZLSJI,O,O,X,O,X,O,O,X,O
TOZJILS,O,O,O,O,O,O,X,X,X
TOZJISL,O,O,O,X,O,O,X,O,X
TOZJLIS,O,O,O,O,O,O,X,X,X
TOZJLSI,O,O,X,O,X,O,X,X,X
TOZJSIL,O,O,O,O,O,O,X,O,X
TOZJSLI,O,O,O,O,O,O,X,O,X
TOZSILJ,O,O,O,O,O,O,O,X,O
TOZSIJL,O,O,O,O,O,O,O,X,X
TOZSLIJ,O,O,O,O,O,O,O,X,O
TOZSLJI,O,O,O,O,O,O,O,X,O
TOZSJIL,O,O,O,O,O,O,O,O,O
TOZSJLI,O,O,O,O,O,O,O,O,O
ITLJSZO,O,O,X,X,X,X,X,X,X
ITLJSOZ,O,O,X,X,O,X,O,X,X
ITLJZSO,O,O,X,O,X,X,X,X,X
ITLJZOS,O,O,X,O,O,X,X,X,X
ITLJOSZ,O,O,X,X,O,X,O,X,X
ITLJOZS,O,O,X,X,O,X,X,X,X
ITLSJZO,O,O,X,O,X,X,X,X,X
ITLSJOZ,O,O,X,O,O,X,O,X,X
ITLSZJO,O,O,X,O,X,X,O,X,X
ITLSZOJ,O,O,X,O,O,X,O,X,X
ITLSOJZ,X,O,X,X,O,X,O,X,X
ITLSOZJ,X,O,X,O,O,X,O,X,X
ITLZJSO,X,X,X,O,X,X,X,X,X
ITLZJOS,X,X,X,O,X,X,X,X,X
ITLZSJO,X,O,X,O,O,X,X,X,X
ITLZSOJ,X,O,X,O,O,X,O,X,X
ITLZOJS,X,X,X,O,O,X,X,X,X
ITLZOSJ,X,O,X,O,X,X,O,X,O
ITLOJSZ,O,O,X,X,O,X,O,X,X
ITLOJZS,O,O,X,O,O,X,X,X,X
ITLOSJZ,O,O,X,O,O,X,O,X,X
ITLOSZJ,O,O,X,O,X,X,O,X,X
ITLOZJS,X,X,X,O,O,X,X,X,X
ITLOZSJ,X,O,X,O,X,X,O,X,O
ITJLSZO,O,O,X,X,O,X,X,X,X
ITJLSOZ,O,O,X,X,O,X,O,X,X
ITJLZSO,O,O,X,O,O,X,X,X,X
ITJLZOS,O,O,X,O,O,X,X,X,X
ITJLOSZ,O,O,X,X,O,X,O,X,X
ITJLOZS,O,O,X,X,O,X,X,X,X
ITJSLZO,O,O,X,X,O,X,X,X,X
ITJSLOZ,O,O,X,X,O,X,O,X,X
ITJSZLO,O,O,X,X,O,X,X,X,X
ITJSZOL,O,O,X,X,O,X,X,X,X
ITJSOLZ,O,O,X,X,O,X,O,X,X
ITJSOZL,O,O,X,X,O,X,X,X,X
ITJZLSO,O,O,X,O,O,X,X,X,X
ITJZLOS,O,O,X,O,O,X,X,X,X
ITJZSLO,O,O,X,X,O,X,X,X,X
ITJZSOL,O,O,X,X,O,X,X,X,X
ITJZOLS,O,O,X,X,O,X,X,X,X
ITJZOSL,O,O,X,X,O,X,X,X,X
ITJOLSZ,O,O,X,X,O,X,O,X,X
ITJOLZS,O,O,X,X,O,X,X,X,X
ITJOSLZ,O,O,X,X,O,X,X,X,X
ITJOSZL,O,O,X,X,O,X,X,X,X
ITJOZLS,O,O,X,X,O,X,X,X,X
ITJOZSL,O,O,X,X,O,X,X,X,X
ITSLJZO,O,O,X,O,O,X,X,X,X
ITSLJOZ,O,O,X,O,O,X,O,X,X
ITSLZJO,O,O,X,O,X,X,O,X,X
ITSLZOJ,O,O,X,O,O,X,O,X,X
ITSLOJZ,X,O,X,X,O,X,O,X,X
ITSLOZJ,X,O,X,O,O,X,O,X,X
ITSJLZO,O,O,X,O,O,X,X,X,X
ITSJLOZ,O,O,X,O,O,X,O,X,X
ITSJZLO,O,O,X,O,O,X,X,X,X
ITSJZOL,O,O,X,O,O,X,X,X,X
ITSJOLZ,O,O,X,O,O,X,O,X,X
ITSJOZL,O,O,X,O,O,X,X,X,X
ITSZLJO,O,O,X,O,O,X,O,X,X
ITSZLOJ,O,O,X,O,O,X,O,X,X
ITSZJLO,O,O,X,O,O,X,O,X,X
ITSZJOL,O,X,X,O,O,X,O,X,X
ITSZOLJ,O,O,X,O,O,X,O,X,X
ITSZOJL,O,O,X,X,O,X,O,X,X
ITSOLJZ,O,O,X,X,O,X,O,X,X
ITSOLZJ,O,O,X,O,O,X,O,X,X
ITSOJLZ,O,O,X,X,O,X,O,X,X
ITSOJZL,O,O,X,X,O,X,X,X,X
ITSOZLJ,O,O,X,O,O,X,O,X,X
ITSOZJL,O,O,X,X,X,X,O,X,X
ITZLJSO,X,X,X,O,X,X,X,X,X
ITZLJOS,X,X,X,O,X,X,X,X,X
ITZLSJO,X,O,X,O,O,X,X,X,X
ITZLSOJ,X,O,X,O,O,X,O,X,X
ITZLOJS,X,X,X,O,O,X,X,X,X
ITZLOSJ,X,O,X,O,X,X,O,X,O
ITZJLSO,X,X,X,O,O,X,X,X,X
ITZJLOS,X,X,X,O,X,X,X,X,X
ITZJSLO,X,X,X,X,O,X,X,X,X
ITZJSOL,X,X,X,X,O,X,X,X,X
ITZJOLS,X,X,X,X,X,X,X,X,X
ITZJOSL,X,X,X,X,O,X,X,X,X
ITZSLJO,X,O,X,O,O,X,X,X,X
ITZSLOJ,X,O,X,O,O,X,O,X,X
ITZSJLO,X,O,X,O,O,X,X,X,X
ITZSJOL,X,X,X,O,O,X,X,X,X
ITZSOLJ,X,O,X,O,O,X,O,X,X
ITZSOJL,X,O,X,X,O,X,X,X,X
ITZOLJS,X,X,X,O,O,X,X,X,X
ITZOLSJ,X,O,X,O,X,X,O,X,O
ITZOJLS,X,X,X,O,X,X,X,X,X
ITZOJSL,X,X,X,X,X,X,X,X,X
ITZOSLJ,X,O,X,O,O,X,X,X,X
ITZOSJL,X,O,X,O,O,X,X,X,X
ITOLJSZ,O,O,X,X,O,X,O,X,X
ITOLJZS,O,O,X,O,O,X,X,X,X
ITOLSJZ,O,O,X,O,O,X,O,X,X
ITOLSZJ,O,O,X,O,X,X,O,X,X
ITOLZJS,X,X,X,O,O,X,X,X,X
ITOLZSJ,X,O,X,O,X,X,O,X,O
ITOJLSZ,O,O,X,X,O,X,O,X,X
ITOJLZS,O,O,X,O,O,X,X,X,X
ITOJSLZ,O,O,X,X,O,X,X,X,X
ITOJSZL,O,O,X,X,X,X,X,X,X
ITOJZLS,O,O,X,O,O,X,X,X,X
ITOJZSL,O,O,X,X,X,X,X,X,X
ITOSLJZ,O,O,X,O,O,X,O,X,X
ITOSLZJ,O,O,X,O,O,X,O,X,X
ITOSJLZ,O,O,X,O,O,X,O,X,X
ITOSJZL,O,O,X,O,X,X,X,X,X
ITOSZLJ,O,O,X,O,O,X,O,X,X
ITOSZJL,O,O,X,O,X,X,O,X,X
ITOZLJS,X,X,X,O,O,X,X,X,X
ITOZLSJ,X,O,X,O,X,X,O,X,O
ITOZJLS,X,X,X,O,X,X,X,X,X
ITOZJSL,X,X,X,X,X,X,X,X,X
ITOZSLJ,X,O,X,O,O,X,X,X,X
ITOZSJL,X,O,X,O,O,X,X,X,X
ILTJSZO,O,O,X,X,X,X,X,X,X
ILTJSOZ,O,O,X,X,X,X,O,X,X
ILTJZSO,O,O,X,O,X,X,X,X,X
ILTJZOS,O,O,X,O,X,X,X,X,X
ILTJOSZ,O,O,X,X,X,X,O,X,X
ILTJOZS,O,O,X,X,X,X,X,X,X
ILTSJZO,O,O,X,O,X,X,X,X,X
ILTSJOZ,O,O,X,O,X,X,O,X,X
ILTSZJO,O,O,X,O,X,X,O,X,X
ILTSZOJ,O,O,X,O,X,X,O,X,X
ILTSOJZ,X,O,X,X,X,X,O,X,X
ILTSOZJ,X,O,X,O,X,X,O,X,X
ILTZJSO,X,X,X,O,X,X,X,X,X
ILTZJOS,X,X,X,O,X,X,X,X,X
ILTZSJO,X,O,X,O,X,X,X,X,X
ILTZSOJ,X,O,X,O,X,X,O,X,X
ILTZOJS,X,X,X,O,X,X,X,X,X
ILTZOSJ,X,O,X,O,X,X,O,X,O
ILTOJSZ,O,O,X,X,X,X,O,X,X
ILTOJZS,O,O,X,O,X,X,X,X,X
ILTOSJZ,O,O,X,O,X,X,O,X,X
ILTOSZJ,O,O,X,O,X,X,O,X,X
ILTOZJS,X,X,X,O,X,X,X,X,X
ILTOZSJ,X,O,X,O,X,X,O,X,O
ILJTSZO,O,O,O,X,X,O,X,X,X
ILJTSOZ,O,O,O,X,X,O,X,X,X
ILJTZSO,O,O,O,X,X,O,X,X,X
ILJTZOS,O,O,O,X,X,O,X,X,X
ILJTOSZ,O,O,X,X,X,X,X,X,X
ILJTOZS,O,O,O,X,X,X,X,X,X
ILJSTZO,O,O,O,X,X,O,X,X,X
ILJSTOZ,O,O,O,X,X,O,X,X,X
ILJSZTO,O,O,O,X,X,O,X,X,X
ILJSZOT,O,O,O,X,X,O,X,X,X
ILJSOTZ,X,X,O,X,X,O,X,X,X
ILJSOZT,O,O,O,X,X,O,X,X,X
ILJZTSO,O,O,O,X,X,O,X,X,X
ILJZTOS,O,O,O,X,X,O,X,X,X
ILJZSTO,O,O,O,X,X,O,X,X,X
ILJZSOT,O,O,O,X,X,O,X,X,X
ILJZOTS,X,X,O,X,X,O,X,X,X
ILJZOST,O,X,O,X,X,O,X,X,O
ILJOTSZ,O,X,X,X,X,X,X,X,X
ILJOTZS,O,X,O,X,X,X,X,X,X
ILJOSTZ,X,X,O,X,X,O,X,X,X
ILJOSZT,O,X,O,X,X,O,X,X,X
ILJOZTS,X,X,O,X,X,O,X,X,X
ILJOZST,O,X,O,X,X,O,X,X,O
ILSTJZO,X,O,O,O,X,O,X,X,X
ILSTJOZ,X,O,O,O,X,O,O,X,X
ILSTZJO,X,O,O,O,X,O,O,X,X
ILSTZOJ,X,O,O,O,X,O,O,X,O
ILSTOJZ,X,O,X,X,X,X,O,X,X
ILSTOZJ,X,O,X,O,X,O,O,X,O
ILSJTZO,O,O,O,O,X,O,X,X,O
ILSJTOZ,X,O,O,O,X,O,X,X,O
ILSJZTO,O,O,O,O,X,O,X,X,O
ILSJZOT,O,O,O,X,X,O,X,X,O
ILSJOTZ,X,X,O,O,X,O,X,X,O
ILSJOZT,O,O,O,O,X,O,X,X,O
ILSZTJO,O,O,O,O,X,O,O,X,X
ILSZTOJ,O,O,O,O,X,O,O,X,O
ILSZJTO,O,O,O,O,X,O,X,X,O
ILSZJOT,O,O,O,X,X,O,X,X,O
ILSZOTJ,O,O,O,O,X,O,O,X,O
ILSZOJT,O,O,O,X,X,O,X,X,O
ILSOTJZ,X,X,X,O,X,X,O,X,X
ILSOTZJ,X,O,X,O,X,O,O,X,O
ILSOJTZ,X,X,O,O,X,X,X,X,O
ILSOJZT,X,X,O,O,X,X,X,X,O
ILSOZTJ,X,O,O,O,X,O,O,X,O
ILSOZJT,X,O,O,X,X,O,X,X,O
ILZTJSO,O,X,O,O,X,O,X,X,X
ILZTJOS,X,X,O,O,X,O,X,X,X
ILZTSJO,O,O,O,O,X,X,X,X,X
ILZTSOJ,O,O,O,O,X,X,X,X,X
ILZTOJS,X,X,O,O,X,O,X,X,X
ILZTOSJ,X,O,O,O,X,X,X,X,O
ILZJTSO,O,O,O,X,X,O,X,X,X
ILZJTOS,X,O,O,X,X,O,X,X,X
ILZJSTO,O,O,O,X,X,O,X,X,X
ILZJSOT,O,O,O,X,X,O,X,X,X
ILZJOTS,X,X,O,X,X,O,X,X,X
ILZJOST,O,X,O,X,X,O,X,X,O
ILZSTJO,O,O,O,O,X,O,X,X,X
ILZSTOJ,O,O,O,O,X,O,X,X,O
ILZSJTO,O,O,O,O,X,O,X,X,O
ILZSJOT,O,O,O,X,X,O,X,X,O
ILZSOTJ,O,O,O,O,X,O,X,X,O
ILZSOJT,O,O,O,X,X,O,X,X,O
ILZOTJS,X,X,O,O,X,O,X,X,X
ILZOTSJ,X,X,O,O,X,X,X,X,O
ILZOJTS,X,X,O,X,X,O,X,X,X
ILZOJST,O,X,O,X,X,O,X,X,O
ILZOSTJ,O,X,O,O,X,O,X,X,O
ILZOSJT,O,X,O,X,X,O,X,X,O
ILOTJSZ,X,X,X,X,X,X,O,X,X
ILOTJZS,X,X,X,O,X,X,X,X,X
ILOTSJZ,X,X,X,O,X,X,O,X,X
ILOTSZJ,X,X,X,O,X,X,O,X,X
ILOTZJS,X,X,X,O,X,X,X,X,X
ILOTZSJ,X,X,X,O,X,X,O,X,O
ILOJTSZ,X,X,X,X,X,X,X,X,X
ILOJTZS,X,X,O,X,X,X,X,X,X
ILOJSTZ,X,X,X,X,X,X,X,X,X
ILOJSZT,X,X,O,X,X,X,X,X,X
ILOJZTS,X,X,O,X,X,X,X,X,X
ILOJZST,X,X,O,X,X,X,X,X,O
ILOSTJZ,X,X,X,O,X,X,O,X,X
ILOSTZJ,X,X,X,O,X,X,O,X,O
ILOSJTZ,X,X,X,O,X,X,X,X,O
ILOSJZT,X,X,X,O,X,X,X,X,O
ILOSZTJ,X,X,X,O,X,X,O,X,O
ILOSZJT,X,X,X,X,X,X,X,X,O
ILOZTJS,X,X,O,O,X,X,X,X,X
ILOZTSJ,X,X,O,O,X,X,X,X,O
ILOZJTS,X,X,O,X,X,X,X,X,X
ILOZJST,X,X,O,X,X,X,X,X,O
ILOZSTJ,X,X,O,O,X,X,X,X,O
ILOZSJT,X,X,O,X,X,X,X,X,O
IJTLSZO,O,O,O,X,O,O,X,X,X
IJTLSOZ,O,O,O,X,O,O,X,X,X
IJTLZSO,O,O,O,X,O,O,X,X,X
IJTLZOS,O,O,O,X,O,O,X,X,X
IJTLOSZ,O,O,X,X,O,X,X,X,X
IJTLOZS,O,O,O,X,O,X,X,X,X
IJTSLZO,O,O,O,X,O,O,X,X,X
IJTSLOZ,O,O,O,X,O,O,X,X,X
IJTSZLO,O,O,O,X,O,O,X,O,X
IJTSZOL,O,O,O,X,O,O,X,O,X
IJTSOLZ,O,O,O,X,O,O,X,X,X
IJTSOZL,O,O,O,X,O,O,X,X,X
IJTZLSO,O,O,O,X,O,O,X,X,X
IJTZLOS,O,O,O,X,O,O,X,X,X
IJTZSLO,O,O,O,X,O,O,X,O,X
IJTZSOL,O,O,O,X,O,O,X,O,X
IJTZOLS,O,O,O,X,O,O,X,X,X
IJTZOSL,O,O,O,X,O,O,X,O,X
IJTOLSZ,O,O,X,X,O,X,X,X,X
IJTOLZS,O,O,O,X,O,X,X,X,X
IJTOSLZ,O,O,O,X,O,X,X,X,X
IJTOSZL,O,O,O,X,O,O,X,X,X
IJTOZLS,O,O,O,X,O,O,X,X,X
IJTOZSL,O,O,O,X,O,O,X,O,X
IJLTSZO,O,O,O,X,O,O,X,X,X
IJLTSOZ,O,O,O,X,O,O,X,X,X
IJLTZSO,O,O,O,X,O,O,X,X,X
IJLTZOS,O,O,O,X,O,O,X,X,X
IJLTOSZ,O,O,X,X,O,X,X,X,X
IJLTOZS,O,O,O,X,O,X,X,X,X
IJLSTZO,O,O,O,X,O,O,X,X,X
IJLSTOZ,O,O,O,X,O,O,X,X,X
IJLSZTO,O,O,O,X,O,O,X,O,X
IJLSZOT,O,O,O,X,O,O,X,O,X
IJLSOTZ,X,X,O,X,O,O,X,X,X
IJLSOZT,O,O,O,X,O,O,X,X,X
IJLZTSO,O,O,O,X,O,O,X,X,X
IJLZTOS,O,O,O,X,X,O,X,X,X
IJLZSTO,O,O,O,X,X,O,X,O,X
IJLZSOT,O,O,O,X,X,O,X,O,X
IJLZOTS,X,X,O,X,X,O,X,X,X
IJLZOST,O,X,O,X,X,O,X,O,O
IJLOTSZ,O,X,X,X,O,X,X,X,X
IJLOTZS,O,X,O,X,O,X,X,X,X
IJLOSTZ,X,X,O,X,O,O,X,X,X
IJLOSZT,O,X,O,X,O,O,X,X,X
IJLOZTS,X,X,O,X,X,O,X,X,X
IJLOZST,O,X,O,X,X,O,X,O,O
IJSTLZO,O,O,O,X,O,O,X,X,X
IJSTLOZ,O,O,O,X,O,O,X,X,X
IJSTZLO,O,O,O,X,O,O,X,O,X
IJSTZOL,O,O,O,X,O,O,X,O,X
IJSTOLZ,O,O,O,X,O,O,X,X,X
IJSTOZL,O,O,O,X,O,O,X,X,X
