sequence,v115@8gA8IeB8DeC8AeB8DeG8AeG8Jei6IvhFUcBRdBzfBf?mBmiBFqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8Je//IvhFRbBUdBajBT?gBOmBFqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8Jei6IvhFUcBRdBFgBm?iBfqBzqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8Jex6IvhFVhBUdBajBm?fBfqBzqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8JeT6IvhFibBRdBFhBm?iBfqB0qB,v115@8gA8IeB8DeC8AeB8DeG8AeG8JeT6IvhFlbBRdB8kBX?hBmiBiqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8JeT6IvhFxbBViBajBm?gBfqB0qB,v115@8gA8IeB8DeC8AeB8DeG8AeG8JeT6IvhFRdB8kBmiB3?lBFmBiqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8JeT6IvhFUdBajBxgBf?qBmqBlqB
LTZSOIJ,O,O,X,O,O,O,O,X,O
LTZSOJI,O,O,X,O,O,O,O,X,O
LTZOIJS,X,X,X,O,O,O,X,X,X
LTZOISJ,X,O,X,O,X,X,O,X,O
LTZOJIS,O,O,X,O,O,O,X,X,X
LTZOJSI,O,O,X,O,X,O,X,X,X
LTZOSIJ,O,O,X,O,X,O,O,X,O
LTZOSJI,O,O,X,O,X,O,O,X,O
LTOIJSZ,O,O,X,X,O,X,O,X,X
LTOIJZS,O,O,X,O,O,X,X,X,X
LTOISJZ,O,O,X,O,O,X,O,X,X
LTOISZJ,O,O,X,O,X,X,O,X,X
LTOIZJS,X,X,X,O,O,X,X,X,X
LTOIZSJ,X,O,X,O,X,X,O,X,O
LTOJISZ,O,O,X,X,O,X,O,X,X
LTOJIZS,O,O,O,O,O,X,X,X,X
LTOJSIZ,O,O,X,O,O,X,O,X,X
LTOJSZI,O,O,X,O,X,X,O,X,X
LTOJZIS,O,O,O,O,O,X,X,X,X
LTOJZSI,O,O,X,O,X,X,X,X,X
LTOSIJZ,O,O,X,O,O,X,O,X,X
LTOSIZJ,O,O,X,O,X,X,O,X,O
LTOSJIZ,O,O,X,O,O,X,O,X,O
LTOSJZI,O,O,X,O,X,X,O,X,O
LTOSZIJ,O,O,X,O,X,X,O,X,O
LTOSZJI,O,O,X,O,X,X,O,X,O
LTOZIJS,X,X,O,O,O,X,X,X,X
LTOZISJ,X,O,O,O,X,X,O,X,O
LTOZJIS,O,O,O,O,O,X,X,X,X
LTOZJSI,O,O,X,O,X,X,X,X,X
LTOZSIJ,O,O,X,O,X,X,O,X,O
LTOZSJI,O,O,X,O,X,X,O,X,O
LITJSZO,O,O,X,X,X,X,X,X,X
LITJSOZ,O,O,X,X,X,X,O,X,X
LITJZSO,O,O,X,O,X,X,X,X,X
LITJZOS,O,O,X,O,X,X,X,X,X
LITJOSZ,O,O,X,X,X,X,O,X,X
LITJOZS,O,O,X,X,X,X,X,X,X
LITSJZO,O,O,X,O,X,X,X,X,X
LITSJOZ,O,O,X,O,X,X,O,X,X
LITSZJO,O,O,X,O,X,X,O,X,X
LITSZOJ,O,O,X,O,X,X,O,X,X
LITSOJZ,X,O,X,X,X,X,O,X,X
LITSOZJ,X,O,X,O,X,X,O,X,X
LITZJSO,X,X,X,O,X,X,X,X,X
LITZJOS,X,X,X,O,X,X,X,X,X
LITZSJO,X,O,X,O,X,X,X,X,X
LITZSOJ,X,O,X,O,X,X,O,X,X
LITZOJS,X,X,X,O,X,X,X,X,X
LITZOSJ,X,O,X,O,X,X,O,X,O
LITOJSZ,O,O,X,X,X,X,O,X,X
LITOJZS,O,O,X,O,X,X,X,X,X
LITOSJZ,O,O,X,O,X,X,O,X,X
LITOSZJ,O,O,X,O,X,X,O,X,X
LITOZJS,X,X,X,O,X,X,X,X,X
LITOZSJ,X,O,X,O,X,X,O,X,O
LIJTSZO,O,O,O,X,X,O,X,X,X
LIJTSOZ,O,O,O,X,X,O,X,X,X
LIJTZSO,O,O,O,X,X,O,X,X,X
LIJTZOS,O,O,O,X,X,O,X,X,X
LIJTOSZ,O,O,X,X,X,X,X,X,X
LIJTOZS,O,O,O,X,X,X,X,X,X
LIJSTZO,O,O,O,X,X,O,X,X,X
LIJSTOZ,O,O,O,X,X,O,X,X,X
LIJSZTO,O,O,O,X,X,O,X,X,X
LIJSZOT,O,O,O,X,X,O,X,X,X
LIJSOTZ,X,X,O,X,X,O,X,X,X
LIJSOZT,O,O,O,X,X,O,X,X,X
LIJZTSO,O,O,O,X,X,O,X,X,X
LIJZTOS,O,O,O,X,X,O,X,X,X
LIJZSTO,O,O,O,X,X,O,X,X,X
LIJZSOT,O,O,O,X,X,O,X,X,X
LIJZOTS,X,X,O,X,X,O,X,X,X
LIJZOST,O,X,O,X,X,O,X,X,O
LIJOTSZ,O,X,X,X,X,X,X,X,X
LIJOTZS,O,X,O,X,X,X,X,X,X
LIJOSTZ,X,X,O,X,X,O,X,X,X
LIJOSZT,O,X,O,X,X,O,X,X,X
LIJOZTS,X,X,O,X,X,O,X,X,X
LIJOZST,O,X,O,X,X,O,X,X,O
LISTJZO,X,O,O,O,X,O,X,X,X
LISTJOZ,X,O,O,O,X,O,O,X,X
LISTZJO,X,O,O,O,X,O,O,X,X
LISTZOJ,X,O,O,O,X,O,O,X,O
LISTOJZ,X,O,X,X,X,X,O,X,X
LISTOZJ,X,O,X,O,X,O,O,X,O
LISJTZO,O,O,O,O,X,O,X,X,O
LISJTOZ,X,O,O,O,X,O,X,X,O
LISJZTO,O,O,O,O,X,O,X,X,O
LISJZOT,O,O,O,X,X,O,X,X,O
LISJOTZ,X,X,O,O,X,O,X,X,O
LISJOZT,O,O,O,O,X,O,X,X,O
LISZTJO,O,O,O,O,X,O,O,X,X
LISZTOJ,O,O,O,O,X,O,O,X,O
LISZJTO,O,O,O,O,X,O,X,X,O
LISZJOT,O,O,O,X,X,O,X,X,O
LISZOTJ,O,O,O,O,X,O,O,X,O
LISZOJT,O,O,O,X,X,O,X,X,O
LISOTJZ,X,X,X,O,X,X,O,X,X
LISOTZJ,X,O,X,O,X,O,O,X,O
LISOJTZ,X,X,O,O,X,X,X,X,O
LISOJZT,X,X,O,O,X,X,X,X,O
LISOZTJ,X,O,O,O,X,O,O,X,O
LISOZJT,X,O,O,X,X,O,X,X,O
LIZTJSO,O,X,O,O,X,O,X,X,X
LIZTJOS,X,X,O,O,X,O,X,X,X
LIZTSJO,O,O,O,O,X,X,X,X,X
LIZTSOJ,O,O,O,O,X,X,X,X,X
LIZTOJS,X,X,O,O,X,O,X,X,X
LIZTOSJ,X,O,O,O,X,X,X,X,O
LIZJTSO,O,O,O,X,X,O,X,X,X
LIZJTOS,X,O,O,X,X,O,X,X,X
LIZJSTO,O,O,O,X,X,O,X,X,X
LIZJSOT,O,O,O,X,X,O,X,X,X
LIZJOTS,X,X,O,X,X,O,X,X,X
LIZJOST,O,X,O,X,X,O,X,X,O
LIZSTJO,O,O,O,O,X,O,X,X,X
LIZSTOJ,O,O,O,O,X,O,X,X,O
LIZSJTO,O,O,O,O,X,O,X,X,O
LIZSJOT,O,O,O,X,X,O,X,X,O
LIZSOTJ,O,O,O,O,X,O,X,X,O
LIZSOJT,O,O,O,X,X,O,X,X,O
LIZOTJS,X,X,O,O,X,O,X,X,X
LIZOTSJ,X,X,O,O,X,X,X,X,O
LIZOJTS,X,X,O,X,X,O,X,X,X
LIZOJST,O,X,O,X,X,O,X,X,O
LIZOSTJ,O,X,O,O,X,O,X,X,O
LIZOSJT,O,X,O,X,X,O,X,X,O
LIOTJSZ,X,X,X,X,X,X,O,X,X
LIOTJZS,X,X,X,O,X,X,X,X,X
LIOTSJZ,X,X,X,O,X,X,O,X,X
LIOTSZJ,X,X,X,O,X,X,O,X,X
LIOTZJS,X,X,X,O,X,X,X,X,X
LIOTZSJ,X,X,X,O,X,X,O,X,O
LIOJTSZ,X,X,X,X,X,X,X,X,X
LIOJTZS,X,X,O,X,X,X,X,X,X
LIOJSTZ,X,X,X,X,X,X,X,X,X
LIOJSZT,X,X,O,X,X,X,X,X,X
LIOJZTS,X,X,O,X,X,X,X,X,X
LIOJZST,X,X,O,X,X,X,X,X,O
LIOSTJZ,X,X,X,O,X,X,O,X,X
LIOSTZJ,X,X,X,O,X,X,O,X,O
LIOSJTZ,X,X,X,O,X,X,X,X,O
LIOSJZT,X,X,X,O,X,X,X,X,O
LIOSZTJ,X,X,X,O,X,X,O,X,O
LIOSZJT,X,X,X,X,X,X,X,X,O
LIOZTJS,X,X,O,O,X,X,X,X,X
LIOZTSJ,X,X,O,O,X,X,X,X,O
LIOZJTS,X,X,O,X,X,X,X,X,X
LIOZJST,X,X,O,X,X,X,X,X,O
LIOZSTJ,X,X,O,O,X,X,X,X,O
LIOZSJT,X,X,O,X,X,X,X,X,O
LJTISZO,O,O,O,X,O,O,X,X,X
LJTISOZ,O,O,O,X,O,O,O,X,X
LJTIZSO,O,O,O,O,O,O,X,X,X
LJTIZOS,O,O,O,O,O,O,X,X,X
LJTIOSZ,O,O,X,X,O,X,O,X,X
LJTIOZS,O,O,O,X,O,X,X,X,X
LJTSIZO,O,O,O,O,O,O,X,X,X
LJTSIOZ,O,O,O,O,O,O,O,X,X
LJTSZIO,O,O,O,O,O,O,O,X,X
LJTSZOI,O,O,O,O,O,O,O,X,X
LJTSOIZ,O,O,O,O,O,O,O,X,X
LJTSOZI,O,O,O,O,O,O,O,X,X
LJTZISO,O,O,O,O,O,O,X,X,X
LJTZIOS,O,O,O,O,O,O,X,X,X
LJTZSIO,O,O,X,O,O,O,X,X,X
LJTZSOI,O,O,X,O,O,O,X,X,X
LJTZOIS,O,O,X,O,O,O,X,X,X
LJTZOSI,O,O,X,O,X,O,X,X,X
LJTOISZ,O,O,X,X,O,X,O,X,X
LJTOIZS,O,O,O,O,O,X,X,X,X
LJTOSIZ,O,O,X,O,O,X,O,X,X
LJTOSZI,O,O,X,O,X,X,O,X,X
LJTOZIS,O,O,O,O,O,X,X,X,X
LJTOZSI,O,O,X,O,X,X,X,X,X
LJITSZO,O,O,O,X,O,O,X,X,X
LJITSOZ,O,O,O,X,O,O,X,X,X
LJITZSO,O,O,O,X,O,O,X,X,X
LJITZOS,O,O,O,X,O,O,X,X,X
LJITOSZ,O,O,X,X,O,X,X,X,X
LJITOZS,O,O,O,X,O,X,X,X,X
LJISTZO,O,O,O,X,O,O,X,X,X
LJISTOZ,O,O,O,X,O,O,X,X,X
LJISZTO,O,O,O,X,O,O,X,O,X
LJISZOT,O,O,O,X,O,O,X,O,X
LJISOTZ,X,X,O,X,O,O,X,X,X
LJISOZT,O,O,O,X,O,O,X,X,X
LJIZTSO,O,O,O,X,O,O,X,X,X
LJIZTOS,O,O,O,X,X,O,X,X,X
LJIZSTO,O,O,O,X,X,O,X,O,X
LJIZSOT,O,O,O,X,X,O,X,O,X
LJIZOTS,X,X,O,X,X,O,X,X,X
LJIZOST,O,X,O,X,X,O,X,O,O
LJIOTSZ,O,X,X,X,O,X,X,X,X
LJIOTZS,O,X,O,X,O,X,X,X,X
LJIOSTZ,X,X,O,X,O,O,X,X,X
LJIOSZT,O,X,O,X,O,O,X,X,X
LJIOZTS,X,X,O,X,X,O,X,X,X
LJIOZST,O,X,O,X,X,O,X,O,O
LJSTIZO,O,O,O,O,O,O,X,X,O
LJSTIOZ,O,O,O,O,O,O,O,X,O
LJSTZIO,O,O,O,O,O,O,O,X,O
LJSTZOI,O,O,O,O,O,O,O,X,O
LJSTOIZ,O,O,O,O,O,O,O,X,O
LJSTOZI,O,O,O,O,O,O,O,X,O
LJSITZO,O,O,O,O,O,O,X,X,O
LJSITOZ,O,O,O,O,O,O,X,X,O
LJSIZTO,O,O,O,O,O,O,X,O,O
LJSIZOT,O,O,O,X,O,O,X,O,O
LJSIOTZ,X,X,O,O,O,O,X,X,O
LJSIOZT,O,O,O,O,O,O,X,X,O
LJSZTIO,O,O,O,O,O,O,O,O,O
LJSZTOI,O,O,O,O,O,O,O,O,O
LJSZITO,O,O,O,O,O,O,X,O,O
LJSZIOT,O,O,O,X,O,O,X,O,O
LJSZOTI,X,O,O,O,O,O,O,O,O
LJSZOIT,O,O,O,O,O,O,X,O,O
LJSOTIZ,X,O,O,O,O,O,O,X,O
LJSOTZI,X,O,O,O,O,O,O,X,O
LJSOITZ,X,X,O,O,O,O,X,X,O
LJSOIZT,O,O,O,O,O,O,X,X,O
LJSOZTI,X,O,O,O,O,O,O,X,O
LJSOZIT,O,O,O,O,O,O,X,X,O
LJZTISO,O,O,O,O,O,O,X,X,X
LJZTIOS,O,O,O,O,X,O,X,X,X
LJZTSIO,O,O,X,O,O,O,X,X,X
LJZTSOI,O,O,X,O,O,O,X,X,X
LJZTOIS,O,O,X,O,X,O,X,X,X
LJZTOSI,O,O,X,O,X,O,X,X,X
LJZITSO,O,O,O,X,O,O,X,X,X
LJZITOS,O,O,O,X,X,O,X,X,X
LJZISTO,O,O,O,X,X,O,X,O,X
LJZISOT,O,O,O,X,X,O,X,O,X
LJZIOTS,X,X,O,X,X,O,X,X,X
LJZIOST,O,X,O,X,X,O,X,O,O
LJZSTIO,O,O,O,O,X,O,X,O,O
LJZSTOI,O,O,O,O,X,O,X,O,O
LJZSITO,O,O,O,O,X,O,X,O,O
LJZSIOT,O,O,O,X,X,O,X,O,O
LJZSOTI,X,O,O,O,X,O,X,O,O
LJZSOIT,O,O,O,X,X,O,X,O,O
LJZOTIS,X,O,O,O,X,O,X,X,X
LJZOTSI,X,O,X,O,X,O,X,X,X
LJZOITS,X,X,O,X,X,O,X,X,X
LJZOIST,O,X,O,X,X,O,X,O,O
LJZOSTI,X,O,O,O,X,O,X,O,O
LJZOSIT,X,O,O,X,X,O,X,O,O
LJOTISZ,O,O,X,X,O,X,O,X,X
LJOTIZS,O,O,O,O,O,X,X,X,X
LJOTSIZ,O,O,X,O,O,X,O,X,X
LJOTSZI,O,O,X,O,X,X,O,X,X
LJOTZIS,O,O,O,O,O,X,X,X,X
LJOTZSI,O,O,X,O,X,X,X,X,X
LJOITSZ,O,X,X,X,O,X,X,X,X
LJOITZS,O,X,O,X,O,X,X,X,X
LJOISTZ,X,X,O,X,O,O,X,X,X
LJOISZT,O,X,O,X,O,O,X,X,X
LJOIZTS,X,X,O,X,X,O,X,X,X
LJOIZST,O,X,O,X,X,O,X,O,O
LJOSTIZ,X,O,O,O,O,O,O,X,O
LJOSTZI,X,O,O,O,O,O,O,X,O
LJOSITZ,X,X,O,O,O,O,X,X,O
LJOSIZT,O,O,O,O,O,O,X,X,O
LJOSZTI,X,O,O,O,O,O,O,X,O
LJOSZIT,O,O,O,O,O,O,X,X,O
LJOZTIS,X,O,O,O,X,O,X,X,X
LJOZTSI,X,O,X,O,X,O,X,X,X
LJOZITS,X,X,O,X,X,O,X,X,X
LJOZIST,O,X,O,X,X,O,X,O,O
LJOZSTI,X,O,O,O,X,O,X,O,O
LJOZSIT,X,O,O,X,X,O,X,O,O
LSTIJZO,O,O,O,O,O,O,X,X,X
LSTIJOZ,O,O,O,O,O,O,O,X,X
LSTIZJO,O,O,O,O,X,O,O,X,X
LSTIZOJ,O,O,O,O,O,O,O,X,O
LSTIOJZ,X,O,X,X,O,X,O,X,X
LSTIOZJ,X,O,X,O,O,O,O,X,O
LSTJIZO,O,O,O,O,O,O,X,X,O
LSTJIOZ,O,O,O,O,O,O,O,X,O
LSTJZIO,O,O,O,O,O,O,O,X,O
LSTJZOI,O,O,O,O,O,O,O,X,O
LSTJOIZ,O,O,O,O,O,O,O,X,O
LSTJOZI,O,O,O,O,O,O,O,X,O
LSTZIJO,O,O,O,O,X,O,O,X,X
LSTZIOJ,O,O,O,O,O,O,O,X,O
LSTZJIO,O,O,O,O,O,O,O,X,O
LSTZJOI,O,O,O,O,O,O,O,X,O
LSTZOIJ,O,O,O,O,O,O,O,X,O
LSTZOJI,O,O,O,O,O,O,O,X,O
LSTOIJZ,O,O,X,O,O,X,O,X,X
LSTOIZJ,O,O,X,O,O,O,O,X,O
LSTOJIZ,O,O,O,O,O,O,O,X,O
LSTOJZI,O,O,O,O,O,O,O,X,O
LSTOZIJ,O,O,O,O,O,O,O,X,O
LSTOZJI,O,O,O,O,O,O,O,X,O
LSITJZO,X,O,O,O,X,O,X,X,X
LSITJOZ,X,O,O,O,X,O,O,X,X
LSITZJO,X,O,O,O,X,O,O,X,X
LSITZOJ,X,O,O,O,X,O,O,X,O
LSITOJZ,X,O,X,X,X,X,O,X,X
LSITOZJ,X,O,X,O,X,O,O,X,O
LSIJTZO,O,O,O,O,X,O,X,X,O
LSIJTOZ,X,O,O,O,X,O,X,X,O
LSIJZTO,O,O,O,O,X,O,X,X,O
LSIJZOT,O,O,O,X,X,O,X,X,O
LSIJOTZ,X,X,O,O,X,O,X,X,O
LSIJOZT,O,O,O,O,X,O,X,X,O
LSIZTJO,O,O,O,O,X,O,O,X,X
LSIZTOJ,O,O,O,O,X,O,O,X,O
LSIZJTO,O,O,O,O,X,O,X,X,O
LSIZJOT,O,O,O,X,X,O,X,X,O
LSIZOTJ,O,O,O,O,X,O,O,X,O
LSIZOJT,O,O,O,X,X,O,X,X,O
LSIOTJZ,X,X,X,O,X,X,O,X,X
LSIOTZJ,X,O,X,O,X,O,O,X,O
LSIOJTZ,X,X,O,O,X,X,X,X,O
LSIOJZT,X,X,O,O,X,X,X,X,O
LSIOZTJ,X,O,O,O,X,O,O,X,O
LSIOZJT,X,O,O,X,X,O,X,X,O
LSJTIZO,O,O,O,O,O,O,X,X,O
LSJTIOZ,O,O,O,O,O,O,O,X,O
LSJTZIO,O,O,O,O,O,O,O,X,O
LSJTZOI,O,O,O,O,O,O,O,X,O
LSJTOIZ,O,O,O,O,O,O,O,X,O
LSJTOZI,O,O,O,O,O,O,O,X,O
LSJITZO,O,O,O,O,O,O,X,X,O
LSJITOZ,O,O,O,O,O,O,X,X,O
LSJIZTO,O,O,O,O,O,O,X,O,O
LSJIZOT,O,O,O,X,O,O,X,O,O
LSJIOTZ,X,X,O,O,O,O,X,X,O
LSJIOZT,O,O,O,O,O,O,X,X,O
LSJZTIO,O,O,O,O,O,O,O,O,O
LSJZTOI,O,O,O,O,O,O,O,O,O
LSJZITO,O,O,O,O,O,O,X,O,O
LSJZIOT,O,O,O,X,O,O,X,O,O
LSJZOTI,X,O,O,O,O,O,O,O,O
LSJZOIT,O,O,O,O,O,O,X,O,O
LSJOTIZ,X,O,O,O,O,O,O,X,O
LSJOTZI,X,O,O,O,O,O,O,X,O
LSJOITZ,X,X,O,O,O,O,X,X,O
LSJOIZT,O,O,O,O,O,O,X,X,O
LSJOZTI,X,O,O,O,O,O,O,X,O
LSJOZIT,O,O,O,O,O,O,X,X,O
LSZTIJO,O,O,O,O,O,O,O,X,X
LSZTIOJ,O,O,O,O,O,O,O,X,O
LSZTJIO,O,O,O,O,O,O,O,X,O
LSZTJOI,O,O,O,O,O,O,O,X,O
LSZTOIJ,O,O,O,O,O,O,O,X,O
LSZTOJI,O,O,O,O,O,O,O,X,O
LSZITJO,O,O,O,O,X,O,O,X,X
LSZITOJ,O,O,O,O,X,O,O,X,O
LSZIJTO,O,O,O,O,O,O,X,X,O
LSZIJOT,O,O,O,X,O,O,X,X,O
LSZIOTJ,O,O,O,O,X,O,O,X,O
LSZIOJT,O,O,O,X,O,O,X,X,O
LSZJTIO,O,O,O,O,O,O,O,O,O
LSZJTOI,O,O,O,O,O,O,O,O,O
LSZJITO,O,O,O,O,O,O,O,O,O
LSZJIOT,O,O,O,X,O,O,O,O,O
LSZJOTI,X,O,O,O,O,O,O,O,O
LSZJOIT,O,O,O,O,O,O,O,O,O
LSZOTIJ,X,O,O,O,O,O,O,X,O
LSZOTJI,X,O,O,O,O,O,O,X,O
LSZOITJ,O,O,O,O,X,O,O,X,O
LSZOIJT,O,O,O,X,O,O,X,X,O
LSZOJTI,X,O,O,O,O,O,O,O,O
LSZOJIT,O,O,O,O,O,O,O,O,O
LSOTIJZ,X,O,O,O,O,X,O,X,X
LSOTIZJ,X,O,O,O,O,O,O,X,O
LSOTJIZ,X,O,O,O,O,O,O,X,O
LSOTJZI,X,O,O,O,O,O,O,X,O
LSOTZIJ,X,O,O,O,O,O,O,X,O
LSOTZJI,X,O,O,O,O,O,O,X,O
LSOITJZ,X,X,X,O,X,X,O,X,X
LSOITZJ,X,O,X,O,X,O,O,X,O
LSOIJTZ,X,X,O,O,X,X,X,X,O
LSOIJZT,X,X,O,O,X,X,X,X,O
LSOIZTJ,X,O,O,O,X,O,O,X,O
LSOIZJT,X,O,O,X,X,O,X,X,O
LSOJTIZ,X,O,O,O,O,O,O,X,O
LSOJTZI,X,O,O,O,O,O,O,X,O
LSOJITZ,X,X,O,O,O,O,X,X,O
LSOJIZT,O,O,O,O,O,O,X,X,O
LSOJZTI,X,O,O,O,O,O,O,X,O
LSOJZIT,O,O,O,O,O,O,X,X,O
LSOZTIJ,X,O,O,O,O,O,O,X,O
LSOZTJI,X,O,O,O,O,O,O,X,O
LSOZITJ,O,O,O,O,X,O,O,X,O
LSOZIJT,O,O,O,X,O,O,X,X,O
LSOZJTI,X,O,O,O,O,O,O,X,O
LSOZJIT,O,O,O,O,O,O,O,X,O
LZTIJSO,O,X,O,O,X,O,X,X,X
LZTIJOS,X,X,O,O,X,O,X,X,X
LZTISJO,O,O,O,O,O,X,X,X,X
LZTISOJ,O,O,O,O,O,X,O,X,X
LZTIOJS,X,X,O,O,X,O,X,X,X
LZTIOSJ,X,O,O,O,X,X,O,X,O
LZTJISO,O,O,O,O,O,O,X,X,X
LZTJIOS,O,O,O,O,X,O,X,X,X
LZTJSIO,O,O,X,O,O,O,X,X,X
LZTJSOI,O,O,X,O,O,O,X,X,X
LZTJOIS,O,O,X,O,X,O,X,X,X
LZTJOSI,O,O,X,O,X,O,X,X,X
LZTSIJO,O,O,X,O,O,O,O,X,X
LZTSIOJ,O,O,X,O,O,O,O,X,O
LZTSJIO,O,O,X,O,O,O,O,X,O
LZTSJOI,O,O,X,O,O,O,O,X,O
LZTSOIJ,O,O,X,O,O,O,O,X,O
LZTSOJI,O,O,X,O,O,O,O,X,O
LZTOIJS,X,X,X,O,X,O,X,X,X
LZTOISJ,X,O,X,O,X,X,O,X,O
LZTOJIS,O,O,X,O,X,O,X,X,X
LZTOJSI,O,O,X,O,X,O,X,X,X
LZTOSIJ,O,O,X,O,X,O,O,X,O
LZTOSJI,O,O,X,O,X,O,O,X,O
LZITJSO,O,X,O,O,X,O,X,X,X
LZITJOS,X,X,O,O,X,O,X,X,X
LZITSJO,O,O,O,O,X,X,X,X,X
LZITSOJ,O,O,O,O,X,X,X,X,X
LZITOJS,X,X,O,O,X,O,X,X,X
LZITOSJ,X,O,O,O,X,X,X,X,O
LZIJTSO,O,O,O,X,X,O,X,X,X
LZIJTOS,X,O,O,X,X,O,X,X,X
LZIJSTO,O,O,O,X,X,O,X,X,X
LZIJSOT,O,O,O,X,X,O,X,X,X
LZIJOTS,X,X,O,X,X,O,X,X,X
LZIJOST,O,X,O,X,X,O,X,X,O
LZISTJO,O,O,O,O,X,O,X,X,X
LZISTOJ,O,O,O,O,X,O,X,X,O
LZISJTO,O,O,O,O,X,O,X,X,O
LZISJOT,O,O,O,X,X,O,X,X,O
LZISOTJ,O,O,O,O,X,O,X,X,O
LZISOJT,O,O,O,X,X,O,X,X,O
LZIOTJS,X,X,O,O,X,O,X,X,X
LZIOTSJ,X,X,O,O,X,X,X,X,O
LZIOJTS,X,X,O,X,X,O,X,X,X
LZIOJST,O,X,O,X,X,O,X,X,O
LZIOSTJ,O,X,O,O,X,O,X,X,O
LZIOSJT,O,X,O,X,X,O,X,X,O
LZJTISO,O,O,O,O,O,O,X,X,X
LZJTIOS,O,O,O,O,X,O,X,X,X
LZJTSIO,O,O,X,O,O,O,X,X,X
LZJTSOI,O,O,X,O,O,O,X,X,X
LZJTOIS,O,O,X,O,X,O,X,X,X
LZJTOSI,O,O,X,O,X,O,X,X,X
LZJITSO,O,O,O,X,O,O,X,X,X
LZJITOS,O,O,O,X,X,O,X,X,X
LZJISTO,O,O,O,X,X,O,X,O,X
LZJISOT,O,O,O,X,X,O,X,O,X
LZJIOTS,X,X,O,X,X,O,X,X,X
LZJIOST,O,X,O,X,X,O,X,O,O
LZJSTIO,O,O,O,O,X,O,X,O,O
LZJSTOI,O,O,O,O,X,O,X,O,O
LZJSITO,O,O,O,O,X,O,X,O,O
LZJSIOT,O,O,O,X,X,O,X,O,O
LZJSOTI,X,O,O,O,X,O,X,O,O
LZJSOIT,O,O,O,X,X,O,X,O,O
LZJOTIS,X,O,O,O,X,O,X,X,X
LZJOTSI,X,O,X,O,X,O,X,X,X
LZJOITS,X,X,O,X,X,O,X,X,X
LZJOIST,O,X,O,X,X,O,X,O,O
LZJOSTI,X,O,O,O,X,O,X,O,O
LZJOSIT,X,O,O,X,X,O,X,O,O
LZSTIJO,O,O,O,O,X,O,O,X,X
LZSTIOJ,O,O,O,O,X,O,O,X,O
LZSTJIO,O,O,O,O,X,O,O,X,O
LZSTJOI,O,O,O,O,X,O,O,X,O
LZSTOIJ,O,O,O,O,X,O,O,X,O
LZSTOJI,O,O,O,O,X,O,O,X,O
LZSITJO,O,O,O,O,X,O,O,X,X
LZSITOJ,O,O,O,O,X,O,O,X,O
LZSIJTO,O,O,O,O,X,O,X,X,O
LZSIJOT,O,O,O,X,X,O,X,X,O
LZSIOTJ,O,O,O,O,X,O,O,X,O
LZSIOJT,O,O,O,X,X,O,X,X,O
LZSJTIO,O,O,O,O,X,O,O,O,O
LZSJTOI,O,O,O,O,X,O,O,O,O
LZSJITO,O,O,O,O,X,O,X,O,O
LZSJIOT,O,O,O,X,X,O,X,O,O
LZSJOTI,X,O,O,O,X,O,O,O,O
LZSJOIT,O,O,O,O,X,O,X,O,O
LZSOTIJ,X,O,O,O,X,O,O,X,O
LZSOTJI,X,O,O,O,X,O,O,X,O
LZSOITJ,O,O,O,O,X,O,O,X,O
LZSOIJT,O,O,O,X,X,O,X,X,O
LZSOJTI,X,O,O,O,X,O,O,O,O
LZSOJIT,O,O,O,O,X,O,X,O,O
LZOTIJS,X,X,O,O,X,O,X,X,X
LZOTISJ,X,O,O,O,X,X,O,X,O
LZOTJIS,X,X,O,O,X,O,X,X,X
LZOTJSI,X,O,X,O,X,O,X,X,X
LZOTSIJ,X,O,X,O,X,O,O,X,O
LZOTSJI,X,O,X,O,X,O,O,X,O
LZOITJS,X,X,O,O,X,O,X,X,X
LZOITSJ,X,X,O,O,X,X,X,X,O
LZOIJTS,X,X,O,X,X,O,X,X,X
LZOIJST,O,X,O,X,X,O,X,X,O
LZOISTJ,O,X,O,O,X,O,X,X,O
LZOISJT,O,X,O,X,X,O,X,X,O
LZOJTIS,X,O,O,O,X,O,X,X,X
LZOJTSI,X,O,X,O,X,O,X,X,X
LZOJITS,X,X,O,X,X,O,X,X,X
LZOJIST,O,X,O,X,X,O,X,O,O
LZOJSTI,X,O,O,O,X,O,X,O,O
LZOJSIT,X,O,O,X,X,O,X,O,O
LZOSTIJ,X,O,O,O,X,O,O,X,O
LZOSTJI,X,O,O,O,X,O,O,X,O
LZOSITJ,X,O,O,O,X,O,O,X,O
LZOSIJT,X,O,O,X,X,O,X,X,O
LZOSJTI,X,O,O,O,X,O,O,O,O
LZOSJIT,X,O,O,O,X,O,X,O,O
LOTIJSZ,O,O,X,X,O,X,O,X,X
LOTIJZS,O,O,X,O,O,X,X,X,X
LOTISJZ,O,O,X,O,O,X,O,X,X
LOTISZJ,O,O,X,O,X,X,O,X,X
LOTIZJS,X,X,X,O,O,X,X,X,X
LOTIZSJ,X,O,X,O,X,X,O,X,O
LOTJISZ,O,O,X,X,O,X,O,X,X
