sequence,v115@zgA8IeA8IeA8AeC8DeF8DeH8AeB8JeR7IvhF3cBGeB?CgB8mBziBlsB,v115@zgA8IeA8IeA8AeC8DeF8DeH8AeB8Jeu/IvhF3bBRdB?cjB6mBTiBlsB,v115@zgA8IeA8IeA8AeC8DeF8DeH8AeB8JeR7IvhF3cBGeB?CgBliBzmB8sB,v115@zgA8IeA8IeA8AeC8DeF8DeH8AeB8Jeu/IvhF3bB1hB?xdBCjBzmB8sB,v115@zgA8IeA8IeA8AeC8DeF8DeH8AeB8JeR7IvhFGdBTeB?CgBlhBXnB8sB,v115@zgA8IeA8IeA8AeC8DeF8DeH8AeB8JeR7IvhFFdBTeB?CgB0hBfoBGsB,v115@zgA8IeA8IeA8AeC8DeF8DeH8AeB8Jeu/IvhF1gBxcB?TeBCiBXnB8sB,v115@zgA8IeA8IeA8AeC8DeF8DeH8AeB8JeR7IvhFTeBCgB?foBUnBlmBGsB,v115@zgA8IeA8IeA8AeC8DeF8DeH8AeB8Jeu/IvhF3bBTeB?xhBCnB8sBFsB
SIZLOTJ,O,X,O,X,X,O,X,O,O
SIZLOJT,O,O,O,X,X,O,X,O,O
SIZJTLO,O,O,O,O,X,X,X,X,X
SIZJTOL,O,O,O,O,X,O,X,X,O
SIZJLTO,O,O,O,O,X,X,X,X,O
SIZJLOT,O,O,O,X,X,X,X,X,O
SIZJOTL,O,O,O,O,X,O,X,X,O
SIZJOLT,O,O,O,X,X,X,X,X,O
SIZOTLJ,O,X,O,O,X,O,X,X,X
SIZOTJL,O,X,O,O,X,O,X,X,O
SIZOLTJ,X,X,O,X,X,O,X,O,O
SIZOLJT,X,X,O,X,X,O,X,O,O
SIZOJTL,O,O,O,O,X,O,X,X,O
SIZOJLT,O,O,O,X,X,X,X,X,O
SIOTLJZ,X,X,X,O,X,O,X,X,X
SIOTLZJ,X,X,X,X,X,O,X,X,X
SIOTJLZ,X,X,O,O,X,X,X,X,X
SIOTJZL,X,X,O,O,X,X,X,X,O
SIOTZLJ,X,X,O,O,X,X,X,X,X
SIOTZJL,X,X,O,O,X,X,X,X,X
SIOLTJZ,X,X,O,X,X,O,X,X,X
SIOLTZJ,X,X,O,X,X,O,X,O,X
SIOLJTZ,X,X,O,X,X,O,X,X,X
SIOLJZT,X,X,O,X,X,O,X,O,O
SIOLZTJ,X,X,O,X,X,O,X,O,X
SIOLZJT,X,X,O,X,X,O,X,O,X
SIOJTLZ,X,X,O,O,X,O,X,X,X
SIOJTZL,X,X,O,O,X,X,X,X,O
SIOJLTZ,X,X,O,X,X,O,X,X,X
SIOJLZT,O,X,O,X,X,O,X,X,O
SIOJZTL,O,X,O,O,X,O,X,X,O
SIOJZLT,O,X,O,X,X,O,X,X,O
SIOZTLJ,O,X,O,O,X,O,X,X,X
SIOZTJL,O,X,O,O,X,O,X,X,O
SIOZLTJ,X,X,O,X,X,O,X,O,O
SIOZLJT,X,X,O,X,X,O,X,O,O
SIOZJTL,O,X,O,O,X,O,X,X,O
SIOZJLT,O,X,O,X,X,X,X,X,O
SLTIJZO,O,O,O,O,O,O,X,X,X
SLTIJOZ,O,O,O,O,O,O,X,X,X
SLTIZJO,O,O,O,X,O,O,X,O,X
SLTIZOJ,O,O,O,X,O,O,X,O,X
SLTIOJZ,O,O,O,X,O,O,X,X,X
SLTIOZJ,O,O,O,X,O,O,X,O,X
SLTJIZO,O,O,O,O,O,O,X,X,X
SLTJIOZ,O,O,O,O,O,O,X,X,X
SLTJZIO,O,O,X,O,O,O,X,X,X
SLTJZOI,O,O,X,O,O,O,X,X,X
SLTJOIZ,O,O,X,O,O,O,X,X,X
SLTJOZI,O,O,X,O,X,O,X,X,X
SLTZIJO,O,O,O,O,O,O,X,O,X
SLTZIOJ,O,O,O,O,O,O,X,O,X
SLTZJIO,O,O,O,O,O,O,X,O,X
SLTZJOI,O,O,O,O,O,O,X,O,X
SLTZOIJ,O,O,O,O,O,O,X,O,X
SLTZOJI,O,O,O,O,O,O,X,O,X
SLTOIJZ,O,O,O,O,O,O,X,X,X
SLTOIZJ,O,O,O,X,O,O,X,O,X
SLTOJIZ,O,O,O,O,O,O,X,X,X
SLTOJZI,O,O,X,O,X,O,X,X,X
SLTOZIJ,O,O,O,O,O,O,X,O,X
SLTOZJI,O,O,O,O,O,O,X,O,X
SLITJZO,O,O,O,X,O,O,X,X,X
SLITJOZ,O,O,O,X,O,O,X,X,X
SLITZJO,O,O,O,X,O,O,X,O,X
SLITZOJ,O,O,O,X,O,O,X,O,X
SLITOJZ,O,O,O,X,O,O,X,X,X
SLITOZJ,O,O,O,X,O,O,X,O,X
SLIJTZO,O,O,O,X,O,O,X,X,X
SLIJTOZ,O,O,O,X,X,O,X,X,X
SLIJZTO,O,O,O,X,X,O,X,O,X
SLIJZOT,O,O,O,X,X,O,X,O,X
SLIJOTZ,X,X,O,X,X,O,X,X,X
SLIJOZT,O,X,O,X,X,O,X,O,O
SLIZTJO,O,O,O,X,O,O,X,O,X
SLIZTOJ,O,O,O,X,O,O,X,O,X
SLIZJTO,O,O,O,X,O,O,X,O,X
SLIZJOT,O,O,O,X,O,O,X,O,X
SLIZOTJ,O,X,O,X,O,O,X,O,X
SLIZOJT,O,O,O,X,O,O,X,O,X
SLIOTJZ,X,X,O,X,O,O,X,X,X
SLIOTZJ,X,X,O,X,O,O,X,O,X
SLIOJTZ,X,X,O,X,X,O,X,X,X
SLIOJZT,O,X,O,X,X,O,X,O,O
SLIOZTJ,O,X,O,X,O,O,X,O,X
SLIOZJT,O,X,O,X,O,O,X,O,X
SLJTIZO,O,O,O,O,O,O,X,X,X
SLJTIOZ,O,O,O,O,X,O,X,X,X
SLJTZIO,O,O,X,O,O,O,X,X,X
SLJTZOI,O,O,X,O,O,O,X,X,X
SLJTOIZ,O,O,X,O,X,O,X,X,X
SLJTOZI,O,O,X,O,X,O,X,X,X
SLJITZO,O,O,O,X,O,O,X,X,X
SLJITOZ,O,O,O,X,X,O,X,X,X
SLJIZTO,O,O,O,X,X,O,X,O,X
SLJIZOT,O,O,O,X,X,O,X,O,X
SLJIOTZ,X,X,O,X,X,O,X,X,X
SLJIOZT,O,X,O,X,X,O,X,O,O
SLJZTIO,O,O,O,O,X,O,X,O,O
SLJZTOI,O,O,O,O,X,O,X,O,O
SLJZITO,O,O,O,O,X,O,X,O,O
SLJZIOT,O,O,O,X,X,O,X,O,O
SLJZOTI,X,O,O,O,X,O,X,O,O
SLJZOIT,O,O,O,X,X,O,X,O,O
SLJOTIZ,X,O,O,O,X,O,X,X,X
SLJOTZI,X,O,X,O,X,O,X,X,X
SLJOITZ,X,X,O,X,X,O,X,X,X
SLJOIZT,O,X,O,X,X,O,X,O,O
SLJOZTI,X,O,O,O,X,O,X,O,O
SLJOZIT,X,O,O,X,X,O,X,O,O
SLZTIJO,O,O,O,O,O,O,X,O,O
SLZTIOJ,O,O,O,O,O,O,X,O,O
SLZTJIO,O,O,O,O,O,O,X,O,O
SLZTJOI,O,O,O,O,O,O,X,O,O
SLZTOIJ,O,O,O,O,O,O,X,O,O
SLZTOJI,O,O,O,O,O,O,X,O,O
SLZITJO,O,O,O,O,O,O,X,O,O
SLZITOJ,O,O,O,O,O,O,X,O,O
SLZIJTO,O,O,O,O,O,O,X,O,O
SLZIJOT,O,O,O,X,O,O,X,O,O
SLZIOTJ,O,X,O,X,O,O,X,O,O
SLZIOJT,O,O,O,X,O,O,X,O,O
SLZJTIO,O,O,O,O,O,O,X,O,O
SLZJTOI,O,O,O,O,O,O,X,O,O
SLZJITO,O,O,O,O,O,O,X,O,O
SLZJIOT,O,O,O,X,O,O,X,O,O
SLZJOTI,X,O,O,O,O,O,X,O,O
SLZJOIT,O,O,O,X,O,O,X,O,O
SLZOTIJ,O,O,O,O,O,O,X,O,O
SLZOTJI,O,O,O,O,O,O,X,O,O
SLZOITJ,O,X,O,X,O,O,X,O,O
SLZOIJT,O,O,O,X,O,O,X,O,O
SLZOJTI,X,O,O,O,O,O,X,O,O
SLZOJIT,O,O,O,X,O,O,X,O,O
SLOTIJZ,X,O,O,O,O,O,X,X,X
SLOTIZJ,X,O,O,X,O,O,X,O,X
SLOTJIZ,X,O,O,O,O,O,X,X,X
SLOTJZI,X,O,X,O,X,O,X,X,X
SLOTZIJ,X,O,O,O,O,O,X,O,X
SLOTZJI,X,O,O,O,O,O,X,O,X
SLOITJZ,X,X,O,X,O,O,X,X,X
SLOITZJ,X,X,O,X,O,O,X,O,X
SLOIJTZ,X,X,O,X,X,O,X,X,X
SLOIJZT,O,X,O,X,X,O,X,O,O
SLOIZTJ,O,X,O,X,O,O,X,O,X
SLOIZJT,O,X,O,X,O,O,X,O,X
SLOJTIZ,X,O,O,O,X,O,X,X,X
SLOJTZI,X,O,X,O,X,O,X,X,X
SLOJITZ,X,X,O,X,X,O,X,X,X
SLOJIZT,O,X,O,X,X,O,X,O,O
SLOJZTI,X,O,O,O,X,O,X,O,O
SLOJZIT,X,O,O,X,X,O,X,O,O
SLOZTIJ,O,O,O,O,O,O,X,O,O
SLOZTJI,O,O,O,O,O,O,X,O,O
SLOZITJ,O,X,O,X,O,O,X,O,O
SLOZIJT,O,O,O,X,O,O,X,O,O
SLOZJTI,X,O,O,O,O,O,X,O,O
SLOZJIT,O,O,O,X,O,O,X,O,O
SJTILZO,O,X,O,O,X,O,X,X,X
SJTILOZ,X,X,O,O,X,O,X,X,X
SJTIZLO,O,O,O,O,O,X,X,X,X
SJTIZOL,O,O,O,O,O,X,O,X,X
SJTIOLZ,X,X,O,O,X,O,X,X,X
SJTIOZL,X,O,O,O,X,X,O,X,O
SJTLIZO,O,O,O,O,O,O,X,X,X
SJTLIOZ,O,O,O,O,X,O,X,X,X
SJTLZIO,O,O,X,O,O,O,X,X,X
SJTLZOI,O,O,X,O,O,O,X,X,X
SJTLOIZ,O,O,X,O,X,O,X,X,X
SJTLOZI,O,O,X,O,X,O,X,X,X
SJTZILO,O,O,X,O,O,O,O,X,X
SJTZIOL,O,O,X,O,O,O,O,X,O
SJTZLIO,O,O,X,O,O,O,O,X,O
SJTZLOI,O,O,X,O,O,O,O,X,O
SJTZOIL,O,O,X,O,O,O,O,X,O
SJTZOLI,O,O,X,O,O,O,O,X,O
SJTOILZ,X,X,X,O,X,O,X,X,X
SJTOIZL,X,O,X,O,X,X,O,X,O
SJTOLIZ,O,O,X,O,X,O,X,X,X
SJTOLZI,O,O,X,O,X,O,X,X,X
SJTOZIL,O,O,X,O,X,O,O,X,O
SJTOZLI,O,O,X,O,X,O,O,X,O
SJITLZO,O,X,O,O,X,O,X,X,X
SJITLOZ,X,X,O,O,X,O,X,X,X
SJITZLO,O,O,O,O,X,X,X,X,X
SJITZOL,O,O,O,O,X,X,X,X,X
SJITOLZ,X,X,O,O,X,O,X,X,X
SJITOZL,X,O,O,O,X,X,X,X,O
SJILTZO,O,O,O,X,X,O,X,X,X
SJILTOZ,X,O,O,X,X,O,X,X,X
SJILZTO,O,O,O,X,X,O,X,X,X
SJILZOT,O,O,O,X,X,O,X,X,X
SJILOTZ,X,X,O,X,X,O,X,X,X
SJILOZT,O,X,O,X,X,O,X,X,O
SJIZTLO,O,O,O,O,X,O,X,X,X
SJIZTOL,O,O,O,O,X,O,X,X,O
SJIZLTO,O,O,O,O,X,O,X,X,O
SJIZLOT,O,O,O,X,X,O,X,X,O
SJIZOTL,O,O,O,O,X,O,X,X,O
SJIZOLT,O,O,O,X,X,O,X,X,O
SJIOTLZ,X,X,O,O,X,O,X,X,X
SJIOTZL,X,X,O,O,X,X,X,X,O
SJIOLTZ,X,X,O,X,X,O,X,X,X
SJIOLZT,O,X,O,X,X,O,X,X,O
SJIOZTL,O,X,O,O,X,O,X,X,O
SJIOZLT,O,X,O,X,X,O,X,X,O
SJLTIZO,O,O,O,O,O,O,X,X,X
SJLTIOZ,O,O,O,O,X,O,X,X,X
SJLTZIO,O,O,X,O,O,O,X,X,X
SJLTZOI,O,O,X,O,O,O,X,X,X
SJLTOIZ,O,O,X,O,X,O,X,X,X
SJLTOZI,O,O,X,O,X,O,X,X,X
SJLITZO,O,O,O,X,O,O,X,X,X
SJLITOZ,O,O,O,X,X,O,X,X,X
SJLIZTO,O,O,O,X,X,O,X,O,X
SJLIZOT,O,O,O,X,X,O,X,O,X
SJLIOTZ,X,X,O,X,X,O,X,X,X
SJLIOZT,O,X,O,X,X,O,X,O,O
SJLZTIO,O,O,O,O,X,O,X,O,O
SJLZTOI,O,O,O,O,X,O,X,O,O
SJLZITO,O,O,O,O,X,O,X,O,O
SJLZIOT,O,O,O,X,X,O,X,O,O
SJLZOTI,X,O,O,O,X,O,X,O,O
SJLZOIT,O,O,O,X,X,O,X,O,O
SJLOTIZ,X,O,O,O,X,O,X,X,X
SJLOTZI,X,O,X,O,X,O,X,X,X
SJLOITZ,X,X,O,X,X,O,X,X,X
SJLOIZT,O,X,O,X,X,O,X,O,O
SJLOZTI,X,O,O,O,X,O,X,O,O
SJLOZIT,X,O,O,X,X,O,X,O,O
SJZTILO,O,O,O,O,X,O,O,X,X
SJZTIOL,O,O,O,O,X,O,O,X,O
SJZTLIO,O,O,O,O,X,O,O,X,O
SJZTLOI,O,O,O,O,X,O,O,X,O
SJZTOIL,O,O,O,O,X,O,O,X,O
SJZTOLI,O,O,O,O,X,O,O,X,O
SJZITLO,O,O,O,O,X,O,O,X,X
SJZITOL,O,O,O,O,X,O,O,X,O
SJZILTO,O,O,O,O,X,O,X,X,O
SJZILOT,O,O,O,X,X,O,X,X,O
SJZIOTL,O,O,O,O,X,O,O,X,O
SJZIOLT,O,O,O,X,X,O,X,X,O
SJZLTIO,O,O,O,O,X,O,O,O,O
SJZLTOI,O,O,O,O,X,O,O,O,O
SJZLITO,O,O,O,O,X,O,X,O,O
SJZLIOT,O,O,O,X,X,O,X,O,O
SJZLOTI,X,O,O,O,X,O,O,O,O
SJZLOIT,O,O,O,O,X,O,X,O,O
SJZOTIL,X,O,O,O,X,O,O,X,O
SJZOTLI,X,O,O,O,X,O,O,X,O
SJZOITL,O,O,O,O,X,O,O,X,O
SJZOILT,O,O,O,X,X,O,X,X,O
SJZOLTI,X,O,O,O,X,O,O,O,O
SJZOLIT,O,O,O,O,X,O,X,O,O
SJOTILZ,X,X,O,O,X,O,X,X,X
SJOTIZL,X,O,O,O,X,X,O,X,O
SJOTLIZ,X,X,O,O,X,O,X,X,X
SJOTLZI,X,O,X,O,X,O,X,X,X
SJOTZIL,X,O,X,O,X,O,O,X,O
SJOTZLI,X,O,X,O,X,O,O,X,O
SJOITLZ,X,X,O,O,X,O,X,X,X
SJOITZL,X,X,O,O,X,X,X,X,O
SJOILTZ,X,X,O,X,X,O,X,X,X
SJOILZT,O,X,O,X,X,O,X,X,O
SJOIZTL,O,X,O,O,X,O,X,X,O
SJOIZLT,O,X,O,X,X,O,X,X,O
SJOLTIZ,X,O,O,O,X,O,X,X,X
SJOLTZI,X,O,X,O,X,O,X,X,X
SJOLITZ,X,X,O,X,X,O,X,X,X
SJOLIZT,O,X,O,X,X,O,X,O,O
SJOLZTI,X,O,O,O,X,O,X,O,O
SJOLZIT,X,O,O,X,X,O,X,O,O
SJOZTIL,X,O,O,O,X,O,O,X,O
SJOZTLI,X,O,O,O,X,O,O,X,O
SJOZITL,X,O,O,O,X,O,O,X,O
SJOZILT,X,O,O,X,X,O,X,X,O
SJOZLTI,X,O,O,O,X,O,O,O,O
SJOZLIT,X,O,O,O,X,O,X,O,O
SZTILJO,O,O,O,O,O,O,O,X,X
SZTILOJ,O,X,O,O,O,O,O,X,X
SZTIJLO,O,O,O,O,O,O,O,X,X
SZTIJOL,O,O,O,O,O,O,O,X,O
SZTIOLJ,O,O,X,X,O,O,O,X,X
SZTIOJL,O,O,O,O,O,O,O,X,O
SZTLIJO,O,O,O,O,O,O,O,O,O
SZTLIOJ,O,O,O,O,O,O,O,O,O
SZTLJIO,O,O,O,O,O,O,O,O,O
SZTLJOI,O,O,O,O,O,O,O,O,O
SZTLOIJ,O,O,O,O,O,O,O,O,O
SZTLOJI,O,O,O,O,O,O,O,O,O
SZTJILO,O,O,O,O,O,O,O,X,X
SZTJIOL,O,O,O,O,O,O,O,X,O
SZTJLIO,O,O,O,O,O,O,O,X,O
SZTJLOI,O,O,O,O,O,O,O,X,O
SZTJOIL,O,O,O,O,O,O,O,X,O
SZTJOLI,O,O,O,O,O,O,O,X,O
SZTOILJ,O,O,X,O,O,O,O,X,X
SZTOIJL,O,O,O,O,O,O,O,X,O
SZTOLIJ,O,O,O,O,O,O,O,O,O
SZTOLJI,O,O,O,O,O,O,O,O,O
SZTOJIL,O,O,O,O,O,O,O,X,O
SZTOJLI,O,O,O,O,O,O,O,X,O
SZITLJO,O,O,O,O,O,O,O,X,X
SZITLOJ,O,X,O,O,O,O,O,X,X
SZITJLO,O,O,O,O,O,O,O,X,X
SZITJOL,O,O,O,O,O,O,O,X,O
SZITOLJ,O,O,X,X,O,O,O,X,X
SZITOJL,O,O,O,O,O,O,O,X,O
SZILTJO,O,O,O,O,O,O,O,O,O
SZILTOJ,O,O,O,O,O,O,O,O,O
SZILJTO,O,O,O,O,O,O,O,O,O
SZILJOT,O,O,O,X,O,O,O,O,O
SZILOTJ,O,X,O,X,O,O,O,O,O
SZILOJT,O,O,O,X,O,O,O,O,O
SZIJTLO,O,O,O,O,X,O,O,X,X
SZIJTOL,O,O,O,O,X,O,O,X,O
SZIJLTO,O,O,O,O,O,O,X,X,O
SZIJLOT,O,O,O,X,O,O,X,X,O
SZIJOTL,O,O,O,O,X,O,O,X,O
SZIJOLT,O,O,O,X,O,O,X,X,O
SZIOTLJ,O,X,O,O,O,O,O,X,X
SZIOTJL,O,X,O,O,O,O,O,X,O
SZIOLTJ,X,X,O,X,O,O,O,O,O
SZIOLJT,X,X,O,X,O,O,O,O,O
SZIOJTL,O,O,O,O,X,O,O,X,O
SZIOJLT,O,O,O,X,O,X,X,X,O
SZLTIJO,O,O,O,O,O,O,O,O,O
SZLTIOJ,O,O,O,O,O,O,O,O,O
SZLTJIO,O,O,O,O,O,O,O,O,O
SZLTJOI,O,O,O,O,O,O,O,O,O
SZLTOIJ,O,O,O,O,O,O,O,O,O
SZLTOJI,O,O,O,O,O,O,O,O,O
SZLITJO,O,O,O,O,O,O,O,O,O
SZLITOJ,O,O,O,O,O,O,O,O,O
SZLIJTO,O,O,O,O,O,O,O,O,O
SZLIJOT,O,O,O,X,O,O,O,O,O
SZLIOTJ,O,X,O,X,O,O,O,O,O
SZLIOJT,O,O,O,X,O,O,O,O,O
SZLJTIO,O,O,O,O,O,O,O,O,O
SZLJTOI,O,O,O,O,O,O,O,O,O
SZLJITO,O,O,O,O,O,O,O,O,O
SZLJIOT,O,O,O,X,O,O,O,O,O
SZLJOTI,X,O,O,O,O,O,O,O,O
SZLJOIT,O,O,O,O,O,O,O,O,O
SZLOTIJ,O,O,O,O,O,O,O,O,O
SZLOTJI,O,O,O,O,O,O,O,O,O
SZLOITJ,O,X,O,O,O,O,O,O,O
SZLOIJT,O,O,O,O,O,O,O,O,O
SZLOJTI,X,O,O,O,O,O,O,O,O
SZLOJIT,O,O,O,O,O,O,O,O,O
SZJTILO,O,O,O,O,O,O,O,X,X
SZJTIOL,O,O,O,O,O,O,O,X,O
SZJTLIO,O,O,O,O,O,O,O,X,O
SZJTLOI,O,O,O,O,O,O,O,X,O
SZJTOIL,O,O,O,O,O,O,O,X,O
SZJTOLI,O,O,O,O,O,O,O,X,O
SZJITLO,O,O,O,O,X,O,O,X,X
SZJITOL,O,O,O,O,X,O,O,X,O
SZJILTO,O,O,O,O,O,O,X,X,O
SZJILOT,O,O,O,X,O,O,X,X,O
SZJIOTL,O,O,O,O,X,O,O,X,O
SZJIOLT,O,O,O,X,O,O,X,X,O
SZJLTIO,O,O,O,O,O,O,O,O,O
SZJLTOI,O,O,O,O,O,O,O,O,O
SZJLITO,O,O,O,O,O,O,O,O,O
SZJLIOT,O,O,O,X,O,O,O,O,O
SZJLOTI,X,O,O,O,O,O,O,O,O
SZJLOIT,O,O,O,O,O,O,O,O,O
SZJOTIL,X,O,O,O,O,O,O,X,O
SZJOTLI,X,O,O,O,O,O,O,X,O
SZJOITL,O,O,O,O,X,O,O,X,O
SZJOILT,O,O,O,X,O,O,X,X,O
SZJOLTI,X,O,O,O,O,O,O,O,O
SZJOLIT,O,O,O,O,O,O,O,O,O
SZOTILJ,O,O,O,O,O,O,O,X,X
SZOTIJL,O,O,O,O,O,O,O,X,O
SZOTLIJ,O,O,O,O,O,O,O,O,O
SZOTLJI,O,O,O,O,O,O,O,O,O
SZOTJIL,O,O,O,O,O,O,O,X,O
SZOTJLI,O,O,O,O,O,O,O,X,O
SZOITLJ,O,X,O,O,O,O,O,X,X
SZOITJL,O,X,O,O,O,O,O,X,O
SZOILTJ,X,X,O,X,O,O,O,O,O
SZOILJT,X,X,O,X,O,O,O,O,O
SZOIJTL,O,O,O,O,X,O,O,X,O
SZOIJLT,O,O,O,X,O,X,X,X,O
SZOLTIJ,O,O,O,O,O,O,O,O,O
SZOLTJI,O,O,O,O,O,O,O,O,O
SZOLITJ,O,X,O,O,O,O,O,O,O
SZOLIJT,O,O,O,O,O,O,O,O,O
SZOLJTI,X,O,O,O,O,O,O,O,O
SZOLJIT,O,O,O,O,O,O,O,O,O
SZOJTIL,X,O,O,O,O,O,O,X,O
SZOJTLI,X,O,O,O,O,O,O,X,O
SZOJITL,O,O,O,O,X,O,O,X,O
SZOJILT,O,O,O,X,O,O,X,X,O
SZOJLTI,X,O,O,O,O,O,O,O,O
SZOJLIT,O,O,O,O,O,O,O,O,O
SOTILJZ,X,X,X,O,X,O,X,X,X
SOTILZJ,X,X,X,X,X,O,X,X,X
SOTIJLZ,X,X,O,O,O,X,X,X,X
SOTIJZL,X,O,O,O,X,X,O,X,O
SOTIZLJ,X,O,O,O,O,X,X,X,X
SOTIZJL,X,O,O,O,O,X,X,X,X
SOTLIJZ,X,X,O,O,O,O,X,X,X
SOTLIZJ,X,X,O,X,O,O,X,O,X
SOTLJIZ,X,X,O,O,O,O,X,X,X
SOTLJZI,X,O,X,O,X,O,X,X,X
SOTLZIJ,X,O,O,O,O,O,X,O,X
SOTLZJI,X,O,O,O,O,O,X,O,X
SOTJILZ,X,X,O,O,O,O,X,X,X
SOTJIZL,X,O,O,O,X,X,O,X,O
SOTJLIZ,X,X,O,O,O,O,X,X,X
SOTJLZI,X,O,X,O,X,O,X,X,X
SOTJZIL,X,O,X,O,X,O,O,X,O
SOTJZLI,X,O,X,O,X,O,O,X,O
SOTZILJ,X,O,O,O,O,O,O,X,X
SOTZIJL,X,O,O,O,O,O,O,X,O
SOTZLIJ,X,O,O,O,O,O,O,O,O
SOTZLJI,X,O,O,O,O,O,O,O,O
SOTZJIL,X,O,O,O,O,O,O,X,O
SOTZJLI,X,O,O,O,O,O,O,X,O
SOITLJZ,X,X,X,O,X,O,X,X,X
SOITLZJ,X,X,X,X,X,O,X,X,X
SOITJLZ,X,X,O,O,X,X,X,X,X
SOITJZL,X,X,O,O,X,X,X,X,O
SOITZLJ,X,X,O,O,X,X,X,X,X
SOITZJL,X,X,O,O,X,X,X,X,X
SOILTJZ,X,X,O,X,X,O,X,X,X
SOILTZJ,X,X,O,X,X,O,X,O,X
SOILJTZ,X,X,O,X,X,O,X,X,X
SOILJZT,X,X,O,X,X,O,X,O,O
SOILZTJ,X,X,O,X,X,O,X,O,X
SOILZJT,X,X,O,X,X,O,X,O,X
SOIJTLZ,X,X,O,O,X,O,X,X,X
SOIJTZL,X,X,O,O,X,X,X,X,O
SOIJLTZ,X,X,O,X,X,O,X,X,X
SOIJLZT,O,X,O,X,X,O,X,X,O
SOIJZTL,O,X,O,O,X,O,X,X,O
SOIJZLT,O,X,O,X,X,O,X,X,O
SOIZTLJ,O,X,O,O,X,O,X,X,X
SOIZTJL,O,X,O,O,X,O,X,X,O
SOIZLTJ,X,X,O,X,X,O,X,O,O
SOIZLJT,X,X,O,X,X,O,X,O,O
SOIZJTL,O,X,O,O,X,O,X,X,O
SOIZJLT,O,X,O,X,X,X,X,X,O
SOLTIJZ,X,O,O,O,O,O,X,X,X
SOLTIZJ,X,O,O,X,O,O,X,O,X
SOLTJIZ,X,O,O,O,O,O,X,X,X
SOLTJZI,X,O,X,O,X,O,X,X,X
SOLTZIJ,X,O,O,O,O,O,X,O,X
SOLTZJI,X,O,O,O,O,O,X,O,X
SOLITJZ,X,X,O,X,O,O,X,X,X
SOLITZJ,X,X,O,X,O,O,X,O,X
SOLIJTZ,X,X,O,X,X,O,X,X,X
SOLIJZT,O,X,O,X,X,O,X,O,O
SOLIZTJ,O,X,O,X,O,O,X,O,X
SOLIZJT,O,X,O,X,O,O,X,O,X
SOLJTIZ,X,O,O,O,X,O,X,X,X
SOLJTZI,X,O,X,O,X,O,X,X,X
SOLJITZ,X,X,O,X,X,O,X,X,X
SOLJIZT,O,X,O,X,X,O,X,O,O
SOLJZTI,X,O,O,O,X,O,X,O,O
SOLJZIT,X,O,O,X,X,O,X,O,O
SOLZTIJ,O,O,O,O,O,O,X,O,O
SOLZTJI,O,O,O,O,O,O,X,O,O
SOLZITJ,O,X,O,X,O,O,X,O,O
SOLZIJT,O,O,O,X,O,O,X,O,O
SOLZJTI,X,O,O,O,O,O,X,O,O
SOLZJIT,O,O,O,X,O,O,X,O,O
SOJTILZ,X,X,O,O,X,O,X,X,X
SOJTIZL,X,O,O,O,X,X,O,X,O
SOJTLIZ,X,X,O,O,X,O,X,X,X
SOJTLZI,X,O,X,O,X,O,X,X,X
SOJTZIL,X,O,X,O,X,O,O,X,O
SOJTZLI,X,O,X,O,X,O,O,X,O
SOJITLZ,X,X,O,O,X,O,X,X,X
SOJITZL,X,X,O,O,X,X,X,X,O
SOJILTZ,X,X,O,X,X,O,X,X,X
SOJILZT,O,X,O,X,X,O,X,X,O
SOJIZTL,O,X,O,O,X,O,X,X,O
SOJIZLT,O,X,O,X,X,O,X,X,O
SOJLTIZ,X,O,O,O,X,O,X,X,X
SOJLTZI,X,O,X,O,X,O,X,X,X
SOJLITZ,X,X,O,X,X,O,X,X,X
SOJLIZT,O,X,O,X,X,O,X,O,O
SOJLZTI,X,O,O,O,X,O,X,O,O
SOJLZIT,X,O,O,X,X,O,X,O,O
SOJZTIL,X,O,O,O,X,O,O,X,O
SOJZTLI,X,O,O,O,X,O,O,X,O
SOJZITL,X,O,O,O,X,O,O,X,O
SOJZILT,X,O,O,X,X,O,X,X,O
SOJZLTI,X,O,O,O,X,O,O,O,O
SOJZLIT,X,O,O,O,X,O,X,O,O
SOZTILJ,O,O,O,O,O,O,O,X,X
SOZTIJL,O,O,O,O,O,O,O,X,O
SOZTLIJ,O,O,O,O,O,O,O,O,O
SOZTLJI,O,O,O,O,O,O,O,O,O
SOZTJIL,O,O,O,O,O,O,O,X,O
SOZTJLI,O,O,O,O,O,O,O,X,O
SOZITLJ,O,X,O,O,O,O,O,X,X
SOZITJL,O,X,O,O,O,O,O,X,O
SOZILTJ,X,X,O,X,O,O,O,O,O
SOZILJT,X,X,O,X,O,O,O,O,O
SOZIJTL,O,O,O,O,X,O,O,X,O
SOZIJLT,O,O,O,X,O,X,X,X,O
SOZLTIJ,O,O,O,O,O,O,O,O,O
SOZLTJI,O,O,O,O,O,O,O,O,O
SOZLITJ,O,X,O,O,O,O,O,O,O
SOZLIJT,O,O,O,O,O,O,O,O,O
SOZLJTI,X,O,O,O,O,O,O,O,O
SOZLJIT,O,O,O,O,O,O,O,O,O
SOZJTIL,X,O,O,O,O,O,O,X,O
SOZJTLI,X,O,O,O,O,O,O,X,O
SOZJITL,O,O,O,O,X,O,O,X,O
SOZJILT,O,O,O,X,O,O,X,X,O
