sequence,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhFmgBzhBfoB6oB0l?BFsB,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhF/lBamBzhBGjBUo?BFsB,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhFigBUiBGjBzlBfs?BVyB,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhFTgBemBUiBFjBfs?BSyB,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhF/lBUhBFiB6oBzn?BmrB,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhFTgBymBGjBUoBXm?BFsB,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhFigBFiB8nB+oBzl?BfsB,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhFTgBmhBSoBXmBUo?BFsB
LIOSTJZ,O,X,O,O,O,X,O,O
LIOSTZJ,O,X,O,O,O,X,X,O
LIOSJTZ,X,X,O,O,O,X,O,X
LIOSJZT,X,X,O,O,O,X,O,X
LIOSZTJ,O,X,O,O,O,X,X,X
LIOSZJT,O,X,O,O,O,X,O,X
LIOZTJS,X,X,O,O,O,O,X,X
LIOZTSJ,X,X,O,O,O,O,X,X
LIOZJTS,X,X,X,O,O,O,O,X
LIOZJST,O,X,X,O,O,X,O,X
LIOZSTJ,O,X,O,O,O,X,X,X
LIOZSJT,O,X,O,O,O,X,O,X
LJTISZO,X,X,O,O,O,X,O,X
LJTISOZ,X,X,O,O,O,X,X,X
LJTIZSO,X,X,O,O,O,X,O,X
LJTIZOS,X,X,O,O,X,X,O,X
LJTIOSZ,X,X,O,O,O,X,O,X
LJTIOZS,X,X,O,O,O,X,O,X
LJTSIZO,X,X,O,O,O,X,O,X
LJTSIOZ,X,X,O,O,O,X,X,X
LJTSZIO,X,X,O,O,O,X,O,X
LJTSZOI,X,X,O,O,O,X,O,X
LJTSOIZ,X,X,O,O,O,X,X,X
LJTSOZI,X,X,O,O,O,X,X,X
LJTZISO,X,X,O,O,O,X,O,X
LJTZIOS,X,X,O,O,X,X,O,X
LJTZSIO,X,X,O,O,O,X,O,X
LJTZSOI,X,X,O,O,O,X,O,X
LJTZOIS,X,X,O,O,X,X,O,X
LJTZOSI,X,X,O,O,X,X,O,X
LJTOISZ,X,X,O,O,O,X,O,X
LJTOIZS,X,X,O,O,O,X,O,X
LJTOSIZ,X,X,O,O,O,X,O,X
LJTOSZI,X,X,O,O,O,X,O,X
LJTOZIS,X,X,O,O,O,X,O,X
LJTOZSI,X,X,O,O,O,X,O,X
LJITSZO,X,X,O,O,O,X,O,X
LJITSOZ,X,X,O,O,O,X,X,X
LJITZSO,X,X,O,O,O,X,O,X
LJITZOS,X,X,O,O,X,X,O,X
LJITOSZ,X,X,O,O,O,X,O,X
LJITOZS,X,X,O,O,O,X,O,X
LJISTZO,O,X,O,O,O,X,O,X
LJISTOZ,O,X,O,O,O,X,X,X
LJISZTO,O,X,O,O,O,X,O,X
LJISZOT,O,X,X,O,O,X,O,X
LJISOTZ,X,X,X,O,O,X,O,X
LJISOZT,X,X,X,O,O,X,O,X
LJIZTSO,O,X,X,O,O,X,O,X
LJIZTOS,X,X,X,O,X,X,O,X
LJIZSTO,O,X,X,O,O,X,O,X
LJIZSOT,O,X,X,O,O,X,O,X
LJIZOTS,X,X,X,O,X,X,O,X
LJIZOST,O,X,X,O,X,X,O,X
LJIOTSZ,X,X,O,O,O,X,O,X
LJIOTZS,X,X,O,O,O,X,O,X
LJIOSTZ,X,X,O,O,O,X,O,X
LJIOSZT,X,X,O,O,O,X,O,X
LJIOZTS,X,X,X,O,O,X,O,X
LJIOZST,X,X,X,O,O,X,O,X
LJSTIZO,O,X,O,O,O,X,O,X
LJSTIOZ,O,X,O,O,O,X,X,X
LJSTZIO,O,X,O,O,O,X,O,X
LJSTZOI,O,X,O,O,O,X,O,X
LJSTOIZ,O,X,O,O,O,X,X,X
LJSTOZI,O,X,O,O,O,X,X,X
LJSITZO,O,X,O,O,O,X,O,X
LJSITOZ,O,X,O,O,O,X,X,X
LJSIZTO,O,X,O,O,O,X,O,X
LJSIZOT,O,X,X,O,O,X,O,X
LJSIOTZ,X,X,X,O,O,X,O,X
LJSIOZT,X,X,X,O,O,X,O,X
LJSZTIO,O,X,O,O,O,X,O,X
LJSZTOI,O,X,O,O,O,X,O,X
LJSZITO,O,X,O,O,O,X,O,X
LJSZIOT,O,X,X,O,O,X,O,X
LJSZOTI,O,X,X,O,O,X,O,X
LJSZOIT,O,X,X,O,O,X,O,X
LJSOTIZ,X,X,X,O,O,X,O,X
LJSOTZI,X,X,X,O,O,X,O,X
LJSOITZ,X,X,X,O,O,X,O,X
LJSOIZT,X,X,X,O,O,X,O,X
LJSOZTI,X,X,X,O,O,X,O,X
LJSOZIT,X,X,X,O,O,X,O,X
LJZTISO,O,X,X,O,O,X,O,X
LJZTIOS,X,X,X,O,X,X,O,X
LJZTSIO,O,X,X,O,O,X,O,X
LJZTSOI,O,X,X,O,O,X,O,X
LJZTOIS,X,X,X,O,X,X,O,X
LJZTOSI,X,X,X,O,X,X,O,X
LJZITSO,O,X,X,O,O,X,O,X
LJZITOS,X,X,X,O,X,X,O,X
LJZISTO,O,X,X,O,O,X,O,X
LJZISOT,O,X,X,O,O,X,O,X
LJZIOTS,X,X,X,O,X,X,O,X
LJZIOST,O,X,X,O,X,X,O,X
LJZSTIO,O,X,X,O,O,X,O,X
LJZSTOI,O,X,X,O,O,X,O,X
LJZSITO,O,X,X,O,O,X,O,X
LJZSIOT,O,X,X,O,O,X,O,X
LJZSOTI,O,X,X,O,O,X,O,X
LJZSOIT,O,X,X,O,O,X,O,X
LJZOTIS,X,X,X,O,X,X,O,X
LJZOTSI,X,X,X,O,X,X,O,X
LJZOITS,X,X,X,O,X,X,O,X
LJZOIST,O,X,X,O,X,X,O,X
LJZOSTI,O,X,X,O,X,X,O,X
LJZOSIT,O,X,X,O,X,X,O,X
LJOTISZ,X,X,O,O,O,X,O,X
LJOTIZS,X,X,O,O,O,X,O,X
LJOTSIZ,X,X,O,O,O,X,O,X
LJOTSZI,X,X,O,O,O,X,O,X
LJOTZIS,X,X,O,O,O,X,O,X
LJOTZSI,X,X,O,O,O,X,O,X
LJOITSZ,X,X,O,O,O,X,O,X
LJOITZS,X,X,O,O,O,X,O,X
LJOISTZ,X,X,O,O,O,X,O,X
LJOISZT,X,X,O,O,O,X,O,X
LJOIZTS,X,X,X,O,O,X,O,X
LJOIZST,X,X,X,O,O,X,O,X
LJOSTIZ,X,X,O,O,O,X,O,X
LJOSTZI,X,X,O,O,O,X,O,X
LJOSITZ,X,X,O,O,O,X,O,X
LJOSIZT,X,X,O,O,O,X,O,X
LJOSZTI,X,X,O,O,O,X,O,X
LJOSZIT,X,X,O,O,O,X,O,X
LJOZTIS,X,X,X,O,O,X,O,X
LJOZTSI,X,X,X,O,O,X,O,X
LJOZITS,X,X,X,O,O,X,O,X
LJOZIST,X,X,X,O,O,X,O,X
LJOZSTI,X,X,X,O,O,X,O,X
LJOZSIT,X,X,X,O,O,X,O,X
LSTIJZO,O,O,O,O,O,X,O,O
LSTIJOZ,O,O,O,O,O,X,X,O
LSTIZJO,O,O,O,O,O,X,X,O
LSTIZOJ,O,O,O,O,O,X,X,O
LSTIOJZ,O,O,O,O,O,X,X,O
LSTIOZJ,O,O,O,O,O,X,X,O
LSTJIZO,O,O,O,O,O,X,O,O
LSTJIOZ,O,O,O,O,O,X,X,O
LSTJZIO,O,O,O,O,O,X,O,O
LSTJZOI,O,O,O,O,O,X,O,O
LSTJOIZ,O,O,O,O,O,X,X,O
LSTJOZI,O,O,O,O,O,X,X,O
LSTZIJO,O,O,O,O,O,X,X,O
LSTZIOJ,O,O,O,O,O,X,X,O
LSTZJIO,O,O,O,O,O,X,X,O
LSTZJOI,O,O,O,O,O,X,X,O
LSTZOIJ,O,O,O,O,O,X,X,O
LSTZOJI,O,O,O,O,O,X,X,O
LSTOIJZ,O,O,O,O,O,X,X,O
LSTOIZJ,O,O,O,O,O,X,X,O
LSTOJIZ,O,O,O,O,O,X,X,O
LSTOJZI,O,O,O,O,O,X,X,O
LSTOZIJ,O,O,O,O,O,X,X,O
LSTOZJI,O,O,O,O,O,X,X,O
LSITJZO,O,O,O,O,O,X,O,O
LSITJOZ,O,O,O,O,O,X,X,O
LSITZJO,O,O,O,O,O,X,X,O
LSITZOJ,O,O,O,O,O,X,X,O
LSITOJZ,O,O,O,O,O,X,X,O
LSITOZJ,O,O,O,O,O,X,X,O
LSIJTZO,O,O,O,O,O,X,O,X
LSIJTOZ,O,O,O,O,O,X,X,X
LSIJZTO,O,O,O,O,O,X,O,X
LSIJZOT,O,O,X,O,O,X,O,X
LSIJOTZ,X,X,X,O,O,X,O,X
LSIJOZT,X,X,X,O,O,X,O,X
LSIZTJO,O,O,O,O,O,X,X,X
LSIZTOJ,O,O,O,O,O,X,X,X
LSIZJTO,O,O,O,O,O,X,O,X
LSIZJOT,O,O,X,O,O,X,O,X
LSIZOTJ,O,O,O,O,O,X,X,X
LSIZOJT,O,O,O,O,O,X,X,X
LSIOTJZ,O,O,O,O,O,X,O,O
LSIOTZJ,O,O,O,O,O,X,X,O
LSIOJTZ,X,X,O,O,O,X,O,X
LSIOJZT,X,X,O,O,O,X,O,X
LSIOZTJ,O,O,O,O,O,X,X,X
LSIOZJT,O,O,O,O,O,X,O,X
LSJTIZO,O,O,O,O,O,X,O,X
LSJTIOZ,O,O,O,O,O,X,X,X
LSJTZIO,O,O,O,O,O,X,O,X
LSJTZOI,O,O,O,O,O,X,O,X
LSJTOIZ,O,O,O,O,O,X,X,X
LSJTOZI,O,O,O,O,O,X,X,X
LSJITZO,O,O,O,O,O,X,O,X
LSJITOZ,O,O,O,O,O,X,X,X
LSJIZTO,O,O,O,O,O,X,O,X
LSJIZOT,O,O,X,O,O,X,O,X
LSJIOTZ,X,X,X,O,O,X,O,X
LSJIOZT,X,X,X,O,O,X,O,X
LSJZTIO,O,O,O,O,O,X,O,X
LSJZTOI,O,O,O,O,O,X,O,X
LSJZITO,O,O,O,O,O,X,O,X
LSJZIOT,O,O,X,O,O,X,O,X
LSJZOTI,O,O,X,O,O,X,O,X
LSJZOIT,O,O,X,O,O,X,O,X
LSJOTIZ,X,X,X,O,O,X,O,X
LSJOTZI,X,X,X,O,O,X,O,X
LSJOITZ,X,X,X,O,O,X,O,X
LSJOIZT,X,X,X,O,O,X,O,X
LSJOZTI,X,X,X,O,O,X,O,X
LSJOZIT,X,X,X,O,O,X,O,X
LSZTIJO,O,O,O,O,O,X,X,X
LSZTIOJ,O,O,O,O,O,X,X,X
LSZTJIO,O,O,O,O,O,X,X,X
LSZTJOI,O,O,O,O,O,X,X,X
LSZTOIJ,O,O,O,O,O,X,X,X
LSZTOJI,O,O,O,O,O,X,X,X
LSZITJO,O,O,O,O,O,X,X,X
LSZITOJ,O,O,O,O,O,X,X,X
LSZIJTO,O,O,O,O,O,X,O,X
LSZIJOT,O,O,X,O,O,X,O,X
LSZIOTJ,O,O,O,O,O,X,X,X
LSZIOJT,O,O,O,O,O,X,X,X
LSZJTIO,O,O,O,O,O,X,O,X
LSZJTOI,O,O,O,O,O,X,O,X
LSZJITO,O,O,O,O,O,X,O,X
LSZJIOT,O,O,X,O,O,X,O,X
LSZJOTI,O,O,X,O,O,X,O,X
LSZJOIT,O,O,X,O,O,X,O,X
LSZOTIJ,O,O,O,O,O,X,X,X
LSZOTJI,O,O,O,O,O,X,X,X
LSZOITJ,O,O,O,O,O,X,X,X
LSZOIJT,O,O,O,O,O,X,X,X
LSZOJTI,O,O,O,O,O,X,X,X
LSZOJIT,O,O,O,O,O,X,X,X
LSOTIJZ,O,O,O,O,O,X,O,O
LSOTIZJ,O,O,O,O,O,X,X,O
LSOTJIZ,O,O,O,O,O,X,O,O
LSOTJZI,O,O,O,O,O,X,O,O
LSOTZIJ,O,O,O,O,O,X,X,O
LSOTZJI,O,O,O,O,O,X,X,O
LSOITJZ,O,O,O,O,O,X,O,O
LSOITZJ,O,O,O,O,O,X,X,O
LSOIJTZ,X,X,O,O,O,X,O,X
LSOIJZT,X,X,O,O,O,X,O,X
LSOIZTJ,O,O,O,O,O,X,X,X
LSOIZJT,O,O,O,O,O,X,O,X
LSOJTIZ,X,X,O,O,O,X,O,X
LSOJTZI,X,X,O,O,O,X,O,X
LSOJITZ,X,X,O,O,O,X,O,X
LSOJIZT,X,X,O,O,O,X,O,X
LSOJZTI,X,X,O,O,O,X,O,X
LSOJZIT,X,X,O,O,O,X,O,X
LSOZTIJ,O,O,O,O,O,X,X,X
LSOZTJI,O,O,O,O,O,X,X,X
LSOZITJ,O,O,O,O,O,X,X,X
LSOZIJT,O,O,O,O,O,X,O,X
LSOZJTI,O,O,O,O,O,X,O,X
LSOZJIT,O,O,O,O,O,X,O,X
LZTIJSO,O,O,O,O,X,O,X,X
LZTIJOS,O,O,O,O,X,O,X,X
LZTISJO,O,O,O,O,X,O,X,X
LZTISOJ,O,O,O,O,X,O,X,X
LZTIOJS,O,O,O,O,X,O,X,X
LZTIOSJ,O,O,O,O,X,O,X,X
LZTJISO,O,O,O,O,X,O,X,X
LZTJIOS,O,O,O,O,X,O,X,X
LZTJSIO,O,O,O,O,X,O,X,X
LZTJSOI,O,O,O,O,X,O,X,X
LZTJOIS,O,O,O,O,X,O,X,X
LZTJOSI,O,O,O,O,X,O,X,X
LZTSIJO,O,O,O,O,X,O,X,X
LZTSIOJ,O,O,O,O,X,O,X,X
LZTSJIO,O,O,O,O,X,O,X,X
LZTSJOI,O,O,O,O,X,O,X,X
LZTSOIJ,O,O,O,O,X,O,X,X
LZTSOJI,O,O,O,O,X,O,X,X
LZTOIJS,O,O,O,O,X,O,X,X
LZTOISJ,O,O,O,O,X,O,X,X
LZTOJIS,O,O,O,O,X,O,X,X
LZTOJSI,O,O,O,O,X,O,X,X
LZTOSIJ,O,O,O,O,X,O,X,X
LZTOSJI,O,O,O,O,X,O,X,X
LZITJSO,O,O,O,O,X,O,X,X
LZITJOS,O,O,O,O,X,O,X,X
LZITSJO,O,O,O,O,X,O,X,X
LZITSOJ,O,O,O,O,X,O,X,X
LZITOJS,O,O,O,O,X,O,X,X
LZITOSJ,O,O,O,O,X,O,X,X
LZIJTSO,O,O,X,O,O,O,O,X
LZIJTOS,O,O,X,O,X,O,O,X
LZIJSTO,O,O,X,O,O,X,O,X
LZIJSOT,O,O,X,O,O,X,O,X
LZIJOTS,X,X,X,O,X,O,O,X
LZIJOST,O,X,X,O,X,X,O,X
LZISTJO,O,O,O,O,O,X,X,X
LZISTOJ,O,O,O,O,O,X,X,X
LZISJTO,O,O,O,O,O,X,O,X
LZISJOT,O,O,X,O,O,X,O,X
LZISOTJ,O,O,O,O,O,X,X,X
LZISOJT,O,O,X,O,O,X,X,X
LZIOTJS,X,X,O,O,O,O,X,X
LZIOTSJ,X,X,O,O,O,O,X,X
LZIOJTS,X,X,X,O,O,O,O,X
LZIOJST,O,X,X,O,O,X,O,X
LZIOSTJ,O,X,O,O,O,X,X,X
LZIOSJT,O,X,O,O,O,X,O,X
LZJTISO,O,O,X,O,O,O,O,X
LZJTIOS,O,O,X,O,X,O,O,X
LZJTSIO,O,O,X,O,O,O,O,X
LZJTSOI,O,O,X,O,O,O,O,X
LZJTOIS,O,O,X,O,X,O,O,X
LZJTOSI,O,O,X,O,X,O,O,X
LZJITSO,O,O,X,O,O,O,O,X
LZJITOS,O,O,X,O,X,O,O,X
LZJISTO,O,O,X,O,O,X,O,X
LZJISOT,O,O,X,O,O,X,O,X
LZJIOTS,X,X,X,O,X,O,O,X
LZJIOST,O,X,X,O,X,X,O,X
LZJSTIO,O,O,X,O,O,X,O,X
LZJSTOI,O,O,X,O,O,X,O,X
LZJSITO,O,O,X,O,O,X,O,X
LZJSIOT,O,O,X,O,O,X,O,X
LZJSOTI,O,O,X,O,O,X,O,X
LZJSOIT,O,O,X,O,O,X,O,X
LZJOTIS,X,X,X,O,X,O,O,X
LZJOTSI,X,X,X,O,X,O,O,X
LZJOITS,X,X,X,O,X,O,O,X
LZJOIST,O,X,X,O,X,X,O,X
LZJOSTI,O,X,X,O,X,X,O,X
LZJOSIT,O,X,X,O,X,X,O,X
LZSTIJO,O,O,O,O,O,X,X,X
LZSTIOJ,O,O,O,O,O,X,X,X
LZSTJIO,O,O,O,O,O,X,X,X
LZSTJOI,O,O,O,O,O,X,X,X
LZSTOIJ,O,O,O,O,O,X,X,X
LZSTOJI,O,O,O,O,O,X,X,X
LZSITJO,O,O,O,O,O,X,X,X
LZSITOJ,O,O,O,O,O,X,X,X
LZSIJTO,O,O,O,O,O,X,O,X
LZSIJOT,O,O,X,O,O,X,O,X
LZSIOTJ,O,O,O,O,O,X,X,X
LZSIOJT,O,O,X,O,O,X,X,X
LZSJTIO,O,O,O,O,O,X,O,X
LZSJTOI,O,O,O,O,O,X,O,X
LZSJITO,O,O,O,O,O,X,O,X
LZSJIOT,O,O,X,O,O,X,O,X
LZSJOTI,O,O,X,O,O,X,O,X
LZSJOIT,O,O,X,O,O,X,O,X
LZSOTIJ,O,O,O,O,O,X,X,X
LZSOTJI,O,O,O,O,O,X,X,X
LZSOITJ,O,O,O,O,O,X,X,X
LZSOIJT,O,O,X,O,O,X,X,X
LZSOJTI,O,O,X,O,O,X,X,X
LZSOJIT,O,O,X,O,O,X,X,X
LZOTIJS,X,X,O,O,O,O,X,X
LZOTISJ,X,X,O,O,O,O,X,X
LZOTJIS,X,X,O,O,O,O,X,X
LZOTJSI,X,X,O,O,O,O,X,X
LZOTSIJ,X,X,O,O,O,O,X,X
LZOTSJI,X,X,O,O,O,O,X,X
LZOITJS,X,X,O,O,O,O,X,X
LZOITSJ,X,X,O,O,O,O,X,X
LZOIJTS,X,X,X,O,O,O,O,X
LZOIJST,O,X,X,O,O,X,O,X
LZOISTJ,O,X,O,O,O,X,X,X
LZOISJT,O,X,O,O,O,X,O,X
LZOJTIS,X,X,X,O,O,O,O,X
LZOJTSI,X,X,X,O,O,O,O,X
LZOJITS,X,X,X,O,O,O,O,X
LZOJIST,O,X,X,O,O,X,O,X
LZOJSTI,O,X,X,O,O,X,O,X
LZOJSIT,O,X,X,O,O,X,O,X
LZOSTIJ,O,X,O,O,O,X,X,X
LZOSTJI,O,X,O,O,O,X,X,X
LZOSITJ,O,X,O,O,O,X,X,X
LZOSIJT,O,X,O,O,O,X,O,X
LZOSJTI,O,X,O,O,O,X,O,X
LZOSJIT,O,X,O,O,O,X,O,X
LOTIJSZ,X,X,O,O,O,X,O,X
LOTIJZS,X,X,O,O,O,O,O,X
LOTISJZ,X,X,O,O,O,X,O,X
LOTISZJ,X,X,O,O,O,O,X,X
LOTIZJS,X,X,O,O,O,O,X,X
LOTIZSJ,X,X,O,O,O,O,X,X
LOTJISZ,X,X,O,O,O,X,O,X
LOTJIZS,X,X,O,O,O,O,O,X
LOTJSIZ,X,X,O,O,O,X,O,X
LOTJSZI,X,X,O,O,O,X,O,X
LOTJZIS,X,X,O,O,O,O,O,X
LOTJZSI,X,X,O,O,O,O,O,X
LOTSIJZ,X,X,O,O,O,X,O,X
LOTSIZJ,X,X,O,O,O,O,X,X
LOTSJIZ,X,X,O,O,O,X,O,X
LOTSJZI,X,X,O,O,O,X,O,X
LOTSZIJ,X,X,O,O,O,O,X,X
LOTSZJI,X,X,O,O,O,O,X,X
LOTZIJS,X,X,O,O,O,O,X,X
LOTZISJ,X,X,O,O,O,O,X,X
LOTZJIS,X,X,O,O,O,O,X,X
LOTZJSI,X,X,O,O,O,O,X,X
LOTZSIJ,X,X,O,O,O,O,X,X
LOTZSJI,X,X,O,O,O,O,X,X
LOITJSZ,X,X,O,O,O,X,O,X
LOITJZS,X,X,O,O,O,O,O,X
LOITSJZ,X,X,O,O,O,X,O,X
LOITSZJ,X,X,O,O,O,O,X,X
LOITZJS,X,X,O,O,O,O,X,X
LOITZSJ,X,X,O,O,O,O,X,X
LOIJTSZ,X,X,O,O,O,X,O,X
LOIJTZS,X,X,O,O,O,X,O,X
LOIJSTZ,X,X,O,O,O,X,O,X
LOIJSZT,X,X,O,O,O,X,O,X
LOIJZTS,X,X,X,O,O,X,O,X
LOIJZST,X,X,X,O,O,X,O,X
LOISTJZ,O,X,O,O,O,X,O,O
LOISTZJ,O,X,O,O,O,X,X,O
LOISJTZ,X,X,O,O,O,X,O,X
LOISJZT,X,X,O,O,O,X,O,X
LOISZTJ,O,X,O,O,O,X,X,X
LOISZJT,O,X,O,O,O,X,O,X
LOIZTJS,X,X,O,O,O,O,X,X
LOIZTSJ,X,X,O,O,O,O,X,X
LOIZJTS,X,X,X,O,O,O,O,X
LOIZJST,O,X,X,O,O,X,O,X
LOIZSTJ,O,X,O,O,O,X,X,X
LOIZSJT,O,X,O,O,O,X,O,X
LOJTISZ,X,X,O,O,O,X,O,X
LOJTIZS,X,X,O,O,O,X,O,X
LOJTSIZ,X,X,O,O,O,X,O,X
LOJTSZI,X,X,O,O,O,X,O,X
LOJTZIS,X,X,O,O,O,X,O,X
LOJTZSI,X,X,O,O,O,X,O,X
LOJITSZ,X,X,O,O,O,X,O,X
LOJITZS,X,X,O,O,O,X,O,X
LOJISTZ,X,X,O,O,O,X,O,X
LOJISZT,X,X,O,O,O,X,O,X
LOJIZTS,X,X,X,O,O,X,O,X
LOJIZST,X,X,X,O,O,X,O,X
LOJSTIZ,X,X,O,O,O,X,O,X
LOJSTZI,X,X,O,O,O,X,O,X
LOJSITZ,X,X,O,O,O,X,O,X
LOJSIZT,X,X,O,O,O,X,O,X
LOJSZTI,X,X,O,O,O,X,O,X
LOJSZIT,X,X,O,O,O,X,O,X
LOJZTIS,X,X,X,O,O,X,O,X
LOJZTSI,X,X,X,O,O,X,O,X
LOJZITS,X,X,X,O,O,X,O,X
LOJZIST,X,X,X,O,O,X,O,X
LOJZSTI,X,X,X,O,O,X,O,X
LOJZSIT,X,X,X,O,O,X,O,X
LOSTIJZ,O,X,O,O,O,X,O,O
LOSTIZJ,O,X,O,O,O,X,X,O
LOSTJIZ,O,X,O,O,O,X,O,O
LOSTJZI,O,X,O,O,O,X,O,O
LOSTZIJ,O,X,O,O,O,X,X,O
LOSTZJI,O,X,O,O,O,X,X,O
LOSITJZ,O,X,O,O,O,X,O,O
LOSITZJ,O,X,O,O,O,X,X,O
LOSIJTZ,X,X,O,O,O,X,O,X
LOSIJZT,X,X,O,O,O,X,O,X
LOSIZTJ,O,X,O,O,O,X,X,X
LOSIZJT,O,X,O,O,O,X,O,X
LOSJTIZ,X,X,O,O,O,X,O,X
LOSJTZI,X,X,O,O,O,X,O,X
LOSJITZ,X,X,O,O,O,X,O,X
LOSJIZT,X,X,O,O,O,X,O,X
LOSJZTI,X,X,O,O,O,X,O,X
LOSJZIT,X,X,O,O,O,X,O,X
LOSZTIJ,O,X,O,O,O,X,X,X
LOSZTJI,O,X,O,O,O,X,X,X
LOSZITJ,O,X,O,O,O,X,X,X
LOSZIJT,O,X,O,O,O,X,O,X
LOSZJTI,O,X,O,O,O,X,O,X
LOSZJIT,O,X,O,O,O,X,O,X
LOZTIJS,X,X,O,O,O,O,X,X
LOZTISJ,X,X,O,O,O,O,X,X
LOZTJIS,X,X,O,O,O,O,X,X
LOZTJSI,X,X,O,O,O,O,X,X
LOZTSIJ,X,X,O,O,O,O,X,X
LOZTSJI,X,X,O,O,O,O,X,X
LOZITJS,X,X,O,O,O,O,X,X
LOZITSJ,X,X,O,O,O,O,X,X
LOZIJTS,X,X,X,O,O,O,O,X
LOZIJST,O,X,X,O,O,X,O,X
LOZISTJ,O,X,O,O,O,X,X,X
LOZISJT,O,X,O,O,O,X,O,X
LOZJTIS,X,X,X,O,O,O,O,X
LOZJTSI,X,X,X,O,O,O,O,X
LOZJITS,X,X,X,O,O,O,O,X
LOZJIST,O,X,X,O,O,X,O,X
LOZJSTI,O,X,X,O,O,X,O,X
LOZJSIT,O,X,X,O,O,X,O,X
LOZSTIJ,O,X,O,O,O,X,X,X
LOZSTJI,O,X,O,O,O,X,X,X
LOZSITJ,O,X,O,O,O,X,X,X
LOZSIJT,O,X,O,O,O,X,O,X
LOZSJTI,O,X,O,O,O,X,O,X
LOZSJIT,O,X,O,O,O,X,O,X
JTILSZO,X,X,O,O,O,X,O,O
JTILSOZ,X,X,O,O,O,X,X,O
JTILZSO,X,X,O,O,O,O,O,O
JTILZOS,X,X,O,O,X,O,O,X
JTILOSZ,X,X,O,O,O,X,O,O
JTILOZS,X,X,O,O,O,O,O,X
JTISLZO,O,O,O,O,O,X,O,O
JTISLOZ,O,O,O,O,O,X,X,O
JTISZLO,O,O,O,O,O,X,O,O
JTISZOL,O,O,O,O,O,X,O,O
JTISOLZ,O,O,O,O,O,X,O,O
JTISOZL,O,O,O,O,O,X,O,O
JTIZLSO,O,O,O,X,O,O,O,O
JTIZLOS,O,O,O,X,X,O,O,X
JTIZSLO,O,O,O,X,O,O,O,O
JTIZSOL,O,O,O,X,O,O,O,O
JTIZOLS,O,O,O,X,O,O,O,X
JTIZOSL,O,O,O,X,O,O,O,X
JTIOLSZ,X,X,O,O,O,X,O,O
JTIOLZS,X,X,O,O,O,O,O,X
JTIOSLZ,O,O,O,O,O,X,O,O
JTIOSZL,O,O,O,O,O,X,O,O
JTIOZLS,O,O,O,X,O,O,O,X
JTIOZSL,O,O,O,X,O,O,O,X
JTLISZO,X,X,O,O,O,X,O,O
JTLISOZ,X,X,O,O,O,X,X,O
JTLIZSO,X,X,O,O,O,O,O,O
JTLIZOS,X,X,O,O,X,O,O,X
JTLIOSZ,X,X,O,O,O,X,O,O
JTLIOZS,X,X,O,O,O,O,O,X
JTLSIZO,X,X,O,O,O,X,O,O
JTLSIOZ,X,X,O,O,O,X,X,O
JTLSZIO,X,X,O,O,O,X,O,O
JTLSZOI,X,X,O,O,O,X,O,O
JTLSOIZ,X,X,O,O,O,X,X,O
JTLSOZI,X,X,O,O,O,X,X,O
JTLZISO,X,X,O,O,O,O,O,O
JTLZIOS,X,X,O,O,X,O,O,X
JTLZSIO,X,X,O,O,O,O,O,O
JTLZSOI,X,X,O,O,O,O,O,O
JTLZOIS,X,X,O,O,X,O,O,X
JTLZOSI,X,X,O,O,X,O,O,X
JTLOISZ,X,X,O,O,O,X,O,O
JTLOIZS,X,X,O,O,O,O,O,X
JTLOSIZ,X,X,O,O,O,X,O,O
JTLOSZI,X,X,O,O,O,X,O,O
JTLOZIS,X,X,O,O,O,O,O,X
JTLOZSI,X,X,O,O,O,O,O,X
JTSILZO,O,O,O,O,O,X,O,O
JTSILOZ,O,O,O,O,O,X,X,O
JTSIZLO,O,O,O,O,O,X,O,O
JTSIZOL,O,O,O,O,O,X,O,O
JTSIOLZ,O,O,O,O,O,X,O,O
JTSIOZL,O,O,O,O,O,X,O,O
JTSLIZO,O,O,O,O,O,X,O,O
JTSLIOZ,O,O,O,O,O,X,X,O
JTSLZIO,O,O,O,O,O,X,O,O
JTSLZOI,O,O,O,O,O,X,O,O
JTSLOIZ,O,O,O,O,O,X,X,O
JTSLOZI,O,O,O,O,O,X,X,O
JTSZILO,O,O,O,O,O,X,O,O
JTSZIOL,O,O,O,O,O,X,O,O
JTSZLIO,O,O,O,O,O,X,O,O
JTSZLOI,O,O,O,O,O,X,O,O
JTSZOIL,O,O,O,O,O,X,O,O
JTSZOLI,O,O,O,O,O,X,O,O
JTSOILZ,O,O,O,O,O,X,O,O
JTSOIZL,O,O,O,O,O,X,O,O
JTSOLIZ,O,O,O,O,O,X,O,O
JTSOLZI,O,O,O,O,O,X,O,O
JTSOZIL,O,O,O,O,O,X,O,O
JTSOZLI,O,O,O,O,O,X,O,O
JTZILSO,O,O,O,X,O,O,O,O
JTZILOS,O,O,O,X,X,O,O,X
