sequence,v115@8gB8HeC8EeF8CeG8CeD8Jex6IvhFmdBUgBFhBXiB6r?BzqB,v115@8gB8HeC8EeF8CeG8CeD8Jex6IvhFeiBzdBUgBFhBXm?BSwB,v115@8gB8HeC8EeF8CeG8CeD8Je06IvhFxbBmdBXiBllBTr?BCrB,v115@8gB8HeC8EeF8CeG8CeD8Jex6IvhFXcBmdBUgBFiB6r?BzqB,v115@8gB8HeC8EeF8CeG8CeD8Jex6IvhFmdBUgBFhBXiBCr?BTrB,v115@8gB8HeC8EeF8CeG8CeD8Je06IvhFmdBxhBllB3mB6q?BTrB,v115@8gB8HeC8EeF8CeG8CeD8Je06IvhFxbByhBzdBllB3m?BWwB,v115@8gB8HeC8EeF8CeG8CeD8Jex6IvhFXcBmdBUgBFiBCr?BTrB,v115@8gB8HeC8EeF8CeG8CeD8Je06IvhFxbBmdB3gBFiB6r?BzqB,v115@8gB8HeC8EeF8CeG8CeD8Je06IvhFxbBmdB3gBlmBzq?BCsB,v115@8gB8HeC8EeF8CeG8CeD8Je06IvhFXcBmdBFiBxlB6q?BTrB,v115@8gB8HeC8EeF8CeG8CeD8Jex6IvhFmcBzdBUgBFhBCr?B3rB
JLZIOTS,X,O,O,O,X,X,X,O,O,O,X,O
JLZIOST,O,O,O,O,O,X,X,O,O,O,X,O
JLZSTIO,O,O,O,O,O,O,X,O,O,X,X,O
JLZSTOI,O,O,O,O,O,O,X,O,O,X,X,O
JLZSITO,O,O,O,O,O,X,X,O,O,X,X,O
JLZSIOT,X,O,O,O,O,X,X,O,O,X,X,O
JLZSOTI,X,O,O,X,O,X,X,O,X,X,X,O
JLZSOIT,X,O,O,O,O,X,X,O,O,X,X,O
JLZOTIS,X,O,O,O,X,X,X,O,O,O,O,O
JLZOTSI,X,O,O,O,X,X,X,O,O,O,O,O
JLZOITS,X,O,O,O,X,X,X,O,O,O,X,O
JLZOIST,O,O,O,O,O,X,X,O,O,O,X,O
JLZOSTI,O,O,O,O,O,X,X,O,O,X,X,O
JLZOSIT,O,O,O,O,O,X,X,O,O,O,X,O
JLOTISZ,X,X,X,O,X,X,X,O,X,X,O,X
JLOTIZS,X,O,X,O,X,X,X,O,O,X,O,X
JLOTSIZ,X,X,O,O,X,X,X,O,O,O,O,X
JLOTSZI,X,O,O,O,X,X,X,O,O,O,O,X
JLOTZIS,X,O,O,O,X,X,X,O,O,O,O,X
JLOTZSI,X,O,O,O,X,X,X,O,O,O,O,X
JLOITSZ,X,X,X,O,X,X,X,O,X,X,X,X
JLOITZS,X,O,X,O,X,X,X,O,X,X,X,X
JLOISTZ,X,X,X,O,X,X,X,O,O,X,X,O
JLOISZT,O,O,X,O,O,X,X,O,O,X,X,O
JLOIZTS,X,O,X,O,X,X,X,O,O,X,X,O
JLOIZST,O,O,X,O,O,X,X,O,O,X,X,O
JLOSTIZ,X,X,O,O,X,X,X,O,O,X,X,O
JLOSTZI,O,O,O,O,O,X,X,O,O,X,X,O
JLOSITZ,X,X,X,O,X,X,X,O,O,X,X,O
JLOSIZT,O,O,X,O,O,X,X,O,O,O,X,O
JLOSZTI,O,O,O,O,O,X,X,O,O,X,X,O
JLOSZIT,O,O,O,O,O,X,X,O,O,O,X,O
JLOZTIS,X,O,O,O,X,X,X,O,O,O,O,O
JLOZTSI,X,O,O,O,X,X,X,O,O,O,O,O
JLOZITS,X,O,O,O,X,X,X,O,O,O,X,O
JLOZIST,O,O,O,O,O,X,X,O,O,O,X,O
JLOZSTI,O,O,O,O,O,X,X,O,O,X,X,O
JLOZSIT,O,O,O,O,O,X,X,O,O,O,X,O
JSTILZO,X,X,X,O,O,O,O,O,O,X,O,X
JSTILOZ,X,X,X,O,X,O,O,O,X,X,X,X
JSTIZLO,O,X,O,O,O,O,O,O,O,X,O,X
JSTIZOL,O,X,O,O,O,O,O,O,O,X,O,X
JSTIOLZ,X,X,O,X,X,O,O,X,X,X,O,X
JSTIOZL,X,X,O,O,X,O,O,O,O,X,O,X
JSTLIZO,X,X,X,O,O,O,O,O,O,X,O,X
JSTLIOZ,X,X,X,O,X,O,O,O,O,X,X,X
JSTLZIO,O,X,O,O,O,O,O,O,O,X,O,X
JSTLZOI,O,X,O,O,O,O,O,O,O,X,X,X
JSTLOIZ,X,X,O,O,X,O,O,O,O,X,X,X
JSTLOZI,X,X,O,O,O,O,O,O,O,X,X,X
JSTZILO,O,X,O,O,O,O,O,O,O,X,O,X
JSTZIOL,O,O,O,O,O,O,O,O,O,X,O,X
JSTZLIO,O,X,O,O,O,O,O,O,O,X,O,X
JSTZLOI,O,X,O,O,O,O,O,O,O,X,X,X
JSTZOIL,O,O,O,O,O,O,O,O,O,X,O,X
JSTZOLI,O,O,O,X,O,O,O,X,O,X,O,X
JSTOILZ,X,X,O,O,X,O,O,X,O,X,O,X
JSTOIZL,O,X,O,O,X,O,O,O,O,X,O,X
JSTOLIZ,X,X,O,O,X,O,O,X,O,X,O,X
JSTOLZI,O,X,O,O,X,O,O,X,O,X,O,X
JSTOZIL,O,O,O,O,O,O,O,O,O,X,O,X
JSTOZLI,O,O,O,O,O,O,O,X,O,X,O,X
JSITLZO,X,X,X,O,O,O,X,O,O,X,X,X
JSITLOZ,X,X,X,O,X,O,X,O,X,X,X,X
JSITZLO,O,X,O,O,O,O,X,O,O,X,X,X
JSITZOL,O,X,O,O,O,O,X,O,O,X,X,X
JSITOLZ,X,X,O,X,X,O,X,X,X,X,X,X
JSITOZL,X,X,O,O,X,O,X,O,O,X,X,X
JSILTZO,X,X,X,O,O,O,X,O,X,X,X,X
JSILTOZ,X,X,X,O,X,O,X,O,X,X,X,X
JSILZTO,O,O,X,O,O,X,X,O,O,X,X,X
JSILZOT,X,O,X,O,O,X,X,O,X,X,X,X
JSILOTZ,X,X,X,O,X,X,X,O,X,X,X,X
JSILOZT,X,O,X,O,O,X,X,O,X,X,X,X
JSIZTLO,O,X,O,O,O,O,X,O,O,X,X,X
JSIZTOL,O,O,O,O,O,O,X,O,O,X,X,X
JSIZLTO,O,O,O,O,O,X,X,O,O,X,X,X
JSIZLOT,X,O,O,O,O,X,X,O,X,X,X,X
JSIZOTL,O,O,O,O,O,X,X,O,O,X,X,X
JSIZOLT,O,O,O,O,O,X,X,X,X,X,X,X
JSIOTLZ,X,X,O,O,X,O,X,X,X,X,X,X
JSIOTZL,O,X,O,O,X,O,X,X,X,X,X,X
JSIOLTZ,X,X,X,O,X,X,X,X,X,X,X,X
JSIOLZT,O,O,X,O,O,X,X,X,X,X,X,X
JSIOZTL,O,O,O,O,O,X,X,X,O,X,X,X
JSIOZLT,O,O,O,O,O,X,X,X,X,X,X,X
JSLTIZO,X,X,X,O,O,O,O,O,O,X,X,X
JSLTIOZ,X,X,X,O,X,O,O,O,X,X,X,X
JSLTZIO,O,O,O,O,O,O,O,O,O,X,X,X
JSLTZOI,O,O,O,X,O,O,O,O,X,X,X,X
JSLTOIZ,X,X,O,X,X,O,O,O,X,X,X,X
JSLTOZI,X,O,O,X,O,O,O,O,X,X,X,X
JSLITZO,X,X,X,O,O,O,X,O,O,X,X,X
JSLITOZ,X,X,X,O,X,O,X,O,X,X,X,X
JSLIZTO,O,O,X,O,O,X,X,O,O,X,X,X
JSLIZOT,X,O,X,O,O,X,X,O,O,X,X,X
JSLIOTZ,X,X,X,O,X,X,X,O,X,X,X,X
JSLIOZT,X,O,X,O,O,X,X,O,O,X,X,X
JSLZTIO,O,O,O,O,O,O,X,O,O,X,X,X
JSLZTOI,O,O,O,X,O,O,X,O,X,X,X,X
JSLZITO,O,O,O,O,O,X,X,O,O,X,X,X
JSLZIOT,X,O,O,O,O,X,X,O,O,X,X,X
JSLZOTI,X,O,O,X,O,X,X,O,X,X,X,X
JSLZOIT,X,O,O,O,O,X,X,O,O,X,X,X
JSLOTIZ,X,X,O,X,X,X,O,O,X,X,X,X
JSLOTZI,O,O,O,X,O,X,O,O,X,X,X,X
JSLOITZ,X,X,X,O,X,X,X,O,X,X,X,X
JSLOIZT,O,O,X,O,O,X,X,O,O,X,X,X
JSLOZTI,O,O,O,X,O,X,X,O,X,X,X,X
JSLOZIT,O,O,O,O,O,X,X,O,O,X,X,X
JSZTILO,O,X,O,O,O,O,O,O,O,X,O,X
JSZTIOL,O,O,O,O,O,O,O,O,O,X,O,X
JSZTLIO,O,X,O,O,O,O,O,O,O,X,O,X
JSZTLOI,O,X,O,O,O,O,O,O,O,X,X,X
JSZTOIL,O,O,O,O,O,O,O,O,O,X,O,X
JSZTOLI,O,O,O,X,O,O,O,X,O,X,O,X
JSZITLO,O,X,O,O,O,O,X,O,O,X,X,X
JSZITOL,O,O,O,O,O,O,X,O,O,X,X,X
JSZILTO,O,O,O,O,O,X,X,O,O,X,X,X
JSZILOT,X,O,O,O,O,X,X,O,O,X,X,X
JSZIOTL,O,O,O,O,O,X,X,O,O,O,X,X
JSZIOLT,O,O,O,O,O,X,X,X,O,O,X,X
JSZLTIO,O,O,O,O,O,O,X,O,O,X,X,X
JSZLTOI,O,O,O,X,O,O,X,O,X,X,X,X
JSZLITO,O,O,O,O,O,X,X,O,O,X,X,X
JSZLIOT,X,O,O,O,O,X,X,O,O,X,X,X
JSZLOTI,X,O,O,X,O,X,X,O,X,X,X,X
JSZLOIT,X,O,O,O,O,X,X,O,O,X,X,X
JSZOTIL,O,O,O,O,O,O,O,X,O,O,O,X
JSZOTLI,O,O,O,O,O,O,O,X,O,O,O,X
JSZOITL,O,O,O,O,O,X,X,O,O,O,X,X
JSZOILT,O,O,O,O,O,X,X,X,O,O,X,X
JSZOLTI,O,O,O,O,O,X,X,X,O,X,X,X
JSZOLIT,O,O,O,O,O,X,X,X,O,O,X,X
JSOTILZ,X,X,O,O,X,O,O,X,O,O,O,X
JSOTIZL,O,X,O,O,X,O,O,X,O,O,O,X
JSOTLIZ,X,X,O,O,X,O,O,X,O,O,O,X
JSOTLZI,O,X,O,O,X,O,O,X,O,O,O,X
JSOTZIL,O,O,O,O,O,O,O,X,O,O,O,X
JSOTZLI,O,O,O,O,O,O,O,X,O,O,O,X
JSOITLZ,X,X,O,O,X,O,X,X,X,X,X,X
JSOITZL,O,X,O,O,X,O,X,X,O,O,X,X
JSOILTZ,X,X,X,O,X,X,X,X,X,X,X,X
JSOILZT,O,O,X,O,O,X,X,X,O,O,X,X
JSOIZTL,O,O,O,O,O,X,X,X,O,O,X,X
JSOIZLT,O,O,O,O,O,X,X,X,O,O,X,X
JSOLTIZ,X,X,O,O,X,X,O,X,O,X,X,X
JSOLTZI,O,O,O,O,O,X,O,X,O,X,X,X
JSOLITZ,X,X,X,O,X,X,X,X,O,X,X,X
JSOLIZT,O,O,X,O,O,X,X,X,O,O,X,X
JSOLZTI,O,O,O,O,O,X,X,X,O,X,X,X
JSOLZIT,O,O,O,O,O,X,X,X,O,O,X,X
JSOZTIL,O,O,O,O,O,O,O,X,O,O,O,X
JSOZTLI,O,O,O,O,O,O,O,X,O,O,O,X
JSOZITL,O,O,O,O,O,X,X,X,O,O,X,X
JSOZILT,O,O,O,O,O,X,X,X,O,O,X,X
JSOZLTI,O,O,O,O,O,X,X,X,O,X,X,X
JSOZLIT,O,O,O,O,O,X,X,X,O,O,X,X
JZTILSO,X,O,O,O,O,X,X,O,O,X,O,X
JZTILOS,X,O,X,O,X,X,X,O,O,X,O,O
JZTISLO,O,X,O,O,O,O,X,O,O,X,O,X
JZTISOL,O,O,O,O,O,O,X,O,O,X,O,O
JZTIOLS,X,O,O,O,X,X,X,X,O,O,O,O
JZTIOSL,O,O,O,O,X,X,X,O,O,O,O,O
JZTLISO,X,O,O,O,O,X,X,O,O,X,O,X
JZTLIOS,X,O,X,O,X,X,X,O,O,X,O,O
JZTLSIO,X,O,O,O,O,O,X,O,O,X,O,X
JZTLSOI,X,O,O,O,O,O,X,O,O,X,X,X
JZTLOIS,X,O,X,O,X,X,X,O,O,X,O,O
JZTLOSI,X,O,X,O,X,X,X,O,O,X,O,X
JZTSILO,O,X,O,O,O,O,O,O,O,X,O,X
JZTSIOL,O,O,O,O,O,O,O,O,O,X,O,O
JZTSLIO,O,X,O,O,O,O,O,O,O,X,O,X
JZTSLOI,O,X,O,O,O,O,O,O,O,X,X,X
JZTSOIL,O,O,O,O,O,O,O,O,O,X,O,O
JZTSOLI,O,O,O,X,O,O,O,X,O,X,O,X
JZTOILS,X,O,O,O,X,X,X,X,O,O,O,O
JZTOISL,O,O,O,O,X,X,X,O,O,O,O,O
JZTOLIS,X,O,O,O,X,X,X,O,O,O,O,O
JZTOLSI,X,O,O,O,X,X,X,O,O,O,O,X
JZTOSIL,O,O,O,O,X,O,O,O,O,O,O,O
JZTOSLI,O,O,O,O,X,O,O,X,O,O,O,X
JZITLSO,X,O,O,O,O,X,X,O,O,X,O,X
JZITLOS,X,O,X,O,X,X,X,O,O,X,O,O
JZITSLO,O,X,O,O,O,O,X,O,O,X,O,X
JZITSOL,O,O,O,O,O,O,X,O,O,X,O,O
JZITOLS,X,O,O,O,X,X,X,X,O,O,O,O
JZITOSL,O,O,O,O,X,X,X,O,O,O,O,O
JZILTSO,X,O,O,O,O,X,X,O,O,X,X,O
JZILTOS,X,O,X,O,X,X,X,O,O,X,X,O
JZILSTO,O,O,O,O,O,X,X,O,O,X,X,O
JZILSOT,X,O,O,O,O,X,X,O,O,X,X,O
JZILOTS,X,O,O,O,X,X,X,O,O,O,X,O
JZILOST,O,O,O,O,O,X,X,O,O,O,X,O
JZISTLO,O,X,O,O,O,O,X,O,O,X,O,X
JZISTOL,O,O,O,O,O,O,X,O,O,X,O,X
JZISLTO,O,O,O,O,O,X,X,O,O,X,X,X
JZISLOT,X,O,O,O,O,X,X,O,O,X,X,X
JZISOTL,O,O,O,O,O,X,X,O,O,O,X,X
JZISOLT,O,O,O,O,O,X,X,X,O,O,X,X
JZIOTLS,X,O,O,O,X,X,X,X,O,O,O,O
JZIOTSL,O,O,O,O,X,X,X,O,O,O,O,O
JZIOLTS,X,O,O,O,X,X,X,O,O,O,X,O
JZIOLST,O,O,O,O,O,X,X,O,O,O,X,O
JZIOSTL,O,O,O,O,O,X,X,O,O,O,X,X
JZIOSLT,O,O,O,O,O,X,X,X,O,O,X,X
JZLTISO,X,O,O,O,O,X,X,O,O,X,O,O
JZLTIOS,X,O,X,O,X,X,X,O,O,X,O,O
JZLTSIO,X,O,O,O,O,O,X,O,O,X,O,O
JZLTSOI,X,O,O,O,O,O,X,O,O,X,X,O
JZLTOIS,X,O,X,O,X,X,X,O,O,X,O,O
JZLTOSI,X,O,X,O,X,X,X,O,O,X,O,O
JZLITSO,X,O,O,O,O,X,X,O,O,X,X,O
JZLITOS,X,O,X,O,X,X,X,O,O,X,X,O
JZLISTO,O,O,O,O,O,X,X,O,O,X,X,O
JZLISOT,X,O,O,O,O,X,X,O,O,X,X,O
JZLIOTS,X,O,O,O,X,X,X,O,O,O,X,O
JZLIOST,O,O,O,O,O,X,X,O,O,O,X,O
JZLSTIO,O,O,O,O,O,O,X,O,O,X,X,O
JZLSTOI,O,O,O,O,O,O,X,O,O,X,X,O
JZLSITO,O,O,O,O,O,X,X,O,O,X,X,O
JZLSIOT,X,O,O,O,O,X,X,O,O,X,X,O
JZLSOTI,X,O,O,X,O,X,X,O,X,X,X,O
JZLSOIT,X,O,O,O,O,X,X,O,O,X,X,O
JZLOTIS,X,O,O,O,X,X,X,O,O,O,O,O
JZLOTSI,X,O,O,O,X,X,X,O,O,O,O,O
JZLOITS,X,O,O,O,X,X,X,O,O,O,X,O
JZLOIST,O,O,O,O,O,X,X,O,O,O,X,O
JZLOSTI,O,O,O,O,O,X,X,O,O,X,X,O
JZLOSIT,O,O,O,O,O,X,X,O,O,O,X,O
JZSTILO,O,X,O,O,O,O,O,O,O,X,O,X
JZSTIOL,O,O,O,O,O,O,O,O,O,X,O,X
JZSTLIO,O,X,O,O,O,O,O,O,O,X,O,X
JZSTLOI,O,X,O,O,O,O,O,O,O,X,X,X
JZSTOIL,O,O,O,O,O,O,O,O,O,X,O,X
JZSTOLI,O,O,O,X,O,O,O,X,O,X,O,X
JZSITLO,O,X,O,O,O,O,X,O,O,X,X,X
JZSITOL,O,O,O,O,O,O,X,O,O,X,X,X
JZSILTO,O,O,O,O,O,X,X,O,O,X,X,X
JZSILOT,X,O,O,O,O,X,X,O,O,X,X,X
JZSIOTL,O,O,O,O,O,X,X,O,O,O,X,X
JZSIOLT,O,O,O,O,O,X,X,X,O,O,X,X
JZSLTIO,O,O,O,O,O,O,X,O,O,X,X,X
JZSLTOI,O,O,O,X,O,O,X,O,X,X,X,X
JZSLITO,O,O,O,O,O,X,X,O,O,X,X,X
JZSLIOT,X,O,O,O,O,X,X,O,O,X,X,X
JZSLOTI,X,O,O,X,O,X,X,O,X,X,X,X
JZSLOIT,X,O,O,O,O,X,X,O,O,X,X,X
JZSOTIL,O,O,O,O,O,O,O,X,O,O,O,X
JZSOTLI,O,O,O,O,O,O,O,X,O,O,O,X
JZSOITL,O,O,O,O,O,X,X,O,O,O,X,X
JZSOILT,O,O,O,O,O,X,X,X,O,O,X,X
JZSOLTI,O,O,O,O,O,X,X,X,O,X,X,X
JZSOLIT,O,O,O,O,O,X,X,X,O,O,X,X
JZOTILS,X,O,O,O,X,X,X,X,O,O,O,O
JZOTISL,O,O,O,O,X,X,X,O,O,O,O,O
JZOTLIS,X,O,O,O,X,X,X,O,O,O,O,O
JZOTLSI,X,O,O,O,X,X,X,O,O,O,O,X
JZOTSIL,O,O,O,O,X,O,O,O,O,O,O,O
JZOTSLI,O,O,O,O,X,O,O,X,O,O,O,X
JZOITLS,X,O,O,O,X,X,X,X,O,O,O,O
JZOITSL,O,O,O,O,X,X,X,O,O,O,O,O
JZOILTS,X,O,O,O,X,X,X,O,O,O,X,O
JZOILST,O,O,O,O,O,X,X,O,O,O,X,O
JZOISTL,O,O,O,O,O,X,X,O,O,O,O,X
JZOISLT,O,O,O,O,O,X,X,X,O,O,X,X
JZOLTIS,X,O,O,O,X,X,X,O,O,O,O,O
JZOLTSI,X,O,O,O,X,X,X,O,O,O,O,O
JZOLITS,X,O,O,O,X,X,X,O,O,O,X,O
JZOLIST,O,O,O,O,O,X,X,O,O,O,X,O
JZOLSTI,O,O,O,O,O,X,X,O,O,X,X,O
JZOLSIT,O,O,O,O,O,X,X,O,O,O,X,O
JZOSTIL,O,O,O,O,O,O,O,X,O,O,O,X
JZOSTLI,O,O,O,O,O,O,O,X,O,O,O,X
JZOSITL,O,O,O,O,O,X,X,O,O,O,X,X
JZOSILT,O,O,O,O,O,X,X,X,O,O,X,X
JZOSLTI,O,O,O,O,O,X,X,X,O,X,X,X
JZOSLIT,O,O,O,O,O,X,X,X,O,O,X,X
JOTILSZ,X,X,X,O,X,X,X,O,X,X,O,X
JOTILZS,X,O,X,O,X,X,X,O,O,X,O,X
JOTISLZ,X,X,O,O,X,X,X,X,O,O,O,X
JOTISZL,O,X,O,O,X,X,X,O,O,O,O,X
JOTIZLS,X,O,O,O,X,X,X,X,O,O,O,X
JOTIZSL,O,O,O,O,X,X,X,O,O,O,O,X
JOTLISZ,X,X,X,O,X,X,X,O,X,X,O,X
JOTLIZS,X,O,X,O,X,X,X,O,O,X,O,X
JOTLSIZ,X,X,O,O,X,X,X,O,O,O,O,X
JOTLSZI,X,O,O,O,X,X,X,O,O,O,O,X
JOTLZIS,X,O,O,O,X,X,X,O,O,O,O,X
JOTLZSI,X,O,O,O,X,X,X,O,O,O,O,X
JOTSILZ,X,X,O,O,X,O,O,X,O,O,O,X
JOTSIZL,O,X,O,O,X,O,O,O,O,O,O,X
JOTSLIZ,X,X,O,O,X,O,O,X,O,O,O,X
JOTSLZI,O,X,O,O,X,O,O,X,O,O,O,X
JOTSZIL,O,O,O,O,X,O,O,O,O,O,O,X
JOTSZLI,O,O,O,O,X,O,O,X,O,O,O,X
JOTZILS,X,O,O,O,X,X,X,X,O,O,O,X
JOTZISL,O,O,O,O,X,X,X,O,O,O,O,X
JOTZLIS,X,O,O,O,X,X,X,O,O,O,O,X
JOTZLSI,X,O,O,O,X,X,X,O,O,O,O,X
JOTZSIL,O,O,O,O,X,O,O,O,O,O,O,X
JOTZSLI,O,O,O,O,X,O,O,X,O,O,O,X
JOITLSZ,X,X,X,O,X,X,X,O,X,X,O,X
JOITLZS,X,O,X,O,X,X,X,O,O,X,O,X
JOITSLZ,X,X,O,O,X,X,X,X,O,O,O,X
JOITSZL,O,X,O,O,X,X,X,O,O,O,O,X
JOITZLS,X,O,O,O,X,X,X,X,O,O,O,X
JOITZSL,O,O,O,O,X,X,X,O,O,O,O,X
JOILTSZ,X,X,X,O,X,X,X,O,X,X,X,X
JOILTZS,X,O,X,O,X,X,X,O,X,X,X,X
JOILSTZ,X,X,X,O,X,X,X,O,O,X,X,O
JOILSZT,O,O,X,O,O,X,X,O,O,X,X,O
JOILZTS,X,O,X,O,X,X,X,O,O,X,X,O
JOILZST,O,O,X,O,O,X,X,O,O,X,X,O
JOISTLZ,X,X,O,O,X,O,X,X,X,X,O,X
JOISTZL,O,X,O,O,X,O,X,X,O,O,O,X
JOISLTZ,X,X,X,O,X,X,X,X,X,X,X,X
JOISLZT,O,O,X,O,O,X,X,X,O,O,X,X
JOISZTL,O,O,O,O,O,X,X,X,O,O,O,X
JOISZLT,O,O,O,O,O,X,X,X,O,O,X,X
JOIZTLS,X,O,O,O,X,X,X,X,O,O,O,O
JOIZTSL,O,O,O,O,X,X,X,O,O,O,O,O
JOIZLTS,X,O,O,O,X,X,X,O,O,O,X,O
JOIZLST,O,O,O,O,O,X,X,O,O,O,X,O
JOIZSTL,O,O,O,O,O,X,X,O,O,O,O,X
JOIZSLT,O,O,O,O,O,X,X,X,O,O,X,X
JOLTISZ,X,X,X,O,X,X,X,O,O,X,O,X
JOLTIZS,X,O,X,O,X,X,X,O,O,X,O,X
JOLTSIZ,X,X,O,O,X,X,X,O,O,O,O,X
JOLTSZI,X,O,O,O,X,X,X,O,O,O,O,X
JOLTZIS,X,O,O,O,X,X,X,O,O,O,O,X
JOLTZSI,X,O,O,O,X,X,X,O,O,O,O,X
JOLITSZ,X,X,X,O,X,X,X,O,X,X,X,X
JOLITZS,X,O,X,O,X,X,X,O,X,X,X,X
JOLISTZ,X,X,X,O,X,X,X,O,O,X,X,O
JOLISZT,O,O,X,O,O,X,X,O,O,X,X,O
JOLIZTS,X,O,X,O,X,X,X,O,O,X,X,O
JOLIZST,O,O,X,O,O,X,X,O,O,X,X,O
JOLSTIZ,X,X,O,O,X,X,X,O,O,X,X,O
JOLSTZI,O,O,O,O,O,X,X,O,O,X,X,O
JOLSITZ,X,X,X,O,X,X,X,O,O,X,X,O
JOLSIZT,O,O,X,O,O,X,X,O,O,O,X,O
JOLSZTI,O,O,O,O,O,X,X,O,O,X,X,O
JOLSZIT,O,O,O,O,O,X,X,O,O,O,X,O
JOLZTIS,X,O,O,O,X,X,X,O,O,O,O,O
JOLZTSI,X,O,O,O,X,X,X,O,O,O,O,O
JOLZITS,X,O,O,O,X,X,X,O,O,O,X,O
JOLZIST,O,O,O,O,O,X,X,O,O,O,X,O
JOLZSTI,O,O,O,O,O,X,X,O,O,X,X,O
JOLZSIT,O,O,O,O,O,X,X,O,O,O,X,O
JOSTILZ,X,X,O,O,X,O,O,X,O,O,O,X
JOSTIZL,O,X,O,O,X,O,O,X,O,O,O,X
JOSTLIZ,X,X,O,O,X,O,O,X,O,O,O,X
JOSTLZI,O,X,O,O,X,O,O,X,O,O,O,X
JOSTZIL,O,O,O,O,O,O,O,X,O,O,O,X
JOSTZLI,O,O,O,O,O,O,O,X,O,O,O,X
JOSITLZ,X,X,O,O,X,O,X,X,O,X,X,X
JOSITZL,O,X,O,O,X,O,X,X,O,O,X,X
JOSILTZ,X,X,X,O,X,X,X,X,X,X,X,X
JOSILZT,O,O,X,O,O,X,X,X,O,O,X,X
JOSIZTL,O,O,O,O,O,X,X,X,O,O,X,X
JOSIZLT,O,O,O,O,O,X,X,X,O,O,X,X
JOSLTIZ,X,X,O,O,X,X,O,X,O,X,X,X
JOSLTZI,O,O,O,O,O,X,O,X,O,X,X,X
JOSLITZ,X,X,X,O,X,X,X,X,O,X,X,X
JOSLIZT,O,O,X,O,O,X,X,X,O,O,X,X
JOSLZTI,O,O,O,O,O,X,X,X,O,X,X,X
JOSLZIT,O,O,O,O,O,X,X,X,O,O,X,X
JOSZTIL,O,O,O,O,O,O,O,X,O,O,O,X
JOSZTLI,O,O,O,O,O,O,O,X,O,O,O,X
JOSZITL,O,O,O,O,O,X,X,X,O,O,X,X
JOSZILT,O,O,O,O,O,X,X,X,O,O,X,X
JOSZLTI,O,O,O,O,O,X,X,X,O,X,X,X
JOSZLIT,O,O,O,O,O,X,X,X,O,O,X,X
JOZTILS,X,O,O,O,X,X,X,X,O,O,O,O
JOZTISL,O,O,O,O,X,X,X,O,O,O,O,O
JOZTLIS,X,O,O,O,X,X,X,O,O,O,O,O
JOZTLSI,X,O,O,O,X,X,X,O,O,O,O,X
JOZTSIL,O,O,O,O,X,O,O,O,O,O,O,O
JOZTSLI,O,O,O,O,X,O,O,X,O,O,O,X
JOZITLS,X,O,O,O,X,X,X,X,O,O,O,O
JOZITSL,O,O,O,O,X,X,X,O,O,O,O,O
JOZILTS,X,O,O,O,X,X,X,O,O,O,X,O
JOZILST,O,O,O,O,O,X,X,O,O,O,X,O
JOZISTL,O,O,O,O,O,X,X,O,O,O,O,X
JOZISLT,O,O,O,O,O,X,X,X,O,O,X,X
JOZLTIS,X,O,O,O,X,X,X,O,O,O,O,O
JOZLTSI,X,O,O,O,X,X,X,O,O,O,O,O
JOZLITS,X,O,O,O,X,X,X,O,O,O,X,O
JOZLIST,O,O,O,O,O,X,X,O,O,O,X,O
JOZLSTI,O,O,O,O,O,X,X,O,O,X,X,O
JOZLSIT,O,O,O,O,O,X,X,O,O,O,X,O
JOZSTIL,O,O,O,O,O,O,O,X,O,O,O,X
JOZSTLI,O,O,O,O,O,O,O,X,O,O,O,X
JOZSITL,O,O,O,O,O,X,X,O,O,O,X,X
JOZSILT,O,O,O,O,O,X,X,X,O,O,X,X
JOZSLTI,O,O,O,O,O,X,X,X,O,X,X,X
JOZSLIT,O,O,O,O,O,X,X,X,O,O,X,X
STILJZO,X,X,X,O,O,O,O,O,O,X,O,X
STILJOZ,X,X,X,O,X,O,O,O,X,X,X,X
STILZJO,X,X,X,O,O,O,O,O,O,X,O,X
STILZOJ,X,X,X,X,O,O,O,O,X,X,X,X
STILOJZ,X,X,X,O,X,O,O,O,X,X,X,X
STILOZJ,X,X,X,X,X,O,O,X,X,X,X,X
STIJLZO,X,X,X,O,O,O,O,O,O,X,O,X
STIJLOZ,X,X,X,O,X,O,O,O,X,X,X,X
STIJZLO,O,X,O,O,O,O,O,O,O,X,O,X
STIJZOL,O,X,O,O,O,O,O,O,O,X,O,X
STIJOLZ,X,X,O,X,X,O,O,X,X,X,O,X
STIJOZL,X,X,O,O,X,O,O,O,O,X,O,X
STIZLJO,O,X,O,O,O,O,O,O,O,X,O,X
STIZLOJ,X,X,X,X,X,O,O,X,X,X,X,X
STIZJLO,O,X,O,O,O,O,O,O,O,X,O,X
STIZJOL,O,X,O,O,O,O,O,O,O,X,O,X
STIZOLJ,X,X,O,X,X,O,O,X,X,X,O,X
STIZOJL,O,X,O,O,O,O,O,O,O,X,O,X
STIOLJZ,X,X,O,X,X,O,O,X,X,X,O,X
STIOLZJ,X,X,O,X,X,O,O,X,X,X,O,X
STIOJLZ,X,X,O,X,X,O,O,X,X,X,O,X
STIOJZL,X,X,O,O,X,O,O,O,O,X,O,X
STIOZLJ,X,X,O,X,X,O,O,X,X,X,O,X
STIOZJL,X,X,O,X,X,O,O,X,O,X,O,X
