sequence,v115@7gB8GeC8HeD8DeG8AeF8JeO/IvhF6gBxcBzfB/mBUi?BlqB,v115@7gB8GeC8HeD8DeG8AeF8JeK/IvhFzaB+gBxcB/mBUi?BlqB,v115@7gB8GeC8HeD8DeG8AeF8Je06IvhFxbBXdB2kBzgBCn?BlqB,v115@7gB8GeC8HeD8DeG8AeF8JeO/IvhFxcBCgB/mBUiBTg?BlqB,v115@7gB8GeC8HeD8DeG8AeF8JeK/IvhFWgBxcB/mBUiBTg?BlqB,v115@7gB8GeC8HeD8DeG8AeF8JeO/IvhFxcBflBlgBUiBTm?B6qB,v115@7gB8GeC8HeD8DeG8AeF8Jem6IvhFFcBXdBTfBclBxm?BCrB,v115@7gB8GeC8HeD8DeG8AeF8JeT6IvhF/gBUcBFdBmkBxm?BCrB,v115@7gB8GeC8HeD8DeG8AeF8JeT6IvhFxbBXdBlgBmkB8q?BCsB,v115@7gB8GeC8HeD8DeG8AeF8JeO/IvhFXbBRhB6mBTiBFl?B8qB
JOZISTL,O,X,O,O,X,O,O,O,O,O
JOZISLT,O,X,O,O,X,O,O,O,O,O
JOZLTIS,X,X,O,X,X,X,X,O,O,X
JOZLTSI,X,X,O,X,X,X,O,O,O,X
JOZLITS,X,X,X,X,X,X,O,O,O,X
JOZLIST,O,X,O,X,X,O,O,O,O,X
JOZLSTI,O,X,O,X,X,O,O,O,O,X
JOZLSIT,O,X,O,X,X,O,O,O,O,X
JOZSTIL,O,X,O,O,X,O,O,O,O,X
JOZSTLI,O,X,O,O,X,O,O,O,O,X
JOZSITL,O,X,O,O,X,O,O,O,O,X
JOZSILT,O,X,O,O,X,O,O,O,O,X
JOZSLTI,O,X,O,O,X,O,O,O,O,X
JOZSLIT,O,X,O,O,X,O,O,X,O,X
STILJZO,O,O,O,O,O,X,O,O,X,X
STILJOZ,O,O,O,X,X,X,X,O,O,X
STILZJO,O,O,O,O,O,X,O,O,O,X
STILZOJ,O,O,O,O,O,X,O,O,O,X
STILOJZ,O,O,O,X,X,X,X,O,X,X
STILOZJ,O,O,O,X,X,X,O,O,X,X
STIJLZO,O,O,O,O,X,X,O,O,X,X
STIJLOZ,O,O,X,X,X,X,X,O,X,X
STIJZLO,O,O,O,O,X,X,O,O,X,X
STIJZOL,O,O,O,O,X,O,O,O,X,X
STIJOLZ,O,O,O,X,X,X,X,O,O,X
STIJOZL,O,X,O,X,X,X,X,O,O,X
STIZLJO,O,O,X,O,O,X,O,O,O,X
STIZLOJ,O,O,X,O,O,X,O,O,X,X
STIZJLO,O,O,O,O,O,X,O,X,O,X
STIZJOL,O,O,O,O,X,O,O,X,O,X
STIZOLJ,O,O,X,O,O,X,O,X,X,X
STIZOJL,O,O,O,O,X,X,O,X,O,X
STIOLJZ,O,O,O,X,X,X,X,X,X,X
STIOLZJ,O,X,X,X,X,X,O,X,X,X
STIOJLZ,O,O,O,X,X,X,X,X,X,X
STIOJZL,O,X,O,X,X,X,O,X,X,X
STIOZLJ,O,X,X,X,X,X,O,X,X,X
STIOZJL,O,X,O,X,X,X,O,X,X,X
STLIJZO,O,O,O,O,O,X,O,O,X,X
STLIJOZ,O,O,O,X,X,X,X,O,O,X
STLIZJO,O,O,O,O,O,X,O,O,O,X
STLIZOJ,O,O,O,O,O,X,O,O,O,X
STLIOJZ,O,O,O,X,X,X,X,O,X,X
STLIOZJ,O,O,O,X,X,X,O,O,X,X
STLJIZO,O,O,O,O,O,X,O,O,X,X
STLJIOZ,O,O,O,X,X,X,X,O,O,X
STLJZIO,O,O,O,O,O,X,O,O,O,X
STLJZOI,O,O,O,O,O,O,O,O,O,X
STLJOIZ,O,O,O,X,X,X,X,O,O,X
STLJOZI,O,O,O,O,O,X,X,O,O,X
STLZIJO,O,O,O,O,O,X,O,O,O,X
STLZIOJ,O,O,O,O,O,X,O,O,O,X
STLZJIO,O,O,O,O,O,X,O,O,O,X
STLZJOI,O,O,O,O,O,O,O,O,O,X
STLZOIJ,O,O,O,O,O,X,O,X,O,X
STLZOJI,O,O,O,O,O,X,O,O,O,X
STLOIJZ,O,O,O,X,X,X,X,O,X,X
STLOIZJ,O,O,O,X,X,X,O,O,X,X
STLOJIZ,O,O,O,X,X,X,X,O,X,X
STLOJZI,O,O,O,O,O,X,X,O,X,X
STLOZIJ,O,O,O,O,O,X,O,X,X,X
STLOZJI,O,O,O,O,O,X,O,O,X,X
STJILZO,O,O,O,O,X,X,O,O,X,X
STJILOZ,O,O,X,X,X,X,X,O,X,X
STJIZLO,O,O,O,O,X,X,O,O,X,X
STJIZOL,O,O,O,O,X,O,O,O,X,X
STJIOLZ,O,O,O,X,X,X,X,O,O,X
STJIOZL,O,X,O,X,X,X,X,O,O,X
STJLIZO,O,O,O,O,O,X,O,O,X,X
STJLIOZ,O,O,O,X,X,X,X,O,O,X
STJLZIO,O,O,O,O,O,X,O,O,O,X
STJLZOI,O,O,O,O,O,O,O,O,O,X
STJLOIZ,O,O,O,X,X,X,X,O,O,X
STJLOZI,O,O,O,O,O,X,X,O,O,X
STJZILO,O,O,O,O,O,X,X,O,O,X
STJZIOL,O,O,O,O,X,O,O,O,O,X
STJZLIO,O,O,O,O,O,X,X,O,O,X
STJZLOI,O,O,O,O,O,O,O,O,O,X
STJZOIL,O,O,O,O,X,O,O,O,O,X
STJZOLI,O,O,O,O,X,O,O,O,O,X
STJOILZ,O,O,O,X,X,X,X,O,O,X
STJOIZL,O,X,O,X,X,O,X,O,O,X
STJOLIZ,O,O,O,X,X,X,X,O,O,X
STJOLZI,O,O,O,O,X,O,X,O,O,X
STJOZIL,O,O,O,O,X,O,X,O,O,X
STJOZLI,O,O,O,O,X,O,X,O,O,X
STZILJO,O,O,X,O,O,X,O,X,O,X
STZILOJ,O,O,X,O,O,X,O,X,X,X
STZIJLO,O,O,O,O,O,X,O,X,O,X
STZIJOL,O,O,O,O,X,O,O,X,O,X
STZIOLJ,O,O,X,O,O,X,O,X,X,X
STZIOJL,O,O,O,O,X,X,O,X,O,X
STZLIJO,O,O,X,O,O,X,O,X,O,X
STZLIOJ,O,O,X,O,O,X,O,X,X,X
STZLJIO,O,O,X,O,O,X,O,X,O,X
STZLJOI,O,O,X,O,O,O,O,X,O,X
STZLOIJ,O,O,X,O,O,X,O,X,X,X
STZLOJI,O,O,X,O,O,X,O,X,X,X
STZJILO,O,O,O,O,O,X,O,X,O,X
STZJIOL,O,O,O,O,X,O,O,X,O,X
STZJLIO,O,O,O,O,O,X,O,X,O,X
STZJLOI,O,O,O,O,O,O,O,X,O,X
STZJOIL,O,O,O,O,X,O,O,X,O,X
STZJOLI,O,O,O,O,X,O,O,X,O,X
STZOILJ,O,O,X,O,O,O,O,X,X,X
STZOIJL,O,O,O,O,X,O,O,X,O,X
STZOLIJ,O,O,X,O,O,O,O,X,X,X
STZOLJI,O,O,X,O,O,O,O,X,X,X
STZOJIL,O,O,O,O,X,O,O,X,O,X
STZOJLI,O,O,O,O,X,O,O,X,O,X
STOILJZ,O,O,O,X,X,X,X,X,X,X
STOILZJ,O,X,X,X,X,X,O,X,X,X
STOIJLZ,O,O,O,X,X,X,X,X,X,X
STOIJZL,O,X,O,X,X,O,O,X,X,X
STOIZLJ,O,X,X,X,X,O,O,X,X,X
STOIZJL,O,X,O,X,X,O,O,X,X,X
STOLIJZ,O,O,O,X,X,X,X,X,X,X
STOLIZJ,O,O,O,X,X,X,O,X,X,X
STOLJIZ,O,O,O,X,X,X,X,X,X,X
STOLJZI,O,O,O,O,O,O,X,X,X,X
STOLZIJ,O,O,O,O,O,O,O,X,X,X
STOLZJI,O,O,O,O,O,O,O,X,X,X
STOJILZ,O,O,O,X,X,X,X,X,X,X
STOJIZL,O,X,O,X,X,O,O,X,X,X
STOJLIZ,O,O,O,X,X,X,X,X,X,X
STOJLZI,O,O,O,O,X,O,X,X,X,X
STOJZIL,O,O,O,O,X,O,O,X,X,X
STOJZLI,O,O,O,O,X,O,O,X,X,X
STOZILJ,O,O,X,O,O,O,O,X,X,X
STOZIJL,O,O,O,O,X,O,O,X,X,X
STOZLIJ,O,O,X,O,O,O,O,X,X,X
STOZLJI,O,O,X,O,O,O,O,X,X,X
STOZJIL,O,O,O,O,X,O,O,X,X,X
STOZJLI,O,O,O,O,X,O,O,X,X,X
SITLJZO,O,O,O,O,O,X,O,O,X,X
SITLJOZ,O,O,O,X,X,X,X,O,O,X
SITLZJO,O,O,O,O,O,X,O,O,O,X
SITLZOJ,O,O,O,O,O,X,O,O,O,X
SITLOJZ,O,O,O,X,X,X,X,O,X,X
SITLOZJ,O,O,O,X,X,X,O,O,X,X
SITJLZO,O,O,O,O,X,X,O,O,X,X
SITJLOZ,O,O,X,X,X,X,X,O,X,X
SITJZLO,O,O,O,O,X,X,O,O,X,X
SITJZOL,O,O,O,O,X,O,O,O,X,X
SITJOLZ,O,O,O,X,X,X,X,O,O,X
SITJOZL,O,X,O,X,X,X,X,O,O,X
SITZLJO,O,O,X,O,O,X,O,O,O,X
SITZLOJ,O,O,X,O,O,X,O,O,X,X
SITZJLO,O,O,O,O,O,X,O,X,O,X
SITZJOL,O,O,O,O,X,O,O,X,O,X
SITZOLJ,O,O,X,O,O,X,O,X,X,X
SITZOJL,O,O,O,O,X,X,O,X,O,X
SITOLJZ,O,O,O,X,X,X,X,X,X,X
SITOLZJ,O,X,X,X,X,X,O,X,X,X
SITOJLZ,O,O,O,X,X,X,X,X,X,X
SITOJZL,O,X,O,X,X,X,O,X,X,X
SITOZLJ,O,X,X,X,X,X,O,X,X,X
SITOZJL,O,X,O,X,X,X,O,X,X,X
SILTJZO,O,O,O,X,O,X,O,O,X,X
SILTJOZ,O,O,O,X,X,X,X,O,O,X
SILTZJO,O,O,O,X,O,X,O,O,O,X
SILTZOJ,O,O,O,X,O,X,O,O,O,X
SILTOJZ,O,O,O,X,X,X,X,O,X,X
SILTOZJ,O,O,O,X,X,X,O,O,X,X
SILJTZO,O,O,O,X,X,X,O,O,X,X
SILJTOZ,O,O,O,X,X,X,X,O,O,X
SILJZTO,X,X,O,O,O,X,O,O,O,X
SILJZOT,X,X,O,O,O,X,O,O,O,X
SILJOTZ,O,X,X,X,X,X,X,O,O,X
SILJOZT,O,X,O,X,X,X,O,O,O,X
SILZTJO,X,O,O,O,O,X,O,O,O,X
SILZTOJ,X,O,O,X,O,X,O,O,O,X
SILZJTO,X,O,O,O,O,X,O,O,O,X
SILZJOT,X,X,O,O,O,X,O,O,O,X
SILZOTJ,X,O,X,X,O,X,O,O,O,X
SILZOJT,X,X,X,O,O,X,O,O,O,X
SILOTJZ,O,O,O,X,X,X,X,O,X,X
SILOTZJ,X,X,O,X,X,X,O,O,X,X
SILOJTZ,O,X,X,X,X,X,X,O,O,X
SILOJZT,O,X,O,X,X,X,O,O,O,X
SILOZTJ,X,X,X,X,X,X,O,O,O,X
SILOZJT,O,X,X,X,X,X,O,O,O,X
SIJTLZO,O,O,O,O,X,X,O,O,X,X
SIJTLOZ,O,O,X,X,X,X,X,O,X,X
SIJTZLO,O,O,O,O,X,X,O,O,X,X
SIJTZOL,O,X,O,O,X,O,O,O,X,X
SIJTOLZ,O,O,O,X,X,X,X,O,O,X
SIJTOZL,O,X,O,X,X,X,X,O,O,X
SIJLTZO,O,O,O,X,X,X,O,O,X,X
SIJLTOZ,O,O,O,X,X,X,X,O,O,X
SIJLZTO,X,X,O,O,X,X,O,O,O,X
SIJLZOT,X,X,O,O,X,X,O,O,O,X
SIJLOTZ,O,X,X,X,X,X,X,O,O,X
SIJLOZT,O,X,O,X,X,X,O,O,O,X
SIJZTLO,O,X,O,O,X,X,O,O,O,X
SIJZTOL,O,X,O,O,X,O,O,O,O,X
SIJZLTO,O,X,O,O,X,X,O,O,X,X
SIJZLOT,O,X,O,O,X,X,X,O,O,X
SIJZOTL,O,X,O,O,X,O,O,O,O,X
SIJZOLT,O,X,O,O,X,O,O,O,O,X
SIJOTLZ,O,X,X,X,X,X,X,O,O,X
SIJOTZL,O,X,X,X,X,O,O,O,O,X
SIJOLTZ,O,X,X,X,X,X,X,O,O,X
SIJOLZT,O,X,X,X,X,X,O,O,O,X
SIJOZTL,O,X,O,X,X,O,O,O,O,X
SIJOZLT,O,X,O,X,X,O,O,O,O,X
SIZTLJO,O,O,X,O,O,X,O,O,O,X
SIZTLOJ,O,O,X,O,O,X,O,O,X,X
SIZTJLO,O,O,O,O,O,X,O,X,O,X
SIZTJOL,O,O,O,O,X,O,O,X,O,X
SIZTOLJ,O,O,X,O,O,X,O,X,X,X
SIZTOJL,O,O,O,O,X,X,O,X,O,X
SIZLTJO,O,O,O,O,O,X,O,O,O,X
SIZLTOJ,O,O,O,O,O,X,O,O,O,X
SIZLJTO,O,O,O,O,O,X,O,O,O,X
SIZLJOT,O,X,O,O,O,X,O,O,O,X
SIZLOTJ,O,O,X,X,O,X,O,O,O,X
SIZLOJT,O,X,X,O,O,X,O,O,O,X
SIZJTLO,O,O,O,O,O,X,O,X,O,X
SIZJTOL,O,O,O,O,X,O,O,X,O,X
SIZJLTO,O,O,O,O,O,X,O,X,X,X
SIZJLOT,O,X,O,O,O,X,O,X,O,X
SIZJOTL,O,X,O,O,X,O,O,X,O,X
SIZJOLT,O,X,O,O,X,O,O,X,O,X
SIZOTLJ,O,O,X,O,O,O,O,X,X,X
SIZOTJL,O,O,X,O,X,O,O,X,O,X
SIZOLTJ,O,O,X,X,O,O,O,X,X,X
SIZOLJT,O,X,X,O,O,O,O,X,X,X
SIZOJTL,O,X,X,O,X,O,O,X,O,X
SIZOJLT,O,X,X,O,X,O,O,X,O,X
SIOTLJZ,O,O,O,X,X,X,X,X,X,X
SIOTLZJ,O,X,X,X,X,X,O,X,X,X
SIOTJLZ,O,O,O,X,X,X,X,X,X,X
SIOTJZL,O,X,O,X,X,O,O,X,X,X
SIOTZLJ,O,X,X,X,X,O,O,X,X,X
SIOTZJL,O,X,O,X,X,O,O,X,X,X
SIOLTJZ,O,O,O,X,X,X,X,X,X,X
SIOLTZJ,X,X,O,X,X,X,O,X,X,X
SIOLJTZ,O,X,X,X,X,X,X,X,O,X
SIOLJZT,O,X,O,X,X,X,O,X,O,X
SIOLZTJ,O,X,X,X,X,X,O,X,O,X
SIOLZJT,O,X,X,X,X,X,O,X,O,X
SIOJTLZ,O,X,X,X,X,X,X,X,O,X
SIOJTZL,O,X,X,X,X,O,O,X,O,X
SIOJLTZ,O,X,X,X,X,X,X,X,O,X
SIOJLZT,O,X,X,X,X,X,O,X,O,X
SIOJZTL,O,X,O,X,X,O,O,X,O,X
SIOJZLT,O,X,O,X,X,O,O,X,O,X
SIOZTLJ,O,X,X,X,X,O,O,X,X,X
SIOZTJL,O,X,X,X,X,O,O,X,O,X
SIOZLTJ,O,X,X,X,X,O,O,X,X,X
SIOZLJT,O,X,X,X,X,O,O,X,X,X
SIOZJTL,O,X,X,X,X,O,O,X,O,X
SIOZJLT,O,X,X,X,X,O,O,X,O,X
SLTIJZO,O,O,O,O,O,X,O,O,X,X
SLTIJOZ,O,O,O,X,X,X,X,O,O,X
SLTIZJO,O,O,O,O,O,X,O,O,O,X
SLTIZOJ,O,O,O,O,O,X,O,O,O,X
SLTIOJZ,O,O,O,X,X,X,X,O,X,X
SLTIOZJ,O,O,O,X,X,X,O,O,X,X
SLTJIZO,O,O,O,O,O,X,O,O,X,X
SLTJIOZ,O,O,O,X,X,X,X,O,O,X
SLTJZIO,O,O,O,O,O,X,O,O,O,X
SLTJZOI,O,O,O,O,O,O,O,O,O,X
SLTJOIZ,O,O,O,X,X,X,X,O,O,X
SLTJOZI,O,O,O,O,O,X,X,O,O,X
SLTZIJO,O,O,O,O,O,X,O,O,O,X
SLTZIOJ,O,O,O,O,O,X,O,O,O,X
SLTZJIO,O,O,O,O,O,X,O,O,O,X
SLTZJOI,O,O,O,O,O,O,O,O,O,X
SLTZOIJ,O,O,O,O,O,X,O,X,O,X
SLTZOJI,O,O,O,O,O,X,O,O,O,X
SLTOIJZ,O,O,O,X,X,X,X,O,X,X
SLTOIZJ,O,O,O,X,X,X,O,O,X,X
SLTOJIZ,O,O,O,X,X,X,X,O,X,X
SLTOJZI,O,O,O,O,O,X,X,O,X,X
SLTOZIJ,O,O,O,O,O,X,O,X,X,X
SLTOZJI,O,O,O,O,O,X,O,O,X,X
SLITJZO,O,O,O,X,O,X,O,O,X,X
SLITJOZ,O,O,O,X,X,X,X,O,O,X
SLITZJO,O,O,O,X,O,X,O,O,O,X
SLITZOJ,O,O,O,X,O,X,O,O,O,X
SLITOJZ,O,O,O,X,X,X,X,O,X,X
SLITOZJ,O,O,O,X,X,X,O,O,X,X
SLIJTZO,O,O,O,X,X,X,O,O,X,X
SLIJTOZ,O,O,O,X,X,X,X,O,O,X
SLIJZTO,X,X,O,O,O,X,O,O,O,X
SLIJZOT,X,X,O,O,O,X,O,O,O,X
SLIJOTZ,O,X,X,X,X,X,X,O,O,X
SLIJOZT,O,X,O,X,X,X,O,O,O,X
SLIZTJO,X,O,O,O,O,X,O,O,O,X
SLIZTOJ,X,O,O,X,O,X,O,O,O,X
SLIZJTO,X,O,O,O,O,X,O,O,O,X
SLIZJOT,X,X,O,O,O,X,O,O,O,X
SLIZOTJ,X,O,X,X,O,X,O,O,O,X
SLIZOJT,X,X,X,O,O,X,O,O,O,X
SLIOTJZ,O,O,O,X,X,X,X,O,X,X
SLIOTZJ,X,X,O,X,X,X,O,O,X,X
SLIOJTZ,O,X,X,X,X,X,X,O,O,X
SLIOJZT,O,X,O,X,X,X,O,O,O,X
SLIOZTJ,X,X,X,X,X,X,O,O,O,X
SLIOZJT,O,X,X,X,X,X,O,O,O,X
SLJTIZO,O,O,O,O,O,X,O,O,X,X
SLJTIOZ,O,O,O,X,X,X,X,O,O,X
SLJTZIO,O,O,O,O,O,X,O,O,O,X
SLJTZOI,O,O,O,O,O,O,O,O,O,X
SLJTOIZ,O,O,O,X,X,X,X,O,O,X
SLJTOZI,O,O,O,O,O,X,X,O,O,X
SLJITZO,O,O,O,X,X,X,O,O,X,X
SLJITOZ,O,O,O,X,X,X,X,O,O,X
SLJIZTO,X,X,O,O,O,X,O,O,O,X
SLJIZOT,X,X,O,O,O,X,O,O,O,X
SLJIOTZ,O,X,X,X,X,X,X,O,O,X
SLJIOZT,O,X,O,X,X,X,O,O,O,X
SLJZTIO,O,O,O,O,O,X,O,O,O,X
SLJZTOI,O,O,O,O,O,O,O,O,O,X
SLJZITO,O,O,O,O,O,X,O,O,O,X
SLJZIOT,O,X,O,O,O,X,O,O,O,X
SLJZOTI,O,X,O,O,O,O,O,O,O,X
SLJZOIT,O,X,O,O,O,O,O,O,O,X
SLJOTIZ,O,X,O,X,X,X,X,O,O,X
SLJOTZI,O,X,O,X,X,O,X,O,O,X
SLJOITZ,O,X,X,X,X,X,X,O,O,X
SLJOIZT,O,X,O,X,X,X,O,O,O,X
SLJOZTI,O,X,O,O,O,O,O,O,O,X
SLJOZIT,O,X,O,O,O,O,O,O,O,X
SLZTIJO,O,O,O,O,O,X,O,O,O,X
SLZTIOJ,O,O,O,O,O,X,O,O,O,X
SLZTJIO,O,O,O,O,O,X,O,O,O,X
SLZTJOI,O,O,O,O,O,O,O,O,O,X
SLZTOIJ,O,O,O,O,O,X,O,X,O,X
SLZTOJI,O,O,O,O,O,X,O,O,O,X
SLZITJO,O,O,O,O,O,X,O,O,O,X
SLZITOJ,O,O,O,O,O,X,O,X,O,X
SLZIJTO,O,O,O,O,O,X,O,O,O,X
SLZIJOT,O,X,O,O,O,X,O,O,O,X
SLZIOTJ,O,O,X,X,O,X,O,X,O,X
SLZIOJT,O,X,X,O,O,X,O,X,O,X
SLZJTIO,O,O,O,O,O,X,O,O,O,X
SLZJTOI,O,O,O,O,O,O,O,O,O,X
SLZJITO,O,O,O,O,O,X,O,O,O,X
SLZJIOT,O,X,O,O,O,X,O,O,O,X
SLZJOTI,O,X,O,O,O,O,O,O,O,X
SLZJOIT,O,X,O,O,O,O,O,O,O,X
SLZOTIJ,O,O,X,X,O,O,O,X,O,X
SLZOTJI,O,O,X,X,O,O,O,O,O,X
SLZOITJ,O,O,X,X,O,O,O,X,O,X
SLZOIJT,O,X,X,O,O,O,O,X,O,X
SLZOJTI,O,X,X,O,O,O,O,O,O,X
SLZOJIT,O,X,X,O,O,O,O,O,O,X
SLOTIJZ,O,O,O,X,X,X,X,O,X,X
SLOTIZJ,X,O,O,X,X,X,O,O,X,X
SLOTJIZ,O,O,O,X,X,X,X,O,X,X
SLOTJZI,O,O,O,X,O,O,X,O,X,X
SLOTZIJ,O,O,O,X,O,O,O,X,X,X
SLOTZJI,O,O,O,X,O,O,O,O,X,X
SLOITJZ,O,O,O,X,X,X,X,X,X,X
SLOITZJ,X,X,O,X,X,X,O,X,X,X
SLOIJTZ,O,X,X,X,X,X,X,X,O,X
SLOIJZT,O,X,O,X,X,X,O,X,O,X
SLOIZTJ,O,X,X,X,X,X,O,X,O,X
SLOIZJT,O,X,X,X,X,X,O,X,O,X
SLOJTIZ,O,X,O,X,X,X,X,O,O,X
SLOJTZI,O,X,O,X,X,O,X,O,O,X
SLOJITZ,O,X,X,X,X,X,X,O,O,X
SLOJIZT,O,X,O,X,X,X,O,O,O,X
SLOJZTI,O,X,O,O,O,O,O,O,O,X
SLOJZIT,O,X,O,O,O,O,O,O,O,X
SLOZTIJ,O,O,X,X,O,O,O,X,O,X
SLOZTJI,O,O,X,X,O,O,O,O,O,X
SLOZITJ,O,O,X,X,O,O,O,X,O,X
SLOZIJT,O,X,X,O,O,O,O,X,O,X
SLOZJTI,O,X,X,O,O,O,O,O,O,X
SLOZJIT,O,X,X,O,O,O,O,O,O,X
SJTILZO,O,O,O,O,X,X,O,O,X,X
SJTILOZ,O,O,X,X,X,X,X,O,X,X
SJTIZLO,O,O,O,O,X,X,O,O,X,X
SJTIZOL,O,O,O,O,X,O,O,O,X,X
SJTIOLZ,O,O,O,X,X,X,X,O,O,X
SJTIOZL,O,X,O,X,X,X,X,O,O,X
SJTLIZO,O,O,O,O,O,X,O,O,X,X
SJTLIOZ,O,O,O,X,X,X,X,O,O,X
SJTLZIO,O,O,O,O,O,X,O,O,O,X
SJTLZOI,O,O,O,O,O,O,O,O,O,X
SJTLOIZ,O,O,O,X,X,X,X,O,O,X
SJTLOZI,O,O,O,O,O,X,X,O,O,X
SJTZILO,O,O,O,O,O,X,X,O,O,X
SJTZIOL,O,O,O,O,X,O,O,O,O,X
SJTZLIO,O,O,O,O,O,X,X,O,O,X
SJTZLOI,O,O,O,O,O,O,O,O,O,X
SJTZOIL,O,O,O,O,X,O,O,O,O,X
SJTZOLI,O,O,O,O,X,O,O,O,O,X
SJTOILZ,O,O,O,X,X,X,X,O,O,X
SJTOIZL,O,X,O,X,X,O,X,O,O,X
SJTOLIZ,O,O,O,X,X,X,X,O,O,X
SJTOLZI,O,O,O,O,X,O,X,O,O,X
SJTOZIL,O,O,O,O,X,O,X,O,O,X
SJTOZLI,O,O,O,O,X,O,X,O,O,X
SJITLZO,O,O,O,O,X,X,O,O,X,X
SJITLOZ,O,O,X,X,X,X,X,O,X,X
SJITZLO,O,O,O,O,X,X,O,O,X,X
SJITZOL,O,X,O,O,X,O,O,O,X,X
SJITOLZ,O,O,O,X,X,X,X,O,O,X
SJITOZL,O,X,O,X,X,X,X,O,O,X
SJILTZO,O,O,O,X,X,X,O,O,X,X
SJILTOZ,O,O,O,X,X,X,X,O,O,X
SJILZTO,X,X,O,O,X,X,O,O,O,X
SJILZOT,X,X,O,O,X,X,O,O,O,X
SJILOTZ,O,X,X,X,X,X,X,O,O,X
SJILOZT,O,X,O,X,X,X,O,O,O,X
SJIZTLO,O,X,O,O,X,X,O,O,O,X
SJIZTOL,O,X,O,O,X,O,O,O,O,X
SJIZLTO,O,X,O,O,X,X,O,O,X,X
SJIZLOT,O,X,O,O,X,X,X,O,O,X
SJIZOTL,O,X,O,O,X,O,O,O,O,X
SJIZOLT,O,X,O,O,X,O,O,O,O,X
SJIOTLZ,O,X,X,X,X,X,X,O,O,X
SJIOTZL,O,X,X,X,X,O,O,O,O,X
SJIOLTZ,O,X,X,X,X,X,X,O,O,X
SJIOLZT,O,X,X,X,X,X,O,O,O,X
SJIOZTL,O,X,O,X,X,O,O,O,O,X
SJIOZLT,O,X,O,X,X,O,O,O,O,X
SJLTIZO,O,O,O,O,O,X,O,O,X,X
SJLTIOZ,O,O,O,X,X,X,X,O,O,X
SJLTZIO,O,O,O,O,O,X,O,O,O,X
SJLTZOI,O,O,O,O,O,O,O,O,O,X
SJLTOIZ,O,O,O,X,X,X,X,O,O,X
SJLTOZI,O,O,O,O,O,X,X,O,O,X
SJLITZO,O,O,O,X,X,X,O,O,X,X
SJLITOZ,O,O,O,X,X,X,X,O,O,X
SJLIZTO,X,X,O,O,O,X,O,O,O,X
SJLIZOT,X,X,O,O,O,X,O,O,O,X
SJLIOTZ,O,X,X,X,X,X,X,O,O,X
SJLIOZT,O,X,O,X,X,X,O,O,O,X
SJLZTIO,O,O,O,O,O,X,O,O,O,X
SJLZTOI,O,O,O,O,O,O,O,O,O,X
SJLZITO,O,O,O,O,O,X,O,O,O,X
SJLZIOT,O,X,O,O,O,X,O,O,O,X
SJLZOTI,O,X,O,O,O,O,O,O,O,X
SJLZOIT,O,X,O,O,O,O,O,O,O,X
SJLOTIZ,O,X,O,X,X,X,X,O,O,X
SJLOTZI,O,X,O,X,X,O,X,O,O,X
SJLOITZ,O,X,X,X,X,X,X,O,O,X
SJLOIZT,O,X,O,X,X,X,O,O,O,X
SJLOZTI,O,X,O,O,O,O,O,O,O,X
SJLOZIT,O,X,O,O,O,O,O,O,O,X
SJZTILO,O,O,O,O,O,X,O,O,O,O
SJZTIOL,O,O,O,O,X,O,O,O,O,O
SJZTLIO,O,O,O,O,O,X,O,O,O,O
SJZTLOI,O,O,O,O,O,O,O,O,O,X
SJZTOIL,O,O,O,O,X,O,O,O,O,O
SJZTOLI,O,O,O,O,X,O,O,O,O,X
SJZITLO,O,O,O,O,O,X,O,O,O,O
SJZITOL,O,O,O,O,X,O,O,O,O,O
SJZILTO,O,O,O,O,O,X,O,O,X,O
SJZILOT,O,X,O,O,O,X,O,O,O,O
SJZIOTL,O,X,O,O,X,O,O,O,O,O
SJZIOLT,O,X,O,O,X,O,O,O,O,O
SJZLTIO,O,O,O,O,O,X,O,X,O,X
SJZLTOI,O,O,O,O,O,O,O,O,O,X
SJZLITO,O,O,O,O,O,X,O,X,O,X
SJZLIOT,O,X,O,O,O,X,O,X,O,X
SJZLOTI,O,X,O,O,O,O,O,O,O,X
SJZLOIT,O,X,O,O,O,O,O,X,O,X
SJZOTIL,O,X,O,O,X,O,O,O,O,X
SJZOTLI,O,X,O,O,X,O,O,O,O,X
SJZOITL,O,X,O,O,X,O,O,O,O,X
SJZOILT,O,X,O,O,X,O,O,O,O,X
SJZOLTI,O,X,O,O,X,O,O,O,O,X
SJZOLIT,O,X,O,O,X,O,O,X,O,X
SJOTILZ,O,X,O,X,X,X,X,O,O,X
SJOTIZL,O,X,O,X,X,O,O,O,O,X
SJOTLIZ,O,X,O,X,X,X,X,O,O,X
SJOTLZI,O,X,O,O,X,O,X,O,O,X
SJOTZIL,O,X,O,O,X,O,O,O,O,X
SJOTZLI,O,X,O,O,X,O,O,O,O,X
SJOITLZ,O,X,X,X,X,X,X,O,O,X
SJOITZL,O,X,X,X,X,O,O,O,O,X
SJOILTZ,O,X,X,X,X,X,X,O,O,X
SJOILZT,O,X,X,X,X,X,O,O,O,X
SJOIZTL,O,X,O,X,X,O,O,O,O,X
SJOIZLT,O,X,O,X,X,O,O,O,O,X
SJOLTIZ,O,X,O,X,X,X,X,O,O,X
SJOLTZI,O,X,O,X,X,O,X,O,O,X
