sequence,v115@DhA8BeA8FeF8CeH8AeF8Je06IvhF6gBxcBXeB2kBTh?BlqB,v115@DhA8BeA8FeF8CeH8AeF8JeK/IvhFGbBxcBXeBUgBTh?BlqB,v115@DhA8BeA8FeF8CeH8AeF8JeO/IvhF0bBxcBXeBzfBSm?BlqB,v115@DhA8BeA8FeF8CeH8AeF8JeT6IvhFxcBXeBlgBcmBmk?B6qB,v115@DhA8BeA8FeF8CeH8AeF8JeT6IvhFxcBXeBykBGhB0g?BlqB,v115@DhA8BeA8FeF8CeH8AeF8JeO/IvhF8fBzbBCdBXeBxl?BlqB
LZOITSJ,X,O,O,X,X,O
LZOIJTS,X,O,O,X,X,O
LZOIJST,X,O,O,X,O,O
LZOISTJ,X,O,O,X,X,O
LZOISJT,X,O,O,X,O,O
LZOJTIS,X,O,O,X,X,X
LZOJTSI,X,O,O,X,X,X
LZOJITS,X,O,O,X,X,O
LZOJIST,X,O,O,X,O,O
LZOJSTI,X,O,O,X,O,X
LZOJSIT,X,O,O,X,O,O
LZOSTIJ,X,O,O,X,O,X
LZOSTJI,X,O,O,X,O,X
LZOSITJ,X,O,O,X,X,O
LZOSIJT,X,O,O,X,O,O
LZOSJTI,X,O,O,X,O,X
LZOSJIT,X,O,O,X,O,O
LOTIJSZ,O,O,O,X,O,O
LOTIJZS,O,O,O,X,O,O
LOTISJZ,O,O,O,X,O,O
LOTISZJ,O,O,O,X,O,O
LOTIZJS,O,O,O,X,O,O
LOTIZSJ,O,O,O,X,O,O
LOTJISZ,O,O,O,X,O,X
LOTJIZS,O,O,O,X,O,X
LOTJSIZ,O,O,O,X,O,X
LOTJSZI,O,O,O,X,O,X
LOTJZIS,O,O,O,X,O,X
LOTJZSI,O,O,O,X,O,X
LOTSIJZ,O,O,O,X,O,O
LOTSIZJ,O,O,O,X,O,O
LOTSJIZ,O,O,O,X,O,X
LOTSJZI,O,O,O,X,O,X
LOTSZIJ,O,O,O,X,O,X
LOTSZJI,O,O,O,X,O,X
LOTZIJS,O,O,O,X,O,X
LOTZISJ,O,O,O,X,O,X
LOTZJIS,O,O,O,X,O,X
LOTZJSI,O,O,O,X,O,X
LOTZSIJ,O,O,O,X,O,X
LOTZSJI,O,O,O,X,O,X
LOITJSZ,O,O,O,X,O,X
LOITJZS,O,O,O,X,O,X
LOITSJZ,O,O,O,X,O,X
LOITSZJ,O,O,O,X,O,O
LOITZJS,O,O,O,X,O,O
LOITZSJ,O,O,O,X,O,O
LOIJTSZ,X,O,O,X,O,X
LOIJTZS,X,O,O,X,X,X
LOIJSTZ,X,O,O,X,O,X
LOIJSZT,O,O,O,X,O,O
LOIJZTS,O,O,O,X,X,O
LOIJZST,O,O,O,X,O,O
LOISTJZ,O,O,O,X,O,X
LOISTZJ,O,O,O,X,O,O
LOISJTZ,X,O,O,X,O,X
LOISJZT,O,O,O,X,O,O
LOISZTJ,X,O,O,X,X,O
LOISZJT,X,O,O,X,O,O
LOIZTJS,X,O,O,X,X,O
LOIZTSJ,X,O,O,X,X,O
LOIZJTS,X,O,O,X,X,O
LOIZJST,X,O,O,X,O,O
LOIZSTJ,X,O,O,X,X,O
LOIZSJT,X,O,O,X,O,O
LOJTISZ,X,O,O,X,O,X
LOJTIZS,X,O,O,X,O,X
LOJTSIZ,X,O,O,X,O,X
LOJTSZI,X,O,O,X,O,X
LOJTZIS,X,O,O,X,O,X
LOJTZSI,X,O,O,X,O,X
LOJITSZ,X,O,O,X,O,X
LOJITZS,X,O,O,X,X,X
LOJISTZ,X,O,O,X,O,X
LOJISZT,O,O,O,X,O,X
LOJIZTS,O,O,O,X,X,X
LOJIZST,O,O,O,X,O,X
LOJSTIZ,X,O,O,X,O,X
LOJSTZI,X,O,O,X,O,X
LOJSITZ,X,O,O,X,O,X
LOJSIZT,O,O,O,X,O,X
LOJSZTI,O,O,O,X,O,X
LOJSZIT,O,O,O,X,O,O
LOJZTIS,O,O,O,X,X,X
LOJZTSI,O,O,O,X,X,X
LOJZITS,O,O,O,X,X,O
LOJZIST,O,O,O,X,O,O
LOJZSTI,O,O,O,X,O,X
LOJZSIT,O,O,O,X,O,O
LOSTIJZ,O,O,O,X,O,O
LOSTIZJ,O,O,O,X,O,O
LOSTJIZ,O,O,O,X,O,X
LOSTJZI,O,O,O,X,O,X
LOSTZIJ,O,O,O,X,O,X
LOSTZJI,O,O,O,X,O,X
LOSITJZ,O,O,O,X,O,X
LOSITZJ,O,O,O,X,O,O
LOSIJTZ,X,O,O,X,O,X
LOSIJZT,O,O,O,X,O,O
LOSIZTJ,X,O,O,X,X,O
LOSIZJT,X,O,O,X,O,O
LOSJTIZ,X,O,O,X,O,X
LOSJTZI,X,O,O,X,O,X
LOSJITZ,X,O,O,X,O,X
LOSJIZT,O,O,O,X,O,X
LOSJZTI,O,O,O,X,O,X
LOSJZIT,O,O,O,X,O,O
LOSZTIJ,X,O,O,X,O,X
LOSZTJI,X,O,O,X,O,X
LOSZITJ,X,O,O,X,X,O
LOSZIJT,X,O,O,X,O,O
LOSZJTI,X,O,O,X,O,X
LOSZJIT,X,O,O,X,O,O
LOZTIJS,X,O,O,X,O,X
LOZTISJ,X,O,O,X,O,X
LOZTJIS,X,O,O,X,O,X
LOZTJSI,X,O,O,X,O,X
LOZTSIJ,X,O,O,X,O,X
LOZTSJI,X,O,O,X,O,X
LOZITJS,X,O,O,X,X,O
LOZITSJ,X,O,O,X,X,O
LOZIJTS,X,O,O,X,X,O
LOZIJST,X,O,O,X,O,O
LOZISTJ,X,O,O,X,X,O
LOZISJT,X,O,O,X,O,O
LOZJTIS,X,O,O,X,X,X
LOZJTSI,X,O,O,X,X,X
LOZJITS,X,O,O,X,X,O
LOZJIST,X,O,O,X,O,O
LOZJSTI,X,O,O,X,O,X
LOZJSIT,X,O,O,X,O,O
LOZSTIJ,X,O,O,X,O,X
LOZSTJI,X,O,O,X,O,X
LOZSITJ,X,O,O,X,X,O
LOZSIJT,X,O,O,X,O,O
LOZSJTI,X,O,O,X,O,X
LOZSJIT,X,O,O,X,O,O
JTILSZO,O,O,O,X,O,O
JTILSOZ,O,O,O,X,O,O
JTILZSO,O,O,O,X,O,O
JTILZOS,O,O,O,X,O,O
JTILOSZ,O,O,O,X,O,O
JTILOZS,O,O,O,X,O,O
JTISLZO,O,O,O,X,O,O
JTISLOZ,O,O,O,X,O,O
JTISZLO,O,X,O,O,O,O
JTISZOL,O,X,O,O,X,O
JTISOLZ,O,O,O,X,O,O
JTISOZL,O,X,O,O,X,O
JTIZLSO,O,X,O,O,O,O
JTIZLOS,O,X,O,O,O,O
JTIZSLO,O,X,O,O,O,O
JTIZSOL,O,X,O,O,X,O
JTIZOLS,O,X,O,O,X,O
JTIZOSL,O,X,O,O,X,O
JTIOLSZ,O,O,O,X,O,O
JTIOLZS,O,O,O,X,O,O
JTIOSLZ,O,O,O,X,O,O
JTIOSZL,O,X,O,O,X,O
JTIOZLS,O,X,O,O,X,O
JTIOZSL,O,X,O,O,X,O
JTLISZO,O,O,O,X,O,O
JTLISOZ,O,O,O,X,O,O
JTLIZSO,O,O,O,X,O,O
JTLIZOS,O,O,O,X,O,O
JTLIOSZ,O,O,O,X,O,O
JTLIOZS,O,O,O,X,O,O
JTLSIZO,O,O,O,X,O,O
JTLSIOZ,O,O,O,X,O,O
JTLSZIO,O,O,O,X,O,O
JTLSZOI,O,O,O,X,O,X
JTLSOIZ,O,O,O,X,O,X
JTLSOZI,O,O,O,X,O,X
JTLZISO,O,O,O,X,O,O
JTLZIOS,O,O,O,X,O,O
JTLZSIO,O,O,O,X,O,O
JTLZSOI,O,O,O,X,O,X
JTLZOIS,O,O,O,X,O,X
JTLZOSI,O,O,O,X,O,X
JTLOISZ,O,O,O,X,O,X
JTLOIZS,O,O,O,X,O,X
JTLOSIZ,O,O,O,X,O,X
JTLOSZI,O,O,O,X,O,X
JTLOZIS,O,O,O,X,O,X
JTLOZSI,O,O,O,X,O,X
JTSILZO,O,O,O,X,O,O
JTSILOZ,O,O,O,X,O,O
JTSIZLO,O,X,O,O,O,O
JTSIZOL,O,X,O,O,X,O
JTSIOLZ,O,O,O,X,O,O
JTSIOZL,O,X,O,O,X,O
JTSLIZO,O,O,O,X,O,O
JTSLIOZ,O,O,O,X,O,O
JTSLZIO,O,O,O,X,O,O
JTSLZOI,O,O,O,X,O,X
JTSLOIZ,O,O,O,X,O,X
JTSLOZI,O,O,O,X,O,X
JTSZILO,O,X,O,O,O,O
JTSZIOL,O,X,O,O,X,O
JTSZLIO,O,X,O,O,O,O
JTSZLOI,O,X,O,O,O,X
JTSZOIL,O,X,O,O,X,X
JTSZOLI,O,X,O,O,X,X
JTSOILZ,O,O,O,X,O,X
JTSOIZL,O,X,O,O,X,X
JTSOLIZ,O,O,O,X,O,X
JTSOLZI,O,O,O,X,O,X
JTSOZIL,O,X,O,O,X,X
JTSOZLI,O,X,O,O,X,X
JTZILSO,O,X,O,O,O,O
JTZILOS,O,X,O,O,O,O
JTZISLO,O,X,O,O,O,O
JTZISOL,O,X,O,O,X,O
JTZIOLS,O,X,O,O,X,O
JTZIOSL,O,X,O,O,X,O
JTZLISO,O,X,O,O,O,O
JTZLIOS,O,X,O,O,O,O
JTZLSIO,O,X,O,O,O,O
JTZLSOI,O,X,O,O,O,X
JTZLOIS,O,X,O,O,O,X
JTZLOSI,O,X,O,O,O,X
JTZSILO,O,X,O,O,O,O
JTZSIOL,O,X,O,O,X,O
JTZSLIO,O,X,O,O,O,O
JTZSLOI,O,X,O,O,O,X
JTZSOIL,O,X,O,O,X,X
JTZSOLI,O,X,O,O,X,X
JTZOILS,O,X,O,O,X,X
JTZOISL,O,X,O,O,X,X
JTZOLIS,O,X,O,O,X,X
JTZOLSI,O,X,O,O,X,X
JTZOSIL,O,X,O,O,X,X
JTZOSLI,O,X,O,O,X,X
JTOILSZ,O,O,O,X,O,X
JTOILZS,O,O,O,X,O,X
JTOISLZ,O,O,O,X,O,X
JTOISZL,O,X,O,O,X,X
JTOIZLS,O,X,O,O,X,X
JTOIZSL,O,X,O,O,X,X
JTOLISZ,O,O,O,X,O,X
JTOLIZS,O,O,O,X,O,X
JTOLSIZ,O,O,O,X,O,X
JTOLSZI,O,O,O,X,O,X
JTOLZIS,O,O,O,X,O,X
JTOLZSI,O,O,O,X,O,X
JTOSILZ,O,O,O,X,O,X
JTOSIZL,O,X,O,O,X,X
JTOSLIZ,O,O,O,X,O,X
JTOSLZI,O,O,O,X,O,X
JTOSZIL,O,X,O,O,X,X
JTOSZLI,O,X,O,O,X,X
JTOZILS,O,X,O,O,X,X
JTOZISL,O,X,O,O,X,X
JTOZLIS,O,X,O,O,X,X
JTOZLSI,O,X,O,O,X,X
JTOZSIL,O,X,O,O,X,X
JTOZSLI,O,X,O,O,X,X
JITLSZO,O,O,O,X,O,X
JITLSOZ,O,O,O,X,O,X
JITLZSO,O,O,O,X,O,X
JITLZOS,O,O,O,X,O,X
JITLOSZ,O,O,O,X,O,X
JITLOZS,O,O,O,X,O,X
JITSLZO,O,O,O,X,O,X
JITSLOZ,O,O,O,X,O,X
JITSZLO,O,X,O,O,O,X
JITSZOL,O,X,O,O,X,X
JITSOLZ,O,O,O,X,O,X
JITSOZL,O,X,O,O,X,X
JITZLSO,O,X,O,O,O,X
JITZLOS,O,X,O,O,O,X
JITZSLO,O,X,O,O,O,X
JITZSOL,O,X,O,O,X,X
JITZOLS,O,X,O,O,X,X
JITZOSL,O,X,O,O,X,X
JITOLSZ,O,O,O,X,O,X
JITOLZS,O,O,O,X,O,X
JITOSLZ,O,O,O,X,O,X
JITOSZL,O,X,O,O,X,X
JITOZLS,O,X,O,O,X,X
JITOZSL,O,X,O,O,X,X
JILTSZO,O,O,O,X,O,X
JILTSOZ,O,O,O,X,O,X
JILTZSO,O,O,O,X,O,X
JILTZOS,O,O,O,X,O,X
JILTOSZ,O,O,O,X,O,X
JILTOZS,O,O,O,X,O,X
JILSTZO,O,O,O,X,O,X
JILSTOZ,O,O,O,X,O,X
JILSZTO,O,O,O,O,X,O
JILSZOT,O,O,O,O,O,O
JILSOTZ,X,O,O,X,O,X
JILSOZT,X,O,O,O,O,O
JILZTSO,O,O,O,O,X,O
JILZTOS,X,X,X,O,X,O
JILZSTO,O,O,O,O,X,O
JILZSOT,O,O,O,O,O,O
JILZOTS,X,X,O,O,X,O
JILZOST,O,O,O,O,O,O
JILOTSZ,X,O,O,X,O,X
JILOTZS,X,O,O,X,X,X
JILOSTZ,X,O,O,X,O,X
JILOSZT,X,O,O,O,O,O
JILOZTS,X,O,O,O,X,O
JILOZST,X,O,O,O,O,O
JISTLZO,O,O,O,X,O,X
JISTLOZ,O,O,O,X,O,X
JISTZLO,O,X,O,O,O,X
JISTZOL,O,X,O,O,X,X
JISTOLZ,O,O,O,X,O,X
JISTOZL,O,X,O,O,X,X
JISLTZO,O,O,O,X,O,X
JISLTOZ,O,O,O,X,O,X
JISLZTO,O,O,O,O,X,O
JISLZOT,O,O,O,O,O,O
JISLOTZ,X,O,O,X,O,X
JISLOZT,X,O,O,O,O,O
JISZTLO,O,X,O,O,O,O
JISZTOL,O,X,O,O,X,O
JISZLTO,O,X,O,O,X,O
JISZLOT,O,X,O,O,O,O
JISZOTL,O,X,O,O,X,O
JISZOLT,O,X,O,O,X,O
JISOTLZ,O,O,O,X,O,X
JISOTZL,O,X,O,O,X,X
JISOLTZ,X,O,O,X,O,X
JISOLZT,O,O,O,O,O,O
JISOZTL,O,X,O,O,X,O
JISOZLT,O,X,O,O,X,O
JIZTLSO,O,X,O,O,O,O
JIZTLOS,O,X,O,O,O,O
JIZTSLO,O,X,O,O,O,O
JIZTSOL,O,X,O,O,X,O
JIZTOLS,O,X,O,O,X,O
JIZTOSL,O,X,O,O,X,O
JIZLTSO,O,X,O,O,X,O
JIZLTOS,X,X,X,O,X,O
JIZLSTO,O,X,O,O,X,O
JIZLSOT,O,X,O,O,O,O
JIZLOTS,O,X,X,O,X,O
JIZLOST,O,X,O,O,O,O
JIZSTLO,O,X,O,O,O,O
JIZSTOL,O,X,O,O,X,O
JIZSLTO,O,X,O,O,X,O
JIZSLOT,O,X,O,O,O,O
JIZSOTL,O,X,O,O,X,O
JIZSOLT,O,X,O,O,X,O
JIZOTLS,O,X,X,O,X,O
JIZOTSL,O,X,O,O,X,O
JIZOLTS,O,X,O,O,X,O
JIZOLST,O,X,O,O,X,O
JIZOSTL,O,X,O,O,X,O
JIZOSLT,O,X,O,O,X,O
JIOTLSZ,O,O,O,X,O,X
JIOTLZS,O,O,O,X,O,X
JIOTSLZ,O,O,O,X,O,X
JIOTSZL,O,X,O,O,X,X
JIOTZLS,O,X,O,O,X,X
JIOTZSL,O,X,O,O,X,X
JIOLTSZ,X,O,O,X,O,X
JIOLTZS,X,O,O,X,X,X
JIOLSTZ,X,O,O,X,O,X
JIOLSZT,O,O,O,O,O,O
JIOLZTS,O,O,O,O,X,O
JIOLZST,O,O,O,O,O,O
JIOSTLZ,O,O,O,X,O,X
JIOSTZL,O,X,O,O,X,X
JIOSLTZ,X,O,O,X,O,X
JIOSLZT,O,O,O,O,O,O
JIOSZTL,O,X,O,O,X,O
JIOSZLT,O,X,O,O,X,O
JIOZTLS,O,X,X,O,X,O
JIOZTSL,O,X,O,O,X,O
JIOZLTS,O,X,O,O,X,O
JIOZLST,O,X,O,O,X,O
JIOZSTL,O,X,O,O,X,O
JIOZSLT,O,X,O,O,X,O
JLTISZO,O,O,O,X,O,O
JLTISOZ,O,O,O,X,O,O
JLTIZSO,O,O,O,X,O,O
JLTIZOS,O,O,O,X,O,O
JLTIOSZ,O,O,O,X,O,O
JLTIOZS,O,O,O,X,O,O
JLTSIZO,O,O,O,X,O,O
JLTSIOZ,O,O,O,X,O,O
JLTSZIO,O,O,O,X,O,O
JLTSZOI,O,O,O,X,O,X
JLTSOIZ,O,O,O,X,O,X
JLTSOZI,O,O,O,X,O,X
JLTZISO,O,O,O,X,O,O
JLTZIOS,O,O,O,X,O,O
JLTZSIO,O,O,O,X,O,O
JLTZSOI,O,O,O,X,O,X
JLTZOIS,O,O,O,X,O,X
JLTZOSI,O,O,O,X,O,X
JLTOISZ,O,O,O,X,O,X
JLTOIZS,O,O,O,X,O,X
JLTOSIZ,O,O,O,X,O,X
JLTOSZI,O,O,O,X,O,X
JLTOZIS,O,O,O,X,O,X
JLTOZSI,O,O,O,X,O,X
JLITSZO,O,O,O,X,O,X
JLITSOZ,O,O,O,X,O,X
JLITZSO,O,O,O,X,O,X
JLITZOS,O,O,O,X,O,X
JLITOSZ,O,O,O,X,O,X
JLITOZS,O,O,O,X,O,X
JLISTZO,O,O,O,X,O,X
JLISTOZ,O,O,O,X,O,X
JLISZTO,O,O,O,O,X,O
JLISZOT,O,O,O,O,O,O
JLISOTZ,X,O,O,X,O,X
JLISOZT,X,O,O,O,O,O
JLIZTSO,O,O,O,O,X,O
JLIZTOS,X,X,X,O,X,O
JLIZSTO,O,O,O,O,X,O
JLIZSOT,O,O,O,O,O,O
JLIZOTS,X,X,O,O,X,O
JLIZOST,O,O,O,O,O,O
JLIOTSZ,X,O,O,X,O,X
JLIOTZS,X,O,O,X,X,X
JLIOSTZ,X,O,O,X,O,X
JLIOSZT,X,O,O,O,O,O
JLIOZTS,X,O,O,O,X,O
JLIOZST,X,O,O,O,O,O
JLSTIZO,O,O,O,X,O,O
JLSTIOZ,O,O,O,X,O,O
JLSTZIO,O,O,O,X,O,O
JLSTZOI,O,O,O,X,O,X
JLSTOIZ,O,O,O,X,O,X
JLSTOZI,O,O,O,X,O,X
JLSITZO,O,O,O,X,O,X
JLSITOZ,O,O,O,X,O,X
JLSIZTO,O,O,O,O,X,O
JLSIZOT,O,O,O,O,O,O
JLSIOTZ,X,O,O,X,O,X
JLSIOZT,X,O,O,O,O,O
JLSZTIO,O,O,O,O,X,O
JLSZTOI,O,O,X,O,X,X
JLSZITO,O,O,O,O,X,O
JLSZIOT,O,O,O,O,O,O
JLSZOTI,O,O,O,O,O,X
JLSZOIT,O,O,O,O,O,O
JLSOTIZ,X,O,O,X,O,X
JLSOTZI,X,O,O,X,O,X
JLSOITZ,X,O,O,X,O,X
JLSOIZT,O,O,O,O,O,X
JLSOZTI,O,O,O,O,O,X
JLSOZIT,O,O,O,O,O,O
JLZTISO,O,O,O,O,X,O
JLZTIOS,O,X,X,O,X,O
JLZTSIO,O,O,O,O,X,O
JLZTSOI,O,O,X,O,X,X
JLZTOIS,O,O,X,O,X,X
JLZTOSI,O,O,X,O,X,X
JLZITSO,O,O,O,O,X,O
JLZITOS,X,X,X,O,X,O
JLZISTO,O,O,O,O,X,O
JLZISOT,O,O,O,O,O,O
JLZIOTS,O,O,O,O,X,O
JLZIOST,O,O,O,O,O,O
JLZSTIO,O,O,O,O,X,O
JLZSTOI,O,O,X,O,X,X
JLZSITO,O,O,O,O,X,O
JLZSIOT,O,O,O,O,O,O
JLZSOTI,O,O,O,O,O,X
JLZSOIT,O,O,O,O,O,O
JLZOTIS,O,O,O,O,X,X
JLZOTSI,O,O,O,O,X,X
JLZOITS,O,O,O,O,X,O
JLZOIST,O,O,O,O,O,O
JLZOSTI,O,O,O,O,O,X
JLZOSIT,O,O,O,O,O,O
JLOTISZ,X,O,O,X,O,X
JLOTIZS,X,O,O,X,O,X
JLOTSIZ,X,O,O,X,O,X
JLOTSZI,X,O,O,X,O,X
JLOTZIS,X,O,O,X,O,X
JLOTZSI,X,O,O,X,O,X
JLOITSZ,X,O,O,X,O,X
JLOITZS,X,O,O,X,X,X
JLOISTZ,X,O,O,X,O,X
JLOISZT,O,O,O,O,O,X
JLOIZTS,O,O,O,O,X,X
JLOIZST,O,O,O,O,O,X
JLOSTIZ,X,O,O,X,O,X
JLOSTZI,X,O,O,X,O,X
JLOSITZ,X,O,O,X,O,X
JLOSIZT,O,O,O,O,O,X
JLOSZTI,O,O,O,O,O,X
JLOSZIT,O,O,O,O,O,O
JLOZTIS,O,O,O,O,X,X
JLOZTSI,O,O,O,O,X,X
JLOZITS,O,O,O,O,X,O
JLOZIST,O,O,O,O,O,O
JLOZSTI,O,O,O,O,O,X
JLOZSIT,O,O,O,O,O,O
JSTILZO,O,O,O,X,O,O
JSTILOZ,O,O,O,X,O,O
JSTIZLO,O,X,O,O,O,O
JSTIZOL,O,X,O,O,X,O
JSTIOLZ,O,O,O,X,O,O
JSTIOZL,O,X,O,O,X,O
JSTLIZO,O,O,O,X,O,O
JSTLIOZ,O,O,O,X,O,O
JSTLZIO,O,O,O,X,O,O
JSTLZOI,O,O,O,X,O,X
JSTLOIZ,O,O,O,X,O,X
JSTLOZI,O,O,O,X,O,X
JSTZILO,O,X,O,O,O,O
JSTZIOL,O,X,O,O,X,O
JSTZLIO,O,X,O,O,O,O
JSTZLOI,O,X,O,O,O,X
JSTZOIL,O,X,O,O,X,X
JSTZOLI,O,X,O,O,X,X
JSTOILZ,O,O,O,X,O,X
JSTOIZL,O,X,O,O,X,X
JSTOLIZ,O,O,O,X,O,X
JSTOLZI,O,O,O,X,O,X
JSTOZIL,O,X,O,O,X,X
JSTOZLI,O,X,O,O,X,X
JSITLZO,O,O,O,X,O,X
JSITLOZ,O,O,O,X,O,X
JSITZLO,O,X,O,O,O,X
JSITZOL,O,X,O,O,X,X
JSITOLZ,O,O,O,X,O,X
JSITOZL,O,X,O,O,X,X
JSILTZO,O,O,O,X,O,X
JSILTOZ,O,O,O,X,O,X
JSILZTO,O,O,O,O,X,O
JSILZOT,O,O,O,O,O,O
JSILOTZ,X,O,O,X,O,X
JSILOZT,X,O,O,O,O,O
JSIZTLO,O,X,O,O,O,O
JSIZTOL,O,X,O,O,X,O
JSIZLTO,O,X,O,O,X,O
JSIZLOT,O,X,O,O,O,O
JSIZOTL,O,X,O,O,X,O
JSIZOLT,O,X,O,O,X,O
JSIOTLZ,O,O,O,X,O,X
JSIOTZL,O,X,O,O,X,X
JSIOLTZ,X,O,O,X,O,X
JSIOLZT,O,O,O,O,O,O
JSIOZTL,O,X,O,O,X,O
JSIOZLT,O,X,O,O,X,O
JSLTIZO,O,O,O,X,O,O
JSLTIOZ,O,O,O,X,O,O
JSLTZIO,O,O,O,X,O,O
JSLTZOI,O,O,O,X,O,X
JSLTOIZ,O,O,O,X,O,X
JSLTOZI,O,O,O,X,O,X
JSLITZO,O,O,O,X,O,X
JSLITOZ,O,O,O,X,O,X
JSLIZTO,O,O,O,O,X,O
JSLIZOT,O,O,O,O,O,O
JSLIOTZ,X,O,O,X,O,X
JSLIOZT,X,O,O,O,O,O
JSLZTIO,O,O,O,O,X,O
JSLZTOI,O,O,X,O,X,X
JSLZITO,O,O,O,O,X,O
JSLZIOT,O,O,O,O,O,O
JSLZOTI,O,O,O,O,O,X
JSLZOIT,O,O,O,O,O,O
JSLOTIZ,X,O,O,X,O,X
JSLOTZI,X,O,O,X,O,X
JSLOITZ,X,O,O,X,O,X
JSLOIZT,O,O,O,O,O,X
JSLOZTI,O,O,O,O,O,X
JSLOZIT,O,O,O,O,O,O
JSZTILO,O,X,O,O,O,O
JSZTIOL,O,X,O,O,X,O
JSZTLIO,O,X,O,O,O,O
JSZTLOI,O,X,O,O,O,X
JSZTOIL,O,X,O,O,X,X
JSZTOLI,O,X,O,O,X,X
JSZITLO,O,X,O,O,O,O
JSZITOL,O,X,O,O,X,O
JSZILTO,O,X,O,O,X,O
JSZILOT,O,X,O,O,O,O
JSZIOTL,O,X,O,O,X,O
JSZIOLT,O,X,O,O,X,O
JSZLTIO,O,X,O,O,X,O
JSZLTOI,O,X,X,O,X,X
JSZLITO,O,X,O,O,X,O
JSZLIOT,O,X,O,O,O,O
JSZLOTI,O,X,X,O,O,X
JSZLOIT,O,X,O,O,O,O
JSZOTIL,O,X,O,O,X,X
JSZOTLI,O,X,O,O,X,X
JSZOITL,O,X,O,O,X,O
JSZOILT,O,X,O,O,X,O
JSZOLTI,O,X,O,O,X,X
JSZOLIT,O,X,O,O,X,O
JSOTILZ,O,O,O,X,O,X
JSOTIZL,O,X,O,O,X,X
JSOTLIZ,O,O,O,X,O,X
JSOTLZI,O,O,O,X,O,X
JSOTZIL,O,X,O,O,X,X
JSOTZLI,O,X,O,O,X,X
JSOITLZ,O,O,O,X,O,X
JSOITZL,O,X,O,O,X,X
JSOILTZ,X,O,O,X,O,X
JSOILZT,O,O,O,O,O,X
JSOIZTL,O,X,O,O,X,X
JSOIZLT,O,X,O,O,X,X
JSOLTIZ,X,O,O,X,O,X
JSOLTZI,X,O,O,X,O,X
JSOLITZ,X,O,O,X,O,X
JSOLIZT,O,O,O,O,O,X
JSOLZTI,O,O,O,O,O,X
JSOLZIT,O,O,O,O,O,O
JSOZTIL,O,X,O,O,X,X
JSOZTLI,O,X,O,O,X,X
JSOZITL,O,X,O,O,X,O
JSOZILT,O,X,O,O,X,O
JSOZLTI,O,X,O,O,X,X
JSOZLIT,O,X,O,O,X,O
JZTILSO,O,X,O,O,O,O
JZTILOS,O,X,O,O,O,O
JZTISLO,O,X,O,O,O,O
JZTISOL,O,X,O,O,X,O
JZTIOLS,O,X,O,O,X,O
JZTIOSL,O,X,O,O,X,O
JZTLISO,O,X,O,O,O,O
JZTLIOS,O,X,O,O,O,O
JZTLSIO,O,X,O,O,O,O
JZTLSOI,O,X,O,O,O,X
JZTLOIS,O,X,O,O,O,X
JZTLOSI,O,X,O,O,O,X
JZTSILO,O,X,O,O,O,O
JZTSIOL,O,X,O,O,X,O
JZTSLIO,O,X,O,O,O,O
JZTSLOI,O,X,O,O,O,X
JZTSOIL,O,X,O,O,X,X
JZTSOLI,O,X,O,O,X,X
JZTOILS,O,X,O,O,X,X
JZTOISL,O,X,O,O,X,X
JZTOLIS,O,X,O,O,X,X
JZTOLSI,O,X,O,O,X,X
JZTOSIL,O,X,O,O,X,X
JZTOSLI,O,X,O,O,X,X
JZITLSO,O,X,O,O,O,O
JZITLOS,O,X,O,O,O,O
JZITSLO,O,X,O,O,O,O
JZITSOL,O,X,O,O,X,O
JZITOLS,O,X,O,O,X,O
JZITOSL,O,X,O,O,X,O
JZILTSO,O,X,O,O,X,O
JZILTOS,X,X,X,O,X,O
JZILSTO,O,X,O,O,X,O
JZILSOT,O,X,O,O,O,O
JZILOTS,O,X,X,O,X,O
JZILOST,O,X,O,O,O,O
JZISTLO,O,X,O,O,O,O
JZISTOL,O,X,O,O,X,O
JZISLTO,O,X,O,O,X,O
JZISLOT,O,X,O,O,O,O
JZISOTL,O,X,O,O,X,O
JZISOLT,O,X,O,O,X,O
JZIOTLS,O,X,X,O,X,O
JZIOTSL,O,X,O,O,X,O
JZIOLTS,O,X,O,O,X,O
JZIOLST,O,X,O,O,X,O
JZIOSTL,O,X,O,O,X,O
JZIOSLT,O,X,O,O,X,O
JZLTISO,O,X,O,O,X,O
JZLTIOS,O,X,X,O,X,O
JZLTSIO,O,X,O,O,X,O
JZLTSOI,O,X,X,O,X,X
JZLTOIS,O,X,X,O,X,X
JZLTOSI,O,X,X,O,X,X
JZLITSO,O,X,O,O,X,O
JZLITOS,X,X,X,O,X,O
JZLISTO,O,X,O,O,X,O
JZLISOT,O,X,O,O,O,O
JZLIOTS,O,X,X,O,X,O
JZLIOST,O,X,O,O,O,O
JZLSTIO,O,X,O,O,X,O
JZLSTOI,O,X,X,O,X,X
JZLSITO,O,X,O,O,X,O
JZLSIOT,O,X,O,O,O,O
JZLSOTI,O,X,X,O,O,X
JZLSOIT,O,X,O,O,O,O
JZLOTIS,O,X,X,O,X,X
JZLOTSI,O,X,X,O,X,X
JZLOITS,O,X,X,O,X,O
JZLOIST,O,X,O,O,O,O
JZLOSTI,O,X,X,O,O,X
JZLOSIT,O,X,O,O,O,O
JZSTILO,O,X,O,O,O,O
