sequence,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFzfBfmB0hBmiBSs?BFqB,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFzfBGhBiiBUmB3n?BFqB,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFzfBfmB6mBOnB8n?BFqB,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFzfBChBXiB8nB2r?BFqB,v115@GhA8IeA8HeB8AeA8AeG8Jex/IvhFylBziBOpB3mBUn?BFqB,v115@GhA8IeA8HeB8AeA8AeG8Jex/IvhFylBziBOpBUnB3m?BFqB,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFUgBGhBKnBziBfq?BVwB,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFUgBFhBmiBfqBSw?BTsB,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFFgB6mBOnB8nBfq?BzqB
JSLITOZ,O,X,X,X,X,X,X,X,X
JSLIZTO,O,X,X,X,X,X,X,O,X
JSLIZOT,X,X,X,X,X,X,X,X,X
JSLIOTZ,X,X,X,X,X,X,X,X,X
JSLIOZT,X,X,X,X,O,X,X,X,X
JSLZTIO,O,X,X,X,X,X,X,O,X
JSLZTOI,O,X,X,X,X,X,X,X,X
JSLZITO,O,X,X,X,X,X,X,O,X
JSLZIOT,X,X,X,X,X,X,X,X,X
JSLZOTI,X,X,X,X,X,X,X,X,X
JSLZOIT,X,X,X,X,X,X,X,X,X
JSLOTIZ,X,X,X,X,O,X,X,X,X
JSLOTZI,X,X,X,X,O,X,X,X,X
JSLOITZ,X,X,X,X,X,X,X,X,X
JSLOIZT,X,X,X,X,O,X,X,X,X
JSLOZTI,X,X,X,X,O,X,X,X,X
JSLOZIT,X,X,X,X,O,X,X,X,X
JSZTILO,X,X,X,X,X,X,X,O,X
JSZTIOL,O,X,X,X,X,X,X,O,X
JSZTLIO,X,X,X,X,X,X,X,X,X
JSZTLOI,X,X,X,X,X,X,X,X,X
JSZTOIL,O,X,X,X,X,X,X,X,X
JSZTOLI,X,X,X,X,X,X,X,X,X
JSZITLO,X,X,X,X,X,X,X,O,X
JSZITOL,O,X,X,X,X,X,X,O,X
JSZILTO,X,X,X,X,X,X,X,O,X
JSZILOT,X,X,X,X,X,X,X,X,X
JSZIOTL,X,X,X,X,X,X,X,O,X
JSZIOLT,X,X,X,X,X,X,X,O,X
JSZLTIO,X,X,X,X,X,X,X,O,X
JSZLTOI,X,X,X,X,X,X,X,X,X
JSZLITO,X,X,X,X,X,X,X,O,X
JSZLIOT,X,X,X,X,X,X,X,X,X
JSZLOTI,X,X,X,X,X,X,X,X,X
JSZLOIT,X,X,X,X,X,X,X,X,X
JSZOTIL,X,X,X,X,X,X,X,O,X
JSZOTLI,X,X,X,X,X,X,X,X,X
JSZOITL,X,X,X,X,X,X,X,O,X
JSZOILT,X,X,X,X,X,X,X,O,X
JSZOLTI,X,X,X,X,X,X,X,O,X
JSZOLIT,X,X,X,X,X,X,X,O,X
JSOTILZ,X,X,X,X,O,X,X,X,X
JSOTIZL,X,X,X,X,X,X,X,X,X
JSOTLIZ,X,X,X,X,O,X,X,X,X
JSOTLZI,X,X,X,X,O,X,X,X,X
JSOTZIL,X,X,X,X,X,X,X,X,X
JSOTZLI,X,X,X,X,X,X,X,X,X
JSOITLZ,X,X,X,X,X,X,X,X,X
JSOITZL,X,X,X,X,X,X,X,X,X
JSOILTZ,X,X,X,X,X,X,X,O,X
JSOILZT,X,X,X,X,O,X,X,O,X
JSOIZTL,X,X,X,X,X,X,X,O,X
JSOIZLT,X,X,X,X,X,X,X,O,X
JSOLTIZ,X,X,X,X,O,X,X,O,X
JSOLTZI,X,X,X,X,O,X,X,O,X
JSOLITZ,X,X,X,X,X,X,X,O,X
JSOLIZT,X,X,X,X,O,X,X,O,X
JSOLZTI,X,X,X,X,O,X,X,O,X
JSOLZIT,X,X,X,X,O,X,X,O,X
JSOZTIL,X,X,X,X,X,X,X,O,X
JSOZTLI,X,X,X,X,X,X,X,X,X
JSOZITL,X,X,X,X,X,X,X,O,X
JSOZILT,X,X,X,X,X,X,X,O,X
JSOZLTI,X,X,X,X,X,X,X,O,X
JSOZLIT,X,X,X,X,X,X,X,O,X
JZTILSO,X,X,X,O,X,X,X,X,X
JZTILOS,X,X,X,O,X,O,X,X,X
JZTISLO,X,X,X,O,X,X,X,X,X
JZTISOL,X,X,X,O,X,X,X,X,X
JZTIOLS,X,X,X,O,X,O,X,X,X
JZTIOSL,X,X,X,O,X,X,X,X,X
JZTLISO,X,X,X,O,X,X,X,X,X
JZTLIOS,X,X,X,O,X,O,X,X,X
JZTLSIO,X,X,X,O,X,X,X,X,X
JZTLSOI,X,X,X,O,X,X,X,X,X
JZTLOIS,X,X,X,O,X,O,X,X,X
JZTLOSI,X,X,X,O,X,O,X,X,X
JZTSILO,X,X,X,O,X,X,X,X,X
JZTSIOL,X,X,X,O,X,X,X,X,X
JZTSLIO,X,X,X,O,X,X,X,X,X
JZTSLOI,X,X,X,O,X,X,X,X,X
JZTSOIL,X,X,X,O,X,X,X,X,X
JZTSOLI,X,X,X,O,X,X,X,X,X
JZTOILS,X,X,X,O,X,O,X,X,X
JZTOISL,X,X,X,O,X,X,X,X,X
JZTOLIS,X,X,X,O,X,O,X,X,X
JZTOLSI,X,X,X,O,X,O,X,X,X
JZTOSIL,X,X,X,O,X,X,X,X,X
JZTOSLI,X,X,X,O,X,X,X,X,X
JZITLSO,X,X,X,O,X,X,X,X,X
JZITLOS,X,X,X,O,X,X,X,X,X
JZITSLO,X,X,X,O,X,X,X,X,X
JZITSOL,X,X,X,O,X,X,X,X,X
JZITOLS,X,X,X,O,X,X,X,X,X
JZITOSL,X,X,X,O,X,X,X,X,X
JZILTSO,X,X,X,O,X,X,X,X,X
JZILTOS,X,X,X,O,X,X,X,X,X
JZILSTO,X,X,X,O,X,X,X,X,X
JZILSOT,X,X,X,X,X,X,X,X,X
JZILOTS,X,X,X,X,X,X,X,X,X
JZILOST,X,X,X,X,X,X,X,X,X
JZISTLO,X,X,X,O,X,X,X,X,X
JZISTOL,X,X,X,O,X,X,X,X,X
JZISLTO,X,X,X,O,X,X,X,X,X
JZISLOT,X,X,X,X,X,X,X,X,X
JZISOTL,X,X,X,X,X,X,X,X,X
JZISOLT,X,X,X,X,X,X,X,X,X
JZIOTLS,X,X,X,X,X,X,X,X,X
JZIOTSL,X,X,X,X,X,X,X,X,X
JZIOLTS,X,X,X,X,X,X,X,X,X
JZIOLST,X,X,X,X,X,X,X,X,X
JZIOSTL,X,X,X,X,X,X,X,X,X
JZIOSLT,X,X,X,X,X,X,X,X,X
JZLTISO,X,X,X,O,X,X,X,X,X
JZLTIOS,X,X,X,O,X,X,X,X,X
JZLTSIO,X,X,X,O,X,X,X,X,X
JZLTSOI,X,X,X,O,X,X,X,X,X
JZLTOIS,X,X,X,O,X,X,X,X,X
JZLTOSI,X,X,X,O,X,X,X,X,X
JZLITSO,X,X,X,O,X,X,X,X,X
JZLITOS,X,X,X,O,X,X,X,X,X
JZLISTO,X,X,X,O,X,X,X,X,X
JZLISOT,X,X,X,X,X,X,X,X,X
JZLIOTS,X,X,X,X,X,X,X,X,X
JZLIOST,X,X,X,X,X,X,X,X,X
JZLSTIO,X,X,X,O,X,X,X,X,X
JZLSTOI,X,X,X,O,X,X,X,X,X
JZLSITO,X,X,X,O,X,X,X,X,X
JZLSIOT,X,X,X,X,X,X,X,X,X
JZLSOTI,X,X,X,X,X,X,X,X,X
JZLSOIT,X,X,X,X,X,X,X,X,X
JZLOTIS,X,X,X,X,X,X,X,X,X
JZLOTSI,X,X,X,X,X,X,X,X,X
JZLOITS,X,X,X,X,X,X,X,X,X
JZLOIST,X,X,X,X,X,X,X,X,X
JZLOSTI,X,X,X,X,X,X,X,X,X
JZLOSIT,X,X,X,X,X,X,X,X,X
JZSTILO,X,X,X,O,X,X,X,X,X
JZSTIOL,X,X,X,O,X,X,X,X,X
JZSTLIO,X,X,X,O,X,X,X,X,X
JZSTLOI,X,X,X,O,X,X,X,X,X
JZSTOIL,X,X,X,O,X,X,X,X,X
JZSTOLI,X,X,X,O,X,X,X,X,X
JZSITLO,X,X,X,O,X,X,X,X,X
JZSITOL,X,X,X,O,X,X,X,X,X
JZSILTO,X,X,X,O,X,X,X,X,X
JZSILOT,X,X,X,X,X,X,X,X,X
JZSIOTL,X,X,X,X,X,X,X,X,X
JZSIOLT,X,X,X,X,X,X,X,X,X
JZSLTIO,X,X,X,O,X,X,X,X,X
JZSLTOI,X,X,X,O,X,X,X,X,X
JZSLITO,X,X,X,O,X,X,X,X,X
JZSLIOT,X,X,X,X,X,X,X,X,X
JZSLOTI,X,X,X,X,X,X,X,X,X
JZSLOIT,X,X,X,X,X,X,X,X,X
JZSOTIL,X,X,X,X,X,X,X,X,X
JZSOTLI,X,X,X,X,X,X,X,X,X
JZSOITL,X,X,X,X,X,X,X,X,X
JZSOILT,X,X,X,X,X,X,X,X,X
JZSOLTI,X,X,X,X,X,X,X,X,X
JZSOLIT,X,X,X,X,X,X,X,X,X
JZOTILS,X,X,X,X,X,O,X,X,X
JZOTISL,X,X,X,X,X,X,X,X,X
JZOTLIS,X,X,X,X,X,O,X,X,X
JZOTLSI,X,X,X,X,X,O,X,X,X
JZOTSIL,X,X,X,X,X,X,X,X,X
JZOTSLI,X,X,X,X,X,X,X,X,X
JZOITLS,X,X,X,X,X,X,X,X,X
JZOITSL,X,X,X,X,X,X,X,X,X
JZOILTS,X,X,X,X,X,X,X,X,X
JZOILST,X,X,X,X,X,X,X,X,X
JZOISTL,X,X,X,X,X,X,X,X,X
JZOISLT,X,X,X,X,X,X,X,X,X
JZOLTIS,X,X,X,X,X,X,X,X,X
JZOLTSI,X,X,X,X,X,X,X,X,X
JZOLITS,X,X,X,X,X,X,X,X,X
JZOLIST,X,X,X,X,X,X,X,X,X
JZOLSTI,X,X,X,X,X,X,X,X,X
JZOLSIT,X,X,X,X,X,X,X,X,X
JZOSTIL,X,X,X,X,X,X,X,X,X
JZOSTLI,X,X,X,X,X,X,X,X,X
JZOSITL,X,X,X,X,X,X,X,X,X
JZOSILT,X,X,X,X,X,X,X,X,X
JZOSLTI,X,X,X,X,X,X,X,X,X
JZOSLIT,X,X,X,X,X,X,X,X,X
JOTILSZ,X,X,X,X,O,X,X,X,X
JOTILZS,X,X,X,X,X,O,X,X,X
JOTISLZ,X,X,X,X,O,X,X,X,X
JOTISZL,X,X,X,X,X,X,X,X,X
JOTIZLS,X,X,X,X,X,O,X,X,X
JOTIZSL,X,X,X,X,X,X,X,X,X
JOTLISZ,X,X,X,X,O,X,X,X,X
JOTLIZS,X,X,X,X,X,O,X,X,X
JOTLSIZ,X,X,X,X,O,X,X,X,X
JOTLSZI,X,X,X,X,O,X,X,X,X
JOTLZIS,X,X,X,X,X,O,X,X,X
JOTLZSI,X,X,X,X,X,O,X,X,X
JOTSILZ,X,X,X,X,O,X,X,X,X
JOTSIZL,X,X,X,X,X,X,X,X,X
JOTSLIZ,X,X,X,X,O,X,X,X,X
JOTSLZI,X,X,X,X,O,X,X,X,X
JOTSZIL,X,X,X,X,X,X,X,X,X
JOTSZLI,X,X,X,X,X,X,X,X,X
JOTZILS,X,X,X,X,X,O,X,X,X
JOTZISL,X,X,X,X,X,X,X,X,X
JOTZLIS,X,X,X,X,X,O,X,X,X
JOTZLSI,X,X,X,X,X,O,X,X,X
JOTZSIL,X,X,X,X,X,X,X,X,X
JOTZSLI,X,X,X,X,X,X,X,X,X
JOITLSZ,X,X,X,X,O,X,X,X,X
JOITLZS,X,X,X,X,X,O,X,X,X
JOITSLZ,X,X,X,X,O,X,X,X,X
JOITSZL,X,X,X,X,X,X,X,X,X
JOITZLS,X,X,X,X,X,O,X,X,X
JOITZSL,X,X,X,X,X,X,X,X,X
JOILTSZ,X,X,X,X,X,X,X,O,X
JOILTZS,X,X,X,X,X,X,X,X,X
JOILSTZ,X,X,X,X,X,X,X,O,X
JOILSZT,X,X,X,X,X,X,X,O,X
JOILZTS,X,X,X,X,X,X,X,X,X
JOILZST,X,X,X,X,X,X,X,X,X
JOISTLZ,X,X,X,X,X,X,X,X,X
JOISTZL,X,X,X,X,X,X,X,X,X
JOISLTZ,X,X,X,X,X,X,X,O,X
JOISLZT,X,X,X,X,O,X,X,O,X
JOISZTL,X,X,X,X,X,X,X,O,X
JOISZLT,X,X,X,X,X,X,X,O,X
JOIZTLS,X,X,X,X,X,X,X,X,X
JOIZTSL,X,X,X,X,X,X,X,X,X
JOIZLTS,X,X,X,X,X,X,X,X,X
JOIZLST,X,X,X,X,X,X,X,X,X
JOIZSTL,X,X,X,X,X,X,X,X,X
JOIZSLT,X,X,X,X,X,X,X,X,X
JOLTISZ,X,X,X,X,X,X,X,O,X
JOLTIZS,X,X,X,X,X,X,X,X,X
JOLTSIZ,X,X,X,X,X,X,X,O,X
JOLTSZI,X,X,X,X,X,X,X,O,X
JOLTZIS,X,X,X,X,X,X,X,X,X
JOLTZSI,X,X,X,X,X,X,X,X,X
JOLITSZ,X,X,X,X,X,X,X,O,X
JOLITZS,X,X,X,X,X,X,X,X,X
JOLISTZ,X,X,X,X,X,X,X,O,X
JOLISZT,X,X,X,X,X,X,X,O,X
JOLIZTS,X,X,X,X,X,X,X,X,X
JOLIZST,X,X,X,X,X,X,X,X,X
JOLSTIZ,X,X,X,X,X,X,X,O,X
JOLSTZI,X,X,X,X,X,X,X,O,X
JOLSITZ,X,X,X,X,X,X,X,O,X
JOLSIZT,X,X,X,X,X,X,X,O,X
JOLSZTI,X,X,X,X,X,X,X,O,X
JOLSZIT,X,X,X,X,X,X,X,O,X
JOLZTIS,X,X,X,X,X,X,X,X,X
JOLZTSI,X,X,X,X,X,X,X,X,X
JOLZITS,X,X,X,X,X,X,X,X,X
JOLZIST,X,X,X,X,X,X,X,X,X
JOLZSTI,X,X,X,X,X,X,X,X,X
JOLZSIT,X,X,X,X,X,X,X,X,X
JOSTILZ,X,X,X,X,O,X,X,X,X
JOSTIZL,X,X,X,X,X,X,X,X,X
JOSTLIZ,X,X,X,X,O,X,X,X,X
JOSTLZI,X,X,X,X,O,X,X,X,X
JOSTZIL,X,X,X,X,X,X,X,X,X
JOSTZLI,X,X,X,X,X,X,X,X,X
JOSITLZ,X,X,X,X,X,X,X,X,X
JOSITZL,X,X,X,X,X,X,X,X,X
JOSILTZ,X,X,X,X,X,X,X,O,X
JOSILZT,X,X,X,X,O,X,X,O,X
JOSIZTL,X,X,X,X,X,X,X,O,X
JOSIZLT,X,X,X,X,X,X,X,O,X
JOSLTIZ,X,X,X,X,O,X,X,O,X
JOSLTZI,X,X,X,X,O,X,X,O,X
JOSLITZ,X,X,X,X,X,X,X,O,X
JOSLIZT,X,X,X,X,O,X,X,O,X
JOSLZTI,X,X,X,X,O,X,X,O,X
JOSLZIT,X,X,X,X,O,X,X,O,X
JOSZTIL,X,X,X,X,X,X,X,O,X
JOSZTLI,X,X,X,X,X,X,X,X,X
JOSZITL,X,X,X,X,X,X,X,O,X
JOSZILT,X,X,X,X,X,X,X,O,X
JOSZLTI,X,X,X,X,X,X,X,O,X
JOSZLIT,X,X,X,X,X,X,X,O,X
JOZTILS,X,X,X,X,X,O,X,X,X
JOZTISL,X,X,X,X,X,X,X,X,X
JOZTLIS,X,X,X,X,X,O,X,X,X
JOZTLSI,X,X,X,X,X,O,X,X,X
JOZTSIL,X,X,X,X,X,X,X,X,X
JOZTSLI,X,X,X,X,X,X,X,X,X
JOZITLS,X,X,X,X,X,X,X,X,X
JOZITSL,X,X,X,X,X,X,X,X,X
JOZILTS,X,X,X,X,X,X,X,X,X
JOZILST,X,X,X,X,X,X,X,X,X
JOZISTL,X,X,X,X,X,X,X,X,X
JOZISLT,X,X,X,X,X,X,X,X,X
JOZLTIS,X,X,X,X,X,X,X,X,X
JOZLTSI,X,X,X,X,X,X,X,X,X
JOZLITS,X,X,X,X,X,X,X,X,X
JOZLIST,X,X,X,X,X,X,X,X,X
JOZLSTI,X,X,X,X,X,X,X,X,X
JOZLSIT,X,X,X,X,X,X,X,X,X
JOZSTIL,X,X,X,X,X,X,X,X,X
JOZSTLI,X,X,X,X,X,X,X,X,X
JOZSITL,X,X,X,X,X,X,X,X,X
JOZSILT,X,X,X,X,X,X,X,X,X
JOZSLTI,X,X,X,X,X,X,X,X,X
JOZSLIT,X,X,X,X,X,X,X,X,X
STILJZO,O,X,X,X,X,X,O,X,X
STILJOZ,O,X,X,X,X,X,O,X,X
STILZJO,O,O,O,X,X,X,O,X,O
STILZOJ,O,O,O,X,X,X,O,X,X
STILOJZ,O,X,X,X,X,X,O,X,X
STILOZJ,O,O,O,X,X,X,O,X,X
STIJLZO,O,X,X,X,X,X,O,X,X
STIJLOZ,O,X,X,X,X,X,O,X,X
STIJZLO,X,X,X,X,X,X,O,X,X
STIJZOL,O,X,X,X,X,X,X,X,X
STIJOLZ,O,X,X,X,X,X,X,X,X
STIJOZL,O,X,X,X,X,X,X,X,X
STIZLJO,O,O,O,X,X,X,O,X,O
STIZLOJ,O,O,O,X,X,X,O,X,X
STIZJLO,X,O,O,X,X,X,O,X,O
STIZJOL,O,O,O,X,X,X,X,X,O
STIZOLJ,O,O,O,X,X,X,O,X,O
STIZOJL,O,O,O,X,X,X,X,X,O
STIOLJZ,O,X,X,X,X,X,O,X,X
STIOLZJ,O,O,O,X,X,X,O,X,O
STIOJLZ,O,X,X,X,X,X,X,X,X
STIOJZL,O,X,X,X,X,X,X,X,X
STIOZLJ,O,O,O,X,X,X,O,X,O
STIOZJL,O,O,O,X,X,X,X,X,O
STLIJZO,O,X,X,X,X,X,O,X,X
STLIJOZ,O,X,X,X,X,X,O,X,X
STLIZJO,O,O,O,X,X,X,O,X,O
STLIZOJ,O,O,O,X,X,X,O,X,X
STLIOJZ,O,X,X,X,X,X,O,X,X
STLIOZJ,O,O,O,X,X,X,O,X,X
STLJIZO,O,X,X,X,X,X,O,X,X
STLJIOZ,O,X,X,X,O,X,O,X,X
STLJZIO,O,X,X,X,X,X,O,X,X
STLJZOI,O,X,X,X,X,X,O,X,X
STLJOIZ,O,X,X,X,O,X,O,X,X
STLJOZI,O,X,X,X,O,X,O,X,X
STLZIJO,O,O,O,X,X,X,O,X,O
STLZIOJ,O,O,O,X,X,X,O,X,X
STLZJIO,O,O,O,X,X,X,O,X,O
STLZJOI,O,O,O,X,X,X,O,X,X
STLZOIJ,O,O,O,X,X,X,O,X,X
STLZOJI,O,O,O,X,X,X,O,X,X
STLOIJZ,O,X,X,X,X,X,O,X,X
STLOIZJ,O,O,O,X,X,X,O,X,X
STLOJIZ,O,X,X,X,O,X,O,X,X
STLOJZI,O,X,X,X,O,X,O,X,X
STLOZIJ,O,O,O,X,X,X,O,X,X
STLOZJI,O,O,O,X,X,X,O,X,X
STJILZO,O,X,X,X,X,X,O,X,X
STJILOZ,O,X,X,X,O,X,O,X,X
STJIZLO,X,X,X,X,X,X,O,X,X
STJIZOL,O,X,X,X,X,X,X,X,X
STJIOLZ,O,X,X,X,O,X,X,X,X
STJIOZL,O,X,X,X,X,X,X,X,X
STJLIZO,O,X,X,X,X,X,O,X,X
STJLIOZ,O,X,X,X,O,X,O,X,X
STJLZIO,O,X,X,X,X,X,O,X,X
STJLZOI,O,X,X,X,X,X,O,X,X
STJLOIZ,O,X,X,X,O,X,O,X,X
STJLOZI,O,X,X,X,O,X,O,X,X
STJZILO,X,X,X,X,X,X,O,X,X
STJZIOL,O,X,X,X,X,X,X,X,X
STJZLIO,X,X,X,X,X,X,O,X,X
STJZLOI,X,X,X,X,X,X,O,X,X
STJZOIL,O,X,X,X,X,X,X,X,X
STJZOLI,X,X,X,X,X,X,X,X,X
STJOILZ,O,X,X,X,O,X,X,X,X
STJOIZL,O,X,X,X,X,X,X,X,X
STJOLIZ,O,X,X,X,O,X,X,X,X
STJOLZI,O,X,X,X,O,X,X,X,X
STJOZIL,O,X,X,X,X,X,X,X,X
STJOZLI,X,X,X,X,X,X,X,X,X
STZILJO,O,O,O,X,X,X,O,X,O
STZILOJ,O,O,O,X,X,X,O,X,X
STZIJLO,X,O,O,X,X,X,O,X,O
STZIJOL,O,O,O,X,X,X,X,X,O
STZIOLJ,O,O,O,X,X,X,O,X,O
STZIOJL,O,O,O,X,X,X,X,X,O
STZLIJO,O,O,O,X,X,X,O,X,O
STZLIOJ,O,O,O,X,X,X,O,X,X
STZLJIO,O,O,O,X,X,X,O,X,O
STZLJOI,O,O,O,X,X,X,O,X,X
STZLOIJ,O,O,O,X,X,X,O,X,X
STZLOJI,O,O,O,X,X,X,O,X,X
STZJILO,X,O,O,X,X,X,O,X,O
STZJIOL,O,O,O,X,X,X,X,X,O
STZJLIO,X,O,O,X,X,X,O,X,O
STZJLOI,X,O,O,X,X,X,O,X,X
STZJOIL,O,O,O,X,X,X,X,X,O
STZJOLI,X,O,O,X,X,X,X,X,O
STZOILJ,O,O,O,X,X,X,O,X,O
STZOIJL,O,O,O,X,X,X,X,X,O
STZOLIJ,O,O,O,X,X,X,O,X,O
STZOLJI,O,O,O,X,X,X,O,X,O
STZOJIL,O,O,O,X,X,X,X,X,O
STZOJLI,X,O,O,X,X,X,X,X,O
STOILJZ,O,X,X,X,X,X,O,X,X
STOILZJ,O,O,O,X,X,X,O,X,O
STOIJLZ,O,X,X,X,X,X,X,X,X
STOIJZL,O,X,X,X,X,X,X,X,X
STOIZLJ,O,O,O,X,X,X,O,X,O
STOIZJL,O,O,O,X,X,X,X,X,O
STOLIJZ,O,X,X,X,X,X,O,X,X
STOLIZJ,O,O,O,X,X,X,O,X,O
STOLJIZ,O,X,X,X,O,X,O,X,X
STOLJZI,O,X,X,X,O,X,O,X,X
STOLZIJ,O,O,O,X,X,X,O,X,O
STOLZJI,O,O,O,X,X,X,O,X,O
STOJILZ,O,X,X,X,O,X,X,X,X
STOJIZL,O,X,X,X,X,X,X,X,X
STOJLIZ,O,X,X,X,O,X,X,X,X
STOJLZI,O,X,X,X,O,X,X,X,X
STOJZIL,O,X,X,X,X,X,X,X,X
STOJZLI,X,X,X,X,X,X,X,X,X
STOZILJ,O,O,O,X,X,X,O,X,O
STOZIJL,O,O,O,X,X,X,X,X,O
STOZLIJ,O,O,O,X,X,X,O,X,O
STOZLJI,O,O,O,X,X,X,O,X,O
STOZJIL,O,O,O,X,X,X,X,X,O
STOZJLI,X,O,O,X,X,X,X,X,O
SITLJZO,O,X,X,X,X,X,O,X,X
SITLJOZ,O,X,X,X,X,X,O,X,X
SITLZJO,O,O,O,X,X,X,O,X,O
SITLZOJ,O,O,O,X,X,X,O,X,X
SITLOJZ,O,X,X,X,X,X,O,X,X
SITLOZJ,O,O,O,X,X,X,O,X,X
SITJLZO,O,X,X,X,X,X,O,X,X
SITJLOZ,O,X,X,X,X,X,O,X,X
SITJZLO,X,X,X,X,X,X,O,X,X
SITJZOL,O,X,X,X,X,X,X,X,X
SITJOLZ,O,X,X,X,X,X,X,X,X
SITJOZL,O,X,X,X,X,X,X,X,X
SITZLJO,O,O,O,X,X,X,O,X,O
SITZLOJ,O,O,O,X,X,X,O,X,X
SITZJLO,X,O,O,X,X,X,O,X,O
SITZJOL,O,O,O,X,X,X,X,X,O
SITZOLJ,O,O,O,X,X,X,O,X,O
SITZOJL,O,O,O,X,X,X,X,X,O
SITOLJZ,O,X,X,X,X,X,O,X,X
SITOLZJ,O,O,O,X,X,X,O,X,O
SITOJLZ,O,X,X,X,X,X,X,X,X
SITOJZL,O,X,X,X,X,X,X,X,X
SITOZLJ,O,O,O,X,X,X,O,X,O
SITOZJL,O,O,O,X,X,X,X,X,O
SILTJZO,O,X,X,X,X,X,O,O,X
SILTJOZ,O,X,X,X,X,X,O,X,X
SILTZJO,O,O,O,X,X,X,O,O,O
SILTZOJ,O,O,O,X,X,X,O,O,X
SILTOJZ,O,X,X,X,X,X,O,O,X
SILTOZJ,O,O,O,X,X,X,O,O,X
SILJTZO,O,X,X,X,X,X,X,O,X
SILJTOZ,O,X,X,X,X,X,X,X,X
SILJZTO,O,X,X,X,X,X,X,O,X
SILJZOT,X,X,X,X,X,X,X,X,X
SILJOTZ,X,X,X,X,X,X,X,X,X
SILJOZT,X,X,X,X,X,X,X,X,X
SILZTJO,O,O,O,X,X,X,O,O,O
SILZTOJ,O,O,O,X,X,X,O,O,X
SILZJTO,O,O,O,X,X,X,X,O,O
SILZJOT,X,X,X,X,X,X,X,X,X
SILZOTJ,X,X,X,X,X,X,O,O,X
SILZOJT,X,X,X,X,X,X,X,O,X
SILOTJZ,X,X,X,X,X,X,O,O,X
SILOTZJ,X,X,X,X,X,X,O,O,X
SILOJTZ,X,X,X,X,X,X,X,O,X
SILOJZT,X,X,X,X,X,X,X,O,X
SILOZTJ,X,X,X,X,X,X,O,O,X
SILOZJT,X,X,X,X,X,X,X,O,X
SIJTLZO,O,X,X,X,X,X,X,X,X
SIJTLOZ,O,X,X,X,X,X,X,X,X
SIJTZLO,X,X,X,X,X,X,X,X,X
SIJTZOL,O,X,X,X,X,X,X,X,X
SIJTOLZ,O,X,X,X,X,X,X,X,X
SIJTOZL,O,X,X,X,X,X,X,X,X
SIJLTZO,O,X,X,X,X,X,X,O,X
SIJLTOZ,O,X,X,X,X,X,X,X,X
SIJLZTO,O,X,X,X,X,X,X,O,X
SIJLZOT,X,X,X,X,X,X,X,X,X
SIJLOTZ,X,X,X,X,X,X,X,X,X
SIJLOZT,X,X,X,X,X,X,X,X,X
SIJZTLO,X,X,X,X,X,X,X,O,X
SIJZTOL,O,X,X,X,X,X,X,O,X
SIJZLTO,X,X,X,X,X,X,X,O,X
SIJZLOT,X,X,X,X,X,X,X,X,X
SIJZOTL,X,X,X,X,X,X,X,O,X
SIJZOLT,X,X,X,X,X,X,X,O,X
SIJOTLZ,X,X,X,X,X,X,X,X,X
SIJOTZL,X,X,X,X,X,X,X,X,X
SIJOLTZ,X,X,X,X,X,X,X,O,X
SIJOLZT,X,X,X,X,X,X,X,O,X
SIJOZTL,X,X,X,X,X,X,X,O,X
SIJOZLT,X,X,X,X,X,X,X,O,X
SIZTLJO,O,O,O,X,X,X,O,O,O
SIZTLOJ,O,O,O,X,X,X,O,O,X
SIZTJLO,X,O,O,X,X,X,O,O,O
SIZTJOL,O,O,O,X,X,X,X,O,O
SIZTOLJ,O,O,O,X,X,X,O,X,O
SIZTOJL,O,O,O,X,X,X,X,O,O
SIZLTJO,O,O,O,X,X,X,O,O,O
SIZLTOJ,O,O,O,X,X,X,O,O,X
SIZLJTO,O,O,O,X,X,X,X,O,O
SIZLJOT,X,X,X,X,X,X,X,X,X
SIZLOTJ,X,X,X,X,X,X,O,O,X
SIZLOJT,X,X,X,X,X,X,X,O,X
SIZJTLO,X,O,O,X,X,X,X,O,O
SIZJTOL,O,O,O,X,X,X,X,O,O
SIZJLTO,X,O,O,X,X,X,X,O,O
SIZJLOT,X,X,X,X,X,X,X,X,X
SIZJOTL,X,X,X,X,X,X,X,O,O
SIZJOLT,X,X,X,X,X,X,X,O,O
SIZOTLJ,X,X,X,X,X,X,O,X,O
SIZOTJL,X,X,X,X,X,X,X,O,O
SIZOLTJ,X,X,X,X,X,X,O,O,O
SIZOLJT,X,X,X,X,X,X,X,O,O
SIZOJTL,X,X,X,X,X,X,X,O,O
SIZOJLT,X,X,X,X,X,X,X,O,O
SIOTLJZ,X,X,X,X,X,X,O,X,X
SIOTLZJ,X,X,X,X,X,X,O,X,O
SIOTJLZ,X,X,X,X,X,X,X,X,X
SIOTJZL,X,X,X,X,X,X,X,X,X
SIOTZLJ,X,X,X,X,X,X,O,X,O
SIOTZJL,X,X,X,X,X,X,X,X,O
SIOLTJZ,X,X,X,X,X,X,O,O,X
