sequence,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Jem6IvhFzb?BfjB6jBUlBFmBRvB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Jem6IvhFzb?BSjBUjBFlBXmBRvB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Jex6IvhFKh?BGeBUjBFlBzqBXqB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Jex6IvhFCe?BTjBUlBFmBerBXqB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Jem6IvhFfj?B6jBUhBFlBzlBRvB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Jex6IvhFCe?BVlBTjBOrBXqB8qB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Jez9IvhF+j?BlgB0fBXmBilBRvB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Jez7IvhFSj?BVlBUjBXmBmkBRvB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Je37IvhFCe?BVmBTjB0fB2qBRvB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8JeZAJvhFzb?BGeBUjB3qB6pBFrB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Je37IvhFGe?BVmBUjBZlBzqB6pB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Jez9IvhF+j?BZlBUhBfrB6pBlqB
JLSTIOZ,O,O,X,X,O,X,X,X,X,X,X,X
JLSTZIO,O,X,X,X,O,X,X,X,X,X,X,X
JLSTZOI,O,O,X,X,O,X,X,X,X,X,X,X
JLSTOIZ,O,O,X,X,O,O,X,X,X,X,X,X
JLSTOZI,O,O,X,X,O,O,O,O,X,X,X,X
JLSITZO,O,O,X,X,O,X,X,X,X,X,X,X
JLSITOZ,O,O,X,X,O,X,X,X,X,X,X,X
JLSIZTO,O,X,X,X,O,X,X,X,X,X,X,X
JLSIZOT,O,O,X,X,X,X,X,X,X,X,X,X
JLSIOTZ,O,O,X,X,O,X,X,X,X,X,X,X
JLSIOZT,O,O,X,X,X,X,X,X,X,X,X,X
JLSZTIO,O,X,X,X,O,X,X,X,X,X,X,X
JLSZTOI,O,X,X,X,O,X,X,X,X,X,X,X
JLSZITO,O,X,X,X,O,X,X,X,X,X,X,X
JLSZIOT,O,X,X,X,X,X,X,X,X,X,X,X
JLSZOTI,O,O,X,X,X,X,X,X,X,X,X,X
JLSZOIT,O,O,X,X,X,X,X,X,X,X,X,X
JLSOTIZ,O,X,X,X,O,O,X,X,X,X,X,X
JLSOTZI,O,O,X,X,O,O,O,X,X,X,X,X
JLSOITZ,O,X,X,X,O,O,X,X,X,X,X,X
JLSOIZT,O,O,X,X,X,X,X,X,X,X,X,X
JLSOZTI,O,O,X,X,X,O,X,X,X,X,X,X
JLSOZIT,O,O,X,X,X,X,X,X,X,X,X,X
JLZTISO,X,O,X,X,X,X,X,X,X,X,X,X
JLZTIOS,X,O,O,X,X,X,X,X,X,X,X,X
JLZTSIO,O,X,X,X,X,X,X,X,X,X,X,X
JLZTSOI,O,O,X,X,X,X,X,X,X,X,X,X
JLZTOIS,X,O,O,X,X,X,X,X,X,X,X,X
JLZTOSI,O,O,O,X,X,X,X,X,X,X,X,X
JLZITSO,O,O,X,X,X,X,X,X,X,X,X,X
JLZITOS,O,O,O,X,X,X,X,X,X,X,X,X
JLZISTO,O,X,X,X,X,X,X,X,X,X,X,X
JLZISOT,O,O,O,X,X,X,X,X,X,X,X,X
JLZIOTS,X,X,O,X,X,X,X,X,X,X,X,X
JLZIOST,X,X,O,X,X,X,X,X,X,X,X,O
JLZSTIO,O,X,X,X,X,X,X,X,X,X,X,X
JLZSTOI,O,X,X,X,X,X,X,X,X,X,X,X
JLZSITO,O,X,X,X,X,X,X,X,X,X,X,X
JLZSIOT,O,X,O,X,X,X,X,X,X,X,X,X
JLZSOTI,O,O,O,X,X,X,X,X,X,X,X,X
JLZSOIT,O,O,O,X,X,X,X,X,X,X,X,X
JLZOTIS,X,X,O,X,X,X,X,X,X,X,X,X
JLZOTSI,X,X,O,X,X,X,X,X,X,X,X,X
JLZOITS,X,X,O,X,X,X,X,X,X,X,X,X
JLZOIST,X,X,O,X,X,X,X,X,X,X,X,O
JLZOSTI,X,X,O,X,X,X,X,X,X,X,X,X
JLZOSIT,X,X,O,X,X,X,X,X,X,X,X,X
JLOTISZ,X,O,X,X,X,X,X,X,X,X,X,X
JLOTIZS,X,O,O,X,X,X,X,X,X,X,X,X
JLOTSIZ,X,O,X,X,X,O,X,X,X,X,X,X
JLOTSZI,X,O,X,X,X,O,X,X,X,X,X,X
JLOTZIS,X,O,O,X,X,X,X,X,X,X,X,X
JLOTZSI,X,O,O,X,X,X,X,X,X,X,X,X
JLOITSZ,X,O,X,X,X,X,X,X,X,X,X,X
JLOITZS,X,O,X,X,X,X,X,X,X,X,X,X
JLOISTZ,X,O,X,X,X,O,O,X,X,X,X,X
JLOISZT,X,O,X,X,X,X,X,X,X,X,X,X
JLOIZTS,X,X,O,X,X,X,X,X,X,X,X,X
JLOIZST,X,X,O,X,X,X,X,X,X,X,X,O
JLOSTIZ,X,X,X,X,X,O,X,X,X,X,X,X
JLOSTZI,X,O,X,X,X,O,O,X,X,X,X,X
JLOSITZ,X,X,X,X,X,O,X,X,X,X,X,X
JLOSIZT,X,O,X,X,X,X,X,X,X,X,X,X
JLOSZTI,X,O,X,X,X,O,X,X,X,X,X,X
JLOSZIT,X,O,X,X,X,X,X,X,X,X,X,X
JLOZTIS,X,X,O,X,X,X,X,X,X,X,X,X
JLOZTSI,X,X,O,X,X,X,X,X,X,X,X,X
JLOZITS,X,X,O,X,X,X,X,X,X,X,X,X
JLOZIST,X,X,O,X,X,X,X,X,X,X,X,O
JLOZSTI,X,X,O,X,X,O,X,X,X,X,X,X
JLOZSIT,X,X,O,X,X,X,X,X,X,X,X,X
JSTILZO,O,O,X,X,O,X,X,X,X,X,X,X
JSTILOZ,O,O,X,X,O,X,X,X,X,X,X,X
JSTIZLO,O,O,X,X,O,X,X,X,X,X,X,X
JSTIZOL,O,O,X,X,O,X,X,X,X,X,X,X
JSTIOLZ,O,O,X,X,O,O,X,X,X,X,X,X
JSTIOZL,O,O,X,X,O,O,O,X,X,X,X,X
JSTLIZO,O,O,X,X,O,X,X,X,X,X,X,X
JSTLIOZ,O,O,X,X,O,X,X,X,X,X,X,X
JSTLZIO,O,X,X,X,O,X,X,X,X,X,X,X
JSTLZOI,O,O,X,X,O,X,X,X,X,X,X,X
JSTLOIZ,O,O,X,X,O,O,X,X,X,X,X,X
JSTLOZI,O,O,X,X,O,O,O,O,X,X,X,X
JSTZILO,O,X,X,X,O,X,X,X,X,X,X,X
JSTZIOL,O,X,X,X,O,X,X,X,X,X,X,X
JSTZLIO,O,X,X,X,O,X,X,X,X,X,X,X
JSTZLOI,O,O,X,X,O,X,X,X,X,X,X,X
JSTZOIL,O,X,X,X,X,O,O,X,X,X,X,X
JSTZOLI,O,O,X,X,O,O,O,X,X,X,X,X
JSTOILZ,O,O,X,X,O,O,X,X,X,X,X,X
JSTOIZL,X,X,X,X,O,O,O,X,X,X,X,X
JSTOLIZ,O,O,X,X,O,O,X,X,X,X,X,X
JSTOLZI,O,O,X,X,O,O,O,O,X,X,X,X
JSTOZIL,X,X,X,X,X,O,O,X,X,X,X,X
JSTOZLI,O,O,X,X,O,O,O,X,X,X,X,X
JSITLZO,O,O,X,X,O,X,X,X,X,X,X,X
JSITLOZ,O,O,X,X,O,X,O,X,X,X,X,X
JSITZLO,O,O,X,X,O,X,X,X,X,O,X,X
JSITZOL,O,O,X,X,O,X,O,X,X,O,X,X
JSITOLZ,O,O,X,X,O,O,O,X,X,X,X,X
JSITOZL,O,O,X,X,O,O,O,X,X,O,X,X
JSILTZO,O,O,X,X,O,X,X,X,X,X,X,X
JSILTOZ,O,O,X,X,O,X,O,X,X,X,X,X
JSILZTO,O,X,X,X,O,X,X,X,X,X,X,X
JSILZOT,O,O,X,X,X,X,X,X,X,X,X,X
JSILOTZ,O,O,X,X,O,X,O,X,X,X,X,X
JSILOZT,O,O,X,X,X,X,X,X,X,X,X,X
JSIZTLO,O,X,X,X,O,X,X,X,X,O,X,X
JSIZTOL,O,X,X,X,O,X,O,X,X,O,X,X
JSIZLTO,O,X,X,X,O,X,X,X,X,O,X,X
JSIZLOT,O,O,X,X,X,X,X,X,X,X,X,X
JSIZOTL,O,X,X,X,X,X,O,X,X,O,X,O
JSIZOLT,O,O,X,X,X,X,X,X,X,X,X,O
JSIOTLZ,O,O,X,X,O,O,O,X,X,X,X,X
JSIOTZL,O,X,X,X,O,O,O,X,X,X,X,X
JSIOLTZ,O,O,X,X,O,O,O,X,X,X,X,X
JSIOLZT,O,O,X,X,X,X,X,X,X,X,X,X
JSIOZTL,O,X,X,X,X,X,O,X,X,X,X,O
JSIOZLT,O,O,X,X,X,X,X,X,X,X,X,O
JSLTIZO,O,O,X,X,O,X,X,X,X,X,X,X
JSLTIOZ,O,O,X,X,O,X,X,X,X,X,X,X
JSLTZIO,O,X,X,X,O,X,X,X,X,X,X,X
JSLTZOI,O,O,X,X,O,X,X,X,X,X,X,X
JSLTOIZ,O,O,X,X,O,O,X,X,X,X,X,X
JSLTOZI,O,O,X,X,O,O,O,O,X,X,X,X
JSLITZO,O,O,X,X,O,X,X,X,X,X,X,X
JSLITOZ,O,O,X,X,O,X,X,X,X,X,X,X
JSLIZTO,O,X,X,X,O,X,X,X,X,X,X,X
JSLIZOT,O,O,X,X,X,X,X,X,X,X,X,X
JSLIOTZ,O,O,X,X,O,X,X,X,X,X,X,X
JSLIOZT,O,O,X,X,X,X,X,X,X,X,X,X
JSLZTIO,O,X,X,X,O,X,X,X,X,X,X,X
JSLZTOI,O,X,X,X,O,X,X,X,X,X,X,X
JSLZITO,O,X,X,X,O,X,X,X,X,X,X,X
JSLZIOT,O,X,X,X,X,X,X,X,X,X,X,X
JSLZOTI,O,O,X,X,X,X,X,X,X,X,X,X
JSLZOIT,O,O,X,X,X,X,X,X,X,X,X,X
JSLOTIZ,O,X,X,X,O,O,X,X,X,X,X,X
JSLOTZI,O,O,X,X,O,O,O,X,X,X,X,X
JSLOITZ,O,X,X,X,O,O,X,X,X,X,X,X
JSLOIZT,O,O,X,X,X,X,X,X,X,X,X,X
JSLOZTI,O,O,X,X,X,O,X,X,X,X,X,X
JSLOZIT,O,O,X,X,X,X,X,X,X,X,X,X
JSZTILO,O,X,X,X,O,X,X,X,X,O,X,X
JSZTIOL,O,X,X,X,O,X,X,X,X,O,X,X
JSZTLIO,O,X,X,X,O,X,X,X,X,X,X,X
JSZTLOI,O,X,X,X,O,X,X,X,X,X,X,X
JSZTOIL,O,X,X,X,X,O,O,X,X,X,X,X
JSZTOLI,O,X,X,X,O,O,O,X,X,X,X,X
JSZITLO,O,X,X,X,O,X,X,X,X,O,X,X
JSZITOL,O,X,X,X,O,X,X,X,X,O,X,X
JSZILTO,O,X,X,X,O,X,X,X,X,O,X,X
JSZILOT,O,X,X,X,X,X,X,X,X,X,X,X
JSZIOTL,O,X,X,X,X,X,X,X,X,O,X,O
JSZIOLT,O,X,X,X,X,X,X,X,X,X,X,O
JSZLTIO,O,X,X,X,O,X,X,X,X,X,X,X
JSZLTOI,O,X,X,X,O,X,X,X,X,X,X,X
JSZLITO,O,X,X,X,O,X,X,X,X,O,X,X
JSZLIOT,O,X,X,X,X,X,X,X,X,X,X,X
JSZLOTI,O,O,X,X,X,X,X,X,X,X,X,X
JSZLOIT,O,O,X,X,X,X,X,X,X,X,X,X
JSZOTIL,O,X,X,X,X,O,O,X,X,X,X,X
JSZOTLI,O,X,X,X,X,O,O,X,X,X,X,X
JSZOITL,O,X,X,X,X,X,X,X,X,O,X,O
JSZOILT,O,X,X,X,X,X,X,X,X,X,X,O
JSZOLTI,O,O,X,X,X,O,X,X,X,X,X,X
JSZOLIT,O,O,X,X,X,X,X,X,X,X,X,X
JSOTILZ,O,X,X,X,O,O,X,X,X,X,X,X
JSOTIZL,X,X,X,X,O,O,O,X,X,X,X,X
JSOTLIZ,O,X,X,X,O,O,X,X,X,X,X,X
JSOTLZI,O,O,X,X,O,O,O,X,X,X,X,X
JSOTZIL,X,X,X,X,X,O,O,X,X,X,X,X
JSOTZLI,O,X,X,X,O,O,O,X,X,X,X,X
JSOITLZ,O,X,X,X,O,O,O,X,X,X,X,X
JSOITZL,O,X,X,X,O,O,O,X,X,X,X,X
JSOILTZ,O,X,X,X,O,O,O,X,X,X,X,X
JSOILZT,O,O,X,X,X,X,X,X,X,X,X,X
JSOIZTL,O,X,X,X,X,X,O,X,X,X,X,O
JSOIZLT,O,X,X,X,X,X,X,X,X,X,X,O
JSOLTIZ,O,X,X,X,O,O,X,X,X,X,X,X
JSOLTZI,O,O,X,X,O,O,O,X,X,X,X,X
JSOLITZ,O,X,X,X,O,O,X,X,X,X,X,X
JSOLIZT,O,O,X,X,X,X,X,X,X,X,X,X
JSOLZTI,O,O,X,X,X,O,X,X,X,X,X,X
JSOLZIT,O,O,X,X,X,X,X,X,X,X,X,X
JSOZTIL,O,X,X,X,X,O,O,X,X,X,X,X
JSOZTLI,O,X,X,X,X,O,O,X,X,X,X,X
JSOZITL,O,X,X,X,X,X,X,X,X,X,X,O
JSOZILT,O,X,X,X,X,X,X,X,X,X,X,O
JSOZLTI,O,O,X,X,X,O,X,X,X,X,X,X
JSOZLIT,O,O,X,X,X,X,X,X,X,X,X,X
JZTILSO,O,O,X,X,O,X,X,X,X,X,X,X
JZTILOS,O,O,X,X,X,X,X,X,X,X,X,X
JZTISLO,O,O,X,X,O,X,X,X,X,X,X,X
JZTISOL,O,O,X,X,O,X,X,X,X,X,X,X
JZTIOLS,O,O,X,O,X,X,X,X,X,X,X,X
JZTIOSL,O,X,X,O,O,X,X,X,X,X,X,O
JZTLISO,X,O,X,X,X,X,X,X,X,X,X,X
JZTLIOS,X,O,O,X,X,X,X,X,X,X,X,X
JZTLSIO,O,X,X,X,O,X,X,X,X,X,X,X
JZTLSOI,O,O,X,X,O,X,X,X,X,X,X,X
JZTLOIS,X,O,O,X,X,X,X,X,X,X,X,X
JZTLOSI,O,O,O,X,X,X,X,X,X,X,X,X
JZTSILO,O,X,X,X,O,X,X,X,X,O,X,X
JZTSIOL,O,X,X,X,O,X,X,X,X,O,X,X
JZTSLIO,O,X,X,X,O,X,X,X,X,X,X,X
JZTSLOI,O,O,X,X,O,X,X,X,X,X,X,X
JZTSOIL,O,X,X,X,X,X,X,X,X,X,X,X
JZTSOLI,O,O,X,X,O,X,X,X,X,X,X,X
JZTOILS,X,X,O,O,X,X,X,X,X,X,X,X
JZTOISL,O,X,X,O,X,X,X,X,X,X,O,O
JZTOLIS,X,O,O,O,X,X,X,X,X,X,X,X
JZTOLSI,O,O,O,O,X,X,X,X,X,X,O,X
JZTOSIL,O,X,X,O,X,X,X,X,X,X,O,X
JZTOSLI,O,X,O,O,O,X,X,X,X,X,O,X
JZITLSO,O,O,X,X,O,X,X,X,X,X,X,X
JZITLOS,O,O,X,X,X,X,X,X,X,X,X,X
JZITSLO,O,O,X,X,O,X,X,X,X,X,X,X
JZITSOL,O,O,X,X,O,X,X,X,X,X,X,X
JZITOLS,O,O,X,X,X,X,X,X,X,X,X,X
JZITOSL,O,X,X,X,O,X,X,X,X,X,X,O
JZILTSO,O,O,X,X,X,X,X,X,X,X,X,X
JZILTOS,O,O,O,X,X,X,X,X,X,X,X,X
JZILSTO,O,X,X,X,X,X,X,X,X,X,X,X
JZILSOT,O,O,O,X,X,X,X,X,X,X,X,X
JZILOTS,X,X,O,X,X,X,X,X,X,X,X,X
JZILOST,X,X,O,X,X,X,X,X,X,X,X,O
JZISTLO,O,X,X,X,O,X,X,X,X,O,X,X
JZISTOL,O,X,X,X,O,X,O,X,X,O,X,X
JZISLTO,O,X,X,X,O,X,X,X,X,O,X,X
JZISLOT,O,O,X,X,X,X,X,X,X,X,X,X
JZISOTL,O,X,X,X,X,X,O,X,X,O,X,O
JZISOLT,O,O,X,X,X,X,X,X,X,X,X,O
JZIOTLS,O,X,O,X,X,X,X,X,X,X,X,X
JZIOTSL,O,X,X,X,X,X,X,X,X,X,O,O
JZIOLTS,X,X,O,X,X,X,X,X,X,X,X,X
JZIOLST,X,X,O,X,X,X,X,X,X,X,X,O
JZIOSTL,O,X,X,X,X,X,O,X,X,X,X,O
JZIOSLT,O,X,X,X,X,X,X,X,X,X,X,O
JZLTISO,X,O,X,X,X,X,X,X,X,X,X,X
JZLTIOS,X,O,O,X,X,X,X,X,X,X,X,X
JZLTSIO,O,X,X,X,X,X,X,X,X,X,X,X
JZLTSOI,O,O,X,X,X,X,X,X,X,X,X,X
JZLTOIS,X,O,O,X,X,X,X,X,X,X,X,X
JZLTOSI,O,O,O,X,X,X,X,X,X,X,X,X
JZLITSO,O,O,X,X,X,X,X,X,X,X,X,X
JZLITOS,O,O,O,X,X,X,X,X,X,X,X,X
JZLISTO,O,X,X,X,X,X,X,X,X,X,X,X
JZLISOT,O,O,O,X,X,X,X,X,X,X,X,X
JZLIOTS,X,X,O,X,X,X,X,X,X,X,X,X
JZLIOST,X,X,O,X,X,X,X,X,X,X,X,O
JZLSTIO,O,X,X,X,X,X,X,X,X,X,X,X
JZLSTOI,O,X,X,X,X,X,X,X,X,X,X,X
JZLSITO,O,X,X,X,X,X,X,X,X,O,X,X
JZLSIOT,O,X,O,X,X,X,X,X,X,X,X,X
JZLSOTI,O,O,O,X,X,X,X,X,X,X,X,X
JZLSOIT,O,O,O,X,X,X,X,X,X,X,X,X
JZLOTIS,X,X,O,X,X,X,X,X,X,X,X,X
JZLOTSI,X,X,O,X,X,X,X,X,X,X,O,X
JZLOITS,X,X,O,X,X,X,X,X,X,X,X,X
JZLOIST,X,X,O,X,X,X,X,X,X,X,X,O
JZLOSTI,X,X,O,X,X,X,X,X,X,X,X,X
JZLOSIT,X,X,O,X,X,X,X,X,X,X,X,X
JZSTILO,O,X,X,X,O,X,X,X,X,O,X,X
JZSTIOL,O,X,X,X,O,X,X,X,X,O,X,X
JZSTLIO,O,X,X,X,O,X,X,X,X,X,X,X
JZSTLOI,O,X,X,X,O,X,X,X,X,X,X,X
JZSTOIL,O,X,X,X,X,O,O,X,X,X,X,X
JZSTOLI,O,X,X,X,O,O,O,X,X,X,X,X
JZSITLO,O,X,X,X,O,X,X,X,X,O,X,X
JZSITOL,O,X,X,X,O,X,X,X,X,O,X,X
JZSILTO,O,X,X,X,O,X,X,X,X,O,X,X
JZSILOT,O,X,X,X,X,X,X,X,X,X,X,X
JZSIOTL,O,X,X,X,X,X,X,X,X,O,X,O
JZSIOLT,O,X,X,X,X,X,X,X,X,X,X,O
JZSLTIO,O,X,X,X,O,X,X,X,X,X,X,X
JZSLTOI,O,X,X,X,O,X,X,X,X,X,X,X
JZSLITO,O,X,X,X,O,X,X,X,X,O,X,X
JZSLIOT,O,X,O,X,X,X,X,X,X,X,X,X
JZSLOTI,O,O,O,X,X,X,X,X,X,X,X,X
JZSLOIT,O,O,O,X,X,X,X,X,X,X,X,X
JZSOTIL,O,X,X,X,X,O,O,X,X,X,O,X
JZSOTLI,O,X,O,X,X,O,O,X,X,X,O,X
JZSOITL,O,X,X,X,X,X,X,X,X,O,X,O
JZSOILT,O,X,X,X,X,X,X,X,X,X,X,O
JZSOLTI,O,O,O,X,X,O,X,X,X,X,X,X
JZSOLIT,O,O,O,X,X,X,X,X,X,X,X,X
JZOTILS,X,X,O,O,X,X,X,X,X,X,X,X
JZOTISL,O,X,X,O,X,X,X,X,X,X,O,O
JZOTLIS,X,X,O,O,X,X,X,X,X,X,X,X
JZOTLSI,O,X,O,O,X,X,X,X,X,X,O,X
JZOTSIL,O,X,X,O,X,X,X,X,X,X,O,X
JZOTSLI,O,X,O,O,X,X,X,X,X,X,O,X
JZOITLS,O,X,O,X,X,X,X,X,X,X,X,X
JZOITSL,O,X,X,X,X,X,X,X,X,X,O,O
JZOILTS,X,X,O,X,X,X,X,X,X,X,X,X
JZOILST,X,X,O,X,X,X,X,X,X,X,X,O
JZOISTL,O,X,X,X,X,X,O,X,X,X,X,O
JZOISLT,O,X,X,X,X,X,X,X,X,X,X,O
JZOLTIS,X,X,O,O,X,X,X,X,X,X,X,X
JZOLTSI,X,X,O,O,X,X,X,X,X,X,O,X
JZOLITS,X,X,O,X,X,X,X,X,X,X,X,X
JZOLIST,X,X,O,X,X,X,X,X,X,X,X,O
JZOLSTI,X,X,O,X,X,O,X,X,X,X,X,X
JZOLSIT,X,X,O,X,X,X,X,X,X,X,X,X
JZOSTIL,O,X,X,X,X,O,O,X,X,X,O,X
JZOSTLI,O,X,O,X,X,O,O,X,X,X,O,X
JZOSITL,O,X,X,X,X,X,X,X,X,O,X,O
JZOSILT,O,X,X,X,X,X,X,X,X,X,X,O
JZOSLTI,O,X,O,X,X,O,X,X,X,X,X,X
JZOSLIT,O,X,O,X,X,X,X,X,X,X,X,X
JOTILSZ,X,O,X,X,X,X,X,X,X,X,X,X
JOTILZS,X,O,X,X,X,X,X,X,X,X,X,X
JOTISLZ,O,O,X,X,O,X,O,X,X,X,X,X
JOTISZL,X,O,X,X,O,X,O,X,X,X,X,X
JOTIZLS,X,O,X,X,X,X,X,X,X,X,X,X
JOTIZSL,X,X,X,X,O,X,X,X,X,X,X,O
JOTLISZ,X,O,X,X,X,X,X,X,X,X,X,X
JOTLIZS,X,O,O,X,X,X,X,X,X,X,X,X
JOTLSIZ,O,O,X,X,X,O,X,X,X,X,X,X
JOTLSZI,O,O,X,X,X,O,X,X,X,X,X,X
JOTLZIS,X,O,O,O,X,X,X,X,X,X,X,X
JOTLZSI,X,O,O,O,X,X,X,X,X,X,X,X
JOTSILZ,O,O,X,X,O,O,X,X,X,X,X,X
JOTSIZL,X,X,X,X,O,O,O,X,X,X,X,X
JOTSLIZ,O,O,X,X,O,O,X,X,X,X,X,X
JOTSLZI,O,O,X,X,O,O,O,X,X,X,X,X
JOTSZIL,X,X,X,X,X,O,O,X,X,X,O,X
JOTSZLI,O,O,X,X,O,O,O,X,X,X,O,X
JOTZILS,X,X,O,O,X,X,X,X,X,X,X,X
JOTZISL,X,X,X,O,X,X,X,X,X,X,O,O
JOTZLIS,X,O,O,O,X,X,X,X,X,X,X,X
JOTZLSI,X,O,O,O,X,X,X,X,X,X,O,X
JOTZSIL,X,X,X,O,X,X,X,X,X,X,O,X
JOTZSLI,O,X,O,O,O,X,X,X,X,X,O,X
JOITLSZ,O,O,X,X,X,X,X,X,O,X,X,X
JOITLZS,X,O,X,X,X,X,X,X,X,X,X,X
JOITSLZ,O,O,X,X,O,X,O,X,O,X,X,X
JOITSZL,O,O,X,X,O,X,O,X,X,X,X,X
JOITZLS,X,O,X,X,X,X,X,X,X,X,X,X
JOITZSL,O,X,X,X,O,X,X,X,X,X,X,O
JOILTSZ,X,O,X,X,X,X,X,X,O,X,X,X
JOILTZS,X,O,X,X,X,X,X,X,X,X,X,X
JOILSTZ,X,O,X,X,X,O,O,X,X,X,X,X
JOILSZT,X,O,X,X,X,X,X,X,X,X,X,X
JOILZTS,X,X,X,X,X,X,X,X,X,X,X,X
JOILZST,X,X,X,X,X,X,X,X,X,X,X,O
JOISTLZ,O,O,X,X,O,O,O,X,X,X,X,X
JOISTZL,O,X,X,X,O,O,O,X,X,X,X,X
JOISLTZ,O,O,X,X,O,O,O,X,X,X,X,X
JOISLZT,O,O,X,X,X,X,X,X,X,X,X,X
JOISZTL,O,X,X,X,X,X,O,X,X,X,X,O
JOISZLT,O,O,X,X,X,X,X,X,X,X,X,O
JOIZTLS,O,X,X,X,X,X,X,X,X,X,X,X
JOIZTSL,O,X,X,X,X,X,X,X,X,X,X,O
JOIZLTS,X,X,X,X,X,X,X,X,X,X,X,X
JOIZLST,X,X,X,X,X,X,X,X,X,X,X,O
JOIZSTL,O,X,X,X,X,X,O,X,X,X,X,O
JOIZSLT,O,X,X,X,X,X,X,X,X,X,X,O
JOLTISZ,X,O,X,X,X,X,X,X,X,X,X,X
JOLTIZS,X,O,O,X,X,X,X,X,X,X,X,X
JOLTSIZ,X,O,X,X,X,O,X,X,X,X,X,X
JOLTSZI,X,O,X,X,X,O,X,X,X,X,X,X
JOLTZIS,X,O,O,O,X,X,X,X,X,X,X,X
JOLTZSI,X,O,O,O,X,X,X,X,X,X,X,X
JOLITSZ,X,O,X,X,X,X,X,X,O,X,X,X
JOLITZS,X,O,X,X,X,X,X,X,X,X,X,X
JOLISTZ,X,O,X,X,X,O,O,X,X,X,X,X
JOLISZT,X,O,X,X,X,X,X,X,X,X,X,X
JOLIZTS,X,X,O,X,X,X,X,X,X,X,X,X
JOLIZST,X,X,O,X,X,X,X,X,X,X,X,O
JOLSTIZ,X,X,X,X,X,O,X,X,X,X,X,X
JOLSTZI,X,O,X,X,X,O,O,X,X,X,X,X
JOLSITZ,X,X,X,X,X,O,X,X,X,X,X,X
JOLSIZT,X,O,X,X,X,X,X,X,X,X,X,X
JOLSZTI,X,O,X,X,X,O,X,X,X,X,X,X
JOLSZIT,X,O,X,X,X,X,X,X,X,X,X,X
JOLZTIS,X,X,O,O,X,X,X,X,X,X,X,X
JOLZTSI,X,X,O,O,X,X,X,X,X,X,X,X
JOLZITS,X,X,O,X,X,X,X,X,X,X,X,X
JOLZIST,X,X,O,X,X,X,X,X,X,X,X,O
JOLZSTI,X,X,O,X,X,O,X,X,X,X,X,X
JOLZSIT,X,X,O,X,X,X,X,X,X,X,X,X
JOSTILZ,O,X,X,X,O,O,X,X,X,X,X,X
JOSTIZL,X,X,X,X,O,O,O,X,X,X,X,X
JOSTLIZ,O,X,X,X,O,O,X,X,X,X,X,X
JOSTLZI,O,O,X,X,O,O,O,X,X,X,X,X
JOSTZIL,X,X,X,X,X,O,O,X,X,X,X,X
JOSTZLI,O,X,X,X,O,O,O,X,X,X,X,X
JOSITLZ,O,X,X,X,O,O,O,X,X,X,X,X
JOSITZL,O,X,X,X,O,O,O,X,X,X,X,X
JOSILTZ,O,X,X,X,O,O,O,X,X,X,X,X
JOSILZT,O,O,X,X,X,X,X,X,X,X,X,X
JOSIZTL,O,X,X,X,X,X,O,X,X,X,X,O
JOSIZLT,O,X,X,X,X,X,X,X,X,X,X,O
JOSLTIZ,O,X,X,X,O,O,X,X,X,X,X,X
JOSLTZI,O,O,X,X,O,O,O,X,X,X,X,X
JOSLITZ,O,X,X,X,O,O,X,X,X,X,X,X
JOSLIZT,O,O,X,X,X,X,X,X,X,X,X,X
JOSLZTI,O,O,X,X,X,O,X,X,X,X,X,X
JOSLZIT,O,O,X,X,X,X,X,X,X,X,X,X
JOSZTIL,O,X,X,X,X,O,O,X,X,X,X,X
JOSZTLI,O,X,X,X,X,O,O,X,X,X,X,X
JOSZITL,O,X,X,X,X,X,X,X,X,X,X,O
JOSZILT,O,X,X,X,X,X,X,X,X,X,X,O
JOSZLTI,O,O,X,X,X,O,X,X,X,X,X,X
JOSZLIT,O,O,X,X,X,X,X,X,X,X,X,X
JOZTILS,X,X,O,O,X,X,X,X,X,X,X,X
JOZTISL,O,X,X,O,X,X,X,X,X,X,O,O
JOZTLIS,X,X,O,O,X,X,X,X,X,X,X,X
JOZTLSI,O,X,O,O,X,X,X,X,X,X,O,X
JOZTSIL,O,X,X,O,X,X,X,X,X,X,O,X
JOZTSLI,O,X,O,O,X,X,X,X,X,X,O,X
JOZITLS,O,X,O,X,X,X,X,X,X,X,X,X
JOZITSL,O,X,X,X,X,X,X,X,X,X,O,O
JOZILTS,X,X,O,X,X,X,X,X,X,X,X,X
JOZILST,X,X,O,X,X,X,X,X,X,X,X,O
