sequence,v115@RhA8GeF8AeE8JeT/IvhFmgBRiBSoBXlBUnBFrB,v115@RhA8GeF8AeE8Jem/IvhFzgBfnBxiB0kBCoBFrB,v115@RhA8GeF8AeE8Je/EJvhFRgBGiBTjBilBUnBFrB,v115@RhA8GeF8AeE8JemAJvhFfnB6nBTjBxkB0kBFrB,v115@RhA8GeF8AeE8Je/EJvhFalBzgBGjBRnBUnBFrB,v115@RhA8GeF8AeE8Jex/IvhFylBzhBGjB0kB3nBFrB,v115@RhA8GeF8AeE8JeT/IvhFylBGjBRnBXlBUnBFrB,v115@RhA8GeF8AeE8Jei/IvhFRhBGjBzkBfrB0rBlsB,v115@RhA8GeF8AeE8JemAJvhFzhBSoBxkB0kB3nBFrB,v115@RhA8GeF8AeE8Je/EJvhFUgBFhBxiBzmBCoBmqB,v115@RhA8GeF8AeE8Je6HJvhFTjBxkBmmBlkB3lBcrB
LJOZTSI,O,X,O,X,X,X,X,O,X,O,X
LJOZITS,O,X,X,X,X,X,X,X,X,O,O
LJOZIST,O,X,O,X,X,X,X,X,X,O,O
LJOZSTI,O,X,O,X,X,X,X,O,X,O,X
LJOZSIT,O,X,O,X,X,X,X,O,X,O,X
LSTIJZO,O,O,O,O,O,O,X,O,X,O,X
LSTIJOZ,O,O,O,O,O,O,X,O,O,O,X
LSTIZJO,O,O,O,O,O,O,X,O,X,O,X
LSTIZOJ,O,O,O,O,O,O,X,O,X,O,X
LSTIOJZ,O,O,O,O,O,O,X,O,O,O,X
LSTIOZJ,O,O,O,O,O,O,X,O,X,O,X
LSTJIZO,O,O,O,O,O,O,X,O,X,O,X
LSTJIOZ,O,O,O,O,O,O,X,O,O,O,X
LSTJZIO,O,O,O,O,O,O,X,O,X,O,X
LSTJZOI,O,O,O,O,O,O,X,O,X,O,X
LSTJOIZ,O,O,O,O,O,O,X,O,O,O,X
LSTJOZI,O,O,O,O,O,O,X,O,X,O,X
LSTZIJO,O,O,O,O,O,O,X,O,X,O,X
LSTZIOJ,O,O,O,O,O,O,X,O,X,O,X
LSTZJIO,O,O,O,O,O,O,X,O,X,O,X
LSTZJOI,O,O,O,O,O,O,X,O,X,O,X
LSTZOIJ,O,O,O,O,O,O,X,O,X,O,X
LSTZOJI,O,O,O,O,O,O,X,O,X,O,X
LSTOIJZ,O,O,O,O,O,O,X,O,O,O,X
LSTOIZJ,O,O,O,O,O,O,X,O,X,O,X
LSTOJIZ,O,O,O,O,O,O,X,O,O,O,X
LSTOJZI,O,O,O,O,O,O,X,O,X,O,X
LSTOZIJ,O,O,O,O,O,O,X,O,X,O,X
LSTOZJI,O,O,O,O,O,O,X,O,X,O,X
LSITJZO,O,O,O,O,O,X,X,O,X,O,X
LSITJOZ,O,O,O,O,O,X,X,O,O,O,X
LSITZJO,O,O,O,O,O,X,X,O,X,O,X
LSITZOJ,O,O,O,O,O,X,X,O,X,O,X
LSITOJZ,O,O,O,O,O,X,X,O,O,O,X
LSITOZJ,O,O,O,O,O,X,X,O,X,O,X
LSIJTZO,O,O,X,X,O,X,X,O,X,O,X
LSIJTOZ,O,O,X,O,O,X,X,O,O,O,X
LSIJZTO,O,O,O,X,O,X,X,O,X,O,X
LSIJZOT,O,O,O,O,X,X,X,O,X,O,X
LSIJOTZ,O,X,X,O,O,X,X,O,X,O,O
LSIJOZT,O,X,O,O,X,X,X,O,X,O,O
LSIZTJO,O,O,O,X,O,X,X,O,X,O,X
LSIZTOJ,O,O,O,X,O,X,X,O,X,O,X
LSIZJTO,O,O,O,X,O,X,X,O,X,O,X
LSIZJOT,O,O,O,O,X,X,X,O,X,O,X
LSIZOTJ,O,O,O,X,X,X,X,O,X,O,X
LSIZOJT,O,O,O,O,X,X,X,O,X,O,X
LSIOTJZ,O,O,O,O,O,X,X,O,X,O,X
LSIOTZJ,O,O,O,O,O,X,X,O,X,O,X
LSIOJTZ,O,X,X,O,O,X,X,O,X,O,O
LSIOJZT,O,X,O,O,X,X,X,O,X,O,O
LSIOZTJ,O,O,O,X,X,X,X,O,X,O,X
LSIOZJT,O,O,O,O,X,X,X,O,X,O,X
LSJTIZO,O,O,X,O,O,O,X,O,X,O,X
LSJTIOZ,O,O,X,O,O,O,X,O,X,O,X
LSJTZIO,O,O,X,O,O,O,X,O,X,O,X
LSJTZOI,O,O,X,O,O,O,X,O,X,O,X
LSJTOIZ,O,O,X,O,O,O,X,O,X,O,X
LSJTOZI,O,O,X,O,O,O,X,O,X,O,X
LSJITZO,O,O,X,X,O,X,X,O,X,O,X
LSJITOZ,O,O,X,O,O,X,X,O,X,O,X
LSJIZTO,O,O,O,X,O,X,X,O,X,O,X
LSJIZOT,O,O,O,O,X,X,X,O,X,O,X
LSJIOTZ,O,X,X,O,O,X,X,O,X,O,O
LSJIOZT,O,X,O,O,X,X,X,O,X,O,O
LSJZTIO,O,O,O,X,O,O,X,O,X,O,X
LSJZTOI,O,O,O,X,O,O,X,O,X,O,X
LSJZITO,O,O,O,X,O,O,X,O,X,O,X
LSJZIOT,O,O,O,X,X,O,X,O,X,O,X
LSJZOTI,O,O,O,X,X,O,X,O,X,O,X
LSJZOIT,O,O,O,X,X,O,X,O,X,O,X
LSJOTIZ,O,X,X,O,O,O,X,O,X,O,X
LSJOTZI,O,X,X,O,O,O,X,O,X,O,X
LSJOITZ,O,X,X,O,O,X,X,O,X,O,O
LSJOIZT,O,X,O,O,X,X,X,O,X,O,O
LSJOZTI,O,X,O,X,X,O,X,O,X,O,X
LSJOZIT,O,X,O,X,X,O,X,O,X,O,X
LSZTIJO,O,O,O,O,O,O,X,O,X,O,X
LSZTIOJ,O,O,O,O,O,O,X,O,X,O,X
LSZTJIO,O,O,O,O,O,O,X,O,X,O,X
LSZTJOI,O,O,O,O,O,O,X,O,X,O,X
LSZTOIJ,O,O,O,O,O,O,X,O,X,O,X
LSZTOJI,O,O,O,O,O,O,X,O,X,O,X
LSZITJO,O,O,O,X,O,O,X,O,X,O,X
LSZITOJ,O,O,O,X,O,O,X,O,X,O,X
LSZIJTO,O,O,O,X,O,O,X,O,X,O,X
LSZIJOT,O,O,O,O,X,O,X,O,X,O,X
LSZIOTJ,O,O,O,X,X,O,X,O,X,O,X
LSZIOJT,O,O,O,O,X,O,X,O,X,O,X
LSZJTIO,O,O,O,X,O,O,X,O,X,O,X
LSZJTOI,O,O,O,X,O,O,X,O,X,O,X
LSZJITO,O,O,O,X,O,O,X,O,X,O,X
LSZJIOT,O,O,O,X,X,O,X,O,X,O,X
LSZJOTI,O,O,O,X,X,O,X,O,X,O,X
LSZJOIT,O,O,O,X,X,O,X,O,X,O,X
LSZOTIJ,O,O,O,O,X,O,X,O,X,O,X
LSZOTJI,O,O,O,O,X,O,X,O,X,O,X
LSZOITJ,O,O,O,X,X,O,X,O,X,O,X
LSZOIJT,O,O,O,O,X,O,X,O,X,O,X
LSZOJTI,O,O,O,X,X,O,X,O,X,O,X
LSZOJIT,O,O,O,X,X,O,X,O,X,O,X
LSOTIJZ,O,O,O,O,O,O,X,O,X,O,X
LSOTIZJ,O,O,O,O,O,O,X,O,X,O,X
LSOTJIZ,O,O,O,O,O,O,X,O,X,O,X
LSOTJZI,O,O,O,O,O,O,X,O,X,O,X
LSOTZIJ,O,O,O,O,O,O,X,O,X,O,X
LSOTZJI,O,O,O,O,O,O,X,O,X,O,X
LSOITJZ,O,O,O,O,O,X,X,O,X,O,X
LSOITZJ,O,O,O,O,O,X,X,O,X,O,X
LSOIJTZ,O,X,X,O,O,X,X,O,X,O,O
LSOIJZT,O,X,O,O,X,X,X,O,X,O,O
LSOIZTJ,O,O,O,X,X,X,X,O,X,O,X
LSOIZJT,O,O,O,O,X,X,X,O,X,O,X
LSOJTIZ,O,X,X,O,O,O,X,O,X,O,X
LSOJTZI,O,X,X,O,O,O,X,O,X,O,X
LSOJITZ,O,X,X,O,O,X,X,O,X,O,O
LSOJIZT,O,X,O,O,X,X,X,O,X,O,O
LSOJZTI,O,X,O,X,X,O,X,O,X,O,X
LSOJZIT,O,X,O,X,X,O,X,O,X,O,X
LSOZTIJ,O,O,O,O,X,O,X,O,X,O,X
LSOZTJI,O,O,O,O,X,O,X,O,X,O,X
LSOZITJ,O,O,O,X,X,O,X,O,X,O,X
LSOZIJT,O,O,O,O,X,O,X,O,X,O,X
LSOZJTI,O,O,O,X,X,O,X,O,X,O,X
LSOZJIT,O,O,O,X,X,O,X,O,X,O,X
LZTIJSO,O,O,O,X,X,O,X,O,X,X,X
LZTIJOS,O,O,O,X,X,O,X,O,O,X,X
LZTISJO,O,O,O,X,X,O,X,X,X,X,X
LZTISOJ,O,O,O,X,X,O,X,X,X,X,X
LZTIOJS,O,O,O,X,X,O,X,X,O,X,X
LZTIOSJ,O,O,O,X,X,O,X,X,X,X,X
LZTJISO,O,O,O,X,X,O,X,O,X,X,X
LZTJIOS,O,O,O,X,X,O,X,O,O,X,X
LZTJSIO,O,O,O,X,X,O,X,O,X,X,X
LZTJSOI,O,O,O,X,X,O,X,O,X,X,X
LZTJOIS,O,O,O,X,X,O,X,O,O,X,X
LZTJOSI,O,O,O,X,X,O,X,O,X,X,X
LZTSIJO,O,O,O,X,X,O,X,O,X,X,X
LZTSIOJ,O,O,O,X,X,O,X,O,X,X,X
LZTSJIO,O,O,O,X,X,O,X,O,X,X,X
LZTSJOI,O,O,O,X,X,O,X,O,X,X,X
LZTSOIJ,O,O,O,X,X,O,X,O,X,X,X
LZTSOJI,O,O,O,X,X,O,X,O,X,X,X
LZTOIJS,O,O,O,X,X,O,X,O,O,X,X
LZTOISJ,O,O,O,X,X,O,X,X,X,X,X
LZTOJIS,O,O,O,X,X,O,X,O,O,X,X
LZTOJSI,O,O,O,X,X,O,X,O,X,X,X
LZTOSIJ,O,O,O,X,X,O,X,O,X,X,X
LZTOSJI,O,O,O,X,X,O,X,O,X,X,X
LZITJSO,O,O,X,X,X,O,X,X,X,X,X
LZITJOS,O,O,X,X,X,O,X,X,O,X,X
LZITSJO,O,O,X,X,X,O,X,X,X,X,X
LZITSOJ,O,O,X,X,X,O,X,X,X,X,X
LZITOJS,O,O,X,X,X,O,X,X,O,X,X
LZITOSJ,O,O,X,X,X,O,X,X,X,X,X
LZIJTSO,O,O,X,X,X,O,X,X,X,O,X
LZIJTOS,O,O,X,X,X,O,X,X,O,X,X
LZIJSTO,O,O,O,X,X,O,X,X,X,O,X
LZIJSOT,O,O,O,X,X,O,X,X,X,O,X
LZIJOTS,O,X,X,X,X,X,X,X,X,X,O
LZIJOST,O,O,O,X,X,O,X,X,X,X,O
LZISTJO,O,O,O,X,X,O,X,X,X,O,X
LZISTOJ,O,O,O,X,X,O,X,X,X,O,X
LZISJTO,O,O,O,X,X,O,X,X,X,O,X
LZISJOT,O,O,O,O,X,O,X,X,X,O,X
LZISOTJ,O,O,O,X,X,O,X,X,X,O,X
LZISOJT,O,O,O,O,X,O,X,X,X,O,X
LZIOTJS,O,X,X,X,X,X,X,X,X,O,X
LZIOTSJ,O,X,X,X,X,X,X,X,X,O,X
LZIOJTS,O,X,X,X,X,X,X,X,X,O,O
LZIOJST,O,O,O,X,X,O,X,X,X,O,O
LZIOSTJ,O,O,O,X,X,O,X,X,X,O,X
LZIOSJT,O,O,O,O,X,O,X,X,X,O,X
LZJTISO,O,O,O,X,X,O,X,O,X,O,X
LZJTIOS,O,O,O,X,X,O,X,O,X,X,X
LZJTSIO,O,O,O,X,X,O,X,O,X,O,X
LZJTSOI,O,O,O,X,X,O,X,O,X,O,X
LZJTOIS,O,O,O,X,X,O,X,O,X,X,X
LZJTOSI,O,O,O,X,X,O,X,O,X,X,X
LZJITSO,O,O,X,X,X,O,X,X,X,O,X
LZJITOS,O,O,X,X,X,O,X,X,X,X,X
LZJISTO,O,O,O,X,X,O,X,X,X,O,X
LZJISOT,O,O,O,X,X,O,X,X,X,O,X
LZJIOTS,O,X,X,X,X,X,X,X,X,X,O
LZJIOST,O,O,O,X,X,O,X,X,X,X,O
LZJSTIO,O,O,O,X,X,O,X,O,X,O,X
LZJSTOI,O,O,O,X,X,O,X,O,X,O,X
LZJSITO,O,O,O,X,X,O,X,O,X,O,X
LZJSIOT,O,O,O,X,X,O,X,O,X,O,X
LZJSOTI,O,O,O,X,X,O,X,X,X,O,X
LZJSOIT,O,O,O,X,X,O,X,O,X,O,X
LZJOTIS,O,O,O,X,X,X,X,O,X,O,X
LZJOTSI,O,O,O,X,X,X,X,O,X,O,X
LZJOITS,O,X,X,X,X,X,X,X,X,O,O
LZJOIST,O,O,O,X,X,O,X,X,X,O,O
LZJOSTI,O,O,O,X,X,O,X,O,X,O,X
LZJOSIT,O,O,O,X,X,O,X,O,X,O,X
LZSTIJO,O,O,O,O,X,O,X,O,X,O,X
LZSTIOJ,O,O,O,O,X,O,X,O,X,O,X
LZSTJIO,O,O,O,O,X,O,X,O,X,O,X
LZSTJOI,O,O,O,O,X,O,X,O,X,O,X
LZSTOIJ,O,O,O,O,X,O,X,O,X,O,X
LZSTOJI,O,O,O,O,X,O,X,O,X,O,X
LZSITJO,O,O,O,X,X,O,X,O,X,O,X
LZSITOJ,O,O,O,X,X,O,X,O,X,O,X
LZSIJTO,O,O,O,X,X,O,X,O,X,O,X
LZSIJOT,O,O,O,O,X,O,X,O,X,O,X
LZSIOTJ,O,O,O,X,X,O,X,O,X,O,X
LZSIOJT,O,O,O,O,X,O,X,O,X,O,X
LZSJTIO,O,O,O,X,X,O,X,O,X,O,X
LZSJTOI,O,O,O,X,X,O,X,O,X,O,X
LZSJITO,O,O,O,X,X,O,X,O,X,O,X
LZSJIOT,O,O,O,X,X,O,X,O,X,O,X
LZSJOTI,O,O,O,X,X,O,X,X,X,O,X
LZSJOIT,O,O,O,X,X,O,X,O,X,O,X
LZSOTIJ,O,O,O,O,X,O,X,O,X,O,X
LZSOTJI,O,O,O,O,X,O,X,O,X,O,X
LZSOITJ,O,O,O,X,X,O,X,O,X,O,X
LZSOIJT,O,O,O,O,X,O,X,O,X,O,X
LZSOJTI,O,O,O,X,X,O,X,X,X,O,X
LZSOJIT,O,O,O,X,X,O,X,O,X,O,X
LZOTIJS,O,O,O,X,X,X,X,O,X,O,X
LZOTISJ,O,O,O,X,X,X,X,X,X,O,X
LZOTJIS,O,O,O,X,X,X,X,O,X,O,X
LZOTJSI,O,O,O,X,X,X,X,O,X,O,X
LZOTSIJ,O,O,O,X,X,X,X,O,X,O,X
LZOTSJI,O,O,O,X,X,X,X,O,X,O,X
LZOITJS,O,X,X,X,X,X,X,X,X,O,X
LZOITSJ,O,X,X,X,X,X,X,X,X,O,X
LZOIJTS,O,X,X,X,X,X,X,X,X,O,O
LZOIJST,O,O,O,X,X,O,X,X,X,O,O
LZOISTJ,O,O,O,X,X,O,X,X,X,O,X
LZOISJT,O,O,O,O,X,O,X,X,X,O,X
LZOJTIS,O,O,O,X,X,X,X,O,X,O,X
LZOJTSI,O,O,O,X,X,X,X,O,X,O,X
LZOJITS,O,X,X,X,X,X,X,X,X,O,O
LZOJIST,O,O,O,X,X,O,X,X,X,O,O
LZOJSTI,O,O,O,X,X,O,X,O,X,O,X
LZOJSIT,O,O,O,X,X,O,X,O,X,O,X
LZOSTIJ,O,O,O,O,X,O,X,O,X,O,X
LZOSTJI,O,O,O,O,X,O,X,O,X,O,X
LZOSITJ,O,O,O,X,X,O,X,O,X,O,X
LZOSIJT,O,O,O,O,X,O,X,O,X,O,X
LZOSJTI,O,O,O,X,X,O,X,O,X,O,X
LZOSJIT,O,O,O,X,X,O,X,O,X,O,X
LOTIJSZ,O,X,X,O,X,X,O,O,O,O,O
LOTIJZS,O,X,X,X,X,X,O,O,O,O,O
LOTISJZ,O,O,O,O,X,X,O,O,O,O,X
LOTISZJ,O,O,O,O,X,X,X,O,X,O,X
LOTIZJS,O,O,O,X,X,X,O,O,O,O,X
LOTIZSJ,O,O,O,X,X,X,X,X,X,O,X
LOTJISZ,O,X,X,O,X,X,O,O,O,O,O
LOTJIZS,O,X,X,X,X,X,O,O,O,O,O
LOTJSIZ,O,O,O,O,X,X,O,O,O,O,X
LOTJSZI,O,O,O,O,X,X,X,O,X,O,X
LOTJZIS,O,O,O,X,X,X,O,O,O,O,X
LOTJZSI,O,O,O,X,X,X,X,O,X,O,X
LOTSIJZ,O,O,O,O,X,X,O,O,O,O,X
LOTSIZJ,O,O,O,O,X,X,X,O,X,O,X
LOTSJIZ,O,O,O,O,X,X,O,O,O,O,X
LOTSJZI,O,O,O,O,X,X,X,O,X,O,X
LOTSZIJ,O,O,O,O,X,X,X,O,X,O,X
LOTSZJI,O,O,O,O,X,X,X,O,X,O,X
LOTZIJS,O,O,O,X,X,X,O,O,O,O,X
LOTZISJ,O,O,O,X,X,X,X,X,X,O,X
LOTZJIS,O,O,O,X,X,X,O,O,O,O,X
LOTZJSI,O,O,O,X,X,X,X,O,X,O,X
LOTZSIJ,O,O,O,X,X,X,X,O,X,O,X
LOTZSJI,O,O,O,X,X,X,X,O,X,O,X
LOITJSZ,O,X,X,O,X,X,O,O,O,O,O
LOITJZS,O,X,X,X,X,X,O,O,O,O,O
LOITSJZ,O,X,X,O,X,X,O,O,O,O,X
LOITSZJ,O,X,X,O,X,X,X,O,X,O,X
LOITZJS,O,X,X,X,X,X,O,O,O,O,X
LOITZSJ,O,X,X,X,X,X,X,X,X,O,X
LOIJTSZ,O,X,X,X,X,X,O,O,O,O,O
LOIJTZS,O,X,X,X,X,X,O,O,O,O,O
LOIJSTZ,O,X,X,O,X,X,X,O,X,O,O
LOIJSZT,O,X,X,O,X,X,X,O,X,O,O
LOIJZTS,O,X,X,X,X,X,X,X,X,O,O
LOIJZST,O,X,X,X,X,X,X,X,X,O,O
LOISTJZ,O,O,X,O,X,X,X,O,X,O,X
LOISTZJ,O,O,O,O,X,X,X,O,X,O,X
LOISJTZ,O,X,X,O,X,X,X,O,X,O,O
LOISJZT,O,X,O,O,X,X,X,O,X,O,O
LOISZTJ,O,O,O,X,X,X,X,O,X,O,X
LOISZJT,O,O,O,O,X,X,X,O,X,O,X
LOIZTJS,O,X,X,X,X,X,X,X,X,O,X
LOIZTSJ,O,X,X,X,X,X,X,X,X,O,X
LOIZJTS,O,X,X,X,X,X,X,X,X,O,O
LOIZJST,O,O,O,X,X,X,X,X,X,O,O
LOIZSTJ,O,O,O,X,X,X,X,X,X,O,X
LOIZSJT,O,O,O,O,X,X,X,X,X,O,X
LOJTISZ,O,X,X,X,X,X,O,O,X,O,O
LOJTIZS,O,X,X,X,X,X,O,O,X,O,O
LOJTSIZ,O,X,X,X,X,X,O,O,X,O,X
LOJTSZI,O,X,X,X,X,X,X,O,X,O,X
LOJTZIS,O,X,X,X,X,X,O,O,X,O,X
LOJTZSI,O,X,X,X,X,X,X,O,X,O,X
LOJITSZ,O,X,X,X,X,X,O,O,X,O,O
LOJITZS,O,X,X,X,X,X,O,O,X,O,O
LOJISTZ,O,X,X,O,X,X,X,O,X,O,O
LOJISZT,O,X,X,O,X,X,X,O,X,O,O
LOJIZTS,O,X,X,X,X,X,X,X,X,O,O
LOJIZST,O,X,X,X,X,X,X,X,X,O,O
LOJSTIZ,O,X,X,O,X,X,X,O,X,O,X
LOJSTZI,O,X,X,O,X,X,X,O,X,O,X
LOJSITZ,O,X,X,O,X,X,X,O,X,O,O
LOJSIZT,O,X,O,O,X,X,X,O,X,O,O
LOJSZTI,O,X,O,X,X,X,X,O,X,O,X
LOJSZIT,O,X,O,X,X,X,X,O,X,O,X
LOJZTIS,O,X,X,X,X,X,X,O,X,O,X
LOJZTSI,O,X,O,X,X,X,X,O,X,O,X
LOJZITS,O,X,X,X,X,X,X,X,X,O,O
LOJZIST,O,X,O,X,X,X,X,X,X,O,O
LOJZSTI,O,X,O,X,X,X,X,O,X,O,X
LOJZSIT,O,X,O,X,X,X,X,O,X,O,X
LOSTIJZ,O,O,O,O,X,X,X,O,X,O,X
LOSTIZJ,O,O,O,O,X,X,X,O,X,O,X
LOSTJIZ,O,O,O,O,X,X,X,O,X,O,X
LOSTJZI,O,O,O,O,X,X,X,O,X,O,X
LOSTZIJ,O,O,O,O,X,X,X,O,X,O,X
LOSTZJI,O,O,O,O,X,X,X,O,X,O,X
LOSITJZ,O,O,O,O,X,X,X,O,X,O,X
LOSITZJ,O,O,O,O,X,X,X,O,X,O,X
LOSIJTZ,O,X,X,O,X,X,X,O,X,O,O
LOSIJZT,O,X,O,O,X,X,X,O,X,O,O
LOSIZTJ,O,O,O,X,X,X,X,O,X,O,X
LOSIZJT,O,O,O,O,X,X,X,O,X,O,X
LOSJTIZ,O,X,X,O,X,X,X,O,X,O,X
LOSJTZI,O,X,X,O,X,X,X,O,X,O,X
LOSJITZ,O,X,X,O,X,X,X,O,X,O,O
LOSJIZT,O,X,O,O,X,X,X,O,X,O,O
LOSJZTI,O,X,O,X,X,X,X,O,X,O,X
LOSJZIT,O,X,O,X,X,X,X,O,X,O,X
LOSZTIJ,O,O,O,O,X,X,X,O,X,O,X
LOSZTJI,O,O,O,O,X,X,X,O,X,O,X
LOSZITJ,O,O,O,X,X,X,X,O,X,O,X
LOSZIJT,O,O,O,O,X,X,X,O,X,O,X
LOSZJTI,O,O,O,X,X,X,X,O,X,O,X
LOSZJIT,O,O,O,X,X,X,X,O,X,O,X
LOZTIJS,O,O,O,X,X,X,X,O,X,O,X
LOZTISJ,O,O,O,X,X,X,X,X,X,O,X
LOZTJIS,O,O,O,X,X,X,X,O,X,O,X
LOZTJSI,O,O,O,X,X,X,X,O,X,O,X
LOZTSIJ,O,O,O,X,X,X,X,O,X,O,X
LOZTSJI,O,O,O,X,X,X,X,O,X,O,X
LOZITJS,O,X,X,X,X,X,X,X,X,O,X
LOZITSJ,O,X,X,X,X,X,X,X,X,O,X
LOZIJTS,O,X,X,X,X,X,X,X,X,O,O
LOZIJST,O,O,O,X,X,X,X,X,X,O,O
LOZISTJ,O,O,O,X,X,X,X,X,X,O,X
LOZISJT,O,O,O,O,X,X,X,X,X,O,X
LOZJTIS,O,O,O,X,X,X,X,O,X,O,X
LOZJTSI,O,O,O,X,X,X,X,O,X,O,X
LOZJITS,O,X,X,X,X,X,X,X,X,O,O
LOZJIST,O,O,O,X,X,X,X,X,X,O,O
LOZJSTI,O,O,O,X,X,X,X,O,X,O,X
LOZJSIT,O,O,O,X,X,X,X,O,X,O,X
LOZSTIJ,O,O,O,O,X,X,X,O,X,O,X
LOZSTJI,O,O,O,O,X,X,X,O,X,O,X
LOZSITJ,O,O,O,X,X,X,X,O,X,O,X
LOZSIJT,O,O,O,O,X,X,X,O,X,O,X
LOZSJTI,O,O,O,X,X,X,X,O,X,O,X
LOZSJIT,O,O,O,X,X,X,X,O,X,O,X
JTILSZO,O,X,X,O,O,O,X,O,X,O,X
JTILSOZ,O,X,X,O,O,O,O,O,O,O,X
JTILZSO,O,X,X,X,X,O,X,O,X,O,X
JTILZOS,O,X,X,X,X,O,O,O,O,X,X
JTILOSZ,O,X,X,O,O,O,O,O,O,O,O
JTILOZS,O,X,X,X,X,O,O,O,O,X,O
JTISLZO,O,X,X,O,O,O,X,O,X,O,X
JTISLOZ,O,X,X,O,O,O,O,O,O,O,X
JTISZLO,O,X,X,O,O,O,X,O,X,O,X
JTISZOL,O,X,X,O,O,O,X,O,X,O,X
JTISOLZ,O,X,X,O,O,O,O,O,O,O,X
JTISOZL,O,X,X,O,O,O,X,O,X,O,X
JTIZLSO,O,X,X,X,X,O,X,O,X,X,X
JTIZLOS,O,X,X,X,X,O,O,O,O,X,X
JTIZSLO,O,X,X,O,O,O,X,O,X,X,X
JTIZSOL,O,X,X,O,O,O,X,O,X,X,X
JTIZOLS,O,X,X,X,X,O,O,O,O,X,X
JTIZOSL,O,X,X,O,O,O,X,X,X,X,X
JTIOLSZ,O,X,X,O,O,O,O,O,O,O,O
JTIOLZS,O,X,X,X,X,O,O,O,O,O,O
JTIOSLZ,X,X,X,O,O,X,O,O,O,O,X
JTIOSZL,X,X,X,O,O,X,X,O,X,O,X
JTIOZLS,O,X,X,X,X,O,O,O,O,X,X
JTIOZSL,O,X,X,O,O,O,X,X,X,O,X
JTLISZO,O,X,X,O,O,O,X,O,X,O,X
JTLISOZ,O,X,X,O,O,O,O,O,O,O,X
JTLIZSO,O,X,X,X,X,O,X,O,X,O,X
JTLIZOS,O,X,X,X,X,O,O,O,O,X,X
JTLIOSZ,O,X,X,O,O,O,O,O,O,O,O
JTLIOZS,O,X,X,X,X,O,O,O,O,X,O
JTLSIZO,O,O,O,O,O,O,X,O,X,O,X
JTLSIOZ,O,O,O,O,O,O,O,O,O,O,X
JTLSZIO,O,O,O,O,O,O,X,O,X,O,X
JTLSZOI,O,O,O,O,O,O,X,O,X,O,X
JTLSOIZ,O,O,O,O,O,O,O,O,O,O,X
JTLSOZI,O,O,O,O,O,O,X,O,X,O,X
JTLZISO,O,O,O,X,X,O,X,O,X,O,X
JTLZIOS,O,O,O,X,X,O,O,O,O,X,X
JTLZSIO,O,O,O,X,X,O,X,O,X,O,X
JTLZSOI,O,O,O,X,X,O,X,O,X,O,X
JTLZOIS,O,O,O,X,X,O,O,O,O,X,X
JTLZOSI,O,O,O,X,X,O,X,O,X,X,X
JTLOISZ,O,X,X,O,O,O,O,O,O,O,O
JTLOIZS,O,X,X,X,X,O,O,O,O,O,O
JTLOSIZ,O,O,O,O,O,O,O,O,O,O,X
JTLOSZI,O,O,O,O,O,O,X,O,X,O,X
JTLOZIS,O,O,O,X,X,O,O,O,O,O,X
JTLOZSI,O,O,O,X,X,O,X,O,X,O,X
JTSILZO,O,X,O,O,O,O,X,O,X,O,X
JTSILOZ,O,X,O,O,O,O,O,O,O,O,X
JTSIZLO,O,O,O,O,O,O,X,O,X,O,X
JTSIZOL,O,O,O,O,O,O,X,O,X,O,X
JTSIOLZ,O,X,O,O,O,O,O,O,O,O,X
JTSIOZL,O,O,O,O,O,O,X,O,X,O,X
JTSLIZO,O,O,O,O,O,O,X,O,X,O,X
JTSLIOZ,O,O,O,O,O,O,O,O,O,O,X
JTSLZIO,O,O,O,O,O,O,X,O,X,O,X
JTSLZOI,O,O,O,O,O,O,X,O,X,O,X
JTSLOIZ,O,O,O,O,O,O,O,O,O,O,X
JTSLOZI,O,O,O,O,O,O,X,O,X,O,X
JTSZILO,O,O,O,O,O,O,X,O,X,O,X
JTSZIOL,O,O,O,O,O,O,X,O,X,O,X
JTSZLIO,O,O,O,O,O,O,X,O,X,O,X
JTSZLOI,O,O,O,O,O,O,X,O,X,O,X
JTSZOIL,O,O,O,O,O,O,X,O,X,O,X
JTSZOLI,O,O,O,O,O,O,X,O,X,O,X
JTSOILZ,O,X,O,O,O,O,O,O,O,O,X
JTSOIZL,O,O,O,O,O,O,X,O,X,O,X
JTSOLIZ,O,O,O,O,O,O,O,O,O,O,X
JTSOLZI,O,O,O,O,O,O,X,O,X,O,X
JTSOZIL,O,O,O,O,O,O,X,O,X,O,X
JTSOZLI,O,O,O,O,O,O,X,O,X,O,X
JTZILSO,O,O,O,X,X,O,X,O,X,X,X
JTZILOS,O,O,O,X,X,O,O,O,O,X,X
JTZISLO,O,O,O,O,O,O,X,O,X,X,X
JTZISOL,O,O,O,O,O,O,X,O,X,X,X
JTZIOLS,O,O,O,X,X,O,O,O,O,X,X
JTZIOSL,O,O,O,O,O,O,X,X,X,X,X
JTZLISO,O,O,O,X,X,O,X,O,X,O,X
JTZLIOS,O,O,O,X,X,O,O,O,O,X,X
JTZLSIO,O,O,O,X,X,O,X,O,X,O,X
JTZLSOI,O,O,O,X,X,O,X,O,X,O,X
JTZLOIS,O,O,O,X,X,O,O,O,O,X,X
JTZLOSI,O,O,O,X,X,O,X,O,X,X,X
JTZSILO,O,O,O,O,O,O,X,O,X,O,X
