sequence,v115@EhC8FeF8DeG8AeF8JeO/IvhF6gB0cBxdBzfB/mBlqB,v115@EhC8FeF8DeG8AeF8JeO/IvhF0cBxdBCgB/mBTgBlqB,v115@EhC8FeF8DeG8AeF8JeK/IvhFzaB+gB0cBxdB/mBlqB,v115@EhC8FeF8DeG8AeF8JeO/IvhF0cBxdBflBlgBTmB6qB,v115@EhC8FeF8DeG8AeF8JeT6IvhF0bBxdBykBumBXhBlqB,v115@EhC8FeF8DeG8AeF8JeT6IvhFxdBlhBmkBUmB/lBCrB,v115@EhC8FeF8DeG8AeF8Jem6IvhFCcBxdBTfBlhB/qBUrB,v115@EhC8FeF8DeG8AeF8Jem6IvhFxdBTfBclBXmBlmBCrB
LIZSJTO,O,O,O,X,X,X,X,X
LIZSJOT,O,O,X,X,X,X,X,X
LIZSOTJ,O,X,O,X,X,X,X,O
LIZSOJT,O,O,X,X,X,X,X,O
LIZOTJS,X,X,O,X,X,X,X,X
LIZOTSJ,X,X,O,X,X,X,O,X
LIZOJTS,X,X,X,X,O,X,X,X
LIZOJST,X,X,X,O,O,X,X,O
LIZOSTJ,X,X,O,O,X,X,X,O
LIZOSJT,X,X,X,O,X,X,X,O
LIOTJSZ,O,O,O,X,O,X,O,X
LIOTJZS,O,X,O,X,O,X,O,X
LIOTSJZ,O,O,O,X,X,X,O,X
LIOTSZJ,O,O,O,X,X,X,O,X
LIOTZJS,O,X,O,X,O,X,O,X
LIOTZSJ,O,X,O,X,X,X,O,X
LIOJTSZ,O,O,O,X,O,X,O,X
LIOJTZS,O,X,O,X,O,X,O,X
LIOJSTZ,O,X,X,O,O,X,O,X
LIOJSZT,O,O,X,O,O,X,O,X
LIOJZTS,O,X,X,X,O,X,X,X
LIOJZST,O,X,X,O,O,X,X,O
LIOSTJZ,O,X,O,O,X,X,O,X
LIOSTZJ,O,X,O,O,X,X,O,X
LIOSJTZ,O,X,X,O,O,X,O,X
LIOSJZT,O,O,X,O,O,X,O,X
LIOSZTJ,O,X,O,O,X,X,O,O
LIOSZJT,O,O,X,O,X,X,O,O
LIOZTJS,O,X,O,X,X,X,X,X
LIOZTSJ,O,X,O,X,X,X,O,X
LIOZJTS,O,X,X,X,O,X,X,X
LIOZJST,O,X,X,O,O,X,X,O
LIOZSTJ,O,X,O,O,X,X,X,O
LIOZSJT,O,X,X,O,X,X,X,O
LJTISZO,O,O,O,X,O,X,X,X
LJTISOZ,O,O,O,X,O,X,X,X
LJTIZSO,O,O,O,X,O,X,X,X
LJTIZOS,X,X,O,X,O,X,X,X
LJTIOSZ,O,O,O,X,O,X,X,X
LJTIOZS,O,X,O,X,O,X,X,X
LJTSIZO,O,O,O,X,O,X,X,X
LJTSIOZ,O,O,O,X,O,X,X,X
LJTSZIO,O,O,O,X,O,X,X,X
LJTSZOI,O,O,O,X,O,X,X,X
LJTSOIZ,O,O,O,X,O,X,X,X
LJTSOZI,O,O,O,X,O,X,X,X
LJTZISO,O,O,O,X,O,X,X,X
LJTZIOS,X,X,O,X,O,X,X,X
LJTZSIO,O,O,O,X,O,X,X,X
LJTZSOI,O,O,O,X,O,X,X,X
LJTZOIS,X,X,O,X,O,X,X,X
LJTZOSI,X,X,O,X,O,X,X,X
LJTOISZ,O,O,O,X,O,X,X,X
LJTOIZS,O,X,O,X,O,X,X,X
LJTOSIZ,O,O,O,X,O,X,X,X
LJTOSZI,O,O,O,X,O,X,X,X
LJTOZIS,O,X,O,X,O,X,X,X
LJTOZSI,O,X,O,X,O,X,X,X
LJITSZO,O,O,O,X,O,X,X,X
LJITSOZ,O,O,O,X,O,X,X,X
LJITZSO,O,O,O,X,O,X,X,X
LJITZOS,X,X,O,X,O,X,X,X
LJITOSZ,O,O,O,X,O,X,X,X
LJITOZS,O,X,O,X,O,X,X,X
LJISTZO,O,O,O,X,O,X,X,X
LJISTOZ,O,O,O,X,O,X,X,X
LJISZTO,O,O,O,X,X,X,X,X
LJISZOT,O,O,X,X,O,X,X,X
LJISOTZ,O,X,X,O,O,X,X,X
LJISOZT,O,O,X,O,O,X,X,X
LJIZTSO,X,O,X,X,O,O,X,X
LJIZTOS,X,X,X,X,O,O,X,X
LJIZSTO,O,O,O,X,X,X,X,X
LJIZSOT,O,O,X,X,O,X,X,X
LJIZOTS,X,X,X,X,O,O,X,X
LJIZOST,X,X,X,O,O,X,X,X
LJIOTSZ,O,O,O,X,O,X,X,X
LJIOTZS,O,X,O,X,O,X,X,X
LJIOSTZ,O,X,X,O,O,X,X,X
LJIOSZT,O,O,X,O,O,X,X,X
LJIOZTS,O,X,X,X,O,O,X,X
LJIOZST,O,X,X,O,O,X,X,X
LJSTIZO,O,O,O,X,O,X,X,X
LJSTIOZ,O,O,O,X,O,X,X,X
LJSTZIO,O,O,O,X,O,X,X,X
LJSTZOI,O,O,O,X,O,X,X,X
LJSTOIZ,O,O,O,X,O,X,X,X
LJSTOZI,O,O,O,X,O,X,X,X
LJSITZO,O,O,O,X,O,X,X,X
LJSITOZ,O,O,O,X,O,X,X,X
LJSIZTO,O,O,O,X,X,X,X,X
LJSIZOT,O,O,X,X,O,X,X,X
LJSIOTZ,O,X,X,O,O,X,X,X
LJSIOZT,O,O,X,O,O,X,X,X
LJSZTIO,O,O,O,X,X,X,X,X
LJSZTOI,O,O,O,X,X,X,X,X
LJSZITO,O,O,O,X,X,X,X,X
LJSZIOT,O,O,X,X,O,X,X,X
LJSZOTI,O,O,X,X,O,X,X,X
LJSZOIT,O,O,X,X,O,X,X,X
LJSOTIZ,O,X,X,O,O,X,X,X
LJSOTZI,O,X,X,O,O,X,X,X
LJSOITZ,O,X,X,O,O,X,X,X
LJSOIZT,O,O,X,O,O,X,X,X
LJSOZTI,O,O,X,O,O,X,X,X
LJSOZIT,O,O,X,O,O,X,X,X
LJZTISO,X,O,X,X,O,O,X,X
LJZTIOS,X,X,X,X,O,O,X,X
LJZTSIO,X,O,X,X,O,O,X,X
LJZTSOI,X,O,X,X,O,O,X,X
LJZTOIS,X,X,X,X,O,O,X,X
LJZTOSI,X,X,X,X,O,O,X,X
LJZITSO,X,O,X,X,O,O,X,X
LJZITOS,X,X,X,X,O,O,X,X
LJZISTO,O,O,O,X,X,X,X,X
LJZISOT,O,O,X,X,O,X,X,X
LJZIOTS,X,X,X,X,O,O,X,X
LJZIOST,X,X,X,O,O,X,X,X
LJZSTIO,O,O,O,X,X,X,X,X
LJZSTOI,O,O,O,X,X,X,X,X
LJZSITO,O,O,O,X,X,X,X,X
LJZSIOT,O,O,X,X,O,X,X,X
LJZSOTI,O,O,X,X,O,X,X,X
LJZSOIT,O,O,X,X,O,X,X,X
LJZOTIS,X,X,X,X,O,O,X,X
LJZOTSI,X,X,X,X,O,O,X,X
LJZOITS,X,X,X,X,O,O,X,X
LJZOIST,X,X,X,O,O,X,X,X
LJZOSTI,X,X,X,O,O,X,X,X
LJZOSIT,X,X,X,O,O,X,X,X
LJOTISZ,O,O,O,X,O,X,X,X
LJOTIZS,O,X,O,X,O,X,X,X
LJOTSIZ,O,O,O,X,O,X,X,X
LJOTSZI,O,O,O,X,O,X,X,X
LJOTZIS,O,X,O,X,O,X,X,X
LJOTZSI,O,X,O,X,O,X,X,X
LJOITSZ,O,O,O,X,O,X,X,X
LJOITZS,O,X,O,X,O,X,X,X
LJOISTZ,O,X,X,O,O,X,X,X
LJOISZT,O,O,X,O,O,X,X,X
LJOIZTS,O,X,X,X,O,O,X,X
LJOIZST,O,X,X,O,O,X,X,X
LJOSTIZ,O,X,X,O,O,X,X,X
LJOSTZI,O,X,X,O,O,X,X,X
LJOSITZ,O,X,X,O,O,X,X,X
LJOSIZT,O,O,X,O,O,X,X,X
LJOSZTI,O,O,X,O,O,X,X,X
LJOSZIT,O,O,X,O,O,X,X,X
LJOZTIS,O,X,X,X,O,O,X,X
LJOZTSI,O,X,X,X,O,O,X,X
LJOZITS,O,X,X,X,O,O,X,X
LJOZIST,O,X,X,O,O,X,X,X
LJOZSTI,O,X,X,O,O,X,X,X
LJOZSIT,O,X,X,O,O,X,X,X
LSTIJZO,O,O,O,X,X,X,O,X
LSTIJOZ,O,O,O,X,X,X,O,X
LSTIZJO,O,O,O,X,X,X,O,X
LSTIZOJ,O,O,O,X,X,X,O,X
LSTIOJZ,O,O,O,X,X,X,O,X
LSTIOZJ,O,O,O,X,X,X,O,X
LSTJIZO,O,O,O,X,O,X,O,X
LSTJIOZ,O,O,O,X,O,X,O,X
LSTJZIO,O,O,O,X,O,X,O,X
LSTJZOI,O,O,O,X,O,X,X,X
LSTJOIZ,O,O,O,X,O,X,O,X
LSTJOZI,O,O,O,X,O,X,O,X
LSTZIJO,O,O,O,X,X,X,O,X
LSTZIOJ,O,O,O,X,X,X,O,X
LSTZJIO,O,O,O,X,O,X,O,X
LSTZJOI,O,O,O,X,O,X,X,X
LSTZOIJ,O,O,O,X,X,X,O,X
LSTZOJI,O,O,O,X,O,X,O,X
LSTOIJZ,O,O,O,X,X,X,O,X
LSTOIZJ,O,O,O,X,X,X,O,X
LSTOJIZ,O,O,O,X,O,X,O,X
LSTOJZI,O,O,O,X,O,X,O,X
LSTOZIJ,O,O,O,X,X,X,O,X
LSTOZJI,O,O,O,X,O,X,O,X
LSITJZO,O,O,O,X,X,X,O,X
LSITJOZ,O,O,O,X,X,X,O,X
LSITZJO,O,O,O,X,X,X,O,X
LSITZOJ,O,O,O,X,X,X,O,X
LSITOJZ,O,O,O,X,X,X,O,X
LSITOZJ,O,O,O,X,X,X,O,X
LSIJTZO,O,O,O,X,O,X,O,X
LSIJTOZ,O,O,O,X,O,X,O,X
LSIJZTO,O,O,O,X,X,X,O,X
LSIJZOT,O,O,X,X,O,X,O,X
LSIJOTZ,O,X,X,O,O,X,X,X
LSIJOZT,O,O,X,O,O,X,X,X
LSIZTJO,O,O,O,X,X,X,O,X
LSIZTOJ,O,O,O,X,X,X,O,X
LSIZJTO,O,O,O,X,X,X,O,X
LSIZJOT,O,O,X,X,X,X,O,X
LSIZOTJ,O,X,O,X,X,X,O,O
LSIZOJT,O,O,X,X,X,X,O,O
LSIOTJZ,O,X,O,O,X,X,O,X
LSIOTZJ,O,X,O,O,X,X,O,X
LSIOJTZ,O,X,X,O,O,X,O,X
LSIOJZT,O,O,X,O,O,X,O,X
LSIOZTJ,O,X,O,O,X,X,O,O
LSIOZJT,O,O,X,O,X,X,O,O
LSJTIZO,O,O,O,X,O,X,O,X
LSJTIOZ,O,O,O,X,O,X,O,X
LSJTZIO,O,O,O,X,O,X,O,X
LSJTZOI,O,O,O,X,O,X,X,X
LSJTOIZ,O,O,O,X,O,X,O,X
LSJTOZI,O,O,O,X,O,X,X,X
LSJITZO,O,O,O,X,O,X,O,X
LSJITOZ,O,O,O,X,O,X,O,X
LSJIZTO,O,O,O,X,X,X,O,X
LSJIZOT,O,O,X,X,O,X,O,X
LSJIOTZ,O,X,X,O,O,X,X,X
LSJIOZT,O,O,X,O,O,X,X,X
LSJZTIO,O,O,O,X,X,X,O,X
LSJZTOI,O,O,O,X,X,X,O,X
LSJZITO,O,O,O,X,X,X,O,X
LSJZIOT,O,O,X,X,O,X,O,X
LSJZOTI,O,O,X,X,O,X,X,X
LSJZOIT,O,O,X,X,O,X,O,X
LSJOTIZ,O,X,X,O,O,X,X,X
LSJOTZI,O,X,X,O,O,X,X,X
LSJOITZ,O,X,X,O,O,X,X,X
LSJOIZT,O,O,X,O,O,X,X,X
LSJOZTI,O,O,X,O,O,X,X,X
LSJOZIT,O,O,X,O,O,X,X,X
LSZTIJO,O,O,O,X,X,X,O,X
LSZTIOJ,O,O,O,X,X,X,O,X
LSZTJIO,O,O,O,X,X,X,O,X
LSZTJOI,O,O,O,X,X,X,O,X
LSZTOIJ,O,O,O,X,X,X,O,X
LSZTOJI,O,O,O,X,X,X,O,X
LSZITJO,O,O,O,X,X,X,O,X
LSZITOJ,O,O,O,X,X,X,O,X
LSZIJTO,O,O,O,X,X,X,O,X
LSZIJOT,O,O,X,X,X,X,O,X
LSZIOTJ,O,X,O,X,X,X,O,O
LSZIOJT,O,O,X,X,X,X,O,O
LSZJTIO,O,O,O,X,X,X,O,X
LSZJTOI,O,O,O,X,X,X,O,X
LSZJITO,O,O,O,X,X,X,O,X
LSZJIOT,O,O,X,X,O,X,O,X
LSZJOTI,O,O,X,X,O,X,O,X
LSZJOIT,O,O,X,X,O,X,O,X
LSZOTIJ,O,X,O,X,X,X,O,O
LSZOTJI,O,X,O,X,X,X,O,O
LSZOITJ,O,X,O,X,X,X,O,O
LSZOIJT,O,O,X,X,X,X,O,O
LSZOJTI,O,O,X,X,O,X,O,O
LSZOJIT,O,O,X,X,O,X,O,O
LSOTIJZ,O,X,O,O,X,X,O,X
LSOTIZJ,O,X,O,O,X,X,O,X
LSOTJIZ,O,X,O,O,O,X,O,X
LSOTJZI,O,X,O,O,O,X,O,X
LSOTZIJ,O,X,O,O,X,X,O,X
LSOTZJI,O,X,O,O,O,X,O,X
LSOITJZ,O,X,O,O,X,X,O,X
LSOITZJ,O,X,O,O,X,X,O,X
LSOIJTZ,O,X,X,O,O,X,O,X
LSOIJZT,O,O,X,O,O,X,O,X
LSOIZTJ,O,X,O,O,X,X,O,O
LSOIZJT,O,O,X,O,X,X,O,O
LSOJTIZ,O,X,X,O,O,X,O,X
LSOJTZI,O,X,X,O,O,X,O,X
LSOJITZ,O,X,X,O,O,X,O,X
LSOJIZT,O,O,X,O,O,X,O,X
LSOJZTI,O,O,X,O,O,X,O,X
LSOJZIT,O,O,X,O,O,X,O,X
LSOZTIJ,O,X,O,O,X,X,O,O
LSOZTJI,O,X,O,O,X,X,O,O
LSOZITJ,O,X,O,O,X,X,O,O
LSOZIJT,O,O,X,O,X,X,O,O
LSOZJTI,O,O,X,O,O,X,O,O
LSOZJIT,O,O,X,O,O,X,O,O
LZTIJSO,X,O,O,X,O,O,X,X
LZTIJOS,X,X,O,X,O,O,X,X
LZTISJO,X,O,O,X,X,X,O,X
LZTISOJ,X,O,O,X,X,X,O,X
LZTIOJS,X,X,O,X,O,X,X,X
LZTIOSJ,X,X,O,X,X,X,O,X
LZTJISO,X,O,O,X,O,O,X,X
LZTJIOS,X,X,O,X,O,O,X,X
LZTJSIO,X,O,O,X,O,O,X,X
LZTJSOI,X,O,O,X,O,O,X,X
LZTJOIS,X,X,O,X,O,O,X,X
LZTJOSI,X,X,O,X,O,O,X,X
LZTSIJO,X,O,O,X,X,X,O,X
LZTSIOJ,X,O,O,X,X,X,O,X
LZTSJIO,X,O,O,X,O,X,O,X
LZTSJOI,X,O,O,X,O,X,O,X
LZTSOIJ,X,O,O,X,X,X,O,X
LZTSOJI,X,O,O,X,O,X,O,X
LZTOIJS,X,X,O,X,O,X,X,X
LZTOISJ,X,X,O,X,X,X,O,X
LZTOJIS,X,X,O,X,O,X,X,X
LZTOJSI,X,X,O,X,O,X,X,X
LZTOSIJ,X,X,O,X,X,X,O,X
LZTOSJI,X,X,O,X,O,X,O,X
LZITJSO,X,O,O,X,X,O,X,X
LZITJOS,X,X,O,X,X,O,X,X
LZITSJO,X,O,O,X,X,X,O,X
LZITSOJ,X,O,O,X,X,X,O,X
LZITOJS,X,X,O,X,X,X,X,X
LZITOSJ,X,X,O,X,X,X,O,X
LZIJTSO,X,O,X,X,O,O,X,X
LZIJTOS,X,X,X,X,O,O,X,X
LZIJSTO,O,O,O,X,X,X,X,X
LZIJSOT,O,O,X,X,O,X,X,X
LZIJOTS,X,X,X,X,O,O,X,X
LZIJOST,X,X,X,O,O,X,X,X
LZISTJO,O,O,O,X,X,X,X,X
LZISTOJ,O,O,O,X,X,X,X,X
LZISJTO,O,O,O,X,X,X,X,X
LZISJOT,O,O,X,X,X,X,X,X
LZISOTJ,O,X,O,X,X,X,X,O
LZISOJT,O,O,X,X,X,X,X,O
LZIOTJS,X,X,O,X,X,X,X,X
LZIOTSJ,X,X,O,X,X,X,O,X
LZIOJTS,X,X,X,X,O,X,X,X
LZIOJST,X,X,X,O,O,X,X,O
LZIOSTJ,X,X,O,O,X,X,X,O
LZIOSJT,X,X,X,O,X,X,X,O
LZJTISO,X,O,X,X,O,O,X,X
LZJTIOS,X,X,X,X,O,O,X,X
LZJTSIO,X,O,X,X,O,O,X,X
LZJTSOI,X,O,X,X,O,O,X,X
LZJTOIS,X,X,X,X,O,O,X,X
LZJTOSI,X,X,X,X,O,O,X,X
LZJITSO,X,O,X,X,O,O,X,X
LZJITOS,X,X,X,X,O,O,X,X
LZJISTO,O,O,O,X,X,X,X,X
LZJISOT,O,O,X,X,O,X,X,X
LZJIOTS,X,X,X,X,O,O,X,X
LZJIOST,X,X,X,O,O,X,X,X
LZJSTIO,O,O,O,X,X,X,X,X
LZJSTOI,O,O,O,X,X,X,X,X
LZJSITO,O,O,O,X,X,X,X,X
LZJSIOT,O,O,X,X,O,X,X,X
LZJSOTI,O,O,X,X,O,X,X,X
LZJSOIT,O,O,X,X,O,X,X,X
LZJOTIS,X,X,X,X,O,O,X,X
LZJOTSI,X,X,X,X,O,O,X,X
LZJOITS,X,X,X,X,O,O,X,X
LZJOIST,X,X,X,O,O,X,X,X
LZJOSTI,X,X,X,O,O,X,X,X
LZJOSIT,X,X,X,O,O,X,X,X
LZSTIJO,O,O,O,X,X,X,X,X
LZSTIOJ,O,O,O,X,X,X,X,X
LZSTJIO,O,O,O,X,X,X,X,X
LZSTJOI,O,O,O,X,X,X,X,X
LZSTOIJ,O,O,O,X,X,X,X,X
LZSTOJI,O,O,O,X,X,X,X,X
LZSITJO,O,O,O,X,X,X,X,X
LZSITOJ,O,O,O,X,X,X,X,X
LZSIJTO,O,O,O,X,X,X,X,X
LZSIJOT,O,O,X,X,X,X,X,X
LZSIOTJ,O,X,O,X,X,X,X,O
LZSIOJT,O,O,X,X,X,X,X,O
LZSJTIO,O,O,O,X,X,X,X,X
LZSJTOI,O,O,O,X,X,X,X,X
LZSJITO,O,O,O,X,X,X,X,X
LZSJIOT,O,O,X,X,O,X,X,X
LZSJOTI,O,O,X,X,O,X,X,X
LZSJOIT,O,O,X,X,O,X,X,X
LZSOTIJ,O,X,O,X,X,X,X,O
LZSOTJI,O,X,O,X,X,X,X,O
LZSOITJ,O,X,O,X,X,X,X,O
LZSOIJT,O,O,X,X,X,X,X,O
LZSOJTI,O,O,X,X,O,X,X,O
LZSOJIT,O,O,X,X,O,X,X,O
LZOTIJS,X,X,O,X,O,X,X,X
LZOTISJ,X,X,O,X,X,X,O,X
LZOTJIS,X,X,O,X,O,X,X,X
LZOTJSI,X,X,O,X,O,X,X,X
LZOTSIJ,X,X,O,X,X,X,O,X
LZOTSJI,X,X,O,X,O,X,O,X
LZOITJS,X,X,O,X,X,X,X,X
LZOITSJ,X,X,O,X,X,X,O,X
LZOIJTS,X,X,X,X,O,X,X,X
LZOIJST,X,X,X,O,O,X,X,O
LZOISTJ,X,X,O,O,X,X,X,O
LZOISJT,X,X,X,O,X,X,X,O
LZOJTIS,X,X,X,X,O,X,X,X
LZOJTSI,X,X,X,X,O,X,X,X
LZOJITS,X,X,X,X,O,X,X,X
LZOJIST,X,X,X,O,O,X,X,O
LZOJSTI,X,X,X,O,O,X,X,O
LZOJSIT,X,X,X,O,O,X,X,O
LZOSTIJ,X,X,O,O,X,X,X,O
LZOSTJI,X,X,O,O,X,X,X,O
LZOSITJ,X,X,O,O,X,X,X,O
LZOSIJT,X,X,X,O,X,X,X,O
LZOSJTI,X,X,X,O,O,X,X,O
LZOSJIT,X,X,X,O,O,X,X,O
LOTIJSZ,O,O,O,X,O,X,O,X
LOTIJZS,O,X,O,X,O,X,O,X
LOTISJZ,O,O,O,X,X,X,O,X
LOTISZJ,O,O,O,X,X,X,O,X
LOTIZJS,O,X,O,X,O,X,O,X
LOTIZSJ,O,X,O,X,X,X,O,X
LOTJISZ,O,O,O,X,O,X,O,X
LOTJIZS,O,X,O,X,O,X,O,X
LOTJSIZ,O,O,O,X,O,X,O,X
LOTJSZI,O,O,O,X,O,X,X,X
LOTJZIS,O,X,O,X,O,X,O,X
LOTJZSI,O,X,O,X,O,X,X,X
LOTSIJZ,O,O,O,X,X,X,O,X
LOTSIZJ,O,O,O,X,X,X,O,X
LOTSJIZ,O,O,O,X,O,X,O,X
LOTSJZI,O,O,O,X,O,X,O,X
LOTSZIJ,O,O,O,X,X,X,O,X
LOTSZJI,O,O,O,X,O,X,O,X
LOTZIJS,O,X,O,X,O,X,O,X
LOTZISJ,O,X,O,X,X,X,O,X
LOTZJIS,O,X,O,X,O,X,O,X
LOTZJSI,O,X,O,X,O,X,X,X
LOTZSIJ,O,X,O,X,X,X,O,X
LOTZSJI,O,X,O,X,O,X,O,X
LOITJSZ,O,O,O,X,O,X,O,X
LOITJZS,O,X,O,X,O,X,O,X
LOITSJZ,O,O,O,X,X,X,O,X
LOITSZJ,O,O,O,X,X,X,O,X
LOITZJS,O,X,O,X,O,X,O,X
LOITZSJ,O,X,O,X,X,X,O,X
LOIJTSZ,O,O,O,X,O,X,O,X
LOIJTZS,O,X,O,X,O,X,O,X
LOIJSTZ,O,X,X,O,O,X,O,X
LOIJSZT,O,O,X,O,O,X,O,X
LOIJZTS,O,X,X,X,O,X,X,X
LOIJZST,O,X,X,O,O,X,X,O
LOISTJZ,O,X,O,O,X,X,O,X
LOISTZJ,O,X,O,O,X,X,O,X
LOISJTZ,O,X,X,O,O,X,O,X
LOISJZT,O,O,X,O,O,X,O,X
LOISZTJ,O,X,O,O,X,X,O,O
LOISZJT,O,O,X,O,X,X,O,O
LOIZTJS,O,X,O,X,X,X,X,X
LOIZTSJ,O,X,O,X,X,X,O,X
LOIZJTS,O,X,X,X,O,X,X,X
LOIZJST,O,X,X,O,O,X,X,O
LOIZSTJ,O,X,O,O,X,X,X,O
LOIZSJT,O,X,X,O,X,X,X,O
LOJTISZ,O,O,O,X,O,X,O,X
LOJTIZS,O,X,O,X,O,X,O,X
LOJTSIZ,O,O,O,X,O,X,O,X
LOJTSZI,O,O,O,X,O,X,X,X
LOJTZIS,O,X,O,X,O,X,O,X
LOJTZSI,O,X,O,X,O,X,X,X
LOJITSZ,O,O,O,X,O,X,O,X
LOJITZS,O,X,O,X,O,X,O,X
LOJISTZ,O,X,X,O,O,X,O,X
LOJISZT,O,O,X,O,O,X,O,X
LOJIZTS,O,X,X,X,O,X,X,X
LOJIZST,O,X,X,O,O,X,X,O
LOJSTIZ,O,X,X,O,O,X,O,X
LOJSTZI,O,X,X,O,O,X,O,X
LOJSITZ,O,X,X,O,O,X,O,X
LOJSIZT,O,O,X,O,O,X,O,X
LOJSZTI,O,O,X,O,O,X,O,X
LOJSZIT,O,O,X,O,O,X,O,X
LOJZTIS,O,X,X,X,O,X,X,X
LOJZTSI,O,X,X,X,O,X,X,X
LOJZITS,O,X,X,X,O,X,X,X
LOJZIST,O,X,X,O,O,X,X,O
LOJZSTI,O,X,X,O,O,X,X,O
LOJZSIT,O,X,X,O,O,X,X,O
LOSTIJZ,O,X,O,O,X,X,O,X
LOSTIZJ,O,X,O,O,X,X,O,X
LOSTJIZ,O,X,O,O,O,X,O,X
LOSTJZI,O,X,O,O,O,X,O,X
LOSTZIJ,O,X,O,O,X,X,O,X
LOSTZJI,O,X,O,O,O,X,O,X
LOSITJZ,O,X,O,O,X,X,O,X
LOSITZJ,O,X,O,O,X,X,O,X
LOSIJTZ,O,X,X,O,O,X,O,X
LOSIJZT,O,O,X,O,O,X,O,X
LOSIZTJ,O,X,O,O,X,X,O,O
LOSIZJT,O,O,X,O,X,X,O,O
LOSJTIZ,O,X,X,O,O,X,O,X
LOSJTZI,O,X,X,O,O,X,O,X
LOSJITZ,O,X,X,O,O,X,O,X
LOSJIZT,O,O,X,O,O,X,O,X
LOSJZTI,O,O,X,O,O,X,O,X
LOSJZIT,O,O,X,O,O,X,O,X
LOSZTIJ,O,X,O,O,X,X,O,O
LOSZTJI,O,X,O,O,X,X,O,O
LOSZITJ,O,X,O,O,X,X,O,O
LOSZIJT,O,O,X,O,X,X,O,O
LOSZJTI,O,O,X,O,O,X,O,O
LOSZJIT,O,O,X,O,O,X,O,O
LOZTIJS,O,X,O,X,O,X,X,X
LOZTISJ,O,X,O,X,X,X,O,X
LOZTJIS,O,X,O,X,O,X,X,X
LOZTJSI,O,X,O,X,O,X,X,X
LOZTSIJ,O,X,O,X,X,X,O,X
LOZTSJI,O,X,O,X,O,X,O,X
LOZITJS,O,X,O,X,X,X,X,X
LOZITSJ,O,X,O,X,X,X,O,X
LOZIJTS,O,X,X,X,O,X,X,X
LOZIJST,O,X,X,O,O,X,X,O
LOZISTJ,O,X,O,O,X,X,X,O
LOZISJT,O,X,X,O,X,X,X,O
LOZJTIS,O,X,X,X,O,X,X,X
LOZJTSI,O,X,X,X,O,X,X,X
LOZJITS,O,X,X,X,O,X,X,X
LOZJIST,O,X,X,O,O,X,X,O
LOZJSTI,O,X,X,O,O,X,X,O
LOZJSIT,O,X,X,O,O,X,X,O
LOZSTIJ,O,X,O,O,X,X,X,O
LOZSTJI,O,X,O,O,X,X,X,O
LOZSITJ,O,X,O,O,X,X,X,O
LOZSIJT,O,X,X,O,X,X,X,O
LOZSJTI,O,X,X,O,O,X,X,O
LOZSJIT,O,X,X,O,O,X,X,O
JTILSZO,O,O,O,X,O,X,O,X
JTILSOZ,O,O,O,X,O,X,O,X
JTILZSO,O,O,O,X,O,X,X,X
JTILZOS,X,X,O,X,O,X,X,X
JTILOSZ,O,O,O,X,O,X,O,X
JTILOZS,O,X,O,X,O,X,O,X
JTISLZO,O,O,O,X,O,X,O,X
JTISLOZ,O,O,O,X,O,X,O,X
JTISZLO,O,O,O,X,X,X,O,X
JTISZOL,O,O,O,X,X,X,X,X
JTISOLZ,O,O,O,O,X,X,O,X
JTISOZL,O,O,O,O,X,X,O,X
JTIZLSO,O,O,O,X,O,O,X,X
JTIZLOS,X,X,O,X,O,O,X,X
JTIZSLO,O,O,O,X,X,O,O,X
JTIZSOL,O,O,O,X,X,O,O,X
JTIZOLS,O,X,X,X,X,O,X,X
JTIZOSL,O,X,X,O,X,O,O,X
JTIOLSZ,O,O,O,X,O,X,O,X
JTIOLZS,O,X,O,X,O,X,O,X
JTIOSLZ,O,O,O,O,X,X,O,X
JTIOSZL,O,O,O,O,X,X,O,X
JTIOZLS,O,X,X,X,X,O,O,X
JTIOZSL,O,X,X,O,X,O,O,X
JTLISZO,O,O,O,X,O,X,O,X
JTLISOZ,O,O,O,X,O,X,O,X
JTLIZSO,O,O,O,X,O,X,X,X
JTLIZOS,X,X,O,X,O,X,X,X
JTLIOSZ,O,O,O,X,O,X,O,X
JTLIOZS,O,X,O,X,O,X,O,X
JTLSIZO,O,O,O,X,O,X,O,X
JTLSIOZ,O,O,O,X,O,X,O,X
JTLSZIO,O,O,O,X,O,X,O,X
JTLSZOI,O,O,O,X,O,X,X,X
JTLSOIZ,O,O,O,X,O,X,O,X
JTLSOZI,O,O,O,X,O,X,O,X
JTLZISO,O,O,O,X,O,X,X,X
JTLZIOS,X,X,O,X,O,X,X,X
JTLZSIO,O,O,O,X,O,X,X,X
JTLZSOI,O,O,O,X,O,X,X,X
JTLZOIS,X,X,O,X,O,X,X,X
JTLZOSI,X,X,O,X,O,X,X,X
JTLOISZ,O,O,O,X,O,X,O,X
JTLOIZS,O,X,O,X,O,X,O,X
JTLOSIZ,O,O,O,X,O,X,O,X
JTLOSZI,O,O,O,X,O,X,X,X
JTLOZIS,O,X,O,X,O,X,O,X
JTLOZSI,O,X,O,X,O,X,X,X
JTSILZO,O,O,O,X,O,X,O,X
JTSILOZ,O,O,O,X,O,X,O,X
JTSIZLO,O,O,O,X,X,X,O,X
JTSIZOL,O,O,O,X,X,X,X,X
JTSIOLZ,O,O,O,O,X,X,O,X
