sequence,v115@EhC8FeF8DeG8AeF8JeO/IvhF6gB0cBxdBzfB/mBlqB,v115@EhC8FeF8DeG8AeF8JeO/IvhF0cBxdBCgB/mBTgBlqB,v115@EhC8FeF8DeG8AeF8JeK/IvhFzaB+gB0cBxdB/mBlqB,v115@EhC8FeF8DeG8AeF8JeO/IvhF0cBxdBflBlgBTmB6qB,v115@EhC8FeF8DeG8AeF8JeT6IvhF0bBxdBykBumBXhBlqB,v115@EhC8FeF8DeG8AeF8JeT6IvhFxdBlhBmkBUmB/lBCrB,v115@EhC8FeF8DeG8AeF8Jem6IvhFCcBxdBTfBlhB/qBUrB,v115@EhC8FeF8DeG8AeF8Jem6IvhFxdBTfBclBXmBlmBCrB
ISTLZOJ,O,O,O,X,X,X,O,X
ISTLOJZ,O,O,O,X,X,X,O,X
ISTLOZJ,O,O,O,X,X,X,O,X
ISTJLZO,O,O,O,X,X,X,O,X
ISTJLOZ,O,O,O,X,X,X,O,X
ISTJZLO,O,O,O,X,X,X,O,X
ISTJZOL,O,O,O,X,X,X,O,X
ISTJOLZ,O,O,O,O,X,X,O,X
ISTJOZL,O,O,O,O,X,X,O,X
ISTZLJO,O,O,O,X,X,X,O,X
ISTZLOJ,O,O,O,X,X,X,O,X
ISTZJLO,O,O,O,X,X,O,O,X
ISTZJOL,O,O,O,X,X,O,O,X
ISTZOLJ,O,O,O,X,X,X,O,O
ISTZOJL,O,O,O,X,X,X,O,O
ISTOLJZ,O,O,O,O,X,X,O,X
ISTOLZJ,O,O,O,O,X,X,O,X
ISTOJLZ,O,O,O,O,X,X,O,X
ISTOJZL,O,O,O,O,X,X,O,X
ISTOZLJ,O,O,O,O,X,X,O,O
ISTOZJL,O,O,O,O,X,X,O,O
ISLTJZO,O,O,O,X,X,X,O,X
ISLTJOZ,O,O,O,X,X,X,O,X
ISLTZJO,O,O,O,X,X,X,O,X
ISLTZOJ,O,O,O,X,X,X,O,X
ISLTOJZ,O,O,O,X,X,X,O,X
ISLTOZJ,O,O,O,X,X,X,O,X
ISLJTZO,O,O,O,X,O,X,O,X
ISLJTOZ,O,O,O,X,O,X,O,X
ISLJZTO,O,O,O,X,X,X,O,X
ISLJZOT,O,O,X,X,O,X,O,X
ISLJOTZ,O,X,X,O,O,X,X,X
ISLJOZT,O,O,X,O,O,X,X,X
ISLZTJO,O,O,O,X,X,X,O,X
ISLZTOJ,O,O,O,X,X,X,O,X
ISLZJTO,O,O,O,X,X,X,O,X
ISLZJOT,O,O,X,X,X,X,O,X
ISLZOTJ,O,X,O,X,X,X,O,O
ISLZOJT,O,O,X,X,X,X,O,O
ISLOTJZ,O,X,O,O,X,X,O,X
ISLOTZJ,O,X,O,O,X,X,O,X
ISLOJTZ,O,X,X,O,O,X,O,X
ISLOJZT,O,O,X,O,O,X,O,X
ISLOZTJ,O,X,O,O,X,X,O,O
ISLOZJT,O,O,X,O,X,X,O,O
ISJTLZO,O,O,O,X,O,X,O,X
ISJTLOZ,O,O,O,X,O,X,O,X
ISJTZLO,O,O,O,X,X,X,O,X
ISJTZOL,O,O,O,X,X,X,O,X
ISJTOLZ,O,O,O,O,X,X,O,X
ISJTOZL,O,O,O,O,X,X,O,X
ISJLTZO,O,O,O,X,O,X,O,X
ISJLTOZ,O,O,O,X,O,X,O,X
ISJLZTO,O,O,O,X,X,X,O,X
ISJLZOT,O,O,X,X,O,X,O,X
ISJLOTZ,O,X,X,O,O,X,X,X
ISJLOZT,O,O,X,O,O,X,X,X
ISJZTLO,O,O,O,X,X,O,O,X
ISJZTOL,O,O,O,X,X,O,O,X
ISJZLTO,O,O,O,X,X,X,O,X
ISJZLOT,O,O,X,X,X,X,O,X
ISJZOTL,O,O,X,O,X,O,O,O
ISJZOLT,O,O,X,O,X,X,O,O
ISJOTLZ,O,O,X,O,X,X,O,X
ISJOTZL,O,O,X,O,X,X,O,X
ISJOLTZ,O,X,X,O,X,X,O,X
ISJOLZT,O,O,X,O,X,X,O,X
ISJOZTL,O,O,X,O,X,O,O,O
ISJOZLT,O,O,X,O,X,X,O,O
ISZTLJO,O,O,O,X,X,X,O,X
ISZTLOJ,O,O,O,X,X,X,O,X
ISZTJLO,O,O,O,X,X,O,O,X
ISZTJOL,O,O,O,X,X,O,O,X
ISZTOLJ,O,O,O,X,X,X,O,O
ISZTOJL,O,O,O,X,X,X,O,O
ISZLTJO,O,O,O,X,X,X,O,X
ISZLTOJ,O,O,O,X,X,X,O,X
ISZLJTO,O,O,O,X,X,X,O,X
ISZLJOT,O,O,X,X,X,X,O,X
ISZLOTJ,O,X,O,X,X,X,O,O
ISZLOJT,O,O,X,X,X,X,O,O
ISZJTLO,O,O,O,X,X,O,O,X
ISZJTOL,O,O,O,X,X,O,O,X
ISZJLTO,O,O,O,X,X,X,O,X
ISZJLOT,O,O,X,X,X,X,O,X
ISZJOTL,O,O,X,O,X,O,O,O
ISZJOLT,O,O,X,O,X,X,O,O
ISZOTLJ,O,O,O,O,X,X,O,O
ISZOTJL,O,O,O,O,X,X,O,O
ISZOLTJ,O,X,O,O,X,X,O,O
ISZOLJT,O,O,X,O,X,X,O,O
ISZOJTL,O,O,X,O,X,X,O,O
ISZOJLT,O,O,X,O,X,X,O,O
ISOTLJZ,O,O,O,O,X,X,O,X
ISOTLZJ,O,O,O,O,X,X,O,X
ISOTJLZ,O,O,O,O,X,X,O,X
ISOTJZL,O,O,O,O,X,X,O,X
ISOTZLJ,O,O,O,O,X,X,O,O
ISOTZJL,O,O,O,O,X,X,O,O
ISOLTJZ,O,X,O,O,X,X,O,X
ISOLTZJ,O,X,O,O,X,X,O,X
ISOLJTZ,O,X,X,O,X,X,O,X
ISOLJZT,O,O,X,O,X,X,O,X
ISOLZTJ,O,X,O,O,X,X,O,O
ISOLZJT,O,O,X,O,X,X,O,O
ISOJTLZ,O,O,X,O,X,X,O,X
ISOJTZL,O,O,X,O,X,X,O,X
ISOJLTZ,O,X,X,O,X,X,O,X
ISOJLZT,O,O,X,O,X,X,O,X
ISOJZTL,O,O,X,O,X,X,O,O
ISOJZLT,O,O,X,O,X,X,O,O
ISOZTLJ,O,O,O,O,X,X,O,O
ISOZTJL,O,O,O,O,X,X,O,O
ISOZLTJ,O,X,O,O,X,X,O,O
ISOZLJT,O,O,X,O,X,X,O,O
ISOZJTL,O,O,X,O,X,X,O,O
ISOZJLT,O,O,X,O,X,X,O,O
IZTLJSO,O,O,O,X,X,O,X,X
IZTLJOS,X,X,O,X,X,O,X,X
IZTLSJO,O,O,O,X,X,X,O,X
IZTLSOJ,O,O,O,X,X,X,O,X
IZTLOJS,O,X,O,X,X,X,O,X
IZTLOSJ,O,X,O,X,X,X,O,X
IZTJLSO,O,O,O,X,X,O,X,X
IZTJLOS,X,X,O,X,X,O,X,X
IZTJSLO,O,O,O,X,X,O,O,X
IZTJSOL,O,O,O,X,X,O,O,X
IZTJOLS,O,X,X,X,X,O,X,X
IZTJOSL,O,X,X,O,X,O,O,X
IZTSLJO,O,O,O,X,X,X,O,X
IZTSLOJ,O,O,O,X,X,X,O,X
IZTSJLO,O,O,O,X,X,O,O,X
IZTSJOL,O,O,O,X,X,O,O,X
IZTSOLJ,O,O,O,X,X,X,O,O
IZTSOJL,O,O,O,X,X,X,O,O
IZTOLJS,O,X,X,X,X,X,O,X
IZTOLSJ,O,X,X,X,X,X,O,X
IZTOJLS,O,X,X,X,X,O,O,X
IZTOJSL,O,X,X,O,X,O,O,O
IZTOSLJ,O,X,X,O,X,X,O,O
IZTOSJL,O,X,X,O,X,X,O,O
IZLTJSO,X,O,O,X,X,O,X,X
IZLTJOS,X,X,O,X,X,O,X,X
IZLTSJO,X,O,O,X,X,X,O,X
IZLTSOJ,X,O,O,X,X,X,O,X
IZLTOJS,X,X,O,X,X,X,X,X
IZLTOSJ,X,X,O,X,X,X,O,X
IZLJTSO,X,O,X,X,O,O,X,X
IZLJTOS,X,X,X,X,O,O,X,X
IZLJSTO,O,O,O,X,X,X,X,X
IZLJSOT,O,O,X,X,O,X,X,X
IZLJOTS,X,X,X,X,O,O,X,X
IZLJOST,X,X,X,O,O,X,X,X
IZLSTJO,O,O,O,X,X,X,X,X
IZLSTOJ,O,O,O,X,X,X,X,X
IZLSJTO,O,O,O,X,X,X,X,X
IZLSJOT,O,O,X,X,X,X,X,X
IZLSOTJ,O,X,O,X,X,X,X,O
IZLSOJT,O,O,X,X,X,X,X,O
IZLOTJS,X,X,O,X,X,X,X,X
IZLOTSJ,X,X,O,X,X,X,O,X
IZLOJTS,X,X,X,X,O,X,X,X
IZLOJST,X,X,X,O,O,X,X,O
IZLOSTJ,X,X,O,O,X,X,X,O
IZLOSJT,X,X,X,O,X,X,X,O
IZJTLSO,O,O,X,X,O,O,X,X
IZJTLOS,X,X,X,X,O,O,X,X
IZJTSLO,O,O,X,X,X,O,O,X
IZJTSOL,O,O,X,X,X,O,O,X
IZJTOLS,O,X,X,X,X,O,X,X
IZJTOSL,O,X,X,O,X,O,O,X
IZJLTSO,X,O,X,X,O,O,X,X
IZJLTOS,X,X,X,X,O,O,X,X
IZJLSTO,O,O,O,X,X,X,X,X
IZJLSOT,O,O,X,X,O,X,X,X
IZJLOTS,X,X,X,X,O,O,X,X
IZJLOST,X,X,X,O,O,X,X,X
IZJSTLO,O,O,O,X,X,O,X,X
IZJSTOL,O,O,O,X,X,O,X,X
IZJSLTO,O,O,O,X,X,X,X,X
IZJSLOT,O,O,X,X,X,X,X,X
IZJSOTL,O,O,X,O,X,O,X,O
IZJSOLT,O,O,X,O,X,X,X,O
IZJOTLS,O,X,X,X,X,O,X,X
IZJOTSL,O,X,X,O,X,O,O,O
IZJOLTS,O,X,X,X,X,O,X,X
IZJOLST,O,X,X,O,X,X,X,O
IZJOSTL,O,O,X,O,X,O,X,O
IZJOSLT,O,O,X,O,X,X,X,O
IZSTLJO,O,O,O,X,X,X,O,X
IZSTLOJ,O,O,O,X,X,X,O,X
IZSTJLO,O,O,O,X,X,O,O,X
IZSTJOL,O,O,O,X,X,O,O,X
IZSTOLJ,O,O,O,X,X,X,O,O
IZSTOJL,O,O,O,X,X,X,O,O
IZSLTJO,O,O,O,X,X,X,O,X
IZSLTOJ,O,O,O,X,X,X,O,X
IZSLJTO,O,O,O,X,X,X,O,X
IZSLJOT,O,O,X,X,X,X,O,X
IZSLOTJ,O,X,O,X,X,X,O,O
IZSLOJT,O,O,X,X,X,X,O,O
IZSJTLO,O,O,O,X,X,O,O,X
IZSJTOL,O,O,O,X,X,O,O,X
IZSJLTO,O,O,O,X,X,X,O,X
IZSJLOT,O,O,X,X,X,X,O,X
IZSJOTL,O,O,X,O,X,O,O,O
IZSJOLT,O,O,X,O,X,X,O,O
IZSOTLJ,O,O,O,O,X,X,O,O
IZSOTJL,O,O,O,O,X,X,O,O
IZSOLTJ,O,X,O,O,X,X,O,O
IZSOLJT,O,O,X,O,X,X,O,O
IZSOJTL,O,O,X,O,X,X,O,O
IZSOJLT,O,O,X,O,X,X,O,O
IZOTLJS,O,X,X,X,X,X,O,X
IZOTLSJ,O,X,X,X,X,X,O,X
IZOTJLS,O,X,X,X,X,O,O,X
IZOTJSL,O,X,X,O,X,O,O,O
IZOTSLJ,O,X,X,O,X,X,O,O
IZOTSJL,O,X,X,O,X,X,O,O
IZOLTJS,O,X,X,X,X,X,X,X
IZOLTSJ,O,X,X,X,X,X,O,X
IZOLJTS,O,X,X,X,X,X,X,X
IZOLJST,O,X,X,O,X,X,X,O
IZOLSTJ,O,X,O,O,X,X,X,O
IZOLSJT,O,X,X,O,X,X,X,O
IZOJTLS,O,X,X,X,X,O,O,X
IZOJTSL,O,X,X,O,X,O,O,O
IZOJLTS,O,X,X,X,X,O,X,X
IZOJLST,O,X,X,O,X,X,X,O
IZOJSTL,O,O,X,O,X,O,O,O
IZOJSLT,O,O,X,O,X,X,O,O
IZOSTLJ,O,O,O,O,X,X,O,O
IZOSTJL,O,O,O,O,X,X,O,O
IZOSLTJ,O,X,O,O,X,X,O,O
IZOSLJT,O,O,X,O,X,X,O,O
IZOSJTL,O,O,X,O,X,X,O,O
IZOSJLT,O,O,X,O,X,X,O,O
IOTLJSZ,O,O,O,X,X,X,O,X
IOTLJZS,O,X,O,X,X,X,O,X
IOTLSJZ,O,O,O,X,X,X,O,X
IOTLSZJ,O,O,O,X,X,X,O,X
IOTLZJS,O,X,O,X,X,X,O,X
IOTLZSJ,O,X,O,X,X,X,O,X
IOTJLSZ,O,O,O,X,X,X,O,X
IOTJLZS,O,X,O,X,X,X,O,X
IOTJSLZ,O,O,O,O,X,X,O,X
IOTJSZL,O,O,O,O,X,X,O,X
IOTJZLS,O,X,X,X,X,X,O,X
IOTJZSL,O,X,X,O,X,X,O,O
IOTSLJZ,O,O,O,O,X,X,O,X
IOTSLZJ,O,O,O,O,X,X,O,X
IOTSJLZ,O,O,O,O,X,X,O,X
IOTSJZL,O,O,O,O,X,X,O,X
IOTSZLJ,O,O,O,O,X,X,O,O
IOTSZJL,O,O,O,O,X,X,O,O
IOTZLJS,O,X,X,X,X,X,O,X
IOTZLSJ,O,X,X,X,X,X,O,X
IOTZJLS,O,X,X,X,X,O,O,X
IOTZJSL,O,X,X,O,X,O,O,O
IOTZSLJ,O,X,X,O,X,X,O,O
IOTZSJL,O,X,X,O,X,X,O,O
IOLTJSZ,O,O,O,X,O,X,O,X
IOLTJZS,O,X,O,X,O,X,O,X
IOLTSJZ,O,O,O,X,X,X,O,X
IOLTSZJ,O,O,O,X,X,X,O,X
IOLTZJS,O,X,O,X,X,X,O,X
IOLTZSJ,O,X,O,X,X,X,O,X
IOLJTSZ,O,O,O,X,O,X,O,X
IOLJTZS,O,X,O,X,O,X,O,X
IOLJSTZ,O,X,X,O,O,X,O,X
IOLJSZT,O,O,X,O,O,X,O,X
IOLJZTS,O,X,X,X,O,X,X,X
IOLJZST,O,X,X,O,O,X,X,O
IOLSTJZ,O,X,O,O,X,X,O,X
IOLSTZJ,O,X,O,O,X,X,O,X
IOLSJTZ,O,X,X,O,O,X,O,X
IOLSJZT,O,O,X,O,O,X,O,X
IOLSZTJ,O,X,O,O,X,X,O,O
IOLSZJT,O,O,X,O,X,X,O,O
IOLZTJS,O,X,O,X,X,X,X,X
IOLZTSJ,O,X,O,X,X,X,O,X
IOLZJTS,O,X,X,X,O,X,X,X
IOLZJST,O,X,X,O,O,X,X,O
IOLZSTJ,O,X,O,O,X,X,X,O
IOLZSJT,O,X,X,O,X,X,X,O
IOJTLSZ,O,O,X,X,O,X,O,X
IOJTLZS,O,X,X,X,O,X,O,X
IOJTSLZ,O,O,X,O,X,X,O,X
IOJTSZL,O,O,X,O,X,X,O,X
IOJTZLS,O,X,X,X,X,O,O,X
IOJTZSL,O,X,X,O,X,O,O,O
IOJLTSZ,O,O,X,X,O,X,O,X
IOJLTZS,O,X,X,X,O,X,O,X
IOJLSTZ,O,X,X,O,O,X,O,X
IOJLSZT,O,O,X,O,O,X,O,X
IOJLZTS,O,X,X,X,O,O,X,X
IOJLZST,O,X,X,O,O,X,X,O
IOJSTLZ,O,O,X,O,X,X,O,X
IOJSTZL,O,O,X,O,X,X,O,X
IOJSLTZ,O,X,X,O,X,X,O,X
IOJSLZT,O,O,X,O,X,X,O,X
IOJSZTL,O,O,X,O,X,O,O,O
IOJSZLT,O,O,X,O,X,X,O,O
IOJZTLS,O,X,X,X,X,O,O,X
IOJZTSL,O,X,X,O,X,O,O,O
IOJZLTS,O,X,X,X,X,O,X,X
IOJZLST,O,X,X,O,X,X,X,O
IOJZSTL,O,O,X,O,X,O,O,O
IOJZSLT,O,O,X,O,X,X,O,O
IOSTLJZ,O,O,O,O,X,X,O,X
IOSTLZJ,O,O,O,O,X,X,O,X
IOSTJLZ,O,O,O,O,X,X,O,X
IOSTJZL,O,O,O,O,X,X,O,X
IOSTZLJ,O,O,O,O,X,X,O,O
IOSTZJL,O,O,O,O,X,X,O,O
IOSLTJZ,O,X,O,O,X,X,O,X
IOSLTZJ,O,X,O,O,X,X,O,X
IOSLJTZ,O,X,X,O,X,X,O,X
IOSLJZT,O,O,X,O,X,X,O,X
IOSLZTJ,O,X,O,O,X,X,O,O
IOSLZJT,O,O,X,O,X,X,O,O
IOSJTLZ,O,O,X,O,X,X,O,X
IOSJTZL,O,O,X,O,X,X,O,X
IOSJLTZ,O,X,X,O,X,X,O,X
IOSJLZT,O,O,X,O,X,X,O,X
IOSJZTL,O,O,X,O,X,X,O,O
IOSJZLT,O,O,X,O,X,X,O,O
IOSZTLJ,O,O,O,O,X,X,O,O
IOSZTJL,O,O,O,O,X,X,O,O
IOSZLTJ,O,X,O,O,X,X,O,O
IOSZLJT,O,O,X,O,X,X,O,O
IOSZJTL,O,O,X,O,X,X,O,O
IOSZJLT,O,O,X,O,X,X,O,O
IOZTLJS,O,X,X,X,X,X,O,X
IOZTLSJ,O,X,X,X,X,X,O,X
IOZTJLS,O,X,X,X,X,O,O,X
IOZTJSL,O,X,X,O,X,O,O,O
IOZTSLJ,O,X,X,O,X,X,O,O
IOZTSJL,O,X,X,O,X,X,O,O
IOZLTJS,O,X,X,X,X,X,X,X
IOZLTSJ,O,X,X,X,X,X,O,X
IOZLJTS,O,X,X,X,X,X,X,X
IOZLJST,O,X,X,O,X,X,X,O
IOZLSTJ,O,X,O,O,X,X,X,O
IOZLSJT,O,X,X,O,X,X,X,O
IOZJTLS,O,X,X,X,X,O,O,X
IOZJTSL,O,X,X,O,X,O,O,O
IOZJLTS,O,X,X,X,X,O,X,X
IOZJLST,O,X,X,O,X,X,X,O
IOZJSTL,O,O,X,O,X,O,O,O
IOZJSLT,O,O,X,O,X,X,O,O
IOZSTLJ,O,O,O,O,X,X,O,O
IOZSTJL,O,O,O,O,X,X,O,O
IOZSLTJ,O,X,O,O,X,X,O,O
IOZSLJT,O,O,X,O,X,X,O,O
IOZSJTL,O,O,X,O,X,X,O,O
IOZSJLT,O,O,X,O,X,X,O,O
LTIJSZO,O,O,O,X,O,X,O,X
LTIJSOZ,O,O,O,X,O,X,O,X
LTIJZSO,O,O,O,X,O,X,X,X
LTIJZOS,X,X,O,X,O,X,X,X
LTIJOSZ,O,O,O,X,O,X,O,X
LTIJOZS,O,X,O,X,O,X,O,X
LTISJZO,O,O,O,X,X,X,O,X
LTISJOZ,O,O,O,X,X,X,O,X
LTISZJO,O,O,O,X,X,X,O,X
LTISZOJ,O,O,O,X,X,X,O,X
LTISOJZ,O,O,O,X,X,X,O,X
LTISOZJ,O,O,O,X,X,X,O,X
LTIZJSO,O,O,O,X,O,O,X,X
LTIZJOS,X,X,O,X,O,O,X,X
LTIZSJO,O,O,O,X,X,X,O,X
LTIZSOJ,O,O,O,X,X,X,O,X
LTIZOJS,O,X,O,X,O,X,O,X
LTIZOSJ,O,X,O,X,X,X,O,X
LTIOJSZ,O,O,O,X,O,X,O,X
LTIOJZS,O,X,O,X,O,X,O,X
LTIOSJZ,O,O,O,X,X,X,O,X
LTIOSZJ,O,O,O,X,X,X,O,X
LTIOZJS,O,X,O,X,O,X,O,X
LTIOZSJ,O,X,O,X,X,X,O,X
LTJISZO,O,O,O,X,O,X,O,X
LTJISOZ,O,O,O,X,O,X,O,X
LTJIZSO,O,O,O,X,O,X,X,X
LTJIZOS,X,X,O,X,O,X,X,X
LTJIOSZ,O,O,O,X,O,X,O,X
LTJIOZS,O,X,O,X,O,X,O,X
LTJSIZO,O,O,O,X,O,X,O,X
LTJSIOZ,O,O,O,X,O,X,O,X
LTJSZIO,O,O,O,X,O,X,O,X
LTJSZOI,O,O,O,X,O,X,X,X
LTJSOIZ,O,O,O,X,O,X,O,X
LTJSOZI,O,O,O,X,O,X,O,X
LTJZISO,O,O,O,X,O,X,X,X
LTJZIOS,X,X,O,X,O,X,X,X
LTJZSIO,O,O,O,X,O,X,X,X
LTJZSOI,O,O,O,X,O,X,X,X
LTJZOIS,X,X,O,X,O,X,X,X
LTJZOSI,X,X,O,X,O,X,X,X
LTJOISZ,O,O,O,X,O,X,O,X
LTJOIZS,O,X,O,X,O,X,O,X
LTJOSIZ,O,O,O,X,O,X,O,X
LTJOSZI,O,O,O,X,O,X,X,X
LTJOZIS,O,X,O,X,O,X,O,X
LTJOZSI,O,X,O,X,O,X,X,X
LTSIJZO,O,O,O,X,X,X,O,X
LTSIJOZ,O,O,O,X,X,X,O,X
LTSIZJO,O,O,O,X,X,X,O,X
LTSIZOJ,O,O,O,X,X,X,O,X
LTSIOJZ,O,O,O,X,X,X,O,X
LTSIOZJ,O,O,O,X,X,X,O,X
LTSJIZO,O,O,O,X,O,X,O,X
LTSJIOZ,O,O,O,X,O,X,O,X
LTSJZIO,O,O,O,X,O,X,O,X
LTSJZOI,O,O,O,X,O,X,X,X
LTSJOIZ,O,O,O,X,O,X,O,X
LTSJOZI,O,O,O,X,O,X,O,X
LTSZIJO,O,O,O,X,X,X,O,X
LTSZIOJ,O,O,O,X,X,X,O,X
LTSZJIO,O,O,O,X,O,X,O,X
LTSZJOI,O,O,O,X,O,X,X,X
LTSZOIJ,O,O,O,X,X,X,O,X
LTSZOJI,O,O,O,X,O,X,O,X
LTSOIJZ,O,O,O,X,X,X,O,X
LTSOIZJ,O,O,O,X,X,X,O,X
LTSOJIZ,O,O,O,X,O,X,O,X
LTSOJZI,O,O,O,X,O,X,O,X
LTSOZIJ,O,O,O,X,X,X,O,X
LTSOZJI,O,O,O,X,O,X,O,X
LTZIJSO,O,O,O,X,O,O,X,X
LTZIJOS,X,X,O,X,O,O,X,X
LTZISJO,O,O,O,X,X,X,O,X
LTZISOJ,O,O,O,X,X,X,O,X
LTZIOJS,O,X,O,X,O,X,O,X
LTZIOSJ,O,X,O,X,X,X,O,X
LTZJISO,O,O,O,X,O,O,X,X
LTZJIOS,X,X,O,X,O,O,X,X
LTZJSIO,O,O,O,X,O,O,X,X
LTZJSOI,O,O,O,X,O,O,X,X
LTZJOIS,X,X,O,X,O,O,X,X
LTZJOSI,X,X,O,X,O,O,X,X
LTZSIJO,O,O,O,X,X,X,O,X
LTZSIOJ,O,O,O,X,X,X,O,X
LTZSJIO,O,O,O,X,O,X,O,X
LTZSJOI,O,O,O,X,O,X,O,X
LTZSOIJ,O,O,O,X,X,X,O,X
LTZSOJI,O,O,O,X,O,X,O,X
LTZOIJS,O,X,O,X,O,X,O,X
LTZOISJ,O,X,O,X,X,X,O,X
LTZOJIS,O,X,O,X,O,X,O,X
LTZOJSI,O,X,O,X,O,X,X,X
LTZOSIJ,O,X,O,X,X,X,O,X
LTZOSJI,O,X,O,X,O,X,O,X
LTOIJSZ,O,O,O,X,O,X,O,X
LTOIJZS,O,X,O,X,O,X,O,X
LTOISJZ,O,O,O,X,X,X,O,X
LTOISZJ,O,O,O,X,X,X,O,X
LTOIZJS,O,X,O,X,O,X,O,X
LTOIZSJ,O,X,O,X,X,X,O,X
LTOJISZ,O,O,O,X,O,X,O,X
LTOJIZS,O,X,O,X,O,X,O,X
LTOJSIZ,O,O,O,X,O,X,O,X
LTOJSZI,O,O,O,X,O,X,X,X
LTOJZIS,O,X,O,X,O,X,O,X
LTOJZSI,O,X,O,X,O,X,X,X
LTOSIJZ,O,O,O,X,X,X,O,X
LTOSIZJ,O,O,O,X,X,X,O,X
LTOSJIZ,O,O,O,X,O,X,O,X
LTOSJZI,O,O,O,X,O,X,O,X
LTOSZIJ,O,O,O,X,X,X,O,X
LTOSZJI,O,O,O,X,O,X,O,X
LTOZIJS,O,X,O,X,O,X,O,X
LTOZISJ,O,X,O,X,X,X,O,X
LTOZJIS,O,X,O,X,O,X,O,X
LTOZJSI,O,X,O,X,O,X,X,X
LTOZSIJ,O,X,O,X,X,X,O,X
LTOZSJI,O,X,O,X,O,X,O,X
LITJSZO,O,O,O,X,O,X,O,X
LITJSOZ,O,O,O,X,O,X,O,X
LITJZSO,O,O,O,X,O,X,X,X
LITJZOS,X,X,O,X,O,X,X,X
LITJOSZ,O,O,O,X,O,X,O,X
LITJOZS,O,X,O,X,O,X,O,X
LITSJZO,O,O,O,X,X,X,O,X
LITSJOZ,O,O,O,X,X,X,O,X
LITSZJO,O,O,O,X,X,X,O,X
LITSZOJ,O,O,O,X,X,X,O,X
LITSOJZ,O,O,O,X,X,X,O,X
LITSOZJ,O,O,O,X,X,X,O,X
LITZJSO,O,O,O,X,O,O,X,X
LITZJOS,X,X,O,X,O,O,X,X
LITZSJO,O,O,O,X,X,X,O,X
LITZSOJ,O,O,O,X,X,X,O,X
LITZOJS,O,X,O,X,O,X,O,X
LITZOSJ,O,X,O,X,X,X,O,X
LITOJSZ,O,O,O,X,O,X,O,X
LITOJZS,O,X,O,X,O,X,O,X
LITOSJZ,O,O,O,X,X,X,O,X
LITOSZJ,O,O,O,X,X,X,O,X
LITOZJS,O,X,O,X,O,X,O,X
LITOZSJ,O,X,O,X,X,X,O,X
LIJTSZO,O,O,O,X,O,X,X,X
LIJTSOZ,O,O,O,X,O,X,X,X
LIJTZSO,O,O,O,X,O,X,X,X
LIJTZOS,X,X,O,X,O,X,X,X
LIJTOSZ,O,O,O,X,O,X,X,X
LIJTOZS,O,X,O,X,O,X,X,X
LIJSTZO,O,O,O,X,O,X,X,X
LIJSTOZ,O,O,O,X,O,X,X,X
LIJSZTO,O,O,O,X,X,X,X,X
LIJSZOT,O,O,X,X,O,X,X,X
LIJSOTZ,O,X,X,O,O,X,X,X
LIJSOZT,O,O,X,O,O,X,X,X
LIJZTSO,X,O,X,X,O,O,X,X
LIJZTOS,X,X,X,X,O,O,X,X
LIJZSTO,O,O,O,X,X,X,X,X
LIJZSOT,O,O,X,X,O,X,X,X
LIJZOTS,X,X,X,X,O,O,X,X
LIJZOST,X,X,X,O,O,X,X,X
LIJOTSZ,O,O,O,X,O,X,X,X
LIJOTZS,O,X,O,X,O,X,X,X
LIJOSTZ,O,X,X,O,O,X,X,X
LIJOSZT,O,O,X,O,O,X,X,X
LIJOZTS,O,X,X,X,O,O,X,X
LIJOZST,O,X,X,O,O,X,X,X
LISTJZO,O,O,O,X,X,X,O,X
LISTJOZ,O,O,O,X,X,X,O,X
LISTZJO,O,O,O,X,X,X,O,X
LISTZOJ,O,O,O,X,X,X,O,X
LISTOJZ,O,O,O,X,X,X,O,X
LISTOZJ,O,O,O,X,X,X,O,X
LISJTZO,O,O,O,X,O,X,O,X
LISJTOZ,O,O,O,X,O,X,O,X
LISJZTO,O,O,O,X,X,X,O,X
LISJZOT,O,O,X,X,O,X,O,X
LISJOTZ,O,X,X,O,O,X,X,X
LISJOZT,O,O,X,O,O,X,X,X
LISZTJO,O,O,O,X,X,X,O,X
LISZTOJ,O,O,O,X,X,X,O,X
LISZJTO,O,O,O,X,X,X,O,X
LISZJOT,O,O,X,X,X,X,O,X
LISZOTJ,O,X,O,X,X,X,O,O
LISZOJT,O,O,X,X,X,X,O,O
LISOTJZ,O,X,O,O,X,X,O,X
LISOTZJ,O,X,O,O,X,X,O,X
LISOJTZ,O,X,X,O,O,X,O,X
LISOJZT,O,O,X,O,O,X,O,X
LISOZTJ,O,X,O,O,X,X,O,O
LISOZJT,O,O,X,O,X,X,O,O
LIZTJSO,X,O,O,X,X,O,X,X
LIZTJOS,X,X,O,X,X,O,X,X
LIZTSJO,X,O,O,X,X,X,O,X
LIZTSOJ,X,O,O,X,X,X,O,X
LIZTOJS,X,X,O,X,X,X,X,X
LIZTOSJ,X,X,O,X,X,X,O,X
LIZJTSO,X,O,X,X,O,O,X,X
LIZJTOS,X,X,X,X,O,O,X,X
LIZJSTO,O,O,O,X,X,X,X,X
LIZJSOT,O,O,X,X,O,X,X,X
LIZJOTS,X,X,X,X,O,O,X,X
LIZJOST,X,X,X,O,O,X,X,X
LIZSTJO,O,O,O,X,X,X,X,X
LIZSTOJ,O,O,O,X,X,X,X,X
