sequence,v115@zgB8FeE8EeD8GeD8FeD8DeC8Je07IvhFxcBCiBllBe?sBznBXrB,v115@zgB8FeE8EeD8GeD8FeD8DeC8Jex7IvhFUhBFiB6qBz?nBXnB2wB,v115@zgB8FeE8EeD8GeD8FeD8DeC8Jex7IvhFTdBllBcrBm?nBXsBCrB,v115@zgB8FeE8EeD8GeD8FeD8DeC8Je07IvhFxcBGiBllBy?sBXrBzrB,v115@zgB8FeE8EeD8GeD8FeD8DeC8Jel7IvhFGdB/mBanB0?lBznBRwB,v115@zgB8FeE8EeD8GeD8FeD8DeC8Jex7IvhFTdBFhB6qBc?rBmnBXsB,v115@zgB8FeE8EeD8GeD8FeD8DeC8Jel7IvhFzcBqiB/mB0?lB2sBRwB,v115@zgB8FeE8EeD8GeD8FeD8DeC8Je07IvhFxcBXiBllBz?nBmrBSwB,v115@zgB8FeE8EeD8GeD8FeD8DeC8JeX8IvhFFiBxlBznB0?lBOsBSwB,v115@zgB8FeE8EeD8GeD8FeD8DeC8Jel7IvhFThBZnBfoB0?lBGnBSwB,v115@zgB8FeE8EeD8GeD8FeD8DeC8JeX8IvhFTdBllBmnBx?rBqrB0qB,v115@zgB8FeE8EeD8GeD8FeD8DeC8Je07IvhFSiBllB3mBz?nBmmBRwB,v115@zgB8FeE8EeD8GeD8FeD8DeC8JeG9IvhFZnBllBcrBz?nB6qB/rB,v115@zgB8FeE8EeD8GeD8FeD8DeC8Jex7IvhFOnBllBcrBz?nBCrBXsB,v115@zgB8FeE8EeD8GeD8FeD8DeC8JeT8IvhFOiBfoBxlBU?rBFsB6qB,v115@zgB8FeE8EeD8GeD8FeD8DeC8Je0BJvhFfoBllBxrB6?qBOsBTrB,v115@zgB8FeE8EeD8GeD8FeD8DeC8Jex7IvhFllBcrBmnBT?nBCrBXsB,v115@zgB8FeE8EeD8GeD8FeD8DeC8Jex8IvhFXiBllBznB0?mB2wB6qB,v115@zgB8FeE8EeD8GeD8FeD8DeC8Jex7IvhFfoBllBUnBT?rBOsBCrB,v115@zgB8FeE8EeD8GeD8FeD8DeC8Jex8IvhF1lB0hBznBX?nB6qB2wB,v115@zgB8FeE8EeD8GeD8FeD8DeC8Je07IvhFxcBOnBllBz?nBXrBqrB
STJZOIL,O,X,O,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X
STJZOLI,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STJOILZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
STJOIZL,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
STJOLIZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STJOLZI,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
STJOZIL,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X
STJOZLI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
STZILJO,O,X,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
STZILOJ,O,X,X,O,O,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X
STZIJLO,O,X,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
STZIJOL,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
STZIOLJ,O,X,X,O,O,X,X,O,X,O,X,O,X,X,O,O,X,X,O,X,X
STZIOJL,O,X,O,X,O,O,O,O,X,O,X,O,X,X,O,O,X,X,O,X,X
STZLIJO,O,X,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
STZLIOJ,O,X,X,O,O,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X
STZLJIO,O,X,X,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STZLJOI,O,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STZLOIJ,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
STZLOJI,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
STZJILO,O,X,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
STZJIOL,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
STZJLIO,O,X,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STZJLOI,O,X,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STZJOIL,O,X,O,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X
STZJOLI,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X
STZOILJ,O,X,X,O,O,X,X,O,X,O,X,O,O,X,O,O,X,X,O,X,X
STZOIJL,O,X,O,X,O,O,O,O,X,O,X,O,O,X,O,O,X,X,O,X,X
STZOLIJ,O,X,X,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X
STZOLJI,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X
STZOJIL,O,X,X,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X
STZOJLI,O,X,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,O
STOILJZ,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STOILZJ,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STOIJLZ,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O
STOIJZL,X,X,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X
STOIZLJ,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
STOIZJL,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
STOLIJZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOLIZJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOLJIZ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
STOLJZI,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O
STOLZIJ,O,X,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STOLZJI,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STOJILZ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
STOJIZL,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X
STOJLIZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
STOJLZI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O
STOJZIL,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,O,X
STOJZLI,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,O
STOZILJ,O,X,X,O,O,X,X,O,X,O,X,O,O,X,O,O,X,X,O,O,X
STOZIJL,O,X,X,X,O,X,X,O,X,O,X,O,O,X,O,O,X,X,O,O,X
STOZLIJ,O,X,X,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,O,O,X
STOZLJI,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,O,X
STOZJIL,O,X,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,O,O,O,X
STOZJLI,O,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,O,O,O
SITLJZO,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SITLJOZ,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITLZJO,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SITLZOJ,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SITLOJZ,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SITLOZJ,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SITJLZO,O,X,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
SITJLOZ,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SITJZLO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
SITJZOL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
SITJOLZ,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SITJOZL,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SITZLJO,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
SITZLOJ,O,X,X,O,O,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X
SITZJLO,O,X,O,O,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
SITZJOL,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
SITZOLJ,O,X,X,O,O,X,X,X,X,O,X,O,X,X,O,O,X,X,O,X,X
SITZOJL,O,X,X,X,O,X,O,X,X,O,X,O,X,X,O,O,X,X,O,X,X
SITOLJZ,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SITOLZJ,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SITOJLZ,X,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O
SITOJZL,X,X,X,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
SITOZLJ,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
SITOZJL,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
SILTJZO,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTJOZ,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTZJO,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SILTZOJ,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SILTOJZ,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SILTOZJ,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SILJTZO,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SILJTOZ,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILJZTO,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILJZOT,O,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SILJOTZ,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SILJOZT,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZTJO,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZTOJ,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SILZJTO,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZJOT,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SILZOTJ,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SILZOJT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SILOTJZ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SILOTZJ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SILOJTZ,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SILOJZT,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOZTJ,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SILOZJT,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJTLZO,O,X,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
SIJTLOZ,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJTZLO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
SIJTZOL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
SIJTOLZ,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJTOZL,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIJLTZO,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIJLTOZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLZTO,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLZOT,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJLOTZ,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJLOZT,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZTLO,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIJZTOL,X,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIJZLTO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZLOT,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJZOTL,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJZOLT,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOTLZ,X,X,X,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SIJOTZL,X,X,O,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SIJOLTZ,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOLZT,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOZTL,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOZLT,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZTLJO,O,X,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
SIZTLOJ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X
SIZTJLO,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
SIZTJOL,X,X,O,X,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
SIZTOLJ,X,X,X,X,O,X,X,X,X,O,X,O,X,X,O,O,X,X,O,X,X
SIZTOJL,X,X,O,X,O,O,O,X,X,O,X,O,X,X,O,O,X,X,O,X,X
SIZLTJO,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLTOJ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZLJTO,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLJOT,O,X,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZLOTJ,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIZLOJT,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZJTLO,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIZJTOL,X,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIZJLTO,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJLOT,O,X,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZJOTL,X,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZJOLT,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOTLJ,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X
SIZOTJL,X,X,X,X,O,X,O,X,O,O,X,O,X,X,X,X,X,X,O,X,X
SIZOLTJ,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SIZOLJT,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZOJTL,X,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZOJLT,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOTLJZ,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SIOTLZJ,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SIOTJLZ,X,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O
SIOTJZL,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SIOTZLJ,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
SIOTZJL,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
SIOLTJZ,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SIOLTZJ,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SIOLJTZ,X,X,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SIOLJZT,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOLZTJ,X,O,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
SIOLZJT,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOJTLZ,X,X,X,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O
SIOJTZL,X,X,O,X,O,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
SIOJLTZ,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIOJLZT,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOJZTL,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOJZLT,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZTLJ,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
SIOZTJL,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
SIOZLTJ,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SIOZLJT,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOZJTL,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOZJLT,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTIJZO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLTIJOZ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTIZJO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SLTIZOJ,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SLTIOJZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTIOZJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTJIZO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLTJIOZ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTJZIO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLTJZOI,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLTJOIZ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTJOZI,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTZIJO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
SLTZIOJ,O,X,X,O,X,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X
SLTZJIO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLTZJOI,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLTZOIJ,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
SLTZOJI,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
SLTOIJZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTOIZJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTOJIZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLTOJZI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLTOZIJ,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLTOZJI,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLITJZO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLITJOZ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLITZJO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SLITZOJ,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SLITOJZ,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLITOZJ,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLIJTZO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLIJTOZ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIJZTO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIJZOT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLIJOTZ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLIJOZT,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIZTJO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIZTOJ,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLIZJTO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIZJOT,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLIZOTJ,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLIZOJT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLIOTJZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLIOTZJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLIOJTZ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLIOJZT,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIOZTJ,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLIOZJT,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLJTIZO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLJTIOZ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJTZIO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLJTZOI,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLJTOIZ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJTOZI,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJITZO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLJITOZ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJIZTO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJIZOT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLJIOTZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJIOZT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJZTIO,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJZTOI,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLJZITO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJZIOT,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLJZOTI,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLJZOIT,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLJOTIZ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJOTZI,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJOITZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJOIZT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJOZTI,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJOZIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZTIJO,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLZTIOJ,O,X,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SLZTJIO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLZTJOI,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLZTOIJ,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
SLZTOJI,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
SLZITJO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZITOJ,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLZIJTO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
