sequence,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFXcBxdBFiBO?oB6rBcsB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFXcBxdBFiBO?oBSsB0rB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFxdBFhBXiBO?oBcsB6rB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhF3dBcjBFhBR?sBCsBmrB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFxdBFhBXiBO?oBSsB0rB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFCeBFhBXjBR?sB8rBmrB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFXcBcjBGiBR?sBlrBisB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFXcBCeBOoBx?mBFsB8rB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFxcBFhB8mBC?jBOoBXsB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFXcBxdBOoBl?mBcsBCsB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhF3dBFhBRnBc?oBCsBmrB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFVhB3dBcjBx?mBurBisB
LTOSZJI,O,O,X,X,O,X,X,X,O,X,X,O
LTOZIJS,O,X,X,O,X,X,X,X,X,X,O,O
LTOZISJ,O,O,X,O,X,X,X,X,X,X,O,O
LTOZJIS,O,O,X,X,X,X,X,X,X,X,X,O
LTOZJSI,O,O,O,X,O,X,X,X,X,X,X,O
LTOZSIJ,O,O,X,O,X,X,X,X,X,X,X,O
LTOZSJI,O,O,O,X,O,X,X,X,X,X,X,O
LITJSZO,X,O,X,X,O,X,O,X,X,X,X,X
LITJSOZ,O,O,X,X,O,X,O,X,X,X,X,X
LITJZSO,X,O,X,O,X,X,O,X,X,X,O,O
LITJZOS,X,O,X,O,X,X,O,X,X,X,O,O
LITJOSZ,O,O,X,X,O,X,O,X,X,X,X,X
LITJOZS,X,O,X,O,X,X,O,X,X,X,O,O
LITSJZO,X,O,X,X,O,X,O,X,X,X,X,X
LITSJOZ,O,O,X,X,O,X,O,X,X,X,X,X
LITSZJO,X,X,X,O,X,X,O,X,X,X,O,O
LITSZOJ,X,O,X,O,X,X,O,X,X,X,O,O
LITSOJZ,O,O,X,X,O,X,O,X,X,X,X,X
LITSOZJ,X,O,X,O,X,X,O,X,X,X,O,O
LITZJSO,X,X,X,O,X,X,O,X,X,X,O,O
LITZJOS,X,X,X,O,X,X,O,X,X,X,O,O
LITZSJO,X,X,X,O,X,O,O,X,X,X,O,O
LITZSOJ,X,O,X,O,X,O,O,X,X,X,O,O
LITZOJS,X,X,X,O,X,X,O,X,X,X,O,O
LITZOSJ,X,O,X,O,X,O,O,X,X,X,O,O
LITOJSZ,O,O,X,X,O,X,O,X,X,X,X,X
LITOJZS,X,O,X,O,X,X,O,X,X,X,O,O
LITOSJZ,O,O,X,X,O,X,O,X,X,X,X,X
LITOSZJ,X,O,X,O,X,X,O,X,X,X,O,O
LITOZJS,X,X,X,O,X,X,O,X,X,X,O,O
LITOZSJ,X,O,X,O,X,O,O,X,X,X,O,O
LIJTSZO,X,O,X,X,O,X,X,O,X,X,X,X
LIJTSOZ,O,O,X,X,O,X,X,O,X,X,X,X
LIJTZSO,X,O,X,O,X,X,X,O,X,X,O,O
LIJTZOS,X,O,X,O,X,X,X,O,X,X,O,O
LIJTOSZ,O,O,X,X,O,X,X,O,X,X,X,X
LIJTOZS,X,O,X,O,X,X,X,O,X,X,O,O
LIJSTZO,X,O,X,X,O,X,X,O,X,X,X,X
LIJSTOZ,O,O,X,X,O,X,X,O,X,X,X,X
LIJSZTO,O,O,X,X,O,X,X,X,X,X,X,X
LIJSZOT,O,O,X,X,O,X,X,X,X,X,X,X
LIJSOTZ,O,O,X,X,O,X,X,O,X,X,X,X
LIJSOZT,O,O,X,X,O,X,X,X,X,X,X,X
LIJZTSO,O,O,X,O,X,X,X,O,X,X,X,O
LIJZTOS,O,O,X,O,X,X,X,O,X,X,X,O
LIJZSTO,O,O,X,O,O,X,X,X,X,X,X,O
LIJZSOT,O,O,X,O,O,X,X,X,X,X,X,O
LIJZOTS,O,O,X,O,X,X,X,O,X,X,X,O
LIJZOST,O,O,X,O,O,X,X,X,X,X,X,O
LIJOTSZ,O,O,X,X,O,X,X,O,X,X,X,X
LIJOTZS,X,O,X,O,X,X,X,O,X,X,O,O
LIJOSTZ,O,O,X,X,O,X,X,O,X,X,X,X
LIJOSZT,O,O,X,X,O,X,X,X,X,X,X,X
LIJOZTS,O,O,X,O,X,X,X,O,X,X,X,O
LIJOZST,O,O,X,O,O,X,X,X,X,X,X,O
LISTJZO,X,O,X,X,O,X,O,X,X,X,X,X
LISTJOZ,O,O,X,X,O,X,O,X,X,X,X,X
LISTZJO,X,X,X,O,X,O,O,X,X,X,O,O
LISTZOJ,X,O,X,O,X,O,O,X,X,X,O,O
LISTOJZ,O,O,X,X,O,X,O,X,X,X,X,X
LISTOZJ,X,O,X,O,X,O,O,X,X,X,O,O
LISJTZO,X,O,X,X,O,X,X,X,X,X,X,X
LISJTOZ,O,O,X,X,O,X,X,X,X,X,X,X
LISJZTO,O,O,X,X,O,O,X,X,X,X,X,X
LISJZOT,O,O,X,X,O,O,X,X,X,X,X,X
LISJOTZ,O,O,X,X,O,X,X,X,X,X,X,X
LISJOZT,O,O,X,X,O,O,X,X,X,X,X,X
LISZTJO,O,X,X,O,X,O,O,X,O,X,X,O
LISZTOJ,O,X,X,O,X,O,O,X,O,X,X,O
LISZJTO,O,X,X,O,X,O,X,X,X,X,X,O
LISZJOT,O,X,X,O,X,O,X,X,X,X,X,O
LISZOTJ,O,X,X,O,X,O,O,X,O,X,X,O
LISZOJT,O,X,X,O,X,O,X,X,X,X,X,O
LISOTJZ,O,O,X,X,O,X,O,X,X,X,X,X
LISOTZJ,X,O,X,O,X,O,O,X,X,X,O,O
LISOJTZ,O,O,X,X,O,X,X,X,X,X,X,X
LISOJZT,O,O,X,X,O,O,X,X,X,X,X,X
LISOZTJ,O,X,X,O,X,O,O,X,O,X,X,O
LISOZJT,O,X,X,O,X,O,X,X,X,X,X,O
LIZTJSO,O,X,X,O,X,X,O,X,X,X,O,O
LIZTJOS,O,X,X,O,X,X,O,X,X,X,O,O
LIZTSJO,O,X,X,O,X,O,O,X,X,X,O,O
LIZTSOJ,O,X,X,O,X,O,O,X,X,X,O,O
LIZTOJS,O,X,X,O,X,X,O,X,X,X,O,O
LIZTOSJ,O,X,X,O,X,O,O,X,X,X,O,O
LIZJTSO,O,X,X,O,X,X,X,X,X,X,X,O
LIZJTOS,O,X,X,O,X,X,X,X,X,X,X,O
LIZJSTO,O,X,X,O,X,X,X,X,X,X,X,O
LIZJSOT,O,X,X,O,X,X,X,X,X,X,X,O
LIZJOTS,O,X,X,O,X,X,X,X,X,X,X,O
LIZJOST,O,X,X,O,X,X,X,X,X,X,X,O
LIZSTJO,O,X,X,O,X,O,O,X,X,X,X,O
LIZSTOJ,O,X,X,O,X,O,O,X,X,X,X,O
LIZSJTO,O,X,X,O,X,O,X,X,X,X,X,O
LIZSJOT,O,X,X,O,X,O,X,X,X,X,X,O
LIZSOTJ,O,X,X,O,X,O,O,X,X,X,X,O
LIZSOJT,O,X,X,O,X,O,X,X,X,X,X,O
LIZOTJS,O,X,X,O,X,X,O,X,X,X,O,O
LIZOTSJ,O,X,X,O,X,O,O,X,X,X,O,O
LIZOJTS,O,X,X,O,X,X,X,X,X,X,X,O
LIZOJST,O,X,X,O,X,X,X,X,X,X,X,O
LIZOSTJ,O,X,X,O,X,O,O,X,X,X,X,O
LIZOSJT,O,X,X,O,X,O,X,X,X,X,X,O
LIOTJSZ,O,O,X,X,O,X,O,X,X,X,X,X
LIOTJZS,X,O,X,O,X,X,O,X,X,X,O,O
LIOTSJZ,O,O,X,X,O,X,O,X,X,X,X,X
LIOTSZJ,X,O,X,O,X,X,O,X,X,X,O,O
LIOTZJS,X,X,X,O,X,X,O,X,X,X,O,O
LIOTZSJ,X,O,X,O,X,O,O,X,X,X,O,O
LIOJTSZ,O,O,X,X,O,X,X,O,X,X,X,X
LIOJTZS,X,O,X,O,X,X,X,O,X,X,O,O
LIOJSTZ,O,O,X,X,O,X,X,O,X,X,X,X
LIOJSZT,O,O,X,X,O,X,X,X,X,X,X,X
LIOJZTS,O,O,X,O,X,X,X,O,X,X,X,O
LIOJZST,O,O,X,O,O,X,X,X,X,X,X,O
LIOSTJZ,O,O,X,X,O,X,O,X,X,X,X,X
LIOSTZJ,X,O,X,O,X,O,O,X,X,X,O,O
LIOSJTZ,O,O,X,X,O,X,X,X,X,X,X,X
LIOSJZT,O,O,X,X,O,O,X,X,X,X,X,X
LIOSZTJ,O,X,X,O,X,O,O,X,O,X,X,O
LIOSZJT,O,X,X,O,X,O,X,X,X,X,X,O
LIOZTJS,O,X,X,O,X,X,O,X,X,X,O,O
LIOZTSJ,O,X,X,O,X,O,O,X,X,X,O,O
LIOZJTS,O,X,X,O,X,X,X,X,X,X,X,O
LIOZJST,O,X,X,O,X,X,X,X,X,X,X,O
LIOZSTJ,O,X,X,O,X,O,O,X,X,X,X,O
LIOZSJT,O,X,X,O,X,O,X,X,X,X,X,O
LJTISZO,X,O,X,X,O,X,X,O,X,X,X,X
LJTISOZ,O,O,X,X,O,X,X,O,X,X,X,X
LJTIZSO,X,O,X,X,X,X,X,O,X,X,O,O
LJTIZOS,X,O,X,X,X,X,X,O,X,X,O,O
LJTIOSZ,O,O,X,X,O,X,X,O,X,X,X,X
LJTIOZS,X,O,X,X,X,X,X,O,X,X,O,O
LJTSIZO,X,O,X,X,O,X,X,O,X,X,X,X
LJTSIOZ,O,O,X,X,O,X,X,O,X,X,X,X
LJTSZIO,O,O,X,X,O,X,X,X,X,X,X,X
LJTSZOI,O,O,X,X,O,X,X,X,X,X,X,X
LJTSOIZ,O,O,X,X,O,X,X,O,X,X,X,X
LJTSOZI,O,O,X,X,O,X,X,X,X,X,X,X
LJTZISO,O,O,X,X,X,X,X,O,X,X,X,O
LJTZIOS,O,O,X,X,X,X,X,O,X,X,X,O
LJTZSIO,O,O,O,X,O,X,X,X,X,X,X,X
LJTZSOI,O,O,O,X,O,X,X,X,X,X,X,O
LJTZOIS,O,O,X,X,X,X,X,O,X,X,X,O
LJTZOSI,O,O,O,X,O,X,X,X,X,X,X,O
LJTOISZ,O,O,X,X,O,X,X,O,X,X,X,X
LJTOIZS,X,O,X,X,X,X,X,O,X,X,O,O
LJTOSIZ,O,O,X,X,O,X,X,O,X,X,X,X
LJTOSZI,O,O,X,X,O,X,X,X,X,X,X,X
LJTOZIS,O,O,X,X,X,X,X,O,X,X,X,O
LJTOZSI,O,O,O,X,O,X,X,X,X,X,X,O
LJITSZO,X,O,X,X,O,X,X,O,X,X,X,X
LJITSOZ,O,O,X,X,O,X,X,O,X,X,X,X
LJITZSO,X,O,X,X,X,X,X,O,X,X,O,O
LJITZOS,X,O,X,X,X,X,X,O,X,X,O,O
LJITOSZ,O,O,X,X,O,X,X,O,X,X,X,X
LJITOZS,X,O,X,X,X,X,X,O,X,X,O,O
LJISTZO,X,O,X,X,O,X,X,O,X,X,X,X
LJISTOZ,O,O,X,X,O,X,X,O,X,X,X,X
LJISZTO,O,O,X,X,O,X,X,X,X,X,X,X
LJISZOT,O,O,X,X,O,X,X,X,X,X,X,X
LJISOTZ,O,O,X,X,O,X,X,O,X,X,X,X
LJISOZT,O,O,X,X,O,X,X,X,X,O,X,X
LJIZTSO,O,O,X,X,X,X,X,O,X,O,X,O
LJIZTOS,O,O,X,X,X,X,X,O,X,O,X,O
LJIZSTO,O,O,O,X,O,X,X,X,X,X,X,O
LJIZSOT,O,O,O,X,O,X,X,X,X,O,X,O
LJIZOTS,O,O,X,X,X,X,X,O,X,O,X,O
LJIZOST,O,O,O,X,O,X,X,X,X,O,X,O
LJIOTSZ,O,O,X,X,O,X,X,O,X,X,X,X
LJIOTZS,X,O,X,X,X,X,X,O,X,X,O,O
LJIOSTZ,O,O,X,X,O,X,X,O,X,X,X,X
LJIOSZT,O,O,X,X,O,X,X,X,X,O,X,X
LJIOZTS,O,O,X,X,X,X,X,O,X,O,X,O
LJIOZST,O,O,O,X,O,X,X,X,X,O,X,O
LJSTIZO,X,O,X,X,O,X,X,O,X,X,X,X
LJSTIOZ,O,O,X,X,O,X,X,O,X,X,X,X
LJSTZIO,O,O,X,X,O,X,X,X,X,X,X,X
LJSTZOI,O,O,X,X,O,X,X,X,X,X,X,X
LJSTOIZ,O,O,X,X,O,X,X,O,X,X,X,X
LJSTOZI,O,O,X,X,O,X,X,X,X,X,X,X
LJSITZO,X,O,X,X,O,X,X,O,X,X,X,X
LJSITOZ,O,O,X,X,O,X,X,O,X,X,X,X
LJSIZTO,O,O,X,X,O,X,X,X,X,X,X,X
LJSIZOT,O,O,X,X,O,X,X,X,X,X,X,X
LJSIOTZ,O,O,X,X,O,X,X,O,X,X,X,X
LJSIOZT,O,O,X,X,O,X,X,X,X,O,X,X
LJSZTIO,O,O,X,X,O,X,X,X,O,X,X,X
LJSZTOI,O,O,X,X,O,X,X,X,O,X,X,X
LJSZITO,O,O,X,X,O,X,X,X,X,X,X,X
LJSZIOT,O,O,X,X,O,X,X,X,X,O,X,X
LJSZOTI,O,O,X,X,O,X,X,X,O,X,X,X
LJSZOIT,O,O,X,X,O,X,X,X,X,O,X,X
LJSOTIZ,O,O,X,X,O,X,X,O,X,X,X,X
LJSOTZI,O,O,X,X,O,X,X,X,X,X,X,X
LJSOITZ,O,O,X,X,O,X,X,O,X,X,X,X
LJSOIZT,O,O,X,X,O,X,X,X,X,O,X,X
LJSOZTI,O,O,X,X,O,X,X,X,O,X,X,X
LJSOZIT,O,O,X,X,O,X,X,X,X,O,X,X
LJZTISO,O,O,X,X,X,X,X,O,X,O,X,O
LJZTIOS,O,O,X,X,X,X,X,O,X,O,X,O
LJZTSIO,O,O,O,X,O,X,X,X,X,O,X,X
LJZTSOI,O,O,O,X,O,X,X,X,X,O,X,O
LJZTOIS,O,O,X,X,X,X,X,O,X,O,X,O
LJZTOSI,O,O,O,X,O,X,X,X,X,O,X,O
LJZITSO,O,O,X,X,X,X,X,O,X,O,X,O
LJZITOS,O,O,X,X,X,X,X,O,X,O,X,O
LJZISTO,O,O,O,X,O,X,X,X,X,X,X,O
LJZISOT,O,O,O,X,O,X,X,X,X,O,X,O
LJZIOTS,O,O,X,X,X,X,X,O,X,O,X,O
LJZIOST,O,O,O,X,O,X,X,X,X,O,X,O
LJZSTIO,O,O,O,X,O,X,X,X,X,X,X,X
LJZSTOI,O,O,O,X,O,X,X,X,X,X,X,O
LJZSITO,O,O,O,X,O,X,X,X,X,X,X,O
LJZSIOT,O,O,O,X,O,X,X,X,X,O,X,O
LJZSOTI,O,O,O,X,O,X,X,X,X,X,X,O
LJZSOIT,O,O,O,X,O,X,X,X,X,O,X,O
LJZOTIS,O,O,X,X,X,X,X,O,X,O,X,O
LJZOTSI,O,O,O,X,O,X,X,X,X,O,X,O
LJZOITS,O,O,X,X,X,X,X,O,X,O,X,O
LJZOIST,O,O,O,X,O,X,X,X,X,O,X,O
LJZOSTI,O,O,O,X,O,X,X,X,X,X,X,O
LJZOSIT,O,O,O,X,O,X,X,X,X,O,X,O
LJOTISZ,O,O,X,X,O,X,X,O,X,X,X,X
LJOTIZS,X,O,X,X,X,X,X,O,X,X,O,O
LJOTSIZ,O,O,X,X,O,X,X,O,X,X,X,X
LJOTSZI,O,O,X,X,O,X,X,X,X,X,X,X
LJOTZIS,O,O,X,X,X,X,X,O,X,X,X,O
LJOTZSI,O,O,O,X,O,X,X,X,X,X,X,O
LJOITSZ,O,O,X,X,O,X,X,O,X,X,X,X
LJOITZS,X,O,X,X,X,X,X,O,X,X,O,O
LJOISTZ,O,O,X,X,O,X,X,O,X,X,X,X
LJOISZT,O,O,X,X,O,X,X,X,X,O,X,X
LJOIZTS,O,O,X,X,X,X,X,O,X,O,X,O
LJOIZST,O,O,O,X,O,X,X,X,X,O,X,O
LJOSTIZ,O,O,X,X,O,X,X,O,X,X,X,X
LJOSTZI,O,O,X,X,O,X,X,X,X,X,X,X
LJOSITZ,O,O,X,X,O,X,X,O,X,X,X,X
LJOSIZT,O,O,X,X,O,X,X,X,X,O,X,X
LJOSZTI,O,O,X,X,O,X,X,X,O,X,X,X
LJOSZIT,O,O,X,X,O,X,X,X,X,O,X,X
LJOZTIS,O,O,X,X,X,X,X,O,X,O,X,O
LJOZTSI,O,O,O,X,O,X,X,X,X,O,X,O
LJOZITS,O,O,X,X,X,X,X,O,X,O,X,O
LJOZIST,O,O,O,X,O,X,X,X,X,O,X,O
LJOZSTI,O,O,O,X,O,X,X,X,X,X,X,O
LJOZSIT,O,O,O,X,O,X,X,X,X,O,X,O
LSTIJZO,X,O,X,X,O,X,X,X,X,X,X,X
LSTIJOZ,O,O,X,X,O,X,X,X,X,X,X,X
LSTIZJO,X,X,X,X,X,O,X,X,X,X,O,O
LSTIZOJ,X,O,X,X,X,O,X,X,X,X,O,O
LSTIOJZ,O,O,X,X,O,X,X,X,X,X,X,X
LSTIOZJ,X,O,X,X,X,O,X,X,X,X,O,O
LSTJIZO,X,O,X,X,O,X,X,X,X,X,X,X
LSTJIOZ,O,O,X,X,O,X,X,X,X,X,X,X
LSTJZIO,O,O,X,X,O,X,X,X,X,X,X,X
LSTJZOI,O,O,X,X,O,X,X,X,X,X,X,X
LSTJOIZ,O,O,X,X,O,X,X,X,X,X,X,X
LSTJOZI,O,O,X,X,O,X,X,X,X,X,X,X
LSTZIJO,O,X,X,X,X,X,X,X,O,X,X,O
LSTZIOJ,O,O,X,X,X,X,X,X,O,X,X,O
LSTZJIO,O,O,X,X,O,X,X,X,O,X,X,X
LSTZJOI,O,O,X,X,O,X,X,X,O,X,X,O
LSTZOIJ,O,O,X,X,X,X,X,X,O,X,X,O
LSTZOJI,O,O,X,X,O,X,X,X,O,X,X,O
LSTOIJZ,O,O,X,X,O,X,X,X,X,X,X,X
LSTOIZJ,X,O,X,X,X,O,X,X,X,X,O,O
LSTOJIZ,O,O,X,X,O,X,X,X,X,X,X,X
LSTOJZI,O,O,X,X,O,X,X,X,X,X,X,X
LSTOZIJ,O,O,X,X,X,X,X,X,O,X,X,O
LSTOZJI,O,O,X,X,O,X,X,X,O,X,X,O
LSITJZO,X,O,X,X,O,X,O,X,X,X,X,X
LSITJOZ,O,O,X,X,O,X,O,X,X,X,X,X
LSITZJO,X,X,X,X,X,O,O,X,X,X,O,O
LSITZOJ,X,O,X,X,X,O,O,X,X,X,O,O
LSITOJZ,O,O,X,X,O,X,O,X,X,X,X,X
LSITOZJ,X,O,X,X,X,O,O,X,X,X,O,O
LSIJTZO,X,O,X,X,O,X,X,X,X,X,X,X
LSIJTOZ,O,O,X,X,O,X,X,X,X,X,X,X
LSIJZTO,O,O,X,X,O,O,X,X,X,X,X,X
LSIJZOT,O,O,X,X,O,O,X,X,X,X,X,X
LSIJOTZ,O,O,X,X,O,X,X,X,X,X,X,X
LSIJOZT,O,O,X,X,O,O,X,X,X,X,X,X
LSIZTJO,O,X,X,X,X,O,O,X,O,X,X,O
LSIZTOJ,O,X,X,X,X,O,O,X,O,X,X,O
LSIZJTO,O,X,X,X,X,O,X,X,X,X,X,O
LSIZJOT,O,X,X,X,X,O,X,X,X,X,X,O
LSIZOTJ,O,X,X,X,X,O,O,X,O,X,X,O
LSIZOJT,O,X,X,X,X,O,X,X,X,X,X,O
LSIOTJZ,O,O,X,X,O,X,O,X,X,X,X,X
LSIOTZJ,X,O,X,X,X,O,O,X,X,X,O,O
LSIOJTZ,O,O,X,X,O,X,X,X,X,X,X,X
LSIOJZT,O,O,X,X,O,O,X,X,X,X,X,X
LSIOZTJ,O,X,X,X,X,O,O,X,O,X,X,O
LSIOZJT,O,X,X,X,X,O,X,X,X,X,X,O
LSJTIZO,X,O,X,X,O,X,X,X,X,X,X,X
LSJTIOZ,O,O,X,X,O,X,X,X,X,X,X,X
LSJTZIO,O,O,X,X,O,X,X,X,X,X,X,X
LSJTZOI,O,O,X,X,O,X,X,X,X,X,X,X
LSJTOIZ,O,O,X,X,O,X,X,X,X,X,X,X
LSJTOZI,O,O,X,X,O,X,X,X,X,X,X,X
LSJITZO,X,O,X,X,O,X,X,X,X,X,X,X
LSJITOZ,O,O,X,X,O,X,X,X,X,X,X,X
LSJIZTO,O,O,X,X,O,O,X,X,X,X,X,X
LSJIZOT,O,O,X,X,O,O,X,X,X,X,X,X
LSJIOTZ,O,O,X,X,O,X,X,X,X,X,X,X
LSJIOZT,O,O,X,X,O,O,X,X,X,O,X,X
LSJZTIO,O,O,X,X,O,X,X,X,O,X,X,X
LSJZTOI,O,O,X,X,O,X,X,X,O,X,X,X
LSJZITO,O,O,X,X,O,X,X,X,X,X,X,X
LSJZIOT,O,O,X,X,O,X,X,X,X,O,X,X
LSJZOTI,O,O,X,X,O,X,X,X,O,X,X,X
LSJZOIT,O,O,X,X,O,X,X,X,X,O,X,X
LSJOTIZ,O,O,X,X,O,X,X,X,X,X,X,X
LSJOTZI,O,O,X,X,O,X,X,X,X,X,X,X
LSJOITZ,O,O,X,X,O,X,X,X,X,X,X,X
LSJOIZT,O,O,X,X,O,O,X,X,X,O,X,X
LSJOZTI,O,O,X,X,O,X,X,X,O,X,X,X
LSJOZIT,O,O,X,X,O,X,X,X,X,O,X,X
LSZTIJO,O,X,X,X,X,X,X,X,O,X,X,O
LSZTIOJ,O,O,X,X,X,X,X,X,O,X,X,O
LSZTJIO,O,O,X,X,O,X,X,X,O,X,X,X
LSZTJOI,O,O,X,X,O,X,X,X,O,X,X,O
LSZTOIJ,O,O,X,X,X,X,X,X,O,X,X,O
LSZTOJI,O,O,X,X,O,X,X,X,O,X,X,O
LSZITJO,O,X,X,X,X,O,O,X,O,X,X,O
LSZITOJ,O,X,X,X,X,O,O,X,O,X,X,O
LSZIJTO,O,X,X,X,X,O,X,X,X,X,X,O
LSZIJOT,O,X,X,X,X,O,X,X,X,X,X,O
LSZIOTJ,O,X,X,X,X,O,O,X,O,X,X,O
LSZIOJT,O,X,X,X,X,O,X,X,X,X,X,O
LSZJTIO,O,O,X,X,O,X,X,X,O,X,X,X
LSZJTOI,O,O,X,X,O,X,X,X,O,X,X,O
LSZJITO,O,O,X,X,O,X,X,X,X,X,X,O
LSZJIOT,O,O,X,X,O,X,X,X,X,O,X,O
LSZJOTI,O,O,X,X,O,X,X,X,O,X,X,O
LSZJOIT,O,O,X,X,O,X,X,X,X,O,X,O
LSZOTIJ,O,O,X,X,X,X,X,X,O,X,X,O
LSZOTJI,O,O,X,X,O,X,X,X,O,X,X,O
LSZOITJ,O,X,X,X,X,O,O,X,O,X,X,O
LSZOIJT,O,X,X,X,X,O,X,X,X,X,X,O
LSZOJTI,O,O,X,X,O,X,X,X,O,X,X,O
LSZOJIT,O,O,X,X,O,X,X,X,X,O,X,O
LSOTIJZ,O,O,X,X,O,X,X,X,X,X,X,X
LSOTIZJ,X,O,X,X,X,O,X,X,X,X,O,O
LSOTJIZ,O,O,X,X,O,X,X,X,X,X,X,X
LSOTJZI,O,O,X,X,O,X,X,X,X,X,X,X
LSOTZIJ,O,O,X,X,X,X,X,X,O,X,X,O
LSOTZJI,O,O,X,X,O,X,X,X,O,X,X,O
LSOITJZ,O,O,X,X,O,X,O,X,X,X,X,X
LSOITZJ,X,O,X,X,X,O,O,X,X,X,O,O
LSOIJTZ,O,O,X,X,O,X,X,X,X,X,X,X
LSOIJZT,O,O,X,X,O,O,X,X,X,X,X,X
LSOIZTJ,O,X,X,X,X,O,O,X,O,X,X,O
LSOIZJT,O,X,X,X,X,O,X,X,X,X,X,O
LSOJTIZ,O,O,X,X,O,X,X,X,X,X,X,X
LSOJTZI,O,O,X,X,O,X,X,X,X,X,X,X
LSOJITZ,O,O,X,X,O,X,X,X,X,X,X,X
LSOJIZT,O,O,X,X,O,O,X,X,X,O,X,X
LSOJZTI,O,O,X,X,O,X,X,X,O,X,X,X
LSOJZIT,O,O,X,X,O,X,X,X,X,O,X,X
LSOZTIJ,O,O,X,X,X,X,X,X,O,X,X,O
LSOZTJI,O,O,X,X,O,X,X,X,O,X,X,O
LSOZITJ,O,X,X,X,X,O,O,X,O,X,X,O
LSOZIJT,O,X,X,X,X,O,X,X,X,X,X,O
LSOZJTI,O,O,X,X,O,X,X,X,O,X,X,O
LSOZJIT,O,O,X,X,O,X,X,X,X,O,X,O
LZTIJSO,O,X,X,O,X,X,X,X,X,X,O,O
LZTIJOS,O,X,X,O,X,X,X,X,X,X,O,O
LZTISJO,O,X,X,O,X,X,X,X,X,X,O,O
LZTISOJ,O,O,X,O,X,X,X,X,X,X,O,O
LZTIOJS,O,X,X,O,X,X,X,X,X,X,O,O
LZTIOSJ,O,O,X,O,X,X,X,X,X,X,O,O
LZTJISO,O,O,X,X,X,X,X,X,X,O,X,O
LZTJIOS,O,O,X,X,X,X,X,X,X,O,X,O
LZTJSIO,O,O,O,X,O,X,X,X,X,O,X,X
LZTJSOI,O,O,O,X,O,X,X,X,X,O,X,O
LZTJOIS,O,O,X,X,X,X,X,X,X,O,X,O
LZTJOSI,O,O,O,X,O,X,X,X,X,O,X,O
LZTSIJO,O,X,X,X,X,X,X,X,X,X,X,O
LZTSIOJ,O,O,X,X,X,X,X,X,X,X,X,O
LZTSJIO,O,O,O,X,O,X,X,X,X,O,X,X
LZTSJOI,O,O,O,X,O,X,X,X,X,O,X,O
LZTSOIJ,O,O,X,O,X,X,X,X,X,X,X,O
LZTSOJI,O,O,O,X,O,X,X,X,X,O,X,O
LZTOIJS,O,X,X,O,X,X,X,X,X,X,O,O
LZTOISJ,O,O,X,O,X,X,X,X,X,X,O,O
LZTOJIS,O,O,X,X,X,X,X,X,X,O,X,O
LZTOJSI,O,O,O,X,O,X,X,X,X,O,X,O
LZTOSIJ,O,O,X,O,X,X,X,X,X,X,X,O
LZTOSJI,O,O,O,X,O,X,X,X,X,O,X,O
LZITJSO,O,X,X,O,X,X,O,X,X,X,O,O
LZITJOS,O,X,X,O,X,X,O,X,X,X,O,O
LZITSJO,O,X,X,O,X,X,O,X,X,X,O,O
LZITSOJ,O,X,X,O,X,X,O,X,X,X,O,O
LZITOJS,O,X,X,O,X,X,O,X,X,X,O,O
LZITOSJ,O,X,X,O,X,X,O,X,X,X,O,O
LZIJTSO,O,X,X,O,X,X,X,X,X,X,X,O
LZIJTOS,O,X,X,O,X,X,X,X,X,X,X,O
LZIJSTO,O,X,X,O,X,X,X,X,X,X,X,O
LZIJSOT,O,X,X,O,X,X,X,X,X,X,X,O
LZIJOTS,O,X,X,O,X,X,X,X,X,X,X,O
LZIJOST,O,X,X,O,X,X,X,X,X,X,X,O
LZISTJO,O,X,X,O,X,X,O,X,X,X,X,O
LZISTOJ,O,X,X,O,X,X,O,X,X,X,X,O
LZISJTO,O,X,X,O,X,X,X,X,X,X,X,O
LZISJOT,O,X,X,O,X,X,X,X,X,X,X,O
LZISOTJ,O,X,X,O,X,X,O,X,X,X,X,O
LZISOJT,O,X,X,O,X,X,X,X,X,X,X,O
LZIOTJS,O,X,X,O,X,X,O,X,X,X,O,O
LZIOTSJ,O,X,X,O,X,X,O,X,X,X,O,O
LZIOJTS,O,X,X,O,X,X,X,X,X,X,X,O
LZIOJST,O,X,X,O,X,X,X,X,X,X,X,O
LZIOSTJ,O,X,X,O,X,X,O,X,X,X,X,O
LZIOSJT,O,X,X,O,X,X,X,X,X,X,X,O
LZJTISO,O,O,X,X,X,X,X,X,X,O,X,O
