sequence,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFXcBxdBFiBO?oB6rBcsB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFXcBxdBFiBO?oBSsB0rB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFxdBFhBXiBO?oBcsB6rB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhF3dBcjBFhBR?sBCsBmrB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFxdBFhBXiBO?oBSsB0rB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFCeBFhBXjBR?sB8rBmrB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFXcBcjBGiBR?sBlrBisB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFXcBCeBOoBx?mBFsB8rB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFxcBFhB8mBC?jBOoBXsB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFXcBxdBOoBl?mBcsBCsB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhF3dBFhBRnBc?oBCsBmrB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFVhB3dBcjBx?mBurBisB
ITLSZJO,X,X,X,O,X,X,O,X,X,X,O,O
ITLSZOJ,X,X,X,O,X,X,O,X,X,X,O,O
ITLSOJZ,X,X,X,X,O,X,O,X,X,X,X,X
ITLSOZJ,X,X,X,O,X,X,O,X,X,X,O,O
ITLZJSO,X,X,X,O,X,X,O,X,X,X,O,O
ITLZJOS,X,X,X,O,X,X,O,X,X,X,O,O
ITLZSJO,X,X,X,O,X,O,O,X,X,X,O,O
ITLZSOJ,X,X,X,O,X,O,O,X,X,X,O,O
ITLZOJS,X,X,X,O,X,X,O,X,X,X,O,O
ITLZOSJ,X,X,X,O,X,O,O,X,X,X,O,O
ITLOJSZ,X,X,X,X,O,X,O,O,X,X,X,X
ITLOJZS,X,X,X,O,X,X,O,O,X,X,O,O
ITLOSJZ,X,X,X,X,O,X,O,X,X,X,X,X
ITLOSZJ,X,X,X,O,X,X,O,X,X,X,O,O
ITLOZJS,X,X,X,O,X,X,O,X,X,X,O,O
ITLOZSJ,X,X,X,O,X,O,O,X,X,X,O,O
ITJLSZO,X,X,X,X,O,X,O,O,X,X,X,X
ITJLSOZ,X,X,X,X,O,X,O,O,X,X,X,X
ITJLZSO,X,X,X,O,X,X,O,O,X,X,X,O
ITJLZOS,X,X,X,O,X,X,O,O,X,X,X,O
ITJLOSZ,X,X,X,X,O,X,O,O,X,X,X,X
ITJLOZS,X,X,X,O,X,X,O,O,X,X,X,O
ITJSLZO,X,X,X,X,X,X,O,O,X,X,X,X
ITJSLOZ,X,X,X,X,X,X,O,O,X,X,X,X
ITJSZLO,X,X,X,X,X,X,O,O,X,X,X,X
ITJSZOL,X,X,X,X,X,X,O,O,X,X,X,X
ITJSOLZ,X,X,X,X,X,X,O,O,X,X,X,X
ITJSOZL,X,X,X,X,X,X,O,O,X,X,X,X
ITJZLSO,X,X,X,O,X,X,O,O,X,X,X,O
ITJZLOS,X,X,X,O,X,X,O,O,X,X,X,O
ITJZSLO,X,X,O,X,X,O,O,O,X,X,X,X
ITJZSOL,X,X,O,O,X,O,O,O,X,X,X,O
ITJZOLS,X,X,X,O,X,X,O,O,X,X,X,O
ITJZOSL,X,X,O,O,X,O,O,O,X,X,X,O
ITJOLSZ,X,X,X,X,O,X,O,O,X,X,X,X
ITJOLZS,X,X,X,O,X,X,O,O,X,X,X,O
ITJOSLZ,X,X,X,X,X,X,O,O,X,X,X,X
ITJOSZL,X,X,X,X,X,X,O,O,X,X,X,X
ITJOZLS,X,X,X,O,X,X,O,O,X,X,X,O
ITJOZSL,X,X,O,O,X,O,O,O,X,X,X,O
ITSLJZO,X,X,X,X,X,X,O,X,X,X,X,X
ITSLJOZ,X,X,X,X,X,X,O,X,X,X,X,X
ITSLZJO,X,X,X,O,X,O,O,X,X,X,X,O
ITSLZOJ,X,X,X,O,X,O,O,X,X,X,X,O
ITSLOJZ,X,X,X,X,X,X,O,X,X,X,X,X
ITSLOZJ,X,X,X,O,X,O,O,X,X,X,X,O
ITSJLZO,X,X,X,X,X,X,O,O,X,X,X,X
ITSJLOZ,X,X,X,X,X,X,O,O,X,X,X,X
ITSJZLO,X,X,X,X,X,X,O,O,X,X,X,X
ITSJZOL,X,X,X,X,X,X,O,O,X,X,X,X
ITSJOLZ,X,X,X,X,X,X,O,O,X,X,X,X
ITSJOZL,X,X,X,X,X,X,O,O,X,X,X,X
ITSZLJO,X,X,X,O,X,O,O,X,X,X,X,O
ITSZLOJ,X,X,X,O,X,O,O,X,X,X,X,O
ITSZJLO,X,X,X,X,X,O,O,X,X,X,X,X
ITSZJOL,X,X,X,O,X,O,O,X,X,X,X,O
ITSZOLJ,X,X,X,O,X,O,O,X,X,X,X,O
ITSZOJL,X,X,X,O,X,O,O,X,X,X,X,O
ITSOLJZ,X,X,X,X,X,X,O,X,X,X,X,X
ITSOLZJ,X,X,X,O,X,O,O,X,X,X,X,O
ITSOJLZ,X,X,X,X,X,X,O,O,X,X,X,X
ITSOJZL,X,X,X,X,X,X,O,O,X,X,X,X
ITSOZLJ,X,X,X,O,X,O,O,X,X,X,X,O
ITSOZJL,X,X,X,O,X,O,O,X,X,X,X,O
ITZLJSO,X,X,X,O,X,X,O,X,X,X,X,O
ITZLJOS,X,X,X,O,X,X,O,X,X,X,X,O
ITZLSJO,X,X,X,O,X,O,O,X,X,X,X,O
ITZLSOJ,X,X,X,O,X,O,O,X,X,X,X,O
ITZLOJS,X,X,X,O,X,X,O,X,X,X,X,O
ITZLOSJ,X,X,X,O,X,O,O,X,X,X,X,O
ITZJLSO,X,X,X,O,X,X,O,O,X,X,X,O
ITZJLOS,X,X,X,O,X,X,O,O,X,X,X,O
ITZJSLO,X,X,O,X,X,O,O,O,X,X,X,X
ITZJSOL,X,X,O,O,X,O,O,O,X,X,X,O
ITZJOLS,X,X,X,O,X,X,O,O,X,X,X,O
ITZJOSL,X,X,O,O,X,O,O,O,X,X,X,O
ITZSLJO,X,X,X,O,X,O,O,X,X,X,X,O
ITZSLOJ,X,X,X,O,X,O,O,X,X,X,X,O
ITZSJLO,X,X,O,X,X,O,O,X,X,X,X,X
ITZSJOL,X,X,O,O,X,O,O,X,X,X,X,O
ITZSOLJ,X,X,X,O,X,O,O,X,X,X,X,O
ITZSOJL,X,X,O,O,X,O,O,X,X,X,X,O
ITZOLJS,X,X,X,O,X,X,O,X,X,X,X,O
ITZOLSJ,X,X,X,O,X,O,O,X,X,X,X,O
ITZOJLS,X,X,X,O,X,X,O,O,X,X,X,O
ITZOJSL,X,X,O,O,X,O,O,O,X,X,X,O
ITZOSLJ,X,X,X,O,X,O,O,X,X,X,X,O
ITZOSJL,X,X,O,O,X,O,O,X,X,X,X,O
ITOLJSZ,X,X,X,X,O,X,O,O,X,X,X,X
ITOLJZS,X,X,X,O,X,X,O,O,X,X,O,O
ITOLSJZ,X,X,X,X,O,X,O,X,X,X,X,X
ITOLSZJ,X,X,X,O,X,X,O,X,X,X,O,O
ITOLZJS,X,X,X,O,X,X,O,X,X,X,O,O
ITOLZSJ,X,X,X,O,X,O,O,X,X,X,O,O
ITOJLSZ,X,X,X,X,O,X,O,O,X,X,X,X
ITOJLZS,X,X,X,O,X,X,O,O,X,X,X,O
ITOJSLZ,X,X,X,X,X,X,O,O,X,X,X,X
ITOJSZL,X,X,X,X,X,X,O,O,X,X,X,X
ITOJZLS,X,X,X,O,X,X,O,O,X,X,X,O
ITOJZSL,X,X,O,O,X,O,O,O,X,X,X,O
ITOSLJZ,X,X,X,X,X,X,O,X,X,X,X,X
ITOSLZJ,X,X,X,O,X,O,O,X,X,X,X,O
ITOSJLZ,X,X,X,X,X,X,O,O,X,X,X,X
ITOSJZL,X,X,X,X,X,X,O,O,X,X,X,X
ITOSZLJ,X,X,X,O,X,O,O,X,X,X,X,O
ITOSZJL,X,X,X,O,X,O,O,X,X,X,X,O
ITOZLJS,X,X,X,O,X,X,O,X,X,X,X,O
ITOZLSJ,X,X,X,O,X,O,O,X,X,X,X,O
ITOZJLS,X,X,X,O,X,X,O,O,X,X,X,O
ITOZJSL,X,X,O,O,X,O,O,O,X,X,X,O
ITOZSLJ,X,X,X,O,X,O,O,X,X,X,X,O
ITOZSJL,X,X,O,O,X,O,O,X,X,X,X,O
ILTJSZO,X,O,X,X,O,X,O,X,X,X,X,X
ILTJSOZ,O,O,X,X,O,X,O,X,X,X,X,X
ILTJZSO,X,O,X,O,X,X,O,X,X,X,O,O
ILTJZOS,X,O,X,O,X,X,O,X,X,X,O,O
ILTJOSZ,O,O,X,X,O,X,O,X,X,X,X,X
ILTJOZS,X,O,X,O,X,X,O,X,X,X,O,O
ILTSJZO,X,O,X,X,O,X,O,X,X,X,X,X
ILTSJOZ,O,O,X,X,O,X,O,X,X,X,X,X
ILTSZJO,X,X,X,O,X,X,O,X,X,X,O,O
ILTSZOJ,X,O,X,O,X,X,O,X,X,X,O,O
ILTSOJZ,O,O,X,X,O,X,O,X,X,X,X,X
ILTSOZJ,X,O,X,O,X,X,O,X,X,X,O,O
ILTZJSO,X,X,X,O,X,X,O,X,X,X,O,O
ILTZJOS,X,X,X,O,X,X,O,X,X,X,O,O
ILTZSJO,X,X,X,O,X,O,O,X,X,X,O,O
ILTZSOJ,X,O,X,O,X,O,O,X,X,X,O,O
ILTZOJS,X,X,X,O,X,X,O,X,X,X,O,O
ILTZOSJ,X,O,X,O,X,O,O,X,X,X,O,O
ILTOJSZ,O,O,X,X,O,X,O,X,X,X,X,X
ILTOJZS,X,O,X,O,X,X,O,X,X,X,O,O
ILTOSJZ,O,O,X,X,O,X,O,X,X,X,X,X
ILTOSZJ,X,O,X,O,X,X,O,X,X,X,O,O
ILTOZJS,X,X,X,O,X,X,O,X,X,X,O,O
ILTOZSJ,X,O,X,O,X,O,O,X,X,X,O,O
ILJTSZO,X,O,X,X,O,X,X,O,X,X,X,X
ILJTSOZ,O,O,X,X,O,X,X,O,X,X,X,X
ILJTZSO,X,O,X,O,X,X,X,O,X,X,O,O
ILJTZOS,X,O,X,O,X,X,X,O,X,X,O,O
ILJTOSZ,O,O,X,X,O,X,X,O,X,X,X,X
ILJTOZS,X,O,X,O,X,X,X,O,X,X,O,O
ILJSTZO,X,O,X,X,O,X,X,O,X,X,X,X
ILJSTOZ,O,O,X,X,O,X,X,O,X,X,X,X
ILJSZTO,O,O,X,X,O,X,X,X,X,X,X,X
ILJSZOT,O,O,X,X,O,X,X,X,X,X,X,X
ILJSOTZ,O,O,X,X,O,X,X,O,X,X,X,X
ILJSOZT,O,O,X,X,O,X,X,X,X,X,X,X
ILJZTSO,O,O,X,O,X,X,X,O,X,X,X,O
ILJZTOS,O,O,X,O,X,X,X,O,X,X,X,O
ILJZSTO,O,O,X,O,O,X,X,X,X,X,X,O
ILJZSOT,O,O,X,O,O,X,X,X,X,X,X,O
ILJZOTS,O,O,X,O,X,X,X,O,X,X,X,O
ILJZOST,O,O,X,O,O,X,X,X,X,X,X,O
ILJOTSZ,O,O,X,X,O,X,X,O,X,X,X,X
ILJOTZS,X,O,X,O,X,X,X,O,X,X,O,O
ILJOSTZ,O,O,X,X,O,X,X,O,X,X,X,X
ILJOSZT,O,O,X,X,O,X,X,X,X,X,X,X
ILJOZTS,O,O,X,O,X,X,X,O,X,X,X,O
ILJOZST,O,O,X,O,O,X,X,X,X,X,X,O
ILSTJZO,X,O,X,X,O,X,O,X,X,X,X,X
ILSTJOZ,O,O,X,X,O,X,O,X,X,X,X,X
ILSTZJO,X,X,X,O,X,O,O,X,X,X,O,O
ILSTZOJ,X,O,X,O,X,O,O,X,X,X,O,O
ILSTOJZ,O,O,X,X,O,X,O,X,X,X,X,X
ILSTOZJ,X,O,X,O,X,O,O,X,X,X,O,O
ILSJTZO,X,O,X,X,O,X,X,X,X,X,X,X
ILSJTOZ,O,O,X,X,O,X,X,X,X,X,X,X
ILSJZTO,O,O,X,X,O,O,X,X,X,X,X,X
ILSJZOT,O,O,X,X,O,O,X,X,X,X,X,X
ILSJOTZ,O,O,X,X,O,X,X,X,X,X,X,X
ILSJOZT,O,O,X,X,O,O,X,X,X,X,X,X
ILSZTJO,O,X,X,O,X,O,O,X,O,X,X,O
ILSZTOJ,O,X,X,O,X,O,O,X,O,X,X,O
ILSZJTO,O,X,X,O,X,O,X,X,X,X,X,O
ILSZJOT,O,X,X,O,X,O,X,X,X,X,X,O
ILSZOTJ,O,X,X,O,X,O,O,X,O,X,X,O
ILSZOJT,O,X,X,O,X,O,X,X,X,X,X,O
ILSOTJZ,O,O,X,X,O,X,O,X,X,X,X,X
ILSOTZJ,X,O,X,O,X,O,O,X,X,X,O,O
ILSOJTZ,O,O,X,X,O,X,X,X,X,X,X,X
ILSOJZT,O,O,X,X,O,O,X,X,X,X,X,X
ILSOZTJ,O,X,X,O,X,O,O,X,O,X,X,O
ILSOZJT,O,X,X,O,X,O,X,X,X,X,X,O
ILZTJSO,O,X,X,O,X,X,O,X,X,X,O,O
ILZTJOS,O,X,X,O,X,X,O,X,X,X,O,O
ILZTSJO,O,X,X,O,X,O,O,X,X,X,O,O
ILZTSOJ,O,X,X,O,X,O,O,X,X,X,O,O
ILZTOJS,O,X,X,O,X,X,O,X,X,X,O,O
ILZTOSJ,O,X,X,O,X,O,O,X,X,X,O,O
ILZJTSO,O,X,X,O,X,X,X,X,X,X,X,O
ILZJTOS,O,X,X,O,X,X,X,X,X,X,X,O
ILZJSTO,O,X,X,O,X,X,X,X,X,X,X,O
ILZJSOT,O,X,X,O,X,X,X,X,X,X,X,O
ILZJOTS,O,X,X,O,X,X,X,X,X,X,X,O
ILZJOST,O,X,X,O,X,X,X,X,X,X,X,O
ILZSTJO,O,X,X,O,X,O,O,X,X,X,X,O
ILZSTOJ,O,X,X,O,X,O,O,X,X,X,X,O
ILZSJTO,O,X,X,O,X,O,X,X,X,X,X,O
ILZSJOT,O,X,X,O,X,O,X,X,X,X,X,O
ILZSOTJ,O,X,X,O,X,O,O,X,X,X,X,O
ILZSOJT,O,X,X,O,X,O,X,X,X,X,X,O
ILZOTJS,O,X,X,O,X,X,O,X,X,X,O,O
ILZOTSJ,O,X,X,O,X,O,O,X,X,X,O,O
ILZOJTS,O,X,X,O,X,X,X,X,X,X,X,O
ILZOJST,O,X,X,O,X,X,X,X,X,X,X,O
ILZOSTJ,O,X,X,O,X,O,O,X,X,X,X,O
ILZOSJT,O,X,X,O,X,O,X,X,X,X,X,O
ILOTJSZ,O,O,X,X,O,X,O,X,X,X,X,X
ILOTJZS,X,O,X,O,X,X,O,X,X,X,O,O
ILOTSJZ,O,O,X,X,O,X,O,X,X,X,X,X
ILOTSZJ,X,O,X,O,X,X,O,X,X,X,O,O
ILOTZJS,X,X,X,O,X,X,O,X,X,X,O,O
ILOTZSJ,X,O,X,O,X,O,O,X,X,X,O,O
ILOJTSZ,O,O,X,X,O,X,X,O,X,X,X,X
ILOJTZS,X,O,X,O,X,X,X,O,X,X,O,O
ILOJSTZ,O,O,X,X,O,X,X,O,X,X,X,X
ILOJSZT,O,O,X,X,O,X,X,X,X,X,X,X
ILOJZTS,O,O,X,O,X,X,X,O,X,X,X,O
ILOJZST,O,O,X,O,O,X,X,X,X,X,X,O
ILOSTJZ,O,O,X,X,O,X,O,X,X,X,X,X
ILOSTZJ,X,O,X,O,X,O,O,X,X,X,O,O
ILOSJTZ,O,O,X,X,O,X,X,X,X,X,X,X
ILOSJZT,O,O,X,X,O,O,X,X,X,X,X,X
ILOSZTJ,O,X,X,O,X,O,O,X,O,X,X,O
ILOSZJT,O,X,X,O,X,O,X,X,X,X,X,O
ILOZTJS,O,X,X,O,X,X,O,X,X,X,O,O
ILOZTSJ,O,X,X,O,X,O,O,X,X,X,O,O
ILOZJTS,O,X,X,O,X,X,X,X,X,X,X,O
ILOZJST,O,X,X,O,X,X,X,X,X,X,X,O
ILOZSTJ,O,X,X,O,X,O,O,X,X,X,X,O
ILOZSJT,O,X,X,O,X,O,X,X,X,X,X,O
IJTLSZO,X,O,X,X,O,X,O,O,X,X,X,X
IJTLSOZ,O,O,X,X,O,X,O,O,X,X,X,X
IJTLZSO,X,O,X,O,X,X,O,O,X,X,X,O
IJTLZOS,X,O,X,O,X,X,O,O,X,X,X,O
IJTLOSZ,O,O,X,X,O,X,O,O,X,X,X,X
IJTLOZS,X,O,X,O,X,X,O,O,X,X,X,O
IJTSLZO,X,X,X,X,X,X,O,O,X,X,X,X
IJTSLOZ,X,X,X,X,X,X,O,O,X,X,X,X
IJTSZLO,X,X,X,X,X,X,O,O,X,X,X,X
IJTSZOL,X,X,X,X,X,X,O,O,X,X,X,X
IJTSOLZ,O,O,X,X,X,X,O,O,X,X,X,X
IJTSOZL,O,X,X,X,X,X,O,O,X,O,X,X
IJTZLSO,O,X,X,O,X,X,O,O,X,O,X,O
IJTZLOS,O,X,X,O,X,X,O,O,X,O,X,O
IJTZSLO,O,X,O,X,X,O,O,O,X,O,X,X
IJTZSOL,O,X,O,O,X,O,O,O,X,O,X,O
IJTZOLS,O,X,X,O,X,X,O,O,X,O,X,O
IJTZOSL,O,X,O,O,X,O,O,O,X,O,X,O
IJTOLSZ,O,O,X,X,O,X,O,O,X,X,X,X
IJTOLZS,X,O,X,O,X,X,O,O,X,X,X,O
IJTOSLZ,O,O,X,X,X,X,O,O,X,X,X,X
IJTOSZL,O,X,X,X,X,X,O,O,X,O,X,X
IJTOZLS,O,X,X,O,X,X,O,O,X,O,X,O
IJTOZSL,O,X,O,O,X,O,O,O,X,O,X,O
IJLTSZO,X,O,X,X,O,X,X,O,X,X,X,X
IJLTSOZ,O,O,X,X,O,X,X,O,X,X,X,X
IJLTZSO,X,O,X,O,X,X,X,O,X,X,X,O
IJLTZOS,X,O,X,O,X,X,X,O,X,X,X,O
IJLTOSZ,O,O,X,X,O,X,X,O,X,X,X,X
IJLTOZS,X,O,X,O,X,X,X,O,X,X,X,O
IJLSTZO,X,O,X,X,O,X,X,O,X,X,X,X
IJLSTOZ,O,O,X,X,O,X,X,O,X,X,X,X
IJLSZTO,O,O,X,X,O,X,X,X,X,X,X,X
IJLSZOT,O,O,X,X,O,X,X,X,X,X,X,X
IJLSOTZ,O,O,X,X,O,X,X,O,X,X,X,X
IJLSOZT,O,O,X,X,O,X,X,X,X,O,X,X
IJLZTSO,O,O,X,O,X,X,X,O,X,O,X,O
IJLZTOS,O,O,X,O,X,X,X,O,X,O,X,O
IJLZSTO,O,O,O,O,O,X,X,X,X,X,X,O
IJLZSOT,O,O,O,O,O,X,X,X,X,O,X,O
IJLZOTS,O,O,X,O,X,X,X,O,X,O,X,O
IJLZOST,O,O,O,O,O,X,X,X,X,O,X,O
IJLOTSZ,O,O,X,X,O,X,X,O,X,X,X,X
IJLOTZS,X,O,X,O,X,X,X,O,X,X,X,O
IJLOSTZ,O,O,X,X,O,X,X,O,X,X,X,X
IJLOSZT,O,O,X,X,O,X,X,X,X,O,X,X
IJLOZTS,O,O,X,O,X,X,X,O,X,O,X,O
IJLOZST,O,O,O,O,O,X,X,X,X,O,X,O
IJSTLZO,X,X,X,X,X,X,O,O,X,X,X,X
IJSTLOZ,X,X,X,X,X,X,O,O,X,X,X,X
IJSTZLO,X,X,X,X,X,X,O,O,X,X,X,X
IJSTZOL,X,X,X,X,X,X,O,O,X,X,X,X
IJSTOLZ,O,O,X,X,X,X,O,O,X,X,X,X
IJSTOZL,O,X,X,X,X,X,O,O,X,O,X,X
IJSLTZO,X,O,X,X,O,X,X,O,X,X,X,X
IJSLTOZ,O,O,X,X,O,X,X,O,X,X,X,X
IJSLZTO,O,O,X,X,O,O,X,X,X,X,X,X
IJSLZOT,O,O,X,X,O,O,X,X,X,X,X,X
IJSLOTZ,O,O,X,X,O,X,X,O,X,X,X,X
IJSLOZT,O,O,X,X,O,O,X,X,X,O,X,X
IJSZTLO,O,X,O,X,X,O,O,X,X,O,X,X
IJSZTOL,O,X,O,X,X,O,O,X,X,O,X,X
IJSZLTO,O,X,O,X,X,O,X,X,X,X,X,X
IJSZLOT,O,X,O,X,X,O,X,X,X,O,X,X
IJSZOTL,O,X,O,X,X,O,O,X,X,O,X,X
IJSZOLT,O,O,O,X,X,O,X,X,X,O,X,X
IJSOTLZ,O,O,X,X,X,X,O,O,X,X,X,X
IJSOTZL,O,X,X,X,X,X,O,O,X,O,X,X
IJSOLTZ,O,O,X,X,O,X,X,O,X,X,X,X
IJSOLZT,O,O,X,X,O,O,X,X,X,O,X,X
IJSOZTL,O,X,O,X,X,O,O,X,X,O,X,X
IJSOZLT,O,O,O,X,X,O,X,X,X,O,X,X
IJZTLSO,O,X,X,O,X,X,O,O,X,O,X,O
IJZTLOS,O,X,X,O,X,X,O,O,X,O,X,O
IJZTSLO,O,X,O,X,X,O,O,O,X,O,X,X
IJZTSOL,O,X,O,O,X,O,O,O,X,O,X,O
IJZTOLS,O,X,X,O,X,X,O,O,X,O,X,O
IJZTOSL,O,X,O,O,X,O,O,O,X,O,X,O
IJZLTSO,O,O,X,O,X,X,X,O,X,O,X,O
IJZLTOS,O,O,X,O,X,X,X,O,X,O,X,O
IJZLSTO,O,O,O,O,O,X,X,X,X,X,X,O
IJZLSOT,O,O,O,O,O,X,X,X,X,O,X,O
IJZLOTS,O,O,X,O,X,X,X,O,X,O,X,O
IJZLOST,O,O,O,O,O,X,X,X,X,O,X,O
IJZSTLO,O,X,O,X,X,O,O,X,X,O,X,X
IJZSTOL,O,X,O,O,X,O,O,X,X,O,X,O
IJZSLTO,O,X,O,O,X,O,X,X,X,X,X,O
IJZSLOT,O,X,O,O,X,O,X,X,X,O,X,O
IJZSOTL,O,X,O,O,X,O,O,X,X,O,X,O
IJZSOLT,O,O,O,O,X,O,X,X,X,O,X,O
IJZOTLS,O,X,X,O,X,X,O,O,X,O,X,O
IJZOTSL,O,X,O,O,X,O,O,O,X,O,X,O
IJZOLTS,O,O,X,O,X,X,X,O,X,O,X,O
IJZOLST,O,O,O,O,O,X,X,X,X,O,X,O
IJZOSTL,O,X,O,O,X,O,O,X,X,O,X,O
IJZOSLT,O,O,O,O,X,O,X,X,X,O,X,O
IJOTLSZ,O,O,X,X,O,X,O,O,X,X,X,X
IJOTLZS,X,O,X,O,X,X,O,O,X,X,X,O
IJOTSLZ,O,O,X,X,X,X,O,O,X,X,X,X
IJOTSZL,O,X,X,X,X,X,O,O,X,O,X,X
IJOTZLS,O,X,X,O,X,X,O,O,X,O,X,O
IJOTZSL,O,X,O,O,X,O,O,O,X,O,X,O
IJOLTSZ,O,O,X,X,O,X,X,O,X,X,X,X
IJOLTZS,X,O,X,O,X,X,X,O,X,X,X,O
IJOLSTZ,O,O,X,X,O,X,X,O,X,X,X,X
IJOLSZT,O,O,X,X,O,X,X,X,X,O,X,X
IJOLZTS,O,O,X,O,X,X,X,O,X,O,X,O
IJOLZST,O,O,O,O,O,X,X,X,X,O,X,O
IJOSTLZ,O,O,X,X,X,X,O,O,X,X,X,X
IJOSTZL,O,X,X,X,X,X,O,O,X,O,X,X
IJOSLTZ,O,O,X,X,O,X,X,O,X,X,X,X
IJOSLZT,O,O,X,X,O,O,X,X,X,O,X,X
IJOSZTL,O,X,O,X,X,O,O,X,X,O,X,X
IJOSZLT,O,O,O,X,X,O,X,X,X,O,X,X
IJOZTLS,O,X,X,O,X,X,O,O,X,O,X,O
IJOZTSL,O,X,O,O,X,O,O,O,X,O,X,O
IJOZLTS,O,O,X,O,X,X,X,O,X,O,X,O
IJOZLST,O,O,O,O,O,X,X,X,X,O,X,O
IJOZSTL,O,X,O,O,X,O,O,X,X,O,X,O
IJOZSLT,O,O,O,O,X,O,X,X,X,O,X,O
ISTLJZO,X,X,X,X,X,X,O,X,X,X,X,X
ISTLJOZ,X,X,X,X,X,X,O,X,X,X,X,X
ISTLZJO,X,X,X,O,X,O,O,X,X,X,X,O
ISTLZOJ,X,X,X,O,X,O,O,X,X,X,X,O
ISTLOJZ,X,X,X,X,X,X,O,X,X,X,X,X
ISTLOZJ,X,X,X,O,X,O,O,X,X,X,X,O
ISTJLZO,X,X,X,X,X,X,O,X,X,X,X,X
ISTJLOZ,X,X,X,X,X,X,O,X,X,X,X,X
ISTJZLO,X,X,X,X,X,X,O,X,X,X,X,X
ISTJZOL,X,X,X,X,X,X,O,X,X,X,X,X
ISTJOLZ,X,X,X,X,X,X,O,X,X,X,X,X
ISTJOZL,X,X,X,X,X,X,O,X,X,X,X,X
ISTZLJO,X,X,X,O,X,O,O,X,X,X,X,O
ISTZLOJ,X,X,X,O,X,O,O,X,X,X,X,O
ISTZJLO,X,X,X,X,X,O,O,X,X,X,X,X
ISTZJOL,X,X,X,O,X,O,O,X,X,X,X,O
ISTZOLJ,X,X,X,O,X,O,O,X,X,X,X,O
ISTZOJL,X,X,X,O,X,O,O,X,X,X,X,O
ISTOLJZ,X,X,X,X,X,X,O,X,X,X,X,X
ISTOLZJ,X,X,X,O,X,O,O,X,X,X,X,O
ISTOJLZ,X,X,X,X,X,X,O,X,X,X,X,X
ISTOJZL,X,X,X,X,X,X,O,X,X,X,X,X
ISTOZLJ,X,X,X,O,X,O,O,X,X,X,X,O
ISTOZJL,X,X,X,O,X,O,O,X,X,X,X,O
ISLTJZO,X,O,X,X,X,X,O,X,X,X,X,X
ISLTJOZ,O,O,X,X,X,X,O,X,X,X,X,X
ISLTZJO,X,X,X,O,X,O,O,X,X,X,X,O
ISLTZOJ,X,O,X,O,X,O,O,X,X,X,X,O
ISLTOJZ,O,O,X,X,X,X,O,X,X,X,X,X
ISLTOZJ,X,O,X,O,X,O,O,X,X,X,X,O
ISLJTZO,X,O,X,X,X,X,X,X,X,X,X,X
ISLJTOZ,O,O,X,X,X,X,X,X,X,X,X,X
ISLJZTO,O,O,X,X,X,O,X,X,X,X,X,X
ISLJZOT,O,O,X,X,X,O,X,X,X,X,X,X
ISLJOTZ,O,O,X,X,X,X,X,X,X,X,X,X
ISLJOZT,O,O,X,X,X,O,X,X,X,X,X,X
ISLZTJO,O,X,X,O,X,O,O,X,O,X,X,O
ISLZTOJ,O,X,X,O,X,O,O,X,O,X,X,O
ISLZJTO,O,X,X,O,X,O,X,X,X,X,X,O
ISLZJOT,O,X,X,O,X,O,X,X,X,X,X,O
ISLZOTJ,O,X,X,O,X,O,O,X,O,X,X,O
ISLZOJT,O,X,X,O,X,O,X,X,X,X,X,O
ISLOTJZ,O,O,X,X,X,X,O,X,X,X,X,X
ISLOTZJ,X,O,X,O,X,O,O,X,X,X,X,O
ISLOJTZ,O,O,X,X,X,X,X,X,X,X,X,X
ISLOJZT,O,O,X,X,X,O,X,X,X,X,X,X
ISLOZTJ,O,X,X,O,X,O,O,X,O,X,X,O
ISLOZJT,O,X,X,O,X,O,X,X,X,X,X,O
ISJTLZO,X,X,X,X,X,X,O,O,X,X,X,X
ISJTLOZ,X,X,X,X,X,X,O,O,X,X,X,X
ISJTZLO,X,X,X,X,X,X,O,O,X,X,X,X
ISJTZOL,X,X,X,X,X,X,O,O,X,X,X,X
ISJTOLZ,O,O,X,X,X,X,O,O,X,X,X,X
ISJTOZL,O,X,X,X,X,X,O,O,X,O,X,X
ISJLTZO,X,O,X,X,X,X,X,O,X,X,X,X
ISJLTOZ,O,O,X,X,X,X,X,O,X,X,X,X
ISJLZTO,O,O,X,X,X,O,X,X,X,X,X,X
ISJLZOT,O,O,X,X,X,O,X,X,X,X,X,X
ISJLOTZ,O,O,X,X,X,X,X,O,X,X,X,X
ISJLOZT,O,O,X,X,X,O,X,X,X,O,X,X
