sequence,v115@6gC8HeC8GeD8BeB8CeH8AeB8Jex6IvhFygBuhB0fBT?iB3lBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8Je//IvhFRbBUdBKlBz?gBWnBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8Je//IvhFRbBmgBCiBU?iBTlBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8Je//IvhFRbBzcBOlB8?lBSnBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8JeT6IvhFibBUdBWnBR?lB3lBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8Jem7IvhFzcBxfBSnB0?fB3lBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8JeT6IvhFegBUdBChBx?mB3lBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8Je2/IvhFRbBqhB/iBz?gBUlBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8Je2/IvhFRbBChBTiB3?hBUlBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8Jex6IvhFmcB0fBXhBS?nBTlBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8JeT6IvhF2gBCiBUiBR?lB3lBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8Jem6IvhFRcB0fBSmBT?iB3lBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8Jei6IvhFzfBWmBxhBU?iB3lBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8Je2/IvhFzbBqhB/iBR?lBUlBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8JeT6IvhFqhB/iBRlBO?lB8lBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8Jem8IvhFxfBXhBSnB0?fBTlBlsB
JOZSLIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STILJZO,O,O,O,X,O,O,O,O,X,X,X,X,X,O,O,O
STILJOZ,O,O,O,O,O,O,O,O,X,X,O,X,X,O,O,O
STILZJO,O,O,X,O,X,O,O,O,X,X,X,X,X,O,O,O
STILZOJ,O,O,X,O,X,O,O,O,X,X,X,X,X,O,O,X
STILOJZ,O,O,O,O,O,O,O,O,X,X,O,X,X,O,O,O
STILOZJ,O,O,X,O,X,O,O,O,X,X,X,X,X,O,O,X
STIJLZO,O,O,O,X,O,O,O,O,X,X,X,X,X,O,O,X
STIJLOZ,O,O,O,O,O,O,O,O,X,X,O,X,X,O,O,X
STIJZLO,O,O,O,O,O,O,O,O,X,O,X,X,X,O,X,X
STIJZOL,O,O,X,X,O,X,O,O,X,O,X,X,X,X,X,X
STIJOLZ,X,X,O,X,O,O,O,O,X,X,O,X,X,O,O,X
STIJOZL,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STIZLJO,O,O,X,O,X,O,O,O,X,O,X,X,X,O,O,X
STIZLOJ,O,O,X,O,X,O,O,O,X,X,X,X,X,O,O,X
STIZJLO,O,O,O,O,X,O,O,O,X,O,X,X,X,O,X,X
STIZJOL,O,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X
STIZOLJ,O,X,X,O,X,X,O,O,X,X,X,X,X,X,O,X
STIZOJL,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
STIOLJZ,O,O,O,O,O,O,O,O,X,X,O,X,X,O,O,X
STIOLZJ,O,O,X,O,X,O,O,O,X,X,X,X,X,O,O,X
STIOJLZ,O,X,O,X,O,O,O,O,X,X,O,X,X,O,O,X
STIOJZL,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STIOZLJ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
STIOZJL,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STLIJZO,O,O,O,X,X,O,X,O,X,O,X,X,X,O,O,O
STLIJOZ,O,O,O,O,X,O,X,O,X,X,O,X,X,O,O,O
STLIZJO,O,O,X,O,X,O,X,O,X,O,X,O,X,O,O,O
STLIZOJ,O,O,X,O,X,O,X,O,X,O,X,X,X,O,O,X
STLIOJZ,O,O,O,O,X,O,X,O,X,X,O,X,X,O,O,O
STLIOZJ,O,O,X,O,X,O,X,O,X,X,X,X,X,O,O,X
STLJIZO,O,O,O,X,X,O,X,O,X,O,X,X,X,O,O,O
STLJIOZ,O,O,O,O,X,O,X,O,X,X,X,X,X,O,O,O
STLJZIO,O,O,O,O,X,O,X,O,X,O,X,X,X,O,X,O
STLJZOI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
STLJOIZ,O,O,O,O,X,O,X,O,X,X,X,X,X,O,O,O
STLJOZI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
STLZIJO,O,O,X,O,X,O,X,O,X,O,X,O,X,O,O,O
STLZIOJ,O,O,X,O,X,O,X,O,X,O,X,X,X,O,O,X
STLZJIO,O,O,O,O,X,O,X,O,X,O,X,O,X,O,X,O
STLZJOI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
STLZOIJ,O,O,X,O,X,O,X,O,X,O,X,X,X,X,O,X
STLZOJI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
STLOIJZ,O,O,O,O,X,O,X,O,X,X,O,X,X,O,O,O
STLOIZJ,O,O,X,O,X,O,X,O,X,X,X,X,X,O,O,X
STLOJIZ,O,O,O,O,X,O,X,O,X,X,X,X,O,O,O,O
STLOJZI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
STLOZIJ,O,O,X,O,X,O,X,O,X,O,X,X,X,X,O,X
STLOZJI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
STJILZO,O,O,O,X,O,O,O,O,X,X,X,X,X,O,O,X
STJILOZ,O,O,O,O,O,O,O,O,X,X,X,X,X,O,O,X
STJIZLO,O,O,O,O,O,O,O,O,X,O,X,X,X,O,X,X
STJIZOL,O,O,X,X,O,X,O,O,O,O,X,X,X,X,X,X
STJIOLZ,X,X,O,X,O,O,O,O,X,X,X,X,O,O,O,X
STJIOZL,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STJLIZO,O,O,O,X,X,O,X,O,X,X,X,X,X,O,O,X
STJLIOZ,O,O,O,O,X,O,X,O,X,X,X,X,X,O,O,X
STJLZIO,O,O,O,O,X,O,X,O,X,O,X,X,X,O,X,X
STJLZOI,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
STJLOIZ,O,O,O,O,X,O,X,O,X,X,X,X,X,O,O,X
STJLOZI,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
STJZILO,O,O,O,O,O,O,X,O,X,O,X,X,X,O,X,X
STJZIOL,O,O,X,O,O,X,X,O,O,O,X,X,X,X,X,X
STJZLIO,O,O,O,O,X,O,X,O,X,O,X,X,X,O,X,X
STJZLOI,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
STJZOIL,O,O,X,O,O,X,X,O,O,O,X,X,X,X,X,X
STJZOLI,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
STJOILZ,O,X,O,X,O,O,O,O,X,X,X,X,O,O,O,X
STJOIZL,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STJOLIZ,O,O,O,X,X,O,X,O,X,X,X,X,O,O,O,X
STJOLZI,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STJOZIL,O,O,O,X,O,X,X,O,O,O,X,X,X,X,X,X
STJOZLI,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X
STZILJO,O,O,X,O,X,O,X,O,X,O,X,X,X,O,O,X
STZILOJ,O,O,X,O,X,O,X,O,X,O,X,X,X,O,O,X
STZIJLO,O,O,O,O,X,O,X,O,X,O,X,X,X,O,X,X
STZIJOL,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
STZIOLJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X
STZIOJL,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
STZLIJO,O,O,X,O,X,O,X,O,X,O,X,O,X,O,O,X
STZLIOJ,O,O,X,O,X,O,X,O,X,O,X,X,X,O,O,X
STZLJIO,O,O,O,O,X,O,X,O,X,O,X,O,X,O,X,X
STZLJOI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
STZLOIJ,O,O,X,O,X,O,X,O,X,O,X,X,X,X,O,X
STZLOJI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
STZJILO,O,O,O,O,X,O,X,O,X,O,X,X,X,O,X,X
STZJIOL,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X
STZJLIO,O,O,O,O,X,O,X,O,X,O,X,O,X,O,X,X
STZJLOI,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
STZJOIL,O,O,X,O,X,X,X,O,O,O,X,O,X,X,X,X
STZJOLI,O,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X
STZOILJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X
STZOIJL,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X
STZOLIJ,O,X,X,O,X,X,X,O,O,X,X,O,X,X,O,X
STZOLJI,O,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X
STZOJIL,O,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X
STZOJLI,O,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X
STOILJZ,O,O,O,O,O,O,O,O,X,X,O,X,X,O,O,X
STOILZJ,O,O,X,O,X,O,O,O,X,X,X,O,X,O,O,X
STOIJLZ,O,X,O,X,O,O,O,O,X,X,O,X,X,O,O,X
STOIJZL,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STOIZLJ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
STOIZJL,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X
STOLIJZ,O,O,O,O,X,O,X,O,X,X,O,X,X,O,O,X
STOLIZJ,O,O,X,O,X,O,X,O,X,X,X,O,X,O,O,X
STOLJIZ,O,O,O,O,X,O,X,O,X,X,X,X,O,O,O,X
STOLJZI,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
STOLZIJ,O,O,X,O,X,O,X,O,X,X,X,O,X,X,O,X
STOLZJI,O,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X
STOJILZ,O,X,O,X,O,O,O,O,X,X,X,X,O,O,O,X
STOJIZL,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STOJLIZ,O,O,O,X,X,O,X,O,X,X,X,X,O,O,O,X
STOJLZI,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STOJZIL,O,O,O,X,O,X,X,O,O,O,X,X,X,X,X,X
STOJZLI,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X
STOZILJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X
STOZIJL,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X
STOZLIJ,O,X,X,O,X,X,X,O,O,X,X,O,X,X,O,X
STOZLJI,O,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X
STOZJIL,O,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X
STOZJLI,O,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X
SITLJZO,O,O,O,X,O,O,X,X,X,X,X,X,X,O,O,O
SITLJOZ,O,O,O,O,O,O,X,X,X,X,O,X,X,O,O,O
SITLZJO,O,O,X,O,X,O,X,X,X,X,X,X,X,O,O,O
SITLZOJ,O,O,X,O,X,O,X,X,X,X,X,X,X,O,O,X
SITLOJZ,O,O,O,O,O,O,X,X,X,X,O,X,X,O,O,O
SITLOZJ,O,O,X,O,X,O,X,X,X,X,X,X,X,O,O,X
SITJLZO,O,O,O,X,O,O,X,X,X,X,X,X,X,O,O,X
SITJLOZ,O,O,O,O,O,O,X,X,X,X,O,X,X,O,O,X
SITJZLO,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X
SITJZOL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SITJOLZ,X,X,O,X,O,O,X,X,X,X,O,X,X,O,O,X
SITJOZL,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SITZLJO,O,O,X,O,X,O,X,X,X,X,X,X,X,O,O,X
SITZLOJ,O,O,X,O,X,O,X,X,X,X,X,X,X,O,O,X
SITZJLO,O,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X
SITZJOL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SITZOLJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
SITZOJL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOLJZ,O,O,O,O,O,O,X,X,X,X,O,X,X,O,O,X
SITOLZJ,O,O,X,O,X,O,X,X,X,X,X,X,X,O,O,X
SITOJLZ,O,X,O,X,O,O,X,X,X,X,O,X,X,O,O,X
SITOJZL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SITOZLJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
SITOZJL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTJZO,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,O
SILTJOZ,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SILTZJO,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SILTZOJ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SILTOJZ,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SILTOZJ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SILJTZO,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O
SILJTOZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SILJZTO,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O
SILJZOT,O,O,O,X,O,O,O,X,X,O,X,X,X,X,X,O
SILJOTZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SILJOZT,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,O
SILZTJO,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SILZTOJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SILZJTO,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O
SILZJOT,O,O,X,O,X,O,O,X,X,O,X,X,X,X,X,O
SILZOTJ,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SILZOJT,O,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X
SILOTJZ,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SILOTZJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SILOJTZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SILOJZT,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,O
SILOZTJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SILOZJT,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SIJTLZO,X,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X
SIJTLOZ,X,O,O,O,O,O,X,X,X,X,O,X,X,O,X,X
SIJTZLO,X,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X
SIJTZOL,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJTOLZ,X,X,O,X,O,O,X,X,X,X,O,X,X,O,X,X
SIJTOZL,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJLTZO,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,O
SIJLTOZ,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SIJLZTO,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O
SIJLZOT,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,O
SIJLOTZ,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SIJLOZT,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,O
SIJZTLO,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X
SIJZTOL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJZLTO,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
SIJZLOT,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X
SIJZOTL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJZOLT,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
SIJOTLZ,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X
SIJOTZL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJOLTZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SIJOLZT,X,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X
SIJOZTL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJOZLT,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
SIZTLJO,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
SIZTLOJ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SIZTJLO,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
SIZTJOL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZTOLJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZTOJL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLTJO,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SIZLTOJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZLJTO,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O
SIZLJOT,O,O,X,O,X,O,O,X,X,O,X,X,X,X,X,O
SIZLOTJ,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SIZLOJT,O,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X
SIZJTLO,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
SIZJTOL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZJLTO,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
SIZJLOT,O,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
SIZJOTL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZJOLT,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X
SIZOTLJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZOTJL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOLTJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZOLJT,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
SIZOJTL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOJLT,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
SIOTLJZ,X,O,O,O,O,O,X,X,X,X,O,X,X,X,O,X
SIOTLZJ,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X
SIOTJLZ,X,X,O,X,O,O,X,X,X,X,O,X,X,X,O,X
SIOTJZL,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOTZLJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
SIOTZJL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOLTJZ,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SIOLTZJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOLJTZ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SIOLJZT,X,O,O,O,O,O,O,X,X,X,O,X,X,X,X,O
SIOLZTJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOLZJT,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SIOJTLZ,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X
SIOJTZL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOJLTZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SIOJLZT,X,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X
SIOJZTL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOJZLT,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
SIOZTLJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOZTJL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZLTJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOZLJT,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SIOZJTL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZJLT,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLTIJZO,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O
SLTIJOZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SLTIZJO,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLTIZOJ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLTIOJZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SLTIOZJ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLTJIZO,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O
SLTJIOZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SLTJZIO,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
SLTJZOI,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
SLTJOIZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SLTJOZI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SLTZIJO,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
SLTZIOJ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLTZJIO,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
SLTZJOI,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
SLTZOIJ,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
SLTZOJI,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
SLTOIJZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SLTOIZJ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLTOJIZ,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X
SLTOJZI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SLTOZIJ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLTOZJI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SLITJZO,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O
SLITJOZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SLITZJO,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLITZOJ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLITOJZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SLITOZJ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLIJTZO,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O
SLIJTOZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SLIJZTO,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O
SLIJZOT,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,O
SLIJOTZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SLIJOZT,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X,O
SLIZTJO,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SLIZTOJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLIZJTO,O,O,X,O,X,X,X,X,X,O,X,O,X,X,X,O
SLIZJOT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,O
SLIZOTJ,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SLIZOJT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
SLIOTJZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SLIOTZJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLIOJTZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SLIOJZT,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X,O
SLIOZTJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLIOZJT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLJTIZO,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O
SLJTIOZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SLJTZIO,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
SLJTZOI,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
SLJTOIZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SLJTOZI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SLJITZO,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O
SLJITOZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SLJIZTO,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O
SLJIZOT,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,O
SLJIOTZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SLJIOZT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O
SLJZTIO,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
SLJZTOI,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
SLJZITO,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O
SLJZIOT,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,O
SLJZOTI,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
SLJZOIT,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
SLJOTIZ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SLJOTZI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJOITZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SLJOIZT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O
SLJOZTI,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
SLJOZIT,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
SLZTIJO,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SLZTIOJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLZTJIO,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SLZTJOI,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SLZTOIJ,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SLZTOJI,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SLZITJO,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SLZITOJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLZIJTO,O,O,X,O,X,X,X,X,X,O,X,O,X,X,X,O
SLZIJOT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,O
SLZIOTJ,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SLZIOJT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
SLZJTIO,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
SLZJTOI,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
SLZJITO,O,O,O,O,X,X,X,X,X,O,X,O,X,X,X,O
SLZJIOT,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,O
