sequence,v115@zgB8HeB8HeE8EeF8DeG8MeT7IvhFicB9iBfnB5oB8s?BOtB,v115@zgB8HeB8HeE8EeF8DeG8Me2AJvhFRcBCeBzhBXjB9t?B0sB,v115@zgB8HeB8HeE8EeF8DeG8MeT7IvhF/hBRdBcjBOnBqs?B9tB,v115@zgB8HeB8HeE8EeF8DeG8MeT7IvhF/hBRdBSjBNnB8s?B+tB,v115@zgB8HeB8HeE8EeF8DeG8MeT7IvhF2hBRdB9jBfoBUn?BSyB,v115@zgB8HeB8HeE8EeF8DeG8MeT7IvhF2hBXeBxsB9tBCn?B0sB,v115@zgB8HeB8HeE8EeF8DeG8Me2AJvhFRcB9iBfnB6oB8s?BTtB,v115@zgB8HeB8HeE8EeF8DeG8MeT7IvhFxcB6jB0hB9sB/t?BmsB
JOIZSTL,O,O,X,O,O,O,O,X
JOIZSLT,O,X,X,X,X,X,X,X
JOLTISZ,X,O,O,X,O,X,X,X
JOLTIZS,X,O,O,X,X,X,X,X
JOLTSIZ,X,O,O,X,O,X,X,X
JOLTSZI,X,O,O,O,O,X,X,X
JOLTZIS,X,O,O,O,O,X,X,X
JOLTZSI,X,O,O,O,O,X,X,X
JOLITSZ,X,O,O,X,O,O,X,X
JOLITZS,X,O,O,X,X,O,X,X
JOLISTZ,X,X,O,X,O,X,X,X
JOLISZT,O,X,X,X,X,X,X,X
JOLIZTS,X,O,X,O,O,O,X,X
JOLIZST,O,X,X,X,O,X,X,X
JOLSTIZ,X,X,O,X,O,X,X,X
JOLSTZI,O,X,O,O,O,X,X,X
JOLSITZ,X,X,O,X,O,X,X,X
JOLSIZT,O,X,X,X,X,X,X,X
JOLSZTI,O,X,O,O,O,X,X,X
JOLSZIT,O,X,X,X,O,X,X,X
JOLZTIS,X,O,O,O,O,X,X,X
JOLZTSI,X,O,O,O,O,X,X,X
JOLZITS,X,O,X,O,O,X,X,X
JOLZIST,O,X,X,X,O,X,X,X
JOLZSTI,O,X,O,O,O,X,X,X
JOLZSIT,O,X,X,X,O,X,X,X
JOSTILZ,X,O,X,X,X,X,X,X
JOSTIZL,X,O,X,O,X,X,O,X
JOSTLIZ,X,O,O,X,X,X,X,X
JOSTLZI,O,O,O,O,X,X,X,O
JOSTZIL,O,O,O,O,X,X,O,O
JOSTZLI,O,O,O,O,X,X,O,O
JOSITLZ,X,O,X,X,X,O,X,X
JOSITZL,X,O,X,O,X,O,O,X
JOSILTZ,X,X,O,X,X,X,X,X
JOSILZT,O,X,X,X,X,X,X,X
JOSIZTL,O,O,X,O,X,O,O,X
JOSIZLT,O,X,X,X,X,X,X,X
JOSLTIZ,X,X,O,X,O,X,X,X
JOSLTZI,O,X,O,O,O,X,X,O
JOSLITZ,X,X,O,X,O,X,X,X
JOSLIZT,O,X,X,X,X,X,X,X
JOSLZTI,O,X,O,O,O,X,X,X
JOSLZIT,O,X,X,X,O,X,X,X
JOSZTIL,O,O,X,O,O,X,O,X
JOSZTLI,O,O,X,O,O,X,O,X
JOSZITL,O,O,X,O,O,X,O,O
JOSZILT,O,X,X,X,X,X,X,X
JOSZLTI,O,X,O,O,O,X,O,X
JOSZLIT,O,X,X,X,O,X,X,X
JOZTILS,X,O,X,O,X,X,X,X
JOZTISL,O,O,X,O,X,X,X,O
JOZTLIS,X,O,X,O,O,X,X,X
JOZTLSI,X,O,X,O,O,X,O,X
JOZTSIL,O,O,X,O,O,X,O,O
JOZTSLI,O,O,X,O,O,X,O,O
JOZITLS,X,O,X,O,X,O,X,X
JOZITSL,O,O,X,O,X,O,X,O
JOZILTS,X,O,X,O,O,O,X,X
JOZILST,O,X,X,X,O,X,X,X
JOZISTL,O,O,X,O,O,O,O,O
JOZISLT,O,X,X,X,X,X,X,X
JOZLTIS,X,O,O,O,O,X,X,X
JOZLTSI,X,O,O,O,O,X,O,X
JOZLITS,X,O,X,O,O,X,X,X
JOZLIST,O,X,X,X,O,X,X,X
JOZLSTI,O,X,O,O,O,X,O,X
JOZLSIT,O,X,X,X,O,X,X,X
JOZSTIL,O,O,X,O,O,X,O,X
JOZSTLI,O,O,X,O,O,X,O,X
JOZSITL,O,O,X,O,O,X,O,O
JOZSILT,O,X,X,X,X,X,X,X
JOZSLTI,O,X,O,O,O,X,O,X
JOZSLIT,O,X,X,X,O,X,X,X
STILJZO,X,O,O,X,X,X,O,X
STILJOZ,X,O,O,X,X,X,X,X
STILZJO,O,X,O,X,X,X,O,O
STILZOJ,O,X,O,X,X,X,O,O
STILOJZ,X,O,O,X,X,X,X,X
STILOZJ,O,O,O,X,X,X,X,O
STIJLZO,X,O,X,X,X,X,O,X
STIJLOZ,X,O,X,X,X,X,X,X
STIJZLO,X,O,X,O,X,X,O,X
STIJZOL,X,X,X,O,X,X,O,X
STIJOLZ,X,O,X,X,X,X,X,X
STIJOZL,X,O,X,O,X,X,O,X
STIZLJO,O,X,O,X,X,X,O,O
STIZLOJ,O,X,O,X,X,X,O,O
STIZJLO,O,X,X,X,X,X,O,O
STIZJOL,O,X,O,X,X,X,O,O
STIZOLJ,O,X,O,X,X,X,O,O
STIZOJL,O,X,O,X,X,X,O,O
STIOLJZ,X,O,O,X,X,X,X,X
STIOLZJ,O,O,O,X,X,X,X,O
STIOJLZ,X,O,X,X,X,X,X,X
STIOJZL,X,O,X,O,X,X,O,X
STIOZLJ,O,O,O,X,X,X,O,O
STIOZJL,O,O,O,X,X,X,O,O
STLIJZO,X,O,O,X,X,X,O,X
STLIJOZ,X,O,O,X,X,X,X,X
STLIZJO,O,X,O,X,X,X,O,O
STLIZOJ,O,X,O,X,X,X,O,O
STLIOJZ,X,O,O,X,X,X,X,X
STLIOZJ,O,O,O,X,X,X,X,O
STLJIZO,X,O,O,X,X,X,O,X
STLJIOZ,X,O,O,X,X,X,X,X
STLJZIO,O,O,O,O,X,X,O,O
STLJZOI,O,O,O,O,X,X,O,O
STLJOIZ,X,O,O,X,X,X,X,X
STLJOZI,O,O,O,O,X,X,X,O
STLZIJO,O,X,O,X,X,X,O,O
STLZIOJ,O,X,O,X,X,X,O,O
STLZJIO,O,O,O,X,X,X,O,O
STLZJOI,O,O,O,X,X,X,O,O
STLZOIJ,O,O,O,X,X,X,O,O
STLZOJI,O,O,O,X,X,X,O,O
STLOIJZ,X,O,O,X,X,X,X,X
STLOIZJ,O,O,O,X,X,X,X,O
STLOJIZ,X,O,O,X,X,X,X,X
STLOJZI,O,O,O,O,X,X,X,O
STLOZIJ,O,O,O,X,X,X,X,O
STLOZJI,O,O,O,X,X,X,X,O
STJILZO,X,O,X,X,X,X,O,X
STJILOZ,X,O,X,X,X,X,X,X
STJIZLO,X,O,X,O,X,X,O,X
STJIZOL,X,O,X,O,X,X,O,X
STJIOLZ,X,O,X,X,X,X,X,X
STJIOZL,X,O,X,O,X,X,O,X
STJLIZO,X,O,O,X,X,X,O,X
STJLIOZ,X,O,O,X,X,X,X,X
STJLZIO,O,O,O,O,X,X,O,O
STJLZOI,O,O,O,O,X,X,O,O
STJLOIZ,X,O,O,X,X,X,X,X
STJLOZI,O,O,O,O,X,X,X,O
STJZILO,O,O,X,O,X,X,O,O
STJZIOL,O,O,O,O,X,X,O,O
STJZLIO,O,O,O,O,X,X,O,O
STJZLOI,O,O,O,O,X,X,O,O
STJZOIL,O,O,O,O,X,X,O,O
STJZOLI,O,O,O,O,X,X,O,O
STJOILZ,X,O,X,X,X,X,X,X
STJOIZL,X,O,X,O,X,X,O,X
STJOLIZ,X,O,O,X,X,X,X,X
STJOLZI,O,O,O,O,X,X,X,O
STJOZIL,O,O,O,O,X,X,O,O
STJOZLI,O,O,O,O,X,X,O,O
STZILJO,O,O,O,X,X,X,O,O
STZILOJ,O,O,O,X,X,X,O,O
STZIJLO,O,O,X,X,X,X,O,O
STZIJOL,O,O,O,X,X,X,O,O
STZIOLJ,O,O,O,X,X,X,O,O
STZIOJL,O,O,O,X,X,X,O,O
STZLIJO,O,O,O,X,X,X,O,O
STZLIOJ,O,O,O,X,X,X,O,O
STZLJIO,O,O,O,X,X,X,O,O
STZLJOI,O,O,O,X,X,X,O,O
STZLOIJ,O,O,O,X,X,X,O,O
STZLOJI,O,O,O,X,X,X,O,O
STZJILO,O,O,X,O,X,X,O,O
STZJIOL,O,O,O,O,X,X,O,O
STZJLIO,O,O,O,O,X,X,O,O
STZJLOI,O,O,O,O,X,X,O,O
STZJOIL,O,O,O,O,X,X,O,O
STZJOLI,O,O,O,O,X,X,O,O
STZOILJ,O,O,O,X,X,X,O,O
STZOIJL,O,O,O,X,X,X,O,O
STZOLIJ,O,O,O,X,X,X,O,O
STZOLJI,O,O,O,X,X,X,O,O
STZOJIL,O,O,O,O,X,X,O,O
STZOJLI,O,O,O,O,X,X,O,O
STOILJZ,X,O,O,X,X,X,X,X
STOILZJ,O,O,O,X,X,X,X,O
STOIJLZ,X,O,X,X,X,X,X,X
STOIJZL,X,O,X,O,X,X,O,X
STOIZLJ,O,O,O,X,X,X,O,O
STOIZJL,O,O,O,X,X,X,O,O
STOLIJZ,X,O,O,X,X,X,X,X
STOLIZJ,O,O,O,X,X,X,X,O
STOLJIZ,X,O,O,X,X,X,X,X
STOLJZI,O,O,O,O,X,X,X,O
STOLZIJ,O,O,O,X,X,X,X,O
STOLZJI,O,O,O,X,X,X,X,O
STOJILZ,X,O,X,X,X,X,X,X
STOJIZL,X,O,X,O,X,X,O,X
STOJLIZ,X,O,O,X,X,X,X,X
STOJLZI,O,O,O,O,X,X,X,O
STOJZIL,O,O,O,O,X,X,O,O
STOJZLI,O,O,O,O,X,X,O,O
STOZILJ,O,O,O,X,X,X,O,O
STOZIJL,O,O,O,X,X,X,O,O
STOZLIJ,O,O,O,X,X,X,O,O
STOZLJI,O,O,O,X,X,X,O,O
STOZJIL,O,O,O,O,X,X,O,O
STOZJLI,O,O,O,O,X,X,O,O
SITLJZO,X,X,O,X,X,X,O,X
SITLJOZ,X,X,O,X,X,O,X,X
SITLZJO,O,X,O,X,X,X,O,O
SITLZOJ,O,X,O,X,X,X,O,O
SITLOJZ,X,X,O,X,X,O,X,X
SITLOZJ,O,X,O,X,X,X,X,O
SITJLZO,X,X,X,X,X,X,O,X
SITJLOZ,X,X,X,X,X,O,X,X
SITJZLO,X,X,X,O,X,O,O,X
SITJZOL,X,X,X,O,X,O,O,X
SITJOLZ,X,X,X,X,X,O,X,X
SITJOZL,X,X,X,O,X,O,O,X
SITZLJO,O,X,O,X,X,O,O,O
SITZLOJ,O,X,O,X,X,O,O,O
SITZJLO,O,X,X,X,X,O,O,O
SITZJOL,O,X,O,X,X,O,O,O
SITZOLJ,O,X,O,X,X,O,O,O
SITZOJL,O,X,O,X,X,O,O,O
SITOLJZ,X,X,O,X,X,O,X,X
SITOLZJ,O,X,O,X,X,X,X,O
SITOJLZ,X,X,X,X,X,O,X,X
SITOJZL,X,X,X,O,X,O,O,X
SITOZLJ,O,X,O,X,X,O,O,O
SITOZJL,O,X,O,X,X,O,O,O
SILTJZO,X,X,O,X,X,X,O,X
SILTJOZ,X,X,O,X,X,X,X,X
SILTZJO,O,X,O,X,X,X,O,O
SILTZOJ,O,X,O,X,X,X,O,O
SILTOJZ,X,X,O,X,X,X,X,X
SILTOZJ,O,X,O,X,X,X,X,O
SILJTZO,X,X,O,X,X,X,O,X
SILJTOZ,X,X,O,X,X,X,X,X
SILJZTO,O,X,X,X,X,X,O,X
SILJZOT,O,X,X,X,X,X,X,X
SILJOTZ,X,X,O,X,X,X,X,X
SILJOZT,O,X,X,X,X,X,X,X
SILZTJO,O,X,X,X,X,X,O,X
SILZTOJ,O,X,X,X,X,X,O,X
SILZJTO,O,X,X,X,X,X,O,X
SILZJOT,O,X,X,X,X,X,X,X
SILZOTJ,O,X,X,X,X,X,X,X
SILZOJT,O,X,X,X,X,X,X,X
SILOTJZ,X,X,O,X,X,X,X,X
SILOTZJ,O,X,O,X,X,X,X,O
SILOJTZ,X,X,O,X,X,X,X,X
SILOJZT,O,X,X,X,X,X,X,X
SILOZTJ,O,X,X,X,X,X,X,X
SILOZJT,O,X,X,X,X,X,X,X
SIJTLZO,X,X,X,X,X,X,O,X
SIJTLOZ,X,X,X,X,X,O,X,X
SIJTZLO,X,X,X,O,X,O,O,X
SIJTZOL,X,X,X,O,X,O,O,X
SIJTOLZ,X,X,X,X,X,O,X,X
SIJTOZL,X,X,X,O,X,O,O,X
SIJLTZO,X,X,O,X,X,X,O,X
SIJLTOZ,X,X,O,X,X,X,X,X
SIJLZTO,O,X,X,X,X,X,O,X
SIJLZOT,O,X,X,X,X,X,X,X
SIJLOTZ,X,X,O,X,X,X,X,X
SIJLOZT,O,X,X,X,X,X,X,X
SIJZTLO,O,X,X,O,X,O,O,X
SIJZTOL,O,X,X,O,X,O,O,X
SIJZLTO,O,X,X,X,X,X,O,X
SIJZLOT,O,X,X,X,X,X,X,X
SIJZOTL,O,X,X,O,X,O,O,X
SIJZOLT,O,X,X,X,X,X,X,X
SIJOTLZ,X,X,X,X,X,O,X,X
SIJOTZL,X,X,X,O,X,O,O,X
SIJOLTZ,X,X,O,X,X,X,X,X
SIJOLZT,O,X,X,X,X,X,X,X
SIJOZTL,O,X,X,O,X,O,O,X
SIJOZLT,O,X,X,X,X,X,X,X
SIZTLJO,O,X,X,X,X,O,O,O
SIZTLOJ,O,X,X,X,X,O,O,O
SIZTJLO,O,X,X,X,X,O,O,O
SIZTJOL,O,X,X,X,X,O,O,O
SIZTOLJ,O,X,X,X,X,O,O,O
SIZTOJL,O,X,X,X,X,O,O,O
SIZLTJO,O,X,X,X,X,X,O,O
SIZLTOJ,O,X,X,X,X,X,O,O
SIZLJTO,O,X,X,X,X,X,O,X
SIZLJOT,O,X,X,X,X,X,X,X
SIZLOTJ,O,X,X,X,X,X,X,O
SIZLOJT,O,X,X,X,X,X,X,X
SIZJTLO,O,X,X,X,X,O,O,O
SIZJTOL,O,X,X,X,X,O,O,O
SIZJLTO,O,X,X,X,X,X,O,X
SIZJLOT,O,X,X,X,X,X,X,X
SIZJOTL,O,X,X,X,X,O,O,O
SIZJOLT,O,X,X,X,X,X,X,X
SIZOTLJ,O,X,X,X,X,O,O,O
SIZOTJL,O,X,X,X,X,O,O,O
SIZOLTJ,O,X,X,X,X,X,X,O
SIZOLJT,O,X,X,X,X,X,X,X
SIZOJTL,O,X,X,X,X,O,O,O
SIZOJLT,O,X,X,X,X,X,X,X
SIOTLJZ,X,X,O,X,X,O,X,X
SIOTLZJ,O,X,O,X,X,X,X,O
SIOTJLZ,X,X,X,X,X,O,X,X
SIOTJZL,X,X,X,O,X,O,O,X
SIOTZLJ,O,X,O,X,X,O,O,O
SIOTZJL,O,X,O,X,X,O,O,O
SIOLTJZ,X,X,O,X,X,X,X,X
SIOLTZJ,O,X,O,X,X,X,X,O
SIOLJTZ,X,X,O,X,X,X,X,X
SIOLJZT,O,X,X,X,X,X,X,X
SIOLZTJ,O,X,X,X,X,X,X,X
SIOLZJT,O,X,X,X,X,X,X,X
SIOJTLZ,X,X,X,X,X,O,X,X
SIOJTZL,X,X,X,O,X,O,O,X
SIOJLTZ,X,X,O,X,X,X,X,X
SIOJLZT,O,X,X,X,X,X,X,X
SIOJZTL,O,X,X,O,X,O,O,X
SIOJZLT,O,X,X,X,X,X,X,X
SIOZTLJ,O,X,X,X,X,O,O,O
SIOZTJL,O,X,X,X,X,O,O,O
SIOZLTJ,O,X,X,X,X,X,X,O
SIOZLJT,O,X,X,X,X,X,X,X
SIOZJTL,O,X,X,X,X,O,O,O
SIOZJLT,O,X,X,X,X,X,X,X
SLTIJZO,X,X,O,X,O,X,O,X
SLTIJOZ,X,X,O,X,O,X,X,X
SLTIZJO,O,X,O,X,O,X,O,O
SLTIZOJ,O,X,O,X,O,X,O,O
SLTIOJZ,X,X,O,X,O,X,X,X
SLTIOZJ,O,X,O,X,O,X,X,O
SLTJIZO,X,X,O,X,O,X,O,X
SLTJIOZ,X,X,O,X,O,X,X,X
SLTJZIO,O,X,O,O,O,X,O,O
SLTJZOI,O,X,O,O,O,X,O,O
SLTJOIZ,X,X,O,X,O,X,X,X
SLTJOZI,O,X,O,O,O,X,X,O
SLTZIJO,O,X,O,X,O,X,O,O
SLTZIOJ,O,X,O,X,O,X,O,O
SLTZJIO,O,X,O,X,O,X,O,O
SLTZJOI,O,X,O,X,O,X,O,O
SLTZOIJ,O,X,O,X,O,X,O,O
SLTZOJI,O,X,O,X,O,X,O,O
SLTOIJZ,X,X,O,X,O,X,X,X
SLTOIZJ,O,X,O,X,O,X,X,O
SLTOJIZ,X,X,O,X,O,X,X,X
SLTOJZI,O,X,O,O,O,X,X,O
SLTOZIJ,O,X,O,X,O,X,X,O
SLTOZJI,O,X,O,X,O,X,X,O
SLITJZO,X,X,O,X,O,X,O,X
SLITJOZ,X,X,O,X,O,X,X,X
SLITZJO,O,X,O,X,O,X,O,O
SLITZOJ,O,X,O,X,O,X,O,O
SLITOJZ,X,X,O,X,O,X,X,X
SLITOZJ,O,X,O,X,O,X,X,O
SLIJTZO,X,X,O,X,O,X,O,X
SLIJTOZ,X,X,O,X,O,X,X,X
SLIJZTO,O,X,X,X,X,X,O,X
SLIJZOT,O,X,X,X,X,X,X,X
SLIJOTZ,X,X,O,X,O,X,X,X
SLIJOZT,O,X,X,X,X,X,X,X
SLIZTJO,O,X,X,X,X,X,O,X
SLIZTOJ,O,X,X,X,X,X,O,X
SLIZJTO,O,X,X,X,X,X,O,X
SLIZJOT,O,X,X,X,X,X,X,X
SLIZOTJ,O,X,X,X,X,X,X,X
SLIZOJT,O,X,X,X,X,X,X,X
SLIOTJZ,X,X,O,X,O,X,X,X
SLIOTZJ,O,X,O,X,O,X,X,O
SLIOJTZ,X,X,O,X,O,X,X,X
SLIOJZT,O,X,X,X,X,X,X,X
SLIOZTJ,O,X,X,X,X,X,X,X
SLIOZJT,O,X,X,X,X,X,X,X
SLJTIZO,X,X,O,X,O,X,O,X
SLJTIOZ,X,X,O,X,O,X,X,X
SLJTZIO,O,X,O,O,O,X,O,O
SLJTZOI,O,X,O,O,O,X,O,O
SLJTOIZ,X,X,O,X,O,X,X,X
SLJTOZI,O,X,O,O,O,X,X,O
SLJITZO,X,X,O,X,O,X,O,X
SLJITOZ,X,X,O,X,O,X,X,X
SLJIZTO,O,X,X,X,X,X,O,X
SLJIZOT,O,X,X,X,X,X,X,X
SLJIOTZ,X,X,O,X,O,X,X,X
SLJIOZT,O,X,X,X,X,X,X,X
SLJZTIO,O,X,O,O,O,X,O,X
SLJZTOI,O,X,O,O,O,X,O,X
SLJZITO,O,X,X,X,O,X,O,X
SLJZIOT,O,X,X,X,O,X,X,X
SLJZOTI,O,X,O,O,O,X,O,X
SLJZOIT,O,X,X,X,O,X,X,X
SLJOTIZ,X,X,O,X,O,X,X,X
SLJOTZI,O,X,O,O,O,X,X,O
SLJOITZ,X,X,O,X,O,X,X,X
SLJOIZT,O,X,X,X,X,X,X,X
SLJOZTI,O,X,O,O,O,X,X,X
SLJOZIT,O,X,X,X,O,X,X,X
SLZTIJO,O,X,O,X,O,X,O,O
SLZTIOJ,O,X,O,X,O,X,O,O
SLZTJIO,O,X,O,X,O,X,O,O
SLZTJOI,O,X,O,X,O,X,O,O
SLZTOIJ,O,X,O,X,O,X,O,O
SLZTOJI,O,X,O,X,O,X,O,O
SLZITJO,O,X,X,X,O,X,O,O
SLZITOJ,O,X,X,X,O,X,O,O
SLZIJTO,O,X,X,X,O,X,O,X
SLZIJOT,O,X,X,X,O,X,X,X
SLZIOTJ,O,X,X,X,O,X,X,O
SLZIOJT,O,X,X,X,O,X,X,X
SLZJTIO,O,X,O,X,O,X,O,X
SLZJTOI,O,X,O,X,O,X,O,X
SLZJITO,O,X,X,X,O,X,O,X
SLZJIOT,O,X,X,X,O,X,X,X
SLZJOTI,O,X,O,X,O,X,O,X
SLZJOIT,O,X,X,X,O,X,X,X
SLZOTIJ,O,X,O,X,O,X,O,O
SLZOTJI,O,X,O,X,O,X,O,O
SLZOITJ,O,X,X,X,O,X,X,O
SLZOIJT,O,X,X,X,O,X,X,X
SLZOJTI,O,X,O,X,O,X,O,X
SLZOJIT,O,X,X,X,O,X,X,X
SLOTIJZ,X,X,O,X,O,X,X,X
SLOTIZJ,O,X,O,X,O,X,X,O
SLOTJIZ,X,X,O,X,O,X,X,X
SLOTJZI,O,X,O,O,O,X,X,O
SLOTZIJ,O,X,O,X,O,X,X,O
SLOTZJI,O,X,O,X,O,X,X,O
SLOITJZ,X,X,O,X,O,X,X,X
SLOITZJ,O,X,O,X,O,X,X,O
SLOIJTZ,X,X,O,X,O,X,X,X
SLOIJZT,O,X,X,X,X,X,X,X
SLOIZTJ,O,X,X,X,X,X,X,X
SLOIZJT,O,X,X,X,X,X,X,X
SLOJTIZ,X,X,O,X,O,X,X,X
SLOJTZI,O,X,O,O,O,X,X,O
SLOJITZ,X,X,O,X,O,X,X,X
SLOJIZT,O,X,X,X,X,X,X,X
SLOJZTI,O,X,O,O,O,X,X,X
SLOJZIT,O,X,X,X,O,X,X,X
SLOZTIJ,O,X,O,X,O,X,X,O
SLOZTJI,O,X,O,X,O,X,X,O
SLOZITJ,O,X,X,X,O,X,X,O
SLOZIJT,O,X,X,X,O,X,X,X
SLOZJTI,O,X,O,X,O,X,X,X
SLOZJIT,O,X,X,X,O,X,X,X
SJTILZO,X,O,X,X,X,X,O,X
SJTILOZ,X,O,X,X,X,X,X,X
SJTIZLO,X,O,X,O,X,X,O,X
SJTIZOL,X,O,X,O,X,X,O,X
SJTIOLZ,X,O,X,X,X,X,X,X
SJTIOZL,X,O,X,O,X,X,O,X
SJTLIZO,X,O,O,X,X,X,O,X
SJTLIOZ,X,O,O,X,X,X,X,X
SJTLZIO,O,O,O,O,X,X,O,O
SJTLZOI,O,O,O,O,X,X,O,O
SJTLOIZ,X,O,O,X,X,X,X,X
SJTLOZI,O,O,O,O,X,X,X,O
SJTZILO,O,O,X,O,X,X,O,O
SJTZIOL,O,O,O,O,X,X,O,O
SJTZLIO,O,O,O,O,X,X,O,O
SJTZLOI,O,O,O,O,X,X,O,O
SJTZOIL,O,O,O,O,X,X,O,O
SJTZOLI,O,O,O,O,X,X,O,O
SJTOILZ,X,O,X,X,X,X,X,X
SJTOIZL,X,O,X,O,X,X,O,X
SJTOLIZ,X,O,O,X,X,X,X,X
SJTOLZI,O,O,O,O,X,X,X,O
SJTOZIL,O,O,O,O,X,X,O,O
SJTOZLI,O,O,O,O,X,X,O,O
SJITLZO,X,O,X,X,X,X,O,X
SJITLOZ,X,O,X,X,X,O,X,X
SJITZLO,X,O,X,O,X,O,O,X
SJITZOL,X,O,X,O,X,O,O,X
SJITOLZ,X,O,X,X,X,O,X,X
SJITOZL,X,O,X,O,X,O,O,X
SJILTZO,X,X,O,X,X,X,O,X
SJILTOZ,X,X,O,X,X,X,X,X
SJILZTO,O,X,X,X,X,X,O,X
SJILZOT,O,X,X,X,X,X,X,X
SJILOTZ,X,X,O,X,X,X,X,X
SJILOZT,O,X,X,X,X,X,X,X
SJIZTLO,O,O,X,O,X,O,O,X
SJIZTOL,O,O,X,O,X,O,O,X
SJIZLTO,O,X,X,X,X,X,O,X
SJIZLOT,O,X,X,X,X,X,X,X
SJIZOTL,O,O,X,O,X,O,O,X
SJIZOLT,O,X,X,X,X,X,X,X
SJIOTLZ,X,O,X,X,X,O,X,X
SJIOTZL,X,O,X,O,X,O,O,X
SJIOLTZ,X,X,O,X,X,X,X,X
SJIOLZT,O,X,X,X,X,X,X,X
SJIOZTL,O,O,X,O,X,O,O,X
SJIOZLT,O,X,X,X,X,X,X,X
SJLTIZO,X,X,O,X,O,X,O,X
SJLTIOZ,X,X,O,X,O,X,X,X
SJLTZIO,O,X,O,O,O,X,O,O
SJLTZOI,O,X,O,O,O,X,O,O
SJLTOIZ,X,X,O,X,O,X,X,X
SJLTOZI,O,X,O,O,O,X,X,O
SJLITZO,X,X,O,X,O,X,O,X
SJLITOZ,X,X,O,X,O,X,X,X
SJLIZTO,O,X,X,X,X,X,O,X
SJLIZOT,O,X,X,X,X,X,X,X
SJLIOTZ,X,X,O,X,O,X,X,X
SJLIOZT,O,X,X,X,X,X,X,X
SJLZTIO,O,X,O,O,O,X,O,X
SJLZTOI,O,X,O,O,O,X,O,X
SJLZITO,O,X,X,X,O,X,O,X
SJLZIOT,O,X,X,X,O,X,X,X
SJLZOTI,O,X,O,O,O,X,O,X
SJLZOIT,O,X,X,X,O,X,X,X
SJLOTIZ,X,X,O,X,O,X,X,X
SJLOTZI,O,X,O,O,O,X,X,O
SJLOITZ,X,X,O,X,O,X,X,X
SJLOIZT,O,X,X,X,X,X,X,X
SJLOZTI,O,X,O,O,O,X,X,X
SJLOZIT,O,X,X,X,O,X,X,X
SJZTILO,O,O,X,O,O,X,O,X
SJZTIOL,O,O,X,O,O,X,O,X
SJZTLIO,O,O,X,O,O,X,O,X
SJZTLOI,O,O,X,O,O,X,O,X
SJZTOIL,O,O,X,O,O,X,O,X
SJZTOLI,O,O,X,O,O,X,O,X
SJZITLO,O,O,X,O,O,X,O,O
SJZITOL,O,O,X,O,O,X,O,O
SJZILTO,O,X,X,X,X,X,O,X
SJZILOT,O,X,X,X,X,X,X,X
SJZIOTL,O,O,X,O,O,X,O,O
SJZIOLT,O,X,X,X,X,X,X,X
SJZLTIO,O,X,O,O,O,X,O,X
SJZLTOI,O,X,O,O,O,X,O,X
SJZLITO,O,X,X,X,O,X,O,X
SJZLIOT,O,X,X,X,O,X,X,X
SJZLOTI,O,X,O,O,O,X,O,X
SJZLOIT,O,X,X,X,O,X,X,X
SJZOTIL,O,O,X,O,O,X,O,X
SJZOTLI,O,O,X,O,O,X,O,X
SJZOITL,O,O,X,O,O,X,O,O
SJZOILT,O,X,X,X,X,X,X,X
SJZOLTI,O,X,O,O,O,X,O,X
SJZOLIT,O,X,X,X,O,X,X,X
SJOTILZ,X,O,X,X,X,X,X,X
SJOTIZL,X,O,X,O,X,X,O,X
SJOTLIZ,X,O,O,X,X,X,X,X
SJOTLZI,O,O,O,O,X,X,X,O
SJOTZIL,O,O,O,O,X,X,O,O
SJOTZLI,O,O,O,O,X,X,O,O
SJOITLZ,X,O,X,X,X,O,X,X
SJOITZL,X,O,X,O,X,O,O,X
SJOILTZ,X,X,O,X,X,X,X,X
SJOILZT,O,X,X,X,X,X,X,X
SJOIZTL,O,O,X,O,X,O,O,X
SJOIZLT,O,X,X,X,X,X,X,X
SJOLTIZ,X,X,O,X,O,X,X,X
SJOLTZI,O,X,O,O,O,X,X,O
SJOLITZ,X,X,O,X,O,X,X,X
SJOLIZT,O,X,X,X,X,X,X,X
SJOLZTI,O,X,O,O,O,X,X,X
SJOLZIT,O,X,X,X,O,X,X,X
SJOZTIL,O,O,X,O,O,X,O,X
SJOZTLI,O,O,X,O,O,X,O,X
SJOZITL,O,O,X,O,O,X,O,O
SJOZILT,O,X,X,X,X,X,X,X
SJOZLTI,O,X,O,O,O,X,O,X
SJOZLIT,O,X,X,X,O,X,X,X
SZTILJO,O,O,O,X,O,X,O,O
SZTILOJ,O,O,O,X,O,X,O,O
SZTIJLO,O,O,X,X,O,X,O,O
SZTIJOL,O,O,O,X,O,X,O,O
SZTIOLJ,O,O,O,X,O,X,O,O
SZTIOJL,O,O,O,X,O,X,O,O
SZTLIJO,O,O,O,X,O,X,O,O
SZTLIOJ,O,O,O,X,O,X,O,O
SZTLJIO,O,O,O,X,O,X,O,O
SZTLJOI,O,O,O,X,O,X,O,O
SZTLOIJ,O,O,O,X,O,X,O,O
SZTLOJI,O,O,O,X,O,X,O,O
SZTJILO,O,O,X,O,O,X,O,O
SZTJIOL,O,O,O,O,O,X,O,O
SZTJLIO,O,O,O,O,O,X,O,O
