sequence,v115@7gB8HeB8EeE8DeF8CeG8JeNAJvhFGcBTdBZkB8lBfq?B6pB,v115@7gB8HeB8EeE8DeF8CeG8Jem6IvhFRcBSiB0fBzgBNp?BXqB,v115@7gB8HeB8EeE8DeF8CeG8Je//IvhFRbBchBTdB6lBNp?BeqB,v115@7gB8HeB8EeE8DeF8CeG8Je2/IvhFRbBchBTdB9lBKp?BfqB,v115@7gB8HeB8EeE8DeF8CeG8JeN/IvhFRbBShBTdB8kB3l?B2uB,v115@7gB8HeB8EeE8DeF8CeG8Je06IvhFShBTdBxpBNpBml?BXqB,v115@7gB8HeB8EeE8DeF8CeG8JeNAJvhFRcBSiBOkB8lBfq?BTpB,v115@7gB8HeB8EeE8DeF8CeG8JeO/IvhFxbBTdBXhBcpBNq?BCqB
SJOITZL,O,O,X,X,O,X,X,O
SJOILTZ,X,O,X,X,O,X,X,X
SJOILZT,O,X,X,X,O,X,X,X
SJOIZTL,O,X,X,X,O,X,X,O
SJOIZLT,O,X,X,X,O,X,X,X
SJOLTIZ,X,O,O,X,O,X,X,X
SJOLTZI,X,O,O,X,O,X,O,X
SJOLITZ,X,O,X,X,O,X,X,X
SJOLIZT,O,X,X,X,O,X,X,X
SJOLZTI,O,X,O,X,O,X,O,X
SJOLZIT,O,X,X,X,O,X,X,X
SJOZTIL,O,X,O,X,O,X,O,X
SJOZTLI,O,X,O,X,O,X,O,X
SJOZITL,O,X,X,X,O,X,X,O
SJOZILT,O,X,X,X,O,X,X,X
SJOZLTI,O,X,O,X,O,X,O,X
SJOZLIT,O,X,X,X,O,X,X,X
SZTILJO,O,O,X,X,O,X,O,O
SZTILOJ,O,O,O,X,O,X,O,O
SZTIJLO,O,O,O,X,O,X,O,O
SZTIJOL,O,O,O,X,O,X,O,O
SZTIOLJ,O,O,O,X,O,X,O,O
SZTIOJL,O,O,O,X,O,X,O,O
SZTLIJO,O,O,X,O,O,X,O,O
SZTLIOJ,O,O,O,O,O,X,O,O
SZTLJIO,O,O,O,O,O,X,O,O
SZTLJOI,O,O,O,O,O,X,O,O
SZTLOIJ,O,O,O,O,O,X,O,O
SZTLOJI,O,O,O,O,O,X,O,O
SZTJILO,O,O,O,X,O,X,O,O
SZTJIOL,O,O,O,X,O,X,O,O
SZTJLIO,O,O,O,X,O,X,O,O
SZTJLOI,O,O,O,X,O,X,O,O
SZTJOIL,O,O,O,X,O,X,O,O
SZTJOLI,O,O,O,X,O,X,O,O
SZTOILJ,O,O,O,X,O,X,O,O
SZTOIJL,O,O,O,X,O,X,O,O
SZTOLIJ,O,O,O,O,O,X,O,O
SZTOLJI,O,O,O,O,O,X,O,O
SZTOJIL,O,O,O,X,O,X,O,O
SZTOJLI,O,O,O,X,O,X,O,O
SZITLJO,O,X,X,X,O,X,O,O
SZITLOJ,O,X,X,X,O,X,O,O
SZITJLO,O,X,X,X,O,X,O,O
SZITJOL,O,X,X,X,O,X,O,O
SZITOLJ,O,X,X,X,O,X,O,O
SZITOJL,O,X,X,X,O,X,O,O
SZILTJO,O,X,X,X,O,X,O,O
SZILTOJ,O,X,X,X,O,X,O,O
SZILJTO,O,X,X,X,X,X,O,X
SZILJOT,O,X,X,X,X,X,X,X
SZILOTJ,O,X,X,X,O,X,O,O
SZILOJT,O,X,X,X,X,X,X,X
SZIJTLO,O,X,X,X,X,X,O,O
SZIJTOL,O,X,X,X,X,X,O,O
SZIJLTO,O,X,X,X,X,X,O,X
SZIJLOT,O,X,X,X,X,X,X,X
SZIJOTL,O,X,X,X,X,X,X,O
SZIJOLT,O,X,X,X,X,X,X,X
SZIOTLJ,O,X,X,X,O,X,O,O
SZIOTJL,O,X,X,X,O,X,O,O
SZIOLTJ,O,X,X,X,O,X,O,O
SZIOLJT,O,X,X,X,X,X,X,X
SZIOJTL,O,X,X,X,X,X,X,O
SZIOJLT,O,X,X,X,X,X,X,X
SZLTIJO,O,O,X,O,O,X,O,X
SZLTIOJ,O,O,X,O,O,X,O,X
SZLTJIO,O,O,X,O,O,X,O,X
SZLTJOI,O,O,X,O,O,X,O,X
SZLTOIJ,O,O,X,O,O,X,O,X
SZLTOJI,O,O,X,O,O,X,O,X
SZLITJO,O,O,X,O,O,X,O,O
SZLITOJ,O,O,X,O,O,X,O,O
SZLIJTO,O,X,X,X,X,X,O,X
SZLIJOT,O,X,X,X,X,X,X,X
SZLIOTJ,O,O,X,O,O,X,O,O
SZLIOJT,O,X,X,X,X,X,X,X
SZLJTIO,O,X,O,O,O,X,O,X
SZLJTOI,O,X,O,O,O,X,O,X
SZLJITO,O,X,X,X,O,X,O,X
SZLJIOT,O,X,X,X,O,X,X,X
SZLJOTI,O,X,O,O,O,X,O,X
SZLJOIT,O,X,X,X,O,X,X,X
SZLOTIJ,O,O,X,O,O,X,O,X
SZLOTJI,O,O,X,O,O,X,O,X
SZLOITJ,O,O,X,O,O,X,O,O
SZLOIJT,O,X,X,X,X,X,X,X
SZLOJTI,O,X,O,O,O,X,O,X
SZLOJIT,O,X,X,X,O,X,X,X
SZJTILO,O,X,O,X,O,X,O,O
SZJTIOL,O,X,O,X,O,X,O,O
SZJTLIO,O,X,O,X,O,X,O,O
SZJTLOI,O,X,O,X,O,X,O,O
SZJTOIL,O,X,O,X,O,X,O,O
SZJTOLI,O,X,O,X,O,X,O,O
SZJITLO,O,X,X,X,O,X,O,O
SZJITOL,O,X,X,X,O,X,O,O
SZJILTO,O,X,X,X,O,X,O,X
SZJILOT,O,X,X,X,O,X,X,X
SZJIOTL,O,X,X,X,O,X,X,O
SZJIOLT,O,X,X,X,O,X,X,X
SZJLTIO,O,X,O,X,O,X,O,X
SZJLTOI,O,X,O,X,O,X,O,X
SZJLITO,O,X,X,X,O,X,O,X
SZJLIOT,O,X,X,X,O,X,X,X
SZJLOTI,O,X,O,X,O,X,O,X
SZJLOIT,O,X,X,X,O,X,X,X
SZJOTIL,O,X,O,X,O,X,O,O
SZJOTLI,O,X,O,X,O,X,O,O
SZJOITL,O,X,X,X,O,X,X,O
SZJOILT,O,X,X,X,O,X,X,X
SZJOLTI,O,X,O,X,O,X,O,X
SZJOLIT,O,X,X,X,O,X,X,X
SZOTILJ,O,O,O,X,O,X,O,O
SZOTIJL,O,O,O,X,O,X,O,O
SZOTLIJ,O,O,O,O,O,X,O,O
SZOTLJI,O,O,O,O,O,X,O,O
SZOTJIL,O,O,O,X,O,X,O,O
SZOTJLI,O,O,O,X,O,X,O,O
SZOITLJ,O,O,X,X,O,X,O,O
SZOITJL,O,O,X,X,O,X,O,O
SZOILTJ,O,O,X,X,O,X,O,O
SZOILJT,O,X,X,X,X,X,X,X
SZOIJTL,O,X,X,X,X,X,X,O
SZOIJLT,O,X,X,X,X,X,X,X
SZOLTIJ,O,O,X,O,O,X,O,X
SZOLTJI,O,O,X,O,O,X,O,X
SZOLITJ,O,O,X,O,O,X,O,O
SZOLIJT,O,X,X,X,X,X,X,X
SZOLJTI,O,X,O,O,O,X,O,X
SZOLJIT,O,X,X,X,O,X,X,X
SZOJTIL,O,X,O,X,O,X,O,O
SZOJTLI,O,X,O,X,O,X,O,O
SZOJITL,O,X,X,X,O,X,X,O
SZOJILT,O,X,X,X,O,X,X,X
SZOJLTI,O,X,O,X,O,X,O,X
SZOJLIT,O,X,X,X,O,X,X,X
SOTILJZ,X,O,X,X,X,X,X,X
SOTILZJ,O,O,X,X,X,X,X,O
SOTIJLZ,X,O,O,X,X,X,X,X
SOTIJZL,O,O,O,X,X,X,X,O
SOTIZLJ,O,O,O,X,X,X,X,O
SOTIZJL,O,O,O,X,X,X,X,O
SOTLIJZ,X,O,X,O,X,X,X,X
SOTLIZJ,O,O,X,O,X,X,X,O
SOTLJIZ,X,O,O,O,O,X,X,X
SOTLJZI,X,O,O,O,O,X,O,X
SOTLZIJ,O,O,O,O,O,X,O,O
SOTLZJI,O,O,O,O,O,X,O,O
SOTJILZ,X,O,O,X,O,X,X,X
SOTJIZL,O,O,O,X,O,X,X,O
SOTJLIZ,X,O,O,X,O,X,X,X
SOTJLZI,X,O,O,X,O,X,O,X
SOTJZIL,O,O,O,X,O,X,O,O
SOTJZLI,O,O,O,X,O,X,O,O
SOTZILJ,O,O,O,X,O,X,O,O
SOTZIJL,O,O,O,X,O,X,O,O
SOTZLIJ,O,O,O,O,O,X,O,O
SOTZLJI,O,O,O,O,O,X,O,O
SOTZJIL,O,O,O,X,O,X,O,O
SOTZJLI,O,O,O,X,O,X,O,O
SOITLJZ,X,O,X,X,X,O,X,X
SOITLZJ,O,O,X,X,X,O,X,O
SOITJLZ,X,O,X,X,X,O,X,X
SOITJZL,O,O,X,X,X,O,X,O
SOITZLJ,O,O,X,X,X,O,X,O
SOITZJL,O,O,X,X,X,O,X,O
SOILTJZ,X,O,X,X,X,O,X,X
SOILTZJ,O,O,X,X,X,O,X,O
SOILJTZ,X,O,X,X,O,O,X,X
SOILJZT,O,X,X,X,O,X,X,X
SOILZTJ,O,O,X,X,O,O,X,O
SOILZJT,O,X,X,X,X,X,X,X
SOIJTLZ,X,O,X,X,O,O,X,X
SOIJTZL,O,O,X,X,O,O,X,O
SOIJLTZ,X,O,X,X,O,O,X,X
SOIJLZT,O,X,X,X,O,X,X,X
SOIJZTL,O,X,X,X,O,X,X,O
SOIJZLT,O,X,X,X,O,X,X,X
SOIZTLJ,O,O,X,X,O,O,X,O
SOIZTJL,O,O,X,X,O,O,X,O
SOIZLTJ,O,O,X,X,O,O,X,O
SOIZLJT,O,X,X,X,X,X,X,X
SOIZJTL,O,X,X,X,X,X,X,O
SOIZJLT,O,X,X,X,X,X,X,X
SOLTIJZ,X,O,X,O,X,X,X,X
SOLTIZJ,O,O,X,O,X,X,X,O
SOLTJIZ,X,O,X,O,O,X,X,X
SOLTJZI,X,O,X,O,O,X,O,X
SOLTZIJ,O,O,X,O,O,X,O,O
SOLTZJI,O,O,X,O,O,X,O,O
SOLITJZ,X,O,X,O,X,O,X,X
SOLITZJ,O,O,X,O,X,O,X,O
SOLIJTZ,X,O,X,O,O,O,X,X
SOLIJZT,O,X,X,X,O,X,X,X
SOLIZTJ,O,O,X,O,O,O,O,O
SOLIZJT,O,X,X,X,X,X,X,X
SOLJTIZ,X,O,O,O,O,X,X,X
SOLJTZI,X,O,O,O,O,X,O,X
SOLJITZ,X,O,X,O,O,X,X,X
SOLJIZT,O,X,X,X,O,X,X,X
SOLJZTI,O,X,O,O,O,X,O,X
SOLJZIT,O,X,X,X,O,X,X,X
SOLZTIJ,O,O,X,O,O,X,O,X
SOLZTJI,O,O,X,O,O,X,O,X
SOLZITJ,O,O,X,O,O,X,O,O
SOLZIJT,O,X,X,X,X,X,X,X
SOLZJTI,O,X,O,O,O,X,O,X
SOLZJIT,O,X,X,X,O,X,X,X
SOJTILZ,X,O,O,X,O,X,X,X
SOJTIZL,O,O,O,X,O,X,X,O
SOJTLIZ,X,O,O,X,O,X,X,X
SOJTLZI,X,O,O,X,O,X,O,X
SOJTZIL,O,O,O,X,O,X,O,O
SOJTZLI,O,O,O,X,O,X,O,O
SOJITLZ,X,O,X,X,O,X,X,X
SOJITZL,O,O,X,X,O,X,X,O
SOJILTZ,X,O,X,X,O,X,X,X
SOJILZT,O,X,X,X,O,X,X,X
SOJIZTL,O,X,X,X,O,X,X,O
SOJIZLT,O,X,X,X,O,X,X,X
SOJLTIZ,X,O,O,X,O,X,X,X
SOJLTZI,X,O,O,X,O,X,O,X
SOJLITZ,X,O,X,X,O,X,X,X
SOJLIZT,O,X,X,X,O,X,X,X
SOJLZTI,O,X,O,X,O,X,O,X
SOJLZIT,O,X,X,X,O,X,X,X
SOJZTIL,O,X,O,X,O,X,O,X
SOJZTLI,O,X,O,X,O,X,O,X
SOJZITL,O,X,X,X,O,X,X,O
SOJZILT,O,X,X,X,O,X,X,X
SOJZLTI,O,X,O,X,O,X,O,X
SOJZLIT,O,X,X,X,O,X,X,X
SOZTILJ,O,O,O,X,O,X,O,O
SOZTIJL,O,O,O,X,O,X,O,O
SOZTLIJ,O,O,O,O,O,X,O,O
SOZTLJI,O,O,O,O,O,X,O,O
SOZTJIL,O,O,O,X,O,X,O,O
SOZTJLI,O,O,O,X,O,X,O,O
SOZITLJ,O,O,X,X,O,X,O,O
SOZITJL,O,O,X,X,O,X,O,O
SOZILTJ,O,O,X,X,O,X,O,O
SOZILJT,O,X,X,X,X,X,X,X
SOZIJTL,O,X,X,X,X,X,X,O
SOZIJLT,O,X,X,X,X,X,X,X
SOZLTIJ,O,O,X,O,O,X,O,X
SOZLTJI,O,O,X,O,O,X,O,X
SOZLITJ,O,O,X,O,O,X,O,O
SOZLIJT,O,X,X,X,X,X,X,X
SOZLJTI,O,X,O,O,O,X,O,X
SOZLJIT,O,X,X,X,O,X,X,X
SOZJTIL,O,X,O,X,O,X,O,O
SOZJTLI,O,X,O,X,O,X,O,O
SOZJITL,O,X,X,X,O,X,X,O
SOZJILT,O,X,X,X,O,X,X,X
SOZJLTI,O,X,O,X,O,X,O,X
SOZJLIT,O,X,X,X,O,X,X,X
ZTILJSO,X,O,X,X,X,X,O,X
ZTILJOS,X,O,X,X,X,X,X,X
ZTILSJO,X,O,X,O,X,X,O,X
ZTILSOJ,X,X,X,O,X,X,O,X
ZTILOJS,X,O,X,X,X,X,X,X
ZTILOSJ,X,O,X,O,X,X,O,X
ZTIJLSO,X,O,O,X,X,X,O,X
ZTIJLOS,X,O,O,X,X,X,X,X
ZTIJSLO,O,X,O,X,X,X,O,O
ZTIJSOL,O,X,O,X,X,X,O,O
ZTIJOLS,X,O,O,X,X,X,X,X
ZTIJOSL,O,O,O,X,X,X,X,O
ZTISLJO,O,X,X,X,X,X,O,O
ZTISLOJ,O,X,O,X,X,X,O,O
ZTISJLO,O,X,O,X,X,X,O,O
ZTISJOL,O,X,O,X,X,X,O,O
ZTISOLJ,O,X,O,X,X,X,O,O
ZTISOJL,O,X,O,X,X,X,O,O
ZTIOLJS,X,O,X,X,X,X,X,X
ZTIOLSJ,X,O,X,O,X,X,O,X
ZTIOJLS,X,O,O,X,X,X,X,X
ZTIOJSL,O,O,O,X,X,X,X,O
ZTIOSLJ,O,O,O,X,X,X,O,O
ZTIOSJL,O,O,O,X,X,X,O,O
ZTLIJSO,X,O,X,X,X,X,O,X
ZTLIJOS,X,O,X,X,X,X,X,X
ZTLISJO,X,O,X,O,X,X,O,X
ZTLISOJ,X,O,X,O,X,X,O,X
ZTLIOJS,X,O,X,X,X,X,X,X
ZTLIOSJ,X,O,X,O,X,X,O,X
ZTLJISO,X,O,O,X,X,X,O,X
ZTLJIOS,X,O,O,X,X,X,X,X
ZTLJSIO,O,O,O,O,X,X,O,O
ZTLJSOI,O,O,O,O,X,X,O,O
ZTLJOIS,X,O,O,X,X,X,X,X
ZTLJOSI,O,O,O,O,X,X,X,O
ZTLSIJO,O,O,X,O,X,X,O,O
ZTLSIOJ,O,O,O,O,X,X,O,O
ZTLSJIO,O,O,O,O,X,X,O,O
ZTLSJOI,O,O,O,O,X,X,O,O
ZTLSOIJ,O,O,O,O,X,X,O,O
ZTLSOJI,O,O,O,O,X,X,O,O
ZTLOIJS,X,O,X,X,X,X,X,X
ZTLOISJ,X,O,X,O,X,X,O,X
ZTLOJIS,X,O,O,X,X,X,X,X
ZTLOJSI,O,O,O,O,X,X,X,O
ZTLOSIJ,O,O,O,O,X,X,O,O
ZTLOSJI,O,O,O,O,X,X,O,O
ZTJILSO,X,O,O,X,X,X,O,X
ZTJILOS,X,O,O,X,X,X,X,X
ZTJISLO,O,X,O,X,X,X,O,O
ZTJISOL,O,X,O,X,X,X,O,O
ZTJIOLS,X,O,O,X,X,X,X,X
ZTJIOSL,O,O,O,X,X,X,X,O
ZTJLISO,X,O,O,X,X,X,O,X
ZTJLIOS,X,O,O,X,X,X,X,X
ZTJLSIO,O,O,O,O,X,X,O,O
ZTJLSOI,O,O,O,O,X,X,O,O
ZTJLOIS,X,O,O,X,X,X,X,X
ZTJLOSI,O,O,O,O,X,X,X,O
ZTJSILO,O,X,O,X,X,X,O,O
ZTJSIOL,O,X,O,X,X,X,O,O
ZTJSLIO,O,O,O,X,X,X,O,O
ZTJSLOI,O,O,O,X,X,X,O,O
ZTJSOIL,O,O,O,X,X,X,O,O
ZTJSOLI,O,O,O,X,X,X,O,O
ZTJOILS,X,O,O,X,X,X,X,X
ZTJOISL,O,O,O,X,X,X,X,O
ZTJOLIS,X,O,O,X,X,X,X,X
ZTJOLSI,O,O,O,O,X,X,X,O
ZTJOSIL,O,O,O,X,X,X,X,O
ZTJOSLI,O,O,O,X,X,X,X,O
ZTSILJO,O,O,X,X,X,X,O,O
ZTSILOJ,O,O,O,X,X,X,O,O
ZTSIJLO,O,O,O,X,X,X,O,O
ZTSIJOL,O,O,O,X,X,X,O,O
ZTSIOLJ,O,O,O,X,X,X,O,O
ZTSIOJL,O,O,O,X,X,X,O,O
ZTSLIJO,O,O,X,O,X,X,O,O
ZTSLIOJ,O,O,O,O,X,X,O,O
ZTSLJIO,O,O,O,O,X,X,O,O
ZTSLJOI,O,O,O,O,X,X,O,O
ZTSLOIJ,O,O,O,O,X,X,O,O
ZTSLOJI,O,O,O,O,X,X,O,O
ZTSJILO,O,O,O,X,X,X,O,O
ZTSJIOL,O,O,O,X,X,X,O,O
ZTSJLIO,O,O,O,X,X,X,O,O
ZTSJLOI,O,O,O,X,X,X,O,O
ZTSJOIL,O,O,O,X,X,X,O,O
ZTSJOLI,O,O,O,X,X,X,O,O
ZTSOILJ,O,O,O,X,X,X,O,O
ZTSOIJL,O,O,O,X,X,X,O,O
ZTSOLIJ,O,O,O,O,X,X,O,O
ZTSOLJI,O,O,O,O,X,X,O,O
ZTSOJIL,O,O,O,X,X,X,O,O
ZTSOJLI,O,O,O,X,X,X,O,O
ZTOILJS,X,O,X,X,X,X,X,X
ZTOILSJ,X,O,X,O,X,X,O,X
ZTOIJLS,X,O,O,X,X,X,X,X
ZTOIJSL,O,O,O,X,X,X,X,O
ZTOISLJ,O,O,O,X,X,X,O,O
ZTOISJL,O,O,O,X,X,X,O,O
ZTOLIJS,X,O,X,X,X,X,X,X
ZTOLISJ,X,O,X,O,X,X,O,X
ZTOLJIS,X,O,O,X,X,X,X,X
ZTOLJSI,O,O,O,O,X,X,X,O
ZTOLSIJ,O,O,O,O,X,X,O,O
ZTOLSJI,O,O,O,O,X,X,O,O
ZTOJILS,X,O,O,X,X,X,X,X
ZTOJISL,O,O,O,X,X,X,X,O
ZTOJLIS,X,O,O,X,X,X,X,X
ZTOJLSI,O,O,O,O,X,X,X,O
ZTOJSIL,O,O,O,X,X,X,X,O
ZTOJSLI,O,O,O,X,X,X,X,O
ZTOSILJ,O,O,O,X,X,X,O,O
ZTOSIJL,O,O,O,X,X,X,O,O
ZTOSLIJ,O,O,O,O,X,X,O,O
ZTOSLJI,O,O,O,O,X,X,O,O
ZTOSJIL,O,O,O,X,X,X,O,O
ZTOSJLI,O,O,O,X,X,X,O,O
ZITLJSO,X,X,X,X,X,X,O,X
ZITLJOS,X,X,X,X,X,O,X,X
ZITLSJO,X,X,X,O,X,O,O,X
ZITLSOJ,X,X,X,O,X,O,O,X
ZITLOJS,X,X,X,X,X,O,X,X
ZITLOSJ,X,X,X,O,X,O,O,X
ZITJLSO,X,X,O,X,X,X,O,X
ZITJLOS,X,X,O,X,X,O,X,X
ZITJSLO,O,X,O,X,X,X,O,O
ZITJSOL,O,X,O,X,X,X,O,O
ZITJOLS,X,X,O,X,X,O,X,X
ZITJOSL,O,X,O,X,X,X,X,O
ZITSLJO,O,X,X,X,X,O,O,O
ZITSLOJ,O,X,O,X,X,O,O,O
ZITSJLO,O,X,O,X,X,O,O,O
ZITSJOL,O,X,O,X,X,O,O,O
ZITSOLJ,O,X,O,X,X,O,O,O
ZITSOJL,O,X,O,X,X,O,O,O
ZITOLJS,X,X,X,X,X,O,X,X
ZITOLSJ,X,X,X,O,X,O,O,X
ZITOJLS,X,X,O,X,X,O,X,X
ZITOJSL,O,X,O,X,X,X,X,O
ZITOSLJ,O,X,O,X,X,O,O,O
ZITOSJL,O,X,O,X,X,O,O,O
ZILTJSO,X,X,X,X,X,X,O,X
ZILTJOS,X,X,X,X,X,O,X,X
ZILTSJO,X,X,X,O,X,O,O,X
ZILTSOJ,X,X,X,O,X,O,O,X
ZILTOJS,X,X,X,X,X,O,X,X
ZILTOSJ,X,X,X,O,X,O,O,X
ZILJTSO,X,X,O,X,X,X,O,X
ZILJTOS,X,X,O,X,X,X,X,X
ZILJSTO,O,X,X,X,X,X,O,X
ZILJSOT,O,X,X,X,X,X,X,X
ZILJOTS,X,X,O,X,X,X,X,X
ZILJOST,O,X,X,X,X,X,X,X
ZILSTJO,O,X,X,O,X,O,O,X
ZILSTOJ,O,X,X,O,X,O,O,X
ZILSJTO,O,X,X,X,X,X,O,X
ZILSJOT,O,X,X,X,X,X,X,X
ZILSOTJ,O,X,X,O,X,O,O,X
ZILSOJT,O,X,X,X,X,X,X,X
ZILOTJS,X,X,X,X,X,O,X,X
ZILOTSJ,X,X,X,O,X,O,O,X
ZILOJTS,X,X,O,X,X,X,X,X
ZILOJST,O,X,X,X,X,X,X,X
ZILOSTJ,O,X,X,O,X,O,O,X
ZILOSJT,O,X,X,X,X,X,X,X
ZIJTLSO,X,X,O,X,X,X,O,X
ZIJTLOS,X,X,O,X,X,X,X,X
ZIJTSLO,O,X,O,X,X,X,O,O
ZIJTSOL,O,X,O,X,X,X,O,O
ZIJTOLS,X,X,O,X,X,X,X,X
ZIJTOSL,O,X,O,X,X,X,X,O
ZIJLTSO,X,X,O,X,X,X,O,X
ZIJLTOS,X,X,O,X,X,X,X,X
ZIJLSTO,O,X,X,X,X,X,O,X
ZIJLSOT,O,X,X,X,X,X,X,X
ZIJLOTS,X,X,O,X,X,X,X,X
ZIJLOST,O,X,X,X,X,X,X,X
ZIJSTLO,O,X,X,X,X,X,O,X
ZIJSTOL,O,X,X,X,X,X,O,X
ZIJSLTO,O,X,X,X,X,X,O,X
ZIJSLOT,O,X,X,X,X,X,X,X
ZIJSOTL,O,X,X,X,X,X,X,X
ZIJSOLT,O,X,X,X,X,X,X,X
ZIJOTLS,X,X,O,X,X,X,X,X
ZIJOTSL,O,X,O,X,X,X,X,O
ZIJOLTS,X,X,O,X,X,X,X,X
ZIJOLST,O,X,X,X,X,X,X,X
ZIJOSTL,O,X,X,X,X,X,X,X
ZIJOSLT,O,X,X,X,X,X,X,X
ZISTLJO,O,X,X,X,X,O,O,O
ZISTLOJ,O,X,X,X,X,O,O,O
ZISTJLO,O,X,X,X,X,O,O,O
ZISTJOL,O,X,X,X,X,O,O,O
ZISTOLJ,O,X,X,X,X,O,O,O
ZISTOJL,O,X,X,X,X,O,O,O
ZISLTJO,O,X,X,X,X,O,O,O
ZISLTOJ,O,X,X,X,X,O,O,O
ZISLJTO,O,X,X,X,X,X,O,X
ZISLJOT,O,X,X,X,X,X,X,X
ZISLOTJ,O,X,X,X,X,O,O,O
ZISLOJT,O,X,X,X,X,X,X,X
ZISJTLO,O,X,X,X,X,X,O,O
ZISJTOL,O,X,X,X,X,X,O,O
ZISJLTO,O,X,X,X,X,X,O,X
ZISJLOT,O,X,X,X,X,X,X,X
ZISJOTL,O,X,X,X,X,X,X,O
ZISJOLT,O,X,X,X,X,X,X,X
ZISOTLJ,O,X,X,X,X,O,O,O
ZISOTJL,O,X,X,X,X,O,O,O
ZISOLTJ,O,X,X,X,X,O,O,O
ZISOLJT,O,X,X,X,X,X,X,X
ZISOJTL,O,X,X,X,X,X,X,O
ZISOJLT,O,X,X,X,X,X,X,X
ZIOTLJS,X,X,X,X,X,O,X,X
ZIOTLSJ,X,X,X,O,X,O,O,X
ZIOTJLS,X,X,O,X,X,O,X,X
ZIOTJSL,O,X,O,X,X,X,X,O
ZIOTSLJ,O,X,O,X,X,O,O,O
ZIOTSJL,O,X,O,X,X,O,O,O
ZIOLTJS,X,X,X,X,X,O,X,X
ZIOLTSJ,X,X,X,O,X,O,O,X
ZIOLJTS,X,X,O,X,X,X,X,X
ZIOLJST,O,X,X,X,X,X,X,X
ZIOLSTJ,O,X,X,O,X,O,O,X
ZIOLSJT,O,X,X,X,X,X,X,X
ZIOJTLS,X,X,O,X,X,X,X,X
ZIOJTSL,O,X,O,X,X,X,X,O
ZIOJLTS,X,X,O,X,X,X,X,X
ZIOJLST,O,X,X,X,X,X,X,X
ZIOJSTL,O,X,X,X,X,X,X,X
ZIOJSLT,O,X,X,X,X,X,X,X
ZIOSTLJ,O,X,X,X,X,O,O,O
ZIOSTJL,O,X,X,X,X,O,O,O
ZIOSLTJ,O,X,X,X,X,O,O,O
ZIOSLJT,O,X,X,X,X,X,X,X
ZIOSJTL,O,X,X,X,X,X,X,O
ZIOSJLT,O,X,X,X,X,X,X,X
ZLTIJSO,X,O,X,X,X,X,O,X
ZLTIJOS,X,O,X,X,X,X,X,X
ZLTISJO,X,O,X,O,X,X,O,X
ZLTISOJ,X,O,X,O,X,X,O,X
ZLTIOJS,X,O,X,X,X,X,X,X
ZLTIOSJ,X,O,X,O,X,X,O,X
ZLTJISO,X,O,O,X,X,X,O,X
ZLTJIOS,X,O,O,X,X,X,X,X
ZLTJSIO,O,O,O,O,X,X,O,O
ZLTJSOI,O,O,O,O,X,X,O,O
ZLTJOIS,X,O,O,X,X,X,X,X
ZLTJOSI,O,O,O,O,X,X,X,O
ZLTSIJO,O,O,X,O,X,X,O,O
ZLTSIOJ,O,O,O,O,X,X,O,O
ZLTSJIO,O,O,O,O,X,X,O,O
ZLTSJOI,O,O,O,O,X,X,O,O
ZLTSOIJ,O,O,O,O,X,X,O,O
ZLTSOJI,O,O,O,O,X,X,O,O
ZLTOIJS,X,O,X,X,X,X,X,X
ZLTOISJ,X,O,X,O,X,X,O,X
ZLTOJIS,X,O,O,X,X,X,X,X
ZLTOJSI,O,O,O,O,X,X,X,O
ZLTOSIJ,O,O,O,O,X,X,O,O
ZLTOSJI,O,O,O,O,X,X,O,O
ZLITJSO,X,O,X,X,X,X,O,X
ZLITJOS,X,O,X,X,X,O,X,X
ZLITSJO,X,O,X,O,X,O,O,X
ZLITSOJ,X,O,X,O,X,O,O,X
ZLITOJS,X,O,X,X,X,O,X,X
ZLITOSJ,X,O,X,O,X,O,O,X
ZLIJTSO,X,X,O,X,X,X,O,X
ZLIJTOS,X,X,O,X,X,X,X,X
ZLIJSTO,O,X,X,X,X,X,O,X
ZLIJSOT,O,X,X,X,X,X,X,X
ZLIJOTS,X,X,O,X,X,X,X,X
ZLIJOST,O,X,X,X,X,X,X,X
ZLISTJO,O,O,X,O,X,O,O,X
ZLISTOJ,O,O,X,O,X,O,O,X
ZLISJTO,O,X,X,X,X,X,O,X
ZLISJOT,O,X,X,X,X,X,X,X
ZLISOTJ,O,O,X,O,X,O,O,X
ZLISOJT,O,X,X,X,X,X,X,X
ZLIOTJS,X,O,X,X,X,O,X,X
ZLIOTSJ,X,O,X,O,X,O,O,X
ZLIOJTS,X,X,O,X,X,X,X,X
ZLIOJST,O,X,X,X,X,X,X,X
ZLIOSTJ,O,O,X,O,X,O,O,X
ZLIOSJT,O,X,X,X,X,X,X,X
ZLJTISO,X,X,O,X,O,X,O,X
ZLJTIOS,X,X,O,X,O,X,X,X
ZLJTSIO,O,X,O,O,O,X,O,O
ZLJTSOI,O,X,O,O,O,X,O,O
ZLJTOIS,X,X,O,X,O,X,X,X
ZLJTOSI,O,X,O,O,O,X,X,O
ZLJITSO,X,X,O,X,O,X,O,X
ZLJITOS,X,X,O,X,O,X,X,X
ZLJISTO,O,X,X,X,X,X,O,X
ZLJISOT,O,X,X,X,X,X,X,X
ZLJIOTS,X,X,O,X,O,X,X,X
ZLJIOST,O,X,X,X,X,X,X,X
