sequence,v115@7gB8HeB8EeE8DeF8CeG8JeNAJvhFGcBTdBZkB8lBfq?B6pB,v115@7gB8HeB8EeE8DeF8CeG8Jem6IvhFRcBSiB0fBzgBNp?BXqB,v115@7gB8HeB8EeE8DeF8CeG8Je//IvhFRbBchBTdB6lBNp?BeqB,v115@7gB8HeB8EeE8DeF8CeG8Je2/IvhFRbBchBTdB9lBKp?BfqB,v115@7gB8HeB8EeE8DeF8CeG8JeN/IvhFRbBShBTdB8kB3l?B2uB,v115@7gB8HeB8EeE8DeF8CeG8Je06IvhFShBTdBxpBNpBml?BXqB,v115@7gB8HeB8EeE8DeF8CeG8JeNAJvhFRcBSiBOkB8lBfq?BTpB,v115@7gB8HeB8EeE8DeF8CeG8JeO/IvhFxbBTdBXhBcpBNq?BCqB
IJOZTSL,O,X,O,X,O,X,X,X
IJOZLTS,X,X,O,X,O,X,X,X
IJOZLST,O,X,X,X,X,X,X,X
IJOZSTL,O,X,X,X,X,X,X,X
IJOZSLT,O,X,X,X,X,X,X,X
ISTLJZO,X,O,X,X,X,O,O,X
ISTLJOZ,X,O,X,X,X,O,X,X
ISTLZJO,O,O,X,X,X,O,O,O
ISTLZOJ,O,O,X,X,X,O,O,O
ISTLOJZ,X,O,X,X,X,O,X,X
ISTLOZJ,O,O,X,X,X,O,X,O
ISTJLZO,X,X,X,X,X,O,O,X
ISTJLOZ,X,X,X,X,X,O,X,X
ISTJZLO,O,X,X,X,X,O,O,O
ISTJZOL,O,X,X,X,X,O,O,O
ISTJOLZ,X,X,X,X,X,O,X,X
ISTJOZL,O,X,X,X,X,O,X,O
ISTZLJO,O,O,X,X,X,O,O,O
ISTZLOJ,O,O,X,X,X,O,O,O
ISTZJLO,O,O,X,X,X,O,O,O
ISTZJOL,O,O,X,X,X,O,O,O
ISTZOLJ,O,O,X,X,X,O,O,O
ISTZOJL,O,O,X,X,X,O,O,O
ISTOLJZ,X,O,X,X,X,O,X,X
ISTOLZJ,O,O,X,X,X,O,X,O
ISTOJLZ,X,O,X,X,X,O,X,X
ISTOJZL,O,O,X,X,X,O,X,O
ISTOZLJ,O,O,X,X,X,O,X,O
ISTOZJL,O,O,X,X,X,O,X,O
ISLTJZO,X,O,X,X,X,O,O,X
ISLTJOZ,X,O,X,X,X,O,X,X
ISLTZJO,O,O,X,X,X,O,O,O
ISLTZOJ,O,O,X,X,X,O,O,O
ISLTOJZ,X,O,X,X,X,O,X,X
ISLTOZJ,O,O,X,X,X,O,X,O
ISLJTZO,X,O,X,X,O,O,O,X
ISLJTOZ,X,O,X,X,O,O,X,X
ISLJZTO,O,X,X,X,O,X,O,X
ISLJZOT,O,X,X,X,O,X,X,X
ISLJOTZ,X,O,X,X,O,O,X,X
ISLJOZT,O,X,X,X,O,X,X,X
ISLZTJO,O,O,X,X,O,O,O,O
ISLZTOJ,O,O,X,X,O,O,O,O
ISLZJTO,O,X,X,X,X,X,O,X
ISLZJOT,O,X,X,X,X,X,X,X
ISLZOTJ,O,O,X,X,O,O,O,O
ISLZOJT,O,X,X,X,X,X,X,X
ISLOTJZ,X,O,X,X,X,O,X,X
ISLOTZJ,O,O,X,X,X,O,X,O
ISLOJTZ,X,O,X,X,O,O,X,X
ISLOJZT,O,X,X,X,O,X,X,X
ISLOZTJ,O,O,X,X,O,O,O,O
ISLOZJT,O,X,X,X,X,X,X,X
ISJTLZO,X,X,X,X,O,O,O,X
ISJTLOZ,X,X,X,X,O,O,X,X
ISJTZLO,O,X,X,X,O,O,O,O
ISJTZOL,O,X,X,X,O,O,O,O
ISJTOLZ,X,X,X,X,O,O,X,X
ISJTOZL,O,X,X,X,O,O,X,O
ISJLTZO,X,X,X,X,O,O,O,X
ISJLTOZ,X,X,X,X,O,O,X,X
ISJLZTO,O,X,X,X,O,X,O,X
ISJLZOT,O,X,X,X,O,X,X,X
ISJLOTZ,X,X,X,X,O,O,X,X
ISJLOZT,O,X,X,X,O,X,X,X
ISJZTLO,O,X,X,X,O,X,O,O
ISJZTOL,O,X,X,X,O,X,O,O
ISJZLTO,O,X,X,X,O,X,O,X
ISJZLOT,O,X,X,X,O,X,X,X
ISJZOTL,O,X,X,X,O,X,X,O
ISJZOLT,O,X,X,X,O,X,X,X
ISJOTLZ,X,X,X,X,O,O,X,X
ISJOTZL,O,X,X,X,O,O,X,O
ISJOLTZ,X,X,X,X,O,O,X,X
ISJOLZT,O,X,X,X,O,X,X,X
ISJOZTL,O,X,X,X,O,X,X,O
ISJOZLT,O,X,X,X,O,X,X,X
ISZTLJO,O,X,X,X,O,O,O,O
ISZTLOJ,O,X,X,X,O,O,O,O
ISZTJLO,O,X,X,X,O,O,O,O
ISZTJOL,O,X,X,X,O,O,O,O
ISZTOLJ,O,X,X,X,O,O,O,O
ISZTOJL,O,X,X,X,O,O,O,O
ISZLTJO,O,X,X,X,O,O,O,O
ISZLTOJ,O,X,X,X,O,O,O,O
ISZLJTO,O,X,X,X,X,X,O,X
ISZLJOT,O,X,X,X,X,X,X,X
ISZLOTJ,O,X,X,X,O,O,O,O
ISZLOJT,O,X,X,X,X,X,X,X
ISZJTLO,O,X,X,X,X,X,O,O
ISZJTOL,O,X,X,X,X,X,O,O
ISZJLTO,O,X,X,X,X,X,O,X
ISZJLOT,O,X,X,X,X,X,X,X
ISZJOTL,O,X,X,X,X,X,X,O
ISZJOLT,O,X,X,X,X,X,X,X
ISZOTLJ,O,X,X,X,O,O,O,O
ISZOTJL,O,X,X,X,O,O,O,O
ISZOLTJ,O,X,X,X,O,O,O,O
ISZOLJT,O,X,X,X,X,X,X,X
ISZOJTL,O,X,X,X,X,X,X,O
ISZOJLT,O,X,X,X,X,X,X,X
ISOTLJZ,X,O,X,X,X,O,X,X
ISOTLZJ,O,O,X,X,X,O,X,O
ISOTJLZ,X,O,X,X,X,O,X,X
ISOTJZL,O,O,X,X,X,O,X,O
ISOTZLJ,O,O,X,X,X,O,X,O
ISOTZJL,O,O,X,X,X,O,X,O
ISOLTJZ,X,O,X,X,X,O,X,X
ISOLTZJ,O,O,X,X,X,O,X,O
ISOLJTZ,X,O,X,X,O,O,X,X
ISOLJZT,O,X,X,X,O,X,X,X
ISOLZTJ,O,O,X,X,O,O,X,O
ISOLZJT,O,X,X,X,X,X,X,X
ISOJTLZ,X,O,X,X,O,O,X,X
ISOJTZL,O,O,X,X,O,O,X,O
ISOJLTZ,X,O,X,X,O,O,X,X
ISOJLZT,O,X,X,X,O,X,X,X
ISOJZTL,O,X,X,X,O,X,X,O
ISOJZLT,O,X,X,X,O,X,X,X
ISOZTLJ,O,O,X,X,O,O,X,O
ISOZTJL,O,O,X,X,O,O,X,O
ISOZLTJ,O,O,X,X,O,O,X,O
ISOZLJT,O,X,X,X,X,X,X,X
ISOZJTL,O,X,X,X,X,X,X,O
ISOZJLT,O,X,X,X,X,X,X,X
IZTLJSO,X,X,X,X,X,X,O,X
IZTLJOS,X,X,X,X,X,O,X,X
IZTLSJO,X,X,X,O,X,O,O,X
IZTLSOJ,X,X,X,O,X,O,O,X
IZTLOJS,X,X,X,X,X,O,X,X
IZTLOSJ,X,X,X,O,X,O,O,X
IZTJLSO,X,X,O,X,X,X,O,X
IZTJLOS,X,X,O,X,X,O,X,X
IZTJSLO,O,X,O,X,X,X,O,O
IZTJSOL,O,X,O,X,X,X,O,O
IZTJOLS,X,X,O,X,X,O,X,X
IZTJOSL,O,X,O,X,X,X,X,O
IZTSLJO,O,X,X,X,X,O,O,O
IZTSLOJ,O,X,O,X,X,O,O,O
IZTSJLO,O,X,O,X,X,O,O,O
IZTSJOL,O,X,O,X,X,O,O,O
IZTSOLJ,O,X,O,X,X,O,O,O
IZTSOJL,O,X,O,X,X,O,O,O
IZTOLJS,X,X,X,X,X,O,X,X
IZTOLSJ,X,X,X,O,X,O,O,X
IZTOJLS,X,X,O,X,X,O,X,X
IZTOJSL,O,X,O,X,X,X,X,O
IZTOSLJ,O,X,O,X,X,O,O,O
IZTOSJL,O,X,O,X,X,O,O,O
IZLTJSO,X,X,X,X,X,X,O,X
IZLTJOS,X,X,X,X,X,O,X,X
IZLTSJO,X,X,X,O,X,O,O,X
IZLTSOJ,X,X,X,O,X,O,O,X
IZLTOJS,X,X,X,X,X,O,X,X
IZLTOSJ,X,X,X,O,X,O,O,X
IZLJTSO,X,X,O,X,X,X,O,X
IZLJTOS,X,X,O,X,X,X,X,X
IZLJSTO,O,X,X,X,X,X,O,X
IZLJSOT,O,X,X,X,X,X,X,X
IZLJOTS,X,X,O,X,X,X,X,X
IZLJOST,O,X,X,X,X,X,X,X
IZLSTJO,O,X,X,O,X,O,O,X
IZLSTOJ,O,X,X,O,X,O,O,X
IZLSJTO,O,X,X,X,X,X,O,X
IZLSJOT,O,X,X,X,X,X,X,X
IZLSOTJ,O,X,X,O,X,O,O,X
IZLSOJT,O,X,X,X,X,X,X,X
IZLOTJS,X,X,X,X,X,O,X,X
IZLOTSJ,X,X,X,O,X,O,O,X
IZLOJTS,X,X,O,X,X,X,X,X
IZLOJST,O,X,X,X,X,X,X,X
IZLOSTJ,O,X,X,O,X,O,O,X
IZLOSJT,O,X,X,X,X,X,X,X
IZJTLSO,X,X,O,X,X,X,O,X
IZJTLOS,X,X,O,X,X,X,X,X
IZJTSLO,O,X,O,X,X,X,O,O
IZJTSOL,O,X,O,X,X,X,O,O
IZJTOLS,X,X,O,X,X,X,X,X
IZJTOSL,O,X,O,X,X,X,X,O
IZJLTSO,X,X,O,X,X,X,O,X
IZJLTOS,X,X,O,X,X,X,X,X
IZJLSTO,O,X,X,X,X,X,O,X
IZJLSOT,O,X,X,X,X,X,X,X
IZJLOTS,X,X,O,X,X,X,X,X
IZJLOST,O,X,X,X,X,X,X,X
IZJSTLO,O,X,X,X,X,X,O,X
IZJSTOL,O,X,X,X,X,X,O,X
IZJSLTO,O,X,X,X,X,X,O,X
IZJSLOT,O,X,X,X,X,X,X,X
IZJSOTL,O,X,X,X,X,X,X,X
IZJSOLT,O,X,X,X,X,X,X,X
IZJOTLS,X,X,O,X,X,X,X,X
IZJOTSL,O,X,O,X,X,X,X,O
IZJOLTS,X,X,O,X,X,X,X,X
IZJOLST,O,X,X,X,X,X,X,X
IZJOSTL,O,X,X,X,X,X,X,X
IZJOSLT,O,X,X,X,X,X,X,X
IZSTLJO,O,X,X,X,X,O,O,O
IZSTLOJ,O,X,X,X,X,O,O,O
IZSTJLO,O,X,X,X,X,O,O,O
IZSTJOL,O,X,X,X,X,O,O,O
IZSTOLJ,O,X,X,X,X,O,O,O
IZSTOJL,O,X,X,X,X,O,O,O
IZSLTJO,O,X,X,X,X,O,O,O
IZSLTOJ,O,X,X,X,X,O,O,O
IZSLJTO,O,X,X,X,X,X,O,X
IZSLJOT,O,X,X,X,X,X,X,X
IZSLOTJ,O,X,X,X,X,O,O,O
IZSLOJT,O,X,X,X,X,X,X,X
IZSJTLO,O,X,X,X,X,X,O,O
IZSJTOL,O,X,X,X,X,X,O,O
IZSJLTO,O,X,X,X,X,X,O,X
IZSJLOT,O,X,X,X,X,X,X,X
IZSJOTL,O,X,X,X,X,X,X,O
IZSJOLT,O,X,X,X,X,X,X,X
IZSOTLJ,O,X,X,X,X,O,O,O
IZSOTJL,O,X,X,X,X,O,O,O
IZSOLTJ,O,X,X,X,X,O,O,O
IZSOLJT,O,X,X,X,X,X,X,X
IZSOJTL,O,X,X,X,X,X,X,O
IZSOJLT,O,X,X,X,X,X,X,X
IZOTLJS,X,X,X,X,X,O,X,X
IZOTLSJ,X,X,X,O,X,O,O,X
IZOTJLS,X,X,O,X,X,O,X,X
IZOTJSL,O,X,O,X,X,X,X,O
IZOTSLJ,O,X,O,X,X,O,O,O
IZOTSJL,O,X,O,X,X,O,O,O
IZOLTJS,X,X,X,X,X,O,X,X
IZOLTSJ,X,X,X,O,X,O,O,X
IZOLJTS,X,X,O,X,X,X,X,X
IZOLJST,O,X,X,X,X,X,X,X
IZOLSTJ,O,X,X,O,X,O,O,X
IZOLSJT,O,X,X,X,X,X,X,X
IZOJTLS,X,X,O,X,X,X,X,X
IZOJTSL,O,X,O,X,X,X,X,O
IZOJLTS,X,X,O,X,X,X,X,X
IZOJLST,O,X,X,X,X,X,X,X
IZOJSTL,O,X,X,X,X,X,X,X
IZOJSLT,O,X,X,X,X,X,X,X
IZOSTLJ,O,X,X,X,X,O,O,O
IZOSTJL,O,X,X,X,X,O,O,O
IZOSLTJ,O,X,X,X,X,O,O,O
IZOSLJT,O,X,X,X,X,X,X,X
IZOSJTL,O,X,X,X,X,X,X,O
IZOSJLT,O,X,X,X,X,X,X,X
IOTLJSZ,X,O,X,X,X,O,X,X
IOTLJZS,X,O,X,X,X,O,X,X
IOTLSJZ,X,O,X,O,X,O,X,X
IOTLSZJ,X,O,X,O,X,O,X,X
IOTLZJS,X,O,X,X,X,O,X,X
IOTLZSJ,X,O,X,O,X,O,X,X
IOTJLSZ,X,O,O,X,X,O,X,X
IOTJLZS,X,O,O,X,X,O,X,X
IOTJSLZ,X,O,O,X,X,O,X,X
IOTJSZL,O,O,O,X,X,O,X,X
IOTJZLS,X,O,O,X,X,O,X,X
IOTJZSL,O,O,O,X,X,X,X,X
IOTSLJZ,X,O,X,X,X,O,X,X
IOTSLZJ,O,O,X,X,X,O,X,O
IOTSJLZ,X,O,O,X,X,O,X,X
IOTSJZL,O,O,O,X,X,O,X,O
IOTSZLJ,O,O,O,X,X,O,X,O
IOTSZJL,O,O,O,X,X,O,X,O
IOTZLJS,X,O,X,X,X,O,X,X
IOTZLSJ,X,O,X,O,X,O,X,X
IOTZJLS,X,O,O,X,X,O,X,X
IOTZJSL,O,O,O,X,X,X,X,O
IOTZSLJ,O,O,O,X,X,O,X,O
IOTZSJL,O,O,O,X,X,O,X,O
IOLTJSZ,X,O,X,X,X,O,X,X
IOLTJZS,X,O,X,X,X,O,X,X
IOLTSJZ,X,O,X,O,X,O,X,X
IOLTSZJ,X,O,X,O,X,O,X,X
IOLTZJS,X,O,X,X,X,O,X,X
IOLTZSJ,X,O,X,O,X,O,X,X
IOLJTSZ,X,O,O,X,X,O,X,X
IOLJTZS,X,O,O,X,O,O,X,X
IOLJSTZ,X,O,X,O,O,O,X,X
IOLJSZT,O,X,X,X,O,X,X,X
IOLJZTS,X,X,O,X,O,X,X,X
IOLJZST,O,X,X,X,X,X,X,X
IOLSTJZ,X,O,X,O,X,O,X,X
IOLSTZJ,O,O,X,O,X,O,X,X
IOLSJTZ,X,O,X,O,O,O,X,X
IOLSJZT,O,X,X,X,O,X,X,X
IOLSZTJ,O,O,X,O,O,O,X,X
IOLSZJT,O,X,X,X,X,X,X,X
IOLZTJS,X,O,X,X,X,O,X,X
IOLZTSJ,X,O,X,O,X,O,X,X
IOLZJTS,X,X,O,X,X,X,X,X
IOLZJST,O,X,X,X,X,X,X,X
IOLZSTJ,O,O,X,O,X,O,X,X
IOLZSJT,O,X,X,X,X,X,X,X
IOJTLSZ,X,O,O,X,X,O,X,X
IOJTLZS,X,O,O,X,O,O,X,X
IOJTSLZ,X,O,O,X,O,O,X,X
IOJTSZL,O,O,O,X,O,O,X,X
IOJTZLS,X,O,O,X,O,O,X,X
IOJTZSL,O,O,O,X,O,X,X,X
IOJLTSZ,X,O,O,X,X,O,X,X
IOJLTZS,X,O,O,X,O,O,X,X
IOJLSTZ,X,O,X,X,O,O,X,X
IOJLSZT,O,X,X,X,O,X,X,X
IOJLZTS,X,X,O,X,O,X,X,X
IOJLZST,O,X,X,X,X,X,X,X
IOJSTLZ,X,O,X,X,O,O,X,X
IOJSTZL,O,O,X,X,O,O,X,X
IOJSLTZ,X,O,X,X,O,O,X,X
IOJSLZT,O,X,X,X,O,X,X,X
IOJSZTL,O,X,X,X,O,X,X,X
IOJSZLT,O,X,X,X,O,X,X,X
IOJZTLS,X,X,O,X,O,X,X,X
IOJZTSL,O,X,O,X,O,X,X,X
IOJZLTS,X,X,O,X,O,X,X,X
IOJZLST,O,X,X,X,X,X,X,X
IOJZSTL,O,X,X,X,X,X,X,X
IOJZSLT,O,X,X,X,X,X,X,X
IOSTLJZ,X,O,X,X,X,O,X,X
IOSTLZJ,O,O,X,X,X,O,X,O
IOSTJLZ,X,O,X,X,X,O,X,X
IOSTJZL,O,O,X,X,X,O,X,O
IOSTZLJ,O,O,X,X,X,O,X,O
IOSTZJL,O,O,X,X,X,O,X,O
IOSLTJZ,X,O,X,X,X,O,X,X
IOSLTZJ,O,O,X,X,X,O,X,O
IOSLJTZ,X,O,X,X,O,O,X,X
IOSLJZT,O,X,X,X,O,X,X,X
IOSLZTJ,O,O,X,X,O,O,X,O
IOSLZJT,O,X,X,X,X,X,X,X
IOSJTLZ,X,O,X,X,O,O,X,X
IOSJTZL,O,O,X,X,O,O,X,O
IOSJLTZ,X,O,X,X,O,O,X,X
IOSJLZT,O,X,X,X,O,X,X,X
IOSJZTL,O,X,X,X,O,X,X,O
IOSJZLT,O,X,X,X,O,X,X,X
IOSZTLJ,O,O,X,X,O,O,X,O
IOSZTJL,O,O,X,X,O,O,X,O
IOSZLTJ,O,O,X,X,O,O,X,O
IOSZLJT,O,X,X,X,X,X,X,X
IOSZJTL,O,X,X,X,X,X,X,O
IOSZJLT,O,X,X,X,X,X,X,X
IOZTLJS,X,O,X,X,X,O,X,X
IOZTLSJ,X,O,X,O,X,O,X,X
IOZTJLS,X,O,O,X,X,O,X,X
IOZTJSL,O,O,O,X,X,X,X,O
IOZTSLJ,O,O,O,X,X,O,X,O
IOZTSJL,O,O,O,X,X,O,X,O
IOZLTJS,X,O,X,X,X,O,X,X
IOZLTSJ,X,O,X,O,X,O,X,X
IOZLJTS,X,X,O,X,X,X,X,X
IOZLJST,O,X,X,X,X,X,X,X
IOZLSTJ,O,O,X,O,X,O,X,X
IOZLSJT,O,X,X,X,X,X,X,X
IOZJTLS,X,X,O,X,X,X,X,X
IOZJTSL,O,X,O,X,X,X,X,O
IOZJLTS,X,X,O,X,X,X,X,X
IOZJLST,O,X,X,X,X,X,X,X
IOZJSTL,O,X,X,X,X,X,X,X
IOZJSLT,O,X,X,X,X,X,X,X
IOZSTLJ,O,O,X,X,X,O,X,O
IOZSTJL,O,O,X,X,X,O,X,O
IOZSLTJ,O,O,X,X,X,O,X,O
IOZSLJT,O,X,X,X,X,X,X,X
IOZSJTL,O,X,X,X,X,X,X,O
IOZSJLT,O,X,X,X,X,X,X,X
LTIJSZO,X,O,X,X,X,O,X,X
LTIJSOZ,X,O,X,X,X,O,X,X
LTIJZSO,X,O,X,X,X,X,X,X
LTIJZOS,X,O,X,X,X,O,X,X
LTIJOSZ,X,O,X,X,X,O,X,X
LTIJOZS,X,O,X,X,X,O,X,X
LTISJZO,X,O,X,O,X,O,X,X
LTISJOZ,X,O,X,O,X,O,X,X
LTISZJO,X,O,X,O,X,O,O,X
LTISZOJ,X,O,X,O,X,O,O,X
LTISOJZ,X,O,X,O,X,O,X,X
LTISOZJ,X,O,X,O,X,O,X,X
LTIZJSO,X,O,X,X,X,X,O,X
LTIZJOS,X,O,X,X,X,O,X,X
LTIZSJO,X,O,X,O,X,O,O,X
LTIZSOJ,X,O,X,O,X,O,O,X
LTIZOJS,X,O,X,X,X,O,X,X
LTIZOSJ,X,O,X,O,X,O,O,X
LTIOJSZ,X,O,X,X,X,O,X,X
LTIOJZS,X,O,X,X,X,O,X,X
LTIOSJZ,X,O,X,O,X,O,X,X
LTIOSZJ,X,O,X,O,X,O,X,X
LTIOZJS,X,O,X,X,X,O,X,X
LTIOZSJ,X,O,X,O,X,O,X,X
LTJISZO,X,O,O,X,X,X,X,X
LTJISOZ,X,O,O,X,X,X,X,X
LTJIZSO,X,O,O,X,O,X,X,X
LTJIZOS,X,O,O,X,O,X,X,X
LTJIOSZ,X,O,O,X,X,X,X,X
LTJIOZS,X,O,O,X,O,X,X,X
LTJSIZO,X,O,O,O,O,X,X,X
LTJSIOZ,X,O,O,O,O,X,X,X
LTJSZIO,X,O,O,O,O,X,X,X
LTJSZOI,X,O,O,O,O,X,X,X
LTJSOIZ,X,O,O,O,O,X,X,X
LTJSOZI,X,O,O,O,O,X,X,X
LTJZISO,X,O,O,X,O,X,X,X
LTJZIOS,X,O,O,X,O,X,X,X
LTJZSIO,X,O,O,O,O,X,X,X
LTJZSOI,X,O,O,O,O,X,X,X
LTJZOIS,X,O,O,X,O,X,X,X
LTJZOSI,X,O,O,O,O,X,X,X
LTJOISZ,X,O,O,X,X,X,X,X
LTJOIZS,X,O,O,X,O,X,X,X
LTJOSIZ,X,O,O,O,O,X,X,X
LTJOSZI,X,O,O,O,O,X,X,X
LTJOZIS,X,O,O,X,O,X,X,X
LTJOZSI,X,O,O,O,O,X,X,X
LTSIJZO,X,O,X,O,X,X,O,X
LTSIJOZ,X,O,X,O,X,X,X,X
LTSIZJO,X,O,X,O,X,X,O,O
LTSIZOJ,X,O,X,O,X,X,O,O
LTSIOJZ,X,O,X,O,X,X,X,X
LTSIOZJ,X,O,X,O,X,X,X,O
LTSJIZO,X,O,O,O,O,X,O,X
LTSJIOZ,X,O,O,O,O,X,X,X
LTSJZIO,X,O,O,O,O,X,O,X
LTSJZOI,X,O,O,O,O,X,O,X
LTSJOIZ,X,O,O,O,O,X,X,X
LTSJOZI,X,O,O,O,O,X,O,X
LTSZIJO,X,O,X,O,O,X,O,O
LTSZIOJ,X,O,O,O,O,X,O,O
LTSZJIO,X,O,O,O,O,X,O,O
LTSZJOI,X,O,O,O,O,X,O,O
LTSZOIJ,X,O,O,O,O,X,O,O
LTSZOJI,X,O,O,O,O,X,O,O
LTSOIJZ,X,O,X,O,X,X,X,X
LTSOIZJ,X,O,X,O,X,X,X,O
LTSOJIZ,X,O,O,O,O,X,X,X
LTSOJZI,X,O,O,O,O,X,O,X
LTSOZIJ,X,O,O,O,O,X,O,O
LTSOZJI,X,O,O,O,O,X,O,O
LTZIJSO,X,O,X,X,X,X,O,X
LTZIJOS,X,O,X,X,X,X,X,X
LTZISJO,X,O,X,O,X,X,O,X
LTZISOJ,X,O,X,O,X,X,O,X
LTZIOJS,X,O,X,X,X,X,X,X
LTZIOSJ,X,O,X,O,X,X,O,X
LTZJISO,X,O,O,X,X,X,O,X
LTZJIOS,X,O,O,X,X,X,X,X
LTZJSIO,X,O,O,O,X,X,O,O
LTZJSOI,X,O,O,O,X,X,O,O
LTZJOIS,X,O,O,X,X,X,X,X
LTZJOSI,X,O,O,O,X,X,X,O
LTZSIJO,X,O,X,O,X,X,O,O
LTZSIOJ,X,O,O,O,X,X,O,O
LTZSJIO,X,O,O,O,X,X,O,O
LTZSJOI,X,O,O,O,X,X,O,O
LTZSOIJ,X,O,O,O,X,X,O,O
LTZSOJI,X,O,O,O,X,X,O,O
LTZOIJS,X,O,X,X,X,X,X,X
LTZOISJ,X,O,X,O,X,X,O,X
LTZOJIS,X,O,O,X,X,X,X,X
LTZOJSI,X,O,O,O,X,X,X,O
LTZOSIJ,X,O,O,O,X,X,O,O
LTZOSJI,X,O,O,O,X,X,O,O
LTOIJSZ,X,O,X,X,X,O,X,X
LTOIJZS,X,O,X,X,X,O,X,X
LTOISJZ,X,O,X,O,X,O,X,X
LTOISZJ,X,O,X,O,X,O,X,X
LTOIZJS,X,O,X,X,X,O,X,X
LTOIZSJ,X,O,X,O,X,O,X,X
LTOJISZ,X,O,O,X,X,X,X,X
LTOJIZS,X,O,O,X,O,X,X,X
LTOJSIZ,X,O,O,O,O,X,X,X
LTOJSZI,X,O,O,O,O,X,X,X
LTOJZIS,X,O,O,X,O,X,X,X
LTOJZSI,X,O,O,O,O,X,X,X
LTOSIJZ,X,O,X,O,X,X,X,X
LTOSIZJ,X,O,X,O,X,X,X,O
LTOSJIZ,X,O,O,O,O,X,X,X
LTOSJZI,X,O,O,O,O,X,X,X
LTOSZIJ,X,O,O,O,O,X,X,O
LTOSZJI,X,O,O,O,O,X,X,O
LTOZIJS,X,O,X,X,X,X,X,X
LTOZISJ,X,O,X,O,X,X,X,X
LTOZJIS,X,O,O,X,X,X,X,X
LTOZJSI,X,O,O,O,X,X,X,O
LTOZSIJ,X,O,O,O,X,X,X,O
LTOZSJI,X,O,O,O,X,X,X,O
LITJSZO,X,O,X,X,X,O,X,X
LITJSOZ,X,O,X,X,X,O,X,X
LITJZSO,X,O,X,X,X,X,X,X
LITJZOS,X,O,X,X,X,O,X,X
LITJOSZ,X,O,X,X,X,O,X,X
LITJOZS,X,O,X,X,X,O,X,X
LITSJZO,X,O,X,O,X,O,X,X
LITSJOZ,X,O,X,O,X,O,X,X
LITSZJO,X,O,X,O,X,O,O,X
LITSZOJ,X,O,X,O,X,O,O,X
LITSOJZ,X,O,X,O,X,O,X,X
LITSOZJ,X,O,X,O,X,O,X,X
LITZJSO,X,O,X,X,X,X,O,X
LITZJOS,X,O,X,X,X,O,X,X
LITZSJO,X,O,X,O,X,O,O,X
LITZSOJ,X,O,X,O,X,O,O,X
LITZOJS,X,O,X,X,X,O,X,X
LITZOSJ,X,O,X,O,X,O,O,X
LITOJSZ,X,O,X,X,X,O,X,X
LITOJZS,X,O,X,X,X,O,X,X
LITOSJZ,X,O,X,O,X,O,X,X
LITOSZJ,X,O,X,O,X,O,X,X
LITOZJS,X,O,X,X,X,O,X,X
LITOZSJ,X,O,X,O,X,O,X,X
LIJTSZO,X,O,O,X,X,O,X,X
LIJTSOZ,X,O,O,X,X,O,X,X
LIJTZSO,X,O,O,X,O,X,X,X
LIJTZOS,X,O,O,X,O,O,X,X
LIJTOSZ,X,O,O,X,X,O,X,X
LIJTOZS,X,O,O,X,O,O,X,X
LIJSTZO,X,O,X,O,O,O,X,X
LIJSTOZ,X,O,X,O,O,O,X,X
LIJSZTO,O,X,X,X,O,X,O,X
LIJSZOT,O,X,X,X,O,X,X,X
LIJSOTZ,X,O,X,O,O,O,X,X
LIJSOZT,O,X,X,X,O,X,X,X
LIJZTSO,X,X,O,X,O,X,O,X
LIJZTOS,X,X,O,X,O,X,X,X
LIJZSTO,O,X,X,X,X,X,O,X
LIJZSOT,O,X,X,X,X,X,X,X
LIJZOTS,X,X,O,X,O,X,X,X
LIJZOST,O,X,X,X,X,X,X,X
LIJOTSZ,X,O,O,X,X,O,X,X
LIJOTZS,X,O,O,X,O,O,X,X
LIJOSTZ,X,O,X,O,O,O,X,X
LIJOSZT,O,X,X,X,O,X,X,X
LIJOZTS,X,X,O,X,O,X,X,X
LIJOZST,O,X,X,X,X,X,X,X
LISTJZO,X,O,X,O,X,O,O,X
LISTJOZ,X,O,X,O,X,O,X,X
LISTZJO,O,O,X,O,X,O,O,X
LISTZOJ,O,O,X,O,X,O,O,X
LISTOJZ,X,O,X,O,X,O,X,X
LISTOZJ,O,O,X,O,X,O,X,X
LISJTZO,X,O,X,O,O,O,O,X
LISJTOZ,X,O,X,O,O,O,X,X
LISJZTO,O,X,X,X,O,X,O,X
LISJZOT,O,X,X,X,O,X,X,X
LISJOTZ,X,O,X,O,O,O,X,X
LISJOZT,O,X,X,X,O,X,X,X
LISZTJO,O,O,X,O,O,O,O,X
LISZTOJ,O,O,X,O,O,O,O,X
LISZJTO,O,X,X,X,X,X,O,X
LISZJOT,O,X,X,X,X,X,X,X
LISZOTJ,O,O,X,O,O,O,O,X
LISZOJT,O,X,X,X,X,X,X,X
LISOTJZ,X,O,X,O,X,O,X,X
LISOTZJ,O,O,X,O,X,O,X,X
LISOJTZ,X,O,X,O,O,O,X,X
LISOJZT,O,X,X,X,O,X,X,X
LISOZTJ,O,O,X,O,O,O,O,X
LISOZJT,O,X,X,X,X,X,X,X
LIZTJSO,X,O,X,X,X,X,O,X
LIZTJOS,X,O,X,X,X,O,X,X
LIZTSJO,X,O,X,O,X,O,O,X
LIZTSOJ,X,O,X,O,X,O,O,X
