sequence,v115@7gB8GeC8FeD8AeA8CeG8CeE8Jei6IvhFFcBXdBckBZ?lBWmBzqB,v115@7gB8GeC8FeD8AeA8CeG8CeE8JeT6IvhFxcBlgB3hBi?kB0lB2vB,v115@7gB8GeC8FeD8AeA8CeG8CeE8JeZ/IvhFCcBXdBzfBV?mBmqBUqB,v115@7gB8GeC8FeD8AeA8CeG8CeE8JeZ/IvhFufB3bBFdBT?hBiqB0qB,v115@7gB8GeC8FeD8AeA8CeG8CeE8JeZ/IvhFCbBXdBUlBF?mBOrBTqB,v115@7gB8GeC8FeD8AeA8CeG8CeE8Jex8IvhF0fBlgB3hBO?kBTlByvB,v115@7gB8GeC8FeD8AeA8CeG8CeE8JeZ/IvhFzaBXdBamBG?hB0qBFqB
ZTSJLIO,O,X,O,X,O,O,X
ZTSJLOI,O,X,O,X,X,O,X
ZTSJOIL,O,X,O,X,X,O,X
ZTSJOLI,O,X,O,X,X,O,X
ZTSOILJ,O,X,O,X,O,X,X
ZTSOIJL,O,X,O,X,O,O,X
ZTSOLIJ,O,X,O,X,O,X,X
ZTSOLJI,O,X,X,X,X,X,X
ZTSOJIL,O,X,X,X,X,O,X
ZTSOJLI,O,X,X,X,X,O,X
ZTOILJS,O,X,X,O,O,X,X
ZTOILSJ,O,X,O,O,O,X,X
ZTOIJLS,O,X,O,X,O,X,X
ZTOIJSL,O,X,O,O,O,X,X
ZTOISLJ,O,X,O,X,O,X,X
ZTOISJL,O,X,O,O,O,X,X
ZTOLIJS,O,X,X,O,O,X,X
ZTOLISJ,O,X,O,O,O,X,X
ZTOLJIS,O,X,X,O,X,X,X
ZTOLJSI,O,X,X,O,X,X,X
ZTOLSIJ,O,X,O,O,O,X,X
ZTOLSJI,O,X,X,O,X,X,X
ZTOJILS,O,X,X,X,X,X,X
ZTOJISL,O,X,X,O,X,X,X
ZTOJLIS,O,X,X,X,X,X,X
ZTOJLSI,O,X,X,X,X,X,X
ZTOJSIL,O,X,X,O,X,X,X
ZTOJSLI,O,X,X,X,X,X,X
ZTOSILJ,O,X,O,X,O,X,X
ZTOSIJL,O,X,O,O,O,O,X
ZTOSLIJ,O,X,O,X,O,X,X
ZTOSLJI,O,X,X,X,X,X,X
ZTOSJIL,O,X,X,O,X,O,X
ZTOSJLI,O,X,X,X,X,O,X
ZITLJSO,O,X,X,O,O,X,O
ZITLJOS,O,X,X,O,O,X,O
ZITLSJO,O,X,X,O,O,O,O
ZITLSOJ,O,X,O,O,O,O,O
ZITLOJS,O,X,X,O,O,X,O
ZITLOSJ,O,X,O,O,O,X,O
ZITJLSO,O,X,O,O,O,X,X
ZITJLOS,O,X,O,O,O,X,X
ZITJSLO,O,X,O,X,O,X,X
ZITJSOL,O,X,O,X,O,X,X
ZITJOLS,O,X,O,X,O,X,X
ZITJOSL,O,X,O,O,O,X,X
ZITSLJO,O,X,X,X,O,O,O
ZITSLOJ,O,X,O,X,O,O,O
ZITSJLO,O,X,O,X,O,O,X
ZITSJOL,O,X,O,X,O,O,X
ZITSOLJ,O,X,O,X,O,X,X
ZITSOJL,O,X,O,X,O,O,X
ZITOLJS,O,X,X,O,O,X,X
ZITOLSJ,O,X,O,O,O,X,X
ZITOJLS,O,X,O,X,O,X,X
ZITOJSL,O,X,O,O,O,X,X
ZITOSLJ,O,X,O,X,O,X,X
ZITOSJL,O,X,O,O,O,X,X
ZILTJSO,O,X,X,O,O,X,O
ZILTJOS,O,X,X,O,O,X,O
ZILTSJO,O,X,X,O,O,O,O
ZILTSOJ,O,X,X,O,O,O,O
ZILTOJS,O,X,X,O,O,X,O
ZILTOSJ,O,X,X,O,O,X,O
ZILJTSO,O,X,X,O,O,X,O
ZILJTOS,O,X,X,O,O,X,O
ZILJSTO,O,O,X,O,X,O,O
ZILJSOT,O,O,X,O,X,X,X
ZILJOTS,O,X,X,O,X,X,X
ZILJOST,O,O,X,O,X,X,X
ZILSTJO,O,X,X,O,O,O,O
ZILSTOJ,O,O,X,O,O,O,O
ZILSJTO,O,O,X,O,X,O,O
ZILSJOT,O,O,X,O,X,X,X
ZILSOTJ,O,O,X,O,X,O,O
ZILSOJT,O,O,X,O,X,X,X
ZILOTJS,O,X,X,O,O,X,O
ZILOTSJ,O,X,X,O,O,X,O
ZILOJTS,O,X,X,O,X,X,X
ZILOJST,O,O,X,O,X,X,X
ZILOSTJ,O,O,X,O,X,O,O
ZILOSJT,O,O,X,O,X,X,X
ZIJTLSO,O,X,O,O,O,X,X
ZIJTLOS,O,X,O,O,O,X,X
ZIJTSLO,O,X,O,X,O,X,X
ZIJTSOL,O,X,O,X,O,X,X
ZIJTOLS,O,X,O,X,O,X,X
ZIJTOSL,O,X,O,O,O,X,X
ZIJLTSO,O,X,X,O,O,X,O
ZIJLTOS,O,X,X,O,O,X,O
ZIJLSTO,O,O,X,O,X,O,O
ZIJLSOT,O,O,X,O,X,X,X
ZIJLOTS,O,X,X,O,X,X,X
ZIJLOST,O,O,X,O,X,X,X
ZIJSTLO,O,O,O,X,O,O,X
ZIJSTOL,O,X,O,X,O,O,X
ZIJSLTO,O,O,X,X,X,O,O
ZIJSLOT,O,O,X,X,X,X,X
ZIJSOTL,O,X,O,X,X,X,X
ZIJSOLT,O,X,X,X,X,X,X
ZIJOTLS,O,X,O,X,X,X,X
ZIJOTSL,O,X,O,O,X,X,X
ZIJOLTS,O,X,X,X,X,X,X
ZIJOLST,O,X,X,X,X,X,X
ZIJOSTL,O,X,O,O,X,X,X
ZIJOSLT,O,X,X,X,X,X,X
ZISTLJO,O,X,X,X,O,O,O
ZISTLOJ,O,O,O,X,O,O,O
ZISTJLO,O,X,O,X,O,O,X
ZISTJOL,O,X,O,X,O,O,X
ZISTOLJ,O,X,O,X,O,X,X
ZISTOJL,O,X,O,X,O,O,X
ZISLTJO,O,X,X,X,O,O,O
ZISLTOJ,O,O,O,X,O,O,O
ZISLJTO,O,O,X,X,X,O,O
ZISLJOT,O,O,X,X,X,X,X
ZISLOTJ,O,O,X,X,X,O,O
ZISLOJT,O,O,X,X,X,X,X
ZISJTLO,O,O,O,X,O,O,X
ZISJTOL,O,X,O,X,O,O,X
ZISJLTO,O,O,X,X,X,O,O
ZISJLOT,O,O,X,X,X,X,X
ZISJOTL,O,X,O,X,X,X,X
ZISJOLT,O,X,X,X,X,X,X
ZISOTLJ,O,X,O,X,O,X,X
ZISOTJL,O,X,O,X,O,O,X
ZISOLTJ,O,X,X,X,X,O,O
ZISOLJT,O,X,X,X,X,X,X
ZISOJTL,O,X,O,X,X,X,X
ZISOJLT,O,X,X,X,X,X,X
ZIOTLJS,O,X,X,O,O,X,X
ZIOTLSJ,O,X,O,O,O,X,X
ZIOTJLS,O,X,O,X,O,X,X
ZIOTJSL,O,X,O,O,O,X,X
ZIOTSLJ,O,X,O,X,O,X,X
ZIOTSJL,O,X,O,O,O,X,X
ZIOLTJS,O,X,X,O,O,X,O
ZIOLTSJ,O,X,X,O,O,X,O
ZIOLJTS,O,X,X,O,X,X,X
ZIOLJST,O,X,X,O,X,X,X
ZIOLSTJ,O,X,X,O,X,O,O
ZIOLSJT,O,X,X,O,X,X,X
ZIOJTLS,O,X,O,X,X,X,X
ZIOJTSL,O,X,O,O,X,X,X
ZIOJLTS,O,X,X,X,X,X,X
ZIOJLST,O,X,X,X,X,X,X
ZIOJSTL,O,X,O,O,X,X,X
ZIOJSLT,O,X,X,X,X,X,X
ZIOSTLJ,O,X,O,X,O,X,X
ZIOSTJL,O,X,O,O,O,O,X
ZIOSLTJ,O,X,X,X,X,O,O
ZIOSLJT,O,X,X,X,X,X,X
ZIOSJTL,O,X,O,O,X,X,X
ZIOSJLT,O,X,X,X,X,X,X
ZLTIJSO,O,X,X,O,O,X,O
ZLTIJOS,O,X,X,O,O,X,O
ZLTISJO,O,X,X,O,O,O,O
ZLTISOJ,O,X,X,O,O,O,O
ZLTIOJS,O,X,X,O,O,X,O
ZLTIOSJ,O,X,X,O,O,X,O
ZLTJISO,O,X,X,O,O,X,X
ZLTJIOS,X,X,X,O,O,X,X
ZLTJSIO,O,X,X,X,O,O,X
ZLTJSOI,O,X,X,X,X,O,X
ZLTJOIS,X,X,X,O,X,X,X
ZLTJOSI,O,X,X,O,X,X,X
ZLTSIJO,O,X,X,X,O,O,O
ZLTSIOJ,O,O,X,X,O,O,O
ZLTSJIO,O,X,X,X,O,O,X
ZLTSJOI,O,X,X,X,X,O,X
ZLTSOIJ,O,O,X,X,O,O,X
ZLTSOJI,O,O,X,X,X,O,X
ZLTOIJS,O,X,X,O,O,X,X
ZLTOISJ,O,X,X,O,O,X,X
ZLTOJIS,O,X,X,O,X,X,X
ZLTOJSI,O,X,X,O,X,X,X
ZLTOSIJ,O,O,X,O,O,O,X
ZLTOSJI,O,O,X,O,X,O,X
ZLITJSO,O,X,X,O,O,X,O
ZLITJOS,O,X,X,O,O,X,O
ZLITSJO,O,X,X,O,O,O,O
ZLITSOJ,O,X,X,O,O,O,O
ZLITOJS,O,X,X,O,O,X,O
ZLITOSJ,O,X,X,O,O,X,O
ZLIJTSO,O,X,X,O,O,X,O
ZLIJTOS,O,X,X,O,O,X,O
ZLIJSTO,O,O,X,O,X,O,O
ZLIJSOT,O,O,X,O,X,X,X
ZLIJOTS,O,X,X,O,X,X,X
ZLIJOST,O,O,X,O,X,X,X
ZLISTJO,O,X,X,O,O,O,O
ZLISTOJ,O,O,X,O,O,O,O
ZLISJTO,O,O,X,O,X,O,O
ZLISJOT,O,O,X,O,X,X,X
ZLISOTJ,O,O,X,O,X,O,O
ZLISOJT,O,O,X,O,X,X,X
ZLIOTJS,O,X,X,O,O,X,O
ZLIOTSJ,O,X,X,O,O,X,O
ZLIOJTS,O,X,X,O,X,X,X
ZLIOJST,O,O,X,O,X,X,X
ZLIOSTJ,O,O,X,O,X,O,O
ZLIOSJT,O,O,X,O,X,X,X
ZLJTISO,O,X,X,O,O,X,X
ZLJTIOS,O,X,X,O,O,X,X
ZLJTSIO,O,O,X,X,O,O,X
ZLJTSOI,O,O,X,X,X,O,X
ZLJTOIS,X,X,X,O,X,X,X
ZLJTOSI,O,O,X,O,X,X,X
ZLJITSO,O,X,X,O,O,X,O
ZLJITOS,O,X,X,O,O,X,O
ZLJISTO,O,O,X,O,X,O,O
ZLJISOT,O,O,X,O,X,X,X
ZLJIOTS,O,X,X,O,X,X,X
ZLJIOST,O,O,X,O,X,X,X
ZLJSTIO,O,O,X,X,X,O,X
ZLJSTOI,O,O,X,X,X,O,X
ZLJSITO,O,O,X,X,X,O,O
ZLJSIOT,O,O,X,X,X,X,X
ZLJSOTI,O,O,X,X,X,X,X
ZLJSOIT,O,O,X,X,X,X,X
ZLJOTIS,O,X,X,O,X,X,X
ZLJOTSI,O,O,X,O,X,X,X
ZLJOITS,O,X,X,O,X,X,X
ZLJOIST,O,O,X,O,X,X,X
ZLJOSTI,O,O,X,O,X,X,X
ZLJOSIT,O,O,X,O,X,X,X
ZLSTIJO,O,X,X,X,O,O,O
ZLSTIOJ,O,O,X,X,O,O,O
ZLSTJIO,O,X,X,X,O,O,X
ZLSTJOI,O,X,X,X,X,O,X
ZLSTOIJ,O,O,X,X,O,O,X
ZLSTOJI,O,O,X,X,X,O,X
ZLSITJO,O,X,X,X,O,O,O
ZLSITOJ,O,O,X,X,O,O,O
ZLSIJTO,O,O,X,X,X,O,O
ZLSIJOT,O,O,X,X,X,X,X
ZLSIOTJ,O,O,X,X,X,O,O
ZLSIOJT,O,O,X,X,X,X,X
ZLSJTIO,O,O,X,X,X,O,X
ZLSJTOI,O,O,X,X,X,O,X
ZLSJITO,O,O,X,X,X,O,O
ZLSJIOT,O,O,X,X,X,X,X
ZLSJOTI,O,O,X,X,X,X,X
ZLSJOIT,O,O,X,X,X,X,X
ZLSOTIJ,O,O,X,X,X,O,X
ZLSOTJI,O,O,X,X,X,O,X
ZLSOITJ,O,O,X,X,X,O,O
ZLSOIJT,O,O,X,X,X,X,X
ZLSOJTI,O,O,X,X,X,X,X
ZLSOJIT,O,O,X,X,X,X,X
ZLOTIJS,O,X,X,O,O,X,X
ZLOTISJ,O,X,X,O,O,X,X
ZLOTJIS,O,X,X,O,X,X,X
ZLOTJSI,O,X,X,O,X,X,X
ZLOTSIJ,O,O,X,O,O,O,X
ZLOTSJI,O,O,X,O,X,O,X
ZLOITJS,O,X,X,O,O,X,O
ZLOITSJ,O,X,X,O,O,X,O
ZLOIJTS,O,X,X,O,X,X,X
ZLOIJST,O,O,X,O,X,X,X
ZLOISTJ,O,O,X,O,X,O,O
ZLOISJT,O,O,X,O,X,X,X
ZLOJTIS,O,X,X,O,X,X,X
ZLOJTSI,O,O,X,O,X,X,X
ZLOJITS,O,X,X,O,X,X,X
ZLOJIST,O,O,X,O,X,X,X
ZLOJSTI,O,O,X,O,X,X,X
ZLOJSIT,O,O,X,O,X,X,X
ZLOSTIJ,O,O,X,O,X,O,X
ZLOSTJI,O,O,X,O,X,O,X
ZLOSITJ,O,O,X,O,X,O,O
ZLOSIJT,O,O,X,O,X,X,X
ZLOSJTI,O,O,X,O,X,X,X
ZLOSJIT,O,O,X,O,X,X,X
ZJTILSO,O,X,O,O,O,X,X
ZJTILOS,O,X,O,O,O,X,X
ZJTISLO,O,X,O,X,O,X,X
ZJTISOL,O,X,O,X,O,X,X
ZJTIOLS,O,X,O,X,O,X,X
ZJTIOSL,O,X,O,O,O,X,X
ZJTLISO,O,X,O,O,O,X,X
ZJTLIOS,O,X,O,O,O,X,X
ZJTLSIO,O,X,O,X,O,X,X
ZJTLSOI,O,X,O,X,X,X,X
ZJTLOIS,X,X,O,O,X,X,X
ZJTLOSI,O,X,O,O,X,X,X
ZJTSILO,O,X,O,X,O,O,X
ZJTSIOL,O,X,O,X,O,O,X
ZJTSLIO,O,X,O,X,O,O,X
ZJTSLOI,O,X,O,X,X,O,X
ZJTSOIL,O,X,O,X,X,O,X
ZJTSOLI,O,X,O,X,X,O,X
ZJTOILS,O,X,O,X,X,X,X
ZJTOISL,O,X,O,O,X,X,X
ZJTOLIS,X,X,O,X,X,X,X
ZJTOLSI,O,X,O,X,X,X,X
ZJTOSIL,O,X,O,O,X,X,X
ZJTOSLI,O,X,O,X,X,X,X
ZJITLSO,O,X,O,O,O,X,X
ZJITLOS,O,X,O,O,O,X,X
ZJITSLO,O,X,O,X,O,X,X
ZJITSOL,O,X,O,X,O,X,X
ZJITOLS,O,X,O,X,O,X,X
ZJITOSL,O,X,O,O,O,X,X
ZJILTSO,O,X,X,O,O,X,O
ZJILTOS,O,X,X,O,O,X,O
ZJILSTO,O,O,X,O,X,O,O
ZJILSOT,O,O,X,O,X,X,X
ZJILOTS,O,X,X,O,X,X,X
ZJILOST,O,O,X,O,X,X,X
ZJISTLO,O,O,O,X,O,O,X
ZJISTOL,O,X,O,X,O,O,X
ZJISLTO,O,O,X,X,X,O,O
ZJISLOT,O,O,X,X,X,X,X
ZJISOTL,O,X,O,X,X,X,X
ZJISOLT,O,X,X,X,X,X,X
ZJIOTLS,O,X,O,X,X,X,X
ZJIOTSL,O,X,O,O,X,X,X
ZJIOLTS,O,X,X,X,X,X,X
ZJIOLST,O,X,X,X,X,X,X
ZJIOSTL,O,X,O,O,X,X,X
ZJIOSLT,O,X,X,X,X,X,X
ZJLTISO,O,X,X,O,O,X,X
ZJLTIOS,O,X,X,O,O,X,X
ZJLTSIO,O,O,X,X,O,O,X
ZJLTSOI,O,O,X,X,X,O,X
ZJLTOIS,X,X,X,O,X,X,X
ZJLTOSI,O,O,X,O,X,X,X
ZJLITSO,O,X,X,O,O,X,O
ZJLITOS,O,X,X,O,O,X,O
ZJLISTO,O,O,X,O,X,O,O
ZJLISOT,O,O,X,O,X,X,X
ZJLIOTS,O,X,X,O,X,X,X
ZJLIOST,O,O,X,O,X,X,X
ZJLSTIO,O,O,X,X,X,O,X
ZJLSTOI,O,O,X,X,X,O,X
ZJLSITO,O,O,X,X,X,O,O
ZJLSIOT,O,O,X,X,X,X,X
ZJLSOTI,O,O,X,X,X,X,X
ZJLSOIT,O,O,X,X,X,X,X
ZJLOTIS,O,X,X,O,X,X,X
ZJLOTSI,O,O,X,O,X,X,X
ZJLOITS,O,X,X,O,X,X,X
ZJLOIST,O,O,X,O,X,X,X
ZJLOSTI,O,O,X,O,X,X,X
ZJLOSIT,O,O,X,O,X,X,X
ZJSTILO,O,O,O,X,O,O,X
ZJSTIOL,O,X,O,X,O,O,X
ZJSTLIO,O,O,O,X,O,O,X
ZJSTLOI,O,O,O,X,X,O,X
ZJSTOIL,O,X,O,X,X,O,X
ZJSTOLI,O,X,O,X,X,O,X
ZJSITLO,O,O,O,X,O,O,X
ZJSITOL,O,X,O,X,O,O,X
ZJSILTO,O,O,X,X,X,O,O
ZJSILOT,O,O,X,X,X,X,X
ZJSIOTL,O,X,O,X,X,X,X
ZJSIOLT,O,X,X,X,X,X,X
ZJSLTIO,O,O,X,X,X,O,X
ZJSLTOI,O,O,X,X,X,O,X
ZJSLITO,O,O,X,X,X,O,O
ZJSLIOT,O,O,X,X,X,X,X
ZJSLOTI,O,O,X,X,X,X,X
ZJSLOIT,O,O,X,X,X,X,X
ZJSOTIL,O,X,O,X,X,X,X
ZJSOTLI,O,X,O,X,X,X,X
ZJSOITL,O,X,O,X,X,X,X
ZJSOILT,O,X,X,X,X,X,X
ZJSOLTI,O,X,X,X,X,X,X
ZJSOLIT,O,X,X,X,X,X,X
ZJOTILS,O,X,O,X,X,X,X
ZJOTISL,O,X,O,O,X,X,X
ZJOTLIS,O,X,O,X,X,X,X
ZJOTLSI,O,X,O,X,X,X,X
ZJOTSIL,O,X,O,O,X,X,X
ZJOTSLI,O,X,O,X,X,X,X
ZJOITLS,O,X,O,X,X,X,X
ZJOITSL,O,X,O,O,X,X,X
ZJOILTS,O,X,X,X,X,X,X
ZJOILST,O,X,X,X,X,X,X
ZJOISTL,O,X,O,O,X,X,X
ZJOISLT,O,X,X,X,X,X,X
ZJOLTIS,O,X,X,X,X,X,X
ZJOLTSI,O,X,X,X,X,X,X
ZJOLITS,O,X,X,X,X,X,X
ZJOLIST,O,X,X,X,X,X,X
ZJOLSTI,O,X,X,X,X,X,X
ZJOLSIT,O,X,X,X,X,X,X
ZJOSTIL,O,X,O,O,X,X,X
ZJOSTLI,O,X,O,X,X,X,X
ZJOSITL,O,X,O,O,X,X,X
ZJOSILT,O,X,X,X,X,X,X
ZJOSLTI,O,X,X,X,X,X,X
ZJOSLIT,O,X,X,X,X,X,X
ZSTILJO,O,X,X,X,O,O,O
ZSTILOJ,O,O,O,X,O,O,O
ZSTIJLO,O,X,O,X,O,O,X
ZSTIJOL,O,X,O,X,O,O,X
ZSTIOLJ,O,X,O,X,O,X,X
ZSTIOJL,O,X,O,X,O,O,X
ZSTLIJO,O,X,X,X,O,O,O
ZSTLIOJ,O,O,O,X,O,O,O
ZSTLJIO,O,X,X,X,O,O,X
ZSTLJOI,O,X,X,X,X,O,X
ZSTLOIJ,O,O,O,X,O,O,X
ZSTLOJI,O,O,X,X,X,O,X
ZSTJILO,O,X,O,X,O,O,X
ZSTJIOL,O,X,O,X,O,O,X
ZSTJLIO,O,X,O,X,O,O,X
ZSTJLOI,O,X,O,X,X,O,X
ZSTJOIL,O,X,O,X,X,O,X
ZSTJOLI,O,X,O,X,X,O,X
ZSTOILJ,O,X,O,X,O,X,X
ZSTOIJL,O,X,O,X,O,O,X
ZSTOLIJ,O,X,O,X,O,X,X
ZSTOLJI,O,X,X,X,X,X,X
ZSTOJIL,O,X,X,X,X,O,X
ZSTOJLI,O,X,X,X,X,O,X
ZSITLJO,O,X,X,X,O,O,O
ZSITLOJ,O,O,O,X,O,O,O
ZSITJLO,O,X,O,X,O,O,X
ZSITJOL,O,X,O,X,O,O,X
ZSITOLJ,O,X,O,X,O,X,X
ZSITOJL,O,X,O,X,O,O,X
ZSILTJO,O,X,X,X,O,O,O
ZSILTOJ,O,O,O,X,O,O,O
ZSILJTO,O,O,X,X,X,O,O
ZSILJOT,O,O,X,X,X,X,X
ZSILOTJ,O,O,X,X,X,O,O
ZSILOJT,O,O,X,X,X,X,X
ZSIJTLO,O,O,O,X,O,O,X
ZSIJTOL,O,X,O,X,O,O,X
ZSIJLTO,O,O,X,X,X,O,O
ZSIJLOT,O,O,X,X,X,X,X
ZSIJOTL,O,X,O,X,X,X,X
ZSIJOLT,O,X,X,X,X,X,X
ZSIOTLJ,O,X,O,X,O,X,X
ZSIOTJL,O,X,O,X,O,O,X
ZSIOLTJ,O,X,X,X,X,O,O
ZSIOLJT,O,X,X,X,X,X,X
ZSIOJTL,O,X,O,X,X,X,X
ZSIOJLT,O,X,X,X,X,X,X
ZSLTIJO,O,X,X,X,O,O,O
ZSLTIOJ,O,O,O,X,O,O,O
ZSLTJIO,O,X,X,X,O,O,X
ZSLTJOI,O,X,X,X,X,O,X
ZSLTOIJ,O,O,O,X,O,O,X
ZSLTOJI,O,O,X,X,X,O,X
ZSLITJO,O,X,X,X,O,O,O
ZSLITOJ,O,O,O,X,O,O,O
ZSLIJTO,O,O,X,X,X,O,O
ZSLIJOT,O,O,X,X,X,X,X
ZSLIOTJ,O,O,X,X,X,O,O
ZSLIOJT,O,O,X,X,X,X,X
ZSLJTIO,O,O,X,X,X,O,X
ZSLJTOI,O,O,X,X,X,O,X
ZSLJITO,O,O,X,X,X,O,O
ZSLJIOT,O,O,X,X,X,X,X
ZSLJOTI,O,O,X,X,X,X,X
ZSLJOIT,O,O,X,X,X,X,X
ZSLOTIJ,O,O,X,X,X,O,X
ZSLOTJI,O,O,X,X,X,O,X
ZSLOITJ,O,O,X,X,X,O,O
ZSLOIJT,O,O,X,X,X,X,X
ZSLOJTI,O,O,X,X,X,X,X
ZSLOJIT,O,O,X,X,X,X,X
ZSJTILO,O,O,O,X,O,O,X
ZSJTIOL,O,X,O,X,O,O,X
ZSJTLIO,O,O,O,X,O,O,X
ZSJTLOI,O,O,O,X,X,O,X
ZSJTOIL,O,X,O,X,X,O,X
ZSJTOLI,O,X,O,X,X,O,X
ZSJITLO,O,O,O,X,O,O,X
ZSJITOL,O,X,O,X,O,O,X
ZSJILTO,O,O,X,X,X,O,O
ZSJILOT,O,O,X,X,X,X,X
ZSJIOTL,O,X,O,X,X,X,X
ZSJIOLT,O,X,X,X,X,X,X
ZSJLTIO,O,O,X,X,X,O,X
ZSJLTOI,O,O,X,X,X,O,X
ZSJLITO,O,O,X,X,X,O,O
ZSJLIOT,O,O,X,X,X,X,X
ZSJLOTI,O,O,X,X,X,X,X
ZSJLOIT,O,O,X,X,X,X,X
ZSJOTIL,O,X,O,X,X,X,X
ZSJOTLI,O,X,O,X,X,X,X
ZSJOITL,O,X,O,X,X,X,X
ZSJOILT,O,X,X,X,X,X,X
ZSJOLTI,O,X,X,X,X,X,X
ZSJOLIT,O,X,X,X,X,X,X
ZSOTILJ,O,X,O,X,O,X,X
ZSOTIJL,O,X,O,X,O,O,X
ZSOTLIJ,O,X,O,X,O,X,X
ZSOTLJI,O,X,X,X,X,X,X
ZSOTJIL,O,X,X,X,X,O,X
ZSOTJLI,O,X,X,X,X,O,X
ZSOITLJ,O,X,O,X,O,X,X
ZSOITJL,O,X,O,X,O,O,X
ZSOILTJ,O,X,X,X,X,O,O
ZSOILJT,O,X,X,X,X,X,X
ZSOIJTL,O,X,O,X,X,X,X
ZSOIJLT,O,X,X,X,X,X,X
ZSOLTIJ,O,X,X,X,X,O,X
ZSOLTJI,O,X,X,X,X,O,X
ZSOLITJ,O,X,X,X,X,O,O
ZSOLIJT,O,X,X,X,X,X,X
ZSOLJTI,O,X,X,X,X,X,X
ZSOLJIT,O,X,X,X,X,X,X
ZSOJTIL,O,X,O,X,X,X,X
ZSOJTLI,O,X,O,X,X,X,X
ZSOJITL,O,X,O,X,X,X,X
ZSOJILT,O,X,X,X,X,X,X
ZSOJLTI,O,X,X,X,X,X,X
ZSOJLIT,O,X,X,X,X,X,X
ZOTILJS,O,X,X,O,O,X,X
ZOTILSJ,O,X,O,O,O,X,X
ZOTIJLS,O,X,O,X,O,X,X
ZOTIJSL,O,X,O,O,O,X,X
ZOTISLJ,O,X,O,X,O,X,X
ZOTISJL,O,X,O,O,O,X,X
ZOTLIJS,O,X,X,O,O,X,X
ZOTLISJ,O,X,O,O,O,X,X
ZOTLJIS,O,X,X,O,X,X,X
ZOTLJSI,O,X,X,O,X,X,X
ZOTLSIJ,O,X,O,O,O,X,X
ZOTLSJI,O,X,X,O,X,X,X
ZOTJILS,O,X,X,X,X,X,X
ZOTJISL,O,X,X,O,X,X,X
ZOTJLIS,O,X,X,X,X,X,X
ZOTJLSI,O,X,X,X,X,X,X
ZOTJSIL,O,X,X,O,X,X,X
ZOTJSLI,O,X,X,X,X,X,X
ZOTSILJ,O,X,O,X,O,X,X
ZOTSIJL,O,X,O,O,O,O,X
ZOTSLIJ,O,X,O,X,O,X,X
ZOTSLJI,O,X,X,X,X,X,X
ZOTSJIL,O,X,X,O,X,O,X
ZOTSJLI,O,X,X,X,X,O,X
ZOITLJS,O,X,X,O,O,X,X
ZOITLSJ,O,X,O,O,O,X,X
ZOITJLS,O,X,O,X,O,X,X
ZOITJSL,O,X,O,O,O,X,X
ZOITSLJ,O,X,O,X,O,X,X
ZOITSJL,O,X,O,O,O,X,X
ZOILTJS,O,X,X,O,O,X,O
ZOILTSJ,O,X,X,O,O,X,O
ZOILJTS,O,X,X,O,X,X,X
ZOILJST,O,X,X,O,X,X,X
ZOILSTJ,O,X,X,O,X,O,O
ZOILSJT,O,X,X,O,X,X,X
ZOIJTLS,O,X,O,X,X,X,X
ZOIJTSL,O,X,O,O,X,X,X
ZOIJLTS,O,X,X,X,X,X,X
ZOIJLST,O,X,X,X,X,X,X
ZOIJSTL,O,X,O,O,X,X,X
ZOIJSLT,O,X,X,X,X,X,X
ZOISTLJ,O,X,O,X,O,X,X
ZOISTJL,O,X,O,O,O,O,X
ZOISLTJ,O,X,X,X,X,O,O
ZOISLJT,O,X,X,X,X,X,X
ZOISJTL,O,X,O,O,X,X,X
ZOISJLT,O,X,X,X,X,X,X
ZOLTIJS,O,X,X,O,O,X,X
ZOLTISJ,O,X,X,O,O,X,X
ZOLTJIS,O,X,X,O,X,X,X
ZOLTJSI,O,X,X,O,X,X,X
ZOLTSIJ,O,X,X,O,O,O,X
ZOLTSJI,O,X,X,O,X,O,X
ZOLITJS,O,X,X,O,O,X,O
ZOLITSJ,O,X,X,O,O,X,O
ZOLIJTS,O,X,X,O,X,X,X
ZOLIJST,O,X,X,O,X,X,X
ZOLISTJ,O,X,X,O,X,O,O
ZOLISJT,O,X,X,O,X,X,X
ZOLJTIS,O,X,X,O,X,X,X
ZOLJTSI,O,X,X,O,X,X,X
ZOLJITS,O,X,X,O,X,X,X
ZOLJIST,O,X,X,O,X,X,X
ZOLJSTI,O,X,X,O,X,X,X
ZOLJSIT,O,X,X,O,X,X,X
ZOLSTIJ,O,X,X,O,X,O,X
ZOLSTJI,O,X,X,O,X,O,X
ZOLSITJ,O,X,X,O,X,O,O
ZOLSIJT,O,X,X,O,X,X,X
ZOLSJTI,O,X,X,O,X,X,X
ZOLSJIT,O,X,X,O,X,X,X
ZOJTILS,O,X,O,X,X,X,X
ZOJTISL,O,X,O,O,X,X,X
ZOJTLIS,O,X,O,X,X,X,X
ZOJTLSI,O,X,O,X,X,X,X
ZOJTSIL,O,X,O,O,X,X,X
ZOJTSLI,O,X,O,X,X,X,X
ZOJITLS,O,X,O,X,X,X,X
ZOJITSL,O,X,O,O,X,X,X
ZOJILTS,O,X,X,X,X,X,X
ZOJILST,O,X,X,X,X,X,X
ZOJISTL,O,X,O,O,X,X,X
ZOJISLT,O,X,X,X,X,X,X
ZOJLTIS,O,X,X,X,X,X,X
