sequence,v115@9gB8HeD8FeG8CeH8AeA8Jem6IvhFfhB0cBxdBSnBTj?BFtB,v115@9gB8HeD8FeG8CeH8AeA8Jem6IvhFfhBxcBTeBCiBln?BctB,v115@9gB8HeD8FeG8CeH8AeA8Jem6IvhFzbBRdBSjB3hBln?BctB,v115@9gB8HeD8FeG8CeH8AeA8Jex6IvhFygBzdB+jBUiB3h?BFtB,v115@9gB8HeD8FeG8CeH8AeA8Jex6IvhFygBWjBUiB3hBTj?BFtB,v115@9gB8HeD8FeG8CeH8AeA8Jex6IvhFygBGdBTeB3hBln?BctB,v115@9gB8HeD8FeG8CeH8AeA8Jem6IvhFzbBUdBajB5jB1m?BftB,v115@9gB8HeD8FeG8CeH8AeA8Jem6IvhFCcBFeBThBxnB/n?BctB
JOLTIZS,O,X,X,X,X,X,X,O
JOLTSIZ,O,X,X,X,X,X,O,X
JOLTSZI,O,O,X,X,X,X,O,X
JOLTZIS,O,O,X,X,X,X,X,X
JOLTZSI,O,O,X,X,X,X,O,X
JOLITSZ,X,X,X,X,X,X,O,O
JOLITZS,X,X,X,X,X,X,X,O
JOLISTZ,X,X,X,X,X,X,X,O
JOLISZT,O,X,X,X,X,X,X,O
JOLIZTS,X,X,X,X,X,X,X,O
JOLIZST,X,X,X,X,X,X,X,O
JOLSTIZ,O,X,X,X,X,X,X,X
JOLSTZI,O,O,X,X,X,X,X,X
JOLSITZ,X,X,X,X,X,X,X,O
JOLSIZT,O,O,X,X,X,X,X,O
JOLSZTI,O,O,O,X,X,X,X,X
JOLSZIT,O,O,O,X,X,X,X,X
JOLZTIS,X,X,O,X,X,X,X,X
JOLZTSI,X,O,O,X,X,X,X,X
JOLZITS,X,X,O,X,X,X,X,O
JOLZIST,X,O,O,X,X,X,X,O
JOLZSTI,X,O,O,X,X,X,X,X
JOLZSIT,X,O,O,X,X,X,X,X
JOSTILZ,O,X,X,X,X,X,O,X
JOSTIZL,O,X,X,X,X,X,O,X
JOSTLIZ,O,X,X,X,X,X,O,X
JOSTLZI,O,O,X,X,X,X,O,X
JOSTZIL,O,X,O,X,X,X,O,X
JOSTZLI,O,X,O,X,X,X,O,X
JOSITLZ,X,X,X,X,X,X,O,O
JOSITZL,X,X,X,X,X,X,O,O
JOSILTZ,X,X,X,X,X,X,O,O
JOSILZT,X,O,X,X,X,X,X,O
JOSIZTL,X,O,O,X,X,X,X,O
JOSIZLT,X,O,O,X,X,X,X,O
JOSLTIZ,O,X,X,X,X,X,O,X
JOSLTZI,O,O,X,X,X,X,O,X
JOSLITZ,X,X,X,X,X,X,O,O
JOSLIZT,O,O,X,X,X,X,X,O
JOSLZTI,O,O,O,X,X,X,X,X
JOSLZIT,O,O,O,X,X,X,X,X
JOSZTIL,O,O,O,X,X,X,X,X
JOSZTLI,O,O,O,X,X,X,X,X
JOSZITL,O,O,O,X,X,X,X,X
JOSZILT,O,O,O,X,X,X,X,X
JOSZLTI,O,O,O,X,X,X,X,X
JOSZLIT,O,O,O,X,X,X,X,X
JOZTILS,X,O,O,X,X,X,X,X
JOZTISL,X,O,X,X,X,X,O,X
JOZTLIS,X,O,O,X,X,X,X,X
JOZTLSI,X,O,O,X,X,X,O,X
JOZTSIL,X,O,O,X,X,X,O,X
JOZTSLI,X,O,O,X,X,X,O,X
JOZITLS,X,O,O,X,X,X,X,O
JOZITSL,X,O,X,X,X,X,O,O
JOZILTS,X,X,O,X,X,X,X,O
JOZILST,X,O,O,X,X,X,X,O
JOZISTL,X,O,O,X,X,X,X,O
JOZISLT,X,O,O,X,X,X,X,O
JOZLTIS,X,O,O,X,X,X,X,X
JOZLTSI,X,O,O,X,X,X,X,X
JOZLITS,X,X,O,X,X,X,X,O
JOZLIST,X,O,O,X,X,X,X,O
JOZLSTI,X,O,O,X,X,X,X,X
JOZLSIT,X,O,O,X,X,X,X,X
JOZSTIL,X,O,O,X,X,X,X,X
JOZSTLI,X,O,O,X,X,X,X,X
JOZSITL,X,O,O,X,X,X,X,X
JOZSILT,X,O,O,X,X,X,X,X
JOZSLTI,X,O,O,X,X,X,X,X
JOZSLIT,X,O,O,X,X,X,X,X
STILJZO,O,O,X,O,X,O,O,X
STILJOZ,O,X,X,O,X,X,O,X
STILZJO,O,O,X,O,O,O,O,X
STILZOJ,O,O,X,X,X,O,O,X
STILOJZ,O,X,X,X,X,X,O,X
STILOZJ,O,X,X,X,X,X,O,X
STIJLZO,O,O,X,O,X,O,O,X
STIJLOZ,O,X,X,O,X,X,O,X
STIJZLO,O,O,X,O,X,O,O,X
STIJZOL,O,O,X,O,X,O,O,X
STIJOLZ,O,X,X,O,X,X,O,X
STIJOZL,O,X,X,O,X,X,O,X
STIZLJO,O,O,X,O,O,O,O,X
STIZLOJ,O,O,X,X,X,O,O,X
STIZJLO,O,O,X,O,O,O,O,X
STIZJOL,O,O,X,O,X,O,O,X
STIZOLJ,O,O,X,X,X,O,O,X
STIZOJL,O,O,X,X,X,O,O,X
STIOLJZ,O,X,X,X,X,X,O,X
STIOLZJ,O,X,X,X,X,X,O,X
STIOJLZ,O,X,X,X,X,X,O,X
STIOJZL,O,X,X,X,X,X,O,X
STIOZLJ,O,X,X,X,X,X,O,X
STIOZJL,O,X,X,X,X,X,O,X
STLIJZO,O,O,X,O,X,O,O,X
STLIJOZ,O,X,X,O,X,X,O,X
STLIZJO,O,O,X,O,O,O,O,X
STLIZOJ,O,O,X,X,X,O,O,X
STLIOJZ,O,X,X,X,X,X,O,X
STLIOZJ,O,X,X,X,X,X,O,X
STLJIZO,O,O,X,O,X,O,O,X
STLJIOZ,O,X,X,O,X,X,O,X
STLJZIO,O,O,X,O,X,O,O,X
STLJZOI,O,O,X,O,X,O,O,X
STLJOIZ,O,X,X,O,X,X,O,X
STLJOZI,O,O,X,O,X,X,O,X
STLZIJO,O,O,X,O,O,O,O,X
STLZIOJ,O,O,X,X,X,O,O,X
STLZJIO,O,O,X,O,O,O,O,X
STLZJOI,O,O,X,O,O,O,O,X
STLZOIJ,O,O,X,X,X,O,O,X
STLZOJI,O,O,X,X,X,O,O,X
STLOIJZ,O,X,X,X,X,X,O,X
STLOIZJ,O,X,X,X,X,X,O,X
STLOJIZ,O,X,X,X,X,X,O,X
STLOJZI,O,O,X,X,X,X,O,X
STLOZIJ,O,O,X,X,X,X,O,X
STLOZJI,O,O,X,X,X,X,O,X
STJILZO,O,O,X,O,X,O,O,X
STJILOZ,O,X,X,O,X,X,O,X
STJIZLO,O,O,X,O,X,O,O,X
STJIZOL,O,O,X,O,X,O,O,X
STJIOLZ,O,X,X,O,X,X,O,X
STJIOZL,O,X,X,O,X,X,O,X
STJLIZO,O,O,X,O,X,O,O,X
STJLIOZ,O,X,X,O,X,X,O,X
STJLZIO,O,O,X,O,X,O,O,X
STJLZOI,O,O,X,O,X,O,O,X
STJLOIZ,O,X,X,O,X,X,O,X
STJLOZI,O,O,X,O,X,X,O,X
STJZILO,O,O,O,O,X,O,O,X
STJZIOL,O,O,O,O,X,O,O,X
STJZLIO,O,O,O,O,X,O,O,X
STJZLOI,O,O,O,O,X,O,O,X
STJZOIL,O,O,O,O,X,O,O,X
STJZOLI,O,O,O,O,X,O,O,X
STJOILZ,O,X,X,O,X,X,O,X
STJOIZL,O,X,X,O,X,X,O,X
STJOLIZ,O,X,X,O,X,X,O,X
STJOLZI,O,O,X,O,X,X,O,X
STJOZIL,O,X,O,O,X,X,O,X
STJOZLI,O,X,O,O,X,X,O,X
STZILJO,O,O,O,O,O,O,O,X
STZILOJ,O,O,O,X,X,O,O,X
STZIJLO,O,O,O,O,O,O,O,X
STZIJOL,O,O,O,O,X,O,O,X
STZIOLJ,O,O,O,X,X,O,O,X
STZIOJL,O,O,O,X,X,O,O,X
STZLIJO,O,O,O,O,O,O,O,X
STZLIOJ,O,O,O,X,X,O,O,X
STZLJIO,O,O,O,O,O,O,O,X
STZLJOI,O,O,O,O,O,O,O,X
STZLOIJ,O,O,O,X,X,O,O,X
STZLOJI,O,O,O,X,X,O,O,X
STZJILO,O,O,O,O,O,O,O,X
STZJIOL,O,O,O,O,X,O,O,X
STZJLIO,O,O,O,O,O,O,O,X
STZJLOI,O,O,O,O,O,O,O,X
STZJOIL,O,O,O,O,X,O,O,X
STZJOLI,O,O,O,O,X,O,O,X
STZOILJ,O,O,O,X,X,O,O,X
STZOIJL,O,O,O,X,X,O,O,X
STZOLIJ,O,O,O,X,X,O,O,X
STZOLJI,O,O,O,X,X,O,O,X
STZOJIL,O,O,O,X,X,O,O,X
STZOJLI,O,O,O,X,X,O,O,X
STOILJZ,O,X,X,X,X,X,O,X
STOILZJ,O,X,X,X,X,X,O,X
STOIJLZ,O,X,X,X,X,X,O,X
STOIJZL,O,X,X,X,X,X,O,X
STOIZLJ,O,X,X,X,X,X,O,X
STOIZJL,O,X,X,X,X,X,O,X
STOLIJZ,O,X,X,X,X,X,O,X
STOLIZJ,O,X,X,X,X,X,O,X
STOLJIZ,O,X,X,X,X,X,O,X
STOLJZI,O,O,X,X,X,X,O,X
STOLZIJ,O,O,X,X,X,X,O,X
STOLZJI,O,O,X,X,X,X,O,X
STOJILZ,O,X,X,X,X,X,O,X
STOJIZL,O,X,X,X,X,X,O,X
STOJLIZ,O,X,X,X,X,X,O,X
STOJLZI,O,O,X,X,X,X,O,X
STOJZIL,O,X,O,X,X,X,O,X
STOJZLI,O,X,O,X,X,X,O,X
STOZILJ,O,X,O,X,X,X,O,X
STOZIJL,O,X,O,X,X,X,O,X
STOZLIJ,O,X,O,X,X,X,O,X
STOZLJI,O,X,O,X,X,X,O,X
STOZJIL,O,X,O,X,X,X,O,X
STOZJLI,O,X,O,X,X,X,O,X
SITLJZO,O,O,X,O,X,O,O,X
SITLJOZ,O,X,X,O,X,X,O,X
SITLZJO,O,O,X,O,O,O,O,X
SITLZOJ,O,O,X,X,X,O,O,X
SITLOJZ,O,X,X,X,X,X,O,X
SITLOZJ,O,X,X,X,X,X,O,X
SITJLZO,O,O,X,O,X,O,O,X
SITJLOZ,O,X,X,O,X,X,O,X
SITJZLO,O,O,X,O,X,O,O,X
SITJZOL,O,O,X,O,X,O,O,X
SITJOLZ,O,X,X,O,X,X,O,X
SITJOZL,O,X,X,O,X,X,O,X
SITZLJO,O,O,X,O,O,O,O,X
SITZLOJ,O,O,X,X,X,O,O,X
SITZJLO,O,O,X,O,O,O,O,X
SITZJOL,O,O,X,O,X,O,O,X
SITZOLJ,O,O,X,X,X,O,O,X
SITZOJL,O,O,X,X,X,O,O,X
SITOLJZ,O,X,X,X,X,X,O,X
SITOLZJ,O,X,X,X,X,X,O,X
SITOJLZ,O,X,X,X,X,X,O,X
SITOJZL,O,X,X,X,X,X,O,X
SITOZLJ,O,X,X,X,X,X,O,X
SITOZJL,O,X,X,X,X,X,O,X
SILTJZO,O,O,X,O,X,O,O,X
SILTJOZ,O,X,X,O,X,X,O,X
SILTZJO,O,O,X,O,O,O,O,X
SILTZOJ,O,O,X,X,X,O,O,X
SILTOJZ,O,X,X,X,X,X,O,X
SILTOZJ,O,X,X,X,X,X,O,X
SILJTZO,O,O,X,X,X,O,O,X
SILJTOZ,O,X,X,X,X,X,O,X
SILJZTO,O,O,X,X,X,O,O,X
SILJZOT,O,O,X,X,X,O,X,X
SILJOTZ,X,X,X,X,X,X,O,X
SILJOZT,O,O,X,X,X,O,X,X
SILZTJO,O,O,X,O,O,O,O,X
SILZTOJ,O,O,X,X,X,O,O,X
SILZJTO,O,O,X,X,O,O,O,X
SILZJOT,O,O,X,X,O,O,X,X
SILZOTJ,X,O,X,X,X,O,X,X
SILZOJT,O,O,X,X,X,O,X,X
SILOTJZ,X,X,X,X,X,X,O,X
SILOTZJ,X,X,X,X,X,X,O,X
SILOJTZ,X,X,X,X,X,X,O,X
SILOJZT,O,O,X,X,X,O,X,X
SILOZTJ,X,O,X,X,X,O,X,X
SILOZJT,O,O,X,X,X,O,X,X
SIJTLZO,O,O,X,X,X,O,O,X
SIJTLOZ,O,X,X,X,X,X,O,X
SIJTZLO,O,O,X,X,X,O,O,X
SIJTZOL,O,O,X,X,X,O,O,X
SIJTOLZ,O,X,X,X,X,X,O,X
SIJTOZL,O,X,X,X,X,X,O,X
SIJLTZO,O,O,X,X,X,O,O,X
SIJLTOZ,O,X,X,X,X,X,O,X
SIJLZTO,O,O,X,X,X,O,O,X
SIJLZOT,O,O,X,X,X,O,X,X
SIJLOTZ,X,X,X,X,X,X,O,X
SIJLOZT,O,O,X,X,X,O,X,X
SIJZTLO,O,O,O,X,X,O,O,X
SIJZTOL,O,O,O,X,X,O,O,X
SIJZLTO,O,O,O,X,X,O,O,X
SIJZLOT,O,O,O,X,X,O,X,X
SIJZOTL,O,O,O,X,X,O,X,X
SIJZOLT,O,O,O,X,X,O,X,X
SIJOTLZ,X,X,X,X,X,X,O,O
SIJOTZL,X,X,X,X,X,X,O,O
SIJOLTZ,X,X,X,X,X,X,O,O
SIJOLZT,X,O,X,X,X,O,X,O
SIJOZTL,X,O,O,X,X,O,X,O
SIJOZLT,X,O,O,X,X,O,X,O
SIZTLJO,O,O,O,O,O,O,O,X
SIZTLOJ,O,O,O,X,X,O,O,X
SIZTJLO,O,O,O,O,O,O,O,X
SIZTJOL,O,O,O,O,X,O,O,X
SIZTOLJ,O,O,O,X,X,O,O,X
SIZTOJL,O,O,O,X,X,O,O,X
SIZLTJO,O,O,O,O,O,O,O,X
SIZLTOJ,O,O,O,X,X,O,O,X
SIZLJTO,O,O,O,X,O,O,O,X
SIZLJOT,O,O,O,X,O,O,X,X
SIZLOTJ,X,O,O,X,X,O,X,X
SIZLOJT,O,O,O,X,X,O,X,X
SIZJTLO,O,O,O,X,X,O,O,X
SIZJTOL,O,O,O,X,X,O,O,X
SIZJLTO,O,O,O,X,O,O,O,X
SIZJLOT,O,O,O,X,O,O,X,X
SIZJOTL,O,O,O,X,X,O,X,X
SIZJOLT,O,O,O,X,X,O,X,X
SIZOTLJ,X,O,O,X,X,O,X,X
SIZOTJL,X,O,O,X,X,O,X,X
SIZOLTJ,X,O,O,X,X,O,X,X
SIZOLJT,X,O,O,X,X,O,X,X
SIZOJTL,O,O,O,X,X,O,X,X
SIZOJLT,O,O,O,X,X,O,X,X
SIOTLJZ,X,X,X,X,X,X,O,O
SIOTLZJ,X,X,X,X,X,X,O,O
SIOTJLZ,X,X,X,X,X,X,O,O
SIOTJZL,X,X,X,X,X,X,O,O
SIOTZLJ,X,X,X,X,X,X,O,O
SIOTZJL,X,X,X,X,X,X,O,O
SIOLTJZ,X,X,X,X,X,X,O,O
SIOLTZJ,X,X,X,X,X,X,O,O
SIOLJTZ,X,X,X,X,X,X,O,O
SIOLJZT,X,O,X,X,X,O,X,O
SIOLZTJ,X,O,X,X,X,O,X,O
SIOLZJT,X,O,X,X,X,O,X,O
SIOJTLZ,X,X,X,X,X,X,O,O
SIOJTZL,X,X,X,X,X,X,O,O
SIOJLTZ,X,X,X,X,X,X,O,O
SIOJLZT,X,O,X,X,X,O,X,O
SIOJZTL,X,O,O,X,X,O,X,O
SIOJZLT,X,O,O,X,X,O,X,O
SIOZTLJ,X,O,O,X,X,O,X,O
SIOZTJL,X,O,O,X,X,O,X,O
SIOZLTJ,X,O,O,X,X,O,X,O
SIOZLJT,X,O,O,X,X,O,X,O
SIOZJTL,X,O,O,X,X,O,X,O
SIOZJLT,X,O,O,X,X,O,X,O
SLTIJZO,O,O,X,O,X,O,O,X
SLTIJOZ,O,X,X,O,X,X,O,X
SLTIZJO,O,O,X,O,O,O,O,X
SLTIZOJ,O,O,X,X,X,O,O,X
SLTIOJZ,O,X,X,X,X,X,O,X
SLTIOZJ,O,X,X,X,X,X,O,X
SLTJIZO,O,O,X,O,X,O,O,X
SLTJIOZ,O,X,X,O,X,X,O,X
SLTJZIO,O,O,X,O,X,O,O,X
SLTJZOI,O,O,X,O,X,O,O,X
SLTJOIZ,O,X,X,O,X,X,O,X
SLTJOZI,O,O,X,O,X,X,O,X
SLTZIJO,O,O,X,O,O,O,O,X
SLTZIOJ,O,O,X,X,X,O,O,X
SLTZJIO,O,O,X,O,O,O,O,X
SLTZJOI,O,O,X,O,O,O,O,X
SLTZOIJ,O,O,X,X,X,O,O,X
SLTZOJI,O,O,X,X,X,O,O,X
SLTOIJZ,O,X,X,X,X,X,O,X
SLTOIZJ,O,X,X,X,X,X,O,X
SLTOJIZ,O,X,X,X,X,X,O,X
SLTOJZI,O,O,X,X,X,X,O,X
SLTOZIJ,O,O,X,X,X,X,O,X
SLTOZJI,O,O,X,X,X,X,O,X
SLITJZO,O,O,X,O,X,O,O,X
SLITJOZ,O,X,X,O,X,X,O,X
SLITZJO,O,O,X,O,O,O,O,X
SLITZOJ,O,O,X,X,X,O,O,X
SLITOJZ,O,X,X,X,X,X,O,X
SLITOZJ,O,X,X,X,X,X,O,X
SLIJTZO,O,O,X,X,X,O,O,X
SLIJTOZ,O,X,X,X,X,X,O,X
SLIJZTO,O,O,X,X,X,O,O,X
SLIJZOT,O,O,X,X,X,O,X,X
SLIJOTZ,X,X,X,X,X,X,O,X
SLIJOZT,O,O,X,X,X,O,X,X
SLIZTJO,O,O,X,O,O,O,O,X
SLIZTOJ,O,O,X,X,X,O,O,X
SLIZJTO,O,O,X,X,O,O,O,X
SLIZJOT,O,O,X,X,O,O,X,X
SLIZOTJ,X,O,X,X,X,O,X,X
SLIZOJT,O,O,X,X,X,O,X,X
SLIOTJZ,X,X,X,X,X,X,O,X
SLIOTZJ,X,X,X,X,X,X,O,X
SLIOJTZ,X,X,X,X,X,X,O,X
SLIOJZT,O,O,X,X,X,O,X,X
SLIOZTJ,X,O,X,X,X,O,X,X
SLIOZJT,O,O,X,X,X,O,X,X
SLJTIZO,O,O,X,X,X,O,O,X
SLJTIOZ,O,X,X,X,X,X,O,X
SLJTZIO,O,O,X,X,X,O,O,X
SLJTZOI,O,O,X,X,X,O,O,X
SLJTOIZ,O,X,X,X,X,X,O,X
SLJTOZI,O,O,X,X,X,X,O,X
SLJITZO,O,O,X,X,X,O,O,X
SLJITOZ,O,X,X,X,X,X,O,X
SLJIZTO,O,O,X,X,X,O,O,X
SLJIZOT,O,O,X,X,X,O,X,X
SLJIOTZ,X,X,X,X,X,X,O,X
SLJIOZT,O,O,X,X,X,O,X,X
SLJZTIO,O,O,O,X,X,O,O,X
SLJZTOI,O,O,O,X,X,O,O,X
SLJZITO,O,O,O,X,X,O,O,X
SLJZIOT,O,O,O,X,X,O,X,X
SLJZOTI,O,O,O,X,X,O,X,X
SLJZOIT,O,O,O,X,X,O,X,X
SLJOTIZ,O,X,X,X,X,X,O,X
SLJOTZI,O,O,X,X,X,X,O,X
SLJOITZ,X,X,X,X,X,X,O,O
SLJOIZT,O,O,X,X,X,O,X,O
SLJOZTI,O,O,O,X,X,O,X,X
SLJOZIT,O,O,O,X,X,O,X,X
SLZTIJO,O,O,O,O,O,O,O,X
SLZTIOJ,O,O,O,X,X,O,O,X
SLZTJIO,O,O,O,O,O,O,O,X
SLZTJOI,O,O,O,O,O,O,O,X
SLZTOIJ,O,O,O,X,X,O,O,X
SLZTOJI,O,O,O,X,X,O,O,X
SLZITJO,O,O,O,O,O,O,O,X
SLZITOJ,O,O,O,X,X,O,O,X
SLZIJTO,O,O,O,X,O,O,O,X
SLZIJOT,O,O,O,X,O,O,X,X
SLZIOTJ,X,O,O,X,X,O,X,X
SLZIOJT,O,O,O,X,X,O,X,X
SLZJTIO,O,O,O,X,O,O,O,X
SLZJTOI,O,O,O,X,O,O,O,X
SLZJITO,O,O,O,X,O,O,O,X
SLZJIOT,O,O,O,X,O,O,X,X
SLZJOTI,O,O,O,X,O,O,X,X
SLZJOIT,O,O,O,X,O,O,X,X
SLZOTIJ,O,O,O,X,X,O,X,X
SLZOTJI,O,O,O,X,X,O,X,X
SLZOITJ,X,O,O,X,X,O,X,X
SLZOIJT,O,O,O,X,X,O,X,X
SLZOJTI,O,O,O,X,X,O,X,X
SLZOJIT,O,O,O,X,X,O,X,X
SLOTIJZ,O,X,X,X,X,X,O,X
SLOTIZJ,O,X,X,X,X,X,O,X
SLOTJIZ,O,X,X,X,X,X,O,X
SLOTJZI,O,O,X,X,X,X,O,X
SLOTZIJ,O,O,X,X,X,X,O,X
SLOTZJI,O,O,X,X,X,X,O,X
SLOITJZ,X,X,X,X,X,X,O,O
SLOITZJ,X,X,X,X,X,X,O,O
SLOIJTZ,X,X,X,X,X,X,O,O
SLOIJZT,O,O,X,X,X,O,X,O
SLOIZTJ,X,O,X,X,X,O,X,O
SLOIZJT,O,O,X,X,X,O,X,O
SLOJTIZ,O,X,X,X,X,X,O,X
SLOJTZI,O,O,X,X,X,X,O,X
SLOJITZ,X,X,X,X,X,X,O,O
SLOJIZT,O,O,X,X,X,O,X,O
SLOJZTI,O,O,O,X,X,O,X,X
SLOJZIT,O,O,O,X,X,O,X,X
SLOZTIJ,O,O,O,X,X,O,X,X
SLOZTJI,O,O,O,X,X,O,X,X
SLOZITJ,X,O,O,X,X,O,X,X
SLOZIJT,O,O,O,X,X,O,X,X
SLOZJTI,O,O,O,X,X,O,X,X
SLOZJIT,O,O,O,X,X,O,X,X
SJTILZO,O,O,X,X,X,O,O,X
SJTILOZ,O,X,X,X,X,X,O,X
SJTIZLO,O,O,X,X,X,O,O,X
SJTIZOL,O,O,X,X,X,O,O,X
SJTIOLZ,O,X,X,X,X,X,O,X
SJTIOZL,O,X,X,X,X,X,O,X
SJTLIZO,O,O,X,X,X,O,O,X
SJTLIOZ,O,X,X,X,X,X,O,X
SJTLZIO,O,O,X,X,X,O,O,X
SJTLZOI,O,O,X,X,X,O,O,X
SJTLOIZ,O,X,X,X,X,X,O,X
SJTLOZI,O,O,X,X,X,X,O,X
SJTZILO,O,O,O,X,X,O,O,X
SJTZIOL,O,O,O,X,X,O,O,X
SJTZLIO,O,O,O,X,X,O,O,X
SJTZLOI,O,O,O,X,X,O,O,X
SJTZOIL,O,O,O,X,X,O,O,X
SJTZOLI,O,O,O,X,X,O,O,X
SJTOILZ,O,X,X,X,X,X,O,X
SJTOIZL,O,X,X,X,X,X,O,X
SJTOLIZ,O,X,X,X,X,X,O,X
SJTOLZI,O,O,X,X,X,X,O,X
SJTOZIL,O,X,O,X,X,X,O,X
SJTOZLI,O,X,O,X,X,X,O,X
SJITLZO,O,O,X,X,X,O,O,X
SJITLOZ,O,X,X,X,X,X,O,X
SJITZLO,O,O,X,X,X,O,O,X
SJITZOL,O,O,X,X,X,O,O,X
SJITOLZ,O,X,X,X,X,X,O,X
SJITOZL,O,X,X,X,X,X,O,X
SJILTZO,O,O,X,X,X,O,O,X
SJILTOZ,O,X,X,X,X,X,O,X
SJILZTO,O,O,X,X,X,O,O,X
SJILZOT,O,O,X,X,X,O,X,X
SJILOTZ,X,X,X,X,X,X,O,X
SJILOZT,O,O,X,X,X,O,X,X
SJIZTLO,O,O,O,X,X,O,O,X
SJIZTOL,O,O,O,X,X,O,O,X
SJIZLTO,O,O,O,X,X,O,O,X
SJIZLOT,O,O,O,X,X,O,X,X
SJIZOTL,O,O,O,X,X,O,X,X
SJIZOLT,O,O,O,X,X,O,X,X
SJIOTLZ,X,X,X,X,X,X,O,O
SJIOTZL,X,X,X,X,X,X,O,O
SJIOLTZ,X,X,X,X,X,X,O,O
SJIOLZT,X,O,X,X,X,O,X,O
SJIOZTL,X,O,O,X,X,O,X,O
SJIOZLT,X,O,O,X,X,O,X,O
SJLTIZO,O,O,X,X,X,O,O,X
SJLTIOZ,O,X,X,X,X,X,O,X
SJLTZIO,O,O,X,X,X,O,O,X
SJLTZOI,O,O,X,X,X,O,O,X
SJLTOIZ,O,X,X,X,X,X,O,X
SJLTOZI,O,O,X,X,X,X,O,X
SJLITZO,O,O,X,X,X,O,O,X
SJLITOZ,O,X,X,X,X,X,O,X
SJLIZTO,O,O,X,X,X,O,O,X
SJLIZOT,O,O,X,X,X,O,X,X
SJLIOTZ,X,X,X,X,X,X,O,X
SJLIOZT,O,O,X,X,X,O,X,X
SJLZTIO,O,O,O,X,X,O,O,X
SJLZTOI,O,O,O,X,X,O,O,X
SJLZITO,O,O,O,X,X,O,O,X
SJLZIOT,O,O,O,X,X,O,X,X
SJLZOTI,O,O,O,X,X,O,X,X
SJLZOIT,O,O,O,X,X,O,X,X
SJLOTIZ,O,X,X,X,X,X,O,X
SJLOTZI,O,O,X,X,X,X,O,X
SJLOITZ,X,X,X,X,X,X,O,O
SJLOIZT,O,O,X,X,X,O,X,O
SJLOZTI,O,O,O,X,X,O,X,X
SJLOZIT,O,O,O,X,X,O,X,X
SJZTILO,O,O,O,X,X,O,O,X
SJZTIOL,O,O,O,X,X,O,O,X
SJZTLIO,O,O,O,X,X,O,O,X
SJZTLOI,O,O,O,X,X,O,O,X
SJZTOIL,O,O,O,X,X,O,O,X
SJZTOLI,O,O,O,X,X,O,O,X
SJZITLO,O,O,O,X,X,O,O,X
SJZITOL,O,O,O,X,X,O,O,X
SJZILTO,O,O,O,X,X,O,O,X
SJZILOT,O,O,O,X,X,O,X,X
SJZIOTL,O,O,O,X,X,O,X,X
SJZIOLT,O,O,O,X,X,O,X,X
SJZLTIO,O,O,O,X,X,O,O,X
SJZLTOI,O,O,O,X,X,O,O,X
SJZLITO,O,O,O,X,X,O,O,X
SJZLIOT,O,O,O,X,X,O,X,X
SJZLOTI,O,O,O,X,X,O,X,X
SJZLOIT,O,O,O,X,X,O,X,X
SJZOTIL,O,O,O,X,X,O,X,X
SJZOTLI,O,O,O,X,X,O,X,X
SJZOITL,O,O,O,X,X,O,X,X
SJZOILT,O,O,O,X,X,O,X,X
SJZOLTI,O,O,O,X,X,O,X,X
SJZOLIT,O,O,O,X,X,O,X,X
SJOTILZ,O,X,X,X,X,X,O,X
SJOTIZL,O,X,X,X,X,X,O,X
SJOTLIZ,O,X,X,X,X,X,O,X
SJOTLZI,O,O,X,X,X,X,O,X
SJOTZIL,O,X,O,X,X,X,O,X
SJOTZLI,O,X,O,X,X,X,O,X
SJOITLZ,X,X,X,X,X,X,O,O
SJOITZL,X,X,X,X,X,X,O,O
SJOILTZ,X,X,X,X,X,X,O,O
SJOILZT,X,O,X,X,X,O,X,O
SJOIZTL,X,O,O,X,X,O,X,O
SJOIZLT,X,O,O,X,X,O,X,O
SJOLTIZ,O,X,X,X,X,X,O,X
SJOLTZI,O,O,X,X,X,X,O,X
SJOLITZ,X,X,X,X,X,X,O,O
SJOLIZT,O,O,X,X,X,O,X,O
SJOLZTI,O,O,O,X,X,O,X,X
SJOLZIT,O,O,O,X,X,O,X,X
SJOZTIL,O,O,O,X,X,O,X,X
SJOZTLI,O,O,O,X,X,O,X,X
SJOZITL,O,O,O,X,X,O,X,X
SJOZILT,O,O,O,X,X,O,X,X
SJOZLTI,O,O,O,X,X,O,X,X
SJOZLIT,O,O,O,X,X,O,X,X
SZTILJO,O,O,O,O,O,O,O,X
SZTILOJ,O,O,O,X,X,O,O,X
SZTIJLO,O,O,O,O,O,O,O,X
SZTIJOL,O,O,O,O,X,O,O,X
SZTIOLJ,O,O,O,X,X,O,O,X
SZTIOJL,O,O,O,X,X,O,O,X
SZTLIJO,O,O,O,O,O,O,O,X
SZTLIOJ,O,O,O,X,X,O,O,X
SZTLJIO,O,O,O,O,O,O,O,X
SZTLJOI,O,O,O,O,O,O,O,X
SZTLOIJ,O,O,O,X,X,O,O,X
SZTLOJI,O,O,O,X,X,O,O,X
SZTJILO,O,O,O,O,O,O,O,X
SZTJIOL,O,O,O,O,X,O,O,X
SZTJLIO,O,O,O,O,O,O,O,X
SZTJLOI,O,O,O,O,O,O,O,X
SZTJOIL,O,O,O,O,X,O,O,X
SZTJOLI,O,O,O,O,X,O,O,X
SZTOILJ,O,O,O,X,X,O,O,X
