sequence,v115@FhB8FeD8CeH8AeH8Jex6IvhFXcB8hBCeBTfB2lBlpB,v115@FhB8FeD8CeH8AeH8JeT6IvhFxbB8hBCeBmgB/pBFqB,v115@FhB8FeD8CeH8AeH8Je2/IvhFRbBzcBCeBUhB/pBFqB,v115@FhB8FeD8CeH8AeH8JeK/IvhFzaBWiBxdB3gBUhBlpB,v115@FhB8FeD8CeH8AeH8Jey/IvhFWiBxdB3gBTfBUhBlpB,v115@FhB8FeD8CeH8AeH8JeT6IvhFibBWiBxdBUhB/pBFqB,v115@FhB8FeD8CeH8AeH8JeZ/IvhFufB3bBzcBCeBVmB8pB,v115@FhB8FeD8CeH8AeH8Jel6IvhFmcBCeBThBxkBclB/pB
ZLSTOJI,O,O,O,X,X,O,O,X
ZLSITJO,O,O,O,X,X,O,O,X
ZLSITOJ,O,O,O,X,X,O,O,X
ZLSIJTO,O,O,O,X,X,O,O,X
ZLSIJOT,O,O,O,X,X,O,X,X
ZLSIOTJ,O,O,O,X,X,O,X,X
ZLSIOJT,O,O,O,X,X,O,X,X
ZLSJTIO,O,O,O,X,X,O,O,X
ZLSJTOI,O,O,O,X,X,O,O,X
ZLSJITO,O,O,O,X,X,O,O,X
ZLSJIOT,O,O,O,X,X,O,X,X
ZLSJOTI,O,O,O,X,X,O,X,X
ZLSJOIT,O,O,O,X,X,O,X,X
ZLSOTIJ,O,O,O,X,X,O,X,X
ZLSOTJI,O,O,O,X,X,O,X,X
ZLSOITJ,O,O,O,X,X,O,X,X
ZLSOIJT,O,O,O,X,X,O,X,X
ZLSOJTI,O,O,O,X,X,O,X,X
ZLSOJIT,O,O,O,X,X,O,X,X
ZLOTIJS,O,X,X,X,X,X,O,X
ZLOTISJ,O,X,X,X,X,X,O,X
ZLOTJIS,O,X,X,X,X,X,O,X
ZLOTJSI,O,O,X,X,X,X,O,X
ZLOTSIJ,O,X,O,X,X,X,O,X
ZLOTSJI,O,X,O,X,X,X,O,X
ZLOITJS,X,X,X,X,X,X,O,O
ZLOITSJ,X,X,X,X,X,X,O,O
ZLOIJTS,X,X,X,X,X,X,O,O
ZLOIJST,X,O,X,X,X,O,X,O
ZLOISTJ,X,O,O,X,X,O,X,O
ZLOISJT,X,O,O,X,X,O,X,O
ZLOJTIS,O,X,X,X,X,X,O,X
ZLOJTSI,O,O,X,X,X,X,O,X
ZLOJITS,X,X,X,X,X,X,O,O
ZLOJIST,O,O,X,X,X,O,X,O
ZLOJSTI,O,O,O,X,X,O,X,X
ZLOJSIT,O,O,O,X,X,O,X,X
ZLOSTIJ,O,O,O,X,X,O,X,X
ZLOSTJI,O,O,O,X,X,O,X,X
ZLOSITJ,O,O,O,X,X,O,X,X
ZLOSIJT,O,O,O,X,X,O,X,X
ZLOSJTI,O,O,O,X,X,O,X,X
ZLOSJIT,O,O,O,X,X,O,X,X
ZJTILSO,O,O,X,O,X,O,O,X
ZJTILOS,O,X,X,O,X,X,O,X
ZJTISLO,O,O,X,O,O,O,O,X
ZJTISOL,O,O,X,X,X,O,O,X
ZJTIOLS,O,X,X,X,X,X,O,X
ZJTIOSL,O,X,X,X,X,X,O,X
ZJTLISO,O,O,X,O,X,O,O,X
ZJTLIOS,O,X,X,O,X,X,O,X
ZJTLSIO,O,O,X,O,X,O,O,X
ZJTLSOI,O,O,X,O,X,O,O,X
ZJTLOIS,O,X,X,O,X,X,O,X
ZJTLOSI,O,O,X,O,X,X,O,X
ZJTSILO,O,O,X,O,O,O,O,X
ZJTSIOL,O,O,X,X,X,O,O,X
ZJTSLIO,O,O,X,O,O,O,O,X
ZJTSLOI,O,O,X,O,O,O,O,X
ZJTSOIL,O,O,X,X,X,O,O,X
ZJTSOLI,O,O,X,X,X,O,O,X
ZJTOILS,O,X,X,X,X,X,O,X
ZJTOISL,O,X,X,X,X,X,O,X
ZJTOLIS,O,X,X,X,X,X,O,X
ZJTOLSI,O,O,X,X,X,X,O,X
ZJTOSIL,O,O,X,X,X,X,O,X
ZJTOSLI,O,O,X,X,X,X,O,X
ZJITLSO,O,O,X,O,X,O,O,X
ZJITLOS,O,X,X,O,X,X,O,X
ZJITSLO,O,O,X,O,O,O,O,X
ZJITSOL,O,O,X,X,X,O,O,X
ZJITOLS,O,X,X,X,X,X,O,X
ZJITOSL,O,X,X,X,X,X,O,X
ZJILTSO,O,O,X,X,X,O,O,X
ZJILTOS,O,X,X,X,X,X,O,X
ZJILSTO,O,O,X,X,X,O,O,X
ZJILSOT,O,O,X,X,X,O,X,X
ZJILOTS,X,X,X,X,X,X,O,X
ZJILOST,O,O,X,X,X,O,X,X
ZJISTLO,O,O,X,O,O,O,O,X
ZJISTOL,O,O,X,X,X,O,O,X
ZJISLTO,O,O,X,X,O,O,O,X
ZJISLOT,O,O,X,X,O,O,X,X
ZJISOTL,X,O,X,X,X,O,X,X
ZJISOLT,O,O,X,X,X,O,X,X
ZJIOTLS,X,X,X,X,X,X,O,X
ZJIOTSL,X,X,X,X,X,X,O,X
ZJIOLTS,X,X,X,X,X,X,O,X
ZJIOLST,O,O,X,X,X,O,X,X
ZJIOSTL,X,O,X,X,X,O,X,X
ZJIOSLT,O,O,X,X,X,O,X,X
ZJLTISO,O,O,X,X,X,O,O,X
ZJLTIOS,O,X,X,X,X,X,O,X
ZJLTSIO,O,O,X,X,X,O,O,X
ZJLTSOI,O,O,X,X,X,O,O,X
ZJLTOIS,O,X,X,X,X,X,O,X
ZJLTOSI,O,O,X,X,X,X,O,X
ZJLITSO,O,O,X,X,X,O,O,X
ZJLITOS,O,X,X,X,X,X,O,X
ZJLISTO,O,O,X,X,X,O,O,X
ZJLISOT,O,O,X,X,X,O,X,X
ZJLIOTS,X,X,X,X,X,X,O,X
ZJLIOST,O,O,X,X,X,O,X,X
ZJLSTIO,O,O,O,X,X,O,O,X
ZJLSTOI,O,O,O,X,X,O,O,X
ZJLSITO,O,O,O,X,X,O,O,X
ZJLSIOT,O,O,O,X,X,O,X,X
ZJLSOTI,O,O,O,X,X,O,X,X
ZJLSOIT,O,O,O,X,X,O,X,X
ZJLOTIS,O,X,X,X,X,X,O,X
ZJLOTSI,O,O,X,X,X,X,O,X
ZJLOITS,X,X,X,X,X,X,O,O
ZJLOIST,O,O,X,X,X,O,X,O
ZJLOSTI,O,O,O,X,X,O,X,X
ZJLOSIT,O,O,O,X,X,O,X,X
ZJSTILO,O,O,O,O,O,O,O,X
ZJSTIOL,O,O,O,X,X,O,O,X
ZJSTLIO,O,O,O,O,O,O,O,X
ZJSTLOI,O,O,O,O,O,O,O,X
ZJSTOIL,O,O,O,X,X,O,O,X
ZJSTOLI,O,O,O,X,X,O,O,X
ZJSITLO,O,O,O,O,O,O,O,X
ZJSITOL,O,O,O,X,X,O,O,X
ZJSILTO,O,O,O,X,O,O,O,X
ZJSILOT,O,O,O,X,O,O,X,X
ZJSIOTL,X,O,O,X,X,O,X,X
ZJSIOLT,O,O,O,X,X,O,X,X
ZJSLTIO,O,O,O,X,O,O,O,X
ZJSLTOI,O,O,O,X,O,O,O,X
ZJSLITO,O,O,O,X,O,O,O,X
ZJSLIOT,O,O,O,X,O,O,X,X
ZJSLOTI,O,O,O,X,O,O,X,X
ZJSLOIT,O,O,O,X,O,O,X,X
ZJSOTIL,O,O,O,X,X,O,X,X
ZJSOTLI,O,O,O,X,X,O,X,X
ZJSOITL,X,O,O,X,X,O,X,X
ZJSOILT,O,O,O,X,X,O,X,X
ZJSOLTI,O,O,O,X,X,O,X,X
ZJSOLIT,O,O,O,X,X,O,X,X
ZJOTILS,O,X,X,X,X,X,O,X
ZJOTISL,O,X,X,X,X,X,O,X
ZJOTLIS,O,X,X,X,X,X,O,X
ZJOTLSI,O,O,X,X,X,X,O,X
ZJOTSIL,O,O,X,X,X,X,O,X
ZJOTSLI,O,O,X,X,X,X,O,X
ZJOITLS,X,X,X,X,X,X,O,O
ZJOITSL,X,X,X,X,X,X,O,O
ZJOILTS,X,X,X,X,X,X,O,O
ZJOILST,O,O,X,X,X,O,X,O
ZJOISTL,X,O,X,X,X,O,X,O
ZJOISLT,O,O,X,X,X,O,X,O
ZJOLTIS,O,X,X,X,X,X,O,X
ZJOLTSI,O,O,X,X,X,X,O,X
ZJOLITS,X,X,X,X,X,X,O,O
ZJOLIST,O,O,X,X,X,O,X,O
ZJOLSTI,O,O,O,X,X,O,X,X
ZJOLSIT,O,O,O,X,X,O,X,X
ZJOSTIL,O,O,O,X,X,O,X,X
ZJOSTLI,O,O,O,X,X,O,X,X
ZJOSITL,X,O,O,X,X,O,X,X
ZJOSILT,O,O,O,X,X,O,X,X
ZJOSLTI,O,O,O,X,X,O,X,X
ZJOSLIT,O,O,O,X,X,O,X,X
ZSTILJO,O,O,O,O,O,O,O,X
ZSTILOJ,O,O,O,O,X,O,O,X
ZSTIJLO,O,O,O,O,O,O,O,X
ZSTIJOL,O,O,O,X,X,O,O,X
ZSTIOLJ,O,O,O,X,X,O,O,X
ZSTIOJL,O,O,O,X,X,O,O,X
ZSTLIJO,O,O,O,O,O,O,O,X
ZSTLIOJ,O,O,O,O,X,O,O,X
ZSTLJIO,O,O,O,O,O,O,O,X
ZSTLJOI,O,O,O,O,O,O,O,X
ZSTLOIJ,O,O,O,O,X,O,O,X
ZSTLOJI,O,O,O,O,X,O,O,X
ZSTJILO,O,O,O,O,O,O,O,X
ZSTJIOL,O,O,O,X,X,O,O,X
ZSTJLIO,O,O,O,O,O,O,O,X
ZSTJLOI,O,O,O,O,O,O,O,X
ZSTJOIL,O,O,O,X,X,O,O,X
ZSTJOLI,O,O,O,X,X,O,O,X
ZSTOILJ,O,O,O,X,X,O,O,X
ZSTOIJL,O,O,O,X,X,O,O,X
ZSTOLIJ,O,O,O,X,X,O,O,X
ZSTOLJI,O,O,O,X,X,O,O,X
ZSTOJIL,O,O,O,X,X,O,O,X
ZSTOJLI,O,O,O,X,X,O,O,X
ZSITLJO,O,O,O,O,O,O,O,X
ZSITLOJ,O,O,O,O,X,O,O,X
ZSITJLO,O,O,O,O,O,O,O,X
ZSITJOL,O,O,O,X,X,O,O,X
ZSITOLJ,O,O,O,X,X,O,O,X
ZSITOJL,O,O,O,X,X,O,O,X
ZSILTJO,O,O,O,X,X,O,O,X
ZSILTOJ,O,O,O,X,X,O,O,X
ZSILJTO,O,O,O,X,O,O,O,X
ZSILJOT,O,O,O,X,O,O,X,X
ZSILOTJ,O,O,O,X,X,O,X,X
ZSILOJT,O,O,O,X,X,O,X,X
ZSIJTLO,O,O,O,O,O,O,O,X
ZSIJTOL,O,O,O,X,X,O,O,X
ZSIJLTO,O,O,O,X,O,O,O,X
ZSIJLOT,O,O,O,X,O,O,X,X
ZSIJOTL,X,O,O,X,X,O,X,X
ZSIJOLT,O,O,O,X,X,O,X,X
ZSIOTLJ,X,O,O,X,X,O,X,X
ZSIOTJL,X,O,O,X,X,O,X,X
ZSIOLTJ,O,O,O,X,X,O,X,X
ZSIOLJT,O,O,O,X,X,O,X,X
ZSIOJTL,X,O,O,X,X,O,X,X
ZSIOJLT,X,O,O,X,X,O,X,X
ZSLTIJO,O,O,O,X,X,O,O,X
ZSLTIOJ,O,O,O,X,X,O,O,X
ZSLTJIO,O,O,O,X,X,O,O,X
ZSLTJOI,O,O,O,X,X,O,O,X
ZSLTOIJ,O,O,O,X,X,O,O,X
ZSLTOJI,O,O,O,X,X,O,O,X
ZSLITJO,O,O,O,X,X,O,O,X
ZSLITOJ,O,O,O,X,X,O,O,X
ZSLIJTO,O,O,O,X,O,O,O,X
ZSLIJOT,O,O,O,X,O,O,X,X
ZSLIOTJ,O,O,O,X,X,O,X,X
ZSLIOJT,O,O,O,X,X,O,X,X
ZSLJTIO,O,O,O,X,O,O,O,X
ZSLJTOI,O,O,O,X,O,O,O,X
ZSLJITO,O,O,O,X,O,O,O,X
ZSLJIOT,O,O,O,X,O,O,X,X
ZSLJOTI,O,O,O,X,O,O,X,X
ZSLJOIT,O,O,O,X,O,O,X,X
ZSLOTIJ,O,O,O,X,X,O,X,X
ZSLOTJI,O,O,O,X,X,O,X,X
ZSLOITJ,O,O,O,X,X,O,X,X
ZSLOIJT,O,O,O,X,X,O,X,X
ZSLOJTI,O,O,O,X,X,O,X,X
ZSLOJIT,O,O,O,X,X,O,X,X
ZSJTILO,O,O,O,O,O,O,O,X
ZSJTIOL,O,O,O,X,X,O,O,X
ZSJTLIO,O,O,O,O,O,O,O,X
ZSJTLOI,O,O,O,O,O,O,O,X
ZSJTOIL,O,O,O,X,X,O,O,X
ZSJTOLI,O,O,O,X,X,O,O,X
ZSJITLO,O,O,O,O,O,O,O,X
ZSJITOL,O,O,O,X,X,O,O,X
ZSJILTO,O,O,O,X,O,O,O,X
ZSJILOT,O,O,O,X,O,O,X,X
ZSJIOTL,X,O,O,X,X,O,X,X
ZSJIOLT,O,O,O,X,X,O,X,X
ZSJLTIO,O,O,O,X,O,O,O,X
ZSJLTOI,O,O,O,X,O,O,O,X
ZSJLITO,O,O,O,X,O,O,O,X
ZSJLIOT,O,O,O,X,O,O,X,X
ZSJLOTI,O,O,O,X,O,O,X,X
ZSJLOIT,O,O,O,X,O,O,X,X
ZSJOTIL,O,O,O,X,X,O,X,X
ZSJOTLI,O,O,O,X,X,O,X,X
ZSJOITL,X,O,O,X,X,O,X,X
ZSJOILT,O,O,O,X,X,O,X,X
ZSJOLTI,O,O,O,X,X,O,X,X
ZSJOLIT,O,O,O,X,X,O,X,X
ZSOTILJ,O,O,O,X,X,O,X,X
ZSOTIJL,O,O,O,X,X,O,X,X
ZSOTLIJ,O,O,O,X,X,O,X,X
ZSOTLJI,O,O,O,X,X,O,X,X
ZSOTJIL,O,O,O,X,X,O,X,X
ZSOTJLI,O,O,O,X,X,O,X,X
ZSOITLJ,X,O,O,X,X,O,X,X
ZSOITJL,X,O,O,X,X,O,X,X
ZSOILTJ,O,O,O,X,X,O,X,X
ZSOILJT,O,O,O,X,X,O,X,X
ZSOIJTL,X,O,O,X,X,O,X,X
ZSOIJLT,X,O,O,X,X,O,X,X
ZSOLTIJ,O,O,O,X,X,O,X,X
ZSOLTJI,O,O,O,X,X,O,X,X
ZSOLITJ,O,O,O,X,X,O,X,X
ZSOLIJT,O,O,O,X,X,O,X,X
ZSOLJTI,O,O,O,X,X,O,X,X
ZSOLJIT,O,O,O,X,X,O,X,X
ZSOJTIL,O,O,O,X,X,O,X,X
ZSOJTLI,O,O,O,X,X,O,X,X
ZSOJITL,X,O,O,X,X,O,X,X
ZSOJILT,O,O,O,X,X,O,X,X
ZSOJLTI,O,O,O,X,X,O,X,X
ZSOJLIT,O,O,O,X,X,O,X,X
ZOTILJS,O,X,X,X,X,X,O,X
ZOTILSJ,O,X,X,X,X,X,O,X
ZOTIJLS,O,X,X,X,X,X,O,X
ZOTIJSL,O,X,X,X,X,X,O,X
ZOTISLJ,O,X,X,X,X,X,O,X
ZOTISJL,O,X,X,X,X,X,O,X
ZOTLIJS,O,X,X,X,X,X,O,X
ZOTLISJ,O,X,X,X,X,X,O,X
ZOTLJIS,O,X,X,X,X,X,O,X
ZOTLJSI,O,O,X,X,X,X,O,X
ZOTLSIJ,O,X,O,X,X,X,O,X
ZOTLSJI,O,X,O,X,X,X,O,X
ZOTJILS,O,X,X,X,X,X,O,X
ZOTJISL,O,X,X,X,X,X,O,X
ZOTJLIS,O,X,X,X,X,X,O,X
ZOTJLSI,O,O,X,X,X,X,O,X
ZOTJSIL,O,O,X,X,X,X,O,X
ZOTJSLI,O,O,X,X,X,X,O,X
ZOTSILJ,O,X,O,X,X,X,O,X
ZOTSIJL,O,X,O,X,X,X,O,X
ZOTSLIJ,O,X,O,X,X,X,O,X
ZOTSLJI,O,X,O,X,X,X,O,X
ZOTSJIL,O,X,O,X,X,X,O,X
ZOTSJLI,O,X,O,X,X,X,O,X
ZOITLJS,X,X,X,X,X,X,O,O
ZOITLSJ,X,X,X,X,X,X,O,O
ZOITJLS,X,X,X,X,X,X,O,O
ZOITJSL,X,X,X,X,X,X,O,O
ZOITSLJ,X,X,X,X,X,X,O,O
ZOITSJL,X,X,X,X,X,X,O,O
ZOILTJS,X,X,X,X,X,X,O,O
ZOILTSJ,X,X,X,X,X,X,O,O
ZOILJTS,X,X,X,X,X,X,O,O
ZOILJST,X,O,X,X,X,O,X,O
ZOILSTJ,X,O,O,X,X,O,X,O
ZOILSJT,X,O,O,X,X,O,X,O
ZOIJTLS,X,X,X,X,X,X,O,O
ZOIJTSL,X,X,X,X,X,X,O,O
ZOIJLTS,X,X,X,X,X,X,O,O
ZOIJLST,X,O,X,X,X,O,X,O
ZOIJSTL,X,O,X,X,X,O,X,O
ZOIJSLT,X,O,X,X,X,O,X,O
ZOISTLJ,X,O,O,X,X,O,X,O
ZOISTJL,X,O,O,X,X,O,X,O
ZOISLTJ,X,O,O,X,X,O,X,O
ZOISLJT,X,O,O,X,X,O,X,O
ZOISJTL,X,O,O,X,X,O,X,O
ZOISJLT,X,O,O,X,X,O,X,O
ZOLTIJS,O,X,X,X,X,X,O,X
ZOLTISJ,O,X,X,X,X,X,O,X
ZOLTJIS,O,X,X,X,X,X,O,X
ZOLTJSI,O,O,X,X,X,X,O,X
ZOLTSIJ,O,X,O,X,X,X,O,X
ZOLTSJI,O,X,O,X,X,X,O,X
ZOLITJS,X,X,X,X,X,X,O,O
ZOLITSJ,X,X,X,X,X,X,O,O
ZOLIJTS,X,X,X,X,X,X,O,O
ZOLIJST,X,O,X,X,X,O,X,O
ZOLISTJ,X,O,O,X,X,O,X,O
ZOLISJT,X,O,O,X,X,O,X,O
ZOLJTIS,O,X,X,X,X,X,O,X
ZOLJTSI,O,O,X,X,X,X,O,X
ZOLJITS,X,X,X,X,X,X,O,O
ZOLJIST,O,O,X,X,X,O,X,O
ZOLJSTI,O,O,O,X,X,O,X,X
ZOLJSIT,O,O,O,X,X,O,X,X
ZOLSTIJ,O,O,O,X,X,O,X,X
ZOLSTJI,O,O,O,X,X,O,X,X
ZOLSITJ,O,O,O,X,X,O,X,X
ZOLSIJT,O,O,O,X,X,O,X,X
ZOLSJTI,O,O,O,X,X,O,X,X
ZOLSJIT,O,O,O,X,X,O,X,X
ZOJTILS,O,X,X,X,X,X,O,X
ZOJTISL,O,X,X,X,X,X,O,X
ZOJTLIS,O,X,X,X,X,X,O,X
ZOJTLSI,O,O,X,X,X,X,O,X
ZOJTSIL,O,O,X,X,X,X,O,X
ZOJTSLI,O,O,X,X,X,X,O,X
ZOJITLS,X,X,X,X,X,X,O,O
ZOJITSL,X,X,X,X,X,X,O,O
ZOJILTS,X,X,X,X,X,X,O,O
ZOJILST,O,O,X,X,X,O,X,O
ZOJISTL,X,O,X,X,X,O,X,O
ZOJISLT,O,O,X,X,X,O,X,O
ZOJLTIS,O,X,X,X,X,X,O,X
ZOJLTSI,O,O,X,X,X,X,O,X
ZOJLITS,X,X,X,X,X,X,O,O
ZOJLIST,O,O,X,X,X,O,X,O
ZOJLSTI,O,O,O,X,X,O,X,X
ZOJLSIT,O,O,O,X,X,O,X,X
ZOJSTIL,O,O,O,X,X,O,X,X
ZOJSTLI,O,O,O,X,X,O,X,X
ZOJSITL,X,O,O,X,X,O,X,X
ZOJSILT,O,O,O,X,X,O,X,X
ZOJSLTI,O,O,O,X,X,O,X,X
ZOJSLIT,O,O,O,X,X,O,X,X
ZOSTILJ,O,O,O,X,X,O,X,X
ZOSTIJL,O,O,O,X,X,O,X,X
ZOSTLIJ,O,O,O,X,X,O,X,X
ZOSTLJI,O,O,O,X,X,O,X,X
ZOSTJIL,O,O,O,X,X,O,X,X
ZOSTJLI,O,O,O,X,X,O,X,X
ZOSITLJ,X,O,O,X,X,O,X,X
ZOSITJL,X,O,O,X,X,O,X,X
ZOSILTJ,O,O,O,X,X,O,X,X
ZOSILJT,O,O,O,X,X,O,X,X
ZOSIJTL,X,O,O,X,X,O,X,X
ZOSIJLT,X,O,O,X,X,O,X,X
ZOSLTIJ,O,O,O,X,X,O,X,X
ZOSLTJI,O,O,O,X,X,O,X,X
ZOSLITJ,O,O,O,X,X,O,X,X
ZOSLIJT,O,O,O,X,X,O,X,X
ZOSLJTI,O,O,O,X,X,O,X,X
ZOSLJIT,O,O,O,X,X,O,X,X
ZOSJTIL,O,O,O,X,X,O,X,X
ZOSJTLI,O,O,O,X,X,O,X,X
ZOSJITL,X,O,O,X,X,O,X,X
ZOSJILT,O,O,O,X,X,O,X,X
ZOSJLTI,O,O,O,X,X,O,X,X
ZOSJLIT,O,O,O,X,X,O,X,X
OTILJSZ,O,X,X,O,X,X,X,O
OTILJZS,O,X,X,O,X,X,O,O
OTILSJZ,O,X,X,O,X,X,X,O
OTILSZJ,O,X,X,O,X,X,O,O
OTILZJS,O,X,X,O,X,X,O,O
OTILZSJ,O,X,X,O,X,X,O,O
OTIJLSZ,O,X,X,O,X,X,X,O
OTIJLZS,O,X,X,O,X,X,O,O
OTIJSLZ,O,X,X,O,O,X,X,O
OTIJSZL,O,X,X,X,X,X,X,O
OTIJZLS,O,X,X,X,X,X,O,O
OTIJZSL,O,X,X,X,X,X,O,O
OTISLJZ,O,X,X,O,O,X,X,O
OTISLZJ,O,X,X,O,X,X,O,O
OTISJLZ,O,X,X,O,O,X,X,O
OTISJZL,O,X,X,X,X,X,X,O
OTISZLJ,O,X,X,X,X,X,O,O
OTISZJL,O,X,X,X,X,X,O,O
OTIZLJS,O,X,X,X,X,X,O,O
OTIZLSJ,O,X,X,X,X,X,O,O
OTIZJLS,O,X,X,X,X,X,O,O
OTIZJSL,O,X,X,X,X,X,O,O
OTIZSLJ,O,X,X,X,X,X,O,O
OTIZSJL,O,X,X,X,X,X,O,O
OTLIJSZ,O,X,X,O,X,X,X,O
OTLIJZS,O,X,X,O,X,X,O,O
OTLISJZ,O,X,X,O,X,X,X,O
OTLISZJ,O,X,X,O,X,X,O,O
OTLIZJS,O,X,X,O,X,X,O,O
OTLIZSJ,O,X,X,O,X,X,O,O
OTLJISZ,O,X,X,O,X,X,X,O
OTLJIZS,O,X,X,O,X,X,O,O
OTLJSIZ,O,O,X,O,X,X,X,X
OTLJSZI,O,O,X,O,X,X,O,X
OTLJZIS,O,X,X,O,X,X,O,X
OTLJZSI,O,O,X,O,X,X,O,X
OTLSIJZ,O,X,O,O,X,X,X,X
OTLSIZJ,O,X,X,O,X,X,O,X
OTLSJIZ,O,X,O,O,X,X,X,X
OTLSJZI,O,X,O,O,X,X,O,X
OTLSZIJ,O,X,O,O,X,X,O,X
OTLSZJI,O,X,O,O,X,X,O,X
OTLZIJS,O,X,X,O,X,X,O,X
OTLZISJ,O,X,X,O,X,X,O,X
OTLZJIS,O,X,X,O,X,X,O,X
OTLZJSI,O,O,X,O,X,X,O,X
OTLZSIJ,O,X,O,O,X,X,O,X
OTLZSJI,O,X,O,O,X,X,O,X
OTJILSZ,O,X,X,O,X,X,X,O
OTJILZS,O,X,X,O,X,X,O,O
OTJISLZ,O,X,X,O,O,X,X,O
OTJISZL,O,X,X,X,X,X,X,O
OTJIZLS,O,X,X,X,X,X,O,O
OTJIZSL,O,X,X,X,X,X,O,O
OTJLISZ,O,X,X,O,X,X,X,O
OTJLIZS,O,X,X,O,X,X,O,O
OTJLSIZ,O,O,X,O,X,X,X,X
OTJLSZI,O,O,X,O,X,X,O,X
OTJLZIS,O,X,X,O,X,X,O,X
OTJLZSI,O,O,X,O,X,X,O,X
OTJSILZ,O,O,X,O,O,X,X,X
OTJSIZL,O,O,X,X,X,X,X,X
OTJSLIZ,O,O,X,O,O,X,X,X
OTJSLZI,O,O,X,O,O,X,O,X
OTJSZIL,O,O,X,X,X,X,O,X
OTJSZLI,O,O,X,X,X,X,O,X
OTJZILS,O,X,X,X,X,X,O,X
OTJZISL,O,X,X,X,X,X,O,X
OTJZLIS,O,X,X,X,X,X,O,X
OTJZLSI,O,O,X,X,X,X,O,X
OTJZSIL,O,O,X,X,X,X,O,X
OTJZSLI,O,O,X,X,X,X,O,X
OTSILJZ,O,X,O,O,O,X,X,X
OTSILZJ,O,X,X,O,X,X,O,X
OTSIJLZ,O,X,O,O,O,X,X,X
OTSIJZL,O,X,O,X,X,X,X,X
OTSIZLJ,O,X,X,X,X,X,O,X
OTSIZJL,O,X,X,X,X,X,O,X
OTSLIJZ,O,X,O,O,O,X,X,X
OTSLIZJ,O,X,X,O,X,X,O,X
OTSLJIZ,O,X,O,O,O,X,X,X
OTSLJZI,O,X,O,O,O,X,O,X
OTSLZIJ,O,X,O,O,X,X,O,X
OTSLZJI,O,X,O,O,X,X,O,X
OTSJILZ,O,X,O,O,O,X,X,X
OTSJIZL,O,X,O,X,X,X,X,X
OTSJLIZ,O,X,O,O,O,X,X,X
OTSJLZI,O,X,O,O,O,X,O,X
OTSJZIL,O,X,O,X,X,X,O,X
OTSJZLI,O,X,O,X,X,X,O,X
OTSZILJ,O,X,O,X,X,X,O,X
OTSZIJL,O,X,O,X,X,X,O,X
OTSZLIJ,O,X,O,X,X,X,O,X
OTSZLJI,O,X,O,X,X,X,O,X
OTSZJIL,O,X,O,X,X,X,O,X
OTSZJLI,O,X,O,X,X,X,O,X
OTZILJS,O,X,X,X,X,X,O,X
OTZILSJ,O,X,X,X,X,X,O,X
OTZIJLS,O,X,X,X,X,X,O,X
OTZIJSL,O,X,X,X,X,X,O,X
OTZISLJ,O,X,X,X,X,X,O,X
OTZISJL,O,X,X,X,X,X,O,X
OTZLIJS,O,X,X,X,X,X,O,X
OTZLISJ,O,X,X,X,X,X,O,X
OTZLJIS,O,X,X,X,X,X,O,X
OTZLJSI,O,O,X,X,X,X,O,X
OTZLSIJ,O,X,O,X,X,X,O,X
OTZLSJI,O,X,O,X,X,X,O,X
OTZJILS,O,X,X,X,X,X,O,X
OTZJISL,O,X,X,X,X,X,O,X
OTZJLIS,O,X,X,X,X,X,O,X
OTZJLSI,O,O,X,X,X,X,O,X
OTZJSIL,O,O,X,X,X,X,O,X
OTZJSLI,O,O,X,X,X,X,O,X
OTZSILJ,O,X,O,X,X,X,O,X
OTZSIJL,O,X,O,X,X,X,O,X
OTZSLIJ,O,X,O,X,X,X,O,X
OTZSLJI,O,X,O,X,X,X,O,X
OTZSJIL,O,X,O,X,X,X,O,X
OTZSJLI,O,X,O,X,X,X,O,X
OITLJSZ,X,X,X,O,X,X,X,O
OITLJZS,X,X,X,O,X,X,O,O
OITLSJZ,X,X,X,O,X,X,X,O
OITLSZJ,X,X,X,O,X,X,O,O
OITLZJS,X,X,X,O,X,X,O,O
OITLZSJ,X,X,X,O,X,X,O,O
OITJLSZ,X,X,X,O,X,X,X,O
OITJLZS,X,X,X,O,X,X,O,O
OITJSLZ,X,X,X,O,O,X,X,O
OITJSZL,X,X,X,X,X,X,X,O
OITJZLS,X,X,X,X,X,X,O,O
OITJZSL,X,X,X,X,X,X,O,O
OITSLJZ,X,X,X,O,O,X,X,O
OITSLZJ,X,X,X,O,X,X,O,O
OITSJLZ,X,X,X,O,O,X,X,O
OITSJZL,X,X,X,X,X,X,X,O
OITSZLJ,X,X,X,X,X,X,O,O
OITSZJL,X,X,X,X,X,X,O,O
OITZLJS,X,X,X,X,X,X,O,O
OITZLSJ,X,X,X,X,X,X,O,O
OITZJLS,X,X,X,X,X,X,O,O
OITZJSL,X,X,X,X,X,X,O,O
OITZSLJ,X,X,X,X,X,X,O,O
OITZSJL,X,X,X,X,X,X,O,O
OILTJSZ,X,X,X,X,X,X,X,O
OILTJZS,X,X,X,X,X,X,O,O
OILTSJZ,X,X,X,X,X,X,X,O
OILTSZJ,X,X,X,X,X,X,O,O
OILTZJS,X,X,X,X,X,X,O,O
OILTZSJ,X,X,X,X,X,X,O,O
OILJTSZ,X,X,X,X,X,X,X,O
OILJTZS,X,X,X,X,X,X,O,O
