sequence,v115@1gB8HeC8EeD8FeD8FeF8AeC8JeT6IvhF0cBmdB5jBf?oBimBFsB,v115@1gB8HeC8EeD8FeD8FeF8AeC8JeT6IvhFmcB5jBcmBa?oB3iBFsB,v115@1gB8HeC8EeD8FeD8FeF8AeC8JeT6IvhFxcBcmBiiB+?oBXjBFsB,v115@1gB8HeC8EeD8FeD8FeF8AeC8JeT6IvhFlcB3dBcjBx?mBStBmrB,v115@1gB8HeC8EeD8FeD8FeF8AeC8JeT6IvhFfjB6jBcmBZ?nBWyBlrB,v115@1gB8HeC8EeD8FeD8FeF8AeC8JeT6IvhF6jBRiBOmBX?iBUoBFsB
LZOTISJ,O,O,X,O,X,O
LZOTJIS,O,O,O,O,X,O
LZOTJSI,O,O,O,O,X,X
LZOTSIJ,O,O,X,O,X,O
LZOTSJI,O,O,X,O,X,X
LZOITJS,O,O,O,O,X,O
LZOITSJ,O,O,X,O,X,O
LZOIJTS,O,O,X,O,X,O
LZOIJST,O,O,X,O,O,O
LZOISTJ,O,X,X,O,X,O
LZOISJT,O,O,X,O,X,O
LZOJTIS,X,O,O,O,X,O
LZOJTSI,X,O,O,O,X,X
LZOJITS,O,O,X,O,X,O
LZOJIST,O,O,X,O,O,O
LZOJSTI,O,X,X,O,O,X
LZOJSIT,O,O,X,O,O,X
LZOSTIJ,O,X,X,O,X,O
LZOSTJI,O,X,X,O,X,X
LZOSITJ,O,X,X,O,X,O
LZOSIJT,O,O,X,O,X,O
LZOSJTI,O,X,X,O,X,X
LZOSJIT,O,O,X,O,X,X
LOTIJSZ,O,X,X,O,X,X
LOTIJZS,O,O,X,O,X,X
LOTISJZ,O,X,X,X,X,X
LOTISZJ,O,O,X,O,X,X
LOTIZJS,O,O,X,O,X,X
LOTIZSJ,O,O,X,O,X,X
LOTJISZ,O,X,X,O,X,X
LOTJIZS,O,O,O,O,X,X
LOTJSIZ,O,X,X,O,X,X
LOTJSZI,O,X,O,O,X,X
LOTJZIS,O,O,O,O,X,X
LOTJZSI,O,O,O,O,X,X
LOTSIJZ,O,X,X,X,X,X
LOTSIZJ,O,O,X,O,X,X
LOTSJIZ,O,X,X,O,X,X
LOTSJZI,O,X,X,O,X,X
LOTSZIJ,O,O,X,O,X,X
LOTSZJI,O,O,X,O,X,X
LOTZIJS,O,O,O,O,X,O
LOTZISJ,O,O,X,O,X,O
LOTZJIS,O,O,O,O,X,O
LOTZJSI,O,O,O,O,X,X
LOTZSIJ,O,O,X,O,X,O
LOTZSJI,O,O,X,O,X,X
LOITJSZ,O,X,X,O,X,X
LOITJZS,O,O,X,O,X,X
LOITSJZ,O,X,X,X,X,X
LOITSZJ,O,O,X,O,X,X
LOITZJS,O,O,X,O,X,X
LOITZSJ,O,O,X,O,X,X
LOIJTSZ,O,X,X,O,X,X
LOIJTZS,O,O,X,O,X,X
LOIJSTZ,O,X,X,O,O,X
LOIJSZT,O,X,X,O,O,X
LOIJZTS,O,O,X,O,X,X
LOIJZST,O,O,X,O,O,X
LOISTJZ,O,X,X,X,X,X
LOISTZJ,O,O,X,O,X,X
LOISJTZ,O,X,X,X,X,X
LOISJZT,O,X,X,X,X,X
LOISZTJ,O,X,X,O,X,X
LOISZJT,O,O,X,O,X,X
LOIZTJS,O,O,O,O,X,X
LOIZTSJ,O,O,X,O,X,X
LOIZJTS,O,O,X,O,X,X
LOIZJST,O,O,X,O,O,X
LOIZSTJ,O,X,X,O,X,X
LOIZSJT,O,O,X,O,X,X
LOJTISZ,X,X,X,O,X,X
LOJTIZS,X,O,O,O,X,X
LOJTSIZ,X,X,X,O,X,X
LOJTSZI,X,X,O,O,X,X
LOJTZIS,X,O,O,O,X,X
LOJTZSI,X,O,O,O,X,X
LOJITSZ,O,X,X,O,X,X
LOJITZS,O,O,X,O,X,X
LOJISTZ,O,X,X,O,O,X
LOJISZT,O,X,X,O,O,X
LOJIZTS,O,O,X,O,X,X
LOJIZST,O,O,X,O,O,X
LOJSTIZ,O,X,X,O,O,X
LOJSTZI,O,X,X,O,O,X
LOJSITZ,O,X,X,O,O,X
LOJSIZT,O,X,X,O,O,X
LOJSZTI,O,X,X,O,O,X
LOJSZIT,O,X,X,O,O,X
LOJZTIS,X,O,O,O,X,X
LOJZTSI,X,O,O,O,X,X
LOJZITS,O,O,X,O,X,X
LOJZIST,O,O,X,O,O,X
LOJZSTI,O,X,X,O,O,X
LOJZSIT,O,O,X,O,O,X
LOSTIJZ,O,X,X,X,X,X
LOSTIZJ,O,O,X,O,X,X
LOSTJIZ,O,X,X,O,X,X
LOSTJZI,O,X,X,O,X,X
LOSTZIJ,O,O,X,O,X,X
LOSTZJI,O,O,X,O,X,X
LOSITJZ,O,X,X,X,X,X
LOSITZJ,O,O,X,O,X,X
LOSIJTZ,O,X,X,X,X,X
LOSIJZT,O,X,X,X,X,X
LOSIZTJ,O,X,X,O,X,X
LOSIZJT,O,O,X,O,X,X
LOSJTIZ,O,X,X,O,X,X
LOSJTZI,O,X,X,O,X,X
LOSJITZ,O,X,X,O,X,X
LOSJIZT,O,X,X,O,X,X
LOSJZTI,O,X,X,O,X,X
LOSJZIT,O,X,X,O,X,X
LOSZTIJ,O,X,X,O,X,X
LOSZTJI,O,X,X,O,X,X
LOSZITJ,O,X,X,O,X,X
LOSZIJT,O,O,X,O,X,X
LOSZJTI,O,X,X,O,X,X
LOSZJIT,O,O,X,O,X,X
LOZTIJS,O,O,O,O,X,O
LOZTISJ,O,O,X,O,X,O
LOZTJIS,O,O,O,O,X,O
LOZTJSI,O,O,O,O,X,X
LOZTSIJ,O,O,X,O,X,O
LOZTSJI,O,O,X,O,X,X
LOZITJS,O,O,O,O,X,O
LOZITSJ,O,O,X,O,X,O
LOZIJTS,O,O,X,O,X,O
LOZIJST,O,O,X,O,O,O
LOZISTJ,O,X,X,O,X,O
LOZISJT,O,O,X,O,X,O
LOZJTIS,X,O,O,O,X,O
LOZJTSI,X,O,O,O,X,X
LOZJITS,O,O,X,O,X,O
LOZJIST,O,O,X,O,O,O
LOZJSTI,O,X,X,O,O,X
LOZJSIT,O,O,X,O,O,X
LOZSTIJ,O,X,X,O,X,O
LOZSTJI,O,X,X,O,X,X
LOZSITJ,O,X,X,O,X,O
LOZSIJT,O,O,X,O,X,O
LOZSJTI,O,X,X,O,X,X
LOZSJIT,O,O,X,O,X,X
JTILSZO,O,X,X,O,X,X
JTILSOZ,O,X,X,O,X,X
JTILZSO,O,O,O,O,X,X
JTILZOS,O,O,O,O,X,X
JTILOSZ,O,X,X,O,X,X
JTILOZS,O,O,O,O,X,X
JTISLZO,O,X,X,O,O,X
JTISLOZ,O,X,X,O,O,X
JTISZLO,O,X,X,X,O,X
JTISZOL,O,X,X,X,O,X
JTISOLZ,O,X,X,O,O,X
JTISOZL,O,X,X,X,O,X
JTIZLSO,O,O,O,O,X,X
JTIZLOS,O,O,O,O,X,X
JTIZSLO,O,O,O,X,O,X
JTIZSOL,O,O,O,X,O,X
JTIZOLS,O,O,O,O,X,X
JTIZOSL,O,O,O,X,O,X
JTIOLSZ,O,X,X,O,X,X
JTIOLZS,O,O,O,O,X,X
JTIOSLZ,O,X,X,O,O,X
JTIOSZL,O,X,X,X,O,X
JTIOZLS,O,O,O,O,X,X
JTIOZSL,O,O,O,X,O,X
JTLISZO,O,X,X,O,X,X
JTLISOZ,O,X,X,O,X,X
JTLIZSO,O,O,O,O,X,X
JTLIZOS,O,O,O,O,X,X
JTLIOSZ,O,X,X,O,X,X
JTLIOZS,O,O,O,O,X,X
JTLSIZO,O,X,X,O,X,X
JTLSIOZ,O,X,X,O,X,X
JTLSZIO,O,X,O,O,X,X
JTLSZOI,O,X,O,O,X,X
JTLSOIZ,O,X,X,O,X,X
JTLSOZI,O,X,O,O,X,X
JTLZISO,O,O,O,O,X,X
JTLZIOS,O,O,O,O,X,X
JTLZSIO,O,O,O,O,X,X
JTLZSOI,O,O,O,O,X,X
JTLZOIS,O,O,O,O,X,X
JTLZOSI,O,O,O,O,X,X
JTLOISZ,O,X,X,O,X,X
JTLOIZS,O,O,O,O,X,X
JTLOSIZ,O,X,X,O,X,X
JTLOSZI,O,X,O,O,X,X
JTLOZIS,O,O,O,O,X,X
JTLOZSI,O,O,O,O,X,X
JTSILZO,O,X,X,O,O,X
JTSILOZ,O,X,X,O,O,X
JTSIZLO,O,X,X,X,O,X
JTSIZOL,O,X,X,X,O,X
JTSIOLZ,O,X,X,O,O,X
JTSIOZL,O,X,X,X,O,X
JTSLIZO,O,X,X,O,O,X
JTSLIOZ,O,X,X,O,O,X
JTSLZIO,O,X,O,O,O,X
JTSLZOI,O,X,O,O,O,X
JTSLOIZ,O,X,X,O,O,X
JTSLOZI,O,X,O,O,O,X
JTSZILO,O,X,O,X,O,X
JTSZIOL,O,X,O,X,O,X
JTSZLIO,O,X,O,X,O,X
JTSZLOI,O,X,O,X,O,X
JTSZOIL,O,X,O,X,O,X
JTSZOLI,O,X,O,X,O,X
JTSOILZ,O,X,X,O,O,X
JTSOIZL,O,X,X,X,O,X
JTSOLIZ,O,X,X,O,O,X
JTSOLZI,O,X,O,O,O,X
JTSOZIL,O,X,O,X,O,X
JTSOZLI,O,X,O,X,O,X
JTZILSO,O,O,O,O,X,X
JTZILOS,O,O,O,O,X,O
JTZISLO,O,O,O,X,O,X
JTZISOL,O,O,O,X,O,X
JTZIOLS,O,O,O,O,X,O
JTZIOSL,O,O,O,X,O,X
JTZLISO,O,O,O,O,X,X
JTZLIOS,O,O,O,O,X,O
JTZLSIO,O,O,O,O,X,X
JTZLSOI,O,O,O,O,X,X
JTZLOIS,O,O,O,O,X,O
JTZLOSI,O,O,O,O,X,X
JTZSILO,O,O,O,X,O,X
JTZSIOL,O,O,O,X,O,X
JTZSLIO,O,O,O,X,O,X
JTZSLOI,O,O,O,X,O,X
JTZSOIL,O,O,O,X,O,X
JTZSOLI,O,O,O,X,O,X
JTZOILS,O,O,O,O,X,O
JTZOISL,O,O,O,X,O,X
JTZOLIS,O,O,O,O,X,O
JTZOLSI,O,O,O,O,X,X
JTZOSIL,O,O,O,X,O,X
JTZOSLI,O,O,O,X,O,X
JTOILSZ,O,X,X,O,X,X
JTOILZS,O,O,O,O,X,X
JTOISLZ,O,X,X,O,O,X
JTOISZL,O,X,X,X,O,X
JTOIZLS,O,O,O,O,X,X
JTOIZSL,O,O,O,X,O,X
JTOLISZ,O,X,X,O,X,X
JTOLIZS,O,O,O,O,X,X
JTOLSIZ,O,X,X,O,X,X
JTOLSZI,O,X,O,O,X,X
JTOLZIS,O,O,O,O,X,X
JTOLZSI,O,O,O,O,X,X
JTOSILZ,O,X,X,O,O,X
JTOSIZL,O,X,X,X,O,X
JTOSLIZ,O,X,X,O,O,X
JTOSLZI,O,X,O,O,O,X
JTOSZIL,O,X,O,X,O,X
JTOSZLI,O,X,O,X,O,X
JTOZILS,O,O,O,O,X,O
JTOZISL,O,O,O,X,O,X
JTOZLIS,O,O,O,O,X,O
JTOZLSI,O,O,O,O,X,X
JTOZSIL,O,O,O,X,O,X
JTOZSLI,O,O,O,X,O,X
JITLSZO,O,X,X,O,X,X
JITLSOZ,O,X,X,O,X,X
JITLZSO,O,O,O,O,X,X
JITLZOS,O,O,O,O,X,X
JITLOSZ,O,X,X,O,X,X
JITLOZS,O,O,O,O,X,X
JITSLZO,O,X,X,O,O,X
JITSLOZ,O,X,X,O,O,X
JITSZLO,O,X,X,X,O,X
JITSZOL,O,X,X,X,O,X
JITSOLZ,O,X,X,O,O,X
JITSOZL,O,X,X,X,O,X
JITZLSO,O,O,O,O,X,X
JITZLOS,O,O,O,O,X,X
JITZSLO,O,O,O,X,O,X
JITZSOL,O,O,O,X,O,X
JITZOLS,O,O,O,O,X,X
JITZOSL,O,O,O,X,O,X
JITOLSZ,O,X,X,O,X,X
JITOLZS,O,O,O,O,X,X
JITOSLZ,O,X,X,O,O,X
JITOSZL,O,X,X,X,O,X
JITOZLS,O,O,O,O,X,X
JITOZSL,O,O,O,X,O,X
JILTSZO,O,X,X,O,X,X
JILTSOZ,O,X,X,O,X,X
JILTZSO,O,O,X,O,X,X
JILTZOS,O,O,X,O,X,X
JILTOSZ,O,X,X,O,X,X
JILTOZS,O,O,X,O,X,X
JILSTZO,O,X,X,O,O,X
JILSTOZ,O,X,X,O,O,X
JILSZTO,O,X,X,O,O,X
JILSZOT,O,X,X,O,O,X
JILSOTZ,O,X,X,O,O,X
JILSOZT,O,X,X,O,O,X
JILZTSO,O,O,X,O,X,X
JILZTOS,O,O,X,O,X,X
JILZSTO,O,X,X,O,O,X
JILZSOT,O,O,X,O,O,X
JILZOTS,O,O,X,O,X,X
JILZOST,O,O,X,O,O,X
JILOTSZ,O,X,X,O,X,X
JILOTZS,O,O,X,O,X,X
JILOSTZ,O,X,X,O,O,X
JILOSZT,O,X,X,O,O,X
JILOZTS,O,O,X,O,X,X
JILOZST,O,O,X,O,O,X
JISTLZO,O,X,X,O,O,X
JISTLOZ,O,X,X,O,O,X
JISTZLO,O,X,X,X,O,X
JISTZOL,O,X,X,X,O,X
JISTOLZ,O,X,X,O,O,X
JISTOZL,O,X,X,X,O,X
JISLTZO,O,X,X,O,O,X
JISLTOZ,O,X,X,O,O,X
JISLZTO,O,X,X,O,O,X
JISLZOT,O,X,X,O,O,X
JISLOTZ,O,X,X,O,O,X
JISLOZT,O,X,X,O,O,X
JISZTLO,X,O,X,X,O,X
JISZTOL,O,O,X,X,O,X
JISZLTO,O,X,X,X,O,X
JISZLOT,O,O,X,X,O,X
JISZOTL,O,O,X,X,O,X
JISZOLT,O,O,X,X,O,X
JISOTLZ,O,X,X,O,O,X
JISOTZL,O,X,X,X,O,X
JISOLTZ,O,X,X,O,O,X
JISOLZT,O,X,X,O,O,X
JISOZTL,O,O,X,X,O,X
JISOZLT,O,O,X,X,O,X
JIZTLSO,O,O,O,O,X,X
JIZTLOS,O,O,O,O,X,X
JIZTSLO,O,O,O,X,O,X
JIZTSOL,O,O,O,X,O,X
JIZTOLS,O,O,O,O,X,X
JIZTOSL,O,O,O,X,O,X
JIZLTSO,O,O,X,O,X,X
JIZLTOS,O,O,X,O,X,X
JIZLSTO,O,X,X,O,O,X
JIZLSOT,O,O,X,O,O,X
JIZLOTS,O,O,X,O,X,X
JIZLOST,O,O,X,O,O,X
JIZSTLO,X,O,X,X,O,X
JIZSTOL,O,O,X,X,O,X
JIZSLTO,X,X,X,X,O,X
JIZSLOT,O,O,X,X,O,X
JIZSOTL,O,O,X,X,O,X
JIZSOLT,O,O,X,X,O,X
JIZOTLS,O,O,O,O,X,X
JIZOTSL,O,O,O,X,O,X
JIZOLTS,O,O,X,O,X,X
JIZOLST,O,O,X,O,O,X
JIZOSTL,O,O,X,X,O,X
JIZOSLT,O,O,X,X,O,X
JIOTLSZ,O,X,X,O,X,X
JIOTLZS,O,O,O,O,X,X
JIOTSLZ,O,X,X,O,O,X
JIOTSZL,O,X,X,X,O,X
JIOTZLS,O,O,O,O,X,X
JIOTZSL,O,O,O,X,O,X
JIOLTSZ,O,X,X,O,X,X
JIOLTZS,O,O,X,O,X,X
JIOLSTZ,O,X,X,O,O,X
JIOLSZT,O,X,X,O,O,X
JIOLZTS,O,O,X,O,X,X
JIOLZST,O,O,X,O,O,X
JIOSTLZ,O,X,X,O,O,X
JIOSTZL,O,X,X,X,O,X
JIOSLTZ,O,X,X,O,O,X
JIOSLZT,O,X,X,O,O,X
JIOSZTL,O,O,X,X,O,X
JIOSZLT,O,O,X,X,O,X
JIOZTLS,O,O,O,O,X,X
JIOZTSL,O,O,O,X,O,X
JIOZLTS,O,O,X,O,X,X
JIOZLST,O,O,X,O,O,X
JIOZSTL,O,O,X,X,O,X
JIOZSLT,O,O,X,X,O,X
JLTISZO,X,X,X,O,X,X
JLTISOZ,X,X,X,O,X,X
JLTIZSO,X,O,O,O,X,X
JLTIZOS,X,O,O,O,X,X
JLTIOSZ,X,X,X,O,X,X
JLTIOZS,X,O,O,O,X,X
JLTSIZO,X,X,X,O,X,X
JLTSIOZ,X,X,X,O,X,X
JLTSZIO,X,X,O,O,X,X
JLTSZOI,X,X,O,O,X,X
JLTSOIZ,X,X,X,O,X,X
JLTSOZI,X,X,O,O,X,X
JLTZISO,X,O,O,O,X,X
JLTZIOS,X,O,O,O,X,X
JLTZSIO,X,O,O,O,X,X
JLTZSOI,X,O,O,O,X,X
JLTZOIS,X,O,O,O,X,X
JLTZOSI,X,O,O,O,X,X
JLTOISZ,X,X,X,O,X,X
JLTOIZS,X,O,O,O,X,X
JLTOSIZ,X,X,X,O,X,X
JLTOSZI,X,X,O,O,X,X
JLTOZIS,X,O,O,O,X,X
JLTOZSI,X,O,O,O,X,X
JLITSZO,O,X,X,O,X,X
JLITSOZ,O,X,X,O,X,X
JLITZSO,O,O,X,O,X,X
JLITZOS,O,O,X,O,X,X
JLITOSZ,O,X,X,O,X,X
JLITOZS,O,O,X,O,X,X
JLISTZO,O,X,X,O,O,X
JLISTOZ,O,X,X,O,O,X
JLISZTO,O,X,X,O,O,X
JLISZOT,O,X,X,O,O,X
JLISOTZ,O,X,X,O,O,X
JLISOZT,O,X,X,O,O,X
JLIZTSO,O,O,X,O,X,X
JLIZTOS,O,O,X,O,X,X
JLIZSTO,O,X,X,O,O,X
JLIZSOT,O,O,X,O,O,X
JLIZOTS,O,O,X,O,X,X
JLIZOST,O,O,X,O,O,X
JLIOTSZ,O,X,X,O,X,X
JLIOTZS,O,O,X,O,X,X
JLIOSTZ,O,X,X,O,O,X
JLIOSZT,O,X,X,O,O,X
JLIOZTS,O,O,X,O,X,X
JLIOZST,O,O,X,O,O,X
JLSTIZO,O,X,X,O,O,X
JLSTIOZ,O,X,X,O,O,X
JLSTZIO,O,X,X,O,O,X
JLSTZOI,O,X,X,O,O,X
JLSTOIZ,O,X,X,O,O,X
JLSTOZI,O,X,X,O,O,X
JLSITZO,O,X,X,O,O,X
JLSITOZ,O,X,X,O,O,X
JLSIZTO,O,X,X,O,O,X
JLSIZOT,O,X,X,O,O,X
JLSIOTZ,O,X,X,O,O,X
JLSIOZT,O,X,X,O,O,X
JLSZTIO,O,X,X,O,O,X
JLSZTOI,O,X,X,O,O,X
JLSZITO,O,X,X,O,O,X
JLSZIOT,O,X,X,O,O,X
JLSZOTI,O,X,X,O,O,X
JLSZOIT,O,X,X,O,O,X
JLSOTIZ,O,X,X,O,O,X
JLSOTZI,O,X,X,O,O,X
JLSOITZ,O,X,X,O,O,X
JLSOIZT,O,X,X,O,O,X
JLSOZTI,O,X,X,O,O,X
JLSOZIT,O,X,X,O,O,X
JLZTISO,X,O,O,O,X,X
JLZTIOS,X,O,O,O,X,X
JLZTSIO,X,O,O,O,X,X
JLZTSOI,X,O,O,O,X,X
JLZTOIS,X,O,O,O,X,X
JLZTOSI,X,O,O,O,X,X
JLZITSO,O,O,X,O,X,X
JLZITOS,O,O,X,O,X,X
JLZISTO,O,X,X,O,O,X
JLZISOT,O,O,X,O,O,X
JLZIOTS,O,O,X,O,X,X
JLZIOST,O,O,X,O,O,X
JLZSTIO,O,X,X,O,O,X
JLZSTOI,O,X,X,O,O,X
JLZSITO,O,X,X,O,O,X
JLZSIOT,O,O,X,O,O,X
JLZSOTI,O,X,X,O,O,X
JLZSOIT,O,O,X,O,O,X
JLZOTIS,X,O,O,O,X,X
JLZOTSI,X,O,O,O,X,X
JLZOITS,O,O,X,O,X,X
JLZOIST,O,O,X,O,O,X
JLZOSTI,O,X,X,O,O,X
JLZOSIT,O,O,X,O,O,X
JLOTISZ,X,X,X,O,X,X
JLOTIZS,X,O,O,O,X,X
JLOTSIZ,X,X,X,O,X,X
JLOTSZI,X,X,O,O,X,X
JLOTZIS,X,O,O,O,X,X
JLOTZSI,X,O,O,O,X,X
JLOITSZ,O,X,X,O,X,X
JLOITZS,O,O,X,O,X,X
JLOISTZ,O,X,X,O,O,X
JLOISZT,O,X,X,O,O,X
JLOIZTS,O,O,X,O,X,X
JLOIZST,O,O,X,O,O,X
JLOSTIZ,O,X,X,O,O,X
JLOSTZI,O,X,X,O,O,X
JLOSITZ,O,X,X,O,O,X
JLOSIZT,O,X,X,O,O,X
JLOSZTI,O,X,X,O,O,X
JLOSZIT,O,X,X,O,O,X
JLOZTIS,X,O,O,O,X,X
JLOZTSI,X,O,O,O,X,X
JLOZITS,O,O,X,O,X,X
JLOZIST,O,O,X,O,O,X
JLOZSTI,O,X,X,O,O,X
JLOZSIT,O,O,X,O,O,X
JSTILZO,O,X,X,O,O,X
JSTILOZ,O,X,X,O,O,X
JSTIZLO,O,X,X,X,O,X
JSTIZOL,O,X,X,X,O,X
JSTIOLZ,O,X,X,O,O,X
JSTIOZL,O,X,X,X,O,X
JSTLIZO,O,X,X,O,O,X
JSTLIOZ,O,X,X,O,O,X
JSTLZIO,O,X,O,O,O,X
JSTLZOI,O,X,O,O,O,X
JSTLOIZ,O,X,X,O,O,X
JSTLOZI,O,X,O,O,O,X
JSTZILO,O,X,O,X,O,X
JSTZIOL,O,X,O,X,O,X
JSTZLIO,O,X,O,X,O,X
JSTZLOI,O,X,O,X,O,X
JSTZOIL,O,X,O,X,O,X
JSTZOLI,O,X,O,X,O,X
JSTOILZ,O,X,X,O,O,X
JSTOIZL,O,X,X,X,O,X
JSTOLIZ,O,X,X,O,O,X
JSTOLZI,O,X,O,O,O,X
JSTOZIL,O,X,O,X,O,X
JSTOZLI,O,X,O,X,O,X
JSITLZO,O,X,X,O,O,X
JSITLOZ,O,X,X,O,O,X
JSITZLO,O,X,X,X,O,X
JSITZOL,O,X,X,X,O,X
JSITOLZ,O,X,X,O,O,X
JSITOZL,O,X,X,X,O,X
JSILTZO,O,X,X,O,O,X
JSILTOZ,O,X,X,O,O,X
JSILZTO,O,X,X,O,O,X
JSILZOT,O,X,X,O,O,X
JSILOTZ,O,X,X,O,O,X
JSILOZT,O,X,X,O,O,X
JSIZTLO,X,O,X,X,O,X
JSIZTOL,O,O,X,X,O,X
JSIZLTO,O,X,X,X,O,X
JSIZLOT,O,O,X,X,O,X
JSIZOTL,O,O,X,X,O,X
JSIZOLT,O,O,X,X,O,X
JSIOTLZ,O,X,X,O,O,X
JSIOTZL,O,X,X,X,O,X
JSIOLTZ,O,X,X,O,O,X
JSIOLZT,O,X,X,O,O,X
JSIOZTL,O,O,X,X,O,X
JSIOZLT,O,O,X,X,O,X
JSLTIZO,O,X,X,O,O,X
JSLTIOZ,O,X,X,O,O,X
JSLTZIO,O,X,X,O,O,X
JSLTZOI,O,X,X,O,O,X
JSLTOIZ,O,X,X,O,O,X
JSLTOZI,O,X,X,O,O,X
JSLITZO,O,X,X,O,O,X
JSLITOZ,O,X,X,O,O,X
JSLIZTO,O,X,X,O,O,X
JSLIZOT,O,X,X,O,O,X
JSLIOTZ,O,X,X,O,O,X
JSLIOZT,O,X,X,O,O,X
JSLZTIO,O,X,X,O,O,X
JSLZTOI,O,X,X,O,O,X
JSLZITO,O,X,X,O,O,X
JSLZIOT,O,X,X,O,O,X
JSLZOTI,O,X,X,O,O,X
JSLZOIT,O,X,X,O,O,X
JSLOTIZ,O,X,X,O,O,X
JSLOTZI,O,X,X,O,O,X
JSLOITZ,O,X,X,O,O,X
JSLOIZT,O,X,X,O,O,X
JSLOZTI,O,X,X,O,O,X
JSLOZIT,O,X,X,O,O,X
JSZTILO,X,O,O,X,O,X
JSZTIOL,O,O,O,X,O,X
JSZTLIO,X,O,O,X,O,X
JSZTLOI,X,O,O,X,O,X
JSZTOIL,O,O,O,X,O,X
JSZTOLI,X,O,O,X,O,X
JSZITLO,X,O,X,X,O,X
JSZITOL,O,O,X,X,O,X
JSZILTO,O,X,X,X,O,X
JSZILOT,O,O,X,X,O,X
JSZIOTL,O,O,X,X,O,X
JSZIOLT,O,O,X,X,O,X
JSZLTIO,O,X,X,X,O,X
JSZLTOI,O,X,X,X,O,X
JSZLITO,O,X,X,X,O,X
JSZLIOT,O,O,X,X,O,X
JSZLOTI,O,X,X,X,O,X
JSZLOIT,O,O,X,X,O,X
JSZOTIL,O,O,O,X,O,X
JSZOTLI,X,O,O,X,O,X
JSZOITL,O,O,X,X,O,X
JSZOILT,O,O,X,X,O,X
JSZOLTI,O,X,X,X,O,X
JSZOLIT,O,O,X,X,O,X
JSOTILZ,O,X,X,O,O,X
JSOTIZL,O,X,X,X,O,X
JSOTLIZ,O,X,X,O,O,X
JSOTLZI,O,X,O,O,O,X
JSOTZIL,O,X,O,X,O,X
JSOTZLI,O,X,O,X,O,X
JSOITLZ,O,X,X,O,O,X
JSOITZL,O,X,X,X,O,X
JSOILTZ,O,X,X,O,O,X
JSOILZT,O,X,X,O,O,X
JSOIZTL,O,O,X,X,O,X
JSOIZLT,O,O,X,X,O,X
JSOLTIZ,O,X,X,O,O,X
JSOLTZI,O,X,X,O,O,X
JSOLITZ,O,X,X,O,O,X
JSOLIZT,O,X,X,O,O,X
JSOLZTI,O,X,X,O,O,X
JSOLZIT,O,X,X,O,O,X
JSOZTIL,O,O,O,X,O,X
JSOZTLI,X,O,O,X,O,X
JSOZITL,O,O,X,X,O,X
JSOZILT,O,O,X,X,O,X
JSOZLTI,O,X,X,X,O,X
JSOZLIT,O,O,X,X,O,X
JZTILSO,O,O,O,O,X,X
JZTILOS,O,O,O,O,X,O
JZTISLO,O,O,O,X,O,X
JZTISOL,O,O,O,X,O,X
JZTIOLS,O,O,O,O,X,O
JZTIOSL,O,O,O,X,O,X
JZTLISO,O,O,O,O,X,X
JZTLIOS,O,O,O,O,X,O
JZTLSIO,O,O,O,O,X,X
JZTLSOI,O,O,O,O,X,X
JZTLOIS,O,O,O,O,X,O
JZTLOSI,O,O,O,O,X,X
JZTSILO,O,O,O,X,O,X
JZTSIOL,O,O,O,X,O,X
JZTSLIO,O,O,O,X,O,X
JZTSLOI,O,O,O,X,O,X
JZTSOIL,O,O,O,X,O,X
JZTSOLI,O,O,O,X,O,X
JZTOILS,O,O,O,O,X,O
JZTOISL,O,O,O,X,O,X
JZTOLIS,O,O,O,O,X,O
JZTOLSI,O,O,O,O,X,X
JZTOSIL,O,O,O,X,O,X
JZTOSLI,O,O,O,X,O,X
JZITLSO,O,O,O,O,X,X
JZITLOS,O,O,O,O,X,X
JZITSLO,O,O,O,X,O,X
JZITSOL,O,O,O,X,O,X
JZITOLS,O,O,O,O,X,X
JZITOSL,O,O,O,X,O,X
JZILTSO,O,O,X,O,X,X
JZILTOS,O,O,X,O,X,X
JZILSTO,O,X,X,O,O,X
JZILSOT,O,O,X,O,O,X
JZILOTS,O,O,X,O,X,O
JZILOST,O,O,X,O,O,O
JZISTLO,X,O,X,X,O,X
JZISTOL,O,O,X,X,O,X
JZISLTO,X,X,X,X,O,X
JZISLOT,O,O,X,X,O,X
JZISOTL,O,O,X,X,O,X
JZISOLT,O,O,X,X,O,X
JZIOTLS,O,O,O,O,X,X
JZIOTSL,O,O,O,X,O,X
JZIOLTS,O,O,X,O,X,O
JZIOLST,O,O,X,O,O,O
JZIOSTL,O,O,X,X,O,X
JZIOSLT,O,O,X,X,O,X
JZLTISO,X,O,O,O,X,X
JZLTIOS,X,O,O,O,X,O
JZLTSIO,X,O,O,O,X,X
JZLTSOI,X,O,O,O,X,X
JZLTOIS,X,O,O,O,X,O
JZLTOSI,X,O,O,O,X,X
JZLITSO,O,O,X,O,X,X
JZLITOS,O,O,X,O,X,X
JZLISTO,O,X,X,O,O,X
JZLISOT,O,O,X,O,O,X
JZLIOTS,O,O,X,O,X,O
JZLIOST,O,O,X,O,O,O
JZLSTIO,O,X,X,O,O,X
JZLSTOI,O,X,X,O,O,X
JZLSITO,O,X,X,O,O,X
JZLSIOT,O,O,X,O,O,X
JZLSOTI,O,X,X,O,O,X
JZLSOIT,O,O,X,O,O,X
