sequence,v115@zgC8GeB8HeB8EeA8BeC8DeB8AeD8AeE8Jez7IvhFUd?BajB5jB2lBfnBFrB,v115@zgC8GeB8HeB8EeA8BeC8DeB8AeD8AeE8JeU8IvhFaj?B5jBTgBOnB3hBFrB,v115@zgC8GeB8HeB8EeA8BeC8DeB8AeD8AeE8Je37IvhFUd?BajB5jBllBzmBOrB,v115@zgC8GeB8HeB8EeA8BeC8DeB8AeD8AeE8JecAJvhFaj?B5jBThBOnBfrBlrB,v115@zgC8GeB8HeB8EeA8BeC8DeB8AeD8AeE8JeG+IvhFTg?BxhB/oBUhBanBFrB,v115@zgC8GeB8HeB8EeA8BeC8DeB8AeD8AeE8JecAJvhFGe?BFiB/oBCmBZmBzrB
JZLISOT,O,X,X,O,X,X
JZLIOTS,O,O,O,X,X,X
JZLIOST,O,O,X,O,X,X
JZLSTIO,O,X,X,O,X,O
JZLSTOI,O,X,X,O,X,O
JZLSITO,O,X,X,O,X,O
JZLSIOT,O,X,X,O,X,X
JZLSOTI,O,X,X,O,X,O
JZLSOIT,O,X,X,O,X,X
JZLOTIS,O,O,O,X,X,X
JZLOTSI,O,O,O,X,X,X
JZLOITS,O,O,O,X,X,X
JZLOIST,O,O,X,O,X,X
JZLOSTI,O,X,X,O,X,X
JZLOSIT,O,O,X,O,X,X
JZSTILO,O,X,X,O,X,X
JZSTIOL,O,X,X,O,X,X
JZSTLIO,O,X,X,O,X,O
JZSTLOI,O,X,X,O,X,O
JZSTOIL,O,X,X,O,X,X
JZSTOLI,O,X,X,O,X,X
JZSITLO,O,X,X,O,X,X
JZSITOL,O,X,X,O,X,X
JZSILTO,O,X,X,O,X,O
JZSILOT,O,X,X,O,X,X
JZSIOTL,O,X,X,O,X,X
JZSIOLT,O,X,X,O,X,X
JZSLTIO,O,X,X,O,X,O
JZSLTOI,O,X,X,O,X,O
JZSLITO,O,X,X,O,X,O
JZSLIOT,O,X,X,O,X,X
JZSLOTI,O,X,X,O,X,O
JZSLOIT,O,X,X,O,X,X
JZSOTIL,O,X,X,O,X,X
JZSOTLI,O,X,X,O,X,X
JZSOITL,O,X,X,O,X,X
JZSOILT,O,X,X,O,X,X
JZSOLTI,O,X,X,O,X,O
JZSOLIT,O,X,X,O,X,X
JZOTILS,O,O,O,X,X,X
JZOTISL,O,O,O,X,X,X
JZOTLIS,O,O,O,X,X,X
JZOTLSI,O,O,O,X,X,X
JZOTSIL,O,O,O,X,X,X
JZOTSLI,O,O,O,X,X,X
JZOITLS,O,O,O,X,X,X
JZOITSL,O,O,O,X,X,X
JZOILTS,O,O,O,X,X,X
JZOILST,O,O,X,O,X,X
JZOISTL,O,X,X,O,X,X
JZOISLT,O,O,X,O,X,X
JZOLTIS,O,O,O,X,X,X
JZOLTSI,O,O,O,X,X,X
JZOLITS,O,O,O,X,X,X
JZOLIST,O,O,X,O,X,X
JZOLSTI,O,X,X,O,X,X
JZOLSIT,O,O,X,O,X,X
JZOSTIL,O,X,X,O,X,X
JZOSTLI,O,X,X,O,X,X
JZOSITL,O,X,X,O,X,X
JZOSILT,O,O,X,O,X,X
JZOSLTI,O,X,X,O,X,X
JZOSLIT,O,O,X,O,X,X
JOTILSZ,O,O,O,X,X,X
JOTILZS,O,O,O,X,X,X
JOTISLZ,O,O,O,X,O,X
JOTISZL,O,O,O,X,O,X
JOTIZLS,O,O,O,X,X,X
JOTIZSL,O,O,O,X,X,X
JOTLISZ,O,O,O,X,X,X
JOTLIZS,O,O,O,X,X,X
JOTLSIZ,O,O,O,X,X,X
JOTLSZI,O,O,O,X,X,X
JOTLZIS,O,O,O,X,X,X
JOTLZSI,O,O,O,X,X,X
JOTSILZ,O,O,O,X,O,X
JOTSIZL,O,O,O,X,O,X
JOTSLIZ,O,O,O,X,O,X
JOTSLZI,O,O,O,X,X,X
JOTSZIL,O,O,O,X,O,X
JOTSZLI,O,O,O,X,X,X
JOTZILS,O,O,O,X,X,X
JOTZISL,O,O,O,X,X,X
JOTZLIS,O,O,O,X,X,X
JOTZLSI,O,O,O,X,X,X
JOTZSIL,O,O,O,X,X,X
JOTZSLI,O,O,O,X,X,X
JOITLSZ,O,O,O,X,X,X
JOITLZS,O,O,O,X,X,X
JOITSLZ,O,O,O,X,X,X
JOITSZL,O,O,O,X,X,X
JOITZLS,O,O,O,X,X,X
JOITZSL,O,O,O,X,X,X
JOILTSZ,O,O,O,X,X,X
JOILTZS,O,O,O,X,X,X
JOILSTZ,O,O,X,X,X,X
JOILSZT,O,O,X,X,X,X
JOILZTS,O,O,O,X,X,X
JOILZST,O,O,X,O,X,X
JOISTLZ,O,O,X,X,O,X
JOISTZL,O,O,X,X,O,X
JOISLTZ,O,O,X,X,O,X
JOISLZT,O,O,X,X,O,X
JOISZTL,O,X,X,X,O,X
JOISZLT,O,O,X,X,O,X
JOIZTLS,O,O,O,X,X,X
JOIZTSL,O,O,O,X,X,X
JOIZLTS,O,O,O,X,X,X
JOIZLST,O,O,X,O,X,X
JOIZSTL,O,X,X,O,X,X
JOIZSLT,O,O,X,O,X,X
JOLTISZ,O,O,O,X,X,X
JOLTIZS,O,O,O,X,X,X
JOLTSIZ,O,O,O,X,X,X
JOLTSZI,O,O,O,X,X,X
JOLTZIS,O,O,O,X,X,X
JOLTZSI,O,O,O,X,X,X
JOLITSZ,O,O,O,X,X,X
JOLITZS,O,O,O,X,X,X
JOLISTZ,O,O,X,X,X,X
JOLISZT,O,O,X,X,X,X
JOLIZTS,O,O,O,X,X,X
JOLIZST,O,O,X,O,X,X
JOLSTIZ,O,O,X,X,X,X
JOLSTZI,O,O,X,X,X,X
JOLSITZ,O,O,X,X,X,X
JOLSIZT,O,O,X,X,X,X
JOLSZTI,O,X,X,X,X,X
JOLSZIT,O,O,X,X,X,X
JOLZTIS,O,O,O,X,X,X
JOLZTSI,O,O,O,X,X,X
JOLZITS,O,O,O,X,X,X
JOLZIST,O,O,X,O,X,X
JOLZSTI,O,X,X,O,X,X
JOLZSIT,O,O,X,O,X,X
JOSTILZ,O,O,X,X,O,X
JOSTIZL,O,O,X,X,O,X
JOSTLIZ,O,O,X,X,O,X
JOSTLZI,O,O,X,X,X,X
JOSTZIL,O,O,X,X,O,X
JOSTZLI,O,O,X,X,X,X
JOSITLZ,O,O,X,X,O,X
JOSITZL,O,O,X,X,O,X
JOSILTZ,O,O,X,X,O,X
JOSILZT,O,O,X,X,O,X
JOSIZTL,O,X,X,X,O,X
JOSIZLT,O,O,X,X,O,X
JOSLTIZ,O,O,X,X,O,X
JOSLTZI,O,O,X,X,X,X
JOSLITZ,O,O,X,X,O,X
JOSLIZT,O,O,X,X,O,X
JOSLZTI,O,X,X,X,X,X
JOSLZIT,O,O,X,X,X,X
JOSZTIL,O,X,X,X,O,X
JOSZTLI,O,X,X,X,X,X
JOSZITL,O,X,X,X,O,X
JOSZILT,O,O,X,X,O,X
JOSZLTI,O,X,X,X,X,X
JOSZLIT,O,O,X,X,X,X
JOZTILS,O,O,O,X,X,X
JOZTISL,O,O,O,X,X,X
JOZTLIS,O,O,O,X,X,X
JOZTLSI,O,O,O,X,X,X
JOZTSIL,O,O,O,X,X,X
JOZTSLI,O,O,O,X,X,X
JOZITLS,O,O,O,X,X,X
JOZITSL,O,O,O,X,X,X
JOZILTS,O,O,O,X,X,X
JOZILST,O,O,X,O,X,X
JOZISTL,O,X,X,O,X,X
JOZISLT,O,O,X,O,X,X
JOZLTIS,O,O,O,X,X,X
JOZLTSI,O,O,O,X,X,X
JOZLITS,O,O,O,X,X,X
JOZLIST,O,O,X,O,X,X
JOZLSTI,O,X,X,O,X,X
JOZLSIT,O,O,X,O,X,X
JOZSTIL,O,X,X,O,X,X
JOZSTLI,O,X,X,O,X,X
JOZSITL,O,X,X,O,X,X
JOZSILT,O,O,X,O,X,X
JOZSLTI,O,X,X,O,X,X
JOZSLIT,O,O,X,O,X,X
STILJZO,O,X,X,X,X,X
STILJOZ,O,X,O,X,X,X
STILZJO,O,X,X,X,X,X
STILZOJ,O,X,O,X,X,X
STILOJZ,O,X,O,X,X,X
STILOZJ,O,X,O,X,X,X
STIJLZO,O,X,X,X,X,X
STIJLOZ,O,O,O,X,X,X
STIJZLO,O,X,X,X,X,X
STIJZOL,O,X,X,X,X,X
STIJOLZ,O,O,O,X,O,X
STIJOZL,O,O,O,X,O,X
STIZLJO,O,X,X,X,X,X
STIZLOJ,O,X,O,X,X,X
STIZJLO,O,X,X,X,X,X
STIZJOL,O,X,X,X,X,X
STIZOLJ,O,X,O,X,X,X
STIZOJL,O,X,O,X,X,X
STIOLJZ,O,X,O,X,O,X
STIOLZJ,O,X,O,X,X,X
STIOJLZ,O,O,O,X,O,X
STIOJZL,O,O,O,X,O,X
STIOZLJ,O,X,O,X,X,X
STIOZJL,O,O,O,X,O,X
STLIJZO,O,X,X,X,X,X
STLIJOZ,O,X,O,X,X,X
STLIZJO,O,X,X,X,X,X
STLIZOJ,O,X,O,X,X,X
STLIOJZ,O,X,O,X,X,X
STLIOZJ,O,X,O,X,X,X
STLJIZO,O,X,X,X,X,X
STLJIOZ,O,X,O,X,X,X
STLJZIO,O,X,X,X,X,X
STLJZOI,O,X,X,X,X,X
STLJOIZ,O,X,O,X,O,X
STLJOZI,O,X,O,X,X,X
STLZIJO,O,X,X,X,X,X
STLZIOJ,O,X,O,X,X,X
STLZJIO,O,X,X,X,X,X
STLZJOI,O,X,X,X,X,X
STLZOIJ,O,X,O,X,X,X
STLZOJI,O,X,O,X,X,X
STLOIJZ,O,X,O,X,O,X
STLOIZJ,O,X,O,X,X,X
STLOJIZ,O,X,O,X,O,X
STLOJZI,O,X,O,X,X,X
STLOZIJ,O,X,O,X,X,X
STLOZJI,O,X,O,X,X,X
STJILZO,O,X,X,X,X,X
STJILOZ,O,O,O,X,X,X
STJIZLO,O,X,X,X,X,X
STJIZOL,O,X,X,X,X,X
STJIOLZ,O,O,O,X,O,X
STJIOZL,O,O,O,X,O,X
STJLIZO,O,X,X,X,X,X
STJLIOZ,O,O,O,X,X,X
STJLZIO,O,X,X,X,X,X
STJLZOI,O,X,X,X,X,X
STJLOIZ,O,O,O,X,O,X
STJLOZI,O,O,O,X,X,X
STJZILO,O,X,X,X,X,X
STJZIOL,O,X,X,X,X,X
STJZLIO,O,X,X,X,X,O
STJZLOI,O,X,X,X,X,O
STJZOIL,O,X,X,X,O,X
STJZOLI,O,X,X,X,X,X
STJOILZ,O,O,O,X,O,X
STJOIZL,O,O,O,X,O,X
STJOLIZ,O,O,O,X,O,X
STJOLZI,O,O,O,X,X,X
STJOZIL,O,O,O,X,O,X
STJOZLI,O,O,O,X,X,X
STZILJO,O,X,X,X,X,X
STZILOJ,O,X,O,X,X,X
STZIJLO,O,X,X,X,X,X
STZIJOL,O,X,X,X,X,X
STZIOLJ,O,X,O,X,X,X
STZIOJL,O,X,O,X,X,X
STZLIJO,O,X,X,X,X,O
STZLIOJ,O,X,O,X,X,O
STZLJIO,O,X,X,X,X,O
STZLJOI,O,X,X,X,X,O
STZLOIJ,O,X,O,X,X,O
STZLOJI,O,X,O,X,X,O
STZJILO,O,X,X,X,X,X
STZJIOL,O,X,X,X,X,X
STZJLIO,O,X,X,X,X,O
STZJLOI,O,X,X,X,X,O
STZJOIL,O,X,X,X,O,X
STZJOLI,O,X,X,X,X,X
STZOILJ,O,X,O,X,X,X
STZOIJL,O,X,O,X,O,X
STZOLIJ,O,X,O,X,X,X
STZOLJI,O,X,O,X,X,X
STZOJIL,O,X,O,X,O,X
STZOJLI,O,X,O,X,X,X
STOILJZ,O,X,O,X,O,X
STOILZJ,O,X,O,X,X,X
STOIJLZ,O,O,O,X,O,X
STOIJZL,O,O,O,X,O,X
STOIZLJ,O,X,O,X,X,X
STOIZJL,O,O,O,X,O,X
STOLIJZ,O,X,O,X,O,X
STOLIZJ,O,X,O,X,X,X
STOLJIZ,O,X,O,X,O,X
STOLJZI,O,X,O,X,X,X
STOLZIJ,O,X,O,X,X,X
STOLZJI,O,X,O,X,X,X
STOJILZ,O,O,O,X,O,X
STOJIZL,O,O,O,X,O,X
STOJLIZ,O,O,O,X,O,X
STOJLZI,O,O,O,X,X,X
STOJZIL,O,O,O,X,O,X
STOJZLI,O,O,O,X,X,X
STOZILJ,O,X,O,X,X,X
STOZIJL,O,O,O,X,O,X
STOZLIJ,O,X,O,X,X,X
STOZLJI,O,X,O,X,X,X
STOZJIL,O,O,O,X,O,X
STOZJLI,O,O,O,X,X,X
SITLJZO,O,X,X,X,X,X
SITLJOZ,O,X,O,X,X,X
SITLZJO,O,X,X,X,X,X
SITLZOJ,O,X,O,X,X,X
SITLOJZ,O,X,O,X,X,X
SITLOZJ,O,X,O,X,X,X
SITJLZO,O,X,X,X,X,X
SITJLOZ,O,O,O,X,X,X
SITJZLO,O,X,X,X,X,X
SITJZOL,O,X,X,X,X,X
SITJOLZ,O,O,O,X,O,X
SITJOZL,O,O,O,X,O,X
SITZLJO,O,X,X,X,X,X
SITZLOJ,O,X,O,X,X,X
SITZJLO,O,X,X,X,X,X
SITZJOL,O,X,X,X,X,X
SITZOLJ,O,X,O,X,X,X
SITZOJL,O,X,O,X,X,X
SITOLJZ,O,X,O,X,O,X
SITOLZJ,O,X,O,X,X,X
SITOJLZ,O,O,O,X,O,X
SITOJZL,O,O,O,X,O,X
SITOZLJ,O,X,O,X,X,X
SITOZJL,O,O,O,X,O,X
SILTJZO,O,X,X,X,X,X
SILTJOZ,O,X,O,X,X,X
SILTZJO,O,X,X,X,X,X
SILTZOJ,O,X,O,X,X,X
SILTOJZ,O,X,O,X,X,X
SILTOZJ,O,X,O,X,X,X
SILJTZO,O,X,X,X,X,X
SILJTOZ,O,O,X,X,X,X
SILJZTO,O,X,X,O,X,X
SILJZOT,O,X,X,O,X,X
SILJOTZ,O,O,X,X,X,X
SILJOZT,O,O,X,X,X,X
SILZTJO,O,X,X,O,X,X
SILZTOJ,O,X,X,X,X,X
SILZJTO,O,X,X,O,X,X
SILZJOT,O,X,X,O,X,X
SILZOTJ,O,X,O,X,X,X
SILZOJT,O,X,X,O,X,X
SILOTJZ,O,X,O,X,X,X
SILOTZJ,O,X,O,X,X,X
SILOJTZ,O,O,X,X,X,X
SILOJZT,O,O,X,X,X,X
SILOZTJ,O,X,O,X,X,X
SILOZJT,O,X,X,X,X,X
SIJTLZO,O,X,X,X,X,X
SIJTLOZ,O,O,X,X,X,X
SIJTZLO,O,X,X,X,X,X
SIJTZOL,O,X,X,X,X,X
SIJTOLZ,O,O,X,X,O,X
SIJTOZL,O,O,X,X,O,X
SIJLTZO,O,X,X,X,X,X
SIJLTOZ,O,O,X,X,X,X
SIJLZTO,O,X,X,O,X,X
SIJLZOT,O,X,X,O,X,X
SIJLOTZ,O,O,X,X,X,X
SIJLOZT,O,O,X,X,X,X
SIJZTLO,O,X,X,O,X,X
SIJZTOL,O,X,X,O,X,X
SIJZLTO,O,X,X,O,X,O
SIJZLOT,O,X,X,O,X,X
SIJZOTL,O,X,X,O,X,X
SIJZOLT,O,X,X,O,X,X
SIJOTLZ,O,O,X,X,O,X
SIJOTZL,O,O,X,X,O,X
SIJOLTZ,O,O,X,X,O,X
SIJOLZT,O,O,X,X,O,X
SIJOZTL,O,X,X,X,O,X
SIJOZLT,O,O,X,X,O,X
SIZTLJO,O,X,X,O,X,X
SIZTLOJ,O,X,X,X,X,X
SIZTJLO,O,X,X,O,X,X
SIZTJOL,O,X,X,O,X,X
SIZTOLJ,O,X,X,X,X,X
SIZTOJL,O,X,X,O,X,X
SIZLTJO,O,X,X,O,X,O
SIZLTOJ,O,X,X,X,X,O
SIZLJTO,O,X,X,O,X,O
SIZLJOT,O,X,X,O,X,X
SIZLOTJ,O,X,O,X,X,X
SIZLOJT,O,X,X,O,X,X
SIZJTLO,O,X,X,O,X,X
SIZJTOL,O,X,X,O,X,X
SIZJLTO,O,X,X,O,X,O
SIZJLOT,O,X,X,O,X,X
SIZJOTL,O,X,X,O,X,X
SIZJOLT,O,X,X,O,X,X
SIZOTLJ,O,X,O,X,X,X
SIZOTJL,O,X,O,O,X,X
SIZOLTJ,O,X,O,X,X,X
SIZOLJT,O,X,X,O,X,X
SIZOJTL,O,X,X,O,X,X
SIZOJLT,O,X,X,O,X,X
SIOTLJZ,O,X,O,X,O,X
SIOTLZJ,O,X,O,X,X,X
SIOTJLZ,O,O,O,X,O,X
SIOTJZL,O,O,O,X,O,X
SIOTZLJ,O,X,O,X,X,X
SIOTZJL,O,O,O,X,O,X
SIOLTJZ,O,X,O,X,X,X
SIOLTZJ,O,X,O,X,X,X
SIOLJTZ,O,O,X,X,O,X
SIOLJZT,O,O,X,X,O,X
SIOLZTJ,O,X,O,X,X,X
SIOLZJT,O,X,X,X,X,X
SIOJTLZ,O,O,X,X,O,X
SIOJTZL,O,O,X,X,O,X
SIOJLTZ,O,O,X,X,O,X
SIOJLZT,O,O,X,X,O,X
SIOJZTL,O,X,X,X,O,X
SIOJZLT,O,O,X,X,O,X
SIOZTLJ,O,X,O,X,X,X
SIOZTJL,O,X,O,X,X,X
SIOZLTJ,O,X,O,X,X,X
SIOZLJT,O,X,X,X,X,X
SIOZJTL,O,X,X,X,O,X
SIOZJLT,O,O,X,X,O,X
SLTIJZO,O,X,X,X,X,X
SLTIJOZ,O,X,O,X,X,X
SLTIZJO,O,X,X,X,X,X
SLTIZOJ,O,X,O,X,X,X
SLTIOJZ,O,X,O,X,X,X
SLTIOZJ,O,X,O,X,X,X
SLTJIZO,O,X,X,X,X,X
SLTJIOZ,O,X,O,X,X,X
SLTJZIO,O,X,X,X,X,X
SLTJZOI,O,X,X,X,X,X
SLTJOIZ,O,X,O,X,O,X
SLTJOZI,O,X,O,X,X,X
SLTZIJO,O,X,X,X,X,X
SLTZIOJ,O,X,O,X,X,X
SLTZJIO,O,X,X,X,X,X
SLTZJOI,O,X,X,X,X,X
SLTZOIJ,O,X,O,X,X,X
SLTZOJI,O,X,O,X,X,X
SLTOIJZ,O,X,O,X,O,X
SLTOIZJ,O,X,O,X,X,X
SLTOJIZ,O,X,O,X,O,X
SLTOJZI,O,X,O,X,X,X
SLTOZIJ,O,X,O,X,X,X
SLTOZJI,O,X,O,X,X,X
SLITJZO,O,X,X,X,X,X
SLITJOZ,O,X,O,X,X,X
SLITZJO,O,X,X,X,X,X
SLITZOJ,O,X,O,X,X,X
SLITOJZ,O,X,O,X,X,X
SLITOZJ,O,X,O,X,X,X
SLIJTZO,O,X,X,X,X,X
SLIJTOZ,O,O,X,X,X,X
SLIJZTO,O,X,X,O,X,X
SLIJZOT,O,X,X,O,X,X
SLIJOTZ,O,O,X,X,X,X
SLIJOZT,O,O,X,X,X,X
SLIZTJO,O,X,X,O,X,X
SLIZTOJ,O,X,X,X,X,X
SLIZJTO,O,X,X,O,X,X
SLIZJOT,O,X,X,O,X,X
SLIZOTJ,O,X,O,X,X,X
SLIZOJT,O,X,X,O,X,X
SLIOTJZ,O,X,O,X,X,X
SLIOTZJ,O,X,O,X,X,X
SLIOJTZ,O,O,X,X,X,X
SLIOJZT,O,O,X,X,X,X
SLIOZTJ,O,X,O,X,X,X
SLIOZJT,O,X,X,X,X,X
SLJTIZO,O,X,X,X,X,X
SLJTIOZ,O,O,X,X,X,X
SLJTZIO,O,X,X,X,X,X
SLJTZOI,O,X,X,X,X,X
SLJTOIZ,O,O,X,X,O,X
SLJTOZI,O,O,X,X,X,X
SLJITZO,O,X,X,X,X,X
SLJITOZ,O,O,X,X,X,X
SLJIZTO,O,X,X,O,X,X
SLJIZOT,O,X,X,O,X,X
SLJIOTZ,O,O,X,X,X,X
SLJIOZT,O,O,X,X,X,X
SLJZTIO,O,X,X,O,X,O
SLJZTOI,O,X,X,O,X,O
SLJZITO,O,X,X,O,X,O
SLJZIOT,O,X,X,O,X,X
SLJZOTI,O,X,X,O,X,O
SLJZOIT,O,X,X,O,X,X
SLJOTIZ,O,O,X,X,O,X
SLJOTZI,O,O,X,X,X,X
SLJOITZ,O,O,X,X,O,X
SLJOIZT,O,O,X,X,O,X
SLJOZTI,O,X,X,X,X,X
SLJOZIT,O,O,X,X,X,X
SLZTIJO,O,X,X,O,X,O
SLZTIOJ,O,X,X,X,X,O
SLZTJIO,O,X,X,O,X,O
SLZTJOI,O,X,X,O,X,O
SLZTOIJ,O,X,X,X,X,O
SLZTOJI,O,X,X,X,X,O
SLZITJO,O,X,X,O,X,O
SLZITOJ,O,X,X,X,X,O
SLZIJTO,O,X,X,O,X,O
SLZIJOT,O,X,X,O,X,X
SLZIOTJ,O,X,O,X,X,X
SLZIOJT,O,X,X,O,X,X
SLZJTIO,O,X,X,O,X,O
SLZJTOI,O,X,X,O,X,O
SLZJITO,O,X,X,O,X,O
SLZJIOT,O,X,X,O,X,X
SLZJOTI,O,X,X,O,X,O
SLZJOIT,O,X,X,O,X,X
SLZOTIJ,O,X,O,X,X,O
SLZOTJI,O,X,O,X,X,O
SLZOITJ,O,X,O,X,X,X
SLZOIJT,O,X,X,O,X,X
SLZOJTI,O,X,X,O,X,O
SLZOJIT,O,X,X,O,X,X
SLOTIJZ,O,X,O,X,O,X
SLOTIZJ,O,X,O,X,X,X
SLOTJIZ,O,X,O,X,O,X
SLOTJZI,O,X,O,X,X,X
SLOTZIJ,O,X,O,X,X,X
SLOTZJI,O,X,O,X,X,X
SLOITJZ,O,X,O,X,X,X
SLOITZJ,O,X,O,X,X,X
SLOIJTZ,O,O,X,X,O,X
SLOIJZT,O,O,X,X,O,X
SLOIZTJ,O,X,O,X,X,X
SLOIZJT,O,X,X,X,X,X
SLOJTIZ,O,O,X,X,O,X
SLOJTZI,O,O,X,X,X,X
SLOJITZ,O,O,X,X,O,X
SLOJIZT,O,O,X,X,O,X
SLOJZTI,O,X,X,X,X,X
SLOJZIT,O,O,X,X,X,X
SLOZTIJ,O,X,O,X,X,X
SLOZTJI,O,X,O,X,X,X
SLOZITJ,O,X,O,X,X,X
SLOZIJT,O,X,X,X,X,X
SLOZJTI,O,X,X,X,X,X
SLOZJIT,O,X,X,X,X,X
SJTILZO,O,X,X,X,X,X
SJTILOZ,O,O,X,X,X,X
SJTIZLO,O,X,X,X,X,X
SJTIZOL,O,X,X,X,X,X
SJTIOLZ,O,O,X,X,O,X
SJTIOZL,O,O,X,X,O,X
SJTLIZO,O,X,X,X,X,X
SJTLIOZ,O,O,X,X,X,X
SJTLZIO,O,X,X,X,X,X
SJTLZOI,O,X,X,X,X,X
SJTLOIZ,O,O,X,X,O,X
SJTLOZI,O,O,X,X,X,X
SJTZILO,O,X,X,X,X,X
SJTZIOL,O,X,X,X,X,X
SJTZLIO,O,X,X,X,X,O
SJTZLOI,O,X,X,X,X,O
SJTZOIL,O,X,X,X,O,X
SJTZOLI,O,X,X,X,X,X
SJTOILZ,O,O,X,X,O,X
SJTOIZL,O,O,X,X,O,X
SJTOLIZ,O,O,X,X,O,X
SJTOLZI,O,O,X,X,X,X
SJTOZIL,O,O,X,X,O,X
SJTOZLI,O,O,X,X,X,X
SJITLZO,O,X,X,X,X,X
SJITLOZ,O,O,X,X,X,X
SJITZLO,O,X,X,X,X,X
SJITZOL,O,X,X,X,X,X
SJITOLZ,O,O,X,X,O,X
SJITOZL,O,O,X,X,O,X
SJILTZO,O,X,X,X,X,X
SJILTOZ,O,O,X,X,X,X
SJILZTO,O,X,X,O,X,X
SJILZOT,O,X,X,O,X,X
SJILOTZ,O,O,X,X,X,X
SJILOZT,O,O,X,X,X,X
SJIZTLO,O,X,X,O,X,X
SJIZTOL,O,X,X,O,X,X
SJIZLTO,O,X,X,O,X,O
SJIZLOT,O,X,X,O,X,X
SJIZOTL,O,X,X,O,X,X
SJIZOLT,O,X,X,O,X,X
SJIOTLZ,O,O,X,X,O,X
SJIOTZL,O,O,X,X,O,X
SJIOLTZ,O,O,X,X,O,X
SJIOLZT,O,O,X,X,O,X
SJIOZTL,O,X,X,X,O,X
SJIOZLT,O,O,X,X,O,X
SJLTIZO,O,X,X,X,X,X
SJLTIOZ,O,O,X,X,X,X
SJLTZIO,O,X,X,X,X,X
SJLTZOI,O,X,X,X,X,X
SJLTOIZ,O,O,X,X,O,X
SJLTOZI,O,O,X,X,X,X
SJLITZO,O,X,X,X,X,X
SJLITOZ,O,O,X,X,X,X
SJLIZTO,O,X,X,O,X,X
SJLIZOT,O,X,X,O,X,X
SJLIOTZ,O,O,X,X,X,X
SJLIOZT,O,O,X,X,X,X
SJLZTIO,O,X,X,O,X,O
SJLZTOI,O,X,X,O,X,O
SJLZITO,O,X,X,O,X,O
SJLZIOT,O,X,X,O,X,X
SJLZOTI,O,X,X,O,X,O
SJLZOIT,O,X,X,O,X,X
SJLOTIZ,O,O,X,X,O,X
SJLOTZI,O,O,X,X,X,X
SJLOITZ,O,O,X,X,O,X
SJLOIZT,O,O,X,X,O,X
SJLOZTI,O,X,X,X,X,X
SJLOZIT,O,O,X,X,X,X
SJZTILO,O,X,X,O,X,X
SJZTIOL,O,X,X,O,X,X
SJZTLIO,O,X,X,O,X,O
SJZTLOI,O,X,X,O,X,O
SJZTOIL,O,X,X,O,O,X
SJZTOLI,O,X,X,O,X,X
SJZITLO,O,X,X,O,X,X
SJZITOL,O,X,X,O,X,X
SJZILTO,O,X,X,O,X,O
SJZILOT,O,X,X,O,X,X
SJZIOTL,O,X,X,O,X,X
SJZIOLT,O,X,X,O,X,X
SJZLTIO,O,X,X,O,X,O
SJZLTOI,O,X,X,O,X,O
SJZLITO,O,X,X,O,X,O
SJZLIOT,O,X,X,O,X,X
SJZLOTI,O,X,X,O,X,O
SJZLOIT,O,X,X,O,X,X
SJZOTIL,O,X,X,O,O,X
SJZOTLI,O,X,X,O,X,X
SJZOITL,O,X,X,O,O,X
SJZOILT,O,X,X,O,O,X
SJZOLTI,O,X,X,O,X,O
SJZOLIT,O,X,X,O,X,X
SJOTILZ,O,O,X,X,O,X
SJOTIZL,O,O,X,X,O,X
SJOTLIZ,O,O,X,X,O,X
SJOTLZI,O,O,X,X,X,X
SJOTZIL,O,O,X,X,O,X
SJOTZLI,O,O,X,X,X,X
SJOITLZ,O,O,X,X,O,X
SJOITZL,O,O,X,X,O,X
SJOILTZ,O,O,X,X,O,X
SJOILZT,O,O,X,X,O,X
SJOIZTL,O,X,X,X,O,X
SJOIZLT,O,O,X,X,O,X
SJOLTIZ,O,O,X,X,O,X
SJOLTZI,O,O,X,X,X,X
SJOLITZ,O,O,X,X,O,X
SJOLIZT,O,O,X,X,O,X
SJOLZTI,O,X,X,X,X,X
SJOLZIT,O,O,X,X,X,X
SJOZTIL,O,X,X,X,O,X
SJOZTLI,O,X,X,X,X,X
SJOZITL,O,X,X,X,O,X
SJOZILT,O,O,X,X,O,X
SJOZLTI,O,X,X,X,X,O
SJOZLIT,O,O,X,X,X,X
SZTILJO,O,X,X,O,X,X
SZTILOJ,O,X,X,X,X,X
SZTIJLO,O,X,X,O,X,X
SZTIJOL,O,X,X,O,X,X
SZTIOLJ,O,X,X,X,X,X
SZTIOJL,O,X,X,O,X,X
SZTLIJO,O,X,X,O,X,O
SZTLIOJ,O,X,X,X,X,O
SZTLJIO,O,X,X,O,X,O
SZTLJOI,O,X,X,O,X,O
SZTLOIJ,O,X,X,X,X,O
SZTLOJI,O,X,X,X,X,O
SZTJILO,O,X,X,O,X,X
SZTJIOL,O,X,X,O,X,X
SZTJLIO,O,X,X,O,X,O
SZTJLOI,O,X,X,O,X,O
SZTJOIL,O,X,X,O,O,X
SZTJOLI,O,X,X,O,X,X
SZTOILJ,O,X,X,X,X,X
SZTOIJL,O,X,X,O,O,X
SZTOLIJ,O,X,X,X,X,X
SZTOLJI,O,X,X,X,X,X
SZTOJIL,O,X,X,O,O,X
SZTOJLI,O,X,X,O,X,X
