sequence,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8JeO/IvhF8fBzcB?CeBlmB3nBRxB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8Je2/IvhFzcBCeB?3fB0mBlnBRxB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8Jei6IvhF+hBxdB?3fBlnBzrB0sB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8Jem6IvhFxdBTfB?lmB3nBqrB0sB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8JeO/IvhF8fBCeB?3hBlnBzmBRxB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8Jem6IvhFxdBTfB?1nB6rB0sBfsB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8JeK/IvhFzaBFiB?XjB0mBGnBRxB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8Je2/IvhFzcB1nB?3fB0mBCoBRxB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8Jem6IvhFUdBTfB?1mBXjBSsBRxB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8Jei6IvhFzcB5iB?3fBUsBOtBlrB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8Jei6IvhFUdB3fB?1mB5nBzrBOtB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8JeK/IvhFzaB3hB?5nB8rBOtBFsB
LOTISZJ,X,X,X,X,O,X,X,X,X,X,X,O
LOTIZJS,O,O,X,X,O,X,O,X,X,X,X,X
LOTIZSJ,X,O,X,X,O,X,O,X,X,X,X,X
LOTJISZ,X,O,O,X,X,X,X,X,X,X,X,X
LOTJIZS,X,O,X,X,X,X,X,X,X,X,X,X
LOTJSIZ,X,O,O,O,X,X,X,X,X,X,X,X
LOTJSZI,X,O,O,O,X,X,X,X,X,X,X,X
LOTJZIS,O,O,X,X,X,O,X,X,X,X,X,X
LOTJZSI,O,O,X,X,X,O,X,X,X,X,X,X
LOTSIJZ,X,X,O,O,X,X,X,X,X,X,X,X
LOTSIZJ,X,X,X,O,X,X,X,X,X,X,O,O
LOTSJIZ,X,O,O,O,X,X,X,X,X,X,X,X
LOTSJZI,X,O,O,O,X,X,X,X,X,X,O,X
LOTSZIJ,X,X,X,O,X,X,X,X,X,X,O,X
LOTSZJI,O,X,O,O,O,X,X,X,X,X,O,X
LOTZIJS,O,O,X,X,O,O,X,X,X,X,X,X
LOTZISJ,X,X,X,X,O,O,O,X,X,X,X,X
LOTZJIS,O,O,X,X,O,O,X,X,X,X,X,X
LOTZJSI,O,O,X,X,O,O,O,X,X,X,X,X
LOTZSIJ,X,X,X,X,X,O,O,X,X,X,O,X
LOTZSJI,O,O,X,X,O,O,O,X,X,X,O,X
LOITJSZ,X,O,X,X,X,X,X,X,X,X,X,X
LOITJZS,O,O,X,X,X,X,X,X,O,X,X,X
LOITSJZ,X,O,X,X,X,X,X,X,X,X,X,X
LOITSZJ,O,X,X,X,O,X,X,X,X,X,X,O
LOITZJS,O,O,X,X,O,X,O,X,O,X,X,X
LOITZSJ,O,O,X,X,O,X,O,X,X,X,X,X
LOIJTSZ,X,O,X,X,X,X,X,X,X,X,X,X
LOIJTZS,X,O,X,X,X,X,X,X,O,X,X,X
LOIJSTZ,X,X,X,X,X,X,X,X,X,X,X,X
LOIJSZT,X,X,X,X,X,X,X,X,X,X,X,O
LOIJZTS,X,O,X,X,X,O,O,X,X,X,X,X
LOIJZST,X,O,X,X,X,X,X,X,X,X,X,X
LOISTJZ,O,X,X,X,X,X,X,X,X,X,X,X
LOISTZJ,O,X,X,X,X,X,X,X,X,X,X,O
LOISJTZ,X,X,X,X,X,X,X,X,X,X,X,X
LOISJZT,X,X,X,X,X,X,X,X,X,X,X,O
LOISZTJ,O,X,X,X,X,X,O,X,X,X,X,O
LOISZJT,O,X,X,X,X,X,X,X,X,X,X,O
LOIZTJS,O,O,X,X,O,O,O,X,X,X,X,X
LOIZTSJ,O,X,X,X,O,O,O,X,X,X,X,X
LOIZJTS,O,O,X,X,O,O,O,X,X,X,X,X
LOIZJST,O,O,X,X,X,X,X,X,X,X,X,X
LOIZSTJ,O,X,X,X,X,X,O,X,X,X,X,O
LOIZSJT,O,O,X,X,X,X,X,X,X,X,X,O
LOJTISZ,X,O,O,X,X,X,X,X,X,X,X,X
LOJTIZS,X,O,X,X,X,X,X,X,X,X,X,X
LOJTSIZ,X,O,O,O,X,X,X,X,X,X,X,X
LOJTSZI,X,O,O,O,X,X,X,X,X,X,X,X
LOJTZIS,X,O,X,X,X,O,X,X,X,X,X,X
LOJTZSI,X,O,X,X,X,O,X,X,X,X,X,X
LOJITSZ,X,O,X,X,X,X,X,X,X,X,X,X
LOJITZS,X,O,X,X,X,X,X,X,O,X,X,X
LOJISTZ,X,X,O,X,X,X,X,X,X,X,X,X
LOJISZT,X,X,O,X,X,X,X,X,X,X,X,O
LOJIZTS,X,O,X,X,X,O,O,X,X,X,X,X
LOJIZST,X,O,X,X,X,X,X,X,X,X,X,X
LOJSTIZ,X,X,O,O,X,X,X,X,X,X,X,X
LOJSTZI,X,X,O,O,X,X,X,X,X,X,X,X
LOJSITZ,X,X,O,X,X,X,X,X,X,X,X,X
LOJSIZT,X,X,O,X,X,X,X,X,X,X,X,O
LOJSZTI,X,X,O,X,X,O,X,X,X,X,X,X
LOJSZIT,X,X,O,X,X,X,X,X,X,X,X,X
LOJZTIS,X,X,X,X,X,O,X,X,X,X,X,X
LOJZTSI,X,O,X,X,X,O,O,X,X,X,X,X
LOJZITS,X,X,X,X,X,O,X,X,X,X,X,X
LOJZIST,X,O,X,X,X,X,X,X,X,X,X,X
LOJZSTI,X,O,X,X,X,O,X,X,X,X,X,X
LOJZSIT,X,O,X,X,X,X,X,X,X,X,X,X
LOSTIJZ,X,X,O,O,X,X,X,X,X,X,X,X
LOSTIZJ,O,X,X,O,X,X,X,X,X,X,O,O
LOSTJIZ,X,X,O,O,X,X,X,X,X,X,X,X
LOSTJZI,O,X,O,O,X,X,X,X,X,X,O,X
LOSTZIJ,O,X,X,O,X,X,X,X,X,X,O,X
LOSTZJI,O,X,O,O,X,X,X,X,X,X,O,X
LOSITJZ,O,X,O,X,X,X,X,X,X,X,X,X
LOSITZJ,O,X,X,X,X,X,X,X,X,X,O,O
LOSIJTZ,X,X,O,X,X,X,X,X,X,X,X,X
LOSIJZT,X,X,O,X,X,X,X,X,X,X,X,O
LOSIZTJ,O,X,X,X,X,X,O,X,X,X,X,O
LOSIZJT,O,X,X,X,X,X,X,X,X,X,X,O
LOSJTIZ,X,X,O,O,X,X,X,X,X,X,X,X
LOSJTZI,X,X,O,O,X,X,X,X,X,X,O,X
LOSJITZ,X,X,O,X,X,X,X,X,X,X,X,X
LOSJIZT,X,X,O,X,X,X,X,X,X,X,X,O
LOSJZTI,X,X,O,X,X,O,X,X,X,X,X,X
LOSJZIT,X,X,O,X,X,X,X,X,X,X,X,X
LOSZTIJ,O,X,X,X,X,O,O,X,X,X,O,X
LOSZTJI,O,X,O,X,X,O,O,X,X,X,O,X
LOSZITJ,O,X,X,X,X,X,X,X,X,X,X,O
LOSZIJT,O,X,X,X,X,X,X,X,X,X,X,O
LOSZJTI,O,X,O,X,X,O,X,X,X,X,X,X
LOSZJIT,O,X,O,X,X,X,X,X,X,X,X,X
LOZTIJS,O,X,X,X,O,O,X,X,X,X,X,X
LOZTISJ,X,X,X,X,O,O,O,X,X,X,X,X
LOZTJIS,O,X,X,X,O,O,X,X,X,X,X,X
LOZTJSI,O,O,X,X,O,O,O,X,X,X,X,X
LOZTSIJ,X,X,X,X,X,O,O,X,X,X,X,X
LOZTSJI,O,X,X,X,O,O,O,X,X,X,X,X
LOZITJS,O,X,X,X,O,O,O,X,X,X,X,X
LOZITSJ,O,X,X,X,O,O,O,X,X,X,X,X
LOZIJTS,O,X,X,X,O,O,O,X,X,X,X,X
LOZIJST,O,O,X,X,X,X,X,X,X,X,X,X
LOZISTJ,O,X,X,X,X,X,O,X,X,X,X,O
LOZISJT,O,X,X,X,X,X,X,X,X,X,X,O
LOZJTIS,O,X,X,X,O,O,X,X,X,X,X,X
LOZJTSI,O,O,X,X,O,O,O,X,X,X,X,X
LOZJITS,O,X,X,X,O,O,X,X,X,X,X,X
LOZJIST,O,O,X,X,X,X,X,X,X,X,X,X
LOZJSTI,O,O,X,X,X,O,X,X,X,X,X,X
LOZJSIT,O,O,X,X,X,X,X,X,X,X,X,X
LOZSTIJ,O,X,X,X,X,O,O,X,X,X,X,X
LOZSTJI,O,X,X,X,X,O,O,X,X,X,X,X
LOZSITJ,O,X,X,X,X,X,X,X,X,X,X,O
LOZSIJT,O,X,X,X,X,X,X,X,X,X,X,O
LOZSJTI,O,O,X,X,X,O,X,X,X,X,X,X
LOZSJIT,O,O,X,X,X,X,X,X,X,X,X,X
JTILSZO,X,O,X,X,O,X,X,X,X,X,X,X
JTILSOZ,X,O,X,X,X,X,X,X,X,X,X,X
JTILZSO,X,O,X,X,O,X,X,X,X,X,X,X
JTILZOS,X,O,X,X,O,X,X,O,X,X,X,X
JTILOSZ,X,O,X,X,X,X,X,X,X,X,X,X
JTILOZS,X,O,X,X,X,X,X,X,X,X,X,X
JTISLZO,X,O,X,X,X,X,X,X,X,X,X,X
JTISLOZ,X,O,O,X,X,X,X,X,X,X,X,X
JTISZLO,X,O,X,X,X,X,X,X,X,X,X,X
JTISZOL,X,O,X,X,X,X,X,O,X,X,X,X
JTISOLZ,X,O,X,X,X,X,X,X,X,X,X,X
JTISOZL,X,X,X,X,X,X,X,X,X,X,X,X
JTIZLSO,X,O,X,X,O,X,X,X,X,X,X,X
JTIZLOS,X,O,X,X,O,X,X,O,X,X,X,X
JTIZSLO,X,O,X,X,O,X,X,X,X,X,X,X
JTIZSOL,X,O,X,X,X,X,X,O,X,X,X,X
JTIZOLS,X,O,X,X,O,X,X,O,X,X,X,X
JTIZOSL,X,O,X,X,X,X,X,O,X,X,X,X
JTIOLSZ,X,O,X,X,X,X,X,X,X,X,X,X
JTIOLZS,X,O,X,X,X,X,X,X,X,X,X,X
JTIOSLZ,X,O,X,X,X,X,X,X,X,X,X,X
JTIOSZL,X,X,X,X,X,X,X,X,X,X,X,X
JTIOZLS,X,O,X,X,X,X,X,O,X,X,X,X
JTIOZSL,X,O,X,X,X,X,X,O,X,X,X,X
JTLISZO,X,O,X,X,O,X,X,X,X,X,X,X
JTLISOZ,X,O,X,X,X,X,X,X,X,X,X,X
JTLIZSO,X,O,X,X,O,X,X,X,X,X,X,X
JTLIZOS,X,O,X,X,O,X,X,O,X,X,X,X
JTLIOSZ,X,O,X,X,X,X,X,X,X,X,X,X
JTLIOZS,X,O,X,X,X,X,X,X,X,X,X,X
JTLSIZO,X,O,X,X,X,X,X,X,X,X,X,X
JTLSIOZ,X,O,X,X,X,X,X,X,X,X,X,X
JTLSZIO,X,X,X,X,O,X,X,X,X,X,X,X
JTLSZOI,X,O,X,X,O,X,X,X,X,X,X,X
JTLSOIZ,X,O,X,X,X,X,X,X,X,X,X,X
JTLSOZI,X,O,X,X,X,X,X,X,X,X,X,X
JTLZISO,X,O,X,X,O,X,X,X,X,X,X,X
JTLZIOS,O,O,X,X,O,X,X,X,X,X,X,X
JTLZSIO,X,X,X,X,O,X,X,X,X,X,X,X
JTLZSOI,O,O,X,X,O,X,X,X,X,X,X,X
JTLZOIS,O,O,X,X,O,X,X,X,X,X,X,X
JTLZOSI,O,O,X,X,O,X,X,O,X,X,X,X
JTLOISZ,X,O,X,X,X,X,X,X,X,X,X,X
JTLOIZS,X,O,X,X,X,X,X,X,X,X,X,X
JTLOSIZ,X,O,X,X,X,X,X,X,X,X,X,X
JTLOSZI,X,O,X,X,X,X,X,X,X,X,X,X
JTLOZIS,O,O,X,X,X,X,X,X,X,X,X,X
JTLOZSI,O,O,X,X,X,X,X,X,X,X,X,X
JTSILZO,X,O,X,X,X,X,X,X,X,X,X,X
JTSILOZ,X,O,O,X,X,X,X,X,X,X,X,X
JTSIZLO,X,O,X,X,X,X,X,X,X,X,X,X
JTSIZOL,X,O,X,X,X,X,X,O,X,X,X,X
JTSIOLZ,X,O,X,O,X,X,X,X,X,X,X,X
JTSIOZL,X,X,X,O,X,X,X,X,X,X,X,X
JTSLIZO,X,O,X,X,X,X,X,X,X,X,X,X
JTSLIOZ,X,O,O,X,X,X,X,X,X,X,X,X
JTSLZIO,O,X,X,X,X,X,X,X,X,X,X,X
JTSLZOI,O,O,X,X,X,X,X,X,X,X,X,X
JTSLOIZ,X,O,O,X,X,X,X,X,X,X,X,X
JTSLOZI,O,O,O,X,X,X,X,X,X,X,X,X
JTSZILO,O,X,X,X,X,X,X,X,X,X,X,X
JTSZIOL,X,X,X,X,X,X,X,X,X,X,X,X
JTSZLIO,O,X,X,X,X,X,X,X,X,X,X,X
JTSZLOI,O,O,X,X,X,X,X,X,X,X,X,X
JTSZOIL,O,X,X,X,X,X,X,O,X,X,X,X
JTSZOLI,O,O,X,X,X,X,X,O,X,X,X,X
JTSOILZ,X,X,O,O,X,X,X,X,X,X,X,X
JTSOIZL,X,X,O,O,X,X,X,X,X,X,X,X
JTSOLIZ,X,O,O,O,X,X,X,X,X,X,X,X
JTSOLZI,O,O,O,O,X,X,X,X,X,X,X,X
JTSOZIL,O,X,O,O,X,X,X,X,X,X,X,X
JTSOZLI,O,X,O,O,X,X,X,X,X,X,X,X
JTZILSO,X,O,X,X,O,X,X,X,X,X,X,X
JTZILOS,O,O,X,X,O,X,X,O,X,X,X,X
JTZISLO,O,O,X,X,O,X,X,X,X,X,X,X
JTZISOL,X,O,X,X,X,X,X,O,X,X,X,X
JTZIOLS,O,O,X,X,O,X,X,O,X,X,X,X
JTZIOSL,X,O,X,X,X,X,X,O,X,X,X,X
JTZLISO,X,O,X,X,O,X,X,X,X,X,X,X
JTZLIOS,O,O,X,X,O,X,X,X,X,X,X,X
JTZLSIO,O,X,X,X,O,X,X,X,X,X,X,X
JTZLSOI,O,O,X,X,O,X,X,X,X,X,X,X
JTZLOIS,O,O,X,X,O,X,X,X,X,X,X,X
JTZLOSI,O,O,X,X,O,X,X,O,X,X,X,X
JTZSILO,O,X,X,X,O,X,X,X,X,X,X,X
JTZSIOL,X,X,X,X,X,X,X,X,X,X,X,X
JTZSLIO,O,X,X,X,O,X,X,X,X,X,X,X
JTZSLOI,O,O,X,X,O,X,X,X,X,X,X,X
JTZSOIL,O,X,X,X,X,X,X,O,X,X,X,X
JTZSOLI,O,O,X,X,X,X,X,O,X,X,X,X
JTZOILS,O,O,X,X,O,X,X,X,X,X,X,X
JTZOISL,X,X,X,X,X,X,X,O,X,X,X,X
JTZOLIS,O,O,X,X,O,X,X,X,X,X,X,X
JTZOLSI,O,O,X,X,O,X,X,O,X,X,X,X
JTZOSIL,X,X,X,X,X,X,X,O,X,X,X,X
JTZOSLI,O,O,X,X,X,X,X,O,X,X,X,X
JTOILSZ,X,O,O,X,X,X,X,X,X,X,X,X
JTOILZS,X,O,X,X,X,X,X,X,X,X,X,X
JTOISLZ,X,O,O,O,X,X,X,X,X,X,X,X
JTOISZL,X,X,O,O,X,X,X,X,X,X,X,X
JTOIZLS,X,O,X,X,X,X,X,O,X,X,X,X
JTOIZSL,X,O,O,X,X,X,X,O,X,X,X,X
JTOLISZ,X,O,O,X,X,X,X,X,X,X,X,X
JTOLIZS,X,O,X,X,X,X,X,X,X,X,X,X
JTOLSIZ,X,O,O,O,X,X,X,X,X,X,X,X
JTOLSZI,X,O,O,O,X,X,X,X,X,X,X,X
JTOLZIS,O,O,X,X,X,X,X,X,X,X,X,X
JTOLZSI,O,O,X,X,X,X,X,X,X,X,X,X
JTOSILZ,X,X,O,O,X,X,X,X,X,X,X,X
JTOSIZL,X,X,O,O,X,X,X,X,X,X,X,X
JTOSLIZ,X,O,O,O,X,X,X,X,X,X,X,X
JTOSLZI,X,O,O,O,X,X,X,X,X,X,X,X
JTOSZIL,X,X,O,O,X,X,X,X,X,X,X,X
JTOSZLI,X,X,O,O,X,X,X,X,X,X,X,X
JTOZILS,O,O,X,X,X,X,X,X,X,X,X,X
JTOZISL,X,X,O,X,X,X,X,O,X,X,X,X
JTOZLIS,O,O,X,X,X,X,X,X,X,X,X,X
JTOZLSI,O,O,X,X,X,X,X,O,X,X,X,X
JTOZSIL,X,X,O,O,X,X,X,O,X,X,X,X
JTOZSLI,O,O,O,O,X,X,X,O,X,X,X,X
JITLSZO,X,O,X,X,O,X,X,X,X,X,X,X
JITLSOZ,X,O,X,X,X,X,X,X,X,X,X,X
JITLZSO,O,O,X,X,O,X,X,X,X,X,X,X
JITLZOS,O,O,X,X,O,X,X,O,X,X,X,X
JITLOSZ,X,O,X,X,X,X,X,X,X,X,X,X
JITLOZS,O,O,X,X,X,X,X,X,X,X,X,X
JITSLZO,O,O,X,X,X,X,X,X,X,X,X,X
JITSLOZ,O,O,O,X,X,X,X,X,X,X,X,X
JITSZLO,O,O,X,X,X,X,X,X,X,X,X,X
JITSZOL,O,O,X,X,X,X,X,O,X,X,X,X
JITSOLZ,O,O,X,X,X,X,X,X,X,X,X,X
JITSOZL,O,X,X,X,X,X,X,X,X,X,X,X
JITZLSO,O,O,X,X,O,X,X,X,X,X,X,X
JITZLOS,O,O,X,X,O,X,X,O,X,X,X,X
JITZSLO,O,O,X,X,O,X,X,X,X,X,X,X
JITZSOL,O,O,X,X,X,X,X,O,X,X,X,X
JITZOLS,O,O,X,X,O,X,X,O,O,X,X,X
JITZOSL,O,O,X,X,X,X,X,O,O,X,X,X
JITOLSZ,X,O,X,X,X,X,X,X,X,X,X,X
JITOLZS,O,O,X,X,X,X,X,X,O,X,X,X
JITOSLZ,X,O,X,X,X,X,X,X,X,X,X,X
JITOSZL,X,X,X,X,X,X,X,X,O,X,X,X
JITOZLS,O,O,X,X,X,X,X,O,O,X,X,X
JITOZSL,O,O,X,X,X,X,X,O,O,X,X,X
JILTSZO,X,O,X,X,O,X,X,X,X,X,X,X
JILTSOZ,X,O,X,X,X,X,X,X,X,X,X,X
JILTZSO,O,O,X,X,O,X,X,X,X,X,X,X
JILTZOS,O,O,X,X,O,X,X,O,X,X,X,X
JILTOSZ,X,O,X,X,X,X,X,X,X,X,X,X
JILTOZS,O,O,X,X,X,X,X,X,X,X,X,X
JILSTZO,O,O,X,X,X,X,X,X,X,X,X,X
JILSTOZ,O,O,O,X,X,X,X,X,X,X,X,X
JILSZTO,O,X,X,X,X,X,X,X,X,X,X,X
JILSZOT,O,O,O,X,X,X,X,X,X,X,X,X
JILSOTZ,X,X,O,X,X,X,X,X,X,X,X,X
JILSOZT,X,X,O,X,X,X,X,X,X,X,X,O
JILZTSO,O,O,X,X,O,X,X,X,X,X,X,X
JILZTOS,O,O,X,X,O,X,O,O,X,X,X,X
JILZSTO,O,X,X,X,O,X,X,X,X,X,X,X
JILZSOT,O,O,X,X,X,X,X,X,X,X,X,X
JILZOTS,O,O,X,X,O,X,O,X,X,X,X,X
JILZOST,O,O,X,X,X,X,X,X,X,X,X,X
JILOTSZ,X,O,X,X,X,X,X,X,X,X,X,X
JILOTZS,X,O,X,X,X,X,X,X,X,X,X,X
JILOSTZ,X,X,X,X,X,X,X,X,X,X,X,X
JILOSZT,X,X,X,X,X,X,X,X,X,X,X,O
JILOZTS,X,O,X,X,X,X,O,X,X,X,X,X
JILOZST,X,O,X,X,X,X,X,X,X,X,X,X
JISTLZO,O,O,X,X,X,X,X,X,X,X,X,X
JISTLOZ,O,O,O,X,X,X,X,X,X,X,X,X
JISTZLO,O,O,X,X,X,X,X,X,X,X,X,X
JISTZOL,O,O,X,X,X,X,X,O,X,X,X,X
JISTOLZ,O,O,X,X,X,X,X,X,X,X,X,X
JISTOZL,O,X,X,X,X,X,X,X,X,X,X,X
JISLTZO,O,O,X,X,X,X,X,X,X,X,X,X
JISLTOZ,O,O,O,X,X,X,X,X,X,X,X,X
JISLZTO,O,X,X,X,X,X,X,X,X,X,X,X
JISLZOT,O,O,O,X,X,X,X,X,X,X,X,X
JISLOTZ,X,X,O,X,X,X,X,X,X,X,X,X
JISLOZT,X,X,O,X,X,X,X,X,X,X,X,O
JISZTLO,O,O,X,X,X,X,X,X,X,X,X,X
JISZTOL,O,O,X,X,X,X,X,O,X,X,X,X
JISZLTO,O,X,X,X,X,X,X,X,X,X,X,X
JISZLOT,O,O,O,X,X,X,X,X,X,X,X,X
JISZOTL,O,X,X,X,X,X,X,X,X,X,X,X
JISZOLT,O,O,X,X,X,X,X,X,X,X,X,X
JISOTLZ,X,X,O,X,X,X,X,X,X,X,X,X
JISOTZL,X,X,O,X,X,X,X,X,X,X,X,X
JISOLTZ,X,X,O,X,X,X,X,X,X,X,X,X
JISOLZT,X,X,O,X,X,X,X,X,X,X,X,X
JISOZTL,X,X,X,X,X,X,X,X,X,X,X,X
JISOZLT,X,X,O,X,X,X,X,X,X,X,X,X
JIZTLSO,O,O,X,X,O,X,X,X,X,X,X,X
JIZTLOS,O,O,X,X,O,X,O,O,X,X,X,X
JIZTSLO,O,O,X,X,O,X,X,X,X,X,X,X
JIZTSOL,O,O,X,X,X,X,X,O,X,X,X,X
JIZTOLS,O,O,X,X,O,X,X,O,X,X,X,X
JIZTOSL,O,O,X,X,X,X,X,O,X,X,X,X
JIZLTSO,O,O,X,X,O,X,X,X,X,X,X,X
JIZLTOS,O,O,X,X,O,X,O,O,X,X,X,X
JIZLSTO,O,X,X,X,O,X,X,X,X,X,X,X
JIZLSOT,O,O,X,X,X,X,X,X,X,X,X,X
JIZLOTS,O,O,X,X,O,X,O,X,X,X,X,X
JIZLOST,O,O,X,X,X,X,X,X,X,X,X,X
JIZSTLO,O,O,X,X,O,X,X,X,X,X,X,X
JIZSTOL,O,O,X,X,X,X,X,O,X,X,X,X
JIZSLTO,O,X,X,X,O,X,X,X,X,X,X,X
JIZSLOT,O,O,O,X,X,X,X,X,X,X,X,X
JIZSOTL,O,X,X,X,X,X,X,X,X,X,X,X
JIZSOLT,O,O,X,X,X,X,X,X,X,X,X,X
JIZOTLS,O,O,X,X,O,X,X,O,X,X,X,X
JIZOTSL,O,O,X,X,X,X,X,O,X,X,X,X
JIZOLTS,O,O,X,X,O,X,X,X,X,X,X,X
JIZOLST,O,O,X,X,X,X,X,X,X,X,X,X
JIZOSTL,O,X,X,X,X,X,X,X,X,X,X,X
JIZOSLT,O,O,X,X,X,X,X,X,X,X,X,X
JIOTLSZ,X,O,O,X,X,X,X,X,X,X,X,X
JIOTLZS,X,O,X,X,X,X,X,X,O,X,X,X
JIOTSLZ,X,O,O,X,X,X,X,X,X,X,X,X
JIOTSZL,X,X,O,X,X,X,X,X,O,X,X,X
JIOTZLS,X,O,X,X,X,X,X,O,O,X,X,X
JIOTZSL,X,O,O,X,X,X,X,O,O,X,X,X
JIOLTSZ,X,O,X,X,X,X,X,X,X,X,X,X
JIOLTZS,X,O,X,X,X,X,X,X,O,X,X,X
JIOLSTZ,X,X,O,X,X,X,X,X,X,X,X,X
JIOLSZT,X,X,O,X,X,X,X,X,X,X,X,X
JIOLZTS,X,O,X,X,X,X,X,X,X,X,X,X
JIOLZST,X,O,X,X,X,X,X,X,X,X,X,X
JIOSTLZ,X,X,O,X,X,X,X,X,X,X,X,X
JIOSTZL,X,X,O,X,X,X,X,X,O,X,X,X
JIOSLTZ,X,X,O,X,X,X,X,X,X,X,X,X
JIOSLZT,X,X,O,X,X,X,X,X,X,X,X,X
JIOSZTL,X,X,X,X,X,X,X,X,X,X,X,X
JIOSZLT,X,X,O,X,X,X,X,X,X,X,X,X
JIOZTLS,X,O,X,X,X,X,X,O,O,X,X,X
JIOZTSL,X,O,X,X,X,X,X,O,O,X,X,X
JIOZLTS,X,O,X,X,X,X,X,X,X,X,X,X
JIOZLST,X,O,X,X,X,X,X,X,X,X,X,X
JIOZSTL,X,X,X,X,X,X,X,X,X,X,X,X
JIOZSLT,X,O,O,X,X,X,X,X,X,X,X,X
JLTISZO,X,O,X,X,O,X,X,X,X,X,X,X
JLTISOZ,X,O,X,X,X,X,X,X,X,X,X,X
JLTIZSO,X,O,X,X,O,X,X,X,X,X,X,X
JLTIZOS,X,O,X,X,O,X,X,O,X,X,X,X
JLTIOSZ,X,O,X,X,X,X,X,X,X,X,X,X
JLTIOZS,X,O,X,X,X,X,X,X,X,X,X,X
JLTSIZO,X,O,X,X,X,X,X,X,X,X,X,X
JLTSIOZ,X,O,X,X,X,X,X,X,X,X,X,X
JLTSZIO,X,X,X,X,O,X,X,X,X,X,X,X
JLTSZOI,X,O,X,X,O,X,X,X,X,X,X,X
JLTSOIZ,X,O,X,X,X,X,X,X,X,X,X,X
JLTSOZI,X,O,X,X,X,X,X,X,X,X,X,X
JLTZISO,X,O,X,X,O,X,X,X,X,X,X,X
JLTZIOS,O,O,X,X,O,X,X,X,X,X,X,X
JLTZSIO,X,X,X,X,O,X,X,X,X,X,X,X
JLTZSOI,O,O,X,X,O,X,X,X,X,X,X,X
JLTZOIS,O,O,X,X,O,X,X,X,X,X,X,X
JLTZOSI,O,O,X,X,O,X,X,O,X,X,X,X
JLTOISZ,X,O,X,X,X,X,X,X,X,X,X,X
JLTOIZS,X,O,X,X,X,X,X,X,X,X,X,X
JLTOSIZ,X,O,X,X,X,X,X,X,X,X,X,X
JLTOSZI,X,O,X,X,X,X,X,X,X,X,X,X
JLTOZIS,O,O,X,X,X,X,X,X,X,X,X,X
JLTOZSI,O,O,X,X,X,X,X,X,X,X,X,X
JLITSZO,X,O,X,X,O,X,X,X,X,X,X,X
JLITSOZ,X,O,X,X,X,X,X,X,X,X,X,X
JLITZSO,O,O,X,X,O,X,X,X,X,X,X,X
JLITZOS,O,O,X,X,O,X,X,O,X,X,X,X
JLITOSZ,X,O,X,X,X,X,X,X,X,X,X,X
JLITOZS,O,O,X,X,X,X,X,X,X,X,X,X
JLISTZO,O,O,X,X,X,X,X,X,X,X,X,X
JLISTOZ,O,O,O,X,X,X,X,X,X,X,X,X
JLISZTO,O,X,X,X,X,X,X,X,X,X,X,X
JLISZOT,O,O,O,X,X,X,X,X,X,X,X,X
JLISOTZ,X,X,O,X,X,X,X,X,X,X,X,X
JLISOZT,X,X,O,X,X,X,X,X,X,X,X,O
JLIZTSO,O,O,X,X,O,X,X,X,X,X,X,X
JLIZTOS,O,O,X,X,O,X,O,O,X,X,X,X
JLIZSTO,O,X,X,X,O,X,X,X,X,X,X,X
JLIZSOT,O,O,X,X,X,X,X,X,X,X,X,X
JLIZOTS,O,O,X,X,O,X,O,X,X,X,X,X
JLIZOST,O,O,X,X,X,X,X,X,X,X,X,X
JLIOTSZ,X,O,X,X,X,X,X,X,X,X,X,X
JLIOTZS,X,O,X,X,X,X,X,X,X,X,X,X
JLIOSTZ,X,X,X,X,X,X,X,X,X,X,X,X
JLIOSZT,X,X,X,X,X,X,X,X,X,X,X,O
JLIOZTS,X,O,X,X,X,X,O,X,X,X,X,X
JLIOZST,X,O,X,X,X,X,X,X,X,X,X,X
JLSTIZO,X,O,X,X,X,X,X,X,X,X,X,X
JLSTIOZ,X,O,O,X,X,X,X,X,X,X,X,X
JLSTZIO,O,X,X,X,X,X,X,X,X,X,X,X
JLSTZOI,O,O,X,X,X,X,X,X,X,X,X,X
JLSTOIZ,X,O,O,X,X,X,X,X,X,X,X,X
JLSTOZI,O,O,O,X,X,X,X,X,X,X,X,X
JLSITZO,O,O,X,X,X,X,X,X,X,X,X,X
JLSITOZ,O,O,O,X,X,X,X,X,X,X,X,X
JLSIZTO,O,X,X,X,X,X,X,X,X,X,X,X
JLSIZOT,O,O,O,X,X,X,X,X,X,X,X,X
JLSIOTZ,X,X,O,X,X,X,X,X,X,X,X,X
JLSIOZT,X,X,O,X,X,X,X,X,X,X,X,O
