sequence,v115@vhHX5IcjBTfB+tBTpBiqBlsBRwB,v115@vhH01I/fBTjBKpBFqBGsBTtBRwB,v115@vhHX5IcjBzfB+tBTpBiqBlsBRwB,v115@vhH01I/fBziBKpBFqBGsBTtBRwB,v115@vhH/CJcjBTfB+tBTpBiqBlsBRwB,v115@vhH//IcgBTjBKpBFqBGsBTtBRwB,v115@vhHX+ITfB8lB5oBTpB2vBlrByxB,v115@vhH06IZkBfnBTjBWvBFrBSxBTtB,v115@vhH07ITfBZlBfoBTpBWwBFsBSyB,v115@vhHX9I8kB5nBTjB2uBlqBywBTtB,v115@vhH07IZkBzfBfoBzpBWwBFsBSyB,v115@vhHX9I8kBziB5oB2uBlqBywBzsB,v115@vhHX+IzfB8lB5oBTpB2vBlrByxB,v115@vhH06IZkBfnBziBWvBFrBSxBTtB,v115@vhH02I/gBTfBKqBTpBFrBGtBRxB,v115@vhHX4IciBTjB+sBipBlrBTtBRvB,v115@vhHX4IciB6oBznBTpB2vBlrBxxB,v115@vhH02I/gBOkBzkBFrBSxBTtBxuB,v115@vhH/AJchBTfBKqBTpBFrBGtBRxB,v115@vhH/BJciBTjB+sBipBlrBTtBRvB,v115@vhH/BJciB6oBznBTpB2vBlrBxxB,v115@vhH/AJchBOkBzkBFrBSxBTtBxuB,v115@vhHi1IcfBTeBFlB+tBTpB3qBRsB,v115@vhHG5ITaB/jBKpBlnBRqBUsBTtB,v115@vhHi1IcfBFlBWsBTpB3qBTtBxwB,v115@vhHG5I/jByqBlnBTpBUsBTtBxvB,v115@vhHi1IcfBTbBFlB+tBTpB3qBRsB,v115@vhHG5ITdB/jBKpBlnBRqBUsBTtB,v115@vhHX5IcjBTiBStBTpB2vBlrBxxB,v115@vhH01I/fBTgB2pBFrBSxBTtBxuB,v115@vhHT5IciBXjBStBTpB2vBlrBxxB,v115@vhHT1I/gB0fB2pBFrBSxBTtBxuB,v115@vhHf9IGeBUjBFnBTpBxqBSxBTtB,v115@vhH87IiaB3fBllBTpB2vBxrBTtB,v115@vhHc/ISoBFlBWsBTpB3qBTtBxwB,v115@vhH/DJ2kByqBlnBTpBUsBTtBxvB,v115@vhHc/I5oBFlB+rBatBTpB3qBTsB,v115@vhH/DJZkBupBKrBlnBTqBUsBTtB,v115@vhHZ6IGZB/jBtnBTpBiqBUsBTtB,v115@vhHi1I5eBcfBdlBTpB3qBGsBTtB,v115@vhHT/IulBKqBNrBUnB/tBTpBRxB,v115@vhHaHJTjBcpB3lB9rB+sBTtBRvB,v115@vhHc+ITfB5oB2qBlnBTpB3rByxB,v115@vhH/6IZkBTjBFlBSsBWvBUrBTtB,v115@vhHT/IaoBcqB3mB9sB+tBTpBRwB,v115@vhHuEJTjBKpBNqBUmB/sBTtBRwB,v115@vhHG5IzdBcoBXmBTpBFsBSyBxvB,v115@vhHi1IzaB/kB0mB2uBlqBTtBxwB,v115@vhHz/IaoBcqB3mB9sB+tBTpBRwB,v115@vhHuEJziBKpBNqBUmB/sBTtBRwB,v115@vhH++IUhBFlBSsBToBTpB3qBxxB,v115@vhHK6I3hBTkB2qBlnBUsBTtBxuB,v115@vhHi1IcfBdlBWsBTpB3qBTtBxwB,v115@vhHG5I/jBtnByqBTpBUsBTtBxvB,v115@vhHi1IcfBTbBFlBXmB+tBTpBRsB,v115@vhHG5ITdB/jBKpB0mBlnBRqBTtB,v115@vhHT1I/bBifBUlBFmB+tBTpBRsB,v115@vhHc9ITZBGjBKpBlmB3nBRqBTtB,v115@vhHyEJXjBRmB+tBTpBTqB0rBlsB,v115@vhH0/IWoBKpBRmBFqBXrBTsBTtB,v115@vhHZ6IGZB/jBlnBTpBiqBUsBTtB,v115@vhHi1I5eBcfBFlBTpB3qBGsBTtB
SLJTOZI,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,O,X
SLJITZO,X,O,X,O,X,O,O,O,O,O,O,X,O,O,O,X,X,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,O,O,O,O,X,X
SLJITOZ,X,O,X,O,X,O,O,O,O,O,O,X,O,O,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,O,X,X,X
SLJIZTO,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,O,X,O,O,O,O,O,X,X
SLJIZOT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,O,O,X,O,O,O,X,X,X,X,X,O,X,X,O,O,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X,O,X,O,O,O,O,O,O,X
SLJIOTZ,X,O,X,O,X,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,O,O,O,X
SLJIOZT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,O,O,X,O,X,O,X,X,X,X,X,O,X,X,O,O,O,O,O,X,O,X,X,O,X,X,X,O,X,X,X,O,X,O,O,O,O,O,O,O
SLJZTIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X
SLJZTOI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O
SLJZITO,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,X,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,O,O,O,O,X,X
SLJZIOT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,X,X,O,O,X,O,O,O,X,X,X,X,X,O,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,O,O,O,O,O,O
SLJZOTI,O,O,O,O,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,O,O
SLJZOIT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,X,X,O,O,X,O,O,O,X,X,X,X,X,O,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,O,O,O,O
SLJOTIZ,X,O,X,O,X,O,X,O,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,O,X
SLJOTZI,X,O,X,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,O,X
SLJOITZ,X,O,X,O,X,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,O,O,O,X
SLJOIZT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,X,X,O,O,X,O,X,O,X,X,X,X,X,O,X,X,O,O,O,O,O,X,O,X,X,O,X,X,X,O,X,X,X,O,X,O,O,O,O,O,O,O
SLJOZTI,O,O,O,O,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,O,O
SLJOZIT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,X,X,O,O,X,O,X,O,X,X,X,X,X,O,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,O,O,O,O
SLZTIJO,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
SLZTIOJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
SLZTJIO,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
SLZTJOI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O
SLZTOIJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
SLZTOJI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,O
SLZITJO,X,O,X,O,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,O,X,X,O,X,X,O,O,X,O,X,X,X,O,X,X
SLZITOJ,X,O,X,O,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,O,O,X,X,O,X,O,X,X,O,O,X,X,O,O,X,O,O,X,O,X,X,X,O,X,X
SLZIJTO,X,O,X,O,X,O,X,O,O,X,O,X,X,O,O,X,X,X,O,X,X,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,O,X,X,O,X,X,O,O,X,O,O,O,O,O,X,X
SLZIJOT,X,O,X,O,X,O,X,O,O,X,O,X,X,O,O,X,X,X,O,X,X,X,O,O,O,O,O,O,X,X,X,X,O,X,O,O,O,O,O,O,O,X,O,X,X,O,O,X,X,O,O,X,O,O,X,O,O,O,O,O,O,O
SLZIOTJ,X,O,X,O,X,X,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X,O,X,X,O,O,O,O,O,O,X,O,X,X,O,O,X,X,O,O,X,O,O,X,O,X,X,X,O,O,O
SLZIOJT,X,O,X,O,X,O,X,O,O,X,O,X,X,O,O,X,X,X,O,X,X,X,X,O,O,O,X,O,X,X,X,X,O,X,O,O,O,O,O,O,O,X,O,X,X,O,O,X,X,O,O,X,O,O,X,O,O,X,X,O,O,O
SLZJTIO,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X
SLZJTOI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O
SLZJITO,X,O,X,O,X,O,X,O,O,X,O,X,X,O,O,X,X,X,O,X,X,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X,O,O,O,O,O,X,X
SLZJIOT,X,O,X,O,X,O,X,O,O,X,O,X,X,O,O,X,X,X,O,X,X,X,O,O,O,O,O,O,X,X,X,X,O,O,X,X,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X,O,O,O,O,O,O,O
SLZJOTI,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,O,O
SLZJOIT,X,O,X,O,X,O,X,O,O,X,O,X,X,O,O,X,X,X,O,X,X,X,O,O,O,O,O,O,X,X,X,X,O,O,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,O,O,O,O
SLZOTIJ,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
SLZOTJI,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,O
SLZOITJ,X,O,X,O,X,X,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X,O,X,X,O,O,O,O,O,O,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,O,O,O
SLZOIJT,X,O,X,O,X,O,X,O,O,X,O,X,X,O,O,X,X,X,O,X,X,X,X,O,O,O,X,O,X,X,X,X,O,X,O,O,O,O,O,O,O,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X,O,X,X,O,O,O
SLZOJTI,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,O
SLZOJIT,X,O,X,O,X,O,X,O,O,X,O,X,X,O,O,X,X,X,O,X,X,X,O,O,O,O,O,O,X,X,X,X,O,O,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,O,O,O
SLOTIJZ,X,O,X,O,X,O,X,O,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SLOTIZJ,X,O,X,O,X,X,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X
SLOTJIZ,X,O,X,O,X,O,X,O,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X
SLOTJZI,X,O,X,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X
SLOTZIJ,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SLOTZJI,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X
SLOITJZ,X,O,X,O,X,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X
SLOITZJ,X,O,X,O,X,X,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,O,O,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X
SLOIJTZ,X,O,X,O,X,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,O,O,O,X
SLOIJZT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X,X,O,O,O,O,O,O,O,O,X,O,X,X,O,X,X,X,O,X,X,O,O,X,O,O,O,O,O,O,O
SLOIZTJ,X,O,X,O,X,X,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X,O,X,X,O,O,O,O,O,O,X,O,X,X,O,X,X,X,O,X,X,O,O,X,O,X,X,X,O,O,O
SLOIZJT,X,O,X,O,X,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,O,O,O,X,O,X,X,X,X,O,X,O,O,O,O,O,O,O,X,O,X,X,O,X,X,X,O,X,X,O,O,X,O,O,X,O,O,O,O
SLOJTIZ,X,O,X,O,X,O,X,O,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,O,X
SLOJTZI,X,O,X,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,O,X
SLOJITZ,X,O,X,O,X,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,O,O,O,X
SLOJIZT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,O,X,O,O,O,O,O,O,X,O,X,X,O,X,X,X,O,X,X,X,O,X,O,O,O,O,O,O,O
SLOJZTI,O,O,O,O,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,O,O
SLOJZIT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,O,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,O,O,O,O
SLOZTIJ,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
SLOZTJI,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,O
SLOZITJ,X,O,X,O,X,X,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X,O,X,X,O,O,O,O,O,O,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,O,O,O
SLOZIJT,X,O,X,O,X,O,X,O,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X,O,O,O,X,O,X,X,X,X,O,X,O,O,O,O,O,O,O,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X,O,X,O,O,O,O
SLOZJTI,X,O,X,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,O,O
SLOZJIT,X,O,X,O,X,O,X,O,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X,O,O,O,X,O,X,X,X,X,O,O,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,O,O,O,O
SJTILZO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,O,X,X
SJTILOZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
SJTIZLO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SJTIZOL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SJTIOLZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
SJTIOZL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
SJTLIZO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,O,O,X,X
SJTLIOZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
SJTLZIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X
SJTLZOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
SJTLOIZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X
SJTLOZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X
SJTZILO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
SJTZIOL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
SJTZLIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
SJTZLOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O
SJTZOIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O,O
SJTZOLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,O
SJTOILZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X
SJTOIZL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O
SJTOLIZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X
SJTOLZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X
SJTOZIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O,O
SJTOZLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,O
