sequence,v115@zgC8GeB8HeB8FeF8CeG8DeB8Je37IvhFGeBylBRiBF?nBTrBUsB,v115@zgC8GeB8HeB8FeF8CeG8DeB8JeR8IvhFGeBTgBlhB3?iBKrBUsB,v115@zgC8GeB8HeB8FeF8CeG8DeB8JeR8IvhFGeBTgBihB3?iBcrBVxB,v115@zgC8GeB8HeB8FeF8CeG8DeB8Je37IvhFTeBlhBcnBm?lBCnBxwB,v115@zgC8GeB8HeB8FeF8CeG8DeB8JecAJvhFehBSiBTeBF?nB3mBxwB,v115@zgC8GeB8HeB8FeF8CeG8DeB8JecAJvhF6iBTeBmhBX?hB1rBxwB,v115@zgC8GeB8HeB8FeF8CeG8DeB8Je38IvhFGeBTgBliBU?hByrBxwB,v115@zgC8GeB8HeB8FeF8CeG8DeB8JeX9IvhFTeBigBcnBG?mBFmBxwB,v115@zgC8GeB8HeB8FeF8CeG8DeB8Je37IvhFTeBxlBirBc?sBlrBGsB,v115@zgC8GeB8HeB8FeF8CeG8DeB8Jez7IvhFfiBxdB2lBC?jBcrBVxB,v115@zgC8GeB8HeB8FeF8CeG8DeB8Je1AJvhF0cBTeBxlBX?nB2wB6sB,v115@zgC8GeB8HeB8FeF8CeG8DeB8JecAJvhFicBGeBRiBF?mB3rBTsB,v115@zgC8GeB8HeB8FeF8CeG8DeB8JecAJvhFxdBFmBXnBO?rBzrBCtB,v115@zgC8GeB8HeB8FeF8CeG8DeB8JecAJvhFxiBFmBXnBT?rBmrBCtB,v115@zgC8GeB8HeB8FeF8CeG8DeB8JecAJvhF2hBRdBSjBF?mB3rBTsB,v115@zgC8GeB8HeB8FeF8CeG8DeB8JecAJvhFXhBxiBFnBT?rBmrBCtB,v115@zgC8GeB8HeB8FeF8CeG8DeB8JecAJvhF2hBTeBFmB3?rB5nBasB
JZOLTIS,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZOLTSI,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
JZOLITS,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZOLIST,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JZOLSTI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
JZOLSIT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JZOSTIL,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,O,O
JZOSTLI,X,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O
JZOSITL,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X
JZOSILT,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
JZOSLTI,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
JZOSLIT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOTILSZ,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
JOTILZS,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JOTISLZ,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
JOTISZL,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
JOTIZLS,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JOTIZSL,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
JOTLISZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOTLIZS,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JOTLSIZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOTLSZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTLZIS,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOTLZSI,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOTSILZ,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
JOTSIZL,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
JOTSLIZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOTSLZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTSZIL,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
JOTSZLI,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTZILS,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JOTZISL,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
JOTZLIS,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOTZLSI,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
JOTZSIL,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
JOTZSLI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOITLSZ,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
JOITLZS,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
JOITSLZ,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
JOITSZL,X,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X
JOITZLS,O,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
JOITZSL,X,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X
JOILTSZ,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
JOILTZS,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
JOILSTZ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOILSZT,O,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
JOILZTS,X,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X
JOILZST,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
JOISTLZ,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
JOISTZL,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
JOISLTZ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOISLZT,O,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
JOISZTL,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
JOISZLT,X,O,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
JOIZTLS,X,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
JOIZTSL,X,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X
JOIZLTS,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
JOIZLST,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
JOIZSTL,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X
JOIZSLT,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
JOLTISZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOLTIZS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOLTSIZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOLTSZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLTZIS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLTZSI,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOLITSZ,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
JOLITZS,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JOLISTZ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOLISZT,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
JOLIZTS,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOLIZST,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JOLSTIZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLSTZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLSITZ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOLSIZT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOLSZTI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
JOLSZIT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOLZTIS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLZTSI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
JOLZITS,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOLZIST,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JOLZSTI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
JOLZSIT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOSTILZ,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
JOSTIZL,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
JOSTLIZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOSTLZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSTZIL,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
JOSTZLI,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSITLZ,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
JOSITZL,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
JOSILTZ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOSILZT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOSIZTL,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
JOSIZLT,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
JOSLTIZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSLTZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSLITZ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOSLIZT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOSLZTI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
JOSLZIT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOSZTIL,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O
JOSZTLI,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O
JOSZITL,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
JOSZILT,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
JOSZLTI,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
JOSZLIT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOZTILS,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JOZTISL,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
JOZTLIS,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZTLSI,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
JOZTSIL,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
JOZTSLI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZITLS,X,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
JOZITSL,X,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X
JOZILTS,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
JOZILST,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
JOZISTL,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X
JOZISLT,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
JOZLTIS,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZLTSI,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
JOZLITS,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZLIST,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOZLSTI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
JOZLSIT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOZSTIL,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,O,O
JOZSTLI,X,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O
JOZSITL,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X
JOZSILT,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
JOZSLTI,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
JOZSLIT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STILJZO,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STILJOZ,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STILZJO,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STILZOJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STILOJZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STILOZJ,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
STIJLZO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STIJLOZ,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
STIJZLO,X,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X
STIJZOL,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
STIJOLZ,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
STIJOZL,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
STIZLJO,X,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X
STIZLOJ,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X,O,X
STIZJLO,X,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X
STIZJOL,X,O,O,X,O,X,X,X,X,O,X,X,X,O,X,O,X
STIZOLJ,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X
STIZOJL,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X,O,X
STIOLJZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STIOLZJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STIOJLZ,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
STIOJZL,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
STIOZLJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STIOZJL,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
STLIJZO,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STLIJOZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLIZJO,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STLIZOJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STLIOJZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLIOZJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STLJIZO,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STLJIOZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLJZIO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STLJZOI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STLJOIZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLJOZI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLZIJO,X,O,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X
STLZIOJ,X,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X
STLZJIO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
STLZJOI,X,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X
STLZOIJ,X,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X
STLZOJI,X,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X
STLOIJZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLOIZJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STLOJIZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLOJZI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLOZIJ,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STLOZJI,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STJILZO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STJILOZ,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
STJIZLO,X,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X
STJIZOL,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
STJIOLZ,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
STJIOZL,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
STJLIZO,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STJLIOZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJLZIO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STJLZOI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STJLOIZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJLOZI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJZILO,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
STJZIOL,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
STJZLIO,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
STJZLOI,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
STJZOIL,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
STJZOLI,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
STJOILZ,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
STJOIZL,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
STJOLIZ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STJOLZI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOZIL,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STJOZLI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZILJO,X,X,O,X,O,X,X,X,X,O,X,O,O,X,O,X,O
STZILOJ,X,X,O,X,O,X,X,X,X,O,X,O,O,O,O,O,O
STZIJLO,X,X,O,X,O,X,X,X,X,O,X,O,O,X,O,X,O
STZIJOL,X,O,O,X,O,X,X,X,X,O,X,O,O,O,O,O,O
STZIOLJ,X,X,O,X,O,X,X,X,X,X,X,O,O,O,O,O,O
STZIOJL,X,X,O,X,O,X,X,X,X,O,X,O,O,O,O,O,O
STZLIJO,X,O,O,X,O,X,X,X,X,O,X,O,O,X,O,X,O
STZLIOJ,X,O,O,X,O,X,X,X,X,O,X,O,O,O,O,X,O
STZLJIO,X,O,O,X,X,X,X,X,X,O,X,O,O,X,O,X,O
STZLJOI,X,O,O,X,O,X,X,X,X,O,X,O,O,X,O,X,O
STZLOIJ,X,O,O,X,O,X,X,X,X,O,X,O,O,O,O,X,O
STZLOJI,X,O,O,X,O,X,X,X,X,O,X,O,O,X,O,X,O
STZJILO,X,X,O,X,X,X,X,X,X,O,X,O,O,X,O,X,O
STZJIOL,X,O,O,X,X,X,X,X,X,O,X,O,O,O,O,X,O
STZJLIO,X,O,O,X,X,X,X,X,X,O,X,O,O,X,O,X,O
STZJLOI,X,O,O,X,O,X,X,X,X,O,X,O,O,X,O,X,O
STZJOIL,X,X,O,X,X,X,X,X,X,O,X,O,O,O,O,X,O
STZJOLI,X,X,O,X,O,X,X,X,X,O,X,O,O,X,O,X,O
STZOILJ,X,X,O,X,O,X,X,X,X,X,X,O,O,O,O,X,O
STZOIJL,X,X,O,X,O,X,X,X,X,O,X,O,O,O,O,X,O
STZOLIJ,X,X,O,X,O,X,X,X,X,O,X,O,O,O,O,X,O
STZOLJI,X,X,O,X,O,X,X,X,X,O,X,O,O,X,O,X,O
STZOJIL,X,X,O,X,X,X,X,X,X,O,X,O,O,O,O,X,O
STZOJLI,X,X,O,X,O,X,X,X,X,O,X,O,O,X,O,X,O
STOILJZ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STOILZJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STOIJLZ,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
STOIJZL,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
STOIZLJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STOIZJL,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
STOLIJZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOLIZJ,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STOLJIZ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STOLJZI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOLZIJ,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STOLZJI,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STOJILZ,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
STOJIZL,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
STOJLIZ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STOJLZI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOJZIL,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STOJZLI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOZILJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O
STOZIJL,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O
STOZLIJ,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O
STOZLJI,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O
STOZJIL,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O
STOZJLI,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O
SITLJZO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SITLJOZ,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SITLZJO,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
SITLZOJ,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
SITLOJZ,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SITLOZJ,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X
SITJLZO,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SITJLOZ,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
SITJZLO,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X
SITJZOL,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SITJOLZ,X,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
SITJOZL,X,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
SITZLJO,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
SITZLOJ,X,X,O,X,O,O,X,X,X,X,X,X,X,O,X,O,X
SITZJLO,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
SITZJOL,X,O,O,X,O,O,X,X,X,X,X,X,X,O,X,O,X
SITZOLJ,X,X,O,X,O,O,X,X,X,X,X,X,X,O,X,O,X
SITZOJL,X,X,O,X,O,O,X,X,X,X,X,X,X,O,X,O,X
SITOLJZ,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SITOLZJ,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X
SITOJLZ,X,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
SITOJZL,X,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
SITOZLJ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SITOZJL,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SILTJZO,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SILTJOZ,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SILTZJO,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SILTZOJ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SILTOJZ,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SILTOZJ,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
SILJTZO,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SILJTOZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SILJZTO,X,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X
SILJZOT,O,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X
SILJOTZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SILJOZT,O,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
SILZTJO,X,X,X,X,X,O,X,X,O,X,X,O,X,X,O,X,X
SILZTOJ,X,X,X,X,X,O,X,O,O,X,X,X,X,O,O,X,X
SILZJTO,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
SILZJOT,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
SILZOTJ,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
SILZOJT,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
SILOTJZ,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SILOTZJ,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
SILOJTZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SILOJZT,O,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
SILOZTJ,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
SILOZJT,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SIJTLZO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIJTLOZ,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
SIJTZLO,X,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X
SIJTZOL,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SIJTOLZ,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
SIJTOZL,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
SIJLTZO,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIJLTOZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIJLZTO,X,X,X,O,X,X,X,O,O,X,O,O,X,X,X,X,X
SIJLZOT,O,X,X,O,X,X,X,O,O,X,O,O,X,X,X,X,X
SIJLOTZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIJLOZT,O,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
SIJZTLO,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
SIJZTOL,X,X,X,O,X,X,X,X,X,X,O,O,X,O,X,X,X
SIJZLTO,X,O,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
