sequence,v115@EhB8FeF8CeG8BeG8JeT6IvhFxbByhBGeB0gBlkBXqB,v115@EhB8FeF8CeG8BeG8JeT6IvhFxbByhBGeB0kBllBXqB,v115@EhB8FeF8CeG8BeG8Jex6IvhFygBzcBGeBlkB3lB0pB,v115@EhB8FeF8CeG8BeG8JeU7IvhFahBzcBGeBxkBFqB/pB,v115@EhB8FeF8CeG8BeG8Jel7IvhFzcBGeB/kBZlB8lB6pB
ZILTOJS,O,O,X,O,O
ZILTOSJ,O,O,X,O,O
ZILJTSO,O,O,X,O,O
ZILJTOS,O,O,X,O,O
ZILJSTO,O,O,X,X,O
ZILJSOT,O,O,X,X,O
ZILJOTS,O,O,X,O,O
ZILJOST,O,O,X,X,O
ZILSTJO,O,O,X,X,O
ZILSTOJ,O,O,X,X,O
ZILSJTO,O,O,X,X,O
ZILSJOT,O,O,X,X,O
ZILSOTJ,O,X,X,X,O
ZILSOJT,O,O,X,X,O
ZILOTJS,O,O,X,O,O
ZILOTSJ,O,O,X,O,O
ZILOJTS,O,O,X,O,O
ZILOJST,O,O,X,X,O
ZILOSTJ,O,X,X,X,O
ZILOSJT,O,O,X,X,O
ZIJTLSO,O,O,X,X,O
ZIJTLOS,O,O,X,X,O
ZIJTSLO,O,O,X,X,O
ZIJTSOL,O,O,X,X,O
ZIJTOLS,O,O,X,X,O
ZIJTOSL,O,X,X,X,O
ZIJLTSO,O,O,X,O,O
ZIJLTOS,O,O,X,O,O
ZIJLSTO,O,O,X,X,O
ZIJLSOT,O,O,X,X,O
ZIJLOTS,O,O,X,O,O
ZIJLOST,O,O,X,X,O
ZIJSTLO,O,X,X,X,O
ZIJSTOL,O,X,X,X,O
ZIJSLTO,O,X,X,X,O
ZIJSLOT,O,X,X,X,O
ZIJSOTL,O,X,X,X,O
ZIJSOLT,O,X,X,X,O
ZIJOTLS,O,O,X,X,O
ZIJOTSL,O,X,X,X,O
ZIJOLTS,O,O,X,O,O
ZIJOLST,O,O,X,X,O
ZIJOSTL,O,X,X,X,O
ZIJOSLT,O,X,X,X,O
ZISTLJO,O,X,X,X,O
ZISTLOJ,O,X,X,X,O
ZISTJLO,O,X,X,X,O
ZISTJOL,O,X,X,X,O
ZISTOLJ,O,X,X,X,O
ZISTOJL,O,X,X,X,O
ZISLTJO,O,X,X,X,O
ZISLTOJ,O,X,X,X,O
ZISLJTO,O,X,X,X,O
ZISLJOT,O,X,X,X,O
ZISLOTJ,O,X,X,X,O
ZISLOJT,O,X,X,X,O
ZISJTLO,O,X,X,X,O
ZISJTOL,O,X,X,X,O
ZISJLTO,O,X,X,X,O
ZISJLOT,O,X,X,X,O
ZISJOTL,O,X,X,X,O
ZISJOLT,O,X,X,X,O
ZISOTLJ,O,X,X,X,O
ZISOTJL,O,X,X,X,O
ZISOLTJ,O,X,X,X,O
ZISOLJT,O,X,X,X,O
ZISOJTL,O,X,X,X,O
ZISOJLT,O,X,X,X,O
ZIOTLJS,O,O,X,X,O
ZIOTLSJ,O,O,X,X,O
ZIOTJLS,O,O,X,X,O
ZIOTJSL,O,X,X,X,O
ZIOTSLJ,O,X,X,X,O
ZIOTSJL,O,X,X,X,O
ZIOLTJS,O,O,X,O,O
ZIOLTSJ,O,O,X,O,O
ZIOLJTS,O,O,X,O,O
ZIOLJST,O,O,X,X,O
ZIOLSTJ,O,X,X,X,O
ZIOLSJT,O,O,X,X,O
ZIOJTLS,O,O,X,X,O
ZIOJTSL,O,X,X,X,O
ZIOJLTS,O,O,X,O,O
ZIOJLST,O,O,X,X,O
ZIOJSTL,O,X,X,X,O
ZIOJSLT,O,X,X,X,O
ZIOSTLJ,O,X,X,X,O
ZIOSTJL,O,X,X,X,O
ZIOSLTJ,O,X,X,X,O
ZIOSLJT,O,X,X,X,O
ZIOSJTL,O,X,X,X,O
ZIOSJLT,O,X,X,X,O
ZLTIJSO,O,O,X,O,O
ZLTIJOS,O,O,X,O,O
ZLTISJO,O,O,X,O,O
ZLTISOJ,O,O,X,O,O
ZLTIOJS,O,O,X,O,O
ZLTIOSJ,O,O,X,O,O
ZLTJISO,O,O,X,O,O
ZLTJIOS,O,O,X,O,O
ZLTJSIO,O,O,X,X,X
ZLTJSOI,O,O,X,X,X
ZLTJOIS,O,O,X,O,O
ZLTJOSI,O,O,X,X,X
ZLTSIJO,O,O,X,X,X
ZLTSIOJ,O,O,X,X,X
ZLTSJIO,O,O,X,X,X
ZLTSJOI,O,O,X,X,X
ZLTSOIJ,O,O,X,X,X
ZLTSOJI,O,O,X,X,X
ZLTOIJS,O,O,X,O,O
ZLTOISJ,O,O,X,O,O
ZLTOJIS,O,O,X,O,O
ZLTOJSI,O,O,X,X,X
ZLTOSIJ,O,O,X,X,X
ZLTOSJI,O,O,X,X,X
ZLITJSO,O,O,X,O,O
ZLITJOS,O,O,X,O,O
ZLITSJO,O,O,X,O,O
ZLITSOJ,O,O,X,O,O
ZLITOJS,O,O,X,O,O
ZLITOSJ,O,O,X,O,O
ZLIJTSO,O,O,X,O,O
ZLIJTOS,O,O,X,O,O
ZLIJSTO,O,O,X,X,O
ZLIJSOT,O,O,X,X,O
ZLIJOTS,O,O,X,O,O
ZLIJOST,O,O,X,X,O
ZLISTJO,O,O,X,X,O
ZLISTOJ,O,O,X,X,O
ZLISJTO,O,O,X,X,O
ZLISJOT,O,O,X,X,O
ZLISOTJ,O,X,X,X,O
ZLISOJT,O,O,X,X,O
ZLIOTJS,O,O,X,O,O
ZLIOTSJ,O,O,X,O,O
ZLIOJTS,O,O,X,O,O
ZLIOJST,O,O,X,X,O
ZLIOSTJ,O,X,X,X,O
ZLIOSJT,O,O,X,X,O
ZLJTISO,O,O,X,O,O
ZLJTIOS,O,O,X,O,O
ZLJTSIO,O,O,X,X,X
ZLJTSOI,O,O,X,X,X
ZLJTOIS,O,O,X,O,O
ZLJTOSI,O,O,X,X,X
ZLJITSO,O,O,X,O,O
ZLJITOS,O,O,X,O,O
ZLJISTO,O,O,X,X,O
ZLJISOT,O,O,X,X,O
ZLJIOTS,O,O,X,O,O
ZLJIOST,O,O,X,X,O
ZLJSTIO,O,O,X,X,X
ZLJSTOI,O,O,X,X,X
ZLJSITO,O,O,X,X,O
ZLJSIOT,O,O,X,X,O
ZLJSOTI,O,O,X,X,X
ZLJSOIT,O,O,X,X,O
ZLJOTIS,O,O,X,O,O
ZLJOTSI,O,O,X,X,X
ZLJOITS,O,O,X,O,O
ZLJOIST,O,O,X,X,O
ZLJOSTI,O,O,X,X,X
ZLJOSIT,O,O,X,X,O
ZLSTIJO,O,O,X,X,X
ZLSTIOJ,O,O,X,X,X
ZLSTJIO,O,O,X,X,X
ZLSTJOI,O,O,X,X,X
ZLSTOIJ,O,O,X,X,X
ZLSTOJI,O,O,X,X,X
ZLSITJO,O,O,X,X,O
ZLSITOJ,O,O,X,X,O
ZLSIJTO,O,O,X,X,O
ZLSIJOT,O,O,X,X,O
ZLSIOTJ,O,X,X,X,O
ZLSIOJT,O,O,X,X,O
ZLSJTIO,O,O,X,X,X
ZLSJTOI,O,O,X,X,X
ZLSJITO,O,O,X,X,O
ZLSJIOT,O,O,X,X,O
ZLSJOTI,O,O,X,X,X
ZLSJOIT,O,O,X,X,O
ZLSOTIJ,O,O,X,X,X
ZLSOTJI,O,O,X,X,X
ZLSOITJ,O,X,X,X,O
ZLSOIJT,O,O,X,X,O
ZLSOJTI,O,O,X,X,X
ZLSOJIT,O,O,X,X,O
ZLOTIJS,O,O,X,O,O
ZLOTISJ,O,O,X,O,O
ZLOTJIS,O,O,X,O,O
ZLOTJSI,O,O,X,X,X
ZLOTSIJ,O,O,X,X,X
ZLOTSJI,O,O,X,X,X
ZLOITJS,O,O,X,O,O
ZLOITSJ,O,O,X,O,O
ZLOIJTS,O,O,X,O,O
ZLOIJST,O,O,X,X,O
ZLOISTJ,O,X,X,X,O
ZLOISJT,O,O,X,X,O
ZLOJTIS,O,O,X,O,O
ZLOJTSI,O,O,X,X,X
ZLOJITS,O,O,X,O,O
ZLOJIST,O,O,X,X,O
ZLOJSTI,O,O,X,X,X
ZLOJSIT,O,O,X,X,O
ZLOSTIJ,O,O,X,X,X
ZLOSTJI,O,O,X,X,X
ZLOSITJ,O,X,X,X,O
ZLOSIJT,O,O,X,X,O
ZLOSJTI,O,O,X,X,X
ZLOSJIT,O,O,X,X,O
ZJTILSO,O,O,X,O,O
ZJTILOS,O,O,X,O,O
ZJTISLO,O,O,X,X,O
ZJTISOL,O,O,X,X,O
ZJTIOLS,O,O,X,O,O
ZJTIOSL,O,X,X,X,O
ZJTLISO,O,O,X,O,O
ZJTLIOS,O,O,X,O,O
ZJTLSIO,O,O,X,X,X
ZJTLSOI,O,O,X,X,X
ZJTLOIS,O,O,X,O,O
ZJTLOSI,O,O,X,X,X
ZJTSILO,O,O,O,X,O
ZJTSIOL,O,O,O,X,O
ZJTSLIO,O,O,O,X,X
ZJTSLOI,O,O,O,X,X
ZJTSOIL,O,O,O,X,O
ZJTSOLI,O,O,O,X,X
ZJTOILS,O,O,X,O,O
ZJTOISL,O,X,X,X,O
ZJTOLIS,O,O,X,O,O
ZJTOLSI,O,O,X,X,X
ZJTOSIL,O,O,O,X,O
ZJTOSLI,O,O,O,X,X
ZJITLSO,O,O,X,X,O
ZJITLOS,O,O,X,X,O
ZJITSLO,O,O,X,X,O
ZJITSOL,O,O,X,X,O
ZJITOLS,O,O,X,X,O
ZJITOSL,O,X,X,X,O
ZJILTSO,O,O,X,O,O
ZJILTOS,O,O,X,O,O
ZJILSTO,O,O,X,X,O
ZJILSOT,O,O,X,X,O
ZJILOTS,O,O,X,O,O
ZJILOST,O,O,X,X,O
ZJISTLO,O,X,X,X,O
ZJISTOL,O,X,X,X,O
ZJISLTO,O,X,X,X,O
ZJISLOT,O,X,X,X,O
ZJISOTL,O,X,X,X,O
ZJISOLT,O,X,X,X,O
ZJIOTLS,O,O,X,X,O
ZJIOTSL,O,X,X,X,O
ZJIOLTS,O,O,X,O,O
ZJIOLST,O,O,X,X,O
ZJIOSTL,O,X,X,X,O
ZJIOSLT,O,X,X,X,O
ZJLTISO,O,O,X,O,O
ZJLTIOS,O,O,X,O,O
ZJLTSIO,O,O,X,X,X
ZJLTSOI,O,O,X,X,X
ZJLTOIS,O,O,X,O,O
ZJLTOSI,O,O,X,X,X
ZJLITSO,O,O,X,O,O
ZJLITOS,O,O,X,O,O
ZJLISTO,O,O,X,X,O
ZJLISOT,O,O,X,X,O
ZJLIOTS,O,O,X,O,O
ZJLIOST,O,O,X,X,O
ZJLSTIO,O,O,X,X,X
ZJLSTOI,O,O,X,X,X
ZJLSITO,O,O,X,X,O
ZJLSIOT,O,O,X,X,O
ZJLSOTI,O,O,X,X,X
ZJLSOIT,O,O,X,X,O
ZJLOTIS,O,O,X,O,O
ZJLOTSI,O,O,X,X,X
ZJLOITS,O,O,X,O,O
ZJLOIST,O,O,X,X,O
ZJLOSTI,O,O,X,X,X
ZJLOSIT,O,O,X,X,O
ZJSTILO,O,O,O,X,O
ZJSTIOL,O,O,O,X,O
ZJSTLIO,O,O,O,X,X
ZJSTLOI,O,O,O,X,X
ZJSTOIL,O,O,O,X,O
ZJSTOLI,O,O,O,X,X
ZJSITLO,O,X,X,X,O
ZJSITOL,O,X,X,X,O
ZJSILTO,O,X,X,X,O
ZJSILOT,O,X,X,X,O
ZJSIOTL,O,X,X,X,O
ZJSIOLT,O,X,X,X,O
ZJSLTIO,O,O,O,X,X
ZJSLTOI,O,O,O,X,X
ZJSLITO,O,O,X,X,O
ZJSLIOT,O,O,O,X,O
ZJSLOTI,O,O,O,X,X
ZJSLOIT,O,O,O,X,O
ZJSOTIL,O,X,O,X,O
ZJSOTLI,O,O,O,X,X
ZJSOITL,O,X,X,X,O
ZJSOILT,O,X,X,X,O
ZJSOLTI,O,O,O,X,X
ZJSOLIT,O,O,O,X,O
ZJOTILS,O,O,X,O,O
ZJOTISL,O,X,X,X,O
ZJOTLIS,O,O,X,O,O
ZJOTLSI,O,O,X,X,X
ZJOTSIL,O,O,O,X,O
ZJOTSLI,O,O,O,X,X
ZJOITLS,O,O,X,X,O
ZJOITSL,O,X,X,X,O
ZJOILTS,O,O,X,O,O
ZJOILST,O,O,X,X,O
ZJOISTL,O,X,X,X,O
ZJOISLT,O,X,X,X,O
ZJOLTIS,O,O,X,O,O
ZJOLTSI,O,O,X,X,X
ZJOLITS,O,O,X,O,O
ZJOLIST,O,O,X,X,O
ZJOLSTI,O,O,X,X,X
ZJOLSIT,O,O,X,X,O
ZJOSTIL,O,X,O,X,O
ZJOSTLI,O,O,O,X,X
ZJOSITL,O,X,X,X,O
ZJOSILT,O,X,X,X,O
ZJOSLTI,O,O,O,X,X
ZJOSLIT,O,O,O,X,O
ZSTILJO,O,O,O,X,O
ZSTILOJ,O,O,O,X,O
ZSTIJLO,O,O,O,X,O
ZSTIJOL,O,O,O,X,O
ZSTIOLJ,O,O,O,X,O
ZSTIOJL,O,O,O,X,O
ZSTLIJO,O,O,O,X,X
ZSTLIOJ,O,O,O,X,X
ZSTLJIO,O,O,O,X,X
ZSTLJOI,O,O,O,X,X
ZSTLOIJ,O,O,O,X,X
ZSTLOJI,O,O,O,X,X
ZSTJILO,O,O,O,X,O
ZSTJIOL,O,O,O,X,O
ZSTJLIO,O,O,O,X,X
ZSTJLOI,O,O,O,X,X
ZSTJOIL,O,O,O,X,O
ZSTJOLI,O,O,O,X,X
ZSTOILJ,O,O,O,X,O
ZSTOIJL,O,O,O,X,O
ZSTOLIJ,O,O,O,X,X
ZSTOLJI,O,O,O,X,X
ZSTOJIL,O,O,O,X,O
ZSTOJLI,O,O,O,X,X
ZSITLJO,O,X,X,X,O
ZSITLOJ,O,X,X,X,O
ZSITJLO,O,X,X,X,O
ZSITJOL,O,X,X,X,O
ZSITOLJ,O,X,X,X,O
ZSITOJL,O,X,X,X,O
ZSILTJO,O,X,X,X,O
ZSILTOJ,O,X,X,X,O
ZSILJTO,O,X,X,X,O
ZSILJOT,O,X,X,X,O
ZSILOTJ,O,X,X,X,O
ZSILOJT,O,X,X,X,O
ZSIJTLO,O,X,X,X,O
ZSIJTOL,O,X,X,X,O
ZSIJLTO,O,X,X,X,O
ZSIJLOT,O,X,X,X,O
ZSIJOTL,O,X,X,X,O
ZSIJOLT,O,X,X,X,O
ZSIOTLJ,O,X,X,X,O
ZSIOTJL,O,X,X,X,O
ZSIOLTJ,O,X,X,X,O
ZSIOLJT,O,X,X,X,O
ZSIOJTL,O,X,X,X,O
ZSIOJLT,O,X,X,X,O
ZSLTIJO,O,O,O,X,X
ZSLTIOJ,O,O,O,X,X
ZSLTJIO,O,O,O,X,X
ZSLTJOI,O,O,O,X,X
ZSLTOIJ,O,O,O,X,X
ZSLTOJI,O,O,O,X,X
ZSLITJO,O,O,X,X,O
ZSLITOJ,O,O,X,X,O
ZSLIJTO,O,O,X,X,O
ZSLIJOT,O,O,O,X,O
ZSLIOTJ,O,X,X,X,O
ZSLIOJT,O,O,O,X,O
ZSLJTIO,O,O,O,X,X
ZSLJTOI,O,O,O,X,X
ZSLJITO,O,O,X,X,O
ZSLJIOT,O,O,O,X,O
ZSLJOTI,O,O,O,X,X
ZSLJOIT,O,O,O,X,O
ZSLOTIJ,O,O,O,X,X
ZSLOTJI,O,O,O,X,X
ZSLOITJ,O,X,X,X,O
ZSLOIJT,O,O,O,X,O
ZSLOJTI,O,O,O,X,X
ZSLOJIT,O,O,O,X,O
ZSJTILO,O,O,O,X,O
ZSJTIOL,O,O,O,X,O
ZSJTLIO,O,O,O,X,X
ZSJTLOI,O,O,O,X,X
ZSJTOIL,O,O,O,X,O
ZSJTOLI,O,O,O,X,X
ZSJITLO,O,X,X,X,O
ZSJITOL,O,X,X,X,O
ZSJILTO,O,X,X,X,O
ZSJILOT,O,X,X,X,O
ZSJIOTL,O,X,X,X,O
ZSJIOLT,O,X,X,X,O
ZSJLTIO,O,O,O,X,X
ZSJLTOI,O,O,O,X,X
ZSJLITO,O,O,X,X,O
ZSJLIOT,O,O,O,X,O
ZSJLOTI,O,O,O,X,X
ZSJLOIT,O,O,O,X,O
ZSJOTIL,O,X,O,X,O
ZSJOTLI,O,O,O,X,X
ZSJOITL,O,X,X,X,O
ZSJOILT,O,X,X,X,O
ZSJOLTI,O,O,O,X,X
ZSJOLIT,O,O,O,X,O
ZSOTILJ,O,X,O,X,O
ZSOTIJL,O,X,O,X,O
ZSOTLIJ,O,O,O,X,X
ZSOTLJI,O,O,O,X,X
ZSOTJIL,O,X,O,X,O
ZSOTJLI,O,O,O,X,X
ZSOITLJ,O,X,X,X,O
ZSOITJL,O,X,X,X,O
ZSOILTJ,O,X,X,X,O
ZSOILJT,O,X,X,X,O
ZSOIJTL,O,X,X,X,O
ZSOIJLT,O,X,X,X,O
ZSOLTIJ,O,O,O,X,X
ZSOLTJI,O,O,O,X,X
ZSOLITJ,O,X,X,X,O
ZSOLIJT,O,O,O,X,O
ZSOLJTI,O,O,O,X,X
ZSOLJIT,O,O,O,X,O
ZSOJTIL,O,X,O,X,O
ZSOJTLI,O,O,O,X,X
ZSOJITL,O,X,X,X,O
ZSOJILT,O,X,X,X,O
ZSOJLTI,O,O,O,X,X
ZSOJLIT,O,O,O,X,O
ZOTILJS,O,O,X,O,O
ZOTILSJ,O,O,X,O,O
ZOTIJLS,O,O,X,O,O
ZOTIJSL,O,X,X,X,O
ZOTISLJ,O,X,X,X,O
ZOTISJL,O,X,X,X,O
ZOTLIJS,O,O,X,O,O
ZOTLISJ,O,O,X,O,O
ZOTLJIS,O,O,X,O,O
ZOTLJSI,O,O,X,X,X
ZOTLSIJ,O,O,X,X,X
ZOTLSJI,O,O,X,X,X
ZOTJILS,O,O,X,O,O
ZOTJISL,O,X,X,X,O
ZOTJLIS,O,O,X,O,O
ZOTJLSI,O,O,X,X,X
ZOTJSIL,O,O,O,X,O
ZOTJSLI,O,O,O,X,X
ZOTSILJ,O,O,O,X,O
ZOTSIJL,O,O,O,X,O
ZOTSLIJ,O,O,O,X,X
ZOTSLJI,O,O,O,X,X
ZOTSJIL,O,O,O,X,O
ZOTSJLI,O,O,O,X,X
ZOITLJS,O,O,X,X,O
ZOITLSJ,O,O,X,X,O
ZOITJLS,O,O,X,X,O
ZOITJSL,O,X,X,X,O
ZOITSLJ,O,X,X,X,O
ZOITSJL,O,X,X,X,O
ZOILTJS,O,O,X,O,O
ZOILTSJ,O,O,X,O,O
ZOILJTS,O,O,X,O,O
ZOILJST,O,O,X,X,O
ZOILSTJ,O,X,X,X,O
ZOILSJT,O,O,X,X,O
ZOIJTLS,O,O,X,X,O
ZOIJTSL,O,X,X,X,O
ZOIJLTS,O,O,X,O,O
ZOIJLST,O,O,X,X,O
ZOIJSTL,O,X,X,X,O
ZOIJSLT,O,X,X,X,O
ZOISTLJ,O,X,X,X,O
ZOISTJL,O,X,X,X,O
ZOISLTJ,O,X,X,X,O
ZOISLJT,O,X,X,X,O
ZOISJTL,O,X,X,X,O
ZOISJLT,O,X,X,X,O
ZOLTIJS,O,O,X,O,O
ZOLTISJ,O,O,X,O,O
ZOLTJIS,O,O,X,O,O
ZOLTJSI,O,O,X,X,X
ZOLTSIJ,O,O,X,X,X
ZOLTSJI,O,O,X,X,X
ZOLITJS,O,O,X,O,O
ZOLITSJ,O,O,X,O,O
ZOLIJTS,O,O,X,O,O
ZOLIJST,O,O,X,X,O
ZOLISTJ,O,X,X,X,O
ZOLISJT,O,O,X,X,O
ZOLJTIS,O,O,X,O,O
ZOLJTSI,O,O,X,X,X
ZOLJITS,O,O,X,O,O
ZOLJIST,O,O,X,X,O
ZOLJSTI,O,O,X,X,X
ZOLJSIT,O,O,X,X,O
ZOLSTIJ,O,O,X,X,X
ZOLSTJI,O,O,X,X,X
ZOLSITJ,O,X,X,X,O
ZOLSIJT,O,O,X,X,O
ZOLSJTI,O,O,X,X,X
ZOLSJIT,O,O,X,X,O
ZOJTILS,O,O,X,O,O
ZOJTISL,O,X,X,X,O
ZOJTLIS,O,O,X,O,O
ZOJTLSI,O,O,X,X,X
ZOJTSIL,O,O,O,X,O
ZOJTSLI,O,O,O,X,X
ZOJITLS,O,O,X,X,O
ZOJITSL,O,X,X,X,O
ZOJILTS,O,O,X,O,O
ZOJILST,O,O,X,X,O
ZOJISTL,O,X,X,X,O
ZOJISLT,O,X,X,X,O
ZOJLTIS,O,O,X,O,O
ZOJLTSI,O,O,X,X,X
ZOJLITS,O,O,X,O,O
ZOJLIST,O,O,X,X,O
ZOJLSTI,O,O,X,X,X
ZOJLSIT,O,O,X,X,O
ZOJSTIL,O,X,O,X,O
ZOJSTLI,O,O,O,X,X
ZOJSITL,O,X,X,X,O
ZOJSILT,O,X,X,X,O
ZOJSLTI,O,O,O,X,X
ZOJSLIT,O,O,O,X,O
ZOSTILJ,O,X,O,X,O
ZOSTIJL,O,X,O,X,O
ZOSTLIJ,O,O,O,X,X
ZOSTLJI,O,O,O,X,X
ZOSTJIL,O,X,O,X,O
ZOSTJLI,O,O,O,X,X
ZOSITLJ,O,X,X,X,O
ZOSITJL,O,X,X,X,O
ZOSILTJ,O,X,X,X,O
ZOSILJT,O,X,X,X,O
ZOSIJTL,O,X,X,X,O
ZOSIJLT,O,X,X,X,O
ZOSLTIJ,O,O,O,X,X
ZOSLTJI,O,O,O,X,X
ZOSLITJ,O,X,X,X,O
ZOSLIJT,O,O,O,X,O
ZOSLJTI,O,O,O,X,X
ZOSLJIT,O,O,O,X,O
ZOSJTIL,O,X,O,X,O
ZOSJTLI,O,O,O,X,X
ZOSJITL,O,X,X,X,O
ZOSJILT,O,X,X,X,O
ZOSJLTI,O,O,O,X,X
ZOSJLIT,O,O,O,X,O
OTILJSZ,O,X,X,O,X
OTILJZS,O,X,X,O,X
OTILSJZ,O,X,X,O,X
OTILSZJ,X,X,X,O,X
OTILZJS,O,X,X,O,X
OTILZSJ,O,X,X,O,X
OTIJLSZ,O,X,X,O,X
OTIJLZS,O,X,X,O,X
OTIJSLZ,X,X,O,O,X
OTIJSZL,X,X,O,X,O
OTIJZLS,O,X,X,O,O
OTIJZSL,O,X,X,X,O
OTISLJZ,X,X,O,O,X
OTISLZJ,X,X,O,O,X
OTISJLZ,X,X,O,O,X
OTISJZL,X,X,O,X,O
OTISZLJ,X,X,O,X,O
OTISZJL,X,X,O,X,O
OTIZLJS,O,X,X,O,O
OTIZLSJ,O,X,X,O,O
OTIZJLS,O,X,X,O,O
OTIZJSL,O,X,X,X,O
OTIZSLJ,O,X,X,X,O
OTIZSJL,O,X,X,X,O
OTLIJSZ,O,X,X,O,X
OTLIJZS,O,O,X,O,X
OTLISJZ,O,X,X,O,X
OTLISZJ,X,X,X,O,X
OTLIZJS,O,O,X,O,X
OTLIZSJ,O,O,X,O,X
OTLJISZ,O,X,X,O,X
OTLJIZS,O,O,X,O,X
OTLJSIZ,O,X,O,O,X
OTLJSZI,O,X,O,X,X
OTLJZIS,O,O,X,O,X
OTLJZSI,O,O,X,X,X
OTLSIJZ,O,X,O,O,X
OTLSIZJ,X,X,O,O,X
OTLSJIZ,O,X,O,O,X
OTLSJZI,O,X,O,X,X
OTLSZIJ,O,X,O,X,X
OTLSZJI,O,X,O,X,X
OTLZIJS,O,O,X,O,X
OTLZISJ,O,O,X,O,X
OTLZJIS,O,O,X,O,X
OTLZJSI,O,O,X,X,X
OTLZSIJ,O,O,X,X,X
OTLZSJI,O,O,X,X,X
OTJILSZ,O,X,X,O,X
OTJILZS,O,X,X,O,X
OTJISLZ,X,X,O,O,X
OTJISZL,X,X,O,X,O
OTJIZLS,O,X,X,O,O
OTJIZSL,O,X,X,X,O
OTJLISZ,O,X,X,O,X
OTJLIZS,O,O,X,O,X
OTJLSIZ,O,X,O,O,X
OTJLSZI,O,X,O,X,X
OTJLZIS,O,O,X,O,X
OTJLZSI,O,O,X,X,X
OTJSILZ,X,X,O,O,X
OTJSIZL,X,X,O,X,O
OTJSLIZ,O,X,O,O,X
OTJSLZI,O,X,O,X,X
OTJSZIL,O,X,O,X,O
OTJSZLI,O,X,O,X,X
OTJZILS,O,O,X,O,O
OTJZISL,O,X,X,X,O
OTJZLIS,O,O,X,O,O
OTJZLSI,O,O,X,X,X
OTJZSIL,O,O,O,X,O
OTJZSLI,O,O,O,X,X
OTSILJZ,X,X,O,O,X
OTSILZJ,X,X,O,O,X
OTSIJLZ,X,X,O,O,X
OTSIJZL,X,X,O,X,O
OTSIZLJ,X,X,O,X,O
OTSIZJL,X,X,O,X,O
OTSLIJZ,O,X,O,O,X
OTSLIZJ,X,X,O,O,X
OTSLJIZ,O,X,O,O,X
OTSLJZI,O,X,O,X,X
OTSLZIJ,O,X,O,X,X
OTSLZJI,O,X,O,X,X
OTSJILZ,X,X,O,O,X
OTSJIZL,X,X,O,X,O
OTSJLIZ,O,X,O,O,X
OTSJLZI,O,X,O,X,X
OTSJZIL,O,X,O,X,O
OTSJZLI,O,X,O,X,X
OTSZILJ,O,X,O,X,O
OTSZIJL,O,X,O,X,O
OTSZLIJ,O,X,O,X,X
OTSZLJI,O,X,O,X,X
OTSZJIL,O,X,O,X,O
OTSZJLI,O,X,O,X,X
OTZILJS,O,O,X,O,O
OTZILSJ,O,O,X,O,O
OTZIJLS,O,O,X,O,O
OTZIJSL,O,X,X,X,O
OTZISLJ,O,X,X,X,O
OTZISJL,O,X,X,X,O
OTZLIJS,O,O,X,O,O
OTZLISJ,O,O,X,O,O
OTZLJIS,O,O,X,O,O
OTZLJSI,O,O,X,X,X
OTZLSIJ,O,O,X,X,X
OTZLSJI,O,O,X,X,X
OTZJILS,O,O,X,O,O
OTZJISL,O,X,X,X,O
OTZJLIS,O,O,X,O,O
OTZJLSI,O,O,X,X,X
OTZJSIL,O,O,O,X,O
OTZJSLI,O,O,O,X,X
OTZSILJ,O,O,O,X,O
OTZSIJL,O,O,O,X,O
OTZSLIJ,O,O,O,X,X
OTZSLJI,O,O,O,X,X
OTZSJIL,O,O,O,X,O
OTZSJLI,O,O,O,X,X
OITLJSZ,X,X,X,O,X
OITLJZS,X,X,X,O,X
OITLSJZ,X,X,X,O,X
OITLSZJ,X,X,X,O,X
OITLZJS,X,X,X,O,X
OITLZSJ,X,X,X,O,X
OITJLSZ,X,X,X,O,X
OITJLZS,X,X,X,O,X
OITJSLZ,X,X,O,O,X
OITJSZL,X,X,O,X,O
OITJZLS,X,X,X,O,O
OITJZSL,X,X,X,X,O
OITSLJZ,X,X,O,O,X
OITSLZJ,X,X,O,O,X
OITSJLZ,X,X,O,O,X
OITSJZL,X,X,O,X,O
OITSZLJ,X,X,O,X,O
OITSZJL,X,X,O,X,O
OITZLJS,X,X,X,O,O
OITZLSJ,X,X,X,O,O
OITZJLS,X,X,X,O,O
OITZJSL,X,X,X,X,O
OITZSLJ,X,X,X,X,O
OITZSJL,X,X,X,X,O
OILTJSZ,X,X,X,O,X
OILTJZS,X,X,X,O,X
OILTSJZ,X,X,X,O,X
OILTSZJ,X,X,X,O,X
OILTZJS,X,X,X,O,X
OILTZSJ,X,X,X,O,X
OILJTSZ,X,X,X,O,X
OILJTZS,X,X,X,O,X
OILJSTZ,X,X,X,O,X
OILJSZT,X,X,X,X,O
OILJZTS,X,X,X,O,O
OILJZST,X,X,X,X,O
OILSTJZ,X,X,X,O,X
OILSTZJ,X,X,X,O,X
OILSJTZ,X,X,X,O,X
OILSJZT,X,X,X,X,O
OILSZTJ,X,X,X,X,O
OILSZJT,X,X,X,X,O
OILZTJS,X,X,X,O,O
OILZTSJ,X,X,X,O,O
OILZJTS,X,X,X,O,O
OILZJST,X,X,X,X,O
OILZSTJ,X,X,X,X,O
OILZSJT,X,X,X,X,O
OIJTLSZ,X,X,X,O,X
OIJTLZS,X,X,X,O,X
