sequence,v115@6gC8IeB8GeC8DeH8AeF8JeT6IvhFxbByhB8kBWmB3i?BlqB,v115@6gC8IeB8GeC8DeH8AeF8Je2/IvhFRbBzcBUhB3iBCl?BlqB,v115@6gC8IeB8GeC8DeH8AeF8Jex6IvhFOhB8hB6kBTgB3i?BlqB,v115@6gC8IeB8GeC8DeH8AeF8JeT6IvhFxbB8hBmgB3iBCl?BlqB,v115@6gC8IeB8GeC8DeH8AeF8Jex6IvhFygBzcB0fB3iBFm?BGqB,v115@6gC8IeB8GeC8DeH8AeF8Jex6IvhFmcB6kBcmB3iBTl?BlqB,v115@6gC8IeB8GeC8DeH8AeF8JeT6IvhFlbB2iBClBxmBcm?B/qB,v115@6gC8IeB8GeC8DeH8AeF8JeT6IvhFygBRiBXgBUiBFm?BGqB,v115@6gC8IeB8GeC8DeH8AeF8Je//IvhFagBzbBRiBUiBFm?BGqB,v115@6gC8IeB8GeC8DeH8AeF8Jem6IvhFzbB6kBRiBUiB/q?BFrB,v115@6gC8IeB8GeC8DeH8AeF8Jei6IvhFzbBukBRiBUiB/q?BFrB,v115@6gC8IeB8GeC8DeH8AeF8Jex7IvhF8hBmfBzgB3iB6k?BlqB,v115@6gC8IeB8GeC8DeH8AeF8JeT6IvhFxbB8hBVlBamB3i?BGqB,v115@6gC8IeB8GeC8DeH8AeF8JeOBJvhF8hBxfB3iB6kBTg?BlqB
ZSLITJO,O,O,O,O,O,O,X,X,X,O,X,X,X,X
ZSLITOJ,O,O,O,O,O,X,X,X,O,O,X,X,X,X
ZSLIJTO,O,O,O,O,O,O,X,X,O,O,X,X,O,O
ZSLIJOT,O,O,O,O,O,O,X,X,X,X,X,X,O,O
ZSLIOTJ,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZSLIOJT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZSLJTIO,O,O,O,O,O,O,X,X,O,O,X,X,O,O
ZSLJTOI,O,O,O,O,O,O,X,X,O,O,X,O,O,X
ZSLJITO,O,O,O,O,O,O,X,X,O,O,X,X,O,O
ZSLJIOT,O,O,O,O,O,O,X,X,X,X,X,X,O,O
ZSLJOTI,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZSLJOIT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZSLOTIJ,O,O,O,O,O,O,X,X,X,X,X,X,X,X
ZSLOTJI,O,O,O,O,O,O,X,X,X,X,X,X,X,X
ZSLOITJ,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZSLOIJT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZSLOJTI,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZSLOJIT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZSJTILO,O,O,O,O,O,X,X,X,X,X,O,X,O,O
ZSJTIOL,O,O,O,O,O,X,X,X,X,X,O,O,O,O
ZSJTLIO,O,O,O,O,O,O,X,X,X,X,O,X,O,O
ZSJTLOI,O,O,O,O,O,O,X,X,X,X,O,O,O,X
ZSJTOIL,O,O,O,O,O,X,X,X,X,X,O,O,O,O
ZSJTOLI,O,O,O,O,O,O,X,X,X,X,O,O,O,X
ZSJITLO,O,O,O,O,O,X,X,X,X,X,O,X,O,O
ZSJITOL,O,O,O,O,O,X,X,X,X,X,O,O,O,O
ZSJILTO,O,O,O,O,O,O,X,X,X,X,O,X,O,O
ZSJILOT,O,O,O,O,O,O,X,X,X,X,X,X,O,O
ZSJIOTL,O,O,X,O,O,X,X,X,X,X,X,X,O,O
ZSJIOLT,O,O,X,O,O,O,X,X,X,X,X,X,O,O
ZSJLTIO,O,O,O,O,O,O,X,X,X,X,O,X,O,O
ZSJLTOI,O,O,O,O,O,O,X,X,X,X,O,O,O,X
ZSJLITO,O,O,O,O,O,O,X,X,X,X,O,X,O,O
ZSJLIOT,O,O,O,O,O,O,X,X,X,X,X,X,O,O
ZSJLOTI,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZSJLOIT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZSJOTIL,O,O,O,O,O,X,X,X,X,X,X,O,O,O
ZSJOTLI,O,O,O,O,O,O,X,X,X,X,X,O,O,X
ZSJOITL,O,O,X,O,O,X,X,X,X,X,X,X,O,O
ZSJOILT,O,O,X,O,O,O,X,X,X,X,X,X,O,O
ZSJOLTI,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZSJOLIT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZSOTILJ,O,O,O,O,O,X,X,X,X,X,X,O,X,X
ZSOTIJL,O,O,O,O,O,X,X,X,X,X,X,O,O,O
ZSOTLIJ,O,O,O,O,O,O,X,X,X,X,X,O,X,X
ZSOTLJI,O,O,O,O,O,O,X,X,X,X,X,O,X,X
ZSOTJIL,O,O,O,O,O,X,X,X,X,X,X,O,O,O
ZSOTJLI,O,O,O,O,O,O,X,X,X,X,X,O,O,X
ZSOITLJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X
ZSOITJL,O,O,X,O,O,X,X,X,X,X,X,X,O,X
ZSOILTJ,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZSOILJT,O,O,X,O,O,O,X,X,X,X,X,X,O,X
ZSOIJTL,O,O,X,O,O,X,X,X,X,X,X,X,O,O
ZSOIJLT,O,O,X,O,O,O,X,X,X,X,X,X,O,O
ZSOLTIJ,O,O,O,O,O,O,X,X,X,X,X,X,X,X
ZSOLTJI,O,O,O,O,O,O,X,X,X,X,X,X,X,X
ZSOLITJ,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZSOLIJT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZSOLJTI,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZSOLJIT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZSOJTIL,O,O,O,O,O,X,X,X,X,X,X,O,O,O
ZSOJTLI,O,O,O,O,O,O,X,X,X,X,X,O,O,X
ZSOJITL,O,O,X,O,O,X,X,X,X,X,X,X,O,O
ZSOJILT,O,O,X,O,O,O,X,X,X,X,X,X,O,O
ZSOJLTI,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZSOJLIT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZOTILJS,O,O,O,O,O,X,X,O,X,X,X,X,X,X
ZOTILSJ,X,O,O,O,O,X,X,O,X,X,X,X,X,X
ZOTIJLS,O,O,O,O,O,X,X,X,X,X,X,X,O,X
ZOTIJSL,O,O,O,O,X,X,X,X,X,X,X,X,O,X
ZOTISLJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X
ZOTISJL,O,O,O,O,O,X,X,X,X,X,X,X,O,X
ZOTLIJS,O,O,O,O,O,O,X,O,X,X,X,X,X,X
ZOTLISJ,X,O,O,O,O,X,X,O,X,X,X,X,X,X
ZOTLJIS,O,O,O,O,O,O,X,X,X,X,X,X,X,X
ZOTLJSI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOTLSIJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X
ZOTLSJI,O,O,O,O,O,X,X,X,X,X,X,X,X,X
ZOTJILS,O,O,O,O,O,X,X,X,X,X,X,X,O,X
ZOTJISL,O,O,O,O,X,X,X,X,X,X,X,X,O,X
ZOTJLIS,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZOTJLSI,O,O,O,O,X,X,X,X,X,X,X,X,O,X
ZOTJSIL,O,O,O,O,X,X,X,X,X,X,X,X,O,X
ZOTJSLI,O,O,O,O,X,X,X,X,X,X,X,X,O,X
ZOTSILJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X
ZOTSIJL,O,O,O,O,O,X,X,X,X,X,X,X,X,X
ZOTSLIJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X
ZOTSLJI,O,O,O,O,O,X,X,X,X,X,X,X,X,X
ZOTSJIL,O,O,O,O,O,X,X,X,X,X,X,X,X,X
ZOTSJLI,O,O,O,O,O,X,X,X,X,X,X,X,X,X
ZOITLJS,O,O,X,O,O,X,X,O,X,X,X,X,X,X
ZOITLSJ,X,O,X,O,O,X,X,O,X,X,X,X,X,X
ZOITJLS,O,O,X,O,O,X,X,X,X,X,X,X,O,X
ZOITJSL,O,O,X,O,X,X,X,X,X,X,X,X,O,X
ZOITSLJ,O,X,X,O,O,X,X,X,X,X,X,X,X,X
ZOITSJL,O,O,X,O,O,X,X,X,X,X,X,X,O,X
ZOILTJS,X,O,X,O,X,O,O,X,X,X,X,X,X,X
ZOILTSJ,X,X,X,O,X,X,O,X,X,X,X,X,X,X
ZOILJTS,O,O,X,O,X,O,O,X,X,X,X,X,O,X
ZOILJST,O,O,X,O,X,O,O,X,X,X,X,X,O,X
ZOILSTJ,X,X,X,O,O,X,O,X,X,X,X,X,X,X
ZOILSJT,X,O,X,O,O,O,O,X,X,X,X,X,O,X
ZOIJTLS,O,X,X,O,O,X,X,O,X,X,X,X,O,X
ZOIJTSL,X,O,X,O,O,X,X,X,X,X,X,X,O,X
ZOIJLTS,O,X,X,O,X,O,O,X,X,X,X,X,O,X
ZOIJLST,O,O,X,O,O,O,O,X,X,X,X,X,O,X
ZOIJSTL,O,O,X,O,O,X,X,X,X,X,X,X,O,X
ZOIJSLT,O,O,X,O,O,X,X,X,X,X,X,X,O,X
ZOISTLJ,O,X,X,O,O,X,X,X,X,X,X,X,X,X
ZOISTJL,O,O,X,O,O,X,X,X,X,X,X,X,O,X
ZOISLTJ,O,X,X,O,O,X,X,X,X,X,X,X,X,X
ZOISLJT,O,O,X,O,O,X,X,X,X,X,X,X,O,X
ZOISJTL,O,O,X,O,O,X,X,X,X,X,X,X,O,X
ZOISJLT,O,O,X,O,O,X,X,X,X,X,X,X,O,X
ZOLTIJS,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZOLTISJ,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOLTJIS,O,O,O,O,X,O,X,X,X,X,X,X,X,X
ZOLTJSI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOLTSIJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOLTSJI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOLITJS,X,O,X,O,X,O,O,X,X,X,X,X,X,X
ZOLITSJ,X,X,X,O,X,X,O,X,X,X,X,X,X,X
ZOLIJTS,O,O,O,O,X,O,O,X,X,X,X,X,O,X
ZOLIJST,O,O,O,O,X,O,O,X,X,X,X,X,O,X
ZOLISTJ,X,O,X,O,O,O,O,X,X,X,X,X,X,X
ZOLISJT,X,O,X,O,O,O,O,X,X,X,X,X,O,X
ZOLJTIS,O,O,O,O,X,O,X,X,X,X,X,X,O,X
ZOLJTSI,X,X,O,X,X,X,X,X,X,X,X,X,O,X
ZOLJITS,O,O,O,O,X,O,O,X,X,X,X,X,O,X
ZOLJIST,O,O,O,O,X,O,O,X,X,X,X,X,O,X
ZOLJSTI,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOLJSIT,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZOLSTIJ,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZOLSTJI,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZOLSITJ,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZOLSIJT,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZOLSJTI,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZOLSJIT,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZOJTILS,O,O,O,O,O,X,X,O,X,X,X,X,O,X
ZOJTISL,O,O,O,O,O,X,X,X,X,X,X,X,O,X
ZOJTLIS,O,O,O,O,O,O,X,O,X,X,X,X,O,X
ZOJTLSI,O,O,O,O,O,X,X,X,X,X,X,X,O,X
ZOJTSIL,O,O,O,O,O,X,X,X,X,X,X,X,O,X
ZOJTSLI,O,X,O,X,O,X,X,X,X,X,X,X,O,X
ZOJITLS,O,X,X,O,O,X,X,O,X,X,X,X,O,X
ZOJITSL,X,O,X,O,O,X,X,X,X,X,X,X,O,X
ZOJILTS,O,X,X,O,X,O,O,X,X,X,X,X,O,X
ZOJILST,O,O,X,O,O,O,O,X,X,X,X,X,O,X
ZOJISTL,O,O,X,O,O,X,X,X,X,X,X,X,O,X
ZOJISLT,O,O,X,O,O,X,X,X,X,X,X,X,O,X
ZOJLTIS,O,O,O,O,X,O,X,X,X,X,X,X,O,X
ZOJLTSI,X,X,O,X,X,X,X,X,X,X,X,X,O,X
ZOJLITS,O,O,O,O,X,O,O,X,X,X,X,X,O,X
ZOJLIST,O,O,O,O,O,O,O,X,X,X,X,X,O,X
ZOJLSTI,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOJLSIT,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZOJSTIL,O,O,X,X,O,X,X,X,X,X,X,X,O,X
ZOJSTLI,O,O,X,X,O,X,X,X,X,X,X,X,O,X
ZOJSITL,O,O,X,X,O,X,X,X,X,X,X,X,O,X
ZOJSILT,O,O,X,X,O,X,X,X,X,X,X,X,O,X
ZOJSLTI,O,O,X,X,O,X,X,X,X,X,X,X,O,X
ZOJSLIT,O,O,X,X,O,O,X,X,X,X,X,X,O,X
ZOSTILJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X
ZOSTIJL,O,O,X,O,O,X,X,X,X,X,X,X,O,X
ZOSTLIJ,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZOSTLJI,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZOSTJIL,O,O,X,O,O,X,X,X,X,X,X,X,O,X
ZOSTJLI,O,O,X,O,O,O,X,X,X,X,X,X,O,X
ZOSITLJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X
ZOSITJL,O,O,X,O,O,X,X,X,X,X,X,X,O,X
ZOSILTJ,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZOSILJT,O,O,X,O,O,O,X,X,X,X,X,X,O,X
ZOSIJTL,O,O,X,O,O,X,X,X,X,X,X,X,O,X
ZOSIJLT,O,O,X,O,O,O,X,X,X,X,X,X,O,X
ZOSLTIJ,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZOSLTJI,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZOSLITJ,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZOSLIJT,O,O,X,O,O,O,X,X,X,X,X,X,O,X
ZOSLJTI,O,O,X,O,O,O,X,X,X,X,X,X,O,X
ZOSLJIT,O,O,X,O,O,O,X,X,X,X,X,X,O,X
ZOSJTIL,O,O,X,O,O,X,X,X,X,X,X,X,O,X
ZOSJTLI,O,O,X,O,O,O,X,X,X,X,X,X,O,X
ZOSJITL,O,O,X,O,O,X,X,X,X,X,X,X,O,X
ZOSJILT,O,O,X,O,O,O,X,X,X,X,X,X,O,X
ZOSJLTI,O,O,X,O,O,O,X,X,X,X,X,X,O,X
ZOSJLIT,O,O,X,O,O,O,X,X,X,X,X,X,O,X
OTILJSZ,X,X,O,O,O,X,O,O,O,X,X,X,X,X
OTILJZS,X,X,O,O,O,X,O,O,X,X,X,X,X,X
OTILSJZ,X,X,O,O,O,X,O,O,O,X,X,X,X,X
OTILSZJ,X,X,O,O,O,X,O,O,O,X,X,X,X,X
OTILZJS,X,X,O,O,O,X,O,O,X,X,X,X,X,X
OTILZSJ,X,X,O,O,O,X,O,O,X,X,X,X,X,X
OTIJLSZ,X,X,X,X,O,X,O,O,O,X,X,X,X,X
OTIJLZS,X,X,X,X,O,X,O,O,X,X,X,X,X,X
OTIJSLZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X
OTIJSZL,X,X,O,O,X,X,X,X,O,X,X,O,X,X
OTIJZLS,X,X,O,O,O,X,X,O,X,X,X,X,X,X
OTIJZSL,X,X,O,O,O,X,X,X,O,X,X,X,X,X
OTISLJZ,X,X,O,O,X,X,X,O,O,X,X,X,X,X
OTISLZJ,X,X,O,O,X,X,X,O,O,X,X,X,X,X
OTISJLZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTISJZL,X,X,O,O,X,X,X,X,O,X,X,O,X,X
OTISZLJ,X,X,O,O,X,X,X,X,O,X,X,O,X,X
OTISZJL,X,X,O,O,X,X,X,X,X,X,X,O,X,O
OTIZLJS,X,X,O,O,O,X,X,O,X,X,X,X,X,X
OTIZLSJ,X,X,O,O,O,X,X,O,X,X,X,X,X,X
OTIZJLS,X,X,O,O,O,X,X,X,X,X,X,X,X,X
OTIZJSL,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OTIZSLJ,X,X,O,O,O,X,X,X,O,X,X,X,X,X
OTIZSJL,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTLIJSZ,X,X,O,O,O,X,O,O,O,X,X,X,X,X
OTLIJZS,X,X,O,O,O,X,O,O,X,X,X,X,X,X
OTLISJZ,X,X,O,O,O,O,O,O,O,X,X,X,X,X
OTLISZJ,X,X,O,O,O,O,O,O,O,X,X,X,X,X
OTLIZJS,X,X,O,O,O,O,O,O,X,X,X,X,X,X
OTLIZSJ,X,X,O,O,O,X,O,O,X,X,X,X,X,X
OTLJISZ,X,O,O,O,O,X,O,O,O,X,X,X,X,X
OTLJIZS,X,O,O,O,O,X,O,O,X,X,X,X,X,X
OTLJSIZ,X,O,O,O,O,X,X,X,O,X,X,X,X,X
OTLJSZI,X,O,O,O,O,X,X,X,O,X,X,O,X,X
OTLJZIS,X,O,O,O,O,X,X,X,X,X,X,X,X,X
OTLJZSI,X,O,O,O,O,X,X,X,X,X,X,X,X,X
OTLSIJZ,X,O,O,O,O,O,X,O,O,X,X,X,X,X
OTLSIZJ,X,X,O,O,O,O,X,O,O,X,X,X,X,X
OTLSJIZ,X,O,O,O,O,O,X,X,O,X,X,X,X,X
OTLSJZI,X,O,O,O,O,X,X,X,X,X,X,O,X,X
OTLSZIJ,X,O,O,O,O,O,X,X,O,X,X,O,X,X
OTLSZJI,X,O,O,O,O,O,X,X,X,X,X,O,X,X
OTLZIJS,X,O,O,O,O,O,X,O,X,X,X,X,X,X
OTLZISJ,X,O,O,O,O,X,X,O,X,X,X,X,X,X
OTLZJIS,X,O,O,O,O,O,X,X,X,X,X,X,X,X
OTLZJSI,X,O,O,O,X,X,X,X,X,X,X,X,X,X
OTLZSIJ,X,O,O,O,O,X,X,X,X,X,X,X,X,X
OTLZSJI,X,O,O,O,O,X,X,X,X,X,X,X,X,X
OTJILSZ,X,O,X,X,O,X,O,O,O,X,X,X,O,X
OTJILZS,O,O,X,X,O,X,O,O,X,X,X,X,O,X
OTJISLZ,X,O,X,X,X,X,X,O,O,X,X,X,O,X
OTJISZL,X,O,O,O,X,X,X,X,O,X,X,O,O,X
OTJIZLS,O,O,O,O,O,X,X,O,X,X,X,X,O,X
OTJIZSL,O,O,O,O,O,X,X,X,O,X,X,X,O,X
OTJLISZ,X,O,O,O,O,X,O,O,O,X,X,X,O,X
OTJLIZS,O,O,O,O,O,X,O,O,X,X,X,X,O,X
OTJLSIZ,X,O,O,O,O,X,X,O,O,X,X,X,O,X
OTJLSZI,X,O,O,O,O,X,X,X,O,X,X,O,O,X
OTJLZIS,O,O,O,O,O,X,X,O,X,X,X,X,O,X
OTJLZSI,O,O,O,O,O,X,X,X,X,X,X,X,O,X
OTJSILZ,O,O,X,X,O,X,X,O,O,X,X,X,O,X
OTJSIZL,O,O,O,O,O,X,X,X,O,X,X,O,O,X
OTJSLIZ,O,O,O,O,O,X,X,O,O,X,X,X,O,X
OTJSLZI,O,O,O,O,O,X,X,X,O,X,X,O,O,X
OTJSZIL,O,O,O,O,O,X,X,X,O,X,X,O,O,X
OTJSZLI,O,O,O,O,O,X,X,X,O,X,X,O,O,X
OTJZILS,O,O,O,O,O,X,X,O,X,X,X,X,O,X
OTJZISL,O,O,O,O,O,X,X,X,O,X,X,X,O,X
OTJZLIS,O,O,O,O,O,X,X,O,X,X,X,X,O,X
OTJZLSI,O,X,O,O,O,X,X,X,X,X,X,X,O,X
OTJZSIL,O,O,O,O,O,X,X,X,O,X,X,O,O,X
OTJZSLI,O,O,O,O,O,X,X,X,O,X,X,O,O,X
OTSILJZ,X,O,O,O,O,X,X,O,O,X,X,X,X,X
OTSILZJ,X,X,O,O,O,X,X,O,O,X,X,X,X,X
OTSIJLZ,X,O,X,X,O,X,X,X,O,X,X,X,X,X
OTSIJZL,X,O,O,O,O,X,X,X,O,X,X,O,X,X
OTSIZLJ,X,O,O,O,O,X,X,X,O,X,X,O,X,X
OTSIZJL,X,O,O,O,O,X,X,X,X,X,X,O,X,O
OTSLIJZ,O,O,O,O,O,O,X,O,O,X,X,X,X,X
OTSLIZJ,O,X,O,O,O,O,X,O,O,X,X,X,X,X
OTSLJIZ,O,O,O,O,O,O,X,X,O,X,X,X,X,X
OTSLJZI,O,O,O,O,O,X,X,X,X,X,X,O,X,X
OTSLZIJ,O,O,O,O,O,O,X,X,O,X,X,O,X,X
OTSLZJI,O,O,O,O,O,O,X,X,X,X,X,O,X,X
OTSJILZ,O,O,X,X,O,X,X,X,O,X,X,X,O,X
OTSJIZL,O,O,O,O,O,X,X,X,O,X,X,O,O,X
OTSJLIZ,O,O,O,O,O,O,X,X,O,X,X,X,O,X
OTSJLZI,O,O,O,O,O,X,X,X,O,X,X,O,O,X
OTSJZIL,O,O,O,O,O,X,X,X,O,X,X,O,O,X
OTSJZLI,O,O,O,O,O,X,X,X,O,X,X,O,O,X
OTSZILJ,O,O,O,O,O,X,X,X,O,X,X,O,X,X
OTSZIJL,O,O,O,O,O,X,X,X,X,X,X,O,O,O
OTSZLIJ,O,O,O,O,O,O,X,X,O,X,X,O,X,X
OTSZLJI,O,O,O,O,O,O,X,X,X,X,X,O,X,X
OTSZJIL,O,O,O,O,O,X,X,X,X,X,X,O,O,O
OTSZJLI,O,O,O,O,O,O,X,X,X,X,X,O,O,X
OTZILJS,O,O,O,O,O,X,X,O,X,X,X,X,X,X
OTZILSJ,X,O,O,O,O,X,X,O,X,X,X,X,X,X
OTZIJLS,O,O,O,O,O,X,X,X,X,X,X,X,O,X
OTZIJSL,O,O,O,O,X,X,X,X,O,X,X,X,O,X
OTZISLJ,O,O,O,O,O,X,X,X,O,X,X,X,X,X
OTZISJL,O,O,O,O,O,X,X,X,X,X,X,X,O,X
OTZLIJS,O,O,O,O,O,O,X,O,X,X,X,X,X,X
OTZLISJ,X,O,O,O,O,X,X,O,X,X,X,X,X,X
OTZLJIS,O,O,O,O,O,O,X,X,X,X,X,X,X,X
OTZLJSI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
OTZLSIJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X
OTZLSJI,O,O,O,O,O,X,X,X,X,X,X,X,X,X
OTZJILS,O,O,O,O,O,X,X,X,X,X,X,X,O,X
OTZJISL,O,O,O,O,O,X,X,X,O,X,X,X,O,X
OTZJLIS,O,O,O,O,O,O,X,X,X,X,X,X,O,X
OTZJLSI,O,O,O,O,O,X,X,X,X,X,X,X,O,X
OTZJSIL,O,O,O,O,O,X,X,X,O,X,X,O,O,X
OTZJSLI,O,O,O,O,O,X,X,X,O,X,X,O,O,X
OTZSILJ,O,O,O,O,O,X,X,X,O,X,X,O,X,X
OTZSIJL,O,O,O,O,O,X,X,X,X,X,X,O,X,X
OTZSLIJ,O,O,O,O,O,X,X,X,O,X,X,O,X,X
OTZSLJI,O,O,O,O,O,X,X,X,X,X,X,O,X,X
OTZSJIL,O,O,O,O,O,X,X,X,X,X,X,O,X,X
OTZSJLI,O,O,O,O,O,X,X,X,X,X,X,O,X,X
OITLJSZ,X,X,X,O,X,X,O,O,O,X,X,X,X,X
OITLJZS,X,X,X,O,X,X,O,O,X,X,X,X,X,X
OITLSJZ,X,X,X,O,X,X,O,O,O,X,X,X,X,X
OITLSZJ,X,X,X,O,X,X,O,O,O,X,X,X,X,X
OITLZJS,X,X,X,O,X,X,O,O,X,X,X,X,X,X
OITLZSJ,X,X,X,O,X,X,O,O,X,X,X,X,X,X
OITJLSZ,X,X,X,X,X,X,O,O,O,X,X,X,X,X
OITJLZS,X,X,X,X,X,X,O,O,X,X,X,X,X,X
OITJSLZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X
OITJSZL,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OITJZLS,X,X,X,O,X,X,X,O,X,X,X,X,X,X
OITJZSL,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OITSLJZ,X,X,X,O,X,X,X,O,O,X,X,X,X,X
OITSLZJ,X,X,X,O,X,X,X,O,O,X,X,X,X,X
OITSJLZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OITSJZL,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OITSZLJ,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OITSZJL,X,X,X,O,X,X,X,X,X,X,X,X,X,O
OITZLJS,X,X,X,O,X,X,X,O,X,X,X,X,X,X
OITZLSJ,X,X,X,O,X,X,X,O,X,X,X,X,X,X
OITZJLS,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OITZJSL,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OITZSLJ,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OITZSJL,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OILTJSZ,X,X,X,X,X,X,O,O,X,X,X,X,X,X
OILTJZS,X,X,X,X,X,X,O,O,X,X,X,X,X,X
OILTSJZ,X,X,X,X,X,O,O,O,X,X,X,X,X,X
OILTSZJ,X,X,X,X,X,O,O,O,X,X,X,X,X,X
OILTZJS,X,X,X,X,X,O,O,O,X,X,X,X,X,X
OILTZSJ,X,X,X,X,X,X,O,O,X,X,X,X,X,X
OILJTSZ,X,X,X,X,X,X,O,O,X,X,X,X,X,X
OILJTZS,X,X,X,X,X,X,O,O,X,X,X,X,X,X
OILJSTZ,X,X,X,X,X,O,O,X,X,O,O,X,X,X
OILJSZT,X,X,X,O,X,O,O,X,X,X,X,X,X,X
OILJZTS,X,X,X,O,X,O,O,X,X,X,X,X,X,X
OILJZST,X,X,X,O,X,O,O,X,X,X,X,X,X,X
OILSTJZ,X,X,X,X,X,O,O,X,X,O,X,X,X,X
OILSTZJ,X,X,X,X,X,O,O,X,X,O,X,X,X,X
OILSJTZ,X,X,X,X,X,O,O,X,X,O,X,X,X,X
OILSJZT,X,X,X,O,X,O,O,X,X,X,X,X,X,X
OILSZTJ,X,X,X,O,X,O,O,X,X,X,X,X,X,X
OILSZJT,X,X,X,O,X,O,O,X,X,X,X,X,X,X
OILZTJS,X,X,X,O,X,O,O,X,X,X,X,X,X,X
OILZTSJ,X,X,X,O,X,X,O,X,X,X,X,X,X,X
OILZJTS,X,X,X,O,X,O,O,X,X,X,X,X,X,X
OILZJST,X,X,X,O,X,O,O,X,X,X,X,X,X,X
OILZSTJ,X,X,X,O,X,O,O,X,X,X,X,X,X,X
OILZSJT,X,X,X,O,X,O,O,X,X,X,X,X,X,X
OIJTLSZ,X,X,X,X,X,X,O,O,O,X,X,X,O,X
OIJTLZS,X,X,X,X,X,X,O,O,X,X,X,X,O,X
OIJTSLZ,X,X,X,X,X,X,X,O,O,X,X,X,O,X
OIJTSZL,X,X,X,X,X,X,X,X,O,X,X,X,O,X
OIJTZLS,X,X,X,X,X,X,X,O,X,X,X,X,O,X
OIJTZSL,X,X,X,X,X,X,X,X,O,X,X,X,O,X
OIJLTSZ,X,X,X,X,X,X,O,O,X,X,X,X,X,X
OIJLTZS,X,X,X,X,X,X,O,O,X,X,X,X,X,X
OIJLSTZ,X,X,X,X,X,X,O,X,X,X,O,X,X,X
OIJLSZT,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OIJLZTS,X,X,X,X,X,X,O,X,X,X,X,X,X,X
