sequence,v115@FhA8IeA8HeB8AeC8AeE8KeOEJvhF8kBzgBCiB5oBXn?BlqB,v115@FhA8IeA8HeB8AeC8AeE8Kei/IvhFzgBumBcnB5oB3k?BlqB,v115@FhA8IeA8HeB8AeC8AeE8Kei/IvhF3gBGiB5oB1pB8q?BzrB,v115@FhA8IeA8HeB8AeC8AeE8Kel/IvhF3gBqmBTiB5oB2p?B8qB,v115@FhA8IeA8HeB8AeC8AeE8KeOEJvhFlgB3hBcnB5oBzk?BCrB,v115@FhA8IeA8HeB8AeC8AeE8Kei/IvhFWmBTiB5oB3kB0m?BlqB,v115@FhA8IeA8HeB8AeC8AeE8KeKEJvhFflBlgBGiB5oB8q?BzrB,v115@FhA8IeA8HeB8AeC8AeE8Ke2EJvhFChBTiB5oB0mB3k?BlqB
SZTJLOI,O,O,O,O,O,O,X,O
SZTJOIL,O,O,O,O,O,O,X,O
SZTJOLI,O,O,O,O,O,O,X,O
SZTOILJ,O,O,O,O,O,O,X,O
SZTOIJL,O,O,O,X,O,O,X,O
SZTOLIJ,O,O,O,O,O,O,X,O
SZTOLJI,O,O,O,O,O,O,X,O
SZTOJIL,O,O,O,X,O,O,X,O
SZTOJLI,O,O,O,X,O,O,X,O
SZITLJO,O,O,O,O,O,O,X,O
SZITLOJ,O,O,O,O,O,O,X,O
SZITJLO,O,O,O,O,O,O,X,O
SZITJOL,O,O,O,O,O,O,X,O
SZITOLJ,O,O,O,O,O,O,X,O
SZITOJL,O,O,O,X,O,O,X,O
SZILTJO,O,O,O,O,O,O,O,X
SZILTOJ,O,O,O,O,O,O,O,X
SZILJTO,O,O,O,O,O,X,O,X
SZILJOT,O,O,X,O,O,X,O,X
SZILOTJ,O,O,O,O,O,O,O,X
SZILOJT,O,O,O,O,O,X,O,X
SZIJTLO,O,O,O,O,O,X,X,X
SZIJTOL,O,O,O,O,O,X,X,X
SZIJLTO,O,O,O,O,O,X,O,X
SZIJLOT,O,O,X,O,O,X,O,X
SZIJOTL,O,O,O,O,O,X,X,X
SZIJOLT,O,O,O,O,O,X,X,X
SZIOTLJ,O,O,O,O,O,O,X,O
SZIOTJL,O,O,O,X,O,O,X,O
SZIOLTJ,O,O,O,O,O,O,O,X
SZIOLJT,O,O,O,O,O,X,O,X
SZIOJTL,O,O,O,O,O,X,X,X
SZIOJLT,O,O,O,O,O,X,O,X
SZLTIJO,O,O,O,O,O,O,O,X
SZLTIOJ,O,O,O,O,O,O,O,X
SZLTJIO,O,O,O,O,O,O,O,X
SZLTJOI,O,O,O,O,O,O,O,X
SZLTOIJ,O,O,O,O,O,O,O,X
SZLTOJI,O,O,O,O,O,O,O,X
SZLITJO,O,O,O,O,O,O,O,X
SZLITOJ,O,O,O,O,O,O,O,X
SZLIJTO,O,O,O,O,O,X,O,X
SZLIJOT,O,O,X,O,O,X,O,X
SZLIOTJ,O,O,O,O,O,O,O,X
SZLIOJT,O,O,O,O,O,X,O,X
SZLJTIO,O,O,O,O,O,X,O,X
SZLJTOI,O,O,O,O,O,X,O,X
SZLJITO,O,O,O,O,O,X,O,X
SZLJIOT,O,O,X,O,O,X,O,X
SZLJOTI,O,O,X,O,O,X,O,X
SZLJOIT,O,O,X,O,O,X,O,X
SZLOTIJ,O,O,O,O,O,O,O,X
SZLOTJI,O,O,O,O,O,O,O,X
SZLOITJ,O,O,O,O,O,O,O,X
SZLOIJT,O,O,O,O,O,X,O,X
SZLOJTI,O,O,O,O,O,X,O,X
SZLOJIT,O,O,O,O,O,X,O,X
SZJTILO,O,O,O,O,O,X,X,X
SZJTIOL,O,O,O,O,O,X,X,X
SZJTLIO,O,O,O,O,O,X,X,X
SZJTLOI,O,O,O,O,O,X,X,X
SZJTOIL,O,O,O,O,O,X,X,X
SZJTOLI,O,O,O,O,O,X,X,X
SZJITLO,O,O,O,O,O,X,X,X
SZJITOL,O,O,O,O,O,X,X,X
SZJILTO,O,O,O,O,O,X,O,X
SZJILOT,O,O,X,O,O,X,O,X
SZJIOTL,O,O,O,O,O,X,X,X
SZJIOLT,O,O,O,O,O,X,X,X
SZJLTIO,O,O,O,O,O,X,O,X
SZJLTOI,O,O,O,O,O,X,O,X
SZJLITO,O,O,O,O,O,X,O,X
SZJLIOT,O,O,X,O,O,X,O,X
SZJLOTI,O,O,X,O,O,X,O,X
SZJLOIT,O,O,X,O,O,X,O,X
SZJOTIL,O,O,O,O,O,X,X,X
SZJOTLI,O,O,O,O,O,X,X,X
SZJOITL,O,O,O,O,O,X,X,X
SZJOILT,O,O,O,O,O,X,X,X
SZJOLTI,O,O,O,O,O,X,X,X
SZJOLIT,O,O,O,O,O,X,X,X
SZOTILJ,O,O,O,O,O,O,X,O
SZOTIJL,O,O,O,X,O,O,X,O
SZOTLIJ,O,O,O,O,O,O,X,O
SZOTLJI,O,O,O,O,O,O,X,O
SZOTJIL,O,O,O,X,O,O,X,O
SZOTJLI,O,O,O,X,O,O,X,O
SZOITLJ,O,O,O,O,O,O,X,O
SZOITJL,O,O,O,X,O,O,X,O
SZOILTJ,O,O,O,O,O,O,O,X
SZOILJT,O,O,O,O,O,X,O,X
SZOIJTL,O,O,O,O,O,X,X,X
SZOIJLT,O,O,O,O,O,X,O,X
SZOLTIJ,O,O,O,O,O,O,O,X
SZOLTJI,O,O,O,O,O,O,O,X
SZOLITJ,O,O,O,O,O,O,O,X
SZOLIJT,O,O,O,O,O,X,O,X
SZOLJTI,O,O,O,O,O,X,O,X
SZOLJIT,O,O,O,O,O,X,O,X
SZOJTIL,O,O,O,O,O,X,X,X
SZOJTLI,O,O,O,O,O,X,X,X
SZOJITL,O,O,O,O,O,X,X,X
SZOJILT,O,O,O,O,O,X,O,X
SZOJLTI,O,O,O,O,O,X,O,X
SZOJLIT,O,O,O,O,O,X,O,X
SOTILJZ,O,O,O,X,O,O,X,X
SOTILZJ,O,O,O,X,O,O,X,X
SOTIJLZ,O,O,O,X,O,O,X,X
SOTIJZL,O,O,O,X,O,O,X,X
SOTIZLJ,O,O,O,X,O,O,X,X
SOTIZJL,O,O,O,X,O,O,X,X
SOTLIJZ,O,O,O,X,O,O,X,X
SOTLIZJ,O,O,O,X,O,O,X,X
SOTLJIZ,O,O,O,X,O,O,X,X
SOTLJZI,O,O,O,X,O,O,X,X
SOTLZIJ,O,O,O,X,O,O,X,X
SOTLZJI,O,O,O,X,O,O,X,X
SOTJILZ,O,O,O,X,O,O,X,X
SOTJIZL,O,O,O,X,O,O,X,X
SOTJLIZ,O,O,O,X,O,O,X,X
SOTJLZI,O,O,O,X,O,O,X,X
SOTJZIL,O,O,O,X,O,O,X,X
SOTJZLI,O,O,O,X,O,O,X,X
SOTZILJ,O,O,O,X,O,O,X,X
SOTZIJL,O,O,O,X,O,O,X,X
SOTZLIJ,O,O,O,X,O,O,X,X
SOTZLJI,O,O,O,X,O,O,X,X
SOTZJIL,O,O,O,X,O,O,X,X
SOTZJLI,O,O,O,X,O,O,X,X
SOITLJZ,O,O,O,X,O,O,X,X
SOITLZJ,O,O,O,X,O,O,X,X
SOITJLZ,O,O,O,X,O,O,X,X
SOITJZL,O,O,O,X,O,O,X,X
SOITZLJ,O,O,O,X,O,O,X,X
SOITZJL,O,O,O,X,O,O,X,X
SOILTJZ,O,O,X,X,O,O,O,X
SOILTZJ,O,O,X,X,O,O,O,X
SOILJTZ,X,X,X,O,O,O,O,X
SOILJZT,O,X,X,O,O,X,O,X
SOILZTJ,O,O,X,O,O,O,O,X
SOILZJT,O,O,X,O,O,X,O,X
SOIJTLZ,X,X,O,O,O,O,X,X
SOIJTZL,X,X,O,O,O,O,X,X
SOIJLTZ,X,X,X,O,O,O,O,X
SOIJLZT,O,X,X,O,O,X,O,X
SOIJZTL,O,X,O,O,O,X,X,X
SOIJZLT,O,X,O,O,O,X,O,X
SOIZTLJ,O,O,O,X,O,O,X,O
SOIZTJL,O,O,O,X,O,O,X,O
SOIZLTJ,O,O,O,O,O,O,O,X
SOIZLJT,O,O,O,O,O,X,O,X
SOIZJTL,O,O,O,O,O,X,X,X
SOIZJLT,O,O,O,O,O,X,O,X
SOLTIJZ,O,O,X,X,O,O,O,X
SOLTIZJ,O,O,X,X,O,O,O,X
SOLTJIZ,O,O,X,X,O,O,O,X
SOLTJZI,O,O,X,X,O,O,O,X
SOLTZIJ,O,O,X,X,O,O,O,X
SOLTZJI,O,O,X,X,O,O,O,X
SOLITJZ,O,O,X,X,O,O,O,X
SOLITZJ,O,O,X,X,O,O,O,X
SOLIJTZ,X,X,X,O,O,O,O,X
SOLIJZT,O,X,X,O,O,X,O,X
SOLIZTJ,O,O,X,O,O,O,O,X
SOLIZJT,O,O,X,O,O,X,O,X
SOLJTIZ,X,X,X,O,O,O,O,X
SOLJTZI,X,X,X,O,O,O,O,X
SOLJITZ,X,X,X,O,O,O,O,X
SOLJIZT,O,X,X,O,O,X,O,X
SOLJZTI,O,X,X,O,O,X,O,X
SOLJZIT,O,X,X,O,O,X,O,X
SOLZTIJ,O,O,X,O,O,O,O,X
SOLZTJI,O,O,X,O,O,O,O,X
SOLZITJ,O,O,X,O,O,O,O,X
SOLZIJT,O,O,X,O,O,X,O,X
SOLZJTI,O,O,X,O,O,X,O,X
SOLZJIT,O,O,X,O,O,X,O,X
SOJTILZ,X,X,O,O,O,O,X,X
SOJTIZL,X,X,O,O,O,O,X,X
SOJTLIZ,X,X,O,O,O,O,X,X
SOJTLZI,X,X,O,O,O,O,X,X
SOJTZIL,X,X,O,O,O,O,X,X
SOJTZLI,X,X,O,O,O,O,X,X
SOJITLZ,X,X,O,O,O,O,X,X
SOJITZL,X,X,O,O,O,O,X,X
SOJILTZ,X,X,X,O,O,O,O,X
SOJILZT,O,X,X,O,O,X,O,X
SOJIZTL,O,X,O,O,O,X,X,X
SOJIZLT,O,X,O,O,O,X,O,X
SOJLTIZ,X,X,X,O,O,O,O,X
SOJLTZI,X,X,X,O,O,O,O,X
SOJLITZ,X,X,X,O,O,O,O,X
SOJLIZT,O,X,X,O,O,X,O,X
SOJLZTI,O,X,X,O,O,X,O,X
SOJLZIT,O,X,X,O,O,X,O,X
SOJZTIL,O,X,O,O,O,X,X,X
SOJZTLI,O,X,O,O,O,X,X,X
SOJZITL,O,X,O,O,O,X,X,X
SOJZILT,O,X,O,O,O,X,O,X
SOJZLTI,O,X,O,O,O,X,O,X
SOJZLIT,O,X,O,O,O,X,O,X
SOZTILJ,O,O,O,X,O,O,X,O
SOZTIJL,O,O,O,X,O,O,X,O
SOZTLIJ,O,O,O,X,O,O,X,O
SOZTLJI,O,O,O,X,O,O,X,O
SOZTJIL,O,O,O,X,O,O,X,O
SOZTJLI,O,O,O,X,O,O,X,O
SOZITLJ,O,O,O,X,O,O,X,O
SOZITJL,O,O,O,X,O,O,X,O
SOZILTJ,O,O,O,O,O,O,O,X
SOZILJT,O,O,O,O,O,X,O,X
SOZIJTL,O,O,O,O,O,X,X,X
SOZIJLT,O,O,O,O,O,X,O,X
SOZLTIJ,O,O,O,O,O,O,O,X
SOZLTJI,O,O,O,O,O,O,O,X
SOZLITJ,O,O,O,O,O,O,O,X
SOZLIJT,O,O,O,O,O,X,O,X
SOZLJTI,O,O,O,O,O,X,O,X
SOZLJIT,O,O,O,O,O,X,O,X
SOZJTIL,O,O,O,O,O,X,X,X
SOZJTLI,O,O,O,O,O,X,X,X
SOZJITL,O,O,O,O,O,X,X,X
SOZJILT,O,O,O,O,O,X,O,X
SOZJLTI,O,O,O,O,O,X,O,X
SOZJLIT,O,O,O,O,O,X,O,X
ZTILJSO,O,O,O,O,O,X,O,O
ZTILJOS,O,O,O,O,O,X,X,O
ZTILSJO,O,O,O,O,O,X,O,O
ZTILSOJ,O,O,O,O,O,X,O,O
ZTILOJS,O,O,O,O,O,X,O,O
ZTILOSJ,O,O,O,O,O,X,O,O
ZTIJLSO,O,O,O,O,O,X,O,O
ZTIJLOS,O,O,O,O,O,X,X,O
ZTIJSLO,O,O,O,O,O,O,X,O
ZTIJSOL,O,O,O,O,O,O,X,O
ZTIJOLS,O,O,O,O,O,X,X,O
ZTIJOSL,O,O,O,O,O,O,X,O
ZTISLJO,O,O,O,O,O,O,X,O
ZTISLOJ,O,O,O,O,O,O,X,O
ZTISJLO,O,O,O,O,O,O,X,O
ZTISJOL,O,O,O,O,O,O,X,O
ZTISOLJ,O,O,O,O,O,O,X,O
ZTISOJL,O,O,O,X,O,O,X,O
ZTIOLJS,O,O,O,O,O,X,O,O
ZTIOLSJ,O,O,O,O,O,X,O,O
ZTIOJLS,O,O,O,O,O,X,O,O
ZTIOJSL,O,O,O,O,O,O,X,O
ZTIOSLJ,O,O,O,X,O,O,X,O
ZTIOSJL,O,O,O,X,O,O,X,O
ZTLIJSO,O,O,O,O,O,X,O,O
ZTLIJOS,O,O,O,O,O,X,X,O
ZTLISJO,O,O,O,O,O,X,O,O
ZTLISOJ,O,O,O,O,O,X,O,O
ZTLIOJS,O,O,O,O,O,X,O,O
ZTLIOSJ,O,O,O,O,O,X,O,O
ZTLJISO,O,O,O,O,O,X,O,O
ZTLJIOS,O,O,O,O,O,X,X,O
ZTLJSIO,O,O,O,O,O,X,O,O
ZTLJSOI,O,O,O,O,O,X,O,O
ZTLJOIS,O,O,O,O,O,X,X,O
ZTLJOSI,O,O,O,O,O,X,X,O
ZTLSIJO,O,O,O,O,O,X,O,O
ZTLSIOJ,O,O,O,O,O,X,O,O
ZTLSJIO,O,O,O,O,O,X,O,O
ZTLSJOI,O,O,O,O,O,X,O,O
ZTLSOIJ,O,O,O,O,O,X,O,O
ZTLSOJI,O,O,O,O,O,X,O,O
ZTLOIJS,O,O,O,O,O,X,O,O
ZTLOISJ,O,O,O,O,O,X,O,O
ZTLOJIS,O,O,O,O,O,X,O,O
ZTLOJSI,O,O,O,O,O,X,O,O
ZTLOSIJ,O,O,O,O,O,X,O,O
ZTLOSJI,O,O,O,O,O,X,O,O
ZTJILSO,O,O,O,O,O,X,O,O
ZTJILOS,O,O,O,O,O,X,X,O
ZTJISLO,O,O,O,O,O,O,X,O
ZTJISOL,O,O,O,O,O,O,X,O
ZTJIOLS,O,O,O,O,O,X,X,O
ZTJIOSL,O,O,O,O,O,O,X,O
ZTJLISO,O,O,O,O,O,X,O,O
ZTJLIOS,O,O,O,O,O,X,X,O
ZTJLSIO,O,O,O,O,O,X,O,O
ZTJLSOI,O,O,O,O,O,X,O,O
ZTJLOIS,O,O,O,O,O,X,X,O
ZTJLOSI,O,O,O,O,O,X,X,O
ZTJSILO,O,O,O,O,O,O,X,O
ZTJSIOL,O,O,O,O,O,O,X,O
ZTJSLIO,O,O,O,O,O,O,X,O
ZTJSLOI,O,O,O,O,O,O,X,O
ZTJSOIL,O,O,O,O,O,O,X,O
ZTJSOLI,O,O,O,O,O,O,X,O
ZTJOILS,O,O,O,O,O,X,X,O
ZTJOISL,O,O,O,O,O,O,X,O
ZTJOLIS,O,O,O,O,O,X,X,O
ZTJOLSI,O,O,O,O,O,X,X,O
ZTJOSIL,O,O,O,O,O,O,X,O
ZTJOSLI,O,O,O,O,O,O,X,O
ZTSILJO,O,O,O,O,O,O,X,O
ZTSILOJ,O,O,O,O,O,O,X,O
ZTSIJLO,O,O,O,O,O,O,X,O
ZTSIJOL,O,O,O,O,O,O,X,O
ZTSIOLJ,O,O,O,O,O,O,X,O
ZTSIOJL,O,O,O,X,O,O,X,O
ZTSLIJO,O,O,O,O,O,O,X,O
ZTSLIOJ,O,O,O,O,O,O,X,O
ZTSLJIO,O,O,O,O,O,O,X,O
ZTSLJOI,O,O,O,O,O,O,X,O
ZTSLOIJ,O,O,O,O,O,O,X,O
ZTSLOJI,O,O,O,O,O,O,X,O
ZTSJILO,O,O,O,O,O,O,X,O
ZTSJIOL,O,O,O,O,O,O,X,O
ZTSJLIO,O,O,O,O,O,O,X,O
ZTSJLOI,O,O,O,O,O,O,X,O
ZTSJOIL,O,O,O,O,O,O,X,O
ZTSJOLI,O,O,O,O,O,O,X,O
ZTSOILJ,O,O,O,O,O,O,X,O
ZTSOIJL,O,O,O,X,O,O,X,O
ZTSOLIJ,O,O,O,O,O,O,X,O
ZTSOLJI,O,O,O,O,O,O,X,O
ZTSOJIL,O,O,O,X,O,O,X,O
ZTSOJLI,O,O,O,X,O,O,X,O
ZTOILJS,O,O,O,O,O,X,O,O
ZTOILSJ,O,O,O,O,O,X,O,O
ZTOIJLS,O,O,O,O,O,X,O,O
ZTOIJSL,O,O,O,O,O,O,X,O
ZTOISLJ,O,O,O,X,O,O,X,O
ZTOISJL,O,O,O,X,O,O,X,O
ZTOLIJS,O,O,O,O,O,X,O,O
ZTOLISJ,O,O,O,O,O,X,O,O
ZTOLJIS,O,O,O,O,O,X,O,O
ZTOLJSI,O,O,O,O,O,X,O,O
ZTOLSIJ,O,O,O,O,O,X,O,O
ZTOLSJI,O,O,O,O,O,X,O,O
ZTOJILS,O,O,O,O,O,X,O,O
ZTOJISL,O,O,O,O,O,O,X,O
ZTOJLIS,O,O,O,O,O,X,O,O
ZTOJLSI,O,O,O,O,O,X,O,O
ZTOJSIL,O,O,O,O,O,O,X,O
ZTOJSLI,O,O,O,O,O,O,X,O
ZTOSILJ,O,O,O,X,O,O,X,O
ZTOSIJL,O,O,O,X,O,O,X,O
ZTOSLIJ,O,O,O,X,O,O,X,O
ZTOSLJI,O,O,O,X,O,O,X,O
ZTOSJIL,O,O,O,X,O,O,X,O
ZTOSJLI,O,O,O,X,O,O,X,O
ZITLJSO,O,O,O,O,O,X,O,O
ZITLJOS,O,O,O,O,O,X,X,O
ZITLSJO,O,O,O,O,O,X,O,O
ZITLSOJ,O,O,O,O,O,X,O,O
ZITLOJS,O,O,O,O,O,X,O,O
ZITLOSJ,O,O,O,O,O,X,O,O
ZITJLSO,O,O,O,O,O,X,O,O
ZITJLOS,O,O,O,O,O,X,X,O
ZITJSLO,O,O,O,O,O,O,X,O
ZITJSOL,O,O,O,O,O,O,X,O
ZITJOLS,O,O,O,O,O,X,X,O
ZITJOSL,O,O,O,O,O,O,X,O
ZITSLJO,O,O,O,O,O,O,X,O
ZITSLOJ,O,O,O,O,O,O,X,O
ZITSJLO,O,O,O,O,O,O,X,O
ZITSJOL,O,O,O,O,O,O,X,O
ZITSOLJ,O,O,O,O,O,O,X,O
ZITSOJL,O,O,O,X,O,O,X,O
ZITOLJS,O,O,O,O,O,X,O,O
ZITOLSJ,O,O,O,O,O,X,O,O
ZITOJLS,O,O,O,O,O,X,O,O
ZITOJSL,O,O,O,O,O,O,X,O
ZITOSLJ,O,O,O,X,O,O,X,O
ZITOSJL,O,O,O,X,O,O,X,O
ZILTJSO,O,O,O,O,O,X,O,O
ZILTJOS,O,O,O,O,O,X,X,O
ZILTSJO,O,O,O,O,O,X,O,O
ZILTSOJ,O,O,O,O,O,X,O,O
ZILTOJS,O,O,O,O,O,X,O,O
ZILTOSJ,O,O,O,O,O,X,O,O
ZILJTSO,O,O,O,O,O,X,O,X
ZILJTOS,O,O,O,O,O,X,X,X
ZILJSTO,O,O,O,O,O,X,O,X
ZILJSOT,O,O,X,O,O,X,O,X
ZILJOTS,X,X,X,O,O,X,O,X
ZILJOST,X,X,X,O,O,X,O,X
ZILSTJO,O,O,O,O,O,X,O,X
ZILSTOJ,O,O,O,O,O,X,O,X
ZILSJTO,O,O,O,O,O,X,O,X
ZILSJOT,O,O,X,O,O,X,O,X
ZILSOTJ,O,O,O,O,O,X,O,X
ZILSOJT,O,O,O,O,O,X,O,X
ZILOTJS,X,X,O,O,O,X,O,O
ZILOTSJ,X,X,O,O,O,X,O,O
ZILOJTS,X,X,O,O,O,X,O,X
ZILOJST,X,X,O,O,O,X,O,X
ZILOSTJ,X,X,O,O,O,X,O,X
ZILOSJT,X,X,O,O,O,X,O,X
ZIJTLSO,O,O,O,O,O,X,O,O
ZIJTLOS,O,O,O,O,O,X,X,O
ZIJTSLO,O,O,O,O,O,X,X,O
ZIJTSOL,O,O,O,O,O,X,X,O
ZIJTOLS,O,O,O,O,O,X,X,O
ZIJTOSL,O,O,O,O,O,X,X,O
ZIJLTSO,O,O,O,O,O,X,O,X
ZIJLTOS,O,O,O,O,O,X,X,X
ZIJLSTO,O,O,O,O,O,X,O,X
ZIJLSOT,O,O,X,O,O,X,O,X
ZIJLOTS,X,X,X,O,O,X,O,X
ZIJLOST,X,X,X,O,O,X,O,X
ZIJSTLO,O,O,O,O,O,X,X,X
ZIJSTOL,O,O,O,O,O,X,X,X
ZIJSLTO,O,O,O,O,O,X,O,X
ZIJSLOT,O,O,X,O,O,X,O,X
ZIJSOTL,O,O,O,O,O,X,X,X
ZIJSOLT,O,O,O,O,O,X,X,X
ZIJOTLS,O,O,O,O,O,X,O,O
ZIJOTSL,O,O,O,O,O,X,X,O
ZIJOLTS,X,X,O,O,O,X,O,X
ZIJOLST,X,X,O,O,O,X,O,X
ZIJOSTL,O,O,O,O,O,X,X,X
ZIJOSLT,O,O,O,O,O,X,O,X
ZISTLJO,O,O,O,O,O,O,X,O
ZISTLOJ,O,O,O,O,O,O,X,O
ZISTJLO,O,O,O,O,O,O,X,O
ZISTJOL,O,O,O,O,O,O,X,O
ZISTOLJ,O,O,O,O,O,O,X,O
ZISTOJL,O,O,O,X,O,O,X,O
ZISLTJO,O,O,O,O,O,O,O,X
ZISLTOJ,O,O,O,O,O,O,O,X
ZISLJTO,O,O,O,O,O,X,O,X
ZISLJOT,O,O,X,O,O,X,O,X
ZISLOTJ,O,O,O,O,O,O,O,X
ZISLOJT,O,O,O,O,O,X,O,X
ZISJTLO,O,O,O,O,O,X,X,X
ZISJTOL,O,O,O,O,O,X,X,X
ZISJLTO,O,O,O,O,O,X,O,X
ZISJLOT,O,O,X,O,O,X,O,X
ZISJOTL,O,O,O,O,O,X,X,X
ZISJOLT,O,O,O,O,O,X,X,X
ZISOTLJ,O,O,O,O,O,O,X,O
ZISOTJL,O,O,O,X,O,O,X,O
ZISOLTJ,O,O,O,O,O,O,O,X
ZISOLJT,O,O,O,O,O,X,O,X
ZISOJTL,O,O,O,O,O,X,X,X
ZISOJLT,O,O,O,O,O,X,O,X
ZIOTLJS,O,O,O,O,O,X,O,O
ZIOTLSJ,O,O,O,O,O,X,O,O
ZIOTJLS,O,O,O,O,O,X,O,O
ZIOTJSL,O,O,O,O,O,O,X,O
ZIOTSLJ,O,O,O,X,O,O,X,O
ZIOTSJL,O,O,O,X,O,O,X,O
ZIOLTJS,X,X,O,O,O,X,O,O
ZIOLTSJ,X,X,O,O,O,X,O,O
ZIOLJTS,X,X,O,O,O,X,O,X
ZIOLJST,X,X,O,O,O,X,O,X
ZIOLSTJ,X,X,O,O,O,X,O,X
ZIOLSJT,X,X,O,O,O,X,O,X
ZIOJTLS,O,O,O,O,O,X,O,O
ZIOJTSL,O,O,O,O,O,X,X,O
ZIOJLTS,X,X,O,O,O,X,O,X
ZIOJLST,X,X,O,O,O,X,O,X
ZIOJSTL,O,O,O,O,O,X,X,X
ZIOJSLT,O,O,O,O,O,X,O,X
ZIOSTLJ,O,O,O,O,O,O,X,O
ZIOSTJL,O,O,O,X,O,O,X,O
ZIOSLTJ,O,O,O,O,O,O,O,X
ZIOSLJT,O,O,O,O,O,X,O,X
ZIOSJTL,O,O,O,O,O,X,X,X
ZIOSJLT,O,O,O,O,O,X,O,X
ZLTIJSO,O,O,O,O,O,X,O,O
ZLTIJOS,O,O,O,O,O,X,X,O
ZLTISJO,O,O,O,O,O,X,O,O
ZLTISOJ,O,O,O,O,O,X,O,O
ZLTIOJS,O,O,O,O,O,X,O,O
ZLTIOSJ,O,O,O,O,O,X,O,O
ZLTJISO,O,O,O,O,O,X,O,O
ZLTJIOS,O,O,O,O,O,X,X,O
ZLTJSIO,O,O,O,O,O,X,O,O
ZLTJSOI,O,O,O,O,O,X,O,O
ZLTJOIS,O,O,O,O,O,X,X,O
ZLTJOSI,O,O,O,O,O,X,X,O
ZLTSIJO,O,O,O,O,O,X,O,O
ZLTSIOJ,O,O,O,O,O,X,O,O
ZLTSJIO,O,O,O,O,O,X,O,O
ZLTSJOI,O,O,O,O,O,X,O,O
ZLTSOIJ,O,O,O,O,O,X,O,O
ZLTSOJI,O,O,O,O,O,X,O,O
ZLTOIJS,O,O,O,O,O,X,O,O
ZLTOISJ,O,O,O,O,O,X,O,O
ZLTOJIS,O,O,O,O,O,X,O,O
ZLTOJSI,O,O,O,O,O,X,O,O
ZLTOSIJ,O,O,O,O,O,X,O,O
ZLTOSJI,O,O,O,O,O,X,O,O
ZLITJSO,O,O,O,O,O,X,O,O
ZLITJOS,O,O,O,O,O,X,X,O
ZLITSJO,O,O,O,O,O,X,O,O
ZLITSOJ,O,O,O,O,O,X,O,O
ZLITOJS,O,O,O,O,O,X,O,O
ZLITOSJ,O,O,O,O,O,X,O,O
ZLIJTSO,O,O,O,O,O,X,O,X
ZLIJTOS,O,O,O,O,O,X,X,X
ZLIJSTO,O,O,O,O,O,X,O,X
ZLIJSOT,O,O,X,O,O,X,O,X
ZLIJOTS,X,X,X,O,O,X,O,X
ZLIJOST,X,X,X,O,O,X,O,X
ZLISTJO,O,O,O,O,O,X,O,X
ZLISTOJ,O,O,O,O,O,X,O,X
ZLISJTO,O,O,O,O,O,X,O,X
ZLISJOT,O,O,X,O,O,X,O,X
ZLISOTJ,O,O,O,O,O,X,O,X
ZLISOJT,O,O,O,O,O,X,O,X
ZLIOTJS,X,X,O,O,O,X,O,O
ZLIOTSJ,X,X,O,O,O,X,O,O
ZLIOJTS,X,X,O,O,O,X,O,X
ZLIOJST,X,X,O,O,O,X,O,X
ZLIOSTJ,X,X,O,O,O,X,O,X
ZLIOSJT,X,X,O,O,O,X,O,X
ZLJTISO,O,O,O,O,O,X,O,X
ZLJTIOS,O,O,O,O,O,X,X,X
ZLJTSIO,O,O,O,O,O,X,O,X
ZLJTSOI,O,O,O,O,O,X,O,X
ZLJTOIS,O,O,O,O,O,X,X,X
ZLJTOSI,O,O,O,O,O,X,X,X
ZLJITSO,O,O,O,O,O,X,O,X
ZLJITOS,O,O,O,O,O,X,X,X
ZLJISTO,O,O,O,O,O,X,O,X
ZLJISOT,O,O,X,O,O,X,O,X
ZLJIOTS,X,X,X,O,O,X,O,X
ZLJIOST,X,X,X,O,O,X,O,X
ZLJSTIO,O,O,O,O,O,X,O,X
ZLJSTOI,O,O,O,O,O,X,O,X
ZLJSITO,O,O,O,O,O,X,O,X
ZLJSIOT,O,O,X,O,O,X,O,X
ZLJSOTI,O,O,X,O,O,X,O,X
ZLJSOIT,O,O,X,O,O,X,O,X
ZLJOTIS,X,X,X,O,O,X,O,X
ZLJOTSI,X,X,X,O,O,X,O,X
ZLJOITS,X,X,X,O,O,X,O,X
ZLJOIST,X,X,X,O,O,X,O,X
ZLJOSTI,X,X,X,O,O,X,O,X
ZLJOSIT,X,X,X,O,O,X,O,X
ZLSTIJO,O,O,O,O,O,X,O,X
ZLSTIOJ,O,O,O,O,O,X,O,X
ZLSTJIO,O,O,O,O,O,X,O,X
ZLSTJOI,O,O,O,O,O,X,O,X
ZLSTOIJ,O,O,O,O,O,X,O,X
ZLSTOJI,O,O,O,O,O,X,O,X
ZLSITJO,O,O,O,O,O,X,O,X
ZLSITOJ,O,O,O,O,O,X,O,X
ZLSIJTO,O,O,O,O,O,X,O,X
ZLSIJOT,O,O,X,O,O,X,O,X
ZLSIOTJ,O,O,O,O,O,X,O,X
ZLSIOJT,O,O,O,O,O,X,O,X
ZLSJTIO,O,O,O,O,O,X,O,X
ZLSJTOI,O,O,O,O,O,X,O,X
ZLSJITO,O,O,O,O,O,X,O,X
ZLSJIOT,O,O,X,O,O,X,O,X
ZLSJOTI,O,O,X,O,O,X,O,X
ZLSJOIT,O,O,X,O,O,X,O,X
