sequence,v115@3gA8IeA8HeD8BeA8DeH8AeG8JeZ/IvhFufBcgBzcBC?eBXjBFqB,v115@3gA8IeA8HeD8BeA8DeH8AeG8JeZ/IvhFCbBzcBuiBc?jBXgBFqB,v115@3gA8IeA8HeD8BeA8DeH8AeG8JeZ/IvhFWgBCdBTeB0?iBXgBFqB,v115@3gA8IeA8HeD8BeA8DeH8AeG8Jex6IvhFCdBTeBOkBX?gB0iBFqB,v115@3gA8IeA8HeD8BeA8DeH8AeG8JeZ/IvhFCbBWiBTeBX?gB0iBFqB,v115@3gA8IeA8HeD8BeA8DeH8AeG8JecAJvhFWiBxdBTfBX?jBikBFqB,v115@3gA8IeA8HeD8BeA8DeH8AeG8JeT7IvhFCdB0fBxiBO?kBXjBFqB
ISZTOLJ,O,O,O,O,X,O,X
ISZTOJL,O,O,O,X,X,O,X
ISZLTJO,O,O,O,X,X,O,X
ISZLTOJ,O,O,O,O,X,O,X
ISZLJTO,O,O,X,O,X,O,X
ISZLJOT,O,O,O,O,O,X,X
ISZLOTJ,O,O,O,O,X,X,X
ISZLOJT,O,O,O,O,O,X,X
ISZJTLO,O,O,X,O,X,O,X
ISZJTOL,O,O,X,O,X,O,X
ISZJLTO,O,O,X,O,X,O,X
ISZJLOT,O,O,O,O,O,X,X
ISZJOTL,O,O,X,O,X,O,X
ISZJOLT,O,O,O,O,O,X,X
ISZOTLJ,O,O,O,O,X,O,X
ISZOTJL,O,O,O,X,X,O,X
ISZOLTJ,O,O,O,O,X,X,X
ISZOLJT,O,O,O,O,O,X,X
ISZOJTL,O,O,X,O,X,O,X
ISZOJLT,O,O,O,O,O,X,X
ISOTLJZ,O,O,X,O,O,O,X
ISOTLZJ,O,O,X,O,O,O,O
ISOTJLZ,O,O,X,X,O,O,X
ISOTJZL,O,O,X,X,O,O,X
ISOTZLJ,O,O,X,X,O,O,O
ISOTZJL,O,O,X,X,O,O,X
ISOLTJZ,O,X,X,O,O,X,X
ISOLTZJ,O,O,X,O,X,X,O
ISOLJTZ,O,X,X,O,O,X,X
ISOLJZT,O,O,X,O,O,X,X
ISOLZTJ,O,O,X,O,X,X,X
ISOLZJT,O,O,X,O,O,X,X
ISOJTLZ,O,X,X,O,O,O,X
ISOJTZL,O,X,X,X,O,O,X
ISOJLTZ,O,X,X,O,O,X,X
ISOJLZT,O,O,X,O,O,X,X
ISOJZTL,O,O,X,X,X,O,X
ISOJZLT,O,O,X,O,O,X,X
ISOZTLJ,O,O,X,O,X,O,X
ISOZTJL,O,O,X,X,X,O,X
ISOZLTJ,O,O,X,O,X,X,X
ISOZLJT,O,O,X,O,O,X,X
ISOZJTL,O,O,X,X,X,O,X
ISOZJLT,O,O,X,O,O,X,X
IZTLJSO,O,O,O,O,X,X,X
IZTLJOS,O,O,O,O,X,X,O
IZTLSJO,O,O,O,O,X,X,X
IZTLSOJ,O,O,O,O,X,X,O
IZTLOJS,O,O,O,O,X,X,O
IZTLOSJ,O,O,O,O,X,X,O
IZTJLSO,O,O,O,O,X,X,X
IZTJLOS,O,O,O,O,X,X,O
IZTJSLO,O,O,O,O,O,O,X
IZTJSOL,O,O,O,O,O,O,X
IZTJOLS,O,O,O,O,X,X,O
IZTJOSL,O,O,O,O,O,O,X
IZTSLJO,O,O,O,O,O,O,X
IZTSLOJ,O,O,O,O,O,O,O
IZTSJLO,O,O,O,O,O,O,X
IZTSJOL,O,O,O,O,O,O,X
IZTSOLJ,O,O,O,O,O,O,O
IZTSOJL,O,O,O,O,O,O,X
IZTOLJS,O,O,O,O,X,X,O
IZTOLSJ,O,O,O,O,X,X,O
IZTOJLS,O,O,O,O,X,X,O
IZTOJSL,O,O,O,O,O,O,X
IZTOSLJ,O,O,O,O,O,O,O
IZTOSJL,O,O,O,O,O,O,X
IZLTJSO,X,O,O,O,X,X,X
IZLTJOS,X,O,O,O,X,X,O
IZLTSJO,X,O,O,O,X,X,X
IZLTSOJ,X,O,O,O,X,X,O
IZLTOJS,X,O,O,O,X,X,O
IZLTOSJ,X,O,O,O,X,X,O
IZLJTSO,X,O,O,X,X,X,X
IZLJTOS,X,O,O,O,X,X,X
IZLJSTO,O,O,X,O,X,X,X
IZLJSOT,O,O,O,O,X,X,X
IZLJOTS,X,O,O,O,X,X,X
IZLJOST,O,O,O,O,X,X,X
IZLSTJO,O,O,O,X,X,X,X
IZLSTOJ,O,O,O,O,X,X,X
IZLSJTO,O,O,X,O,X,X,X
IZLSJOT,O,O,O,O,X,X,X
IZLSOTJ,O,O,O,O,X,X,X
IZLSOJT,O,O,O,O,X,X,X
IZLOTJS,X,O,O,O,X,X,O
IZLOTSJ,X,O,O,O,X,X,O
IZLOJTS,X,O,O,O,X,X,X
IZLOJST,O,O,O,O,X,X,X
IZLOSTJ,O,O,O,O,X,X,X
IZLOSJT,O,O,O,O,X,X,X
IZJTLSO,X,O,O,X,X,X,X
IZJTLOS,X,O,O,O,X,X,X
IZJTSLO,O,O,O,X,O,O,X
IZJTSOL,O,O,O,X,O,O,X
IZJTOLS,X,O,O,O,X,X,X
IZJTOSL,O,O,O,X,O,O,X
IZJLTSO,X,O,O,X,X,X,X
IZJLTOS,X,O,O,O,X,X,X
IZJLSTO,O,O,X,O,X,X,X
IZJLSOT,O,O,O,O,X,X,X
IZJLOTS,X,O,O,O,X,X,X
IZJLOST,O,O,O,O,X,X,X
IZJSTLO,O,O,X,O,X,O,X
IZJSTOL,O,O,X,O,X,O,X
IZJSLTO,O,O,X,O,X,O,X
IZJSLOT,O,O,O,O,O,X,X
IZJSOTL,O,O,X,O,X,O,X
IZJSOLT,O,O,O,O,O,X,X
IZJOTLS,X,O,O,O,X,X,X
IZJOTSL,O,O,O,X,O,X,X
IZJOLTS,X,O,O,O,X,X,X
IZJOLST,O,O,O,O,X,X,X
IZJOSTL,O,O,X,O,X,X,X
IZJOSLT,O,O,O,O,O,X,X
IZSTLJO,O,O,O,X,X,O,X
IZSTLOJ,O,O,O,O,X,O,X
IZSTJLO,O,O,O,X,X,O,X
IZSTJOL,O,O,O,X,X,O,X
IZSTOLJ,O,O,O,O,X,O,X
IZSTOJL,O,O,O,X,X,O,X
IZSLTJO,O,O,O,X,X,O,X
IZSLTOJ,O,O,O,O,X,O,X
IZSLJTO,O,O,X,O,X,O,X
IZSLJOT,O,O,O,O,O,X,X
IZSLOTJ,O,O,O,O,X,X,X
IZSLOJT,O,O,O,O,O,X,X
IZSJTLO,O,O,X,O,X,O,X
IZSJTOL,O,O,X,O,X,O,X
IZSJLTO,O,O,X,O,X,O,X
IZSJLOT,O,O,O,O,O,X,X
IZSJOTL,O,O,X,O,X,O,X
IZSJOLT,O,O,O,O,O,X,X
IZSOTLJ,O,O,O,O,X,O,X
IZSOTJL,O,O,O,X,X,O,X
IZSOLTJ,O,O,O,O,X,X,X
IZSOLJT,O,O,O,O,O,X,X
IZSOJTL,O,O,X,O,X,O,X
IZSOJLT,O,O,O,O,O,X,X
IZOTLJS,O,O,O,O,X,X,O
IZOTLSJ,O,O,O,O,X,X,O
IZOTJLS,O,O,O,O,X,X,O
IZOTJSL,O,O,O,O,O,X,X
IZOTSLJ,O,O,O,O,O,X,O
IZOTSJL,O,O,O,O,O,X,X
IZOLTJS,X,O,O,O,X,X,O
IZOLTSJ,X,O,O,O,X,X,O
IZOLJTS,X,O,O,O,X,X,X
IZOLJST,O,O,O,O,X,X,X
IZOLSTJ,O,O,O,O,X,X,X
IZOLSJT,O,O,O,O,X,X,X
IZOJTLS,X,O,O,O,X,X,X
IZOJTSL,O,O,O,X,O,X,X
IZOJLTS,X,O,O,O,X,X,X
IZOJLST,O,O,O,O,X,X,X
IZOJSTL,O,O,X,O,X,X,X
IZOJSLT,O,O,O,O,O,X,X
IZOSTLJ,O,O,O,O,X,X,X
IZOSTJL,O,O,O,X,X,X,X
IZOSLTJ,O,O,O,O,X,X,X
IZOSLJT,O,O,O,O,O,X,X
IZOSJTL,O,O,X,O,X,X,X
IZOSJLT,O,O,O,O,O,X,X
IOTLJSZ,X,X,X,O,O,X,X
IOTLJZS,X,X,O,O,X,X,O
IOTLSJZ,O,O,X,O,O,X,X
IOTLSZJ,O,O,X,O,O,X,O
IOTLZJS,O,O,O,X,X,X,O
IOTLZSJ,O,O,O,X,X,X,O
IOTJLSZ,X,X,X,O,O,X,X
IOTJLZS,X,X,O,O,X,X,O
IOTJSLZ,O,O,X,O,O,X,X
IOTJSZL,O,O,X,O,O,X,X
IOTJZLS,O,O,O,O,X,X,O
IOTJZSL,O,O,O,X,O,X,X
IOTSLJZ,O,O,X,O,O,X,X
IOTSLZJ,O,O,X,O,O,X,O
IOTSJLZ,O,O,X,O,O,X,X
IOTSJZL,O,O,X,O,O,X,X
IOTSZLJ,O,O,X,O,O,X,O
IOTSZJL,O,O,X,X,O,X,X
IOTZLJS,O,O,O,X,X,X,O
IOTZLSJ,O,O,O,X,X,X,O
IOTZJLS,O,O,O,X,X,X,O
IOTZJSL,O,O,O,X,O,X,X
IOTZSLJ,O,O,O,X,O,X,O
IOTZSJL,O,O,O,X,O,X,X
IOLTJSZ,X,X,X,O,O,X,X
IOLTJZS,X,X,O,O,X,X,O
IOLTSJZ,O,O,X,O,O,X,X
IOLTSZJ,O,O,X,O,O,X,O
IOLTZJS,O,O,O,X,X,X,O
IOLTZSJ,O,O,O,X,X,X,O
IOLJTSZ,X,X,X,O,O,X,X
IOLJTZS,X,X,X,O,X,X,O
IOLJSTZ,X,X,X,O,O,X,X
IOLJSZT,X,X,X,O,O,X,X
IOLJZTS,X,X,O,O,X,X,X
IOLJZST,X,X,O,O,X,X,X
IOLSTJZ,O,X,X,O,O,X,X
IOLSTZJ,O,O,X,O,X,X,O
IOLSJTZ,O,X,X,O,O,X,X
IOLSJZT,O,O,X,O,O,X,X
IOLSZTJ,O,O,X,O,X,X,X
IOLSZJT,O,O,X,O,O,X,X
IOLZTJS,X,O,O,X,X,X,O
IOLZTSJ,X,O,O,X,X,X,O
IOLZJTS,X,O,O,X,X,X,X
IOLZJST,O,O,O,X,X,X,X
IOLZSTJ,O,O,O,X,X,X,X
IOLZSJT,O,O,O,X,X,X,X
IOJTLSZ,X,X,X,O,O,X,X
IOJTLZS,X,X,X,O,X,X,O
IOJTSLZ,O,O,X,X,O,X,X
IOJTSZL,O,O,X,X,O,X,X
IOJTZLS,O,O,X,X,X,X,O
IOJTZSL,O,O,X,X,O,X,X
IOJLTSZ,X,X,X,O,O,X,X
IOJLTZS,X,X,X,O,X,X,O
IOJLSTZ,X,X,X,O,O,X,X
IOJLSZT,X,X,X,O,O,X,X
IOJLZTS,X,X,O,O,X,X,X
IOJLZST,X,X,O,O,X,X,X
IOJSTLZ,O,X,X,O,O,X,X
IOJSTZL,O,X,X,X,O,X,X
IOJSLTZ,O,X,X,O,O,X,X
IOJSLZT,O,O,X,O,O,X,X
IOJSZTL,O,O,X,X,X,X,X
IOJSZLT,O,O,X,O,O,X,X
IOJZTLS,X,O,O,X,X,X,X
IOJZTSL,O,O,X,X,O,X,X
IOJZLTS,X,O,O,O,X,X,X
IOJZLST,O,O,O,O,X,X,X
IOJZSTL,O,O,X,X,X,X,X
IOJZSLT,O,O,O,X,O,X,X
IOSTLJZ,O,O,X,O,O,X,X
IOSTLZJ,O,O,X,O,O,X,O
IOSTJLZ,O,O,X,X,O,X,X
IOSTJZL,O,O,X,X,O,X,X
IOSTZLJ,O,O,X,X,O,X,O
IOSTZJL,O,O,X,X,O,X,X
IOSLTJZ,O,X,X,O,O,X,X
IOSLTZJ,O,O,X,O,X,X,O
IOSLJTZ,O,X,X,O,O,X,X
IOSLJZT,O,O,X,O,O,X,X
IOSLZTJ,O,O,X,O,X,X,X
IOSLZJT,O,O,X,O,O,X,X
IOSJTLZ,O,X,X,O,O,X,X
IOSJTZL,O,X,X,X,O,X,X
IOSJLTZ,O,X,X,O,O,X,X
IOSJLZT,O,O,X,O,O,X,X
IOSJZTL,O,O,X,X,X,X,X
IOSJZLT,O,O,X,O,O,X,X
IOSZTLJ,O,O,X,X,X,X,X
IOSZTJL,O,O,X,X,X,X,X
IOSZLTJ,O,O,X,O,X,X,X
IOSZLJT,O,O,X,O,O,X,X
IOSZJTL,O,O,X,X,X,X,X
IOSZJLT,O,O,X,X,O,X,X
IOZTLJS,O,O,O,X,X,X,O
IOZTLSJ,O,O,O,X,X,X,O
IOZTJLS,O,O,O,X,X,X,O
IOZTJSL,O,O,O,X,O,X,X
IOZTSLJ,O,O,O,X,O,X,O
IOZTSJL,O,O,O,X,O,X,X
IOZLTJS,X,O,O,X,X,X,O
IOZLTSJ,X,O,O,X,X,X,O
IOZLJTS,X,O,O,X,X,X,X
IOZLJST,O,O,O,X,X,X,X
IOZLSTJ,O,O,O,X,X,X,X
IOZLSJT,O,O,O,X,X,X,X
IOZJTLS,X,O,O,X,X,X,X
IOZJTSL,O,O,O,X,O,X,X
IOZJLTS,X,O,O,X,X,X,X
IOZJLST,O,O,O,X,X,X,X
IOZJSTL,O,O,X,X,X,X,X
IOZJSLT,O,O,O,X,O,X,X
IOZSTLJ,O,O,O,X,X,X,X
IOZSTJL,O,O,O,X,X,X,X
IOZSLTJ,O,O,O,X,X,X,X
IOZSLJT,O,O,O,X,O,X,X
IOZSJTL,O,O,X,X,X,X,X
IOZSJLT,O,O,O,X,O,X,X
LTIJSZO,X,X,O,O,O,X,X
LTIJSOZ,X,X,X,O,O,X,X
LTIJZSO,X,X,O,O,X,X,X
LTIJZOS,X,X,O,O,X,X,O
LTIJOSZ,X,X,X,O,O,X,X
LTIJOZS,X,X,O,O,X,X,O
LTISJZO,O,O,O,O,O,X,X
LTISJOZ,O,O,X,O,O,X,X
LTISZJO,O,O,O,O,O,X,X
LTISZOJ,O,O,O,O,O,X,O
LTISOJZ,O,O,X,O,O,X,X
LTISOZJ,O,O,X,O,O,X,O
LTIZJSO,O,O,O,O,X,X,X
LTIZJOS,O,O,O,O,X,X,O
LTIZSJO,O,O,O,O,X,X,X
LTIZSOJ,O,O,O,O,X,X,O
LTIZOJS,O,O,O,O,X,X,O
LTIZOSJ,O,O,O,O,X,X,O
LTIOJSZ,X,X,X,O,O,X,X
LTIOJZS,X,X,O,O,X,X,O
LTIOSJZ,O,O,X,O,O,X,X
LTIOSZJ,O,O,X,O,O,X,O
LTIOZJS,O,O,O,X,X,X,O
LTIOZSJ,O,O,O,X,X,X,O
LTJISZO,X,X,O,O,O,X,X
LTJISOZ,X,X,X,O,O,X,X
LTJIZSO,X,X,O,O,X,X,X
LTJIZOS,X,X,O,O,X,X,O
LTJIOSZ,X,X,X,O,O,X,X
LTJIOZS,X,X,O,O,X,X,O
LTJSIZO,X,X,O,O,O,O,X
LTJSIOZ,X,X,X,O,O,O,X
LTJSZIO,X,X,O,O,O,O,X
LTJSZOI,X,X,O,O,O,O,X
LTJSOIZ,X,X,X,O,O,O,X
LTJSOZI,X,X,X,O,O,O,X
LTJZISO,X,X,O,O,X,X,X
LTJZIOS,X,X,O,O,X,X,O
LTJZSIO,X,X,O,O,X,O,X
LTJZSOI,X,X,O,O,X,O,X
LTJZOIS,X,X,O,O,X,X,O
LTJZOSI,X,X,O,O,X,O,X
LTJOISZ,X,X,X,O,O,X,X
LTJOIZS,X,X,O,O,X,X,O
LTJOSIZ,X,X,X,O,O,O,X
LTJOSZI,X,X,X,O,O,O,X
LTJOZIS,X,X,O,O,X,X,O
LTJOZSI,X,X,O,O,X,O,X
LTSIJZO,O,O,O,O,O,O,X
LTSIJOZ,O,O,X,O,O,O,X
LTSIZJO,O,O,O,O,O,O,X
LTSIZOJ,O,O,O,O,O,O,O
LTSIOJZ,O,O,X,O,O,O,X
LTSIOZJ,O,O,X,O,O,O,O
LTSJIZO,O,O,O,O,O,O,X
LTSJIOZ,O,O,X,O,O,O,X
LTSJZIO,O,O,O,O,O,O,X
LTSJZOI,O,O,O,O,O,O,X
LTSJOIZ,O,O,X,O,O,O,X
LTSJOZI,O,O,X,O,O,O,X
LTSZIJO,O,O,O,O,O,O,X
LTSZIOJ,O,O,O,O,O,O,O
LTSZJIO,O,O,O,O,O,O,X
LTSZJOI,O,O,O,O,O,O,X
LTSZOIJ,O,O,O,O,O,O,O
LTSZOJI,O,O,O,O,O,O,X
LTSOIJZ,O,O,X,O,O,O,X
LTSOIZJ,O,O,X,O,O,O,O
LTSOJIZ,O,O,X,O,O,O,X
LTSOJZI,O,O,X,O,O,O,X
LTSOZIJ,O,O,X,O,O,O,O
LTSOZJI,O,O,X,O,O,O,X
LTZIJSO,O,O,O,O,X,X,X
LTZIJOS,O,O,O,O,X,X,O
LTZISJO,O,O,O,O,X,X,X
LTZISOJ,O,O,O,O,X,X,O
LTZIOJS,O,O,O,O,X,X,O
LTZIOSJ,O,O,O,O,X,X,O
LTZJISO,O,O,O,O,X,X,X
LTZJIOS,O,O,O,O,X,X,O
LTZJSIO,O,O,O,O,X,O,X
LTZJSOI,O,O,O,O,X,O,X
LTZJOIS,O,O,O,O,X,X,O
LTZJOSI,O,O,O,O,X,O,X
LTZSIJO,O,O,O,O,X,O,X
LTZSIOJ,O,O,O,O,X,O,O
LTZSJIO,O,O,O,O,X,O,X
LTZSJOI,O,O,O,O,X,O,X
LTZSOIJ,O,O,O,O,X,O,O
LTZSOJI,O,O,O,O,X,O,X
LTZOIJS,O,O,O,O,X,X,O
LTZOISJ,O,O,O,O,X,X,O
LTZOJIS,O,O,O,O,X,X,O
LTZOJSI,O,O,O,O,X,O,X
LTZOSIJ,O,O,O,O,X,O,O
LTZOSJI,O,O,O,O,X,O,X
LTOIJSZ,X,X,X,O,O,X,X
LTOIJZS,X,X,O,O,X,X,O
LTOISJZ,O,O,X,O,O,X,X
LTOISZJ,O,O,X,O,O,X,O
LTOIZJS,O,O,O,X,X,X,O
LTOIZSJ,O,O,O,X,X,X,O
LTOJISZ,X,X,X,O,O,X,X
LTOJIZS,X,X,O,O,X,X,O
LTOJSIZ,X,X,X,O,O,O,X
LTOJSZI,X,X,X,O,O,O,X
LTOJZIS,X,X,O,O,X,X,O
LTOJZSI,X,X,O,O,X,O,X
LTOSIJZ,O,O,X,O,O,O,X
LTOSIZJ,O,O,X,O,O,O,O
LTOSJIZ,O,O,X,O,O,O,X
LTOSJZI,O,O,X,O,O,O,X
LTOSZIJ,O,O,X,O,O,O,O
LTOSZJI,O,O,X,O,O,O,X
LTOZIJS,O,O,O,O,X,X,O
LTOZISJ,O,O,O,O,X,X,O
LTOZJIS,O,O,O,O,X,X,O
LTOZJSI,O,O,O,O,X,O,X
LTOZSIJ,O,O,O,O,X,O,O
LTOZSJI,O,O,O,O,X,O,X
LITJSZO,X,X,O,O,O,X,X
LITJSOZ,X,X,X,O,O,X,X
LITJZSO,X,X,O,O,X,X,X
LITJZOS,X,X,O,O,X,X,O
LITJOSZ,X,X,X,O,O,X,X
LITJOZS,X,X,O,O,X,X,O
LITSJZO,O,O,O,O,O,X,X
LITSJOZ,O,O,X,O,O,X,X
LITSZJO,O,O,O,O,O,X,X
LITSZOJ,O,O,O,O,O,X,O
LITSOJZ,O,O,X,O,O,X,X
LITSOZJ,O,O,X,O,O,X,O
LITZJSO,O,O,O,O,X,X,X
LITZJOS,O,O,O,O,X,X,O
LITZSJO,O,O,O,O,X,X,X
LITZSOJ,O,O,O,O,X,X,O
LITZOJS,O,O,O,O,X,X,O
LITZOSJ,O,O,O,O,X,X,O
LITOJSZ,X,X,X,O,O,X,X
LITOJZS,X,X,O,O,X,X,O
LITOSJZ,O,O,X,O,O,X,X
LITOSZJ,O,O,X,O,O,X,O
LITOZJS,O,O,O,X,X,X,O
LITOZSJ,O,O,O,X,X,X,O
LIJTSZO,X,X,O,X,O,X,X
LIJTSOZ,X,X,X,X,O,X,X
LIJTZSO,X,X,O,X,X,X,X
LIJTZOS,X,X,O,O,X,X,O
LIJTOSZ,X,X,X,O,O,X,X
LIJTOZS,X,X,O,O,X,X,O
LIJSTZO,X,X,X,O,X,X,X
LIJSTOZ,X,X,X,O,O,X,X
LIJSZTO,X,X,X,O,X,X,X
LIJSZOT,X,X,O,O,O,X,X
LIJSOTZ,X,X,X,O,O,X,X
LIJSOZT,X,X,X,O,O,X,X
LIJZTSO,X,X,O,X,X,X,X
LIJZTOS,X,X,O,O,X,X,X
LIJZSTO,X,X,X,O,X,X,X
LIJZSOT,X,X,O,O,X,X,X
LIJZOTS,X,X,O,O,X,X,X
LIJZOST,X,X,O,O,X,X,X
LIJOTSZ,X,X,X,O,O,X,X
LIJOTZS,X,X,X,O,X,X,O
LIJOSTZ,X,X,X,O,O,X,X
LIJOSZT,X,X,X,O,O,X,X
LIJOZTS,X,X,O,O,X,X,X
LIJOZST,X,X,O,O,X,X,X
LISTJZO,O,X,O,X,X,X,X
LISTJOZ,O,X,X,X,O,X,X
LISTZJO,O,O,O,X,X,X,X
LISTZOJ,O,O,O,O,X,X,O
LISTOJZ,O,X,X,O,O,X,X
LISTOZJ,O,O,X,O,X,X,O
LISJTZO,O,X,X,O,X,X,X
LISJTOZ,O,X,X,O,O,X,X
LISJZTO,O,O,X,O,X,X,X
LISJZOT,O,O,O,O,O,X,X
LISJOTZ,O,X,X,O,O,X,X
LISJOZT,O,O,X,O,O,X,X
LISZTJO,O,O,O,X,X,X,X
LISZTOJ,O,O,O,O,X,X,X
LISZJTO,O,O,X,O,X,X,X
LISZJOT,O,O,O,O,O,X,X
LISZOTJ,O,O,O,O,X,X,X
LISZOJT,O,O,O,O,O,X,X
LISOTJZ,O,X,X,O,O,X,X
LISOTZJ,O,O,X,O,X,X,O
LISOJTZ,O,X,X,O,O,X,X
LISOJZT,O,O,X,O,O,X,X
LISOZTJ,O,O,X,O,X,X,X
LISOZJT,O,O,X,O,O,X,X
LIZTJSO,X,O,O,O,X,X,X
LIZTJOS,X,O,O,O,X,X,O
LIZTSJO,X,O,O,O,X,X,X
LIZTSOJ,X,O,O,O,X,X,O
LIZTOJS,X,O,O,O,X,X,O
LIZTOSJ,X,O,O,O,X,X,O
LIZJTSO,X,O,O,X,X,X,X
LIZJTOS,X,O,O,O,X,X,X
LIZJSTO,O,O,X,O,X,X,X
LIZJSOT,O,O,O,O,X,X,X
LIZJOTS,X,O,O,O,X,X,X
LIZJOST,O,O,O,O,X,X,X
LIZSTJO,O,O,O,X,X,X,X
LIZSTOJ,O,O,O,O,X,X,X
LIZSJTO,O,O,X,O,X,X,X
LIZSJOT,O,O,O,O,X,X,X
LIZSOTJ,O,O,O,O,X,X,X
LIZSOJT,O,O,O,O,X,X,X
LIZOTJS,X,O,O,O,X,X,O
LIZOTSJ,X,O,O,O,X,X,O
LIZOJTS,X,O,O,O,X,X,X
LIZOJST,O,O,O,O,X,X,X
LIZOSTJ,O,O,O,O,X,X,X
LIZOSJT,O,O,O,O,X,X,X
LIOTJSZ,X,X,X,O,O,X,X
LIOTJZS,X,X,O,O,X,X,O
LIOTSJZ,O,O,X,O,O,X,X
LIOTSZJ,O,O,X,O,O,X,O
LIOTZJS,O,O,O,X,X,X,O
LIOTZSJ,O,O,O,X,X,X,O
LIOJTSZ,X,X,X,O,O,X,X
LIOJTZS,X,X,X,O,X,X,O
LIOJSTZ,X,X,X,O,O,X,X
LIOJSZT,X,X,X,O,O,X,X
LIOJZTS,X,X,O,O,X,X,X
LIOJZST,X,X,O,O,X,X,X
LIOSTJZ,O,X,X,O,O,X,X
LIOSTZJ,O,O,X,O,X,X,O
LIOSJTZ,O,X,X,O,O,X,X
LIOSJZT,O,O,X,O,O,X,X
LIOSZTJ,O,O,X,O,X,X,X
LIOSZJT,O,O,X,O,O,X,X
LIOZTJS,X,O,O,X,X,X,O
LIOZTSJ,X,O,O,X,X,X,O
LIOZJTS,X,O,O,X,X,X,X
LIOZJST,O,O,O,X,X,X,X
LIOZSTJ,O,O,O,X,X,X,X
LIOZSJT,O,O,O,X,X,X,X
LJTISZO,X,X,O,O,O,X,X
LJTISOZ,X,X,X,O,O,X,X
LJTIZSO,X,X,O,O,X,X,X
LJTIZOS,X,X,O,O,X,X,O
LJTIOSZ,X,X,X,O,O,X,X
LJTIOZS,X,X,O,O,X,X,O
LJTSIZO,X,X,O,O,O,O,X
LJTSIOZ,X,X,X,O,O,O,X
LJTSZIO,X,X,O,O,O,O,X
LJTSZOI,X,X,O,O,O,O,X
LJTSOIZ,X,X,X,O,O,O,X
LJTSOZI,X,X,X,O,O,O,X
LJTZISO,X,X,O,O,X,X,X
LJTZIOS,X,X,O,O,X,X,O
LJTZSIO,X,X,O,O,X,O,X
LJTZSOI,X,X,O,O,X,O,X
LJTZOIS,X,X,O,O,X,X,O
LJTZOSI,X,X,O,O,X,O,X
LJTOISZ,X,X,X,O,O,X,X
LJTOIZS,X,X,O,O,X,X,O
LJTOSIZ,X,X,X,O,O,O,X
LJTOSZI,X,X,X,O,O,O,X
LJTOZIS,X,X,O,O,X,X,O
LJTOZSI,X,X,O,O,X,O,X
LJITSZO,X,X,O,X,O,X,X
LJITSOZ,X,X,X,X,O,X,X
LJITZSO,X,X,O,X,X,X,X
LJITZOS,X,X,O,O,X,X,O
LJITOSZ,X,X,X,O,O,X,X
LJITOZS,X,X,O,O,X,X,O
LJISTZO,X,X,X,O,X,X,X
LJISTOZ,X,X,X,O,O,X,X
LJISZTO,X,X,X,O,X,X,X
LJISZOT,X,X,O,O,O,X,X
LJISOTZ,X,X,X,O,O,X,X
LJISOZT,X,X,X,O,O,X,X
LJIZTSO,X,X,O,X,X,X,X
LJIZTOS,X,X,O,O,X,X,X
LJIZSTO,X,X,X,O,X,X,X
LJIZSOT,X,X,O,O,X,X,X
LJIZOTS,X,X,O,O,X,X,X
LJIZOST,X,X,O,O,X,X,X
LJIOTSZ,X,X,X,O,O,X,X
LJIOTZS,X,X,X,O,X,X,O
LJIOSTZ,X,X,X,O,O,X,X
LJIOSZT,X,X,X,O,O,X,X
LJIOZTS,X,X,O,O,X,X,X
LJIOZST,X,X,O,O,X,X,X
LJSTIZO,X,X,X,O,X,O,X
LJSTIOZ,X,X,X,O,O,O,X
LJSTZIO,X,X,X,O,X,O,X
LJSTZOI,X,X,X,O,X,O,X
LJSTOIZ,X,X,X,O,O,O,X
LJSTOZI,X,X,X,X,X,O,X
LJSITZO,X,X,X,O,X,O,X
LJSITOZ,X,X,X,O,O,O,X
LJSIZTO,X,X,X,O,X,O,X
LJSIZOT,X,X,O,O,O,X,X
LJSIOTZ,X,X,X,O,O,X,X
LJSIOZT,X,X,X,O,O,X,X
LJSZTIO,X,X,X,O,X,O,X
LJSZTOI,X,X,X,O,X,O,X
LJSZITO,X,X,X,O,X,O,X
LJSZIOT,X,X,O,O,O,X,X
LJSZOTI,X,X,X,O,X,X,X
LJSZOIT,X,X,O,O,O,X,X
LJSOTIZ,X,X,X,O,O,X,X
LJSOTZI,X,X,X,X,X,X,X
LJSOITZ,X,X,X,O,O,X,X
LJSOIZT,X,X,X,O,O,X,X
LJSOZTI,X,X,X,O,X,X,X
LJSOZIT,X,X,X,O,O,X,X
LJZTISO,X,X,O,O,X,X,X
LJZTIOS,X,X,O,O,X,X,X
LJZTSIO,X,X,O,O,X,O,X
LJZTSOI,X,X,O,O,X,O,X
LJZTOIS,X,X,O,O,X,X,X
LJZTOSI,X,X,O,O,X,O,X
LJZITSO,X,X,O,X,X,X,X
LJZITOS,X,X,O,O,X,X,X
LJZISTO,X,X,X,O,X,X,X
LJZISOT,X,X,O,O,X,X,X
LJZIOTS,X,X,O,O,X,X,X
LJZIOST,X,X,O,O,X,X,X
LJZSTIO,X,X,X,O,X,O,X
LJZSTOI,X,X,X,O,X,O,X
LJZSITO,X,X,X,O,X,O,X
LJZSIOT,X,X,O,O,X,X,X
LJZSOTI,X,X,X,O,X,X,X
LJZSOIT,X,X,O,O,X,X,X
