sequence,v115@8gA8IeB8DeC8AeB8DeG8AeG8Jei6IvhFUcBRdBzfBf?mBmiBFqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8Je//IvhFRbBUdBajBT?gBOmBFqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8Jei6IvhFUcBRdBFgBm?iBfqBzqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8Jex6IvhFVhBUdBajBm?fBfqBzqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8JeT6IvhFibBRdBFhBm?iBfqB0qB,v115@8gA8IeB8DeC8AeB8DeG8AeG8JeT6IvhFlbBRdB8kBX?hBmiBiqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8JeT6IvhFxbBViBajBm?gBfqB0qB,v115@8gA8IeB8DeC8AeB8DeG8AeG8JeT6IvhFRdB8kBmiB3?lBFmBiqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8JeT6IvhFUdBajBxgBf?qBmqBlqB
SIOTLJZ,X,X,X,X,X,X,X,X,X
SIOTLZJ,X,X,X,X,X,X,X,X,X
SIOTJLZ,X,X,X,X,X,X,X,X,X
SIOTJZL,X,X,X,X,X,X,X,X,X
SIOTZLJ,X,X,X,X,X,X,X,X,X
SIOTZJL,X,X,X,X,X,X,X,X,X
SIOLTJZ,X,X,X,X,X,X,X,X,X
SIOLTZJ,X,X,X,X,X,X,X,X,X
SIOLJTZ,X,X,X,X,X,X,X,X,X
SIOLJZT,X,X,X,X,X,X,X,X,X
SIOLZTJ,X,X,X,X,X,X,X,X,X
SIOLZJT,X,X,X,X,X,X,X,X,O
SIOJTLZ,X,X,X,X,X,X,X,X,X
SIOJTZL,X,X,X,X,X,X,X,X,X
SIOJLTZ,X,X,X,X,X,X,X,X,X
SIOJLZT,X,X,X,X,X,X,X,X,X
SIOJZTL,X,X,X,X,X,X,X,X,X
SIOJZLT,X,X,X,X,X,X,X,X,X
SIOZTLJ,X,X,X,X,X,X,X,X,X
SIOZTJL,X,X,X,X,X,O,X,X,X
SIOZLTJ,X,X,X,X,X,X,X,X,X
SIOZLJT,X,X,X,X,X,X,X,X,O
SIOZJTL,X,X,X,X,X,X,X,X,X
SIOZJLT,X,X,X,X,X,X,X,X,X
SLTIJZO,X,X,X,X,X,X,X,X,X
SLTIJOZ,X,X,X,X,X,X,X,X,X
SLTIZJO,X,O,X,O,X,X,X,X,X
SLTIZOJ,X,O,X,X,X,O,X,X,X
SLTIOJZ,X,X,X,X,X,X,X,X,X
SLTIOZJ,X,X,X,X,X,X,O,X,X
SLTJIZO,X,O,O,O,X,O,X,X,X
SLTJIOZ,X,X,X,X,X,X,X,X,X
SLTJZIO,X,O,O,O,X,O,X,X,X
SLTJZOI,X,O,X,X,X,O,X,X,X
SLTJOIZ,X,O,X,X,X,X,X,X,X
SLTJOZI,X,O,X,X,X,X,X,X,X
SLTZIJO,X,O,O,O,X,X,O,X,X
SLTZIOJ,X,O,X,X,X,O,O,X,X
SLTZJIO,X,X,O,O,X,O,O,X,X
SLTZJOI,X,X,X,X,X,O,O,X,X
SLTZOIJ,X,O,X,X,X,O,O,X,X
SLTZOJI,X,X,X,X,X,O,O,X,X
SLTOIJZ,X,X,X,X,X,X,X,X,X
SLTOIZJ,X,O,X,X,X,X,O,X,X
SLTOJIZ,X,O,X,X,X,X,X,X,X
SLTOJZI,X,O,X,X,X,X,X,X,X
SLTOZIJ,X,O,X,X,X,X,O,X,X
SLTOZJI,X,X,X,X,X,X,O,X,X
SLITJZO,X,X,X,X,X,X,X,X,X
SLITJOZ,X,X,X,X,X,X,X,X,X
SLITZJO,X,O,X,X,X,X,X,X,X
SLITZOJ,X,O,X,X,X,O,X,X,X
SLITOJZ,X,X,X,X,X,X,X,X,X
SLITOZJ,X,X,X,X,X,X,X,X,X
SLIJTZO,X,X,X,X,X,X,X,X,X
SLIJTOZ,X,X,X,X,X,X,X,X,X
SLIJZTO,X,X,X,X,X,X,X,X,X
SLIJZOT,X,X,X,X,X,X,X,X,X
SLIJOTZ,X,X,X,X,X,X,X,X,X
SLIJOZT,X,X,X,X,X,X,X,X,X
SLIZTJO,X,O,X,X,X,X,X,X,X
SLIZTOJ,X,O,X,X,X,O,X,X,X
SLIZJTO,X,O,X,X,X,X,X,X,X
SLIZJOT,X,X,X,X,X,X,X,X,X
SLIZOTJ,X,X,X,X,X,O,X,X,X
SLIZOJT,X,X,X,X,X,X,X,X,O
SLIOTJZ,X,X,X,X,X,X,X,X,X
SLIOTZJ,X,X,X,X,X,X,X,X,X
SLIOJTZ,X,X,X,X,X,X,X,X,X
SLIOJZT,X,X,X,X,X,X,X,X,X
SLIOZTJ,X,X,X,X,X,X,X,X,X
SLIOZJT,X,X,X,X,X,X,X,X,O
SLJTIZO,X,O,O,O,X,O,X,X,X
SLJTIOZ,X,X,X,X,X,X,X,X,X
SLJTZIO,X,O,O,O,X,O,X,X,X
SLJTZOI,X,O,X,X,X,O,X,X,X
SLJTOIZ,X,O,X,X,X,X,X,X,X
SLJTOZI,X,O,X,X,X,X,X,X,X
SLJITZO,X,X,O,O,X,O,X,X,X
SLJITOZ,X,X,X,X,X,X,X,X,X
SLJIZTO,O,O,O,X,X,O,X,X,X
SLJIZOT,X,X,X,X,X,O,X,X,O
SLJIOTZ,X,X,O,X,X,X,X,X,X
SLJIOZT,X,X,O,X,X,X,X,X,O
SLJZTIO,X,O,X,O,X,O,X,X,X
SLJZTOI,X,O,X,X,X,O,X,X,X
SLJZITO,O,O,O,X,X,O,X,X,X
SLJZIOT,X,X,X,X,X,O,X,X,O
SLJZOTI,X,X,X,X,X,O,X,X,X
SLJZOIT,X,X,X,X,X,O,X,X,O
SLJOTIZ,X,X,X,O,X,X,X,X,X
SLJOTZI,X,X,X,O,X,X,X,X,X
SLJOITZ,X,X,O,O,X,X,X,X,X
SLJOIZT,X,X,O,X,X,X,X,X,O
SLJOZTI,X,X,X,X,X,X,X,X,X
SLJOZIT,X,X,O,X,X,X,X,X,O
SLZTIJO,X,O,X,O,X,X,O,X,X
SLZTIOJ,X,O,X,X,X,O,O,X,X
SLZTJIO,X,X,X,O,X,O,O,X,X
SLZTJOI,X,X,X,X,X,O,O,X,X
SLZTOIJ,X,O,X,X,X,O,O,X,X
SLZTOJI,X,X,X,X,X,O,O,X,X
SLZITJO,O,O,O,X,X,X,X,X,X
SLZITOJ,O,O,X,X,X,O,X,X,X
SLZIJTO,O,O,O,X,X,X,X,X,X
SLZIJOT,X,X,X,X,X,X,X,X,X
SLZIOTJ,X,X,X,X,X,O,X,X,X
SLZIOJT,X,X,X,X,X,X,X,X,O
SLZJTIO,X,O,X,O,X,O,X,X,X
SLZJTOI,X,O,X,X,X,O,X,X,X
SLZJITO,O,O,O,X,X,O,X,X,X
SLZJIOT,X,X,X,X,X,O,X,X,O
SLZJOTI,X,X,X,X,X,O,X,X,X
SLZJOIT,X,X,X,X,X,O,X,X,O
SLZOTIJ,X,X,X,O,X,O,O,X,X
SLZOTJI,X,X,X,O,X,O,O,X,X
SLZOITJ,X,X,X,X,X,O,X,X,X
SLZOIJT,X,X,X,X,X,X,X,X,O
SLZOJTI,X,X,X,X,X,O,X,X,X
SLZOJIT,X,X,X,X,X,O,X,X,O
SLOTIJZ,X,X,X,X,X,X,X,X,X
SLOTIZJ,X,X,X,O,X,X,O,X,X
SLOTJIZ,X,X,X,O,X,X,X,X,X
SLOTJZI,X,X,X,O,X,X,X,X,X
SLOTZIJ,X,X,X,O,X,X,O,X,X
SLOTZJI,X,X,X,O,X,X,O,X,X
SLOITJZ,X,X,X,X,X,X,X,X,X
SLOITZJ,X,X,X,X,X,X,X,X,X
SLOIJTZ,X,X,X,X,X,X,X,X,X
SLOIJZT,X,X,X,X,X,X,X,X,X
SLOIZTJ,X,X,X,X,X,X,X,X,X
SLOIZJT,X,X,X,X,X,X,X,X,O
SLOJTIZ,X,X,X,O,X,X,X,X,X
SLOJTZI,X,X,X,O,X,X,X,X,X
SLOJITZ,X,X,O,O,X,X,X,X,X
SLOJIZT,X,X,O,X,X,X,X,X,O
SLOJZTI,X,X,X,X,X,X,X,X,X
SLOJZIT,X,X,O,X,X,X,X,X,O
SLOZTIJ,X,X,X,O,X,X,O,X,X
SLOZTJI,X,X,X,O,X,X,O,X,X
SLOZITJ,X,X,O,X,X,X,X,X,X
SLOZIJT,X,X,O,X,X,X,X,X,O
SLOZJTI,X,X,X,X,X,X,X,X,X
SLOZJIT,X,X,O,X,X,X,X,X,O
SJTILZO,O,O,O,O,X,O,X,X,X
SJTILOZ,X,X,X,X,O,X,X,X,X
SJTIZLO,O,O,O,O,X,X,X,X,X
SJTIZOL,O,X,X,X,X,O,X,X,X
SJTIOLZ,O,X,X,X,O,X,X,X,X
SJTIOZL,O,X,X,X,X,X,X,X,X
SJTLIZO,O,O,O,O,X,O,X,X,X
SJTLIOZ,X,X,X,X,O,X,X,X,X
SJTLZIO,O,O,O,O,X,O,X,X,X
SJTLZOI,X,O,X,X,X,O,X,X,X
SJTLOIZ,X,O,X,X,O,X,X,X,X
SJTLOZI,X,O,X,X,X,X,X,X,X
SJTZILO,O,O,O,O,X,X,X,X,X
SJTZIOL,O,X,X,X,X,O,X,X,X
SJTZLIO,O,O,O,O,X,X,X,X,X
SJTZLOI,X,O,X,X,X,X,X,X,X
SJTZOIL,O,O,X,X,X,O,X,X,X
SJTZOLI,O,O,X,X,X,X,X,X,X
SJTOILZ,O,O,X,X,O,X,X,X,X
SJTOIZL,O,O,X,X,X,X,X,X,X
SJTOLIZ,O,O,X,X,O,X,X,X,X
SJTOLZI,O,O,X,X,X,X,X,X,X
SJTOZIL,O,O,X,X,X,X,X,X,X
SJTOZLI,O,O,X,X,X,X,X,X,X
SJITLZO,O,X,O,O,X,O,X,X,X
SJITLOZ,X,X,X,X,O,X,X,X,X
SJITZLO,O,X,O,O,X,X,X,X,X
SJITZOL,O,X,X,X,X,O,X,X,X
SJITOLZ,O,X,X,X,O,X,X,X,X
SJITOZL,O,X,X,X,X,X,X,X,X
SJILTZO,X,X,O,O,X,O,X,X,X
SJILTOZ,X,X,X,X,X,X,X,X,X
SJILZTO,O,O,O,X,X,O,X,X,X
SJILZOT,X,X,X,X,X,O,X,X,O
SJILOTZ,X,X,O,X,X,X,X,X,X
SJILOZT,X,X,O,X,X,X,X,X,O
SJIZTLO,O,X,O,X,O,X,X,X,X
SJIZTOL,O,X,X,X,O,O,X,O,X
SJIZLTO,O,O,O,X,X,X,X,X,X
SJIZLOT,X,X,X,X,O,X,X,X,O
SJIZOTL,X,X,X,X,O,O,X,O,X
SJIZOLT,X,X,X,X,O,X,X,X,O
SJIOTLZ,X,X,O,X,O,X,X,X,X
SJIOTZL,X,X,O,X,X,X,X,X,X
SJIOLTZ,X,X,O,X,X,X,X,X,X
SJIOLZT,X,X,O,X,X,X,X,X,O
SJIOZTL,X,X,O,X,O,O,X,X,X
SJIOZLT,X,X,O,X,O,X,X,X,O
SJLTIZO,X,O,O,O,X,O,X,X,X
SJLTIOZ,X,X,X,X,X,X,X,X,X
SJLTZIO,X,O,O,O,X,O,X,X,X
SJLTZOI,X,O,X,X,X,O,X,X,X
SJLTOIZ,X,O,X,X,X,X,X,X,X
SJLTOZI,X,O,X,X,X,X,X,X,X
SJLITZO,X,X,O,O,X,O,X,X,X
SJLITOZ,X,X,X,X,X,X,X,X,X
SJLIZTO,O,O,O,X,X,O,X,X,X
SJLIZOT,X,X,X,X,X,O,X,X,O
SJLIOTZ,X,X,O,X,X,X,X,X,X
SJLIOZT,X,X,O,X,X,X,X,X,O
SJLZTIO,X,O,X,O,X,O,X,X,X
SJLZTOI,X,O,X,X,X,O,X,X,X
SJLZITO,O,O,O,X,X,O,X,X,X
SJLZIOT,X,X,X,X,X,O,X,X,O
SJLZOTI,X,X,X,X,X,O,X,X,X
SJLZOIT,X,X,X,X,X,O,X,X,O
SJLOTIZ,X,X,X,O,X,X,X,X,X
SJLOTZI,X,X,X,O,X,X,X,X,X
SJLOITZ,X,X,O,O,X,X,X,X,X
SJLOIZT,X,X,O,X,X,X,X,X,O
SJLOZTI,X,X,X,X,X,X,X,X,X
SJLOZIT,X,X,O,X,X,X,X,X,O
SJZTILO,O,O,O,O,O,X,X,X,X
SJZTIOL,O,X,X,X,O,O,X,O,X
SJZTLIO,O,O,O,O,O,X,X,X,X
SJZTLOI,X,O,X,X,O,X,X,X,X
SJZTOIL,O,O,X,X,O,O,X,O,X
SJZTOLI,O,O,X,X,O,X,X,O,X
SJZITLO,O,X,O,X,O,X,X,X,X
SJZITOL,O,X,X,X,O,O,X,O,X
SJZILTO,O,O,O,X,X,X,X,X,X
SJZILOT,X,X,X,X,O,X,X,X,O
SJZIOTL,X,X,X,X,O,O,X,O,X
SJZIOLT,X,X,X,X,O,X,X,X,O
SJZLTIO,X,O,X,O,X,X,X,X,X
SJZLTOI,X,O,X,X,X,X,X,X,X
SJZLITO,O,O,O,X,X,X,X,X,X
SJZLIOT,X,X,X,X,O,X,X,X,O
SJZLOTI,X,X,X,X,X,X,X,X,X
SJZLOIT,X,X,X,X,O,X,X,X,O
SJZOTIL,X,X,X,X,O,O,X,O,X
SJZOTLI,X,X,X,X,O,X,X,O,X
SJZOITL,X,X,X,X,O,O,X,O,X
SJZOILT,X,X,X,X,O,X,X,X,O
SJZOLTI,X,X,X,X,X,X,X,X,X
SJZOLIT,X,X,X,X,O,X,X,X,O
SJOTILZ,X,X,O,O,O,X,X,X,X
SJOTIZL,X,X,O,O,X,X,X,X,X
SJOTLIZ,X,X,O,O,O,X,X,X,X
SJOTLZI,X,X,O,O,X,X,X,X,X
SJOTZIL,X,X,O,O,X,X,X,X,X
SJOTZLI,X,X,O,O,X,X,X,X,X
SJOITLZ,X,X,O,O,O,X,X,X,X
SJOITZL,X,X,O,O,X,X,X,X,X
SJOILTZ,X,X,O,O,X,X,X,X,X
SJOILZT,X,X,O,X,X,X,X,X,O
SJOIZTL,X,X,O,X,O,O,X,X,X
SJOIZLT,X,X,O,X,O,X,X,X,O
SJOLTIZ,X,X,X,O,X,X,X,X,X
SJOLTZI,X,X,X,O,X,X,X,X,X
SJOLITZ,X,X,O,O,X,X,X,X,X
SJOLIZT,X,X,O,X,X,X,X,X,O
SJOLZTI,X,X,X,X,X,X,X,X,X
SJOLZIT,X,X,O,X,X,X,X,X,O
SJOZTIL,X,X,O,X,O,O,X,X,X
SJOZTLI,X,X,O,X,O,X,X,X,X
SJOZITL,X,X,O,X,O,O,X,X,X
SJOZILT,X,X,O,X,O,X,X,X,O
SJOZLTI,X,X,X,X,X,X,X,X,X
SJOZLIT,X,X,O,X,O,X,X,X,O
SZTILJO,O,O,O,O,X,X,O,X,X
SZTILOJ,O,O,X,X,O,X,O,X,X
SZTIJLO,X,X,X,X,X,X,O,X,X
SZTIJOL,X,X,X,X,X,X,O,X,X
SZTIOLJ,O,X,X,X,O,X,O,X,X
SZTIOJL,X,X,X,X,X,O,X,X,X
SZTLIJO,O,O,O,O,X,X,O,X,X
SZTLIOJ,O,O,X,X,O,X,O,X,X
SZTLJIO,O,X,O,O,O,X,O,X,X
SZTLJOI,X,X,X,X,O,X,O,X,X
SZTLOIJ,X,O,X,X,O,X,O,X,X
SZTLOJI,X,X,X,X,O,X,O,X,X
SZTJILO,O,X,O,O,O,X,O,X,X
SZTJIOL,O,X,X,X,O,O,O,X,X
SZTJLIO,O,X,O,O,O,X,O,X,X
SZTJLOI,X,X,X,X,O,X,O,X,X
SZTJOIL,O,X,X,X,O,O,O,X,X
SZTJOLI,O,X,X,X,O,X,O,X,X
SZTOILJ,O,O,X,X,O,X,O,X,X
SZTOIJL,X,X,X,X,X,O,X,X,X
SZTOLIJ,O,O,X,X,O,X,O,X,X
SZTOLJI,O,X,X,X,O,X,O,X,X
SZTOJIL,O,X,X,X,O,O,O,X,X
SZTOJLI,O,X,X,X,O,X,O,X,X
SZITLJO,O,X,O,X,X,X,X,X,X
SZITLOJ,O,X,X,X,X,X,X,X,X
SZITJLO,X,X,X,X,X,X,X,X,X
SZITJOL,X,X,X,X,X,X,X,X,X
SZITOLJ,O,X,X,X,X,X,X,X,X
SZITOJL,X,X,X,X,X,O,X,X,X
SZILTJO,O,O,O,X,X,X,X,X,X
SZILTOJ,O,O,X,X,X,X,X,X,X
SZILJTO,O,O,O,X,X,X,X,X,X
SZILJOT,X,X,X,X,X,X,X,X,X
SZILOTJ,X,X,X,X,X,X,X,X,X
SZILOJT,X,X,X,X,X,X,X,X,O
SZIJTLO,X,X,X,X,X,X,X,X,X
SZIJTOL,X,X,X,X,X,X,X,X,X
SZIJLTO,X,X,X,X,X,X,X,X,X
SZIJLOT,X,X,X,X,X,X,X,X,X
SZIJOTL,X,X,X,X,X,X,X,X,X
SZIJOLT,X,X,X,X,X,X,X,X,X
SZIOTLJ,X,X,X,X,X,X,X,X,X
SZIOTJL,X,X,X,X,X,O,X,X,X
SZIOLTJ,X,X,X,X,X,X,X,X,X
SZIOLJT,X,X,X,X,X,X,X,X,O
SZIOJTL,X,X,X,X,X,X,X,X,X
SZIOJLT,X,X,X,X,X,X,X,X,X
SZLTIJO,X,O,X,O,X,X,O,X,X
SZLTIOJ,X,O,X,X,X,X,O,X,X
SZLTJIO,X,X,X,O,X,X,O,X,X
SZLTJOI,X,X,X,X,X,X,O,X,X
SZLTOIJ,X,O,X,X,X,X,O,X,X
SZLTOJI,X,X,X,X,X,X,O,X,X
SZLITJO,O,O,O,X,X,X,X,X,X
SZLITOJ,O,O,X,X,X,X,X,X,X
SZLIJTO,O,O,O,X,X,X,X,X,X
SZLIJOT,X,X,X,X,X,X,X,X,X
SZLIOTJ,X,X,X,X,X,X,X,X,X
SZLIOJT,X,X,X,X,X,X,X,X,O
SZLJTIO,X,O,X,O,X,X,X,X,X
SZLJTOI,X,O,X,X,X,X,X,X,X
SZLJITO,O,O,O,X,X,X,X,X,X
SZLJIOT,X,X,X,X,O,X,X,X,O
SZLJOTI,X,X,X,X,X,X,X,X,X
SZLJOIT,X,X,X,X,O,X,X,X,O
SZLOTIJ,X,X,X,O,X,X,O,X,X
SZLOTJI,X,X,X,O,X,X,O,X,X
SZLOITJ,X,X,X,X,X,X,X,X,X
SZLOIJT,X,X,X,X,X,X,X,X,O
SZLOJTI,X,X,X,X,X,X,X,X,X
SZLOJIT,X,X,X,X,O,X,X,X,O
SZJTILO,O,O,O,O,O,X,O,X,X
SZJTIOL,O,X,X,X,O,O,O,O,X
SZJTLIO,O,O,O,O,O,X,O,X,X
SZJTLOI,X,O,X,X,O,X,O,X,X
SZJTOIL,O,O,X,X,O,O,O,O,X
SZJTOLI,O,O,X,X,O,X,O,O,X
SZJITLO,O,X,O,X,O,X,O,X,X
SZJITOL,O,X,X,X,O,O,O,O,X
SZJILTO,O,O,O,X,X,X,X,X,X
SZJILOT,X,X,X,X,O,X,X,X,O
SZJIOTL,X,X,X,X,O,O,O,O,X
SZJIOLT,X,X,X,X,O,X,X,X,O
SZJLTIO,X,O,X,O,X,X,X,X,X
SZJLTOI,X,O,X,X,X,X,X,X,X
SZJLITO,O,O,O,X,X,X,X,X,X
SZJLIOT,X,X,X,X,O,X,X,X,O
SZJLOTI,X,X,X,X,X,X,X,X,X
SZJLOIT,X,X,X,X,O,X,X,X,O
SZJOTIL,X,X,X,X,O,O,O,O,X
SZJOTLI,X,X,X,X,O,X,O,O,X
SZJOITL,X,X,X,X,O,O,O,O,X
SZJOILT,X,X,X,X,O,X,X,X,O
SZJOLTI,X,X,X,X,X,X,X,X,X
SZJOLIT,X,X,X,X,O,X,X,X,O
SZOTILJ,X,X,X,O,O,X,O,X,X
SZOTIJL,X,X,X,X,X,O,X,X,X
SZOTLIJ,X,X,X,O,O,X,O,X,X
SZOTLJI,X,X,X,O,O,X,O,X,X
SZOTJIL,X,X,X,O,O,O,O,X,X
SZOTJLI,X,X,X,O,O,X,O,X,X
SZOITLJ,X,X,X,X,X,X,X,X,X
SZOITJL,X,X,X,X,X,O,X,X,X
SZOILTJ,X,X,X,X,X,X,X,X,X
SZOILJT,X,X,X,X,X,X,X,X,O
SZOIJTL,X,X,X,X,X,X,X,X,X
SZOIJLT,X,X,X,X,X,X,X,X,X
SZOLTIJ,X,X,X,O,X,X,O,X,X
SZOLTJI,X,X,X,O,X,X,O,X,X
SZOLITJ,X,X,X,X,X,X,X,X,X
SZOLIJT,X,X,X,X,X,X,X,X,O
SZOLJTI,X,X,X,X,X,X,X,X,X
SZOLJIT,X,X,X,X,O,X,X,X,O
SZOJTIL,X,X,X,X,O,O,O,O,X
SZOJTLI,X,X,X,X,O,X,O,O,X
SZOJITL,X,X,X,X,O,O,O,O,X
SZOJILT,X,X,X,X,O,X,X,X,O
SZOJLTI,X,X,X,X,X,X,X,X,X
SZOJLIT,X,X,X,X,O,X,X,X,O
SOTILJZ,X,X,X,X,O,X,X,X,X
SOTILZJ,X,X,X,O,X,X,O,X,X
SOTIJLZ,X,X,X,X,X,X,X,X,X
SOTIJZL,X,X,X,X,X,X,X,X,X
SOTIZLJ,X,X,X,O,X,X,X,X,X
SOTIZJL,X,X,X,X,X,X,X,X,X
SOTLIJZ,X,X,X,X,O,X,X,X,X
SOTLIZJ,X,X,X,O,X,X,O,X,X
SOTLJIZ,X,X,O,O,O,X,X,X,X
SOTLJZI,X,X,O,O,X,X,X,X,X
SOTLZIJ,X,X,O,O,X,X,O,X,X
SOTLZJI,X,X,O,O,X,X,O,X,X
SOTJILZ,X,X,O,O,O,X,X,X,X
SOTJIZL,X,X,O,O,X,X,X,X,X
SOTJLIZ,X,X,O,O,O,X,X,X,X
SOTJLZI,X,X,O,O,X,X,X,X,X
SOTJZIL,X,X,O,O,X,X,X,X,X
SOTJZLI,X,X,O,O,X,X,X,X,X
SOTZILJ,X,X,O,O,X,X,O,X,X
SOTZIJL,X,X,X,X,X,X,X,X,X
SOTZLIJ,X,X,O,O,X,X,O,X,X
SOTZLJI,X,X,O,O,X,X,O,X,X
SOTZJIL,X,X,O,O,X,X,O,X,X
SOTZJLI,X,X,O,O,X,X,O,X,X
SOITLJZ,X,X,X,X,X,X,X,X,X
SOITLZJ,X,X,X,X,X,X,X,X,X
SOITJLZ,X,X,X,X,X,X,X,X,X
SOITJZL,X,X,X,X,X,X,X,X,X
SOITZLJ,X,X,X,X,X,X,X,X,X
SOITZJL,X,X,X,X,X,X,X,X,X
SOILTJZ,X,X,X,X,X,X,X,X,X
SOILTZJ,X,X,X,X,X,X,X,X,X
SOILJTZ,X,X,X,X,X,X,X,X,X
SOILJZT,X,X,X,X,X,X,X,X,X
SOILZTJ,X,X,X,X,X,X,X,X,X
SOILZJT,X,X,X,X,X,X,X,X,O
SOIJTLZ,X,X,X,X,X,X,X,X,X
SOIJTZL,X,X,X,X,X,X,X,X,X
SOIJLTZ,X,X,X,X,X,X,X,X,X
SOIJLZT,X,X,X,X,X,X,X,X,X
SOIJZTL,X,X,X,X,X,X,X,X,X
SOIJZLT,X,X,X,X,X,X,X,X,X
SOIZTLJ,X,X,X,X,X,X,X,X,X
SOIZTJL,X,X,X,X,X,O,X,X,X
SOIZLTJ,X,X,X,X,X,X,X,X,X
SOIZLJT,X,X,X,X,X,X,X,X,O
SOIZJTL,X,X,X,X,X,X,X,X,X
SOIZJLT,X,X,X,X,X,X,X,X,X
SOLTIJZ,X,X,X,X,X,X,X,X,X
SOLTIZJ,X,X,X,O,X,X,O,X,X
SOLTJIZ,X,X,X,O,X,X,X,X,X
SOLTJZI,X,X,X,O,X,X,X,X,X
SOLTZIJ,X,X,X,O,X,X,O,X,X
SOLTZJI,X,X,X,O,X,X,O,X,X
SOLITJZ,X,X,X,X,X,X,X,X,X
SOLITZJ,X,X,X,X,X,X,X,X,X
SOLIJTZ,X,X,X,X,X,X,X,X,X
SOLIJZT,X,X,X,X,X,X,X,X,X
SOLIZTJ,X,X,X,X,X,X,X,X,X
SOLIZJT,X,X,X,X,X,X,X,X,O
SOLJTIZ,X,X,X,O,X,X,X,X,X
SOLJTZI,X,X,X,O,X,X,X,X,X
SOLJITZ,X,X,O,O,X,X,X,X,X
SOLJIZT,X,X,O,X,X,X,X,X,O
SOLJZTI,X,X,X,X,X,X,X,X,X
SOLJZIT,X,X,O,X,X,X,X,X,O
SOLZTIJ,X,X,X,O,X,X,O,X,X
SOLZTJI,X,X,X,O,X,X,O,X,X
SOLZITJ,X,X,O,X,X,X,X,X,X
SOLZIJT,X,X,O,X,X,X,X,X,O
SOLZJTI,X,X,X,X,X,X,X,X,X
SOLZJIT,X,X,O,X,X,X,X,X,O
SOJTILZ,X,X,O,O,O,X,X,X,X
SOJTIZL,X,X,O,O,X,X,X,X,X
SOJTLIZ,X,X,O,O,O,X,X,X,X
SOJTLZI,X,X,O,O,X,X,X,X,X
SOJTZIL,X,X,O,O,X,X,X,X,X
SOJTZLI,X,X,O,O,X,X,X,X,X
SOJITLZ,X,X,O,O,O,X,X,X,X
SOJITZL,X,X,O,O,X,X,X,X,X
SOJILTZ,X,X,O,O,X,X,X,X,X
SOJILZT,X,X,O,X,X,X,X,X,O
SOJIZTL,X,X,O,X,O,O,X,X,X
SOJIZLT,X,X,O,X,O,X,X,X,O
SOJLTIZ,X,X,X,O,X,X,X,X,X
SOJLTZI,X,X,X,O,X,X,X,X,X
SOJLITZ,X,X,O,O,X,X,X,X,X
SOJLIZT,X,X,O,X,X,X,X,X,O
SOJLZTI,X,X,X,X,X,X,X,X,X
SOJLZIT,X,X,O,X,X,X,X,X,O
SOJZTIL,X,X,O,X,O,O,X,X,X
SOJZTLI,X,X,O,X,O,X,X,X,X
SOJZITL,X,X,O,X,O,O,X,X,X
SOJZILT,X,X,O,X,O,X,X,X,O
SOJZLTI,X,X,X,X,X,X,X,X,X
SOJZLIT,X,X,O,X,O,X,X,X,O
SOZTILJ,X,X,O,O,O,X,O,X,X
SOZTIJL,X,X,X,X,X,O,X,X,X
SOZTLIJ,X,X,O,O,O,X,O,X,X
SOZTLJI,X,X,O,O,O,X,O,X,X
SOZTJIL,X,X,O,O,O,O,O,X,X
SOZTJLI,X,X,O,O,O,X,O,X,X
SOZITLJ,X,X,O,X,X,X,X,X,X
SOZITJL,X,X,X,X,X,O,X,X,X
SOZILTJ,X,X,O,X,X,X,X,X,X
SOZILJT,X,X,O,X,X,X,X,X,O
SOZIJTL,X,X,X,X,X,X,X,X,X
SOZIJLT,X,X,X,X,X,X,X,X,X
SOZLTIJ,X,X,X,O,X,X,O,X,X
SOZLTJI,X,X,X,O,X,X,O,X,X
SOZLITJ,X,X,O,X,X,X,X,X,X
SOZLIJT,X,X,O,X,X,X,X,X,O
SOZLJTI,X,X,X,X,X,X,X,X,X
SOZLJIT,X,X,O,X,O,X,X,X,O
SOZJTIL,X,X,O,X,O,O,O,X,X
SOZJTLI,X,X,O,X,O,X,O,X,X
SOZJITL,X,X,O,X,O,O,O,X,X
SOZJILT,X,X,O,X,O,X,X,X,O
SOZJLTI,X,X,X,X,X,X,X,X,X
SOZJLIT,X,X,O,X,O,X,X,X,O
ZTILJSO,X,X,X,X,X,X,X,X,X
ZTILJOS,X,X,X,X,X,X,X,X,X
ZTILSJO,X,X,X,O,X,X,X,X,X
ZTILSOJ,X,X,X,X,X,X,X,X,X
ZTILOJS,X,X,X,X,X,X,X,X,X
ZTILOSJ,X,X,X,O,X,X,X,X,X
ZTIJLSO,X,X,X,X,X,X,X,X,X
ZTIJLOS,X,X,X,X,X,X,X,X,X
ZTIJSLO,X,X,X,X,X,X,X,X,X
ZTIJSOL,X,X,X,X,X,X,X,X,X
ZTIJOLS,X,X,X,X,X,X,X,X,X
ZTIJOSL,X,X,X,X,X,X,X,X,X
ZTISLJO,X,X,X,X,X,X,X,X,X
ZTISLOJ,X,X,X,X,O,X,X,X,X
