sequence,v115@7gB8HeB8DeB8BeB8EeH8AeF8Jex6IvhF8gBfiB6iBm?fBTkBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8JeZ/IvhFzbBfiB6iBu?kBUgBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8JeZ/IvhFzbBfiB6iBU?gBukBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8Jex6IvhF8gBzcB+iBi?fB3kBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8Jei6IvhFGdBRgBUiB3?gBTkBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8Je2/IvhFRbBSiB3gBU?iBTkBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8Jei6IvhFzbBGdBUiBx?kB3kBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8Jex6IvhF8gBCdB2kBT?iB3kBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8JeWBJvhFxcB/kBUgBT?iBikBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8JeZ/IvhFlbBzcB+iBC?lBflB8qB,v115@7gB8HeB8DeB8BeB8EeH8AeF8JeX7IvhFxcBTiB0kB6?qBOpBFrB,v115@7gB8HeB8DeB8BeB8EeH8AeF8Je//IvhFRbBCdBTiB2?pB0lBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8Jei6IvhFzbBckBGiBR?qB/qBFsB,v115@7gB8HeB8DeB8BeB8EeH8AeF8Je2/IvhFzbBSiBUiBx?kB3kBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8JeZ/IvhFGdBUiBClBf?lBzlBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8JeZ/IvhF3bBCdBTiBF?lBukB8qB,v115@7gB8HeB8DeB8BeB8EeH8AeF8JeO/IvhFXbBxcBTiB1?pB0lBCrB
JOTZLIS,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O
JOTZLSI,O,X,X,O,O,O,X,O,X,X,X,O,X,X,X,X,O
JOTZSIL,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,O
JOTZSLI,O,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,O
JOITLSZ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O
JOITLZS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
JOITSLZ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
JOITSZL,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,O,O
JOITZLS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JOITZSL,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
JOILTSZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
JOILTZS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
JOILSTZ,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
JOILSZT,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
JOILZTS,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
JOILZST,X,X,X,X,O,X,X,X,X,O,O,O,X,X,X,X,X
JOISTLZ,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
JOISTZL,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOISLTZ,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X
JOISLZT,O,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
JOISZTL,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
JOISZLT,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X
JOIZTLS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
JOIZTSL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
JOIZLTS,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
JOIZLST,O,X,X,O,O,X,X,X,X,O,O,O,O,X,X,X,X
JOIZSTL,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
JOIZSLT,O,O,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X
JOLTISZ,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,O,X
JOLTIZS,X,X,X,X,O,X,X,O,X,O,X,X,X,O,X,O,X
JOLTSIZ,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
JOLTSZI,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
JOLTZIS,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
JOLTZSI,X,X,X,O,O,O,X,O,X,X,X,O,X,X,X,X,X
JOLITSZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
JOLITZS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
JOLISTZ,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
JOLISZT,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
JOLIZTS,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
JOLIZST,X,X,X,X,O,X,X,X,X,O,O,O,X,X,X,X,X
JOLSTIZ,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
JOLSTZI,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
JOLSITZ,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
JOLSIZT,O,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
JOLSZTI,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
JOLSZIT,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
JOLZTIS,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
JOLZTSI,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X
JOLZITS,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
JOLZIST,O,X,X,O,O,X,X,X,X,O,O,O,X,X,X,X,X
JOLZSTI,O,X,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X
JOLZSIT,O,X,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X
JOSTILZ,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
JOSTIZL,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
JOSTLIZ,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
JOSTLZI,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
JOSTZIL,O,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
JOSTZLI,O,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
JOSITLZ,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
JOSITZL,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOSILTZ,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X
JOSILZT,O,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
JOSIZTL,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
JOSIZLT,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X
JOSLTIZ,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
JOSLTZI,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
JOSLITZ,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X
JOSLIZT,O,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
JOSLZTI,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
JOSLZIT,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
JOSZTIL,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
JOSZTLI,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
JOSZITL,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
JOSZILT,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X
JOSZLTI,O,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X
JOSZLIT,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X
JOZTILS,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O
JOZTISL,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O
JOZTLIS,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O
JOZTLSI,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O
JOZTSIL,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,O
JOZTSLI,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O
JOZITLS,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O
JOZITSL,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O
JOZILTS,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
JOZILST,O,X,X,O,O,X,X,X,X,O,O,O,O,X,X,X,X
JOZISTL,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
JOZISLT,O,O,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X
JOZLTIS,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
JOZLTSI,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X
JOZLITS,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
JOZLIST,O,X,X,O,O,X,X,X,X,O,O,O,O,X,X,X,X
JOZLSTI,O,X,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X
JOZLSIT,O,X,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X
JOZSTIL,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X
JOZSTLI,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
JOZSITL,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JOZSILT,O,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
JOZSLTI,O,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
JOZSLIT,O,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
STILJZO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STILJOZ,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
STILZJO,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STILZOJ,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STILOJZ,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
STILOZJ,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STIJLZO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STIJLOZ,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
STIJZLO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STIJZOL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STIJOLZ,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,O
STIJOZL,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
STIZLJO,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STIZLOJ,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STIZJLO,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STIZJOL,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STIZOLJ,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
STIZOJL,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STIOLJZ,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O
STIOLZJ,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,O,X
STIOJLZ,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O
STIOJZL,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,O,O
STIOZLJ,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,O,X
STIOZJL,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,O,O
STLIJZO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STLIJOZ,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
STLIZJO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STLIZOJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STLIOJZ,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
STLIOZJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STLJIZO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STLJIOZ,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STLJZIO,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STLJZOI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STLJOIZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O
STLJOZI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STLZIJO,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STLZIOJ,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STLZJIO,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STLZJOI,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STLZOIJ,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STLZOJI,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STLOIJZ,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O
STLOIZJ,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
STLOJIZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O
STLOJZI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STLOZIJ,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STLOZJI,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STJILZO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STJILOZ,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STJIZLO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STJIZOL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJIOLZ,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O
STJIOZL,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
STJLIZO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STJLIOZ,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STJLZIO,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STJLZOI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STJLOIZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O
STJLOZI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STJZILO,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STJZIOL,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,O
STJZLIO,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STJZLOI,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O
STJZOIL,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,O
STJZOLI,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,O
STJOILZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O
STJOIZL,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O
STJOLIZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O
STJOLZI,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STJOZIL,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,O
STJOZLI,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,O
STZILJO,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
STZILOJ,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X
STZIJLO,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STZIJOL,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,O
STZIOLJ,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,O
STZIOJL,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,O
STZLIJO,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STZLIOJ,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STZLJIO,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STZLJOI,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O
STZLOIJ,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O
STZLOJI,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O
STZJILO,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
STZJIOL,O,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X,O
STZJLIO,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STZJLOI,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O
STZJOIL,O,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,O
STZJOLI,O,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,O
STZOILJ,O,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X,O
STZOIJL,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,O
STZOLIJ,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,O
STZOLJI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,O
STZOJIL,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O
STZOJLI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,O
STOILJZ,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O
STOILZJ,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O,X
STOIJLZ,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O
STOIJZL,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,O,O
STOIZLJ,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O,X
STOIZJL,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O,O
STOLIJZ,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O
STOLIZJ,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X,O,X
STOLJIZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O
STOLJZI,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STOLZIJ,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X
STOLZJI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X
STOJILZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O
STOJIZL,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O
STOJLIZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O
STOJLZI,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STOJZIL,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,O
STOJZLI,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,O
STOZILJ,O,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X,O
STOZIJL,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,O
STOZLIJ,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,O
STOZLJI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,O
STOZJIL,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O
STOZJLI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,O
SITLJZO,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SITLJOZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITLZJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITLZOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITLOJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITLOZJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITJLZO,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SITJLOZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITJZLO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITJZOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITJOLZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITJOZL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITZLJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITZLOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITZJLO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITZJOL,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SITZOLJ,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SITZOJL,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SITOLJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SITOLZJ,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X
SITOJLZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SITOJZL,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X
SITOZLJ,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X
SITOZJL,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X
SILTJZO,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SILTJOZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTZJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTZOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTOJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTOZJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILJTZO,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
SILJTOZ,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SILJZTO,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SILJZOT,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SILJOTZ,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SILJOZT,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SILZTJO,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SILZTOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SILZJTO,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X
SILZJOT,O,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X
SILZOTJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SILZOJT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SILOTJZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SILOTZJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOJTZ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SILOJZT,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SILOZTJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOZJT,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJTLZO,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJTLOZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJTZLO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJTZOL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJTOLZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJTOZL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLTZO,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
SIJLTOZ,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIJLZTO,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SIJLZOT,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SIJLOTZ,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIJLOZT,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SIJZTLO,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJZTOL,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJZLTO,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
SIJZLOT,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
SIJZOTL,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJZOLT,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJOTLZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOTZL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOLTZ,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIJOLZT,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SIJOZTL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOZLT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZTLJO,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIZTLOJ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIZTJLO,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIZTJOL,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SIZTOLJ,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIZTOJL,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIZLTJO,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
SIZLTOJ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X
SIZLJTO,X,X,X,O,O,O,X,X,X,X,X,X,O,X,O,X,X
SIZLJOT,O,O,X,O,O,O,X,X,X,X,X,X,O,X,O,X,X
SIZLOTJ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X
SIZLOJT,O,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X
SIZJTLO,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIZJTOL,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SIZJLTO,X,X,X,O,O,O,X,X,X,X,X,X,O,X,O,X,X
SIZJLOT,O,O,X,O,O,O,X,X,X,X,X,X,O,X,O,X,X
SIZJOTL,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
SIZJOLT,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
SIZOTLJ,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X
SIZOTJL,X,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X
SIZOLTJ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIZOLJT,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
