sequence,v115@zgC8GeA8IeB8GeF8DeG8AeC8JeWBJvhFxcBTeBUgBy?mBfoBFsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8Jez7IvhFRdBSjBUgB3?hBmnBFsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8JefBJvhF6hBxdBUgBT?iBOoBFsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8JefBJvhFxcBTeBUgBC?iBmnBFsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8Jez7IvhFWiBxdBUgBX?jBlmBisB,v115@zgC8GeA8IeB8GeF8DeG8AeC8JeC8IvhFxdBUgB/mBO?oBTnBFsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8JeSAJvhFFdBTeBxlBm?nB/mBcsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8JeWCJvhFTeBRgB3gB0?iBlmBisB,v115@zgC8GeA8IeB8GeF8DeG8AeC8Jez8IvhFuiBcjBRgB3?gBlmBisB,v115@zgC8GeA8IeB8GeF8DeG8AeC8Jez8IvhFCeBRgBOoB3?gBlmBcsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8Jez8IvhFGeBRgBaoB3?gBlmBcsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8JefBJvhFxcBUgBzhBC?jBOoBFsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8JefBJvhFxcBTeBUgBu?mB1nBisB,v115@zgC8GeA8IeB8GeF8DeG8AeC8JefBJvhF6hBUgBxiBT?iBOoBFsB
LIJZTSO,O,O,X,X,X,X,O,X,O,O,O,X,X,X
LIJZTOS,X,O,X,X,X,X,O,X,O,O,O,X,X,X
LIJZSTO,X,O,X,X,X,X,O,X,O,O,O,X,X,X
LIJZSOT,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LIJZOTS,X,O,X,X,X,X,O,X,O,O,O,X,X,X
LIJZOST,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LIJOTSZ,O,X,X,X,X,X,O,O,X,X,X,X,X,X
LIJOTZS,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LIJOSTZ,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LIJOSZT,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LIJOZTS,X,O,X,X,X,X,O,X,X,O,O,X,X,X
LIJOZST,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LISTJZO,O,O,X,X,O,X,X,X,X,X,X,X,O,X
LISTJOZ,O,O,X,X,O,X,X,O,X,X,X,X,O,X
LISTZJO,O,O,X,X,O,X,X,X,O,X,X,X,X,X
LISTZOJ,O,O,X,X,O,X,X,X,O,X,X,X,O,X
LISTOJZ,O,O,X,X,O,X,X,O,X,X,X,X,O,X
LISTOZJ,O,O,X,X,O,X,X,X,O,X,X,X,O,X
LISJTZO,O,O,X,X,O,X,O,X,X,X,X,X,X,X
LISJTOZ,O,O,X,X,O,X,O,X,X,X,X,X,O,X
LISJZTO,X,O,X,X,O,X,O,X,X,X,O,X,X,X
LISJZOT,O,O,X,X,O,X,O,X,X,X,X,X,X,X
LISJOTZ,O,O,X,X,X,X,O,X,X,X,X,X,O,X
LISJOZT,O,O,X,X,O,X,O,X,X,X,X,X,O,X
LISZTJO,O,O,X,X,O,X,X,X,O,X,O,X,X,X
LISZTOJ,O,O,X,X,O,X,X,X,O,X,O,X,O,X
LISZJTO,O,O,X,X,O,X,X,X,O,X,O,X,X,X
LISZJOT,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LISZOTJ,O,O,X,X,O,X,X,X,X,X,X,X,O,X
LISZOJT,O,O,X,X,O,X,X,X,X,X,X,X,O,X
LISOTJZ,O,X,X,X,O,X,X,O,X,X,X,X,O,X
LISOTZJ,X,O,X,X,O,X,X,X,X,X,X,X,O,X
LISOJTZ,O,X,X,X,X,X,O,X,X,X,X,X,O,X
LISOJZT,O,O,X,X,O,X,O,X,X,X,X,X,O,X
LISOZTJ,O,O,X,X,O,X,X,X,X,X,X,X,O,X
LISOZJT,O,O,X,X,O,X,X,X,X,X,X,X,O,X
LIZTJSO,O,O,X,X,O,X,X,X,O,O,O,X,O,X
LIZTJOS,O,O,X,X,O,X,X,O,O,O,O,X,O,X
LIZTSJO,O,O,X,X,O,X,X,X,O,X,O,X,O,O
LIZTSOJ,O,O,X,X,O,X,X,X,O,X,O,O,O,O
LIZTOJS,O,O,X,X,O,X,X,O,O,O,O,X,O,X
LIZTOSJ,O,O,X,X,O,X,X,X,O,X,O,O,O,X
LIZJTSO,O,O,X,X,X,X,O,X,O,O,O,X,X,X
LIZJTOS,O,O,X,X,X,X,O,X,O,O,O,X,X,X
LIZJSTO,O,O,X,X,X,X,O,X,O,O,O,X,X,X
LIZJSOT,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LIZJOTS,O,O,X,X,X,X,O,X,O,O,O,X,X,X
LIZJOST,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LIZSTJO,O,O,X,X,O,X,X,X,O,X,O,X,O,O
LIZSTOJ,O,O,X,X,O,X,X,X,O,X,O,O,O,O
LIZSJTO,O,O,X,X,O,X,X,X,O,X,O,X,O,O
LIZSJOT,O,O,X,X,O,X,X,X,X,X,X,X,O,O
LIZSOTJ,O,O,X,X,O,X,X,X,X,X,X,X,O,O
LIZSOJT,O,O,X,X,O,X,X,X,X,X,X,X,O,O
LIZOTJS,O,O,X,X,O,X,X,O,O,X,O,X,O,X
LIZOTSJ,O,O,X,X,O,X,X,X,O,X,O,X,O,X
LIZOJTS,O,O,X,X,X,X,O,X,O,X,O,X,X,X
LIZOJST,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LIZOSTJ,O,O,X,X,O,X,X,X,X,X,X,X,O,X
LIZOSJT,O,O,X,X,O,X,X,X,X,X,X,X,O,X
LIOTJSZ,O,O,X,X,X,X,O,O,X,X,X,X,O,X
LIOTJZS,X,O,X,X,X,X,O,O,O,X,X,X,O,X
LIOTSJZ,O,O,X,X,X,X,X,O,X,X,X,X,O,X
LIOTSZJ,O,O,X,X,X,X,X,X,O,X,X,X,O,X
LIOTZJS,X,O,X,X,X,X,X,O,O,X,X,X,O,X
LIOTZSJ,X,O,X,X,X,X,X,X,O,X,X,X,O,X
LIOJTSZ,O,X,X,X,X,X,O,O,X,X,X,X,X,X
LIOJTZS,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LIOJSTZ,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LIOJSZT,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LIOJZTS,X,O,X,X,X,X,O,X,X,X,O,X,X,X
LIOJZST,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LIOSTJZ,O,X,X,X,X,X,X,O,X,X,X,X,O,X
LIOSTZJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LIOSJTZ,O,X,X,X,X,X,O,X,X,X,X,X,O,X
LIOSJZT,O,O,X,X,X,X,O,X,X,X,X,X,O,X
LIOSZTJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LIOSZJT,O,O,X,X,X,X,X,X,X,X,X,X,O,X
LIOZTJS,X,O,X,X,X,X,X,O,O,X,O,X,O,X
LIOZTSJ,X,O,X,X,X,X,X,X,O,X,O,X,O,X
LIOZJTS,X,O,X,X,X,X,O,X,O,X,O,X,X,X
LIOZJST,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LIOZSTJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LIOZSJT,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LJTISZO,O,O,O,X,O,X,O,X,X,X,X,X,O,X
LJTISOZ,O,O,O,X,O,X,O,O,X,X,X,X,O,X
LJTIZSO,O,O,O,X,O,X,O,X,O,O,O,X,O,X
LJTIZOS,X,O,O,X,O,X,O,O,O,O,O,X,O,X
LJTIOSZ,O,O,O,X,O,X,O,O,X,X,X,X,O,X
LJTIOZS,X,O,O,X,O,X,O,O,O,X,X,X,O,X
LJTSIZO,O,O,O,X,O,X,X,X,X,X,X,X,O,X
LJTSIOZ,O,O,O,O,O,X,X,O,X,X,X,X,O,X
LJTSZIO,O,O,O,X,O,X,X,X,X,X,X,X,O,X
LJTSZOI,O,O,O,X,O,X,X,X,X,X,X,X,O,X
LJTSOIZ,O,O,O,O,O,X,X,O,X,X,X,X,O,X
LJTSOZI,O,O,O,X,O,X,X,X,X,X,X,X,O,X
LJTZISO,O,O,O,X,O,X,X,X,O,O,O,X,O,X
LJTZIOS,O,O,O,X,O,X,X,O,O,O,O,X,O,X
LJTZSIO,O,O,O,O,O,X,X,X,O,O,O,X,O,X
LJTZSOI,O,O,O,O,O,X,X,X,O,O,O,O,O,X
LJTZOIS,O,O,O,X,O,X,X,O,O,O,O,X,O,X
LJTZOSI,O,O,O,O,O,X,X,X,O,O,O,O,O,X
LJTOISZ,O,O,O,X,O,X,O,O,X,X,X,X,O,X
LJTOIZS,X,O,O,X,O,X,O,O,O,X,X,X,O,X
LJTOSIZ,O,O,O,O,O,X,X,O,X,X,X,X,O,X
LJTOSZI,O,O,O,X,O,X,X,X,X,X,X,X,O,X
LJTOZIS,X,O,O,X,O,X,X,O,O,X,X,X,O,X
LJTOZSI,X,O,O,O,O,X,X,X,O,X,X,O,O,X
LJITSZO,O,O,O,X,X,X,O,X,X,X,X,X,X,X
LJITSOZ,O,O,O,X,X,X,O,O,X,X,X,X,X,X
LJITZSO,O,O,O,X,X,X,O,X,O,O,O,X,X,X
LJITZOS,X,O,O,X,X,X,O,O,O,O,O,X,X,X
LJITOSZ,O,O,O,X,X,X,O,O,X,X,X,X,X,X
LJITOZS,X,O,O,X,X,X,O,O,O,X,X,X,X,X
LJISTZO,O,O,O,X,X,O,O,X,X,X,X,X,X,X
LJISTOZ,O,O,O,O,X,O,O,X,X,X,X,X,X,X
LJISZTO,X,O,O,X,X,O,O,X,X,O,O,X,X,X
LJISZOT,O,O,O,O,X,O,O,X,X,X,X,X,X,X
LJISOTZ,O,O,O,O,X,O,O,X,X,X,X,X,X,X
LJISOZT,O,O,O,O,X,O,O,X,X,X,X,X,X,X
LJIZTSO,O,O,O,X,X,O,O,X,O,O,O,X,X,X
LJIZTOS,X,O,O,X,X,O,O,X,O,O,O,X,X,X
LJIZSTO,X,O,O,O,X,O,O,X,O,O,O,X,X,X
LJIZSOT,O,O,O,O,X,O,O,X,X,X,X,X,X,X
LJIZOTS,X,O,X,X,X,O,O,X,O,O,O,X,X,X
LJIZOST,X,O,X,O,X,O,O,X,X,X,X,X,X,X
LJIOTSZ,O,X,X,X,X,X,O,O,X,X,X,X,X,X
LJIOTZS,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJIOSTZ,O,O,X,O,X,O,O,X,X,X,X,X,X,X
LJIOSZT,O,O,X,O,X,O,O,X,X,X,X,X,X,X
LJIOZTS,X,O,X,X,X,O,O,X,X,O,O,X,X,X
LJIOZST,X,O,X,O,X,O,O,X,X,X,X,X,X,X
LJSTIZO,O,O,O,X,O,O,X,X,X,X,X,X,O,X
LJSTIOZ,O,O,O,O,O,O,X,X,X,X,X,X,O,X
LJSTZIO,O,O,O,X,O,X,X,X,X,X,X,X,O,X
LJSTZOI,O,O,O,X,O,X,X,X,X,X,X,X,O,X
LJSTOIZ,O,O,O,O,O,O,X,X,X,X,X,X,O,X
LJSTOZI,O,X,O,X,O,X,X,X,X,X,X,X,O,X
LJSITZO,O,O,O,X,O,O,O,X,X,X,X,X,X,X
LJSITOZ,O,O,O,O,O,O,O,X,X,X,X,X,O,X
LJSIZTO,X,O,O,X,O,O,O,X,X,O,O,X,X,X
LJSIZOT,O,O,O,O,O,O,O,X,X,X,X,X,X,X
LJSIOTZ,O,O,O,O,X,O,O,X,X,X,X,X,O,X
LJSIOZT,O,O,O,O,O,O,O,X,X,X,X,X,O,X
LJSZTIO,O,O,O,O,O,X,X,X,X,O,O,X,X,X
LJSZTOI,O,O,O,O,O,X,X,X,X,O,O,X,X,X
LJSZITO,O,O,O,O,O,O,X,X,X,O,O,X,X,X
LJSZIOT,O,O,O,O,O,O,X,X,X,X,X,X,X,X
LJSZOTI,O,O,X,O,O,X,X,X,X,X,X,X,X,X
LJSZOIT,O,O,X,O,O,O,X,X,X,X,X,X,X,X
LJSOTIZ,O,O,O,O,X,O,X,X,X,X,X,X,O,X
LJSOTZI,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LJSOITZ,O,O,O,O,X,O,O,X,X,X,X,X,O,X
LJSOIZT,O,O,O,O,O,O,O,X,X,X,X,X,O,X
LJSOZTI,O,O,X,O,O,X,X,X,X,X,X,X,X,X
LJSOZIT,O,O,X,O,O,O,X,X,X,X,X,X,X,X
LJZTISO,O,O,O,X,O,O,X,X,O,O,O,X,O,X
LJZTIOS,O,O,O,X,O,O,X,X,O,O,O,X,O,X
LJZTSIO,O,O,O,O,O,O,X,X,O,O,O,X,O,X
LJZTSOI,O,O,O,O,O,O,X,X,O,O,O,O,O,X
LJZTOIS,O,O,O,X,O,O,X,X,O,O,O,X,O,X
LJZTOSI,O,O,O,O,O,X,X,X,O,O,O,O,O,X
LJZITSO,O,O,O,X,X,O,O,X,O,O,O,X,X,X
LJZITOS,O,O,O,X,X,O,O,X,O,O,O,X,X,X
LJZISTO,O,O,O,O,X,O,O,X,O,O,O,X,X,X
LJZISOT,O,O,O,O,X,O,O,X,X,X,X,X,X,X
LJZIOTS,O,O,X,X,X,O,O,X,O,O,O,X,X,X
LJZIOST,O,O,X,O,X,O,O,X,X,X,X,X,X,X
LJZSTIO,O,O,O,O,O,O,X,X,O,O,O,X,O,X
LJZSTOI,O,O,O,O,O,O,X,X,O,O,O,O,O,X
LJZSITO,O,O,O,O,O,O,X,X,O,O,O,X,O,X
LJZSIOT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
LJZSOTI,O,O,O,O,O,O,X,X,X,X,X,X,O,X
LJZSOIT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
LJZOTIS,O,O,X,X,O,O,X,X,O,O,O,X,O,X
LJZOTSI,O,O,X,O,O,X,X,X,O,O,O,X,O,X
LJZOITS,O,O,X,X,X,O,O,X,O,O,O,X,X,X
LJZOIST,O,O,X,O,X,O,O,X,X,X,X,X,X,X
LJZOSTI,O,O,X,O,O,O,X,X,X,X,X,X,O,X
LJZOSIT,O,O,X,O,O,O,X,X,X,X,X,X,O,X
LJOTISZ,O,X,X,X,X,X,O,O,X,X,X,X,O,X
LJOTIZS,X,X,X,X,X,X,O,O,X,X,X,X,O,X
LJOTSIZ,O,X,X,O,X,X,X,O,X,X,X,X,O,X
LJOTSZI,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LJOTZIS,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LJOTZSI,X,X,X,O,X,X,X,X,X,X,X,X,O,X
LJOITSZ,O,X,X,X,X,X,O,O,X,X,X,X,X,X
LJOITZS,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJOISTZ,O,O,X,O,X,O,O,X,X,X,X,X,X,X
LJOISZT,O,O,X,O,X,O,O,X,X,X,X,X,X,X
LJOIZTS,X,O,X,X,X,O,O,X,X,O,O,X,X,X
LJOIZST,X,O,X,O,X,O,O,X,X,X,X,X,X,X
LJOSTIZ,O,O,X,O,X,O,X,X,X,X,X,X,O,X
LJOSTZI,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJOSITZ,O,O,X,O,X,O,O,X,X,X,X,X,O,X
LJOSIZT,O,O,X,O,X,O,O,X,X,X,X,X,O,X
LJOSZTI,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJOSZIT,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LJOZTIS,X,O,X,X,X,O,X,X,X,O,O,X,O,X
LJOZTSI,X,O,X,O,X,X,X,X,X,O,O,X,O,X
LJOZITS,X,O,X,X,X,O,O,X,X,O,O,X,X,X
LJOZIST,X,O,X,O,X,O,O,X,X,X,X,X,X,X
LJOZSTI,X,O,X,O,X,O,X,X,X,X,X,X,O,X
LJOZSIT,X,O,X,O,X,O,X,X,X,X,X,X,O,X
LSTIJZO,O,O,O,O,O,X,X,X,X,X,X,X,O,X
LSTIJOZ,O,O,O,O,O,X,X,O,X,X,X,X,O,X
LSTIZJO,O,O,X,O,O,X,X,X,O,X,X,X,X,X
LSTIZOJ,O,O,X,O,O,X,X,X,O,X,X,X,O,X
LSTIOJZ,O,O,O,O,O,X,X,O,X,X,X,X,O,X
LSTIOZJ,O,O,O,O,O,X,X,X,O,X,X,X,O,X
LSTJIZO,O,O,O,O,O,O,X,X,X,X,X,X,O,X
LSTJIOZ,O,O,O,O,O,O,X,O,X,X,X,X,O,X
LSTJZIO,O,O,O,O,O,X,X,X,X,X,X,X,O,X
LSTJZOI,O,O,O,O,O,X,X,X,X,X,X,X,O,X
LSTJOIZ,O,O,O,O,O,O,X,O,X,X,X,X,O,X
LSTJOZI,O,O,O,O,O,X,X,X,X,X,X,X,O,X
LSTZIJO,O,O,X,O,O,X,X,X,O,X,X,X,O,X
LSTZIOJ,O,O,X,O,O,X,X,X,O,X,X,O,O,X
LSTZJIO,O,O,O,O,O,X,X,X,O,X,X,X,O,X
LSTZJOI,O,O,O,O,O,X,X,X,O,X,X,O,O,X
LSTZOIJ,O,O,O,O,O,X,X,X,O,X,X,O,O,X
LSTZOJI,O,O,O,X,O,X,X,X,O,X,X,O,O,X
LSTOIJZ,O,O,O,O,O,X,X,O,X,X,X,X,O,X
LSTOIZJ,O,O,O,O,O,X,X,X,O,X,X,X,O,X
LSTOJIZ,O,O,O,O,O,O,X,O,X,X,X,X,O,X
LSTOJZI,O,O,O,O,O,X,X,X,X,X,X,X,O,X
LSTOZIJ,O,O,O,O,O,X,X,X,O,X,X,O,O,X
LSTOZJI,O,O,O,X,O,X,X,X,O,X,X,O,O,X
LSITJZO,O,O,O,O,O,X,X,X,X,X,X,X,O,X
LSITJOZ,O,O,O,O,O,X,X,O,X,X,X,X,O,X
LSITZJO,O,O,X,O,O,X,X,X,O,X,X,X,X,X
LSITZOJ,O,O,X,O,O,X,X,X,O,X,X,X,O,X
LSITOJZ,O,O,O,O,O,X,X,O,X,X,X,X,O,X
LSITOZJ,O,O,O,O,O,X,X,X,O,X,X,X,O,X
LSIJTZO,O,O,O,X,O,O,O,X,X,X,X,X,X,X
LSIJTOZ,O,O,O,O,O,O,O,X,X,X,X,X,O,X
LSIJZTO,X,O,O,X,O,O,O,X,X,X,O,X,X,X
LSIJZOT,O,O,O,O,O,O,O,X,X,X,X,X,X,X
LSIJOTZ,O,O,O,O,X,O,O,X,X,X,X,X,O,X
LSIJOZT,O,O,O,O,O,O,O,X,X,X,X,X,O,X
LSIZTJO,O,O,X,X,O,X,X,X,O,X,O,X,X,X
LSIZTOJ,O,O,X,X,O,X,X,X,O,X,O,X,O,X
LSIZJTO,O,O,X,X,O,X,X,X,O,X,O,X,X,X
LSIZJOT,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LSIZOTJ,O,O,X,X,O,X,X,X,X,X,X,X,O,X
LSIZOJT,O,O,X,X,O,X,X,X,X,X,X,X,O,X
LSIOTJZ,O,X,X,O,O,X,X,O,X,X,X,X,O,X
LSIOTZJ,X,O,X,O,O,X,X,X,X,X,X,X,O,X
LSIOJTZ,O,X,X,O,X,O,O,X,X,X,X,X,O,X
LSIOJZT,O,O,X,O,O,O,O,X,X,X,X,X,O,X
LSIOZTJ,O,O,X,O,O,X,X,X,X,X,X,X,O,X
LSIOZJT,O,O,X,O,O,X,X,X,X,X,X,X,O,X
LSJTIZO,O,O,O,X,O,O,X,X,X,X,X,X,O,X
LSJTIOZ,O,O,O,O,O,O,X,X,X,X,X,X,O,X
LSJTZIO,O,O,O,X,O,X,X,X,X,X,X,X,O,X
LSJTZOI,O,O,O,X,O,X,X,X,X,X,X,X,O,X
LSJTOIZ,O,O,O,O,O,O,X,X,X,X,X,X,O,X
LSJTOZI,O,X,O,X,O,X,X,X,X,X,X,X,O,X
LSJITZO,O,O,O,X,O,O,O,X,X,X,X,X,X,X
LSJITOZ,O,O,O,O,O,O,O,X,X,X,X,X,O,X
LSJIZTO,X,O,O,X,O,O,O,X,X,X,O,X,X,X
LSJIZOT,O,O,O,O,O,O,O,X,X,X,X,X,X,X
LSJIOTZ,O,O,O,O,X,O,O,X,X,X,X,X,O,X
LSJIOZT,O,O,O,O,O,O,O,X,X,X,X,X,O,X
LSJZTIO,O,O,O,X,O,X,X,X,X,X,O,X,X,X
LSJZTOI,O,O,O,X,O,X,X,X,X,X,O,X,X,X
LSJZITO,O,O,O,X,O,O,X,X,X,X,O,X,X,X
LSJZIOT,O,O,O,O,O,O,X,X,X,X,X,X,X,X
LSJZOTI,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LSJZOIT,O,O,X,O,O,O,X,X,X,X,X,X,X,X
LSJOTIZ,O,O,O,O,X,O,X,X,X,X,X,X,O,X
LSJOTZI,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LSJOITZ,O,O,O,O,X,O,O,X,X,X,X,X,O,X
LSJOIZT,O,O,O,O,O,O,O,X,X,X,X,X,O,X
LSJOZTI,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LSJOZIT,O,O,X,O,O,O,X,X,X,X,X,X,X,X
LSZTIJO,O,O,X,X,O,X,X,X,O,X,O,X,O,X
LSZTIOJ,O,O,X,X,O,X,X,X,O,X,O,O,O,X
LSZTJIO,O,O,O,X,O,X,X,X,O,X,O,X,O,X
LSZTJOI,O,O,O,X,O,X,X,X,O,X,O,O,O,X
LSZTOIJ,O,O,O,X,O,X,X,X,O,X,O,O,O,X
LSZTOJI,O,O,O,X,O,X,X,X,O,X,O,O,O,X
LSZITJO,O,O,X,X,O,X,X,X,O,X,O,X,O,X
LSZITOJ,O,O,X,X,O,X,X,X,O,X,O,O,O,X
LSZIJTO,O,O,X,X,O,X,X,X,O,X,O,X,O,X
LSZIJOT,O,O,X,X,O,X,X,X,X,X,X,X,O,X
LSZIOTJ,O,O,X,X,O,X,X,X,X,X,X,X,O,X
LSZIOJT,O,O,X,X,O,X,X,X,X,X,X,X,O,X
LSZJTIO,O,O,O,X,O,X,X,X,O,X,O,X,O,X
LSZJTOI,O,O,O,X,O,X,X,X,O,X,O,O,O,X
LSZJITO,O,O,O,X,O,O,X,X,O,X,O,X,O,X
LSZJIOT,O,O,O,X,O,O,X,X,X,X,X,X,O,X
LSZJOTI,O,O,X,X,O,X,X,X,X,X,X,X,O,X
LSZJOIT,O,O,X,X,O,O,X,X,X,X,X,X,O,X
LSZOTIJ,O,O,X,X,O,X,X,X,X,X,X,O,O,X
LSZOTJI,O,O,X,X,O,X,X,X,X,X,X,O,O,X
LSZOITJ,O,O,X,X,O,X,X,X,X,X,X,X,O,X
LSZOIJT,O,O,X,X,O,X,X,X,X,X,X,X,O,X
LSZOJTI,O,O,X,X,O,X,X,X,X,X,X,X,O,X
LSZOJIT,O,O,X,X,O,O,X,X,X,X,X,X,O,X
LSOTIJZ,O,O,O,O,O,X,X,O,X,X,X,X,O,X
LSOTIZJ,O,O,O,O,O,X,X,X,X,X,X,X,O,X
LSOTJIZ,O,O,O,O,O,O,X,O,X,X,X,X,O,X
LSOTJZI,O,O,O,O,O,X,X,X,X,X,X,X,O,X
LSOTZIJ,O,O,O,O,O,X,X,X,X,X,X,X,O,X
LSOTZJI,O,X,O,X,O,X,X,X,X,X,X,X,O,X
LSOITJZ,O,X,X,O,O,X,X,O,X,X,X,X,O,X
LSOITZJ,X,O,X,O,O,X,X,X,X,X,X,X,O,X
LSOIJTZ,O,X,X,O,X,O,O,X,X,X,X,X,O,X
LSOIJZT,O,O,X,O,O,O,O,X,X,X,X,X,O,X
LSOIZTJ,O,O,X,O,O,X,X,X,X,X,X,X,O,X
LSOIZJT,O,O,X,O,O,X,X,X,X,X,X,X,O,X
LSOJTIZ,O,O,O,O,X,O,X,X,X,X,X,X,O,X
LSOJTZI,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LSOJITZ,O,O,O,O,X,O,O,X,X,X,X,X,O,X
LSOJIZT,O,O,O,O,O,O,O,X,X,X,X,X,O,X
LSOJZTI,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LSOJZIT,O,O,X,O,O,O,X,X,X,X,X,X,X,X
LSOZTIJ,O,O,X,X,O,X,X,X,X,X,X,X,O,X
LSOZTJI,O,O,X,X,O,X,X,X,X,X,X,X,O,X
LSOZITJ,O,O,X,X,O,X,X,X,X,X,X,X,O,X
LSOZIJT,O,O,X,X,O,X,X,X,X,X,X,X,O,X
LSOZJTI,O,O,X,X,O,X,X,X,X,X,X,X,O,X
LSOZJIT,O,O,X,X,O,O,X,X,X,X,X,X,O,X
LZTIJSO,O,O,X,O,O,X,X,X,O,O,O,X,O,X
LZTIJOS,O,O,X,O,O,X,X,O,O,O,O,X,O,X
LZTISJO,O,O,X,O,O,X,X,X,O,X,O,X,O,O
LZTISOJ,O,O,X,O,O,X,X,X,O,X,O,O,O,O
LZTIOJS,O,O,X,X,O,X,X,O,O,O,O,X,O,X
LZTIOSJ,O,O,X,O,O,X,X,X,O,X,O,O,O,X
LZTJISO,O,O,O,O,O,O,X,X,O,O,O,X,O,X
LZTJIOS,O,O,O,O,O,O,X,O,O,O,O,X,O,X
LZTJSIO,O,O,O,O,O,O,X,X,O,O,O,X,O,X
LZTJSOI,O,O,O,O,O,O,X,X,O,O,O,O,O,X
LZTJOIS,O,O,O,O,O,O,X,O,O,O,O,X,O,X
LZTJOSI,O,O,O,O,O,X,X,X,O,O,O,O,O,X
LZTSIJO,O,O,O,O,O,X,X,X,O,X,O,X,O,O
LZTSIOJ,O,O,O,O,O,X,X,X,O,X,O,O,O,O
LZTSJIO,O,O,O,O,O,O,X,X,O,X,O,X,O,O
LZTSJOI,O,O,O,O,O,O,X,X,O,X,O,O,O,X
LZTSOIJ,O,O,O,O,O,X,X,X,O,X,O,O,O,O
LZTSOJI,O,O,O,O,O,O,X,X,O,X,O,O,O,X
LZTOIJS,O,O,X,X,O,X,X,O,O,O,O,X,O,X
LZTOISJ,O,O,O,O,O,X,X,X,O,X,O,O,O,X
LZTOJIS,O,O,O,O,O,O,X,O,O,O,O,X,O,X
LZTOJSI,O,O,O,O,O,X,X,X,O,O,O,O,O,X
LZTOSIJ,O,O,O,O,O,X,X,X,O,X,O,O,O,X
LZTOSJI,O,O,O,O,O,X,X,X,O,X,O,O,O,X
LZITJSO,O,O,X,X,O,X,X,X,O,O,O,X,O,X
LZITJOS,O,O,X,X,O,X,X,O,O,O,O,X,O,X
LZITSJO,O,O,X,X,O,X,X,X,O,X,O,X,O,O
LZITSOJ,O,O,X,X,O,X,X,X,O,X,O,O,O,O
LZITOJS,O,O,X,X,O,X,X,O,O,O,O,X,O,X
LZITOSJ,O,O,X,X,O,X,X,X,O,X,O,O,O,X
LZIJTSO,O,O,X,X,X,O,O,X,O,O,O,X,X,X
LZIJTOS,O,O,X,X,X,O,O,X,O,O,O,X,X,X
LZIJSTO,O,O,X,X,X,O,O,X,O,O,O,X,X,X
LZIJSOT,O,O,X,X,X,O,O,X,X,X,X,X,X,X
LZIJOTS,O,O,X,X,X,O,O,X,O,O,O,X,X,X
LZIJOST,O,O,X,X,X,O,O,X,X,X,X,X,X,X
LZISTJO,O,O,X,X,O,X,X,X,O,X,O,X,O,O
LZISTOJ,O,O,X,X,O,X,X,X,O,X,O,O,O,O
LZISJTO,O,O,X,X,O,O,X,X,O,X,O,X,O,O
LZISJOT,O,O,X,X,O,O,X,X,X,X,X,X,O,O
LZISOTJ,O,O,X,X,O,X,X,X,X,X,X,X,O,O
LZISOJT,O,O,X,X,O,O,X,X,X,X,X,X,O,O
LZIOTJS,O,O,X,X,O,X,X,O,O,X,O,X,O,X
