sequence,v115@zgC8GeA8IeB8GeF8DeG8AeC8JeWBJvhFxcBTeBUgBy?mBfoBFsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8Jez7IvhFRdBSjBUgB3?hBmnBFsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8JefBJvhF6hBxdBUgBT?iBOoBFsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8JefBJvhFxcBTeBUgBC?iBmnBFsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8Jez7IvhFWiBxdBUgBX?jBlmBisB,v115@zgC8GeA8IeB8GeF8DeG8AeC8JeC8IvhFxdBUgB/mBO?oBTnBFsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8JeSAJvhFFdBTeBxlBm?nB/mBcsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8JeWCJvhFTeBRgB3gB0?iBlmBisB,v115@zgC8GeA8IeB8GeF8DeG8AeC8Jez8IvhFuiBcjBRgB3?gBlmBisB,v115@zgC8GeA8IeB8GeF8DeG8AeC8Jez8IvhFCeBRgBOoB3?gBlmBcsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8Jez8IvhFGeBRgBaoB3?gBlmBcsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8JefBJvhFxcBUgBzhBC?jBOoBFsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8JefBJvhFxcBTeBUgBu?mB1nBisB,v115@zgC8GeA8IeB8GeF8DeG8AeC8JefBJvhF6hBUgBxiBT?iBOoBFsB
JLOZSIT,X,O,X,O,X,O,X,X,X,X,X,X,O,X
JSTILZO,O,O,O,O,O,O,X,X,X,X,X,X,X,X
JSTILOZ,O,O,O,O,O,O,X,X,X,X,X,X,X,X
JSTIZLO,X,O,O,O,O,X,X,X,X,X,X,X,X,X
JSTIZOL,X,O,O,O,O,X,X,X,X,X,X,X,X,X
JSTIOLZ,O,O,O,O,O,X,X,X,X,X,X,X,X,X
JSTIOZL,X,O,O,O,O,X,X,X,X,X,X,X,X,X
JSTLIZO,O,O,O,O,O,O,X,X,X,X,X,X,X,X
JSTLIOZ,O,O,O,O,O,O,X,X,X,X,X,X,X,X
JSTLZIO,O,O,O,O,O,X,X,X,X,X,X,X,X,X
JSTLZOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X
JSTLOIZ,O,O,O,O,O,O,X,X,X,X,X,X,X,X
JSTLOZI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
JSTZILO,O,O,O,O,O,X,X,X,X,X,X,X,X,X
JSTZIOL,O,O,O,O,O,X,X,X,X,X,X,X,X,X
JSTZLIO,O,O,O,O,O,X,X,X,X,X,X,X,X,X
JSTZLOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X
JSTZOIL,O,O,O,O,O,X,X,X,X,X,X,X,X,X
JSTZOLI,O,O,O,O,O,X,X,X,X,X,X,X,X,X
JSTOILZ,O,O,O,O,O,O,X,X,X,X,X,X,X,X
JSTOIZL,X,O,O,O,O,X,X,X,X,X,X,X,X,X
JSTOLIZ,O,O,O,O,O,O,X,X,X,X,X,X,X,X
JSTOLZI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
JSTOZIL,O,O,O,O,O,X,X,X,X,X,X,X,X,X
JSTOZLI,O,O,O,O,O,X,X,X,X,X,X,X,X,X
JSITLZO,X,O,O,O,O,O,O,X,X,X,X,X,X,X
JSITLOZ,X,O,O,O,O,O,O,X,X,X,X,X,X,X
JSITZLO,X,O,O,O,O,X,O,X,X,X,X,X,X,X
JSITZOL,X,O,O,O,O,X,O,X,X,X,X,X,X,X
JSITOLZ,X,O,O,O,O,X,O,X,X,X,X,X,X,X
JSITOZL,X,X,O,O,O,X,O,X,X,X,X,X,X,X
JSILTZO,X,O,O,X,O,O,O,X,X,X,X,X,X,X
JSILTOZ,O,O,O,O,O,O,O,X,X,X,X,X,O,X
JSILZTO,X,O,O,X,O,O,O,X,X,O,O,X,X,X
JSILZOT,O,O,O,O,O,O,O,X,X,X,X,X,X,X
JSILOTZ,O,O,O,O,X,O,O,X,X,X,X,X,O,X
JSILOZT,O,O,O,O,O,O,O,X,X,X,X,X,O,X
JSIZTLO,X,O,O,X,O,O,O,X,X,O,X,X,X,X
JSIZTOL,X,O,O,X,O,X,O,X,X,O,X,X,X,X
JSIZLTO,X,O,O,X,O,O,O,X,X,O,X,X,X,X
JSIZLOT,X,O,O,O,O,O,O,X,X,X,X,X,X,X
JSIZOTL,X,O,X,O,O,O,O,X,X,X,X,X,X,X
JSIZOLT,X,O,O,O,O,O,O,X,X,X,X,X,X,X
JSIOTLZ,X,O,X,O,X,O,O,X,X,X,X,X,X,X
JSIOTZL,X,X,X,O,X,X,O,X,X,X,X,X,X,X
JSIOLTZ,O,O,O,O,X,O,O,X,X,X,X,X,O,X
JSIOLZT,O,O,O,O,X,O,O,X,X,X,X,X,O,X
JSIOZTL,X,O,X,O,O,O,O,X,X,X,X,X,X,X
JSIOZLT,X,O,X,O,O,O,O,X,X,X,X,X,O,X
JSLTIZO,X,O,O,X,O,O,X,X,X,X,X,X,O,X
JSLTIOZ,O,O,O,O,O,O,X,X,X,X,X,X,O,X
JSLTZIO,X,O,O,X,O,X,X,X,X,X,X,X,O,X
JSLTZOI,X,O,O,X,O,X,X,X,X,X,X,X,O,X
JSLTOIZ,O,O,O,O,O,O,X,X,X,X,X,X,O,X
JSLTOZI,X,X,O,X,O,X,X,X,X,X,X,X,O,X
JSLITZO,X,O,O,X,O,O,O,X,X,X,X,X,X,X
JSLITOZ,O,O,O,O,O,O,O,X,X,X,X,X,O,X
JSLIZTO,X,O,O,X,O,O,O,X,X,O,O,X,X,X
JSLIZOT,O,O,O,O,O,O,O,X,X,X,X,X,X,X
JSLIOTZ,O,O,O,O,X,O,O,X,X,X,X,X,O,X
JSLIOZT,O,O,O,O,O,O,O,X,X,X,X,X,O,X
JSLZTIO,O,O,O,O,O,X,X,X,X,O,O,X,X,X
JSLZTOI,O,O,O,O,O,X,X,X,X,O,O,X,X,X
JSLZITO,O,O,O,O,O,O,X,X,X,O,O,X,X,X
JSLZIOT,O,O,O,O,O,O,X,X,X,X,X,X,X,X
JSLZOTI,O,O,X,O,O,X,X,X,X,X,X,X,X,X
JSLZOIT,O,O,X,O,O,O,X,X,X,X,X,X,X,X
JSLOTIZ,O,O,O,O,X,O,X,X,X,X,X,X,O,X
JSLOTZI,X,X,O,X,X,X,X,X,X,X,X,X,O,X
JSLOITZ,O,O,O,O,X,O,O,X,X,X,X,X,O,X
JSLOIZT,O,O,O,O,O,O,O,X,X,X,X,X,O,X
JSLOZTI,O,O,X,O,O,X,X,X,X,X,X,X,X,X
JSLOZIT,O,O,X,O,O,O,X,X,X,X,X,X,X,X
JSZTILO,O,O,O,O,O,O,X,X,X,O,X,X,X,X
JSZTIOL,O,O,O,O,O,X,X,X,X,O,X,X,X,X
JSZTLIO,O,O,O,O,O,O,X,X,X,O,X,X,X,X
JSZTLOI,O,O,O,O,O,O,X,X,X,O,X,X,X,X
JSZTOIL,O,O,O,O,O,O,X,X,X,O,X,X,X,X
JSZTOLI,O,O,O,O,O,O,X,X,X,O,X,X,X,X
JSZITLO,X,O,O,O,O,O,X,X,X,O,X,X,X,X
JSZITOL,O,O,O,O,O,X,X,X,X,O,X,X,X,X
JSZILTO,O,O,O,O,O,O,X,X,X,O,X,X,X,X
JSZILOT,O,O,O,O,O,O,X,X,X,X,X,X,X,X
JSZIOTL,O,O,X,O,O,O,X,X,X,X,X,X,X,X
JSZIOLT,O,O,O,O,O,O,X,X,X,X,X,X,X,X
JSZLTIO,O,O,O,O,O,O,X,X,X,O,X,X,X,X
JSZLTOI,O,O,O,O,O,O,X,X,X,O,X,X,X,X
JSZLITO,O,O,O,O,O,O,X,X,X,O,X,X,X,X
JSZLIOT,O,O,O,O,O,O,X,X,X,X,X,X,X,X
JSZLOTI,O,O,O,O,O,O,X,X,X,X,X,X,X,X
JSZLOIT,O,O,O,O,O,O,X,X,X,X,X,X,X,X
JSZOTIL,O,O,O,O,O,O,X,X,X,X,X,X,X,X
JSZOTLI,O,O,O,O,O,O,X,X,X,X,X,X,X,X
JSZOITL,O,O,X,O,O,O,X,X,X,X,X,X,X,X
JSZOILT,O,O,O,O,O,O,X,X,X,X,X,X,X,X
JSZOLTI,O,O,O,O,O,O,X,X,X,X,X,X,X,X
JSZOLIT,O,O,O,O,O,O,X,X,X,X,X,X,X,X
JSOTILZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X
JSOTIZL,X,O,O,O,X,X,X,X,X,X,X,X,X,X
JSOTLIZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X
JSOTLZI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
JSOTZIL,O,O,O,O,X,X,X,X,X,X,X,X,X,X
JSOTZLI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
JSOITLZ,X,O,X,O,X,O,O,X,X,X,X,X,X,X
JSOITZL,X,X,X,O,X,X,O,X,X,X,X,X,X,X
JSOILTZ,O,O,O,O,X,O,O,X,X,X,X,X,O,X
JSOILZT,O,O,O,O,X,O,O,X,X,X,X,X,O,X
JSOIZTL,X,O,X,O,O,O,O,X,X,X,X,X,X,X
JSOIZLT,X,O,X,O,O,O,O,X,X,X,X,X,O,X
JSOLTIZ,O,O,O,O,X,O,X,X,X,X,X,X,O,X
JSOLTZI,X,X,O,X,X,X,X,X,X,X,X,X,O,X
JSOLITZ,O,O,O,O,X,O,O,X,X,X,X,X,O,X
JSOLIZT,O,O,O,O,X,O,O,X,X,X,X,X,O,X
JSOLZTI,O,O,X,O,X,X,X,X,X,X,X,X,X,X
JSOLZIT,O,O,X,O,X,O,X,X,X,X,X,X,X,X
JSOZTIL,O,O,X,O,O,O,X,X,X,X,X,X,X,X
JSOZTLI,O,O,X,O,X,O,X,X,X,X,X,X,X,X
JSOZITL,O,O,X,O,O,O,X,X,X,X,X,X,X,X
JSOZILT,O,O,X,O,O,O,X,X,X,X,X,X,X,X
JSOZLTI,O,O,X,O,X,O,X,X,X,X,X,X,X,X
JSOZLIT,O,O,X,O,O,O,X,X,X,X,X,X,X,X
JZTILSO,O,O,O,O,X,O,X,X,O,O,O,X,X,X
JZTILOS,O,O,O,O,O,O,X,X,O,O,O,X,X,X
JZTISLO,O,O,O,O,O,O,X,X,X,O,X,X,X,O
JZTISOL,O,O,O,O,O,X,X,X,O,O,X,X,X,X
JZTIOLS,O,O,O,O,O,O,X,X,O,O,O,X,X,X
JZTIOSL,O,X,O,O,O,O,X,X,O,O,X,X,X,X
JZTLISO,O,O,O,O,O,O,X,X,O,O,O,X,X,X
JZTLIOS,O,O,O,O,O,O,X,X,O,O,O,X,X,X
JZTLSIO,O,O,O,O,O,O,X,X,O,O,O,X,X,X
JZTLSOI,O,O,O,O,O,O,X,X,O,O,O,O,X,X
JZTLOIS,O,O,O,O,O,O,X,X,O,O,O,X,X,X
JZTLOSI,O,O,O,O,O,X,X,X,O,O,O,O,X,X
JZTSILO,O,O,O,O,O,O,X,X,X,O,X,X,X,O
JZTSIOL,O,O,O,O,O,X,X,X,O,O,X,X,X,X
JZTSLIO,O,O,O,O,O,O,X,X,X,O,X,X,X,O
JZTSLOI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
JZTSOIL,O,O,O,O,O,O,X,X,O,O,X,O,X,X
JZTSOLI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
JZTOILS,O,O,O,O,O,O,X,X,O,O,O,X,X,X
JZTOISL,O,X,O,O,O,O,X,X,O,O,X,X,X,X
JZTOLIS,O,O,O,O,O,O,X,X,O,O,O,X,X,X
JZTOLSI,O,O,O,O,O,X,X,X,X,O,O,O,X,X
JZTOSIL,O,O,O,O,O,O,X,X,O,O,X,O,X,X
JZTOSLI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
JZITLSO,O,X,O,X,X,O,O,X,O,O,O,X,X,X
JZITLOS,O,X,O,X,X,O,O,X,O,O,O,X,X,X
JZITSLO,O,X,O,X,X,O,O,X,X,O,X,X,X,O
JZITSOL,O,X,O,X,X,X,O,X,O,O,X,X,X,X
JZITOLS,O,X,O,X,X,O,O,X,O,O,O,X,X,X
JZITOSL,O,X,O,X,X,O,O,X,O,O,X,X,X,X
JZILTSO,O,O,O,X,X,O,O,X,O,O,O,X,X,X
JZILTOS,O,O,O,X,X,O,O,X,O,O,O,X,X,X
JZILSTO,O,O,O,O,X,O,O,X,O,O,O,X,X,X
JZILSOT,O,O,O,O,X,O,O,X,X,X,X,X,X,X
JZILOTS,O,O,X,X,X,O,O,X,O,O,O,X,X,X
JZILOST,O,O,X,O,X,O,O,X,X,X,X,X,X,X
JZISTLO,O,O,O,O,X,O,O,X,X,O,X,X,X,X
JZISTOL,O,O,O,O,X,X,O,X,O,O,X,X,X,X
JZISLTO,O,O,O,O,X,O,O,X,O,O,X,X,X,O
JZISLOT,O,O,O,O,X,O,O,X,X,X,X,X,X,O
JZISOTL,O,O,X,O,X,O,O,X,X,X,X,X,X,X
JZISOLT,O,O,O,O,X,O,O,X,X,X,X,X,X,X
JZIOTLS,O,X,O,X,X,O,O,X,O,O,X,X,X,X
JZIOTSL,O,X,O,X,X,O,O,X,O,O,X,X,X,X
JZIOLTS,O,O,X,X,X,O,O,X,O,O,X,X,X,X
JZIOLST,O,O,X,O,X,O,O,X,X,X,X,X,X,X
JZIOSTL,O,X,X,O,X,O,O,X,X,X,X,X,X,X
JZIOSLT,O,X,O,O,X,O,O,X,X,X,X,X,X,X
JZLTISO,O,O,O,X,O,O,X,X,O,O,O,X,O,X
JZLTIOS,O,O,O,X,O,O,X,X,O,O,O,X,O,X
JZLTSIO,O,O,O,O,O,O,X,X,O,O,O,X,O,X
JZLTSOI,O,O,O,O,O,O,X,X,O,O,O,O,O,X
JZLTOIS,O,O,O,X,O,O,X,X,O,O,O,X,O,X
JZLTOSI,O,O,O,O,O,X,X,X,O,O,O,O,O,X
JZLITSO,O,O,O,X,X,O,O,X,O,O,O,X,X,X
JZLITOS,O,O,O,X,X,O,O,X,O,O,O,X,X,X
JZLISTO,O,O,O,O,X,O,O,X,O,O,O,X,X,X
JZLISOT,O,O,O,O,X,O,O,X,X,X,X,X,X,X
JZLIOTS,O,O,X,X,X,O,O,X,O,O,O,X,X,X
JZLIOST,O,O,X,O,X,O,O,X,X,X,X,X,X,X
JZLSTIO,O,O,O,O,O,O,X,X,O,O,O,X,O,X
JZLSTOI,O,O,O,O,O,O,X,X,O,O,O,O,O,X
JZLSITO,O,O,O,O,O,O,X,X,O,O,O,X,O,X
JZLSIOT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
JZLSOTI,O,O,O,O,O,O,X,X,X,X,X,X,O,X
JZLSOIT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
JZLOTIS,O,O,X,X,O,O,X,X,O,O,O,X,O,X
JZLOTSI,O,O,X,O,O,X,X,X,O,O,O,X,O,X
JZLOITS,O,O,X,X,X,O,O,X,O,O,O,X,X,X
JZLOIST,O,O,X,O,X,O,O,X,X,X,X,X,X,X
JZLOSTI,O,O,X,O,O,O,X,X,X,X,X,X,O,X
JZLOSIT,O,O,X,O,O,O,X,X,X,X,X,X,O,X
JZSTILO,O,O,O,O,O,O,X,X,X,O,X,X,X,O
JZSTIOL,O,O,O,O,O,X,X,X,O,O,X,X,X,X
JZSTLIO,O,O,O,O,O,O,X,X,X,O,X,X,X,O
JZSTLOI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
JZSTOIL,O,O,O,O,O,O,X,X,O,O,X,O,X,X
JZSTOLI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
JZSITLO,O,O,O,O,O,O,X,X,X,O,X,X,X,X
JZSITOL,O,O,O,O,O,X,X,X,O,O,X,X,X,X
JZSILTO,O,O,O,O,O,O,X,X,O,O,X,X,O,O
JZSILOT,O,O,O,O,O,O,X,X,X,X,X,X,O,O
JZSIOTL,O,O,X,O,O,O,X,X,X,X,X,X,X,X
JZSIOLT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
JZSLTIO,O,O,O,O,O,O,X,X,O,O,X,X,O,O
JZSLTOI,O,O,O,O,O,O,X,X,O,O,X,O,O,X
JZSLITO,O,O,O,O,O,O,X,X,O,O,X,X,O,O
JZSLIOT,O,O,O,O,O,O,X,X,X,X,X,X,O,O
JZSLOTI,O,O,O,O,O,O,X,X,X,X,X,X,O,X
JZSLOIT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
JZSOTIL,O,O,O,O,O,O,X,X,X,X,X,X,X,X
JZSOTLI,O,O,O,O,O,O,X,X,X,X,X,X,X,X
JZSOITL,O,O,X,O,O,O,X,X,X,X,X,X,X,X
JZSOILT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
JZSOLTI,O,O,O,O,O,O,X,X,X,X,X,X,O,X
JZSOLIT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
JZOTILS,O,O,O,O,O,O,X,X,O,O,X,X,X,X
JZOTISL,O,X,O,O,O,O,X,X,O,O,X,X,X,X
JZOTLIS,O,O,O,O,O,O,X,X,O,O,X,X,X,X
JZOTLSI,O,O,O,O,O,X,X,X,X,O,X,X,X,X
JZOTSIL,O,O,O,O,O,O,X,X,O,O,X,X,X,X
JZOTSLI,O,O,O,O,O,O,X,X,X,O,X,X,X,X
JZOITLS,O,X,O,X,X,O,O,X,O,O,X,X,X,X
JZOITSL,O,X,O,X,X,O,O,X,O,O,X,X,X,X
JZOILTS,O,O,X,X,X,O,O,X,O,O,X,X,X,X
JZOILST,O,O,X,O,X,O,O,X,X,X,X,X,X,X
JZOISTL,O,X,X,O,X,O,O,X,X,X,X,X,X,X
JZOISLT,O,X,O,O,X,O,O,X,X,X,X,X,X,X
JZOLTIS,O,O,X,X,O,O,X,X,O,O,X,X,O,X
JZOLTSI,O,O,X,O,O,X,X,X,O,O,X,X,O,X
JZOLITS,O,O,X,X,X,O,O,X,O,O,X,X,X,X
JZOLIST,O,O,X,O,X,O,O,X,X,X,X,X,X,X
JZOLSTI,O,O,X,O,O,O,X,X,X,X,X,X,O,X
JZOLSIT,O,O,X,O,O,O,X,X,X,X,X,X,O,X
JZOSTIL,O,O,O,O,O,O,X,X,X,X,X,X,X,X
JZOSTLI,O,O,O,O,O,O,X,X,X,X,X,X,X,X
JZOSITL,O,O,X,O,O,O,X,X,X,X,X,X,X,X
JZOSILT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
JZOSLTI,O,O,O,O,O,O,X,X,X,X,X,X,O,X
JZOSLIT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
JOTILSZ,X,X,O,O,X,X,O,O,X,X,X,X,X,X
JOTILZS,X,X,O,O,X,X,O,O,X,X,X,X,X,X
JOTISLZ,X,X,O,O,X,O,O,O,X,X,X,X,X,X
JOTISZL,X,X,O,O,X,X,O,O,X,X,X,X,X,X
JOTIZLS,X,X,O,O,X,O,O,O,X,X,X,X,X,X
JOTIZSL,X,X,O,O,X,O,O,O,X,X,X,X,X,X
JOTLISZ,X,X,O,O,X,X,O,O,X,X,X,X,X,X
JOTLIZS,X,X,O,O,X,X,O,O,X,X,X,X,X,X
JOTLSIZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JOTLSZI,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JOTLZIS,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JOTLZSI,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JOTSILZ,X,X,O,O,X,O,X,O,X,X,X,X,X,X
JOTSIZL,X,X,O,O,X,X,X,O,X,X,X,X,X,X
JOTSLIZ,X,X,O,O,X,O,X,X,X,X,X,X,X,X
JOTSLZI,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JOTSZIL,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JOTSZLI,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JOTZILS,X,X,O,O,X,O,X,O,X,X,X,X,X,X
JOTZISL,X,X,O,O,X,O,X,O,X,X,X,X,X,X
JOTZLIS,X,X,O,O,X,O,X,X,X,X,X,X,X,X
JOTZLSI,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JOTZSIL,X,X,O,O,X,O,X,X,X,X,X,X,X,X
JOTZSLI,X,X,O,O,X,O,X,X,X,X,X,X,X,X
JOITLSZ,X,X,O,X,X,X,O,O,X,X,X,X,X,X
JOITLZS,X,X,O,X,X,X,O,O,X,X,X,X,X,X
JOITSLZ,X,X,O,X,X,O,O,O,X,X,X,X,X,X
JOITSZL,X,X,O,X,X,X,O,O,X,X,X,X,X,X
JOITZLS,X,X,O,X,X,O,O,O,X,X,X,X,X,X
JOITZSL,X,X,O,X,X,O,O,O,X,X,X,X,X,X
JOILTSZ,X,X,X,X,X,X,O,O,X,X,X,X,X,X
JOILTZS,X,X,X,X,X,X,O,O,X,X,X,X,X,X
JOILSTZ,X,X,X,O,X,O,O,X,X,X,X,X,X,X
JOILSZT,X,X,X,O,X,O,O,X,X,X,X,X,X,X
JOILZTS,X,X,X,X,X,O,O,X,X,O,O,X,X,X
JOILZST,X,X,X,O,X,O,O,X,X,X,X,X,X,X
JOISTLZ,X,X,X,O,X,O,O,X,X,X,X,X,X,X
JOISTZL,X,X,X,O,X,X,O,X,X,X,X,X,X,X
JOISLTZ,X,X,O,O,X,O,O,X,X,X,X,X,X,X
JOISLZT,X,X,O,O,X,O,O,X,X,X,X,X,X,X
JOISZTL,X,X,X,O,X,O,O,X,X,X,X,X,X,X
JOISZLT,X,X,X,O,X,O,O,X,X,X,X,X,X,X
JOIZTLS,X,X,O,X,X,O,O,X,X,O,X,X,X,X
JOIZTSL,X,X,O,X,X,O,O,X,X,O,X,X,X,X
JOIZLTS,X,X,X,X,X,O,O,X,X,O,X,X,X,X
JOIZLST,X,X,X,O,X,O,O,X,X,X,X,X,X,X
JOIZSTL,X,X,X,O,X,O,O,X,X,X,X,X,X,X
JOIZSLT,X,X,O,O,X,O,O,X,X,X,X,X,X,X
JOLTISZ,X,X,X,X,X,X,O,O,X,X,X,X,O,X
JOLTIZS,X,X,X,X,X,X,O,O,X,X,X,X,O,X
JOLTSIZ,X,X,X,O,X,X,X,O,X,X,X,X,O,X
JOLTSZI,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JOLTZIS,X,X,X,X,X,X,X,O,X,X,X,X,O,X
JOLTZSI,X,X,X,O,X,X,X,X,X,X,X,X,O,X
JOLITSZ,X,X,X,X,X,X,O,O,X,X,X,X,X,X
JOLITZS,X,X,X,X,X,X,O,O,X,X,X,X,X,X
JOLISTZ,X,O,X,O,X,O,O,X,X,X,X,X,X,X
JOLISZT,X,O,X,O,X,O,O,X,X,X,X,X,X,X
JOLIZTS,X,O,X,X,X,O,O,X,X,O,O,X,X,X
JOLIZST,X,O,X,O,X,O,O,X,X,X,X,X,X,X
JOLSTIZ,X,O,X,O,X,O,X,X,X,X,X,X,O,X
JOLSTZI,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JOLSITZ,X,O,X,O,X,O,O,X,X,X,X,X,O,X
JOLSIZT,X,O,X,O,X,O,O,X,X,X,X,X,O,X
JOLSZTI,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JOLSZIT,X,O,X,O,X,O,X,X,X,X,X,X,X,X
JOLZTIS,X,O,X,X,X,O,X,X,X,O,O,X,O,X
JOLZTSI,X,O,X,O,X,X,X,X,X,O,O,X,O,X
JOLZITS,X,O,X,X,X,O,O,X,X,O,O,X,X,X
JOLZIST,X,O,X,O,X,O,O,X,X,X,X,X,X,X
JOLZSTI,X,O,X,O,X,O,X,X,X,X,X,X,O,X
JOLZSIT,X,O,X,O,X,O,X,X,X,X,X,X,O,X
JOSTILZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X
JOSTIZL,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JOSTLIZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X
JOSTLZI,O,X,O,O,X,X,X,X,X,X,X,X,X,X
JOSTZIL,O,X,O,O,X,X,X,X,X,X,X,X,X,X
JOSTZLI,O,X,O,O,X,X,X,X,X,X,X,X,X,X
JOSITLZ,X,O,X,O,X,O,O,X,X,X,X,X,X,X
JOSITZL,X,X,X,O,X,X,O,X,X,X,X,X,X,X
JOSILTZ,O,O,O,O,X,O,O,X,X,X,X,X,O,X
JOSILZT,O,O,O,O,X,O,O,X,X,X,X,X,O,X
JOSIZTL,X,O,X,O,X,O,O,X,X,X,X,X,X,X
JOSIZLT,X,O,X,O,X,O,O,X,X,X,X,X,O,X
JOSLTIZ,O,O,O,O,X,O,X,X,X,X,X,X,O,X
JOSLTZI,X,X,O,X,X,X,X,X,X,X,X,X,O,X
JOSLITZ,O,O,O,O,X,O,O,X,X,X,X,X,O,X
JOSLIZT,O,O,O,O,X,O,O,X,X,X,X,X,O,X
JOSLZTI,O,O,X,O,X,X,X,X,X,X,X,X,X,X
JOSLZIT,O,O,X,O,X,O,X,X,X,X,X,X,X,X
JOSZTIL,O,O,X,O,X,O,X,X,X,X,X,X,X,X
JOSZTLI,O,O,X,O,X,O,X,X,X,X,X,X,X,X
JOSZITL,O,O,X,O,X,O,X,X,X,X,X,X,X,X
JOSZILT,O,O,X,O,X,O,X,X,X,X,X,X,X,X
JOSZLTI,O,O,X,O,X,O,X,X,X,X,X,X,X,X
JOSZLIT,O,O,X,O,X,O,X,X,X,X,X,X,X,X
JOZTILS,X,X,O,O,X,O,X,X,X,O,X,X,X,X
JOZTISL,O,X,O,O,X,O,X,X,X,O,X,X,X,X
JOZTLIS,X,O,O,O,X,O,X,X,X,O,X,X,X,X
JOZTLSI,X,O,O,O,X,X,X,X,X,O,X,X,X,X
JOZTSIL,O,X,O,O,X,O,X,X,X,O,X,X,X,X
JOZTSLI,O,X,O,O,X,O,X,X,X,O,X,X,X,X
JOZITLS,X,X,O,X,X,O,O,X,X,O,X,X,X,X
JOZITSL,O,X,O,X,X,O,O,X,X,O,X,X,X,X
JOZILTS,X,O,X,X,X,O,O,X,X,O,X,X,X,X
JOZILST,O,O,X,O,X,O,O,X,X,X,X,X,X,X
JOZISTL,O,X,X,O,X,O,O,X,X,X,X,X,X,X
JOZISLT,O,X,O,O,X,O,O,X,X,X,X,X,X,X
JOZLTIS,X,O,X,X,X,O,X,X,X,O,X,X,O,X
JOZLTSI,X,O,X,O,X,X,X,X,X,O,X,X,O,X
JOZLITS,X,O,X,X,X,O,O,X,X,O,X,X,X,X
JOZLIST,O,O,X,O,X,O,O,X,X,X,X,X,X,X
JOZLSTI,O,O,X,O,X,O,X,X,X,X,X,X,O,X
JOZLSIT,O,O,X,O,X,O,X,X,X,X,X,X,O,X
JOZSTIL,O,O,O,O,X,O,X,X,X,X,X,X,X,X
JOZSTLI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
JOZSITL,O,O,X,O,X,O,X,X,X,X,X,X,X,X
JOZSILT,O,O,O,O,X,O,X,X,X,X,X,X,O,X
JOZSLTI,O,O,O,O,X,O,X,X,X,X,X,X,O,X
JOZSLIT,O,O,O,O,X,O,X,X,X,X,X,X,O,X
STILJZO,O,O,O,O,O,X,X,X,X,X,X,X,X,X
STILJOZ,O,O,O,O,O,X,X,O,X,X,X,X,O,X
STILZJO,O,O,X,O,O,X,X,X,O,X,X,X,X,X
STILZOJ,O,O,X,O,O,X,X,X,O,X,X,X,O,X
STILOJZ,O,O,O,O,O,X,X,O,X,X,X,X,O,X
STILOZJ,O,O,O,O,O,X,X,X,O,X,X,X,O,X
STIJLZO,O,O,O,O,O,X,X,X,X,X,X,X,X,X
STIJLOZ,O,O,O,O,O,X,X,X,X,X,X,X,X,X
STIJZLO,X,O,O,O,O,X,X,X,X,X,X,X,X,X
