sequence,v115@8gA8IeA8EeC8AeB8CeI8AeF8Jem6IvhFNhBUdBajBT?fBXlB5lB,v115@8gA8IeA8EeC8AeB8CeI8AeF8JeO/IvhFXbBNhBUdBa?jB5lBzpB,v115@8gA8IeA8EeC8AeB8CeI8AeF8JeT6IvhFxbBXdBdjBm?gB0kB6qB,v115@8gA8IeA8EeC8AeB8CeI8AeF8Jex6IvhFNhBUdBajB/?kBTlBGqB,v115@8gA8IeA8EeC8AeB8CeI8AeF8Je06IvhFNhBRdB/kBm?iBTlB6qB,v115@8gA8IeA8EeC8AeB8CeI8AeF8JeT6IvhFKgBOhBXdBd?jB0kB5lB,v115@8gA8IeA8EeC8AeB8CeI8AeF8JeT6IvhFNhBRdB/lBm?iB0kB6qB,v115@8gA8IeA8EeC8AeB8CeI8AeF8JeNBJvhFUdBajBxkB/?kBTlBGqB,v115@8gA8IeA8EeC8AeB8CeI8AeF8JeN/IvhFUdBajBxgBu?kBzgB/qB
SIZOJLT,O,X,X,X,X,X,X,X,X
SIOTLJZ,O,O,X,O,X,X,X,X,X
SIOTLZJ,O,O,X,O,X,X,X,X,O
SIOTJLZ,O,O,X,O,O,X,X,X,X
SIOTJZL,O,O,X,O,O,X,X,X,X
SIOTZLJ,O,O,X,O,X,X,X,X,O
SIOTZJL,O,O,X,O,O,X,X,X,X
SIOLTJZ,O,O,X,O,X,X,X,X,X
SIOLTZJ,O,O,X,O,X,X,X,X,O
SIOLJTZ,O,O,X,O,X,X,X,X,X
SIOLJZT,O,O,X,X,X,X,X,X,X
SIOLZTJ,O,O,X,O,X,X,X,X,O
SIOLZJT,O,O,X,X,X,X,X,X,X
SIOJTLZ,O,O,X,O,O,X,X,X,X
SIOJTZL,O,O,X,O,O,X,X,X,X
SIOJLTZ,O,O,X,O,O,X,X,X,X
SIOJLZT,O,O,X,X,O,X,X,X,X
SIOJZTL,O,O,X,X,O,X,X,X,X
SIOJZLT,O,O,X,X,O,X,X,X,X
SIOZTLJ,O,O,X,O,X,X,X,X,O
SIOZTJL,O,O,X,O,O,X,X,X,X
SIOZLTJ,O,O,X,O,X,X,X,X,O
SIOZLJT,O,O,X,X,X,X,X,X,X
SIOZJTL,O,O,X,X,O,X,X,X,X
SIOZJLT,O,O,X,X,O,X,X,X,X
SLTIJZO,X,O,O,O,X,X,X,O,O
SLTIJOZ,X,O,O,X,X,X,X,O,X
SLTIZJO,X,O,O,O,X,X,X,O,O
SLTIZOJ,O,O,O,O,X,X,X,O,O
SLTIOJZ,O,O,O,O,X,X,X,O,X
SLTIOZJ,O,O,O,O,X,X,X,O,O
SLTJIZO,X,O,O,O,X,X,X,X,O
SLTJIOZ,X,O,O,X,O,X,X,X,X
SLTJZIO,X,O,O,O,X,X,X,X,O
SLTJZOI,O,O,O,O,X,X,X,X,X
SLTJOIZ,O,O,O,O,O,X,X,X,X
SLTJOZI,O,O,O,O,O,X,X,X,X
SLTZIJO,X,O,O,O,X,X,X,O,O
SLTZIOJ,O,O,O,O,X,X,X,O,O
SLTZJIO,X,O,O,O,X,X,X,X,O
SLTZJOI,O,O,O,O,X,X,X,X,X
SLTZOIJ,O,O,O,O,X,X,X,X,O
SLTZOJI,O,O,O,O,X,X,X,X,X
SLTOIJZ,O,O,O,O,X,X,X,X,X
SLTOIZJ,O,O,O,O,X,X,X,X,O
SLTOJIZ,O,O,O,O,O,X,X,X,X
SLTOJZI,O,O,O,O,O,X,X,X,X
SLTOZIJ,O,O,O,O,X,X,X,X,O
SLTOZJI,O,O,O,O,O,X,X,X,X
SLITJZO,X,O,X,O,X,X,X,O,O
SLITJOZ,X,O,X,X,X,X,X,O,X
SLITZJO,X,O,X,O,X,X,X,O,O
SLITZOJ,O,O,X,O,X,X,X,O,O
SLITOJZ,O,O,X,O,X,X,X,O,X
SLITOZJ,O,O,X,O,X,X,X,O,O
SLIJTZO,X,O,X,O,X,X,X,X,O
SLIJTOZ,X,O,X,X,X,X,X,X,X
SLIJZTO,X,O,X,X,X,X,X,X,O
SLIJZOT,X,X,X,X,X,X,X,X,X
SLIJOTZ,X,O,X,X,X,X,X,X,X
SLIJOZT,X,X,X,X,X,X,X,X,X
SLIZTJO,X,O,X,O,X,X,X,O,O
SLIZTOJ,O,O,X,O,X,X,X,O,O
SLIZJTO,X,O,X,X,X,X,X,X,O
SLIZJOT,X,X,X,X,X,X,X,X,X
SLIZOTJ,O,X,X,O,X,X,X,X,O
SLIZOJT,O,X,X,X,X,X,X,X,X
SLIOTJZ,O,O,X,O,X,X,X,X,X
SLIOTZJ,O,O,X,O,X,X,X,X,O
SLIOJTZ,O,O,X,O,X,X,X,X,X
SLIOJZT,O,O,X,X,X,X,X,X,X
SLIOZTJ,O,O,X,O,X,X,X,X,O
SLIOZJT,O,O,X,X,X,X,X,X,X
SLJTIZO,X,O,O,O,X,X,X,X,O
SLJTIOZ,X,O,O,X,O,X,X,X,X
SLJTZIO,X,O,O,O,X,X,X,X,O
SLJTZOI,O,O,O,O,X,X,X,X,X
SLJTOIZ,O,O,O,O,O,X,X,X,X
SLJTOZI,O,O,O,O,O,X,X,X,X
SLJITZO,X,O,O,O,X,X,X,X,O
SLJITOZ,X,O,O,X,O,X,X,X,X
SLJIZTO,X,O,O,X,X,X,X,X,O
SLJIZOT,X,X,O,X,X,X,X,X,X
SLJIOTZ,X,O,X,X,O,X,X,X,X
SLJIOZT,X,X,X,X,O,X,X,X,X
SLJZTIO,X,O,O,O,X,X,X,X,O
SLJZTOI,O,O,O,O,X,X,X,X,X
SLJZITO,X,X,O,X,X,X,X,X,O
SLJZIOT,X,X,O,X,X,X,X,X,X
SLJZOTI,O,O,O,O,X,X,X,X,X
SLJZOIT,O,X,O,X,X,X,X,X,X
SLJOTIZ,O,O,X,O,O,X,X,X,X
SLJOTZI,O,O,X,O,O,X,X,X,X
SLJOITZ,O,O,X,O,O,X,X,X,X
SLJOIZT,O,O,X,X,O,X,X,X,X
SLJOZTI,O,O,X,O,O,X,X,X,X
SLJOZIT,O,O,X,X,O,X,X,X,X
SLZTIJO,X,O,O,O,X,X,X,O,O
SLZTIOJ,O,O,O,O,X,X,X,O,O
SLZTJIO,X,O,O,O,X,X,X,X,O
SLZTJOI,O,O,O,O,X,X,X,X,X
SLZTOIJ,O,O,O,O,X,X,X,X,O
SLZTOJI,O,O,O,O,X,X,X,X,X
SLZITJO,X,X,X,O,X,X,X,O,O
SLZITOJ,O,X,X,O,X,X,X,O,O
SLZIJTO,X,X,X,X,X,X,X,X,O
SLZIJOT,X,X,X,X,X,X,X,X,X
SLZIOTJ,O,X,X,O,X,X,X,X,O
SLZIOJT,O,X,X,X,X,X,X,X,X
SLZJTIO,X,O,O,O,X,X,X,X,O
SLZJTOI,O,O,O,O,X,X,X,X,X
SLZJITO,X,X,O,X,X,X,X,X,O
SLZJIOT,X,X,O,X,X,X,X,X,X
SLZJOTI,O,O,O,O,X,X,X,X,X
SLZJOIT,O,X,O,X,X,X,X,X,X
SLZOTIJ,O,O,O,O,X,X,X,X,O
SLZOTJI,O,O,O,O,X,X,X,X,X
SLZOITJ,O,X,X,O,X,X,X,X,O
SLZOIJT,O,X,X,X,X,X,X,X,X
SLZOJTI,O,O,O,O,X,X,X,X,X
SLZOJIT,O,X,O,X,X,X,X,X,X
SLOTIJZ,O,O,X,O,X,X,X,X,X
SLOTIZJ,O,O,X,O,X,X,X,X,O
SLOTJIZ,O,O,X,O,O,X,X,X,X
SLOTJZI,O,O,X,O,O,X,X,X,X
SLOTZIJ,O,O,X,O,X,X,X,X,O
SLOTZJI,O,O,X,O,O,X,X,X,X
SLOITJZ,O,O,X,O,X,X,X,X,X
SLOITZJ,O,O,X,O,X,X,X,X,O
SLOIJTZ,O,O,X,O,X,X,X,X,X
SLOIJZT,O,O,X,X,X,X,X,X,X
SLOIZTJ,O,O,X,O,X,X,X,X,O
SLOIZJT,O,O,X,X,X,X,X,X,X
SLOJTIZ,O,O,X,O,O,X,X,X,X
SLOJTZI,O,O,X,O,O,X,X,X,X
SLOJITZ,O,O,X,O,O,X,X,X,X
SLOJIZT,O,O,X,X,O,X,X,X,X
SLOJZTI,O,O,X,O,O,X,X,X,X
SLOJZIT,O,O,X,X,O,X,X,X,X
SLOZTIJ,O,O,X,O,X,X,X,X,O
SLOZTJI,O,O,X,O,O,X,X,X,X
SLOZITJ,O,O,X,O,X,X,X,X,O
SLOZIJT,O,O,X,X,X,X,X,X,X
SLOZJTI,O,O,X,O,O,X,X,X,X
SLOZJIT,O,O,X,X,O,X,X,X,X
SJTILZO,X,O,O,O,X,X,X,X,O
SJTILOZ,X,O,O,X,O,X,X,X,X
SJTIZLO,X,O,O,O,X,O,O,X,O
SJTIZOL,X,O,O,X,O,O,O,X,X
SJTIOLZ,X,O,O,X,O,X,X,X,X
SJTIOZL,X,O,O,X,O,X,X,X,X
SJTLIZO,X,O,O,O,X,X,X,X,O
SJTLIOZ,X,O,O,X,O,X,X,X,X
SJTLZIO,X,O,O,O,X,O,X,X,O
SJTLZOI,O,O,O,O,X,O,X,X,X
SJTLOIZ,O,O,O,O,O,X,X,X,X
SJTLOZI,O,O,O,O,O,X,X,X,X
SJTZILO,X,O,O,O,X,O,O,X,O
SJTZIOL,X,O,O,X,O,O,O,X,X
SJTZLIO,X,O,O,O,X,O,O,X,O
SJTZLOI,O,O,O,O,X,O,O,X,X
SJTZOIL,O,O,O,O,O,O,O,X,X
SJTZOLI,O,O,O,O,O,O,O,X,X
SJTOILZ,O,O,O,O,O,X,X,X,X
SJTOIZL,O,O,O,O,O,X,X,X,X
SJTOLIZ,O,O,O,O,O,X,X,X,X
SJTOLZI,O,O,O,O,O,X,X,X,X
SJTOZIL,O,O,O,O,O,O,X,X,X
SJTOZLI,O,O,O,O,O,O,X,X,X
SJITLZO,X,O,O,O,X,X,X,X,O
SJITLOZ,X,O,O,X,O,X,X,X,X
SJITZLO,X,O,O,O,X,X,O,X,O
SJITZOL,X,O,O,X,O,X,O,X,X
SJITOLZ,X,O,O,X,O,X,X,X,X
SJITOZL,X,O,O,X,O,X,X,X,X
SJILTZO,X,O,O,O,X,X,X,X,O
SJILTOZ,X,O,O,X,O,X,X,X,X
SJILZTO,X,O,O,X,X,X,X,X,O
SJILZOT,X,X,O,X,X,X,X,X,X
SJILOTZ,X,O,X,X,O,X,X,X,X
SJILOZT,X,X,X,X,O,X,X,X,X
SJIZTLO,X,O,O,X,X,X,O,X,O
SJIZTOL,X,O,O,X,O,X,O,X,X
SJIZLTO,X,O,X,X,X,X,O,X,O
SJIZLOT,X,X,X,X,X,X,O,X,X
SJIZOTL,X,X,O,X,O,X,O,X,X
SJIZOLT,X,X,X,X,O,X,O,X,X
SJIOTLZ,X,O,X,X,O,X,X,X,X
SJIOTZL,X,O,X,X,O,X,X,X,X
SJIOLTZ,X,O,X,X,O,X,X,X,X
SJIOLZT,X,X,X,X,O,X,X,X,X
SJIOZTL,X,X,X,X,O,X,X,X,X
SJIOZLT,X,X,X,X,O,X,X,X,X
SJLTIZO,X,O,O,O,X,X,X,X,O
SJLTIOZ,X,O,O,X,O,X,X,X,X
SJLTZIO,X,O,O,O,X,X,X,X,O
SJLTZOI,O,O,O,O,X,X,X,X,X
SJLTOIZ,O,O,O,O,O,X,X,X,X
SJLTOZI,O,O,O,O,O,X,X,X,X
SJLITZO,X,O,O,O,X,X,X,X,O
SJLITOZ,X,O,O,X,O,X,X,X,X
SJLIZTO,X,O,O,X,X,X,X,X,O
SJLIZOT,X,X,O,X,X,X,X,X,X
SJLIOTZ,X,O,X,X,O,X,X,X,X
SJLIOZT,X,X,X,X,O,X,X,X,X
SJLZTIO,X,O,O,O,X,X,X,X,O
SJLZTOI,O,O,O,O,X,X,X,X,X
SJLZITO,X,X,O,X,X,X,X,X,O
SJLZIOT,X,X,O,X,X,X,X,X,X
SJLZOTI,O,O,O,O,X,X,X,X,X
SJLZOIT,O,X,O,X,X,X,X,X,X
SJLOTIZ,O,O,X,O,O,X,X,X,X
SJLOTZI,O,O,X,O,O,X,X,X,X
SJLOITZ,O,O,X,O,O,X,X,X,X
SJLOIZT,O,O,X,X,O,X,X,X,X
SJLOZTI,O,O,X,O,O,X,X,X,X
SJLOZIT,O,O,X,X,O,X,X,X,X
SJZTILO,X,O,O,O,X,O,O,X,O
SJZTIOL,X,O,O,X,O,O,O,X,X
SJZTLIO,X,O,O,O,X,O,O,X,O
SJZTLOI,O,O,O,O,X,O,O,X,X
SJZTOIL,O,O,O,O,O,O,O,X,X
SJZTOLI,O,O,O,O,O,O,O,X,X
SJZITLO,X,X,O,X,X,X,O,X,O
SJZITOL,X,X,O,X,O,X,O,X,X
SJZILTO,X,X,X,X,X,X,O,X,O
SJZILOT,X,X,X,X,X,X,O,X,X
SJZIOTL,X,X,O,X,O,X,O,X,X
SJZIOLT,X,X,X,X,O,X,O,X,X
SJZLTIO,X,O,X,O,X,O,O,X,O
SJZLTOI,O,O,X,O,X,O,O,X,X
SJZLITO,X,X,X,X,X,X,O,X,O
SJZLIOT,X,X,X,X,X,X,O,X,X
SJZLOTI,O,O,X,O,X,O,O,X,X
SJZLOIT,O,X,X,X,X,X,O,X,X
SJZOTIL,O,O,O,O,O,O,O,X,X
SJZOTLI,O,O,O,O,O,O,O,X,X
SJZOITL,O,X,O,X,O,X,O,X,X
SJZOILT,O,X,X,X,O,X,O,X,X
SJZOLTI,O,O,X,O,O,O,O,X,X
SJZOLIT,O,X,X,X,O,X,O,X,X
SJOTILZ,O,O,X,O,O,X,X,X,X
SJOTIZL,O,O,X,O,O,X,X,X,X
SJOTLIZ,O,O,X,O,O,X,X,X,X
SJOTLZI,O,O,X,O,O,X,X,X,X
SJOTZIL,O,O,X,O,O,X,X,X,X
SJOTZLI,O,O,X,O,O,X,X,X,X
SJOITLZ,O,O,X,O,O,X,X,X,X
SJOITZL,O,O,X,O,O,X,X,X,X
SJOILTZ,O,O,X,O,O,X,X,X,X
SJOILZT,O,O,X,X,O,X,X,X,X
SJOIZTL,O,O,X,X,O,X,X,X,X
SJOIZLT,O,O,X,X,O,X,X,X,X
SJOLTIZ,O,O,X,O,O,X,X,X,X
SJOLTZI,O,O,X,O,O,X,X,X,X
SJOLITZ,O,O,X,O,O,X,X,X,X
SJOLIZT,O,O,X,X,O,X,X,X,X
SJOLZTI,O,O,X,O,O,X,X,X,X
SJOLZIT,O,O,X,X,O,X,X,X,X
SJOZTIL,O,O,X,O,O,X,X,X,X
SJOZTLI,O,O,X,O,O,X,X,X,X
SJOZITL,O,O,X,X,O,X,X,X,X
SJOZILT,O,O,X,X,O,X,X,X,X
SJOZLTI,O,O,X,O,O,X,X,X,X
SJOZLIT,O,O,X,X,O,X,X,X,X
SZTILJO,X,O,O,O,X,O,X,O,O
SZTILOJ,O,O,O,O,X,O,X,O,O
SZTIJLO,X,O,O,O,X,O,O,X,O
SZTIJOL,X,O,O,X,X,O,O,X,X
SZTIOLJ,O,O,O,O,X,O,X,X,O
SZTIOJL,O,O,O,O,X,O,O,X,X
SZTLIJO,X,O,O,O,X,O,X,O,O
SZTLIOJ,O,O,O,O,X,O,X,O,O
SZTLJIO,X,O,O,O,X,O,O,X,O
SZTLJOI,O,O,O,O,X,O,O,X,X
SZTLOIJ,O,O,O,O,X,O,X,X,O
SZTLOJI,O,O,O,O,X,O,O,X,X
SZTJILO,X,O,O,O,X,O,O,X,O
SZTJIOL,X,O,O,X,O,O,O,X,X
SZTJLIO,X,O,O,O,X,O,O,X,O
SZTJLOI,O,O,O,O,X,O,O,X,X
SZTJOIL,O,O,O,O,O,O,O,X,X
SZTJOLI,O,O,O,O,O,O,O,X,X
SZTOILJ,O,O,O,O,X,O,X,X,O
SZTOIJL,O,O,O,O,O,O,O,X,X
SZTOLIJ,O,O,O,O,X,O,X,X,O
SZTOLJI,O,O,O,O,O,O,O,X,X
SZTOJIL,O,O,O,O,O,O,O,X,X
SZTOJLI,O,O,O,O,O,O,O,X,X
SZITLJO,X,X,X,O,X,X,X,O,O
SZITLOJ,O,X,X,O,X,X,X,O,O
SZITJLO,X,X,X,O,X,X,O,X,O
SZITJOL,X,X,X,X,X,X,O,X,X
SZITOLJ,O,X,X,O,X,X,X,X,O
SZITOJL,O,X,X,O,X,X,O,X,X
SZILTJO,X,X,X,O,X,X,X,O,O
SZILTOJ,O,X,X,O,X,X,X,O,O
SZILJTO,X,X,X,X,X,X,X,X,O
SZILJOT,X,X,X,X,X,X,X,X,X
SZILOTJ,O,X,X,O,X,X,X,X,O
SZILOJT,O,X,X,X,X,X,X,X,X
SZIJTLO,X,X,X,X,X,X,O,X,O
SZIJTOL,X,X,X,X,X,X,O,X,X
SZIJLTO,X,X,X,X,X,X,O,X,O
SZIJLOT,X,X,X,X,X,X,O,X,X
SZIJOTL,X,X,X,X,X,X,O,X,X
SZIJOLT,X,X,X,X,X,X,O,X,X
SZIOTLJ,O,X,X,O,X,X,X,X,O
SZIOTJL,O,X,X,O,X,X,O,X,X
SZIOLTJ,O,X,X,O,X,X,X,X,O
SZIOLJT,O,X,X,X,X,X,X,X,X
SZIOJTL,O,X,X,X,X,X,O,X,X
SZIOJLT,O,X,X,X,X,X,O,X,X
SZLTIJO,X,O,O,O,X,O,X,O,O
SZLTIOJ,O,O,O,O,X,O,X,O,O
SZLTJIO,X,O,O,O,X,O,O,X,O
SZLTJOI,O,O,O,O,X,O,O,X,X
SZLTOIJ,O,O,O,O,X,O,X,X,O
SZLTOJI,O,O,O,O,X,O,O,X,X
SZLITJO,X,X,X,O,X,X,X,O,O
SZLITOJ,O,X,X,O,X,X,X,O,O
SZLIJTO,X,X,X,X,X,X,X,X,O
SZLIJOT,X,X,X,X,X,X,X,X,X
SZLIOTJ,O,X,X,O,X,X,X,X,O
SZLIOJT,O,X,X,X,X,X,X,X,X
SZLJTIO,X,O,O,O,X,O,O,X,O
SZLJTOI,O,O,O,O,X,O,O,X,X
SZLJITO,X,X,O,X,X,X,O,X,O
SZLJIOT,X,X,O,X,X,X,O,X,X
SZLJOTI,O,O,O,O,X,O,O,X,X
SZLJOIT,O,X,O,X,X,X,O,X,X
SZLOTIJ,O,O,O,O,X,O,X,X,O
SZLOTJI,O,O,O,O,X,O,O,X,X
SZLOITJ,O,X,X,O,X,X,X,X,O
SZLOIJT,O,X,X,X,X,X,X,X,X
SZLOJTI,O,O,O,O,X,O,O,X,X
SZLOJIT,O,X,O,X,X,X,O,X,X
SZJTILO,X,O,O,O,X,O,O,X,O
SZJTIOL,X,O,O,X,O,O,O,X,X
SZJTLIO,X,O,O,O,X,O,O,X,O
SZJTLOI,O,O,O,O,X,O,O,X,X
SZJTOIL,O,O,O,O,O,O,O,X,X
SZJTOLI,O,O,O,O,O,O,O,X,X
SZJITLO,X,X,O,X,X,X,O,X,O
SZJITOL,X,X,O,X,O,X,O,X,X
SZJILTO,X,X,X,X,X,X,O,X,O
SZJILOT,X,X,X,X,X,X,O,X,X
SZJIOTL,X,X,O,X,O,X,O,X,X
SZJIOLT,X,X,X,X,O,X,O,X,X
SZJLTIO,X,O,X,O,X,O,O,X,O
SZJLTOI,O,O,X,O,X,O,O,X,X
SZJLITO,X,X,X,X,X,X,O,X,O
SZJLIOT,X,X,X,X,X,X,O,X,X
SZJLOTI,O,O,X,O,X,O,O,X,X
SZJLOIT,O,X,X,X,X,X,O,X,X
SZJOTIL,O,O,O,O,O,O,O,X,X
SZJOTLI,O,O,O,O,O,O,O,X,X
SZJOITL,O,X,O,X,O,X,O,X,X
SZJOILT,O,X,X,X,O,X,O,X,X
SZJOLTI,O,O,X,O,O,O,O,X,X
SZJOLIT,O,X,X,X,O,X,O,X,X
SZOTILJ,O,O,O,O,X,O,X,X,O
SZOTIJL,O,O,O,O,O,O,O,X,X
SZOTLIJ,O,O,O,O,X,O,X,X,O
SZOTLJI,O,O,O,O,O,O,O,X,X
SZOTJIL,O,O,O,O,O,O,O,X,X
SZOTJLI,O,O,O,O,O,O,O,X,X
SZOITLJ,O,X,X,O,X,X,X,X,O
SZOITJL,O,X,X,O,O,X,O,X,X
SZOILTJ,O,X,X,O,X,X,X,X,O
SZOILJT,O,X,X,X,X,X,X,X,X
SZOIJTL,O,X,X,X,O,X,O,X,X
SZOIJLT,O,X,X,X,O,X,O,X,X
SZOLTIJ,O,O,O,O,X,O,X,X,O
SZOLTJI,O,O,O,O,O,O,O,X,X
SZOLITJ,O,X,X,O,X,X,X,X,O
SZOLIJT,O,X,X,X,X,X,X,X,X
SZOLJTI,O,O,O,O,O,O,O,X,X
SZOLJIT,O,X,O,X,O,X,O,X,X
SZOJTIL,O,O,O,O,O,O,O,X,X
SZOJTLI,O,O,O,O,O,O,O,X,X
SZOJITL,O,X,O,X,O,X,O,X,X
SZOJILT,O,X,X,X,O,X,O,X,X
SZOJLTI,O,O,X,O,O,O,O,X,X
SZOJLIT,O,X,X,X,O,X,O,X,X
SOTILJZ,O,O,X,O,X,X,X,X,X
SOTILZJ,O,O,X,O,X,X,X,X,O
SOTIJLZ,O,O,X,O,O,X,X,X,X
SOTIJZL,O,O,X,O,O,X,X,X,X
SOTIZLJ,O,O,X,O,X,X,X,X,O
SOTIZJL,O,O,X,O,O,X,X,X,X
SOTLIJZ,O,O,X,O,X,X,X,X,X
SOTLIZJ,O,O,X,O,X,X,X,X,O
SOTLJIZ,O,O,X,O,O,X,X,X,X
SOTLJZI,O,O,X,O,O,X,X,X,X
SOTLZIJ,O,O,X,O,X,X,X,X,O
SOTLZJI,O,O,X,O,O,X,X,X,X
SOTJILZ,O,O,X,O,O,X,X,X,X
SOTJIZL,O,O,X,O,O,X,X,X,X
SOTJLIZ,O,O,X,O,O,X,X,X,X
SOTJLZI,O,O,X,O,O,X,X,X,X
SOTJZIL,O,O,X,O,O,X,X,X,X
SOTJZLI,O,O,X,O,O,X,X,X,X
SOTZILJ,O,O,X,O,X,X,X,X,O
SOTZIJL,O,O,X,O,O,X,X,X,X
SOTZLIJ,O,O,X,O,X,X,X,X,O
SOTZLJI,O,O,X,O,O,X,X,X,X
SOTZJIL,O,O,X,O,O,X,X,X,X
SOTZJLI,O,O,X,O,O,X,X,X,X
SOITLJZ,O,O,X,O,X,X,X,X,X
SOITLZJ,O,O,X,O,X,X,X,X,O
SOITJLZ,O,O,X,O,O,X,X,X,X
SOITJZL,O,O,X,O,O,X,X,X,X
SOITZLJ,O,O,X,O,X,X,X,X,O
SOITZJL,O,O,X,O,O,X,X,X,X
SOILTJZ,O,O,X,O,X,X,X,X,X
SOILTZJ,O,O,X,O,X,X,X,X,O
SOILJTZ,O,O,X,O,X,X,X,X,X
SOILJZT,O,O,X,X,X,X,X,X,X
SOILZTJ,O,O,X,O,X,X,X,X,O
SOILZJT,O,O,X,X,X,X,X,X,X
SOIJTLZ,O,O,X,O,O,X,X,X,X
SOIJTZL,O,O,X,O,O,X,X,X,X
SOIJLTZ,O,O,X,O,O,X,X,X,X
SOIJLZT,O,O,X,X,O,X,X,X,X
SOIJZTL,O,O,X,X,O,X,X,X,X
SOIJZLT,O,O,X,X,O,X,X,X,X
SOIZTLJ,O,O,X,O,X,X,X,X,O
SOIZTJL,O,O,X,O,O,X,X,X,X
SOIZLTJ,O,O,X,O,X,X,X,X,O
SOIZLJT,O,O,X,X,X,X,X,X,X
SOIZJTL,O,O,X,X,O,X,X,X,X
SOIZJLT,O,O,X,X,O,X,X,X,X
SOLTIJZ,O,O,X,O,X,X,X,X,X
SOLTIZJ,O,O,X,O,X,X,X,X,O
SOLTJIZ,O,O,X,O,O,X,X,X,X
SOLTJZI,O,O,X,O,O,X,X,X,X
SOLTZIJ,O,O,X,O,X,X,X,X,O
SOLTZJI,O,O,X,O,O,X,X,X,X
SOLITJZ,O,O,X,O,X,X,X,X,X
SOLITZJ,O,O,X,O,X,X,X,X,O
SOLIJTZ,O,O,X,O,X,X,X,X,X
SOLIJZT,O,O,X,X,X,X,X,X,X
SOLIZTJ,O,O,X,O,X,X,X,X,O
SOLIZJT,O,O,X,X,X,X,X,X,X
SOLJTIZ,O,O,X,O,O,X,X,X,X
SOLJTZI,O,O,X,O,O,X,X,X,X
SOLJITZ,O,O,X,O,O,X,X,X,X
SOLJIZT,O,O,X,X,O,X,X,X,X
SOLJZTI,O,O,X,O,O,X,X,X,X
SOLJZIT,O,O,X,X,O,X,X,X,X
SOLZTIJ,O,O,X,O,X,X,X,X,O
SOLZTJI,O,O,X,O,O,X,X,X,X
SOLZITJ,O,O,X,O,X,X,X,X,O
SOLZIJT,O,O,X,X,X,X,X,X,X
SOLZJTI,O,O,X,O,O,X,X,X,X
SOLZJIT,O,O,X,X,O,X,X,X,X
SOJTILZ,O,O,X,O,O,X,X,X,X
SOJTIZL,O,O,X,O,O,X,X,X,X
SOJTLIZ,O,O,X,O,O,X,X,X,X
SOJTLZI,O,O,X,O,O,X,X,X,X
SOJTZIL,O,O,X,O,O,X,X,X,X
SOJTZLI,O,O,X,O,O,X,X,X,X
SOJITLZ,O,O,X,O,O,X,X,X,X
SOJITZL,O,O,X,O,O,X,X,X,X
SOJILTZ,O,O,X,O,O,X,X,X,X
SOJILZT,O,O,X,X,O,X,X,X,X
SOJIZTL,O,O,X,X,O,X,X,X,X
SOJIZLT,O,O,X,X,O,X,X,X,X
SOJLTIZ,O,O,X,O,O,X,X,X,X
SOJLTZI,O,O,X,O,O,X,X,X,X
SOJLITZ,O,O,X,O,O,X,X,X,X
SOJLIZT,O,O,X,X,O,X,X,X,X
SOJLZTI,O,O,X,O,O,X,X,X,X
SOJLZIT,O,O,X,X,O,X,X,X,X
SOJZTIL,O,O,X,O,O,X,X,X,X
SOJZTLI,O,O,X,O,O,X,X,X,X
SOJZITL,O,O,X,X,O,X,X,X,X
SOJZILT,O,O,X,X,O,X,X,X,X
SOJZLTI,O,O,X,O,O,X,X,X,X
SOJZLIT,O,O,X,X,O,X,X,X,X
SOZTILJ,O,O,X,O,X,X,X,X,O
SOZTIJL,O,O,X,O,O,X,X,X,X
SOZTLIJ,O,O,X,O,X,X,X,X,O
SOZTLJI,O,O,X,O,O,X,X,X,X
SOZTJIL,O,O,X,O,O,X,X,X,X
SOZTJLI,O,O,X,O,O,X,X,X,X
SOZITLJ,O,O,X,O,X,X,X,X,O
SOZITJL,O,O,X,O,O,X,X,X,X
SOZILTJ,O,O,X,O,X,X,X,X,O
SOZILJT,O,O,X,X,X,X,X,X,X
SOZIJTL,O,O,X,X,O,X,X,X,X
SOZIJLT,O,O,X,X,O,X,X,X,X
SOZLTIJ,O,O,X,O,X,X,X,X,O
SOZLTJI,O,O,X,O,O,X,X,X,X
SOZLITJ,O,O,X,O,X,X,X,X,O
SOZLIJT,O,O,X,X,X,X,X,X,X
SOZLJTI,O,O,X,O,O,X,X,X,X
SOZLJIT,O,O,X,X,O,X,X,X,X
SOZJTIL,O,O,X,O,O,X,X,X,X
SOZJTLI,O,O,X,O,O,X,X,X,X
SOZJITL,O,O,X,X,O,X,X,X,X
SOZJILT,O,O,X,X,O,X,X,X,X
SOZJLTI,O,O,X,O,O,X,X,X,X
SOZJLIT,O,O,X,X,O,X,X,X,X
ZTILJSO,X,O,O,X,X,O,X,O,O
ZTILJOS,X,O,O,X,X,O,X,O,O
ZTILSJO,X,O,O,O,X,O,X,O,O
ZTILSOJ,O,O,O,O,X,O,X,O,O
ZTILOJS,X,O,O,X,X,O,X,O,O
ZTILOSJ,O,O,O,O,X,O,X,O,O
ZTIJLSO,X,O,O,X,X,O,O,O,O
ZTIJLOS,X,O,O,X,X,O,O,O,O
ZTIJSLO,X,O,O,X,X,O,O,X,X
ZTIJSOL,X,O,O,X,X,O,O,X,X
ZTIJOLS,X,O,O,X,X,O,O,X,X
ZTIJOSL,X,O,O,X,X,O,O,X,X
ZTISLJO,X,O,O,O,X,O,X,O,O
