sequence,v115@zgB8HeC8GeD8EeF8DeF8DeA8Jex7IvhFTeBUhBFiBa?tBGsBXsB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Je07IvhFxcBTeBlmBa?tBXsBGsB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Je07IvhFxcB3hBFjB6?sBOtBzrB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Jex7IvhFXdBUhBFjB6?sBOtBzrB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Jel7IvhFUdBGeBThBZ?oBXnBSxB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Je07IvhFxcBTeBlmBm?sB3sBCsB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Je07IvhFxdBXjBlmBm?sB6rBTsB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Jex7IvhFTeBUhBFiBS?sBetBXsB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Jex7IvhFUhBFiBXjBO?tBCsBTsB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Jex7IvhFUhBFiBXjB6?sBOtBzrB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Je07IvhF/iBGeBZoBl?mBTsB6rB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Je07IvhFXdBFjBxmB6?rBOtBTsB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Jex7IvhF/iBcjBlmBi?sBGrBzsB
JILSOTZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JILSOZT,O,X,X,X,O,X,X,O,X,X,X,X,X
JILZTSO,O,X,X,X,O,X,X,O,O,X,X,X,X
JILZTOS,O,X,X,X,O,X,X,O,X,X,X,X,X
JILZSTO,O,X,X,X,O,X,X,O,O,X,X,X,X
JILZSOT,O,X,X,X,O,X,X,O,X,X,X,X,X
JILZOTS,O,X,X,X,O,X,X,O,X,X,X,X,X
JILZOST,O,X,X,X,O,X,X,O,X,X,X,X,X
JILOTSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JILOTZS,O,X,X,X,O,X,X,O,X,X,X,X,X
JILOSTZ,X,X,X,X,O,X,X,X,X,X,O,X,X
JILOSZT,O,X,X,X,O,X,X,O,X,X,X,X,X
JILOZTS,O,X,X,X,O,X,X,O,X,X,X,X,X
JILOZST,O,X,X,X,O,X,X,O,X,X,X,X,X
JISTLZO,X,X,X,X,O,X,O,X,X,X,X,X,X
JISTLOZ,X,X,X,X,O,X,O,X,X,X,X,X,X
JISTZLO,X,X,X,X,X,X,O,X,X,X,X,O,X
JISTZOL,X,X,X,X,X,X,O,X,X,X,X,O,X
JISTOLZ,X,X,X,X,O,X,O,X,X,X,X,X,X
JISTOZL,X,X,X,X,O,X,O,X,X,X,X,X,X
JISLTZO,X,X,X,X,O,X,O,X,X,X,X,X,X
JISLTOZ,X,X,X,X,O,X,O,X,X,X,X,X,X
JISLZTO,O,X,X,X,O,X,X,O,O,X,X,X,X
JISLZOT,O,X,X,X,O,X,X,O,X,X,X,X,X
JISLOTZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JISLOZT,O,X,X,X,O,X,X,O,X,X,X,X,X
JISZTLO,X,X,X,X,X,X,O,X,O,O,X,O,X
JISZTOL,X,X,X,X,X,X,O,O,O,O,X,O,X
JISZLTO,O,X,X,X,X,X,X,O,X,X,X,X,X
JISZLOT,O,X,X,X,X,X,X,O,X,X,X,X,X
JISZOTL,X,X,X,X,X,X,X,O,X,X,X,X,X
JISZOLT,X,X,X,X,X,X,X,O,X,X,X,X,X
JISOTLZ,X,X,X,X,O,X,O,X,X,X,O,X,X
JISOTZL,X,X,X,X,O,X,O,X,X,X,O,X,X
JISOLTZ,X,X,X,X,O,X,X,X,X,X,O,X,X
JISOLZT,X,X,X,X,O,X,X,O,X,X,X,X,X
JISOZTL,X,X,X,X,O,X,X,O,X,X,O,X,X
JISOZLT,X,X,X,X,X,X,X,O,X,X,X,X,X
JIZTLSO,O,X,X,X,O,X,X,O,X,X,X,X,X
JIZTLOS,O,X,X,X,O,O,X,O,X,X,X,X,X
JIZTSLO,X,X,X,X,X,O,O,X,O,O,X,O,X
JIZTSOL,X,X,X,X,X,O,O,O,O,O,X,O,X
JIZTOLS,O,X,X,X,O,O,X,O,X,X,X,X,X
JIZTOSL,X,X,X,X,O,O,X,O,X,X,X,O,X
JIZLTSO,O,X,X,O,O,X,X,O,O,X,X,X,X
JIZLTOS,O,X,X,X,O,O,X,O,X,X,X,X,X
JIZLSTO,O,X,X,O,O,X,X,O,O,X,X,X,X
JIZLSOT,O,X,X,X,O,X,X,O,X,X,X,X,X
JIZLOTS,O,X,X,X,O,O,X,O,X,X,X,X,X
JIZLOST,O,X,X,X,O,X,X,O,X,X,X,X,X
JIZSTLO,X,X,X,X,X,X,O,X,O,O,X,O,X
JIZSTOL,X,X,X,X,X,O,O,O,O,O,X,O,X
JIZSLTO,O,X,X,O,X,X,X,O,X,X,X,X,X
JIZSLOT,O,X,X,X,X,X,X,O,X,X,X,X,X
JIZSOTL,X,X,X,X,X,O,X,O,X,X,X,X,X
JIZSOLT,X,X,X,X,X,X,X,O,X,X,X,X,X
JIZOTLS,O,X,X,X,O,O,X,O,X,X,X,X,X
JIZOTSL,X,X,X,X,O,O,X,O,X,O,O,X,X
JIZOLTS,O,X,X,O,O,O,X,O,X,X,X,X,X
JIZOLST,O,X,X,O,O,X,X,O,X,X,X,X,X
JIZOSTL,X,X,X,X,O,O,X,O,X,O,O,X,X
JIZOSLT,X,X,X,O,X,X,X,O,X,X,X,X,X
JIOTLSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JIOTLZS,X,X,X,X,O,X,X,O,X,X,X,X,X
JIOTSLZ,X,X,X,X,O,O,X,X,X,X,O,X,X
JIOTSZL,X,X,X,X,O,O,X,X,X,X,O,X,X
JIOTZLS,X,X,X,X,O,O,X,O,X,X,X,X,X
JIOTZSL,X,X,X,X,O,O,X,O,X,X,O,X,X
JIOLTSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JIOLTZS,O,X,X,X,O,X,X,O,X,X,X,X,X
JIOLSTZ,X,X,X,X,O,X,X,X,X,X,O,X,X
JIOLSZT,O,X,X,X,O,X,X,O,X,X,X,X,X
JIOLZTS,O,X,X,X,O,X,X,O,X,X,X,X,X
JIOLZST,O,X,X,X,O,X,X,O,X,X,X,X,X
JIOSTLZ,X,X,X,X,O,X,X,X,X,X,O,X,X
JIOSTZL,X,X,X,X,O,X,X,X,X,X,O,X,X
JIOSLTZ,X,X,X,X,O,X,X,X,X,X,O,X,X
JIOSLZT,X,X,X,X,O,X,X,O,X,X,X,X,X
JIOSZTL,X,X,X,X,O,X,X,O,X,O,O,X,X
JIOSZLT,X,X,X,X,X,X,X,O,X,X,X,X,X
JIOZTLS,O,X,X,X,O,O,X,O,X,X,X,X,X
JIOZTSL,X,X,X,X,O,O,X,O,X,O,O,X,X
JIOZLTS,O,X,X,O,O,O,X,O,X,X,X,X,X
JIOZLST,O,X,X,O,O,X,X,O,X,X,X,X,X
JIOZSTL,X,X,X,X,O,O,X,O,X,O,O,X,X
JIOZSLT,X,X,X,O,X,X,X,O,X,X,X,X,X
JLTISZO,X,X,X,X,O,X,X,X,X,X,X,X,X
JLTISOZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JLTIZSO,O,X,X,X,O,X,X,O,X,X,X,X,X
JLTIZOS,O,X,X,X,O,X,X,O,X,X,X,X,X
JLTIOSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JLTIOZS,O,X,X,X,O,X,X,O,X,X,X,X,X
JLTSIZO,X,O,O,X,O,O,O,X,X,X,X,X,X
JLTSIOZ,X,O,X,X,O,O,O,X,X,X,X,X,X
JLTSZIO,O,O,O,O,O,O,O,O,O,X,X,X,O
JLTSZOI,O,O,O,O,O,O,O,O,O,X,X,X,O
JLTSOIZ,X,O,X,X,O,O,O,X,X,X,X,X,X
JLTSOZI,O,O,X,X,O,O,O,O,X,X,X,X,X
JLTZISO,O,X,X,O,O,X,X,O,O,X,X,X,X
JLTZIOS,O,O,X,X,O,O,X,O,X,X,X,X,X
JLTZSIO,O,O,O,O,O,O,O,O,O,X,X,X,O
JLTZSOI,O,O,O,O,O,O,O,O,O,X,X,X,O
JLTZOIS,O,O,X,O,O,O,X,O,X,X,X,X,X
JLTZOSI,O,O,X,O,O,O,X,O,X,X,X,X,X
JLTOISZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JLTOIZS,O,X,X,X,O,X,X,O,X,X,X,X,X
JLTOSIZ,X,O,X,X,O,O,X,X,X,X,X,X,X
JLTOSZI,O,O,X,X,O,O,X,O,X,X,X,X,X
JLTOZIS,O,O,X,X,O,O,X,O,X,X,X,X,X
JLTOZSI,O,O,X,X,O,O,X,O,X,X,X,X,X
JLITSZO,X,X,X,X,O,X,X,X,X,X,X,X,X
JLITSOZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JLITZSO,O,X,X,X,O,X,X,O,X,X,X,X,X
JLITZOS,O,X,X,X,O,X,X,O,X,X,X,X,X
JLITOSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JLITOZS,O,X,X,X,O,X,X,O,X,X,X,X,X
JLISTZO,X,X,X,X,O,X,X,X,X,X,X,X,X
JLISTOZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JLISZTO,O,X,X,X,O,X,X,O,O,X,X,X,X
JLISZOT,O,X,X,X,O,X,X,O,X,X,X,X,X
JLISOTZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JLISOZT,O,X,X,X,O,X,X,O,X,X,X,X,X
JLIZTSO,O,X,X,X,O,X,X,O,O,X,X,X,X
JLIZTOS,O,X,X,X,O,X,X,O,X,X,X,X,X
JLIZSTO,O,X,X,X,O,X,X,O,O,X,X,X,X
JLIZSOT,O,X,X,X,O,X,X,O,X,X,X,X,X
JLIZOTS,O,X,X,X,O,X,X,O,X,X,X,X,X
JLIZOST,O,X,X,X,O,X,X,O,X,X,X,X,X
JLIOTSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JLIOTZS,O,X,X,X,O,X,X,O,X,X,X,X,X
JLIOSTZ,X,X,X,X,O,X,X,X,X,X,O,X,X
JLIOSZT,O,X,X,X,O,X,X,O,X,X,X,X,X
JLIOZTS,O,X,X,X,O,X,X,O,X,X,X,X,X
JLIOZST,O,X,X,X,O,X,X,O,X,X,X,X,X
JLSTIZO,X,O,O,X,O,X,O,X,X,X,X,X,X
JLSTIOZ,X,O,X,X,O,X,O,X,X,X,X,X,X
JLSTZIO,O,O,O,O,O,X,O,O,O,X,X,X,O
JLSTZOI,O,O,O,O,O,X,O,O,O,X,X,X,O
JLSTOIZ,X,O,X,X,O,X,O,X,X,X,X,X,X
JLSTOZI,O,O,X,X,O,X,O,O,X,X,X,X,X
JLSITZO,X,X,O,X,O,X,O,X,X,X,X,X,X
JLSITOZ,X,X,X,X,O,X,O,X,X,X,X,X,X
JLSIZTO,O,X,O,X,O,X,X,O,O,X,X,X,X
JLSIZOT,O,X,X,X,O,X,X,O,X,X,X,X,X
JLSIOTZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JLSIOZT,O,X,X,X,O,X,X,O,X,X,X,X,X
JLSZTIO,O,O,O,O,O,X,O,O,O,X,X,X,O
JLSZTOI,O,O,O,O,O,X,O,O,O,X,X,X,O
JLSZITO,O,X,O,O,O,X,X,O,O,X,X,X,X
JLSZIOT,O,O,X,X,O,X,X,O,X,X,X,X,X
JLSZOTI,O,O,X,X,O,X,X,O,X,X,X,X,X
JLSZOIT,O,O,X,X,O,X,X,O,X,X,X,X,X
JLSOTIZ,X,O,X,X,O,X,X,X,X,X,X,X,X
JLSOTZI,O,O,X,X,O,X,X,O,X,X,X,X,X
JLSOITZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JLSOIZT,O,X,X,X,O,X,X,O,X,X,X,X,X
JLSOZTI,O,O,X,X,O,X,X,O,X,X,X,X,X
JLSOZIT,O,O,X,X,O,X,X,O,X,X,X,X,X
JLZTISO,O,X,X,O,O,X,X,O,O,X,X,X,X
JLZTIOS,O,O,X,X,O,O,X,O,X,X,X,X,X
JLZTSIO,O,O,O,O,O,O,O,O,O,X,X,X,O
JLZTSOI,O,O,O,O,O,O,O,O,O,X,X,X,O
JLZTOIS,O,O,X,O,O,O,X,O,X,X,X,X,X
JLZTOSI,O,O,X,O,O,O,X,O,X,X,X,X,X
JLZITSO,O,X,X,O,O,X,X,O,O,X,X,X,X
JLZITOS,O,X,X,X,O,O,X,O,X,X,X,X,X
JLZISTO,O,X,X,O,O,X,X,O,O,X,X,X,X
JLZISOT,O,X,X,X,O,X,X,O,X,X,X,X,X
JLZIOTS,O,O,X,X,O,O,X,O,X,X,X,X,X
JLZIOST,O,O,X,X,O,X,X,O,X,X,X,X,X
JLZSTIO,O,O,O,O,O,X,O,O,O,X,X,X,O
JLZSTOI,O,O,O,O,O,X,O,O,O,X,X,X,O
JLZSITO,O,X,O,O,O,X,X,O,O,X,X,X,X
JLZSIOT,O,O,X,X,O,X,X,O,X,X,X,X,X
JLZSOTI,O,O,X,X,O,X,X,O,X,X,X,X,X
JLZSOIT,O,O,X,X,O,X,X,O,X,X,X,X,X
JLZOTIS,O,O,X,X,O,O,X,O,X,X,X,X,X
JLZOTSI,O,O,X,X,O,O,X,O,X,X,X,X,X
JLZOITS,O,O,X,X,O,O,X,O,X,X,X,X,X
JLZOIST,O,O,X,X,X,X,X,O,X,X,X,X,X
JLZOSTI,O,O,X,X,O,X,X,O,X,X,X,X,X
JLZOSIT,O,O,X,X,X,X,X,O,X,X,X,X,X
JLOTISZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JLOTIZS,O,X,X,X,O,X,X,O,X,X,X,X,X
JLOTSIZ,X,O,X,X,O,O,X,X,X,X,X,X,X
JLOTSZI,O,O,X,X,O,O,X,O,X,X,X,X,X
JLOTZIS,O,O,X,X,O,O,X,O,X,X,X,X,X
JLOTZSI,O,O,X,X,O,O,X,O,X,X,X,X,X
JLOITSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JLOITZS,O,X,X,X,O,X,X,O,X,X,X,X,X
JLOISTZ,X,X,X,X,O,X,X,X,X,X,O,X,X
JLOISZT,O,X,X,X,O,X,X,O,X,X,X,X,X
JLOIZTS,O,X,X,X,O,X,X,O,X,X,X,X,X
JLOIZST,O,X,X,X,O,X,X,O,X,X,X,X,X
JLOSTIZ,X,O,X,X,O,X,X,X,X,X,X,X,X
JLOSTZI,O,O,X,X,O,X,X,O,X,X,X,X,X
JLOSITZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JLOSIZT,O,X,X,X,O,X,X,O,X,X,X,X,X
JLOSZTI,O,O,X,X,O,X,X,O,X,X,X,X,X
JLOSZIT,O,O,X,X,O,X,X,O,X,X,X,X,X
JLOZTIS,O,O,X,X,O,O,X,O,X,X,X,X,X
JLOZTSI,O,O,X,X,O,O,X,O,X,X,X,X,X
JLOZITS,O,O,X,X,O,O,X,O,X,X,X,X,X
JLOZIST,O,O,X,X,O,X,X,O,X,X,X,X,X
JLOZSTI,O,O,X,X,O,X,X,O,X,X,X,X,X
JLOZSIT,O,O,X,X,X,X,X,O,X,X,X,X,X
JSTILZO,X,X,X,X,O,O,O,X,X,X,X,X,X
JSTILOZ,X,X,X,X,O,O,O,X,X,X,X,X,X
JSTIZLO,X,X,X,X,X,O,O,X,X,X,X,X,X
JSTIZOL,X,X,X,X,X,O,O,X,X,X,X,X,X
JSTIOLZ,X,X,X,X,O,O,O,X,X,X,X,X,X
JSTIOZL,X,X,X,X,O,O,O,X,X,X,X,X,X
JSTLIZO,X,O,X,X,O,O,O,X,X,X,X,X,X
JSTLIOZ,X,O,X,X,O,O,O,X,X,X,X,X,X
JSTLZIO,X,O,X,X,O,O,O,X,X,X,X,X,X
JSTLZOI,X,O,X,X,O,O,O,X,X,X,X,X,X
JSTLOIZ,X,O,X,X,O,O,O,X,X,X,X,X,X
JSTLOZI,X,O,X,X,O,O,O,X,X,X,X,X,X
JSTZILO,X,X,X,X,X,O,O,X,O,O,X,X,X
JSTZIOL,X,X,X,X,X,O,O,X,O,O,X,X,X
JSTZLIO,X,O,O,X,X,O,O,X,O,O,X,X,X
JSTZLOI,X,O,O,X,X,O,O,X,O,O,X,X,X
JSTZOIL,X,X,X,X,X,O,O,X,O,O,X,X,X
JSTZOLI,X,X,O,X,X,O,O,X,O,O,X,X,X
JSTOILZ,X,X,X,X,O,O,O,X,X,X,X,X,X
JSTOIZL,X,X,X,X,O,O,O,X,X,X,X,X,X
JSTOLIZ,X,X,X,X,X,O,O,X,X,X,X,X,X
JSTOLZI,X,X,X,X,O,O,O,X,X,X,X,X,X
JSTOZIL,X,X,X,X,O,O,O,X,X,X,X,X,X
JSTOZLI,X,X,X,X,O,O,O,X,X,X,X,X,X
JSITLZO,X,X,X,X,O,X,O,X,X,X,X,X,X
JSITLOZ,X,X,X,X,O,X,O,X,X,X,X,X,X
JSITZLO,X,X,X,X,X,X,O,X,X,X,X,X,X
JSITZOL,X,X,X,X,X,X,O,X,X,X,X,X,X
JSITOLZ,X,X,X,X,O,X,O,X,X,X,X,X,X
JSITOZL,X,X,X,X,O,X,O,X,X,X,X,X,X
JSILTZO,X,X,O,X,O,X,O,X,X,X,X,X,X
JSILTOZ,X,X,X,X,O,X,O,X,X,X,X,X,X
JSILZTO,O,X,O,X,O,X,X,O,O,X,X,X,X
JSILZOT,O,X,X,X,O,X,X,O,X,X,X,X,X
JSILOTZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JSILOZT,O,X,X,X,O,X,X,O,X,X,X,X,X
JSIZTLO,X,X,X,X,X,X,O,X,O,O,X,X,X
JSIZTOL,X,X,X,X,X,X,O,O,O,O,X,X,X
JSIZLTO,O,X,O,X,X,X,X,O,X,X,X,X,X
JSIZLOT,O,X,X,X,X,X,X,O,X,X,X,X,X
JSIZOTL,X,X,X,X,X,X,X,O,X,X,X,X,X
JSIZOLT,X,X,X,X,X,X,X,O,X,X,X,X,X
JSIOTLZ,X,X,X,X,O,X,O,X,X,X,O,X,X
JSIOTZL,X,X,X,X,O,X,O,X,X,X,O,X,X
JSIOLTZ,X,X,X,X,O,X,X,X,X,X,O,X,X
JSIOLZT,X,X,X,X,O,X,X,O,X,X,X,X,X
JSIOZTL,X,X,X,X,O,X,X,O,X,X,O,X,X
JSIOZLT,X,X,X,X,X,X,X,O,X,X,X,X,X
JSLTIZO,X,O,O,X,O,X,O,X,X,X,X,X,X
JSLTIOZ,X,O,X,X,O,X,O,X,X,X,X,X,X
JSLTZIO,O,O,O,X,O,X,O,O,O,X,X,X,X
JSLTZOI,O,O,O,X,O,X,O,O,O,X,X,X,X
JSLTOIZ,X,O,X,X,O,X,O,X,X,X,X,X,X
JSLTOZI,O,O,X,X,O,X,O,O,X,X,X,X,X
JSLITZO,X,X,O,X,O,X,O,X,X,X,X,X,X
JSLITOZ,X,X,X,X,O,X,O,X,X,X,X,X,X
JSLIZTO,O,X,O,X,O,X,X,O,O,X,X,X,X
JSLIZOT,O,X,X,X,O,X,X,O,X,X,X,X,X
JSLIOTZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JSLIOZT,O,X,X,X,O,X,X,O,X,X,X,X,X
JSLZTIO,O,O,O,X,O,X,O,O,O,X,X,X,X
JSLZTOI,O,O,O,X,O,X,O,O,O,X,X,X,X
JSLZITO,O,X,O,X,O,X,X,O,O,X,X,X,X
JSLZIOT,O,O,X,X,O,X,X,O,X,X,X,X,X
JSLZOTI,O,O,X,X,O,X,X,O,X,X,X,X,X
JSLZOIT,O,O,X,X,O,X,X,O,X,X,X,X,X
JSLOTIZ,X,O,X,X,O,X,X,X,X,X,X,X,X
JSLOTZI,O,O,X,X,O,X,X,O,X,X,X,X,X
JSLOITZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JSLOIZT,O,X,X,X,O,X,X,O,X,X,X,X,X
JSLOZTI,O,O,X,X,O,X,X,O,X,X,X,X,X
JSLOZIT,O,O,X,X,O,X,X,O,X,X,X,X,X
JSZTILO,X,X,X,X,X,O,O,X,O,O,X,X,X
JSZTIOL,X,X,X,X,X,O,O,O,O,O,X,X,X
JSZTLIO,X,O,O,X,X,O,O,X,O,O,X,X,X
JSZTLOI,X,O,O,X,X,O,O,X,O,O,X,X,X
JSZTOIL,X,X,X,X,X,O,O,O,O,O,X,X,X
JSZTOLI,X,X,O,X,X,O,O,O,O,O,X,X,X
JSZITLO,X,X,X,X,X,X,O,X,O,O,X,X,X
JSZITOL,X,X,X,X,X,O,O,O,O,O,X,X,X
JSZILTO,O,X,O,X,X,X,X,O,X,X,X,X,X
JSZILOT,O,O,X,X,X,X,X,O,X,X,X,X,X
JSZIOTL,X,X,X,X,X,O,X,O,X,X,X,X,X
JSZIOLT,X,X,X,X,X,X,X,O,X,X,X,X,X
JSZLTIO,O,O,O,X,X,X,O,O,O,X,X,X,X
JSZLTOI,O,O,O,X,X,X,O,O,O,X,X,X,X
JSZLITO,O,X,O,X,X,X,X,O,O,X,X,X,X
JSZLIOT,O,O,X,X,X,X,X,O,X,X,X,X,X
JSZLOTI,O,O,X,X,X,X,X,O,X,X,X,X,X
JSZLOIT,O,O,X,X,X,X,X,O,X,X,X,X,X
JSZOTIL,X,X,X,X,X,O,O,O,X,X,X,X,X
JSZOTLI,X,X,O,X,X,O,O,O,X,X,X,X,X
JSZOITL,X,X,X,X,X,O,X,O,X,X,X,X,X
JSZOILT,X,X,O,X,X,X,X,O,X,X,X,X,X
JSZOLTI,X,X,O,X,X,X,X,O,X,X,X,X,X
JSZOLIT,X,X,O,X,X,X,X,O,X,X,X,X,X
JSOTILZ,X,X,X,X,O,O,O,X,X,X,X,X,X
JSOTIZL,X,X,X,X,O,O,O,X,X,X,X,X,X
JSOTLIZ,X,X,X,X,X,O,O,X,X,X,X,X,X
JSOTLZI,X,X,X,X,O,O,O,X,X,X,X,X,X
JSOTZIL,X,X,X,X,O,O,O,X,X,O,X,X,X
JSOTZLI,X,X,O,X,O,O,O,X,X,O,X,X,X
JSOITLZ,X,X,X,X,O,X,O,X,X,X,O,X,X
JSOITZL,X,X,X,X,O,X,O,X,X,X,O,X,X
JSOILTZ,X,X,O,X,O,X,X,X,X,X,O,X,X
JSOILZT,X,X,O,X,O,X,X,O,X,X,X,X,X
JSOIZTL,X,X,X,X,O,X,X,O,X,O,O,X,X
JSOIZLT,X,X,O,X,X,X,X,O,X,X,X,X,X
JSOLTIZ,X,X,O,X,X,X,X,X,X,X,X,X,X
JSOLTZI,X,X,O,X,O,X,X,O,X,X,X,X,X
JSOLITZ,X,X,O,X,X,X,X,X,X,X,X,X,X
JSOLIZT,X,X,O,X,X,X,X,O,X,X,X,X,X
JSOLZTI,X,X,O,X,O,X,X,O,X,X,X,X,X
JSOLZIT,X,X,O,X,X,X,X,O,X,X,X,X,X
JSOZTIL,X,X,X,X,O,O,O,O,X,O,X,X,X
JSOZTLI,X,X,O,X,O,O,O,O,X,O,X,X,X
JSOZITL,X,X,X,X,X,O,X,O,X,O,X,X,X
JSOZILT,X,X,O,X,X,X,X,O,X,X,X,X,X
JSOZLTI,X,X,O,X,X,X,X,O,X,X,X,X,X
JSOZLIT,X,X,O,X,X,X,X,O,X,X,X,X,X
JZTILSO,O,X,X,X,O,X,X,O,X,X,X,X,X
JZTILOS,O,O,X,X,O,O,X,O,X,X,X,X,X
JZTISLO,X,X,X,X,X,O,O,X,O,O,X,O,X
JZTISOL,X,X,X,X,X,O,O,O,O,O,X,O,X
JZTIOLS,O,O,X,X,O,O,X,O,X,X,X,X,X
JZTIOSL,X,X,X,X,O,O,X,O,X,X,X,O,X
JZTLISO,O,X,X,O,O,X,X,O,X,X,X,X,X
JZTLIOS,O,O,X,X,O,O,X,O,X,X,X,X,X
JZTLSIO,O,O,O,O,O,O,O,O,X,X,X,X,O
JZTLSOI,O,O,O,O,O,O,O,O,X,X,X,X,O
JZTLOIS,O,O,X,O,O,O,X,O,X,X,X,X,X
JZTLOSI,O,O,X,O,O,O,X,O,X,X,X,X,X
JZTSILO,X,X,X,X,X,O,O,X,O,O,X,O,X
JZTSIOL,X,X,X,X,X,O,O,O,O,O,X,O,X
JZTSLIO,X,O,O,X,X,O,O,X,O,O,X,X,X
JZTSLOI,X,O,O,X,X,O,O,X,O,O,X,X,X
JZTSOIL,X,X,X,X,X,O,O,O,O,O,X,X,X
JZTSOLI,X,X,O,X,X,O,O,O,O,O,X,X,X
JZTOILS,O,O,X,X,O,O,X,O,X,X,X,X,X
JZTOISL,X,X,X,X,O,O,X,O,X,X,O,O,X
JZTOLIS,O,O,X,X,O,O,X,O,X,X,X,X,X
JZTOLSI,O,O,X,X,O,O,X,O,X,X,X,X,X
JZTOSIL,X,X,X,X,O,O,O,O,X,X,O,O,X
JZTOSLI,X,X,O,X,O,O,O,O,X,X,X,X,X
JZITLSO,O,X,X,X,O,X,X,O,X,X,X,X,X
JZITLOS,O,O,X,X,O,O,X,O,X,X,X,X,X
JZITSLO,X,X,X,X,X,O,O,X,O,O,X,O,X
JZITSOL,X,X,X,X,X,O,O,O,O,O,X,O,X
JZITOLS,O,O,X,X,O,O,X,O,X,X,X,X,X
JZITOSL,X,X,X,X,O,O,X,O,X,X,X,O,X
JZILTSO,O,X,X,O,O,X,X,O,O,X,X,X,X
JZILTOS,O,X,X,X,O,O,X,O,X,X,X,X,X
JZILSTO,O,X,X,O,O,X,X,O,O,X,X,X,X
JZILSOT,O,X,X,X,O,X,X,O,X,X,X,X,X
JZILOTS,O,O,X,X,O,O,X,O,X,X,X,X,X
JZILOST,O,O,X,X,O,X,X,O,X,X,X,X,X
JZISTLO,X,X,X,X,X,X,O,X,O,O,X,O,X
JZISTOL,X,X,X,X,X,O,O,O,O,O,X,O,X
JZISLTO,O,X,O,O,X,X,X,O,X,X,X,X,X
JZISLOT,O,O,X,X,X,X,X,O,X,X,X,X,X
JZISOTL,X,X,X,X,X,O,X,O,X,X,X,X,X
JZISOLT,X,X,X,X,X,X,X,O,X,X,X,X,X
JZIOTLS,O,O,X,X,O,O,X,O,X,X,X,X,X
JZIOTSL,X,X,X,X,O,O,X,O,X,O,O,X,X
JZIOLTS,O,O,X,O,O,O,X,O,X,X,X,X,X
JZIOLST,O,O,X,O,O,X,X,O,X,X,X,X,X
JZIOSTL,X,X,X,X,O,O,X,O,X,O,O,X,X
JZIOSLT,X,X,X,O,X,X,X,O,X,X,X,X,X
JZLTISO,O,X,X,O,O,X,X,O,O,X,X,X,X
JZLTIOS,O,O,X,X,O,O,X,O,X,X,X,X,X
JZLTSIO,O,O,O,O,O,O,O,O,O,X,X,X,O
JZLTSOI,O,O,O,O,O,O,O,O,O,X,X,X,O
JZLTOIS,O,O,X,O,O,O,X,O,X,X,X,X,X
JZLTOSI,O,O,X,O,O,O,X,O,X,X,X,X,X
JZLITSO,O,X,X,O,O,X,X,O,O,X,X,X,X
JZLITOS,O,X,X,X,O,O,X,O,X,X,X,X,X
JZLISTO,O,X,X,O,O,X,X,O,O,X,X,X,X
JZLISOT,O,X,X,X,O,X,X,O,X,X,X,X,X
JZLIOTS,O,O,X,X,O,O,X,O,X,X,X,X,X
JZLIOST,O,O,X,X,O,X,X,O,X,X,X,X,X
JZLSTIO,O,O,O,O,O,X,O,O,O,X,X,X,O
JZLSTOI,O,O,O,O,O,X,O,O,O,X,X,X,O
JZLSITO,O,X,O,O,O,X,X,O,O,X,X,X,X
JZLSIOT,O,O,X,X,O,X,X,O,X,X,X,X,X
JZLSOTI,O,O,X,X,O,X,X,O,X,X,X,X,X
JZLSOIT,O,O,X,X,O,X,X,O,X,X,X,X,X
JZLOTIS,O,O,X,X,O,O,X,O,X,X,X,X,X
