sequence,v115@FhB8HeB8IeD8AeB8BeB8JeOEJvhFxgBTiBClB0mBlq?B3sB,v115@FhB8HeB8IeD8AeB8BeB8JeKEJvhFWlBxgBTiB0mBlq?B3sB,v115@FhB8HeB8IeD8AeB8BeB8Jex/IvhFmhBqnBTkB/qBFm?BUsB,v115@FhB8HeB8IeD8AeB8BeB8JeOEJvhF0gBxhBzkBFnBCr?B3sB,v115@FhB8HeB8IeD8AeB8BeB8Jei/IvhFzgBGiB3kBlqBRs?BUsB,v115@FhB8HeB8IeD8AeB8BeB8JeKEJvhFzfBRhBcnBGmBlq?B3sB,v115@FhB8HeB8IeD8AeB8BeB8JeOEJvhF8kBzgBlqBRsBfs?B6sB,v115@FhB8HeB8IeD8AeB8BeB8JexAJvhFTiBikBuqB1rB0k?B3sB,v115@FhB8HeB8IeD8AeB8BeB8Jei/IvhF3gBWnB1pB8qBRs?BTsB,v115@FhB8HeB8IeD8AeB8BeB8Jel/IvhF3gBCiB2pB8qBRs?BTsB
LSOTIZJ,O,X,O,O,O,O,X,X,X,X
LSOTJIZ,O,O,O,O,O,O,X,O,X,X
LSOTJZI,O,O,O,O,X,O,X,O,X,X
LSOTZIJ,O,O,O,O,O,O,X,X,X,X
LSOTZJI,O,O,O,O,X,O,X,O,X,X
LSOITJZ,O,O,O,O,O,O,X,O,X,X
LSOITZJ,O,X,O,O,O,O,X,X,X,X
LSOIJTZ,O,O,O,O,O,X,X,X,X,X
LSOIJZT,O,O,X,O,X,O,X,X,X,X
LSOIZTJ,O,O,O,O,X,O,X,X,X,X
LSOIZJT,O,O,O,O,X,O,X,X,X,X
LSOJTIZ,O,O,O,O,X,O,X,O,X,X
LSOJTZI,O,O,O,O,X,O,X,O,X,X
LSOJITZ,O,O,O,O,X,X,X,X,X,X
LSOJIZT,O,O,X,O,X,O,X,X,X,X
LSOJZTI,O,O,X,O,X,O,X,X,X,X
LSOJZIT,O,O,X,O,X,O,X,X,X,X
LSOZTIJ,O,O,O,O,X,O,X,X,X,X
LSOZTJI,O,O,O,O,X,O,X,O,X,X
LSOZITJ,O,O,O,O,X,O,X,X,X,X
LSOZIJT,O,O,O,O,X,O,X,X,X,X
LSOZJTI,O,O,O,O,X,O,X,X,X,X
LSOZJIT,O,O,O,O,X,O,X,X,X,X
LZTIJSO,O,O,O,O,X,X,O,X,O,X
LZTIJOS,O,O,O,O,X,X,O,X,O,X
LZTISJO,O,O,X,O,X,X,X,X,O,X
LZTISOJ,O,O,X,O,X,X,X,X,O,X
LZTIOJS,O,O,O,O,X,X,O,X,O,X
LZTIOSJ,O,O,X,O,X,X,X,X,O,X
LZTJISO,O,O,O,O,X,X,O,O,O,X
LZTJIOS,O,O,O,O,X,X,O,O,O,X
LZTJSIO,O,O,O,O,X,O,X,O,O,X
LZTJSOI,O,O,O,O,X,O,X,O,X,X
LZTJOIS,O,O,O,O,X,X,O,O,X,X
LZTJOSI,O,O,O,O,X,O,X,O,X,X
LZTSIJO,O,O,O,O,X,O,X,X,O,X
LZTSIOJ,O,O,O,O,X,O,X,X,O,X
LZTSJIO,O,O,O,O,X,O,X,O,O,X
LZTSJOI,O,O,O,O,X,O,X,O,X,X
LZTSOIJ,O,O,O,O,X,O,X,X,O,X
LZTSOJI,O,O,O,O,X,O,X,O,X,X
LZTOIJS,O,O,O,O,X,X,O,X,O,X
LZTOISJ,O,O,O,O,X,X,X,X,O,X
LZTOJIS,O,O,O,O,X,X,O,O,X,X
LZTOJSI,O,O,O,O,X,O,X,O,X,X
LZTOSIJ,O,O,O,O,X,O,X,X,O,X
LZTOSJI,O,O,O,O,X,O,X,X,X,X
LZITJSO,O,O,O,O,X,X,O,X,O,O
LZITJOS,O,O,O,O,X,X,O,X,O,O
LZITSJO,O,O,X,O,X,X,X,X,O,O
LZITSOJ,O,O,X,O,X,X,X,X,O,O
LZITOJS,O,O,O,O,X,X,O,X,O,X
LZITOSJ,O,O,X,O,X,X,X,X,O,X
LZIJTSO,O,O,O,O,X,X,O,O,O,O
LZIJTOS,O,O,O,O,X,X,O,O,O,O
LZIJSTO,O,O,O,O,X,X,X,X,O,O
LZIJSOT,O,O,O,O,X,X,X,X,X,O
LZIJOTS,O,O,O,O,X,X,X,X,X,O
LZIJOST,O,O,O,O,X,X,X,X,X,O
LZISTJO,O,O,O,O,X,X,X,X,O,O
LZISTOJ,O,O,O,O,X,X,X,X,O,O
LZISJTO,O,O,O,O,X,X,X,X,O,O
LZISJOT,O,O,O,O,X,X,X,X,X,O
LZISOTJ,O,O,O,O,X,X,X,X,X,O
LZISOJT,O,O,O,O,X,X,X,X,X,O
LZIOTJS,O,O,O,O,X,X,X,X,X,X
LZIOTSJ,O,O,O,O,X,X,X,X,X,X
LZIOJTS,O,O,O,O,X,X,X,X,X,O
LZIOJST,O,O,O,O,X,X,X,X,X,O
LZIOSTJ,O,O,O,O,X,X,X,X,X,O
LZIOSJT,O,O,O,O,X,X,X,X,X,O
LZJTISO,O,O,O,O,X,X,O,O,X,O
LZJTIOS,O,O,O,O,X,X,O,O,X,O
LZJTSIO,O,O,O,O,X,X,X,O,X,O
LZJTSOI,O,O,O,O,X,X,X,O,X,X
LZJTOIS,O,O,O,O,X,X,O,O,X,X
LZJTOSI,O,O,O,O,X,X,X,O,X,X
LZJITSO,O,O,O,O,X,X,O,O,X,O
LZJITOS,O,O,O,O,X,X,O,O,X,O
LZJISTO,O,O,O,O,X,X,X,X,X,O
LZJISOT,O,O,O,O,X,X,X,X,X,O
LZJIOTS,O,O,O,O,X,X,X,X,X,O
LZJIOST,O,O,O,O,X,X,X,X,X,O
LZJSTIO,O,O,O,O,X,O,X,X,X,O
LZJSTOI,O,O,O,O,X,O,X,X,X,X
LZJSITO,O,O,O,O,X,O,X,X,X,O
LZJSIOT,O,O,O,O,X,O,X,X,X,O
LZJSOTI,O,O,O,O,X,O,X,X,X,X
LZJSOIT,O,O,O,O,X,O,X,X,X,X
LZJOTIS,O,O,O,O,X,X,X,X,X,X
LZJOTSI,O,O,O,O,X,X,X,X,X,X
LZJOITS,O,O,O,O,X,X,X,X,X,X
LZJOIST,O,O,O,O,X,X,X,X,X,X
LZJOSTI,O,O,O,O,X,O,X,X,X,X
LZJOSIT,O,O,O,O,X,O,X,X,X,X
LZSTIJO,O,O,O,O,X,O,X,X,O,O
LZSTIOJ,O,O,O,O,X,O,X,X,O,O
LZSTJIO,O,O,O,O,X,O,X,O,O,X
LZSTJOI,O,O,O,O,X,O,X,O,X,X
LZSTOIJ,O,O,O,O,X,O,X,X,O,X
LZSTOJI,O,O,O,O,X,O,X,O,X,X
LZSITJO,O,O,O,O,X,O,X,X,O,O
LZSITOJ,O,O,O,O,X,O,X,X,O,O
LZSIJTO,O,O,O,O,X,O,X,X,O,O
LZSIJOT,O,O,O,O,X,O,X,X,X,O
LZSIOTJ,O,O,O,O,X,O,X,X,X,O
LZSIOJT,O,O,O,O,X,O,X,X,X,O
LZSJTIO,O,O,O,O,X,O,X,X,X,O
LZSJTOI,O,O,O,O,X,O,X,X,X,X
LZSJITO,O,O,O,O,X,O,X,X,X,O
LZSJIOT,O,O,O,O,X,O,X,X,X,O
LZSJOTI,O,O,O,O,X,O,X,X,X,X
LZSJOIT,O,O,O,O,X,O,X,X,X,X
LZSOTIJ,O,O,O,O,X,O,X,X,X,X
LZSOTJI,O,O,O,O,X,O,X,O,X,X
LZSOITJ,O,O,O,O,X,O,X,X,X,X
LZSOIJT,O,O,O,O,X,O,X,X,X,X
LZSOJTI,O,O,O,O,X,O,X,X,X,X
LZSOJIT,O,O,O,O,X,O,X,X,X,X
LZOTIJS,O,O,O,O,X,X,X,X,X,X
LZOTISJ,O,O,O,O,X,X,X,X,X,X
LZOTJIS,O,O,O,O,X,X,X,X,X,X
LZOTJSI,O,O,O,O,X,O,X,X,X,X
LZOTSIJ,O,O,O,O,X,O,X,X,X,X
LZOTSJI,O,O,O,O,X,O,X,X,X,X
LZOITJS,O,O,O,O,X,X,X,X,X,X
LZOITSJ,O,O,O,O,X,X,X,X,X,X
LZOIJTS,O,O,O,O,X,X,X,X,X,X
LZOIJST,O,O,O,O,X,X,X,X,X,X
LZOISTJ,O,O,O,O,X,X,X,X,X,X
LZOISJT,O,O,O,O,X,X,X,X,X,X
LZOJTIS,O,O,O,O,X,X,X,X,X,X
LZOJTSI,O,O,O,O,X,X,X,X,X,X
LZOJITS,O,O,O,O,X,X,X,X,X,X
LZOJIST,O,O,O,O,X,X,X,X,X,X
LZOJSTI,O,O,O,O,X,O,X,X,X,X
LZOJSIT,O,O,O,O,X,O,X,X,X,X
LZOSTIJ,O,O,O,O,X,O,X,X,X,X
LZOSTJI,O,O,O,O,X,O,X,X,X,X
LZOSITJ,O,O,O,O,X,O,X,X,X,X
LZOSIJT,O,O,O,O,X,O,X,X,X,X
LZOSJTI,O,O,O,O,X,O,X,X,X,X
LZOSJIT,O,O,O,O,X,O,X,X,X,X
LOTIJSZ,X,X,O,O,X,O,X,O,X,X
LOTIJZS,X,X,X,O,X,X,X,O,X,X
LOTISJZ,X,X,O,O,X,O,X,X,X,X
LOTISZJ,X,X,O,O,X,O,X,X,X,X
LOTIZJS,X,X,X,O,X,X,X,X,X,X
LOTIZSJ,X,X,X,O,X,X,X,X,X,X
LOTJISZ,X,O,O,O,X,O,X,O,X,X
LOTJIZS,X,O,X,O,X,X,X,O,X,X
LOTJSIZ,X,O,O,O,X,O,X,O,X,X
LOTJSZI,X,O,O,O,X,O,X,O,X,X
LOTJZIS,X,O,X,O,X,X,X,O,X,X
LOTJZSI,X,O,O,O,X,O,X,O,X,X
LOTSIJZ,X,O,O,O,X,O,X,O,X,X
LOTSIZJ,X,X,O,O,X,O,X,X,X,X
LOTSJIZ,X,O,O,O,X,O,X,O,X,X
LOTSJZI,X,O,O,O,X,O,X,O,X,X
LOTSZIJ,X,O,O,O,X,O,X,X,X,X
LOTSZJI,X,O,O,O,X,O,X,O,X,X
LOTZIJS,X,O,O,O,X,X,X,X,X,X
LOTZISJ,X,O,X,O,X,X,X,X,X,X
LOTZJIS,X,O,O,O,X,X,X,O,X,X
LOTZJSI,X,O,O,O,X,O,X,O,X,X
LOTZSIJ,X,O,X,O,X,O,X,X,X,X
LOTZSJI,X,O,O,O,X,O,X,X,X,X
LOITJSZ,X,X,O,O,X,O,X,X,X,X
LOITJZS,X,X,X,O,X,X,X,X,X,X
LOITSJZ,X,X,O,O,X,O,X,X,X,X
LOITSZJ,X,X,O,O,X,O,X,X,X,X
LOITZJS,X,X,X,O,X,X,X,X,X,X
LOITZSJ,X,X,X,O,X,X,X,X,X,X
LOIJTSZ,X,X,X,O,X,X,X,O,X,X
LOIJTZS,X,X,X,O,X,X,X,O,X,X
LOIJSTZ,O,X,O,O,X,X,X,X,X,X
LOIJSZT,O,X,X,O,X,O,X,X,X,X
LOIJZTS,O,X,X,O,X,X,X,X,X,X
LOIJZST,O,X,X,O,X,X,X,X,X,X
LOISTJZ,O,X,O,O,X,O,X,X,X,X
LOISTZJ,X,X,O,O,X,O,X,X,X,X
LOISJTZ,O,X,O,O,X,X,X,X,X,X
LOISJZT,O,X,X,O,X,O,X,X,X,X
LOISZTJ,O,X,O,O,X,O,X,X,X,X
LOISZJT,O,X,O,O,X,O,X,X,X,X
LOIZTJS,O,X,O,O,X,X,X,X,X,X
LOIZTSJ,X,X,O,O,X,X,X,X,X,X
LOIZJTS,O,X,O,O,X,X,X,X,X,X
LOIZJST,O,X,O,O,X,X,X,X,X,X
LOIZSTJ,O,X,O,O,X,X,X,X,X,X
LOIZSJT,O,X,O,O,X,X,X,X,X,X
LOJTISZ,X,X,O,O,X,O,X,O,X,X
LOJTIZS,X,X,X,O,X,X,X,O,X,X
LOJTSIZ,X,X,O,O,X,O,X,O,X,X
LOJTSZI,X,X,O,O,X,O,X,O,X,X
LOJTZIS,X,X,X,O,X,X,X,O,X,X
LOJTZSI,X,X,O,O,X,O,X,O,X,X
LOJITSZ,X,X,X,O,X,X,X,O,X,X
LOJITZS,X,X,X,O,X,X,X,O,X,X
LOJISTZ,O,O,O,O,X,X,X,X,X,X
LOJISZT,O,O,X,O,X,O,X,X,X,X
LOJIZTS,O,O,X,O,X,X,X,X,X,X
LOJIZST,O,O,X,O,X,X,X,X,X,X
LOJSTIZ,O,O,O,O,X,O,X,X,X,X
LOJSTZI,O,O,O,O,X,O,X,X,X,X
LOJSITZ,O,O,O,O,X,X,X,X,X,X
LOJSIZT,O,O,X,O,X,O,X,X,X,X
LOJSZTI,O,O,X,O,X,O,X,X,X,X
LOJSZIT,O,O,X,O,X,O,X,X,X,X
LOJZTIS,O,O,X,O,X,X,X,X,X,X
LOJZTSI,O,O,X,O,X,X,X,X,X,X
LOJZITS,O,O,X,O,X,X,X,X,X,X
LOJZIST,O,O,X,O,X,X,X,X,X,X
LOJZSTI,O,O,X,O,X,O,X,X,X,X
LOJZSIT,O,O,X,O,X,O,X,X,X,X
LOSTIJZ,O,O,O,O,X,O,X,O,X,X
LOSTIZJ,O,X,O,O,X,O,X,X,X,X
LOSTJIZ,O,O,O,O,X,O,X,O,X,X
LOSTJZI,O,O,O,O,X,O,X,O,X,X
LOSTZIJ,O,O,O,O,X,O,X,X,X,X
LOSTZJI,O,O,O,O,X,O,X,O,X,X
LOSITJZ,O,O,O,O,X,O,X,O,X,X
LOSITZJ,O,X,O,O,X,O,X,X,X,X
LOSIJTZ,O,O,O,O,X,X,X,X,X,X
LOSIJZT,O,O,X,O,X,O,X,X,X,X
LOSIZTJ,O,O,O,O,X,O,X,X,X,X
LOSIZJT,O,O,O,O,X,O,X,X,X,X
LOSJTIZ,O,O,O,O,X,O,X,O,X,X
LOSJTZI,O,O,O,O,X,O,X,O,X,X
LOSJITZ,O,O,O,O,X,X,X,X,X,X
LOSJIZT,O,O,X,O,X,O,X,X,X,X
LOSJZTI,O,O,X,O,X,O,X,X,X,X
LOSJZIT,O,O,X,O,X,O,X,X,X,X
LOSZTIJ,O,O,O,O,X,O,X,X,X,X
LOSZTJI,O,O,O,O,X,O,X,O,X,X
LOSZITJ,O,O,O,O,X,O,X,X,X,X
LOSZIJT,O,O,O,O,X,O,X,X,X,X
LOSZJTI,O,O,O,O,X,O,X,X,X,X
LOSZJIT,O,O,O,O,X,O,X,X,X,X
LOZTIJS,O,O,O,O,X,X,X,X,X,X
LOZTISJ,X,O,O,O,X,X,X,X,X,X
LOZTJIS,O,O,O,O,X,X,X,X,X,X
LOZTJSI,O,O,O,O,X,O,X,X,X,X
LOZTSIJ,X,O,O,O,X,O,X,X,X,X
LOZTSJI,X,O,O,O,X,O,X,X,X,X
LOZITJS,O,O,O,O,X,X,X,X,X,X
LOZITSJ,X,O,O,O,X,X,X,X,X,X
LOZIJTS,O,O,O,O,X,X,X,X,X,X
LOZIJST,O,O,O,O,X,X,X,X,X,X
LOZISTJ,O,O,O,O,X,X,X,X,X,X
LOZISJT,O,O,O,O,X,X,X,X,X,X
LOZJTIS,O,O,O,O,X,X,X,X,X,X
LOZJTSI,O,O,O,O,X,X,X,X,X,X
LOZJITS,O,O,O,O,X,X,X,X,X,X
LOZJIST,O,O,O,O,X,X,X,X,X,X
LOZJSTI,O,O,O,O,X,O,X,X,X,X
LOZJSIT,O,O,O,O,X,O,X,X,X,X
LOZSTIJ,O,O,O,O,X,O,X,X,X,X
LOZSTJI,O,O,O,O,X,O,X,X,X,X
LOZSITJ,O,O,O,O,X,O,X,X,X,X
LOZSIJT,O,O,O,O,X,O,X,X,X,X
LOZSJTI,O,O,O,O,X,O,X,X,X,X
LOZSJIT,O,O,O,O,X,O,X,X,X,X
JTILSZO,O,X,X,X,O,O,X,O,O,O
JTILSOZ,O,X,X,X,O,O,X,O,X,X
JTILZSO,O,X,X,X,X,X,X,O,O,O
JTILZOS,O,X,X,X,X,X,X,O,O,O
JTILOSZ,O,X,X,X,O,O,X,O,X,X
JTILOZS,O,X,X,X,X,X,X,O,O,O
JTISLZO,O,X,X,X,O,O,X,O,O,O
JTISLOZ,O,X,X,X,O,O,X,O,X,X
JTISZLO,O,X,X,X,O,O,X,O,O,O
JTISZOL,O,X,X,X,O,O,X,O,O,O
JTISOLZ,O,X,X,X,O,X,X,O,X,X
JTISOZL,X,X,X,X,O,X,X,O,X,X
JTIZLSO,O,X,X,X,X,X,O,O,O,O
JTIZLOS,O,X,X,X,X,X,O,O,O,O
JTIZSLO,O,X,X,X,O,X,O,O,O,O
JTIZSOL,O,X,X,X,O,X,O,O,O,O
JTIZOLS,O,X,X,X,X,X,O,O,O,O
JTIZOSL,O,X,X,X,O,X,O,X,O,O
JTIOLSZ,X,X,X,X,O,X,X,O,X,X
JTIOLZS,X,X,X,X,X,X,X,O,O,O
JTIOSLZ,X,X,X,X,O,X,X,O,X,X
JTIOSZL,X,X,X,X,O,X,X,O,X,X
JTIOZLS,X,X,X,X,X,X,O,O,O,O
JTIOZSL,X,X,X,X,O,X,O,X,O,O
JTLISZO,O,O,O,O,X,O,X,O,O,O
JTLISOZ,O,O,O,X,X,O,X,O,X,X
JTLIZSO,O,O,X,O,X,X,X,O,O,O
JTLIZOS,O,O,X,O,X,X,X,O,O,O
JTLIOSZ,O,O,O,X,X,O,X,O,X,X
JTLIOZS,O,O,X,O,X,X,X,O,O,O
JTLSIZO,O,O,O,O,X,O,X,O,X,X
JTLSIOZ,O,O,O,O,X,O,X,O,X,X
JTLSZIO,O,O,O,O,X,O,X,O,X,X
JTLSZOI,O,O,O,O,X,O,X,O,X,X
JTLSOIZ,O,O,O,O,X,O,X,O,X,X
JTLSOZI,O,O,O,O,X,O,X,O,X,X
JTLZISO,O,O,X,O,X,X,X,O,O,O
JTLZIOS,O,O,X,O,X,X,X,O,O,O
JTLZSIO,O,O,O,O,X,O,X,O,O,O
JTLZSOI,O,O,O,O,X,O,X,O,X,X
JTLZOIS,O,O,X,O,X,X,X,O,X,X
JTLZOSI,O,O,O,X,X,O,X,O,X,X
JTLOISZ,O,O,O,X,X,O,X,O,X,X
JTLOIZS,O,O,X,O,X,X,X,O,X,X
JTLOSIZ,O,O,O,X,X,O,X,O,X,X
JTLOSZI,O,O,O,X,X,O,X,O,X,X
JTLOZIS,O,O,X,O,X,X,X,O,X,X
JTLOZSI,O,O,O,X,X,O,X,O,X,X
JTSILZO,O,X,X,X,O,O,X,O,X,O
JTSILOZ,O,X,X,O,O,O,X,O,X,X
JTSIZLO,O,X,X,X,O,O,X,O,X,O
JTSIZOL,O,X,X,O,O,O,X,O,X,O
JTSIOLZ,O,X,X,O,O,X,X,O,X,X
JTSIOZL,X,X,X,O,O,X,X,O,X,X
JTSLIZO,O,O,X,O,O,O,X,O,X,X
JTSLIOZ,O,O,X,O,O,O,X,O,X,X
JTSLZIO,O,O,X,O,X,O,X,O,X,X
JTSLZOI,O,O,X,O,X,O,X,O,X,X
JTSLOIZ,O,O,X,O,O,O,X,O,X,X
JTSLOZI,O,O,X,O,X,O,X,O,X,X
JTSZILO,O,O,X,X,X,O,X,O,X,O
JTSZIOL,O,O,X,O,X,O,X,O,X,O
JTSZLIO,O,O,X,X,X,O,X,O,X,O
JTSZLOI,O,O,X,X,X,O,X,O,X,X
JTSZOIL,O,O,X,O,X,O,X,O,X,O
JTSZOLI,O,O,X,O,X,O,X,O,X,X
JTSOILZ,O,X,X,O,O,X,X,O,X,X
JTSOIZL,X,X,X,O,O,X,X,O,X,X
JTSOLIZ,O,O,X,O,O,O,X,O,X,X
JTSOLZI,O,O,X,O,X,O,X,O,X,X
JTSOZIL,O,X,X,O,X,O,X,O,X,X
JTSOZLI,O,X,X,O,X,O,X,O,X,X
JTZILSO,O,O,X,X,X,X,O,O,O,O
JTZILOS,O,O,X,X,X,X,O,O,O,O
JTZISLO,O,O,X,X,X,X,O,O,O,O
JTZISOL,O,O,X,X,X,X,O,O,O,O
JTZIOLS,O,O,X,X,X,X,O,O,O,O
JTZIOSL,O,X,X,X,X,X,O,X,O,O
JTZLISO,O,O,O,X,X,X,O,O,O,O
JTZLIOS,O,O,O,X,X,X,O,O,O,O
JTZLSIO,O,O,O,X,X,O,X,O,O,O
JTZLSOI,O,O,O,X,X,O,X,O,X,X
JTZLOIS,O,O,O,X,X,X,O,O,X,X
JTZLOSI,O,O,O,X,X,O,X,O,X,X
JTZSILO,O,O,X,X,X,O,O,O,O,O
JTZSIOL,O,O,X,X,X,O,O,O,O,O
JTZSLIO,O,O,X,X,X,O,X,O,O,O
JTZSLOI,O,O,X,X,X,O,X,O,X,X
JTZSOIL,O,O,X,X,X,O,O,O,X,O
JTZSOLI,O,O,X,X,X,O,X,O,X,X
JTZOILS,O,O,X,X,X,X,O,O,X,O
JTZOISL,O,X,X,X,X,X,O,X,X,O
JTZOLIS,O,O,O,X,X,X,O,O,X,X
JTZOLSI,O,O,O,X,X,X,X,O,X,X
JTZOSIL,O,X,X,X,X,X,O,X,X,O
JTZOSLI,O,X,X,X,X,X,X,X,X,X
JTOILSZ,X,X,X,X,O,X,X,O,X,X
JTOILZS,X,X,X,X,X,X,X,O,X,O
JTOISLZ,X,X,X,X,O,X,X,O,X,X
JTOISZL,X,X,X,X,O,X,X,O,X,X
JTOIZLS,X,X,X,X,X,X,O,O,X,O
JTOIZSL,X,X,X,X,O,X,O,X,X,O
JTOLISZ,O,X,O,O,X,O,X,O,X,X
JTOLIZS,O,X,X,O,X,X,X,O,X,X
JTOLSIZ,O,X,O,O,X,O,X,O,X,X
JTOLSZI,O,X,O,O,X,O,X,O,X,X
JTOLZIS,O,X,X,O,X,X,X,O,X,X
JTOLZSI,O,X,O,O,X,O,X,O,X,X
JTOSILZ,O,X,X,O,O,X,X,O,X,X
JTOSIZL,X,X,X,O,O,X,X,O,X,X
JTOSLIZ,O,X,X,O,O,O,X,O,X,X
JTOSLZI,O,X,X,O,X,O,X,O,X,X
JTOSZIL,O,X,X,O,X,O,X,O,X,X
JTOSZLI,O,X,X,O,X,O,X,O,X,X
JTOZILS,O,X,X,O,X,X,O,O,X,O
JTOZISL,O,X,X,O,X,X,O,X,X,O
JTOZLIS,O,X,O,O,X,X,O,O,X,X
JTOZLSI,X,X,O,O,X,X,X,O,X,X
JTOZSIL,O,X,X,O,X,X,O,X,X,O
JTOZSLI,O,X,X,O,X,X,X,X,X,X
JITLSZO,O,X,X,X,O,X,X,O,O,O
JITLSOZ,O,X,X,X,O,X,X,O,X,X
JITLZSO,O,X,X,X,X,X,X,O,O,O
JITLZOS,O,X,X,X,X,X,X,O,O,O
JITLOSZ,O,X,X,X,O,X,X,O,X,X
JITLOZS,O,X,X,X,X,X,X,O,O,O
JITSLZO,O,X,X,X,O,X,X,O,O,O
JITSLOZ,O,X,X,X,O,X,X,O,X,X
JITSZLO,O,X,X,X,O,X,X,O,O,O
JITSZOL,O,X,X,X,O,X,X,O,O,O
JITSOLZ,O,X,X,X,O,X,X,O,X,X
JITSOZL,X,X,X,X,O,X,X,O,X,X
JITZLSO,O,X,X,X,X,X,O,O,O,O
JITZLOS,O,X,X,X,X,X,O,O,O,O
JITZSLO,O,X,X,X,O,X,O,O,O,O
JITZSOL,O,X,X,X,O,X,O,O,O,O
JITZOLS,O,X,X,X,X,X,O,O,O,O
JITZOSL,O,X,X,X,O,X,O,X,O,O
JITOLSZ,X,X,X,X,O,X,X,O,X,X
JITOLZS,X,X,X,X,X,X,X,O,O,O
JITOSLZ,X,X,X,X,O,X,X,O,X,X
JITOSZL,X,X,X,X,O,X,X,O,X,X
JITOZLS,X,X,X,X,X,X,O,O,O,O
JITOZSL,X,X,X,X,O,X,O,X,O,O
JILTSZO,O,X,X,O,O,X,X,O,O,O
JILTSOZ,O,X,X,X,O,X,X,O,X,X
JILTZSO,O,X,X,O,X,X,X,O,O,O
JILTZOS,O,X,X,O,X,X,X,O,O,O
JILTOSZ,X,X,X,X,O,X,X,O,X,X
JILTOZS,X,X,X,O,X,X,X,O,O,O
JILSTZO,O,X,X,O,O,X,X,O,X,O
JILSTOZ,O,X,X,O,O,X,X,O,X,X
JILSZTO,O,X,X,O,O,O,X,X,X,O
JILSZOT,O,X,X,O,X,O,X,X,X,O
JILSOTZ,O,X,X,X,O,X,X,X,X,X
JILSOZT,O,X,X,X,X,O,X,X,X,X
JILZTSO,O,X,X,O,X,X,O,O,O,O
JILZTOS,O,X,X,O,X,X,O,O,O,O
JILZSTO,O,X,X,O,X,X,X,X,O,O
JILZSOT,O,X,X,O,X,X,X,X,X,O
JILZOTS,O,X,X,O,X,X,X,X,X,O
JILZOST,O,X,X,O,X,X,X,X,X,O
JILOTSZ,X,X,X,X,X,X,X,O,X,X
JILOTZS,X,X,X,X,X,X,X,O,X,O
JILOSTZ,O,X,X,X,X,X,X,X,X,X
JILOSZT,O,X,X,X,X,O,X,X,X,X
JILOZTS,O,X,X,X,X,X,X,X,X,O
JILOZST,O,X,X,X,X,X,X,X,X,O
JISTLZO,O,X,X,X,O,X,X,O,O,O
JISTLOZ,O,X,X,O,O,X,X,O,X,X
JISTZLO,O,X,X,X,O,X,X,O,O,O
JISTZOL,O,X,X,O,O,X,X,O,O,O
JISTOLZ,O,X,X,O,O,X,X,O,X,X
JISTOZL,X,X,X,O,O,X,X,O,X,X
JISLTZO,O,X,X,O,O,X,X,O,X,O
JISLTOZ,O,X,X,O,O,X,X,O,X,X
JISLZTO,O,X,X,O,O,O,X,X,X,O
JISLZOT,O,X,X,O,X,O,X,X,X,O
JISLOTZ,O,X,X,X,O,X,X,X,X,X
JISLOZT,O,X,X,X,X,O,X,X,X,X
JISZTLO,O,X,X,X,O,O,O,X,O,O
JISZTOL,O,X,X,X,O,X,O,X,O,O
JISZLTO,O,X,X,X,O,O,X,X,O,O
JISZLOT,O,X,X,X,X,O,X,X,X,O
JISZOTL,O,X,X,X,X,X,X,X,O,O
JISZOLT,O,X,X,X,X,O,X,X,X,O
JISOTLZ,O,X,X,O,O,X,X,X,X,X
JISOTZL,X,X,X,O,O,X,X,X,X,X
JISOLTZ,O,X,X,O,O,X,X,X,X,X
JISOLZT,O,X,X,O,X,X,X,X,X,X
JISOZTL,O,X,X,O,X,X,X,X,X,X
JISOZLT,O,X,X,O,X,X,X,X,X,X
JIZTLSO,O,X,X,X,X,X,O,O,O,O
JIZTLOS,O,X,X,X,X,X,O,O,O,O
JIZTSLO,O,X,X,X,O,X,O,O,O,O
JIZTSOL,O,X,X,X,O,X,O,O,O,O
JIZTOLS,O,X,X,X,X,X,O,O,O,O
JIZTOSL,O,X,X,X,O,X,O,X,O,O
JIZLTSO,O,X,X,X,X,X,O,O,O,O
JIZLTOS,O,X,X,X,X,X,O,O,O,O
JIZLSTO,O,X,X,X,X,X,X,X,O,O
JIZLSOT,O,X,X,X,X,X,X,X,X,O
JIZLOTS,O,X,X,X,X,X,X,X,X,O
JIZLOST,O,X,X,X,X,X,X,X,X,O
JIZSTLO,O,X,X,X,O,X,O,X,O,O
JIZSTOL,O,X,X,X,O,X,O,X,O,O
JIZSLTO,O,X,X,X,O,X,X,X,O,O
JIZSLOT,O,X,X,X,X,X,X,X,X,O
JIZSOTL,O,X,X,X,X,X,X,X,O,O
JIZSOLT,O,X,X,X,X,X,X,X,X,O
JIZOTLS,O,X,X,X,X,X,O,X,O,O
JIZOTSL,O,X,X,X,X,X,O,X,O,O
JIZOLTS,O,X,X,X,X,X,X,X,X,O
JIZOLST,O,X,X,X,X,X,X,X,X,O
JIZOSTL,O,X,X,X,X,X,X,X,O,O
JIZOSLT,O,X,X,X,X,X,X,X,X,O
JIOTLSZ,X,X,X,X,O,X,X,O,X,X
JIOTLZS,X,X,X,X,X,X,X,O,O,O
JIOTSLZ,X,X,X,X,O,X,X,O,X,X
JIOTSZL,X,X,X,X,O,X,X,O,X,X
JIOTZLS,X,X,X,X,X,X,X,O,O,O
