sequence,v115@7gB8GeC8HeF8DeG8AeD8Je06IvhF6gBxcB2kBThB/n?BlrB,v115@7gB8GeC8HeF8DeG8AeD8JeO/IvhF0bBxcBzfBSmB/n?BlrB,v115@7gB8GeC8HeF8DeG8AeD8JeK/IvhFGbBxcBUgBThB/n?BlrB,v115@7gB8GeC8HeF8DeG8AeD8Jex7IvhFXdBifBzgB0fBGn?BlrB,v115@7gB8GeC8HeF8DeG8AeD8JeO/IvhF8fBFdBamB5mB3l?BTsB,v115@7gB8GeC8HeF8DeG8AeD8JeO/IvhF8fBzbBCdB/nBxl?BlrB,v115@7gB8GeC8HeF8DeG8AeD8JeT6IvhFxcBykBGhB/nB0g?BlrB,v115@7gB8GeC8HeF8DeG8AeD8JeT6IvhF2gBCdB/nBUhBxk?BlrB,v115@7gB8GeC8HeF8DeG8AeD8Jei6IvhFzbB3fBUiBxlBGn?BlrB,v115@7gB8GeC8HeF8DeG8AeD8JeF8IvhFXdBTfB0gBmfBxr?BCsB
LSOTIZJ,O,O,O,O,X,X,O,X,O,X
LSOTJIZ,O,O,O,O,X,X,O,X,X,X
LSOTJZI,O,O,O,O,X,X,O,X,X,X
LSOTZIJ,O,O,O,O,X,X,O,X,X,X
LSOTZJI,O,O,O,O,X,X,O,X,X,X
LSOITJZ,X,O,O,X,O,X,O,O,X,X
LSOITZJ,X,O,O,O,O,O,O,X,O,X
LSOIJTZ,X,O,X,O,O,X,X,O,X,X
LSOIJZT,O,O,X,O,O,O,X,O,O,X
LSOIZTJ,X,O,X,O,O,O,X,X,O,O
LSOIZJT,X,O,O,O,O,O,X,O,O,X
LSOJTIZ,O,O,X,O,X,X,O,X,X,X
LSOJTZI,O,O,X,O,X,X,O,X,X,X
LSOJITZ,X,O,X,O,O,X,X,X,X,X
LSOJIZT,O,O,X,O,O,X,X,X,X,X
LSOJZTI,O,O,X,O,X,X,X,X,X,X
LSOJZIT,O,O,X,O,O,O,X,X,X,X
LSOZTIJ,X,O,O,O,X,X,O,X,X,X
LSOZTJI,X,O,O,O,X,X,O,X,X,O
LSOZITJ,X,O,X,O,O,O,X,X,X,X
LSOZIJT,X,O,O,O,O,O,X,X,X,X
LSOZJTI,X,O,O,O,X,X,X,X,X,X
LSOZJIT,X,O,O,O,O,O,X,X,X,X
LZTIJSO,X,X,O,X,O,O,X,X,X,X
LZTIJOS,X,X,O,X,O,O,X,X,X,X
LZTISJO,X,X,O,X,O,O,X,X,X,X
LZTISOJ,X,X,O,X,X,O,X,X,X,X
LZTIOJS,X,X,O,X,O,O,X,X,X,X
LZTIOSJ,X,X,O,X,X,O,X,X,X,X
LZTJISO,O,X,O,X,O,O,X,X,X,X
LZTJIOS,O,X,O,X,O,O,X,X,X,X
LZTJSIO,O,O,O,X,X,O,O,X,X,X
LZTJSOI,O,X,O,O,X,X,O,X,X,X
LZTJOIS,O,X,O,O,O,X,X,X,X,X
LZTJOSI,O,X,O,O,X,X,O,X,X,X
LZTSIJO,O,O,O,X,X,O,O,X,X,X
LZTSIOJ,X,O,O,X,X,O,O,X,X,X
LZTSJIO,O,O,O,X,X,O,O,X,X,X
LZTSJOI,O,X,O,O,X,X,O,X,X,X
LZTSOIJ,O,O,O,O,X,X,O,X,X,X
LZTSOJI,O,O,O,O,X,X,O,X,X,O
LZTOIJS,X,X,O,X,O,X,X,X,X,X
LZTOISJ,X,X,O,O,O,X,X,X,X,X
LZTOJIS,O,X,O,O,O,X,X,X,X,X
LZTOJSI,O,O,O,O,X,X,O,X,X,X
LZTOSIJ,O,O,O,O,X,X,O,X,X,X
LZTOSJI,O,O,O,O,X,X,O,X,X,O
LZITJSO,X,X,O,X,O,X,X,X,X,O
LZITJOS,X,X,O,X,O,X,X,X,X,O
LZITSJO,X,X,O,X,O,X,X,X,X,O
LZITSOJ,X,X,O,X,X,X,X,X,X,O
LZITOJS,X,X,O,X,O,X,X,X,X,O
LZITOSJ,X,X,O,X,X,X,X,X,X,O
LZIJTSO,O,X,O,X,O,X,X,X,X,O
LZIJTOS,X,X,O,X,O,X,X,X,X,O
LZIJSTO,O,O,O,X,O,O,X,X,X,O
LZIJSOT,O,O,O,X,X,O,X,X,X,O
LZIJOTS,X,X,X,X,O,X,X,X,X,O
LZIJOST,O,X,O,X,O,O,X,X,X,O
LZISTJO,X,O,O,X,O,O,X,X,X,O
LZISTOJ,X,O,O,X,X,O,X,X,X,O
LZISJTO,X,O,O,X,O,O,X,X,X,O
LZISJOT,X,O,O,X,X,O,X,X,X,O
LZISOTJ,X,O,X,X,X,O,X,X,X,O
LZISOJT,X,O,O,X,X,O,X,X,X,O
LZIOTJS,X,X,X,X,O,X,X,X,X,O
LZIOTSJ,X,X,X,X,O,X,X,X,X,O
LZIOJTS,X,X,X,X,O,X,X,X,X,O
LZIOJST,X,O,O,X,O,O,X,X,X,O
LZIOSTJ,X,O,X,X,O,O,X,X,X,O
LZIOSJT,X,O,X,X,O,O,X,X,X,O
LZJTISO,O,X,O,X,O,O,X,X,X,X
LZJTIOS,O,X,O,X,O,O,X,X,X,X
LZJTSIO,O,O,O,X,X,O,X,X,X,X
LZJTSOI,O,X,O,X,X,X,X,X,X,X
LZJTOIS,O,X,O,X,O,X,X,X,X,X
LZJTOSI,O,X,O,X,X,X,X,X,X,X
LZJITSO,O,X,O,X,O,X,X,X,X,X
LZJITOS,O,X,O,X,O,X,X,X,X,X
LZJISTO,O,O,O,X,O,O,X,X,X,X
LZJISOT,O,O,O,X,X,O,X,X,X,X
LZJIOTS,X,X,X,X,O,X,X,X,X,X
LZJIOST,O,X,O,X,O,O,X,X,X,X
LZJSTIO,O,O,O,X,X,O,X,X,X,X
LZJSTOI,O,X,O,X,X,X,X,X,X,X
LZJSITO,O,O,O,X,O,O,X,X,X,X
LZJSIOT,O,O,O,X,X,O,X,X,X,X
LZJSOTI,O,O,O,O,X,X,X,X,X,X
LZJSOIT,O,O,O,O,O,O,X,X,X,X
LZJOTIS,O,X,O,X,O,X,X,X,X,X
LZJOTSI,O,O,O,X,X,X,X,X,X,X
LZJOITS,X,X,X,X,O,X,X,X,X,X
LZJOIST,O,O,O,O,O,X,X,X,X,X
LZJOSTI,O,O,O,O,X,X,X,X,X,X
LZJOSIT,O,O,O,O,O,O,X,X,X,X
LZSTIJO,O,O,O,X,X,O,O,X,X,X
LZSTIOJ,X,O,O,X,X,O,O,X,X,X
LZSTJIO,O,O,O,X,X,O,O,X,X,X
LZSTJOI,O,X,O,O,X,X,O,X,X,X
LZSTOIJ,O,O,O,O,X,X,O,X,X,X
LZSTOJI,O,O,O,O,X,X,O,X,X,O
LZSITJO,X,O,O,X,O,O,X,X,X,X
LZSITOJ,X,O,O,X,X,O,X,X,X,X
LZSIJTO,O,O,O,X,O,O,X,X,X,X
LZSIJOT,O,O,O,X,X,O,X,O,X,X
LZSIOTJ,X,O,X,X,X,O,X,X,X,X
LZSIOJT,X,O,O,X,X,O,X,O,X,X
LZSJTIO,O,O,O,X,X,O,X,X,X,X
LZSJTOI,O,X,O,X,X,X,X,X,X,X
LZSJITO,O,O,O,X,O,O,X,X,X,X
LZSJIOT,O,O,O,X,X,O,X,X,X,X
LZSJOTI,O,O,O,O,X,X,X,X,X,X
LZSJOIT,O,O,O,O,O,O,X,X,X,X
LZSOTIJ,X,O,O,O,X,X,O,X,X,X
LZSOTJI,X,O,O,O,X,X,O,X,X,O
LZSOITJ,X,O,X,O,O,O,X,X,X,X
LZSOIJT,X,O,O,O,O,O,X,X,X,X
LZSOJTI,X,O,O,O,X,X,X,X,X,X
LZSOJIT,X,O,O,O,O,O,X,X,X,X
LZOTIJS,X,X,O,X,O,X,X,X,X,X
LZOTISJ,X,X,O,O,O,X,X,X,X,X
LZOTJIS,X,X,O,O,O,X,X,X,X,X
LZOTJSI,X,O,O,O,X,X,O,X,X,X
LZOTSIJ,X,O,O,O,X,X,O,X,X,X
LZOTSJI,X,O,O,O,X,X,O,X,X,O
LZOITJS,X,X,X,X,O,X,X,X,X,O
LZOITSJ,X,X,X,X,O,X,X,X,X,O
LZOIJTS,X,X,X,X,O,X,X,X,X,O
LZOIJST,X,O,O,O,O,X,X,X,X,O
LZOISTJ,X,O,X,O,O,X,X,X,X,O
LZOISJT,X,O,X,O,O,X,X,X,X,O
LZOJTIS,X,X,O,X,O,X,X,X,X,X
LZOJTSI,X,O,O,X,X,X,X,X,X,X
LZOJITS,X,X,X,X,O,X,X,X,X,X
LZOJIST,X,O,O,O,O,X,X,X,X,X
LZOJSTI,X,O,O,O,X,X,X,X,X,X
LZOJSIT,X,O,O,O,O,O,X,X,X,X
LZOSTIJ,X,O,O,O,X,X,O,X,X,X
LZOSTJI,X,O,O,O,X,X,O,X,X,O
LZOSITJ,X,O,X,O,O,O,X,X,X,X
LZOSIJT,X,O,O,O,O,O,X,X,X,X
LZOSJTI,X,O,O,O,X,X,X,X,X,X
LZOSJIT,X,O,O,O,O,O,X,X,X,X
LOTIJSZ,O,O,X,O,O,X,O,X,X,X
LOTIJZS,O,O,X,O,O,X,X,X,X,X
LOTISJZ,O,O,O,O,O,X,O,X,X,X
LOTISZJ,O,O,O,O,O,X,O,X,X,X
LOTIZJS,X,O,O,X,O,X,X,X,X,X
LOTIZSJ,X,O,O,O,O,X,X,X,X,X
LOTJISZ,O,O,X,O,O,X,O,X,X,X
LOTJIZS,O,O,X,O,O,X,X,X,X,X
LOTJSIZ,O,O,O,O,X,X,O,X,X,X
LOTJSZI,O,O,O,O,X,X,O,X,X,X
LOTJZIS,O,O,O,O,O,X,X,X,X,X
LOTJZSI,O,O,O,O,X,X,O,X,X,X
LOTSIJZ,O,O,O,O,X,X,O,X,X,X
LOTSIZJ,O,O,O,O,X,X,O,X,X,X
LOTSJIZ,O,O,O,O,X,X,O,X,X,X
LOTSJZI,O,O,O,O,X,X,O,X,X,X
LOTSZIJ,O,O,O,O,X,X,O,X,X,X
LOTSZJI,O,O,O,O,X,X,O,X,X,X
LOTZIJS,X,O,O,X,O,X,X,X,X,X
LOTZISJ,X,O,O,O,O,X,X,X,X,X
LOTZJIS,O,O,O,O,O,X,X,X,X,X
LOTZJSI,O,O,O,O,X,X,O,X,X,X
LOTZSIJ,O,O,O,O,X,X,O,X,X,X
LOTZSJI,O,O,O,O,X,X,O,X,X,X
LOITJSZ,X,X,X,O,O,X,O,X,X,X
LOITJZS,X,X,X,O,O,X,X,X,X,X
LOITSJZ,X,X,X,O,O,X,O,X,X,X
LOITSZJ,X,X,X,O,O,X,O,X,X,X
LOITZJS,X,X,X,X,O,X,X,X,X,X
LOITZSJ,X,X,X,O,O,X,X,X,X,X
LOIJTSZ,X,X,X,O,O,X,X,X,X,X
LOIJTZS,X,X,X,X,O,X,X,X,X,X
LOIJSTZ,X,O,X,O,O,X,X,X,X,X
LOIJSZT,X,O,X,O,O,X,X,X,X,X
LOIJZTS,X,X,X,X,O,X,X,X,X,X
LOIJZST,O,O,X,O,O,X,X,X,X,X
LOISTJZ,X,O,O,X,O,X,O,X,X,X
LOISTZJ,X,O,O,O,O,X,O,X,X,X
LOISJTZ,X,O,X,O,O,X,X,X,X,X
LOISJZT,X,O,X,O,O,X,X,X,X,X
LOISZTJ,X,O,X,O,O,X,X,X,X,O
LOISZJT,X,O,O,O,O,X,X,X,X,X
LOIZTJS,X,X,X,X,O,X,X,X,X,O
LOIZTSJ,X,X,X,X,O,X,X,X,X,O
LOIZJTS,X,X,X,X,O,X,X,X,X,O
LOIZJST,X,O,O,O,O,X,X,X,X,O
LOIZSTJ,X,O,X,O,O,X,X,X,X,O
LOIZSJT,X,O,X,O,O,X,X,X,X,O
LOJTISZ,O,O,X,O,O,X,O,X,X,X
LOJTIZS,O,O,X,O,O,X,X,X,X,X
LOJTSIZ,O,O,X,O,X,X,O,X,X,X
LOJTSZI,O,O,X,O,X,X,O,X,X,X
LOJTZIS,O,O,X,O,O,X,X,X,X,X
LOJTZSI,O,O,X,O,X,X,O,X,X,X
LOJITSZ,X,X,X,O,O,X,X,X,X,X
LOJITZS,X,X,X,X,O,X,X,X,X,X
LOJISTZ,X,O,X,O,O,X,X,X,X,X
LOJISZT,X,O,X,O,O,X,X,X,X,X
LOJIZTS,X,X,X,X,O,X,X,X,X,X
LOJIZST,O,O,X,O,O,X,X,X,X,X
LOJSTIZ,O,O,X,O,X,X,O,X,X,X
LOJSTZI,O,O,X,O,X,X,O,X,X,X
LOJSITZ,X,O,X,O,O,X,X,X,X,X
LOJSIZT,O,O,X,O,O,X,X,X,X,X
LOJSZTI,O,O,X,O,X,X,X,X,X,X
LOJSZIT,O,O,X,O,O,O,X,X,X,X
LOJZTIS,O,O,X,X,O,X,X,X,X,X
LOJZTSI,O,O,X,X,X,X,X,X,X,X
LOJZITS,X,X,X,X,O,X,X,X,X,X
LOJZIST,O,O,X,O,O,X,X,X,X,X
LOJZSTI,O,O,X,O,X,X,X,X,X,X
LOJZSIT,O,O,X,O,O,O,X,X,X,X
LOSTIJZ,O,O,O,O,X,X,O,X,X,X
LOSTIZJ,O,O,O,O,X,X,O,X,X,X
LOSTJIZ,O,O,O,O,X,X,O,X,X,X
LOSTJZI,O,O,O,O,X,X,O,X,X,X
LOSTZIJ,O,O,O,O,X,X,O,X,X,X
LOSTZJI,O,O,O,O,X,X,O,X,X,X
LOSITJZ,X,O,O,X,O,X,O,O,X,X
LOSITZJ,X,O,O,O,O,O,O,X,X,X
LOSIJTZ,X,O,X,O,O,X,X,O,X,X
LOSIJZT,O,O,X,O,O,O,X,O,X,X
LOSIZTJ,X,O,X,O,O,O,X,X,X,O
LOSIZJT,X,O,O,O,O,O,X,O,X,X
LOSJTIZ,O,O,X,O,X,X,O,X,X,X
LOSJTZI,O,O,X,O,X,X,O,X,X,X
LOSJITZ,X,O,X,O,O,X,X,X,X,X
LOSJIZT,O,O,X,O,O,X,X,X,X,X
LOSJZTI,O,O,X,O,X,X,X,X,X,X
LOSJZIT,O,O,X,O,O,O,X,X,X,X
LOSZTIJ,X,O,O,O,X,X,O,X,X,X
LOSZTJI,X,O,O,O,X,X,O,X,X,O
LOSZITJ,X,O,X,O,O,O,X,X,X,X
LOSZIJT,X,O,O,O,O,O,X,X,X,X
LOSZJTI,X,O,O,O,X,X,X,X,X,X
LOSZJIT,X,O,O,O,O,O,X,X,X,X
LOZTIJS,X,O,O,X,O,X,X,X,X,X
LOZTISJ,X,O,O,O,O,X,X,X,X,X
LOZTJIS,X,O,O,O,O,X,X,X,X,X
LOZTJSI,X,O,O,O,X,X,O,X,X,X
LOZTSIJ,X,O,O,O,X,X,O,X,X,X
LOZTSJI,X,O,O,O,X,X,O,X,X,O
LOZITJS,X,X,X,X,O,X,X,X,X,O
LOZITSJ,X,X,X,X,O,X,X,X,X,O
LOZIJTS,X,X,X,X,O,X,X,X,X,O
LOZIJST,X,O,O,O,O,X,X,X,X,O
LOZISTJ,X,O,X,O,O,X,X,X,X,O
LOZISJT,X,O,X,O,O,X,X,X,X,O
LOZJTIS,X,O,O,X,O,X,X,X,X,X
LOZJTSI,X,O,O,X,X,X,X,X,X,X
LOZJITS,X,X,X,X,O,X,X,X,X,X
LOZJIST,X,O,O,O,O,X,X,X,X,X
LOZJSTI,X,O,O,O,X,X,X,X,X,X
LOZJSIT,X,O,O,O,O,O,X,X,X,X
LOZSTIJ,X,O,O,O,X,X,O,X,X,X
LOZSTJI,X,O,O,O,X,X,O,X,X,O
LOZSITJ,X,O,X,O,O,O,X,X,X,X
LOZSIJT,X,O,O,O,O,O,X,X,X,X
LOZSJTI,X,O,O,O,X,X,X,X,X,X
LOZSJIT,X,O,O,O,O,O,X,X,X,X
JTILSZO,O,O,X,X,O,X,O,O,X,X
JTILSOZ,O,O,X,O,X,X,O,O,X,X
JTILZSO,O,O,X,X,O,X,X,X,X,X
JTILZOS,O,X,X,X,O,X,X,X,X,X
JTILOSZ,O,X,X,O,X,X,O,O,X,X
JTILOZS,O,X,X,O,O,X,X,X,X,X
JTISLZO,O,O,X,X,O,O,O,O,O,X
JTISLOZ,O,O,X,O,X,O,O,O,O,X
JTISZLO,O,O,X,X,O,O,O,O,O,X
JTISZOL,O,O,X,O,X,O,X,O,O,X
JTISOLZ,O,O,X,O,X,O,O,O,O,X
JTISOZL,O,O,X,O,X,O,X,O,O,X
JTIZLSO,O,X,X,X,O,O,X,X,X,X
JTIZLOS,O,X,X,X,O,O,X,X,X,X
JTIZSLO,O,X,X,X,O,O,X,O,O,X
JTIZSOL,O,X,X,X,X,O,X,O,O,X
JTIZOLS,O,X,X,X,O,O,X,X,X,X
JTIZOSL,O,X,X,X,O,O,X,O,O,X
JTIOLSZ,O,O,X,O,O,X,X,O,X,X
JTIOLZS,O,O,X,O,O,X,X,X,X,X
JTIOSLZ,O,O,X,O,O,O,X,O,O,X
JTIOSZL,O,O,X,O,O,O,X,O,O,X
JTIOZLS,O,O,X,O,O,O,X,X,X,X
JTIOZSL,O,O,X,O,O,O,X,O,O,X
JTLISZO,O,O,X,X,O,X,O,X,X,X
JTLISOZ,O,O,X,O,X,X,O,X,X,X
JTLIZSO,O,O,X,X,O,X,X,X,X,X
JTLIZOS,O,X,X,X,O,X,X,X,X,X
JTLIOSZ,O,X,X,O,X,X,O,X,X,X
JTLIOZS,O,X,X,O,O,X,X,X,X,X
JTLSIZO,O,O,O,X,X,X,O,X,X,X
JTLSIOZ,O,O,O,O,X,X,O,X,X,X
JTLSZIO,O,O,O,X,X,O,O,X,X,X
JTLSZOI,O,O,O,O,X,X,O,X,X,X
JTLSOIZ,O,O,O,O,X,X,O,X,X,X
JTLSOZI,O,O,O,O,X,X,O,X,X,X
JTLZISO,O,O,O,X,O,O,X,X,X,X
JTLZIOS,O,X,O,X,O,O,X,X,X,X
JTLZSIO,O,O,O,X,X,O,O,X,X,X
JTLZSOI,O,O,O,O,X,X,O,X,X,X
JTLZOIS,O,O,O,O,O,X,X,X,X,X
JTLZOSI,O,O,O,O,X,X,O,X,X,X
JTLOISZ,O,O,X,O,O,X,O,X,X,X
JTLOIZS,O,O,X,O,O,X,X,X,X,X
JTLOSIZ,O,O,O,O,X,X,O,X,X,X
JTLOSZI,O,O,O,O,X,X,O,X,X,X
JTLOZIS,O,O,O,O,O,X,X,X,X,X
JTLOZSI,O,O,O,O,X,X,O,X,X,X
JTSILZO,O,O,O,X,O,O,O,O,O,X
JTSILOZ,O,O,O,O,X,O,O,O,O,X
JTSIZLO,O,O,X,X,O,O,O,O,O,X
JTSIZOL,O,O,X,O,X,O,X,O,O,X
JTSIOLZ,O,O,O,O,X,O,O,O,O,X
JTSIOZL,O,O,X,O,X,O,X,O,O,X
JTSLIZO,O,O,O,X,X,O,O,O,O,X
JTSLIOZ,O,O,O,O,X,O,O,O,O,X
JTSLZIO,O,O,O,X,X,O,O,X,X,X
JTSLZOI,O,O,O,O,X,X,O,X,X,X
JTSLOIZ,O,O,O,O,X,X,O,X,X,X
JTSLOZI,O,O,O,O,X,X,O,X,X,X
JTSZILO,O,O,X,X,O,O,O,X,X,X
JTSZIOL,O,O,X,O,X,O,X,X,X,X
JTSZLIO,O,O,X,X,X,O,O,X,X,X
JTSZLOI,O,O,X,O,X,X,O,X,X,X
JTSZOIL,O,O,X,O,O,X,X,X,X,X
JTSZOLI,O,O,X,O,X,X,X,X,X,X
JTSOILZ,O,O,O,O,O,X,O,X,X,X
JTSOIZL,O,O,X,O,O,X,X,X,X,X
JTSOLIZ,O,O,O,O,X,X,O,X,X,X
JTSOLZI,O,O,O,O,X,X,O,X,X,X
JTSOZIL,O,O,X,O,O,X,X,X,X,X
JTSOZLI,O,O,X,O,X,X,X,X,X,X
JTZILSO,O,X,X,X,O,O,X,X,X,X
JTZILOS,O,X,X,X,O,O,X,X,X,X
JTZISLO,O,X,X,X,O,O,X,X,O,X
JTZISOL,O,X,X,X,X,O,X,X,O,X
JTZIOLS,O,X,X,X,O,O,X,X,X,X
JTZIOSL,O,X,X,X,O,O,X,X,O,X
JTZLISO,O,O,X,X,O,O,X,X,X,X
JTZLIOS,O,X,X,X,O,O,X,X,X,X
JTZLSIO,O,O,X,X,X,O,O,X,X,X
JTZLSOI,O,O,X,O,X,X,O,X,X,X
JTZLOIS,O,X,X,O,O,X,X,X,X,X
JTZLOSI,O,O,X,O,X,X,O,X,X,X
JTZSILO,O,O,X,X,O,O,O,X,X,X
JTZSIOL,O,O,X,O,X,O,X,X,X,X
JTZSLIO,O,O,X,X,X,O,O,X,X,X
JTZSLOI,O,O,X,O,X,X,O,X,X,X
JTZSOIL,O,O,X,O,O,X,X,X,X,X
JTZSOLI,O,O,X,O,X,X,X,X,X,X
JTZOILS,O,O,X,O,O,O,X,X,X,X
JTZOISL,O,O,X,O,O,O,X,X,X,X
JTZOLIS,O,O,X,O,O,X,X,X,X,X
JTZOLSI,O,O,X,O,X,X,X,X,X,X
JTZOSIL,O,O,X,O,O,X,X,X,X,X
JTZOSLI,O,O,X,O,X,X,X,X,X,X
JTOILSZ,O,O,X,O,O,X,X,X,X,X
JTOILZS,O,O,X,O,O,X,X,X,X,X
JTOISLZ,O,O,X,O,O,X,X,X,X,X
JTOISZL,O,O,X,O,O,X,X,X,X,X
JTOIZLS,O,O,X,O,O,X,X,X,X,X
JTOIZSL,O,O,X,O,O,X,X,X,X,X
JTOLISZ,O,O,X,O,O,X,O,X,X,X
JTOLIZS,O,O,X,O,O,X,X,X,X,X
JTOLSIZ,O,O,O,O,X,X,O,X,X,X
JTOLSZI,O,O,O,O,X,X,O,X,X,X
JTOLZIS,O,O,O,O,O,X,X,X,X,X
JTOLZSI,O,O,O,O,X,X,O,X,X,X
JTOSILZ,O,O,O,O,O,X,O,X,X,X
JTOSIZL,O,O,X,O,O,X,X,X,X,X
JTOSLIZ,O,O,O,O,X,X,O,X,X,X
JTOSLZI,O,O,O,O,X,X,O,X,X,X
JTOSZIL,O,O,X,O,O,X,X,X,X,X
JTOSZLI,O,O,X,O,X,X,X,X,X,X
JTOZILS,O,O,X,O,O,O,X,X,X,X
JTOZISL,O,O,X,O,O,O,X,X,X,X
JTOZLIS,O,O,X,O,O,X,X,X,X,X
JTOZLSI,O,O,X,O,X,X,X,X,X,X
JTOZSIL,O,O,X,O,O,X,X,X,X,X
JTOZSLI,O,O,X,O,X,X,X,X,X,X
JITLSZO,O,O,X,X,O,X,X,O,X,X
JITLSOZ,O,O,X,X,X,X,X,O,X,X
JITLZSO,O,O,X,X,O,X,X,X,X,X
JITLZOS,O,X,X,X,O,X,X,X,X,X
JITLOSZ,O,X,X,X,X,X,X,O,X,X
JITLOZS,O,X,X,X,O,X,X,X,X,X
JITSLZO,O,O,X,X,O,X,X,O,X,X
JITSLOZ,O,O,X,X,X,X,X,O,X,X
JITSZLO,O,O,X,X,O,X,X,O,X,X
JITSZOL,O,O,X,X,X,X,X,O,X,X
JITSOLZ,O,O,X,X,X,X,X,O,X,X
JITSOZL,O,O,X,X,X,X,X,O,X,X
JITZLSO,O,X,X,X,O,O,X,X,X,X
JITZLOS,O,X,X,X,O,O,X,X,X,X
JITZSLO,O,X,X,X,O,O,X,O,X,X
JITZSOL,O,X,X,X,X,O,X,O,X,X
JITZOLS,O,X,X,X,O,O,X,X,X,X
JITZOSL,O,X,X,X,O,O,X,O,X,X
JITOLSZ,O,O,X,X,O,X,X,O,X,X
JITOLZS,O,O,X,X,O,X,X,X,X,X
JITOSLZ,O,O,X,X,O,X,X,O,X,X
JITOSZL,O,O,X,X,O,X,X,O,X,X
JITOZLS,O,O,X,X,O,X,X,X,X,X
JITOZSL,O,O,X,X,O,X,X,O,X,X
JILTSZO,O,X,X,X,O,X,X,O,X,X
JILTSOZ,O,X,X,X,X,X,X,O,X,X
JILTZSO,O,X,X,X,O,X,X,X,X,X
JILTZOS,O,X,X,X,O,X,X,X,X,X
JILTOSZ,O,X,X,X,X,X,X,O,X,X
JILTOZS,O,X,X,X,O,X,X,X,X,X
JILSTZO,O,O,O,X,O,X,X,X,X,X
JILSTOZ,O,O,O,X,X,X,X,O,X,X
JILSZTO,O,O,O,X,O,O,X,X,X,X
JILSZOT,O,O,O,X,X,O,X,O,X,X
JILSOTZ,X,O,X,O,X,X,X,O,X,X
JILSOZT,O,O,X,O,X,X,X,O,X,X
JILZTSO,O,X,O,X,O,X,X,X,X,X
JILZTOS,O,X,X,X,O,X,X,X,X,X
JILZSTO,O,O,O,X,O,O,X,X,X,X
JILZSOT,O,O,O,X,X,O,X,X,X,X
JILZOTS,X,X,X,X,O,X,X,X,X,X
JILZOST,O,X,O,X,O,X,X,X,X,X
JILOTSZ,X,X,X,O,O,X,X,O,X,X
JILOTZS,X,X,X,X,O,X,X,X,X,X
JILOSTZ,X,X,X,O,O,X,X,O,X,X
JILOSZT,X,X,X,O,O,X,X,O,X,X
JILOZTS,X,X,X,X,O,X,X,X,X,X
JILOZST,O,O,X,O,O,X,X,X,X,X
JISTLZO,O,O,O,X,O,X,O,O,X,X
JISTLOZ,O,O,O,X,X,X,O,O,X,X
JISTZLO,O,O,X,X,O,X,O,O,X,X
JISTZOL,O,O,X,X,X,X,X,O,X,O
JISTOLZ,O,O,O,O,X,X,O,O,X,X
JISTOZL,O,O,X,X,X,X,X,O,X,X
JISLTZO,O,O,O,X,O,X,X,X,X,X
JISLTOZ,O,O,O,X,X,X,X,O,X,X
JISLZTO,O,O,O,X,O,O,X,X,X,X
JISLZOT,O,O,O,X,X,O,X,O,O,X
JISLOTZ,X,O,X,O,X,X,X,O,X,X
JISLOZT,O,O,X,O,X,O,X,O,O,X
JISZTLO,O,O,X,X,O,O,X,X,X,X
JISZTOL,O,O,X,X,X,O,X,X,X,O
JISZLTO,O,O,X,X,O,O,X,X,X,X
JISZLOT,O,O,X,X,X,O,X,O,O,X
JISZOTL,X,O,X,X,X,O,X,X,X,O
JISZOLT,O,O,X,O,X,O,X,O,O,X
JISOTLZ,O,O,X,O,X,X,X,O,X,X
JISOTZL,O,O,X,X,X,X,X,O,X,X
JISOLTZ,X,O,X,O,X,X,X,O,X,X
JISOLZT,O,O,X,O,X,O,X,O,O,X
JISOZTL,X,O,X,X,X,O,X,X,X,O
JISOZLT,O,O,X,O,X,O,X,O,O,X
JIZTLSO,O,X,X,X,O,O,X,X,X,X
JIZTLOS,O,X,X,X,O,O,X,X,X,X
JIZTSLO,O,X,X,X,O,O,X,O,X,X
JIZTSOL,O,X,X,X,X,O,X,O,X,O
JIZTOLS,O,X,X,X,O,O,X,X,X,X
JIZTOSL,O,X,X,X,O,O,X,O,X,O
JIZLTSO,O,X,X,X,O,X,X,X,X,O
JIZLTOS,O,X,X,X,O,X,X,X,X,O
JIZLSTO,O,X,X,X,O,O,X,X,X,O
JIZLSOT,O,X,X,X,X,O,X,X,X,O
JIZLOTS,X,X,X,X,O,X,X,X,X,O
JIZLOST,O,X,X,X,O,O,X,X,X,O
JIZSTLO,O,O,X,X,O,O,X,X,X,X
JIZSTOL,O,O,X,X,X,O,X,X,X,O
JIZSLTO,O,O,X,X,O,O,X,X,X,X
JIZSLOT,O,O,X,X,X,O,X,O,O,X
JIZSOTL,X,O,X,X,X,O,X,X,X,O
JIZSOLT,O,O,X,X,X,O,X,O,O,X
JIZOTLS,X,X,X,X,O,X,X,X,X,X
JIZOTSL,X,O,X,X,O,O,X,O,X,O
JIZOLTS,X,X,X,X,O,X,X,X,X,O
JIZOLST,O,O,X,X,O,O,X,X,X,O
JIZOSTL,X,O,X,X,O,O,X,X,X,O
JIZOSLT,X,O,X,X,O,O,X,O,O,X
JIOTLSZ,X,O,X,O,O,X,X,O,X,X
JIOTLZS,X,O,X,X,O,X,X,X,X,X
JIOTSLZ,X,O,X,O,O,X,X,O,X,X
JIOTSZL,X,O,X,X,O,X,X,O,X,X
JIOTZLS,X,O,X,X,O,X,X,X,X,X
