sequence,v115@5gB8HeB8GeE8DeF8CeG8JeNAJvhFGcBTeBZkB8lBfq?B6pB,v115@5gB8HeB8GeE8DeF8CeG8Je//IvhFRbBchBTeB6lBNp?BeqB,v115@5gB8HeB8GeE8DeF8CeG8Je2/IvhFRbBchBTeB9lBKp?BfqB,v115@5gB8HeB8GeE8DeF8CeG8JeR7IvhFchBTeB6lBOpBdq?B/pB,v115@5gB8HeB8GeE8DeF8CeG8Je06IvhFShBTeBxpBNpBml?BXqB,v115@5gB8HeB8GeE8DeF8CeG8JeO/IvhFxbBTeBXhBcpBNq?BCqB,v115@5gB8HeB8GeE8DeF8CeG8JedAJvhFCcBTeBZkBXhBWq?B0pB
SIZLOTJ,O,X,X,X,O,O,X
SIZLOJT,O,X,X,X,X,X,O
SIZJTLO,O,X,X,X,X,O,O
SIZJTOL,O,X,X,X,X,O,O
SIZJLTO,O,X,X,X,X,X,O
SIZJLOT,O,X,X,X,X,X,O
SIZJOTL,O,X,X,X,X,O,O
SIZJOLT,O,X,X,X,X,X,O
SIZOTLJ,O,X,X,X,O,O,X
SIZOTJL,O,X,X,X,O,O,X
SIZOLTJ,O,X,X,X,O,O,X
SIZOLJT,O,X,X,X,X,X,O
SIZOJTL,O,X,X,X,X,O,O
SIZOJLT,O,X,X,X,X,X,O
SIOTLJZ,X,X,X,X,O,X,O
SIOTLZJ,O,X,X,X,O,O,X
SIOTJLZ,X,X,X,X,O,X,O
SIOTJZL,O,X,X,X,O,O,O
SIOTZLJ,O,X,X,X,O,O,X
SIOTZJL,O,X,X,X,O,O,X
SIOLTJZ,X,X,X,X,O,X,O
SIOLTZJ,O,X,X,X,O,O,X
SIOLJTZ,X,X,X,X,O,X,O
SIOLJZT,O,X,X,X,X,X,O
SIOLZTJ,O,X,X,X,O,O,X
SIOLZJT,O,X,X,X,X,X,O
SIOJTLZ,X,X,X,X,O,X,O
SIOJTZL,O,X,X,X,O,O,O
SIOJLTZ,X,X,X,X,O,X,O
SIOJLZT,O,X,X,X,X,X,O
SIOJZTL,O,X,X,X,X,O,O
SIOJZLT,O,X,X,X,X,X,O
SIOZTLJ,O,X,X,X,O,O,X
SIOZTJL,O,X,X,X,O,O,X
SIOZLTJ,O,X,X,X,O,O,X
SIOZLJT,O,X,X,X,X,X,O
SIOZJTL,O,X,X,X,X,O,O
SIOZJLT,O,X,X,X,X,X,O
SLTIJZO,X,X,O,X,X,X,O
SLTIJOZ,X,X,O,X,X,X,O
SLTIZJO,O,X,O,X,X,O,X
SLTIZOJ,O,X,O,X,X,O,X
SLTIOJZ,X,X,O,X,X,X,O
SLTIOZJ,O,X,O,X,X,O,X
SLTJIZO,X,X,O,X,X,X,O
SLTJIOZ,X,X,O,X,X,X,O
SLTJZIO,X,X,O,O,X,X,O
SLTJZOI,X,X,O,O,X,X,O
SLTJOIZ,X,X,O,X,X,X,O
SLTJOZI,X,X,O,O,X,X,O
SLTZIJO,O,X,O,X,X,O,X
SLTZIOJ,O,X,O,X,X,O,X
SLTZJIO,O,X,O,O,X,O,X
SLTZJOI,O,X,O,O,X,O,X
SLTZOIJ,O,X,O,X,X,O,X
SLTZOJI,O,X,O,O,X,O,X
SLTOIJZ,X,X,O,X,X,X,O
SLTOIZJ,O,X,O,X,X,O,X
SLTOJIZ,X,X,O,X,X,X,O
SLTOJZI,X,X,O,O,X,X,O
SLTOZIJ,O,X,O,X,X,O,X
SLTOZJI,O,X,O,O,X,O,X
SLITJZO,X,X,O,X,O,X,O
SLITJOZ,X,X,O,X,O,X,O
SLITZJO,O,X,O,X,O,O,X
SLITZOJ,O,X,O,X,O,O,X
SLITOJZ,X,X,O,X,O,X,O
SLITOZJ,O,X,O,X,O,O,X
SLIJTZO,X,X,O,X,O,X,O
SLIJTOZ,X,X,O,X,O,X,O
SLIJZTO,O,X,X,X,X,X,O
SLIJZOT,O,X,X,X,X,X,O
SLIJOTZ,X,X,O,X,O,X,O
SLIJOZT,O,X,X,X,X,X,O
SLIZTJO,O,X,O,X,O,O,X
SLIZTOJ,O,X,O,X,O,O,X
SLIZJTO,O,X,X,X,X,X,O
SLIZJOT,O,X,X,X,X,X,O
SLIZOTJ,O,X,O,X,O,O,X
SLIZOJT,O,X,X,X,X,X,O
SLIOTJZ,X,X,O,X,O,X,O
SLIOTZJ,O,X,O,X,O,O,X
SLIOJTZ,X,X,O,X,O,X,O
SLIOJZT,O,X,X,X,X,X,O
SLIOZTJ,O,X,O,X,O,O,X
SLIOZJT,O,X,X,X,X,X,O
SLJTIZO,X,O,O,X,X,X,O
SLJTIOZ,X,O,O,X,X,X,O
SLJTZIO,X,O,O,X,X,X,O
SLJTZOI,X,O,O,X,X,X,O
SLJTOIZ,X,O,O,X,X,X,O
SLJTOZI,X,O,O,X,X,X,O
SLJITZO,X,X,O,X,X,X,O
SLJITOZ,X,X,O,X,X,X,O
SLJIZTO,O,X,X,X,X,X,O
SLJIZOT,O,X,X,X,X,X,O
SLJIOTZ,X,X,O,X,X,X,O
SLJIOZT,O,X,X,X,X,X,O
SLJZTIO,O,O,O,X,X,X,O
SLJZTOI,O,O,O,X,X,X,O
SLJZITO,O,X,X,X,X,X,O
SLJZIOT,O,X,X,X,X,X,O
SLJZOTI,O,O,O,X,X,X,O
SLJZOIT,O,X,X,X,X,X,O
SLJOTIZ,X,O,O,X,X,X,O
SLJOTZI,X,O,O,X,X,X,O
SLJOITZ,X,X,O,X,X,X,O
SLJOIZT,O,X,X,X,X,X,O
SLJOZTI,O,O,O,X,X,X,O
SLJOZIT,O,X,X,X,X,X,O
SLZTIJO,O,X,O,X,X,X,X
SLZTIOJ,O,X,O,X,X,X,X
SLZTJIO,O,X,O,O,X,X,X
SLZTJOI,O,X,O,O,X,X,X
SLZTOIJ,O,X,O,X,X,X,X
SLZTOJI,O,X,O,O,X,X,X
SLZITJO,O,X,O,X,X,O,X
SLZITOJ,O,X,O,X,X,O,X
SLZIJTO,O,X,X,X,X,X,O
SLZIJOT,O,X,X,X,X,X,O
SLZIOTJ,O,X,O,X,X,O,X
SLZIOJT,O,X,X,X,X,X,O
SLZJTIO,O,O,O,X,X,X,O
SLZJTOI,O,O,O,X,X,X,O
SLZJITO,O,X,X,X,X,X,O
SLZJIOT,O,X,X,X,X,X,O
SLZJOTI,O,O,O,X,X,X,O
SLZJOIT,O,X,X,X,X,X,O
SLZOTIJ,O,X,O,X,X,X,X
SLZOTJI,O,X,O,O,X,X,X
SLZOITJ,O,X,O,X,X,O,X
SLZOIJT,O,X,X,X,X,X,O
SLZOJTI,O,O,O,X,X,X,O
SLZOJIT,O,X,X,X,X,X,O
SLOTIJZ,X,X,O,X,X,X,O
SLOTIZJ,O,X,O,X,X,O,X
SLOTJIZ,X,X,O,X,X,X,O
SLOTJZI,X,X,O,O,X,X,O
SLOTZIJ,O,X,O,X,X,O,X
SLOTZJI,O,X,O,O,X,O,X
SLOITJZ,X,X,O,X,O,X,O
SLOITZJ,O,X,O,X,O,O,X
SLOIJTZ,X,X,O,X,O,X,O
SLOIJZT,O,X,X,X,X,X,O
SLOIZTJ,O,X,O,X,O,O,X
SLOIZJT,O,X,X,X,X,X,O
SLOJTIZ,X,O,O,X,X,X,O
SLOJTZI,X,O,O,X,X,X,O
SLOJITZ,X,X,O,X,X,X,O
SLOJIZT,O,X,X,X,X,X,O
SLOJZTI,O,O,O,X,X,X,O
SLOJZIT,O,X,X,X,X,X,O
SLOZTIJ,O,X,O,X,X,X,X
SLOZTJI,O,X,O,O,X,X,X
SLOZITJ,O,X,O,X,X,O,X
SLOZIJT,O,X,X,X,X,X,O
SLOZJTI,O,O,O,X,X,X,O
SLOZJIT,O,X,X,X,X,X,O
SJTILZO,X,O,X,X,X,X,O
SJTILOZ,X,O,X,X,X,X,O
SJTIZLO,O,O,X,X,X,O,O
SJTIZOL,O,O,X,X,X,O,O
SJTIOLZ,X,O,X,X,X,X,O
SJTIOZL,O,O,X,X,X,O,O
SJTLIZO,X,O,X,X,X,X,O
SJTLIOZ,X,O,X,X,X,X,O
SJTLZIO,X,O,X,O,X,X,O
SJTLZOI,X,O,X,O,X,X,O
SJTLOIZ,X,O,X,X,X,X,O
SJTLOZI,X,O,X,O,X,X,O
SJTZILO,O,O,X,X,X,O,O
SJTZIOL,O,O,X,X,X,O,O
SJTZLIO,O,O,X,O,X,O,O
SJTZLOI,O,O,X,O,X,O,O
SJTZOIL,O,O,X,X,X,O,O
SJTZOLI,O,O,X,O,X,O,O
SJTOILZ,X,O,X,X,X,X,O
SJTOIZL,O,O,X,X,X,O,O
SJTOLIZ,X,O,X,X,X,X,O
SJTOLZI,X,O,X,O,X,X,O
SJTOZIL,O,O,X,X,X,O,O
SJTOZLI,O,O,X,O,X,O,O
SJITLZO,X,X,X,X,X,X,O
SJITLOZ,X,X,X,X,X,X,O
SJITZLO,O,X,X,X,X,O,O
SJITZOL,O,X,X,X,X,O,O
SJITOLZ,X,X,X,X,X,X,O
SJITOZL,O,X,X,X,X,O,O
SJILTZO,X,X,X,X,X,X,O
SJILTOZ,X,X,X,X,X,X,O
SJILZTO,O,X,X,X,X,X,O
SJILZOT,O,X,X,X,X,X,O
SJILOTZ,X,X,X,X,X,X,O
SJILOZT,O,X,X,X,X,X,O
SJIZTLO,O,X,X,X,X,O,O
SJIZTOL,O,X,X,X,X,O,O
SJIZLTO,O,X,X,X,X,X,O
SJIZLOT,O,X,X,X,X,X,O
SJIZOTL,O,X,X,X,X,O,O
SJIZOLT,O,X,X,X,X,X,O
SJIOTLZ,X,X,X,X,X,X,O
SJIOTZL,O,X,X,X,X,O,O
SJIOLTZ,X,X,X,X,X,X,O
SJIOLZT,O,X,X,X,X,X,O
SJIOZTL,O,X,X,X,X,O,O
SJIOZLT,O,X,X,X,X,X,O
SJLTIZO,X,O,X,X,X,X,O
SJLTIOZ,X,O,X,X,X,X,O
SJLTZIO,X,O,X,X,X,X,O
SJLTZOI,X,O,X,X,X,X,O
SJLTOIZ,X,O,X,X,X,X,O
SJLTOZI,X,O,X,X,X,X,O
SJLITZO,X,X,X,X,X,X,O
SJLITOZ,X,X,X,X,X,X,O
SJLIZTO,O,X,X,X,X,X,O
SJLIZOT,O,X,X,X,X,X,O
SJLIOTZ,X,X,X,X,X,X,O
SJLIOZT,O,X,X,X,X,X,O
SJLZTIO,O,O,X,X,X,X,O
SJLZTOI,O,O,X,X,X,X,O
SJLZITO,O,X,X,X,X,X,O
SJLZIOT,O,X,X,X,X,X,O
SJLZOTI,O,O,X,X,X,X,O
SJLZOIT,O,X,X,X,X,X,O
SJLOTIZ,X,O,X,X,X,X,O
SJLOTZI,X,O,X,X,X,X,O
SJLOITZ,X,X,X,X,X,X,O
SJLOIZT,O,X,X,X,X,X,O
SJLOZTI,O,O,X,X,X,X,O
SJLOZIT,O,X,X,X,X,X,O
SJZTILO,O,O,X,X,X,X,O
SJZTIOL,O,O,X,X,X,X,O
SJZTLIO,O,O,X,O,X,X,O
SJZTLOI,O,O,X,O,X,X,O
SJZTOIL,O,O,X,X,X,X,O
SJZTOLI,O,O,X,O,X,X,O
SJZITLO,O,X,X,X,X,O,O
SJZITOL,O,X,X,X,X,O,O
SJZILTO,O,X,X,X,X,X,O
SJZILOT,O,X,X,X,X,X,O
SJZIOTL,O,X,X,X,X,O,O
SJZIOLT,O,X,X,X,X,X,O
SJZLTIO,O,O,X,X,X,X,O
SJZLTOI,O,O,X,X,X,X,O
SJZLITO,O,X,X,X,X,X,O
SJZLIOT,O,X,X,X,X,X,O
SJZLOTI,O,O,X,X,X,X,O
SJZLOIT,O,X,X,X,X,X,O
SJZOTIL,O,O,X,X,X,X,O
SJZOTLI,O,O,X,O,X,X,O
SJZOITL,O,X,X,X,X,O,O
SJZOILT,O,X,X,X,X,X,O
SJZOLTI,O,O,X,X,X,X,O
SJZOLIT,O,X,X,X,X,X,O
SJOTILZ,X,O,X,X,X,X,O
SJOTIZL,O,O,X,X,X,O,O
SJOTLIZ,X,O,X,X,X,X,O
SJOTLZI,X,O,X,O,X,X,O
SJOTZIL,O,O,X,X,X,O,O
SJOTZLI,O,O,X,O,X,O,O
SJOITLZ,X,X,X,X,X,X,O
SJOITZL,O,X,X,X,X,O,O
SJOILTZ,X,X,X,X,X,X,O
SJOILZT,O,X,X,X,X,X,O
SJOIZTL,O,X,X,X,X,O,O
SJOIZLT,O,X,X,X,X,X,O
SJOLTIZ,X,O,X,X,X,X,O
SJOLTZI,X,O,X,X,X,X,O
SJOLITZ,X,X,X,X,X,X,O
SJOLIZT,O,X,X,X,X,X,O
SJOLZTI,O,O,X,X,X,X,O
SJOLZIT,O,X,X,X,X,X,O
SJOZTIL,O,O,X,X,X,X,O
SJOZTLI,O,O,X,O,X,X,O
SJOZITL,O,X,X,X,X,O,O
SJOZILT,O,X,X,X,X,X,O
SJOZLTI,O,O,X,X,X,X,O
SJOZLIT,O,X,X,X,X,X,O
SZTILJO,O,X,X,X,X,O,X
SZTILOJ,O,O,X,X,X,O,X
SZTIJLO,O,O,X,X,X,O,X
SZTIJOL,O,O,X,X,X,O,X
SZTIOLJ,O,O,X,X,X,O,X
SZTIOJL,O,O,X,X,X,O,X
SZTLIJO,O,X,O,X,X,O,X
SZTLIOJ,O,O,O,X,X,O,X
SZTLJIO,O,O,O,O,X,O,X
SZTLJOI,O,O,O,O,X,O,X
SZTLOIJ,O,O,O,X,X,O,X
SZTLOJI,O,O,O,O,X,O,X
SZTJILO,O,O,X,X,X,O,X
SZTJIOL,O,O,X,X,X,O,X
SZTJLIO,O,O,X,O,X,O,X
SZTJLOI,O,O,X,O,X,O,X
SZTJOIL,O,O,X,X,X,O,X
SZTJOLI,O,O,X,O,X,O,X
SZTOILJ,O,O,X,X,X,O,X
SZTOIJL,O,O,X,X,X,O,X
SZTOLIJ,O,O,O,X,X,O,X
SZTOLJI,O,O,O,O,X,O,X
SZTOJIL,O,O,X,X,X,O,X
SZTOJLI,O,O,X,O,X,O,X
SZITLJO,O,X,X,X,X,O,X
SZITLOJ,O,X,X,X,X,O,X
SZITJLO,O,X,X,X,X,O,X
SZITJOL,O,X,X,X,X,O,X
SZITOLJ,O,X,X,X,X,O,X
SZITOJL,O,X,X,X,X,O,X
SZILTJO,O,X,X,X,X,O,X
SZILTOJ,O,X,X,X,X,O,X
SZILJTO,O,X,X,X,X,X,O
SZILJOT,O,X,X,X,X,X,O
SZILOTJ,O,X,X,X,X,O,X
SZILOJT,O,X,X,X,X,X,O
SZIJTLO,O,X,X,X,X,O,O
SZIJTOL,O,X,X,X,X,O,O
SZIJLTO,O,X,X,X,X,X,O
SZIJLOT,O,X,X,X,X,X,O
SZIJOTL,O,X,X,X,X,O,O
SZIJOLT,O,X,X,X,X,X,O
SZIOTLJ,O,X,X,X,X,O,X
SZIOTJL,O,X,X,X,X,O,X
SZIOLTJ,O,X,X,X,X,O,X
SZIOLJT,O,X,X,X,X,X,O
SZIOJTL,O,X,X,X,X,O,O
SZIOJLT,O,X,X,X,X,X,O
SZLTIJO,O,X,O,X,X,X,X
SZLTIOJ,O,X,O,X,X,X,X
SZLTJIO,O,X,O,O,X,X,X
SZLTJOI,O,X,O,O,X,X,X
SZLTOIJ,O,X,O,X,X,X,X
SZLTOJI,O,X,O,O,X,X,X
SZLITJO,O,X,O,X,X,O,X
SZLITOJ,O,X,O,X,X,O,X
SZLIJTO,O,X,X,X,X,X,O
SZLIJOT,O,X,X,X,X,X,O
SZLIOTJ,O,X,O,X,X,O,X
SZLIOJT,O,X,X,X,X,X,O
SZLJTIO,O,O,O,X,X,X,O
SZLJTOI,O,O,O,X,X,X,O
SZLJITO,O,X,X,X,X,X,O
SZLJIOT,O,X,X,X,X,X,O
SZLJOTI,O,O,O,X,X,X,O
SZLJOIT,O,X,X,X,X,X,O
SZLOTIJ,O,X,O,X,X,X,X
SZLOTJI,O,X,O,O,X,X,X
SZLOITJ,O,X,O,X,X,O,X
SZLOIJT,O,X,X,X,X,X,O
SZLOJTI,O,O,O,X,X,X,O
SZLOJIT,O,X,X,X,X,X,O
SZJTILO,O,O,X,X,X,O,O
SZJTIOL,O,O,X,X,X,O,O
SZJTLIO,O,O,X,O,X,O,O
SZJTLOI,O,O,X,O,X,O,O
SZJTOIL,O,O,X,X,X,O,O
SZJTOLI,O,O,X,O,X,O,O
SZJITLO,O,X,X,X,X,O,O
SZJITOL,O,X,X,X,X,O,O
SZJILTO,O,X,X,X,X,X,O
SZJILOT,O,X,X,X,X,X,O
SZJIOTL,O,X,X,X,X,O,O
SZJIOLT,O,X,X,X,X,X,O
SZJLTIO,O,O,X,X,X,X,O
SZJLTOI,O,O,X,X,X,X,O
SZJLITO,O,X,X,X,X,X,O
SZJLIOT,O,X,X,X,X,X,O
SZJLOTI,O,O,X,X,X,X,O
SZJLOIT,O,X,X,X,X,X,O
SZJOTIL,O,O,X,X,X,O,O
SZJOTLI,O,O,X,O,X,O,O
SZJOITL,O,X,X,X,X,O,O
SZJOILT,O,X,X,X,X,X,O
SZJOLTI,O,O,X,X,X,X,O
SZJOLIT,O,X,X,X,X,X,O
SZOTILJ,O,O,X,X,X,O,X
SZOTIJL,O,O,X,X,X,O,X
SZOTLIJ,O,O,O,X,X,O,X
SZOTLJI,O,O,O,O,X,O,X
SZOTJIL,O,O,X,X,X,O,X
SZOTJLI,O,O,X,O,X,O,X
SZOITLJ,O,X,X,X,X,O,X
SZOITJL,O,X,X,X,X,O,X
SZOILTJ,O,X,X,X,X,O,X
SZOILJT,O,X,X,X,X,X,O
SZOIJTL,O,X,X,X,X,O,O
SZOIJLT,O,X,X,X,X,X,O
SZOLTIJ,O,X,O,X,X,X,X
SZOLTJI,O,X,O,O,X,X,X
SZOLITJ,O,X,O,X,X,O,X
SZOLIJT,O,X,X,X,X,X,O
SZOLJTI,O,O,O,X,X,X,O
SZOLJIT,O,X,X,X,X,X,O
SZOJTIL,O,O,X,X,X,O,O
SZOJTLI,O,O,X,O,X,O,O
SZOJITL,O,X,X,X,X,O,O
SZOJILT,O,X,X,X,X,X,O
SZOJLTI,O,O,X,X,X,X,O
SZOJLIT,O,X,X,X,X,X,O
SOTILJZ,X,X,X,X,X,X,O
SOTILZJ,O,X,X,X,X,O,X
SOTIJLZ,X,O,X,X,X,X,O
SOTIJZL,O,O,X,X,X,O,O
SOTIZLJ,O,O,X,X,X,O,X
SOTIZJL,O,O,X,X,X,O,X
SOTLIJZ,X,X,O,X,X,X,O
SOTLIZJ,O,X,O,X,X,O,X
SOTLJIZ,X,O,O,X,X,X,O
SOTLJZI,X,O,O,O,X,X,O
SOTLZIJ,O,O,O,X,X,O,X
SOTLZJI,O,O,O,O,X,O,X
SOTJILZ,X,O,X,X,X,X,O
SOTJIZL,O,O,X,X,X,O,O
SOTJLIZ,X,O,X,X,X,X,O
SOTJLZI,X,O,X,O,X,X,O
SOTJZIL,O,O,X,X,X,O,O
SOTJZLI,O,O,X,O,X,O,O
SOTZILJ,O,O,X,X,X,O,X
SOTZIJL,O,O,X,X,X,O,X
SOTZLIJ,O,O,O,X,X,O,X
SOTZLJI,O,O,O,O,X,O,X
SOTZJIL,O,O,X,X,X,O,X
SOTZJLI,O,O,X,O,X,O,X
SOITLJZ,X,X,X,X,O,X,O
SOITLZJ,O,X,X,X,O,O,X
SOITJLZ,X,X,X,X,O,X,O
SOITJZL,O,X,X,X,O,O,O
SOITZLJ,O,X,X,X,O,O,X
SOITZJL,O,X,X,X,O,O,X
SOILTJZ,X,X,X,X,O,X,O
SOILTZJ,O,X,X,X,O,O,X
SOILJTZ,X,X,X,X,O,X,O
SOILJZT,O,X,X,X,X,X,O
SOILZTJ,O,X,X,X,O,O,X
SOILZJT,O,X,X,X,X,X,O
SOIJTLZ,X,X,X,X,O,X,O
SOIJTZL,O,X,X,X,O,O,O
SOIJLTZ,X,X,X,X,O,X,O
SOIJLZT,O,X,X,X,X,X,O
SOIJZTL,O,X,X,X,X,O,O
SOIJZLT,O,X,X,X,X,X,O
SOIZTLJ,O,X,X,X,O,O,X
SOIZTJL,O,X,X,X,O,O,X
SOIZLTJ,O,X,X,X,O,O,X
SOIZLJT,O,X,X,X,X,X,O
SOIZJTL,O,X,X,X,X,O,O
SOIZJLT,O,X,X,X,X,X,O
SOLTIJZ,X,X,O,X,X,X,O
SOLTIZJ,O,X,O,X,X,O,X
SOLTJIZ,X,X,O,X,X,X,O
SOLTJZI,X,X,O,O,X,X,O
SOLTZIJ,O,X,O,X,X,O,X
SOLTZJI,O,X,O,O,X,O,X
SOLITJZ,X,X,O,X,O,X,O
SOLITZJ,O,X,O,X,O,O,X
SOLIJTZ,X,X,O,X,O,X,O
SOLIJZT,O,X,X,X,X,X,O
SOLIZTJ,O,X,O,X,O,O,X
SOLIZJT,O,X,X,X,X,X,O
SOLJTIZ,X,O,O,X,X,X,O
SOLJTZI,X,O,O,X,X,X,O
SOLJITZ,X,X,O,X,X,X,O
SOLJIZT,O,X,X,X,X,X,O
SOLJZTI,O,O,O,X,X,X,O
SOLJZIT,O,X,X,X,X,X,O
SOLZTIJ,O,X,O,X,X,X,X
SOLZTJI,O,X,O,O,X,X,X
SOLZITJ,O,X,O,X,X,O,X
SOLZIJT,O,X,X,X,X,X,O
SOLZJTI,O,O,O,X,X,X,O
SOLZJIT,O,X,X,X,X,X,O
SOJTILZ,X,O,X,X,X,X,O
SOJTIZL,O,O,X,X,X,O,O
SOJTLIZ,X,O,X,X,X,X,O
SOJTLZI,X,O,X,O,X,X,O
SOJTZIL,O,O,X,X,X,O,O
SOJTZLI,O,O,X,O,X,O,O
SOJITLZ,X,X,X,X,X,X,O
SOJITZL,O,X,X,X,X,O,O
SOJILTZ,X,X,X,X,X,X,O
SOJILZT,O,X,X,X,X,X,O
SOJIZTL,O,X,X,X,X,O,O
SOJIZLT,O,X,X,X,X,X,O
SOJLTIZ,X,O,X,X,X,X,O
SOJLTZI,X,O,X,X,X,X,O
SOJLITZ,X,X,X,X,X,X,O
SOJLIZT,O,X,X,X,X,X,O
SOJLZTI,O,O,X,X,X,X,O
SOJLZIT,O,X,X,X,X,X,O
SOJZTIL,O,O,X,X,X,X,O
SOJZTLI,O,O,X,O,X,X,O
SOJZITL,O,X,X,X,X,O,O
SOJZILT,O,X,X,X,X,X,O
SOJZLTI,O,O,X,X,X,X,O
SOJZLIT,O,X,X,X,X,X,O
SOZTILJ,O,O,X,X,X,O,X
SOZTIJL,O,O,X,X,X,O,X
SOZTLIJ,O,O,O,X,X,O,X
SOZTLJI,O,O,O,O,X,O,X
SOZTJIL,O,O,X,X,X,O,X
SOZTJLI,O,O,X,O,X,O,X
SOZITLJ,O,X,X,X,X,O,X
SOZITJL,O,X,X,X,X,O,X
SOZILTJ,O,X,X,X,X,O,X
SOZILJT,O,X,X,X,X,X,O
SOZIJTL,O,X,X,X,X,O,O
SOZIJLT,O,X,X,X,X,X,O
SOZLTIJ,O,X,O,X,X,X,X
SOZLTJI,O,X,O,O,X,X,X
SOZLITJ,O,X,O,X,X,O,X
SOZLIJT,O,X,X,X,X,X,O
SOZLJTI,O,O,O,X,X,X,O
SOZLJIT,O,X,X,X,X,X,O
SOZJTIL,O,O,X,X,X,O,O
SOZJTLI,O,O,X,O,X,O,O
SOZJITL,O,X,X,X,X,O,O
SOZJILT,O,X,X,X,X,X,O
SOZJLTI,O,O,X,X,X,X,O
SOZJLIT,O,X,X,X,X,X,O
ZTILJSO,X,X,X,O,X,X,X
ZTILJOS,X,X,X,O,X,X,X
ZTILSJO,X,X,O,X,X,X,X
ZTILSOJ,X,X,O,X,X,X,X
ZTILOJS,X,X,X,O,X,X,X
ZTILOSJ,X,X,O,X,X,X,X
ZTIJLSO,X,O,X,O,X,X,X
ZTIJLOS,X,O,X,O,X,X,X
ZTIJSLO,O,O,X,X,X,O,X
ZTIJSOL,O,O,X,X,X,O,X
ZTIJOLS,X,O,X,O,X,X,X
ZTIJOSL,O,O,X,X,X,O,X
ZTISLJO,O,X,X,X,X,O,X
ZTISLOJ,O,O,X,X,X,O,X
ZTISJLO,O,O,X,X,X,O,X
ZTISJOL,O,O,X,X,X,O,X
ZTISOLJ,O,O,X,X,X,O,X
ZTISOJL,O,O,X,X,X,O,X
ZTIOLJS,X,X,X,O,X,X,X
ZTIOLSJ,X,X,O,X,X,X,X
ZTIOJLS,X,O,X,O,X,X,X
ZTIOJSL,O,O,X,X,X,O,X
ZTIOSLJ,O,O,X,X,X,O,X
ZTIOSJL,O,O,X,X,X,O,X
ZTLIJSO,X,X,X,O,X,X,X
ZTLIJOS,X,X,X,O,X,X,X
ZTLISJO,X,X,O,X,X,X,X
ZTLISOJ,X,X,O,X,X,X,X
ZTLIOJS,X,X,X,O,X,X,X
ZTLIOSJ,X,X,O,X,X,X,X
ZTLJISO,X,O,X,O,X,X,X
ZTLJIOS,X,O,X,O,X,X,X
ZTLJSIO,O,O,O,O,X,O,X
ZTLJSOI,O,O,O,O,X,O,X
ZTLJOIS,X,O,X,O,X,X,X
ZTLJOSI,O,O,O,O,X,O,X
ZTLSIJO,O,X,O,X,X,O,X
ZTLSIOJ,O,O,O,X,X,O,X
ZTLSJIO,O,O,O,O,X,O,X
ZTLSJOI,O,O,O,O,X,O,X
ZTLSOIJ,O,O,O,X,X,O,X
ZTLSOJI,O,O,O,O,X,O,X
ZTLOIJS,X,X,X,O,X,X,X
ZTLOISJ,X,X,O,X,X,X,X
ZTLOJIS,X,O,X,O,X,X,X
ZTLOJSI,O,O,O,O,X,O,X
ZTLOSIJ,O,O,O,X,X,O,X
ZTLOSJI,O,O,O,O,X,O,X
ZTJILSO,X,O,X,O,X,X,X
ZTJILOS,X,O,X,O,X,X,X
ZTJISLO,O,O,X,X,X,O,X
ZTJISOL,O,O,X,X,X,O,X
ZTJIOLS,X,O,X,O,X,X,X
ZTJIOSL,O,O,X,X,X,O,X
ZTJLISO,X,O,X,O,X,X,X
ZTJLIOS,X,O,X,O,X,X,X
ZTJLSIO,O,O,O,O,X,O,X
ZTJLSOI,O,O,O,O,X,O,X
ZTJLOIS,X,O,X,O,X,X,X
ZTJLOSI,O,O,O,O,X,O,X
ZTJSILO,O,O,X,X,X,O,X
ZTJSIOL,O,O,X,X,X,O,X
ZTJSLIO,O,O,X,O,X,O,X
ZTJSLOI,O,O,X,O,X,O,X
ZTJSOIL,O,O,X,X,X,O,X
ZTJSOLI,O,O,X,O,X,O,X
ZTJOILS,X,O,X,O,X,X,X
ZTJOISL,O,O,X,X,X,O,X
ZTJOLIS,X,O,X,O,X,X,X
ZTJOLSI,O,O,O,O,X,O,X
ZTJOSIL,O,O,X,X,X,O,X
ZTJOSLI,O,O,X,O,X,O,X
ZTSILJO,O,X,X,X,X,O,X
ZTSILOJ,O,O,X,X,X,O,X
ZTSIJLO,O,O,X,X,X,O,X
ZTSIJOL,O,O,X,X,X,O,X
ZTSIOLJ,O,O,X,X,X,O,X
ZTSIOJL,O,O,X,X,X,O,X
ZTSLIJO,O,X,O,X,X,O,X
ZTSLIOJ,O,O,O,X,X,O,X
ZTSLJIO,O,O,O,O,X,O,X
ZTSLJOI,O,O,O,O,X,O,X
ZTSLOIJ,O,O,O,X,X,O,X
ZTSLOJI,O,O,O,O,X,O,X
ZTSJILO,O,O,X,X,X,O,X
ZTSJIOL,O,O,X,X,X,O,X
ZTSJLIO,O,O,X,O,X,O,X
ZTSJLOI,O,O,X,O,X,O,X
ZTSJOIL,O,O,X,X,X,O,X
ZTSJOLI,O,O,X,O,X,O,X
ZTSOILJ,O,O,X,X,X,O,X
ZTSOIJL,O,O,X,X,X,O,X
ZTSOLIJ,O,O,O,X,X,O,X
ZTSOLJI,O,O,O,O,X,O,X
ZTSOJIL,O,O,X,X,X,O,X
ZTSOJLI,O,O,X,O,X,O,X
