sequence,v115@7gB8HeF8BeE8EeD8EeE8Jem6IvhFfhB6hBTiB0kBFr?BxuB,v115@7gB8HeF8BeE8EeD8EeE8Jey/IvhFzbBGdB3hB0kBFr?BxuB,v115@7gB8HeF8BeE8EeD8EeE8JeG8IvhFTdBUhB/kBalBFr?BxuB,v115@7gB8HeF8BeE8EeD8EeE8JeF7IvhFTdBUhB/kB6mBmq?BxuB,v115@7gB8HeF8BeE8EeD8EeE8Jex6IvhFygBGdB3hBUqBFr?BTpB,v115@7gB8HeF8BeE8EeD8EeE8JeT6IvhF0bBxcBCiBVrB3p?B2vB,v115@7gB8HeF8BeE8EeD8EeE8JeT6IvhFSiBUhBelBfrBlm?BxuB,v115@7gB8HeF8BeE8EeD8EeE8JeT6IvhF0bBxcBOrB/qBCn?B1uB,v115@7gB8HeF8BeE8EeD8EeE8Jem6IvhFfhBxcBCiBUqBFr?BTpB,v115@7gB8HeF8BeE8EeD8EeE8Je07IvhFGdB3hBlkBxqBTp?ByvB,v115@7gB8HeF8BeE8EeD8EeE8Je2/IvhFSiBUhBzkBfrBlm?BxuB,v115@7gB8HeF8BeE8EeD8EeE8JeF7IvhF5hBTdBerB/kB8l?ByuB,v115@7gB8HeF8BeE8EeD8EeE8JeT6IvhFygBGdB3hB1uBxq?B0qB,v115@7gB8HeF8BeE8EeD8EeE8Jex6IvhFTdBUhBmkBSrB1u?BXrB,v115@7gB8HeF8BeE8EeD8EeE8Jem7IvhFSiBxfB3hBUqBFr?BTpB,v115@7gB8HeF8BeE8EeD8EeE8Je07IvhFxcBXmBlkBCnB2v?BTpB,v115@7gB8HeF8BeE8EeD8EeE8Jem6IvhF6hBTdBVrB0kBfr?BxuB
JLISTZO,X,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X
JLISTOZ,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JLISZTO,X,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
JLISZOT,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
JLISOTZ,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JLISOZT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JLIZTSO,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
JLIZTOS,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X
JLIZSTO,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
JLIZSOT,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
JLIZOTS,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X
JLIZOST,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
JLIOTSZ,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JLIOTZS,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JLIOSTZ,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JLIOSZT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JLIOZTS,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X
JLIOZST,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
JLSTIZO,X,O,X,X,X,X,X,O,O,O,X,X,O,X,X,O,X
JLSTIOZ,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X
JLSTZIO,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X,O,X
JLSTZOI,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,O,X
JLSTOIZ,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X
JLSTOZI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
JLSITZO,X,O,X,X,X,X,X,O,O,O,X,O,X,X,X,O,X
JLSITOZ,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X
JLSIZTO,X,O,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X
JLSIZOT,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X
JLSIOTZ,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X
JLSIOZT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
JLSZTIO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
JLSZTOI,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
JLSZITO,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
JLSZIOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
JLSZOTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JLSZOIT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JLSOTIZ,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X
JLSOTZI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
JLSOITZ,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X
JLSOIZT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
JLSOZTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JLSOZIT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JLZTISO,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X
JLZTIOS,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
JLZTSIO,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
JLZTSOI,X,O,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
JLZTOIS,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JLZTOSI,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
JLZITSO,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
JLZITOS,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X
JLZISTO,X,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
JLZISOT,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X
JLZIOTS,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X
JLZIOST,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X
JLZSTIO,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JLZSTOI,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JLZSITO,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
JLZSIOT,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
JLZSOTI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JLZSOIT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JLZOTIS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JLZOTSI,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
JLZOITS,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X
JLZOIST,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X
JLZOSTI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JLZOSIT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JLOTISZ,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
JLOTIZS,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JLOTSIZ,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
JLOTSZI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JLOTZIS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JLOTZSI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JLOITSZ,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JLOITZS,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JLOISTZ,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JLOISZT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JLOIZTS,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X
JLOIZST,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
JLOSTIZ,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
JLOSTZI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JLOSITZ,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JLOSIZT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JLOSZTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JLOSZIT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JLOZTIS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JLOZTSI,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
JLOZITS,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X
JLOZIST,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X
JLOZSTI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JLOZSIT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JSTILZO,X,O,X,X,X,X,X,O,X,O,X,X,O,X,X,O,X
JSTILOZ,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X
JSTIZLO,X,O,X,X,O,X,X,O,X,O,X,X,O,X,X,O,X
JSTIZOL,X,O,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X
JSTIOLZ,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
JSTIOZL,X,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
JSTLIZO,X,O,X,X,X,O,X,O,X,O,X,X,O,X,X,O,X
JSTLIOZ,O,O,X,X,X,O,X,O,X,X,X,X,O,X,X,O,X
JSTLZIO,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X,O,X
JSTLZOI,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X
JSTLOIZ,O,O,X,X,X,O,X,O,X,X,X,X,O,X,X,O,X
JSTLOZI,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X
JSTZILO,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,O,X
JSTZIOL,X,X,X,X,O,O,X,O,X,O,X,X,O,X,X,X,X
JSTZLIO,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X,O,X
JSTZLOI,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X
JSTZOIL,X,X,X,X,O,O,X,O,X,O,X,X,O,X,X,X,X
JSTZOLI,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X
JSTOILZ,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
JSTOIZL,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
JSTOLIZ,O,O,X,X,X,O,X,O,X,X,X,X,O,X,X,O,X
JSTOLZI,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X
JSTOZIL,X,X,X,X,O,O,X,O,X,O,X,X,O,X,X,X,X
JSTOZLI,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X
JSITLZO,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X
JSITLOZ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
JSITZLO,O,O,X,X,O,X,X,X,X,O,X,O,O,X,X,O,X
JSITZOL,O,O,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X
JSITOLZ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JSITOZL,O,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X
JSILTZO,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
JSILTOZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JSILZTO,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X
JSILZOT,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X
JSILOTZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JSILOZT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
JSIZTLO,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X
JSIZTOL,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
JSIZLTO,X,O,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X
JSIZLOT,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X
JSIZOTL,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
JSIZOLT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JSIOTLZ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JSIOTZL,O,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X
JSIOLTZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JSIOLZT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JSIOZTL,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
JSIOZLT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JSLTIZO,X,O,X,X,X,X,X,O,O,O,X,X,O,X,X,O,X
JSLTIOZ,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X
JSLTZIO,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,O,X
JSLTZOI,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,O,X
JSLTOIZ,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X
JSLTOZI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
JSLITZO,X,O,X,X,X,O,X,O,O,O,X,X,X,X,X,O,X
JSLITOZ,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X
JSLIZTO,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X
JSLIZOT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
JSLIOTZ,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X
JSLIOZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JSLZTIO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
JSLZTOI,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
JSLZITO,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
JSLZIOT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
JSLZOTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JSLZOIT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JSLOTIZ,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X
JSLOTZI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
JSLOITZ,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X
JSLOIZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JSLOZTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JSLOZIT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JSZTILO,X,X,X,O,O,X,X,X,O,O,X,X,O,X,X,O,X
JSZTIOL,X,X,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X
JSZTLIO,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X,O,X
JSZTLOI,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X
JSZTOIL,X,X,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X
JSZTOLI,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X
JSZITLO,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X
JSZITOL,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
JSZILTO,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X
JSZILOT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JSZIOTL,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
JSZIOLT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JSZLTIO,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X
JSZLTOI,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X
JSZLITO,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X
JSZLIOT,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X
JSZLOTI,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JSZLOIT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JSZOTIL,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
JSZOTLI,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X
JSZOITL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JSZOILT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JSZOLTI,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JSZOLIT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JSOTILZ,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
JSOTIZL,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
JSOTLIZ,O,O,X,X,X,O,X,O,X,X,X,X,O,X,X,O,X
JSOTLZI,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X
JSOTZIL,X,X,X,X,O,O,X,O,X,O,X,X,O,X,X,X,X
JSOTZLI,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X
JSOITLZ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JSOITZL,O,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X
JSOILTZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JSOILZT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JSOIZTL,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
JSOIZLT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JSOLTIZ,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X
JSOLTZI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
JSOLITZ,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X
JSOLIZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JSOLZTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JSOLZIT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JSOZTIL,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
JSOZTLI,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X
JSOZITL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JSOZILT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JSOZLTI,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JSOZLIT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JZTILSO,X,X,X,X,O,X,X,X,O,X,X,X,X,O,O,X,X
JZTILOS,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X
JZTISLO,X,X,O,X,O,X,X,X,O,X,X,X,O,O,O,X,X
JZTISOL,X,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X
JZTIOLS,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
JZTIOSL,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
JZTLISO,X,X,X,X,O,X,X,O,O,X,O,X,X,O,O,X,X
JZTLIOS,X,X,X,X,O,X,X,O,X,X,O,X,X,O,O,X,X
JZTLSIO,X,X,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
JZTLSOI,X,O,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
JZTLOIS,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
JZTLOSI,X,X,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
JZTSILO,X,X,O,O,O,X,X,O,O,X,X,X,O,O,X,X,X
JZTSIOL,X,X,O,O,O,X,X,O,O,X,X,X,O,O,X,X,X
JZTSLIO,X,X,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
JZTSLOI,O,O,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
JZTSOIL,X,X,O,O,O,X,X,O,O,X,X,X,O,O,X,X,X
JZTSOLI,O,O,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
JZTOILS,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JZTOISL,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
JZTOLIS,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
JZTOLSI,X,X,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
JZTOSIL,X,X,O,O,O,X,X,O,O,X,X,X,O,O,X,X,X
JZTOSLI,O,X,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
JZITLSO,X,O,X,O,O,X,X,X,O,X,O,O,X,X,O,X,X
JZITLOS,X,X,X,O,O,X,O,X,X,X,O,O,X,X,O,X,X
JZITSLO,O,O,O,O,O,X,X,X,O,X,X,O,X,X,O,X,X
JZITSOL,O,O,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X
JZITOLS,X,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X
JZITOSL,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JZILTSO,X,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
JZILTOS,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X
JZILSTO,X,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X
JZILSOT,X,X,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
JZILOTS,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X
JZILOST,X,X,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
JZISTLO,X,O,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X
JZISTOL,X,O,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X
JZISLTO,X,O,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X
JZISLOT,O,X,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
JZISOTL,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X
JZISOLT,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X
JZIOTLS,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
JZIOTSL,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JZIOLTS,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X
JZIOLST,X,X,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
JZIOSTL,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JZIOSLT,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X
JZLTISO,X,X,X,X,O,X,X,O,O,X,O,X,X,O,X,X,X
JZLTIOS,X,X,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X
JZLTSIO,X,X,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
JZLTSOI,X,O,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
JZLTOIS,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
JZLTOSI,X,X,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
JZLITSO,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
JZLITOS,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X
JZLISTO,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
JZLISOT,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
JZLIOTS,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X
JZLIOST,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
JZLSTIO,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JZLSTOI,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JZLSITO,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
JZLSIOT,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
JZLSOTI,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLSOIT,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLOTIS,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
JZLOTSI,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
JZLOITS,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X
JZLOIST,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
JZLOSTI,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLOSIT,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSTILO,X,X,O,O,O,X,X,X,O,O,X,X,O,X,X,O,X
JZSTIOL,X,X,O,O,O,X,X,X,O,O,X,X,O,X,X,X,X
JZSTLIO,X,X,O,O,O,X,X,X,O,O,X,X,X,X,X,O,X
JZSTLOI,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X
JZSTOIL,X,X,O,O,O,X,X,X,O,O,X,X,O,X,X,X,X
JZSTOLI,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X
JZSITLO,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,O,X
JZSITOL,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
JZSILTO,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X
JZSILOT,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JZSIOTL,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
JZSIOLT,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSLTIO,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X
JZSLTOI,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X
JZSLITO,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X,O,X
JZSLIOT,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X
JZSLOTI,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JZSLOIT,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JZSOTIL,X,X,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X
JZSOTLI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X
JZSOITL,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
JZSOILT,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSOLTI,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JZSOLIT,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JZOTILS,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JZOTISL,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
JZOTLIS,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
JZOTLSI,X,X,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
JZOTSIL,X,X,O,O,O,X,X,O,O,X,X,X,O,O,X,X,X
JZOTSLI,O,X,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
JZOITLS,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
JZOITSL,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
