sequence,v115@7gB8HeF8BeE8EeD8EeE8Jem6IvhFfhB6hBTiB0kBFr?BxuB,v115@7gB8HeF8BeE8EeD8EeE8Jey/IvhFzbBGdB3hB0kBFr?BxuB,v115@7gB8HeF8BeE8EeD8EeE8JeG8IvhFTdBUhB/kBalBFr?BxuB,v115@7gB8HeF8BeE8EeD8EeE8JeF7IvhFTdBUhB/kB6mBmq?BxuB,v115@7gB8HeF8BeE8EeD8EeE8Jex6IvhFygBGdB3hBUqBFr?BTpB,v115@7gB8HeF8BeE8EeD8EeE8JeT6IvhF0bBxcBCiBVrB3p?B2vB,v115@7gB8HeF8BeE8EeD8EeE8JeT6IvhFSiBUhBelBfrBlm?BxuB,v115@7gB8HeF8BeE8EeD8EeE8JeT6IvhF0bBxcBOrB/qBCn?B1uB,v115@7gB8HeF8BeE8EeD8EeE8Jem6IvhFfhBxcBCiBUqBFr?BTpB,v115@7gB8HeF8BeE8EeD8EeE8Je07IvhFGdB3hBlkBxqBTp?ByvB,v115@7gB8HeF8BeE8EeD8EeE8Je2/IvhFSiBUhBzkBfrBlm?BxuB,v115@7gB8HeF8BeE8EeD8EeE8JeF7IvhF5hBTdBerB/kB8l?ByuB,v115@7gB8HeF8BeE8EeD8EeE8JeT6IvhFygBGdB3hB1uBxq?B0qB,v115@7gB8HeF8BeE8EeD8EeE8Jex6IvhFTdBUhBmkBSrB1u?BXrB,v115@7gB8HeF8BeE8EeD8EeE8Jem7IvhFSiBxfB3hBUqBFr?BTpB,v115@7gB8HeF8BeE8EeD8EeE8Je07IvhFxcBXmBlkBCnB2v?BTpB,v115@7gB8HeF8BeE8EeD8EeE8Jem6IvhF6hBTdBVrB0kBfr?BxuB
IOSJTLZ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOSJTZL,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
IOSJLTZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSJLZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSJZTL,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IOSJZLT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSZTLJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSZTJL,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IOSZLTJ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSZLJT,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
IOSZJTL,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IOSZJLT,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
IOZTLJS,X,X,O,O,X,X,O,X,X,X,X,X,X,O,O,X,X
IOZTLSJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZTJLS,X,X,O,O,X,X,O,X,X,X,X,X,X,O,O,X,X
IOZTJSL,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
IOZTSLJ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZTSJL,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZLTJS,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
IOZLTSJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZLJTS,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X
IOZLJST,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
IOZLSTJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZLSJT,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
IOZJTLS,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
IOZJTSL,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZJLTS,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X
IOZJLST,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
IOZJSTL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZJSLT,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
IOZSTLJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZSTJL,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IOZSLTJ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZSLJT,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
IOZSJTL,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IOZSJLT,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LTIJSZO,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LTIJSOZ,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LTIJZSO,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LTIJZOS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTIJOSZ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LTIJOZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTISJZO,X,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X
LTISJOZ,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LTISZJO,X,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X
LTISZOJ,X,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X
LTISOJZ,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LTISOZJ,X,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X
LTIZJSO,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LTIZJOS,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LTIZSJO,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LTIZSOJ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LTIZOJS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTIZOSJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LTIOJSZ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LTIOJZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIOSJZ,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LTIOSZJ,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LTIOZJS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTIOZSJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LTJISZO,X,O,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X
LTJISOZ,X,O,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X
LTJIZSO,X,O,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X
LTJIZOS,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
LTJIOSZ,X,O,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
LTJIOZS,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LTJSIZO,X,O,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X
LTJSIOZ,O,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
LTJSZIO,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X
LTJSZOI,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X
LTJSOIZ,O,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
LTJSOZI,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTJZISO,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LTJZIOS,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LTJZSIO,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
LTJZSOI,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
LTJZOIS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTJZOSI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
LTJOISZ,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
LTJOIZS,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LTJOSIZ,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LTJOSZI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTJOZIS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTJOZSI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
LTSIJZO,X,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X
LTSIJOZ,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LTSIZJO,O,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X
LTSIZOJ,O,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X
LTSIOJZ,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LTSIOZJ,O,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X
LTSJIZO,X,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X
LTSJIOZ,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LTSJZIO,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LTSJZOI,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LTSJOIZ,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LTSJOZI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSZIJO,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O
LTSZIOJ,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O
LTSZJIO,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O
LTSZJOI,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O
LTSZOIJ,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O
LTSZOJI,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O
LTSOIJZ,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LTSOIZJ,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X
LTSOJIZ,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LTSOJZI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSOZIJ,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O
LTSOZJI,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O
LTZIJSO,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X
LTZIJOS,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X
LTZISJO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LTZISOJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LTZIOJS,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LTZIOSJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LTZJISO,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X
LTZJIOS,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LTZJSIO,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O
LTZJSOI,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O
LTZJOIS,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTZJOSI,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
LTZSIJO,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O
LTZSIOJ,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O
LTZSJIO,X,X,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O
LTZSJOI,X,O,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O
LTZSOIJ,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O
LTZSOJI,X,O,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O
LTZOIJS,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LTZOISJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LTZOJIS,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTZOJSI,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
LTZOSIJ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LTZOSJI,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O
LTOIJSZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LTOIJZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOISJZ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LTOISZJ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LTOIZJS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTOIZSJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LTOJISZ,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
LTOJIZS,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LTOJSIZ,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LTOJSZI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTOJZIS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTOJZSI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
LTOSIJZ,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LTOSIZJ,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X
LTOSJIZ,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LTOSJZI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOSZIJ,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O
LTOSZJI,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O
LTOZIJS,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LTOZISJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LTOZJIS,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTOZJSI,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
LTOZSIJ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LTOZSJI,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O
LITJSZO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LITJSOZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LITJZSO,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LITJZOS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LITJOSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITJOZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITSJZO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LITSJOZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LITSZJO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LITSZOJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LITSOJZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LITSOZJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LITZJSO,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LITZJOS,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LITZSJO,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LITZSOJ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LITZOJS,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LITZOSJ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LITOJSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITOJZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITOSJZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LITOSZJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LITOZJS,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LITOZSJ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJTSZO,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LIJTSOZ,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LIJTZSO,X,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X
LIJTZOS,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LIJTOSZ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIJTOZS,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIJSTZO,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LIJSTOZ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIJSZTO,X,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
LIJSZOT,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LIJSOTZ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIJSOZT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIJZTSO,X,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LIJZTOS,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X
LIJZSTO,X,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LIJZSOT,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X
LIJZOTS,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X
LIJZOST,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X
LIJOTSZ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIJOTZS,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIJOSTZ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIJOSZT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIJOZTS,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X
LIJOZST,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X
LISTJZO,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
LISTJOZ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LISTZJO,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
LISTZOJ,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LISTOJZ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LISTOZJ,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LISJTZO,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LISJTOZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJZTO,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LISJZOT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LISJOTZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJOZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZTJO,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LISZTOJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LISZJTO,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LISZJOT,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LISZOTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZOJT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISOTJZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOTZJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LISOJTZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOJZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOZTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOZJT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIZTJSO,X,O,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X
LIZTJOS,X,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X
LIZTSJO,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X
LIZTSOJ,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZTOJS,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X
LIZTOSJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZJTSO,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LIZJTOS,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LIZJSTO,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LIZJSOT,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LIZJOTS,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LIZJOST,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LIZSTJO,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LIZSTOJ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSJTO,X,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
LIZSJOT,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LIZSOTJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSOJT,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LIZOTJS,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LIZOTSJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOJTS,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LIZOJST,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LIZOSTJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOSJT,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOTJSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOTJZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOTSJZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOTSZJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOTZJS,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOTZSJ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOJTSZ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIOJTZS,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIOJSTZ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIOJSZT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIOJZTS,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X
LIOJZST,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X
LIOSTJZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOSTZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOSJTZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOSJZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOSZTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOSZJT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOZTJS,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOZTSJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOZJTS,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LIOZJST,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LIOZSTJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOZSJT,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTISZO,X,O,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
LJTISOZ,X,O,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
LJTIZSO,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
LJTIZOS,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
LJTIOSZ,X,O,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
LJTIOZS,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LJTSIZO,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LJTSIOZ,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LJTSZIO,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LJTSZOI,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LJTSOIZ,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LJTSOZI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJTZISO,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LJTZIOS,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LJTZSIO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJTZSOI,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJTZOIS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJTZOSI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJTOISZ,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
LJTOIZS,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LJTOSIZ,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LJTOSZI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJTOZIS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJTOZSI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJITSZO,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LJITSOZ,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LJITZSO,X,O,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X
LJITZOS,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
LJITOSZ,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LJITOZS,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LJISTZO,X,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X
LJISTOZ,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LJISZTO,X,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
LJISZOT,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LJISOTZ,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LJISOZT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
