sequence,v115@HhB8HeB8GeD8AeB8BeB8Jex/IvhFmhBqnBTjB/qBFm?BUsB,v115@HhB8HeB8GeD8AeB8BeB8Jem/IvhFzgBRiBcoBfsB6s?BlqB,v115@HhB8HeB8GeD8AeB8BeB8Jex/IvhFlhBGjB/qBUmBKs?BzsB,v115@HhB8HeB8GeD8AeB8BeB8Jem/IvhFzgBCiBxnBXoBlq?BUsB,v115@HhB8HeB8GeD8AeB8BeB8Jem/IvhFChBxiB0mBXoBlq?BTsB,v115@HhB8HeB8GeD8AeB8BeB8Jex/IvhFylBumB3iBcoBlq?BTsB,v115@HhB8HeB8GeD8AeB8BeB8Jex/IvhFmhBSoB/qBFmBzn?BUsB,v115@HhB8HeB8GeD8AeB8BeB8Jem/IvhFChB0mBxnBXoBlq?BTsB,v115@HhB8HeB8GeD8AeB8BeB8JeUBJvhF6qBxnBmkB3mBFo?BTsB
IJTLOSZ,X,X,O,O,X,O,X,X,X
IJTLOZS,X,X,O,O,X,O,X,X,X
IJTSLZO,X,O,O,X,O,O,X,X,X
IJTSLOZ,X,O,O,O,O,O,X,X,X
IJTSZLO,X,O,O,X,O,O,X,O,X
IJTSZOL,X,O,O,X,O,O,X,X,X
IJTSOLZ,X,O,O,O,O,O,X,X,X
IJTSOZL,X,O,O,X,O,O,X,X,X
IJTZLSO,X,X,X,O,O,O,X,O,X
IJTZLOS,X,O,X,O,X,O,X,O,X
IJTZSLO,X,O,X,O,O,O,X,O,X
IJTZSOL,X,O,X,O,O,O,X,X,X
IJTZOLS,X,O,X,O,X,O,X,O,X
IJTZOSL,X,O,X,O,X,O,X,X,X
IJTOLSZ,X,X,O,O,X,O,X,X,X
IJTOLZS,X,X,O,O,X,O,X,X,X
IJTOSLZ,X,O,O,O,X,O,X,X,X
IJTOSZL,X,O,O,X,X,O,X,X,X
IJTOZLS,X,O,X,O,X,O,X,O,X
IJTOZSL,X,O,X,O,X,O,X,X,X
IJLTSZO,X,X,O,X,X,X,X,X,X
IJLTSOZ,X,X,O,O,X,X,X,X,X
IJLTZSO,X,X,O,X,X,X,X,O,X
IJLTZOS,X,X,O,O,X,X,X,O,X
IJLTOSZ,X,X,O,O,X,X,X,X,X
IJLTOZS,X,X,O,O,X,X,X,X,X
IJLSTZO,O,X,O,X,X,X,O,X,X
IJLSTOZ,O,X,O,O,X,X,O,X,X
IJLSZTO,X,X,O,X,X,X,O,X,X
IJLSZOT,X,X,O,X,X,X,X,X,X
IJLSOTZ,O,X,O,X,X,X,X,X,X
IJLSOZT,X,X,O,X,X,X,X,X,X
IJLZTSO,X,X,O,X,X,X,X,X,O
IJLZTOS,X,X,O,O,X,X,X,X,O
IJLZSTO,X,X,O,X,X,X,O,X,O
IJLZSOT,X,X,O,X,X,X,X,X,O
IJLZOTS,X,X,X,X,X,X,X,X,O
IJLZOST,X,X,X,X,X,X,X,X,O
IJLOTSZ,X,X,O,O,X,X,X,X,X
IJLOTZS,X,X,O,O,X,X,X,X,X
IJLOSTZ,O,X,O,X,X,X,X,X,X
IJLOSZT,X,X,O,X,X,X,X,X,X
IJLOZTS,X,X,O,X,X,X,X,X,X
IJLOZST,X,X,O,X,X,X,X,X,X
IJSTLZO,O,O,O,X,O,X,O,X,X
IJSTLOZ,O,O,O,O,O,X,O,X,X
IJSTZLO,O,O,O,X,O,X,O,O,X
IJSTZOL,O,O,O,X,O,X,O,X,X
IJSTOLZ,O,O,O,O,O,X,O,X,X
IJSTOZL,O,O,O,X,O,X,O,X,X
IJSLTZO,O,O,O,X,O,X,O,X,X
IJSLTOZ,O,O,O,O,O,X,O,X,X
IJSLZTO,X,O,O,X,X,X,O,X,X
IJSLZOT,X,O,O,X,X,X,X,X,X
IJSLOTZ,O,X,O,X,X,X,X,X,X
IJSLOZT,X,X,O,X,X,X,X,X,X
IJSZTLO,O,O,O,X,O,X,O,X,X
IJSZTOL,O,O,O,X,O,X,O,X,X
IJSZLTO,O,O,O,X,X,X,O,X,X
IJSZLOT,O,O,O,X,X,X,X,X,X
IJSZOTL,O,O,O,X,X,X,X,X,X
IJSZOLT,O,X,O,X,X,X,X,X,X
IJSOTLZ,O,X,O,X,O,X,X,X,X
IJSOTZL,O,X,O,X,O,X,X,X,X
IJSOLTZ,O,X,O,X,X,X,X,X,X
IJSOLZT,X,X,O,X,X,X,X,X,X
IJSOZTL,O,X,O,X,X,X,X,X,X
IJSOZLT,O,X,O,X,X,X,X,X,X
IJZTLSO,X,X,X,O,X,O,X,O,X
IJZTLOS,O,O,X,O,X,O,X,O,X
IJZTSLO,X,O,O,O,X,O,X,O,X
IJZTSOL,X,O,O,O,X,O,X,X,X
IJZTOLS,X,O,X,O,X,O,X,O,X
IJZTOSL,X,O,X,O,X,O,X,X,X
IJZLTSO,X,X,O,O,X,X,X,X,X
IJZLTOS,O,O,O,O,X,X,X,X,X
IJZLSTO,O,O,O,O,X,X,O,X,X
IJZLSOT,O,X,O,X,X,X,X,X,X
IJZLOTS,O,X,X,O,X,X,X,X,X
IJZLOST,O,X,X,X,X,X,X,X,X
IJZSTLO,O,O,O,O,X,O,O,X,X
IJZSTOL,O,O,O,O,X,O,O,X,X
IJZSLTO,O,O,O,O,X,X,O,X,X
IJZSLOT,O,O,O,X,X,X,X,X,X
IJZSOTL,O,O,O,X,X,X,X,X,X
IJZSOLT,O,X,O,X,X,X,X,X,X
IJZOTLS,X,O,X,O,X,O,X,X,X
IJZOTSL,X,O,X,O,X,O,X,X,X
IJZOLTS,O,X,O,O,X,X,X,X,X
IJZOLST,O,X,O,X,X,X,X,X,X
IJZOSTL,O,O,O,X,X,O,X,X,X
IJZOSLT,O,X,O,X,X,X,X,X,X
IJOTLSZ,X,X,O,O,X,O,X,X,X
IJOTLZS,X,X,O,O,X,O,X,X,X
IJOTSLZ,X,X,O,O,X,O,X,X,X
IJOTSZL,X,X,O,X,X,O,X,X,X
IJOTZLS,X,X,X,O,X,O,X,O,X
IJOTZSL,X,X,X,X,X,O,X,X,X
IJOLTSZ,X,X,O,O,X,X,X,X,X
IJOLTZS,X,X,O,O,X,X,X,X,X
IJOLSTZ,O,X,O,X,X,X,X,X,X
IJOLSZT,X,X,O,X,X,X,X,X,X
IJOLZTS,X,X,O,X,X,X,X,X,X
IJOLZST,X,X,O,X,X,X,X,X,X
IJOSTLZ,O,X,O,X,X,X,X,X,X
IJOSTZL,O,X,O,X,X,X,X,X,X
IJOSLTZ,O,X,O,X,X,X,X,X,X
IJOSLZT,X,X,O,X,X,X,X,X,X
IJOSZTL,O,X,O,X,X,X,X,X,X
IJOSZLT,O,X,O,X,X,X,X,X,X
IJOZTLS,X,X,X,X,X,O,X,X,X
IJOZTSL,X,X,X,X,X,O,X,X,X
IJOZLTS,O,X,O,X,X,X,X,X,X
IJOZLST,O,X,O,X,X,X,X,X,X
IJOZSTL,O,X,O,X,X,O,X,X,X
IJOZSLT,O,X,O,X,X,X,X,X,X
ISTLJZO,O,O,O,X,O,O,O,X,X
ISTLJOZ,O,O,O,O,O,O,O,X,X
ISTLZJO,O,O,O,X,O,O,O,X,X
ISTLZOJ,O,O,O,X,O,O,O,X,X
ISTLOJZ,O,O,O,O,O,O,O,X,X
ISTLOZJ,O,O,O,X,X,O,X,X,X
ISTJLZO,O,O,O,X,O,O,O,X,X
ISTJLOZ,O,O,O,O,O,O,O,X,X
ISTJZLO,O,O,O,X,O,O,O,O,X
ISTJZOL,O,O,O,X,O,O,O,X,X
ISTJOLZ,O,O,O,O,O,O,O,X,X
ISTJOZL,O,O,O,X,O,O,O,X,X
ISTZLJO,O,O,O,X,O,O,O,O,X
ISTZLOJ,O,O,O,X,O,O,O,X,X
ISTZJLO,O,O,O,X,O,O,O,O,X
ISTZJOL,O,O,O,X,O,O,O,X,X
ISTZOLJ,O,O,O,X,O,O,O,X,X
ISTZOJL,O,O,O,X,O,O,O,X,X
ISTOLJZ,O,O,O,O,O,O,O,X,X
ISTOLZJ,O,O,O,X,X,O,X,X,X
ISTOJLZ,O,O,O,O,O,O,O,X,X
ISTOJZL,O,O,O,X,O,O,O,X,X
ISTOZLJ,O,O,O,X,O,O,O,X,X
ISTOZJL,O,O,O,X,O,O,O,X,X
ISLTJZO,O,O,O,X,O,X,O,X,X
ISLTJOZ,O,O,O,O,O,X,O,X,X
ISLTZJO,O,O,O,X,O,X,O,X,X
ISLTZOJ,O,O,O,X,O,X,O,X,X
ISLTOJZ,O,O,O,O,O,X,O,X,X
ISLTOZJ,O,O,O,X,X,X,X,X,X
ISLJTZO,O,O,O,X,O,X,O,X,X
ISLJTOZ,O,O,O,O,O,X,O,X,X
ISLJZTO,X,O,O,X,X,X,O,X,X
ISLJZOT,X,O,O,X,X,X,X,X,X
ISLJOTZ,O,X,O,X,X,X,X,X,X
ISLJOZT,X,X,O,X,X,X,X,X,X
ISLZTJO,O,O,O,X,O,X,O,X,O
ISLZTOJ,O,O,O,X,O,X,O,X,O
ISLZJTO,O,O,O,X,X,X,O,X,O
ISLZJOT,O,O,O,X,X,X,X,X,O
ISLZOTJ,O,O,O,X,X,X,O,X,O
ISLZOJT,O,O,O,X,X,X,X,X,O
ISLOTJZ,O,X,O,X,X,X,O,X,X
ISLOTZJ,O,X,O,X,X,X,X,X,X
ISLOJTZ,O,X,O,X,X,X,X,X,X
ISLOJZT,X,X,O,X,X,X,X,X,X
ISLOZTJ,O,X,O,X,X,X,O,X,X
ISLOZJT,O,X,O,X,X,X,X,X,X
ISJTLZO,O,O,O,X,O,X,O,X,X
ISJTLOZ,O,O,O,O,O,X,O,X,X
ISJTZLO,O,O,O,X,O,X,O,O,X
ISJTZOL,O,O,O,X,O,X,O,X,X
ISJTOLZ,O,O,O,O,O,X,O,X,X
ISJTOZL,O,O,O,X,O,X,O,X,X
ISJLTZO,O,O,O,X,O,X,O,X,X
ISJLTOZ,O,O,O,O,O,X,O,X,X
ISJLZTO,X,O,O,X,X,X,O,X,X
ISJLZOT,X,O,O,X,X,X,X,X,X
ISJLOTZ,O,X,O,X,X,X,X,X,X
ISJLOZT,X,X,O,X,X,X,X,X,X
ISJZTLO,O,O,O,X,O,X,O,X,X
ISJZTOL,O,O,O,X,O,X,O,X,X
ISJZLTO,O,O,O,X,X,X,O,X,X
ISJZLOT,O,O,O,X,X,X,X,X,X
ISJZOTL,O,O,O,X,X,X,X,X,X
ISJZOLT,O,X,O,X,X,X,X,X,X
ISJOTLZ,O,X,O,X,O,X,X,X,X
ISJOTZL,O,X,O,X,O,X,X,X,X
ISJOLTZ,O,X,O,X,X,X,X,X,X
ISJOLZT,X,X,O,X,X,X,X,X,X
ISJOZTL,O,X,O,X,X,X,X,X,X
ISJOZLT,O,X,O,X,X,X,X,X,X
ISZTLJO,O,O,O,X,O,O,O,O,X
ISZTLOJ,O,O,O,X,O,O,O,X,X
ISZTJLO,O,O,O,X,O,O,O,O,X
ISZTJOL,O,O,O,X,O,O,O,X,X
ISZTOLJ,O,O,O,X,O,O,O,X,X
ISZTOJL,O,O,O,X,O,O,O,X,X
ISZLTJO,O,O,O,X,O,O,O,X,X
ISZLTOJ,O,O,O,X,O,O,O,X,X
ISZLJTO,O,O,O,X,X,X,O,X,X
ISZLJOT,O,O,O,X,X,X,X,X,X
ISZLOTJ,O,O,O,X,X,X,O,X,X
ISZLOJT,O,O,O,X,X,X,X,X,X
ISZJTLO,O,O,O,X,O,O,O,X,X
ISZJTOL,O,O,O,X,O,O,O,X,X
ISZJLTO,O,O,O,X,X,X,O,X,X
ISZJLOT,O,O,O,X,X,X,X,X,X
ISZJOTL,O,O,O,X,X,X,X,X,X
ISZJOLT,O,X,O,X,X,X,X,X,X
ISZOTLJ,O,O,O,X,O,O,O,X,X
ISZOTJL,O,O,O,X,O,O,O,X,X
ISZOLTJ,O,X,O,X,X,O,O,X,X
ISZOLJT,O,X,O,X,X,X,X,X,X
ISZOJTL,O,O,O,X,X,O,X,X,X
ISZOJLT,O,X,O,X,X,X,X,X,X
ISOTLJZ,O,X,O,X,O,O,O,X,X
ISOTLZJ,O,X,O,X,X,O,X,X,X
ISOTJLZ,O,X,O,X,O,O,O,X,X
ISOTJZL,O,X,O,X,O,O,O,X,X
ISOTZLJ,O,X,O,X,O,O,O,X,X
ISOTZJL,O,X,O,X,O,O,O,X,X
ISOLTJZ,O,X,O,X,X,X,O,X,X
ISOLTZJ,O,X,O,X,X,X,X,X,X
ISOLJTZ,O,X,O,X,X,X,X,X,X
ISOLJZT,X,X,O,X,X,X,X,X,X
ISOLZTJ,O,X,O,X,X,X,O,X,X
ISOLZJT,O,X,O,X,X,X,X,X,X
ISOJTLZ,O,X,O,X,O,X,X,X,X
ISOJTZL,O,X,O,X,O,X,X,X,X
ISOJLTZ,O,X,O,X,X,X,X,X,X
ISOJLZT,X,X,O,X,X,X,X,X,X
ISOJZTL,O,X,O,X,X,X,X,X,X
ISOJZLT,O,X,O,X,X,X,X,X,X
ISOZTLJ,O,X,O,X,O,O,O,X,X
ISOZTJL,O,X,O,X,O,O,O,X,X
ISOZLTJ,O,X,O,X,X,O,O,X,X
ISOZLJT,O,X,O,X,X,X,X,X,X
ISOZJTL,O,X,O,X,X,O,X,X,X
ISOZJLT,O,X,O,X,X,X,X,X,X
IZTLJSO,O,X,O,O,O,O,O,O,X
IZTLJOS,O,O,X,O,X,O,X,O,X
IZTLSJO,O,X,O,O,O,O,O,O,X
IZTLSOJ,O,X,O,O,O,O,O,X,X
IZTLOJS,O,O,O,O,X,O,X,O,X
IZTLOSJ,O,X,O,O,X,O,X,X,X
IZTJLSO,O,X,X,O,O,O,O,O,X
IZTJLOS,O,O,X,O,X,O,X,O,X
IZTJSLO,O,O,O,O,O,O,O,O,X
IZTJSOL,O,O,O,O,O,O,O,X,X
IZTJOLS,X,O,X,O,X,O,X,O,X
IZTJOSL,X,O,X,O,X,O,X,X,X
IZTSLJO,O,O,O,O,O,O,O,O,X
IZTSLOJ,O,O,O,O,O,O,O,X,X
IZTSJLO,O,O,O,O,O,O,O,O,X
IZTSJOL,O,O,O,O,O,O,O,X,X
IZTSOLJ,O,O,O,O,O,O,O,X,X
IZTSOJL,O,O,O,O,O,O,O,X,X
IZTOLJS,O,O,X,O,X,O,X,O,X
IZTOLSJ,O,X,X,O,X,O,X,X,X
IZTOJLS,X,O,X,O,X,O,X,O,X
IZTOJSL,X,O,X,O,X,O,X,X,X
IZTOSLJ,O,O,X,O,X,O,X,X,X
IZTOSJL,O,O,X,O,X,O,X,X,X
IZLTJSO,O,X,O,O,X,O,O,O,O
IZLTJOS,O,O,O,O,X,O,X,O,O
IZLTSJO,O,X,O,O,X,O,O,O,O
IZLTSOJ,O,X,O,O,X,O,O,X,O
IZLTOJS,O,O,O,O,X,O,X,O,O
IZLTOSJ,O,X,O,O,X,O,X,X,O
IZLJTSO,O,X,O,O,X,X,O,X,O
IZLJTOS,O,O,O,O,X,X,X,X,O
IZLJSTO,O,O,O,O,X,X,O,X,O
IZLJSOT,O,X,O,X,X,X,X,X,O
IZLJOTS,O,X,X,O,X,X,X,X,O
IZLJOST,O,X,X,X,X,X,X,X,O
IZLSTJO,O,O,O,O,X,O,O,X,O
IZLSTOJ,O,O,O,O,X,O,O,X,O
IZLSJTO,O,O,O,O,X,X,O,X,O
IZLSJOT,O,X,O,X,X,X,X,X,O
IZLSOTJ,O,X,O,X,X,X,O,X,O
IZLSOJT,O,X,O,X,X,X,X,X,O
IZLOTJS,O,X,O,O,X,O,X,X,O
IZLOTSJ,O,X,O,O,X,O,X,X,O
IZLOJTS,O,X,O,O,X,X,X,X,O
IZLOJST,O,X,O,X,X,X,X,X,O
IZLOSTJ,O,X,O,X,X,O,O,X,O
IZLOSJT,O,X,O,X,X,X,X,X,O
IZJTLSO,O,X,X,O,X,O,O,O,X
IZJTLOS,O,O,X,O,X,O,X,O,X
IZJTSLO,O,O,O,O,X,O,O,O,X
IZJTSOL,O,O,O,O,X,O,O,X,X
IZJTOLS,X,O,X,O,X,O,X,O,X
IZJTOSL,X,O,X,O,X,O,X,X,X
IZJLTSO,O,X,O,O,X,X,O,X,X
IZJLTOS,O,O,O,O,X,X,X,X,X
IZJLSTO,O,O,O,O,X,X,O,X,X
IZJLSOT,O,X,O,X,X,X,X,X,X
IZJLOTS,O,X,X,O,X,X,X,X,X
IZJLOST,O,X,X,X,X,X,X,X,X
IZJSTLO,O,O,O,O,X,O,O,X,X
IZJSTOL,O,O,O,O,X,O,O,X,X
IZJSLTO,O,O,O,O,X,X,O,X,X
IZJSLOT,O,O,O,X,X,X,X,X,X
IZJSOTL,O,O,O,X,X,X,X,X,X
IZJSOLT,O,X,O,X,X,X,X,X,X
IZJOTLS,X,O,X,O,X,O,X,X,X
IZJOTSL,X,O,X,O,X,O,X,X,X
IZJOLTS,O,X,O,O,X,X,X,X,X
IZJOLST,O,X,O,X,X,X,X,X,X
IZJOSTL,O,O,O,X,X,O,X,X,X
IZJOSLT,O,X,O,X,X,X,X,X,X
IZSTLJO,O,O,O,O,O,O,O,O,X
IZSTLOJ,O,O,O,O,O,O,O,X,X
IZSTJLO,O,O,O,O,O,O,O,O,X
IZSTJOL,O,O,O,O,O,O,O,X,X
IZSTOLJ,O,O,O,O,O,O,O,X,X
IZSTOJL,O,O,O,O,O,O,O,X,X
IZSLTJO,O,O,O,O,O,O,O,X,X
IZSLTOJ,O,O,O,O,O,O,O,X,X
IZSLJTO,O,O,O,O,X,X,O,X,X
IZSLJOT,O,O,O,X,X,X,X,X,X
IZSLOTJ,O,O,O,X,X,X,O,X,X
IZSLOJT,O,O,O,X,X,X,X,X,X
IZSJTLO,O,O,O,O,O,O,O,X,X
IZSJTOL,O,O,O,O,O,O,O,X,X
IZSJLTO,O,O,O,O,X,X,O,X,X
IZSJLOT,O,O,O,X,X,X,X,X,X
IZSJOTL,O,O,O,X,X,X,X,X,X
IZSJOLT,O,X,O,X,X,X,X,X,X
IZSOTLJ,O,O,O,X,O,O,O,X,X
IZSOTJL,O,O,O,X,O,O,O,X,X
IZSOLTJ,O,X,O,X,X,O,O,X,X
IZSOLJT,O,X,O,X,X,X,X,X,X
IZSOJTL,O,O,O,X,X,O,X,X,X
IZSOJLT,O,X,O,X,X,X,X,X,X
IZOTLJS,O,O,X,O,X,O,X,O,X
IZOTLSJ,O,X,X,O,X,O,X,X,X
IZOTJLS,X,O,X,O,X,O,X,O,X
IZOTJSL,X,O,X,O,X,O,X,X,X
IZOTSLJ,O,X,X,O,X,O,X,X,X
IZOTSJL,O,O,X,O,X,O,X,X,X
IZOLTJS,O,X,O,O,X,O,X,X,X
IZOLTSJ,O,X,O,O,X,O,X,X,X
IZOLJTS,O,X,O,O,X,X,X,X,X
IZOLJST,O,X,O,X,X,X,X,X,X
IZOLSTJ,O,X,O,X,X,O,O,X,X
IZOLSJT,O,X,O,X,X,X,X,X,X
IZOJTLS,X,O,X,O,X,O,X,X,X
IZOJTSL,X,O,X,O,X,O,X,X,X
IZOJLTS,O,X,O,O,X,X,X,X,X
IZOJLST,O,X,O,X,X,X,X,X,X
IZOJSTL,O,O,O,X,X,O,X,X,X
IZOJSLT,O,X,O,X,X,X,X,X,X
IZOSTLJ,O,O,O,X,X,O,O,X,X
IZOSTJL,O,O,O,X,X,O,O,X,X
IZOSLTJ,O,X,O,X,X,O,O,X,X
IZOSLJT,O,X,O,X,X,X,X,X,X
IZOSJTL,O,O,O,X,X,O,X,X,X
IZOSJLT,O,X,O,X,X,X,X,X,X
IOTLJSZ,O,X,O,O,X,O,X,X,X
IOTLJZS,X,X,O,O,X,O,X,X,X
IOTLSJZ,O,X,O,O,X,O,X,X,X
IOTLSZJ,O,X,O,X,X,O,X,X,X
IOTLZJS,X,X,O,O,X,O,X,X,O
IOTLZSJ,X,X,X,X,X,O,X,X,O
IOTJLSZ,X,X,O,O,X,O,X,X,X
IOTJLZS,X,X,O,O,X,O,X,X,X
IOTJSLZ,X,X,O,O,X,O,X,X,X
IOTJSZL,X,X,O,X,X,O,X,X,X
IOTJZLS,X,X,X,O,X,O,X,O,X
IOTJZSL,X,X,X,X,X,O,X,X,X
IOTSLJZ,O,X,O,O,X,O,X,X,X
IOTSLZJ,O,X,O,X,X,O,X,X,X
IOTSJLZ,O,X,O,O,X,O,X,X,X
IOTSJZL,O,X,O,X,X,O,X,X,X
IOTSZLJ,O,X,O,X,X,O,X,X,X
IOTSZJL,O,X,O,X,X,O,X,X,X
IOTZLJS,O,X,X,O,X,O,X,O,X
IOTZLSJ,O,X,X,X,X,O,X,X,X
IOTZJLS,X,X,X,O,X,O,X,O,X
IOTZJSL,X,X,X,X,X,O,X,X,X
IOTZSLJ,O,X,X,X,X,O,X,X,X
IOTZSJL,O,X,X,X,X,O,X,X,X
IOLTJSZ,O,X,O,O,X,O,X,X,X
IOLTJZS,X,X,O,O,X,O,X,X,X
IOLTSJZ,O,X,O,O,X,O,X,X,X
IOLTSZJ,O,X,O,X,X,O,X,X,X
IOLTZJS,X,X,O,O,X,O,X,X,O
IOLTZSJ,X,X,O,X,X,O,X,X,O
IOLJTSZ,X,X,O,O,X,X,X,X,X
IOLJTZS,X,X,O,O,X,X,X,X,X
IOLJSTZ,O,X,O,X,X,X,X,X,X
IOLJSZT,X,X,O,X,X,X,X,X,X
IOLJZTS,X,X,O,X,X,X,X,X,O
IOLJZST,X,X,O,X,X,X,X,X,O
IOLSTJZ,O,X,O,X,X,X,O,X,X
IOLSTZJ,O,X,O,X,X,X,X,X,X
IOLSJTZ,O,X,O,X,X,X,X,X,X
IOLSJZT,X,X,O,X,X,X,X,X,X
IOLSZTJ,O,X,O,X,X,X,O,X,O
IOLSZJT,O,X,O,X,X,X,X,X,O
IOLZTJS,O,X,O,X,X,O,X,X,O
IOLZTSJ,O,X,O,X,X,O,X,X,O
IOLZJTS,O,X,O,X,X,X,X,X,O
IOLZJST,O,X,O,X,X,X,X,X,O
IOLZSTJ,O,X,O,X,X,O,O,X,O
IOLZSJT,O,X,O,X,X,X,X,X,O
IOJTLSZ,X,X,O,O,X,O,X,X,X
IOJTLZS,X,X,O,O,X,O,X,X,X
IOJTSLZ,X,X,O,O,X,O,X,X,X
IOJTSZL,X,X,O,X,X,O,X,X,X
IOJTZLS,X,X,X,O,X,O,X,O,X
IOJTZSL,X,X,X,X,X,O,X,X,X
IOJLTSZ,X,X,O,O,X,X,X,X,X
IOJLTZS,X,X,O,O,X,X,X,X,X
IOJLSTZ,O,X,O,X,X,X,X,X,X
IOJLSZT,X,X,O,X,X,X,X,X,X
IOJLZTS,X,X,O,X,X,X,X,X,O
IOJLZST,X,X,O,X,X,X,X,X,O
IOJSTLZ,O,X,O,X,X,X,X,X,X
IOJSTZL,O,X,O,X,X,X,X,X,X
IOJSLTZ,O,X,O,X,X,X,X,X,X
IOJSLZT,X,X,O,X,X,X,X,X,X
IOJSZTL,O,X,O,X,X,X,X,X,X
IOJSZLT,O,X,O,X,X,X,X,X,X
IOJZTLS,X,X,X,X,X,O,X,X,X
IOJZTSL,X,X,X,X,X,O,X,X,X
IOJZLTS,O,X,O,X,X,X,X,X,X
IOJZLST,O,X,O,X,X,X,X,X,X
IOJZSTL,O,X,O,X,X,O,X,X,X
IOJZSLT,O,X,O,X,X,X,X,X,X
IOSTLJZ,O,X,O,X,X,O,O,X,X
IOSTLZJ,O,X,O,X,X,O,X,X,X
IOSTJLZ,O,X,O,X,X,O,O,X,X
IOSTJZL,O,X,O,X,X,O,O,X,X
IOSTZLJ,O,X,O,X,X,O,O,X,X
IOSTZJL,O,X,O,X,X,O,O,X,X
IOSLTJZ,O,X,O,X,X,X,O,X,X
IOSLTZJ,O,X,O,X,X,X,X,X,X
IOSLJTZ,O,X,O,X,X,X,X,X,X
IOSLJZT,X,X,O,X,X,X,X,X,X
IOSLZTJ,O,X,O,X,X,X,O,X,O
IOSLZJT,O,X,O,X,X,X,X,X,O
IOSJTLZ,O,X,O,X,X,X,X,X,X
IOSJTZL,O,X,O,X,X,X,X,X,X
IOSJLTZ,O,X,O,X,X,X,X,X,X
IOSJLZT,X,X,O,X,X,X,X,X,X
IOSJZTL,O,X,O,X,X,X,X,X,X
IOSJZLT,O,X,O,X,X,X,X,X,X
IOSZTLJ,O,X,O,X,X,O,O,X,X
IOSZTJL,O,X,O,X,X,O,O,X,X
IOSZLTJ,O,X,O,X,X,O,O,X,X
IOSZLJT,O,X,O,X,X,X,X,X,X
IOSZJTL,O,X,O,X,X,O,X,X,X
IOSZJLT,O,X,O,X,X,X,X,X,X
IOZTLJS,O,X,X,X,X,O,X,O,X
IOZTLSJ,O,X,X,X,X,O,X,X,X
IOZTJLS,X,X,X,X,X,O,X,O,X
IOZTJSL,X,X,X,X,X,O,X,X,X
IOZTSLJ,O,X,X,X,X,O,X,X,X
IOZTSJL,O,X,X,X,X,O,X,X,X
IOZLTJS,O,X,O,X,X,O,X,X,O
IOZLTSJ,O,X,O,X,X,O,X,X,O
IOZLJTS,O,X,O,X,X,X,X,X,O
IOZLJST,O,X,O,X,X,X,X,X,O
IOZLSTJ,O,X,O,X,X,O,O,X,O
IOZLSJT,O,X,O,X,X,X,X,X,O
IOZJTLS,X,X,X,X,X,O,X,X,X
IOZJTSL,X,X,X,X,X,O,X,X,X
IOZJLTS,O,X,O,X,X,X,X,X,X
IOZJLST,O,X,O,X,X,X,X,X,X
IOZJSTL,O,X,O,X,X,O,X,X,X
IOZJSLT,O,X,O,X,X,X,X,X,X
IOZSTLJ,O,X,O,X,X,O,O,X,X
IOZSTJL,O,X,O,X,X,O,O,X,X
IOZSLTJ,O,X,O,X,X,O,O,X,X
IOZSLJT,O,X,O,X,X,X,X,X,X
IOZSJTL,O,X,O,X,X,O,X,X,X
IOZSJLT,O,X,O,X,X,X,X,X,X
LTIJSZO,O,X,O,X,O,O,O,X,X
LTIJSOZ,O,X,O,O,O,O,O,X,X
LTIJZSO,X,X,O,X,O,O,X,O,X
LTIJZOS,X,X,O,O,X,O,X,O,X
LTIJOSZ,O,X,O,O,X,O,X,X,X
LTIJOZS,X,X,O,O,X,O,X,X,X
LTISJZO,O,X,O,X,O,O,O,X,X
LTISJOZ,O,X,O,O,O,O,O,X,X
LTISZJO,O,X,O,X,O,O,O,X,X
LTISZOJ,O,X,O,X,O,O,O,X,X
LTISOJZ,O,X,O,O,O,O,O,X,X
LTISOZJ,O,X,O,X,X,O,X,X,X
LTIZJSO,X,X,O,X,O,O,X,O,O
LTIZJOS,X,X,O,O,X,O,X,O,O
LTIZSJO,X,X,O,X,O,O,O,O,O
LTIZSOJ,X,X,O,X,O,O,O,X,O
LTIZOJS,X,X,O,O,X,O,X,O,O
LTIZOSJ,X,X,O,X,X,O,X,X,O
LTIOJSZ,O,X,O,O,X,O,X,X,X
LTIOJZS,X,X,O,O,X,O,X,X,X
LTIOSJZ,O,X,O,O,X,O,X,X,X
LTIOSZJ,O,X,O,X,X,O,X,X,X
LTIOZJS,X,X,O,O,X,O,X,X,X
LTIOZSJ,X,X,O,X,X,O,X,X,X
LTJISZO,O,X,O,X,O,O,O,X,X
LTJISOZ,O,X,O,O,O,O,O,X,X
LTJIZSO,X,X,O,X,O,O,X,O,X
LTJIZOS,X,X,O,O,X,O,X,O,X
LTJIOSZ,O,X,O,O,X,O,X,X,X
LTJIOZS,X,X,O,O,X,O,X,X,X
LTJSIZO,O,O,O,X,O,O,O,X,X
LTJSIOZ,O,O,O,X,O,O,O,X,X
LTJSZIO,O,O,O,X,O,O,O,O,X
LTJSZOI,O,O,O,X,O,O,O,X,X
LTJSOIZ,O,O,O,X,O,O,O,X,X
LTJSOZI,O,O,O,X,O,O,O,X,X
LTJZISO,O,X,O,O,O,O,O,O,X
LTJZIOS,O,O,O,O,X,O,X,O,X
LTJZSIO,O,O,O,O,O,O,O,O,X
