sequence,v115@8gA8IeC8BeB8CeF8DeG8AeC8JeT6IvhFOgB8gBfiB6?iBZjBFsB,v115@8gA8IeC8BeB8CeF8DeG8AeC8JeT6IvhFibBGdBZjB3?gBUiBFsB,v115@8gA8IeC8BeB8CeF8DeG8AeC8Je2/IvhFzbBfiB6iBZ?jBUgBFsB,v115@8gA8IeC8BeB8CeF8DeG8AeC8JeT6IvhF2gBSiBZjB3?gBUiBFsB,v115@8gA8IeC8BeB8CeF8DeG8AeC8Jex6IvhF8gBzcBmfBa?oB3iBFsB,v115@8gA8IeC8BeB8CeF8DeG8AeC8Jei6IvhFzbBRdBUgBe?oBXnBFsB,v115@8gA8IeC8BeB8CeF8DeG8AeC8JeT6IvhF2gBRiB3gBU?iBaoBFsB,v115@8gA8IeC8BeB8CeF8DeG8AeC8Jei6IvhFzbBmdBUgB1?nBRsBfsB
IJSTOLZ,X,O,O,O,X,O,X,X
IJSTOZL,X,O,O,X,X,X,X,X
IJSLTZO,X,O,X,X,X,O,X,X
IJSLTOZ,X,O,O,X,X,O,X,X
IJSLZTO,O,O,X,X,X,O,X,X
IJSLZOT,O,O,O,X,X,O,X,X
IJSLOTZ,X,O,O,O,X,O,X,X
IJSLOZT,O,O,O,O,X,O,X,X
IJSZTLO,O,O,X,X,X,O,X,X
IJSZTOL,O,O,X,X,X,O,X,X
IJSZLTO,O,O,X,X,X,O,X,X
IJSZLOT,O,O,O,X,X,O,X,X
IJSZOTL,O,O,X,X,X,O,X,X
IJSZOLT,O,O,O,X,X,O,X,X
IJSOTLZ,X,O,O,O,X,O,O,X
IJSOTZL,X,O,O,X,X,X,O,X
IJSOLTZ,X,O,O,O,X,O,O,X
IJSOLZT,O,O,O,O,X,O,O,X
IJSOZTL,O,O,X,X,X,O,O,X
IJSOZLT,O,O,O,X,X,O,O,X
IJZTLSO,O,X,X,X,O,X,X,O
IJZTLOS,O,X,X,O,O,O,X,O
IJZTSLO,O,O,O,X,O,X,X,O
IJZTSOL,O,O,O,X,O,X,X,O
IJZTOLS,O,X,X,O,O,O,X,O
IJZTOSL,O,O,O,X,O,X,X,O
IJZLTSO,O,X,X,X,O,X,X,O
IJZLTOS,O,X,X,X,O,O,X,O
IJZLSTO,O,O,X,X,X,O,X,X
IJZLSOT,O,O,X,X,O,O,X,X
IJZLOTS,O,X,X,O,O,O,X,O
IJZLOST,O,O,X,O,O,O,X,X
IJZSTLO,O,O,X,X,O,O,X,X
IJZSTOL,O,O,X,X,O,O,X,X
IJZSLTO,O,O,X,X,X,O,X,X
IJZSLOT,O,O,O,X,O,O,X,X
IJZSOTL,O,O,X,X,O,O,X,X
IJZSOLT,O,O,O,X,O,O,X,X
IJZOTLS,O,X,X,O,O,O,O,O
IJZOTSL,O,O,O,X,O,X,O,O
IJZOLTS,O,X,X,O,O,O,O,O
IJZOLST,O,O,X,O,O,O,O,X
IJZOSTL,O,O,X,X,O,O,O,X
IJZOSLT,O,O,O,X,O,O,O,X
IJOTLSZ,X,X,O,O,X,O,O,X
IJOTLZS,X,X,X,O,O,O,O,X
IJOTSLZ,O,O,O,O,X,X,O,X
IJOTSZL,O,O,O,X,X,X,O,X
IJOTZLS,O,O,X,O,O,X,O,X
IJOTZSL,O,O,O,X,O,X,O,X
IJOLTSZ,X,X,O,O,X,O,O,X
IJOLTZS,X,X,X,O,X,O,O,X
IJOLSTZ,X,X,O,O,X,O,O,X
IJOLSZT,X,X,O,O,X,O,O,X
IJOLZTS,X,X,X,O,O,O,O,X
IJOLZST,X,X,X,O,O,O,O,X
IJOSTLZ,X,O,O,O,X,O,O,X
IJOSTZL,X,O,O,X,X,X,O,X
IJOSLTZ,X,O,O,O,X,O,O,X
IJOSLZT,O,O,O,O,X,O,O,X
IJOSZTL,O,O,X,X,X,X,O,X
IJOSZLT,O,O,O,X,X,O,O,X
IJOZTLS,O,X,X,O,O,O,O,X
IJOZTSL,O,O,O,X,O,X,O,X
IJOZLTS,O,X,X,O,O,O,O,X
IJOZLST,O,O,X,O,O,O,O,X
IJOZSTL,O,O,X,X,O,X,O,X
IJOZSLT,O,O,O,X,O,O,O,X
ISTLJZO,O,O,O,X,X,X,X,X
ISTLJOZ,O,O,O,O,X,X,X,X
ISTLZJO,O,O,O,X,X,X,X,O
ISTLZOJ,O,O,O,X,X,X,X,O
ISTLOJZ,O,O,O,O,X,X,X,X
ISTLOZJ,O,O,O,X,X,X,X,X
ISTJLZO,O,O,O,X,X,X,X,X
ISTJLOZ,O,O,O,O,X,X,X,X
ISTJZLO,O,O,O,X,X,X,X,X
ISTJZOL,O,O,O,X,X,X,X,X
ISTJOLZ,O,O,O,O,X,X,X,X
ISTJOZL,O,O,O,X,X,X,X,X
ISTZLJO,O,O,O,X,X,X,X,O
ISTZLOJ,O,O,O,X,X,X,X,O
ISTZJLO,O,O,O,X,X,X,X,O
ISTZJOL,O,O,O,X,X,X,X,O
ISTZOLJ,O,O,O,X,X,X,X,O
ISTZOJL,O,O,O,X,X,X,X,O
ISTOLJZ,O,O,O,O,X,X,X,X
ISTOLZJ,O,O,O,X,X,X,X,X
ISTOJLZ,O,O,O,O,X,X,X,X
ISTOJZL,O,O,O,X,X,X,X,X
ISTOZLJ,O,O,O,X,X,X,X,X
ISTOZJL,O,O,O,X,X,X,X,X
ISLTJZO,X,O,X,X,X,X,X,X
ISLTJOZ,X,O,O,X,X,X,X,X
ISLTZJO,O,O,X,X,X,X,X,O
ISLTZOJ,O,O,X,X,X,X,X,O
ISLTOJZ,X,O,O,X,X,X,X,X
ISLTOZJ,O,O,X,X,X,X,X,X
ISLJTZO,X,O,X,X,X,X,X,X
ISLJTOZ,X,O,O,X,X,X,X,X
ISLJZTO,O,O,X,X,X,X,X,X
ISLJZOT,O,O,O,X,X,X,X,X
ISLJOTZ,X,O,O,O,X,X,X,X
ISLJOZT,O,O,O,O,X,X,X,X
ISLZTJO,O,O,X,X,X,X,X,O
ISLZTOJ,O,O,X,X,X,X,X,O
ISLZJTO,O,O,X,X,X,X,X,X
ISLZJOT,O,O,O,X,X,X,X,X
ISLZOTJ,O,O,X,X,X,X,X,O
ISLZOJT,O,O,O,X,X,X,X,X
ISLOTJZ,X,O,O,X,X,X,X,X
ISLOTZJ,O,O,X,X,X,X,X,X
ISLOJTZ,X,O,O,O,X,X,X,X
ISLOJZT,O,O,O,O,X,X,X,X
ISLOZTJ,O,O,X,X,X,X,X,X
ISLOZJT,O,O,O,X,X,X,X,X
ISJTLZO,X,O,O,X,X,X,X,X
ISJTLOZ,X,O,O,O,X,X,X,X
ISJTZLO,X,O,O,X,X,X,X,X
ISJTZOL,X,O,O,X,X,X,X,X
ISJTOLZ,X,O,O,O,X,X,X,X
ISJTOZL,X,O,O,X,X,X,X,X
ISJLTZO,X,O,X,X,X,X,X,X
ISJLTOZ,X,O,O,X,X,X,X,X
ISJLZTO,O,O,X,X,X,X,X,X
ISJLZOT,O,O,O,X,X,X,X,X
ISJLOTZ,X,O,O,O,X,X,X,X
ISJLOZT,O,O,O,O,X,X,X,X
ISJZTLO,O,O,X,X,X,X,X,X
ISJZTOL,O,O,X,X,X,X,X,X
ISJZLTO,O,O,X,X,X,X,X,X
ISJZLOT,O,O,O,X,X,X,X,X
ISJZOTL,O,O,X,X,X,X,X,X
ISJZOLT,O,O,O,X,X,X,X,X
ISJOTLZ,X,O,O,O,X,X,O,X
ISJOTZL,X,O,O,X,X,X,O,X
ISJOLTZ,X,O,O,O,X,X,O,X
ISJOLZT,O,O,O,O,X,X,O,X
ISJOZTL,O,O,X,X,X,X,O,X
ISJOZLT,O,O,O,X,X,X,O,X
ISZTLJO,O,O,X,X,X,X,X,O
ISZTLOJ,O,O,X,X,X,X,X,O
ISZTJLO,O,O,X,X,X,X,X,O
ISZTJOL,O,O,X,X,X,X,X,O
ISZTOLJ,O,O,X,X,X,X,X,O
ISZTOJL,O,O,X,X,X,X,X,O
ISZLTJO,O,O,X,X,X,X,X,O
ISZLTOJ,O,O,X,X,X,X,X,O
ISZLJTO,O,O,X,X,X,X,X,X
ISZLJOT,O,O,O,X,X,X,X,X
ISZLOTJ,O,O,X,X,X,X,X,O
ISZLOJT,O,O,O,X,X,X,X,X
ISZJTLO,O,O,X,X,X,X,X,X
ISZJTOL,O,O,X,X,X,X,X,X
ISZJLTO,O,O,X,X,X,X,X,X
ISZJLOT,O,O,O,X,X,X,X,X
ISZJOTL,O,O,X,X,X,X,X,X
ISZJOLT,O,O,O,X,X,X,X,X
ISZOTLJ,O,O,X,X,X,X,X,O
ISZOTJL,O,O,X,X,X,X,X,O
ISZOLTJ,O,O,X,X,X,X,X,O
ISZOLJT,O,O,O,X,X,X,X,X
ISZOJTL,O,O,X,X,X,X,X,X
ISZOJLT,O,O,O,X,X,X,X,X
ISOTLJZ,O,O,O,O,X,X,X,X
ISOTLZJ,O,O,O,X,X,X,X,X
ISOTJLZ,O,O,O,O,X,X,X,X
ISOTJZL,O,O,O,X,X,X,X,X
ISOTZLJ,O,O,O,X,X,X,X,X
ISOTZJL,O,O,O,X,X,X,X,X
ISOLTJZ,X,O,O,X,X,X,X,X
ISOLTZJ,O,O,X,X,X,X,X,X
ISOLJTZ,X,O,O,O,X,X,X,X
ISOLJZT,O,O,O,O,X,X,X,X
ISOLZTJ,O,O,X,X,X,X,X,X
ISOLZJT,O,O,O,X,X,X,X,X
ISOJTLZ,X,O,O,O,X,X,O,X
ISOJTZL,X,O,O,X,X,X,O,X
ISOJLTZ,X,O,O,O,X,X,O,X
ISOJLZT,O,O,O,O,X,X,O,X
ISOJZTL,O,O,X,X,X,X,O,X
ISOJZLT,O,O,O,X,X,X,O,X
ISOZTLJ,O,O,X,X,X,X,X,X
ISOZTJL,O,O,X,X,X,X,X,X
ISOZLTJ,O,O,X,X,X,X,X,X
ISOZLJT,O,O,O,X,X,X,X,X
ISOZJTL,O,O,X,X,X,X,X,X
ISOZJLT,O,O,O,X,X,X,X,X
IZTLJSO,O,O,X,X,O,X,X,O
IZTLJOS,O,O,X,O,O,X,X,O
IZTLSJO,O,O,X,X,X,X,X,O
IZTLSOJ,O,O,X,X,X,X,X,O
IZTLOJS,O,O,X,O,O,X,X,O
IZTLOSJ,O,O,X,X,X,X,X,O
IZTJLSO,O,O,X,X,O,X,X,O
IZTJLOS,O,O,X,O,O,X,X,O
IZTJSLO,O,O,O,X,O,X,X,O
IZTJSOL,O,O,O,X,O,X,X,O
IZTJOLS,O,O,X,O,O,X,X,O
IZTJOSL,O,O,O,X,O,X,X,O
IZTSLJO,O,O,O,X,X,X,X,O
IZTSLOJ,O,O,O,X,X,X,X,O
IZTSJLO,O,O,O,X,X,X,X,O
IZTSJOL,O,O,O,X,X,X,X,O
IZTSOLJ,O,O,O,X,X,X,X,O
IZTSOJL,O,O,O,X,X,X,X,O
IZTOLJS,O,O,X,O,O,X,X,O
IZTOLSJ,O,O,X,X,X,X,X,O
IZTOJLS,O,O,X,O,O,X,X,O
IZTOJSL,O,O,O,X,O,X,X,O
IZTOSLJ,O,O,O,X,X,X,X,O
IZTOSJL,O,O,O,X,X,X,X,O
IZLTJSO,O,X,X,X,X,X,X,O
IZLTJOS,O,X,X,X,X,X,X,O
IZLTSJO,O,X,X,X,X,X,X,O
IZLTSOJ,O,X,X,X,X,X,X,O
IZLTOJS,O,X,X,X,X,X,X,O
IZLTOSJ,O,X,X,X,X,X,X,O
IZLJTSO,O,X,X,X,X,X,X,O
IZLJTOS,O,X,X,X,O,O,X,O
IZLJSTO,O,O,X,X,X,O,X,X
IZLJSOT,O,O,X,X,O,O,X,X
IZLJOTS,O,X,X,O,O,O,X,O
IZLJOST,O,O,X,O,O,O,X,X
IZLSTJO,O,O,X,X,X,X,X,O
IZLSTOJ,O,O,X,X,X,X,X,O
IZLSJTO,O,O,X,X,X,X,X,X
IZLSJOT,O,O,X,X,X,X,X,X
IZLSOTJ,O,O,X,X,X,X,X,O
IZLSOJT,O,O,X,X,X,X,X,X
IZLOTJS,O,X,X,X,X,X,X,O
IZLOTSJ,O,X,X,X,X,X,X,O
IZLOJTS,O,X,X,O,O,O,X,O
IZLOJST,O,O,X,O,O,O,X,X
IZLOSTJ,O,O,X,X,X,X,X,O
IZLOSJT,O,O,X,X,X,X,X,X
IZJTLSO,O,X,X,X,O,X,X,O
IZJTLOS,O,X,X,O,O,O,X,O
IZJTSLO,O,O,O,X,O,X,X,O
IZJTSOL,O,O,O,X,O,X,X,O
IZJTOLS,O,X,X,O,O,O,X,O
IZJTOSL,O,O,O,X,O,X,X,O
IZJLTSO,O,X,X,X,O,X,X,O
IZJLTOS,O,X,X,X,O,O,X,O
IZJLSTO,O,O,X,X,X,O,X,X
IZJLSOT,O,O,X,X,O,O,X,X
IZJLOTS,O,X,X,O,O,O,X,O
IZJLOST,O,O,X,O,O,O,X,X
IZJSTLO,O,O,X,X,O,O,X,X
IZJSTOL,O,O,X,X,O,O,X,X
IZJSLTO,O,O,X,X,X,O,X,X
IZJSLOT,O,O,O,X,O,O,X,X
IZJSOTL,O,O,X,X,O,O,X,X
IZJSOLT,O,O,O,X,O,O,X,X
IZJOTLS,O,X,X,O,O,O,O,O
IZJOTSL,O,O,O,X,O,X,O,O
IZJOLTS,O,X,X,O,O,O,O,O
IZJOLST,O,O,X,O,O,O,O,X
IZJOSTL,O,O,X,X,O,O,O,X
IZJOSLT,O,O,O,X,O,O,O,X
IZSTLJO,O,O,X,X,X,X,X,O
IZSTLOJ,O,O,X,X,X,X,X,O
IZSTJLO,O,O,X,X,X,X,X,O
IZSTJOL,O,O,X,X,X,X,X,O
IZSTOLJ,O,O,X,X,X,X,X,O
IZSTOJL,O,O,X,X,X,X,X,O
IZSLTJO,O,O,X,X,X,X,X,O
IZSLTOJ,O,O,X,X,X,X,X,O
IZSLJTO,O,O,X,X,X,X,X,X
IZSLJOT,O,O,O,X,X,X,X,X
IZSLOTJ,O,O,X,X,X,X,X,O
IZSLOJT,O,O,O,X,X,X,X,X
IZSJTLO,O,O,X,X,X,X,X,X
IZSJTOL,O,O,X,X,X,X,X,X
IZSJLTO,O,O,X,X,X,X,X,X
IZSJLOT,O,O,O,X,X,X,X,X
IZSJOTL,O,O,X,X,X,X,X,X
IZSJOLT,O,O,O,X,X,X,X,X
IZSOTLJ,O,O,X,X,X,X,X,O
IZSOTJL,O,O,X,X,X,X,X,O
IZSOLTJ,O,O,X,X,X,X,X,O
IZSOLJT,O,O,O,X,X,X,X,X
IZSOJTL,O,O,X,X,X,X,X,X
IZSOJLT,O,O,O,X,X,X,X,X
IZOTLJS,O,O,X,O,O,X,X,O
IZOTLSJ,O,O,X,X,X,X,X,O
IZOTJLS,O,O,X,O,O,X,X,O
IZOTJSL,O,O,O,X,O,X,X,O
IZOTSLJ,O,O,O,X,X,X,X,O
IZOTSJL,O,O,O,X,X,X,X,O
IZOLTJS,O,X,X,X,X,X,X,O
IZOLTSJ,O,X,X,X,X,X,X,O
IZOLJTS,O,X,X,O,O,O,X,O
IZOLJST,O,O,X,O,O,O,X,X
IZOLSTJ,O,O,X,X,X,X,X,O
IZOLSJT,O,O,X,X,X,X,X,X
IZOJTLS,O,X,X,O,O,O,O,O
IZOJTSL,O,O,O,X,O,X,O,O
IZOJLTS,O,X,X,O,O,O,O,O
IZOJLST,O,O,X,O,O,O,O,X
IZOJSTL,O,O,X,X,O,O,O,X
IZOJSLT,O,O,O,X,O,O,O,X
IZOSTLJ,O,O,X,X,X,X,X,O
IZOSTJL,O,O,X,X,X,X,X,O
IZOSLTJ,O,O,X,X,X,X,X,O
IZOSLJT,O,O,O,X,X,X,X,X
IZOSJTL,O,O,X,X,X,X,X,X
IZOSJLT,O,O,O,X,X,X,X,X
IOTLJSZ,X,X,O,O,X,X,O,X
IOTLJZS,X,X,X,O,O,X,O,X
IOTLSJZ,O,O,O,O,X,X,X,X
IOTLSZJ,O,O,O,X,X,X,X,X
IOTLZJS,O,O,X,O,O,X,X,O
IOTLZSJ,O,O,X,X,X,X,X,O
IOTJLSZ,X,X,O,O,X,X,O,X
IOTJLZS,X,X,X,O,O,X,O,X
IOTJSLZ,O,O,O,O,X,X,O,X
IOTJSZL,O,O,O,X,X,X,O,X
IOTJZLS,O,O,X,O,O,X,O,X
IOTJZSL,O,O,O,X,O,X,O,X
IOTSLJZ,O,O,O,O,X,X,X,X
IOTSLZJ,O,O,O,X,X,X,X,X
IOTSJLZ,O,O,O,O,X,X,O,X
IOTSJZL,O,O,O,X,X,X,O,X
IOTSZLJ,O,O,O,X,X,X,X,X
IOTSZJL,O,O,O,X,X,X,X,X
IOTZLJS,O,O,X,O,O,X,X,O
IOTZLSJ,O,O,X,X,X,X,X,O
IOTZJLS,O,O,X,O,O,X,O,O
IOTZJSL,O,O,O,X,O,X,O,O
IOTZSLJ,O,O,O,X,X,X,X,O
IOTZSJL,O,O,O,X,X,X,X,O
IOLTJSZ,X,X,O,O,X,X,X,X
IOLTJZS,X,X,X,O,X,X,X,X
IOLTSJZ,O,O,O,O,X,X,X,X
IOLTSZJ,O,O,O,X,X,X,X,X
IOLTZJS,O,O,X,O,X,X,X,O
IOLTZSJ,O,O,X,X,X,X,X,O
IOLJTSZ,X,X,O,O,X,O,O,X
IOLJTZS,X,X,X,O,X,O,O,X
IOLJSTZ,X,X,O,O,X,O,O,X
IOLJSZT,X,X,O,O,X,O,O,X
IOLJZTS,X,X,X,O,O,O,O,X
IOLJZST,X,X,X,O,O,O,O,X
IOLSTJZ,X,O,O,X,X,X,X,X
IOLSTZJ,O,O,X,X,X,X,X,X
IOLSJTZ,X,O,O,O,X,X,X,X
IOLSJZT,O,O,O,O,X,X,X,X
IOLSZTJ,O,O,X,X,X,X,X,X
IOLSZJT,O,O,O,X,X,X,X,X
IOLZTJS,O,X,X,X,X,X,X,O
IOLZTSJ,O,X,X,X,X,X,X,O
IOLZJTS,O,X,X,O,O,X,X,O
IOLZJST,O,O,X,O,O,X,X,X
IOLZSTJ,O,O,X,X,X,X,X,O
IOLZSJT,O,O,X,X,X,X,X,X
IOJTLSZ,X,X,O,O,X,O,O,X
IOJTLZS,X,X,X,O,O,O,O,X
IOJTSLZ,O,O,O,O,X,X,O,X
IOJTSZL,O,O,O,X,X,X,O,X
IOJTZLS,O,O,X,O,O,X,O,X
IOJTZSL,O,O,O,X,O,X,O,X
IOJLTSZ,X,X,O,O,X,O,O,X
IOJLTZS,X,X,X,O,X,O,O,X
IOJLSTZ,X,X,O,O,X,O,O,X
IOJLSZT,X,X,O,O,X,O,O,X
IOJLZTS,X,X,X,O,O,O,O,X
IOJLZST,X,X,X,O,O,O,O,X
IOJSTLZ,X,O,O,O,X,O,O,X
IOJSTZL,X,O,O,X,X,X,O,X
IOJSLTZ,X,O,O,O,X,O,O,X
IOJSLZT,O,O,O,O,X,O,O,X
IOJSZTL,O,O,X,X,X,X,O,X
IOJSZLT,O,O,O,X,X,O,O,X
IOJZTLS,O,X,X,O,O,X,O,X
IOJZTSL,O,O,O,X,O,X,O,X
IOJZLTS,O,X,X,O,O,O,O,X
IOJZLST,O,O,X,O,O,O,O,X
IOJZSTL,O,O,X,X,O,X,O,X
IOJZSLT,O,O,O,X,O,X,O,X
IOSTLJZ,O,O,O,O,X,X,X,X
IOSTLZJ,O,O,O,X,X,X,X,X
IOSTJLZ,O,O,O,O,X,X,X,X
IOSTJZL,O,O,O,X,X,X,X,X
IOSTZLJ,O,O,O,X,X,X,X,X
IOSTZJL,O,O,O,X,X,X,X,X
IOSLTJZ,X,O,O,X,X,X,X,X
IOSLTZJ,O,O,X,X,X,X,X,X
IOSLJTZ,X,O,O,O,X,X,X,X
IOSLJZT,O,O,O,O,X,X,X,X
IOSLZTJ,O,O,X,X,X,X,X,X
IOSLZJT,O,O,O,X,X,X,X,X
IOSJTLZ,X,O,O,O,X,X,O,X
IOSJTZL,X,O,O,X,X,X,O,X
IOSJLTZ,X,O,O,O,X,X,O,X
IOSJLZT,O,O,O,O,X,X,O,X
IOSJZTL,O,O,X,X,X,X,O,X
IOSJZLT,O,O,O,X,X,X,O,X
IOSZTLJ,O,O,X,X,X,X,X,X
IOSZTJL,O,O,X,X,X,X,X,X
IOSZLTJ,O,O,X,X,X,X,X,X
IOSZLJT,O,O,O,X,X,X,X,X
IOSZJTL,O,O,X,X,X,X,X,X
IOSZJLT,O,O,O,X,X,X,X,X
IOZTLJS,O,O,X,O,O,X,X,O
IOZTLSJ,O,O,X,X,X,X,X,O
IOZTJLS,O,O,X,O,O,X,X,O
IOZTJSL,O,O,O,X,O,X,X,O
IOZTSLJ,O,O,O,X,X,X,X,O
IOZTSJL,O,O,O,X,X,X,X,O
IOZLTJS,O,X,X,X,X,X,X,O
IOZLTSJ,O,X,X,X,X,X,X,O
IOZLJTS,O,X,X,O,O,X,X,O
IOZLJST,O,O,X,O,O,X,X,X
IOZLSTJ,O,O,X,X,X,X,X,O
IOZLSJT,O,O,X,X,X,X,X,X
IOZJTLS,O,X,X,O,O,X,O,O
IOZJTSL,O,O,O,X,O,X,O,O
IOZJLTS,O,X,X,O,O,X,O,O
IOZJLST,O,O,X,O,O,X,O,X
IOZJSTL,O,O,X,X,O,X,O,X
IOZJSLT,O,O,O,X,O,X,O,X
IOZSTLJ,O,O,X,X,X,X,X,O
IOZSTJL,O,O,X,X,X,X,X,O
IOZSLTJ,O,O,X,X,X,X,X,O
IOZSLJT,O,O,O,X,X,X,X,X
IOZSJTL,O,O,X,X,X,X,X,X
IOZSJLT,O,O,O,X,X,X,X,X
LTIJSZO,X,X,O,X,X,X,X,X
LTIJSOZ,X,X,O,O,X,X,X,X
LTIJZSO,X,X,X,X,O,X,X,O
LTIJZOS,X,X,X,O,O,X,X,O
LTIJOSZ,X,X,O,O,X,X,O,X
LTIJOZS,X,X,X,O,O,X,O,X
LTISJZO,O,O,O,X,X,X,X,X
LTISJOZ,O,O,O,O,X,X,X,X
LTISZJO,O,O,O,X,X,X,X,O
LTISZOJ,O,O,O,X,X,X,X,O
LTISOJZ,O,O,O,O,X,X,X,X
LTISOZJ,O,O,O,X,X,X,X,X
LTIZJSO,O,O,X,X,O,X,X,O
LTIZJOS,O,O,X,O,O,X,X,O
LTIZSJO,O,O,X,X,X,X,X,O
LTIZSOJ,O,O,X,X,X,X,X,O
LTIZOJS,O,O,X,O,O,X,X,O
LTIZOSJ,O,O,X,X,X,X,X,O
LTIOJSZ,X,X,O,O,X,X,O,X
LTIOJZS,X,X,X,O,O,X,O,X
LTIOSJZ,O,O,O,O,X,X,X,X
LTIOSZJ,O,O,O,X,X,X,X,X
LTIOZJS,O,O,X,O,O,X,X,O
LTIOZSJ,O,O,X,X,X,X,X,O
LTJISZO,X,X,O,X,X,X,X,X
LTJISOZ,X,X,O,O,X,X,X,X
LTJIZSO,X,X,X,X,O,X,X,X
LTJIZOS,X,X,X,O,O,O,X,X
LTJIOSZ,X,X,O,O,X,O,O,X
LTJIOZS,X,X,X,O,O,O,O,X
LTJSIZO,X,X,O,X,X,O,X,X
LTJSIOZ,X,X,O,O,X,O,X,X
LTJSZIO,X,X,O,X,O,O,X,X
LTJSZOI,X,X,O,X,O,O,X,X
LTJSOIZ,X,X,O,O,X,O,X,X
LTJSOZI,X,X,O,X,O,X,X,X
LTJZISO,X,X,X,X,O,X,X,X
LTJZIOS,X,X,X,O,O,O,X,X
LTJZSIO,X,X,X,X,O,O,X,X
LTJZSOI,X,X,X,X,O,O,X,X
LTJZOIS,X,X,X,O,O,O,X,X
LTJZOSI,X,X,X,X,O,O,X,X
LTJOISZ,X,X,O,O,X,O,O,X
LTJOIZS,X,X,X,O,O,O,O,X
LTJOSIZ,X,X,O,O,X,O,X,X
LTJOSZI,X,X,O,X,O,X,X,X
LTJOZIS,X,X,X,O,O,X,X,X
LTJOZSI,X,X,X,X,O,X,X,X
LTSIJZO,O,O,O,X,X,X,X,X
LTSIJOZ,O,O,O,O,X,X,X,X
LTSIZJO,O,O,O,X,X,X,X,X
LTSIZOJ,O,O,O,X,X,X,X,X
LTSIOJZ,O,O,O,O,X,X,X,X
LTSIOZJ,O,O,O,X,X,X,X,X
LTSJIZO,O,O,O,X,X,X,X,X
LTSJIOZ,O,O,O,O,X,X,X,X
LTSJZIO,O,O,O,X,O,X,X,X
LTSJZOI,O,O,O,X,O,X,X,X
LTSJOIZ,O,O,O,O,X,X,X,X
LTSJOZI,O,O,O,X,O,X,X,X
LTSZIJO,O,O,O,X,X,X,X,X
LTSZIOJ,O,O,O,X,X,X,X,X
LTSZJIO,O,O,O,X,O,X,X,X
LTSZJOI,O,O,O,X,O,X,X,X
LTSZOIJ,O,O,O,X,X,X,X,X
LTSZOJI,O,O,O,X,O,X,X,X
LTSOIJZ,O,O,O,O,X,X,X,X
LTSOIZJ,O,O,O,X,X,X,X,X
LTSOJIZ,O,O,O,O,X,X,X,X
LTSOJZI,O,O,O,X,O,X,X,X
LTSOZIJ,O,O,O,X,X,X,X,X
LTSOZJI,O,O,O,X,O,X,X,X
LTZIJSO,O,O,X,X,O,X,X,O
LTZIJOS,O,O,X,O,O,X,X,O
LTZISJO,O,O,X,X,X,X,X,O
LTZISOJ,O,O,X,X,X,X,X,O
LTZIOJS,O,O,X,O,O,X,X,O
LTZIOSJ,O,O,X,X,X,X,X,O
LTZJISO,O,O,X,X,O,X,X,X
LTZJIOS,O,O,X,O,O,O,X,X
LTZJSIO,O,O,X,X,O,O,X,X
LTZJSOI,O,O,X,X,O,O,X,X
LTZJOIS,O,O,X,O,O,O,X,X
LTZJOSI,O,O,X,X,O,O,X,X
LTZSIJO,O,O,X,X,X,X,X,X
LTZSIOJ,O,O,X,X,X,X,X,X
LTZSJIO,O,O,X,X,O,X,X,X
LTZSJOI,O,O,X,X,O,X,X,X
LTZSOIJ,O,O,X,X,X,X,X,X
LTZSOJI,O,O,X,X,O,X,X,X
LTZOIJS,O,O,X,O,O,X,X,O
LTZOISJ,O,O,X,X,X,X,X,O
LTZOJIS,O,O,X,O,O,O,X,X
LTZOJSI,O,O,X,X,O,O,X,X
LTZOSIJ,O,O,X,X,X,X,X,X
LTZOSJI,O,O,X,X,O,X,X,X
LTOIJSZ,X,X,O,O,X,X,O,X
LTOIJZS,X,X,X,O,O,X,O,X
LTOISJZ,O,O,O,O,X,X,X,X
LTOISZJ,O,O,O,X,X,X,X,X
LTOIZJS,O,O,X,O,O,X,X,X
LTOIZSJ,O,O,X,X,X,X,X,X
LTOJISZ,X,X,O,O,X,O,O,X
LTOJIZS,X,X,X,O,O,O,O,X
LTOJSIZ,X,X,O,O,X,O,X,X
LTOJSZI,X,X,O,X,O,X,X,X
LTOJZIS,X,X,X,O,O,X,X,X
LTOJZSI,X,X,X,X,O,X,X,X
LTOSIJZ,O,O,O,O,X,X,X,X
LTOSIZJ,O,O,O,X,X,X,X,X
LTOSJIZ,O,O,O,O,X,X,X,X
LTOSJZI,O,O,O,X,O,X,X,X
LTOSZIJ,O,O,O,X,X,X,X,X
LTOSZJI,O,O,O,X,O,X,X,X
LTOZIJS,O,O,X,O,O,X,X,X
LTOZISJ,O,O,X,X,X,X,X,X
LTOZJIS,O,O,X,O,O,X,X,X
LTOZJSI,O,O,X,X,O,X,X,X
LTOZSIJ,O,O,X,X,X,X,X,X
LTOZSJI,O,O,X,X,O,X,X,X
LITJSZO,X,X,O,X,X,X,X,X
LITJSOZ,X,X,O,O,X,X,X,X
LITJZSO,X,X,X,X,X,X,X,O
LITJZOS,X,X,X,O,X,X,X,O
LITJOSZ,X,X,O,O,X,X,X,X
LITJOZS,X,X,X,O,X,X,X,X
LITSJZO,O,O,O,X,X,X,X,X
LITSJOZ,O,O,O,O,X,X,X,X
LITSZJO,O,O,O,X,X,X,X,O
LITSZOJ,O,O,O,X,X,X,X,O
LITSOJZ,O,O,O,O,X,X,X,X
