sequence,v115@AhA8IeA8HeB8FeG8AeA8Kei/IvhFOmB8mBziB5oB3k?BlsB,v115@AhA8IeA8HeB8FeG8AeA8KeOEJvhF8kBihBziB5oB3m?BlsB,v115@AhA8IeA8HeB8FeG8AeA8Kem/IvhFihB3iB5oBTkB1r?B8sB,v115@AhA8IeA8HeB8FeG8AeA8KeKEJvhFzfBlhB3iB5oB2r?B8sB,v115@AhA8IeA8HeB8FeG8AeA8Kem/IvhFKmBfnBliB5oBTk?B8sB,v115@AhA8IeA8HeB8FeG8AeA8Kei/IvhFOmBliB5oB3kBzm?B8sB
IOTZSLJ,O,O,O,X,X,O
IOTZSJL,O,O,O,X,X,O
IOLTJSZ,X,X,O,O,O,X
IOLTJZS,X,X,O,O,O,X
IOLTSJZ,X,X,O,X,O,X
IOLTSZJ,X,X,O,X,O,X
IOLTZJS,X,X,O,O,O,X
IOLTZSJ,X,X,O,O,O,X
IOLJTSZ,X,X,O,O,O,X
IOLJTZS,X,X,O,O,O,X
IOLJSTZ,X,X,X,O,O,O
IOLJSZT,X,X,X,O,O,O
IOLJZTS,X,X,O,O,O,O
IOLJZST,X,X,O,O,O,O
IOLSTJZ,X,X,X,X,O,O
IOLSTZJ,X,X,X,X,O,O
IOLSJTZ,X,X,X,O,O,O
IOLSJZT,X,X,X,O,O,O
IOLSZTJ,X,X,X,O,O,O
IOLSZJT,X,X,X,O,O,O
IOLZTJS,X,X,O,O,O,O
IOLZTSJ,X,X,O,O,O,O
IOLZJTS,X,X,O,O,O,O
IOLZJST,X,X,O,O,O,O
IOLZSTJ,X,X,O,O,O,O
IOLZSJT,X,X,O,O,O,O
IOJTLSZ,X,X,O,O,O,X
IOJTLZS,X,X,O,O,O,X
IOJTSLZ,X,X,O,X,X,O
IOJTSZL,X,X,O,X,X,O
IOJTZLS,X,X,O,O,O,O
IOJTZSL,X,X,O,O,X,O
IOJLTSZ,X,X,O,O,O,X
IOJLTZS,X,X,O,O,O,X
IOJLSTZ,X,X,X,O,O,O
IOJLSZT,X,X,X,O,O,O
IOJLZTS,X,X,O,O,O,O
IOJLZST,X,X,O,O,O,O
IOJSTLZ,X,X,O,X,X,O
IOJSTZL,X,X,O,X,X,O
IOJSLTZ,X,X,X,X,O,O
IOJSLZT,O,X,X,X,O,O
IOJSZTL,O,X,O,X,X,O
IOJSZLT,O,X,O,X,O,O
IOJZTLS,O,X,O,O,O,O
IOJZTSL,O,X,O,O,X,O
IOJZLTS,X,X,O,O,O,O
IOJZLST,X,X,O,O,O,O
IOJZSTL,O,X,O,O,X,O
IOJZSLT,O,X,O,O,O,O
IOSTLJZ,O,O,O,X,X,O
IOSTLZJ,O,O,O,X,X,O
IOSTJLZ,O,O,O,X,X,O
IOSTJZL,O,O,O,X,X,O
IOSTZLJ,O,O,O,X,X,O
IOSTZJL,O,O,O,X,X,O
IOSLTJZ,O,O,X,X,O,O
IOSLTZJ,O,O,X,X,O,O
IOSLJTZ,X,X,X,X,O,O
IOSLJZT,O,X,X,X,O,O
IOSLZTJ,O,O,X,X,O,O
IOSLZJT,O,O,X,X,O,O
IOSJTLZ,X,X,O,X,X,O
IOSJTZL,X,X,O,X,X,O
IOSJLTZ,X,X,X,X,O,O
IOSJLZT,O,X,X,X,O,O
IOSJZTL,O,X,O,X,X,O
IOSJZLT,O,X,O,X,O,O
IOSZTLJ,O,O,O,X,X,O
IOSZTJL,O,O,O,X,X,O
IOSZLTJ,O,O,O,X,O,O
IOSZLJT,O,O,O,X,O,O
IOSZJTL,O,O,O,X,X,O
IOSZJLT,O,O,O,X,O,O
IOZTLJS,O,O,O,X,O,O
IOZTLSJ,O,O,O,X,O,O
IOZTJLS,O,O,O,X,O,O
IOZTJSL,O,O,O,X,X,O
IOZTSLJ,O,O,O,X,X,O
IOZTSJL,O,O,O,X,X,O
IOZLTJS,X,X,O,O,O,O
IOZLTSJ,X,X,O,O,O,O
IOZLJTS,X,X,O,O,O,O
IOZLJST,X,X,O,O,O,O
IOZLSTJ,X,X,O,O,O,O
IOZLSJT,X,X,O,O,O,O
IOZJTLS,O,O,O,O,O,O
IOZJTSL,O,O,O,O,X,O
IOZJLTS,X,X,O,O,O,O
IOZJLST,X,X,O,O,O,O
IOZJSTL,O,O,O,O,X,O
IOZJSLT,O,O,O,O,O,O
IOZSTLJ,O,O,O,O,X,O
IOZSTJL,O,O,O,X,X,O
IOZSLTJ,O,O,O,O,O,O
IOZSLJT,O,O,O,O,O,O
IOZSJTL,O,O,O,O,X,O
IOZSJLT,O,O,O,O,O,O
LTIJSZO,X,X,O,O,O,X
LTIJSOZ,X,X,X,O,X,X
LTIJZSO,X,X,O,O,O,X
LTIJZOS,X,X,O,O,X,X
LTIJOSZ,X,X,O,O,X,X
LTIJOZS,X,X,O,O,X,X
LTISJZO,O,O,O,X,O,X
LTISJOZ,O,O,X,X,X,X
LTISZJO,O,O,O,X,O,X
LTISZOJ,O,O,O,X,O,X
LTISOJZ,O,O,O,X,O,X
LTISOZJ,O,O,O,X,O,X
LTIZJSO,O,O,O,O,O,X
LTIZJOS,O,O,O,O,X,X
LTIZSJO,O,O,O,O,O,X
LTIZSOJ,O,O,O,O,O,X
LTIZOJS,O,O,O,O,O,X
LTIZOSJ,O,O,O,O,O,X
LTIOJSZ,X,X,O,O,O,X
LTIOJZS,X,X,O,O,O,X
LTIOSJZ,O,O,O,X,O,X
LTIOSZJ,O,O,O,X,O,X
LTIOZJS,O,O,O,O,O,X
LTIOZSJ,O,O,O,O,O,X
LTJISZO,X,X,O,O,O,X
LTJISOZ,X,X,X,O,X,X
LTJIZSO,X,X,O,O,O,X
LTJIZOS,X,X,O,O,X,X
LTJIOSZ,X,X,O,O,X,X
LTJIOZS,X,X,O,O,X,X
LTJSIZO,X,X,O,O,O,X
LTJSIOZ,X,X,X,O,X,X
LTJSZIO,X,X,O,O,O,X
LTJSZOI,X,X,O,O,O,X
LTJSOIZ,X,X,X,O,X,X
LTJSOZI,X,X,X,O,X,X
LTJZISO,X,X,O,O,O,X
LTJZIOS,X,X,O,O,X,X
LTJZSIO,X,X,O,O,O,X
LTJZSOI,X,X,O,O,O,X
LTJZOIS,X,X,O,O,X,X
LTJZOSI,X,X,O,O,X,X
LTJOISZ,X,X,O,O,X,X
LTJOIZS,X,X,O,O,X,X
LTJOSIZ,X,X,O,O,X,X
LTJOSZI,X,X,O,O,X,X
LTJOZIS,X,X,O,O,X,X
LTJOZSI,X,X,O,O,X,X
LTSIJZO,O,O,O,X,O,X
LTSIJOZ,O,O,X,X,X,X
LTSIZJO,O,O,O,X,O,X
LTSIZOJ,O,O,O,X,O,X
LTSIOJZ,O,O,O,X,O,X
LTSIOZJ,O,O,O,X,O,X
LTSJIZO,O,O,O,X,O,X
LTSJIOZ,O,O,X,X,X,X
LTSJZIO,O,O,O,X,O,X
LTSJZOI,O,O,O,X,O,X
LTSJOIZ,O,O,X,X,X,X
LTSJOZI,O,O,X,X,X,X
LTSZIJO,O,O,O,X,O,X
LTSZIOJ,O,O,O,X,O,X
LTSZJIO,O,O,O,X,O,X
LTSZJOI,O,O,O,X,O,X
LTSZOIJ,O,O,O,X,O,X
LTSZOJI,O,O,O,X,O,X
LTSOIJZ,O,O,O,X,O,X
LTSOIZJ,O,O,O,X,O,X
LTSOJIZ,O,O,O,X,O,X
LTSOJZI,O,O,O,X,O,X
LTSOZIJ,O,O,O,X,O,X
LTSOZJI,O,O,O,X,O,X
LTZIJSO,O,O,O,O,O,X
LTZIJOS,O,O,O,O,X,X
LTZISJO,O,O,O,O,O,X
LTZISOJ,O,O,O,O,O,X
LTZIOJS,O,O,O,O,O,X
LTZIOSJ,O,O,O,O,O,X
LTZJISO,O,O,O,O,O,X
LTZJIOS,O,O,O,O,X,X
LTZJSIO,O,O,O,O,O,X
LTZJSOI,O,O,O,O,O,X
LTZJOIS,O,O,O,O,X,X
LTZJOSI,O,O,O,O,X,X
LTZSIJO,O,O,O,O,O,X
LTZSIOJ,O,O,O,O,O,X
LTZSJIO,O,O,O,O,O,X
LTZSJOI,O,O,O,O,O,X
LTZSOIJ,O,O,O,O,O,X
LTZSOJI,O,O,O,O,O,X
LTZOIJS,O,O,O,O,O,X
LTZOISJ,O,O,O,O,O,X
LTZOJIS,O,O,O,O,O,X
LTZOJSI,O,O,O,O,O,X
LTZOSIJ,O,O,O,O,O,X
LTZOSJI,O,O,O,O,O,X
LTOIJSZ,X,X,O,O,O,X
LTOIJZS,X,X,O,O,O,X
LTOISJZ,O,O,O,X,O,X
LTOISZJ,O,O,O,X,O,X
LTOIZJS,O,O,O,O,O,X
LTOIZSJ,O,O,O,O,O,X
LTOJISZ,X,X,O,O,O,X
LTOJIZS,X,X,O,O,O,X
LTOJSIZ,X,X,O,O,O,X
LTOJSZI,X,X,O,O,O,X
LTOJZIS,X,X,O,O,O,X
LTOJZSI,X,X,O,O,O,X
LTOSIJZ,O,O,O,X,O,X
LTOSIZJ,O,O,O,X,O,X
LTOSJIZ,O,O,O,X,O,X
LTOSJZI,O,O,O,X,O,X
LTOSZIJ,O,O,O,X,O,X
LTOSZJI,O,O,O,X,O,X
LTOZIJS,O,O,O,O,O,X
LTOZISJ,O,O,O,O,O,X
LTOZJIS,O,O,O,O,O,X
LTOZJSI,O,O,O,O,O,X
LTOZSIJ,O,O,O,O,O,X
LTOZSJI,O,O,O,O,O,X
LITJSZO,X,X,O,O,O,X
LITJSOZ,X,X,X,O,X,X
LITJZSO,X,X,O,O,O,X
LITJZOS,X,X,O,O,X,X
LITJOSZ,X,X,O,O,X,X
LITJOZS,X,X,O,O,X,X
LITSJZO,O,O,O,X,O,X
LITSJOZ,O,O,X,X,X,X
LITSZJO,O,O,O,X,O,X
LITSZOJ,O,O,O,X,O,X
LITSOJZ,O,O,O,X,O,X
LITSOZJ,O,O,O,X,O,X
LITZJSO,O,O,O,O,O,X
LITZJOS,O,O,O,O,X,X
LITZSJO,O,O,O,O,O,X
LITZSOJ,O,O,O,O,O,X
LITZOJS,O,O,O,O,O,X
LITZOSJ,O,O,O,O,O,X
LITOJSZ,X,X,O,O,O,X
LITOJZS,X,X,O,O,O,X
LITOSJZ,O,O,O,X,O,X
LITOSZJ,O,O,O,X,O,X
LITOZJS,O,O,O,O,O,X
LITOZSJ,O,O,O,O,O,X
LIJTSZO,X,X,O,O,O,X
LIJTSOZ,X,X,X,O,X,X
LIJTZSO,X,X,O,O,O,X
LIJTZOS,X,X,O,O,X,X
LIJTOSZ,X,X,X,O,X,X
LIJTOZS,X,X,O,O,X,X
LIJSTZO,O,X,X,O,O,O
LIJSTOZ,X,X,X,O,X,O
LIJSZTO,O,X,X,O,O,O
LIJSZOT,O,X,X,O,O,O
LIJSOTZ,X,X,X,O,O,O
LIJSOZT,O,X,X,O,O,O
LIJZTSO,O,X,O,O,O,O
LIJZTOS,O,X,O,O,X,X
LIJZSTO,O,X,O,O,O,O
LIJZSOT,O,X,X,O,O,O
LIJZOTS,X,X,X,O,O,X
LIJZOST,X,X,X,O,O,X
LIJOTSZ,X,X,X,O,O,X
LIJOTZS,X,X,X,O,O,X
LIJOSTZ,X,X,X,O,O,O
LIJOSZT,X,X,X,O,O,O
LIJOZTS,X,X,X,O,O,O
LIJOZST,X,X,X,O,O,O
LISTJZO,O,O,X,X,O,O
LISTJOZ,O,O,X,X,X,O
LISTZJO,O,O,X,X,O,O
LISTZOJ,O,O,X,X,O,O
LISTOJZ,O,O,X,X,O,O
LISTOZJ,O,O,X,X,O,O
LISJTZO,O,O,X,O,O,O
LISJTOZ,O,O,X,O,X,O
LISJZTO,O,O,X,O,O,O
LISJZOT,O,O,X,O,O,O
LISJOTZ,X,X,X,O,O,O
LISJOZT,O,X,X,O,O,O
LISZTJO,O,O,X,O,O,O
LISZTOJ,O,O,X,O,O,O
LISZJTO,O,O,X,O,O,O
LISZJOT,O,O,X,O,O,O
LISZOTJ,O,O,X,O,O,O
LISZOJT,O,O,X,O,O,O
LISOTJZ,O,O,X,X,O,O
LISOTZJ,O,O,X,X,O,O
LISOJTZ,X,X,X,O,O,O
LISOJZT,O,X,X,O,O,O
LISOZTJ,O,O,X,O,O,O
LISOZJT,O,O,X,O,O,O
LIZTJSO,O,O,O,O,O,O
LIZTJOS,O,O,O,O,X,X
LIZTSJO,O,O,O,O,O,O
LIZTSOJ,O,O,O,O,O,O
LIZTOJS,O,O,O,O,O,O
LIZTOSJ,O,O,O,O,O,O
LIZJTSO,O,O,O,O,O,O
LIZJTOS,O,O,O,O,X,X
LIZJSTO,O,O,O,O,O,O
LIZJSOT,O,O,X,O,O,O
LIZJOTS,X,X,X,O,O,X
LIZJOST,X,X,X,O,O,X
LIZSTJO,O,O,O,O,O,O
LIZSTOJ,O,O,O,O,O,O
LIZSJTO,O,O,O,O,O,O
LIZSJOT,O,O,X,O,O,O
LIZSOTJ,O,O,O,O,O,O
LIZSOJT,O,O,O,O,O,O
LIZOTJS,X,X,O,O,O,O
LIZOTSJ,X,X,O,O,O,O
LIZOJTS,X,X,O,O,O,O
LIZOJST,X,X,O,O,O,O
LIZOSTJ,X,X,O,O,O,O
LIZOSJT,X,X,O,O,O,O
LIOTJSZ,X,X,O,O,O,X
LIOTJZS,X,X,O,O,O,X
LIOTSJZ,X,X,O,X,O,X
LIOTSZJ,X,X,O,X,O,X
LIOTZJS,X,X,O,O,O,X
LIOTZSJ,X,X,O,O,O,X
LIOJTSZ,X,X,O,O,O,X
LIOJTZS,X,X,O,O,O,X
LIOJSTZ,X,X,X,O,O,O
LIOJSZT,X,X,X,O,O,O
LIOJZTS,X,X,O,O,O,O
LIOJZST,X,X,O,O,O,O
LIOSTJZ,X,X,X,X,O,O
LIOSTZJ,X,X,X,X,O,O
LIOSJTZ,X,X,X,O,O,O
LIOSJZT,X,X,X,O,O,O
LIOSZTJ,X,X,X,O,O,O
LIOSZJT,X,X,X,O,O,O
LIOZTJS,X,X,O,O,O,O
LIOZTSJ,X,X,O,O,O,O
LIOZJTS,X,X,O,O,O,O
LIOZJST,X,X,O,O,O,O
LIOZSTJ,X,X,O,O,O,O
LIOZSJT,X,X,O,O,O,O
LJTISZO,X,X,O,O,O,X
LJTISOZ,X,X,X,O,X,X
LJTIZSO,X,X,O,O,O,X
LJTIZOS,X,X,O,O,X,X
LJTIOSZ,X,X,X,O,X,X
LJTIOZS,X,X,O,O,X,X
LJTSIZO,X,X,O,O,O,X
LJTSIOZ,X,X,X,O,X,X
LJTSZIO,X,X,O,O,O,X
LJTSZOI,X,X,O,O,O,X
LJTSOIZ,X,X,X,O,X,X
LJTSOZI,X,X,X,O,X,X
LJTZISO,X,X,O,O,O,X
LJTZIOS,X,X,O,O,X,X
LJTZSIO,X,X,O,O,O,X
LJTZSOI,X,X,O,O,O,X
LJTZOIS,X,X,O,O,X,X
LJTZOSI,X,X,O,O,X,X
LJTOISZ,X,X,X,O,X,X
LJTOIZS,X,X,O,O,X,X
LJTOSIZ,X,X,X,O,X,X
LJTOSZI,X,X,X,O,X,X
LJTOZIS,X,X,O,O,X,X
LJTOZSI,X,X,O,O,X,X
LJITSZO,X,X,O,O,O,X
LJITSOZ,X,X,X,O,X,X
LJITZSO,X,X,O,O,O,X
LJITZOS,X,X,O,O,X,X
LJITOSZ,X,X,X,O,X,X
LJITOZS,X,X,O,O,X,X
LJISTZO,O,X,X,O,O,O
LJISTOZ,X,X,X,O,X,O
LJISZTO,O,X,X,O,O,O
LJISZOT,O,X,X,O,O,O
LJISOTZ,X,X,X,O,O,O
LJISOZT,O,X,X,O,O,O
LJIZTSO,O,X,O,O,O,O
LJIZTOS,O,X,O,O,X,X
LJIZSTO,O,X,O,O,O,O
LJIZSOT,O,X,X,O,O,O
LJIZOTS,X,X,X,O,O,X
LJIZOST,X,X,X,O,O,X
LJIOTSZ,X,X,X,O,O,X
LJIOTZS,X,X,X,O,O,X
LJIOSTZ,X,X,X,O,O,O
LJIOSZT,X,X,X,O,O,O
LJIOZTS,X,X,X,O,O,O
LJIOZST,X,X,X,O,O,O
LJSTIZO,O,X,X,O,O,O
LJSTIOZ,X,X,X,O,X,O
LJSTZIO,O,X,X,O,O,O
LJSTZOI,O,X,X,O,O,O
LJSTOIZ,X,X,X,O,X,O
LJSTOZI,X,X,X,O,X,O
LJSITZO,O,X,X,O,O,O
LJSITOZ,X,X,X,O,X,O
LJSIZTO,O,X,X,O,O,O
LJSIZOT,O,X,X,O,O,O
LJSIOTZ,X,X,X,O,O,O
LJSIOZT,O,X,X,O,O,O
LJSZTIO,O,X,X,O,O,O
LJSZTOI,O,X,X,O,O,O
LJSZITO,O,X,X,O,O,O
LJSZIOT,O,X,X,O,O,O
LJSZOTI,O,X,X,O,O,O
LJSZOIT,O,X,X,O,O,O
LJSOTIZ,X,X,X,O,O,O
LJSOTZI,X,X,X,O,O,O
LJSOITZ,X,X,X,O,O,O
LJSOIZT,O,X,X,O,O,O
LJSOZTI,O,X,X,O,O,O
LJSOZIT,O,X,X,O,O,O
LJZTISO,O,X,O,O,O,O
LJZTIOS,O,X,O,O,X,X
LJZTSIO,O,X,O,O,O,O
LJZTSOI,O,X,O,O,O,O
LJZTOIS,O,X,O,O,X,X
LJZTOSI,O,X,O,O,X,X
LJZITSO,O,X,O,O,O,O
LJZITOS,O,X,O,O,X,X
LJZISTO,O,X,O,O,O,O
LJZISOT,O,X,X,O,O,O
LJZIOTS,X,X,X,O,O,X
LJZIOST,X,X,X,O,O,X
LJZSTIO,O,X,O,O,O,O
LJZSTOI,O,X,O,O,O,O
LJZSITO,O,X,O,O,O,O
LJZSIOT,O,X,X,O,O,O
LJZSOTI,O,X,X,O,O,O
LJZSOIT,O,X,X,O,O,O
LJZOTIS,X,X,X,O,O,X
LJZOTSI,X,X,X,O,O,X
LJZOITS,X,X,X,O,O,X
LJZOIST,X,X,X,O,O,X
LJZOSTI,X,X,X,O,O,X
LJZOSIT,X,X,X,O,O,X
LJOTISZ,X,X,X,O,O,X
LJOTIZS,X,X,X,O,O,X
LJOTSIZ,X,X,X,O,O,X
LJOTSZI,X,X,X,O,O,X
LJOTZIS,X,X,X,O,O,X
LJOTZSI,X,X,X,O,O,X
LJOITSZ,X,X,X,O,O,X
LJOITZS,X,X,X,O,O,X
LJOISTZ,X,X,X,O,O,O
LJOISZT,X,X,X,O,O,O
LJOIZTS,X,X,X,O,O,O
LJOIZST,X,X,X,O,O,O
LJOSTIZ,X,X,X,O,O,O
LJOSTZI,X,X,X,O,O,O
LJOSITZ,X,X,X,O,O,O
LJOSIZT,X,X,X,O,O,O
LJOSZTI,X,X,X,O,O,O
LJOSZIT,X,X,X,O,O,O
LJOZTIS,X,X,X,O,O,O
LJOZTSI,X,X,X,O,O,O
LJOZITS,X,X,X,O,O,O
LJOZIST,X,X,X,O,O,O
LJOZSTI,X,X,X,O,O,O
LJOZSIT,X,X,X,O,O,O
LSTIJZO,O,O,X,X,O,O
LSTIJOZ,O,O,X,X,X,O
LSTIZJO,O,O,X,X,O,O
LSTIZOJ,O,O,X,X,O,O
LSTIOJZ,O,O,X,X,O,O
LSTIOZJ,O,O,X,X,O,O
LSTJIZO,O,O,X,X,O,O
LSTJIOZ,O,O,X,X,X,O
LSTJZIO,O,O,X,X,O,O
LSTJZOI,O,O,X,X,O,O
LSTJOIZ,O,O,X,X,X,O
LSTJOZI,O,O,X,X,X,O
LSTZIJO,O,O,X,X,O,O
LSTZIOJ,O,O,X,X,O,O
LSTZJIO,O,O,X,X,O,O
LSTZJOI,O,O,X,X,O,O
LSTZOIJ,O,O,X,X,O,O
LSTZOJI,O,O,X,X,O,O
LSTOIJZ,O,O,X,X,O,O
LSTOIZJ,O,O,X,X,O,O
LSTOJIZ,O,O,X,X,O,O
LSTOJZI,O,O,X,X,O,O
LSTOZIJ,O,O,X,X,O,O
LSTOZJI,O,O,X,X,O,O
LSITJZO,O,O,X,X,O,O
LSITJOZ,O,O,X,X,X,O
LSITZJO,O,O,X,X,O,O
LSITZOJ,O,O,X,X,O,O
LSITOJZ,O,O,X,X,O,O
LSITOZJ,O,O,X,X,O,O
LSIJTZO,O,O,X,O,O,O
LSIJTOZ,O,O,X,O,X,O
LSIJZTO,O,O,X,O,O,O
LSIJZOT,O,O,X,O,O,O
LSIJOTZ,X,X,X,O,O,O
LSIJOZT,O,X,X,O,O,O
LSIZTJO,O,O,X,O,O,O
LSIZTOJ,O,O,X,O,O,O
LSIZJTO,O,O,X,O,O,O
LSIZJOT,O,O,X,O,O,O
LSIZOTJ,O,O,X,O,O,O
LSIZOJT,O,O,X,O,O,O
LSIOTJZ,O,O,X,X,O,O
LSIOTZJ,O,O,X,X,O,O
LSIOJTZ,X,X,X,O,O,O
LSIOJZT,O,X,X,O,O,O
LSIOZTJ,O,O,X,O,O,O
LSIOZJT,O,O,X,O,O,O
LSJTIZO,O,O,X,O,O,O
LSJTIOZ,O,O,X,O,X,O
LSJTZIO,O,O,X,O,O,O
LSJTZOI,O,O,X,O,O,O
LSJTOIZ,O,O,X,O,X,O
LSJTOZI,O,O,X,O,X,O
LSJITZO,O,O,X,O,O,O
LSJITOZ,O,O,X,O,X,O
LSJIZTO,O,O,X,O,O,O
LSJIZOT,O,O,X,O,O,O
LSJIOTZ,X,X,X,O,O,O
LSJIOZT,O,X,X,O,O,O
LSJZTIO,O,O,X,O,O,O
LSJZTOI,O,O,X,O,O,O
LSJZITO,O,O,X,O,O,O
LSJZIOT,O,O,X,O,O,O
LSJZOTI,O,O,X,O,O,O
LSJZOIT,O,O,X,O,O,O
LSJOTIZ,X,X,X,O,O,O
LSJOTZI,X,X,X,O,O,O
LSJOITZ,X,X,X,O,O,O
LSJOIZT,O,X,X,O,O,O
LSJOZTI,O,X,X,O,O,O
LSJOZIT,O,X,X,O,O,O
LSZTIJO,O,O,X,O,O,O
LSZTIOJ,O,O,X,O,O,O
LSZTJIO,O,O,X,O,O,O
LSZTJOI,O,O,X,O,O,O
LSZTOIJ,O,O,X,O,O,O
LSZTOJI,O,O,X,O,O,O
LSZITJO,O,O,X,O,O,O
LSZITOJ,O,O,X,O,O,O
LSZIJTO,O,O,X,O,O,O
LSZIJOT,O,O,X,O,O,O
LSZIOTJ,O,O,X,O,O,O
LSZIOJT,O,O,X,O,O,O
LSZJTIO,O,O,X,O,O,O
LSZJTOI,O,O,X,O,O,O
LSZJITO,O,O,X,O,O,O
LSZJIOT,O,O,X,O,O,O
LSZJOTI,O,O,X,O,O,O
LSZJOIT,O,O,X,O,O,O
LSZOTIJ,O,O,X,O,O,O
LSZOTJI,O,O,X,O,O,O
LSZOITJ,O,O,X,O,O,O
LSZOIJT,O,O,X,O,O,O
LSZOJTI,O,O,X,O,O,O
LSZOJIT,O,O,X,O,O,O
LSOTIJZ,O,O,X,X,O,O
LSOTIZJ,O,O,X,X,O,O
LSOTJIZ,O,O,X,X,O,O
LSOTJZI,O,O,X,X,O,O
LSOTZIJ,O,O,X,X,O,O
LSOTZJI,O,O,X,X,O,O
LSOITJZ,O,O,X,X,O,O
LSOITZJ,O,O,X,X,O,O
LSOIJTZ,X,X,X,O,O,O
LSOIJZT,O,X,X,O,O,O
LSOIZTJ,O,O,X,O,O,O
LSOIZJT,O,O,X,O,O,O
LSOJTIZ,X,X,X,O,O,O
LSOJTZI,X,X,X,O,O,O
LSOJITZ,X,X,X,O,O,O
LSOJIZT,O,X,X,O,O,O
LSOJZTI,O,X,X,O,O,O
LSOJZIT,O,X,X,O,O,O
LSOZTIJ,O,O,X,O,O,O
LSOZTJI,O,O,X,O,O,O
LSOZITJ,O,O,X,O,O,O
LSOZIJT,O,O,X,O,O,O
LSOZJTI,O,O,X,O,O,O
LSOZJIT,O,O,X,O,O,O
LZTIJSO,O,O,O,O,O,O
LZTIJOS,O,O,O,O,X,X
LZTISJO,O,O,O,O,O,O
LZTISOJ,O,O,O,O,O,O
LZTIOJS,O,O,O,O,O,O
LZTIOSJ,O,O,O,O,O,O
LZTJISO,O,O,O,O,O,O
LZTJIOS,O,O,O,O,X,X
LZTJSIO,O,O,O,O,O,O
LZTJSOI,O,O,O,O,O,O
LZTJOIS,O,O,O,O,X,X
LZTJOSI,O,O,O,O,X,X
LZTSIJO,O,O,O,O,O,O
LZTSIOJ,O,O,O,O,O,O
LZTSJIO,O,O,O,O,O,O
LZTSJOI,O,O,O,O,O,O
LZTSOIJ,O,O,O,O,O,O
LZTSOJI,O,O,O,O,O,O
LZTOIJS,O,O,O,O,O,O
LZTOISJ,O,O,O,O,O,O
LZTOJIS,O,O,O,O,O,O
LZTOJSI,O,O,O,O,O,O
LZTOSIJ,O,O,O,O,O,O
LZTOSJI,O,O,O,O,O,O
LZITJSO,O,O,O,O,O,O
LZITJOS,O,O,O,O,X,X
LZITSJO,O,O,O,O,O,O
LZITSOJ,O,O,O,O,O,O
LZITOJS,O,O,O,O,O,O
LZITOSJ,O,O,O,O,O,O
LZIJTSO,O,O,O,O,O,O
LZIJTOS,O,O,O,O,X,X
LZIJSTO,O,O,O,O,O,O
LZIJSOT,O,O,X,O,O,O
LZIJOTS,X,X,X,O,O,X
LZIJOST,X,X,X,O,O,X
LZISTJO,O,O,O,O,O,O
LZISTOJ,O,O,O,O,O,O
LZISJTO,O,O,O,O,O,O
LZISJOT,O,O,X,O,O,O
LZISOTJ,O,O,O,O,O,O
LZISOJT,O,O,O,O,O,O
LZIOTJS,X,X,O,O,O,O
LZIOTSJ,X,X,O,O,O,O
LZIOJTS,X,X,O,O,O,O
LZIOJST,X,X,O,O,O,O
LZIOSTJ,X,X,O,O,O,O
LZIOSJT,X,X,O,O,O,O
LZJTISO,O,O,O,O,O,O
LZJTIOS,O,O,O,O,X,X
LZJTSIO,O,O,O,O,O,O
LZJTSOI,O,O,O,O,O,O
LZJTOIS,O,O,O,O,X,X
LZJTOSI,O,O,O,O,X,X
LZJITSO,O,O,O,O,O,O
LZJITOS,O,O,O,O,X,X
LZJISTO,O,O,O,O,O,O
LZJISOT,O,O,X,O,O,O
LZJIOTS,X,X,X,O,O,X
LZJIOST,X,X,X,O,O,X
LZJSTIO,O,O,O,O,O,O
LZJSTOI,O,O,O,O,O,O
LZJSITO,O,O,O,O,O,O
LZJSIOT,O,O,X,O,O,O
LZJSOTI,O,O,X,O,O,O
LZJSOIT,O,O,X,O,O,O
LZJOTIS,X,X,X,O,O,X
LZJOTSI,X,X,X,O,O,X
LZJOITS,X,X,X,O,O,X
LZJOIST,X,X,X,O,O,X
LZJOSTI,X,X,X,O,O,X
LZJOSIT,X,X,X,O,O,X
LZSTIJO,O,O,O,O,O,O
LZSTIOJ,O,O,O,O,O,O
LZSTJIO,O,O,O,O,O,O
LZSTJOI,O,O,O,O,O,O
LZSTOIJ,O,O,O,O,O,O
LZSTOJI,O,O,O,O,O,O
LZSITJO,O,O,O,O,O,O
LZSITOJ,O,O,O,O,O,O
LZSIJTO,O,O,O,O,O,O
LZSIJOT,O,O,X,O,O,O
LZSIOTJ,O,O,O,O,O,O
LZSIOJT,O,O,O,O,O,O
LZSJTIO,O,O,O,O,O,O
LZSJTOI,O,O,O,O,O,O
LZSJITO,O,O,O,O,O,O
LZSJIOT,O,O,X,O,O,O
LZSJOTI,O,O,X,O,O,O
LZSJOIT,O,O,X,O,O,O
LZSOTIJ,O,O,O,O,O,O
LZSOTJI,O,O,O,O,O,O
LZSOITJ,O,O,O,O,O,O
LZSOIJT,O,O,O,O,O,O
LZSOJTI,O,O,O,O,O,O
LZSOJIT,O,O,O,O,O,O
LZOTIJS,X,X,O,O,O,O
LZOTISJ,X,X,O,O,O,O
LZOTJIS,X,X,O,O,O,O
LZOTJSI,X,X,O,O,O,O
LZOTSIJ,X,X,O,O,O,O
LZOTSJI,X,X,O,O,O,O
LZOITJS,X,X,O,O,O,O
LZOITSJ,X,X,O,O,O,O
