sequence,v115@9gA8IeA8IeB8HeG8AeA8KeCAJvhFXhB8mBziB5oB2q?BlsB,v115@9gA8IeA8IeB8HeG8AeA8KeGAJvhFihBziB5oBUlB3m?BlsB,v115@9gA8IeA8IeB8HeG8AeA8KefFJvhF6lBOmB8mBziB5o?BlsB,v115@9gA8IeA8IeB8HeG8AeA8KefFJvhF0gBmhBziB5oBSr?BlsB,v115@9gA8IeA8IeB8HeG8AeA8Kez/IvhFWnBxiBUmB6tB3l?BlsB,v115@9gA8IeA8IeB8HeG8AeA8Kez/IvhFWnBxiB3lB6tBUm?BlsB,v115@9gA8IeA8IeB8HeG8AeA8Kez/IvhF+lBihB3iB5oB1r?B8sB,v115@9gA8IeA8IeB8HeG8AeA8KeCAJvhFlhB3iB5oBTlB2r?B8sB,v115@9gA8IeA8IeB8HeG8AeA8Kez/IvhFGhBliB5oB3lByr?B8sB
LOTSIZJ,O,X,X,O,O,O,X,X,X
LOTSJIZ,O,X,X,O,O,O,X,X,X
LOTSJZI,O,X,X,O,O,O,X,X,X
LOTSZIJ,O,X,X,O,O,O,X,X,X
LOTSZJI,O,X,X,O,O,O,X,X,X
LOTZIJS,O,X,X,O,O,O,O,O,O
LOTZISJ,O,X,X,O,O,O,O,O,O
LOTZJIS,O,X,X,O,O,O,O,O,O
LOTZJSI,O,X,X,O,O,O,O,O,O
LOTZSIJ,O,X,X,O,O,O,O,O,O
LOTZSJI,O,X,X,O,O,O,O,O,O
LOITJSZ,O,X,X,O,O,O,O,O,X
LOITJZS,O,X,X,O,O,O,O,O,O
LOITSJZ,O,X,X,O,O,O,X,X,X
LOITSZJ,O,X,X,O,O,O,X,X,X
LOITZJS,O,X,X,O,O,O,O,O,O
LOITZSJ,O,X,X,O,O,O,O,O,O
LOIJTSZ,O,X,X,O,O,O,O,O,X
LOIJTZS,O,X,X,O,O,O,O,O,O
LOIJSTZ,X,X,X,O,X,X,X,O,O
LOIJSZT,O,X,X,O,X,X,X,O,O
LOIJZTS,O,X,X,X,O,X,O,O,O
LOIJZST,O,X,X,X,O,X,O,O,O
LOISTJZ,X,X,X,O,O,O,X,X,O
LOISTZJ,X,X,X,O,O,O,X,X,O
LOISJTZ,X,X,X,O,X,X,X,O,O
LOISJZT,X,X,X,O,X,X,X,O,O
LOISZTJ,X,X,X,O,X,X,X,O,O
LOISZJT,X,X,X,O,O,X,X,O,O
LOIZTJS,O,X,X,X,O,O,O,O,O
LOIZTSJ,O,X,X,X,O,O,O,O,O
LOIZJTS,O,X,X,X,O,X,O,O,O
LOIZJST,O,X,X,X,O,X,O,O,O
LOIZSTJ,O,X,X,X,X,X,O,O,O
LOIZSJT,X,X,X,X,O,X,O,O,O
LOJTISZ,O,X,X,O,O,O,O,O,X
LOJTIZS,O,X,X,O,O,O,O,O,O
LOJTSIZ,O,X,X,O,O,O,O,O,X
LOJTSZI,O,X,X,O,O,O,O,O,X
LOJTZIS,O,X,X,O,O,O,O,O,O
LOJTZSI,O,X,X,O,O,O,O,O,O
LOJITSZ,O,X,X,O,O,O,O,O,X
LOJITZS,O,X,X,O,O,O,O,O,O
LOJISTZ,X,X,X,O,X,X,X,O,O
LOJISZT,O,X,X,O,X,X,X,O,O
LOJIZTS,O,X,X,X,O,X,O,O,O
LOJIZST,O,X,X,X,O,X,O,O,O
LOJSTIZ,X,X,X,O,X,O,X,O,O
LOJSTZI,X,X,X,O,X,O,X,O,O
LOJSITZ,X,X,X,O,X,X,X,O,O
LOJSIZT,O,X,X,O,X,X,X,O,O
LOJSZTI,O,X,X,O,X,X,X,O,O
LOJSZIT,O,X,X,O,X,X,X,O,O
LOJZTIS,O,X,X,X,O,X,O,O,O
LOJZTSI,O,X,X,X,O,X,O,O,O
LOJZITS,O,X,X,X,O,X,O,O,O
LOJZIST,O,X,X,X,O,X,O,O,O
LOJZSTI,O,X,X,X,O,X,O,O,O
LOJZSIT,O,X,X,X,O,X,O,O,O
LOSTIJZ,X,X,X,O,O,O,X,X,O
LOSTIZJ,X,X,X,O,O,O,X,X,O
LOSTJIZ,X,X,X,O,O,O,X,X,O
LOSTJZI,X,X,X,O,O,O,X,X,O
LOSTZIJ,X,X,X,O,O,O,X,X,O
LOSTZJI,X,X,X,O,O,O,X,X,O
LOSITJZ,X,X,X,O,O,O,X,X,O
LOSITZJ,X,X,X,O,O,O,X,X,O
LOSIJTZ,X,X,X,O,X,X,X,O,O
LOSIJZT,X,X,X,O,X,X,X,O,O
LOSIZTJ,X,X,X,O,X,X,X,O,O
LOSIZJT,X,X,X,O,O,X,X,O,O
LOSJTIZ,X,X,X,O,X,O,X,O,O
LOSJTZI,X,X,X,O,X,O,X,O,O
LOSJITZ,X,X,X,O,X,X,X,O,O
LOSJIZT,X,X,X,O,X,X,X,O,O
LOSJZTI,X,X,X,O,X,X,X,O,O
LOSJZIT,X,X,X,O,X,X,X,O,O
LOSZTIJ,X,X,X,O,O,O,X,O,O
LOSZTJI,X,X,X,O,O,O,X,O,O
LOSZITJ,X,X,X,O,X,X,X,O,O
LOSZIJT,X,X,X,O,O,X,X,O,O
LOSZJTI,X,X,X,O,O,X,X,O,O
LOSZJIT,X,X,X,O,O,X,X,O,O
LOZTIJS,O,X,X,X,O,O,O,O,O
LOZTISJ,O,X,X,X,O,O,O,O,O
LOZTJIS,O,X,X,X,O,O,O,O,O
LOZTJSI,O,X,X,X,O,O,O,O,O
LOZTSIJ,O,X,X,X,O,O,O,O,O
LOZTSJI,O,X,X,X,O,O,O,O,O
LOZITJS,O,X,X,X,O,O,O,O,O
LOZITSJ,O,X,X,X,O,O,O,O,O
LOZIJTS,O,X,X,X,O,X,O,O,O
LOZIJST,O,X,X,X,O,X,O,O,O
LOZISTJ,O,X,X,X,X,X,O,O,O
LOZISJT,X,X,X,X,O,X,O,O,O
LOZJTIS,O,X,X,X,O,X,O,O,O
LOZJTSI,O,X,X,X,O,X,O,O,O
LOZJITS,O,X,X,X,O,X,O,O,O
LOZJIST,O,X,X,X,O,X,O,O,O
LOZJSTI,O,X,X,X,O,X,O,O,O
LOZJSIT,O,X,X,X,O,X,O,O,O
LOZSTIJ,O,X,X,X,O,O,O,O,O
LOZSTJI,O,X,X,X,O,O,O,O,O
LOZSITJ,O,X,X,X,X,X,O,O,O
LOZSIJT,X,X,X,X,O,X,O,O,O
LOZSJTI,X,X,X,X,O,X,O,O,O
LOZSJIT,X,X,X,X,O,X,O,O,O
JTILSZO,O,X,X,O,O,O,O,O,X
JTILSOZ,O,X,X,O,O,O,O,X,X
JTILZSO,O,X,X,O,O,O,O,O,X
JTILZOS,O,X,X,O,O,O,O,O,X
JTILOSZ,O,X,X,O,O,O,O,O,X
JTILOZS,O,X,X,O,O,O,O,O,X
JTISLZO,O,O,O,O,X,O,O,O,X
JTISLOZ,O,O,O,O,X,O,O,X,X
JTISZLO,O,O,O,O,X,X,O,O,X
JTISZOL,O,O,O,O,X,X,O,O,X
JTISOLZ,O,O,O,O,X,O,O,O,X
JTISOZL,O,O,O,O,X,X,O,O,X
JTIZLSO,O,O,O,O,O,X,O,O,X
JTIZLOS,O,O,O,O,O,X,O,O,X
JTIZSLO,O,O,O,O,X,X,O,O,X
JTIZSOL,O,O,O,O,X,X,O,O,X
JTIZOLS,O,O,O,O,O,X,O,O,X
JTIZOSL,O,O,O,O,X,X,O,O,X
JTIOLSZ,O,X,X,O,O,O,O,O,X
JTIOLZS,O,X,X,O,O,O,O,O,X
JTIOSLZ,O,O,O,O,X,O,O,O,X
JTIOSZL,O,O,O,O,X,X,O,O,X
JTIOZLS,O,O,O,O,O,X,O,O,X
JTIOZSL,O,O,O,O,X,X,O,O,X
JTLISZO,O,X,X,O,O,O,O,O,X
JTLISOZ,O,X,X,O,O,O,O,X,X
JTLIZSO,O,X,X,O,O,O,O,O,X
JTLIZOS,O,X,X,O,O,O,O,O,X
JTLIOSZ,O,X,X,O,O,O,O,O,X
JTLIOZS,O,X,X,O,O,O,O,O,X
JTLSIZO,O,X,X,O,O,O,O,O,X
JTLSIOZ,O,X,X,O,O,O,O,X,X
JTLSZIO,O,X,X,O,O,O,O,O,X
JTLSZOI,O,X,X,O,O,O,O,O,X
JTLSOIZ,O,X,X,O,O,O,O,X,X
JTLSOZI,O,X,X,O,O,O,O,X,X
JTLZISO,O,X,X,O,O,O,O,O,X
JTLZIOS,O,X,X,O,O,O,O,O,X
JTLZSIO,O,X,X,O,O,O,O,O,X
JTLZSOI,O,X,X,O,O,O,O,O,X
JTLZOIS,O,X,X,O,O,O,O,O,X
JTLZOSI,O,X,X,O,O,O,O,O,X
JTLOISZ,O,X,X,O,O,O,O,O,X
JTLOIZS,O,X,X,O,O,O,O,O,X
JTLOSIZ,O,X,X,O,O,O,O,O,X
JTLOSZI,O,X,X,O,O,O,O,O,X
JTLOZIS,O,X,X,O,O,O,O,O,X
JTLOZSI,O,X,X,O,O,O,O,O,X
JTSILZO,O,O,O,O,X,O,O,O,X
JTSILOZ,O,O,O,O,X,O,O,X,X
JTSIZLO,O,O,O,O,X,X,O,O,X
JTSIZOL,O,O,O,O,X,X,O,O,X
JTSIOLZ,O,O,O,O,X,O,O,O,X
JTSIOZL,O,O,O,O,X,X,O,O,X
JTSLIZO,O,O,O,O,O,O,O,O,X
JTSLIOZ,O,O,O,O,O,O,O,X,X
JTSLZIO,O,O,O,O,O,O,O,O,X
JTSLZOI,O,O,O,O,O,O,O,O,X
JTSLOIZ,O,O,O,O,O,O,O,X,X
JTSLOZI,O,O,O,O,O,O,O,X,X
JTSZILO,O,O,O,O,X,X,O,O,X
JTSZIOL,O,O,O,O,X,X,O,O,X
JTSZLIO,O,O,O,O,O,O,O,O,X
JTSZLOI,O,O,O,O,O,O,O,O,X
JTSZOIL,O,O,O,O,X,X,O,O,X
JTSZOLI,O,O,O,O,O,O,O,O,X
JTSOILZ,O,O,O,O,X,O,O,O,X
JTSOIZL,O,O,O,O,X,X,O,O,X
JTSOLIZ,O,O,O,O,O,O,O,O,X
JTSOLZI,O,O,O,O,O,O,O,O,X
JTSOZIL,O,O,O,O,X,X,O,O,X
JTSOZLI,O,O,O,O,O,O,O,O,X
JTZILSO,O,O,O,O,O,X,O,O,X
JTZILOS,O,O,O,O,O,X,O,O,X
JTZISLO,O,O,O,O,X,X,O,O,X
JTZISOL,O,O,O,O,X,X,O,O,X
JTZIOLS,O,O,O,O,O,X,O,O,X
JTZIOSL,O,O,O,O,X,X,O,O,X
JTZLISO,O,O,O,O,O,O,O,O,X
JTZLIOS,O,O,O,O,O,O,O,O,X
JTZLSIO,O,O,O,O,O,O,O,O,X
JTZLSOI,O,O,O,O,O,O,O,O,X
JTZLOIS,O,O,O,O,O,O,O,O,X
JTZLOSI,O,O,O,O,O,O,O,O,X
JTZSILO,O,O,O,O,X,X,O,O,X
JTZSIOL,O,O,O,O,X,X,O,O,X
JTZSLIO,O,O,O,O,O,O,O,O,X
JTZSLOI,O,O,O,O,O,O,O,O,X
JTZSOIL,O,O,O,O,X,X,O,O,X
JTZSOLI,O,O,O,O,O,O,O,O,X
JTZOILS,O,O,O,O,O,X,O,O,X
JTZOISL,O,O,O,O,X,X,O,O,X
JTZOLIS,O,O,O,O,O,O,O,O,X
JTZOLSI,O,O,O,O,O,O,O,O,X
JTZOSIL,O,O,O,O,X,X,O,O,X
JTZOSLI,O,O,O,O,O,O,O,O,X
JTOILSZ,O,X,X,O,O,O,O,O,X
JTOILZS,O,X,X,O,O,O,O,O,X
JTOISLZ,O,O,O,O,X,O,O,O,X
JTOISZL,O,O,O,O,X,X,O,O,X
JTOIZLS,O,O,O,O,O,X,O,O,X
JTOIZSL,O,O,O,O,X,X,O,O,X
JTOLISZ,O,X,X,O,O,O,O,O,X
JTOLIZS,O,X,X,O,O,O,O,O,X
JTOLSIZ,O,X,X,O,O,O,O,O,X
JTOLSZI,O,X,X,O,O,O,O,O,X
JTOLZIS,O,X,X,O,O,O,O,O,X
JTOLZSI,O,X,X,O,O,O,O,O,X
JTOSILZ,O,O,O,O,X,O,O,O,X
JTOSIZL,O,O,O,O,X,X,O,O,X
JTOSLIZ,O,O,O,O,O,O,O,O,X
JTOSLZI,O,O,O,O,O,O,O,O,X
JTOSZIL,O,O,O,O,X,X,O,O,X
JTOSZLI,O,O,O,O,O,O,O,O,X
JTOZILS,O,O,O,O,O,X,O,O,X
JTOZISL,O,O,O,O,X,X,O,O,X
JTOZLIS,O,O,O,O,O,O,O,O,X
JTOZLSI,O,O,O,O,O,O,O,O,X
JTOZSIL,O,O,O,O,X,X,O,O,X
JTOZSLI,O,O,O,O,O,O,O,O,X
JITLSZO,O,X,X,O,X,X,O,O,X
JITLSOZ,O,X,X,O,X,X,O,X,X
JITLZSO,O,X,X,O,X,X,O,O,X
JITLZOS,O,X,X,O,X,X,O,O,X
JITLOSZ,O,X,X,O,X,X,O,O,X
JITLOZS,O,X,X,O,X,X,O,O,X
JITSLZO,O,O,O,O,X,X,O,O,X
JITSLOZ,O,O,O,O,X,X,O,X,X
JITSZLO,O,O,O,O,X,X,O,O,X
JITSZOL,O,O,O,O,X,X,O,O,X
JITSOLZ,O,O,O,O,X,X,O,O,X
JITSOZL,O,O,O,O,X,X,O,O,X
JITZLSO,O,O,O,O,X,X,O,O,X
JITZLOS,O,O,O,O,X,X,O,O,X
JITZSLO,O,O,O,O,X,X,O,O,X
JITZSOL,O,O,O,O,X,X,O,O,X
JITZOLS,O,O,O,O,X,X,O,O,X
JITZOSL,O,O,O,O,X,X,O,O,X
JITOLSZ,O,X,X,O,X,X,O,O,X
JITOLZS,O,X,X,O,X,X,O,O,X
JITOSLZ,O,O,O,O,X,X,O,O,X
JITOSZL,O,O,O,O,X,X,O,O,X
JITOZLS,O,O,O,O,X,X,O,O,X
JITOZSL,O,O,O,O,X,X,O,O,X
JILTSZO,O,X,X,O,X,X,O,O,O
JILTSOZ,O,X,X,O,X,X,O,X,O
JILTZSO,O,X,X,O,X,X,O,O,O
JILTZOS,O,X,X,O,X,X,O,O,O
JILTOSZ,O,X,X,O,X,X,O,O,X
JILTOZS,O,X,X,O,X,X,O,O,O
JILSTZO,O,X,O,O,X,X,X,O,O
JILSTOZ,O,X,X,O,X,X,X,X,O
JILSZTO,O,X,O,O,X,X,X,O,O
JILSZOT,O,X,O,O,X,X,X,O,O
JILSOTZ,X,X,X,O,X,X,X,X,O
JILSOZT,O,X,O,O,X,X,X,X,O
JILZTSO,O,X,O,O,X,X,O,O,O
JILZTOS,O,X,O,O,X,X,O,O,O
JILZSTO,O,X,O,O,X,X,O,O,O
JILZSOT,O,X,O,O,X,X,O,O,O
JILZOTS,O,X,X,X,X,X,O,O,O
JILZOST,O,X,X,X,X,X,O,O,O
JILOTSZ,O,X,X,O,X,X,O,O,X
JILOTZS,O,X,X,O,X,X,O,O,O
JILOSTZ,X,X,X,O,X,X,X,O,O
JILOSZT,O,X,X,O,X,X,X,O,O
JILOZTS,O,X,X,X,X,X,O,O,O
JILOZST,O,X,X,X,X,X,O,O,O
JISTLZO,O,O,O,O,X,X,O,O,O
JISTLOZ,O,O,O,O,X,X,O,X,O
JISTZLO,O,O,O,O,X,X,O,O,O
JISTZOL,O,O,O,O,X,X,O,O,O
JISTOLZ,O,O,O,O,X,X,O,O,O
JISTOZL,O,O,O,O,X,X,O,O,O
JISLTZO,O,O,O,O,X,X,X,O,O
JISLTOZ,O,O,O,O,X,X,X,X,O
JISLZTO,O,O,O,O,X,X,X,O,O
JISLZOT,O,O,O,O,X,X,X,O,O
JISLOTZ,X,X,X,O,X,X,X,X,O
JISLOZT,O,X,O,O,X,X,X,X,O
JISZTLO,O,O,O,O,X,X,O,O,O
JISZTOL,O,O,O,O,X,X,O,O,O
JISZLTO,O,O,O,O,X,X,O,O,O
JISZLOT,O,O,O,O,X,X,O,O,O
JISZOTL,O,O,O,O,X,X,O,O,O
JISZOLT,O,O,O,X,X,X,O,O,O
JISOTLZ,X,X,X,X,X,X,O,O,O
JISOTZL,X,X,X,X,X,X,O,O,O
JISOLTZ,X,X,X,X,X,X,X,O,O
JISOLZT,O,X,O,X,X,X,X,O,O
JISOZTL,O,X,O,X,X,X,O,O,O
JISOZLT,O,X,O,X,X,X,O,O,O
JIZTLSO,O,O,O,X,X,X,O,O,O
JIZTLOS,O,O,O,X,X,X,O,O,O
JIZTSLO,O,O,O,X,X,X,O,O,O
JIZTSOL,O,O,O,X,X,X,O,O,O
JIZTOLS,O,O,O,X,X,X,O,O,O
JIZTOSL,O,O,O,X,X,X,O,O,O
JIZLTSO,O,O,O,X,X,X,O,O,O
JIZLTOS,O,O,O,X,X,X,O,O,O
JIZLSTO,O,O,O,X,X,X,O,O,O
JIZLSOT,O,O,O,X,X,X,O,O,O
JIZLOTS,O,X,X,X,X,X,O,O,O
JIZLOST,O,X,X,X,X,X,O,O,O
JIZSTLO,O,O,O,X,X,X,O,O,O
JIZSTOL,O,O,O,X,X,X,O,O,O
JIZSLTO,O,O,O,X,X,X,O,O,O
JIZSLOT,O,O,O,X,X,X,O,O,O
JIZSOTL,O,O,O,X,X,X,O,O,O
JIZSOLT,O,O,O,X,X,X,O,O,O
JIZOTLS,O,O,O,X,X,X,O,O,O
JIZOTSL,O,O,O,X,X,X,O,O,O
JIZOLTS,O,X,X,X,X,X,O,O,O
JIZOLST,O,X,X,X,X,X,O,O,O
JIZOSTL,O,O,O,X,X,X,O,O,O
JIZOSLT,O,O,O,X,X,X,O,O,O
JIOTLSZ,O,X,X,X,X,X,O,O,X
JIOTLZS,O,X,X,X,X,X,O,O,X
JIOTSLZ,O,X,X,X,X,X,O,O,X
JIOTSZL,O,X,X,X,X,X,O,O,X
JIOTZLS,O,X,X,X,X,X,O,O,X
JIOTZSL,O,X,X,X,X,X,O,O,X
JIOLTSZ,O,X,X,X,X,X,O,O,X
JIOLTZS,O,X,X,X,X,X,O,O,O
JIOLSTZ,X,X,X,X,X,X,X,O,X
JIOLSZT,O,X,X,X,X,X,X,O,O
JIOLZTS,O,X,X,X,X,X,O,O,O
JIOLZST,O,X,X,X,X,X,O,O,O
JIOSTLZ,X,X,X,X,X,X,O,O,O
JIOSTZL,X,X,X,X,X,X,O,O,O
JIOSLTZ,X,X,X,X,X,X,X,O,O
JIOSLZT,O,X,O,X,X,X,X,O,O
JIOSZTL,O,X,O,X,X,X,O,O,O
JIOSZLT,O,X,O,X,X,X,O,O,O
JIOZTLS,O,X,O,X,X,X,O,O,O
JIOZTSL,O,X,O,X,X,X,O,O,O
JIOZLTS,O,X,X,X,X,X,O,O,O
JIOZLST,O,X,X,X,X,X,O,O,O
JIOZSTL,O,X,O,X,X,X,O,O,O
JIOZSLT,O,X,O,X,X,X,O,O,O
JLTISZO,O,X,X,O,O,O,O,O,O
JLTISOZ,O,X,X,O,O,O,O,X,O
JLTIZSO,O,X,X,O,O,O,O,O,O
JLTIZOS,O,X,X,O,O,O,O,O,O
JLTIOSZ,O,X,X,O,O,O,O,O,X
JLTIOZS,O,X,X,O,O,O,O,O,O
JLTSIZO,O,X,X,O,O,O,O,O,O
JLTSIOZ,O,X,X,O,O,O,O,X,O
JLTSZIO,O,X,X,O,O,O,O,O,O
JLTSZOI,O,X,X,O,O,O,O,O,O
JLTSOIZ,O,X,X,O,O,O,O,X,O
JLTSOZI,O,X,X,O,O,O,O,X,O
JLTZISO,O,X,X,O,O,O,O,O,O
JLTZIOS,O,X,X,O,O,O,O,O,O
JLTZSIO,O,X,X,O,O,O,O,O,O
JLTZSOI,O,X,X,O,O,O,O,O,O
JLTZOIS,O,X,X,O,O,O,O,O,O
JLTZOSI,O,X,X,O,O,O,O,O,O
JLTOISZ,O,X,X,O,O,O,O,O,X
JLTOIZS,O,X,X,O,O,O,O,O,O
JLTOSIZ,O,X,X,O,O,O,O,O,X
JLTOSZI,O,X,X,O,O,O,O,O,X
JLTOZIS,O,X,X,O,O,O,O,O,O
JLTOZSI,O,X,X,O,O,O,O,O,O
JLITSZO,O,X,X,O,O,O,O,O,O
JLITSOZ,O,X,X,O,O,O,O,X,O
JLITZSO,O,X,X,O,O,O,O,O,O
JLITZOS,O,X,X,O,O,O,O,O,O
JLITOSZ,O,X,X,O,O,O,O,O,X
JLITOZS,O,X,X,O,O,O,O,O,O
JLISTZO,O,X,O,O,X,X,X,O,O
JLISTOZ,O,X,X,O,X,X,X,X,O
JLISZTO,O,X,O,O,X,X,X,O,O
JLISZOT,O,X,O,O,X,X,X,O,O
JLISOTZ,X,X,X,O,X,X,X,X,O
JLISOZT,O,X,O,O,X,X,X,X,O
JLIZTSO,O,X,O,O,X,X,O,O,O
JLIZTOS,O,X,O,O,O,X,O,O,O
JLIZSTO,O,X,O,O,X,X,O,O,O
JLIZSOT,O,X,O,O,O,X,O,O,O
JLIZOTS,O,X,X,X,O,X,O,O,O
JLIZOST,O,X,X,X,O,X,O,O,O
JLIOTSZ,O,X,X,O,O,O,O,O,X
JLIOTZS,O,X,X,O,O,O,O,O,O
JLIOSTZ,X,X,X,O,X,X,X,O,O
JLIOSZT,O,X,X,O,X,X,X,O,O
JLIOZTS,O,X,X,X,O,X,O,O,O
JLIOZST,O,X,X,X,O,X,O,O,O
JLSTIZO,O,X,O,O,X,O,X,O,O
JLSTIOZ,O,X,X,O,X,O,X,X,O
JLSTZIO,O,X,O,O,X,O,X,O,O
JLSTZOI,O,X,O,O,X,O,X,O,O
JLSTOIZ,O,X,X,O,X,O,X,X,O
JLSTOZI,O,X,X,O,X,O,X,X,O
JLSITZO,O,X,O,O,X,X,X,O,O
JLSITOZ,O,X,X,O,X,X,X,X,O
JLSIZTO,O,X,O,O,X,X,X,O,O
JLSIZOT,O,X,O,O,X,X,X,O,O
JLSIOTZ,X,X,X,O,X,X,X,X,O
JLSIOZT,O,X,O,O,X,X,X,X,O
JLSZTIO,O,X,O,O,X,X,X,O,O
JLSZTOI,O,X,O,O,X,X,X,O,O
JLSZITO,O,X,O,O,X,X,X,O,O
JLSZIOT,O,X,O,O,X,X,X,O,O
JLSZOTI,O,X,O,O,X,X,X,O,O
JLSZOIT,O,X,O,O,X,X,X,O,O
JLSOTIZ,X,X,X,O,X,O,X,X,O
JLSOTZI,X,X,X,O,X,O,X,X,O
JLSOITZ,X,X,X,O,X,X,X,X,O
JLSOIZT,O,X,O,O,X,X,X,X,O
JLSOZTI,O,X,O,O,X,X,X,X,O
JLSOZIT,O,X,O,O,X,X,X,X,O
JLZTISO,O,X,O,O,O,X,O,O,O
JLZTIOS,O,X,O,O,O,X,O,O,O
JLZTSIO,O,X,O,O,O,X,O,O,O
JLZTSOI,O,X,O,O,O,X,O,O,O
JLZTOIS,O,X,O,O,O,X,O,O,O
JLZTOSI,O,X,O,O,O,X,O,O,O
JLZITSO,O,X,O,O,X,X,O,O,O
JLZITOS,O,X,O,O,O,X,O,O,O
JLZISTO,O,X,O,O,X,X,O,O,O
JLZISOT,O,X,O,O,O,X,O,O,O
JLZIOTS,O,X,X,X,O,X,O,O,O
JLZIOST,O,X,X,X,O,X,O,O,O
JLZSTIO,O,X,O,O,X,X,O,O,O
JLZSTOI,O,X,O,O,X,X,O,O,O
JLZSITO,O,X,O,O,X,X,O,O,O
JLZSIOT,O,X,O,O,O,X,O,O,O
JLZSOTI,O,X,O,O,O,X,O,O,O
JLZSOIT,O,X,O,O,O,X,O,O,O
JLZOTIS,O,X,X,X,O,X,O,O,O
JLZOTSI,O,X,X,X,O,X,O,O,O
JLZOITS,O,X,X,X,O,X,O,O,O
JLZOIST,O,X,X,X,O,X,O,O,O
JLZOSTI,O,X,X,X,O,X,O,O,O
JLZOSIT,O,X,X,X,O,X,O,O,O
JLOTISZ,O,X,X,O,O,O,O,O,X
JLOTIZS,O,X,X,O,O,O,O,O,O
JLOTSIZ,O,X,X,O,O,O,O,O,X
JLOTSZI,O,X,X,O,O,O,O,O,X
JLOTZIS,O,X,X,O,O,O,O,O,O
JLOTZSI,O,X,X,O,O,O,O,O,O
JLOITSZ,O,X,X,O,O,O,O,O,X
JLOITZS,O,X,X,O,O,O,O,O,O
JLOISTZ,X,X,X,O,X,X,X,O,O
JLOISZT,O,X,X,O,X,X,X,O,O
JLOIZTS,O,X,X,X,O,X,O,O,O
JLOIZST,O,X,X,X,O,X,O,O,O
JLOSTIZ,X,X,X,O,X,O,X,O,O
JLOSTZI,X,X,X,O,X,O,X,O,O
JLOSITZ,X,X,X,O,X,X,X,O,O
JLOSIZT,O,X,X,O,X,X,X,O,O
JLOSZTI,O,X,X,O,X,X,X,O,O
JLOSZIT,O,X,X,O,X,X,X,O,O
JLOZTIS,O,X,X,X,O,X,O,O,O
JLOZTSI,O,X,X,X,O,X,O,O,O
JLOZITS,O,X,X,X,O,X,O,O,O
JLOZIST,O,X,X,X,O,X,O,O,O
JLOZSTI,O,X,X,X,O,X,O,O,O
JLOZSIT,O,X,X,X,O,X,O,O,O
JSTILZO,O,O,O,O,X,O,O,O,O
JSTILOZ,O,O,O,O,X,O,O,X,O
JSTIZLO,O,O,O,O,X,X,O,O,O
JSTIZOL,O,O,O,O,X,X,O,O,O
JSTIOLZ,O,O,O,O,X,O,O,O,O
JSTIOZL,O,O,O,O,X,X,O,O,O
JSTLIZO,O,O,O,O,X,O,O,O,O
JSTLIOZ,O,O,O,O,X,O,O,X,O
JSTLZIO,O,O,O,O,X,O,O,O,O
JSTLZOI,O,O,O,O,X,O,O,O,O
JSTLOIZ,O,O,O,O,X,O,O,X,O
JSTLOZI,O,O,O,O,X,O,O,X,O
JSTZILO,O,O,O,O,X,X,O,O,O
JSTZIOL,O,O,O,O,X,X,O,O,O
JSTZLIO,O,O,O,O,X,O,O,O,O
JSTZLOI,O,O,O,O,X,O,O,O,O
JSTZOIL,O,O,O,O,X,X,O,O,O
JSTZOLI,O,O,O,O,X,O,O,O,O
JSTOILZ,O,O,O,O,X,O,O,O,O
JSTOIZL,O,O,O,O,X,X,O,O,O
JSTOLIZ,O,O,O,O,X,O,O,O,O
JSTOLZI,O,O,O,O,X,O,O,O,O
JSTOZIL,O,O,O,O,X,X,O,O,O
JSTOZLI,O,O,O,O,X,O,O,O,O
JSITLZO,O,O,O,O,X,X,O,O,O
JSITLOZ,O,O,O,O,X,X,O,X,O
JSITZLO,O,O,O,O,X,X,O,O,O
JSITZOL,O,O,O,O,X,X,O,O,O
JSITOLZ,O,O,O,O,X,X,O,O,O
JSITOZL,O,O,O,O,X,X,O,O,O
JSILTZO,O,O,O,O,X,X,X,O,O
JSILTOZ,O,O,O,O,X,X,X,X,O
JSILZTO,O,O,O,O,X,X,X,O,O
JSILZOT,O,O,O,O,X,X,X,O,O
JSILOTZ,X,X,X,O,X,X,X,X,O
JSILOZT,O,X,O,O,X,X,X,X,O
JSIZTLO,O,O,O,O,X,X,O,O,O
JSIZTOL,O,O,O,O,X,X,O,O,O
JSIZLTO,O,O,O,O,X,X,O,O,O
JSIZLOT,O,O,O,O,X,X,O,O,O
JSIZOTL,O,O,O,O,X,X,O,O,O
JSIZOLT,O,O,O,X,X,X,O,O,O
JSIOTLZ,X,X,X,X,X,X,O,O,O
JSIOTZL,X,X,X,X,X,X,O,O,O
JSIOLTZ,X,X,X,X,X,X,X,O,O
JSIOLZT,O,X,O,X,X,X,X,O,O
JSIOZTL,O,X,O,X,X,X,O,O,O
JSIOZLT,O,X,O,X,X,X,O,O,O
JSLTIZO,O,O,O,O,X,O,X,O,O
JSLTIOZ,O,O,O,O,X,O,X,X,O
JSLTZIO,O,O,O,O,X,O,X,O,O
JSLTZOI,O,O,O,O,X,O,X,O,O
JSLTOIZ,O,O,O,O,X,O,X,X,O
JSLTOZI,O,O,O,O,X,O,X,X,O
JSLITZO,O,O,O,O,X,X,X,O,O
JSLITOZ,O,O,O,O,X,X,X,X,O
JSLIZTO,O,O,O,O,X,X,X,O,O
