sequence,v115@7gC8HeD8FeD8EeH8AeC8Je06IvhFxbBXdBulBziBim?BFsB,v115@7gC8HeD8FeD8EeH8AeC8Je06IvhFxbBXdBqlB2mBzi?BFsB,v115@7gC8HeD8FeD8EeH8AeC8Je06IvhF6gBxcBmhBziBXm?BFsB,v115@7gC8HeD8FeD8EeH8AeC8Je06IvhFxbBOiBChBziBXm?BFsB,v115@7gC8HeD8FeD8EeH8AeC8Je06IvhFxbBChBmiBTiBXm?BFsB,v115@7gC8HeD8FeD8EeH8AeC8Jex6IvhFTcBGgBiiB0iBXm?BFsB,v115@7gC8HeD8FeD8EeH8AeC8Je06IvhFmbBzcBfjBqlBxm?BFsB,v115@7gC8HeD8FeD8EeH8AeC8Je06IvhFxbBKiBfjBGhBzl?BFsB,v115@7gC8HeD8FeD8EeH8AeC8Jel6IvhFTdBxgB8nBXhBas?BWwB,v115@7gC8HeD8FeD8EeH8AeC8Je06IvhFlbBXhBZnBznBSw?BGsB
SJOLZTI,O,X,O,O,O,X,X,X,X,X
SJOLZIT,O,X,O,O,O,X,X,X,X,X
SJOZTIL,O,X,O,O,X,O,X,O,X,X
SJOZTLI,O,X,O,O,X,O,X,O,X,X
SJOZITL,O,X,O,O,X,O,X,X,X,X
SJOZILT,O,X,O,O,X,X,X,X,X,X
SJOZLTI,O,X,O,O,O,X,X,X,X,X
SJOZLIT,O,X,O,O,O,X,X,X,X,X
SZTILJO,O,O,O,O,O,X,O,O,X,X
SZTILOJ,O,O,O,O,O,X,O,O,O,X
SZTIJLO,O,X,O,O,O,X,X,O,X,X
SZTIJOL,O,X,O,O,X,X,X,X,X,X
SZTIOLJ,O,O,O,O,O,X,O,O,O,X
SZTIOJL,O,O,O,O,X,X,X,O,X,X
SZTLIJO,O,O,O,O,O,X,O,O,X,X
SZTLIOJ,O,O,O,O,O,X,O,O,O,X
SZTLJIO,O,O,O,O,O,O,O,O,X,X
SZTLJOI,O,O,O,O,O,O,X,O,X,X
SZTLOIJ,O,O,O,O,O,X,X,O,O,X
SZTLOJI,O,O,O,O,O,O,X,O,X,X
SZTJILO,O,X,O,O,O,O,X,O,X,X
SZTJIOL,O,X,O,O,X,O,X,X,X,X
SZTJLIO,O,X,O,O,O,O,O,O,X,X
SZTJLOI,O,X,O,O,O,O,X,O,X,X
SZTJOIL,O,X,O,O,X,O,X,O,X,X
SZTJOLI,O,X,O,O,O,O,X,O,X,X
SZTOILJ,O,O,O,O,O,X,X,O,O,X
SZTOIJL,O,O,O,O,X,X,X,O,X,X
SZTOLIJ,O,O,O,O,O,X,X,O,O,X
SZTOLJI,O,O,O,O,O,O,X,O,X,X
SZTOJIL,O,O,O,O,X,O,X,O,X,X
SZTOJLI,O,O,O,O,O,O,X,O,X,X
SZITLJO,O,O,O,O,O,X,X,O,X,X
SZITLOJ,O,O,O,O,O,X,X,O,O,X
SZITJLO,O,X,O,O,O,X,X,O,X,X
SZITJOL,O,X,O,O,X,X,X,X,X,X
SZITOLJ,O,O,O,O,O,X,X,O,O,X
SZITOJL,O,O,O,O,X,X,X,O,X,X
SZILTJO,O,O,O,O,O,X,O,X,X,X
SZILTOJ,O,O,O,O,O,X,O,X,O,X
SZILJTO,O,O,O,O,O,X,O,X,X,X
SZILJOT,O,O,O,O,O,X,O,X,X,X
SZILOTJ,O,O,O,O,O,X,O,X,O,X
SZILOJT,O,O,O,O,O,X,O,X,X,X
SZIJTLO,O,X,O,O,O,X,X,X,X,X
SZIJTOL,O,X,X,O,X,X,X,X,X,X
SZIJLTO,O,X,O,O,O,X,O,X,X,X
SZIJLOT,O,X,O,O,O,X,O,X,X,X
SZIJOTL,O,X,X,O,X,X,X,X,X,X
SZIJOLT,O,X,O,O,X,X,X,X,X,X
SZIOTLJ,O,O,O,O,O,X,X,O,O,X
SZIOTJL,O,O,O,O,X,X,X,O,X,X
SZIOLTJ,O,O,O,O,O,X,X,X,X,X
SZIOLJT,O,O,O,O,O,X,X,X,X,X
SZIOJTL,O,O,O,O,X,X,X,X,X,X
SZIOJLT,O,O,O,O,X,X,X,X,X,X
SZLTIJO,O,O,O,O,O,X,O,O,X,X
SZLTIOJ,O,O,O,O,O,X,O,O,O,O
SZLTJIO,O,O,O,O,O,X,O,O,X,X
SZLTJOI,X,O,O,O,O,X,X,O,X,O
SZLTOIJ,X,O,O,O,O,X,X,O,O,O
SZLTOJI,X,O,O,O,O,X,X,O,X,O
SZLITJO,O,O,O,O,O,X,O,X,X,X
SZLITOJ,O,O,O,O,O,X,O,X,O,O
SZLIJTO,O,O,O,O,O,X,O,X,X,X
SZLIJOT,O,O,O,O,O,X,O,X,X,X
SZLIOTJ,O,O,O,O,O,X,O,X,O,O
SZLIOJT,O,O,O,O,O,X,O,X,X,O
SZLJTIO,O,O,O,O,O,X,O,X,X,X
SZLJTOI,X,X,O,O,O,X,X,X,X,O
SZLJITO,O,O,O,O,O,X,O,X,X,X
SZLJIOT,O,O,O,O,O,X,O,X,X,X
SZLJOTI,X,X,O,O,O,X,X,X,X,O
SZLJOIT,O,O,O,O,O,X,O,X,X,O
SZLOTIJ,X,O,O,O,O,X,X,O,O,O
SZLOTJI,X,O,O,O,O,X,X,O,X,O
SZLOITJ,O,O,O,O,O,X,O,X,O,O
SZLOIJT,O,O,O,O,O,X,O,X,X,O
SZLOJTI,X,O,O,O,O,X,X,X,X,O
SZLOJIT,O,O,O,O,O,X,O,X,X,O
SZJTILO,O,X,O,O,O,O,X,O,X,X
SZJTIOL,O,X,O,O,X,O,X,X,X,X
SZJTLIO,O,X,O,O,O,O,O,O,X,X
SZJTLOI,O,X,O,O,O,O,X,O,X,X
SZJTOIL,O,X,O,O,X,O,X,O,X,X
SZJTOLI,O,X,O,O,O,O,X,O,X,X
SZJITLO,O,X,O,O,O,O,X,X,X,X
SZJITOL,O,X,X,O,X,O,X,X,X,X
SZJILTO,O,X,O,O,O,X,O,X,X,X
SZJILOT,O,X,O,O,O,X,O,X,X,X
SZJIOTL,O,X,X,O,X,O,X,X,X,X
SZJIOLT,O,X,O,O,X,X,X,X,X,X
SZJLTIO,O,X,O,O,O,X,O,X,X,X
SZJLTOI,X,X,O,O,O,X,X,X,X,X
SZJLITO,O,X,O,O,O,X,O,X,X,X
SZJLIOT,O,X,O,O,O,X,O,X,X,X
SZJLOTI,X,X,O,O,O,X,X,X,X,X
SZJLOIT,O,X,O,O,O,X,O,X,X,X
SZJOTIL,O,X,O,O,X,O,X,O,X,X
SZJOTLI,O,X,O,O,X,O,X,O,X,X
SZJOITL,O,X,O,O,X,O,X,X,X,X
SZJOILT,O,X,O,O,X,X,X,X,X,X
SZJOLTI,O,X,O,O,O,X,X,X,X,X
SZJOLIT,O,X,O,O,O,X,O,X,X,X
SZOTILJ,O,O,O,O,O,X,X,O,O,X
SZOTIJL,O,O,O,O,X,X,X,O,X,X
SZOTLIJ,O,O,O,O,O,X,X,O,O,X
SZOTLJI,O,O,O,O,O,O,X,O,X,X
SZOTJIL,O,O,O,O,X,O,X,O,X,X
SZOTJLI,O,O,O,O,O,O,X,O,X,X
SZOITLJ,O,O,O,O,O,X,X,O,O,X
SZOITJL,O,O,O,O,X,X,X,O,X,X
SZOILTJ,O,O,O,O,O,X,X,X,X,O
SZOILJT,O,O,O,O,O,X,X,X,X,O
SZOIJTL,O,O,O,O,X,X,X,X,X,X
SZOIJLT,O,O,O,O,X,X,X,X,X,X
SZOLTIJ,O,O,O,O,O,X,X,O,O,O
SZOLTJI,O,O,O,O,O,X,X,O,X,O
SZOLITJ,O,O,O,O,O,X,O,X,O,O
SZOLIJT,O,O,O,O,O,X,O,X,X,O
SZOLJTI,O,O,O,O,O,X,X,X,X,O
SZOLJIT,O,O,O,O,O,X,O,X,X,O
SZOJTIL,O,O,O,O,X,O,X,O,X,X
SZOJTLI,O,O,O,O,X,O,X,O,X,X
SZOJITL,O,O,O,O,X,O,X,X,X,X
SZOJILT,O,O,O,O,X,X,X,X,X,X
SZOJLTI,O,O,O,O,O,X,X,X,X,X
SZOJLIT,O,O,O,O,O,X,O,X,X,X
SOTILJZ,O,O,O,O,X,O,O,O,X,X
SOTILZJ,O,O,O,O,X,X,O,O,X,X
SOTIJLZ,O,O,O,O,X,O,O,O,X,X
SOTIJZL,O,O,O,O,X,O,X,O,X,X
SOTIZLJ,O,O,O,O,X,X,O,O,X,X
SOTIZJL,O,O,O,O,X,X,X,O,X,X
SOTLIJZ,O,O,O,O,O,O,X,O,X,X
SOTLIZJ,O,O,O,O,O,X,X,O,X,X
SOTLJIZ,O,O,O,O,O,O,X,O,X,X
SOTLJZI,O,O,O,O,O,O,X,O,X,X
SOTLZIJ,O,O,O,O,O,X,X,O,X,X
SOTLZJI,O,O,O,O,O,O,X,O,X,X
SOTJILZ,O,O,O,O,X,O,X,O,X,X
SOTJIZL,O,O,O,O,X,O,X,O,X,X
SOTJLIZ,O,O,O,O,O,O,X,O,X,X
SOTJLZI,O,O,O,O,O,O,X,O,X,X
SOTJZIL,O,O,O,O,X,O,X,O,X,X
SOTJZLI,O,O,O,O,O,O,X,O,X,X
SOTZILJ,O,O,O,O,O,X,X,O,X,X
SOTZIJL,O,O,O,O,X,X,X,O,X,X
SOTZLIJ,O,O,O,O,O,X,X,O,X,X
SOTZLJI,O,O,O,O,O,O,X,O,X,X
SOTZJIL,O,O,O,O,X,O,X,O,X,X
SOTZJLI,O,O,O,O,O,O,X,O,X,X
SOITLJZ,O,O,O,X,X,O,X,O,X,X
SOITLZJ,O,O,O,X,X,X,X,O,X,X
SOITJLZ,O,O,O,X,X,O,X,O,X,X
SOITJZL,O,O,O,X,X,O,X,O,X,X
SOITZLJ,O,O,O,X,X,X,X,O,X,X
SOITZJL,O,O,O,X,X,X,X,O,X,X
SOILTJZ,X,X,X,O,X,X,X,X,X,O
SOILTZJ,O,O,O,O,X,X,X,X,X,O
SOILJTZ,O,O,O,O,X,X,X,X,X,O
SOILJZT,O,O,O,O,X,X,X,X,X,O
SOILZTJ,O,O,O,O,X,X,X,X,X,O
SOILZJT,O,O,O,O,X,X,X,X,X,O
SOIJTLZ,X,X,O,X,X,O,X,X,X,X
SOIJTZL,O,X,O,X,X,O,X,X,X,X
SOIJLTZ,X,X,O,O,X,O,X,X,X,X
SOIJLZT,O,X,O,O,X,X,X,X,X,X
SOIJZTL,O,O,O,O,X,O,X,X,X,X
SOIJZLT,O,O,O,O,X,X,X,X,X,X
SOIZTLJ,O,O,O,O,X,X,X,O,X,X
SOIZTJL,O,O,O,O,X,X,X,O,X,X
SOIZLTJ,O,O,O,O,X,X,X,X,X,O
SOIZLJT,O,O,O,O,X,X,X,X,X,O
SOIZJTL,O,O,O,O,X,X,X,X,X,X
SOIZJLT,O,O,O,O,X,X,X,X,X,X
SOLTIJZ,O,O,O,O,O,O,X,O,X,O
SOLTIZJ,O,O,O,O,O,X,X,O,X,O
SOLTJIZ,O,O,O,O,O,O,X,O,X,O
SOLTJZI,O,O,O,O,O,O,X,O,X,O
SOLTZIJ,O,O,O,O,O,X,X,O,X,O
SOLTZJI,O,O,O,O,O,O,X,O,X,O
SOLITJZ,X,X,X,O,O,X,O,X,X,O
SOLITZJ,O,O,O,O,O,X,O,X,X,O
SOLIJTZ,O,O,O,O,X,X,O,X,X,O
SOLIJZT,O,O,O,O,O,X,O,X,X,O
SOLIZTJ,O,O,O,O,O,X,O,X,X,O
SOLIZJT,O,O,O,O,O,X,O,X,X,O
SOLJTIZ,O,O,O,O,X,O,X,X,X,O
SOLJTZI,O,O,O,O,X,O,X,X,X,O
SOLJITZ,O,O,O,O,X,O,O,X,X,O
SOLJIZT,O,O,O,O,O,X,O,X,X,O
SOLJZTI,O,O,O,O,O,X,X,X,X,O
SOLJZIT,O,O,O,O,O,X,O,X,X,O
SOLZTIJ,O,O,O,O,O,X,X,O,X,O
SOLZTJI,O,O,O,O,O,X,X,O,X,O
SOLZITJ,O,O,O,O,O,X,O,X,X,O
SOLZIJT,O,O,O,O,O,X,O,X,X,O
SOLZJTI,O,O,O,O,O,X,X,X,X,O
SOLZJIT,O,O,O,O,O,X,O,X,X,O
SOJTILZ,O,O,O,X,X,O,X,O,X,X
SOJTIZL,O,O,O,X,X,O,X,O,X,X
SOJTLIZ,O,O,O,O,X,O,X,O,X,X
SOJTLZI,O,O,O,O,X,O,X,O,X,X
SOJTZIL,O,O,O,O,X,O,X,O,X,X
SOJTZLI,O,O,O,O,X,O,X,O,X,X
SOJITLZ,X,X,O,X,X,O,X,X,X,X
SOJITZL,O,X,O,X,X,O,X,X,X,X
SOJILTZ,X,X,O,O,X,O,X,X,X,X
SOJILZT,O,X,O,O,X,X,X,X,X,X
SOJIZTL,O,O,O,O,X,O,X,X,X,X
SOJIZLT,O,O,O,O,X,X,X,X,X,X
SOJLTIZ,O,O,O,O,X,O,X,X,X,X
SOJLTZI,O,O,O,O,X,O,X,X,X,X
SOJLITZ,O,O,O,O,X,O,X,X,X,X
SOJLIZT,O,O,O,O,O,X,X,X,X,X
SOJLZTI,O,O,O,O,O,X,X,X,X,X
SOJLZIT,O,O,O,O,O,X,X,X,X,X
SOJZTIL,O,O,O,O,X,O,X,O,X,X
SOJZTLI,O,O,O,O,X,O,X,O,X,X
SOJZITL,O,O,O,O,X,O,X,X,X,X
SOJZILT,O,O,O,O,X,X,X,X,X,X
SOJZLTI,O,O,O,O,O,X,X,X,X,X
SOJZLIT,O,O,O,O,O,X,X,X,X,X
SOZTILJ,O,O,O,O,O,X,X,O,X,X
SOZTIJL,O,O,O,O,X,X,X,O,X,X
SOZTLIJ,O,O,O,O,O,X,X,O,X,X
SOZTLJI,O,O,O,O,O,O,X,O,X,X
SOZTJIL,O,O,O,O,X,O,X,O,X,X
SOZTJLI,O,O,O,O,O,O,X,O,X,X
SOZITLJ,O,O,O,O,O,X,X,O,X,X
SOZITJL,O,O,O,O,X,X,X,O,X,X
SOZILTJ,O,O,O,O,O,X,X,X,X,O
SOZILJT,O,O,O,O,O,X,X,X,X,O
SOZIJTL,O,O,O,O,X,X,X,X,X,X
SOZIJLT,O,O,O,O,X,X,X,X,X,X
SOZLTIJ,O,O,O,O,O,X,X,O,X,O
SOZLTJI,O,O,O,O,O,X,X,O,X,O
SOZLITJ,O,O,O,O,O,X,O,X,X,O
SOZLIJT,O,O,O,O,O,X,O,X,X,O
SOZLJTI,O,O,O,O,O,X,X,X,X,O
SOZLJIT,O,O,O,O,O,X,O,X,X,O
SOZJTIL,O,O,O,O,X,O,X,O,X,X
SOZJTLI,O,O,O,O,X,O,X,O,X,X
SOZJITL,O,O,O,O,X,O,X,X,X,X
SOZJILT,O,O,O,O,X,X,X,X,X,X
SOZJLTI,O,O,O,O,O,X,X,X,X,X
SOZJLIT,O,O,O,O,O,X,O,X,X,X
ZTILJSO,O,O,O,O,X,O,X,X,X,X
ZTILJOS,O,O,O,O,X,X,X,X,O,X
ZTILSJO,O,O,X,O,O,X,X,X,X,X
ZTILSOJ,O,O,X,O,O,X,X,X,O,X
ZTILOJS,O,O,O,O,X,X,X,X,O,X
ZTILOSJ,O,O,O,X,X,X,X,X,O,X
ZTIJLSO,O,O,O,O,X,O,X,X,X,X
ZTIJLOS,O,O,O,O,X,X,X,X,O,X
ZTIJSLO,O,X,O,O,O,X,X,O,X,X
ZTIJSOL,O,X,X,O,X,X,X,X,X,X
ZTIJOLS,O,O,O,O,X,X,X,X,O,X
ZTIJOSL,O,O,X,O,X,X,X,X,X,X
ZTISLJO,O,O,O,O,O,X,X,O,X,X
ZTISLOJ,O,O,O,O,O,X,X,O,O,X
ZTISJLO,O,X,O,O,O,X,X,O,X,X
ZTISJOL,O,X,O,O,X,X,X,X,X,X
ZTISOLJ,O,O,O,O,O,X,X,O,O,X
ZTISOJL,O,O,O,O,X,X,X,O,X,X
ZTIOLJS,O,O,O,O,X,X,X,X,O,X
ZTIOLSJ,O,O,O,X,X,X,X,X,O,X
ZTIOJLS,O,O,O,O,X,X,X,X,O,X
ZTIOJSL,O,O,O,O,X,X,X,O,X,X
ZTIOSLJ,O,O,O,O,O,X,X,O,O,X
ZTIOSJL,O,O,O,O,X,X,X,O,X,X
ZTLIJSO,O,O,O,O,X,O,X,X,X,X
ZTLIJOS,O,O,O,O,X,X,X,X,O,X
ZTLISJO,O,O,X,O,O,X,X,X,X,X
ZTLISOJ,O,O,X,O,O,X,X,X,O,X
ZTLIOJS,O,O,O,O,X,X,X,X,O,X
ZTLIOSJ,O,O,O,X,X,X,X,X,O,X
ZTLJISO,O,O,O,O,X,O,X,X,X,X
ZTLJIOS,O,O,O,O,X,X,X,X,O,X
ZTLJSIO,O,O,O,O,O,O,O,O,X,X
ZTLJSOI,O,O,X,O,O,O,X,O,X,X
ZTLJOIS,O,O,O,X,X,X,X,X,O,X
ZTLJOSI,O,O,O,X,X,X,X,X,X,X
ZTLSIJO,O,O,O,O,O,X,O,O,X,X
ZTLSIOJ,O,O,O,O,O,X,O,O,O,O
ZTLSJIO,O,O,O,O,O,O,O,O,X,X
ZTLSJOI,O,O,O,O,O,O,X,O,X,O
ZTLSOIJ,O,O,O,O,O,X,X,O,O,O
ZTLSOJI,O,O,O,O,O,O,X,O,X,O
ZTLOIJS,O,O,O,O,X,X,X,X,O,X
ZTLOISJ,O,O,O,X,X,X,X,X,O,O
ZTLOJIS,O,O,O,O,X,X,X,X,O,X
ZTLOJSI,O,O,O,O,X,X,X,O,X,X
ZTLOSIJ,O,O,O,O,X,X,X,O,O,O
ZTLOSJI,O,O,O,O,X,X,X,O,X,O
ZTJILSO,O,O,O,O,X,O,X,X,X,X
ZTJILOS,O,O,O,O,X,X,X,X,O,X
ZTJISLO,O,X,O,O,O,X,X,O,X,X
ZTJISOL,O,X,X,O,X,X,X,X,X,X
ZTJIOLS,O,O,O,O,X,X,X,X,O,X
ZTJIOSL,O,O,X,O,X,X,X,X,X,X
ZTJLISO,O,O,O,O,X,O,X,X,X,X
ZTJLIOS,O,O,O,O,X,X,X,X,O,X
ZTJLSIO,O,O,O,O,O,O,O,O,X,X
ZTJLSOI,O,O,X,O,O,O,X,O,X,X
ZTJLOIS,O,O,O,X,X,X,X,X,O,X
ZTJLOSI,O,O,O,X,X,X,X,X,X,X
ZTJSILO,O,X,O,O,O,X,X,O,X,X
ZTJSIOL,O,X,O,O,X,X,X,X,X,X
ZTJSLIO,O,O,O,O,O,X,O,O,X,X
ZTJSLOI,O,O,O,O,O,X,X,O,X,X
ZTJSOIL,O,X,O,O,X,X,X,O,X,X
ZTJSOLI,O,X,O,O,O,X,X,O,X,X
ZTJOILS,O,O,O,O,X,X,X,X,O,X
ZTJOISL,O,O,O,O,X,X,X,O,X,X
ZTJOLIS,O,O,O,O,X,X,X,X,O,X
ZTJOLSI,O,O,O,O,X,X,X,O,X,X
ZTJOSIL,O,O,O,O,X,X,X,O,X,X
ZTJOSLI,O,O,O,O,O,X,X,O,X,X
ZTSILJO,O,O,O,O,O,X,O,O,X,X
ZTSILOJ,O,O,O,O,O,X,O,O,O,X
ZTSIJLO,O,X,O,O,O,X,X,O,X,X
ZTSIJOL,O,X,O,O,X,X,X,X,X,X
ZTSIOLJ,O,O,O,O,O,X,O,O,O,X
ZTSIOJL,O,O,O,O,X,X,X,O,X,X
ZTSLIJO,O,O,O,O,O,X,O,O,X,X
ZTSLIOJ,O,O,O,O,O,X,O,O,O,X
ZTSLJIO,O,O,O,O,O,O,O,O,X,X
ZTSLJOI,O,O,O,O,O,O,X,O,X,X
ZTSLOIJ,O,O,O,O,O,X,X,O,O,X
ZTSLOJI,O,O,O,O,O,O,X,O,X,X
ZTSJILO,O,X,O,O,O,O,X,O,X,X
ZTSJIOL,O,X,O,O,X,O,X,X,X,X
ZTSJLIO,O,X,O,O,O,O,O,O,X,X
ZTSJLOI,O,X,O,O,O,O,X,O,X,X
ZTSJOIL,O,X,O,O,X,O,X,O,X,X
ZTSJOLI,O,X,O,O,O,O,X,O,X,X
ZTSOILJ,O,O,O,O,O,X,X,O,O,X
ZTSOIJL,O,O,O,O,X,X,X,O,X,X
ZTSOLIJ,O,O,O,O,O,X,X,O,O,X
ZTSOLJI,O,O,O,O,O,O,X,O,X,X
ZTSOJIL,O,O,O,O,X,O,X,O,X,X
ZTSOJLI,O,O,O,O,O,O,X,O,X,X
ZTOILJS,O,O,O,O,X,X,X,X,O,X
ZTOILSJ,O,O,O,X,X,X,X,X,O,O
ZTOIJLS,O,O,O,O,X,X,X,X,O,X
ZTOIJSL,O,O,O,O,X,X,X,O,X,X
ZTOISLJ,O,O,O,O,O,X,X,O,O,X
ZTOISJL,O,O,O,O,X,X,X,O,X,X
ZTOLIJS,O,O,O,O,X,X,X,X,O,X
ZTOLISJ,O,O,O,X,X,X,X,X,O,O
ZTOLJIS,O,O,O,O,X,X,X,X,O,X
ZTOLJSI,O,O,O,O,X,X,X,O,X,X
ZTOLSIJ,O,O,O,O,X,X,X,O,O,O
ZTOLSJI,O,O,O,O,X,X,X,O,X,O
ZTOJILS,O,O,O,O,X,X,X,X,O,X
ZTOJISL,O,O,O,O,X,X,X,O,X,X
ZTOJLIS,O,O,O,O,X,X,X,X,O,X
ZTOJLSI,O,O,O,O,X,X,X,O,X,X
ZTOJSIL,O,O,O,O,X,X,X,O,X,X
ZTOJSLI,O,O,O,O,O,X,X,O,X,X
ZTOSILJ,O,O,O,O,O,X,X,O,O,X
ZTOSIJL,O,O,O,O,X,X,X,O,X,X
ZTOSLIJ,O,O,O,O,O,X,X,O,O,X
ZTOSLJI,O,O,O,O,O,X,X,O,X,X
ZTOSJIL,O,O,O,O,X,X,X,O,X,X
ZTOSJLI,O,O,O,O,O,X,X,O,X,X
ZITLJSO,O,O,O,O,X,O,X,X,X,X
ZITLJOS,O,O,O,O,X,X,X,X,O,X
ZITLSJO,O,O,X,O,O,X,X,X,X,X
ZITLSOJ,O,O,X,O,O,X,X,X,O,X
ZITLOJS,O,O,O,O,X,X,X,X,O,X
ZITLOSJ,O,O,O,X,X,X,X,X,O,X
ZITJLSO,O,O,O,O,X,O,X,X,X,X
ZITJLOS,O,O,O,O,X,X,X,X,O,X
ZITJSLO,O,X,O,O,O,X,X,O,X,X
ZITJSOL,O,X,X,O,X,X,X,X,X,X
ZITJOLS,O,O,O,O,X,X,X,X,O,X
ZITJOSL,O,O,X,O,X,X,X,X,X,X
ZITSLJO,O,O,O,O,O,X,X,O,X,X
ZITSLOJ,O,O,O,O,O,X,X,O,O,X
ZITSJLO,O,X,O,O,O,X,X,O,X,X
ZITSJOL,O,X,O,O,X,X,X,X,X,X
ZITSOLJ,O,O,O,O,O,X,X,O,O,X
ZITSOJL,O,O,O,O,X,X,X,O,X,X
ZITOLJS,O,O,O,O,X,X,X,X,O,X
ZITOLSJ,O,O,O,X,X,X,X,X,O,X
ZITOJLS,O,O,O,O,X,X,X,X,O,X
ZITOJSL,O,O,O,O,X,X,X,O,X,X
ZITOSLJ,O,O,O,O,O,X,X,O,O,X
ZITOSJL,O,O,O,O,X,X,X,O,X,X
ZILTJSO,O,O,O,O,X,X,X,X,X,X
ZILTJOS,O,O,O,O,X,X,X,X,O,X
ZILTSJO,O,O,X,O,O,X,X,X,X,X
ZILTSOJ,O,O,X,O,O,X,X,X,O,X
ZILTOJS,O,O,O,O,X,X,X,X,O,X
ZILTOSJ,O,O,O,X,X,X,X,X,O,X
ZILJTSO,O,O,X,X,X,X,X,X,X,X
ZILJTOS,O,O,X,X,X,X,X,X,O,X
ZILJSTO,O,O,X,X,X,X,O,X,X,X
ZILJSOT,O,O,X,X,X,X,O,X,X,X
ZILJOTS,X,O,X,X,X,X,X,X,O,X
ZILJOST,O,O,X,X,X,X,X,X,X,X
ZILSTJO,O,O,O,O,O,X,O,X,X,X
ZILSTOJ,O,O,O,O,O,X,O,X,O,O
ZILSJTO,O,O,O,O,O,X,O,X,X,X
ZILSJOT,O,O,O,O,O,X,O,X,X,X
ZILSOTJ,O,O,O,O,O,X,O,X,O,O
ZILSOJT,O,O,O,O,O,X,O,X,X,O
ZILOTJS,X,O,O,X,X,X,X,X,O,X
ZILOTSJ,O,O,O,X,X,X,X,X,O,O
ZILOJTS,X,O,O,X,X,X,X,X,O,X
ZILOJST,O,O,O,O,X,X,X,X,X,O
ZILOSTJ,O,O,O,O,X,X,X,X,O,O
ZILOSJT,O,O,O,O,X,X,X,X,X,O
ZIJTLSO,O,O,X,O,X,O,X,X,X,X
ZIJTLOS,O,O,X,O,X,X,X,X,O,X
ZIJTSLO,O,X,X,O,O,X,X,X,X,X
ZIJTSOL,O,X,X,O,X,X,X,X,X,X
ZIJTOLS,O,O,X,O,X,X,X,X,O,X
ZIJTOSL,O,O,X,O,X,X,X,X,X,X
ZIJLTSO,O,O,X,X,X,X,X,X,X,X
ZIJLTOS,O,O,X,X,X,X,X,X,O,X
ZIJLSTO,O,O,X,X,X,X,O,X,X,X
ZIJLSOT,O,O,X,X,X,X,O,X,X,X
ZIJLOTS,X,O,X,X,X,X,X,X,O,X
ZIJLOST,O,O,X,X,X,X,X,X,X,X
ZIJSTLO,O,X,X,O,O,O,X,X,X,X
ZIJSTOL,O,X,X,O,X,O,X,X,X,X
ZIJSLTO,O,X,X,O,O,X,O,X,X,X
ZIJSLOT,O,X,X,O,O,X,O,X,X,X
ZIJSOTL,O,X,X,O,X,O,X,X,X,X
ZIJSOLT,O,X,X,O,X,X,X,X,X,X
ZIJOTLS,O,X,X,X,X,X,X,X,O,X
ZIJOTSL,O,X,X,O,X,X,X,X,X,X
ZIJOLTS,O,O,X,X,X,X,X,X,X,X
ZIJOLST,O,O,X,O,X,X,X,X,X,X
ZIJOSTL,O,O,X,O,X,X,X,X,X,X
ZIJOSLT,O,O,X,O,X,X,X,X,X,X
ZISTLJO,O,O,O,O,O,X,X,O,X,X
ZISTLOJ,O,O,O,O,O,X,X,O,O,X
ZISTJLO,O,X,O,O,O,X,X,O,X,X
ZISTJOL,O,X,O,O,X,X,X,X,X,X
ZISTOLJ,O,O,O,O,O,X,X,O,O,X
ZISTOJL,O,O,O,O,X,X,X,O,X,X
ZISLTJO,O,O,O,O,O,X,O,X,X,X
ZISLTOJ,O,O,O,O,O,X,O,X,O,X
ZISLJTO,O,O,O,O,O,X,O,X,X,X
ZISLJOT,O,O,O,O,O,X,O,X,X,X
ZISLOTJ,O,O,O,O,O,X,O,X,O,X
ZISLOJT,O,O,O,O,O,X,O,X,X,X
ZISJTLO,O,X,O,O,O,X,X,X,X,X
ZISJTOL,O,X,X,O,X,X,X,X,X,X
ZISJLTO,O,X,O,O,O,X,O,X,X,X
ZISJLOT,O,X,O,O,O,X,O,X,X,X
ZISJOTL,O,X,X,O,X,X,X,X,X,X
ZISJOLT,O,X,O,O,X,X,X,X,X,X
ZISOTLJ,O,O,O,O,O,X,X,O,O,X
ZISOTJL,O,O,O,O,X,X,X,O,X,X
ZISOLTJ,O,O,O,O,O,X,X,X,X,X
ZISOLJT,O,O,O,O,O,X,X,X,X,X
ZISOJTL,O,O,O,O,X,X,X,X,X,X
ZISOJLT,O,O,O,O,X,X,X,X,X,X
ZIOTLJS,O,O,O,O,X,X,X,X,O,X
ZIOTLSJ,O,O,O,X,X,X,X,X,O,O
ZIOTJLS,O,O,O,O,X,X,X,X,O,X
ZIOTJSL,O,O,O,O,X,X,X,O,X,X
ZIOTSLJ,O,O,O,O,O,X,X,O,O,X
ZIOTSJL,O,O,O,O,X,X,X,O,X,X
ZIOLTJS,X,O,O,X,X,X,X,X,O,X
ZIOLTSJ,O,O,O,X,X,X,X,X,O,O
ZIOLJTS,O,O,O,X,X,X,X,X,O,X
ZIOLJST,O,O,O,O,X,X,X,X,X,O
ZIOLSTJ,O,O,O,O,X,X,X,X,O,O
ZIOLSJT,O,O,O,O,X,X,X,X,X,O
