sequence,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhFVhBUdBGeBynBTm?BXsB,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhF3dBcjBFhBGnBim?BzrB,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhFGeBFhBXiB8nBim?BzrB,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhFlcBGeBamBXiB8n?BzrB,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhFciBTeB6rB3nBFm?BmrB,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhFGeBFhB8mBziBim?BXsB,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhF3dBcjB6rBTnBFm?BmrB,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhFTeBFhB0iBasB/r?BGsB,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhFGeBFhBziB3mBKn?B0rB
ZTIOSJL,O,O,O,O,X,X,X,X,X
ZTLIJSO,O,O,O,O,X,X,X,X,X
ZTLIJOS,O,X,X,O,X,X,X,O,X
ZTLISJO,O,O,O,O,X,X,X,X,X
ZTLISOJ,X,X,X,O,X,X,X,O,X
ZTLIOJS,O,O,X,O,X,X,O,O,X
ZTLIOSJ,X,X,X,O,X,X,O,O,X
ZTLJISO,O,O,O,O,X,X,X,X,X
ZTLJIOS,O,X,X,O,X,X,X,O,X
ZTLJSIO,O,O,O,O,X,X,X,X,X
ZTLJSOI,X,O,O,O,X,X,X,X,X
ZTLJOIS,O,X,X,O,X,X,X,O,X
ZTLJOSI,X,X,X,O,X,X,X,O,X
ZTLSIJO,O,O,O,O,X,X,X,X,X
ZTLSIOJ,X,X,X,O,X,X,X,O,X
ZTLSJIO,O,O,O,O,X,X,X,X,X
ZTLSJOI,X,O,O,O,X,X,X,X,X
ZTLSOIJ,X,X,X,O,X,X,X,O,X
ZTLSOJI,X,X,X,O,X,X,X,O,X
ZTLOIJS,O,O,X,O,X,X,O,O,X
ZTLOISJ,X,X,X,O,X,X,O,O,X
ZTLOJIS,O,O,X,O,X,X,O,O,X
ZTLOJSI,X,O,X,O,X,X,O,O,X
ZTLOSIJ,X,X,X,O,X,X,O,O,X
ZTLOSJI,X,X,X,O,X,X,O,O,X
ZTJILSO,O,O,O,O,X,X,X,X,X
ZTJILOS,O,X,X,O,X,X,X,X,X
ZTJISLO,O,O,O,O,X,X,X,X,X
ZTJISOL,O,O,O,O,X,X,X,X,X
ZTJIOLS,O,O,O,X,X,X,X,O,X
ZTJIOSL,X,O,O,O,X,X,X,X,X
ZTJLISO,O,O,O,O,X,X,X,X,X
ZTJLIOS,O,X,X,O,X,X,X,X,X
ZTJLSIO,O,O,O,O,X,X,X,X,X
ZTJLSOI,X,O,O,O,X,X,X,X,X
ZTJLOIS,O,X,X,O,X,X,X,X,X
ZTJLOSI,X,X,X,O,X,X,X,X,X
ZTJSILO,O,O,O,O,X,X,X,X,X
ZTJSIOL,O,O,O,O,X,X,X,X,X
ZTJSLIO,O,O,O,O,X,X,X,X,X
ZTJSLOI,O,O,O,O,X,X,X,X,X
ZTJSOIL,O,O,O,O,X,X,X,X,X
ZTJSOLI,X,O,O,X,X,X,X,X,X
ZTJOILS,O,O,O,X,X,X,X,O,X
ZTJOISL,X,O,O,O,X,X,X,X,X
ZTJOLIS,X,O,O,O,X,X,X,O,X
ZTJOLSI,X,O,O,O,X,X,X,O,X
ZTJOSIL,X,O,O,O,X,X,X,X,X
ZTJOSLI,X,O,O,O,X,X,X,X,X
ZTSILJO,O,O,O,O,X,X,X,X,X
ZTSILOJ,O,X,X,X,X,X,X,X,X
ZTSIJLO,O,O,O,O,X,X,X,X,X
ZTSIJOL,O,O,O,O,X,X,X,X,X
ZTSIOLJ,O,X,X,X,X,X,O,O,O
ZTSIOJL,O,O,O,O,X,X,X,X,O
ZTSLIJO,O,O,O,O,X,X,X,X,X
ZTSLIOJ,O,X,X,O,X,X,X,X,X
ZTSLJIO,O,O,O,O,X,X,X,X,X
ZTSLJOI,O,O,O,O,X,X,X,X,X
ZTSLOIJ,O,X,X,O,X,X,X,X,X
ZTSLOJI,O,X,X,O,X,X,X,X,X
ZTSJILO,O,O,O,O,X,X,X,X,X
ZTSJIOL,O,O,O,O,X,X,X,X,X
ZTSJLIO,O,O,O,O,X,X,X,X,X
ZTSJLOI,O,O,O,O,X,X,X,X,X
ZTSJOIL,O,O,O,O,X,X,X,X,X
ZTSJOLI,X,O,O,X,X,X,X,X,X
ZTSOILJ,O,X,X,X,X,X,O,O,O
ZTSOIJL,O,O,O,O,X,X,X,X,O
ZTSOLIJ,O,X,X,X,X,X,O,O,O
ZTSOLJI,O,X,X,X,X,X,O,O,O
ZTSOJIL,O,O,O,O,X,X,X,X,O
ZTSOJLI,X,O,O,X,X,X,X,X,O
ZTOILJS,O,O,O,X,X,X,O,O,X
ZTOILSJ,O,X,O,X,X,X,O,O,X
ZTOIJLS,O,O,O,X,X,X,X,O,X
ZTOIJSL,O,O,O,O,X,X,X,X,X
ZTOISLJ,O,X,O,O,X,X,O,O,X
ZTOISJL,O,O,O,O,X,X,X,X,X
ZTOLIJS,O,O,O,O,X,X,O,O,X
ZTOLISJ,O,X,O,O,X,X,O,O,X
ZTOLJIS,O,O,O,O,X,X,O,O,X
ZTOLJSI,O,O,O,O,X,X,O,O,X
ZTOLSIJ,O,X,O,O,X,X,O,O,X
ZTOLSJI,O,X,O,O,X,X,O,O,X
ZTOJILS,O,O,O,X,X,X,X,O,X
ZTOJISL,O,O,O,O,X,X,X,X,X
ZTOJLIS,O,O,O,O,X,X,X,O,X
ZTOJLSI,O,O,O,O,X,X,X,O,X
ZTOJSIL,O,O,O,O,X,X,X,X,X
ZTOJSLI,X,O,O,O,X,X,X,X,X
ZTOSILJ,O,X,O,O,X,X,O,O,X
ZTOSIJL,O,O,O,O,X,X,X,X,X
ZTOSLIJ,O,X,O,O,X,X,O,O,X
ZTOSLJI,O,X,O,O,X,X,O,O,X
ZTOSJIL,O,O,O,O,X,X,X,X,X
ZTOSJLI,X,O,O,O,X,X,X,X,X
ZITLJSO,O,O,O,O,X,X,X,X,X
ZITLJOS,O,X,X,O,X,X,X,O,X
ZITLSJO,O,O,O,O,X,X,X,X,X
ZITLSOJ,X,X,X,O,X,X,X,O,X
ZITLOJS,O,O,X,O,X,X,O,O,X
ZITLOSJ,X,X,X,O,X,X,O,O,X
ZITJLSO,O,O,O,O,X,X,X,X,X
ZITJLOS,O,X,X,O,X,X,X,X,X
ZITJSLO,O,O,O,O,X,X,X,X,X
ZITJSOL,O,O,O,O,X,X,X,X,X
ZITJOLS,O,O,O,X,X,X,X,O,X
ZITJOSL,X,O,O,O,X,X,X,X,X
ZITSLJO,O,O,O,O,X,X,X,X,X
ZITSLOJ,O,X,X,X,X,X,X,X,X
ZITSJLO,O,O,O,O,X,X,X,X,X
ZITSJOL,O,O,O,O,X,X,X,X,X
ZITSOLJ,O,X,X,X,X,X,O,O,O
ZITSOJL,O,O,O,O,X,X,X,X,O
ZITOLJS,O,O,O,X,X,X,O,O,X
ZITOLSJ,O,X,O,X,X,X,O,O,X
ZITOJLS,O,O,O,X,X,X,X,O,X
ZITOJSL,O,O,O,O,X,X,X,X,X
ZITOSLJ,O,X,O,O,X,X,O,O,X
ZITOSJL,O,O,O,O,X,X,X,X,X
ZILTJSO,O,O,O,O,X,X,X,X,X
ZILTJOS,O,X,X,O,X,X,X,O,X
ZILTSJO,O,O,O,O,X,X,X,X,X
ZILTSOJ,X,X,X,O,X,X,X,O,X
ZILTOJS,O,O,X,O,X,X,O,O,X
ZILTOSJ,X,X,X,O,X,X,O,O,X
ZILJTSO,O,O,O,O,X,X,X,X,X
ZILJTOS,O,X,X,O,X,X,X,O,X
ZILJSTO,O,O,O,O,X,X,X,X,X
ZILJSOT,O,X,X,O,X,X,X,X,X
ZILJOTS,O,X,O,O,X,X,O,O,X
ZILJOST,O,X,O,O,X,X,O,X,X
ZILSTJO,O,O,O,O,O,X,X,X,X
ZILSTOJ,O,X,X,O,O,X,X,O,X
ZILSJTO,O,O,O,O,O,X,X,X,X
ZILSJOT,O,X,X,O,O,X,X,X,X
ZILSOTJ,O,X,X,O,O,X,O,O,X
ZILSOJT,O,O,X,O,O,X,O,X,X
ZILOTJS,O,O,O,O,X,X,O,O,X
ZILOTSJ,O,X,O,O,X,X,O,O,X
ZILOJTS,O,O,O,O,X,X,O,O,X
ZILOJST,O,O,O,O,X,X,O,X,X
ZILOSTJ,O,X,O,O,O,X,O,O,X
ZILOSJT,O,O,O,O,O,X,O,X,X
ZIJTLSO,O,O,O,O,X,X,X,X,X
ZIJTLOS,O,X,X,O,X,X,X,X,X
ZIJTSLO,O,O,O,O,X,X,X,X,X
ZIJTSOL,O,O,O,O,X,X,X,X,X
ZIJTOLS,O,O,O,X,X,X,X,O,X
ZIJTOSL,X,O,O,O,X,X,X,X,X
ZIJLTSO,O,O,O,O,X,X,X,X,X
ZIJLTOS,O,X,X,O,X,X,X,O,X
ZIJLSTO,O,O,O,O,X,X,X,X,X
ZIJLSOT,O,X,X,O,X,X,X,X,X
ZIJLOTS,O,X,O,O,X,X,O,O,X
ZIJLOST,O,X,O,O,X,X,O,X,X
ZIJSTLO,O,O,O,O,X,X,X,X,X
ZIJSTOL,O,O,O,O,X,X,X,X,X
ZIJSLTO,O,O,O,O,X,X,X,X,X
ZIJSLOT,O,X,X,O,X,X,X,X,X
ZIJSOTL,O,O,O,O,X,O,X,X,X
ZIJSOLT,O,O,O,O,X,O,O,X,X
ZIJOTLS,O,O,O,X,X,X,X,O,X
ZIJOTSL,O,O,O,O,X,X,X,X,X
ZIJOLTS,O,O,O,O,X,X,O,O,X
ZIJOLST,O,O,O,O,X,X,O,X,X
ZIJOSTL,X,O,O,O,X,O,X,X,O
ZIJOSLT,X,O,O,O,X,O,O,X,X
ZISTLJO,O,O,O,O,O,X,X,X,X
ZISTLOJ,O,X,X,X,O,O,X,X,X
ZISTJLO,O,O,O,O,X,X,X,X,X
ZISTJOL,O,O,O,O,X,O,X,X,X
ZISTOLJ,O,X,X,X,O,O,O,O,O
ZISTOJL,O,O,O,O,X,O,X,X,O
ZISLTJO,O,O,O,O,O,X,X,X,X
ZISLTOJ,O,X,X,O,O,O,X,O,X
ZISLJTO,O,O,O,O,O,X,X,X,X
ZISLJOT,O,X,X,O,O,X,X,X,X
ZISLOTJ,O,X,X,O,O,O,O,O,X
ZISLOJT,O,O,X,O,O,O,O,X,X
ZISJTLO,O,O,O,O,X,X,X,X,X
ZISJTOL,O,O,O,O,X,O,X,X,X
ZISJLTO,O,O,O,O,O,X,X,X,X
ZISJLOT,O,X,X,O,O,X,X,X,X
ZISJOTL,O,O,O,O,X,O,X,X,X
ZISJOLT,O,O,O,O,O,O,O,X,X
ZISOTLJ,O,X,O,O,O,O,O,O,O
ZISOTJL,O,O,O,O,X,O,X,X,O
ZISOLTJ,O,X,O,O,O,O,O,O,X
ZISOLJT,O,O,O,O,O,O,O,X,X
ZISOJTL,O,O,O,O,X,O,X,X,O
ZISOJLT,O,O,O,O,O,O,O,X,X
ZIOTLJS,O,O,O,X,X,X,O,O,X
ZIOTLSJ,O,X,O,X,X,X,O,O,X
ZIOTJLS,O,O,O,X,X,X,X,O,X
ZIOTJSL,O,O,O,O,X,X,X,X,X
ZIOTSLJ,O,X,O,O,X,X,O,O,X
ZIOTSJL,O,O,O,O,X,X,X,X,X
ZIOLTJS,O,O,O,O,X,X,O,O,X
ZIOLTSJ,O,X,O,O,X,X,O,O,X
ZIOLJTS,O,O,O,O,X,X,O,O,X
ZIOLJST,O,O,O,O,X,X,O,X,X
ZIOLSTJ,O,X,O,O,O,X,O,O,X
ZIOLSJT,O,O,O,O,O,X,O,X,X
ZIOJTLS,O,O,O,X,X,X,X,O,X
ZIOJTSL,O,O,O,O,X,X,X,X,X
ZIOJLTS,O,O,O,O,X,X,O,O,X
ZIOJLST,O,O,O,O,X,X,O,X,X
ZIOJSTL,X,O,O,O,X,O,X,X,O
ZIOJSLT,X,O,O,O,X,O,O,X,X
ZIOSTLJ,X,X,O,O,O,O,O,O,O
ZIOSTJL,X,O,O,O,X,O,X,X,O
ZIOSLTJ,X,X,O,O,O,O,O,O,X
ZIOSLJT,X,O,O,O,O,O,O,X,X
ZIOSJTL,X,O,O,O,X,O,X,X,O
ZIOSJLT,X,O,O,O,O,O,O,X,X
ZLTIJSO,O,O,O,O,X,X,X,X,X
ZLTIJOS,O,X,X,O,X,X,X,O,X
ZLTISJO,O,O,O,O,X,X,X,X,X
ZLTISOJ,X,X,X,O,X,X,X,O,X
ZLTIOJS,O,O,X,O,X,X,O,O,X
ZLTIOSJ,X,X,X,O,X,X,O,O,X
ZLTJISO,O,O,O,O,X,X,X,X,X
ZLTJIOS,O,X,X,O,X,X,X,O,X
ZLTJSIO,O,O,O,O,X,X,X,X,X
ZLTJSOI,O,O,O,O,X,X,X,X,X
ZLTJOIS,O,X,X,O,X,X,X,O,X
ZLTJOSI,X,X,X,O,X,X,X,O,X
ZLTSIJO,O,O,O,O,X,X,X,X,X
ZLTSIOJ,O,X,X,O,X,X,X,O,X
ZLTSJIO,O,O,O,O,X,X,X,X,X
ZLTSJOI,O,O,O,O,X,X,X,X,X
ZLTSOIJ,O,X,X,O,X,X,X,O,X
ZLTSOJI,O,X,X,O,X,X,X,O,X
ZLTOIJS,O,O,X,O,X,X,O,O,X
ZLTOISJ,X,X,X,O,X,X,O,O,X
ZLTOJIS,O,O,X,O,X,X,O,O,X
ZLTOJSI,X,O,X,O,X,X,O,O,X
ZLTOSIJ,X,X,X,O,X,X,O,O,X
ZLTOSJI,X,X,X,O,X,X,O,O,X
ZLITJSO,O,O,O,O,X,X,X,X,X
ZLITJOS,O,X,X,O,X,X,X,O,X
ZLITSJO,O,O,O,O,X,X,X,X,X
ZLITSOJ,X,X,X,O,X,X,X,O,X
ZLITOJS,O,O,X,O,X,X,O,O,X
ZLITOSJ,X,X,X,O,X,X,O,O,X
ZLIJTSO,O,O,O,O,X,X,X,X,X
ZLIJTOS,O,X,X,O,X,X,X,O,X
ZLIJSTO,O,O,O,O,X,X,X,X,X
ZLIJSOT,O,X,X,O,X,X,X,X,X
ZLIJOTS,O,X,O,O,X,X,O,O,X
ZLIJOST,O,X,O,O,X,X,O,X,X
ZLISTJO,O,O,O,O,O,X,X,X,X
ZLISTOJ,O,X,X,O,O,X,X,O,X
ZLISJTO,O,O,O,O,O,X,X,X,X
ZLISJOT,O,X,X,O,O,X,X,X,X
ZLISOTJ,O,X,X,O,O,X,O,O,X
ZLISOJT,O,O,X,O,O,X,O,X,X
ZLIOTJS,O,O,O,O,X,X,O,O,X
ZLIOTSJ,O,X,O,O,X,X,O,O,X
ZLIOJTS,O,O,O,O,X,X,O,O,X
ZLIOJST,O,O,O,O,X,X,O,X,X
ZLIOSTJ,O,X,O,O,O,X,O,O,X
ZLIOSJT,O,O,O,O,O,X,O,X,X
ZLJTISO,O,O,O,O,X,X,X,X,X
ZLJTIOS,O,X,X,O,X,X,X,O,X
ZLJTSIO,O,O,O,O,X,X,X,X,X
ZLJTSOI,O,O,O,O,X,X,X,X,X
ZLJTOIS,O,X,X,O,X,X,X,O,X
ZLJTOSI,X,X,X,O,X,X,X,O,X
ZLJITSO,O,O,O,O,X,X,X,X,X
ZLJITOS,O,X,X,O,X,X,X,O,X
ZLJISTO,O,O,O,O,X,X,X,X,X
ZLJISOT,O,X,X,O,X,X,X,X,X
ZLJIOTS,O,X,O,O,X,X,O,O,X
ZLJIOST,O,X,O,O,X,X,O,X,X
ZLJSTIO,O,O,O,O,X,X,X,X,X
ZLJSTOI,O,O,O,O,X,X,X,X,X
ZLJSITO,O,O,O,O,X,X,X,X,X
ZLJSIOT,O,X,X,O,X,X,X,X,X
ZLJSOTI,O,X,X,O,X,X,X,X,X
ZLJSOIT,O,X,X,O,X,X,X,X,X
ZLJOTIS,O,X,O,O,X,X,O,O,X
ZLJOTSI,O,X,O,O,X,X,O,O,X
ZLJOITS,O,X,O,O,X,X,O,O,X
ZLJOIST,O,X,O,O,X,X,O,X,X
ZLJOSTI,O,X,O,O,X,X,O,X,X
ZLJOSIT,O,X,O,O,X,X,O,X,X
ZLSTIJO,O,O,O,O,O,X,X,X,X
ZLSTIOJ,O,X,X,O,O,X,X,O,X
ZLSTJIO,O,O,O,O,O,X,X,X,X
ZLSTJOI,O,O,O,O,O,X,X,X,X
ZLSTOIJ,O,X,X,O,O,X,X,O,X
ZLSTOJI,O,X,X,O,O,X,X,O,X
ZLSITJO,O,O,O,O,O,X,X,X,X
ZLSITOJ,O,X,X,O,O,X,X,O,X
ZLSIJTO,O,O,O,O,O,X,X,X,X
ZLSIJOT,O,X,X,O,O,X,X,X,X
ZLSIOTJ,O,X,X,O,O,X,O,O,X
ZLSIOJT,O,O,X,O,O,X,O,X,X
ZLSJTIO,O,O,O,O,O,X,X,X,X
ZLSJTOI,O,O,O,O,O,X,X,X,X
ZLSJITO,O,O,O,O,O,X,X,X,X
ZLSJIOT,O,X,X,O,O,X,X,X,X
ZLSJOTI,O,X,X,O,O,X,X,X,X
ZLSJOIT,O,X,X,O,O,X,X,X,X
ZLSOTIJ,O,X,X,O,O,X,O,O,X
ZLSOTJI,O,X,X,O,O,X,O,O,X
ZLSOITJ,O,X,X,O,O,X,O,O,X
ZLSOIJT,O,O,X,O,O,X,O,X,X
ZLSOJTI,O,O,X,O,O,X,O,X,X
ZLSOJIT,O,O,X,O,O,X,O,X,X
ZLOTIJS,O,O,O,O,X,X,O,O,X
ZLOTISJ,O,X,O,O,X,X,O,O,X
ZLOTJIS,O,O,O,O,X,X,O,O,X
ZLOTJSI,O,O,O,O,X,X,O,O,X
ZLOTSIJ,O,X,O,O,X,X,O,O,X
ZLOTSJI,O,X,O,O,X,X,O,O,X
ZLOITJS,O,O,O,O,X,X,O,O,X
ZLOITSJ,O,X,O,O,X,X,O,O,X
ZLOIJTS,O,O,O,O,X,X,O,O,X
ZLOIJST,O,O,O,O,X,X,O,X,X
ZLOISTJ,O,X,O,O,O,X,O,O,X
ZLOISJT,O,O,O,O,O,X,O,X,X
ZLOJTIS,O,O,O,O,X,X,O,O,X
ZLOJTSI,O,O,O,O,X,X,O,O,X
ZLOJITS,O,O,O,O,X,X,O,O,X
ZLOJIST,O,O,O,O,X,X,O,X,X
ZLOJSTI,O,O,O,O,X,X,O,X,X
ZLOJSIT,O,O,O,O,X,X,O,X,X
ZLOSTIJ,O,X,O,O,O,X,O,O,X
ZLOSTJI,O,X,O,O,O,X,O,O,X
ZLOSITJ,O,X,O,O,O,X,O,O,X
ZLOSIJT,O,O,O,O,O,X,O,X,X
ZLOSJTI,O,O,O,O,O,X,O,X,X
ZLOSJIT,O,O,O,O,O,X,O,X,X
ZJTILSO,O,O,O,O,X,X,X,X,X
ZJTILOS,O,X,X,O,X,X,X,X,X
ZJTISLO,O,O,O,O,X,X,X,X,X
ZJTISOL,O,O,O,O,X,X,X,X,X
ZJTIOLS,O,O,O,X,X,X,X,O,X
ZJTIOSL,X,O,O,O,X,X,X,X,X
ZJTLISO,O,O,O,O,X,X,X,X,X
ZJTLIOS,O,X,X,O,X,X,X,X,X
ZJTLSIO,O,O,O,O,X,X,X,X,X
ZJTLSOI,X,O,O,O,X,X,X,X,X
ZJTLOIS,O,X,X,O,X,X,X,X,X
ZJTLOSI,X,X,X,O,X,X,X,X,X
ZJTSILO,O,O,O,O,X,X,X,X,X
ZJTSIOL,O,O,O,O,X,X,X,X,X
ZJTSLIO,O,O,O,O,X,X,X,X,X
ZJTSLOI,O,O,O,O,X,X,X,X,X
ZJTSOIL,O,O,O,O,X,X,X,X,X
ZJTSOLI,X,O,O,X,X,X,X,X,X
ZJTOILS,O,O,O,X,X,X,X,O,X
ZJTOISL,X,O,O,O,X,X,X,X,X
ZJTOLIS,X,O,O,O,X,X,X,O,X
ZJTOLSI,X,O,O,O,X,X,X,O,X
ZJTOSIL,X,O,O,O,X,X,X,X,X
ZJTOSLI,X,O,O,O,X,X,X,X,X
ZJITLSO,O,O,O,O,X,X,X,X,X
ZJITLOS,O,X,X,O,X,X,X,X,X
ZJITSLO,O,O,O,O,X,X,X,X,X
ZJITSOL,O,O,O,O,X,X,X,X,X
ZJITOLS,O,O,O,X,X,X,X,O,X
ZJITOSL,X,O,O,O,X,X,X,X,X
ZJILTSO,O,O,O,O,X,X,X,X,X
ZJILTOS,O,X,X,O,X,X,X,O,X
ZJILSTO,O,O,O,O,X,X,X,X,X
ZJILSOT,O,X,X,O,X,X,X,X,X
ZJILOTS,O,X,O,O,X,X,O,O,X
ZJILOST,O,X,O,O,X,X,O,X,X
ZJISTLO,O,O,O,O,X,X,X,X,X
ZJISTOL,O,O,O,O,X,X,X,X,X
ZJISLTO,O,O,O,O,X,X,X,X,X
ZJISLOT,O,X,X,O,X,X,X,X,X
ZJISOTL,O,O,O,O,X,O,X,X,X
ZJISOLT,O,O,O,O,X,O,O,X,X
ZJIOTLS,O,O,O,X,X,X,X,O,X
ZJIOTSL,O,O,O,O,X,X,X,X,X
ZJIOLTS,O,O,O,O,X,X,O,O,X
ZJIOLST,O,O,O,O,X,X,O,X,X
ZJIOSTL,X,O,O,O,X,O,X,X,O
ZJIOSLT,X,O,O,O,X,O,O,X,X
ZJLTISO,O,O,O,O,X,X,X,X,X
ZJLTIOS,O,X,X,O,X,X,X,O,X
ZJLTSIO,O,O,O,O,X,X,X,X,X
ZJLTSOI,O,O,O,O,X,X,X,X,X
ZJLTOIS,O,X,X,O,X,X,X,O,X
ZJLTOSI,X,X,X,O,X,X,X,O,X
ZJLITSO,O,O,O,O,X,X,X,X,X
ZJLITOS,O,X,X,O,X,X,X,O,X
ZJLISTO,O,O,O,O,X,X,X,X,X
ZJLISOT,O,X,X,O,X,X,X,X,X
ZJLIOTS,O,X,O,O,X,X,O,O,X
ZJLIOST,O,X,O,O,X,X,O,X,X
ZJLSTIO,O,O,O,O,X,X,X,X,X
ZJLSTOI,O,O,O,O,X,X,X,X,X
ZJLSITO,O,O,O,O,X,X,X,X,X
ZJLSIOT,O,X,X,O,X,X,X,X,X
ZJLSOTI,O,X,X,O,X,X,X,X,X
ZJLSOIT,O,X,X,O,X,X,X,X,X
ZJLOTIS,O,X,O,O,X,X,O,O,X
ZJLOTSI,O,X,O,O,X,X,O,O,X
ZJLOITS,O,X,O,O,X,X,O,O,X
ZJLOIST,O,X,O,O,X,X,O,X,X
ZJLOSTI,O,X,O,O,X,X,O,X,X
ZJLOSIT,O,X,O,O,X,X,O,X,X
ZJSTILO,O,O,O,O,X,X,X,X,X
ZJSTIOL,O,O,O,O,X,X,X,X,X
ZJSTLIO,O,O,O,O,X,X,X,X,X
ZJSTLOI,O,O,O,O,X,X,X,X,X
ZJSTOIL,O,O,O,O,X,X,X,X,X
ZJSTOLI,X,O,O,X,X,X,X,X,X
ZJSITLO,O,O,O,O,X,X,X,X,X
ZJSITOL,O,O,O,O,X,X,X,X,X
ZJSILTO,O,O,O,O,X,X,X,X,X
ZJSILOT,O,X,X,O,X,X,X,X,X
ZJSIOTL,O,O,O,O,X,O,X,X,X
ZJSIOLT,O,O,O,O,X,O,O,X,X
ZJSLTIO,O,O,O,O,X,X,X,X,X
ZJSLTOI,O,O,O,O,X,X,X,X,X
ZJSLITO,O,O,O,O,X,X,X,X,X
ZJSLIOT,O,X,X,O,X,X,X,X,X
ZJSLOTI,O,X,X,O,X,X,X,X,X
ZJSLOIT,O,X,X,O,X,X,X,X,X
ZJSOTIL,O,O,O,O,X,O,X,X,X
ZJSOTLI,O,O,O,O,X,O,X,X,X
ZJSOITL,O,O,O,O,X,O,X,X,X
ZJSOILT,O,O,O,O,X,O,O,X,X
ZJSOLTI,O,O,O,O,X,O,O,X,X
ZJSOLIT,O,O,O,O,X,O,O,X,X
ZJOTILS,O,O,O,X,X,X,X,O,X
ZJOTISL,O,O,O,O,X,X,X,X,X
ZJOTLIS,O,O,O,O,X,X,X,O,X
ZJOTLSI,O,O,O,O,X,X,X,O,X
ZJOTSIL,O,O,O,O,X,X,X,X,X
ZJOTSLI,X,O,O,O,X,X,X,X,X
ZJOITLS,O,O,O,X,X,X,X,O,X
ZJOITSL,O,O,O,O,X,X,X,X,X
ZJOILTS,O,O,O,O,X,X,O,O,X
ZJOILST,O,O,O,O,X,X,O,X,X
ZJOISTL,X,O,O,O,X,O,X,X,O
ZJOISLT,X,O,O,O,X,O,O,X,X
ZJOLTIS,O,O,O,O,X,X,O,O,X
ZJOLTSI,O,O,O,O,X,X,O,O,X
ZJOLITS,O,O,O,O,X,X,O,O,X
ZJOLIST,O,O,O,O,X,X,O,X,X
ZJOLSTI,O,O,O,O,X,X,O,X,X
ZJOLSIT,O,O,O,O,X,X,O,X,X
ZJOSTIL,X,O,O,O,X,O,X,X,O
ZJOSTLI,X,O,O,O,X,O,X,X,O
ZJOSITL,X,O,O,O,X,O,X,X,O
ZJOSILT,X,O,O,O,X,O,O,X,X
ZJOSLTI,X,O,O,O,X,O,O,X,X
ZJOSLIT,X,O,O,O,X,O,O,X,X
ZSTILJO,O,O,O,O,O,X,X,X,X
ZSTILOJ,O,X,X,X,O,O,X,X,X
ZSTIJLO,O,O,O,O,X,X,X,X,X
ZSTIJOL,O,O,O,O,X,O,X,X,X
ZSTIOLJ,O,X,X,X,O,O,O,O,O
ZSTIOJL,O,O,O,O,X,O,X,X,O
ZSTLIJO,O,O,O,O,O,X,X,X,X
ZSTLIOJ,O,X,X,O,O,O,X,X,X
ZSTLJIO,O,O,O,O,O,X,X,X,X
ZSTLJOI,O,O,O,O,O,X,X,X,X
ZSTLOIJ,O,X,X,O,O,O,X,X,X
ZSTLOJI,O,X,X,O,O,O,X,X,X
ZSTJILO,O,O,O,O,X,X,X,X,X
ZSTJIOL,O,O,O,O,X,O,X,X,X
ZSTJLIO,O,O,O,O,X,X,X,X,X
ZSTJLOI,O,O,O,O,X,X,X,X,X
ZSTJOIL,O,O,O,O,X,O,X,X,X
ZSTJOLI,X,O,O,X,X,O,X,X,X
ZSTOILJ,O,X,X,X,O,O,O,O,O
ZSTOIJL,O,O,O,O,X,O,X,X,O
ZSTOLIJ,O,X,X,X,O,O,O,O,O
ZSTOLJI,O,X,X,X,O,O,O,O,O
ZSTOJIL,O,O,O,O,X,O,X,X,O
ZSTOJLI,X,O,O,X,X,O,X,X,O
ZSITLJO,O,O,O,O,O,X,X,X,X
ZSITLOJ,O,X,X,X,O,O,X,X,X
ZSITJLO,O,O,O,O,X,X,X,X,X
ZSITJOL,O,O,O,O,X,O,X,X,X
ZSITOLJ,O,X,X,X,O,O,O,O,O
ZSITOJL,O,O,O,O,X,O,X,X,O
ZSILTJO,O,O,O,O,O,X,X,X,X
ZSILTOJ,O,X,X,O,O,O,X,O,X
ZSILJTO,O,O,O,O,O,X,X,X,X
ZSILJOT,O,X,X,O,O,X,X,X,X
ZSILOTJ,O,X,X,O,O,O,O,O,X
ZSILOJT,O,O,X,O,O,O,O,X,X
ZSIJTLO,O,O,O,O,X,X,X,X,X
ZSIJTOL,O,O,O,O,X,O,X,X,X
ZSIJLTO,O,O,O,O,O,X,X,X,X
ZSIJLOT,O,X,X,O,O,X,X,X,X
ZSIJOTL,O,O,O,O,X,O,X,X,X
ZSIJOLT,O,O,O,O,O,O,O,X,X
ZSIOTLJ,O,X,O,O,O,O,O,O,O
ZSIOTJL,O,O,O,O,X,O,X,X,O
ZSIOLTJ,O,X,O,O,O,O,O,O,X
ZSIOLJT,O,O,O,O,O,O,O,X,X
ZSIOJTL,O,O,O,O,X,O,X,X,O
ZSIOJLT,O,O,O,O,O,O,O,X,X
ZSLTIJO,O,O,O,O,O,X,X,X,X
