sequence,v115@7gB8HeB8DeA8CeB8CeH8BeG8Jex6IvhFXcBTdBifBW?nBFlB0pB,v115@7gB8HeB8DeA8CeB8CeH8BeG8JeZ/IvhFUbBFcBXdBW?lBSnBzpB,v115@7gB8HeB8DeA8CeB8CeH8BeG8Je06IvhFxcBKkBGhBT?iBFlBXqB,v115@7gB8HeB8DeA8CeB8CeH8BeG8Jex7IvhF6iBlfB3gBz?hB2pB0pB,v115@7gB8HeB8DeA8CeB8CeH8BeG8JeZ/IvhFUcBGdBCgBV?nBXlBzpB,v115@7gB8HeB8DeA8CeB8CeH8BeG8JeX7IvhFxcBKkBGhBT?iBFlB0pB,v115@7gB8HeB8DeA8CeB8CeH8BeG8JeT6IvhFUcBGdBSlBV?nB/pBZlB,v115@7gB8HeB8DeA8CeB8CeH8BeG8Jex7IvhFlfB3gBCiBT?iB2pB0pB,v115@7gB8HeB8DeA8CeB8CeH8BeG8JeT6IvhFxbB8hB+iB/?pBFlBiqB,v115@7gB8HeB8DeA8CeB8CeH8BeG8JeU8IvhFxfBTiBCiB/?pBFlBmpB,v115@7gB8HeB8DeA8CeB8CeH8BeG8Jex6IvhFXcB8hB+iBK?kBFlBzpB
JZTLSIO,O,O,X,X,O,X,O,O,X,X,O
JZTLSOI,O,O,X,X,O,X,O,O,X,X,O
JZTLOIS,O,O,X,X,X,X,X,X,X,X,O
JZTLOSI,O,O,X,X,X,X,X,X,X,X,O
JZTSILO,O,O,X,X,O,X,O,O,O,X,O
JZTSIOL,O,X,X,O,O,X,X,X,O,X,X
JZTSLIO,O,O,X,X,O,X,O,O,O,X,O
JZTSLOI,O,O,X,X,O,X,O,O,O,X,O
JZTSOIL,O,X,X,O,O,X,X,X,O,X,X
JZTSOLI,O,X,X,O,O,X,O,X,O,X,X
JZTOILS,O,O,X,X,X,X,X,X,X,X,X
JZTOISL,O,X,X,X,O,X,X,X,X,X,X
JZTOLIS,O,O,X,X,X,X,X,X,X,X,X
JZTOLSI,O,O,X,O,X,X,X,X,X,X,X
JZTOSIL,O,X,X,O,O,X,X,X,X,X,X
JZTOSLI,O,X,X,O,O,X,O,X,X,X,X
JZITLSO,O,O,X,X,O,X,X,X,X,X,X
JZITLOS,O,O,X,X,X,X,X,X,X,X,X
JZITSLO,O,O,X,X,O,X,X,X,O,X,X
JZITSOL,O,X,X,X,O,X,X,X,O,X,X
JZITOLS,O,O,X,X,X,X,X,X,X,X,X
JZITOSL,O,X,X,X,O,X,X,X,X,X,X
JZILTSO,O,O,X,X,X,X,X,X,X,X,O
JZILTOS,O,O,X,X,X,X,X,X,X,X,O
JZILSTO,O,O,X,X,X,X,X,X,O,X,O
JZILSOT,O,O,X,X,X,X,X,X,O,X,O
JZILOTS,O,O,X,X,X,X,X,X,X,X,X
JZILOST,O,O,X,X,X,X,X,X,X,X,O
JZISTLO,O,O,X,X,O,X,X,X,O,X,O
JZISTOL,O,X,X,X,O,X,X,X,O,X,X
JZISLTO,O,O,X,X,O,X,X,X,O,X,O
JZISLOT,O,O,X,X,X,X,X,X,O,X,O
JZISOTL,O,X,X,X,X,X,X,X,O,X,X
JZISOLT,O,X,X,X,X,X,X,X,O,X,O
JZIOTLS,O,O,X,X,X,X,X,X,X,X,X
JZIOTSL,O,X,X,X,X,X,X,X,X,X,X
JZIOLTS,O,O,X,X,X,X,X,X,X,X,X
JZIOLST,O,O,X,X,X,X,X,X,X,X,X
JZIOSTL,O,X,X,X,X,X,X,X,O,X,X
JZIOSLT,O,X,X,X,X,X,X,X,O,X,X
JZLTISO,O,O,X,X,X,X,X,X,X,X,O
JZLTIOS,O,O,O,X,X,X,X,X,X,X,O
JZLTSIO,O,O,X,X,X,X,X,O,X,X,O
JZLTSOI,O,O,O,X,X,O,X,O,X,X,O
JZLTOIS,O,O,O,X,X,O,X,X,X,X,O
JZLTOSI,O,O,O,X,X,O,X,X,X,X,O
JZLITSO,O,O,X,X,X,X,X,X,X,X,O
JZLITOS,O,O,X,X,X,X,X,X,X,X,O
JZLISTO,O,O,X,X,X,X,X,O,O,X,O
JZLISOT,O,O,X,X,X,X,X,X,O,X,O
JZLIOTS,O,O,O,X,X,X,X,X,X,X,X
JZLIOST,O,O,O,X,X,X,X,X,X,X,O
JZLSTIO,O,O,X,X,X,X,X,O,O,X,O
JZLSTOI,O,O,X,X,X,X,X,O,O,X,O
JZLSITO,O,O,X,X,X,X,X,O,O,X,O
JZLSIOT,O,O,X,X,X,X,X,X,O,X,O
JZLSOTI,O,O,O,X,X,X,X,X,O,X,O
JZLSOIT,O,O,O,X,X,X,X,X,O,X,O
JZLOTIS,O,O,O,X,X,O,X,X,X,X,O
JZLOTSI,O,O,O,X,X,O,X,X,X,X,O
JZLOITS,O,O,O,X,X,O,X,X,X,X,X
JZLOIST,O,O,O,X,X,X,X,X,X,X,O
JZLOSTI,O,O,O,X,X,X,X,X,X,X,O
JZLOSIT,O,O,O,X,X,X,X,X,X,X,O
JZSTILO,O,O,X,X,O,X,O,O,O,X,O
JZSTIOL,O,X,X,O,O,X,X,X,O,O,X
JZSTLIO,O,O,X,X,O,X,O,O,O,X,O
JZSTLOI,O,O,X,X,O,X,O,O,O,X,O
JZSTOIL,O,X,X,O,O,X,X,X,O,O,X
JZSTOLI,O,X,X,O,O,X,O,X,O,X,X
JZSITLO,O,O,X,X,O,X,X,O,O,X,O
JZSITOL,O,X,X,O,O,X,X,X,O,X,X
JZSILTO,O,O,X,X,O,X,X,O,O,X,O
JZSILOT,O,O,X,X,X,X,X,X,O,X,O
JZSIOTL,O,X,X,O,X,X,X,X,O,O,X
JZSIOLT,O,X,X,O,X,X,X,X,O,O,O
JZSLTIO,O,O,X,X,O,X,O,O,O,X,O
JZSLTOI,O,O,X,X,O,X,O,O,O,X,O
JZSLITO,O,O,X,X,O,X,X,O,O,X,O
JZSLIOT,O,O,X,X,X,X,X,X,O,X,O
JZSLOTI,O,O,X,X,X,X,O,X,O,X,O
JZSLOIT,O,O,X,X,X,X,X,X,O,X,O
JZSOTIL,O,X,X,O,X,X,X,X,O,O,X
JZSOTLI,O,X,X,O,X,X,X,X,O,X,X
JZSOITL,O,X,X,O,X,X,X,X,O,O,X
JZSOILT,O,X,X,O,X,X,X,X,O,O,O
JZSOLTI,O,X,X,O,X,X,X,X,O,X,O
JZSOLIT,O,X,X,O,X,X,X,X,O,X,O
JZOTILS,O,O,X,X,X,X,X,X,X,X,X
JZOTISL,O,X,X,X,X,X,X,X,X,X,X
JZOTLIS,O,O,X,X,X,X,X,X,X,X,X
JZOTLSI,O,O,X,O,X,X,X,X,X,X,X
JZOTSIL,O,X,X,O,X,X,X,X,X,X,X
JZOTSLI,O,X,X,O,X,X,X,X,X,X,X
JZOITLS,O,O,X,X,X,X,X,X,X,X,X
JZOITSL,O,X,X,X,X,X,X,X,X,X,X
JZOILTS,O,O,O,X,X,O,X,X,X,X,X
JZOILST,O,O,O,O,X,X,X,X,X,X,X
JZOISTL,O,X,X,O,X,X,X,X,O,X,X
JZOISLT,O,X,X,O,X,X,X,X,O,X,X
JZOLTIS,O,O,O,X,X,O,X,X,X,X,O
JZOLTSI,O,O,O,O,X,O,X,X,X,X,O
JZOLITS,O,O,O,X,X,O,X,X,X,X,X
JZOLIST,O,O,O,O,X,X,X,X,X,X,O
JZOLSTI,O,O,O,O,X,X,X,X,X,X,O
JZOLSIT,O,O,O,O,X,X,X,X,X,X,O
JZOSTIL,O,X,X,O,X,X,X,X,O,O,X
JZOSTLI,O,X,X,O,X,X,X,X,O,X,X
JZOSITL,O,X,X,O,X,X,X,X,O,O,X
JZOSILT,O,X,X,O,X,X,X,X,O,O,O
JZOSLTI,O,X,X,O,X,X,X,X,O,X,O
JZOSLIT,O,X,X,O,X,X,X,X,O,X,O
JOTILSZ,O,O,O,O,X,O,X,X,X,X,X
JOTILZS,O,O,O,X,X,O,X,X,X,X,X
JOTISLZ,O,O,X,O,X,X,X,X,X,X,X
JOTISZL,O,O,X,O,X,X,X,X,X,X,X
JOTIZLS,X,O,X,X,X,X,X,X,X,X,X
JOTIZSL,X,O,X,X,X,X,X,X,X,X,X
JOTLISZ,O,O,O,O,X,O,X,X,X,X,X
JOTLIZS,O,O,O,X,X,O,X,X,X,X,X
JOTLSIZ,O,O,O,O,X,O,X,O,X,X,X
JOTLSZI,O,O,O,O,X,O,X,O,X,X,X
JOTLZIS,O,O,O,X,X,O,X,X,X,X,X
JOTLZSI,O,O,O,O,X,O,X,X,X,X,X
JOTSILZ,O,O,X,O,X,X,X,O,X,X,X
JOTSIZL,O,O,X,O,X,X,X,X,X,X,X
JOTSLIZ,O,O,X,O,X,X,X,O,X,X,X
JOTSLZI,O,O,X,O,X,X,X,O,X,X,X
JOTSZIL,O,O,X,O,X,X,X,X,X,X,X
JOTSZLI,O,O,X,O,X,X,X,X,X,X,X
JOTZILS,O,O,X,X,X,X,X,X,X,X,X
JOTZISL,O,O,X,X,X,X,X,X,X,X,X
JOTZLIS,O,O,X,X,X,X,X,X,X,X,X
JOTZLSI,O,O,X,O,X,X,X,X,X,X,X
JOTZSIL,O,O,X,O,X,X,X,X,X,X,X
JOTZSLI,O,O,X,O,X,X,X,X,X,X,X
JOITLSZ,O,O,O,O,X,O,X,X,X,X,X
JOITLZS,O,O,O,X,X,O,X,X,X,X,X
JOITSLZ,O,O,X,O,X,X,X,X,X,X,X
JOITSZL,O,O,X,O,X,X,X,X,X,X,X
JOITZLS,X,O,X,X,X,X,X,X,X,X,X
JOITZSL,X,O,X,X,X,X,X,X,X,X,X
JOILTSZ,X,O,O,O,X,O,X,X,X,X,X
JOILTZS,X,O,O,X,X,O,X,X,X,X,X
JOILSTZ,X,O,O,O,X,O,X,X,X,X,X
JOILSZT,X,O,O,O,X,X,X,X,X,X,X
JOILZTS,X,O,O,X,X,O,X,X,X,X,X
JOILZST,X,O,O,O,X,X,X,X,X,X,X
JOISTLZ,O,O,X,O,X,X,X,X,X,X,X
JOISTZL,O,O,X,O,X,X,X,X,X,X,X
JOISLTZ,O,O,O,O,X,O,X,X,X,X,X
JOISLZT,O,O,O,O,X,X,X,X,X,X,X
JOISZTL,O,O,X,O,X,X,X,X,X,X,X
JOISZLT,O,O,X,O,X,X,X,X,X,X,X
JOIZTLS,O,O,X,X,X,X,X,X,X,X,X
JOIZTSL,O,O,X,X,X,X,X,X,X,X,X
JOIZLTS,O,O,O,X,X,O,X,X,X,X,X
JOIZLST,O,O,O,O,X,X,X,X,X,X,X
JOIZSTL,O,O,X,O,X,X,X,X,X,X,X
JOIZSLT,O,O,X,O,X,X,X,X,X,X,X
JOLTISZ,O,O,O,O,X,O,X,X,X,X,X
JOLTIZS,O,O,O,X,X,O,X,X,X,X,O
JOLTSIZ,O,O,O,O,X,O,X,O,X,X,X
JOLTSZI,O,O,O,O,X,O,X,O,X,X,X
JOLTZIS,O,O,O,X,X,O,X,X,X,X,O
JOLTZSI,O,O,O,O,X,O,X,X,X,X,O
JOLITSZ,X,O,O,O,X,O,X,X,X,X,X
JOLITZS,X,O,O,X,X,O,X,X,X,X,X
JOLISTZ,X,O,O,O,X,O,X,O,X,X,X
JOLISZT,X,O,O,O,X,X,X,X,X,X,X
JOLIZTS,X,O,O,X,X,O,X,X,X,X,X
JOLIZST,X,O,O,O,X,X,X,X,X,X,O
JOLSTIZ,O,O,O,O,X,O,X,O,X,X,X
JOLSTZI,O,O,O,O,X,O,X,O,X,X,X
JOLSITZ,O,O,O,O,X,O,X,O,X,X,X
JOLSIZT,O,O,O,O,X,X,X,X,X,X,X
JOLSZTI,O,O,O,O,X,X,X,X,X,X,X
JOLSZIT,O,O,O,O,X,X,X,X,X,X,X
JOLZTIS,O,O,O,X,X,O,X,X,X,X,O
JOLZTSI,O,O,O,O,X,O,X,X,X,X,O
JOLZITS,O,O,O,X,X,O,X,X,X,X,X
JOLZIST,O,O,O,O,X,X,X,X,X,X,O
JOLZSTI,O,O,O,O,X,X,X,X,X,X,O
JOLZSIT,O,O,O,O,X,X,X,X,X,X,O
JOSTILZ,O,O,X,O,X,X,X,O,X,X,X
JOSTIZL,O,O,X,O,X,X,X,X,O,O,X
JOSTLIZ,O,O,X,O,X,X,X,O,X,X,X
JOSTLZI,O,O,X,O,X,X,X,O,O,X,X
JOSTZIL,O,O,X,O,X,X,X,X,O,O,X
JOSTZLI,O,O,X,O,X,X,X,X,O,X,X
JOSITLZ,O,O,X,O,X,X,X,O,X,X,X
JOSITZL,O,O,X,O,X,X,X,X,O,X,X
JOSILTZ,O,O,O,O,X,O,X,O,X,X,X
JOSILZT,O,O,O,O,X,X,X,X,X,X,X
JOSIZTL,O,O,X,O,X,X,X,X,O,O,X
JOSIZLT,O,O,X,O,X,X,X,X,O,O,X
JOSLTIZ,O,O,O,O,X,O,X,O,X,X,X
JOSLTZI,O,O,O,O,X,O,X,O,O,X,X
JOSLITZ,O,O,O,O,X,O,X,O,X,X,X
JOSLIZT,O,O,O,O,X,X,X,X,X,X,X
JOSLZTI,O,O,O,O,X,X,X,X,O,X,X
JOSLZIT,O,O,O,O,X,X,X,X,O,X,X
JOSZTIL,O,O,X,O,X,X,X,X,O,O,X
JOSZTLI,O,O,X,O,X,X,X,X,O,X,X
JOSZITL,O,O,X,O,X,X,X,X,O,O,X
JOSZILT,O,O,X,O,X,X,X,X,O,O,X
JOSZLTI,O,O,X,O,X,X,X,X,O,X,X
JOSZLIT,O,O,X,O,X,X,X,X,O,X,X
JOZTILS,O,O,X,X,X,X,X,X,X,X,X
JOZTISL,O,O,X,X,X,X,X,X,X,X,X
JOZTLIS,O,O,X,X,X,X,X,X,X,X,X
JOZTLSI,O,O,X,O,X,X,X,X,X,X,X
JOZTSIL,O,O,X,O,X,X,X,X,X,X,X
JOZTSLI,O,O,X,O,X,X,X,X,X,X,X
JOZITLS,O,O,X,X,X,X,X,X,X,X,X
JOZITSL,O,O,X,X,X,X,X,X,X,X,X
JOZILTS,O,O,O,X,X,O,X,X,X,X,X
JOZILST,O,O,O,O,X,X,X,X,X,X,X
JOZISTL,O,O,X,O,X,X,X,X,O,X,X
JOZISLT,O,O,X,O,X,X,X,X,O,X,X
JOZLTIS,O,O,O,X,X,O,X,X,X,X,O
JOZLTSI,O,O,O,O,X,O,X,X,X,X,O
JOZLITS,O,O,O,X,X,O,X,X,X,X,X
JOZLIST,O,O,O,O,X,X,X,X,X,X,O
JOZLSTI,O,O,O,O,X,X,X,X,X,X,O
JOZLSIT,O,O,O,O,X,X,X,X,X,X,O
JOZSTIL,O,O,X,O,X,X,X,X,O,O,X
JOZSTLI,O,O,X,O,X,X,X,X,O,X,X
JOZSITL,O,O,X,O,X,X,X,X,O,O,X
JOZSILT,O,O,X,O,X,X,X,X,O,O,O
JOZSLTI,O,O,X,O,X,X,X,X,O,X,O
JOZSLIT,O,O,X,O,X,X,X,X,O,X,O
STILJZO,O,O,X,X,O,X,O,O,X,X,X
STILJOZ,O,O,X,X,O,X,O,O,X,X,X
STILZJO,O,O,X,X,O,X,O,O,X,X,X
STILZOJ,X,O,X,X,O,X,O,O,X,O,X
STILOJZ,O,O,X,O,O,X,O,O,X,X,X
STILOZJ,X,O,X,O,O,X,O,O,X,O,X
STIJLZO,O,O,X,X,O,X,O,O,X,X,X
STIJLOZ,O,O,X,O,O,X,O,O,X,X,X
STIJZLO,X,O,X,X,O,X,O,O,O,X,X
STIJZOL,O,X,X,O,O,X,X,X,O,O,X
STIJOLZ,O,X,X,O,O,X,X,O,X,X,X
STIJOZL,O,X,X,O,O,X,X,X,O,O,X
STIZLJO,X,X,X,X,O,X,O,O,X,X,X
STIZLOJ,X,X,X,X,O,X,O,O,X,O,X
STIZJLO,X,X,X,X,O,X,O,X,X,X,X
STIZJOL,O,X,X,X,O,X,X,X,X,O,X
STIZOLJ,X,X,X,O,O,X,X,X,X,O,X
STIZOJL,X,X,X,X,O,X,X,X,X,O,X
STIOLJZ,X,O,X,O,O,X,X,O,X,X,X
STIOLZJ,X,O,X,O,O,X,X,O,X,O,X
STIOJLZ,O,O,X,O,O,X,X,X,X,X,X
STIOJZL,O,O,X,O,O,X,X,X,O,O,X
STIOZLJ,X,X,X,O,O,X,X,X,X,O,X
STIOZJL,X,X,X,X,O,X,X,X,X,O,X
STLIJZO,O,O,X,X,O,X,O,O,X,X,X
STLIJOZ,O,O,X,X,O,X,O,O,X,X,X
STLIZJO,O,O,X,X,O,X,O,O,X,X,X
STLIZOJ,X,O,X,X,O,X,O,O,X,O,X
STLIOJZ,O,O,X,O,O,X,O,O,X,X,X
STLIOZJ,X,O,X,O,O,X,O,O,X,O,X
STLJIZO,O,O,X,X,O,X,O,O,X,X,X
STLJIOZ,O,O,X,X,O,X,O,O,X,X,X
STLJZIO,O,O,X,X,O,X,O,O,O,X,X
STLJZOI,O,O,X,X,O,X,O,O,O,X,X
STLJOIZ,O,O,X,X,O,X,O,O,X,X,X
STLJOZI,O,O,X,X,O,X,O,O,O,X,X
STLZIJO,O,O,X,X,O,X,O,O,X,X,X
STLZIOJ,X,O,X,X,O,X,O,O,X,O,X
STLZJIO,O,O,X,X,O,X,O,O,X,X,X
STLZJOI,O,O,X,X,O,X,O,O,X,X,X
STLZOIJ,X,O,X,X,O,X,O,O,X,O,X
STLZOJI,X,O,X,X,O,X,O,O,X,X,X
STLOIJZ,O,O,X,O,O,X,O,O,X,X,X
STLOIZJ,X,O,X,O,O,X,O,O,X,O,X
STLOJIZ,O,O,X,O,O,X,O,O,X,X,X
STLOJZI,O,O,X,O,O,X,O,O,O,X,X
STLOZIJ,X,O,X,O,O,X,O,O,X,O,X
STLOZJI,X,O,X,O,O,X,O,O,X,X,X
STJILZO,O,O,X,X,O,X,O,O,X,X,X
STJILOZ,O,O,X,O,O,X,O,O,X,X,X
STJIZLO,X,O,X,X,O,X,O,O,O,X,X
STJIZOL,O,X,X,O,O,X,X,X,O,O,X
STJIOLZ,O,X,X,O,O,X,X,O,X,X,X
STJIOZL,O,X,X,O,O,X,X,X,O,O,X
STJLIZO,O,O,X,X,O,X,O,O,X,X,X
STJLIOZ,O,O,X,O,O,X,O,O,X,X,X
STJLZIO,O,O,X,X,O,X,O,O,O,X,X
STJLZOI,O,O,X,X,O,X,O,O,O,X,X
STJLOIZ,O,O,X,O,O,X,O,O,X,X,X
STJLOZI,O,O,X,O,O,X,O,O,O,X,X
STJZILO,O,O,X,X,O,X,O,O,O,X,X
STJZIOL,O,X,X,O,O,X,X,X,O,O,X
STJZLIO,O,O,X,X,O,X,O,O,O,X,X
STJZLOI,O,O,X,X,O,X,O,O,O,X,X
STJZOIL,O,X,X,O,O,X,X,X,O,O,X
STJZOLI,O,X,X,O,O,X,O,X,O,X,X
STJOILZ,O,X,X,O,O,X,X,O,X,X,X
STJOIZL,O,X,X,O,O,X,X,X,O,O,X
STJOLIZ,O,X,X,O,O,X,O,O,X,X,X
STJOLZI,O,X,X,O,O,X,O,O,O,X,X
STJOZIL,O,X,X,O,O,X,X,X,O,O,X
STJOZLI,O,X,X,O,O,X,O,X,O,X,X
STZILJO,O,X,X,X,O,X,O,O,X,X,X
STZILOJ,O,X,X,X,O,X,O,O,X,O,X
STZIJLO,O,X,X,X,O,X,O,X,X,X,X
STZIJOL,O,X,X,X,O,X,X,X,X,O,X
STZIOLJ,X,X,X,O,O,X,X,X,X,O,X
STZIOJL,O,X,X,X,O,X,X,X,X,O,X
STZLIJO,O,X,X,X,O,X,O,O,X,X,X
STZLIOJ,O,X,X,X,O,X,O,O,X,O,X
STZLJIO,O,X,X,X,O,X,O,O,X,X,X
STZLJOI,O,X,X,X,O,X,O,O,X,X,X
STZLOIJ,O,X,X,X,O,X,O,O,X,O,X
STZLOJI,O,X,X,X,O,X,O,O,X,X,X
STZJILO,O,X,X,X,O,X,O,X,O,X,X
STZJIOL,O,X,X,X,O,X,X,X,O,O,X
STZJLIO,O,X,X,X,O,X,O,X,O,X,X
STZJLOI,O,X,X,X,O,X,O,X,O,X,X
STZJOIL,O,X,X,X,O,X,X,X,O,O,X
STZJOLI,O,X,X,X,O,X,O,X,O,X,X
STZOILJ,X,X,X,O,O,X,X,X,X,O,X
STZOIJL,O,X,X,X,O,X,X,X,X,O,X
STZOLIJ,O,X,X,O,O,X,O,X,X,O,X
STZOLJI,O,X,X,O,O,X,O,X,X,X,X
STZOJIL,O,X,X,X,O,X,X,X,O,O,X
STZOJLI,O,X,X,X,O,X,O,X,O,X,X
STOILJZ,X,O,X,O,O,X,X,O,X,X,X
STOILZJ,X,O,X,O,O,X,X,O,X,O,X
STOIJLZ,O,O,X,O,O,X,X,X,X,X,X
STOIJZL,O,O,X,O,O,X,X,X,O,O,X
STOIZLJ,X,X,X,O,O,X,X,X,X,O,X
STOIZJL,X,X,X,X,O,X,X,X,X,O,X
STOLIJZ,O,O,X,O,O,X,O,O,X,X,X
STOLIZJ,X,O,X,O,O,X,O,O,X,O,X
STOLJIZ,O,O,X,O,O,X,O,O,X,X,X
STOLJZI,O,O,X,O,O,X,O,O,O,X,X
STOLZIJ,X,O,X,O,O,X,O,O,X,O,X
STOLZJI,X,O,X,O,O,X,O,O,X,X,X
STOJILZ,O,O,X,O,O,X,X,X,X,X,X
STOJIZL,O,O,X,O,O,X,X,X,O,O,X
STOJLIZ,O,O,X,O,O,X,O,X,X,X,X
STOJLZI,O,O,X,O,O,X,O,X,O,X,X
STOJZIL,O,O,X,O,O,X,X,X,O,O,X
STOJZLI,O,O,X,O,O,X,O,X,O,X,X
STOZILJ,X,X,X,O,O,X,X,X,X,O,X
STOZIJL,X,X,X,X,O,X,X,X,X,O,X
STOZLIJ,X,X,X,O,O,X,O,X,X,O,X
STOZLJI,X,X,X,O,O,X,O,X,X,X,X
STOZJIL,X,X,X,X,O,X,X,X,O,O,X
STOZJLI,X,X,X,X,O,X,O,X,O,X,X
SITLJZO,O,O,X,X,O,X,O,O,X,X,X
SITLJOZ,O,O,X,X,O,X,O,O,X,X,X
SITLZJO,O,O,X,X,O,X,O,O,X,X,X
SITLZOJ,X,O,X,X,O,X,O,O,X,O,X
SITLOJZ,O,O,X,O,O,X,O,O,X,X,X
SITLOZJ,X,O,X,O,O,X,O,O,X,O,X
SITJLZO,O,O,X,X,O,X,O,O,X,X,X
SITJLOZ,O,O,X,O,O,X,O,O,X,X,X
SITJZLO,X,O,X,X,O,X,O,O,O,X,X
SITJZOL,O,X,X,O,O,X,X,X,O,O,X
SITJOLZ,O,X,X,O,O,X,X,O,X,X,X
SITJOZL,O,X,X,O,O,X,X,X,O,O,X
SITZLJO,X,X,X,X,O,X,O,O,X,X,X
SITZLOJ,X,X,X,X,O,X,O,O,X,O,X
SITZJLO,X,X,X,X,O,X,O,X,X,X,X
SITZJOL,O,X,X,X,O,X,X,X,X,O,X
SITZOLJ,X,X,X,O,O,X,X,X,X,O,X
SITZOJL,X,X,X,X,O,X,X,X,X,O,X
SITOLJZ,X,O,X,O,O,X,X,O,X,X,X
SITOLZJ,X,O,X,O,O,X,X,O,X,O,X
SITOJLZ,O,O,X,O,O,X,X,X,X,X,X
SITOJZL,O,O,X,O,O,X,X,X,O,O,X
SITOZLJ,X,X,X,O,O,X,X,X,X,O,X
SITOZJL,X,X,X,X,O,X,X,X,X,O,X
SILTJZO,X,O,X,X,O,X,O,O,X,X,X
SILTJOZ,X,O,X,X,O,X,O,O,X,X,X
SILTZJO,X,O,X,X,O,X,O,O,X,X,X
SILTZOJ,X,O,X,X,O,X,O,O,X,X,X
SILTOJZ,X,O,X,O,O,X,O,O,X,X,X
SILTOZJ,X,O,X,O,O,X,O,O,X,X,X
SILJTZO,X,O,X,X,O,X,X,O,X,X,X
SILJTOZ,X,O,X,O,O,X,X,O,X,X,X
SILJZTO,X,O,X,X,O,X,X,O,X,X,X
SILJZOT,X,O,X,X,X,X,X,X,X,X,X
SILJOTZ,O,O,X,O,X,X,X,O,X,X,X
SILJOZT,O,O,X,O,X,X,X,X,X,X,X
SILZTJO,X,O,X,X,O,X,O,O,X,X,X
SILZTOJ,X,O,X,X,O,X,O,O,X,X,X
SILZJTO,X,O,X,X,O,X,X,O,X,X,X
SILZJOT,X,O,X,X,X,X,X,X,X,X,X
SILZOTJ,X,O,X,X,O,X,O,X,X,O,X
SILZOJT,X,O,X,X,X,X,X,X,X,O,X
SILOTJZ,X,O,X,O,O,X,O,O,X,X,X
SILOTZJ,X,O,X,O,O,X,O,O,X,X,X
SILOJTZ,X,O,X,O,X,X,X,O,X,X,X
SILOJZT,X,O,X,O,X,X,X,X,X,X,X
SILOZTJ,X,O,X,O,O,X,O,X,X,O,X
SILOZJT,X,O,X,O,X,X,X,X,X,O,X
SIJTLZO,O,O,X,X,O,X,X,O,X,X,X
SIJTLOZ,O,O,X,O,O,X,X,O,X,X,X
SIJTZLO,X,O,X,X,O,X,X,O,O,X,X
SIJTZOL,O,X,X,O,O,X,X,X,O,X,X
SIJTOLZ,O,X,X,O,O,X,X,O,X,X,X
SIJTOZL,O,X,X,O,O,X,X,X,O,X,X
SIJLTZO,X,O,X,X,O,X,X,O,X,X,X
SIJLTOZ,X,O,X,O,O,X,X,O,X,X,X
SIJLZTO,X,O,X,X,O,X,X,O,X,X,X
SIJLZOT,X,O,X,X,X,X,X,X,X,X,X
SIJLOTZ,O,O,X,O,X,X,X,O,X,X,X
SIJLOZT,O,O,X,O,X,X,X,X,X,X,X
SIJZTLO,O,O,X,X,O,X,X,O,O,X,X
SIJZTOL,O,X,X,O,O,X,X,X,O,X,X
SIJZLTO,O,O,X,X,O,X,X,O,O,X,X
SIJZLOT,O,O,X,X,X,X,X,X,O,X,X
SIJZOTL,O,X,X,O,X,X,X,X,O,O,X
SIJZOLT,O,X,X,O,X,X,X,X,O,O,X
SIJOTLZ,O,X,X,O,X,X,X,O,X,X,X
SIJOTZL,O,X,X,O,X,X,X,X,O,X,X
SIJOLTZ,O,X,X,O,X,X,X,O,X,X,X
SIJOLZT,O,X,X,O,X,X,X,X,X,X,X
SIJOZTL,O,X,X,O,X,X,X,X,O,O,X
SIJOZLT,O,X,X,O,X,X,X,X,O,O,X
SIZTLJO,O,X,X,X,O,X,O,O,X,X,X
SIZTLOJ,O,X,X,X,O,X,O,O,X,O,X
SIZTJLO,O,X,X,X,O,X,O,X,X,X,X
SIZTJOL,O,X,X,X,O,X,X,X,X,O,X
SIZTOLJ,X,X,X,O,O,X,X,X,X,O,X
SIZTOJL,O,X,X,X,O,X,X,X,X,O,X
SIZLTJO,O,X,X,X,O,X,O,O,X,X,X
SIZLTOJ,X,X,X,X,O,X,O,O,X,X,X
SIZLJTO,O,X,X,X,O,X,X,O,X,X,X
SIZLJOT,O,X,X,X,X,X,X,X,X,X,X
SIZLOTJ,X,X,X,X,O,X,O,X,X,O,X
SIZLOJT,O,X,X,X,X,X,X,X,X,O,X
SIZJTLO,O,X,X,X,O,X,X,O,X,X,X
SIZJTOL,O,X,X,O,O,X,X,X,X,X,X
SIZJLTO,O,X,X,X,O,X,X,O,X,X,X
SIZJLOT,O,X,X,X,X,X,X,X,X,X,X
SIZJOTL,O,X,X,O,X,X,X,X,X,O,X
SIZJOLT,O,X,X,O,X,X,X,X,X,O,X
SIZOTLJ,X,X,X,O,O,X,X,X,X,O,X
SIZOTJL,X,X,X,X,O,X,X,X,X,O,X
SIZOLTJ,X,X,X,O,O,X,X,X,X,O,X
SIZOLJT,X,X,X,O,X,X,X,X,X,O,X
SIZOJTL,O,X,X,O,X,X,X,X,X,O,X
SIZOJLT,O,X,X,O,X,X,X,X,X,O,X
SIOTLJZ,X,O,X,O,O,X,X,O,X,X,X
SIOTLZJ,X,O,X,O,O,X,X,O,X,O,X
SIOTJLZ,X,O,X,O,O,X,X,X,X,X,X
SIOTJZL,X,O,X,O,O,X,X,X,O,O,X
