sequence,v115@FhB8IeA8IeA8AeA8AeG8JeZEJvhFzfBfmB6mB0iB2s?BFqB,v115@FhB8IeA8IeA8AeA8AeG8JeZEJvhFzfBGhBKnBfoBUm?BFqB,v115@FhB8IeA8IeA8AeA8AeG8JeZEJvhFukB3gBFiB0mBzn?BiqB,v115@FhB8IeA8IeA8AeA8AeG8JeZEJvhFUgBGhBTiBfqBVw?ByxB,v115@FhB8IeA8IeA8AeA8AeG8JeZEJvhFUgBFhBOnBfqBSw?BzsB,v115@FhB8IeA8IeA8AeA8AeG8JeZEJvhFCgB0hBmlBznBXn?BFqB,v115@FhB8IeA8IeA8AeA8AeG8JeZEJvhFFgB6mB0iBfqBzq?B2xB
ZOSTILJ,X,O,O,X,O,X,O
ZOSTIJL,X,O,O,X,O,X,O
ZOSTLIJ,X,O,O,X,O,X,O
ZOSTLJI,X,O,O,X,O,X,O
ZOSTJIL,X,O,O,X,O,X,O
ZOSTJLI,X,O,O,X,O,X,O
ZOSITLJ,X,O,O,X,O,X,O
ZOSITJL,X,O,O,X,O,X,O
ZOSILTJ,X,O,O,X,O,X,O
ZOSILJT,X,O,O,X,O,X,O
ZOSIJTL,X,X,O,X,O,X,O
ZOSIJLT,X,X,O,X,O,X,O
ZOSLTIJ,X,O,O,X,O,X,O
ZOSLTJI,X,O,O,X,O,X,O
ZOSLITJ,X,O,O,X,O,X,O
ZOSLIJT,X,O,O,X,O,X,O
ZOSLJTI,X,O,O,X,O,X,O
ZOSLJIT,X,O,O,X,O,X,O
ZOSJTIL,X,X,O,X,O,X,O
ZOSJTLI,X,X,O,X,O,X,O
ZOSJITL,X,X,O,X,O,X,O
ZOSJILT,X,X,O,X,O,X,O
ZOSJLTI,X,X,O,X,O,X,O
ZOSJLIT,X,X,O,X,O,X,O
OTILJSZ,O,X,O,O,O,O,O
OTILJZS,O,X,O,O,O,O,O
OTILSJZ,O,O,O,O,O,O,O
OTILSZJ,O,O,O,O,O,X,O
OTILZJS,X,X,O,O,O,O,X
OTILZSJ,X,O,O,O,O,X,X
OTIJLSZ,O,X,O,O,O,O,O
OTIJLZS,O,X,O,O,O,O,O
OTIJSLZ,O,O,O,O,O,O,O
OTIJSZL,O,O,O,O,O,O,O
OTIJZLS,O,X,O,X,X,O,O
OTIJZSL,O,O,O,X,X,O,O
OTISLJZ,O,O,O,O,O,O,O
OTISLZJ,O,O,O,O,O,X,O
OTISJLZ,O,O,O,O,O,O,O
OTISJZL,O,O,O,O,O,O,O
OTISZLJ,O,O,O,O,O,X,O
OTISZJL,O,O,O,O,O,X,O
OTIZLJS,X,X,O,X,X,O,X
OTIZLSJ,X,O,O,X,X,X,X
OTIZJLS,O,X,O,X,X,O,X
OTIZJSL,O,O,O,X,X,O,X
OTIZSLJ,O,O,O,X,X,X,X
OTIZSJL,O,O,O,X,X,X,X
OTLIJSZ,O,X,O,O,O,O,O
OTLIJZS,O,X,O,O,O,O,O
OTLISJZ,O,O,O,O,O,O,O
OTLISZJ,O,O,O,O,O,X,O
OTLIZJS,X,X,O,O,O,O,X
OTLIZSJ,X,O,O,O,O,X,X
OTLJISZ,O,X,O,O,O,O,O
OTLJIZS,O,X,O,O,O,O,O
OTLJSIZ,O,X,O,O,O,O,O
OTLJSZI,O,X,O,O,O,O,O
OTLJZIS,O,X,O,O,O,O,O
OTLJZSI,O,X,O,O,O,O,O
OTLSIJZ,O,O,O,O,O,O,O
OTLSIZJ,O,O,O,O,O,X,O
OTLSJIZ,O,O,O,O,O,O,O
OTLSJZI,O,O,O,O,O,O,O
OTLSZIJ,O,O,O,O,O,X,O
OTLSZJI,O,O,O,O,O,X,O
OTLZIJS,X,X,O,O,O,O,X
OTLZISJ,X,O,O,O,O,X,X
OTLZJIS,X,X,O,O,O,O,X
OTLZJSI,X,X,O,O,O,O,X
OTLZSIJ,X,O,O,O,O,X,X
OTLZSJI,X,O,O,O,O,X,X
OTJILSZ,O,X,O,O,O,O,O
OTJILZS,O,X,O,O,O,O,O
OTJISLZ,O,O,O,O,O,O,O
OTJISZL,O,O,O,O,O,O,O
OTJIZLS,O,X,O,X,X,O,O
OTJIZSL,O,O,O,X,X,O,O
OTJLISZ,O,X,O,O,O,O,O
OTJLIZS,O,X,O,O,O,O,O
OTJLSIZ,O,X,O,O,O,O,O
OTJLSZI,O,X,O,O,O,O,O
OTJLZIS,O,X,O,O,O,O,O
OTJLZSI,O,X,O,O,O,O,O
OTJSILZ,O,O,O,O,O,O,O
OTJSIZL,O,O,O,O,O,O,O
OTJSLIZ,O,O,O,O,O,O,O
OTJSLZI,O,O,O,O,O,O,O
OTJSZIL,O,O,O,O,O,O,O
OTJSZLI,O,O,O,O,O,O,O
OTJZILS,O,X,O,X,X,O,O
OTJZISL,O,O,O,X,X,O,O
OTJZLIS,O,X,O,X,X,O,O
OTJZLSI,O,X,O,X,X,O,O
OTJZSIL,O,O,O,X,X,O,O
OTJZSLI,O,O,O,X,X,O,O
OTSILJZ,O,O,O,O,O,O,O
OTSILZJ,O,O,O,O,O,X,O
OTSIJLZ,O,O,O,O,O,O,O
OTSIJZL,O,O,O,O,O,O,O
OTSIZLJ,O,O,O,O,O,X,O
OTSIZJL,O,O,O,O,O,X,O
OTSLIJZ,O,O,O,O,O,O,O
OTSLIZJ,O,O,O,O,O,X,O
OTSLJIZ,O,O,O,O,O,O,O
OTSLJZI,O,O,O,O,O,O,O
OTSLZIJ,O,O,O,O,O,X,O
OTSLZJI,O,O,O,O,O,X,O
OTSJILZ,O,O,O,O,O,O,O
OTSJIZL,O,O,O,O,O,O,O
OTSJLIZ,O,O,O,O,O,O,O
OTSJLZI,O,O,O,O,O,O,O
OTSJZIL,O,O,O,O,O,O,O
OTSJZLI,O,O,O,O,O,O,O
OTSZILJ,O,O,O,O,O,X,O
OTSZIJL,O,O,O,O,O,X,O
OTSZLIJ,O,O,O,O,O,X,O
OTSZLJI,O,O,O,O,O,X,O
OTSZJIL,O,O,O,O,O,X,O
OTSZJLI,O,O,O,O,O,X,O
OTZILJS,X,X,O,X,X,O,X
OTZILSJ,X,O,O,X,X,X,X
OTZIJLS,O,X,O,X,X,O,X
OTZIJSL,O,O,O,X,X,O,X
OTZISLJ,O,O,O,X,X,X,X
OTZISJL,O,O,O,X,X,X,X
OTZLIJS,X,X,O,X,X,O,X
OTZLISJ,X,O,O,X,X,X,X
OTZLJIS,X,X,O,X,X,O,X
OTZLJSI,X,X,O,X,X,O,X
OTZLSIJ,X,O,O,X,X,X,X
OTZLSJI,X,O,O,X,X,X,X
OTZJILS,O,X,O,X,X,O,X
OTZJISL,O,O,O,X,X,O,X
OTZJLIS,O,X,O,X,X,O,X
OTZJLSI,O,X,O,X,X,O,X
OTZJSIL,O,O,O,X,X,O,X
OTZJSLI,O,O,O,X,X,O,X
OTZSILJ,O,O,O,X,X,X,X
OTZSIJL,O,O,O,X,X,X,X
OTZSLIJ,O,O,O,X,X,X,X
OTZSLJI,O,O,O,X,X,X,X
OTZSJIL,O,O,O,X,X,X,X
OTZSJLI,O,O,O,X,X,X,X
OITLJSZ,O,X,O,O,O,O,O
OITLJZS,O,X,O,O,O,O,O
OITLSJZ,O,O,O,O,O,O,O
OITLSZJ,O,O,O,O,O,X,O
OITLZJS,X,X,O,O,O,O,X
OITLZSJ,X,O,O,O,O,X,X
OITJLSZ,O,X,O,O,O,O,O
OITJLZS,O,X,O,O,O,O,O
OITJSLZ,O,O,O,O,O,O,O
OITJSZL,O,O,O,O,O,O,O
OITJZLS,O,X,O,X,X,O,O
OITJZSL,O,O,O,X,X,O,O
OITSLJZ,O,O,O,O,O,O,O
OITSLZJ,O,O,O,O,O,X,O
OITSJLZ,O,O,O,O,O,O,O
OITSJZL,O,O,O,O,O,O,O
OITSZLJ,O,O,O,O,O,X,O
OITSZJL,O,O,O,O,O,X,O
OITZLJS,X,X,O,X,X,O,X
OITZLSJ,X,O,O,X,X,X,X
OITZJLS,O,X,O,X,X,O,X
OITZJSL,O,O,O,X,X,O,X
OITZSLJ,O,O,O,X,X,X,X
OITZSJL,O,O,O,X,X,X,X
OILTJSZ,X,X,O,O,O,O,O
OILTJZS,X,X,O,O,O,O,O
OILTSJZ,X,X,O,O,O,O,O
OILTSZJ,X,X,O,O,O,X,O
OILTZJS,X,X,O,O,O,O,X
OILTZSJ,X,X,O,O,O,X,X
OILJTSZ,X,X,O,O,O,X,O
OILJTZS,X,X,O,O,O,O,O
OILJSTZ,O,X,O,O,O,X,O
OILJSZT,O,X,O,O,O,O,O
OILJZTS,X,X,O,X,O,O,O
OILJZST,O,X,O,X,O,O,O
OILSTJZ,O,X,O,O,O,X,O
OILSTZJ,O,X,O,O,O,X,O
OILSJTZ,O,X,O,O,O,X,O
OILSJZT,O,X,O,O,O,X,O
OILSZTJ,X,X,O,O,O,X,O
OILSZJT,X,X,O,O,O,X,O
OILZTJS,X,X,O,O,O,X,X
OILZTSJ,X,X,O,O,O,X,X
OILZJTS,X,X,O,X,O,X,O
OILZJST,X,X,O,X,O,X,O
OILZSTJ,X,X,O,O,O,X,O
OILZSJT,X,X,O,O,O,X,O
OIJTLSZ,O,X,O,X,O,O,O
OIJTLZS,O,X,O,X,O,O,O
OIJTSLZ,O,X,O,X,O,O,O
OIJTSZL,O,X,O,X,O,O,O
OIJTZLS,O,X,O,X,X,O,O
OIJTZSL,O,X,O,X,X,O,O
OIJLTSZ,X,X,O,X,O,X,O
OIJLTZS,X,X,O,X,O,O,O
OIJLSTZ,O,X,O,X,O,X,O
OIJLSZT,O,X,O,X,O,O,O
OIJLZTS,X,X,O,X,O,O,O
OIJLZST,O,X,O,X,O,O,O
OIJSTLZ,O,X,O,X,O,X,O
OIJSTZL,O,X,O,X,O,X,O
OIJSLTZ,O,X,O,X,O,X,O
OIJSLZT,O,X,O,X,O,O,O
OIJSZTL,O,X,O,X,O,X,O
OIJSZLT,O,X,O,X,O,O,O
OIJZTLS,O,X,O,X,X,O,O
OIJZTSL,O,X,O,X,X,O,O
OIJZLTS,X,X,O,X,O,O,O
OIJZLST,O,X,O,X,O,O,O
OIJZSTL,O,X,O,X,O,X,O
OIJZSLT,O,X,O,X,O,O,O
OISTLJZ,O,O,O,O,O,O,O
OISTLZJ,O,O,O,O,O,X,O
OISTJLZ,O,O,O,O,O,O,O
OISTJZL,O,O,O,O,O,O,O
OISTZLJ,O,O,O,O,O,X,O
OISTZJL,O,O,O,O,O,X,O
OISLTJZ,O,O,O,O,O,X,O
OISLTZJ,O,O,O,O,O,X,O
OISLJTZ,O,X,O,O,O,X,O
OISLJZT,O,X,O,O,O,X,O
OISLZTJ,X,O,O,O,O,X,O
OISLZJT,X,O,O,O,O,X,O
OISJTLZ,O,X,O,X,O,X,O
OISJTZL,O,X,O,X,O,X,O
OISJLTZ,O,X,O,X,O,X,O
OISJLZT,O,X,O,X,O,O,O
OISJZTL,O,X,O,X,O,X,O
OISJZLT,O,X,O,X,O,O,O
OISZTLJ,X,O,O,O,O,X,O
OISZTJL,X,O,O,O,O,X,O
OISZLTJ,X,O,O,O,O,X,O
OISZLJT,X,O,O,O,O,X,O
OISZJTL,X,X,O,X,O,X,O
OISZJLT,X,X,O,X,O,X,O
OIZTLJS,X,X,O,X,X,O,X
OIZTLSJ,X,O,O,X,X,X,X
OIZTJLS,X,X,O,X,X,O,X
OIZTJSL,X,O,O,X,X,O,X
OIZTSLJ,X,O,O,X,X,X,X
OIZTSJL,X,O,O,X,X,X,X
OIZLTJS,X,X,O,X,O,X,X
OIZLTSJ,X,X,O,X,O,X,X
OIZLJTS,X,X,O,X,O,X,O
OIZLJST,X,X,O,X,O,X,O
OIZLSTJ,X,X,O,X,O,X,O
OIZLSJT,X,X,O,X,O,X,O
OIZJTLS,X,X,O,X,X,O,O
OIZJTSL,X,X,O,X,X,X,O
OIZJLTS,X,X,O,X,O,O,O
OIZJLST,X,X,O,X,O,O,O
OIZJSTL,X,X,O,X,O,X,O
OIZJSLT,X,X,O,X,O,O,O
OIZSTLJ,X,O,O,X,O,X,O
OIZSTJL,X,O,O,X,O,X,O
OIZSLTJ,X,O,O,X,O,X,O
OIZSLJT,X,O,O,X,O,X,O
OIZSJTL,X,X,O,X,O,X,O
OIZSJLT,X,X,O,X,O,X,O
OLTIJSZ,X,X,O,O,O,O,O
OLTIJZS,X,X,O,O,O,O,O
OLTISJZ,X,X,O,O,O,O,O
OLTISZJ,X,X,O,O,O,X,O
OLTIZJS,X,X,O,O,O,O,X
OLTIZSJ,X,X,O,O,O,X,X
OLTJISZ,X,X,O,O,O,O,O
OLTJIZS,X,X,O,O,O,O,O
OLTJSIZ,X,X,O,O,O,O,O
OLTJSZI,X,X,O,O,O,O,O
OLTJZIS,X,X,O,O,O,O,O
OLTJZSI,X,X,O,O,O,O,O
OLTSIJZ,X,X,O,O,O,O,O
OLTSIZJ,X,X,O,O,O,X,O
OLTSJIZ,X,X,O,O,O,O,O
OLTSJZI,X,X,O,O,O,O,O
OLTSZIJ,X,X,O,O,O,X,O
OLTSZJI,X,X,O,O,O,X,O
OLTZIJS,X,X,O,O,O,O,X
OLTZISJ,X,X,O,O,O,X,X
OLTZJIS,X,X,O,O,O,O,X
OLTZJSI,X,X,O,O,O,O,X
OLTZSIJ,X,X,O,O,O,X,X
OLTZSJI,X,X,O,O,O,X,X
OLITJSZ,X,X,O,O,O,O,O
OLITJZS,X,X,O,O,O,O,O
OLITSJZ,X,X,O,O,O,O,O
OLITSZJ,X,X,O,O,O,X,O
OLITZJS,X,X,O,O,O,O,X
OLITZSJ,X,X,O,O,O,X,X
OLIJTSZ,X,X,O,O,O,X,O
OLIJTZS,X,X,O,O,O,O,O
OLIJSTZ,O,X,O,O,O,X,O
OLIJSZT,O,X,O,O,O,O,O
OLIJZTS,X,X,O,X,O,O,O
OLIJZST,O,X,O,X,O,O,O
OLISTJZ,O,X,O,O,O,X,O
OLISTZJ,O,X,O,O,O,X,O
OLISJTZ,O,X,O,O,O,X,O
OLISJZT,O,X,O,O,O,X,O
OLISZTJ,X,X,O,O,O,X,O
OLISZJT,X,X,O,O,O,X,O
OLIZTJS,X,X,O,O,O,X,X
OLIZTSJ,X,X,O,O,O,X,X
OLIZJTS,X,X,O,X,O,X,O
OLIZJST,X,X,O,X,O,X,O
OLIZSTJ,X,X,O,O,O,X,O
OLIZSJT,X,X,O,O,O,X,O
OLJTISZ,X,X,O,O,O,O,O
OLJTIZS,X,X,O,O,O,O,O
OLJTSIZ,X,X,O,O,O,O,O
OLJTSZI,X,X,O,O,O,O,O
OLJTZIS,X,X,O,O,O,O,O
OLJTZSI,X,X,O,O,O,O,O
OLJITSZ,X,X,O,O,O,X,O
OLJITZS,X,X,O,O,O,O,O
OLJISTZ,O,X,O,O,O,X,O
OLJISZT,O,X,O,O,O,O,O
OLJIZTS,X,X,O,X,O,O,O
OLJIZST,O,X,O,X,O,O,O
OLJSTIZ,O,X,O,O,O,X,O
OLJSTZI,O,X,O,O,O,X,O
OLJSITZ,O,X,O,O,O,X,O
OLJSIZT,O,X,O,O,O,O,O
OLJSZTI,O,X,O,O,O,X,O
OLJSZIT,O,X,O,O,O,O,O
OLJZTIS,X,X,O,X,O,O,O
OLJZTSI,X,X,O,X,O,O,O
OLJZITS,X,X,O,X,O,O,O
OLJZIST,O,X,O,X,O,O,O
OLJZSTI,O,X,O,X,O,X,O
OLJZSIT,O,X,O,X,O,O,O
OLSTIJZ,O,X,O,O,O,X,O
OLSTIZJ,O,X,O,O,O,X,O
OLSTJIZ,O,X,O,O,O,X,O
OLSTJZI,O,X,O,O,O,X,O
OLSTZIJ,O,X,O,O,O,X,O
OLSTZJI,O,X,O,O,O,X,O
OLSITJZ,O,X,O,O,O,X,O
OLSITZJ,O,X,O,O,O,X,O
OLSIJTZ,O,X,O,O,O,X,O
OLSIJZT,O,X,O,O,O,X,O
OLSIZTJ,X,X,O,O,O,X,O
OLSIZJT,X,X,O,O,O,X,O
OLSJTIZ,O,X,O,O,O,X,O
OLSJTZI,O,X,O,O,O,X,O
OLSJITZ,O,X,O,O,O,X,O
OLSJIZT,O,X,O,O,O,X,O
OLSJZTI,O,X,O,O,O,X,O
OLSJZIT,O,X,O,O,O,X,O
OLSZTIJ,X,X,O,O,O,X,O
OLSZTJI,X,X,O,O,O,X,O
OLSZITJ,X,X,O,O,O,X,O
OLSZIJT,X,X,O,O,O,X,O
OLSZJTI,X,X,O,O,O,X,O
OLSZJIT,X,X,O,O,O,X,O
OLZTIJS,X,X,O,O,O,X,X
OLZTISJ,X,X,O,O,O,X,X
OLZTJIS,X,X,O,O,O,X,X
OLZTJSI,X,X,O,O,O,X,X
OLZTSIJ,X,X,O,O,O,X,X
OLZTSJI,X,X,O,O,O,X,X
OLZITJS,X,X,O,O,O,X,X
OLZITSJ,X,X,O,O,O,X,X
OLZIJTS,X,X,O,X,O,X,O
OLZIJST,X,X,O,X,O,X,O
OLZISTJ,X,X,O,O,O,X,O
OLZISJT,X,X,O,O,O,X,O
OLZJTIS,X,X,O,X,O,X,O
OLZJTSI,X,X,O,X,O,X,O
OLZJITS,X,X,O,X,O,X,O
OLZJIST,X,X,O,X,O,X,O
OLZJSTI,X,X,O,X,O,X,O
OLZJSIT,X,X,O,X,O,X,O
OLZSTIJ,X,X,O,O,O,X,O
OLZSTJI,X,X,O,O,O,X,O
OLZSITJ,X,X,O,O,O,X,O
OLZSIJT,X,X,O,O,O,X,O
OLZSJTI,X,X,O,O,O,X,O
OLZSJIT,X,X,O,O,O,X,O
OJTILSZ,O,X,O,X,O,O,O
OJTILZS,O,X,O,X,O,O,O
OJTISLZ,O,X,O,X,O,O,O
OJTISZL,O,X,O,X,O,O,O
OJTIZLS,O,X,O,X,X,O,O
OJTIZSL,O,X,O,X,X,O,O
OJTLISZ,O,X,O,X,O,O,O
OJTLIZS,O,X,O,X,O,O,O
OJTLSIZ,O,X,O,X,O,O,O
OJTLSZI,O,X,O,X,O,O,O
OJTLZIS,O,X,O,X,O,O,O
OJTLZSI,O,X,O,X,O,O,O
OJTSILZ,O,X,O,X,O,O,O
OJTSIZL,O,X,O,X,O,O,O
OJTSLIZ,O,X,O,X,O,O,O
OJTSLZI,O,X,O,X,O,O,O
OJTSZIL,O,X,O,X,O,O,O
OJTSZLI,O,X,O,X,O,O,O
OJTZILS,O,X,O,X,X,O,O
OJTZISL,O,X,O,X,X,O,O
OJTZLIS,O,X,O,X,X,O,O
OJTZLSI,O,X,O,X,X,O,O
OJTZSIL,O,X,O,X,X,O,O
OJTZSLI,O,X,O,X,X,O,O
OJITLSZ,O,X,O,X,O,O,O
OJITLZS,O,X,O,X,O,O,O
OJITSLZ,O,X,O,X,O,O,O
OJITSZL,O,X,O,X,O,O,O
OJITZLS,O,X,O,X,X,O,O
OJITZSL,O,X,O,X,X,O,O
OJILTSZ,X,X,O,X,O,X,O
OJILTZS,X,X,O,X,O,O,O
OJILSTZ,O,X,O,X,O,X,O
OJILSZT,O,X,O,X,O,O,O
OJILZTS,X,X,O,X,O,O,O
OJILZST,O,X,O,X,O,O,O
OJISTLZ,O,X,O,X,O,X,O
OJISTZL,O,X,O,X,O,X,O
OJISLTZ,O,X,O,X,O,X,O
OJISLZT,O,X,O,X,O,O,O
OJISZTL,O,X,O,X,O,X,O
OJISZLT,O,X,O,X,O,O,O
OJIZTLS,O,X,O,X,X,O,O
OJIZTSL,O,X,O,X,X,O,O
OJIZLTS,X,X,O,X,O,O,O
OJIZLST,O,X,O,X,O,O,O
OJIZSTL,O,X,O,X,O,X,O
OJIZSLT,O,X,O,X,O,O,O
OJLTISZ,X,X,O,X,O,O,O
OJLTIZS,X,X,O,X,O,O,O
OJLTSIZ,X,X,O,X,O,O,O
OJLTSZI,X,X,O,X,O,O,O
OJLTZIS,X,X,O,X,O,O,O
OJLTZSI,X,X,O,X,O,O,O
OJLITSZ,X,X,O,X,O,X,O
OJLITZS,X,X,O,X,O,O,O
OJLISTZ,O,X,O,X,O,X,O
OJLISZT,O,X,O,X,O,O,O
OJLIZTS,X,X,O,X,O,O,O
OJLIZST,O,X,O,X,O,O,O
OJLSTIZ,O,X,O,X,O,X,O
OJLSTZI,O,X,O,X,O,X,O
OJLSITZ,O,X,O,X,O,X,O
OJLSIZT,O,X,O,X,O,O,O
OJLSZTI,O,X,O,X,O,X,O
OJLSZIT,O,X,O,X,O,O,O
OJLZTIS,X,X,O,X,O,O,O
OJLZTSI,X,X,O,X,O,O,O
OJLZITS,X,X,O,X,O,O,O
OJLZIST,O,X,O,X,O,O,O
OJLZSTI,O,X,O,X,O,X,O
OJLZSIT,O,X,O,X,O,O,O
OJSTILZ,O,X,O,X,O,O,O
OJSTIZL,O,X,O,X,O,O,O
OJSTLIZ,O,X,O,X,O,O,O
OJSTLZI,O,X,O,X,O,O,O
OJSTZIL,O,X,O,X,O,O,O
OJSTZLI,O,X,O,X,O,O,O
OJSITLZ,O,X,O,X,O,X,O
OJSITZL,O,X,O,X,O,X,O
OJSILTZ,O,X,O,X,O,X,O
OJSILZT,O,X,O,X,O,O,O
OJSIZTL,O,X,O,X,O,X,O
OJSIZLT,O,X,O,X,O,O,O
OJSLTIZ,O,X,O,X,O,X,O
OJSLTZI,O,X,O,X,O,X,O
OJSLITZ,O,X,O,X,O,X,O
OJSLIZT,O,X,O,X,O,O,O
OJSLZTI,O,X,O,X,O,X,O
OJSLZIT,O,X,O,X,O,O,O
OJSZTIL,O,X,O,X,O,O,O
OJSZTLI,O,X,O,X,O,O,O
OJSZITL,O,X,O,X,O,X,O
OJSZILT,O,X,O,X,O,O,O
OJSZLTI,O,X,O,X,O,X,O
OJSZLIT,O,X,O,X,O,O,O
OJZTILS,O,X,O,X,X,O,O
OJZTISL,O,X,O,X,X,O,O
OJZTLIS,O,X,O,X,X,O,O
OJZTLSI,O,X,O,X,X,O,O
OJZTSIL,O,X,O,X,X,O,O
OJZTSLI,O,X,O,X,X,O,O
OJZITLS,O,X,O,X,X,O,O
OJZITSL,O,X,O,X,X,O,O
OJZILTS,X,X,O,X,O,O,O
OJZILST,O,X,O,X,O,O,O
OJZISTL,O,X,O,X,O,X,O
OJZISLT,O,X,O,X,O,O,O
OJZLTIS,X,X,O,X,O,O,O
OJZLTSI,X,X,O,X,O,O,O
OJZLITS,X,X,O,X,O,O,O
OJZLIST,O,X,O,X,O,O,O
OJZLSTI,O,X,O,X,O,X,O
OJZLSIT,O,X,O,X,O,O,O
OJZSTIL,O,X,O,X,O,O,O
OJZSTLI,O,X,O,X,O,O,O
OJZSITL,O,X,O,X,O,X,O
OJZSILT,O,X,O,X,O,O,O
OJZSLTI,O,X,O,X,O,X,O
OJZSLIT,O,X,O,X,O,O,O
OSTILJZ,O,O,O,O,O,O,O
OSTILZJ,O,O,O,O,O,X,O
OSTIJLZ,O,O,O,O,O,O,O
OSTIJZL,O,O,O,O,O,O,O
OSTIZLJ,O,O,O,O,O,X,O
OSTIZJL,O,O,O,O,O,X,O
OSTLIJZ,O,O,O,O,O,O,O
OSTLIZJ,O,O,O,O,O,X,O
OSTLJIZ,O,O,O,O,O,O,O
OSTLJZI,O,O,O,O,O,O,O
OSTLZIJ,O,O,O,O,O,X,O
OSTLZJI,O,O,O,O,O,X,O
OSTJILZ,O,O,O,O,O,O,O
OSTJIZL,O,O,O,O,O,O,O
OSTJLIZ,O,O,O,O,O,O,O
OSTJLZI,O,O,O,O,O,O,O
OSTJZIL,O,O,O,O,O,O,O
OSTJZLI,O,O,O,O,O,O,O
OSTZILJ,O,O,O,O,O,X,O
OSTZIJL,O,O,O,O,O,X,O
OSTZLIJ,O,O,O,O,O,X,O
OSTZLJI,O,O,O,O,O,X,O
OSTZJIL,O,O,O,O,O,X,O
OSTZJLI,O,O,O,O,O,X,O
OSITLJZ,O,O,O,O,O,O,O
OSITLZJ,O,O,O,O,O,X,O
OSITJLZ,O,O,O,O,O,O,O
OSITJZL,O,O,O,O,O,O,O
OSITZLJ,O,O,O,O,O,X,O
OSITZJL,O,O,O,O,O,X,O
OSILTJZ,O,O,O,O,O,X,O
OSILTZJ,O,O,O,O,O,X,O
OSILJTZ,O,X,O,O,O,X,O
OSILJZT,O,X,O,O,O,X,O
OSILZTJ,X,O,O,O,O,X,O
OSILZJT,X,O,O,O,O,X,O
OSIJTLZ,O,X,O,X,O,X,O
OSIJTZL,O,X,O,X,O,X,O
OSIJLTZ,O,X,O,X,O,X,O
OSIJLZT,O,X,O,X,O,O,O
OSIJZTL,O,X,O,X,O,X,O
OSIJZLT,O,X,O,X,O,O,O
OSIZTLJ,X,O,O,O,O,X,O
OSIZTJL,X,O,O,O,O,X,O
OSIZLTJ,X,O,O,O,O,X,O
OSIZLJT,X,O,O,O,O,X,O
OSIZJTL,X,X,O,X,O,X,O
OSIZJLT,X,X,O,X,O,X,O
OSLTIJZ,O,O,O,O,O,X,O
OSLTIZJ,O,O,O,O,O,X,O
OSLTJIZ,O,O,O,O,O,X,O
OSLTJZI,O,O,O,O,O,X,O
OSLTZIJ,O,O,O,O,O,X,O
OSLTZJI,O,O,O,O,O,X,O
OSLITJZ,O,O,O,O,O,X,O
OSLITZJ,O,O,O,O,O,X,O
OSLIJTZ,O,X,O,O,O,X,O
OSLIJZT,O,X,O,O,O,X,O
OSLIZTJ,X,O,O,O,O,X,O
OSLIZJT,X,O,O,O,O,X,O
OSLJTIZ,O,X,O,O,O,X,O
OSLJTZI,O,X,O,O,O,X,O
OSLJITZ,O,X,O,O,O,X,O
OSLJIZT,O,X,O,O,O,X,O
OSLJZTI,O,X,O,O,O,X,O
OSLJZIT,O,X,O,O,O,X,O
OSLZTIJ,X,O,O,O,O,X,O
OSLZTJI,X,O,O,O,O,X,O
OSLZITJ,X,O,O,O,O,X,O
OSLZIJT,X,O,O,O,O,X,O
OSLZJTI,X,O,O,O,O,X,O
OSLZJIT,X,O,O,O,O,X,O
OSJTILZ,O,X,O,X,O,O,O
OSJTIZL,O,X,O,X,O,O,O
OSJTLIZ,O,X,O,X,O,O,O
OSJTLZI,O,X,O,X,O,O,O
OSJTZIL,O,X,O,X,O,O,O
OSJTZLI,O,X,O,X,O,O,O
OSJITLZ,O,X,O,X,O,X,O
OSJITZL,O,X,O,X,O,X,O
OSJILTZ,O,X,O,X,O,X,O
OSJILZT,O,X,O,X,O,O,O
OSJIZTL,O,X,O,X,O,X,O
OSJIZLT,O,X,O,X,O,O,O
OSJLTIZ,O,X,O,X,O,X,O
OSJLTZI,O,X,O,X,O,X,O
OSJLITZ,O,X,O,X,O,X,O
OSJLIZT,O,X,O,X,O,O,O
OSJLZTI,O,X,O,X,O,X,O
OSJLZIT,O,X,O,X,O,O,O
OSJZTIL,O,X,O,X,O,O,O
OSJZTLI,O,X,O,X,O,O,O
OSJZITL,O,X,O,X,O,X,O
OSJZILT,O,X,O,X,O,O,O
OSJZLTI,O,X,O,X,O,X,O
OSJZLIT,O,X,O,X,O,O,O
OSZTILJ,X,O,O,O,O,X,O
OSZTIJL,X,O,O,O,O,X,O
OSZTLIJ,X,O,O,O,O,X,O
OSZTLJI,X,O,O,O,O,X,O
OSZTJIL,X,O,O,O,O,X,O
OSZTJLI,X,O,O,O,O,X,O
OSZITLJ,X,O,O,O,O,X,O
OSZITJL,X,O,O,O,O,X,O
OSZILTJ,X,O,O,O,O,X,O
OSZILJT,X,O,O,O,O,X,O
OSZIJTL,X,X,O,X,O,X,O
OSZIJLT,X,X,O,X,O,X,O
OSZLTIJ,X,O,O,O,O,X,O
OSZLTJI,X,O,O,O,O,X,O
OSZLITJ,X,O,O,O,O,X,O
OSZLIJT,X,O,O,O,O,X,O
OSZLJTI,X,O,O,O,O,X,O
OSZLJIT,X,O,O,O,O,X,O
OSZJTIL,X,X,O,X,O,X,O
OSZJTLI,X,X,O,X,O,X,O
