sequence,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFXcBViBClBOrB8r?BTqB,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFXcBViBGlBKrBzm?BUqB,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFUhBFiBzkB+qBim?B3rB,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFViB3gBThBWqB8r?ByvB,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFViBamB0hBzkB+q?B3rB,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFlcBUhBOnBfqB6q?BTrB,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFFhBXiBClBOrB8r?BTqB,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFUhBFiBClB2rBTq?B3rB,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFUhBFiBfqB6qBmm?BTrB,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFVhBUdBzkB+qBim?B3rB,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFFhBXiBGlByrBUq?BTrB,v115@6gF8EeC8FeD8FeE8DeD8Jex7IvhF3gBFiB6kBOrB8r?BTqB,v115@6gF8EeC8FeD8FeE8DeD8JeeBJvhFUdBfnBaqB5lBlk?BTrB,v115@6gF8EeC8FeD8FeE8DeD8JeUBJvhFFiB5lBzkBimB3r?BmpB,v115@6gF8EeC8FeD8FeE8DeD8Je07IvhFFiB6kBxlB2rBTq?B3rB,v115@6gF8EeC8FeD8FeE8DeD8Jei8IvhFWmBFiB0fBRqB3r?BTqB,v115@6gF8EeC8FeD8FeE8DeD8Je8AJvhFFiB6kBOlBXmBzm?BxvB,v115@6gF8EeC8FeD8FeE8DeD8Jem7IvhFSlBFiBXmB0kBzm?BxvB,v115@6gF8EeC8FeD8FeE8DeD8JezAJvhFFiB0fBSrBXlBmm?BxvB,v115@6gF8EeC8FeD8FeE8DeD8JezAJvhFFiBXgBSrB0kBmm?BxvB,v115@6gF8EeC8FeD8FeE8DeD8Jem7IvhFclBFiB6kBXmBzm?BxvB
JSZLTIO,O,X,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JSZLTOI,O,X,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JSZLITO,O,X,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JSZLIOT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JSZLOTI,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JSZLOIT,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JSZOTIL,X,X,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JSZOTLI,X,X,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JSZOITL,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JSZOILT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JSZOLTI,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JSZOLIT,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JSOTILZ,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JSOTIZL,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JSOTLIZ,X,X,O,X,O,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X
JSOTLZI,X,X,O,X,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X
JSOTZIL,X,X,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
JSOTZLI,X,X,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JSOITLZ,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JSOITZL,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JSOILTZ,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JSOILZT,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JSOIZTL,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JSOIZLT,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JSOLTIZ,X,X,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JSOLTZI,X,X,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JSOLITZ,X,X,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JSOLIZT,X,X,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JSOLZTI,X,X,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JSOLZIT,X,X,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JSOZTIL,X,X,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
JSOZTLI,X,X,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JSOZITL,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JSOZILT,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JSOZLTI,X,X,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JSOZLIT,X,X,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JZTILSO,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JZTILOS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZTISLO,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JZTISOL,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JZTIOLS,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZTIOSL,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JZTLISO,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JZTLIOS,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZTLSIO,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JZTLSOI,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JZTLOIS,O,O,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
JZTLOSI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTSILO,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JZTSIOL,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JZTSLIO,O,O,X,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
JZTSLOI,O,O,X,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
JZTSOIL,O,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JZTSOLI,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JZTOILS,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
JZTOISL,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JZTOLIS,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
JZTOLSI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTOSIL,O,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JZTOSLI,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JZITLSO,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JZITLOS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZITSLO,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
JZITSOL,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
JZITOLS,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZITOSL,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JZILTSO,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JZILTOS,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZILSTO,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
JZILSOT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZILOTS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZILOST,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZISTLO,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
JZISTOL,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
JZISLTO,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
JZISLOT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZISOTL,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
JZISOLT,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZIOTLS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZIOTSL,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JZIOLTS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZIOLST,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZIOSTL,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
JZIOSLT,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLTISO,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JZLTIOS,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZLTSIO,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JZLTSOI,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JZLTOIS,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZLTOSI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLITSO,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JZLITOS,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLISTO,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JZLISOT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLIOTS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLIOST,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLSTIO,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JZLSTOI,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JZLSITO,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JZLSIOT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLSOTI,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JZLSOIT,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JZLOTIS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLOTSI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLOITS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLOIST,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLOSTI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLOSIT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSTILO,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JZSTIOL,O,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JZSTLIO,O,O,X,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
JZSTLOI,O,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
JZSTOIL,O,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JZSTOLI,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JZSITLO,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JZSITOL,O,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JZSILTO,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JZSILOT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSIOTL,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JZSIOLT,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSLTIO,O,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JZSLTOI,O,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JZSLITO,O,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JZSLIOT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSLOTI,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JZSLOIT,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JZSOTIL,X,X,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JZSOTLI,X,X,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JZSOITL,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JZSOILT,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSOLTI,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JZSOLIT,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JZOTILS,O,O,O,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
JZOTISL,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JZOTLIS,O,O,O,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
JZOTLSI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOTSIL,O,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JZOTSLI,O,X,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JZOITLS,O,O,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
JZOITSL,O,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JZOILTS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOILST,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOISTL,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JZOISLT,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOLTIS,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZOLTSI,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOLITS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOLIST,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOLSTI,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZOLSIT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOSTIL,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JZOSTLI,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JZOSITL,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JZOSILT,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOSLTI,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZOSLIT,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTILSZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTILZS,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOTISLZ,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOTISZL,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOTIZLS,O,X,O,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
JOTIZSL,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOTLISZ,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTLIZS,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOTLSIZ,O,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOTLSZI,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOTLZIS,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOTLZSI,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTSILZ,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOTSIZL,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOTSLIZ,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOTSLZI,X,O,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOTSZIL,X,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
JOTSZLI,X,X,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
JOTZILS,O,X,O,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
JOTZISL,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOTZLIS,O,O,O,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
JOTZLSI,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTZSIL,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOTZSLI,O,X,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
JOITLSZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOITLZS,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOITSLZ,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOITSZL,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOITZLS,O,X,O,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
JOITZSL,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOILTSZ,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOILTZS,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOILSTZ,X,X,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOILSZT,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOILZTS,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOILZST,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOISTLZ,X,X,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOISTZL,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOISLTZ,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOISLZT,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOISZTL,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOISZLT,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOIZTLS,O,O,O,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
JOIZTSL,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOIZLTS,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOIZLST,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOIZSTL,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
JOIZSLT,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOLTISZ,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLTIZS,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOLTSIZ,O,O,X,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JOLTSZI,X,O,X,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JOLTZIS,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOLTZSI,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLITSZ,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLITZS,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOLISTZ,X,X,O,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOLISZT,O,X,O,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOLIZTS,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLIZST,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLSTIZ,X,X,O,O,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
JOLSTZI,X,X,O,O,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
JOLSITZ,X,X,O,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOLSIZT,O,X,O,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOLSZTI,O,X,O,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOLSZIT,O,X,O,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOLZTIS,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOLZTSI,O,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLZITS,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLZIST,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLZSTI,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOLZSIT,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOSTILZ,X,X,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOSTIZL,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOSTLIZ,X,X,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOSTLZI,X,X,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOSTZIL,X,X,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
JOSTZLI,X,X,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
JOSITLZ,X,X,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOSITZL,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOSILTZ,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOSILZT,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOSIZTL,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOSIZLT,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOSLTIZ,X,X,O,X,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
JOSLTZI,X,X,O,X,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
JOSLITZ,X,X,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOSLIZT,O,X,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOSLZTI,O,X,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOSLZIT,O,X,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOSZTIL,O,X,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
JOSZTLI,O,X,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
JOSZITL,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOSZILT,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOSZLTI,O,X,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOSZLIT,O,X,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOZTILS,O,O,O,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
JOZTISL,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZTLIS,O,O,O,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
JOZTLSI,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZTSIL,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZTSLI,O,X,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
JOZITLS,O,O,O,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
JOZITSL,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
