sequence,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8Jeu/IvhF3bB9hB?CeBTjB0nBZnB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8Jeu/IvhF3bB9hB?0dB6jBZnBzsB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8Jet/IvhF0bBxcB?TeBCiBOsBXtB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8Jeu/IvhF3bB9hB?xdBcoBTnBisB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8JeR7IvhF9hBXeB?CgBcoBTnBOsB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8Jet/IvhF0bB6hB?+iBTeBXoBZnB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8JeR7IvhF9hBTeB?CgBcnBXoBOsB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8Jeu/IvhF3bB9hB?xnBcoBTnBisB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8Jeu/IvhF3bB9jB?xhBzhBaoBcsB
LZOSIJT,O,O,X,X,O,X,X,X,X
LZOSJTI,O,O,X,O,O,X,X,X,X
LZOSJIT,O,O,X,X,O,X,X,X,X
LOTIJSZ,X,O,O,X,X,X,X,X,X
LOTIJZS,X,O,O,X,O,X,X,X,X
LOTISJZ,X,O,O,X,X,X,O,X,X
LOTISZJ,X,O,O,X,O,X,O,X,X
LOTIZJS,X,O,O,X,O,X,X,X,X
LOTIZSJ,X,O,O,X,O,X,X,X,X
LOTJISZ,X,O,O,X,X,X,X,X,X
LOTJIZS,X,O,O,X,O,X,X,X,X
LOTJSIZ,X,O,O,X,X,X,X,X,X
LOTJSZI,O,O,O,O,X,X,X,X,X
LOTJZIS,O,O,O,O,O,X,X,X,X
LOTJZSI,O,O,O,O,O,X,X,X,X
LOTSIJZ,X,O,O,X,X,O,O,X,X
LOTSIZJ,X,O,O,X,O,O,O,X,X
LOTSJIZ,X,O,O,X,X,O,O,X,X
LOTSJZI,O,O,O,O,X,O,O,X,X
LOTSZIJ,O,O,O,O,O,O,O,X,X
LOTSZJI,O,O,O,O,O,O,O,X,X
LOTZIJS,O,O,O,O,O,X,X,X,X
LOTZISJ,O,O,O,O,O,X,X,X,X
LOTZJIS,O,O,O,O,O,X,X,X,X
LOTZJSI,O,O,O,O,O,X,X,X,X
LOTZSIJ,O,O,O,O,O,O,X,X,X
LOTZSJI,O,O,O,O,O,O,X,X,X
LOITJSZ,X,O,O,X,X,X,X,X,X
LOITJZS,X,O,O,X,O,X,X,X,X
LOITSJZ,X,O,O,X,X,X,O,X,X
LOITSZJ,X,O,O,X,O,X,O,X,X
LOITZJS,X,O,O,X,O,X,X,X,X
LOITZSJ,X,O,O,X,O,X,X,X,X
LOIJTSZ,X,O,O,X,X,X,X,X,X
LOIJTZS,X,O,O,X,O,X,X,X,X
LOIJSTZ,X,O,O,X,X,X,X,X,X
LOIJSZT,O,O,O,X,X,X,X,X,X
LOIJZTS,O,O,X,X,O,X,X,X,X
LOIJZST,O,O,X,X,O,X,X,X,X
LOISTJZ,X,O,O,X,X,X,O,X,X
LOISTZJ,X,O,O,X,O,X,O,X,X
LOISJTZ,X,O,O,X,X,X,O,X,X
LOISJZT,O,O,X,X,X,X,O,X,X
LOISZTJ,O,O,O,X,O,X,O,X,X
LOISZJT,O,O,X,X,O,X,O,X,X
LOIZTJS,O,O,X,X,O,X,X,X,X
LOIZTSJ,O,O,X,X,O,X,X,X,X
LOIZJTS,O,O,X,X,O,X,X,X,X
LOIZJST,O,O,X,X,O,X,X,X,X
LOIZSTJ,O,O,X,X,O,X,X,X,X
LOIZSJT,O,O,X,X,O,X,X,X,X
LOJTISZ,X,O,O,X,X,X,X,X,X
LOJTIZS,X,O,O,X,O,X,X,X,X
LOJTSIZ,X,O,O,X,X,X,X,X,X
LOJTSZI,O,O,O,O,X,X,X,X,X
LOJTZIS,O,O,O,O,O,X,X,X,X
LOJTZSI,O,O,O,O,O,X,X,X,X
LOJITSZ,X,O,O,X,X,X,X,X,X
LOJITZS,X,O,O,X,O,X,X,X,X
LOJISTZ,X,O,O,X,X,X,X,X,X
LOJISZT,O,O,O,X,X,X,X,X,X
LOJIZTS,O,O,X,X,O,X,X,X,X
LOJIZST,O,O,X,X,O,X,X,X,X
LOJSTIZ,X,O,O,X,X,X,X,X,X
LOJSTZI,O,O,O,O,X,X,X,X,X
LOJSITZ,X,O,O,X,X,X,X,X,X
LOJSIZT,O,O,O,X,X,X,X,X,X
LOJSZTI,O,O,O,O,X,X,X,X,X
LOJSZIT,O,O,O,X,X,X,X,X,X
LOJZTIS,O,O,X,O,O,X,X,X,X
LOJZTSI,O,O,X,O,O,X,X,X,X
LOJZITS,O,O,X,O,O,X,X,X,X
LOJZIST,O,O,X,X,O,X,X,X,X
LOJZSTI,O,O,X,O,O,X,X,X,X
LOJZSIT,O,O,X,X,O,X,X,X,X
LOSTIJZ,X,O,O,X,X,O,O,X,X
LOSTIZJ,X,O,O,X,O,O,O,X,X
LOSTJIZ,X,O,O,X,X,O,O,X,X
LOSTJZI,O,O,O,O,X,O,O,X,X
LOSTZIJ,O,O,O,O,O,O,O,X,X
LOSTZJI,O,O,O,O,O,O,O,X,X
LOSITJZ,X,O,O,X,X,O,O,X,X
LOSITZJ,X,O,O,X,O,O,O,X,X
LOSIJTZ,X,O,O,X,X,O,O,X,X
LOSIJZT,O,O,X,X,X,X,O,X,X
LOSIZTJ,O,O,O,X,O,X,O,X,X
LOSIZJT,O,O,X,X,O,X,O,X,X
LOSJTIZ,X,O,O,X,X,O,O,X,X
LOSJTZI,O,O,O,O,X,O,O,X,X
LOSJITZ,X,O,O,X,X,O,O,X,X
LOSJIZT,O,O,X,X,X,X,O,X,X
LOSJZTI,O,O,X,O,X,O,O,X,X
LOSJZIT,O,O,X,X,X,X,O,X,X
LOSZTIJ,O,O,O,O,O,O,O,X,X
LOSZTJI,O,O,O,O,O,O,O,X,X
LOSZITJ,O,O,O,X,O,X,O,X,X
LOSZIJT,O,O,X,X,O,X,O,X,X
LOSZJTI,O,O,X,O,O,O,O,X,X
LOSZJIT,O,O,X,X,O,X,O,X,X
LOZTIJS,O,O,X,O,O,X,X,X,X
LOZTISJ,O,O,X,O,O,X,X,X,X
LOZTJIS,O,O,X,O,O,X,X,X,X
LOZTJSI,O,O,X,O,O,X,X,X,X
LOZTSIJ,O,O,X,O,O,X,X,X,X
LOZTSJI,O,O,X,O,O,X,X,X,X
LOZITJS,O,O,X,O,O,X,X,X,X
LOZITSJ,O,O,X,O,O,X,X,X,X
LOZIJTS,O,O,X,O,O,X,X,X,X
LOZIJST,O,O,X,X,O,X,X,X,X
LOZISTJ,O,O,X,X,O,X,X,X,X
LOZISJT,O,O,X,X,O,X,X,X,X
LOZJTIS,O,O,X,O,O,X,X,X,X
LOZJTSI,O,O,X,O,O,X,X,X,X
LOZJITS,O,O,X,O,O,X,X,X,X
LOZJIST,O,O,X,X,O,X,X,X,X
LOZJSTI,O,O,X,O,O,X,X,X,X
LOZJSIT,O,O,X,X,O,X,X,X,X
LOZSTIJ,O,O,X,O,O,X,X,X,X
LOZSTJI,O,O,X,O,O,X,X,X,X
LOZSITJ,O,O,X,X,O,X,X,X,X
LOZSIJT,O,O,X,X,O,X,X,X,X
LOZSJTI,O,O,X,O,O,X,X,X,X
LOZSJIT,O,O,X,X,O,X,X,X,X
JTILSZO,X,O,O,X,X,X,X,O,O
JTILSOZ,X,O,O,X,X,X,X,O,O
JTILZSO,X,O,O,X,X,X,X,O,X
JTILZOS,X,O,O,X,X,X,X,O,X
JTILOSZ,X,O,O,X,X,X,X,O,X
JTILOZS,X,O,O,X,X,X,X,O,X
JTISLZO,X,O,O,X,X,X,X,O,O
JTISLOZ,X,O,O,X,X,X,X,O,O
JTISZLO,X,O,O,O,X,X,X,O,O
JTISZOL,O,O,O,O,X,X,X,O,O
JTISOLZ,X,O,O,X,X,X,X,O,O
JTISOZL,O,O,O,O,X,X,X,O,O
JTIZLSO,X,O,O,O,X,X,X,O,O
JTIZLOS,X,O,O,X,X,X,X,O,X
JTIZSLO,X,O,O,O,X,X,X,O,O
JTIZSOL,O,O,O,O,X,X,X,O,O
JTIZOLS,O,O,O,O,X,X,X,O,X
JTIZOSL,O,O,O,O,X,X,X,O,O
JTIOLSZ,X,O,X,X,X,X,X,O,X
JTIOLZS,X,O,X,X,X,X,X,O,X
JTIOSLZ,X,O,X,X,X,X,X,O,O
JTIOSZL,O,O,X,O,X,X,X,O,O
JTIOZLS,O,O,X,O,X,X,X,O,X
JTIOZSL,O,O,X,O,X,X,X,O,X
JTLISZO,X,O,O,X,X,X,O,O,O
JTLISOZ,X,O,O,X,X,X,O,O,O
JTLIZSO,X,O,O,X,X,X,X,O,X
JTLIZOS,X,O,O,X,O,X,X,O,X
JTLIOSZ,X,O,O,X,X,X,X,O,X
JTLIOZS,X,O,O,X,O,X,X,O,X
JTLSIZO,X,O,O,X,X,O,O,O,O
JTLSIOZ,X,O,O,X,X,O,O,O,O
JTLSZIO,X,O,O,O,X,O,O,X,O
JTLSZOI,O,O,O,O,X,O,O,X,X
JTLSOIZ,X,O,O,X,X,O,O,X,X
JTLSOZI,O,O,O,O,X,O,O,X,X
JTLZISO,X,O,O,O,X,X,X,X,O
JTLZIOS,X,O,O,X,O,X,X,X,X
JTLZSIO,X,O,O,O,X,O,X,X,O
JTLZSOI,O,O,O,O,X,O,X,X,X
JTLZOIS,O,O,O,O,O,X,X,X,X
JTLZOSI,O,O,O,O,O,X,X,X,X
JTLOISZ,X,O,O,X,X,X,X,X,X
JTLOIZS,X,O,O,X,O,X,X,X,X
JTLOSIZ,X,O,O,X,X,X,X,X,X
JTLOSZI,O,O,O,O,X,X,X,X,X
JTLOZIS,O,O,O,O,O,X,X,X,X
JTLOZSI,O,O,O,O,O,X,X,X,X
JTSILZO,X,O,O,X,X,O,X,O,O
JTSILOZ,X,O,O,X,X,O,X,O,O
JTSIZLO,X,O,O,O,X,O,X,O,O
JTSIZOL,O,O,O,O,X,O,X,O,O
JTSIOLZ,X,O,O,X,X,O,X,O,O
JTSIOZL,O,O,O,O,X,O,X,O,O
JTSLIZO,X,O,O,X,X,O,O,O,O
JTSLIOZ,X,O,O,X,X,O,O,O,O
JTSLZIO,X,O,O,O,X,O,O,X,O
JTSLZOI,O,O,O,O,X,O,O,X,X
JTSLOIZ,X,O,O,X,X,O,O,X,X
JTSLOZI,O,O,O,O,X,O,O,X,X
JTSZILO,X,O,O,O,X,O,X,O,O
JTSZIOL,O,O,O,O,X,O,X,O,O
JTSZLIO,X,O,O,O,X,O,O,X,O
JTSZLOI,O,O,O,O,X,O,O,X,X
JTSZOIL,O,O,O,O,X,O,X,X,O
JTSZOLI,O,O,O,O,X,O,O,X,X
JTSOILZ,X,O,O,X,X,O,X,O,O
JTSOIZL,O,O,O,O,X,O,X,O,O
JTSOLIZ,X,O,O,X,X,O,O,X,X
JTSOLZI,O,O,O,O,X,O,O,X,X
JTSOZIL,O,O,O,O,X,O,X,X,O
JTSOZLI,O,O,O,O,X,O,O,X,X
JTZILSO,X,O,O,O,X,X,X,O,O
JTZILOS,X,O,O,X,X,X,X,O,X
JTZISLO,X,O,O,O,X,X,X,O,O
JTZISOL,O,O,O,O,X,X,X,O,O
JTZIOLS,O,O,O,O,X,X,X,O,X
JTZIOSL,O,O,O,O,X,X,X,O,O
JTZLISO,X,O,O,O,X,X,X,X,O
JTZLIOS,X,O,O,X,O,X,X,X,X
JTZLSIO,X,O,O,O,X,O,X,X,O
JTZLSOI,O,O,O,O,X,O,X,X,X
JTZLOIS,O,O,O,O,O,X,X,X,X
JTZLOSI,O,O,O,O,O,X,X,X,X
JTZSILO,X,O,O,O,X,O,X,O,O
JTZSIOL,O,O,O,O,X,O,X,O,O
JTZSLIO,X,O,O,O,X,O,X,X,O
JTZSLOI,O,O,O,O,X,O,X,X,X
JTZSOIL,O,O,O,O,X,O,X,X,O
JTZSOLI,O,O,O,O,X,O,X,X,X
JTZOILS,O,O,O,O,X,X,X,X,X
JTZOISL,O,O,O,O,X,X,X,X,O
JTZOLIS,O,O,O,O,O,X,X,X,X
JTZOLSI,O,O,O,O,O,X,X,X,X
JTZOSIL,O,O,O,O,X,X,X,X,O
JTZOSLI,O,O,O,O,O,X,X,X,X
JTOILSZ,X,O,X,X,X,X,X,O,X
JTOILZS,X,O,X,X,X,X,X,O,X
JTOISLZ,X,O,X,X,X,X,X,O,O
JTOISZL,O,O,X,O,X,X,X,O,O
JTOIZLS,O,O,X,O,X,X,X,O,X
JTOIZSL,O,O,X,O,X,X,X,O,X
JTOLISZ,X,O,O,X,X,X,X,X,X
JTOLIZS,X,O,O,X,O,X,X,X,X
JTOLSIZ,X,O,O,X,X,X,X,X,X
JTOLSZI,O,O,O,O,X,X,X,X,X
JTOLZIS,O,O,O,O,O,X,X,X,X
JTOLZSI,O,O,O,O,O,X,X,X,X
JTOSILZ,X,O,O,X,X,X,X,O,O
JTOSIZL,O,O,O,O,X,X,X,O,O
JTOSLIZ,X,O,O,X,X,X,X,X,X
JTOSLZI,O,O,O,O,X,X,X,X,X
JTOSZIL,O,O,O,O,X,X,X,X,O
JTOSZLI,O,O,O,O,X,X,X,X,X
JTOZILS,O,O,O,O,X,X,X,X,X
JTOZISL,O,O,O,O,X,X,X,X,O
JTOZLIS,O,O,O,O,O,X,X,X,X
JTOZLSI,O,O,O,O,O,X,X,X,X
JTOZSIL,O,O,O,O,X,X,X,X,O
JTOZSLI,O,O,O,O,O,X,X,X,X
JITLSZO,X,O,O,X,X,X,X,O,O
JITLSOZ,X,O,O,X,X,X,X,O,O
JITLZSO,X,O,O,X,X,X,X,O,X
JITLZOS,X,O,O,X,X,X,X,O,X
JITLOSZ,X,O,O,X,X,X,X,O,X
JITLOZS,X,O,O,X,X,X,X,O,X
JITSLZO,X,O,O,X,X,X,X,O,O
JITSLOZ,X,O,O,X,X,X,X,O,O
JITSZLO,X,O,O,O,X,X,X,O,O
JITSZOL,O,O,O,O,X,X,X,O,O
JITSOLZ,X,O,O,X,X,X,X,O,O
JITSOZL,O,O,O,O,X,X,X,O,O
JITZLSO,X,O,O,O,X,X,X,O,O
JITZLOS,X,O,O,X,X,X,X,O,X
JITZSLO,X,O,O,O,X,X,X,O,O
JITZSOL,O,O,O,O,X,X,X,O,O
JITZOLS,O,O,O,O,X,X,X,O,X
JITZOSL,O,O,O,O,X,X,X,O,O
JITOLSZ,X,O,X,X,X,X,X,O,X
JITOLZS,X,O,X,X,X,X,X,O,X
JITOSLZ,X,O,X,X,X,X,X,O,O
JITOSZL,O,O,X,O,X,X,X,O,O
JITOZLS,O,O,X,O,X,X,X,O,X
JITOZSL,O,O,X,O,X,X,X,O,X
JILTSZO,X,O,O,X,X,X,X,O,O
JILTSOZ,X,O,O,X,X,X,X,O,O
JILTZSO,X,O,O,X,X,X,X,O,X
JILTZOS,X,O,O,X,X,X,X,O,X
JILTOSZ,X,O,O,X,X,X,X,O,X
JILTOZS,X,O,O,X,X,X,X,O,X
JILSTZO,X,O,O,X,X,X,X,O,O
JILSTOZ,X,O,O,X,X,X,X,O,O
JILSZTO,X,O,O,X,X,X,X,X,O
JILSZOT,X,X,O,X,X,X,X,X,X
JILSOTZ,X,O,O,X,X,X,X,X,X
JILSOZT,X,X,O,X,X,X,X,X,X
JILZTSO,X,O,O,X,X,X,X,X,O
JILZTOS,X,O,O,X,X,X,X,X,X
JILZSTO,X,O,O,X,X,X,X,X,O
JILZSOT,X,X,O,X,X,X,X,X,X
JILZOTS,X,O,X,X,X,X,X,X,X
JILZOST,X,X,X,X,X,X,X,X,X
JILOTSZ,X,O,O,X,X,X,X,X,X
JILOTZS,X,O,O,X,X,X,X,X,X
JILOSTZ,X,O,O,X,X,X,X,X,X
JILOSZT,X,O,O,X,X,X,X,X,X
JILOZTS,X,O,X,X,X,X,X,X,X
JILOZST,X,O,X,X,X,X,X,X,X
JISTLZO,X,O,O,X,X,X,X,O,O
JISTLOZ,X,O,O,X,X,X,X,O,O
JISTZLO,X,O,O,O,X,X,X,O,O
JISTZOL,O,O,O,O,X,X,X,O,O
JISTOLZ,X,O,O,X,X,X,X,O,O
JISTOZL,O,O,O,O,X,X,X,O,O
JISLTZO,X,O,O,X,X,X,X,O,O
JISLTOZ,X,O,O,X,X,X,X,O,O
JISLZTO,X,O,O,X,X,X,X,X,O
JISLZOT,X,X,O,X,X,X,X,X,X
JISLOTZ,X,O,O,X,X,X,X,X,X
JISLOZT,X,X,O,X,X,X,X,X,X
JISZTLO,X,O,X,O,X,X,X,O,O
JISZTOL,O,O,X,O,X,X,X,O,O
JISZLTO,X,O,X,X,X,X,X,X,O
JISZLOT,X,X,X,X,X,X,X,X,X
JISZOTL,O,X,X,O,X,X,X,X,O
JISZOLT,O,X,X,X,X,X,X,X,X
JISOTLZ,X,O,O,X,X,X,X,O,O
JISOTZL,O,O,O,O,X,X,X,O,O
JISOLTZ,X,O,O,X,X,X,X,X,X
JISOLZT,O,O,O,X,X,X,X,X,X
JISOZTL,O,O,X,O,X,X,X,X,O
JISOZLT,O,O,X,X,X,X,X,X,X
JIZTLSO,X,O,X,O,X,X,X,O,O
JIZTLOS,X,O,X,X,X,X,X,O,X
JIZTSLO,X,O,X,O,X,X,X,O,O
JIZTSOL,O,O,X,O,X,X,X,O,O
JIZTOLS,O,O,X,O,X,X,X,O,X
JIZTOSL,O,O,X,O,X,X,X,O,O
JIZLTSO,X,O,X,O,X,X,X,X,O
JIZLTOS,X,O,X,X,X,X,X,X,X
JIZLSTO,X,O,X,X,X,X,X,X,O
JIZLSOT,X,X,X,X,X,X,X,X,X
JIZLOTS,X,O,X,X,X,X,X,X,X
JIZLOST,X,X,X,X,X,X,X,X,X
JIZSTLO,X,O,X,O,X,X,X,O,O
JIZSTOL,O,O,X,O,X,X,X,O,O
JIZSLTO,X,O,X,X,X,X,X,X,O
JIZSLOT,X,X,X,X,X,X,X,X,X
JIZSOTL,O,X,X,O,X,X,X,X,O
JIZSOLT,O,X,X,X,X,X,X,X,X
JIZOTLS,O,O,X,O,X,X,X,X,X
JIZOTSL,O,O,X,O,X,X,X,X,O
JIZOLTS,O,O,X,O,X,X,X,X,X
JIZOLST,O,O,X,X,X,X,X,X,X
JIZOSTL,O,O,X,O,X,X,X,X,O
JIZOSLT,O,O,X,X,X,X,X,X,X
JIOTLSZ,X,O,X,X,X,X,X,O,X
JIOTLZS,X,O,X,X,X,X,X,O,X
JIOTSLZ,X,O,X,X,X,X,X,O,O
JIOTSZL,O,O,X,O,X,X,X,O,O
JIOTZLS,O,O,X,O,X,X,X,O,X
JIOTZSL,O,O,X,O,X,X,X,O,X
JIOLTSZ,X,O,X,X,X,X,X,X,X
JIOLTZS,X,O,X,X,X,X,X,X,X
JIOLSTZ,X,O,X,X,X,X,X,X,X
JIOLSZT,O,O,X,X,X,X,X,X,X
JIOLZTS,O,O,X,X,X,X,X,X,X
JIOLZST,O,O,X,X,X,X,X,X,X
JIOSTLZ,X,O,X,X,X,X,X,O,O
JIOSTZL,O,O,X,O,X,X,X,O,O
JIOSLTZ,X,O,X,X,X,X,X,X,X
JIOSLZT,O,O,X,X,X,X,X,X,X
JIOSZTL,O,O,X,O,X,X,X,X,O
JIOSZLT,O,O,X,X,X,X,X,X,X
JIOZTLS,O,O,X,O,X,X,X,X,X
JIOZTSL,O,O,X,O,X,X,X,X,O
JIOZLTS,O,O,X,O,X,X,X,X,X
JIOZLST,O,O,X,X,X,X,X,X,X
JIOZSTL,O,O,X,O,X,X,X,X,O
JIOZSLT,O,O,X,X,X,X,X,X,X
JLTISZO,X,O,O,X,X,X,O,O,O
JLTISOZ,X,O,O,X,X,X,O,O,O
JLTIZSO,X,O,O,X,X,X,X,O,X
JLTIZOS,X,O,O,X,O,X,X,O,X
JLTIOSZ,X,O,O,X,X,X,X,O,X
JLTIOZS,X,O,O,X,O,X,X,O,X
JLTSIZO,X,O,O,X,X,O,O,O,O
JLTSIOZ,X,O,O,X,X,O,O,O,O
JLTSZIO,X,O,O,O,X,O,O,X,O
JLTSZOI,O,O,O,O,X,O,O,X,X
JLTSOIZ,X,O,O,X,X,O,O,X,X
JLTSOZI,O,O,O,O,X,O,O,X,X
JLTZISO,X,O,O,O,X,X,X,X,O
JLTZIOS,X,O,O,X,O,X,X,X,X
JLTZSIO,X,O,O,O,X,O,X,X,O
JLTZSOI,O,O,O,O,X,O,X,X,X
JLTZOIS,O,O,O,O,O,X,X,X,X
JLTZOSI,O,O,O,O,O,X,X,X,X
JLTOISZ,X,O,O,X,X,X,X,X,X
JLTOIZS,X,O,O,X,O,X,X,X,X
JLTOSIZ,X,O,O,X,X,X,X,X,X
JLTOSZI,O,O,O,O,X,X,X,X,X
JLTOZIS,O,O,O,O,O,X,X,X,X
JLTOZSI,O,O,O,O,O,X,X,X,X
JLITSZO,X,O,O,X,X,X,O,O,O
JLITSOZ,X,O,O,X,X,X,O,O,O
JLITZSO,X,O,O,X,X,X,X,O,X
JLITZOS,X,O,O,X,O,X,X,O,X
JLITOSZ,X,O,O,X,X,X,X,O,X
JLITOZS,X,O,O,X,O,X,X,O,X
JLISTZO,X,O,O,X,X,X,O,O,O
JLISTOZ,X,O,O,X,X,X,O,O,O
JLISZTO,X,O,O,X,X,X,O,X,O
JLISZOT,X,X,O,X,X,X,O,X,X
JLISOTZ,X,O,O,X,X,X,O,X,X
JLISOZT,X,X,O,X,X,X,O,X,X
JLIZTSO,X,O,O,X,X,X,X,X,O
JLIZTOS,X,O,O,X,O,X,X,X,X
JLIZSTO,X,O,O,X,X,X,X,X,O
JLIZSOT,X,X,O,X,X,X,X,X,X
JLIZOTS,X,O,X,X,O,X,X,X,X
JLIZOST,X,X,X,X,O,X,X,X,X
JLIOTSZ,X,O,O,X,X,X,X,X,X
JLIOTZS,X,O,O,X,O,X,X,X,X
JLIOSTZ,X,O,O,X,X,X,X,X,X
JLIOSZT,X,O,O,X,X,X,X,X,X
JLIOZTS,X,O,X,X,O,X,X,X,X
JLIOZST,X,O,X,X,O,X,X,X,X
JLSTIZO,X,O,O,X,X,O,O,O,O
JLSTIOZ,X,O,O,X,X,O,O,O,O
JLSTZIO,X,O,O,O,X,O,O,X,O
JLSTZOI,O,O,O,O,X,O,O,X,X
JLSTOIZ,X,O,O,X,X,O,O,X,X
JLSTOZI,O,O,O,O,X,O,O,X,X
JLSITZO,X,O,O,X,X,O,O,O,O
JLSITOZ,X,O,O,X,X,O,O,O,O
JLSIZTO,X,O,O,X,X,X,O,X,O
JLSIZOT,X,X,O,X,X,X,O,X,X
JLSIOTZ,X,O,O,X,X,O,O,X,X
JLSIOZT,X,X,O,X,X,X,O,X,X
JLSZTIO,X,O,O,O,X,O,O,X,O
JLSZTOI,O,O,O,O,X,O,O,X,X
JLSZITO,X,X,O,X,X,X,O,X,O
JLSZIOT,X,X,O,X,X,X,O,X,X
JLSZOTI,O,O,O,O,X,O,O,X,X
JLSZOIT,O,X,O,X,X,X,O,X,X
JLSOTIZ,X,O,O,X,X,O,O,X,X
JLSOTZI,O,O,O,O,X,O,O,X,X
JLSOITZ,X,O,O,X,X,O,O,X,X
JLSOIZT,O,O,O,X,X,X,O,X,X
JLSOZTI,O,O,O,O,X,O,O,X,X
JLSOZIT,O,O,O,X,X,X,O,X,X
JLZTISO,X,O,O,O,X,X,X,X,O
JLZTIOS,X,O,O,X,O,X,X,X,X
JLZTSIO,X,O,O,O,X,X,X,X,O
JLZTSOI,O,O,O,O,X,X,X,X,X
JLZTOIS,O,O,O,O,O,X,X,X,X
JLZTOSI,O,O,O,O,O,X,X,X,X
JLZITSO,X,O,O,O,X,X,X,X,O
JLZITOS,X,O,O,X,O,X,X,X,X
JLZISTO,X,O,O,X,X,X,X,X,O
JLZISOT,X,X,O,X,X,X,X,X,X
JLZIOTS,X,O,X,X,O,X,X,X,X
JLZIOST,X,X,X,X,O,X,X,X,X
JLZSTIO,X,O,O,O,X,X,X,X,O
JLZSTOI,O,O,O,O,X,X,X,X,X
JLZSITO,X,X,O,X,X,X,X,X,O
JLZSIOT,X,X,O,X,X,X,X,X,X
JLZSOTI,O,O,O,O,X,X,X,X,X
JLZSOIT,O,X,O,X,X,X,X,X,X
JLZOTIS,O,O,X,O,O,X,X,X,X
JLZOTSI,O,O,X,O,O,X,X,X,X
JLZOITS,O,O,X,O,O,X,X,X,X
JLZOIST,O,O,X,X,O,X,X,X,X
JLZOSTI,O,O,X,O,O,X,X,X,X
JLZOSIT,O,O,X,X,O,X,X,X,X
JLOTISZ,X,O,O,X,X,X,X,X,X
JLOTIZS,X,O,O,X,O,X,X,X,X
JLOTSIZ,X,O,O,X,X,X,X,X,X
JLOTSZI,O,O,O,O,X,X,X,X,X
JLOTZIS,O,O,O,O,O,X,X,X,X
JLOTZSI,O,O,O,O,O,X,X,X,X
JLOITSZ,X,O,O,X,X,X,X,X,X
JLOITZS,X,O,O,X,O,X,X,X,X
JLOISTZ,X,O,O,X,X,X,X,X,X
JLOISZT,O,O,O,X,X,X,X,X,X
JLOIZTS,O,O,X,X,O,X,X,X,X
JLOIZST,O,O,X,X,O,X,X,X,X
JLOSTIZ,X,O,O,X,X,X,X,X,X
JLOSTZI,O,O,O,O,X,X,X,X,X
JLOSITZ,X,O,O,X,X,X,X,X,X
JLOSIZT,O,O,O,X,X,X,X,X,X
JLOSZTI,O,O,O,O,X,X,X,X,X
JLOSZIT,O,O,O,X,X,X,X,X,X
JLOZTIS,O,O,X,O,O,X,X,X,X
JLOZTSI,O,O,X,O,O,X,X,X,X
JLOZITS,O,O,X,O,O,X,X,X,X
JLOZIST,O,O,X,X,O,X,X,X,X
JLOZSTI,O,O,X,O,O,X,X,X,X
JLOZSIT,O,O,X,X,O,X,X,X,X
JSTILZO,X,O,O,X,X,O,X,O,O
JSTILOZ,X,O,O,X,X,O,X,O,O
JSTIZLO,X,O,O,O,X,O,X,O,O
JSTIZOL,O,O,O,O,X,O,X,O,O
JSTIOLZ,X,O,O,X,X,O,X,O,O
JSTIOZL,O,O,O,O,X,O,X,O,O
JSTLIZO,X,O,O,X,X,O,O,O,O
JSTLIOZ,X,O,O,X,X,O,O,O,O
JSTLZIO,X,O,O,O,X,O,O,X,O
JSTLZOI,O,O,O,O,X,O,O,X,X
JSTLOIZ,X,O,O,X,X,O,O,X,X
JSTLOZI,O,O,O,O,X,O,O,X,X
JSTZILO,X,O,O,O,X,O,X,O,O
JSTZIOL,O,O,O,O,X,O,X,O,O
JSTZLIO,X,O,O,O,X,O,O,X,O
JSTZLOI,O,O,O,O,X,O,O,X,X
JSTZOIL,O,O,O,O,X,O,X,X,O
JSTZOLI,O,O,O,O,X,O,O,X,X
JSTOILZ,X,O,O,X,X,O,X,O,O
JSTOIZL,O,O,O,O,X,O,X,O,O
JSTOLIZ,X,O,O,X,X,O,O,X,X
JSTOLZI,O,O,O,O,X,O,O,X,X
JSTOZIL,O,O,O,O,X,O,X,X,O
JSTOZLI,O,O,O,O,X,O,O,X,X
JSITLZO,X,O,O,X,X,O,X,O,O
JSITLOZ,X,O,O,X,X,O,X,O,O
JSITZLO,X,O,O,O,X,O,X,O,O
JSITZOL,O,O,O,O,X,O,X,O,O
JSITOLZ,X,O,O,X,X,O,X,O,O
JSITOZL,O,O,O,O,X,O,X,O,O
JSILTZO,X,O,O,X,X,O,X,O,O
JSILTOZ,X,O,O,X,X,O,X,O,O
JSILZTO,X,O,O,X,X,X,X,X,O
JSILZOT,X,X,O,X,X,X,X,X,X
JSILOTZ,X,O,O,X,X,O,X,X,X
JSILOZT,X,X,O,X,X,X,X,X,X
JSIZTLO,X,O,X,O,X,X,X,O,O
