sequence,v115@7gB8GeE8FeD8FeE8AeF8JeT6IvhFOgBxcBChB/nB0m?BlqB,v115@7gB8GeE8FeD8FeE8AeF8Jei6IvhFfhBxcBUgBumBTn?BlqB,v115@7gB8GeE8FeD8FeE8AeF8Jex6IvhFXdBmfBzgB0hBSs?BlqB,v115@7gB8GeE8FeD8FeE8AeF8JeT6IvhFZgBUcBWmB/nBFn?BCrB,v115@7gB8GeE8FeD8FeE8AeF8JeT6IvhFxcB/nB6qB0rBOq?BFrB,v115@7gB8GeE8FeD8FeE8AeF8JeT6IvhFZgBugB1hBXiB8q?BSxB,v115@7gB8GeE8FeD8FeE8AeF8Jex6IvhF8gBmfB3hBTnBCn?BlqB,v115@7gB8GeE8FeD8FeE8AeF8Jex/IvhF/mBUiBmfBChBTn?BlqB
JOIZSLT,X,O,X,X,X,O,X,X
JOLTISZ,X,O,O,O,X,X,X,X
JOLTIZS,X,O,O,O,X,X,X,X
JOLTSIZ,X,O,O,O,X,X,X,X
JOLTSZI,X,O,O,O,X,X,O,X
JOLTZIS,X,O,O,O,X,X,X,X
JOLTZSI,X,O,O,O,X,X,X,X
JOLITSZ,X,O,O,O,X,X,X,X
JOLITZS,X,O,O,O,X,X,X,X
JOLISTZ,X,X,X,O,X,X,X,X
JOLISZT,X,X,X,O,X,X,X,X
JOLIZTS,X,X,X,O,X,O,X,X
JOLIZST,X,O,X,O,X,O,X,X
JOLSTIZ,X,O,O,O,X,X,X,X
JOLSTZI,X,O,O,O,X,X,X,X
JOLSITZ,X,X,X,O,X,X,X,X
JOLSIZT,X,X,X,O,X,X,X,X
JOLSZTI,X,O,X,O,O,X,O,X
JOLSZIT,X,O,X,O,O,X,O,X
JOLZTIS,X,O,X,O,X,O,X,X
JOLZTSI,X,O,X,O,X,O,X,X
JOLZITS,X,X,X,O,X,O,X,X
JOLZIST,X,O,X,O,X,O,X,X
JOLZSTI,X,O,X,O,O,O,X,X
JOLZSIT,X,O,X,O,O,O,X,X
JOSTILZ,O,O,O,X,X,X,X,X
JOSTIZL,O,O,O,X,X,X,O,X
JOSTLIZ,O,O,O,X,X,X,X,X
JOSTLZI,O,O,O,X,X,X,O,X
JOSTZIL,O,O,O,X,X,X,O,X
JOSTZLI,O,O,O,X,X,X,O,X
JOSITLZ,O,O,X,X,X,X,X,X
JOSITZL,O,O,X,X,X,X,X,X
JOSILTZ,X,X,X,O,X,X,X,X
JOSILZT,X,X,X,O,X,X,X,X
JOSIZTL,O,X,X,X,X,X,O,X
JOSIZLT,O,X,X,X,O,X,O,X
JOSLTIZ,X,O,O,O,X,X,X,X
JOSLTZI,X,O,O,O,X,X,X,X
JOSLITZ,X,X,X,O,X,X,X,X
JOSLIZT,X,X,X,O,X,X,X,X
JOSLZTI,X,O,X,O,O,X,O,X
JOSLZIT,X,O,X,O,O,X,O,X
JOSZTIL,O,O,X,X,X,X,O,X
JOSZTLI,O,O,X,X,X,X,O,X
JOSZITL,O,O,X,X,X,X,O,X
JOSZILT,O,O,X,X,O,X,O,X
JOSZLTI,O,O,X,X,O,X,O,X
JOSZLIT,O,O,X,X,O,X,O,X
JOZTILS,O,O,X,X,X,O,X,X
JOZTISL,O,O,X,X,X,O,X,X
JOZTLIS,O,O,X,X,X,O,X,X
JOZTLSI,O,O,X,X,X,O,X,X
JOZTSIL,O,O,X,X,X,O,O,X
JOZTSLI,O,O,X,X,X,X,O,X
JOZITLS,X,X,X,X,X,O,X,X
JOZITSL,X,O,X,X,X,O,X,X
JOZILTS,X,X,X,X,X,O,X,X
JOZILST,X,O,X,X,X,O,X,X
JOZISTL,X,O,X,X,X,O,X,X
JOZISLT,X,O,X,X,X,O,X,X
JOZLTIS,X,O,X,X,X,O,X,X
JOZLTSI,O,O,X,X,X,O,X,X
JOZLITS,X,X,X,X,X,O,X,X
JOZLIST,O,O,X,X,X,O,X,X
JOZLSTI,O,O,X,X,O,O,X,X
JOZLSIT,O,O,X,X,O,O,X,X
JOZSTIL,O,O,X,X,X,O,O,X
JOZSTLI,O,O,X,X,X,X,O,X
JOZSITL,O,O,X,X,X,O,O,X
JOZSILT,O,O,X,X,O,O,O,X
JOZSLTI,O,O,X,X,O,O,O,X
JOZSLIT,O,O,X,X,O,O,O,X
STILJZO,O,O,X,O,X,X,X,X
STILJOZ,O,O,X,O,X,X,X,X
STILZJO,O,O,X,X,X,X,X,O
STILZOJ,O,O,X,X,X,X,X,O
STILOJZ,O,O,X,O,X,X,X,X
STILOZJ,O,O,X,X,X,X,X,X
STIJLZO,O,O,X,X,X,X,X,X
STIJLOZ,O,O,X,X,X,X,X,X
STIJZLO,X,O,X,X,X,X,O,O
STIJZOL,O,X,X,X,X,X,O,O
STIJOLZ,O,O,O,X,X,X,X,X
STIJOZL,O,X,O,X,X,X,X,X
STIZLJO,O,O,X,X,O,X,X,O
STIZLOJ,O,O,X,X,O,X,X,O
STIZJLO,O,X,X,X,X,X,O,O
STIZJOL,O,X,X,X,X,X,O,O
STIZOLJ,O,X,X,X,O,X,X,O
STIZOJL,O,X,X,X,X,X,X,O
STIOLJZ,O,O,X,O,X,X,X,X
STIOLZJ,O,O,X,X,X,X,X,X
STIOJLZ,O,O,O,X,X,X,X,X
STIOJZL,O,O,O,X,X,X,X,X
STIOZLJ,O,O,X,X,O,X,X,O
STIOZJL,O,X,X,X,X,X,X,O
STLIJZO,O,O,X,O,X,X,X,X
STLIJOZ,O,O,O,O,X,X,X,X
STLIZJO,O,O,X,X,X,X,X,O
STLIZOJ,O,O,X,X,X,X,X,O
STLIOJZ,O,O,O,O,X,X,X,X
STLIOZJ,O,O,X,X,X,X,X,X
STLJIZO,O,O,X,O,X,X,X,X
STLJIOZ,O,O,O,O,X,X,X,X
STLJZIO,O,O,X,O,X,X,O,X
STLJZOI,O,O,O,O,X,X,O,X
STLJOIZ,O,O,O,O,X,X,X,X
STLJOZI,O,O,O,O,X,X,X,X
STLZIJO,O,O,X,X,O,X,X,O
STLZIOJ,O,O,X,X,O,X,X,O
STLZJIO,O,O,X,X,O,X,O,X
STLZJOI,O,O,O,X,O,X,O,X
STLZOIJ,O,O,X,X,O,X,X,X
STLZOJI,O,O,O,X,O,X,X,X
STLOIJZ,O,O,O,O,X,X,X,X
STLOIZJ,O,O,X,X,X,X,X,X
STLOJIZ,O,O,O,O,X,X,X,X
STLOJZI,O,O,O,O,X,X,X,X
STLOZIJ,O,O,X,X,O,X,X,X
STLOZJI,O,O,O,X,O,X,X,X
STJILZO,O,O,X,X,X,X,X,X
STJILOZ,O,O,O,X,X,X,X,X
STJIZLO,X,O,X,X,X,X,O,O
STJIZOL,O,X,X,X,X,X,O,O
STJIOLZ,O,O,O,X,X,X,X,X
STJIOZL,O,X,O,X,X,X,X,X
STJLIZO,O,O,X,X,X,X,X,X
STJLIOZ,O,O,O,X,X,X,X,X
STJLZIO,O,O,X,X,X,X,O,X
STJLZOI,O,O,O,X,X,X,O,X
STJLOIZ,O,O,O,X,X,X,X,X
STJLOZI,O,O,O,X,X,X,X,X
STJZILO,O,O,X,X,X,X,O,O
STJZIOL,O,O,X,X,X,X,O,O
STJZLIO,O,O,X,X,X,X,O,X
STJZLOI,O,O,X,X,X,X,O,X
STJZOIL,O,O,O,X,X,X,O,X
STJZOLI,O,O,O,X,X,X,O,X
STJOILZ,O,O,O,X,X,X,X,X
STJOIZL,O,O,O,X,X,X,O,X
STJOLIZ,O,O,O,X,X,X,X,X
STJOLZI,O,O,O,X,X,X,O,X
STJOZIL,O,O,O,X,X,X,O,X
STJOZLI,O,O,O,X,X,X,O,X
STZILJO,O,O,X,X,O,X,X,O
STZILOJ,O,O,X,X,O,X,X,O
STZIJLO,O,O,X,X,X,X,O,O
STZIJOL,O,O,X,X,X,X,O,O
STZIOLJ,O,O,X,X,O,X,X,O
STZIOJL,O,O,X,X,X,X,X,O
STZLIJO,O,O,X,X,O,X,X,O
STZLIOJ,O,O,X,X,O,X,X,O
STZLJIO,O,O,X,X,O,X,O,X
STZLJOI,O,O,X,X,O,X,O,X
STZLOIJ,O,O,X,X,O,X,X,X
STZLOJI,O,O,X,X,O,X,X,X
STZJILO,O,O,X,X,X,X,O,O
STZJIOL,O,O,X,X,X,X,O,O
STZJLIO,O,O,X,X,X,X,O,X
STZJLOI,O,O,X,X,X,X,O,X
STZJOIL,O,O,O,X,X,X,O,X
STZJOLI,O,O,O,X,X,X,O,X
STZOILJ,O,O,X,X,O,X,X,O
STZOIJL,O,O,X,X,X,X,X,O
STZOLIJ,O,O,X,X,O,X,X,X
STZOLJI,O,O,X,X,O,X,X,X
STZOJIL,O,O,O,X,X,X,O,X
STZOJLI,O,O,O,X,X,X,O,X
STOILJZ,O,O,X,O,X,X,X,X
STOILZJ,O,O,X,X,X,X,X,X
STOIJLZ,O,O,O,X,X,X,X,X
STOIJZL,O,O,O,X,X,X,O,X
STOIZLJ,O,O,X,X,O,X,X,O
STOIZJL,O,X,X,X,X,X,O,O
STOLIJZ,O,O,O,O,X,X,X,X
STOLIZJ,O,O,X,X,X,X,X,X
STOLJIZ,O,O,O,O,X,X,X,X
STOLJZI,O,O,O,O,X,X,O,X
STOLZIJ,O,O,X,X,O,X,X,X
STOLZJI,O,O,O,X,O,X,O,X
STOJILZ,O,O,O,X,X,X,X,X
STOJIZL,O,O,O,X,X,X,O,X
STOJLIZ,O,O,O,X,X,X,X,X
STOJLZI,O,O,O,X,X,X,O,X
STOJZIL,O,O,O,X,X,X,O,X
STOJZLI,O,O,O,X,X,X,O,X
STOZILJ,O,O,X,X,O,X,X,O
STOZIJL,O,O,X,X,X,X,O,O
STOZLIJ,O,O,X,X,O,X,X,X
STOZLJI,O,O,X,X,O,X,O,X
STOZJIL,O,O,O,X,X,X,O,X
STOZJLI,O,O,O,X,X,X,O,X
SITLJZO,O,O,X,O,X,X,X,X
SITLJOZ,O,O,X,O,X,X,X,X
SITLZJO,O,O,X,X,X,X,X,O
SITLZOJ,O,O,X,X,X,X,X,O
SITLOJZ,O,O,X,O,X,X,X,X
SITLOZJ,O,O,X,X,X,X,X,X
SITJLZO,O,O,X,X,X,X,X,X
SITJLOZ,O,O,X,X,X,X,X,X
SITJZLO,X,O,X,X,X,X,X,O
SITJZOL,O,X,X,X,X,X,X,O
SITJOLZ,O,O,O,X,X,X,X,X
SITJOZL,O,X,O,X,X,X,X,X
SITZLJO,O,O,X,X,O,X,X,O
SITZLOJ,O,O,X,X,O,X,X,O
SITZJLO,O,X,X,X,X,X,X,O
SITZJOL,O,X,X,X,X,X,X,O
SITZOLJ,O,X,X,X,O,X,X,O
SITZOJL,O,X,X,X,X,X,X,O
SITOLJZ,O,O,X,O,X,X,X,X
SITOLZJ,O,O,X,X,X,X,X,X
SITOJLZ,O,O,O,X,X,X,X,X
SITOJZL,O,X,O,X,X,X,X,X
SITOZLJ,O,O,X,X,O,X,X,O
SITOZJL,O,X,X,X,X,X,X,O
SILTJZO,O,X,X,O,X,X,X,X
SILTJOZ,O,X,O,O,X,X,X,X
SILTZJO,O,X,X,X,X,X,X,X
SILTZOJ,O,X,X,X,X,X,X,X
SILTOJZ,O,X,O,O,X,X,X,X
SILTOZJ,O,X,X,X,X,X,X,X
SILJTZO,X,X,X,O,X,X,X,X
SILJTOZ,X,X,O,O,X,X,X,X
SILJZTO,X,X,X,O,X,X,X,X
SILJZOT,X,X,X,O,X,X,X,X
SILJOTZ,X,X,X,O,X,X,X,X
SILJOZT,X,X,X,O,X,X,X,X
SILZTJO,O,X,X,X,O,O,X,O
SILZTOJ,O,X,X,X,O,O,X,O
SILZJTO,O,X,X,O,O,O,X,O
SILZJOT,O,X,X,O,O,O,X,O
SILZOTJ,O,X,X,X,O,O,X,X
SILZOJT,O,X,X,O,O,O,X,O
SILOTJZ,O,X,X,O,X,X,X,X
SILOTZJ,O,X,X,X,X,X,X,X
SILOJTZ,X,X,X,O,X,X,X,X
SILOJZT,X,X,X,O,X,X,X,X
SILOZTJ,O,X,X,X,O,O,X,X
SILOZJT,O,X,X,O,O,O,X,X
SIJTLZO,O,O,X,X,X,X,X,X
SIJTLOZ,O,O,X,X,X,X,X,X
SIJTZLO,X,O,X,X,X,X,X,X
SIJTZOL,O,X,X,X,X,X,X,X
SIJTOLZ,O,O,O,X,X,X,X,X
SIJTOZL,O,X,O,X,X,X,X,X
SIJLTZO,X,X,X,O,X,X,X,X
SIJLTOZ,X,X,O,O,X,X,X,X
SIJLZTO,X,X,X,O,X,X,X,X
SIJLZOT,X,X,X,O,X,X,X,X
SIJLOTZ,X,X,X,O,X,X,X,X
SIJLOZT,X,X,X,O,X,X,X,X
SIJZTLO,O,X,X,X,X,X,X,O
SIJZTOL,O,X,X,X,X,X,X,O
SIJZLTO,O,X,X,X,O,X,X,O
SIJZLOT,O,X,X,X,O,X,X,O
SIJZOTL,O,X,X,X,X,X,X,X
SIJZOLT,O,X,X,X,O,X,X,O
SIJOTLZ,O,X,X,X,X,X,X,X
SIJOTZL,O,X,X,X,X,X,X,X
SIJOLTZ,X,X,X,O,X,X,X,X
SIJOLZT,X,X,X,O,X,X,X,X
SIJOZTL,O,X,X,X,X,X,X,X
SIJOZLT,O,X,X,X,O,X,X,X
SIZTLJO,O,X,X,X,O,X,X,O
SIZTLOJ,O,X,X,X,O,X,X,O
SIZTJLO,O,X,X,X,X,X,X,O
SIZTJOL,O,X,X,X,X,O,X,O
SIZTOLJ,O,X,X,X,O,X,X,O
SIZTOJL,O,X,X,X,X,O,X,O
SIZLTJO,O,X,X,X,O,O,X,O
SIZLTOJ,O,X,X,X,O,O,X,O
SIZLJTO,O,X,X,O,O,O,X,O
SIZLJOT,O,X,X,O,O,O,X,O
SIZLOTJ,O,X,X,X,O,O,X,X
SIZLOJT,O,X,X,O,O,O,X,O
SIZJTLO,O,X,X,X,X,X,X,O
SIZJTOL,O,X,X,X,X,O,X,O
SIZJLTO,O,X,X,X,O,O,X,O
SIZJLOT,O,X,X,X,O,O,X,O
SIZJOTL,O,X,X,X,X,O,X,X
SIZJOLT,O,X,X,X,O,O,X,O
SIZOTLJ,O,X,X,X,O,X,X,O
SIZOTJL,O,X,X,X,X,O,X,O
SIZOLTJ,O,X,X,X,O,O,X,X
SIZOLJT,O,X,X,O,O,O,X,O
SIZOJTL,O,X,X,X,X,O,X,X
SIZOJLT,O,X,X,X,O,O,X,O
SIOTLJZ,O,O,X,O,X,X,X,X
SIOTLZJ,O,O,X,X,X,X,X,X
SIOTJLZ,O,O,X,X,X,X,X,X
SIOTJZL,O,X,X,X,X,X,X,X
SIOTZLJ,O,O,X,X,O,X,X,X
SIOTZJL,O,X,X,X,X,X,X,X
SIOLTJZ,O,X,X,O,X,X,X,X
SIOLTZJ,O,X,X,X,X,X,X,X
SIOLJTZ,X,X,X,O,X,X,X,X
SIOLJZT,X,X,X,O,X,X,X,X
SIOLZTJ,O,X,X,X,O,O,X,X
SIOLZJT,O,X,X,O,O,O,X,X
SIOJTLZ,O,O,X,X,X,X,X,X
SIOJTZL,O,O,X,X,X,X,X,X
SIOJLTZ,X,X,X,O,X,X,X,X
SIOJLZT,X,X,X,O,X,X,X,X
SIOJZTL,O,X,X,X,X,X,X,X
SIOJZLT,O,X,X,X,O,X,X,X
SIOZTLJ,O,X,X,X,O,X,X,O
SIOZTJL,O,X,X,X,X,O,X,O
SIOZLTJ,O,X,X,X,O,O,X,X
SIOZLJT,O,X,X,O,O,O,X,O
SIOZJTL,O,X,X,X,X,O,X,X
SIOZJLT,O,X,X,X,O,O,X,O
SLTIJZO,O,O,X,O,X,X,X,X
SLTIJOZ,O,O,O,O,X,X,X,X
SLTIZJO,O,O,X,X,X,X,X,O
SLTIZOJ,O,O,X,X,X,X,X,O
SLTIOJZ,O,O,O,O,X,X,X,X
SLTIOZJ,O,O,X,X,X,X,X,X
SLTJIZO,O,O,X,O,X,X,X,X
SLTJIOZ,O,O,O,O,X,X,X,X
SLTJZIO,O,O,X,O,X,X,X,X
SLTJZOI,O,O,O,O,X,X,X,X
SLTJOIZ,O,O,O,O,X,X,X,X
SLTJOZI,O,O,O,O,X,X,X,X
SLTZIJO,O,O,X,X,O,X,X,O
SLTZIOJ,O,O,X,X,O,X,X,O
SLTZJIO,O,O,X,X,O,X,X,X
SLTZJOI,O,O,O,X,O,X,X,X
SLTZOIJ,O,O,X,X,O,X,X,X
SLTZOJI,O,O,O,X,O,X,X,X
SLTOIJZ,O,O,O,O,X,X,X,X
SLTOIZJ,O,O,X,X,X,X,X,X
SLTOJIZ,O,O,O,O,X,X,X,X
SLTOJZI,O,O,O,O,X,X,X,X
SLTOZIJ,O,O,X,X,O,X,X,X
SLTOZJI,O,O,O,X,O,X,X,X
SLITJZO,O,X,X,O,X,X,X,X
SLITJOZ,O,X,O,O,X,X,X,X
SLITZJO,O,X,X,X,X,X,X,X
SLITZOJ,O,X,X,X,X,X,X,X
SLITOJZ,O,X,O,O,X,X,X,X
SLITOZJ,O,X,X,X,X,X,X,X
SLIJTZO,X,X,X,O,X,X,X,X
SLIJTOZ,X,X,O,O,X,X,X,X
SLIJZTO,X,X,X,O,X,X,X,X
SLIJZOT,X,X,X,O,X,X,X,X
SLIJOTZ,X,X,X,O,X,X,X,X
SLIJOZT,X,X,X,O,X,X,X,X
SLIZTJO,O,X,X,X,O,O,X,O
SLIZTOJ,O,X,X,X,O,O,X,O
SLIZJTO,O,X,X,O,O,O,X,O
SLIZJOT,O,X,X,O,O,O,X,O
SLIZOTJ,O,X,X,X,O,O,X,X
SLIZOJT,O,X,X,O,O,O,X,O
SLIOTJZ,O,X,X,O,X,X,X,X
SLIOTZJ,O,X,X,X,X,X,X,X
SLIOJTZ,X,X,X,O,X,X,X,X
SLIOJZT,X,X,X,O,X,X,X,X
SLIOZTJ,O,X,X,X,O,O,X,X
SLIOZJT,O,X,X,O,O,O,X,X
SLJTIZO,X,O,X,O,X,X,X,X
SLJTIOZ,X,O,O,O,X,X,X,X
SLJTZIO,X,O,X,O,X,X,X,X
SLJTZOI,X,O,O,O,X,X,X,X
SLJTOIZ,X,O,O,O,X,X,X,X
SLJTOZI,X,X,O,O,X,X,X,X
SLJITZO,X,X,X,O,X,X,X,X
SLJITOZ,X,X,O,O,X,X,X,X
SLJIZTO,X,X,X,O,X,X,X,X
SLJIZOT,X,X,X,O,X,X,X,X
SLJIOTZ,X,X,X,O,X,X,X,X
SLJIOZT,X,X,X,O,X,X,X,X
SLJZTIO,X,O,X,O,O,X,X,X
SLJZTOI,X,O,O,O,O,X,X,X
SLJZITO,X,O,X,O,O,X,X,X
SLJZIOT,X,O,X,O,O,X,X,X
SLJZOTI,X,O,X,O,O,X,X,X
SLJZOIT,X,O,X,O,O,X,X,X
SLJOTIZ,X,X,O,O,X,X,X,X
SLJOTZI,X,X,O,O,X,X,X,X
SLJOITZ,X,X,X,O,X,X,X,X
SLJOIZT,X,X,X,O,X,X,X,X
SLJOZTI,X,X,X,O,O,X,X,X
SLJOZIT,X,X,X,O,O,X,X,X
SLZTIJO,O,O,X,X,O,O,X,O
SLZTIOJ,O,O,X,X,O,O,X,O
SLZTJIO,O,O,X,X,O,O,X,X
SLZTJOI,O,O,O,X,O,O,X,X
SLZTOIJ,O,O,X,X,O,O,X,X
SLZTOJI,O,O,O,X,O,O,X,X
SLZITJO,O,O,X,X,O,O,X,O
SLZITOJ,O,O,X,X,O,O,X,O
SLZIJTO,O,O,X,O,O,O,X,O
SLZIJOT,O,O,X,O,O,O,X,O
SLZIOTJ,O,O,X,X,O,O,X,X
SLZIOJT,O,O,X,O,O,O,X,O
SLZJTIO,O,O,X,O,O,O,X,X
SLZJTOI,O,O,O,O,O,O,X,X
SLZJITO,O,O,X,O,O,O,X,X
SLZJIOT,O,O,X,O,O,O,X,X
SLZJOTI,O,O,X,O,O,O,X,X
SLZJOIT,O,O,X,O,O,O,X,X
SLZOTIJ,O,O,X,X,O,O,X,X
SLZOTJI,O,O,X,X,O,O,X,X
SLZOITJ,O,O,X,X,O,O,X,X
SLZOIJT,O,O,X,O,O,O,X,X
SLZOJTI,O,O,X,O,O,O,X,X
SLZOJIT,O,O,X,O,O,O,X,X
SLOTIJZ,O,O,O,O,X,X,X,X
SLOTIZJ,O,O,X,X,X,X,X,X
SLOTJIZ,O,O,O,O,X,X,X,X
SLOTJZI,O,O,O,O,X,X,X,X
SLOTZIJ,O,O,X,X,O,X,X,X
SLOTZJI,O,O,O,X,O,X,X,X
SLOITJZ,O,X,X,O,X,X,X,X
SLOITZJ,O,X,X,X,X,X,X,X
SLOIJTZ,X,X,X,O,X,X,X,X
SLOIJZT,X,X,X,O,X,X,X,X
SLOIZTJ,O,X,X,X,O,O,X,X
SLOIZJT,O,X,X,O,O,O,X,X
SLOJTIZ,X,O,O,O,X,X,X,X
SLOJTZI,X,O,O,O,X,X,X,X
SLOJITZ,X,X,X,O,X,X,X,X
SLOJIZT,X,X,X,O,X,X,X,X
SLOJZTI,X,O,X,O,O,X,X,X
SLOJZIT,X,O,X,O,O,X,X,X
SLOZTIJ,O,O,X,X,O,O,X,X
SLOZTJI,O,O,X,X,O,O,X,X
SLOZITJ,O,O,X,X,O,O,X,X
SLOZIJT,O,O,X,O,O,O,X,X
SLOZJTI,O,O,X,O,O,O,X,X
SLOZJIT,O,O,X,O,O,O,X,X
SJTILZO,O,O,X,X,X,X,X,X
SJTILOZ,O,O,O,X,X,X,X,X
SJTIZLO,X,O,X,X,X,X,O,O
SJTIZOL,O,X,X,X,X,X,O,O
SJTIOLZ,O,O,O,X,X,X,X,X
SJTIOZL,O,X,O,X,X,X,X,X
SJTLIZO,O,O,X,X,X,X,X,X
SJTLIOZ,O,O,O,X,X,X,X,X
SJTLZIO,O,O,X,X,X,X,O,X
SJTLZOI,O,O,O,X,X,X,O,X
SJTLOIZ,O,O,O,X,X,X,X,X
SJTLOZI,O,X,O,X,X,X,X,X
SJTZILO,X,O,X,X,X,X,O,O
SJTZIOL,O,O,X,X,X,X,O,O
SJTZLIO,O,O,X,X,X,X,O,X
SJTZLOI,O,O,X,X,X,X,O,X
SJTZOIL,O,O,O,X,X,X,O,X
SJTZOLI,O,O,O,X,X,X,O,X
SJTOILZ,O,O,O,X,X,X,X,X
SJTOIZL,O,X,O,X,X,X,O,X
SJTOLIZ,O,O,O,X,X,X,X,X
SJTOLZI,O,X,O,X,X,X,O,X
SJTOZIL,O,X,O,X,X,X,O,X
SJTOZLI,O,X,O,X,X,X,O,X
SJITLZO,O,O,X,X,X,X,X,X
SJITLOZ,O,O,O,X,X,X,X,X
SJITZLO,X,O,X,X,X,X,O,X
SJITZOL,O,X,X,X,X,X,O,X
SJITOLZ,O,O,O,X,X,X,X,X
SJITOZL,O,X,O,X,X,X,X,X
SJILTZO,X,X,X,O,X,X,X,X
SJILTOZ,X,X,O,O,X,X,X,X
SJILZTO,X,X,X,O,X,X,X,X
SJILZOT,X,X,X,O,X,X,X,X
SJILOTZ,X,X,X,O,X,X,X,X
SJILOZT,X,X,X,O,X,X,X,X
SJIZTLO,O,X,X,X,X,X,X,O
SJIZTOL,O,X,X,X,X,X,X,O
SJIZLTO,O,X,X,X,O,X,X,O
SJIZLOT,O,X,X,X,O,X,X,O
SJIZOTL,O,X,X,X,X,X,X,X
SJIZOLT,O,X,X,X,O,X,X,O
SJIOTLZ,O,X,X,X,X,X,X,X
SJIOTZL,O,X,X,X,X,X,X,X
SJIOLTZ,X,X,X,O,X,X,X,X
SJIOLZT,X,X,X,O,X,X,X,X
SJIOZTL,O,X,X,X,X,X,X,X
SJIOZLT,O,X,X,X,O,X,X,X
SJLTIZO,X,O,X,O,X,X,X,X
SJLTIOZ,X,O,O,O,X,X,X,X
SJLTZIO,X,O,X,O,X,X,X,X
SJLTZOI,X,O,O,O,X,X,X,X
SJLTOIZ,X,O,O,O,X,X,X,X
SJLTOZI,X,X,O,O,X,X,X,X
SJLITZO,X,X,X,O,X,X,X,X
SJLITOZ,X,X,O,O,X,X,X,X
SJLIZTO,X,X,X,O,X,X,X,X
SJLIZOT,X,X,X,O,X,X,X,X
SJLIOTZ,X,X,X,O,X,X,X,X
SJLIOZT,X,X,X,O,X,X,X,X
SJLZTIO,X,O,X,O,O,X,X,X
SJLZTOI,X,O,O,O,O,X,X,X
SJLZITO,X,O,X,O,O,X,X,X
SJLZIOT,X,O,X,O,O,X,X,X
SJLZOTI,X,O,X,O,O,X,X,X
SJLZOIT,X,O,X,O,O,X,X,X
SJLOTIZ,X,X,O,O,X,X,X,X
SJLOTZI,X,X,O,O,X,X,X,X
SJLOITZ,X,X,X,O,X,X,X,X
SJLOIZT,X,X,X,O,X,X,X,X
SJLOZTI,X,X,X,O,O,X,X,X
SJLOZIT,X,X,X,O,O,X,X,X
SJZTILO,O,O,X,X,X,X,X,O
SJZTIOL,O,X,X,X,X,X,X,O
SJZTLIO,O,O,X,X,X,X,X,X
SJZTLOI,O,O,X,X,X,X,X,X
SJZTOIL,O,X,O,X,X,X,X,X
SJZTOLI,O,X,O,X,X,X,X,X
SJZITLO,O,O,X,X,X,X,X,O
SJZITOL,O,X,X,X,X,X,X,O
SJZILTO,O,O,X,X,O,X,X,O
SJZILOT,O,O,X,X,O,X,X,O
SJZIOTL,O,X,X,X,X,X,X,X
SJZIOLT,O,O,X,X,O,X,X,O
SJZLTIO,O,O,X,X,O,X,X,X
SJZLTOI,O,O,O,X,O,X,X,X
SJZLITO,O,O,X,X,O,X,X,X
SJZLIOT,O,O,X,X,O,X,X,X
SJZLOTI,O,O,X,X,O,X,X,X
SJZLOIT,O,O,X,X,O,X,X,X
SJZOTIL,O,X,X,X,X,X,X,X
SJZOTLI,O,X,X,X,X,X,X,X
SJZOITL,O,X,X,X,X,X,X,X
SJZOILT,O,O,X,X,O,X,X,X
SJZOLTI,O,O,X,X,O,X,X,X
SJZOLIT,O,O,X,X,O,X,X,X
SJOTILZ,O,X,O,X,X,X,X,X
SJOTIZL,O,X,O,X,X,X,O,X
SJOTLIZ,O,X,O,X,X,X,X,X
SJOTLZI,O,X,O,X,X,X,O,X
SJOTZIL,O,X,O,X,X,X,O,X
SJOTZLI,O,X,O,X,X,X,O,X
SJOITLZ,O,X,X,X,X,X,X,X
SJOITZL,O,X,X,X,X,X,X,X
SJOILTZ,X,X,X,O,X,X,X,X
SJOILZT,X,X,X,O,X,X,X,X
SJOIZTL,O,X,X,X,X,X,O,X
SJOIZLT,O,X,X,X,O,X,O,X
SJOLTIZ,X,X,O,O,X,X,X,X
SJOLTZI,X,X,O,O,X,X,X,X
SJOLITZ,X,X,X,O,X,X,X,X
SJOLIZT,X,X,X,O,X,X,X,X
SJOLZTI,X,X,X,O,O,X,O,X
SJOLZIT,X,X,X,O,O,X,O,X
SJOZTIL,O,X,X,X,X,X,O,X
SJOZTLI,O,X,X,X,X,X,O,X
SJOZITL,O,X,X,X,X,X,O,X
SJOZILT,O,X,X,X,O,X,O,X
SJOZLTI,O,X,X,X,O,X,O,X
SJOZLIT,O,X,X,X,O,X,O,X
SZTILJO,O,O,X,X,O,X,X,O
SZTILOJ,O,O,X,X,O,X,X,O
SZTIJLO,O,X,X,X,X,X,X,O
SZTIJOL,O,X,X,X,X,O,X,O
SZTIOLJ,O,X,X,X,O,X,X,O
SZTIOJL,O,X,X,X,X,O,X,O
SZTLIJO,O,O,X,X,O,X,X,O
SZTLIOJ,O,O,X,X,O,X,X,O
SZTLJIO,O,O,X,X,O,X,X,X
SZTLJOI,O,O,X,X,O,X,X,X
SZTLOIJ,O,O,X,X,O,X,X,X
SZTLOJI,O,O,X,X,O,X,X,X
SZTJILO,O,O,X,X,X,X,X,O
SZTJIOL,O,X,X,X,X,O,X,O
SZTJLIO,O,O,X,X,X,X,X,X
SZTJLOI,O,O,X,X,X,X,X,X
SZTJOIL,O,X,O,X,X,O,X,X
