sequence,v115@FhB8BeB8DeB8CeH8AeH8Jem6IvhFfhB0cBxdBTfBSn?BlpB,v115@FhB8BeB8DeB8CeH8AeH8JeO/IvhF8fBfhB6hBxdBTi?BlpB,v115@FhB8BeB8DeB8CeH8AeH8Jei6IvhFGcBxdB3fBUhBTi?BlpB,v115@FhB8BeB8DeB8CeH8AeH8JeK/IvhFzaBfhBxdBGiB0h?BlpB,v115@FhB8BeB8DeB8CeH8AeH8Jey/IvhFfhBxdBGiBTfB0h?BlpB,v115@FhB8BeB8DeB8CeH8AeH8Je2/IvhFShBxdBTiB3fBUh?BlpB,v115@FhB8BeB8DeB8CeH8AeH8Jem7IvhFCeBxfB3hBTfBUi?BlpB,v115@FhB8BeB8DeB8CeH8AeH8Jem7IvhFCeBxfBUiBTfB3h?BlpB
LISJZTO,O,O,O,X,O,X,O,O
LISJZOT,O,O,O,X,O,X,O,O
LISJOTZ,X,X,X,X,O,X,O,X
LISJOZT,O,X,O,X,O,X,O,X
LISZTJO,O,O,O,X,X,X,X,X
LISZTOJ,O,O,X,X,X,X,X,X
LISZJTO,O,O,O,X,O,X,O,O
LISZJOT,O,O,O,X,O,X,O,O
LISZOTJ,O,X,O,X,X,X,X,X
LISZOJT,O,O,O,X,X,X,X,X
LISOTJZ,O,X,X,X,X,X,X,X
LISOTZJ,O,O,O,X,X,X,X,X
LISOJTZ,X,X,X,X,O,X,O,X
LISOJZT,O,X,O,X,O,X,O,X
LISOZTJ,O,X,O,X,X,X,X,X
LISOZJT,O,O,O,X,X,X,X,X
LIZTJSO,O,X,O,X,X,X,X,O
LIZTJOS,X,X,X,X,X,X,X,O
LIZTSJO,O,X,O,X,X,X,X,O
LIZTSOJ,O,X,O,X,X,X,X,X
LIZTOJS,O,X,X,X,X,X,X,O
LIZTOSJ,O,X,X,X,X,X,X,X
LIZJTSO,X,X,O,X,X,X,X,O
LIZJTOS,X,X,X,X,X,X,X,O
LIZJSTO,O,O,O,X,O,X,O,O
LIZJSOT,O,O,O,X,O,X,O,O
LIZJOTS,X,X,X,X,X,X,X,O
LIZJOST,X,O,X,X,X,X,X,O
LIZSTJO,O,O,O,X,X,X,X,X
LIZSTOJ,O,X,X,X,X,X,X,X
LIZSJTO,O,O,O,X,O,X,O,O
LIZSJOT,O,O,O,X,O,X,O,O
LIZSOTJ,O,X,X,X,X,X,X,X
LIZSOJT,O,O,O,X,X,X,X,X
LIZOTJS,X,X,X,X,X,X,X,X
LIZOTSJ,X,X,X,X,X,X,X,X
LIZOJTS,X,X,X,X,X,X,X,O
LIZOJST,X,O,X,X,X,X,X,O
LIZOSTJ,X,O,X,X,X,X,X,X
LIZOSJT,X,O,X,X,X,X,X,X
LIOTJSZ,O,X,X,X,X,O,X,X
LIOTJZS,O,X,X,X,X,O,X,X
LIOTSJZ,O,O,O,X,X,O,X,X
LIOTSZJ,O,O,O,X,X,X,X,X
LIOTZJS,O,O,O,X,X,O,X,X
LIOTZSJ,O,O,O,X,X,X,X,X
LIOJTSZ,X,X,X,X,X,O,X,X
LIOJTZS,X,X,X,X,X,O,X,X
LIOJSTZ,X,X,X,X,O,O,O,X
LIOJSZT,O,X,X,X,O,O,O,X
LIOJZTS,X,X,X,X,X,O,X,O
LIOJZST,X,X,X,X,X,O,X,O
LIOSTJZ,O,O,X,X,X,O,X,X
LIOSTZJ,O,O,O,X,X,X,X,X
LIOSJTZ,X,O,X,X,O,O,O,X
LIOSJZT,O,O,O,X,O,O,O,X
LIOSZTJ,O,O,O,X,X,X,X,X
LIOSZJT,O,O,O,X,X,X,X,X
LIOZTJS,X,X,O,X,X,O,X,X
LIOZTSJ,X,X,O,X,X,X,X,X
LIOZJTS,X,X,O,X,X,O,X,O
LIOZJST,X,O,O,X,X,O,X,O
LIOZSTJ,X,O,O,X,X,X,X,X
LIOZSJT,X,O,O,X,X,X,X,X
LJTISZO,O,X,X,O,O,X,O,O
LJTISOZ,O,X,X,O,O,X,O,X
LJTIZSO,O,X,X,O,O,X,O,O
LJTIZOS,X,X,X,O,X,X,X,O
LJTIOSZ,O,X,X,O,O,O,O,X
LJTIOZS,O,X,X,O,X,O,X,O
LJTSIZO,O,X,X,O,O,X,O,X
LJTSIOZ,O,X,X,O,O,X,O,X
LJTSZIO,O,X,X,O,O,X,O,X
LJTSZOI,O,X,X,O,O,X,X,X
LJTSOIZ,O,X,X,O,O,O,O,X
LJTSOZI,O,X,X,O,O,O,X,X
LJTZISO,O,X,X,O,O,X,X,O
LJTZIOS,X,X,X,O,X,X,X,O
LJTZSIO,O,X,X,O,O,X,X,X
LJTZSOI,O,X,X,O,O,X,X,X
LJTZOIS,X,X,X,O,X,O,X,X
LJTZOSI,X,X,X,O,X,O,X,X
LJTOISZ,O,X,X,O,O,O,X,X
LJTOIZS,O,X,X,O,X,O,X,X
LJTOSIZ,O,X,X,O,O,O,X,X
LJTOSZI,O,X,X,O,O,O,X,X
LJTOZIS,O,X,X,O,X,O,X,X
LJTOZSI,O,X,X,O,X,O,X,X
LJITSZO,O,X,X,O,O,X,O,X
LJITSOZ,O,X,X,O,O,X,O,X
LJITZSO,O,X,X,O,O,X,X,O
LJITZOS,X,X,X,O,X,X,X,O
LJITOSZ,O,X,X,O,O,X,X,X
LJITOZS,O,X,X,O,X,X,X,X
LJISTZO,O,X,X,O,O,X,O,X
LJISTOZ,O,X,X,O,O,X,O,X
LJISZTO,O,X,X,X,O,X,O,O
LJISZOT,O,X,X,X,O,X,O,O
LJISOTZ,X,X,X,X,O,X,O,X
LJISOZT,O,X,X,X,O,X,O,X
LJIZTSO,X,X,X,X,X,X,X,O
LJIZTOS,X,X,X,X,X,X,X,O
LJIZSTO,O,X,X,X,O,X,O,O
LJIZSOT,O,X,X,X,O,X,O,O
LJIZOTS,X,X,X,X,X,X,X,O
LJIZOST,X,X,X,X,X,X,X,O
LJIOTSZ,X,X,X,X,X,O,X,X
LJIOTZS,X,X,X,X,X,O,X,X
LJIOSTZ,X,X,X,X,O,O,O,X
LJIOSZT,O,X,X,X,O,O,O,X
LJIOZTS,X,X,X,X,X,O,X,O
LJIOZST,X,X,X,X,X,O,X,O
LJSTIZO,O,X,X,O,O,X,O,X
LJSTIOZ,O,X,X,O,O,X,O,X
LJSTZIO,O,X,X,O,O,X,O,X
LJSTZOI,O,X,X,O,O,X,X,X
LJSTOIZ,O,X,X,O,O,X,O,X
LJSTOZI,O,X,X,O,O,X,X,X
LJSITZO,O,X,X,O,O,X,O,X
LJSITOZ,O,X,X,O,O,X,O,X
LJSIZTO,O,X,X,X,O,X,O,X
LJSIZOT,O,X,X,X,O,X,O,X
LJSIOTZ,X,X,X,X,O,X,O,X
LJSIOZT,O,X,X,X,O,X,O,X
LJSZTIO,O,X,X,X,O,X,O,X
LJSZTOI,O,X,X,X,O,X,X,X
LJSZITO,O,X,X,X,O,X,O,X
LJSZIOT,O,X,X,X,O,X,O,X
LJSZOTI,X,X,X,X,O,X,X,X
LJSZOIT,O,X,X,X,O,X,X,X
LJSOTIZ,X,X,X,X,O,O,O,X
LJSOTZI,X,X,X,X,O,O,X,X
LJSOITZ,X,X,X,X,O,O,O,X
LJSOIZT,O,X,X,X,O,O,O,X
LJSOZTI,X,X,X,X,O,O,X,X
LJSOZIT,O,X,X,X,O,O,X,X
LJZTISO,X,X,X,X,X,X,X,O
LJZTIOS,X,X,X,X,X,X,X,O
LJZTSIO,X,X,X,X,X,X,X,X
LJZTSOI,X,X,X,X,X,X,X,X
LJZTOIS,X,X,X,X,X,X,X,X
LJZTOSI,X,X,X,X,X,X,X,X
LJZITSO,X,X,X,X,X,X,X,O
LJZITOS,X,X,X,X,X,X,X,O
LJZISTO,O,X,X,X,O,X,X,O
LJZISOT,O,X,X,X,O,X,X,O
LJZIOTS,X,X,X,X,X,X,X,O
LJZIOST,X,X,X,X,X,X,X,O
LJZSTIO,O,X,X,X,O,X,X,X
LJZSTOI,X,X,X,X,O,X,X,X
LJZSITO,O,X,X,X,O,X,X,X
LJZSIOT,O,X,X,X,O,X,X,X
LJZSOTI,X,X,X,X,O,X,X,X
LJZSOIT,O,X,X,X,O,X,X,X
LJZOTIS,X,X,X,X,X,O,X,X
LJZOTSI,X,X,X,X,X,O,X,X
LJZOITS,X,X,X,X,X,O,X,X
LJZOIST,X,X,X,X,X,O,X,X
LJZOSTI,X,X,X,X,X,O,X,X
LJZOSIT,X,X,X,X,X,O,X,X
LJOTISZ,X,X,X,X,X,O,X,X
LJOTIZS,X,X,X,X,X,O,X,X
LJOTSIZ,X,X,X,X,X,O,X,X
LJOTSZI,X,X,X,X,X,O,X,X
LJOTZIS,X,X,X,X,X,O,X,X
LJOTZSI,X,X,X,X,X,O,X,X
LJOITSZ,X,X,X,X,X,O,X,X
LJOITZS,X,X,X,X,X,O,X,X
LJOISTZ,X,X,X,X,O,O,X,X
LJOISZT,O,X,X,X,O,O,X,X
LJOIZTS,X,X,X,X,X,O,X,X
LJOIZST,X,X,X,X,X,O,X,X
LJOSTIZ,X,X,X,X,O,O,X,X
LJOSTZI,X,X,X,X,O,O,X,X
LJOSITZ,X,X,X,X,O,O,X,X
LJOSIZT,O,X,X,X,O,O,X,X
LJOSZTI,X,X,X,X,O,O,X,X
LJOSZIT,O,X,X,X,O,O,X,X
LJOZTIS,X,X,X,X,X,O,X,X
LJOZTSI,X,X,X,X,X,O,X,X
LJOZITS,X,X,X,X,X,O,X,X
LJOZIST,X,X,X,X,X,O,X,X
LJOZSTI,X,X,X,X,X,O,X,X
LJOZSIT,X,X,X,X,X,O,X,X
LSTIJZO,O,O,X,O,O,X,O,O
LSTIJOZ,O,X,X,O,O,X,O,X
LSTIZJO,O,O,O,O,O,X,O,O
LSTIZOJ,O,O,X,O,X,X,X,X
LSTIOJZ,O,O,X,O,O,X,O,X
LSTIOZJ,O,O,O,O,X,X,X,X
LSTJIZO,O,O,X,O,O,X,O,X
LSTJIOZ,O,X,X,O,O,X,O,X
LSTJZIO,O,O,X,O,O,X,O,X
LSTJZOI,O,O,X,O,O,X,X,X
LSTJOIZ,O,O,X,O,O,O,O,X
LSTJOZI,O,O,X,O,O,O,X,X
LSTZIJO,O,O,O,O,O,X,O,O
LSTZIOJ,O,O,X,O,X,X,X,X
LSTZJIO,O,O,O,O,O,X,O,X
LSTZJOI,O,O,O,O,O,X,X,X
LSTZOIJ,O,O,O,O,X,X,X,X
LSTZOJI,O,O,O,O,X,X,X,X
LSTOIJZ,O,O,X,O,O,O,O,X
LSTOIZJ,O,O,O,O,X,X,X,X
LSTOJIZ,O,O,X,O,O,O,O,X
LSTOJZI,O,O,X,O,O,O,X,X
LSTOZIJ,O,O,O,O,X,X,X,X
LSTOZJI,O,O,O,O,X,X,X,X
LSITJZO,O,O,X,O,O,X,O,X
LSITJOZ,O,X,X,O,O,X,O,X
LSITZJO,O,O,O,O,O,X,O,X
LSITZOJ,O,O,X,O,X,X,X,X
LSITOJZ,O,O,X,O,O,X,O,X
LSITOZJ,O,O,O,O,X,X,X,X
LSIJTZO,O,O,X,O,O,X,O,X
LSIJTOZ,O,X,X,O,O,X,O,X
LSIJZTO,O,O,O,X,O,X,O,O
LSIJZOT,O,O,O,X,O,X,O,O
LSIJOTZ,X,X,X,X,O,X,O,X
LSIJOZT,O,X,O,X,O,X,O,X
LSIZTJO,O,O,O,X,X,X,X,X
LSIZTOJ,O,O,X,X,X,X,X,X
LSIZJTO,O,O,O,X,O,X,O,O
LSIZJOT,O,O,O,X,O,X,O,O
LSIZOTJ,O,O,O,X,X,X,X,X
LSIZOJT,O,O,O,X,X,X,X,X
LSIOTJZ,O,O,X,X,X,X,X,X
LSIOTZJ,O,O,O,X,X,X,X,X
LSIOJTZ,X,O,X,X,O,X,O,X
LSIOJZT,O,O,O,X,O,X,O,X
LSIOZTJ,O,O,O,X,X,X,X,X
LSIOZJT,O,O,O,X,X,X,X,X
LSJTIZO,O,O,X,O,O,X,O,X
LSJTIOZ,O,X,X,O,O,X,O,X
LSJTZIO,O,O,X,O,O,X,O,X
LSJTZOI,O,O,X,O,O,X,X,X
LSJTOIZ,O,O,X,O,O,X,O,X
LSJTOZI,O,O,X,O,O,X,X,X
LSJITZO,O,O,X,O,O,X,O,X
LSJITOZ,O,X,X,O,O,X,O,X
LSJIZTO,O,O,O,X,O,X,O,X
LSJIZOT,O,O,O,X,O,X,O,X
LSJIOTZ,X,X,X,X,O,X,O,X
LSJIOZT,O,X,O,X,O,X,O,X
LSJZTIO,O,O,O,X,O,X,O,X
LSJZTOI,O,O,O,X,O,X,X,X
LSJZITO,O,O,O,X,O,X,O,X
LSJZIOT,O,O,O,X,O,X,O,X
LSJZOTI,X,O,O,X,O,X,X,X
LSJZOIT,O,O,O,X,O,X,X,X
LSJOTIZ,X,O,X,X,O,O,O,X
LSJOTZI,X,O,X,X,O,O,X,X
LSJOITZ,X,O,X,X,O,O,O,X
LSJOIZT,O,O,O,X,O,O,O,X
LSJOZTI,X,O,O,X,O,O,X,X
LSJOZIT,O,O,O,X,O,O,X,X
LSZTIJO,O,O,O,X,X,X,O,O
LSZTIOJ,O,O,X,X,X,X,X,X
LSZTJIO,O,O,O,X,X,X,O,X
LSZTJOI,O,O,O,X,X,X,X,X
LSZTOIJ,O,O,O,X,X,X,X,X
LSZTOJI,O,O,O,X,X,X,X,X
LSZITJO,O,O,O,X,X,X,X,X
LSZITOJ,O,O,X,X,X,X,X,X
LSZIJTO,O,O,O,X,O,X,O,O
LSZIJOT,O,O,O,X,O,X,O,O
LSZIOTJ,O,O,O,X,X,X,X,X
LSZIOJT,O,O,O,X,X,X,X,X
LSZJTIO,O,O,O,X,O,X,O,X
LSZJTOI,O,O,O,X,O,X,X,X
LSZJITO,O,O,O,X,O,X,O,X
LSZJIOT,O,O,O,X,O,X,O,X
LSZJOTI,X,O,O,X,O,X,X,X
LSZJOIT,O,O,O,X,O,X,X,X
LSZOTIJ,O,O,O,X,X,X,X,X
LSZOTJI,O,O,O,X,X,X,X,X
LSZOITJ,O,O,O,X,X,X,X,X
LSZOIJT,O,O,O,X,X,X,X,X
LSZOJTI,X,O,O,X,X,X,X,X
LSZOJIT,O,O,O,X,X,X,X,X
LSOTIJZ,O,O,X,X,X,O,O,X
LSOTIZJ,O,O,O,X,X,X,X,X
LSOTJIZ,O,O,X,X,X,O,O,X
LSOTJZI,O,O,X,X,X,O,X,X
LSOTZIJ,O,O,O,X,X,X,X,X
LSOTZJI,O,O,O,X,X,X,X,X
LSOITJZ,O,O,X,X,X,O,X,X
LSOITZJ,O,O,O,X,X,X,X,X
LSOIJTZ,X,O,X,X,O,O,O,X
LSOIJZT,O,O,O,X,O,O,O,X
LSOIZTJ,O,O,O,X,X,X,X,X
LSOIZJT,O,O,O,X,X,X,X,X
LSOJTIZ,X,O,X,X,O,O,O,X
LSOJTZI,X,O,X,X,O,O,X,X
LSOJITZ,X,O,X,X,O,O,O,X
LSOJIZT,O,O,O,X,O,O,O,X
LSOJZTI,X,O,O,X,O,O,X,X
LSOJZIT,O,O,O,X,O,O,X,X
LSOZTIJ,O,O,O,X,X,X,X,X
LSOZTJI,O,O,O,X,X,X,X,X
LSOZITJ,O,O,O,X,X,X,X,X
LSOZIJT,O,O,O,X,X,X,X,X
LSOZJTI,X,O,O,X,X,X,X,X
LSOZJIT,O,O,O,X,X,X,X,X
LZTIJSO,O,X,O,X,X,X,O,O
LZTIJOS,X,X,X,X,X,X,X,O
LZTISJO,O,X,O,X,X,X,O,O
LZTISOJ,O,X,O,X,X,X,X,X
LZTIOJS,O,X,X,X,X,X,X,O
LZTIOSJ,O,X,X,X,X,X,X,X
LZTJISO,O,X,O,X,X,X,X,O
LZTJIOS,X,X,X,X,X,X,X,O
LZTJSIO,O,X,O,X,X,X,X,X
LZTJSOI,O,X,O,X,X,X,X,X
LZTJOIS,X,X,O,X,X,O,X,X
LZTJOSI,X,X,O,X,X,O,X,X
LZTSIJO,O,X,O,X,X,X,O,O
LZTSIOJ,O,X,O,X,X,X,X,X
LZTSJIO,O,X,O,X,X,X,O,X
LZTSJOI,O,X,O,X,X,X,X,X
LZTSOIJ,O,X,O,X,X,X,X,X
LZTSOJI,O,X,O,X,X,X,X,X
LZTOIJS,O,X,O,X,X,O,X,O
LZTOISJ,O,X,O,X,X,X,X,X
LZTOJIS,O,X,O,X,X,O,X,X
LZTOJSI,O,X,O,X,X,O,X,X
LZTOSIJ,O,X,O,X,X,X,X,X
LZTOSJI,O,X,O,X,X,X,X,X
LZITJSO,O,X,O,X,X,X,X,O
LZITJOS,X,X,X,X,X,X,X,O
LZITSJO,O,X,O,X,X,X,X,O
LZITSOJ,O,X,O,X,X,X,X,X
LZITOJS,O,X,X,X,X,X,X,O
LZITOSJ,O,X,X,X,X,X,X,X
LZIJTSO,X,X,O,X,X,X,X,O
LZIJTOS,X,X,X,X,X,X,X,O
LZIJSTO,O,O,O,X,O,X,O,O
LZIJSOT,O,O,O,X,O,X,O,O
LZIJOTS,X,X,X,X,X,X,X,O
LZIJOST,X,O,X,X,X,X,X,O
LZISTJO,O,O,O,X,X,X,X,X
LZISTOJ,O,X,X,X,X,X,X,X
LZISJTO,O,O,O,X,O,X,O,O
LZISJOT,O,O,O,X,O,X,O,O
LZISOTJ,O,X,X,X,X,X,X,X
LZISOJT,O,O,O,X,X,X,X,X
LZIOTJS,X,X,X,X,X,X,X,X
LZIOTSJ,X,X,X,X,X,X,X,X
LZIOJTS,X,X,X,X,X,X,X,O
LZIOJST,X,O,X,X,X,X,X,O
LZIOSTJ,X,O,X,X,X,X,X,X
LZIOSJT,X,O,X,X,X,X,X,X
LZJTISO,X,X,O,X,X,X,X,O
LZJTIOS,X,X,X,X,X,X,X,O
LZJTSIO,X,X,O,X,X,X,X,X
LZJTSOI,X,X,O,X,X,X,X,X
LZJTOIS,X,X,O,X,X,X,X,X
LZJTOSI,X,X,O,X,X,X,X,X
LZJITSO,X,X,O,X,X,X,X,O
LZJITOS,X,X,X,X,X,X,X,O
LZJISTO,O,O,O,X,O,X,X,O
LZJISOT,O,O,O,X,O,X,X,O
LZJIOTS,X,X,X,X,X,X,X,O
LZJIOST,X,O,X,X,X,X,X,O
LZJSTIO,O,O,O,X,O,X,X,X
LZJSTOI,X,O,O,X,O,X,X,X
LZJSITO,O,O,O,X,O,X,X,X
LZJSIOT,O,O,O,X,O,X,X,X
LZJSOTI,X,O,O,X,O,X,X,X
LZJSOIT,O,O,O,X,O,X,X,X
LZJOTIS,X,X,O,X,X,O,X,X
LZJOTSI,X,X,O,X,X,O,X,X
LZJOITS,X,X,O,X,X,O,X,X
LZJOIST,X,O,O,X,X,O,X,X
LZJOSTI,X,O,O,X,X,O,X,X
LZJOSIT,X,O,O,X,X,O,X,X
LZSTIJO,O,O,O,X,X,X,O,O
LZSTIOJ,O,X,X,X,X,X,X,X
LZSTJIO,O,O,O,X,X,X,O,X
LZSTJOI,O,O,O,X,X,X,X,X
LZSTOIJ,O,O,O,X,X,X,X,X
LZSTOJI,O,O,O,X,X,X,X,X
LZSITJO,O,O,O,X,X,X,X,X
LZSITOJ,O,X,X,X,X,X,X,X
LZSIJTO,O,O,O,X,O,X,O,O
LZSIJOT,O,O,O,X,O,X,O,O
LZSIOTJ,O,O,O,X,X,X,X,X
LZSIOJT,O,O,O,X,X,X,X,X
LZSJTIO,O,O,O,X,O,X,O,X
LZSJTOI,O,O,O,X,O,X,X,X
LZSJITO,O,O,O,X,O,X,O,X
LZSJIOT,O,O,O,X,O,X,O,X
LZSJOTI,X,O,O,X,O,X,X,X
LZSJOIT,O,O,O,X,O,X,X,X
LZSOTIJ,O,O,O,X,X,X,X,X
LZSOTJI,O,O,O,X,X,X,X,X
LZSOITJ,O,O,O,X,X,X,X,X
LZSOIJT,O,O,O,X,X,X,X,X
LZSOJTI,X,O,O,X,X,X,X,X
LZSOJIT,O,O,O,X,X,X,X,X
LZOTIJS,X,X,O,X,X,O,X,O
LZOTISJ,X,X,O,X,X,X,X,X
LZOTJIS,X,X,O,X,X,O,X,X
LZOTJSI,X,X,O,X,X,O,X,X
LZOTSIJ,X,X,O,X,X,X,X,X
LZOTSJI,X,X,O,X,X,X,X,X
LZOITJS,X,X,O,X,X,O,X,X
LZOITSJ,X,X,O,X,X,X,X,X
LZOIJTS,X,X,O,X,X,O,X,O
LZOIJST,X,O,O,X,X,O,X,O
LZOISTJ,X,O,O,X,X,X,X,X
LZOISJT,X,O,O,X,X,X,X,X
LZOJTIS,X,X,O,X,X,O,X,X
LZOJTSI,X,X,O,X,X,O,X,X
LZOJITS,X,X,O,X,X,O,X,X
LZOJIST,X,O,O,X,X,O,X,X
LZOJSTI,X,O,O,X,X,O,X,X
LZOJSIT,X,O,O,X,X,O,X,X
LZOSTIJ,X,O,O,X,X,X,X,X
LZOSTJI,X,O,O,X,X,X,X,X
LZOSITJ,X,O,O,X,X,X,X,X
LZOSIJT,X,O,O,X,X,X,X,X
LZOSJTI,X,O,O,X,X,X,X,X
LZOSJIT,X,O,O,X,X,X,X,X
LOTIJSZ,O,X,X,X,X,O,O,X
LOTIJZS,O,X,X,X,X,O,X,O
LOTISJZ,O,O,O,X,X,O,O,X
LOTISZJ,O,O,O,X,X,X,X,X
LOTIZJS,O,O,O,X,X,O,X,O
LOTIZSJ,O,O,O,X,X,X,X,X
LOTJISZ,O,X,X,X,X,O,X,X
LOTJIZS,O,X,X,X,X,O,X,X
LOTJSIZ,O,X,X,X,X,O,X,X
LOTJSZI,O,X,X,X,X,O,X,X
LOTJZIS,O,X,X,X,X,O,X,X
LOTJZSI,O,X,X,X,X,O,X,X
LOTSIJZ,O,O,O,X,X,O,O,X
LOTSIZJ,O,O,O,X,X,X,X,X
LOTSJIZ,O,O,O,X,X,O,O,X
LOTSJZI,O,O,O,X,X,O,X,X
LOTSZIJ,O,O,O,X,X,X,X,X
LOTSZJI,O,O,O,X,X,X,X,X
LOTZIJS,O,O,O,X,X,O,X,O
LOTZISJ,O,O,O,X,X,X,X,X
LOTZJIS,O,O,O,X,X,O,X,X
LOTZJSI,O,O,O,X,X,O,X,X
LOTZSIJ,O,O,O,X,X,X,X,X
LOTZSJI,O,O,O,X,X,X,X,X
LOITJSZ,O,X,X,X,X,O,X,X
LOITJZS,O,X,X,X,X,O,X,X
LOITSJZ,O,O,O,X,X,O,X,X
LOITSZJ,O,O,O,X,X,X,X,X
LOITZJS,O,O,O,X,X,O,X,X
LOITZSJ,O,O,O,X,X,X,X,X
LOIJTSZ,X,X,X,X,X,O,X,X
LOIJTZS,X,X,X,X,X,O,X,X
LOIJSTZ,X,X,X,X,O,O,O,X
LOIJSZT,O,X,X,X,O,O,O,X
LOIJZTS,X,X,X,X,X,O,X,O
LOIJZST,X,X,X,X,X,O,X,O
LOISTJZ,O,O,X,X,X,O,X,X
LOISTZJ,O,O,O,X,X,X,X,X
LOISJTZ,X,O,X,X,O,O,O,X
LOISJZT,O,O,O,X,O,O,O,X
LOISZTJ,O,O,O,X,X,X,X,X
LOISZJT,O,O,O,X,X,X,X,X
LOIZTJS,X,X,O,X,X,O,X,X
LOIZTSJ,X,X,O,X,X,X,X,X
LOIZJTS,X,X,O,X,X,O,X,O
LOIZJST,X,O,O,X,X,O,X,O
LOIZSTJ,X,O,O,X,X,X,X,X
LOIZSJT,X,O,O,X,X,X,X,X
LOJTISZ,X,X,X,X,X,O,X,X
LOJTIZS,X,X,X,X,X,O,X,X
LOJTSIZ,X,X,X,X,X,O,X,X
LOJTSZI,X,X,X,X,X,O,X,X
LOJTZIS,X,X,X,X,X,O,X,X
LOJTZSI,X,X,X,X,X,O,X,X
LOJITSZ,X,X,X,X,X,O,X,X
LOJITZS,X,X,X,X,X,O,X,X
LOJISTZ,X,X,X,X,O,O,X,X
LOJISZT,O,X,X,X,O,O,X,X
LOJIZTS,X,X,X,X,X,O,X,X
LOJIZST,X,X,X,X,X,O,X,X
LOJSTIZ,X,X,X,X,O,O,X,X
LOJSTZI,X,X,X,X,O,O,X,X
LOJSITZ,X,X,X,X,O,O,X,X
LOJSIZT,O,X,X,X,O,O,X,X
LOJSZTI,X,X,X,X,O,O,X,X
LOJSZIT,O,X,X,X,O,O,X,X
LOJZTIS,X,X,X,X,X,O,X,X
LOJZTSI,X,X,X,X,X,O,X,X
LOJZITS,X,X,X,X,X,O,X,X
LOJZIST,X,X,X,X,X,O,X,X
LOJZSTI,X,X,X,X,X,O,X,X
LOJZSIT,X,X,X,X,X,O,X,X
LOSTIJZ,O,O,X,X,X,O,O,X
LOSTIZJ,O,O,O,X,X,X,X,X
LOSTJIZ,O,O,X,X,X,O,O,X
LOSTJZI,O,O,X,X,X,O,X,X
LOSTZIJ,O,O,O,X,X,X,X,X
LOSTZJI,O,O,O,X,X,X,X,X
LOSITJZ,O,O,X,X,X,O,X,X
LOSITZJ,O,O,O,X,X,X,X,X
LOSIJTZ,X,O,X,X,O,O,O,X
LOSIJZT,O,O,O,X,O,O,O,X
LOSIZTJ,O,O,O,X,X,X,X,X
LOSIZJT,O,O,O,X,X,X,X,X
LOSJTIZ,X,O,X,X,O,O,O,X
LOSJTZI,X,O,X,X,O,O,X,X
LOSJITZ,X,O,X,X,O,O,O,X
LOSJIZT,O,O,O,X,O,O,O,X
LOSJZTI,X,O,O,X,O,O,X,X
LOSJZIT,O,O,O,X,O,O,X,X
LOSZTIJ,O,O,O,X,X,X,X,X
LOSZTJI,O,O,O,X,X,X,X,X
LOSZITJ,O,O,O,X,X,X,X,X
LOSZIJT,O,O,O,X,X,X,X,X
LOSZJTI,X,O,O,X,X,X,X,X
LOSZJIT,O,O,O,X,X,X,X,X
LOZTIJS,X,X,O,X,X,O,X,O
LOZTISJ,X,X,O,X,X,X,X,X
LOZTJIS,X,X,O,X,X,O,X,X
LOZTJSI,X,X,O,X,X,O,X,X
LOZTSIJ,X,X,O,X,X,X,X,X
LOZTSJI,X,X,O,X,X,X,X,X
LOZITJS,X,X,O,X,X,O,X,X
LOZITSJ,X,X,O,X,X,X,X,X
LOZIJTS,X,X,O,X,X,O,X,O
LOZIJST,X,O,O,X,X,O,X,O
LOZISTJ,X,O,O,X,X,X,X,X
LOZISJT,X,O,O,X,X,X,X,X
LOZJTIS,X,X,O,X,X,O,X,X
LOZJTSI,X,X,O,X,X,O,X,X
LOZJITS,X,X,O,X,X,O,X,X
LOZJIST,X,O,O,X,X,O,X,X
LOZJSTI,X,O,O,X,X,O,X,X
LOZJSIT,X,O,O,X,X,O,X,X
LOZSTIJ,X,O,O,X,X,X,X,X
LOZSTJI,X,O,O,X,X,X,X,X
LOZSITJ,X,O,O,X,X,X,X,X
LOZSIJT,X,O,O,X,X,X,X,X
LOZSJTI,X,O,O,X,X,X,X,X
LOZSJIT,X,O,O,X,X,X,X,X
JTILSZO,O,X,X,O,O,X,O,O
JTILSOZ,O,X,X,O,O,X,O,X
JTILZSO,O,X,X,O,O,X,O,O
JTILZOS,X,X,X,O,X,X,X,O
JTILOSZ,O,X,X,O,O,O,O,X
JTILOZS,O,X,X,O,X,O,X,O
JTISLZO,O,O,O,O,O,X,O,O
JTISLOZ,O,X,O,O,O,X,O,X
JTISZLO,O,O,O,O,O,X,O,O
JTISZOL,O,O,O,X,X,X,X,X
JTISOLZ,O,X,O,O,O,O,O,X
JTISOZL,O,X,O,X,X,X,X,X
JTIZLSO,O,O,O,O,O,X,O,O
JTIZLOS,X,O,X,O,X,X,X,O
JTIZSLO,O,O,O,O,O,X,O,O
JTIZSOL,O,O,O,X,X,X,X,X
JTIZOLS,X,O,X,X,X,O,X,O
JTIZOSL,X,O,O,X,X,X,X,X
JTIOLSZ,O,X,X,O,O,O,O,X
JTIOLZS,O,X,X,O,X,O,X,O
JTIOSLZ,O,O,O,O,O,O,O,X
JTIOSZL,O,O,O,X,X,X,X,X
