sequence,v115@FhB8IeA8HeB8AeE8BeB8JeZEJvhFukB3gBzhBtnByq?BUsB,v115@FhB8IeA8HeB8AeE8BeB8JeZEJvhFqkBTgBmhBtnBXm?BUsB,v115@FhB8IeA8HeB8AeE8BeB8JeZEJvhFCgBemBzhBtnBXl?BUsB,v115@FhB8IeA8HeB8AeE8BeB8JeZEJvhFukB3gBtmB0iByq?BTsB,v115@FhB8IeA8HeB8AeE8BeB8JeT/IvhF/lBRhBtnB2rBip?BUsB,v115@FhB8IeA8HeB8AeE8BeB8JeZEJvhFCgBemBtmB0iBXl?BTsB,v115@FhB8IeA8HeB8AeE8BeB8JeZEJvhFCgBemBtnBXlBzm?BUsB
SIZLOTJ,O,O,O,X,X,X,X
SIZLOJT,O,O,O,X,X,O,X
SIZJTLO,O,O,O,O,X,O,O
SIZJTOL,O,O,O,X,X,O,O
SIZJLTO,O,O,O,X,X,O,O
SIZJLOT,O,O,O,X,X,O,X
SIZJOTL,X,X,O,X,X,O,X
SIZJOLT,X,X,O,X,X,O,X
SIZOTLJ,X,O,O,X,X,X,X
SIZOTJL,X,O,O,X,X,X,X
SIZOLTJ,X,O,O,X,X,X,X
SIZOLJT,X,O,O,X,X,O,X
SIZOJTL,X,X,O,X,X,O,X
SIZOJLT,X,X,O,X,X,O,X
SIOTLJZ,X,O,O,O,X,O,O
SIOTLZJ,X,O,X,O,X,X,O
SIOTJLZ,X,O,O,O,X,O,O
SIOTJZL,X,X,O,O,X,O,O
SIOTZLJ,X,X,X,O,X,X,O
SIOTZJL,X,X,X,O,X,O,O
SIOLTJZ,X,O,O,O,X,O,O
SIOLTZJ,X,O,X,O,X,X,O
SIOLJTZ,X,O,O,O,X,O,O
SIOLJZT,X,O,O,O,X,O,X
SIOLZTJ,X,O,O,O,X,X,X
SIOLZJT,X,O,O,O,X,O,X
SIOJTLZ,X,X,O,O,X,O,O
SIOJTZL,X,X,O,O,X,O,O
SIOJLTZ,X,X,O,O,X,O,O
SIOJLZT,X,X,O,O,X,O,X
SIOJZTL,X,X,O,O,X,O,X
SIOJZLT,X,X,O,X,X,O,X
SIOZTLJ,X,O,O,O,X,X,X
SIOZTJL,X,O,O,O,X,O,X
SIOZLTJ,X,O,O,X,X,X,X
SIOZLJT,X,O,O,X,X,O,X
SIOZJTL,X,X,O,O,X,O,X
SIOZJLT,X,X,O,X,X,O,X
SLTIJZO,O,O,O,O,O,O,O
SLTIJOZ,O,O,O,O,O,O,O
SLTIZJO,O,O,O,O,X,X,O
SLTIZOJ,O,O,O,O,O,X,O
SLTIOJZ,O,O,O,O,O,O,O
SLTIOZJ,O,O,X,O,O,X,O
SLTJIZO,O,O,O,O,O,O,O
SLTJIOZ,O,O,O,O,O,O,O
SLTJZIO,O,O,O,O,O,O,O
SLTJZOI,O,O,O,O,O,O,O
SLTJOIZ,O,O,O,O,O,O,O
SLTJOZI,O,O,O,O,O,O,O
SLTZIJO,O,O,O,O,X,X,O
SLTZIOJ,O,O,O,O,O,X,O
SLTZJIO,O,O,O,O,O,X,O
SLTZJOI,O,O,O,O,O,X,O
SLTZOIJ,O,O,O,O,O,X,O
SLTZOJI,O,O,O,O,O,X,O
SLTOIJZ,O,O,O,O,O,O,O
SLTOIZJ,O,O,X,O,O,X,O
SLTOJIZ,O,O,O,O,O,O,O
SLTOJZI,O,O,O,O,O,O,O
SLTOZIJ,O,O,X,O,O,X,O
SLTOZJI,O,O,X,O,O,X,O
SLITJZO,O,O,O,O,O,O,O
SLITJOZ,O,O,O,O,O,O,O
SLITZJO,O,O,O,O,X,X,O
SLITZOJ,O,O,O,O,O,X,O
SLITOJZ,O,O,O,O,O,O,O
SLITOZJ,O,O,X,O,O,X,O
SLIJTZO,O,O,O,O,O,O,O
SLIJTOZ,O,O,O,O,O,O,O
SLIJZTO,O,O,O,O,X,O,O
SLIJZOT,O,O,O,O,X,O,X
SLIJOTZ,O,O,O,O,O,O,O
SLIJOZT,O,O,O,O,X,O,X
SLIZTJO,O,O,O,O,X,X,O
SLIZTOJ,O,O,O,O,X,X,O
SLIZJTO,O,O,O,O,X,O,O
SLIZJOT,O,O,O,O,X,O,X
SLIZOTJ,O,O,O,O,X,X,X
SLIZOJT,O,O,O,O,X,O,X
SLIOTJZ,O,O,O,O,O,O,O
SLIOTZJ,O,O,X,O,O,X,O
SLIOJTZ,O,O,O,O,O,O,O
SLIOJZT,O,O,O,O,X,O,X
SLIOZTJ,O,O,O,O,X,X,X
SLIOZJT,O,O,O,O,X,O,X
SLJTIZO,O,O,O,O,O,O,O
SLJTIOZ,O,O,O,O,O,O,O
SLJTZIO,O,O,O,O,O,O,O
SLJTZOI,O,O,O,O,O,O,O
SLJTOIZ,O,O,O,O,O,O,O
SLJTOZI,O,O,O,O,O,O,O
SLJITZO,O,O,O,O,O,O,O
SLJITOZ,O,O,O,O,O,O,O
SLJIZTO,O,O,O,O,X,O,O
SLJIZOT,O,O,O,O,X,O,X
SLJIOTZ,O,O,O,O,O,O,O
SLJIOZT,O,O,O,O,X,O,X
SLJZTIO,O,O,O,O,O,O,O
SLJZTOI,O,O,O,O,O,O,O
SLJZITO,O,O,O,O,X,O,O
SLJZIOT,O,O,O,O,X,O,X
SLJZOTI,O,O,O,O,O,O,X
SLJZOIT,O,O,O,O,X,O,X
SLJOTIZ,O,O,O,O,O,O,O
SLJOTZI,O,O,O,O,O,O,O
SLJOITZ,O,O,O,O,O,O,O
SLJOIZT,O,O,O,O,X,O,X
SLJOZTI,O,O,O,O,O,O,X
SLJOZIT,O,O,O,O,X,O,X
SLZTIJO,O,O,O,O,X,X,O
SLZTIOJ,O,O,O,O,O,X,O
SLZTJIO,O,O,O,O,O,X,O
SLZTJOI,O,O,O,O,O,X,O
SLZTOIJ,O,O,O,O,O,X,O
SLZTOJI,O,O,O,O,O,X,O
SLZITJO,O,O,O,O,X,X,O
SLZITOJ,O,O,O,O,X,X,O
SLZIJTO,O,O,O,O,X,O,O
SLZIJOT,O,O,O,O,X,O,X
SLZIOTJ,O,O,O,O,X,X,X
SLZIOJT,O,O,O,O,X,O,X
SLZJTIO,O,O,O,O,O,O,O
SLZJTOI,O,O,O,O,O,O,O
SLZJITO,O,O,O,O,X,O,O
SLZJIOT,O,O,O,O,X,O,X
SLZJOTI,O,O,O,O,O,O,X
SLZJOIT,O,O,O,O,X,O,X
SLZOTIJ,O,O,O,O,O,X,X
SLZOTJI,O,O,O,O,O,X,X
SLZOITJ,O,O,O,O,X,X,X
SLZOIJT,O,O,O,O,X,O,X
SLZOJTI,O,O,O,O,O,O,X
SLZOJIT,O,O,O,O,X,O,X
SLOTIJZ,O,O,O,O,O,O,O
SLOTIZJ,O,O,X,O,O,X,O
SLOTJIZ,O,O,O,O,O,O,O
SLOTJZI,O,O,O,O,O,O,O
SLOTZIJ,O,O,X,O,O,X,O
SLOTZJI,O,O,X,O,O,X,O
SLOITJZ,O,O,O,O,O,O,O
SLOITZJ,O,O,X,O,O,X,O
SLOIJTZ,O,O,O,O,O,O,O
SLOIJZT,O,O,O,O,X,O,X
SLOIZTJ,O,O,O,O,X,X,X
SLOIZJT,O,O,O,O,X,O,X
SLOJTIZ,O,O,O,O,O,O,O
SLOJTZI,O,O,O,O,O,O,O
SLOJITZ,O,O,O,O,O,O,O
SLOJIZT,O,O,O,O,X,O,X
SLOJZTI,O,O,O,O,O,O,X
SLOJZIT,O,O,O,O,X,O,X
SLOZTIJ,O,O,O,O,O,X,X
SLOZTJI,O,O,O,O,O,X,X
SLOZITJ,O,O,O,O,X,X,X
SLOZIJT,O,O,O,O,X,O,X
SLOZJTI,O,O,O,O,O,O,X
SLOZJIT,O,O,O,O,X,O,X
SJTILZO,O,O,O,O,O,O,O
SJTILOZ,O,O,O,O,O,O,O
SJTIZLO,X,O,O,O,O,O,O
SJTIZOL,X,X,O,X,X,O,O
SJTIOLZ,X,O,O,X,O,O,O
SJTIOZL,X,X,O,X,X,O,O
SJTLIZO,O,O,O,O,O,O,O
SJTLIOZ,O,O,O,O,O,O,O
SJTLZIO,O,O,O,O,O,O,O
SJTLZOI,O,O,O,O,O,O,O
SJTLOIZ,O,O,O,O,O,O,O
SJTLOZI,O,O,O,O,O,O,O
SJTZILO,X,O,O,O,O,O,O
SJTZIOL,X,X,O,X,X,O,O
SJTZLIO,X,O,O,O,O,O,O
SJTZLOI,X,O,O,O,O,O,O
SJTZOIL,X,X,O,X,X,O,O
SJTZOLI,X,O,O,X,X,O,O
SJTOILZ,X,O,O,X,O,O,O
SJTOIZL,X,X,O,X,X,O,O
SJTOLIZ,X,O,O,X,O,O,O
SJTOLZI,X,O,O,X,O,O,O
SJTOZIL,X,X,O,X,X,O,O
SJTOZLI,X,O,O,X,X,O,O
SJITLZO,O,O,O,O,O,O,O
SJITLOZ,O,O,O,O,O,O,O
SJITZLO,X,O,O,O,O,O,O
SJITZOL,X,X,O,X,X,O,O
SJITOLZ,X,O,O,X,O,O,O
SJITOZL,X,X,O,X,X,O,O
SJILTZO,O,O,O,O,O,O,O
SJILTOZ,O,O,O,O,O,O,O
SJILZTO,O,O,O,O,X,O,O
SJILZOT,O,O,O,O,X,O,X
SJILOTZ,O,O,O,O,O,O,O
SJILOZT,O,O,O,O,X,O,X
SJIZTLO,O,O,O,O,X,O,O
SJIZTOL,O,O,O,X,X,O,O
SJIZLTO,O,O,O,X,X,O,O
SJIZLOT,O,O,O,X,X,O,X
SJIZOTL,X,X,O,X,X,O,X
SJIZOLT,X,X,O,X,X,O,X
SJIOTLZ,X,X,O,O,X,O,O
SJIOTZL,X,X,O,O,X,O,O
SJIOLTZ,X,X,O,O,X,O,O
SJIOLZT,X,X,O,O,X,O,X
SJIOZTL,X,X,O,O,X,O,X
SJIOZLT,X,X,O,X,X,O,X
SJLTIZO,O,O,O,O,O,O,O
SJLTIOZ,O,O,O,O,O,O,O
SJLTZIO,O,O,O,O,O,O,O
SJLTZOI,O,O,O,O,O,O,O
SJLTOIZ,O,O,O,O,O,O,O
SJLTOZI,O,O,O,O,O,O,O
SJLITZO,O,O,O,O,O,O,O
SJLITOZ,O,O,O,O,O,O,O
SJLIZTO,O,O,O,O,X,O,O
SJLIZOT,O,O,O,O,X,O,X
SJLIOTZ,O,O,O,O,O,O,O
SJLIOZT,O,O,O,O,X,O,X
SJLZTIO,O,O,O,O,O,O,O
SJLZTOI,O,O,O,O,O,O,O
SJLZITO,O,O,O,O,X,O,O
SJLZIOT,O,O,O,O,X,O,X
SJLZOTI,O,O,O,O,O,O,X
SJLZOIT,O,O,O,O,X,O,X
SJLOTIZ,O,O,O,O,O,O,O
SJLOTZI,O,O,O,O,O,O,O
SJLOITZ,O,O,O,O,O,O,O
SJLOIZT,O,O,O,O,X,O,X
SJLOZTI,O,O,O,O,O,O,X
SJLOZIT,O,O,O,O,X,O,X
SJZTILO,O,O,O,O,O,O,O
SJZTIOL,O,O,O,X,X,O,O
SJZTLIO,O,O,O,O,O,O,O
SJZTLOI,O,O,O,O,O,O,O
SJZTOIL,O,O,O,X,X,O,O
SJZTOLI,O,O,O,X,X,O,O
SJZITLO,O,O,O,O,X,O,O
SJZITOL,O,O,O,X,X,O,O
SJZILTO,O,O,O,X,X,O,O
SJZILOT,O,O,O,X,X,O,X
SJZIOTL,X,X,O,X,X,O,X
SJZIOLT,X,X,O,X,X,O,X
SJZLTIO,O,O,O,X,O,O,O
SJZLTOI,O,O,O,X,O,O,O
SJZLITO,O,O,O,X,X,O,O
SJZLIOT,O,O,O,X,X,O,X
SJZLOTI,O,O,O,X,O,O,X
SJZLOIT,O,O,O,X,X,O,X
SJZOTIL,X,O,O,X,X,O,X
SJZOTLI,X,O,O,X,X,O,X
SJZOITL,X,X,O,X,X,O,X
SJZOILT,X,X,O,X,X,O,X
SJZOLTI,X,O,O,X,X,O,X
SJZOLIT,X,O,O,X,X,O,X
SJOTILZ,X,O,O,O,O,O,O
SJOTIZL,X,X,O,O,X,O,O
SJOTLIZ,X,O,O,O,O,O,O
SJOTLZI,X,O,O,O,O,O,O
SJOTZIL,X,X,O,O,X,O,O
SJOTZLI,X,O,O,O,X,O,O
SJOITLZ,X,X,O,O,X,O,O
SJOITZL,X,X,O,O,X,O,O
SJOILTZ,X,X,O,O,X,O,O
SJOILZT,X,X,O,O,X,O,X
SJOIZTL,X,X,O,O,X,O,X
SJOIZLT,X,X,O,X,X,O,X
SJOLTIZ,X,O,O,O,O,O,O
SJOLTZI,X,O,O,O,O,O,O
SJOLITZ,X,O,O,O,O,O,O
SJOLIZT,X,O,O,O,X,O,X
SJOLZTI,X,O,O,O,O,O,X
SJOLZIT,X,O,O,O,X,O,X
SJOZTIL,X,O,O,O,X,O,X
SJOZTLI,X,O,O,O,X,O,X
SJOZITL,X,X,O,O,X,O,X
SJOZILT,X,X,O,X,X,O,X
SJOZLTI,X,O,O,X,X,O,X
SJOZLIT,X,O,O,X,X,O,X
SZTILJO,O,O,O,O,X,X,O
SZTILOJ,O,O,O,O,O,X,O
SZTIJLO,O,O,O,O,X,O,O
SZTIJOL,O,O,O,X,X,O,O
SZTIOLJ,O,O,O,X,X,X,O
SZTIOJL,O,O,O,X,X,X,O
SZTLIJO,O,O,O,O,X,X,O
SZTLIOJ,O,O,O,O,O,X,O
SZTLJIO,O,O,O,O,O,X,O
SZTLJOI,O,O,O,O,O,X,O
SZTLOIJ,O,O,O,O,O,X,O
SZTLOJI,O,O,O,O,O,X,O
SZTJILO,O,O,O,O,O,O,O
SZTJIOL,O,O,O,X,X,O,O
SZTJLIO,O,O,O,O,O,O,O
SZTJLOI,O,O,O,O,O,O,O
SZTJOIL,O,O,O,X,X,O,O
SZTJOLI,O,O,O,X,X,O,O
SZTOILJ,O,O,O,X,X,X,O
SZTOIJL,O,O,O,X,X,X,O
SZTOLIJ,O,O,O,X,X,X,O
SZTOLJI,O,O,O,X,X,X,O
SZTOJIL,O,O,O,X,X,X,O
SZTOJLI,O,O,O,X,X,X,O
SZITLJO,O,O,O,O,X,X,O
SZITLOJ,O,O,O,O,X,X,O
SZITJLO,O,O,O,O,X,O,O
SZITJOL,O,O,O,X,X,O,O
SZITOLJ,O,O,O,X,X,X,O
SZITOJL,O,O,O,X,X,X,O
SZILTJO,O,O,O,X,X,X,O
SZILTOJ,O,O,O,X,X,X,O
SZILJTO,O,O,O,X,X,O,O
SZILJOT,O,O,O,X,X,O,X
SZILOTJ,O,O,O,X,X,X,X
SZILOJT,O,O,O,X,X,O,X
SZIJTLO,O,O,O,O,X,O,O
SZIJTOL,O,O,O,X,X,O,O
SZIJLTO,O,O,O,X,X,O,O
SZIJLOT,O,O,O,X,X,O,X
SZIJOTL,X,X,O,X,X,O,X
SZIJOLT,X,X,O,X,X,O,X
SZIOTLJ,X,O,O,X,X,X,X
SZIOTJL,X,O,O,X,X,X,X
SZIOLTJ,X,O,O,X,X,X,X
SZIOLJT,X,O,O,X,X,O,X
SZIOJTL,X,X,O,X,X,O,X
SZIOJLT,X,X,O,X,X,O,X
SZLTIJO,O,O,O,X,X,X,O
SZLTIOJ,O,O,O,X,O,X,O
SZLTJIO,O,O,O,X,O,X,O
SZLTJOI,O,O,O,X,O,X,O
SZLTOIJ,O,O,O,X,O,X,O
SZLTOJI,O,O,O,X,O,X,O
SZLITJO,O,O,O,X,X,X,O
SZLITOJ,O,O,O,X,X,X,O
SZLIJTO,O,O,O,X,X,O,O
SZLIJOT,O,O,O,X,X,O,X
SZLIOTJ,O,O,O,X,X,X,X
SZLIOJT,O,O,O,X,X,O,X
SZLJTIO,O,O,O,X,O,O,O
SZLJTOI,O,O,O,X,O,O,O
SZLJITO,O,O,O,X,X,O,O
SZLJIOT,O,O,O,X,X,O,X
SZLJOTI,O,O,O,X,O,O,X
SZLJOIT,O,O,O,X,X,O,X
SZLOTIJ,O,O,O,X,O,X,X
SZLOTJI,O,O,O,X,O,X,X
SZLOITJ,O,O,O,X,X,X,X
SZLOIJT,O,O,O,X,X,O,X
SZLOJTI,O,O,O,X,O,O,X
SZLOJIT,O,O,O,X,X,O,X
SZJTILO,O,O,O,O,O,O,O
SZJTIOL,O,O,O,X,X,O,O
SZJTLIO,O,O,O,O,O,O,O
SZJTLOI,O,O,O,O,O,O,O
SZJTOIL,O,O,O,X,X,O,O
SZJTOLI,O,O,O,X,X,O,O
SZJITLO,O,O,O,O,X,O,O
SZJITOL,O,O,O,X,X,O,O
SZJILTO,O,O,O,X,X,O,O
SZJILOT,O,O,O,X,X,O,X
SZJIOTL,X,X,O,X,X,O,X
SZJIOLT,X,X,O,X,X,O,X
SZJLTIO,O,O,O,X,O,O,O
SZJLTOI,O,O,O,X,O,O,O
SZJLITO,O,O,O,X,X,O,O
SZJLIOT,O,O,O,X,X,O,X
SZJLOTI,O,O,O,X,O,O,X
SZJLOIT,O,O,O,X,X,O,X
SZJOTIL,X,O,O,X,X,O,X
SZJOTLI,X,O,O,X,X,O,X
SZJOITL,X,X,O,X,X,O,X
SZJOILT,X,X,O,X,X,O,X
SZJOLTI,X,O,O,X,X,O,X
SZJOLIT,X,O,O,X,X,O,X
SZOTILJ,X,O,O,X,X,X,X
SZOTIJL,X,O,O,X,X,X,X
SZOTLIJ,X,O,O,X,X,X,X
SZOTLJI,X,O,O,X,X,X,X
SZOTJIL,X,O,O,X,X,X,X
SZOTJLI,X,O,O,X,X,X,X
SZOITLJ,X,O,O,X,X,X,X
SZOITJL,X,O,O,X,X,X,X
SZOILTJ,X,O,O,X,X,X,X
SZOILJT,X,O,O,X,X,O,X
SZOIJTL,X,X,O,X,X,O,X
SZOIJLT,X,X,O,X,X,O,X
SZOLTIJ,X,O,O,X,X,X,X
SZOLTJI,X,O,O,X,X,X,X
SZOLITJ,X,O,O,X,X,X,X
SZOLIJT,X,O,O,X,X,O,X
SZOLJTI,X,O,O,X,X,O,X
SZOLJIT,X,O,O,X,X,O,X
SZOJTIL,X,O,O,X,X,O,X
SZOJTLI,X,O,O,X,X,O,X
SZOJITL,X,X,O,X,X,O,X
SZOJILT,X,X,O,X,X,O,X
SZOJLTI,X,O,O,X,X,O,X
SZOJLIT,X,O,O,X,X,O,X
SOTILJZ,X,O,O,O,O,O,O
SOTILZJ,X,O,X,O,O,X,O
SOTIJLZ,X,O,O,O,X,O,O
SOTIJZL,X,X,O,O,X,O,O
SOTIZLJ,X,X,X,O,X,X,O
SOTIZJL,X,X,X,O,X,O,O
SOTLIJZ,X,O,O,O,O,O,O
SOTLIZJ,X,O,X,O,O,X,O
SOTLJIZ,X,O,O,O,O,O,O
SOTLJZI,X,O,O,O,O,O,O
SOTLZIJ,X,O,X,O,O,X,O
SOTLZJI,X,O,X,O,O,X,O
SOTJILZ,X,O,O,O,O,O,O
SOTJIZL,X,X,O,O,X,O,O
SOTJLIZ,X,O,O,O,O,O,O
SOTJLZI,X,O,O,O,O,O,O
SOTJZIL,X,X,O,O,X,O,O
SOTJZLI,X,O,O,O,X,O,O
SOTZILJ,X,O,X,O,X,X,O
SOTZIJL,X,O,X,O,X,O,O
SOTZLIJ,X,O,X,O,X,X,O
SOTZLJI,X,O,X,O,X,X,O
SOTZJIL,X,O,X,O,X,O,O
SOTZJLI,X,O,X,O,X,O,O
SOITLJZ,X,O,O,O,X,O,O
SOITLZJ,X,O,X,O,X,X,O
SOITJLZ,X,O,O,O,X,O,O
SOITJZL,X,X,O,O,X,O,O
SOITZLJ,X,X,X,O,X,X,O
SOITZJL,X,X,X,O,X,O,O
SOILTJZ,X,O,O,O,X,O,O
SOILTZJ,X,O,X,O,X,X,O
SOILJTZ,X,O,O,O,X,O,O
SOILJZT,X,O,O,O,X,O,X
SOILZTJ,X,O,O,O,X,X,X
SOILZJT,X,O,O,O,X,O,X
SOIJTLZ,X,X,O,O,X,O,O
SOIJTZL,X,X,O,O,X,O,O
SOIJLTZ,X,X,O,O,X,O,O
SOIJLZT,X,X,O,O,X,O,X
SOIJZTL,X,X,O,O,X,O,X
SOIJZLT,X,X,O,X,X,O,X
SOIZTLJ,X,O,O,O,X,X,X
SOIZTJL,X,O,O,O,X,O,X
SOIZLTJ,X,O,O,X,X,X,X
SOIZLJT,X,O,O,X,X,O,X
SOIZJTL,X,X,O,O,X,O,X
SOIZJLT,X,X,O,X,X,O,X
SOLTIJZ,X,O,O,O,O,O,O
SOLTIZJ,X,O,X,O,O,X,O
SOLTJIZ,X,O,O,O,O,O,O
SOLTJZI,X,O,O,O,O,O,O
SOLTZIJ,X,O,X,O,O,X,O
SOLTZJI,X,O,X,O,O,X,O
SOLITJZ,X,O,O,O,O,O,O
SOLITZJ,X,O,X,O,O,X,O
SOLIJTZ,X,O,O,O,O,O,O
SOLIJZT,X,O,O,O,X,O,X
SOLIZTJ,X,O,O,O,X,X,X
SOLIZJT,X,O,O,O,X,O,X
SOLJTIZ,X,O,O,O,O,O,O
SOLJTZI,X,O,O,O,O,O,O
SOLJITZ,X,O,O,O,O,O,O
SOLJIZT,X,O,O,O,X,O,X
SOLJZTI,X,O,O,O,O,O,X
SOLJZIT,X,O,O,O,X,O,X
SOLZTIJ,X,O,O,O,O,X,X
SOLZTJI,X,O,O,O,O,X,X
SOLZITJ,X,O,O,O,X,X,X
SOLZIJT,X,O,O,O,X,O,X
SOLZJTI,X,O,O,O,O,O,X
SOLZJIT,X,O,O,O,X,O,X
SOJTILZ,X,O,O,O,O,O,O
SOJTIZL,X,X,O,O,X,O,O
SOJTLIZ,X,O,O,O,O,O,O
SOJTLZI,X,O,O,O,O,O,O
SOJTZIL,X,X,O,O,X,O,O
SOJTZLI,X,O,O,O,X,O,O
SOJITLZ,X,X,O,O,X,O,O
SOJITZL,X,X,O,O,X,O,O
SOJILTZ,X,X,O,O,X,O,O
SOJILZT,X,X,O,O,X,O,X
SOJIZTL,X,X,O,O,X,O,X
SOJIZLT,X,X,O,X,X,O,X
SOJLTIZ,X,O,O,O,O,O,O
SOJLTZI,X,O,O,O,O,O,O
SOJLITZ,X,O,O,O,O,O,O
SOJLIZT,X,O,O,O,X,O,X
SOJLZTI,X,O,O,O,O,O,X
SOJLZIT,X,O,O,O,X,O,X
SOJZTIL,X,O,O,O,X,O,X
SOJZTLI,X,O,O,O,X,O,X
SOJZITL,X,X,O,O,X,O,X
SOJZILT,X,X,O,X,X,O,X
SOJZLTI,X,O,O,X,X,O,X
SOJZLIT,X,O,O,X,X,O,X
SOZTILJ,X,O,O,O,X,X,X
SOZTIJL,X,O,O,O,X,O,X
SOZTLIJ,X,O,O,O,X,X,X
SOZTLJI,X,O,O,O,X,X,X
SOZTJIL,X,O,O,O,X,O,X
SOZTJLI,X,O,O,O,X,O,X
SOZITLJ,X,O,O,O,X,X,X
SOZITJL,X,O,O,O,X,O,X
SOZILTJ,X,O,O,X,X,X,X
SOZILJT,X,O,O,X,X,O,X
SOZIJTL,X,X,O,O,X,O,X
SOZIJLT,X,X,O,X,X,O,X
SOZLTIJ,X,O,O,X,X,X,X
SOZLTJI,X,O,O,X,X,X,X
SOZLITJ,X,O,O,X,X,X,X
SOZLIJT,X,O,O,X,X,O,X
SOZLJTI,X,O,O,X,X,O,X
SOZLJIT,X,O,O,X,X,O,X
SOZJTIL,X,O,O,O,X,O,X
SOZJTLI,X,O,O,O,X,O,X
SOZJITL,X,X,O,O,X,O,X
SOZJILT,X,X,O,X,X,O,X
SOZJLTI,X,O,O,X,X,O,X
SOZJLIT,X,O,O,X,X,O,X
ZTILJSO,O,O,O,O,X,O,X
ZTILJOS,O,O,O,O,X,X,X
ZTILSJO,O,O,O,O,X,X,X
ZTILSOJ,O,O,O,O,X,X,X
ZTILOJS,O,O,O,O,X,X,X
ZTILOSJ,O,O,X,O,X,X,X
ZTIJLSO,O,O,O,O,X,O,X
ZTIJLOS,O,O,O,O,X,X,X
ZTIJSLO,O,O,O,O,X,O,O
ZTIJSOL,O,O,O,X,X,O,O
ZTIJOLS,O,O,O,O,X,X,X
ZTIJOSL,O,O,O,X,X,O,O
ZTISLJO,O,O,O,O,X,X,O
ZTISLOJ,O,O,O,O,X,X,O
ZTISJLO,O,O,O,O,X,O,O
ZTISJOL,O,O,O,X,X,O,O
ZTISOLJ,O,O,O,X,X,X,O
ZTISOJL,O,O,O,X,X,X,O
ZTIOLJS,O,O,O,O,X,X,X
ZTIOLSJ,O,O,X,O,X,X,X
ZTIOJLS,O,O,O,O,X,X,X
ZTIOJSL,O,O,O,X,X,O,O
ZTIOSLJ,O,O,O,X,X,X,O
ZTIOSJL,O,O,O,X,X,X,O
ZTLIJSO,O,O,O,O,X,O,X
ZTLIJOS,O,O,O,O,X,X,X
ZTLISJO,O,O,O,O,X,X,X
ZTLISOJ,O,O,O,O,X,X,X
ZTLIOJS,O,O,O,O,X,X,X
ZTLIOSJ,O,O,X,O,X,X,X
ZTLJISO,O,O,O,O,X,O,X
ZTLJIOS,O,O,O,O,X,X,X
ZTLJSIO,O,O,O,O,O,O,X
ZTLJSOI,O,O,O,O,O,O,X
ZTLJOIS,O,O,O,O,X,X,X
ZTLJOSI,O,O,O,O,O,X,X
ZTLSIJO,O,O,O,O,X,X,X
ZTLSIOJ,O,O,O,O,O,X,X
ZTLSJIO,O,O,O,O,O,X,X
ZTLSJOI,O,O,O,O,O,X,X
ZTLSOIJ,O,O,O,O,O,X,X
ZTLSOJI,O,O,O,O,O,X,X
ZTLOIJS,O,O,O,O,X,X,X
ZTLOISJ,O,O,X,O,X,X,X
ZTLOJIS,O,O,O,O,X,X,X
ZTLOJSI,O,O,O,O,O,X,X
ZTLOSIJ,O,O,X,O,O,X,X
ZTLOSJI,O,O,X,O,O,X,X
ZTJILSO,O,O,O,O,X,O,X
ZTJILOS,O,O,O,O,X,X,X
ZTJISLO,O,O,O,O,O,O,O
ZTJISOL,O,O,O,X,X,O,O
ZTJIOLS,O,O,O,O,X,X,X
ZTJIOSL,O,O,O,X,X,O,O
ZTJLISO,O,O,O,O,X,O,X
ZTJLIOS,O,O,O,O,X,X,X
ZTJLSIO,O,O,O,O,O,O,X
ZTJLSOI,O,O,O,O,O,O,X
ZTJLOIS,O,O,O,O,X,X,X
ZTJLOSI,O,O,O,O,O,X,X
ZTJSILO,O,O,O,O,O,O,O
ZTJSIOL,O,O,O,X,X,O,O
ZTJSLIO,O,O,O,O,O,O,O
ZTJSLOI,O,O,O,O,O,O,O
ZTJSOIL,O,O,O,X,X,O,O
ZTJSOLI,O,O,O,X,X,O,O
ZTJOILS,O,O,O,O,X,X,X
ZTJOISL,O,O,O,X,X,O,O
ZTJOLIS,O,O,O,O,X,X,X
ZTJOLSI,O,O,O,O,X,X,X
ZTJOSIL,O,O,O,X,X,O,O
ZTJOSLI,O,O,O,X,X,O,O
ZTSILJO,O,O,O,O,X,X,O
ZTSILOJ,O,O,O,O,O,X,O
ZTSIJLO,O,O,O,O,X,O,O
ZTSIJOL,O,O,O,X,X,O,O
ZTSIOLJ,O,O,O,X,X,X,O
ZTSIOJL,O,O,O,X,X,X,O
ZTSLIJO,O,O,O,O,X,X,O
ZTSLIOJ,O,O,O,O,O,X,O
ZTSLJIO,O,O,O,O,O,X,O
ZTSLJOI,O,O,O,O,O,X,O
ZTSLOIJ,O,O,O,O,O,X,O
ZTSLOJI,O,O,O,O,O,X,O
ZTSJILO,O,O,O,O,O,O,O
ZTSJIOL,O,O,O,X,X,O,O
ZTSJLIO,O,O,O,O,O,O,O
ZTSJLOI,O,O,O,O,O,O,O
ZTSJOIL,O,O,O,X,X,O,O
ZTSJOLI,O,O,O,X,X,O,O
ZTSOILJ,O,O,O,X,X,X,O
ZTSOIJL,O,O,O,X,X,X,O
ZTSOLIJ,O,O,O,X,X,X,O
ZTSOLJI,O,O,O,X,X,X,O
ZTSOJIL,O,O,O,X,X,X,O
ZTSOJLI,O,O,O,X,X,X,O
