sequence,v115@5gB8IeA8BeA8EeE8DeH8BeE8Jex6IvhF0cBTeB6kBl?gB/qBOrB,v115@5gB8IeA8BeA8EeE8DeH8BeE8Jex6IvhF0cBTeB6kBl?gB2qBXrB,v115@5gB8IeA8BeA8EeE8DeH8BeE8Jex6IvhFTeB6kB0gBl?hB/qBOrB,v115@5gB8IeA8BeA8EeE8DeH8BeE8Je//IvhFUbBTeBlhBR?qBmqBCrB,v115@5gB8IeA8BeA8EeE8DeH8BeE8Jex6IvhFTeB6kB0gBl?hB2qBXrB,v115@5gB8IeA8BeA8EeE8DeH8BeE8Jem6IvhFTeB0fBlhBR?qBfrBCrB,v115@5gB8IeA8BeA8EeE8DeH8BeE8Je//IvhF0cBTeBigBR?qBFrBGqB,v115@5gB8IeA8BeA8EeE8DeH8BeE8Jem6IvhF0cBTeB6kBx?lBlqBfrB,v115@5gB8IeA8BeA8EeE8DeH8BeE8Jex7IvhFTeBmfBfmBl?hB6kB0qB,v115@5gB8IeA8BeA8EeE8DeH8BeE8Jex6IvhF0cBTeB6kB/?qBFmBmqB,v115@5gB8IeA8BeA8EeE8DeH8BeE8JeU7IvhFTeBlhBRlB/?kBmqBCrB,v115@5gB8IeA8BeA8EeE8DeH8BeE8Je//IvhFUbB1hBTeBx?lBarBGqB
STIJOLZ,X,X,X,O,X,X,O,X,X,X,X,O
STIJOZL,O,X,X,O,X,O,O,X,X,X,X,O
STIZLJO,O,X,O,X,X,O,O,X,X,O,X,X
STIZLOJ,O,X,O,O,X,O,O,X,X,O,X,O
STIZJLO,X,X,X,O,X,O,O,X,X,X,X,O
STIZJOL,O,X,X,O,X,O,O,X,X,X,X,O
STIZOLJ,O,X,O,O,X,O,O,X,X,O,X,O
STIZOJL,O,X,X,O,X,O,O,X,X,X,X,O
STIOLJZ,O,X,X,O,X,X,O,O,X,O,X,O
STIOLZJ,O,X,O,O,X,O,O,O,X,O,X,O
STIOJLZ,X,X,X,O,X,X,O,X,X,X,X,O
STIOJZL,O,X,X,O,X,O,O,X,X,X,X,O
STIOZLJ,O,X,O,O,X,O,O,X,X,O,X,O
STIOZJL,O,X,X,O,X,O,O,X,X,X,X,O
STLIJZO,O,X,X,O,X,X,X,O,X,O,X,O
STLIJOZ,O,X,X,O,X,X,X,O,X,O,X,O
STLIZJO,O,X,O,X,X,X,X,O,X,O,X,X
STLIZOJ,O,X,O,O,X,X,X,O,X,O,X,O
STLIOJZ,O,X,X,O,X,X,X,O,X,O,X,O
STLIOZJ,O,X,O,O,X,X,X,O,X,O,X,O
STLJIZO,O,X,X,X,X,X,X,O,X,O,X,O
STLJIOZ,O,X,X,X,X,X,X,O,X,O,X,O
STLJZIO,O,X,O,X,O,X,X,X,X,O,X,X
STLJZOI,O,X,O,X,O,X,X,X,X,O,X,O
STLJOIZ,O,X,X,X,X,X,X,O,X,O,X,O
STLJOZI,O,X,O,X,O,X,X,X,X,O,X,O
STLZIJO,O,X,O,X,X,X,X,X,X,O,X,X
STLZIOJ,O,X,O,X,X,X,X,X,X,O,X,X
STLZJIO,O,X,O,X,X,X,X,X,X,O,X,X
STLZJOI,O,X,O,X,X,X,X,X,X,O,X,X
STLZOIJ,O,X,O,O,X,X,X,X,X,O,X,O
STLZOJI,O,X,O,X,X,X,X,X,X,O,X,O
STLOIJZ,O,X,X,O,X,X,X,O,X,O,X,O
STLOIZJ,O,X,O,O,X,X,X,O,X,O,X,O
STLOJIZ,O,X,X,X,X,X,X,O,X,O,X,O
STLOJZI,O,X,O,X,O,X,X,X,X,O,X,O
STLOZIJ,O,X,O,O,X,X,X,X,X,O,X,O
STLOZJI,O,X,O,X,X,X,X,X,X,O,X,O
STJILZO,O,X,X,O,X,X,X,X,X,X,O,O
STJILOZ,O,X,X,O,X,X,X,X,X,X,O,O
STJIZLO,O,X,X,O,X,X,X,X,X,X,O,O
STJIZOL,O,X,X,O,X,X,X,X,X,X,O,O
STJIOLZ,O,X,X,O,X,X,X,X,X,X,O,O
STJIOZL,O,X,X,O,X,X,X,X,X,X,O,O
STJLIZO,O,X,X,X,X,X,X,X,X,O,X,O
STJLIOZ,O,X,X,X,X,X,X,X,X,O,X,O
STJLZIO,O,X,O,X,O,X,X,X,X,O,X,X
STJLZOI,O,X,O,X,O,X,X,X,X,O,X,O
STJLOIZ,O,X,X,X,X,X,X,X,X,O,X,O
STJLOZI,O,X,O,X,O,X,X,X,X,O,X,O
STJZILO,O,X,X,X,X,X,X,X,X,X,X,O
STJZIOL,O,X,X,X,X,X,X,X,X,X,X,O
STJZLIO,O,X,O,X,O,X,X,X,X,O,X,X
STJZLOI,O,X,O,X,O,X,X,X,X,O,X,O
STJZOIL,O,X,X,O,X,X,X,X,X,X,X,O
STJZOLI,O,X,O,X,O,X,X,X,X,O,X,O
STJOILZ,O,X,X,O,X,X,X,X,X,X,O,O
STJOIZL,O,X,X,O,X,X,X,X,X,X,O,O
STJOLIZ,O,X,X,X,X,X,X,X,X,O,X,O
STJOLZI,O,X,O,X,O,X,X,X,X,O,X,O
STJOZIL,O,X,X,O,X,X,X,X,X,X,X,O
STJOZLI,O,X,O,X,O,X,X,X,X,O,X,O
STZILJO,O,X,O,X,X,X,O,X,X,O,X,X
STZILOJ,O,X,O,O,X,X,O,X,X,O,X,O
STZIJLO,X,X,X,O,X,X,O,X,X,X,X,O
STZIJOL,O,X,X,O,X,X,O,X,X,X,X,O
STZIOLJ,O,X,O,O,X,X,O,X,X,O,X,O
STZIOJL,O,X,X,O,X,X,O,X,X,X,X,O
STZLIJO,O,X,O,X,X,X,X,X,X,O,X,X
STZLIOJ,O,X,O,X,X,X,X,X,X,O,X,X
STZLJIO,O,X,O,X,X,X,X,X,X,O,X,X
STZLJOI,O,X,O,X,X,X,X,X,X,O,X,X
STZLOIJ,O,X,O,O,X,X,X,X,X,O,X,O
STZLOJI,O,X,O,X,X,X,X,X,X,O,X,O
STZJILO,X,X,X,X,X,X,X,X,X,X,X,O
STZJIOL,O,X,X,X,X,X,X,X,X,X,X,O
STZJLIO,O,X,O,X,X,X,X,X,X,O,X,X
STZJLOI,O,X,O,X,X,X,X,X,X,O,X,O
STZJOIL,O,X,X,O,X,X,X,X,X,X,X,O
STZJOLI,O,X,O,X,X,X,X,X,X,O,X,O
STZOILJ,O,X,O,O,X,X,O,X,X,O,X,O
STZOIJL,O,X,X,O,X,X,O,X,X,X,X,O
STZOLIJ,O,X,O,O,X,X,X,X,X,O,X,O
STZOLJI,O,X,O,X,X,X,X,X,X,O,X,O
STZOJIL,O,X,X,O,X,X,X,X,X,X,X,O
STZOJLI,O,X,O,X,X,X,X,X,X,O,X,O
STOILJZ,O,X,X,O,X,X,O,O,X,O,X,O
STOILZJ,O,X,O,O,X,O,O,O,X,O,X,O
STOIJLZ,X,X,X,O,X,X,O,X,X,X,X,O
STOIJZL,O,X,X,O,X,O,O,X,X,X,X,O
STOIZLJ,O,X,O,O,X,O,O,X,X,O,X,O
STOIZJL,O,X,X,O,X,O,O,X,X,X,X,O
STOLIJZ,O,X,X,O,X,X,X,O,X,O,X,O
STOLIZJ,O,X,O,O,X,X,X,O,X,O,X,O
STOLJIZ,O,X,X,X,X,X,X,O,X,O,X,O
STOLJZI,O,X,O,X,O,X,X,X,X,O,X,O
STOLZIJ,O,X,O,O,X,X,X,X,X,O,X,O
STOLZJI,O,X,O,X,X,X,X,X,X,O,X,O
STOJILZ,O,X,X,O,X,X,X,X,X,X,O,O
STOJIZL,O,X,X,O,X,X,X,X,X,X,O,O
STOJLIZ,O,X,X,X,X,X,X,X,X,O,X,O
STOJLZI,O,X,O,X,O,X,X,X,X,O,X,O
STOJZIL,O,X,X,O,X,X,X,X,X,X,X,O
STOJZLI,O,X,O,X,O,X,X,X,X,O,X,O
STOZILJ,O,X,O,O,X,X,O,X,X,O,X,O
STOZIJL,O,X,X,O,X,X,O,X,X,X,X,O
STOZLIJ,O,X,O,O,X,X,X,X,X,O,X,O
STOZLJI,O,X,O,X,X,X,X,X,X,O,X,O
STOZJIL,O,X,X,O,X,X,X,X,X,X,X,O
STOZJLI,O,X,O,X,X,X,X,X,X,O,X,O
SITLJZO,O,X,X,O,X,X,O,X,X,O,X,O
SITLJOZ,O,X,X,O,X,X,O,X,X,O,X,O
SITLZJO,O,X,O,X,X,O,O,X,X,O,X,X
SITLZOJ,O,X,O,O,X,O,O,X,X,O,X,O
SITLOJZ,O,X,X,O,X,X,O,X,X,O,X,O
SITLOZJ,O,X,O,O,X,O,O,X,X,O,X,O
SITJLZO,X,X,X,O,X,X,O,X,X,X,X,O
SITJLOZ,X,X,X,O,X,X,O,X,X,X,X,O
SITJZLO,X,X,X,O,X,O,O,X,X,X,X,O
SITJZOL,O,X,X,O,X,O,O,X,X,X,X,O
SITJOLZ,X,X,X,O,X,X,O,X,X,X,X,O
SITJOZL,O,X,X,O,X,O,O,X,X,X,X,O
SITZLJO,O,X,O,X,X,O,O,X,X,O,X,X
SITZLOJ,O,X,O,O,X,O,O,X,X,O,X,O
SITZJLO,X,X,X,O,X,O,O,X,X,X,X,O
SITZJOL,O,X,X,O,X,O,O,X,X,X,X,O
SITZOLJ,O,X,O,O,X,O,O,X,X,O,X,O
SITZOJL,O,X,X,O,X,O,O,X,X,X,X,O
SITOLJZ,O,X,X,O,X,X,O,X,X,O,X,O
SITOLZJ,O,X,O,O,X,O,O,X,X,O,X,O
SITOJLZ,X,X,X,O,X,X,O,X,X,X,X,O
SITOJZL,O,X,X,O,X,O,O,X,X,X,X,O
SITOZLJ,O,X,O,O,X,O,O,X,X,O,X,O
SITOZJL,O,X,X,O,X,O,O,X,X,X,X,O
SILTJZO,O,X,X,O,X,X,O,O,X,O,X,O
SILTJOZ,O,X,X,O,X,X,O,O,X,O,X,O
SILTZJO,O,X,O,X,X,O,O,O,X,O,X,X
SILTZOJ,O,X,O,O,X,O,O,O,X,O,X,O
SILTOJZ,O,X,X,O,X,X,O,O,X,O,X,O
SILTOZJ,O,X,O,O,X,O,O,O,X,O,X,O
SILJTZO,O,X,X,O,X,X,X,O,X,O,X,O
SILJTOZ,O,X,X,O,X,X,X,O,X,O,X,O
SILJZTO,O,X,O,O,X,X,X,X,X,X,X,O
SILJZOT,O,X,O,O,X,X,X,X,X,O,X,O
SILJOTZ,O,X,X,O,X,X,X,O,X,O,X,O
SILJOZT,O,X,O,O,X,X,X,X,X,O,X,O
SILZTJO,O,X,O,X,X,O,O,X,X,O,X,X
SILZTOJ,O,X,O,O,X,O,O,X,X,O,X,O
SILZJTO,O,X,O,O,X,O,X,X,X,X,X,O
SILZJOT,O,X,O,O,X,O,X,X,X,O,X,O
SILZOTJ,O,X,O,O,X,O,O,X,X,O,X,O
SILZOJT,O,X,O,O,X,O,X,X,X,O,X,O
SILOTJZ,O,X,X,O,X,X,O,O,X,O,X,O
SILOTZJ,O,X,O,O,X,O,O,O,X,O,X,O
SILOJTZ,O,X,X,O,X,X,X,O,X,O,X,O
SILOJZT,O,X,O,O,X,X,X,X,X,O,X,O
SILOZTJ,O,X,O,O,X,O,O,X,X,O,X,O
SILOZJT,O,X,O,O,X,O,X,X,X,O,X,O
SIJTLZO,O,X,X,O,X,X,O,X,X,X,X,O
SIJTLOZ,O,X,X,O,X,X,O,X,X,X,X,O
SIJTZLO,O,X,X,O,X,O,O,X,X,X,X,O
SIJTZOL,O,X,X,O,X,O,O,X,X,X,X,O
SIJTOLZ,O,X,X,O,X,X,O,X,X,X,X,O
SIJTOZL,O,X,X,O,X,O,O,X,X,X,X,O
SIJLTZO,O,X,X,O,X,X,X,X,X,X,X,O
SIJLTOZ,O,X,X,O,X,X,X,X,X,X,X,O
SIJLZTO,O,X,X,O,X,X,X,X,X,X,X,O
SIJLZOT,O,X,X,O,X,X,X,X,X,X,X,O
SIJLOTZ,O,X,X,O,X,X,X,X,X,X,X,O
SIJLOZT,O,X,X,O,X,X,X,X,X,X,X,O
SIJZTLO,O,X,X,O,X,O,O,X,X,X,X,O
SIJZTOL,O,X,X,O,X,O,O,X,X,X,X,O
SIJZLTO,O,X,X,O,X,O,X,X,X,X,X,O
SIJZLOT,O,X,X,O,X,O,X,X,X,X,X,O
SIJZOTL,O,X,X,O,X,O,O,X,X,X,X,O
SIJZOLT,O,X,X,O,X,O,X,X,X,X,X,O
SIJOTLZ,O,X,X,O,X,X,O,X,X,X,X,O
SIJOTZL,O,X,X,O,X,O,O,X,X,X,X,O
SIJOLTZ,O,X,X,O,X,X,X,X,X,X,X,O
SIJOLZT,O,X,X,O,X,X,X,X,X,X,X,O
SIJOZTL,O,X,X,O,X,O,O,X,X,X,X,O
SIJOZLT,O,X,X,O,X,O,X,X,X,X,X,O
SIZTLJO,O,X,O,X,X,O,O,X,X,X,X,X
SIZTLOJ,O,X,O,O,X,O,O,X,X,X,X,O
SIZTJLO,X,X,X,O,X,O,O,X,X,X,X,O
SIZTJOL,O,X,X,O,X,O,O,X,X,X,X,O
SIZTOLJ,O,X,O,O,X,O,O,X,X,X,X,O
SIZTOJL,O,X,X,O,X,O,O,X,X,X,X,O
SIZLTJO,O,X,O,X,X,O,O,X,X,X,X,X
SIZLTOJ,O,X,O,O,X,O,O,X,X,O,X,O
SIZLJTO,X,X,O,O,X,O,X,X,X,X,X,O
SIZLJOT,O,X,O,O,X,O,X,X,X,O,X,O
SIZLOTJ,O,X,O,O,X,O,O,X,X,O,X,O
SIZLOJT,O,X,O,O,X,O,X,X,X,O,X,O
SIZJTLO,X,X,X,O,X,O,O,X,X,X,X,O
SIZJTOL,X,X,X,O,X,O,O,X,X,X,X,O
SIZJLTO,X,X,X,O,X,O,X,X,X,X,X,O
SIZJLOT,X,X,X,O,X,O,X,X,X,X,X,O
SIZJOTL,X,X,X,O,X,O,O,X,X,X,X,O
SIZJOLT,X,X,X,O,X,O,X,X,X,X,X,O
SIZOTLJ,O,X,O,O,X,O,O,X,X,X,X,O
SIZOTJL,O,X,X,O,X,O,O,X,X,X,X,O
SIZOLTJ,O,X,O,O,X,O,O,X,X,O,X,O
SIZOLJT,O,X,O,O,X,O,X,X,X,O,X,O
SIZOJTL,X,X,X,O,X,O,O,X,X,X,X,O
SIZOJLT,X,X,X,O,X,O,X,X,X,X,X,O
SIOTLJZ,O,X,X,O,X,X,O,X,X,O,X,O
SIOTLZJ,O,X,O,O,X,O,O,X,X,O,X,O
SIOTJLZ,X,X,X,O,X,X,O,X,X,X,X,O
SIOTJZL,O,X,X,O,X,O,O,X,X,X,X,O
SIOTZLJ,O,X,O,O,X,O,O,X,X,O,X,O
SIOTZJL,O,X,X,O,X,O,O,X,X,X,X,O
SIOLTJZ,O,X,X,O,X,X,O,O,X,O,X,O
SIOLTZJ,O,X,O,O,X,O,O,O,X,O,X,O
SIOLJTZ,O,X,X,O,X,X,X,O,X,O,X,O
SIOLJZT,O,X,O,O,X,X,X,X,X,O,X,O
SIOLZTJ,O,X,O,O,X,O,O,X,X,O,X,O
SIOLZJT,O,X,O,O,X,O,X,X,X,O,X,O
SIOJTLZ,O,X,X,O,X,X,O,X,X,X,X,O
SIOJTZL,O,X,X,O,X,O,O,X,X,X,X,O
SIOJLTZ,O,X,X,O,X,X,X,X,X,X,X,O
SIOJLZT,O,X,X,O,X,X,X,X,X,X,X,O
SIOJZTL,O,X,X,O,X,O,O,X,X,X,X,O
SIOJZLT,O,X,X,O,X,O,X,X,X,X,X,O
SIOZTLJ,O,X,O,O,X,O,O,X,X,X,X,O
SIOZTJL,O,X,X,O,X,O,O,X,X,X,X,O
SIOZLTJ,O,X,O,O,X,O,O,X,X,O,X,O
SIOZLJT,O,X,O,O,X,O,X,X,X,O,X,O
SIOZJTL,X,X,X,O,X,O,O,X,X,X,X,O
SIOZJLT,X,X,X,O,X,O,X,X,X,X,X,O
SLTIJZO,O,X,X,O,X,X,X,O,X,O,X,O
SLTIJOZ,O,X,X,O,X,X,X,O,X,O,X,O
SLTIZJO,O,X,O,X,X,X,X,O,X,O,X,X
SLTIZOJ,O,X,O,O,X,X,X,O,X,O,X,O
SLTIOJZ,O,X,X,O,X,X,X,O,X,O,X,O
SLTIOZJ,O,X,O,O,X,X,X,O,X,O,X,O
SLTJIZO,O,X,X,X,X,X,X,O,X,O,X,O
SLTJIOZ,O,X,X,X,X,X,X,O,X,O,X,O
SLTJZIO,O,X,O,X,O,X,X,X,X,O,X,X
SLTJZOI,O,X,O,X,O,X,X,X,X,O,X,O
SLTJOIZ,O,X,X,X,X,X,X,O,X,O,X,O
SLTJOZI,O,X,O,X,O,X,X,X,X,O,X,O
SLTZIJO,O,X,O,X,X,X,X,X,X,O,X,X
SLTZIOJ,O,X,O,X,X,X,X,X,X,O,X,X
SLTZJIO,O,X,O,X,X,X,X,X,X,O,X,X
SLTZJOI,O,X,O,X,X,X,X,X,X,O,X,X
SLTZOIJ,O,X,O,O,X,X,X,X,X,O,X,O
SLTZOJI,O,X,O,X,X,X,X,X,X,O,X,O
SLTOIJZ,O,X,X,O,X,X,X,O,X,O,X,O
SLTOIZJ,O,X,O,O,X,X,X,O,X,O,X,O
SLTOJIZ,O,X,X,X,X,X,X,O,X,O,X,O
SLTOJZI,O,X,O,X,O,X,X,X,X,O,X,O
SLTOZIJ,O,X,O,O,X,X,X,X,X,O,X,O
SLTOZJI,O,X,O,X,X,X,X,X,X,O,X,O
SLITJZO,O,X,X,O,X,X,O,O,X,O,X,O
SLITJOZ,O,X,X,O,X,X,O,O,X,O,X,O
SLITZJO,O,X,O,X,X,X,O,O,X,O,X,X
SLITZOJ,O,X,O,O,X,X,O,O,X,O,X,O
SLITOJZ,O,X,X,O,X,X,O,O,X,O,X,O
SLITOZJ,O,X,O,O,X,X,O,O,X,O,X,O
SLIJTZO,O,O,X,O,X,X,X,O,X,O,X,O
SLIJTOZ,O,O,X,O,X,X,X,O,X,O,X,O
SLIJZTO,O,O,O,O,O,X,X,X,X,X,X,O
SLIJZOT,O,O,O,O,O,X,X,X,X,O,X,O
SLIJOTZ,O,O,X,O,X,X,X,O,X,O,X,O
SLIJOZT,O,O,O,O,O,X,X,X,X,O,X,O
SLIZTJO,O,X,O,X,X,X,O,X,X,O,X,X
SLIZTOJ,O,X,O,O,X,X,O,X,X,O,X,O
SLIZJTO,O,X,O,O,X,X,X,X,X,X,X,O
SLIZJOT,O,X,O,O,X,X,X,X,X,O,X,O
SLIZOTJ,O,X,O,O,X,X,O,X,X,O,X,O
SLIZOJT,O,O,O,O,X,X,X,X,X,O,X,O
SLIOTJZ,O,X,X,O,X,X,O,O,X,O,X,O
SLIOTZJ,O,X,O,O,X,X,O,O,X,O,X,O
SLIOJTZ,O,O,X,O,X,X,X,O,X,O,X,O
SLIOJZT,O,O,O,O,O,X,X,X,X,O,X,O
SLIOZTJ,O,X,O,O,X,X,O,X,X,O,X,O
SLIOZJT,O,O,O,O,X,X,X,X,X,O,X,O
SLJTIZO,O,O,X,X,X,X,X,O,X,O,X,O
SLJTIOZ,O,O,X,X,X,X,X,O,X,O,X,O
SLJTZIO,O,O,O,X,O,X,X,X,X,O,X,X
SLJTZOI,O,O,O,X,O,X,X,X,X,O,X,O
SLJTOIZ,O,O,X,X,X,X,X,O,X,O,X,O
SLJTOZI,O,O,O,X,O,X,X,X,X,O,X,O
SLJITZO,O,O,X,X,X,X,X,O,X,O,X,O
SLJITOZ,O,O,X,X,X,X,X,O,X,O,X,O
SLJIZTO,O,O,O,X,O,X,X,X,X,X,X,O
SLJIZOT,O,O,O,X,O,X,X,X,X,O,X,O
SLJIOTZ,O,O,X,X,X,X,X,O,X,O,X,O
SLJIOZT,O,O,O,X,O,X,X,X,X,O,X,O
SLJZTIO,O,O,O,X,O,X,X,X,X,X,X,X
SLJZTOI,O,O,O,X,O,X,X,X,X,X,X,O
SLJZITO,O,O,O,X,O,X,X,X,X,X,X,O
SLJZIOT,O,O,O,X,O,X,X,X,X,O,X,O
SLJZOTI,O,O,O,X,O,X,X,X,X,X,X,O
SLJZOIT,O,O,O,X,O,X,X,X,X,O,X,O
SLJOTIZ,O,O,X,X,X,X,X,O,X,O,X,O
SLJOTZI,O,O,O,X,O,X,X,X,X,O,X,O
SLJOITZ,O,O,X,X,X,X,X,O,X,O,X,O
SLJOIZT,O,O,O,X,O,X,X,X,X,O,X,O
SLJOZTI,O,O,O,X,O,X,X,X,X,X,X,O
SLJOZIT,O,O,O,X,O,X,X,X,X,O,X,O
SLZTIJO,O,X,O,X,X,X,X,X,X,O,X,X
SLZTIOJ,O,X,O,X,X,X,X,X,X,O,X,X
SLZTJIO,O,X,O,X,X,X,X,X,X,O,X,X
SLZTJOI,O,X,O,X,X,X,X,X,X,O,X,X
SLZTOIJ,O,X,O,O,X,X,X,X,X,O,X,O
SLZTOJI,O,X,O,X,X,X,X,X,X,O,X,O
SLZITJO,O,X,O,X,X,X,O,X,X,O,X,X
SLZITOJ,O,X,O,O,X,X,O,X,X,O,X,O
SLZIJTO,O,X,O,O,X,X,X,X,X,X,X,O
SLZIJOT,O,X,O,O,X,X,X,X,X,O,X,O
SLZIOTJ,O,X,O,O,X,X,O,X,X,O,X,O
SLZIOJT,O,O,O,O,X,X,X,X,X,O,X,O
SLZJTIO,O,O,O,X,X,X,X,X,X,X,X,X
SLZJTOI,O,O,O,X,X,X,X,X,X,X,X,O
SLZJITO,O,O,O,X,X,X,X,X,X,X,X,O
SLZJIOT,O,O,O,X,X,X,X,X,X,O,X,O
SLZJOTI,O,O,O,X,X,X,X,X,X,X,X,O
SLZJOIT,O,O,O,X,X,X,X,X,X,O,X,O
SLZOTIJ,O,X,O,O,X,X,X,X,X,O,X,O
SLZOTJI,O,X,O,X,X,X,X,X,X,O,X,O
SLZOITJ,O,X,O,O,X,X,O,X,X,O,X,O
SLZOIJT,O,O,O,O,X,X,X,X,X,O,X,O
SLZOJTI,O,O,O,X,X,X,X,X,X,X,X,O
SLZOJIT,O,O,O,X,X,X,X,X,X,O,X,O
SLOTIJZ,O,X,X,O,X,X,X,O,X,O,X,O
SLOTIZJ,O,X,O,O,X,X,X,O,X,O,X,O
SLOTJIZ,O,X,X,X,X,X,X,O,X,O,X,O
SLOTJZI,O,X,O,X,O,X,X,X,X,O,X,O
SLOTZIJ,O,X,O,O,X,X,X,X,X,O,X,O
SLOTZJI,O,X,O,X,X,X,X,X,X,O,X,O
SLOITJZ,O,X,X,O,X,X,O,O,X,O,X,O
SLOITZJ,O,X,O,O,X,X,O,O,X,O,X,O
SLOIJTZ,O,O,X,O,X,X,X,O,X,O,X,O
SLOIJZT,O,O,O,O,O,X,X,X,X,O,X,O
SLOIZTJ,O,X,O,O,X,X,O,X,X,O,X,O
SLOIZJT,O,O,O,O,X,X,X,X,X,O,X,O
SLOJTIZ,O,O,X,X,X,X,X,O,X,O,X,O
SLOJTZI,O,O,O,X,O,X,X,X,X,O,X,O
SLOJITZ,O,O,X,X,X,X,X,O,X,O,X,O
SLOJIZT,O,O,O,X,O,X,X,X,X,O,X,O
SLOJZTI,O,O,O,X,O,X,X,X,X,X,X,O
SLOJZIT,O,O,O,X,O,X,X,X,X,O,X,O
SLOZTIJ,O,X,O,O,X,X,X,X,X,O,X,O
SLOZTJI,O,X,O,X,X,X,X,X,X,O,X,O
SLOZITJ,O,X,O,O,X,X,O,X,X,O,X,O
SLOZIJT,O,O,O,O,X,X,X,X,X,O,X,O
SLOZJTI,O,O,O,X,X,X,X,X,X,X,X,O
SLOZJIT,O,O,O,X,X,X,X,X,X,O,X,O
SJTILZO,O,X,X,O,X,X,X,X,X,X,O,O
SJTILOZ,O,X,X,O,X,X,X,X,X,X,O,O
SJTIZLO,O,X,X,O,X,X,X,X,X,X,O,O
SJTIZOL,O,O,X,O,X,X,X,X,X,X,O,O
SJTIOLZ,O,X,X,O,X,X,X,X,X,X,O,O
SJTIOZL,O,O,X,O,X,X,X,X,X,X,O,O
SJTLIZO,O,O,X,X,X,X,X,X,X,O,X,O
SJTLIOZ,O,O,X,X,X,X,X,X,X,O,X,O
SJTLZIO,O,O,O,X,O,X,X,X,X,O,X,X
SJTLZOI,O,O,O,X,O,X,X,X,X,O,X,O
SJTLOIZ,O,O,X,X,X,X,X,X,X,O,X,O
SJTLOZI,O,O,O,X,O,X,X,X,X,O,X,O
SJTZILO,O,X,X,X,X,X,X,X,X,X,X,O
SJTZIOL,O,O,X,X,X,X,X,X,X,X,X,O
SJTZLIO,O,O,O,X,O,X,X,X,X,O,X,X
SJTZLOI,O,O,O,X,O,X,X,X,X,O,X,O
SJTZOIL,O,O,X,O,X,X,X,X,X,X,X,O
SJTZOLI,O,O,O,X,O,X,X,X,X,O,X,O
SJTOILZ,O,X,X,O,X,X,X,X,X,X,O,O
SJTOIZL,O,O,X,O,X,X,X,X,X,X,O,O
SJTOLIZ,O,O,X,X,X,X,X,X,X,O,X,O
SJTOLZI,O,O,O,X,O,X,X,X,X,O,X,O
SJTOZIL,O,O,X,O,X,X,X,X,X,X,X,O
SJTOZLI,O,O,O,X,O,X,X,X,X,O,X,O
SJITLZO,O,X,X,O,X,X,O,X,X,X,O,O
SJITLOZ,O,X,X,O,X,X,O,X,X,X,O,O
SJITZLO,O,X,X,O,X,X,O,X,X,X,O,O
SJITZOL,O,X,X,O,X,X,O,X,X,X,O,O
SJITOLZ,O,X,X,O,X,X,O,X,X,X,O,O
SJITOZL,O,X,X,O,X,X,O,X,X,X,O,O
SJILTZO,O,X,X,O,X,X,X,X,X,X,X,O
SJILTOZ,O,X,X,O,X,X,X,X,X,X,X,O
SJILZTO,O,X,X,O,X,X,X,X,X,X,X,O
SJILZOT,O,X,X,O,X,X,X,X,X,X,X,O
SJILOTZ,O,X,X,O,X,X,X,X,X,X,X,O
SJILOZT,O,X,X,O,X,X,X,X,X,X,X,O
SJIZTLO,O,X,X,O,X,X,O,X,X,X,X,O
SJIZTOL,O,X,X,O,X,X,O,X,X,X,X,O
SJIZLTO,O,X,X,O,X,X,X,X,X,X,X,O
SJIZLOT,O,X,X,O,X,X,X,X,X,X,X,O
SJIZOTL,O,X,X,O,X,X,O,X,X,X,X,O
SJIZOLT,O,X,X,O,X,X,X,X,X,X,X,O
SJIOTLZ,O,X,X,O,X,X,O,X,X,X,O,O
SJIOTZL,O,X,X,O,X,X,O,X,X,X,O,O
SJIOLTZ,O,X,X,O,X,X,X,X,X,X,X,O
SJIOLZT,O,X,X,O,X,X,X,X,X,X,X,O
SJIOZTL,O,X,X,O,X,X,O,X,X,X,X,O
SJIOZLT,O,X,X,O,X,X,X,X,X,X,X,O
SJLTIZO,O,O,X,X,X,X,X,X,X,O,X,O
SJLTIOZ,O,O,X,X,X,X,X,X,X,O,X,O
SJLTZIO,O,O,O,X,O,X,X,X,X,O,X,X
SJLTZOI,O,O,O,X,O,X,X,X,X,O,X,O
SJLTOIZ,O,O,X,X,X,X,X,X,X,O,X,O
SJLTOZI,O,O,O,X,O,X,X,X,X,O,X,O
SJLITZO,O,O,X,X,X,X,X,X,X,O,X,O
SJLITOZ,O,O,X,X,X,X,X,X,X,O,X,O
SJLIZTO,O,O,O,X,O,X,X,X,X,X,X,O
SJLIZOT,O,O,O,X,O,X,X,X,X,O,X,O
SJLIOTZ,O,O,X,X,X,X,X,X,X,O,X,O
SJLIOZT,O,O,O,X,O,X,X,X,X,O,X,O
SJLZTIO,O,O,O,X,O,X,X,X,X,X,X,X
SJLZTOI,O,O,O,X,O,X,X,X,X,X,X,O
SJLZITO,O,O,O,X,O,X,X,X,X,X,X,O
SJLZIOT,O,O,O,X,O,X,X,X,X,O,X,O
SJLZOTI,O,O,O,X,O,X,X,X,X,X,X,O
SJLZOIT,O,O,O,X,O,X,X,X,X,O,X,O
SJLOTIZ,O,O,X,X,X,X,X,X,X,O,X,O
SJLOTZI,O,O,O,X,O,X,X,X,X,O,X,O
