sequence,v115@9gA8HeD8DeE8EeF8AeF8Je06IvhFxbBOiBXeBzgBqm?BlqB,v115@9gA8HeD8DeE8EeF8AeF8Je06IvhF6gBxcBXeBThBen?BlqB,v115@9gA8HeD8DeE8EeF8AeF8Je06IvhFFdBXeB5lBOrBzr?BiqB,v115@9gA8HeD8DeE8EeF8AeF8Je06IvhF3cBFeB5lBOsBTr?BiqB,v115@9gA8HeD8DeE8EeF8AeF8Je06IvhFqhBXeBzgBOnBxq?BlqB,v115@9gA8HeD8DeE8EeF8AeF8Je06IvhF1hBXeB5lBOsBTr?BiqB,v115@9gA8HeD8DeE8EeF8AeF8Jel6IvhFTcBXeBRmBclBOn?BCrB,v115@9gA8HeD8DeE8EeF8AeF8Jel6IvhFTcBxdBuqB3rBcq?BisB
JOLTISZ,X,X,O,O,X,X,X,X
JOLTIZS,X,X,O,O,X,X,X,X
JOLTSIZ,X,X,O,O,X,X,X,X
JOLTSZI,X,X,O,O,X,X,X,X
JOLTZIS,X,X,O,O,X,X,X,X
JOLTZSI,X,X,O,O,X,X,X,X
JOLITSZ,X,X,O,O,X,X,X,X
JOLITZS,X,X,O,O,X,X,X,X
JOLISTZ,X,X,O,O,X,X,X,X
JOLISZT,X,O,O,O,X,X,X,X
JOLIZTS,X,O,O,O,X,X,X,X
JOLIZST,X,O,O,O,X,X,X,X
JOLSTIZ,X,X,O,O,X,X,X,X
JOLSTZI,X,X,O,O,X,X,X,X
JOLSITZ,X,X,O,O,X,X,X,X
JOLSIZT,X,O,O,O,X,X,X,X
JOLSZTI,X,O,O,O,X,X,X,X
JOLSZIT,X,O,O,O,X,X,X,X
JOLZTIS,X,O,O,O,X,X,X,X
JOLZTSI,X,O,O,O,X,X,X,X
JOLZITS,X,O,O,O,X,X,X,X
JOLZIST,X,O,O,O,X,X,X,X
JOLZSTI,X,O,O,O,X,X,X,X
JOLZSIT,X,O,O,O,X,X,X,X
JOSTILZ,X,O,O,O,X,X,X,X
JOSTIZL,X,O,O,O,X,O,X,O
JOSTLIZ,X,O,O,O,X,X,X,O
JOSTLZI,X,O,O,O,X,X,X,O
JOSTZIL,X,O,O,O,X,O,X,O
JOSTZLI,X,O,O,O,X,X,X,O
JOSITLZ,X,O,O,O,X,X,X,X
JOSITZL,X,O,O,O,X,O,X,O
JOSILTZ,X,X,O,O,X,X,X,O
JOSILZT,X,O,O,O,X,X,X,O
JOSIZTL,X,O,O,O,X,O,X,O
JOSIZLT,X,O,O,O,X,X,X,O
JOSLTIZ,X,X,O,O,X,X,X,O
JOSLTZI,X,X,O,O,X,X,X,O
JOSLITZ,X,X,O,O,X,X,X,O
JOSLIZT,X,O,O,O,X,X,X,O
JOSLZTI,X,O,O,O,X,X,X,O
JOSLZIT,X,O,O,O,X,X,X,O
JOSZTIL,X,O,O,O,X,O,X,O
JOSZTLI,X,O,O,O,X,X,X,O
JOSZITL,X,O,O,O,X,O,X,O
JOSZILT,X,O,O,O,X,X,X,O
JOSZLTI,X,O,O,O,X,X,X,O
JOSZLIT,X,O,O,O,X,X,X,O
JOZTILS,X,O,O,O,X,X,X,X
JOZTISL,X,O,O,O,X,O,X,X
JOZTLIS,X,O,O,O,X,X,X,X
JOZTLSI,X,O,O,O,X,X,X,X
JOZTSIL,X,O,O,O,X,O,X,X
JOZTSLI,X,O,O,O,X,X,X,X
JOZITLS,X,O,O,O,X,X,X,X
JOZITSL,X,O,O,O,X,O,X,X
JOZILTS,X,O,O,O,X,X,X,X
JOZILST,X,O,O,O,X,X,X,X
JOZISTL,X,O,O,O,X,O,X,X
JOZISLT,X,O,O,O,X,X,X,X
JOZLTIS,X,O,O,O,X,X,X,X
JOZLTSI,X,O,O,O,X,X,X,X
JOZLITS,X,O,O,O,X,X,X,X
JOZLIST,X,O,O,O,X,X,X,X
JOZLSTI,X,O,O,O,X,X,X,X
JOZLSIT,X,O,O,O,X,X,X,X
JOZSTIL,X,O,O,O,X,O,X,X
JOZSTLI,X,O,O,O,X,X,X,X
JOZSITL,X,O,O,O,X,O,X,X
JOZSILT,X,O,O,O,X,X,X,X
JOZSLTI,X,O,O,O,X,X,X,X
JOZSLIT,X,O,O,O,X,X,X,X
STILJZO,O,O,X,X,X,X,X,X
STILJOZ,O,O,X,X,X,X,X,X
STILZJO,O,O,X,X,X,X,X,X
STILZOJ,O,O,X,X,O,X,X,X
STILOJZ,O,X,X,X,O,X,X,X
STILOZJ,O,O,X,X,O,X,X,X
STIJLZO,O,O,X,X,X,X,X,X
STIJLOZ,O,O,X,X,X,X,X,X
STIJZLO,O,O,X,X,X,X,X,O
STIJZOL,O,O,X,O,X,X,X,O
STIJOLZ,X,O,X,O,X,X,X,X
STIJOZL,X,O,X,O,X,X,X,O
STIZLJO,O,O,X,X,X,X,X,X
STIZLOJ,O,O,X,X,O,X,X,X
STIZJLO,O,O,X,X,X,X,X,X
STIZJOL,O,O,X,O,X,X,X,X
STIZOLJ,O,O,X,X,O,O,X,X
STIZOJL,O,O,O,X,X,O,X,X
STIOLJZ,O,X,X,X,O,X,X,X
STIOLZJ,O,O,X,X,O,O,X,X
STIOJLZ,X,O,O,X,X,X,X,X
STIOJZL,X,O,O,X,X,O,X,X
STIOZLJ,O,O,X,X,O,O,X,X
STIOZJL,X,O,O,X,X,O,X,X
STLIJZO,O,O,X,X,X,X,O,X
STLIJOZ,O,O,X,X,X,X,O,X
STLIZJO,O,O,X,X,X,X,O,X
STLIZOJ,O,O,X,X,X,X,O,X
STLIOJZ,O,X,X,X,X,X,O,X
STLIOZJ,O,O,X,X,X,X,O,X
STLJIZO,O,O,X,X,X,X,X,X
STLJIOZ,O,O,X,X,X,X,X,X
STLJZIO,O,O,X,X,X,X,X,X
STLJZOI,O,O,X,X,X,X,X,X
STLJOIZ,O,O,X,X,X,X,X,X
STLJOZI,O,O,X,X,X,X,X,X
STLZIJO,O,O,X,X,X,X,X,X
STLZIOJ,O,O,X,X,X,X,X,X
STLZJIO,O,O,X,X,X,X,X,X
STLZJOI,O,O,X,X,X,X,X,X
STLZOIJ,O,O,X,X,X,X,X,X
STLZOJI,O,O,O,X,X,X,X,X
STLOIJZ,O,X,X,X,X,X,X,X
STLOIZJ,O,O,X,X,X,X,X,X
STLOJIZ,O,O,O,X,X,X,X,X
STLOJZI,O,O,O,X,X,X,X,X
STLOZIJ,O,O,X,X,X,X,X,X
STLOZJI,O,O,O,X,X,X,X,X
STJILZO,O,O,X,X,X,X,X,X
STJILOZ,O,O,X,X,X,X,X,X
STJIZLO,O,O,X,X,X,X,X,O
STJIZOL,O,O,X,O,X,X,X,O
STJIOLZ,X,O,X,O,X,X,X,X
STJIOZL,X,O,X,O,X,X,X,O
STJLIZO,O,O,X,X,X,X,X,O
STJLIOZ,O,O,X,X,X,X,X,O
STJLZIO,O,O,X,X,X,X,X,O
STJLZOI,O,O,X,X,X,X,X,O
STJLOIZ,O,O,X,X,X,X,X,O
STJLOZI,O,O,X,X,X,X,X,O
STJZILO,O,O,X,X,X,X,X,O
STJZIOL,O,O,X,O,X,X,X,O
STJZLIO,O,O,X,X,X,X,X,O
STJZLOI,O,O,X,X,X,X,X,O
STJZOIL,O,O,O,O,X,X,X,O
STJZOLI,O,O,O,O,X,X,X,O
STJOILZ,X,O,O,O,X,X,X,X
STJOIZL,X,O,O,O,X,X,X,O
STJOLIZ,O,O,O,O,X,X,X,O
STJOLZI,O,O,O,O,X,X,X,O
STJOZIL,O,O,O,O,X,X,X,O
STJOZLI,O,O,O,O,X,X,X,O
STZILJO,O,O,X,X,X,X,X,X
STZILOJ,O,O,X,X,O,X,X,X
STZIJLO,O,O,X,X,X,X,X,X
STZIJOL,O,O,X,O,X,X,X,X
STZIOLJ,O,O,X,X,O,O,X,X
STZIOJL,O,O,O,X,X,O,X,X
STZLIJO,O,O,X,X,X,X,X,X
STZLIOJ,O,O,X,X,X,X,X,X
STZLJIO,O,O,X,X,X,X,X,X
STZLJOI,O,O,X,X,X,X,X,X
STZLOIJ,O,O,X,X,X,X,X,X
STZLOJI,O,O,O,X,X,X,X,X
STZJILO,O,O,X,X,X,X,X,X
STZJIOL,O,O,X,O,X,X,X,X
STZJLIO,O,O,X,X,X,X,X,X
STZJLOI,O,O,X,X,X,X,X,X
STZJOIL,O,O,O,O,X,X,X,X
STZJOLI,O,O,O,O,X,X,X,X
STZOILJ,O,O,X,X,X,O,X,X
STZOIJL,O,O,O,X,X,O,X,X
STZOLIJ,O,O,X,X,X,O,X,X
STZOLJI,O,O,O,X,X,X,X,X
STZOJIL,O,O,O,X,X,O,X,X
STZOJLI,O,O,O,X,X,X,X,X
STOILJZ,O,X,X,X,X,X,X,X
STOILZJ,O,O,X,X,X,O,X,X
STOIJLZ,X,O,O,X,X,X,X,X
STOIJZL,X,O,O,X,X,O,X,X
STOIZLJ,O,O,X,X,X,O,X,X
STOIZJL,X,O,O,X,X,O,X,X
STOLIJZ,O,X,X,X,X,X,X,X
STOLIZJ,O,O,X,X,X,O,X,X
STOLJIZ,O,O,O,X,X,X,X,X
STOLJZI,O,O,O,X,X,X,X,X
STOLZIJ,O,O,X,X,X,O,X,X
STOLZJI,O,O,O,X,X,X,X,X
STOJILZ,X,O,O,X,X,X,X,X
STOJIZL,X,O,O,X,X,O,X,X
STOJLIZ,O,O,O,X,X,X,X,X
STOJLZI,O,O,O,X,X,X,X,X
STOJZIL,O,O,O,X,X,O,X,X
STOJZLI,O,O,O,X,X,X,X,X
STOZILJ,O,O,X,X,X,O,X,X
STOZIJL,O,O,O,X,X,O,X,X
STOZLIJ,O,O,X,X,X,O,X,X
STOZLJI,O,O,O,X,X,X,X,X
STOZJIL,O,O,O,X,X,O,X,X
STOZJLI,O,O,O,X,X,X,X,X
SITLJZO,O,O,X,X,X,X,X,X
SITLJOZ,O,O,X,X,X,X,X,X
SITLZJO,O,O,X,X,X,X,X,X
SITLZOJ,O,O,X,X,O,X,X,X
SITLOJZ,O,X,X,X,O,X,X,X
SITLOZJ,O,O,X,X,O,X,X,X
SITJLZO,O,O,X,X,X,X,X,X
SITJLOZ,O,O,X,X,X,X,X,X
SITJZLO,O,O,X,X,X,X,X,O
SITJZOL,O,O,X,O,X,X,X,O
SITJOLZ,X,O,X,O,X,X,X,X
SITJOZL,X,O,X,O,X,X,X,O
SITZLJO,O,O,X,X,X,X,X,X
SITZLOJ,O,O,X,X,O,X,X,X
SITZJLO,O,O,X,X,X,X,X,X
SITZJOL,O,O,X,O,X,X,X,X
SITZOLJ,O,O,X,X,O,O,X,X
SITZOJL,O,O,O,X,X,O,X,X
SITOLJZ,O,X,X,X,O,X,X,X
SITOLZJ,O,O,X,X,O,O,X,X
SITOJLZ,X,O,O,X,X,X,X,X
SITOJZL,X,O,O,X,X,O,X,X
SITOZLJ,O,O,X,X,O,O,X,X
SITOZJL,X,O,O,X,X,O,X,X
SILTJZO,O,O,X,X,X,X,O,X
SILTJOZ,O,O,X,X,X,X,O,X
SILTZJO,O,O,X,X,X,X,O,X
SILTZOJ,O,O,X,X,O,X,O,X
SILTOJZ,O,X,X,X,O,X,O,X
SILTOZJ,O,O,X,X,O,X,O,X
SILJTZO,O,O,X,X,X,X,O,X
SILJTOZ,O,O,X,X,X,X,O,X
SILJZTO,O,O,X,X,X,X,O,O
SILJZOT,O,O,X,X,O,X,O,O
SILJOTZ,X,X,X,X,O,X,O,X
SILJOZT,O,X,X,X,O,X,O,O
SILZTJO,O,O,X,X,X,X,O,X
SILZTOJ,O,X,X,X,O,X,O,X
SILZJTO,O,O,X,X,X,X,O,X
SILZJOT,O,O,X,X,O,X,O,X
SILZOTJ,X,X,X,X,O,O,O,X
SILZOJT,O,O,O,X,O,X,O,X
SILOTJZ,X,X,X,X,O,X,O,X
SILOTZJ,X,X,X,X,O,O,O,X
SILOJTZ,X,X,O,X,O,X,O,X
SILOJZT,O,X,O,X,O,X,O,X
SILOZTJ,X,X,X,X,O,O,O,X
SILOZJT,O,X,O,X,O,X,O,X
SIJTLZO,O,O,X,X,X,X,X,X
SIJTLOZ,O,O,X,X,X,X,X,X
SIJTZLO,O,O,X,X,X,X,X,O
SIJTZOL,O,O,X,O,X,X,X,O
SIJTOLZ,X,O,X,O,X,X,X,X
SIJTOZL,X,O,X,O,X,X,X,O
SIJLTZO,O,O,X,X,X,X,X,O
SIJLTOZ,O,O,X,X,X,X,X,O
SIJLZTO,O,O,X,X,X,X,X,O
SIJLZOT,O,O,X,X,O,X,X,O
SIJLOTZ,X,X,X,X,O,X,X,O
SIJLOZT,O,X,X,X,O,X,X,O
SIJZTLO,O,O,X,X,X,X,X,O
SIJZTOL,O,O,X,O,X,X,X,O
SIJZLTO,O,O,X,X,X,X,X,O
SIJZLOT,O,O,X,X,O,X,X,O
SIJZOTL,O,O,O,O,X,O,X,O
SIJZOLT,O,O,O,O,O,X,X,O
SIJOTLZ,X,O,O,O,X,X,X,X
SIJOTZL,X,O,O,O,X,O,X,O
SIJOLTZ,X,X,O,O,O,X,X,O
SIJOLZT,X,O,O,O,O,X,X,O
SIJOZTL,X,O,O,O,X,O,X,O
SIJOZLT,X,O,O,O,O,X,X,O
SIZTLJO,O,O,X,X,X,X,X,X
SIZTLOJ,O,O,X,X,O,X,X,X
SIZTJLO,O,O,X,X,X,X,X,X
SIZTJOL,O,O,X,O,X,X,X,X
SIZTOLJ,O,O,X,X,O,O,X,X
SIZTOJL,O,O,O,X,X,O,X,X
SIZLTJO,O,O,X,X,X,X,X,X
SIZLTOJ,O,X,X,X,O,X,X,X
SIZLJTO,O,O,X,X,X,X,X,X
SIZLJOT,O,O,X,X,O,X,X,X
SIZLOTJ,X,X,X,X,O,O,X,X
SIZLOJT,O,O,O,X,O,X,X,X
SIZJTLO,O,O,X,X,X,X,X,O
SIZJTOL,O,O,X,O,X,X,X,O
SIZJLTO,O,O,X,X,X,X,X,O
SIZJLOT,O,O,X,X,O,X,X,O
SIZJOTL,O,O,O,O,X,O,X,O
SIZJOLT,O,O,O,O,O,X,X,O
SIZOTLJ,X,X,X,X,O,O,X,X
SIZOTJL,X,X,O,X,X,O,X,X
SIZOLTJ,X,X,X,X,O,O,X,X
SIZOLJT,O,O,O,X,O,X,X,X
SIZOJTL,O,X,O,O,X,O,X,X
SIZOJLT,O,O,O,O,O,X,X,X
SIOTLJZ,X,X,X,X,O,X,X,X
SIOTLZJ,X,O,X,X,O,O,X,X
SIOTJLZ,X,O,O,X,X,X,X,X
SIOTJZL,X,O,O,X,X,O,X,X
SIOTZLJ,X,O,X,X,O,O,X,X
SIOTZJL,X,O,O,X,X,O,X,X
SIOLTJZ,X,X,X,X,O,X,X,X
SIOLTZJ,X,X,X,X,O,O,X,X
SIOLJTZ,X,X,O,X,O,X,X,X
SIOLJZT,X,X,O,X,O,X,X,X
SIOLZTJ,X,X,X,X,O,O,X,X
SIOLZJT,X,X,O,X,O,X,X,X
SIOJTLZ,X,O,O,O,X,X,X,X
SIOJTZL,X,O,O,O,X,O,X,O
SIOJLTZ,X,X,O,O,O,X,X,X
SIOJLZT,X,X,O,O,O,X,X,O
SIOJZTL,X,X,O,O,X,O,X,O
SIOJZLT,X,O,O,O,O,X,X,O
SIOZTLJ,X,X,X,X,O,O,X,X
SIOZTJL,X,X,O,X,X,O,X,X
SIOZLTJ,X,X,X,X,O,O,X,X
SIOZLJT,X,O,O,X,O,X,X,X
SIOZJTL,X,X,O,O,X,O,X,X
SIOZJLT,X,O,O,O,O,X,X,X
SLTIJZO,O,O,X,X,X,X,O,X
SLTIJOZ,O,O,X,X,X,X,O,X
SLTIZJO,O,O,X,X,X,X,O,X
SLTIZOJ,O,O,X,X,X,X,O,X
SLTIOJZ,O,X,X,X,X,X,O,X
SLTIOZJ,O,O,X,X,X,X,O,X
SLTJIZO,O,O,X,X,X,X,X,X
SLTJIOZ,O,O,X,X,X,X,X,X
SLTJZIO,O,O,X,X,X,X,X,X
SLTJZOI,O,O,X,X,X,X,X,X
SLTJOIZ,O,O,X,X,X,X,X,X
SLTJOZI,O,O,X,X,X,X,X,X
SLTZIJO,O,O,X,X,X,X,X,X
SLTZIOJ,O,O,X,X,X,X,X,X
SLTZJIO,O,O,X,X,X,X,X,X
SLTZJOI,O,O,X,X,X,X,X,X
SLTZOIJ,O,O,X,X,X,X,X,X
SLTZOJI,O,O,O,X,X,X,X,X
SLTOIJZ,O,X,X,X,X,X,X,X
SLTOIZJ,O,O,X,X,X,X,X,X
SLTOJIZ,O,O,O,X,X,X,X,X
SLTOJZI,O,O,O,X,X,X,X,X
SLTOZIJ,O,O,X,X,X,X,X,X
SLTOZJI,O,O,O,X,X,X,X,X
SLITJZO,O,O,X,X,X,X,O,X
SLITJOZ,O,O,X,X,X,X,O,X
SLITZJO,O,O,X,X,X,X,O,X
SLITZOJ,O,O,X,X,O,X,O,X
SLITOJZ,O,X,X,X,O,X,O,X
SLITOZJ,O,O,X,X,O,X,O,X
SLIJTZO,O,O,X,X,X,X,O,X
SLIJTOZ,O,O,X,X,X,X,O,X
SLIJZTO,O,O,X,X,X,X,O,O
SLIJZOT,O,O,X,X,O,X,O,O
SLIJOTZ,X,X,X,X,O,X,O,X
SLIJOZT,O,X,X,X,O,X,O,O
SLIZTJO,O,O,X,X,X,X,O,X
SLIZTOJ,O,X,X,X,O,X,O,X
SLIZJTO,O,O,X,X,X,X,O,X
SLIZJOT,O,O,X,X,O,X,O,X
SLIZOTJ,X,X,X,X,O,O,O,X
SLIZOJT,O,O,O,X,O,X,O,X
SLIOTJZ,X,X,X,X,O,X,O,X
SLIOTZJ,X,X,X,X,O,O,O,X
SLIOJTZ,X,X,O,X,O,X,O,X
SLIOJZT,O,X,O,X,O,X,O,X
SLIOZTJ,X,X,X,X,O,O,O,X
SLIOZJT,O,X,O,X,O,X,O,X
SLJTIZO,O,O,X,X,X,X,X,O
SLJTIOZ,O,O,X,X,X,X,X,O
SLJTZIO,O,O,X,X,X,X,X,O
SLJTZOI,O,O,X,X,X,X,X,O
SLJTOIZ,O,O,X,X,X,X,X,O
SLJTOZI,O,O,X,X,X,X,X,O
SLJITZO,O,O,X,X,X,X,O,O
SLJITOZ,O,O,X,X,X,X,O,O
SLJIZTO,O,O,X,X,X,X,O,O
SLJIZOT,O,O,X,X,X,X,O,O
SLJIOTZ,X,X,X,X,X,X,O,O
SLJIOZT,O,X,X,X,X,X,O,O
SLJZTIO,O,O,X,X,X,X,X,O
SLJZTOI,O,O,X,X,X,X,X,O
SLJZITO,O,O,X,X,X,X,X,O
SLJZIOT,O,O,X,X,X,X,X,O
SLJZOTI,O,O,X,X,X,X,X,O
SLJZOIT,O,O,X,X,X,X,X,O
SLJOTIZ,O,X,X,X,X,X,X,O
SLJOTZI,O,X,X,X,X,X,X,O
SLJOITZ,X,X,X,X,X,X,X,O
SLJOIZT,O,O,X,X,X,X,X,O
SLJOZTI,O,O,X,X,X,X,X,O
SLJOZIT,O,O,X,X,X,X,X,O
SLZTIJO,O,O,X,X,X,X,X,X
SLZTIOJ,O,O,X,X,X,X,X,X
SLZTJIO,O,O,X,X,X,X,X,X
SLZTJOI,O,O,X,X,X,X,X,X
SLZTOIJ,O,O,X,X,X,X,X,X
SLZTOJI,O,O,O,X,X,X,X,X
SLZITJO,O,O,X,X,X,X,O,X
SLZITOJ,O,X,X,X,O,X,O,X
SLZIJTO,O,O,X,X,X,X,O,X
SLZIJOT,O,O,X,X,O,X,O,X
SLZIOTJ,X,X,X,X,O,O,O,X
SLZIOJT,O,O,O,X,O,X,O,X
SLZJTIO,O,O,X,X,X,X,X,X
SLZJTOI,O,O,X,X,X,X,X,X
SLZJITO,O,O,X,X,X,X,X,X
SLZJIOT,O,O,X,X,X,X,X,X
SLZJOTI,O,O,X,X,X,X,X,X
SLZJOIT,O,O,X,X,X,X,X,X
SLZOTIJ,O,X,X,X,X,O,X,X
SLZOTJI,O,X,O,X,X,X,X,X
SLZOITJ,X,X,X,X,X,O,X,X
SLZOIJT,O,O,O,X,X,X,X,X
SLZOJTI,O,O,O,X,X,X,X,X
SLZOJIT,O,O,O,X,X,X,X,X
SLOTIJZ,O,X,X,X,X,X,X,X
SLOTIZJ,O,X,X,X,X,O,X,X
SLOTJIZ,O,X,O,X,X,X,X,X
SLOTJZI,O,X,O,X,X,X,X,X
SLOTZIJ,O,X,X,X,X,O,X,X
SLOTZJI,O,X,O,X,X,X,X,X
SLOITJZ,X,X,X,X,X,X,O,X
SLOITZJ,X,X,X,X,X,O,O,X
SLOIJTZ,X,X,O,X,X,X,O,X
SLOIJZT,O,X,O,X,X,X,O,X
SLOIZTJ,X,X,X,X,X,O,O,X
SLOIZJT,O,X,O,X,X,X,O,X
SLOJTIZ,O,X,O,X,X,X,X,X
SLOJTZI,O,X,O,X,X,X,X,X
SLOJITZ,X,X,O,X,X,X,X,X
SLOJIZT,O,X,O,X,X,X,X,X
SLOJZTI,O,X,O,X,X,X,X,X
SLOJZIT,O,X,O,X,X,X,X,X
SLOZTIJ,O,X,X,X,X,O,X,X
SLOZTJI,O,X,O,X,X,X,X,X
SLOZITJ,X,X,X,X,X,O,X,X
SLOZIJT,O,X,O,X,X,X,X,X
SLOZJTI,O,X,O,X,X,X,X,X
SLOZJIT,O,X,O,X,X,X,X,X
SJTILZO,O,O,X,X,X,X,X,X
SJTILOZ,O,O,X,X,X,X,X,X
SJTIZLO,O,O,X,X,X,X,X,O
SJTIZOL,O,O,X,O,X,X,X,O
SJTIOLZ,X,O,X,O,X,X,X,X
SJTIOZL,X,O,X,O,X,X,X,O
SJTLIZO,O,O,X,X,X,X,X,O
SJTLIOZ,O,O,X,X,X,X,X,O
SJTLZIO,O,O,X,X,X,X,X,O
SJTLZOI,O,O,X,X,X,X,X,O
SJTLOIZ,O,O,X,X,X,X,X,O
SJTLOZI,O,O,X,X,X,X,X,O
SJTZILO,O,O,X,X,X,X,X,O
SJTZIOL,O,O,X,O,X,X,X,O
SJTZLIO,O,O,X,X,X,X,X,O
SJTZLOI,O,O,X,X,X,X,X,O
SJTZOIL,O,O,O,O,X,X,X,O
SJTZOLI,O,O,O,O,X,X,X,O
SJTOILZ,X,O,O,O,X,X,X,X
SJTOIZL,X,O,O,O,X,X,X,O
SJTOLIZ,O,O,O,O,X,X,X,O
SJTOLZI,O,O,O,O,X,X,X,O
SJTOZIL,O,O,O,O,X,X,X,O
SJTOZLI,O,O,O,O,X,X,X,O
SJITLZO,O,O,X,X,X,X,X,X
SJITLOZ,O,O,X,X,X,X,X,X
SJITZLO,O,O,X,X,X,X,X,O
SJITZOL,O,O,X,O,X,X,X,O
SJITOLZ,X,O,X,O,X,X,X,X
SJITOZL,X,O,X,O,X,X,X,O
SJILTZO,O,O,X,X,X,X,X,O
SJILTOZ,O,O,X,X,X,X,X,O
SJILZTO,O,O,X,X,X,X,X,O
SJILZOT,O,O,X,X,O,X,X,O
SJILOTZ,X,X,X,X,O,X,X,O
SJILOZT,O,X,X,X,O,X,X,O
SJIZTLO,O,O,X,X,X,X,X,O
SJIZTOL,O,O,X,O,X,X,X,O
SJIZLTO,O,O,X,X,X,X,X,O
SJIZLOT,O,O,X,X,O,X,X,O
SJIZOTL,O,O,O,O,X,O,X,O
SJIZOLT,O,O,O,O,O,X,X,O
SJIOTLZ,X,O,O,O,X,X,X,X
SJIOTZL,X,O,O,O,X,O,X,O
SJIOLTZ,X,X,O,O,O,X,X,O
SJIOLZT,X,O,O,O,O,X,X,O
SJIOZTL,X,O,O,O,X,O,X,O
SJIOZLT,X,O,O,O,O,X,X,O
SJLTIZO,O,O,X,X,X,X,X,O
SJLTIOZ,O,O,X,X,X,X,X,O
SJLTZIO,O,O,X,X,X,X,X,O
SJLTZOI,O,O,X,X,X,X,X,O
SJLTOIZ,O,O,X,X,X,X,X,O
SJLTOZI,O,O,X,X,X,X,X,O
SJLITZO,O,O,X,X,X,X,O,O
SJLITOZ,O,O,X,X,X,X,O,O
SJLIZTO,O,O,X,X,X,X,O,O
SJLIZOT,O,O,X,X,X,X,O,O
SJLIOTZ,X,X,X,X,X,X,O,O
SJLIOZT,O,X,X,X,X,X,O,O
SJLZTIO,O,O,X,X,X,X,X,O
SJLZTOI,O,O,X,X,X,X,X,O
SJLZITO,O,O,X,X,X,X,X,O
SJLZIOT,O,O,X,X,X,X,X,O
SJLZOTI,O,O,X,X,X,X,X,O
SJLZOIT,O,O,X,X,X,X,X,O
SJLOTIZ,O,X,X,X,X,X,X,O
SJLOTZI,O,X,X,X,X,X,X,O
SJLOITZ,X,X,X,X,X,X,X,O
SJLOIZT,O,O,X,X,X,X,X,O
SJLOZTI,O,O,X,X,X,X,X,O
SJLOZIT,O,O,X,X,X,X,X,O
SJZTILO,O,O,X,X,X,X,X,O
SJZTIOL,O,O,X,O,X,X,X,O
SJZTLIO,O,O,X,X,X,X,X,O
SJZTLOI,O,O,X,X,X,X,X,O
SJZTOIL,O,O,O,O,X,X,X,O
SJZTOLI,O,O,O,O,X,X,X,O
SJZITLO,O,O,X,X,X,X,X,O
SJZITOL,O,O,X,O,X,X,X,O
SJZILTO,O,O,X,X,X,X,X,O
SJZILOT,O,O,X,X,O,X,X,O
SJZIOTL,O,O,O,O,X,O,X,O
SJZIOLT,O,O,O,O,O,X,X,O
SJZLTIO,O,O,X,X,X,X,X,O
SJZLTOI,O,O,X,X,X,X,X,O
SJZLITO,O,O,X,X,X,X,X,O
SJZLIOT,O,O,X,X,X,X,X,O
SJZLOTI,O,O,X,X,X,X,X,O
SJZLOIT,O,O,X,X,X,X,X,O
SJZOTIL,O,O,O,O,X,O,X,O
SJZOTLI,O,O,O,O,X,X,X,O
SJZOITL,O,O,O,O,X,O,X,O
SJZOILT,O,O,O,O,X,X,X,O
SJZOLTI,O,O,O,O,X,X,X,O
SJZOLIT,O,O,O,O,X,X,X,O
SJOTILZ,X,O,O,O,X,X,X,X
SJOTIZL,X,O,O,O,X,O,X,O
SJOTLIZ,O,O,O,O,X,X,X,O
SJOTLZI,O,O,O,O,X,X,X,O
SJOTZIL,O,O,O,O,X,O,X,O
SJOTZLI,O,O,O,O,X,X,X,O
SJOITLZ,X,O,O,O,X,X,X,X
SJOITZL,X,O,O,O,X,O,X,O
SJOILTZ,X,X,O,O,X,X,X,O
SJOILZT,X,O,O,O,X,X,X,O
SJOIZTL,X,O,O,O,X,O,X,O
SJOIZLT,X,O,O,O,X,X,X,O
SJOLTIZ,O,X,O,O,X,X,X,O
SJOLTZI,O,X,O,O,X,X,X,O
SJOLITZ,X,X,O,O,X,X,X,O
SJOLIZT,O,O,O,O,X,X,X,O
SJOLZTI,O,O,O,O,X,X,X,O
SJOLZIT,O,O,O,O,X,X,X,O
SJOZTIL,O,O,O,O,X,O,X,O
SJOZTLI,O,O,O,O,X,X,X,O
SJOZITL,O,O,O,O,X,O,X,O
SJOZILT,O,O,O,O,X,X,X,O
SJOZLTI,O,O,O,O,X,X,X,O
SJOZLIT,O,O,O,O,X,X,X,O
SZTILJO,O,O,X,X,X,X,X,X
SZTILOJ,O,O,X,X,O,X,X,X
SZTIJLO,O,O,X,X,X,X,X,X
SZTIJOL,O,O,X,O,X,X,X,X
SZTIOLJ,O,O,X,X,O,O,X,X
SZTIOJL,O,O,O,X,X,O,X,X
SZTLIJO,O,O,X,X,X,X,X,X
SZTLIOJ,O,O,X,X,X,X,X,X
SZTLJIO,O,O,X,X,X,X,X,X
SZTLJOI,O,O,X,X,X,X,X,X
SZTLOIJ,O,O,X,X,X,X,X,X
SZTLOJI,O,O,O,X,X,X,X,X
SZTJILO,O,O,X,X,X,X,X,X
SZTJIOL,O,O,X,O,X,X,X,X
SZTJLIO,O,O,X,X,X,X,X,X
SZTJLOI,O,O,X,X,X,X,X,X
SZTJOIL,O,O,O,O,X,X,X,X
SZTJOLI,O,O,O,O,X,X,X,X
