sequence,v115@9gA8HeD8DeE8EeF8AeF8Je06IvhFxbBOiBXeBzgBqm?BlqB,v115@9gA8HeD8DeE8EeF8AeF8Je06IvhF6gBxcBXeBThBen?BlqB,v115@9gA8HeD8DeE8EeF8AeF8Je06IvhFFdBXeB5lBOrBzr?BiqB,v115@9gA8HeD8DeE8EeF8AeF8Je06IvhF3cBFeB5lBOsBTr?BiqB,v115@9gA8HeD8DeE8EeF8AeF8Je06IvhFqhBXeBzgBOnBxq?BlqB,v115@9gA8HeD8DeE8EeF8AeF8Je06IvhF1hBXeB5lBOsBTr?BiqB,v115@9gA8HeD8DeE8EeF8AeF8Jel6IvhFTcBXeBRmBclBOn?BCrB,v115@9gA8HeD8DeE8EeF8AeF8Jel6IvhFTcBxdBuqB3rBcq?BisB
ISLTOJZ,O,X,X,X,O,X,O,X
ISLTOZJ,O,O,X,X,O,X,O,X
ISLJTZO,O,O,X,X,X,X,O,X
ISLJTOZ,O,O,X,X,X,X,O,X
ISLJZTO,O,O,X,X,X,X,O,O
ISLJZOT,O,O,X,X,O,X,O,O
ISLJOTZ,X,X,X,X,O,X,O,X
ISLJOZT,O,X,X,X,O,X,O,O
ISLZTJO,O,O,X,X,X,X,O,X
ISLZTOJ,O,X,X,X,O,X,O,X
ISLZJTO,O,O,X,X,X,X,O,X
ISLZJOT,O,O,X,X,O,X,O,X
ISLZOTJ,X,X,X,X,O,O,O,X
ISLZOJT,O,O,O,X,O,X,O,X
ISLOTJZ,X,X,X,X,O,X,O,X
ISLOTZJ,X,X,X,X,O,O,O,X
ISLOJTZ,X,X,O,X,O,X,O,X
ISLOJZT,O,X,O,X,O,X,O,X
ISLOZTJ,X,X,X,X,O,O,O,X
ISLOZJT,O,X,O,X,O,X,O,X
ISJTLZO,O,O,X,X,X,X,X,X
ISJTLOZ,O,O,X,X,X,X,X,X
ISJTZLO,O,O,X,X,X,X,X,O
ISJTZOL,O,O,X,O,X,X,X,O
ISJTOLZ,X,O,X,O,X,X,X,X
ISJTOZL,X,O,X,O,X,X,X,O
ISJLTZO,O,O,X,X,X,X,X,O
ISJLTOZ,O,O,X,X,X,X,X,O
ISJLZTO,O,O,X,X,X,X,X,O
ISJLZOT,O,O,X,X,O,X,X,O
ISJLOTZ,X,X,X,X,O,X,X,O
ISJLOZT,O,X,X,X,O,X,X,O
ISJZTLO,O,O,X,X,X,X,X,O
ISJZTOL,O,O,X,O,X,X,X,O
ISJZLTO,O,O,X,X,X,X,X,O
ISJZLOT,O,O,X,X,O,X,X,O
ISJZOTL,O,O,O,O,X,O,X,O
ISJZOLT,O,O,O,O,O,X,X,O
ISJOTLZ,X,O,O,O,X,X,X,X
ISJOTZL,X,O,O,O,X,O,X,O
ISJOLTZ,X,X,O,O,O,X,X,O
ISJOLZT,X,O,O,O,O,X,X,O
ISJOZTL,X,O,O,O,X,O,X,O
ISJOZLT,X,O,O,O,O,X,X,O
ISZTLJO,O,O,X,X,X,X,X,X
ISZTLOJ,O,O,X,X,O,X,X,X
ISZTJLO,O,O,X,X,X,X,X,X
ISZTJOL,O,O,X,O,X,X,X,X
ISZTOLJ,O,O,X,X,O,O,X,X
ISZTOJL,O,O,O,X,X,O,X,X
ISZLTJO,O,O,X,X,X,X,X,X
ISZLTOJ,O,X,X,X,O,X,X,X
ISZLJTO,O,O,X,X,X,X,X,X
ISZLJOT,O,O,X,X,O,X,X,X
ISZLOTJ,X,X,X,X,O,O,X,X
ISZLOJT,O,O,O,X,O,X,X,X
ISZJTLO,O,O,X,X,X,X,X,O
ISZJTOL,O,O,X,O,X,X,X,O
ISZJLTO,O,O,X,X,X,X,X,O
ISZJLOT,O,O,X,X,O,X,X,O
ISZJOTL,O,O,O,O,X,O,X,O
ISZJOLT,O,O,O,O,O,X,X,O
ISZOTLJ,X,X,X,X,O,O,X,X
ISZOTJL,X,X,O,X,X,O,X,X
ISZOLTJ,X,X,X,X,O,O,X,X
ISZOLJT,O,O,O,X,O,X,X,X
ISZOJTL,O,X,O,O,X,O,X,X
ISZOJLT,O,O,O,O,O,X,X,X
ISOTLJZ,X,X,X,X,O,X,X,X
ISOTLZJ,X,O,X,X,O,O,X,X
ISOTJLZ,X,O,O,X,X,X,X,X
ISOTJZL,X,O,O,X,X,O,X,X
ISOTZLJ,X,O,X,X,O,O,X,X
ISOTZJL,X,O,O,X,X,O,X,X
ISOLTJZ,X,X,X,X,O,X,X,X
ISOLTZJ,X,X,X,X,O,O,X,X
ISOLJTZ,X,X,O,X,O,X,X,X
ISOLJZT,X,X,O,X,O,X,X,X
ISOLZTJ,X,X,X,X,O,O,X,X
ISOLZJT,X,X,O,X,O,X,X,X
ISOJTLZ,X,O,O,O,X,X,X,X
ISOJTZL,X,O,O,O,X,O,X,O
ISOJLTZ,X,X,O,O,O,X,X,X
ISOJLZT,X,X,O,O,O,X,X,O
ISOJZTL,X,X,O,O,X,O,X,O
ISOJZLT,X,O,O,O,O,X,X,O
ISOZTLJ,X,X,X,X,O,O,X,X
ISOZTJL,X,X,O,X,X,O,X,X
ISOZLTJ,X,X,X,X,O,O,X,X
ISOZLJT,X,O,O,X,O,X,X,X
ISOZJTL,X,X,O,O,X,O,X,X
ISOZJLT,X,O,O,O,O,X,X,X
IZTLJSO,O,O,X,X,X,X,X,X
IZTLJOS,O,O,X,O,X,X,X,X
IZTLSJO,O,O,X,X,X,X,X,X
IZTLSOJ,O,O,X,X,O,X,X,X
IZTLOJS,O,O,X,X,O,X,X,X
IZTLOSJ,O,X,X,X,O,X,X,X
IZTJLSO,O,O,X,X,X,X,X,X
IZTJLOS,O,O,X,O,X,X,X,X
IZTJSLO,O,O,X,X,X,X,X,X
IZTJSOL,O,O,X,O,X,X,X,X
IZTJOLS,X,O,X,O,X,X,X,X
IZTJOSL,X,O,X,O,X,X,X,X
IZTSLJO,O,O,X,X,X,X,X,X
IZTSLOJ,O,O,X,X,O,X,X,X
IZTSJLO,O,O,X,X,X,X,X,X
IZTSJOL,O,O,X,O,X,X,X,X
IZTSOLJ,O,O,X,X,O,O,X,X
IZTSOJL,O,O,O,X,X,O,X,X
IZTOLJS,O,O,X,X,O,X,X,X
IZTOLSJ,O,X,X,X,O,O,X,X
IZTOJLS,X,O,O,O,X,X,X,X
IZTOJSL,X,O,O,O,X,O,X,X
IZTOSLJ,O,X,X,X,O,O,X,X
IZTOSJL,O,X,O,X,X,O,X,X
IZLTJSO,O,X,X,X,X,X,X,X
IZLTJOS,O,X,X,O,X,X,X,X
IZLTSJO,O,X,X,X,X,X,X,X
IZLTSOJ,O,X,X,X,O,X,X,X
IZLTOJS,O,X,X,X,O,X,X,X
IZLTOSJ,O,X,X,X,O,X,X,X
IZLJTSO,O,O,X,X,X,X,X,X
IZLJTOS,O,X,X,O,X,X,X,X
IZLJSTO,O,O,X,X,X,X,X,X
IZLJSOT,O,O,X,X,O,X,X,X
IZLJOTS,X,O,X,O,O,X,X,X
IZLJOST,O,O,X,O,O,X,X,X
IZLSTJO,O,O,X,X,X,X,X,X
IZLSTOJ,O,X,X,X,O,X,X,X
IZLSJTO,O,O,X,X,X,X,X,X
IZLSJOT,O,O,X,X,O,X,X,X
IZLSOTJ,X,X,X,X,O,O,X,X
IZLSOJT,O,O,O,X,O,X,X,X
IZLOTJS,X,X,X,X,O,X,X,X
IZLOTSJ,X,X,X,X,O,O,X,X
IZLOJTS,X,X,O,O,O,X,X,X
IZLOJST,O,X,O,O,O,X,X,X
IZLOSTJ,X,X,X,X,O,O,X,X
IZLOSJT,O,X,O,X,O,X,X,X
IZJTLSO,O,O,X,X,X,X,X,X
IZJTLOS,O,O,X,O,X,X,X,X
IZJTSLO,O,O,X,X,X,X,X,X
IZJTSOL,O,O,X,O,X,X,X,X
IZJTOLS,X,O,X,O,X,X,X,X
IZJTOSL,X,O,X,O,X,X,X,X
IZJLTSO,O,O,X,X,X,X,X,X
IZJLTOS,X,X,X,O,X,X,X,X
IZJLSTO,O,O,X,X,X,X,X,X
IZJLSOT,O,O,X,X,O,X,X,X
IZJLOTS,X,O,X,O,O,X,X,X
IZJLOST,O,O,X,O,O,X,X,X
IZJSTLO,O,O,X,X,X,X,X,O
IZJSTOL,O,O,X,O,X,X,X,O
IZJSLTO,O,O,X,X,X,X,X,O
IZJSLOT,O,O,X,X,O,X,X,O
IZJSOTL,O,O,O,O,X,O,X,O
IZJSOLT,O,O,O,O,O,X,X,O
IZJOTLS,X,O,O,O,X,X,X,X
IZJOTSL,X,O,O,O,X,O,X,X
IZJOLTS,X,O,O,O,O,X,X,X
IZJOLST,X,O,O,O,O,X,X,X
IZJOSTL,X,O,O,O,X,O,X,X
IZJOSLT,X,O,O,O,O,X,X,X
IZSTLJO,O,O,X,X,X,X,X,X
IZSTLOJ,O,O,X,X,O,X,X,X
IZSTJLO,O,O,X,X,X,X,X,X
IZSTJOL,O,O,X,O,X,X,X,X
IZSTOLJ,O,O,X,X,O,O,X,X
IZSTOJL,O,O,O,X,X,O,X,X
IZSLTJO,O,O,X,X,X,X,X,X
IZSLTOJ,O,X,X,X,O,X,X,X
IZSLJTO,O,O,X,X,X,X,X,X
IZSLJOT,O,O,X,X,O,X,X,X
IZSLOTJ,X,X,X,X,O,O,X,X
IZSLOJT,O,O,O,X,O,X,X,X
IZSJTLO,O,O,X,X,X,X,X,O
IZSJTOL,O,O,X,O,X,X,X,O
IZSJLTO,O,O,X,X,X,X,X,O
IZSJLOT,O,O,X,X,O,X,X,O
IZSJOTL,O,O,O,O,X,O,X,O
IZSJOLT,O,O,O,O,O,X,X,O
IZSOTLJ,X,X,X,X,O,O,X,X
IZSOTJL,X,X,O,X,X,O,X,X
IZSOLTJ,X,X,X,X,O,O,X,X
IZSOLJT,O,O,O,X,O,X,X,X
IZSOJTL,O,X,O,O,X,O,X,X
IZSOJLT,O,O,O,O,O,X,X,X
IZOTLJS,O,X,X,X,O,X,X,X
IZOTLSJ,O,X,X,X,O,O,X,X
IZOTJLS,X,X,O,O,X,X,X,X
IZOTJSL,X,X,O,O,X,O,X,X
IZOTSLJ,O,X,X,X,O,O,X,X
IZOTSJL,O,X,O,X,X,O,X,X
IZOLTJS,X,X,X,X,O,X,X,X
IZOLTSJ,X,X,X,X,O,O,X,X
IZOLJTS,X,X,O,O,O,X,X,X
IZOLJST,O,X,O,O,O,X,X,X
IZOLSTJ,X,X,X,X,O,O,X,X
IZOLSJT,O,X,O,X,O,X,X,X
IZOJTLS,X,X,O,O,X,X,X,X
IZOJTSL,X,X,O,O,X,O,X,X
IZOJLTS,X,X,O,O,O,X,X,X
IZOJLST,X,X,O,O,O,X,X,X
IZOJSTL,X,X,O,O,X,O,X,X
IZOJSLT,X,X,O,O,O,X,X,X
IZOSTLJ,X,X,X,X,O,O,X,X
IZOSTJL,X,X,O,X,X,O,X,X
IZOSLTJ,X,X,X,X,O,O,X,X
IZOSLJT,O,X,O,X,O,X,X,X
IZOSJTL,O,X,O,O,X,O,X,X
IZOSJLT,O,X,O,O,O,X,X,X
IOTLJSZ,X,X,X,X,O,X,X,X
IOTLJZS,X,X,X,X,O,X,X,X
IOTLSJZ,X,X,X,X,O,X,X,X
IOTLSZJ,X,X,X,X,O,O,X,X
IOTLZJS,X,X,X,X,O,X,X,X
IOTLZSJ,X,X,X,X,O,O,X,X
IOTJLSZ,X,X,O,O,X,X,X,X
IOTJLZS,X,X,O,O,X,X,X,X
IOTJSLZ,X,X,O,O,X,X,X,X
IOTJSZL,X,X,O,O,X,O,X,X
IOTJZLS,X,X,O,O,X,X,X,X
IOTJZSL,X,X,O,O,X,O,X,X
IOTSLJZ,X,X,X,X,O,X,X,X
IOTSLZJ,X,X,X,X,O,O,X,X
IOTSJLZ,X,X,O,X,X,X,X,X
IOTSJZL,X,X,O,X,X,O,X,X
IOTSZLJ,X,X,X,X,O,O,X,X
IOTSZJL,X,X,O,X,X,O,X,X
IOTZLJS,X,X,X,X,O,X,X,X
IOTZLSJ,X,X,X,X,O,O,X,X
IOTZJLS,X,X,O,O,X,X,X,X
IOTZJSL,X,X,O,O,X,O,X,X
IOTZSLJ,X,X,X,X,O,O,X,X
IOTZSJL,X,X,O,X,X,O,X,X
IOLTJSZ,X,X,X,X,O,X,X,X
IOLTJZS,X,X,X,X,O,X,X,X
IOLTSJZ,X,X,X,X,O,X,X,X
IOLTSZJ,X,X,X,X,O,O,X,X
IOLTZJS,X,X,X,X,O,X,X,X
IOLTZSJ,X,X,X,X,O,O,X,X
IOLJTSZ,X,X,O,O,O,X,X,X
IOLJTZS,X,X,O,O,O,X,X,X
IOLJSTZ,X,X,O,O,O,X,X,X
IOLJSZT,X,X,O,O,O,X,X,X
IOLJZTS,X,X,O,O,O,X,X,X
IOLJZST,X,X,O,O,O,X,X,X
IOLSTJZ,X,X,X,X,O,X,X,X
IOLSTZJ,X,X,X,X,O,O,X,X
IOLSJTZ,X,X,O,X,O,X,X,X
IOLSJZT,X,X,O,X,O,X,X,X
IOLSZTJ,X,X,X,X,O,O,X,X
IOLSZJT,X,X,O,X,O,X,X,X
IOLZTJS,X,X,X,X,O,X,X,X
IOLZTSJ,X,X,X,X,O,O,X,X
IOLZJTS,X,X,O,O,O,X,X,X
IOLZJST,X,X,O,O,O,X,X,X
IOLZSTJ,X,X,X,X,O,O,X,X
IOLZSJT,X,X,O,X,O,X,X,X
IOJTLSZ,X,X,O,O,X,X,X,X
IOJTLZS,X,X,O,O,X,X,X,X
IOJTSLZ,X,X,O,O,X,X,X,X
IOJTSZL,X,X,O,O,X,O,X,X
IOJTZLS,X,X,O,O,X,X,X,X
IOJTZSL,X,X,O,O,X,O,X,X
IOJLTSZ,X,X,O,O,O,X,X,X
IOJLTZS,X,X,O,O,O,X,X,X
IOJLSTZ,X,X,O,O,O,X,X,X
IOJLSZT,X,X,O,O,O,X,X,X
IOJLZTS,X,X,O,O,O,X,X,X
IOJLZST,X,X,O,O,O,X,X,X
IOJSTLZ,X,X,O,O,X,X,X,X
IOJSTZL,X,X,O,O,X,O,X,O
IOJSLTZ,X,X,O,O,O,X,X,X
IOJSLZT,X,X,O,O,O,X,X,O
IOJSZTL,X,X,O,O,X,O,X,O
IOJSZLT,X,X,O,O,O,X,X,O
IOJZTLS,X,X,O,O,X,X,X,X
IOJZTSL,X,X,O,O,X,O,X,X
IOJZLTS,X,X,O,O,O,X,X,X
IOJZLST,X,X,O,O,O,X,X,X
IOJZSTL,X,X,O,O,X,O,X,X
IOJZSLT,X,X,O,O,O,X,X,X
IOSTLJZ,X,X,X,X,O,X,X,X
IOSTLZJ,X,X,X,X,O,O,X,X
IOSTJLZ,X,X,O,X,X,X,X,X
IOSTJZL,X,X,O,X,X,O,X,X
IOSTZLJ,X,X,X,X,O,O,X,X
IOSTZJL,X,X,O,X,X,O,X,X
IOSLTJZ,X,X,X,X,O,X,X,X
IOSLTZJ,X,X,X,X,O,O,X,X
IOSLJTZ,X,X,O,X,O,X,X,X
IOSLJZT,X,X,O,X,O,X,X,X
IOSLZTJ,X,X,X,X,O,O,X,X
IOSLZJT,X,X,O,X,O,X,X,X
IOSJTLZ,X,X,O,O,X,X,X,X
IOSJTZL,X,X,O,O,X,O,X,O
IOSJLTZ,X,X,O,O,O,X,X,X
IOSJLZT,X,X,O,O,O,X,X,O
IOSJZTL,X,X,O,O,X,O,X,O
IOSJZLT,X,X,O,O,O,X,X,O
IOSZTLJ,X,X,X,X,O,O,X,X
IOSZTJL,X,X,O,X,X,O,X,X
IOSZLTJ,X,X,X,X,O,O,X,X
IOSZLJT,X,X,O,X,O,X,X,X
IOSZJTL,X,X,O,O,X,O,X,X
IOSZJLT,X,X,O,O,O,X,X,X
IOZTLJS,X,X,X,X,O,X,X,X
IOZTLSJ,X,X,X,X,O,O,X,X
IOZTJLS,X,X,O,O,X,X,X,X
IOZTJSL,X,X,O,O,X,O,X,X
IOZTSLJ,X,X,X,X,O,O,X,X
IOZTSJL,X,X,O,X,X,O,X,X
IOZLTJS,X,X,X,X,O,X,X,X
IOZLTSJ,X,X,X,X,O,O,X,X
IOZLJTS,X,X,O,O,O,X,X,X
IOZLJST,X,X,O,O,O,X,X,X
IOZLSTJ,X,X,X,X,O,O,X,X
IOZLSJT,X,X,O,X,O,X,X,X
IOZJTLS,X,X,O,O,X,X,X,X
IOZJTSL,X,X,O,O,X,O,X,X
IOZJLTS,X,X,O,O,O,X,X,X
IOZJLST,X,X,O,O,O,X,X,X
IOZJSTL,X,X,O,O,X,O,X,X
IOZJSLT,X,X,O,O,O,X,X,X
IOZSTLJ,X,X,X,X,O,O,X,X
IOZSTJL,X,X,O,X,X,O,X,X
IOZSLTJ,X,X,X,X,O,O,X,X
IOZSLJT,X,X,O,X,O,X,X,X
IOZSJTL,X,X,O,O,X,O,X,X
IOZSJLT,X,X,O,O,O,X,X,X
LTIJSZO,O,O,X,X,X,X,O,X
LTIJSOZ,O,O,X,X,X,X,O,X
LTIJZSO,O,O,X,X,X,X,O,X
LTIJZOS,O,O,X,O,X,X,O,X
LTIJOSZ,O,O,X,O,X,X,O,X
LTIJOZS,O,O,X,O,X,X,O,X
LTISJZO,O,O,X,X,X,X,O,X
LTISJOZ,O,O,X,X,X,X,O,X
LTISZJO,O,O,X,X,X,X,O,X
LTISZOJ,O,O,X,X,X,X,O,X
LTISOJZ,O,X,X,X,X,X,O,X
LTISOZJ,O,O,X,X,X,X,O,X
LTIZJSO,O,O,X,X,X,X,O,X
LTIZJOS,O,O,X,O,X,X,O,X
LTIZSJO,O,O,X,X,X,X,O,X
LTIZSOJ,O,O,X,X,X,X,O,X
LTIZOJS,O,O,X,X,X,X,O,X
LTIZOSJ,O,X,X,X,X,X,O,X
LTIOJSZ,O,O,X,X,X,X,O,X
LTIOJZS,O,O,X,X,X,X,O,X
LTIOSJZ,O,X,X,X,X,X,O,X
LTIOSZJ,O,X,X,X,X,X,O,X
LTIOZJS,O,O,X,X,X,X,O,X
LTIOZSJ,O,X,X,X,X,X,O,X
LTJISZO,O,O,X,X,X,X,X,X
LTJISOZ,O,O,X,X,X,X,X,X
LTJIZSO,O,O,X,X,X,X,X,X
LTJIZOS,O,O,X,O,X,X,X,X
LTJIOSZ,O,O,X,O,X,X,X,X
LTJIOZS,O,O,X,O,X,X,X,X
LTJSIZO,O,O,X,X,X,X,X,X
LTJSIOZ,O,O,X,X,X,X,X,X
LTJSZIO,O,O,X,X,X,X,X,X
LTJSZOI,O,O,X,X,X,X,X,X
LTJSOIZ,O,O,X,X,X,X,X,X
LTJSOZI,O,O,X,X,X,X,X,X
LTJZISO,O,O,X,X,X,X,X,X
LTJZIOS,O,O,X,O,X,X,X,X
LTJZSIO,O,O,X,X,X,X,X,X
LTJZSOI,O,O,X,X,X,X,X,X
LTJZOIS,O,O,X,O,X,X,X,X
LTJZOSI,O,O,X,O,X,X,X,X
LTJOISZ,O,O,X,O,X,X,X,X
LTJOIZS,O,O,X,O,X,X,X,X
LTJOSIZ,O,O,X,O,X,X,X,X
LTJOSZI,O,O,X,O,X,X,X,X
LTJOZIS,O,O,X,O,X,X,X,X
LTJOZSI,O,O,X,O,X,X,X,X
LTSIJZO,O,O,X,X,X,X,O,X
LTSIJOZ,O,O,X,X,X,X,O,X
LTSIZJO,O,O,X,X,X,X,O,X
LTSIZOJ,O,O,X,X,X,X,O,X
LTSIOJZ,O,X,X,X,X,X,O,X
LTSIOZJ,O,O,X,X,X,X,O,X
LTSJIZO,O,O,X,X,X,X,X,X
LTSJIOZ,O,O,X,X,X,X,X,X
LTSJZIO,O,O,X,X,X,X,X,X
LTSJZOI,O,O,X,X,X,X,X,X
LTSJOIZ,O,O,X,X,X,X,X,X
LTSJOZI,O,O,X,X,X,X,X,X
LTSZIJO,O,O,X,X,X,X,X,X
LTSZIOJ,O,O,X,X,X,X,X,X
LTSZJIO,O,O,X,X,X,X,X,X
LTSZJOI,O,O,X,X,X,X,X,X
LTSZOIJ,O,O,X,X,X,X,X,X
LTSZOJI,O,O,X,X,X,X,X,X
LTSOIJZ,O,X,X,X,X,X,X,X
LTSOIZJ,O,O,X,X,X,X,X,X
LTSOJIZ,O,O,X,X,X,X,X,X
LTSOJZI,O,O,X,X,X,X,X,X
LTSOZIJ,O,O,X,X,X,X,X,X
LTSOZJI,O,O,X,X,X,X,X,X
LTZIJSO,O,O,X,X,X,X,X,X
LTZIJOS,O,O,X,O,X,X,X,X
LTZISJO,O,O,X,X,X,X,X,X
LTZISOJ,O,O,X,X,X,X,X,X
LTZIOJS,O,O,X,X,X,X,X,X
LTZIOSJ,O,X,X,X,X,X,X,X
LTZJISO,O,O,X,X,X,X,X,X
LTZJIOS,O,O,X,O,X,X,X,X
LTZJSIO,O,O,X,X,X,X,X,X
LTZJSOI,O,O,X,X,X,X,X,X
LTZJOIS,O,O,X,O,X,X,X,X
LTZJOSI,O,O,X,O,X,X,X,X
LTZSIJO,O,O,X,X,X,X,X,X
LTZSIOJ,O,O,X,X,X,X,X,X
LTZSJIO,O,O,X,X,X,X,X,X
LTZSJOI,O,O,X,X,X,X,X,X
LTZSOIJ,O,O,X,X,X,X,X,X
LTZSOJI,O,O,X,X,X,X,X,X
LTZOIJS,O,O,X,X,X,X,X,X
LTZOISJ,O,X,X,X,X,X,X,X
LTZOJIS,O,O,X,X,X,X,X,X
LTZOJSI,O,O,X,X,X,X,X,X
LTZOSIJ,O,O,X,X,X,X,X,X
LTZOSJI,O,O,X,X,X,X,X,X
LTOIJSZ,O,O,X,X,X,X,X,X
LTOIJZS,O,O,X,X,X,X,X,X
LTOISJZ,O,X,X,X,X,X,X,X
LTOISZJ,O,X,X,X,X,X,X,X
LTOIZJS,O,O,X,X,X,X,X,X
LTOIZSJ,O,X,X,X,X,X,X,X
LTOJISZ,O,O,X,X,X,X,X,X
LTOJIZS,O,O,X,X,X,X,X,X
LTOJSIZ,O,O,X,X,X,X,X,X
LTOJSZI,O,O,X,X,X,X,X,X
LTOJZIS,O,O,X,X,X,X,X,X
LTOJZSI,O,O,X,X,X,X,X,X
LTOSIJZ,O,X,X,X,X,X,X,X
LTOSIZJ,O,O,X,X,X,X,X,X
LTOSJIZ,O,O,X,X,X,X,X,X
LTOSJZI,O,O,X,X,X,X,X,X
LTOSZIJ,O,O,X,X,X,X,X,X
LTOSZJI,O,O,X,X,X,X,X,X
LTOZIJS,O,O,X,X,X,X,X,X
LTOZISJ,O,X,X,X,X,X,X,X
LTOZJIS,O,O,X,X,X,X,X,X
LTOZJSI,O,O,X,X,X,X,X,X
LTOZSIJ,O,O,X,X,X,X,X,X
LTOZSJI,O,O,X,X,X,X,X,X
LITJSZO,O,X,X,X,X,X,O,X
LITJSOZ,O,X,X,X,X,X,O,X
LITJZSO,O,X,X,X,X,X,O,X
LITJZOS,O,X,X,O,X,X,O,X
LITJOSZ,O,X,X,O,X,X,O,X
LITJOZS,O,X,X,O,X,X,O,X
LITSJZO,O,X,X,X,X,X,O,X
LITSJOZ,O,X,X,X,X,X,O,X
LITSZJO,O,X,X,X,X,X,O,X
LITSZOJ,O,X,X,X,O,X,O,X
LITSOJZ,O,X,X,X,O,X,O,X
LITSOZJ,O,X,X,X,O,X,O,X
LITZJSO,O,X,X,X,X,X,O,X
LITZJOS,O,X,X,O,X,X,O,X
LITZSJO,O,X,X,X,X,X,O,X
LITZSOJ,O,X,X,X,O,X,O,X
LITZOJS,O,X,X,X,O,X,O,X
LITZOSJ,O,X,X,X,O,X,O,X
LITOJSZ,O,X,X,X,O,X,O,X
LITOJZS,O,X,X,X,O,X,O,X
LITOSJZ,O,X,X,X,O,X,O,X
LITOSZJ,O,X,X,X,O,X,O,X
LITOZJS,O,X,X,X,O,X,O,X
LITOZSJ,O,X,X,X,O,X,O,X
LIJTSZO,O,X,X,X,X,X,O,X
LIJTSOZ,O,X,X,X,X,X,O,X
LIJTZSO,O,X,X,X,X,X,O,X
LIJTZOS,O,X,X,O,X,X,O,X
LIJTOSZ,O,X,X,O,X,X,O,X
LIJTOZS,O,X,X,O,X,X,O,X
LIJSTZO,O,X,X,X,X,X,O,X
LIJSTOZ,O,X,X,X,X,X,O,X
LIJSZTO,O,X,X,X,X,X,O,O
LIJSZOT,O,X,X,X,O,X,O,O
LIJSOTZ,X,X,X,X,O,X,O,X
LIJSOZT,O,X,X,X,O,X,O,O
LIJZTSO,O,X,X,X,X,X,O,X
LIJZTOS,O,X,X,O,X,X,O,X
LIJZSTO,O,X,X,X,X,X,O,X
LIJZSOT,O,X,X,X,O,X,O,X
LIJZOTS,X,X,X,O,O,X,O,X
LIJZOST,O,X,X,O,O,X,O,X
LIJOTSZ,X,X,X,O,O,X,O,X
LIJOTZS,X,X,X,O,O,X,O,X
LIJOSTZ,X,X,X,O,O,X,O,X
LIJOSZT,O,X,X,O,O,X,O,X
LIJOZTS,X,X,X,O,O,X,O,X
LIJOZST,O,X,X,O,O,X,O,X
LISTJZO,O,X,X,X,X,X,O,X
LISTJOZ,O,X,X,X,X,X,O,X
LISTZJO,O,X,X,X,X,X,O,X
LISTZOJ,O,X,X,X,O,X,O,X
LISTOJZ,O,X,X,X,O,X,O,X
LISTOZJ,O,X,X,X,O,X,O,X
LISJTZO,O,X,X,X,X,X,O,X
LISJTOZ,O,X,X,X,X,X,O,X
LISJZTO,O,X,X,X,X,X,O,O
LISJZOT,O,X,X,X,O,X,O,O
LISJOTZ,X,X,X,X,O,X,O,X
LISJOZT,O,X,X,X,O,X,O,O
LISZTJO,O,X,X,X,X,X,O,X
LISZTOJ,O,X,X,X,O,X,O,X
LISZJTO,O,X,X,X,X,X,O,X
LISZJOT,O,X,X,X,O,X,O,X
LISZOTJ,X,X,X,X,O,O,O,X
LISZOJT,O,X,O,X,O,X,O,X
LISOTJZ,X,X,X,X,O,X,O,X
LISOTZJ,X,X,X,X,O,O,O,X
LISOJTZ,X,X,O,X,O,X,O,X
LISOJZT,O,X,O,X,O,X,O,X
LISOZTJ,X,X,X,X,O,O,O,X
LISOZJT,O,X,O,X,O,X,O,X
LIZTJSO,O,X,X,X,X,X,O,X
LIZTJOS,O,X,X,O,X,X,O,X
LIZTSJO,O,X,X,X,X,X,O,X
LIZTSOJ,O,X,X,X,O,X,O,X
LIZTOJS,O,X,X,X,O,X,O,X
LIZTOSJ,O,X,X,X,O,X,O,X
LIZJTSO,O,X,X,X,X,X,O,X
LIZJTOS,O,X,X,O,X,X,O,X
LIZJSTO,O,X,X,X,X,X,O,X
LIZJSOT,O,X,X,X,O,X,O,X
LIZJOTS,X,X,X,O,O,X,O,X
LIZJOST,O,X,X,O,O,X,O,X
LIZSTJO,O,X,X,X,X,X,O,X
LIZSTOJ,O,X,X,X,O,X,O,X
LIZSJTO,O,X,X,X,X,X,O,X
LIZSJOT,O,X,X,X,O,X,O,X
LIZSOTJ,X,X,X,X,O,O,O,X
LIZSOJT,O,X,O,X,O,X,O,X
LIZOTJS,X,X,X,X,O,X,O,X
LIZOTSJ,X,X,X,X,O,O,O,X
LIZOJTS,X,X,O,O,O,X,O,X
LIZOJST,O,X,O,O,O,X,O,X
LIZOSTJ,X,X,X,X,O,O,O,X
LIZOSJT,O,X,O,X,O,X,O,X
LIOTJSZ,X,X,X,X,O,X,O,X
LIOTJZS,X,X,X,X,O,X,O,X
LIOTSJZ,X,X,X,X,O,X,O,X
LIOTSZJ,X,X,X,X,O,O,O,X
LIOTZJS,X,X,X,X,O,X,O,X
LIOTZSJ,X,X,X,X,O,O,O,X
LIOJTSZ,X,X,O,O,O,X,O,X
LIOJTZS,X,X,O,O,O,X,O,X
LIOJSTZ,X,X,O,O,O,X,O,X
LIOJSZT,O,X,O,O,O,X,O,X
LIOJZTS,X,X,O,O,O,X,O,X
LIOJZST,O,X,O,O,O,X,O,X
LIOSTJZ,X,X,X,X,O,X,O,X
