sequence,v115@EhB8IeA8IeA8AeC8AeE8Kei/IvhFzgBUiB5oB3kBWs?BlqB,v115@EhB8IeA8IeA8AeC8AeE8KeOEJvhF8kBzgBqmB/nB5o?BlqB,v115@EhB8IeA8IeA8AeC8AeE8Kei/IvhF3gBumB5oB1pB8q?BTsB,v115@EhB8IeA8IeA8AeC8AeE8Kel/IvhF3gBzhB5oB2pB8q?BSxB,v115@EhB8IeA8IeA8AeC8AeE8Kem/IvhFChB/nB5oBTkB0m?BlqB,v115@EhB8IeA8IeA8AeC8AeE8Ke0/IvhFlgB3hB5oB2pBTn?BCrB,v115@EhB8IeA8IeA8AeC8AeE8KeKEJvhFzfBWmB/nB5oB0m?BlqB,v115@EhB8IeA8IeA8AeC8AeE8KeKEJvhFflBlgBumB5oB8q?BTsB
ZLSOITJ,X,O,O,O,X,X,O,O
ZLSOIJT,X,O,O,O,X,X,X,O
ZLSOJTI,X,O,O,O,X,X,X,O
ZLSOJIT,X,O,O,O,X,X,X,O
ZLOTIJS,X,X,O,O,X,X,O,O
ZLOTISJ,X,X,O,O,X,X,O,O
ZLOTJIS,X,X,O,O,X,X,O,O
ZLOTJSI,X,X,O,O,X,X,O,O
ZLOTSIJ,X,X,O,O,X,X,O,O
ZLOTSJI,X,X,O,O,X,X,O,O
ZLOITJS,X,X,O,O,X,X,O,O
ZLOITSJ,X,X,O,O,X,X,O,O
ZLOIJTS,X,X,O,O,X,X,X,O
ZLOIJST,X,X,O,O,X,X,X,O
ZLOISTJ,X,X,O,O,X,X,O,O
ZLOISJT,X,X,O,O,X,X,X,O
ZLOJTIS,X,X,O,O,X,X,X,O
ZLOJTSI,X,X,O,O,X,X,X,O
ZLOJITS,X,X,O,O,X,X,X,O
ZLOJIST,X,X,O,O,X,X,X,O
ZLOJSTI,X,X,O,O,X,X,X,O
ZLOJSIT,X,X,O,O,X,X,X,O
ZLOSTIJ,X,X,O,O,X,X,O,O
ZLOSTJI,X,X,O,O,X,X,O,O
ZLOSITJ,X,X,O,O,X,X,O,O
ZLOSIJT,X,X,O,O,X,X,X,O
ZLOSJTI,X,X,O,O,X,X,X,O
ZLOSJIT,X,X,O,O,X,X,X,O
ZJTILSO,O,O,O,O,X,O,X,O
ZJTILOS,O,X,O,O,X,O,X,X
ZJTISLO,O,O,O,O,X,O,X,X
ZJTISOL,O,O,O,O,X,O,X,X
ZJTIOLS,O,X,O,O,X,O,X,X
ZJTIOSL,O,O,O,O,X,O,X,X
ZJTLISO,O,O,O,O,X,O,X,O
ZJTLIOS,O,X,O,O,X,O,X,X
ZJTLSIO,O,O,O,O,X,O,X,O
ZJTLSOI,O,O,O,O,X,O,X,O
ZJTLOIS,O,X,O,O,X,O,X,X
ZJTLOSI,O,X,O,O,X,O,X,X
ZJTSILO,O,O,O,O,X,O,X,X
ZJTSIOL,O,O,O,O,X,O,X,X
ZJTSLIO,O,O,O,O,X,O,X,X
ZJTSLOI,O,O,O,O,X,O,X,X
ZJTSOIL,O,O,O,O,X,O,X,X
ZJTSOLI,O,O,O,O,X,O,X,X
ZJTOILS,O,X,O,O,X,O,X,X
ZJTOISL,O,O,O,O,X,O,X,X
ZJTOLIS,O,X,O,O,X,O,X,X
ZJTOLSI,O,X,O,O,X,O,X,X
ZJTOSIL,O,O,O,O,X,O,X,X
ZJTOSLI,O,O,O,O,X,O,X,X
ZJITLSO,O,O,O,O,X,O,X,O
ZJITLOS,O,X,O,O,X,O,X,X
ZJITSLO,O,O,O,O,X,O,X,X
ZJITSOL,O,O,O,O,X,O,X,X
ZJITOLS,O,X,O,O,X,O,X,X
ZJITOSL,O,O,O,O,X,O,X,X
ZJILTSO,O,O,O,O,X,O,X,O
ZJILTOS,O,X,O,O,X,O,X,X
ZJILSTO,O,O,O,O,X,O,X,O
ZJILSOT,O,O,X,O,X,O,X,O
ZJILOTS,X,X,X,O,X,O,X,O
ZJILOST,X,X,X,O,X,O,X,O
ZJISTLO,O,O,O,O,X,O,X,X
ZJISTOL,O,O,O,O,X,O,X,X
ZJISLTO,O,O,O,O,X,O,X,O
ZJISLOT,O,O,X,O,X,O,X,O
ZJISOTL,O,O,O,O,X,O,X,X
ZJISOLT,O,O,O,O,X,O,X,X
ZJIOTLS,O,X,O,O,X,O,X,O
ZJIOTSL,O,O,O,O,X,O,X,X
ZJIOLTS,X,X,O,O,X,O,X,O
ZJIOLST,X,X,O,O,X,O,X,O
ZJIOSTL,O,O,O,O,X,O,X,X
ZJIOSLT,O,O,O,O,X,O,X,O
ZJLTISO,O,O,O,O,X,O,X,O
ZJLTIOS,O,X,O,O,X,O,X,X
ZJLTSIO,O,O,O,O,X,O,X,O
ZJLTSOI,O,O,O,O,X,O,X,O
ZJLTOIS,O,X,O,O,X,O,X,X
ZJLTOSI,O,X,O,O,X,O,X,X
ZJLITSO,O,O,O,O,X,O,X,O
ZJLITOS,O,X,O,O,X,O,X,X
ZJLISTO,O,O,O,O,X,O,X,O
ZJLISOT,O,O,X,O,X,O,X,O
ZJLIOTS,X,X,X,O,X,O,X,O
ZJLIOST,X,X,X,O,X,O,X,O
ZJLSTIO,O,O,O,O,X,O,X,O
ZJLSTOI,O,O,O,O,X,O,X,O
ZJLSITO,O,O,O,O,X,O,X,O
ZJLSIOT,O,O,X,O,X,O,X,O
ZJLSOTI,O,O,X,O,X,O,X,O
ZJLSOIT,O,O,X,O,X,O,X,O
ZJLOTIS,X,X,X,O,X,O,X,O
ZJLOTSI,X,X,X,O,X,O,X,O
ZJLOITS,X,X,X,O,X,O,X,O
ZJLOIST,X,X,X,O,X,O,X,O
ZJLOSTI,X,X,X,O,X,O,X,O
ZJLOSIT,X,X,X,O,X,O,X,O
ZJSTILO,O,O,O,O,X,O,X,X
ZJSTIOL,O,O,O,O,X,O,X,X
ZJSTLIO,O,O,O,O,X,O,X,X
ZJSTLOI,O,O,O,O,X,O,X,X
ZJSTOIL,O,O,O,O,X,O,X,X
ZJSTOLI,O,O,O,O,X,O,X,X
ZJSITLO,O,O,O,O,X,O,X,X
ZJSITOL,O,O,O,O,X,O,X,X
ZJSILTO,O,O,O,O,X,O,X,O
ZJSILOT,O,O,X,O,X,O,X,O
ZJSIOTL,O,O,O,O,X,O,X,X
ZJSIOLT,O,O,O,O,X,O,X,X
ZJSLTIO,O,O,O,O,X,O,X,O
ZJSLTOI,O,O,O,O,X,O,X,O
ZJSLITO,O,O,O,O,X,O,X,O
ZJSLIOT,O,O,X,O,X,O,X,O
ZJSLOTI,O,O,X,O,X,O,X,O
ZJSLOIT,O,O,X,O,X,O,X,O
ZJSOTIL,O,O,O,O,X,O,X,X
ZJSOTLI,O,O,O,O,X,O,X,X
ZJSOITL,O,O,O,O,X,O,X,X
ZJSOILT,O,O,O,O,X,O,X,X
ZJSOLTI,O,O,O,O,X,O,X,X
ZJSOLIT,O,O,O,O,X,O,X,X
ZJOTILS,O,X,O,O,X,O,X,O
ZJOTISL,O,O,O,O,X,O,X,X
ZJOTLIS,O,X,O,O,X,O,X,O
ZJOTLSI,O,X,O,O,X,O,X,O
ZJOTSIL,O,O,O,O,X,O,X,X
ZJOTSLI,O,O,O,O,X,O,X,X
ZJOITLS,O,X,O,O,X,O,X,O
ZJOITSL,O,O,O,O,X,O,X,X
ZJOILTS,X,X,O,O,X,O,X,O
ZJOILST,X,X,O,O,X,O,X,O
ZJOISTL,O,O,O,O,X,O,X,X
ZJOISLT,O,O,O,O,X,O,X,O
ZJOLTIS,X,X,O,O,X,O,X,O
ZJOLTSI,X,X,O,O,X,O,X,O
ZJOLITS,X,X,O,O,X,O,X,O
ZJOLIST,X,X,O,O,X,O,X,O
ZJOLSTI,X,X,O,O,X,O,X,O
ZJOLSIT,X,X,O,O,X,O,X,O
ZJOSTIL,O,O,O,O,X,O,X,X
ZJOSTLI,O,O,O,O,X,O,X,X
ZJOSITL,O,O,O,O,X,O,X,X
ZJOSILT,O,O,O,O,X,O,X,O
ZJOSLTI,O,O,O,O,X,O,X,O
ZJOSLIT,O,O,O,O,X,O,X,O
ZSTILJO,O,O,O,O,O,X,O,X
ZSTILOJ,O,O,O,O,O,X,O,X
ZSTIJLO,O,O,O,O,O,X,O,X
ZSTIJOL,O,O,O,O,O,X,X,X
ZSTIOLJ,O,O,O,O,O,X,X,X
ZSTIOJL,O,O,O,X,O,X,X,X
ZSTLIJO,O,O,O,O,O,X,O,X
ZSTLIOJ,O,O,O,O,O,X,O,X
ZSTLJIO,O,O,O,O,O,X,O,X
ZSTLJOI,O,O,O,O,O,X,O,X
ZSTLOIJ,O,O,O,O,O,X,O,X
ZSTLOJI,O,O,O,O,O,X,O,X
ZSTJILO,O,O,O,O,O,X,O,X
ZSTJIOL,O,O,O,O,O,X,X,X
ZSTJLIO,O,O,O,O,O,X,O,X
ZSTJLOI,O,O,O,O,O,X,O,X
ZSTJOIL,O,O,O,O,O,X,X,X
ZSTJOLI,O,O,O,O,O,X,X,X
ZSTOILJ,O,O,O,O,O,X,X,X
ZSTOIJL,O,O,O,X,O,X,X,X
ZSTOLIJ,O,O,O,O,O,X,X,X
ZSTOLJI,O,O,O,O,O,X,X,X
ZSTOJIL,O,O,O,X,O,X,X,X
ZSTOJLI,O,O,O,X,O,X,X,X
ZSITLJO,O,O,O,O,O,X,O,X
ZSITLOJ,O,O,O,O,O,X,O,X
ZSITJLO,O,O,O,O,O,X,O,X
ZSITJOL,O,O,O,O,O,X,X,X
ZSITOLJ,O,O,O,O,O,X,X,X
ZSITOJL,O,O,O,X,O,X,X,X
ZSILTJO,O,O,O,O,O,X,O,O
ZSILTOJ,O,O,O,O,O,X,O,O
ZSILJTO,O,O,O,O,X,X,X,O
ZSILJOT,O,O,X,O,O,X,X,O
ZSILOTJ,X,O,O,O,O,X,O,O
ZSILOJT,X,O,O,O,O,X,X,O
ZSIJTLO,O,O,O,O,O,X,X,X
ZSIJTOL,O,O,O,O,O,X,X,X
ZSIJLTO,O,O,O,O,X,X,X,O
ZSIJLOT,O,O,X,O,O,X,X,O
ZSIJOTL,O,O,O,O,O,X,X,X
ZSIJOLT,O,O,O,O,O,X,X,X
ZSIOTLJ,X,O,O,O,O,X,X,X
ZSIOTJL,X,O,O,X,O,X,X,X
ZSIOLTJ,X,O,O,O,O,X,X,O
ZSIOLJT,X,O,O,O,O,X,X,O
ZSIOJTL,X,O,O,O,O,X,X,X
ZSIOJLT,X,O,O,O,O,X,X,O
ZSLTIJO,O,O,O,O,O,X,O,O
ZSLTIOJ,O,O,O,O,O,X,O,O
ZSLTJIO,O,O,O,O,O,X,O,O
ZSLTJOI,O,O,O,O,O,X,O,O
ZSLTOIJ,O,O,O,O,O,X,O,O
ZSLTOJI,O,O,O,O,O,X,O,O
ZSLITJO,O,O,O,O,O,X,O,O
ZSLITOJ,O,O,O,O,O,X,O,O
ZSLIJTO,O,O,O,O,X,X,X,O
ZSLIJOT,O,O,X,O,O,X,X,O
ZSLIOTJ,X,O,O,O,O,X,O,O
ZSLIOJT,X,O,O,O,O,X,X,O
ZSLJTIO,O,O,O,O,X,X,X,O
ZSLJTOI,O,O,O,O,X,X,X,O
ZSLJITO,O,O,O,O,X,X,X,O
ZSLJIOT,O,O,X,O,O,X,X,O
ZSLJOTI,O,O,X,O,O,X,X,O
ZSLJOIT,O,O,X,O,O,X,X,O
ZSLOTIJ,X,O,O,O,O,X,O,O
ZSLOTJI,X,O,O,O,O,X,O,O
ZSLOITJ,X,O,O,O,O,X,O,O
ZSLOIJT,X,O,O,O,O,X,X,O
ZSLOJTI,X,O,O,O,O,X,X,O
ZSLOJIT,X,O,O,O,O,X,X,O
ZSJTILO,O,O,O,O,O,X,X,X
ZSJTIOL,O,O,O,O,O,X,X,X
ZSJTLIO,O,O,O,O,O,X,X,X
ZSJTLOI,O,O,O,O,O,X,X,X
ZSJTOIL,O,O,O,O,O,X,X,X
ZSJTOLI,O,O,O,O,O,X,X,X
ZSJITLO,O,O,O,O,O,X,X,X
ZSJITOL,O,O,O,O,O,X,X,X
ZSJILTO,O,O,O,O,X,X,X,O
ZSJILOT,O,O,X,O,O,X,X,O
ZSJIOTL,O,O,O,O,O,X,X,X
ZSJIOLT,O,O,O,O,O,X,X,X
ZSJLTIO,O,O,O,O,X,X,X,O
ZSJLTOI,O,O,O,O,X,X,X,O
ZSJLITO,O,O,O,O,X,X,X,O
ZSJLIOT,O,O,X,O,O,X,X,O
ZSJLOTI,O,O,X,O,O,X,X,O
ZSJLOIT,O,O,X,O,O,X,X,O
ZSJOTIL,O,O,O,O,O,X,X,X
ZSJOTLI,O,O,O,O,O,X,X,X
ZSJOITL,O,O,O,O,O,X,X,X
ZSJOILT,O,O,O,O,O,X,X,X
ZSJOLTI,O,O,O,O,O,X,X,X
ZSJOLIT,O,O,O,O,O,X,X,X
ZSOTILJ,X,O,O,O,O,X,X,X
ZSOTIJL,X,O,O,X,O,X,X,X
ZSOTLIJ,X,O,O,O,O,X,X,X
ZSOTLJI,X,O,O,O,O,X,X,X
ZSOTJIL,X,O,O,X,O,X,X,X
ZSOTJLI,X,O,O,X,O,X,X,X
ZSOITLJ,X,O,O,O,O,X,X,X
ZSOITJL,X,O,O,X,O,X,X,X
ZSOILTJ,X,O,O,O,O,X,X,O
ZSOILJT,X,O,O,O,O,X,X,O
ZSOIJTL,X,O,O,O,O,X,X,X
ZSOIJLT,X,O,O,O,O,X,X,O
ZSOLTIJ,X,O,O,O,O,X,X,O
ZSOLTJI,X,O,O,O,O,X,X,O
ZSOLITJ,X,O,O,O,O,X,X,O
ZSOLIJT,X,O,O,O,O,X,X,O
ZSOLJTI,X,O,O,O,O,X,X,O
ZSOLJIT,X,O,O,O,O,X,X,O
ZSOJTIL,X,O,O,O,O,X,X,X
ZSOJTLI,X,O,O,O,O,X,X,X
ZSOJITL,X,O,O,O,O,X,X,X
ZSOJILT,X,O,O,O,O,X,X,O
ZSOJLTI,X,O,O,O,O,X,X,O
ZSOJLIT,X,O,O,O,O,X,X,O
ZOTILJS,X,X,O,X,X,X,X,O
ZOTILSJ,X,X,O,X,X,X,X,O
ZOTIJLS,X,X,O,X,X,X,X,O
ZOTIJSL,X,O,O,X,O,X,X,X
ZOTISLJ,X,O,O,X,O,X,X,X
ZOTISJL,X,O,O,X,O,X,X,X
ZOTLIJS,X,X,O,X,X,X,X,O
ZOTLISJ,X,X,O,X,X,X,X,O
ZOTLJIS,X,X,O,X,X,X,X,O
ZOTLJSI,X,X,O,X,X,X,X,O
ZOTLSIJ,X,X,O,X,X,X,X,O
ZOTLSJI,X,X,O,X,X,X,X,O
ZOTJILS,X,X,O,X,X,X,X,O
ZOTJISL,X,O,O,X,O,X,X,X
ZOTJLIS,X,X,O,X,X,X,X,O
ZOTJLSI,X,X,O,X,X,X,X,O
ZOTJSIL,X,O,O,X,O,X,X,X
ZOTJSLI,X,O,O,X,O,X,X,X
ZOTSILJ,X,O,O,X,O,X,X,X
ZOTSIJL,X,O,O,X,O,X,X,X
ZOTSLIJ,X,O,O,X,O,X,X,X
ZOTSLJI,X,O,O,X,O,X,X,X
ZOTSJIL,X,O,O,X,O,X,X,X
ZOTSJLI,X,O,O,X,O,X,X,X
ZOITLJS,X,X,O,X,X,X,X,O
ZOITLSJ,X,X,O,X,X,X,X,O
ZOITJLS,X,X,O,X,X,X,X,O
ZOITJSL,X,O,O,X,O,X,X,X
ZOITSLJ,X,O,O,X,O,X,X,X
ZOITSJL,X,O,O,X,O,X,X,X
ZOILTJS,X,X,O,O,X,O,X,O
ZOILTSJ,X,X,O,O,X,O,X,O
ZOILJTS,X,X,O,O,X,O,X,O
ZOILJST,X,X,O,O,X,O,X,O
ZOILSTJ,X,X,O,O,X,O,X,O
ZOILSJT,X,X,O,O,X,O,X,O
ZOIJTLS,X,X,O,O,X,O,X,O
ZOIJTSL,X,O,O,O,O,O,X,X
ZOIJLTS,X,X,O,O,X,O,X,O
ZOIJLST,X,X,O,O,X,O,X,O
ZOIJSTL,X,O,O,O,O,O,X,X
ZOIJSLT,X,O,O,O,O,O,X,O
ZOISTLJ,X,O,O,O,O,X,X,X
ZOISTJL,X,O,O,X,O,O,X,X
ZOISLTJ,X,O,O,O,O,O,X,O
ZOISLJT,X,O,O,O,O,O,X,O
ZOISJTL,X,O,O,O,O,O,X,X
ZOISJLT,X,O,O,O,O,O,X,O
ZOLTIJS,X,X,O,O,X,O,X,O
ZOLTISJ,X,X,O,O,X,O,X,O
ZOLTJIS,X,X,O,O,X,O,X,O
ZOLTJSI,X,X,O,O,X,O,X,O
ZOLTSIJ,X,X,O,O,X,O,X,O
ZOLTSJI,X,X,O,O,X,O,X,O
ZOLITJS,X,X,O,O,X,O,X,O
ZOLITSJ,X,X,O,O,X,O,X,O
ZOLIJTS,X,X,O,O,X,O,X,O
ZOLIJST,X,X,O,O,X,O,X,O
ZOLISTJ,X,X,O,O,X,O,X,O
ZOLISJT,X,X,O,O,X,O,X,O
ZOLJTIS,X,X,O,O,X,O,X,O
ZOLJTSI,X,X,O,O,X,O,X,O
ZOLJITS,X,X,O,O,X,O,X,O
ZOLJIST,X,X,O,O,X,O,X,O
ZOLJSTI,X,X,O,O,X,O,X,O
ZOLJSIT,X,X,O,O,X,O,X,O
ZOLSTIJ,X,X,O,O,X,O,X,O
ZOLSTJI,X,X,O,O,X,O,X,O
ZOLSITJ,X,X,O,O,X,O,X,O
ZOLSIJT,X,X,O,O,X,O,X,O
ZOLSJTI,X,X,O,O,X,O,X,O
ZOLSJIT,X,X,O,O,X,O,X,O
ZOJTILS,X,X,O,O,X,O,X,O
ZOJTISL,X,O,O,O,O,O,X,X
ZOJTLIS,X,X,O,O,X,O,X,O
ZOJTLSI,X,X,O,O,X,O,X,O
ZOJTSIL,X,O,O,O,O,O,X,X
ZOJTSLI,X,O,O,O,O,O,X,X
ZOJITLS,X,X,O,O,X,O,X,O
ZOJITSL,X,O,O,O,O,O,X,X
ZOJILTS,X,X,O,O,X,O,X,O
ZOJILST,X,X,O,O,X,O,X,O
ZOJISTL,X,O,O,O,O,O,X,X
ZOJISLT,X,O,O,O,O,O,X,O
ZOJLTIS,X,X,O,O,X,O,X,O
ZOJLTSI,X,X,O,O,X,O,X,O
ZOJLITS,X,X,O,O,X,O,X,O
ZOJLIST,X,X,O,O,X,O,X,O
ZOJLSTI,X,X,O,O,X,O,X,O
ZOJLSIT,X,X,O,O,X,O,X,O
ZOJSTIL,X,O,O,O,O,O,X,X
ZOJSTLI,X,O,O,O,O,O,X,X
ZOJSITL,X,O,O,O,O,O,X,X
ZOJSILT,X,O,O,O,O,O,X,O
ZOJSLTI,X,O,O,O,O,O,X,O
ZOJSLIT,X,O,O,O,O,O,X,O
ZOSTILJ,X,O,O,O,O,X,X,X
ZOSTIJL,X,O,O,X,O,O,X,X
ZOSTLIJ,X,O,O,O,O,X,X,X
ZOSTLJI,X,O,O,O,O,X,X,X
ZOSTJIL,X,O,O,X,O,O,X,X
ZOSTJLI,X,O,O,X,O,O,X,X
ZOSITLJ,X,O,O,O,O,X,X,X
ZOSITJL,X,O,O,X,O,O,X,X
ZOSILTJ,X,O,O,O,O,O,X,O
ZOSILJT,X,O,O,O,O,O,X,O
ZOSIJTL,X,O,O,O,O,O,X,X
ZOSIJLT,X,O,O,O,O,O,X,O
ZOSLTIJ,X,O,O,O,O,O,X,O
ZOSLTJI,X,O,O,O,O,O,X,O
ZOSLITJ,X,O,O,O,O,O,X,O
ZOSLIJT,X,O,O,O,O,O,X,O
ZOSLJTI,X,O,O,O,O,O,X,O
ZOSLJIT,X,O,O,O,O,O,X,O
ZOSJTIL,X,O,O,O,O,O,X,X
ZOSJTLI,X,O,O,O,O,O,X,X
ZOSJITL,X,O,O,O,O,O,X,X
ZOSJILT,X,O,O,O,O,O,X,O
ZOSJLTI,X,O,O,O,O,O,X,O
ZOSJLIT,X,O,O,O,O,O,X,O
OTILJSZ,O,X,O,X,O,O,O,O
OTILJZS,O,X,O,X,X,O,O,O
OTILSJZ,O,X,O,X,O,O,O,O
OTILSZJ,O,X,O,X,O,O,O,O
OTILZJS,X,X,O,X,X,O,O,O
OTILZSJ,X,X,O,X,X,O,O,O
OTIJLSZ,O,X,O,X,O,O,O,O
OTIJLZS,O,X,O,X,X,O,O,O
OTIJSLZ,O,X,O,X,O,O,O,X
OTIJSZL,O,X,O,X,O,O,X,X
OTIJZLS,O,X,O,X,X,O,X,O
OTIJZSL,O,X,O,X,O,O,X,X
OTISLJZ,O,O,O,X,O,O,O,X
OTISLZJ,O,O,O,X,O,O,O,X
OTISJLZ,O,X,O,X,O,O,O,X
OTISJZL,O,X,O,X,O,O,X,X
OTISZLJ,O,O,O,X,O,X,X,X
OTISZJL,O,O,O,X,O,O,X,X
OTIZLJS,X,X,O,X,X,X,X,O
OTIZLSJ,X,X,O,X,X,X,X,O
OTIZJLS,O,X,O,X,X,X,X,O
OTIZJSL,O,O,O,X,O,X,X,X
OTIZSLJ,O,O,O,X,O,X,X,X
OTIZSJL,O,O,O,X,O,X,X,X
OTLIJSZ,O,X,O,X,O,O,O,O
OTLIJZS,O,X,O,X,X,O,O,O
OTLISJZ,O,X,O,X,O,O,O,O
OTLISZJ,O,X,O,X,O,O,O,O
OTLIZJS,X,X,O,X,X,O,O,O
OTLIZSJ,X,X,O,X,X,O,O,O
OTLJISZ,O,X,O,X,O,O,O,O
OTLJIZS,O,X,O,X,X,O,O,O
OTLJSIZ,O,X,O,X,O,O,O,O
OTLJSZI,O,X,O,X,O,O,O,O
OTLJZIS,O,X,O,X,X,O,O,O
OTLJZSI,O,X,O,X,X,O,O,O
OTLSIJZ,O,X,O,X,O,O,O,O
OTLSIZJ,O,X,O,X,O,O,O,O
OTLSJIZ,O,X,O,X,O,O,O,O
OTLSJZI,O,X,O,X,O,O,O,O
OTLSZIJ,O,X,O,X,O,O,O,O
OTLSZJI,O,X,O,X,O,O,O,O
OTLZIJS,X,X,O,X,X,O,O,O
OTLZISJ,X,X,O,X,X,O,O,O
OTLZJIS,X,X,O,X,X,O,O,O
OTLZJSI,X,X,O,X,X,O,O,O
OTLZSIJ,X,X,O,X,X,O,O,O
OTLZSJI,X,X,O,X,X,O,O,O
OTJILSZ,O,X,O,X,O,O,O,O
OTJILZS,O,X,O,X,X,O,O,O
OTJISLZ,O,X,O,X,O,O,O,X
OTJISZL,O,X,O,X,O,O,X,X
OTJIZLS,O,X,O,X,X,O,X,O
OTJIZSL,O,X,O,X,O,O,X,X
OTJLISZ,O,X,O,X,O,O,O,O
OTJLIZS,O,X,O,X,X,O,O,O
OTJLSIZ,O,X,O,X,O,O,O,O
OTJLSZI,O,X,O,X,O,O,O,O
OTJLZIS,O,X,O,X,X,O,O,O
OTJLZSI,O,X,O,X,X,O,O,O
OTJSILZ,O,X,O,X,O,O,O,X
OTJSIZL,O,X,O,X,O,O,X,X
OTJSLIZ,O,X,O,X,O,O,O,X
OTJSLZI,O,X,O,X,O,O,O,X
OTJSZIL,O,X,O,X,O,O,X,X
OTJSZLI,O,X,O,X,O,O,X,X
OTJZILS,O,X,O,X,X,O,X,O
OTJZISL,O,X,O,X,O,O,X,X
OTJZLIS,O,X,O,X,X,O,X,O
OTJZLSI,O,X,O,X,X,O,X,O
OTJZSIL,O,X,O,X,O,O,X,X
OTJZSLI,O,X,O,X,O,O,X,X
OTSILJZ,O,O,O,X,O,O,O,X
OTSILZJ,O,O,O,X,O,O,O,X
OTSIJLZ,O,X,O,X,O,O,O,X
OTSIJZL,O,X,O,X,O,O,X,X
OTSIZLJ,O,O,O,X,O,X,X,X
OTSIZJL,O,O,O,X,O,O,X,X
OTSLIJZ,O,O,O,X,O,O,O,X
OTSLIZJ,O,O,O,X,O,O,O,X
OTSLJIZ,O,O,O,X,O,O,O,X
OTSLJZI,O,O,O,X,O,O,O,X
OTSLZIJ,O,O,O,X,O,O,O,X
OTSLZJI,O,O,O,X,O,O,O,X
OTSJILZ,O,X,O,X,O,O,O,X
OTSJIZL,O,X,O,X,O,O,X,X
OTSJLIZ,O,X,O,X,O,O,O,X
OTSJLZI,O,X,O,X,O,O,O,X
OTSJZIL,O,X,O,X,O,O,X,X
OTSJZLI,O,X,O,X,O,O,X,X
OTSZILJ,O,O,O,X,O,X,X,X
OTSZIJL,O,O,O,X,O,O,X,X
OTSZLIJ,O,O,O,X,O,X,X,X
OTSZLJI,O,O,O,X,O,X,X,X
OTSZJIL,O,O,O,X,O,O,X,X
OTSZJLI,O,O,O,X,O,O,X,X
OTZILJS,X,X,O,X,X,X,X,O
OTZILSJ,X,X,O,X,X,X,X,O
OTZIJLS,O,X,O,X,X,X,X,O
OTZIJSL,O,O,O,X,O,X,X,X
OTZISLJ,O,O,O,X,O,X,X,X
OTZISJL,O,O,O,X,O,X,X,X
OTZLIJS,X,X,O,X,X,X,X,O
OTZLISJ,X,X,O,X,X,X,X,O
OTZLJIS,X,X,O,X,X,X,X,O
OTZLJSI,X,X,O,X,X,X,X,O
OTZLSIJ,X,X,O,X,X,X,X,O
OTZLSJI,X,X,O,X,X,X,X,O
OTZJILS,O,X,O,X,X,X,X,O
OTZJISL,O,O,O,X,O,X,X,X
OTZJLIS,O,X,O,X,X,X,X,O
OTZJLSI,O,X,O,X,X,X,X,O
OTZJSIL,O,O,O,X,O,X,X,X
OTZJSLI,O,O,O,X,O,X,X,X
OTZSILJ,O,O,O,X,O,X,X,X
OTZSIJL,O,O,O,X,O,X,X,X
OTZSLIJ,O,O,O,X,O,X,X,X
OTZSLJI,O,O,O,X,O,X,X,X
OTZSJIL,O,O,O,X,O,X,X,X
OTZSJLI,O,O,O,X,O,X,X,X
OITLJSZ,O,X,O,X,O,O,O,O
OITLJZS,O,X,O,X,X,O,O,O
OITLSJZ,O,X,O,X,O,O,O,O
OITLSZJ,O,X,O,X,O,O,O,O
OITLZJS,X,X,O,X,X,O,O,O
OITLZSJ,X,X,O,X,X,O,O,O
OITJLSZ,O,X,O,X,O,O,O,O
OITJLZS,O,X,O,X,X,O,O,O
OITJSLZ,O,X,O,X,O,O,O,X
OITJSZL,O,X,O,X,O,O,X,X
OITJZLS,O,X,O,X,X,O,X,O
OITJZSL,O,X,O,X,O,O,X,X
OITSLJZ,O,O,O,X,O,O,O,X
OITSLZJ,O,O,O,X,O,O,O,X
OITSJLZ,O,X,O,X,O,O,O,X
OITSJZL,O,X,O,X,O,O,X,X
OITSZLJ,O,O,O,X,O,X,X,X
OITSZJL,O,O,O,X,O,O,X,X
OITZLJS,X,X,O,X,X,X,X,O
OITZLSJ,X,X,O,X,X,X,X,O
OITZJLS,O,X,O,X,X,X,X,O
OITZJSL,O,O,O,X,O,X,X,X
OITZSLJ,O,O,O,X,O,X,X,X
OITZSJL,O,O,O,X,O,X,X,X
OILTJSZ,X,X,O,O,O,O,O,O
OILTJZS,X,X,O,O,X,O,O,O
OILTSJZ,X,X,O,X,O,O,O,O
OILTSZJ,X,X,O,X,O,O,O,O
OILTZJS,X,X,O,O,X,O,O,O
OILTZSJ,X,X,O,O,X,O,O,O
OILJTSZ,X,X,O,O,O,O,O,O
OILJTZS,X,X,O,O,X,O,O,O
OILJSTZ,X,X,X,O,O,O,O,O
OILJSZT,X,X,X,O,O,O,X,O
OILJZTS,X,X,O,O,X,O,X,O
OILJZST,X,X,O,O,X,O,X,O
OILSTJZ,X,X,X,X,O,O,O,O
OILSTZJ,X,X,X,X,O,O,O,O
OILSJTZ,X,X,X,O,O,O,O,O
OILSJZT,X,X,X,O,O,O,X,O
OILSZTJ,X,X,X,O,O,O,O,O
OILSZJT,X,X,X,O,O,O,X,O
OILZTJS,X,X,O,O,X,O,O,O
OILZTSJ,X,X,O,O,X,O,O,O
OILZJTS,X,X,O,O,X,O,X,O
OILZJST,X,X,O,O,X,O,X,O
OILZSTJ,X,X,O,O,X,O,O,O
