sequence,v115@EhD8EeF8DeG8BeE8Jei6IvhF3bB1hBxdBWlBTmB0qB,v115@EhD8EeF8DeG8BeE8Je//IvhFUbBxdBlhBilBGmBzqB,v115@EhD8EeF8DeG8BeE8Jei6IvhFxdBflB0gBlhBGmBzqB,v115@EhD8EeF8DeG8BeE8Jei6IvhFFcBxdBflB0gBumBzqB,v115@EhD8EeF8DeG8BeE8JeT6IvhF/gBxdBUlBOrBlmBCrB,v115@EhD8EeF8DeG8BeE8Jei6IvhFxdBzfBfmBlhBGmB0qB,v115@EhD8EeF8DeG8BeE8Je//IvhFUbBxdBTlBOrBlmBCrB,v115@EhD8EeF8DeG8BeE8JeT6IvhFxdBXgBlhBuqBilBcrB,v115@EhD8EeF8DeG8BeE8Jei6IvhFxdBzfBlhBUmB+lBXrB
SIOZLJT,X,O,O,O,O,O,O,X,X
SIOZJTL,X,X,O,O,O,O,O,O,X
SIOZJLT,X,O,O,O,O,O,O,X,X
SLTIJZO,O,O,O,O,X,X,X,X,X
SLTIJOZ,O,X,X,O,X,X,X,X,X
SLTIZJO,O,O,O,O,X,X,X,X,X
SLTIZOJ,O,O,O,O,X,X,X,X,X
SLTIOJZ,O,O,O,X,X,X,X,O,X
SLTIOZJ,X,O,O,O,X,X,X,X,X
SLTJIZO,O,O,O,O,X,X,X,X,X
SLTJIOZ,O,X,X,O,X,X,X,X,X
SLTJZIO,O,O,O,O,X,X,X,X,X
SLTJZOI,X,O,O,O,X,X,X,X,X
SLTJOIZ,O,X,X,O,X,X,X,X,X
SLTJOZI,X,X,X,O,X,X,X,X,X
SLTZIJO,O,O,O,O,X,X,X,X,X
SLTZIOJ,O,O,O,O,X,X,X,X,X
SLTZJIO,O,O,O,O,X,X,X,X,X
SLTZJOI,O,O,O,O,X,X,X,X,X
SLTZOIJ,O,O,O,O,X,X,X,X,X
SLTZOJI,X,O,O,X,X,X,X,X,X
SLTOIJZ,O,O,O,X,X,X,X,O,X
SLTOIZJ,X,O,O,O,X,X,X,X,X
SLTOJIZ,X,O,O,O,X,X,X,O,X
SLTOJZI,X,O,O,O,X,X,X,O,X
SLTOZIJ,X,O,O,O,X,X,X,X,X
SLTOZJI,X,O,O,O,X,X,X,X,X
SLITJZO,O,O,O,O,X,X,X,X,X
SLITJOZ,O,X,X,O,X,X,X,X,X
SLITZJO,O,O,O,O,X,X,X,X,X
SLITZOJ,O,O,O,O,X,X,X,X,X
SLITOJZ,O,O,O,X,X,X,X,O,X
SLITOZJ,X,O,O,O,X,X,X,X,X
SLIJTZO,O,O,O,O,X,X,X,X,X
SLIJTOZ,O,X,X,O,X,X,X,O,X
SLIJZTO,O,O,O,O,X,X,X,X,X
SLIJZOT,O,X,X,O,X,X,X,X,X
SLIJOTZ,O,X,O,O,X,X,O,O,X
SLIJOZT,O,X,O,O,X,X,O,X,X
SLIZTJO,O,O,O,O,X,X,X,X,X
SLIZTOJ,O,O,O,O,X,X,X,X,X
SLIZJTO,O,O,O,O,X,X,X,X,X
SLIZJOT,O,X,X,O,X,X,X,X,X
SLIZOTJ,O,O,O,O,X,O,X,X,X
SLIZOJT,O,O,O,O,X,O,O,X,X
SLIOTJZ,O,O,O,X,X,X,X,O,X
SLIOTZJ,O,O,O,O,X,X,X,X,X
SLIOJTZ,O,O,O,O,X,X,O,O,X
SLIOJZT,O,O,O,O,X,X,O,X,X
SLIOZTJ,X,O,O,O,X,O,X,X,O
SLIOZJT,X,O,O,O,X,O,O,X,X
SLJTIZO,O,O,O,O,X,X,X,X,X
SLJTIOZ,O,X,X,O,X,X,X,O,X
SLJTZIO,O,O,O,O,X,X,X,X,X
SLJTZOI,O,O,O,O,X,X,X,X,X
SLJTOIZ,O,X,X,O,X,X,X,O,X
SLJTOZI,X,X,X,O,X,X,X,O,X
SLJITZO,O,O,O,O,X,X,X,X,X
SLJITOZ,O,X,X,O,X,X,X,O,X
SLJIZTO,O,O,O,O,X,X,X,X,X
SLJIZOT,O,X,X,O,X,X,X,X,X
SLJIOTZ,O,X,O,O,X,X,O,O,X
SLJIOZT,O,X,O,O,X,X,O,X,X
SLJZTIO,O,O,O,O,X,X,X,X,X
SLJZTOI,O,O,O,O,X,X,X,X,X
SLJZITO,O,O,O,O,X,X,X,X,X
SLJZIOT,O,X,X,O,X,X,X,X,X
SLJZOTI,O,X,X,O,X,X,X,X,X
SLJZOIT,O,X,X,O,X,X,X,X,X
SLJOTIZ,O,X,O,O,X,X,O,O,X
SLJOTZI,O,X,O,O,X,X,O,O,X
SLJOITZ,O,X,O,O,X,X,O,O,X
SLJOIZT,O,X,O,O,X,X,O,X,X
SLJOZTI,O,X,O,O,X,X,O,X,X
SLJOZIT,O,X,O,O,X,X,O,X,X
SLZTIJO,O,O,O,O,X,X,X,X,X
SLZTIOJ,O,O,O,O,X,X,X,X,X
SLZTJIO,O,O,O,O,X,X,X,X,X
SLZTJOI,O,O,O,O,X,X,X,X,X
SLZTOIJ,O,O,O,O,X,X,X,X,X
SLZTOJI,X,O,O,X,X,X,X,X,X
SLZITJO,O,O,O,O,X,X,X,X,X
SLZITOJ,O,O,O,O,X,X,X,X,X
SLZIJTO,O,O,O,O,X,X,X,X,X
SLZIJOT,O,X,X,O,X,X,X,X,X
SLZIOTJ,O,O,O,O,X,O,X,X,X
SLZIOJT,O,O,O,O,X,O,O,X,X
SLZJTIO,O,O,O,O,X,X,X,X,X
SLZJTOI,O,O,O,O,X,X,X,X,X
SLZJITO,O,O,O,O,X,X,X,X,X
SLZJIOT,O,X,X,O,X,X,X,X,X
SLZJOTI,O,X,X,O,X,X,X,X,X
SLZJOIT,O,X,X,O,X,X,X,X,X
SLZOTIJ,O,O,O,O,X,O,X,X,X
SLZOTJI,O,O,O,O,X,O,X,X,X
SLZOITJ,O,O,O,O,X,O,X,X,X
SLZOIJT,O,O,O,O,X,O,O,X,X
SLZOJTI,O,O,O,O,X,O,O,X,X
SLZOJIT,O,O,O,O,X,O,O,X,X
SLOTIJZ,O,O,O,X,X,X,X,O,X
SLOTIZJ,O,O,O,O,X,X,X,X,X
SLOTJIZ,O,O,O,O,X,X,X,O,X
SLOTJZI,O,O,O,O,X,X,X,O,X
SLOTZIJ,O,O,O,O,X,X,X,X,X
SLOTZJI,X,O,O,O,X,X,X,X,X
SLOITJZ,O,O,O,X,X,X,X,O,X
SLOITZJ,O,O,O,O,X,X,X,X,X
SLOIJTZ,O,O,O,O,X,X,O,O,X
SLOIJZT,O,O,O,O,X,X,O,X,X
SLOIZTJ,X,O,O,O,X,O,X,X,O
SLOIZJT,X,O,O,O,X,O,O,X,X
SLOJTIZ,O,O,O,O,X,X,O,O,X
SLOJTZI,O,O,O,O,X,X,O,O,X
SLOJITZ,O,O,O,O,X,X,O,O,X
SLOJIZT,O,O,O,O,X,X,O,X,X
SLOJZTI,O,O,O,O,X,X,O,X,X
SLOJZIT,O,O,O,O,X,X,O,X,X
SLOZTIJ,X,O,O,O,X,O,X,X,O
SLOZTJI,X,O,O,O,X,O,X,X,O
SLOZITJ,X,O,O,O,X,O,X,X,O
SLOZIJT,X,O,O,O,X,O,O,X,X
SLOZJTI,X,O,O,O,X,O,O,X,X
SLOZJIT,X,O,O,O,X,O,O,X,X
SJTILZO,O,O,O,O,X,X,X,X,X
SJTILOZ,O,X,X,O,X,X,X,O,X
SJTIZLO,O,O,O,O,X,X,X,X,X
SJTIZOL,X,X,X,O,X,X,X,O,X
SJTIOLZ,O,O,X,O,X,X,O,O,X
SJTIOZL,X,X,X,O,X,X,O,O,X
SJTLIZO,O,O,O,O,X,X,X,X,X
SJTLIOZ,O,X,X,O,X,X,X,O,X
SJTLZIO,O,O,O,O,X,X,X,X,X
SJTLZOI,O,O,O,O,X,X,X,X,X
SJTLOIZ,O,X,X,O,X,X,X,O,X
SJTLOZI,X,X,X,O,X,X,X,O,X
SJTZILO,O,O,O,O,X,X,X,X,X
SJTZIOL,O,X,X,O,X,X,X,O,X
SJTZLIO,O,O,O,O,X,X,X,X,X
SJTZLOI,O,O,O,O,X,X,X,X,X
SJTZOIL,O,X,X,O,X,X,X,O,X
SJTZOLI,O,X,X,O,X,X,X,O,X
SJTOILZ,O,O,X,O,X,X,O,O,X
SJTOIZL,X,X,X,O,X,X,O,O,X
SJTOLIZ,O,O,X,O,X,X,O,O,X
SJTOLZI,X,O,X,O,X,X,O,O,X
SJTOZIL,X,X,X,O,X,X,O,O,X
SJTOZLI,X,X,X,O,X,X,O,O,X
SJITLZO,O,O,O,O,X,X,X,X,X
SJITLOZ,O,X,X,O,X,X,X,O,X
SJITZLO,O,O,O,O,X,X,X,X,X
SJITZOL,X,X,X,O,X,X,X,O,X
SJITOLZ,O,O,X,O,X,X,O,O,X
SJITOZL,X,X,X,O,X,X,O,O,X
SJILTZO,O,O,O,O,X,X,X,X,X
SJILTOZ,O,X,X,O,X,X,X,O,X
SJILZTO,O,O,O,O,X,X,X,X,X
SJILZOT,O,X,X,O,X,X,X,X,X
SJILOTZ,O,X,O,O,X,X,O,O,X
SJILOZT,O,X,O,O,X,X,O,X,X
SJIZTLO,O,O,O,O,O,X,X,X,X
SJIZTOL,O,X,X,O,O,X,X,O,X
SJIZLTO,O,O,O,O,O,X,X,X,X
SJIZLOT,O,X,X,O,O,X,X,X,X
SJIZOTL,O,X,X,O,O,X,O,O,X
SJIZOLT,O,O,X,O,O,X,O,X,X
SJIOTLZ,O,O,O,O,X,X,O,O,X
SJIOTZL,O,X,O,O,X,X,O,O,X
SJIOLTZ,O,O,O,O,X,X,O,O,X
SJIOLZT,O,O,O,O,X,X,O,X,X
SJIOZTL,O,X,O,O,O,X,O,O,X
SJIOZLT,O,O,O,O,O,X,O,X,X
SJLTIZO,O,O,O,O,X,X,X,X,X
SJLTIOZ,O,X,X,O,X,X,X,O,X
SJLTZIO,O,O,O,O,X,X,X,X,X
SJLTZOI,O,O,O,O,X,X,X,X,X
SJLTOIZ,O,X,X,O,X,X,X,O,X
SJLTOZI,X,X,X,O,X,X,X,O,X
SJLITZO,O,O,O,O,X,X,X,X,X
SJLITOZ,O,X,X,O,X,X,X,O,X
SJLIZTO,O,O,O,O,X,X,X,X,X
SJLIZOT,O,X,X,O,X,X,X,X,X
SJLIOTZ,O,X,O,O,X,X,O,O,X
SJLIOZT,O,X,O,O,X,X,O,X,X
SJLZTIO,O,O,O,O,X,X,X,X,X
SJLZTOI,O,O,O,O,X,X,X,X,X
SJLZITO,O,O,O,O,X,X,X,X,X
SJLZIOT,O,X,X,O,X,X,X,X,X
SJLZOTI,O,X,X,O,X,X,X,X,X
SJLZOIT,O,X,X,O,X,X,X,X,X
SJLOTIZ,O,X,O,O,X,X,O,O,X
SJLOTZI,O,X,O,O,X,X,O,O,X
SJLOITZ,O,X,O,O,X,X,O,O,X
SJLOIZT,O,X,O,O,X,X,O,X,X
SJLOZTI,O,X,O,O,X,X,O,X,X
SJLOZIT,O,X,O,O,X,X,O,X,X
SJZTILO,O,O,O,O,O,X,X,X,X
SJZTIOL,O,X,X,O,O,X,X,O,X
SJZTLIO,O,O,O,O,O,X,X,X,X
SJZTLOI,O,O,O,O,O,X,X,X,X
SJZTOIL,O,X,X,O,O,X,X,O,X
SJZTOLI,O,X,X,O,O,X,X,O,X
SJZITLO,O,O,O,O,O,X,X,X,X
SJZITOL,O,X,X,O,O,X,X,O,X
SJZILTO,O,O,O,O,O,X,X,X,X
SJZILOT,O,X,X,O,O,X,X,X,X
SJZIOTL,O,X,X,O,O,X,O,O,X
SJZIOLT,O,O,X,O,O,X,O,X,X
SJZLTIO,O,O,O,O,O,X,X,X,X
SJZLTOI,O,O,O,O,O,X,X,X,X
SJZLITO,O,O,O,O,O,X,X,X,X
SJZLIOT,O,X,X,O,O,X,X,X,X
SJZLOTI,O,X,X,O,O,X,X,X,X
SJZLOIT,O,X,X,O,O,X,X,X,X
SJZOTIL,O,X,X,O,O,X,O,O,X
SJZOTLI,O,X,X,O,O,X,O,O,X
SJZOITL,O,X,X,O,O,X,O,O,X
SJZOILT,O,O,X,O,O,X,O,X,X
SJZOLTI,O,O,X,O,O,X,O,X,X
SJZOLIT,O,O,X,O,O,X,O,X,X
SJOTILZ,O,O,O,O,X,X,O,O,X
SJOTIZL,O,X,O,O,X,X,O,O,X
SJOTLIZ,O,O,O,O,X,X,O,O,X
SJOTLZI,O,O,O,O,X,X,O,O,X
SJOTZIL,O,X,O,O,X,X,O,O,X
SJOTZLI,O,X,O,O,X,X,O,O,X
SJOITLZ,O,O,O,O,X,X,O,O,X
SJOITZL,O,X,O,O,X,X,O,O,X
SJOILTZ,O,O,O,O,X,X,O,O,X
SJOILZT,O,O,O,O,X,X,O,X,X
SJOIZTL,O,X,O,O,O,X,O,O,X
SJOIZLT,O,O,O,O,O,X,O,X,X
SJOLTIZ,O,O,O,O,X,X,O,O,X
SJOLTZI,O,O,O,O,X,X,O,O,X
SJOLITZ,O,O,O,O,X,X,O,O,X
SJOLIZT,O,O,O,O,X,X,O,X,X
SJOLZTI,O,O,O,O,X,X,O,X,X
SJOLZIT,O,O,O,O,X,X,O,X,X
SJOZTIL,O,X,O,O,O,X,O,O,X
SJOZTLI,O,X,O,O,O,X,O,O,X
SJOZITL,O,X,O,O,O,X,O,O,X
SJOZILT,O,O,O,O,O,X,O,X,X
SJOZLTI,O,O,O,O,O,X,O,X,X
SJOZLIT,O,O,O,O,O,X,O,X,X
SZTILJO,O,O,O,O,X,X,X,X,X
SZTILOJ,O,O,O,O,X,O,X,X,X
SZTIJLO,O,O,O,O,O,X,X,X,X
SZTIJOL,O,X,X,X,O,O,X,X,X
SZTIOLJ,O,O,O,O,X,O,X,X,O
SZTIOJL,O,X,X,X,O,O,O,O,O
SZTLIJO,O,O,O,O,X,X,X,X,X
SZTLIOJ,O,O,O,O,X,O,X,X,X
SZTLJIO,O,O,O,O,X,X,X,X,X
SZTLJOI,O,O,O,O,X,X,X,X,X
SZTLOIJ,O,O,O,O,X,O,X,X,X
SZTLOJI,X,O,O,X,X,O,X,X,X
SZTJILO,O,O,O,O,O,X,X,X,X
SZTJIOL,O,X,X,O,O,O,X,X,X
SZTJLIO,O,O,O,O,O,X,X,X,X
SZTJLOI,O,O,O,O,O,X,X,X,X
SZTJOIL,O,X,X,O,O,O,X,X,X
SZTJOLI,O,X,X,O,O,O,X,X,X
SZTOILJ,O,O,O,O,X,O,X,X,O
SZTOIJL,O,X,X,X,O,O,O,O,O
SZTOLIJ,O,O,O,O,X,O,X,X,O
SZTOLJI,X,O,O,X,X,O,X,X,O
SZTOJIL,O,X,X,X,O,O,O,O,O
SZTOJLI,O,X,X,X,O,O,O,O,O
SZITLJO,O,O,O,O,X,X,X,X,X
SZITLOJ,O,O,O,O,X,O,X,X,X
SZITJLO,O,O,O,O,O,X,X,X,X
SZITJOL,O,X,X,X,O,O,X,X,X
SZITOLJ,O,O,O,O,X,O,X,X,O
SZITOJL,O,X,X,X,O,O,O,O,O
SZILTJO,O,O,O,O,X,X,X,X,X
SZILTOJ,O,O,O,O,X,O,X,X,X
SZILJTO,O,O,O,O,O,X,X,X,X
SZILJOT,O,X,X,O,O,X,X,X,X
SZILOTJ,O,O,O,O,X,O,X,X,X
SZILOJT,O,O,O,O,O,O,O,X,X
SZIJTLO,O,O,O,O,O,X,X,X,X
SZIJTOL,O,X,X,O,O,O,X,O,X
SZIJLTO,O,O,O,O,O,X,X,X,X
SZIJLOT,O,X,X,O,O,X,X,X,X
SZIJOTL,O,X,X,O,O,O,O,O,X
SZIJOLT,O,O,X,O,O,O,O,X,X
SZIOTLJ,O,O,O,O,X,O,X,X,O
SZIOTJL,O,X,O,O,O,O,O,O,O
SZIOLTJ,O,O,O,O,X,O,X,X,O
SZIOLJT,O,O,O,O,O,O,O,X,X
SZIOJTL,O,X,O,O,O,O,O,O,X
SZIOJLT,O,O,O,O,O,O,O,X,X
SZLTIJO,O,O,O,O,X,X,X,X,X
SZLTIOJ,O,O,O,O,X,O,X,X,X
SZLTJIO,O,O,O,O,X,X,X,X,X
SZLTJOI,O,O,O,O,X,X,X,X,X
SZLTOIJ,O,O,O,O,X,O,X,X,X
SZLTOJI,X,O,O,X,X,O,X,X,X
SZLITJO,O,O,O,O,X,X,X,X,X
SZLITOJ,O,O,O,O,X,O,X,X,X
SZLIJTO,O,O,O,O,O,X,X,X,X
SZLIJOT,O,X,X,O,O,X,X,X,X
SZLIOTJ,O,O,O,O,X,O,X,X,X
SZLIOJT,O,O,O,O,O,O,O,X,X
SZLJTIO,O,O,O,O,O,X,X,X,X
SZLJTOI,O,O,O,O,O,X,X,X,X
SZLJITO,O,O,O,O,O,X,X,X,X
SZLJIOT,O,X,X,O,O,X,X,X,X
SZLJOTI,O,X,X,O,O,X,X,X,X
SZLJOIT,O,X,X,O,O,X,X,X,X
SZLOTIJ,O,O,O,O,X,O,X,X,X
SZLOTJI,O,O,O,O,X,O,X,X,X
SZLOITJ,O,O,O,O,X,O,X,X,X
SZLOIJT,O,O,O,O,O,O,O,X,X
SZLOJTI,O,O,O,O,O,O,O,X,X
SZLOJIT,O,O,O,O,O,O,O,X,X
SZJTILO,O,O,O,O,O,X,X,X,X
SZJTIOL,O,X,X,O,O,O,X,O,X
SZJTLIO,O,O,O,O,O,X,X,X,X
SZJTLOI,O,O,O,O,O,X,X,X,X
SZJTOIL,O,X,X,O,O,O,X,O,X
SZJTOLI,O,X,X,O,O,O,X,O,X
SZJITLO,O,O,O,O,O,X,X,X,X
SZJITOL,O,X,X,O,O,O,X,O,X
SZJILTO,O,O,O,O,O,X,X,X,X
SZJILOT,O,X,X,O,O,X,X,X,X
SZJIOTL,O,X,X,O,O,O,O,O,X
SZJIOLT,O,O,X,O,O,O,O,X,X
SZJLTIO,O,O,O,O,O,X,X,X,X
SZJLTOI,O,O,O,O,O,X,X,X,X
SZJLITO,O,O,O,O,O,X,X,X,X
SZJLIOT,O,X,X,O,O,X,X,X,X
SZJLOTI,O,X,X,O,O,X,X,X,X
SZJLOIT,O,X,X,O,O,X,X,X,X
SZJOTIL,O,X,X,O,O,O,O,O,X
SZJOTLI,O,X,X,O,O,O,O,O,X
SZJOITL,O,X,X,O,O,O,O,O,X
SZJOILT,O,O,X,O,O,O,O,X,X
SZJOLTI,O,O,X,O,O,O,O,X,X
SZJOLIT,O,O,X,O,O,O,O,X,X
SZOTILJ,O,O,O,O,X,O,X,X,O
SZOTIJL,O,X,O,O,O,O,O,O,O
SZOTLIJ,O,O,O,O,X,O,X,X,O
SZOTLJI,O,O,O,O,X,O,X,X,O
SZOTJIL,O,X,O,O,O,O,O,O,O
SZOTJLI,O,X,O,O,O,O,O,O,O
SZOITLJ,O,O,O,O,X,O,X,X,O
SZOITJL,O,X,O,O,O,O,O,O,O
SZOILTJ,O,O,O,O,X,O,X,X,O
SZOILJT,O,O,O,O,O,O,O,X,X
SZOIJTL,O,X,O,O,O,O,O,O,X
SZOIJLT,O,O,O,O,O,O,O,X,X
SZOLTIJ,O,O,O,O,X,O,X,X,O
SZOLTJI,O,O,O,O,X,O,X,X,O
SZOLITJ,O,O,O,O,X,O,X,X,O
SZOLIJT,O,O,O,O,O,O,O,X,X
SZOLJTI,O,O,O,O,O,O,O,X,X
SZOLJIT,O,O,O,O,O,O,O,X,X
SZOJTIL,O,X,O,O,O,O,O,O,X
SZOJTLI,O,X,O,O,O,O,O,O,X
SZOJITL,O,X,O,O,O,O,O,O,X
SZOJILT,O,O,O,O,O,O,O,X,X
SZOJLTI,O,O,O,O,O,O,O,X,X
SZOJLIT,O,O,O,O,O,O,O,X,X
SOTILJZ,O,O,O,X,X,X,X,O,X
SOTILZJ,O,O,O,O,X,X,X,X,X
SOTIJLZ,O,O,O,X,X,X,O,O,X
SOTIJZL,O,X,O,X,X,X,O,O,X
SOTIZLJ,O,O,O,O,X,X,X,X,X
SOTIZJL,O,X,O,O,X,X,O,O,X
SOTLIJZ,O,O,O,X,X,X,X,O,X
SOTLIZJ,O,O,O,O,X,X,X,X,X
SOTLJIZ,O,O,O,O,X,X,X,O,X
SOTLJZI,O,O,O,O,X,X,X,O,X
SOTLZIJ,O,O,O,O,X,X,X,X,X
SOTLZJI,X,O,O,O,X,X,X,X,X
SOTJILZ,O,O,O,O,X,X,O,O,X
SOTJIZL,O,X,O,O,X,X,O,O,X
SOTJLIZ,O,O,O,O,X,X,O,O,X
SOTJLZI,O,O,O,O,X,X,O,O,X
SOTJZIL,O,X,O,O,X,X,O,O,X
SOTJZLI,O,X,O,O,X,X,O,O,X
SOTZILJ,O,O,O,O,X,X,X,X,X
SOTZIJL,O,X,O,O,X,X,O,O,X
SOTZLIJ,O,O,O,O,X,X,X,X,X
SOTZLJI,X,O,O,O,X,X,X,X,X
SOTZJIL,O,X,O,O,X,X,O,O,X
SOTZJLI,O,X,O,O,X,X,O,O,X
SOITLJZ,O,O,O,X,X,X,X,O,X
SOITLZJ,O,O,O,O,X,X,X,X,X
SOITJLZ,O,O,O,X,X,X,O,O,X
SOITJZL,O,X,O,X,X,X,O,O,X
SOITZLJ,O,O,O,O,X,X,X,X,X
SOITZJL,O,X,O,O,X,X,O,O,X
SOILTJZ,O,O,O,X,X,X,X,O,X
SOILTZJ,O,O,O,O,X,X,X,X,X
SOILJTZ,O,O,O,O,X,X,O,O,X
SOILJZT,O,O,O,O,X,X,O,X,X
SOILZTJ,X,O,O,O,X,O,X,X,O
SOILZJT,X,O,O,O,X,O,O,X,X
SOIJTLZ,O,O,O,O,X,X,O,O,X
SOIJTZL,O,X,O,O,X,X,O,O,X
SOIJLTZ,O,O,O,O,X,X,O,O,X
SOIJLZT,O,O,O,O,X,X,O,X,X
SOIJZTL,O,X,O,O,O,X,O,O,X
SOIJZLT,O,O,O,O,O,X,O,X,X
SOIZTLJ,X,O,O,O,X,O,X,X,O
SOIZTJL,X,X,O,O,O,O,O,O,O
SOIZLTJ,X,O,O,O,X,O,X,X,O
SOIZLJT,X,O,O,O,O,O,O,X,X
SOIZJTL,X,X,O,O,O,O,O,O,X
SOIZJLT,X,O,O,O,O,O,O,X,X
SOLTIJZ,O,O,O,X,X,X,X,O,X
SOLTIZJ,O,O,O,O,X,X,X,X,X
SOLTJIZ,O,O,O,O,X,X,X,O,X
SOLTJZI,O,O,O,O,X,X,X,O,X
SOLTZIJ,O,O,O,O,X,X,X,X,X
SOLTZJI,X,O,O,O,X,X,X,X,X
SOLITJZ,O,O,O,X,X,X,X,O,X
SOLITZJ,O,O,O,O,X,X,X,X,X
SOLIJTZ,O,O,O,O,X,X,O,O,X
SOLIJZT,O,O,O,O,X,X,O,X,X
SOLIZTJ,X,O,O,O,X,O,X,X,O
SOLIZJT,X,O,O,O,X,O,O,X,X
SOLJTIZ,O,O,O,O,X,X,O,O,X
SOLJTZI,O,O,O,O,X,X,O,O,X
SOLJITZ,O,O,O,O,X,X,O,O,X
SOLJIZT,O,O,O,O,X,X,O,X,X
SOLJZTI,O,O,O,O,X,X,O,X,X
SOLJZIT,O,O,O,O,X,X,O,X,X
SOLZTIJ,X,O,O,O,X,O,X,X,O
SOLZTJI,X,O,O,O,X,O,X,X,O
SOLZITJ,X,O,O,O,X,O,X,X,O
SOLZIJT,X,O,O,O,X,O,O,X,X
SOLZJTI,X,O,O,O,X,O,O,X,X
SOLZJIT,X,O,O,O,X,O,O,X,X
SOJTILZ,O,O,O,O,X,X,O,O,X
SOJTIZL,O,X,O,O,X,X,O,O,X
SOJTLIZ,O,O,O,O,X,X,O,O,X
SOJTLZI,O,O,O,O,X,X,O,O,X
SOJTZIL,O,X,O,O,X,X,O,O,X
SOJTZLI,O,X,O,O,X,X,O,O,X
SOJITLZ,O,O,O,O,X,X,O,O,X
SOJITZL,O,X,O,O,X,X,O,O,X
SOJILTZ,O,O,O,O,X,X,O,O,X
SOJILZT,O,O,O,O,X,X,O,X,X
SOJIZTL,O,X,O,O,O,X,O,O,X
SOJIZLT,O,O,O,O,O,X,O,X,X
SOJLTIZ,O,O,O,O,X,X,O,O,X
SOJLTZI,O,O,O,O,X,X,O,O,X
SOJLITZ,O,O,O,O,X,X,O,O,X
SOJLIZT,O,O,O,O,X,X,O,X,X
SOJLZTI,O,O,O,O,X,X,O,X,X
SOJLZIT,O,O,O,O,X,X,O,X,X
SOJZTIL,O,X,O,O,O,X,O,O,X
SOJZTLI,O,X,O,O,O,X,O,O,X
SOJZITL,O,X,O,O,O,X,O,O,X
SOJZILT,O,O,O,O,O,X,O,X,X
SOJZLTI,O,O,O,O,O,X,O,X,X
SOJZLIT,O,O,O,O,O,X,O,X,X
SOZTILJ,X,O,O,O,X,O,X,X,O
SOZTIJL,X,X,O,O,O,O,O,O,O
SOZTLIJ,X,O,O,O,X,O,X,X,O
SOZTLJI,X,O,O,O,X,O,X,X,O
SOZTJIL,X,X,O,O,O,O,O,O,O
SOZTJLI,X,X,O,O,O,O,O,O,O
SOZITLJ,X,O,O,O,X,O,X,X,O
SOZITJL,X,X,O,O,O,O,O,O,O
SOZILTJ,X,O,O,O,X,O,X,X,O
SOZILJT,X,O,O,O,O,O,O,X,X
SOZIJTL,X,X,O,O,O,O,O,O,X
SOZIJLT,X,O,O,O,O,O,O,X,X
SOZLTIJ,X,O,O,O,X,O,X,X,O
SOZLTJI,X,O,O,O,X,O,X,X,O
SOZLITJ,X,O,O,O,X,O,X,X,O
SOZLIJT,X,O,O,O,O,O,O,X,X
SOZLJTI,X,O,O,O,O,O,O,X,X
SOZLJIT,X,O,O,O,O,O,O,X,X
SOZJTIL,X,X,O,O,O,O,O,O,X
SOZJTLI,X,X,O,O,O,O,O,O,X
SOZJITL,X,X,O,O,O,O,O,O,X
SOZJILT,X,O,O,O,O,O,O,X,X
SOZJLTI,X,O,O,O,O,O,O,X,X
SOZJLIT,X,O,O,O,O,O,O,X,X
ZTILJSO,O,X,X,X,X,X,X,X,X
ZTILJOS,O,X,X,X,X,X,X,X,X
ZTILSJO,O,O,O,X,X,X,X,X,X
ZTILSOJ,O,O,O,X,X,X,X,X,X
ZTILOJS,O,X,X,X,X,X,X,X,O
ZTILOSJ,O,X,X,X,X,O,X,X,O
ZTIJLSO,O,X,X,X,X,X,X,X,X
ZTIJLOS,O,X,X,X,X,X,X,X,X
ZTIJSLO,O,X,X,X,O,X,X,X,X
ZTIJSOL,O,X,X,X,O,X,X,O,X
ZTIJOLS,O,X,X,X,X,X,X,X,O
ZTIJOSL,O,X,X,X,O,X,X,X,O
ZTISLJO,O,O,O,X,X,X,X,X,X
ZTISLOJ,O,O,O,X,X,O,X,X,X
ZTISJLO,O,O,O,X,O,X,X,X,X
ZTISJOL,O,X,X,X,O,O,X,X,X
ZTISOLJ,O,O,O,X,X,O,X,X,O
ZTISOJL,O,X,X,X,O,O,X,O,O
ZTIOLJS,O,X,X,X,X,X,X,X,O
ZTIOLSJ,O,X,X,X,X,O,X,X,O
ZTIOJLS,O,X,X,X,X,X,X,X,O
ZTIOJSL,O,X,X,X,O,X,X,X,O
ZTIOSLJ,O,O,O,X,X,O,X,X,O
ZTIOSJL,O,X,O,X,O,O,X,O,O
ZTLIJSO,O,X,X,X,X,X,X,X,X
ZTLIJOS,O,X,X,X,X,X,X,X,X
ZTLISJO,O,O,O,X,X,X,X,X,X
ZTLISOJ,O,O,O,X,X,X,X,X,X
ZTLIOJS,O,X,X,X,X,X,X,X,O
ZTLIOSJ,O,X,X,X,X,O,X,X,O
ZTLJISO,O,X,X,X,X,X,X,X,X
ZTLJIOS,O,X,X,X,X,X,X,X,X
ZTLJSIO,O,X,X,X,X,X,X,X,X
ZTLJSOI,O,X,X,X,X,X,X,X,X
ZTLJOIS,O,X,X,X,X,X,X,X,X
ZTLJOSI,O,X,X,X,X,X,X,X,X
ZTLSIJO,O,O,O,X,X,X,X,X,X
