sequence,v115@7gB8HeC8DeF8EeF8CeE8Je//IvhFRbBGdBTgBihBUq?BFrB,v115@7gB8HeC8DeF8EeF8CeE8Je//IvhFRbBShBTdB2lBUq?BFrB,v115@7gB8HeC8DeF8EeF8CeE8Je//IvhFagBGdBRhBzgBUq?BFrB,v115@7gB8HeC8DeF8EeF8CeE8Jem6IvhFRcBSiB0fBzgBFq?BXrB,v115@7gB8HeC8DeF8EeF8CeE8Jei6IvhFGcBTdBRgBfqBVr?B0qB,v115@7gB8HeC8DeF8EeF8CeE8Je37IvhFchBTdB6kBmfBxq?B1vB,v115@7gB8HeC8DeF8EeF8CeE8JeT6IvhFibBGdBRlBfrBlm?BUqB,v115@7gB8HeC8DeF8EeF8CeE8JeT6IvhFxcBfqBmlBllBCn?B0qB,v115@7gB8HeC8DeF8EeF8CeE8JeR7IvhFGdB0gBaqB/kBlm?BzqB,v115@7gB8HeC8DeF8EeF8CeE8JeG8IvhFTdBxfB8lBaqBlk?BXrB
LSOTIZJ,O,O,X,O,O,X,X,X,X,X
LSOTJIZ,O,O,O,O,O,X,X,X,X,X
LSOTJZI,O,O,X,O,O,X,X,X,X,X
LSOTZIJ,O,O,X,O,O,X,X,X,X,O
LSOTZJI,O,O,X,O,O,X,X,X,X,O
LSOITJZ,X,X,X,O,O,X,X,X,X,X
LSOITZJ,X,X,X,O,O,O,X,X,X,X
LSOIJTZ,O,X,O,O,O,X,X,X,X,X
LSOIJZT,O,X,O,O,O,X,X,X,X,X
LSOIZTJ,X,X,X,O,X,O,X,X,X,O
LSOIZJT,X,X,X,O,O,X,X,X,X,O
LSOJTIZ,O,X,O,O,O,X,X,O,X,X
LSOJTZI,O,X,X,O,O,X,X,O,X,X
LSOJITZ,O,X,O,O,O,X,X,O,X,X
LSOJIZT,O,X,O,O,O,X,X,O,X,X
LSOJZTI,O,X,O,O,O,X,X,O,O,O
LSOJZIT,O,X,O,O,O,X,X,O,O,O
LSOZTIJ,O,O,O,O,O,X,X,X,O,O
LSOZTJI,O,O,O,O,O,X,X,X,O,O
LSOZITJ,O,O,X,O,X,O,X,X,O,O
LSOZIJT,O,O,O,O,O,X,X,X,O,O
LSOZJTI,O,O,O,O,O,X,X,X,O,O
LSOZJIT,O,O,O,O,O,X,X,X,O,O
LZTIJSO,O,O,O,O,X,O,X,X,O,X
LZTIJOS,O,O,X,O,O,O,X,X,X,X
LZTISJO,O,O,O,O,X,O,X,X,O,X
LZTISOJ,O,O,O,O,X,O,X,X,O,X
LZTIOJS,O,O,X,O,O,O,X,X,X,X
LZTIOSJ,O,O,X,O,X,O,X,X,X,X
LZTJISO,O,O,O,O,X,X,X,X,O,X
LZTJIOS,O,O,X,O,X,X,X,X,X,X
LZTJSIO,O,O,O,O,X,X,X,X,O,X
LZTJSOI,O,O,O,O,X,X,X,X,O,X
LZTJOIS,O,O,X,O,O,X,X,X,X,X
LZTJOSI,O,O,X,O,O,X,X,X,O,X
LZTSIJO,O,O,O,O,O,X,X,X,O,X
LZTSIOJ,O,O,O,O,O,X,X,X,O,X
LZTSJIO,O,O,O,O,O,X,X,X,O,X
LZTSJOI,O,O,O,O,O,X,X,X,O,X
LZTSOIJ,O,O,O,O,O,X,X,X,O,X
LZTSOJI,O,O,O,O,O,X,X,X,O,X
LZTOIJS,O,O,X,O,O,O,X,X,X,X
LZTOISJ,O,O,X,O,X,O,X,X,X,X
LZTOJIS,O,O,X,O,O,X,X,X,X,X
LZTOJSI,O,O,X,O,O,X,X,X,O,X
LZTOSIJ,O,O,X,O,O,X,X,X,O,X
LZTOSJI,O,O,X,O,O,X,X,X,O,X
LZITJSO,X,X,X,O,X,O,O,X,O,X
LZITJOS,X,X,X,O,X,O,O,X,X,X
LZITSJO,X,X,X,O,X,O,O,X,O,X
LZITSOJ,X,X,X,O,X,O,O,X,O,X
LZITOJS,X,X,X,O,X,O,O,X,X,X
LZITOSJ,X,X,X,O,X,O,O,X,X,X
LZIJTSO,X,X,X,O,X,O,O,X,X,X
LZIJTOS,X,X,X,O,X,O,O,X,X,X
LZIJSTO,O,O,O,O,X,X,O,X,O,X
LZIJSOT,O,O,O,O,X,X,O,X,O,X
LZIJOTS,X,X,X,O,X,O,O,X,X,X
LZIJOST,O,O,X,O,X,X,O,X,X,X
LZISTJO,O,X,O,O,X,O,O,X,O,X
LZISTOJ,X,O,X,O,X,O,O,X,O,X
LZISJTO,O,O,O,O,X,X,O,X,O,X
LZISJOT,O,O,O,O,X,X,O,X,O,X
LZISOTJ,O,O,X,O,X,O,O,X,O,X
LZISOJT,O,O,O,O,X,X,O,X,O,X
LZIOTJS,X,X,X,X,X,O,O,X,X,X
LZIOTSJ,X,X,X,X,X,O,O,X,X,X
LZIOJTS,X,X,X,O,X,O,O,X,X,X
LZIOJST,O,O,X,O,X,X,O,X,X,X
LZIOSTJ,O,O,X,X,X,O,O,X,X,X
LZIOSJT,O,O,X,X,X,X,O,X,X,X
LZJTISO,O,X,O,O,X,X,X,X,O,X
LZJTIOS,O,X,X,O,X,X,X,X,X,X
LZJTSIO,O,O,O,O,X,X,X,X,O,X
LZJTSOI,O,O,O,O,X,X,X,X,O,X
LZJTOIS,O,X,X,O,X,X,X,X,X,X
LZJTOSI,O,O,X,O,X,X,X,X,O,X
LZJITSO,X,X,X,O,X,O,O,X,X,X
LZJITOS,X,X,X,O,X,O,O,X,X,X
LZJISTO,O,O,O,O,X,X,O,X,O,X
LZJISOT,O,O,O,O,X,X,O,X,O,X
LZJIOTS,X,X,X,O,X,O,O,X,X,X
LZJIOST,O,O,X,O,X,X,O,X,X,X
LZJSTIO,O,O,O,O,X,X,X,X,O,X
LZJSTOI,O,O,O,O,X,X,X,X,O,X
LZJSITO,O,O,O,O,X,X,X,X,O,X
LZJSIOT,O,O,O,O,X,X,X,X,O,X
LZJSOTI,O,O,O,O,X,X,X,X,X,X
LZJSOIT,O,O,O,O,X,X,X,X,O,X
LZJOTIS,X,X,X,O,O,X,X,X,X,X
LZJOTSI,O,O,X,O,O,X,X,X,O,X
LZJOITS,X,X,X,O,X,O,O,X,X,X
LZJOIST,O,O,X,O,X,X,O,X,O,X
LZJOSTI,O,O,X,O,O,X,X,X,O,X
LZJOSIT,O,O,X,O,O,X,X,X,O,X
LZSTIJO,O,O,O,O,O,X,X,X,O,O
LZSTIOJ,O,O,O,O,O,X,X,X,O,O
LZSTJIO,O,O,O,O,O,X,X,X,O,O
LZSTJOI,O,O,O,O,O,X,X,X,O,O
LZSTOIJ,O,O,O,O,O,X,X,X,O,O
LZSTOJI,O,O,O,O,O,X,X,X,O,O
LZSITJO,O,O,O,O,X,O,X,X,O,O
LZSITOJ,O,O,O,O,X,O,X,X,O,O
LZSIJTO,O,O,O,O,X,X,X,X,O,O
LZSIJOT,O,O,O,O,O,X,X,X,O,O
LZSIOTJ,O,O,X,O,X,O,X,X,O,O
LZSIOJT,O,O,O,O,O,X,X,X,O,O
LZSJTIO,O,O,O,O,X,X,X,X,O,O
LZSJTOI,O,O,O,O,X,X,X,X,O,O
LZSJITO,O,O,O,O,X,X,X,X,O,O
LZSJIOT,O,O,O,O,X,X,X,X,O,O
LZSJOTI,O,O,O,O,O,X,X,X,X,O
LZSJOIT,O,O,O,O,O,X,X,X,O,O
LZSOTIJ,O,O,O,O,O,X,X,X,O,O
LZSOTJI,O,O,O,O,O,X,X,X,O,O
LZSOITJ,O,O,X,O,X,O,X,X,O,O
LZSOIJT,O,O,O,O,O,X,X,X,O,O
LZSOJTI,O,O,O,O,O,X,X,X,X,O
LZSOJIT,O,O,O,O,O,X,X,X,O,O
LZOTIJS,X,O,X,O,O,O,X,X,O,X
LZOTISJ,X,O,X,O,X,O,X,X,O,X
LZOTJIS,X,O,X,O,O,X,X,X,O,X
LZOTJSI,O,O,X,O,O,X,X,X,O,X
LZOTSIJ,O,O,X,O,O,X,X,X,O,X
LZOTSJI,O,O,X,O,O,X,X,X,O,X
LZOITJS,X,X,X,X,X,O,O,X,O,X
LZOITSJ,X,X,X,X,X,O,O,X,O,X
LZOIJTS,X,X,X,O,X,O,O,X,X,X
LZOIJST,O,O,X,O,X,X,O,X,O,X
LZOISTJ,O,O,X,X,X,O,O,X,O,X
LZOISJT,O,O,X,X,X,X,O,X,O,X
LZOJTIS,X,X,X,O,O,X,X,X,O,X
LZOJTSI,O,O,X,O,O,X,X,X,O,X
LZOJITS,X,X,X,O,X,O,O,X,X,X
LZOJIST,O,O,X,O,X,X,O,X,O,X
LZOJSTI,O,O,X,O,O,X,X,X,O,X
LZOJSIT,O,O,X,O,O,X,X,X,O,X
LZOSTIJ,O,O,X,O,O,X,X,X,O,O
LZOSTJI,O,O,X,O,O,X,X,X,O,O
LZOSITJ,O,O,X,O,X,O,X,X,O,O
LZOSIJT,O,O,X,O,O,X,X,X,O,O
LZOSJTI,O,O,X,O,O,X,X,X,O,O
LZOSJIT,O,O,X,O,O,X,X,X,O,O
LOTIJSZ,O,O,X,X,O,X,X,X,X,X
LOTIJZS,X,X,X,O,O,O,X,X,X,X
LOTISJZ,O,O,X,O,O,X,X,X,X,X
LOTISZJ,O,O,X,O,O,O,X,X,X,X
LOTIZJS,X,O,X,O,O,O,X,X,X,X
LOTIZSJ,X,O,X,O,X,O,X,X,X,X
LOTJISZ,O,O,X,X,O,X,X,X,X,X
LOTJIZS,X,X,X,O,O,X,X,X,X,X
LOTJSIZ,O,O,X,X,O,X,X,X,X,X
LOTJSZI,O,O,X,X,O,X,X,X,X,X
LOTJZIS,O,O,X,O,O,X,X,X,X,X
LOTJZSI,O,O,X,O,O,X,X,X,O,X
LOTSIJZ,O,O,X,O,O,X,X,X,X,X
LOTSIZJ,O,O,X,O,O,X,X,X,X,X
LOTSJIZ,O,O,X,O,O,X,X,X,X,X
LOTSJZI,O,O,X,O,O,X,X,X,X,X
LOTSZIJ,O,O,X,O,O,X,X,X,X,O
LOTSZJI,O,O,X,O,O,X,X,X,X,O
LOTZIJS,O,O,X,O,O,O,X,X,O,X
LOTZISJ,O,O,X,O,X,O,X,X,O,X
LOTZJIS,O,O,X,O,O,X,X,X,O,X
LOTZJSI,O,O,X,O,O,X,X,X,O,X
LOTZSIJ,O,O,X,O,O,X,X,X,O,X
LOTZSJI,O,O,X,O,O,X,X,X,O,X
LOITJSZ,X,O,X,X,O,X,X,X,X,X
LOITJZS,X,X,X,O,O,O,X,X,X,X
LOITSJZ,X,O,X,O,O,X,X,X,X,X
LOITSZJ,X,O,X,O,O,O,X,X,X,X
LOITZJS,X,O,X,O,O,O,X,X,X,X
LOITZSJ,X,O,X,O,X,O,X,X,X,X
LOIJTSZ,X,X,X,X,O,X,X,X,X,X
LOIJTZS,X,X,X,X,O,O,X,X,X,X
LOIJSTZ,X,X,X,X,O,X,X,X,X,X
LOIJSZT,X,X,X,X,O,X,X,X,X,X
LOIJZTS,X,X,X,X,X,O,X,X,X,X
LOIJZST,X,X,X,X,X,X,X,X,O,X
LOISTJZ,X,X,X,O,O,X,X,X,X,X
LOISTZJ,X,X,X,O,O,O,X,X,X,X
LOISJTZ,X,X,X,O,O,X,X,X,X,X
LOISJZT,X,X,X,O,O,X,X,X,X,X
LOISZTJ,X,X,X,O,X,O,X,X,X,O
LOISZJT,X,X,X,O,O,X,X,X,X,O
LOIZTJS,X,X,X,X,X,O,X,X,O,X
LOIZTSJ,X,X,X,X,X,O,X,X,O,X
LOIZJTS,X,X,X,O,X,O,X,X,X,X
LOIZJST,X,O,X,O,X,X,X,X,O,X
LOIZSTJ,X,O,X,X,X,O,X,X,O,X
LOIZSJT,X,O,X,X,X,X,X,X,O,X
LOJTISZ,O,O,X,X,O,X,X,X,X,X
LOJTIZS,X,X,X,X,O,X,X,X,X,X
LOJTSIZ,O,O,X,X,O,X,X,X,X,X
LOJTSZI,O,O,X,X,O,X,X,X,X,X
LOJTZIS,O,O,X,X,O,X,X,X,X,X
LOJTZSI,O,O,X,X,O,X,X,X,O,X
LOJITSZ,X,X,X,X,O,X,X,X,X,X
LOJITZS,X,X,X,X,O,O,X,X,X,X
LOJISTZ,X,X,X,X,O,X,X,X,X,X
LOJISZT,X,X,X,X,O,X,X,X,X,X
LOJIZTS,X,X,X,X,X,O,X,X,X,X
LOJIZST,X,X,X,X,X,X,X,X,O,X
LOJSTIZ,O,X,X,X,O,X,X,X,X,X
LOJSTZI,O,X,X,X,O,X,X,X,X,X
LOJSITZ,O,X,X,X,O,X,X,X,X,X
LOJSIZT,O,X,X,X,O,X,X,X,X,X
LOJSZTI,O,X,X,X,O,X,X,X,O,O
LOJSZIT,O,X,X,X,O,X,X,X,O,O
LOJZTIS,X,X,X,X,O,X,X,X,O,X
LOJZTSI,O,O,X,X,O,X,X,X,O,X
LOJZITS,X,X,X,X,X,O,O,X,X,X
LOJZIST,O,O,X,X,X,X,O,X,O,X
LOJZSTI,O,O,X,X,O,X,X,X,O,X
LOJZSIT,O,O,X,X,O,X,X,X,O,X
LOSTIJZ,O,O,X,O,O,X,X,X,X,X
LOSTIZJ,O,O,X,O,O,X,X,X,X,X
LOSTJIZ,O,O,X,O,O,X,X,X,X,X
LOSTJZI,O,O,X,O,O,X,X,X,X,X
LOSTZIJ,O,O,X,O,O,X,X,X,X,O
LOSTZJI,O,O,X,O,O,X,X,X,X,O
LOSITJZ,X,X,X,O,O,X,X,X,X,X
LOSITZJ,X,X,X,O,O,O,X,X,X,X
LOSIJTZ,O,X,X,O,O,X,X,X,X,X
LOSIJZT,O,X,X,O,O,X,X,X,X,X
LOSIZTJ,X,X,X,O,X,O,X,X,X,O
LOSIZJT,X,X,X,O,O,X,X,X,X,O
LOSJTIZ,O,X,X,O,O,X,X,O,X,X
LOSJTZI,O,X,X,O,O,X,X,O,X,X
LOSJITZ,O,X,X,O,O,X,X,O,X,X
LOSJIZT,O,X,X,O,O,X,X,O,X,X
LOSJZTI,O,X,X,O,O,X,X,O,O,O
LOSJZIT,O,X,X,O,O,X,X,O,O,O
LOSZTIJ,O,O,X,O,O,X,X,X,O,O
LOSZTJI,O,O,X,O,O,X,X,X,O,O
LOSZITJ,O,O,X,O,X,O,X,X,O,O
LOSZIJT,O,O,X,O,O,X,X,X,O,O
LOSZJTI,O,O,X,O,O,X,X,X,O,O
LOSZJIT,O,O,X,O,O,X,X,X,O,O
LOZTIJS,X,O,X,O,O,O,X,X,O,X
LOZTISJ,X,O,X,O,X,O,X,X,O,X
LOZTJIS,X,O,X,O,O,X,X,X,O,X
LOZTJSI,O,O,X,O,O,X,X,X,O,X
LOZTSIJ,O,O,X,O,O,X,X,X,O,X
LOZTSJI,O,O,X,O,O,X,X,X,O,X
LOZITJS,X,X,X,X,X,O,O,X,O,X
LOZITSJ,X,X,X,X,X,O,O,X,O,X
LOZIJTS,X,X,X,O,X,O,O,X,X,X
LOZIJST,O,O,X,O,X,X,O,X,O,X
LOZISTJ,O,O,X,X,X,O,O,X,O,X
LOZISJT,O,O,X,X,X,X,O,X,O,X
LOZJTIS,X,X,X,O,O,X,X,X,O,X
LOZJTSI,O,O,X,O,O,X,X,X,O,X
LOZJITS,X,X,X,O,X,O,O,X,X,X
LOZJIST,O,O,X,O,X,X,O,X,O,X
LOZJSTI,O,O,X,O,O,X,X,X,O,X
LOZJSIT,O,O,X,O,O,X,X,X,O,X
LOZSTIJ,O,O,X,O,O,X,X,X,O,O
LOZSTJI,O,O,X,O,O,X,X,X,O,O
LOZSITJ,O,O,X,O,X,O,X,X,O,O
LOZSIJT,O,O,X,O,O,X,X,X,O,O
LOZSJTI,O,O,X,O,O,X,X,X,O,O
LOZSJIT,O,O,X,O,O,X,X,X,O,O
JTILSZO,O,O,O,X,X,X,X,X,X,X
JTILSOZ,O,O,O,X,O,X,X,X,X,X
JTILZSO,O,X,O,X,X,X,X,X,X,X
JTILZOS,O,X,X,X,O,X,X,X,X,X
JTILOSZ,O,O,X,X,O,X,X,X,X,X
JTILOZS,X,X,X,X,O,X,X,X,X,X
JTISLZO,O,O,O,X,O,X,X,X,X,X
JTISLOZ,O,O,O,X,O,X,X,X,X,X
JTISZLO,O,O,O,X,O,X,X,X,X,X
JTISZOL,O,O,O,X,O,X,X,X,X,X
JTISOLZ,O,O,O,X,O,X,X,X,X,X
JTISOZL,O,O,X,X,O,X,X,X,X,X
JTIZLSO,O,X,O,X,X,X,X,X,X,X
JTIZLOS,O,X,X,X,O,X,X,X,X,X
JTIZSLO,O,X,O,X,X,X,X,X,X,X
JTIZSOL,O,X,O,X,X,X,X,X,X,X
JTIZOLS,O,X,X,X,O,X,X,X,X,X
JTIZOSL,O,X,O,X,X,X,X,X,X,X
JTIOLSZ,O,O,X,X,O,X,X,X,X,X
JTIOLZS,X,X,X,X,O,X,X,X,X,X
JTIOSLZ,O,O,O,X,O,X,X,X,X,X
JTIOSZL,O,O,X,X,O,X,X,X,X,X
JTIOZLS,X,X,X,X,O,X,X,X,X,X
JTIOZSL,X,X,O,X,X,X,X,X,X,X
JTLISZO,O,O,O,O,X,X,X,X,X,X
JTLISOZ,O,O,O,O,O,X,X,X,X,X
JTLIZSO,O,X,O,O,X,X,X,X,X,X
JTLIZOS,O,X,X,O,O,X,X,X,X,X
JTLIOSZ,O,O,X,X,O,X,X,X,X,X
JTLIOZS,X,X,X,O,O,X,X,X,X,X
JTLSIZO,O,O,O,O,O,X,X,X,X,X
JTLSIOZ,O,O,O,O,O,X,X,X,X,X
JTLSZIO,O,O,O,O,O,X,X,X,X,X
JTLSZOI,O,O,O,O,O,X,X,X,X,X
JTLSOIZ,O,O,O,O,O,X,X,X,X,X
JTLSOZI,O,O,X,O,O,X,X,X,X,X
JTLZISO,O,O,O,O,X,X,X,X,X,X
JTLZIOS,O,O,X,O,X,X,X,X,X,X
JTLZSIO,O,O,O,O,X,X,X,X,O,X
JTLZSOI,O,O,O,O,X,X,X,X,X,X
JTLZOIS,O,O,X,O,O,X,X,X,X,X
JTLZOSI,O,O,X,O,O,X,X,X,X,X
JTLOISZ,O,O,X,X,O,X,X,X,X,X
JTLOIZS,X,X,X,O,O,X,X,X,X,X
JTLOSIZ,O,O,X,X,O,X,X,X,X,X
JTLOSZI,O,O,X,X,O,X,X,X,X,X
JTLOZIS,O,O,X,O,O,X,X,X,X,X
JTLOZSI,O,O,X,O,O,X,X,X,O,X
JTSILZO,O,O,O,X,O,X,X,X,X,X
JTSILOZ,O,O,O,X,O,X,X,X,X,X
JTSIZLO,O,O,O,X,O,X,X,X,X,X
JTSIZOL,O,O,O,X,O,X,X,X,X,X
JTSIOLZ,O,O,O,X,O,X,X,X,X,X
JTSIOZL,O,O,X,X,O,X,X,X,X,X
JTSLIZO,O,O,O,O,O,X,X,X,X,X
JTSLIOZ,O,O,O,O,O,X,X,X,X,X
JTSLZIO,O,O,O,O,O,X,X,X,X,X
JTSLZOI,O,O,O,O,O,X,X,X,X,X
JTSLOIZ,O,O,O,O,O,X,X,X,X,X
JTSLOZI,O,O,X,O,O,X,X,X,X,X
JTSZILO,O,O,O,O,O,X,X,X,X,X
JTSZIOL,O,O,O,O,O,X,X,X,X,O
JTSZLIO,O,O,O,O,O,X,X,X,X,O
JTSZLOI,O,O,O,O,O,X,X,X,X,O
JTSZOIL,O,O,O,O,O,X,X,X,X,O
JTSZOLI,O,O,O,O,O,X,X,X,X,O
JTSOILZ,O,O,O,O,O,X,X,X,X,X
JTSOIZL,O,O,X,O,O,X,X,X,X,X
JTSOLIZ,O,O,O,O,O,X,X,X,X,X
JTSOLZI,O,O,X,O,O,X,X,X,X,X
JTSOZIL,O,O,O,O,O,X,X,X,X,O
JTSOZLI,O,O,O,O,O,X,X,X,X,O
JTZILSO,O,O,O,O,X,X,O,X,X,X
JTZILOS,O,O,X,O,O,X,O,X,X,X
JTZISLO,O,O,O,O,X,X,O,X,X,X
JTZISOL,O,O,O,O,X,X,O,X,X,X
JTZIOLS,O,O,X,O,O,X,O,X,X,X
JTZIOSL,O,O,O,O,X,X,O,X,X,X
JTZLISO,O,O,O,O,X,X,X,X,X,X
JTZLIOS,O,O,X,O,X,X,X,X,X,X
JTZLSIO,O,O,O,O,X,X,X,X,X,X
JTZLSOI,O,O,O,O,X,X,X,X,X,X
JTZLOIS,O,O,X,O,O,X,X,X,X,X
JTZLOSI,O,O,X,O,O,X,X,X,X,X
JTZSILO,O,O,O,O,O,X,X,X,X,X
JTZSIOL,O,O,O,O,O,X,X,X,X,X
JTZSLIO,O,O,O,O,X,X,X,X,X,X
JTZSLOI,O,O,O,O,O,X,X,X,X,X
JTZSOIL,O,O,O,O,O,X,X,X,X,X
JTZSOLI,O,O,O,O,O,X,X,X,X,X
JTZOILS,O,O,X,O,O,X,O,X,X,X
JTZOISL,O,O,O,O,X,X,O,X,X,X
JTZOLIS,O,O,X,O,O,X,X,X,X,X
JTZOLSI,O,O,X,O,O,X,X,X,X,X
JTZOSIL,O,O,O,O,O,X,X,X,X,X
JTZOSLI,O,O,O,O,O,X,X,X,X,X
JTOILSZ,O,O,X,X,O,X,X,X,X,X
JTOILZS,X,X,X,O,O,X,X,X,X,X
JTOISLZ,O,O,O,X,O,X,X,X,X,X
JTOISZL,O,O,X,X,O,X,X,X,X,X
JTOIZLS,X,X,X,O,O,X,X,X,X,X
JTOIZSL,X,X,O,O,X,X,X,X,X,X
JTOLISZ,O,O,X,X,O,X,X,X,X,X
JTOLIZS,X,X,X,O,O,X,X,X,X,X
JTOLSIZ,O,O,X,X,O,X,X,X,X,X
JTOLSZI,O,O,X,X,O,X,X,X,X,X
JTOLZIS,O,O,X,O,O,X,X,X,X,X
JTOLZSI,O,O,X,O,O,X,X,X,O,X
JTOSILZ,O,O,O,X,O,X,X,X,X,X
JTOSIZL,O,O,X,X,O,X,X,X,X,X
JTOSLIZ,O,O,O,X,O,X,X,X,X,X
JTOSLZI,O,O,X,X,O,X,X,X,X,X
JTOSZIL,O,O,O,X,O,X,X,X,X,O
JTOSZLI,O,O,O,X,O,X,X,X,X,O
JTOZILS,O,O,X,O,O,X,O,X,X,X
JTOZISL,O,O,O,O,X,X,O,X,X,X
JTOZLIS,O,O,X,O,O,X,X,X,X,X
JTOZLSI,O,O,X,O,O,X,X,X,X,X
JTOZSIL,O,O,O,O,O,X,X,X,X,X
JTOZSLI,O,O,O,O,O,X,X,X,X,X
JITLSZO,O,X,O,X,X,X,X,X,X,X
JITLSOZ,O,X,O,X,O,X,X,X,X,X
JITLZSO,O,X,O,X,X,X,X,X,X,X
JITLZOS,O,X,X,X,O,X,X,X,X,X
JITLOSZ,O,X,X,X,O,X,X,X,X,X
JITLOZS,X,X,X,X,O,X,X,X,X,X
JITSLZO,O,X,O,X,O,X,X,X,X,X
JITSLOZ,O,X,O,X,O,X,X,X,X,X
JITSZLO,O,X,O,X,O,X,X,X,X,X
JITSZOL,O,X,O,X,O,X,X,X,X,X
JITSOLZ,O,X,O,X,O,X,X,X,X,X
JITSOZL,O,X,X,X,O,X,X,X,X,X
JITZLSO,O,X,O,X,X,X,X,X,X,X
JITZLOS,O,X,X,X,O,X,X,X,X,X
JITZSLO,O,X,O,X,X,X,X,X,X,X
JITZSOL,O,X,O,X,X,X,X,X,X,X
JITZOLS,O,X,X,X,O,X,X,X,X,X
JITZOSL,O,X,O,X,X,X,X,X,X,X
JITOLSZ,O,X,X,X,O,X,X,X,X,X
JITOLZS,X,X,X,X,O,X,X,X,X,X
JITOSLZ,O,X,O,X,O,X,X,X,X,X
JITOSZL,O,X,X,X,O,X,X,X,X,X
JITOZLS,X,X,X,X,O,X,X,X,X,X
JITOZSL,X,X,O,X,X,X,X,X,X,X
JILTSZO,O,X,O,X,X,X,X,X,X,X
JILTSOZ,O,X,O,X,X,X,X,X,X,X
JILTZSO,O,X,O,X,X,O,X,X,X,X
JILTZOS,O,X,X,X,X,O,X,X,X,X
JILTOSZ,O,X,X,X,X,X,X,X,X,X
JILTOZS,X,X,X,X,X,O,X,X,X,X
JILSTZO,O,X,O,X,X,X,X,X,X,X
JILSTOZ,O,X,O,X,X,X,X,X,X,X
JILSZTO,O,X,O,X,X,X,X,X,X,X
JILSZOT,O,X,O,X,X,X,X,X,X,X
JILSOTZ,O,X,O,X,X,X,X,X,X,X
JILSOZT,O,X,O,X,X,X,X,X,X,X
JILZTSO,X,X,X,X,X,O,X,X,X,X
JILZTOS,X,X,X,X,X,O,X,X,X,X
JILZSTO,O,X,O,X,X,X,X,X,O,X
JILZSOT,O,X,O,X,X,X,X,X,O,X
JILZOTS,X,X,X,X,X,O,X,X,X,X
JILZOST,O,X,X,X,X,X,X,X,X,X
JILOTSZ,X,X,X,X,O,X,X,X,X,X
JILOTZS,X,X,X,X,O,O,X,X,X,X
JILOSTZ,X,X,X,X,O,X,X,X,X,X
JILOSZT,X,X,X,X,O,X,X,X,X,X
JILOZTS,X,X,X,X,X,O,X,X,X,X
JILOZST,X,X,X,X,X,X,X,X,O,X
JISTLZO,O,X,O,X,O,X,X,X,X,X
JISTLOZ,O,X,O,X,O,X,X,X,X,X
JISTZLO,O,X,O,X,O,X,X,X,X,X
JISTZOL,O,X,O,X,O,X,X,X,X,X
JISTOLZ,O,X,O,X,O,X,X,X,X,X
JISTOZL,O,X,X,X,O,X,X,X,X,X
JISLTZO,O,X,O,X,X,X,X,X,X,X
JISLTOZ,O,X,O,X,O,X,X,X,X,X
JISLZTO,O,X,O,X,X,X,X,X,X,X
JISLZOT,O,X,O,X,O,X,X,X,X,X
JISLOTZ,O,X,O,X,O,X,X,X,X,X
JISLOZT,O,X,O,X,O,X,X,X,X,X
JISZTLO,O,X,O,X,X,X,X,X,X,X
JISZTOL,O,X,O,X,X,X,X,X,X,O
JISZLTO,O,X,O,X,X,X,X,X,X,O
JISZLOT,O,X,O,X,O,X,X,X,X,O
JISZOTL,O,X,X,X,X,X,X,X,X,O
JISZOLT,O,X,O,X,O,X,X,X,X,O
JISOTLZ,O,X,X,X,O,X,X,X,X,X
JISOTZL,O,X,X,X,O,X,X,X,X,X
JISOLTZ,O,X,O,X,O,X,X,X,X,X
JISOLZT,O,X,O,X,O,X,X,X,X,X
JISOZTL,O,X,X,X,X,X,X,X,X,O
JISOZLT,O,X,X,X,O,X,X,X,X,O
JIZTLSO,O,X,O,X,X,X,O,X,X,X
JIZTLOS,O,X,X,X,X,X,O,X,X,X
JIZTSLO,O,X,O,X,X,X,O,X,X,X
JIZTSOL,O,X,O,X,X,X,O,X,X,X
JIZTOLS,O,X,X,X,X,X,O,X,X,X
JIZTOSL,O,X,O,X,X,X,O,X,X,X
JIZLTSO,X,X,X,X,X,O,O,X,X,X
JIZLTOS,X,X,X,X,X,O,O,X,X,X
JIZLSTO,O,X,O,X,X,X,O,X,X,X
JIZLSOT,O,X,O,X,X,X,O,X,X,X
JIZLOTS,X,X,X,X,X,O,O,X,X,X
JIZLOST,O,X,X,X,X,X,O,X,X,X
JIZSTLO,O,X,O,X,X,X,O,X,X,X
JIZSTOL,O,X,O,X,X,X,O,X,X,X
JIZSLTO,O,X,O,X,X,X,O,X,X,X
JIZSLOT,O,X,O,X,X,X,O,X,X,X
JIZSOTL,O,X,X,X,X,X,O,X,X,X
JIZSOLT,O,X,O,X,X,X,O,X,X,X
JIZOTLS,X,X,X,X,X,X,O,X,X,X
JIZOTSL,X,X,X,X,X,X,O,X,X,X
JIZOLTS,X,X,X,X,X,O,O,X,X,X
JIZOLST,O,X,X,X,X,X,O,X,X,X
JIZOSTL,O,X,X,X,X,X,O,X,X,X
JIZOSLT,O,X,O,X,X,X,O,X,X,X
JIOTLSZ,X,X,X,X,O,X,X,X,X,X
JIOTLZS,X,X,X,X,O,X,X,X,X,X
JIOTSLZ,X,X,O,X,O,X,X,X,X,X
JIOTSZL,X,X,X,X,O,X,X,X,X,X
JIOTZLS,X,X,X,X,O,X,X,X,X,X
